[00:30.000 --> 00:32.000]  3, 2, 1, go!
[2:52:25.880 --> 2:52:31.160]  And you know, real men are out here building while we're going through all of this and
[2:52:31.160 --> 2:52:33.960]  we're listening to you and you're doing what you're doing.
[2:52:33.960 --> 2:52:40.200]  But you know, the other caller that called earlier too was solutions to these problems
[2:52:40.200 --> 2:52:44.680]  that we know are coming, as far as for the guy who was saying that he was getting that
[2:52:44.680 --> 2:52:48.520]  low broadcast TV show or something like that.
[2:52:48.520 --> 2:52:53.840]  Yeah, micro FM, micro AM, yeah, the transmitters everywhere, they're cheap, they're easy.
[2:52:53.840 --> 2:52:56.200]  You plug them into the internet, you tell your neighbors about it, they can pick it up
[2:52:56.200 --> 2:53:00.800]  on AM, FM, UHF, VHF, and you just pick a channel that's open, it's beautiful.
[2:53:00.800 --> 2:53:01.800]  People love it.
[2:53:01.800 --> 2:53:02.800]  Yeah, absolutely.
[2:53:02.800 --> 2:53:05.920]  And again, that was kind of one of my questions.
[2:53:05.920 --> 2:53:08.040]  It's kind of like micro brew beer.
[2:53:08.040 --> 2:53:10.720]  Like 30 years ago, nobody knew what it was, 20 years.
[2:53:10.720 --> 2:53:12.760]  Now nobody wants regular beer, they want micro brew.
[2:53:12.760 --> 2:53:16.720]  It's kind of like, imagine putting your own little station in, sorry, go ahead.
[2:53:16.720 --> 2:53:17.720]  Yeah, exactly.
[2:53:17.720 --> 2:53:22.560]  Everybody loves the micro brew now because they see how effective it is.
[2:53:22.560 --> 2:53:25.200]  And again, that's actually what we're doing as a culture.
[2:53:25.200 --> 2:53:28.600]  And so, you know, we're out here building infrastructure.
[2:53:28.600 --> 2:53:34.720]  I've built my infrastructure with a website that I put up, because again, if that's...
[2:53:34.720 --> 2:53:38.120]  Beautiful, tell us, tell us the name of the website.
[2:53:38.120 --> 2:53:48.880]  It is Prosphetic.net, that's P-R-O-P-H-E, P is in Tango, C is in Charlie.net.
[2:53:48.880 --> 2:53:54.560]  I've been putting out content, I've been helping redistribute broadcast and taking things
[2:53:54.560 --> 2:53:55.560]  on my own.
[2:53:55.560 --> 2:53:57.480]  It's beautiful what you're doing, sir.
[2:53:57.480 --> 2:53:58.480]  We love you.
[2:53:58.480 --> 2:53:59.560]  You're a person who won't get everybody.
[2:53:59.560 --> 2:54:00.560]  Thank you so much.
[2:54:00.560 --> 2:54:01.560]  Have a great weekend.
[2:54:01.560 --> 2:54:04.280]  Let's talk to James in Oklahoma.
[2:54:04.280 --> 2:54:05.440]  Welcome, James!
[2:54:05.440 --> 2:54:07.740]  Yeah, I just want to talk about...
[2:54:07.740 --> 2:54:12.980]  Give thanks to God and Jesus Christ, to give Him all the praise for opening up our eyes
[2:54:12.980 --> 2:54:16.640]  to what is going on in this world, and the deceit to the devil.
[2:54:16.640 --> 2:54:17.640]  And I just...
[2:54:17.640 --> 2:54:20.720]  And let's be clear, people that are devil worshipers don't get it.
[2:54:20.720 --> 2:54:22.880]  They think God needs, quote, worship.
[2:54:22.880 --> 2:54:25.800]  No, us recognizing God opens the channel.
[2:54:25.800 --> 2:54:28.460]  And, oh, Jesus, we love you, God.
[2:54:28.460 --> 2:54:33.940]  Thank you. That opens the channel. Our recognition makes the connection. God doesn't need to
[2:54:33.940 --> 2:54:37.900]  be worshiped. Worship means once you're in the presence, you're like, oh my gosh, this
[2:54:37.900 --> 2:54:42.460]  is incredible. I totally agree with this. I am in Congress with this. We have to open
[2:54:42.460 --> 2:54:47.780]  up the channel and say, I love you, Jesus. I love you, Holy Spirit. Help me. God is a
[2:54:47.780 --> 2:54:51.500]  free will God. I like the devil. The devil rapes you. Christ is not going to rape you.
[2:54:51.500 --> 2:54:53.580]  You have to open up. Does that make sense?
[2:54:53.580 --> 2:54:58.140]  That's perfect. That's perfect. That's right. And you know, we do that by prayer and fasting.
[2:54:58.140 --> 2:55:02.820]  Fasting is a big thing and I just encourage everybody to be able to do that even this
[2:55:02.820 --> 2:55:07.220]  weekend and just seek God and what He wants you to do, who He wants you to give money
[2:55:07.220 --> 2:55:13.220]  to, who He wants you to talk to, and how He wants you to prepare for what is coming ahead
[2:55:13.220 --> 2:55:16.180]  because we're going to go through these trying times.
[2:55:16.180 --> 2:55:20.780]  I agree. What do you think is about to happen with Russia and everything else, sir?
[2:55:20.780 --> 2:55:27.340]  You know, I see it at de-escalating possibly, but if China invades Taiwan, then it's on.
[2:55:27.340 --> 2:55:30.260]  It's just we're going all the way. We're going all the way.
[2:55:30.260 --> 2:55:34.460]  I agree. If they attack Taiwan, the U.S. is going to go over with China.
[2:55:34.460 --> 2:55:40.700]  So, I mean, hopefully it doesn't get to that point. So those that are waked up to it can
[2:55:40.700 --> 2:55:45.340]  prepare even more. But the time is short.
[2:55:45.340 --> 2:55:50.980]  James, the time is short. Thank you so much. Beautiful points. Let's talk down to Tom
[2:55:50.980 --> 2:55:52.620]  in Canada. Tom, welcome.
[2:55:52.620 --> 2:55:59.980]  Well, I think Putin's going to look at the Baikonur Cosmodrome.
[2:55:59.980 --> 2:56:04.380]  What do you say? Back off your phone a little bit.
[2:56:04.380 --> 2:56:10.220]  Yeah, I think Putin's going to take a look at the Baikonur Cosmodrome in Kazakhstan.
[2:56:10.220 --> 2:56:16.540]  It's like the Russian version of the Kennedy Space Center. And you might make a play to
[2:56:16.540 --> 2:56:20.820]  connect that with the rest of Russia.
[2:56:20.820 --> 2:56:27.340]  We talked about Kazakhstan and their main NASA base, the Russian space bases there.
[2:56:27.340 --> 2:56:32.620]  Yes. But your phone's a little distorted. What do you say you think Putin's going to
[2:56:32.620 --> 2:56:33.620]  do?
[2:56:33.620 --> 2:56:41.900]  He might look at connecting the Baikonur Cosmodrome with the rest of Russia because right now
[2:56:41.900 --> 2:56:47.540]  it's in Kazakhstan's territory.
[2:56:47.540 --> 2:56:52.420]  Very interesting things you're saying. I'm not going to be dishonest. I'm not understanding
[2:56:52.420 --> 2:56:57.340]  what you're saying. What are you getting at? What is he going to link up? He's got a couple
[2:56:57.340 --> 2:56:59.300]  of space bases. What's going on?
[2:56:59.300 --> 2:57:08.340]  Yeah, he wants to ensure Russian control of the Baikonur Cosmodrome.
[2:57:08.340 --> 2:57:13.260]  Oh, yeah, there's no doubt. Absolutely. Great points. Thank you so much, sir. Thank you,
[2:57:13.260 --> 2:57:16.820]  Tom. That was a great point. Your phone was just overdriven. I had trouble understanding
[2:57:16.820 --> 2:57:21.020]  you. Amazing. Yeah, the globalists are obsessed with space, and they don't want us to know
[2:57:21.020 --> 2:57:25.100]  what's going on out there. There's a lot of stuff going on out there. All right, we're
[2:57:25.100 --> 2:57:31.100]  going to take more phone calls straight ahead in hour number four on this Friday broadcast.
[2:57:31.100 --> 2:57:36.940]  Then Saturday, look for emergency reports, then FullWars.com. Every day we're on air
[2:57:36.940 --> 2:57:47.940]  is a blessing. Every day is amazing, and we thank God for putting us in attack formation.
[2:57:47.940 --> 2:57:54.980]  Two life-changing, life-empowering products are now back in stock after being sold out
[2:57:54.980 --> 2:58:01.620]  for months at infowarstore.com. Winter sun is the highest quality organic vitamin D3
[2:58:01.620 --> 2:58:05.340]  taken out of the tongue. It also has vitamin K, critical fear immune system, and so much
[2:58:05.340 --> 2:58:09.900]  more. It's 50% off, despite the fact it's going to sell out very, very quickly, because
[2:58:09.900 --> 2:58:14.720]  everybody needs this. Old, young, black, white, it doesn't matter. You need what's in winter
[2:58:14.720 --> 2:58:22.420]  sun, and then we have brain force, ultra, super fast acting, amazing, clean, neutropic
[2:58:22.420 --> 2:58:28.100]  system that is a complement to brain force plus, and of course, turbo force. All three
[2:58:28.100 --> 2:58:32.700]  of these are different formulas, but all three of them take your mind and take your focus
[2:58:32.700 --> 2:58:39.460]  and clarity and alertness to the next level. It is 40% off at infowarstore.com for a limited
[2:58:39.460 --> 2:58:43.100]  time. Thank you all for your support. If you haven't tried these products, you really need
[2:58:43.100 --> 2:58:52.220]  to because they are amazing. infowarstore.com. Sold out for months, X3 is now back in stock.
[2:58:52.220 --> 2:58:56.340]  Ladies and gentlemen, just like our information is game-changing, our products are game-changing,
[2:58:56.340 --> 2:59:02.180]  and so many people are deficient in iodide. It's not the soil anymore. Most of the ocean
[2:59:02.180 --> 2:59:08.060]  is contaminated, but when you get high-quality triiodine, all three of the healthy types
[2:59:08.060 --> 2:59:13.260]  together, it does amazing things for your stamina, your libido, but most importantly,
[2:59:13.260 --> 2:59:20.140]  your immune system. So, X3, the only triiodine on the market, highest grade, is now exclusively
[2:59:20.140 --> 2:59:26.460]  available again at 50% off at infowarstore.com. If you've not experienced clean, pure iodine,
[2:59:26.460 --> 2:59:30.660]  and what it does for your body, it takes about two weeks to get on average, you really need
[2:59:30.660 --> 2:59:34.540]  to experience X3. Those of you that have tried it and used it, I know you're gonna be reordering
[2:59:34.540 --> 2:59:38.780]  it, but particularly those that haven't ever tried the product, you need it because it's
[2:59:38.780 --> 2:59:42.460]  amazing what does for your body, it's the good halogen, not the bad halogen, and it
[2:59:42.460 --> 2:59:50.260]  funds the infowar, a true 360 win. So again, X3 back in stock, 50% off for a limited time.
[2:59:50.260 --> 3:00:00.780]  Using a frontal assault on the lies of the New World Order, it's Alex Jones.
[3:00:00.780 --> 3:00:05.220]  I want to write to your phone calls here in the fourth hour today ahead of Kate Daly taking
[3:00:05.220 --> 3:00:09.220]  over in 15 minutes. Let's go ahead and talk to the caller who's holding the longest,
[3:00:09.220 --> 3:00:15.020]  Owl Killer, calling in for over a decade from Virginia, once it's another Owl Killer. Owl
[3:00:15.020 --> 3:00:16.020]  Killer, welcome.
[3:00:16.020 --> 3:00:21.780]  No, Alex, this is still the same Owl Killer. Hey, I just want to say to everybody listening.
[3:00:21.780 --> 3:00:26.820]  I donate $30 a month on top of all the supplements that I purchased from you. At least the way
[3:00:26.820 --> 3:00:31.100]  I figure it is, a dollar a day for all the information you're putting out, and any time
[3:00:31.100 --> 3:00:34.140]  I can, I'm buying supplements to try to get you out of there.
[3:00:34.140 --> 3:00:38.620]  Well, if you weren't supporting us, we wouldn't be here, brother, so thank you.
[3:00:38.620 --> 3:00:43.300]  I'll give you an example of information that he was putting out. I remember in 2014, when
[3:00:43.300 --> 3:00:50.780]  I was stationed in Bahrain at the time, when Russia, there was a vote in Crimea where the
[3:00:50.780 --> 3:00:56.340]  people had voted to join the Russian Federation and Russia annexed Crimea. You said if NATO
[3:00:56.340 --> 3:01:02.100]  pushes, that Vladimir Putin will take all the way up to Kiev, and that's where we are
[3:01:02.100 --> 3:01:10.540]  today. Again, I don't like to see any type of loss of life at all. War is a reaction
[3:01:10.540 --> 3:01:18.060]  and peace is a thinker, thinker's man game. But if you listened to Vladimir Putin's speech
[3:01:18.060 --> 3:01:22.660]  that he gave earlier in the week, and you know, a lot of people apologize for the communists
[3:01:22.660 --> 3:01:26.540]  and said communism's evil, and we want you to be your sovereign country, but you can't
[3:01:26.540 --> 3:01:31.420]  be a vassal of the West to attack us, it was powerful. It was true.
[3:01:31.420 --> 3:01:37.500]  Absolutely. And now the other thing that people don't pay attention to was he also brought
[3:01:37.500 --> 3:01:46.020]  up Bosnia and Kosovo, and his reaction to it in how he saw NATO basically just killing
[3:01:46.020 --> 3:01:47.380]  people and destroying them.
[3:01:47.380 --> 3:01:52.420]  Oh yeah, NATO dropping thousands of tons of DU on the people.
[3:01:52.420 --> 3:01:59.940]  But another reaction that he had, I remember when Mo Mar Gaddafi was overthrown in Libya
[3:01:59.940 --> 3:02:04.820]  and how he, the outcry that he had, he was like how he was murdered in the street like
[3:02:04.820 --> 3:02:07.900]  that. Gaddafi, not a great guy. It's just a reality, a situation.
[3:02:07.900 --> 3:02:13.020]  Gaddafi, though, came into the West, invested billions in Europe, was set up and wanted
[3:02:13.020 --> 3:02:17.340]  to love Obama, and believed Obama was really a Muslim and wanted to work with him, and
[3:02:17.340 --> 3:02:21.100]  they set him up and killed him. So I'm not going to even say Gaddafi was a bad guy. I
[3:02:21.100 --> 3:02:24.820]  think Gaddafi really meant well, actually. He wasn't perfect. He was born into that,
[3:02:24.820 --> 3:02:31.180]  and he did that coup and everything, but they set him up and raped him to death with a Kalishnikov
[3:02:31.180 --> 3:02:32.180]  bayonet.
[3:02:32.180 --> 3:02:40.500]  Yep, and it was Putin's reaction to that. That was a NATO operation, so that is the
[3:02:40.500 --> 3:02:47.780]  fear he has of NATO on his borders. That's why he is so disturbed by the encroaching
[3:02:47.780 --> 3:02:52.860]  military bases and the weapons being put that are being sent to Ukraine. But at the end
[3:02:52.860 --> 3:02:59.620]  of the day, this whole great reset, you talk about why does Ram Paul or Ron Paul talk about
[3:02:59.620 --> 3:03:03.740]  this? Because at the end of the day, Ron Paul was right. It's the bankers. You talk about
[3:03:03.740 --> 3:03:09.060]  the Black Rock, how they're buying everything up with money that they have, they're buying
[3:03:09.060 --> 3:03:13.380]  up all the tangible assets before the dollar is basically worthless. And at the end of
[3:03:13.380 --> 3:03:17.060]  the day, they are the ones that are pushing these wars.
[3:03:17.060 --> 3:03:23.700]  Lee Stranahan was on your show last week, and he brought up the Miguel Kortokovsky issue
[3:03:23.700 --> 3:03:30.460]  with Russia when Putin had, when he had nationalized Yukos oil. The shares went to Jacob Rothschild.
[3:03:30.460 --> 3:03:31.460]  You cannot make this up.
[3:03:31.460 --> 3:03:36.220]  Oh, and Rothschilds have been involved in everything evil forever. I mean, it's like
[3:03:36.220 --> 3:03:41.820]  cancer. I mean, it's just, they funded Napoleon, they funded Hitler, and then Hitler killed
[3:03:41.820 --> 3:03:45.260]  Rothschilds, but they don't care. Wherever the power is at, they're going to be funding
[3:03:45.260 --> 3:03:48.700]  all sides of it. They just can't help it. They own the economists. It's just all out
[3:03:48.700 --> 3:03:49.700]  of control.
[3:03:49.700 --> 3:03:53.660]  I appreciate you, brother. I appreciate your call. All right, we're going to go to break
[3:03:53.660 --> 3:03:58.140]  in one minute. Because again, while we're still on air, because we have 300 radio affiliates
[3:03:58.140 --> 3:04:03.500]  and radio has 15 minutes of ads an hour. That's the standard deal. We do it. Everybody's
[3:04:03.500 --> 3:04:07.300]  spoiled the podcast. So am I. It pisses me off. But that's how it is. We love our stations.
[3:04:07.300 --> 3:04:10.500]  We support them. So we're going to go to a one minute break, join stations and go to
[3:04:10.500 --> 3:04:15.140]  anonymous in Maryland, Greg in Florida and Charles in Utah. And then Kate Daly's about
[3:04:15.140 --> 3:04:21.060]  to take over here. And then the great Owen Troyer, who does such a good job. He was great
[3:04:21.060 --> 3:04:25.100]  when I hired him six years ago. He's even better now. He is amazing. So is the morning
[3:04:25.100 --> 3:04:29.780]  show with Harrison Smith, 8am. And of course, they've had Matt filling in doing a great
[3:04:29.780 --> 3:04:37.980]  job while he's been off 8aminfowars.com, American Journal, 3pm central, the war room with the
[3:04:37.980 --> 3:04:44.180]  great Owen, the cup destroyer, Troyer. That is what it's all about. Your word of mouth,
[3:04:44.180 --> 3:04:49.660]  we win. You don't spread the word. We fail. And so do you. But you're not failing. You've
[3:04:49.660 --> 3:04:54.020]  been promoting everything we're doing. And I salute you.
[3:04:54.020 --> 3:05:01.740]  Mike in California. Thanks for calling. I think we're barking up the wrong tree, calling
[3:05:01.740 --> 3:05:07.820]  this gain of function research. Now, if you read the actual 2014 legislation, the US government
[3:05:07.820 --> 3:05:13.300]  gain of function, deliberative process and research funding, pause on selected gain of
[3:05:13.300 --> 3:05:18.100]  function research involving influenza, MERS and SARS virus does nothing about SARS like
[3:05:18.100 --> 3:05:23.100]  viruses. And it's a research funding pause. It's not a stop. It's not a prohibition.
[3:05:23.100 --> 3:05:26.580]  It's when you come to a four way intersection, there's the stop sign, you stop, you look
[3:05:26.580 --> 3:05:31.260]  both ways and then you proceed. And so it's also it doesn't pause all gain of function,
[3:05:31.260 --> 3:05:35.660]  just selected gain of function. But they'll argue that this is actually characterization
[3:05:35.660 --> 3:05:40.020]  and qualification research. So, you know, Rand and others, you know, maybe Fauci was
[3:05:40.020 --> 3:05:43.380]  right. They don't quite know what they're talking about calling it gain of function.
[3:05:43.380 --> 3:05:46.460]  You know, that's why he didn't perjure himself. That's why he hasn't been arrested.
[3:05:46.460 --> 3:05:50.660]  Because they're literally creating new synthetic life forms that mimic what the viruses do.
[3:05:50.660 --> 3:05:54.660]  But in the main definition, it's still a gain of function. They're making something deadly
[3:05:54.660 --> 3:05:57.460]  that spreads more easily to hurt people. Thank you, Mike. We love you.
[3:05:57.460 --> 3:06:10.900]  If you are receiving this transmission, if you are receiving this transmission, you are
[3:06:10.900 --> 3:06:17.780]  the resistance. You're listening to Alex Jones, the echoes of the past become the dreams of
[3:06:17.780 --> 3:06:46.180]  the future. Crucified for no sin. Which one passed the old graveyard? Let's talk to anonymous
[3:06:46.180 --> 3:06:51.700]  Greg and Charles for we hand the baton to the next amazing guest. Okay, Daly, take it
[3:06:51.700 --> 3:06:58.700]  over. Greg in Florida. Thank you for joining us on this incredible Friday edition. What's
[3:06:58.700 --> 3:07:03.740]  your view on what's happening? Hey, Alex, how are you? I mean, it's getting close to
[3:07:03.740 --> 3:07:09.700]  the next level here. I am definitely concerned. Hey, brother, Godspeed and all the force be
[3:07:09.700 --> 3:07:14.980]  with you. Last time I spoke with you a couple of months ago, we I brought up the pandemic
[3:07:14.980 --> 3:07:20.580]  bonds. And I wanted to go over a couple of things with you real quick. I just about an
[3:07:20.580 --> 3:07:24.740]  hour, about an hour and a half ago, I just spoke with a friend of mine who's outside
[3:07:24.740 --> 3:07:32.180]  the country. He's a former special ops special force guy for the US. His wife is from the
[3:07:32.180 --> 3:07:40.100]  Ukraine. And last week, he got they got most of her family out except for her parents.
[3:07:40.100 --> 3:07:47.380]  I don't know why they stay behind. They're outside a Kiev right now. And they said it's
[3:07:47.380 --> 3:07:57.020]  not really that it's not bad yet. But of course, standard military op is, you know, for them
[3:07:57.020 --> 3:08:01.340]  to close down the roads and everything, you know, getting into Poland. That's where the
[3:08:01.340 --> 3:08:09.380]  rest of the family went last week. The next thing I want to touch base with you. And this
[3:08:09.380 --> 3:08:15.780]  you remember back in the Obama administration, all of the bonds that were written China was
[3:08:15.780 --> 3:08:23.740]  basically giving giving the US a lot of money. And we're basically turning over these bonds
[3:08:23.740 --> 3:08:27.820]  to them. Yeah, China was buying the majority of our sovereign debt.
[3:08:27.820 --> 3:08:34.220]  Absolutely. And then China still during the Obama administration before he left office.
[3:08:34.220 --> 3:08:40.380]  The there was no other country in the world that would buy even at a huge discount, the
[3:08:40.380 --> 3:08:47.620]  paper because China knew they weren't going to get paid back. Okay. When this was happening,
[3:08:47.620 --> 3:08:51.980]  you know, you start I started hearing stories. I, you know, I do a lot of inter I do international
[3:08:51.980 --> 3:08:58.980]  trade for last 30 years. You're hearing about more and more Chinese people, what they're
[3:08:58.980 --> 3:09:05.340]  doing here, et cetera, et cetera. Then, you know, the last 10 years, they've been the
[3:09:05.340 --> 3:09:17.860]  largest VC, you know, venture capital investors here in the US, even more than the US institutions.
[3:09:17.860 --> 3:09:21.620]  And you know, that's one, that's one thing. And another thing I will tell you this, you
[3:09:21.620 --> 3:09:31.100]  beat some comments about a half hour ago about wars being won or decided before they're ever
[3:09:31.100 --> 3:09:37.260]  fought. And that's so true. I had a company, a laser called laser take international. It
[3:09:37.260 --> 3:09:42.940]  was my chief scientist. This is back in the early 2000s. My chief scientist, his name
[3:09:42.940 --> 3:09:49.580]  was Alan Hill. Okay, Alan fact, it was even his name was I saw one time even on the history
[3:09:49.580 --> 3:09:56.540]  channel, Alan Hill, developed and directed Star Wars under the Reagan administration.
[3:09:56.540 --> 3:10:03.220]  This is basically what Reagan, when he told the guy with the birthmark, what's his name?
[3:10:03.220 --> 3:10:10.540]  Yeah, told Gorbachev, you know, there's nothing you could do to us. Okay. And that's basically
[3:10:10.540 --> 3:10:17.580]  you saying you were the director of laser tech? No, no, I own laser tech. You own laser
[3:10:17.580 --> 3:10:22.380]  tech. Yes, yes. No, no, actually, I know some about that. So let me put you on hold
[3:10:22.380 --> 3:10:26.020]  your name and number. Would you like to will prove who you are? I believe you recognize
[3:10:26.020 --> 3:10:29.380]  your voice actually from somewhere. And when you come on the show and talk about this,
[3:10:29.380 --> 3:10:34.140]  this is big news. Absolutely. All right, guys, put his name and number, guys get his name
[3:10:34.140 --> 3:10:38.520]  number. I want him on as a guest like Sunday or Monday. Thank you so much, sir. Wow, incredible
[3:10:38.520 --> 3:10:43.820]  people call in. That is just amazing stuff. So don't let him go away. Please see the name
[3:10:43.820 --> 3:10:48.260]  and number. Okay, let's go to anonymous in Maryland. Anonymous, you're on the air. We'll
[3:10:48.260 --> 3:10:54.540]  go to Charles and we'll wrap it up. Go ahead. Anonymous. Yeah, decade long listener, first
[3:10:54.540 --> 3:11:00.140]  time callers. Thank you. I just want to respond to just everything on a universal level that
[3:11:00.140 --> 3:11:04.380]  you're talking about today. And I just want to say a quote here to start it out. Whenever
[3:11:04.380 --> 3:11:10.980]  any form of government becomes destructive of these ends, life, liberty and the pursuit
[3:11:10.980 --> 3:11:18.340]  of happiness, it is the right of the people to alter or to abolish it and institute a
[3:11:18.340 --> 3:11:24.380]  new government. And time and time again, people ask you what to do. No, you're right. Declaration
[3:11:24.380 --> 3:11:30.660]  of Independence is there. Yeah. Yeah. You know, and they ask what, what, what to do?
[3:11:30.660 --> 3:11:35.660]  We have three vessels. We have the body, the mind and the spirit, right? They can't break
[3:11:35.660 --> 3:11:45.340]  our spirit. Our wills live through our courage. Buy reset corn. Buy the storeable food. Up
[3:11:45.340 --> 3:11:50.980]  your, you know, for your body to be prepared, you have to feed it the right things for your
[3:11:50.980 --> 3:11:56.220]  mind to be prepared. You have to feed it the right things for your spirit to be prepared.
[3:11:56.220 --> 3:12:01.820]  You have to feed it the right things. Your products work and they elevate you in a way
[3:12:01.820 --> 3:12:07.820]  that's unexplainable. I suffer from RA. You don't know what RA is. It's rheumatoid arthritis.
[3:12:07.820 --> 3:12:13.820]  Until I had bodies in my life, I was a miserable person and I put on a fake smile for a long
[3:12:13.820 --> 3:12:19.820]  time. It's a lot easier to absorb information, to want to get on and have the time to listen,
[3:12:19.820 --> 3:12:27.100]  to connect and meditate not only with the universe, but with yourself. We're, we're, we're building,
[3:12:27.100 --> 3:12:31.340]  right? We're building these three things, the body, the mind and the spirit. We're backing
[3:12:31.340 --> 3:12:36.220]  those things up with good things and the good stuff that's out there.
[3:12:36.220 --> 3:12:39.660]  No, you're absolutely right. Like I know all this health stuff and I try to follow it,
[3:12:39.660 --> 3:12:43.100]  but I wouldn't even be alive. I didn't take the supplements with all the stress I'm under,
[3:12:43.100 --> 3:12:48.540]  the things I do to my body, but beautifully said. I want to thank you so much. Anonymous from
[3:12:48.540 --> 3:12:53.580]  Maryland. What's your final view on Russia? What do you think's about to happen?
[3:12:55.180 --> 3:13:00.860]  I mean, I think that we're going to be at war. I think that they already have this in our minds
[3:13:00.860 --> 3:13:06.300]  in their minds, not in our minds. Sorry, correct myself there and that we need to be prepared.
[3:13:06.300 --> 3:13:10.380]  You know, the next step that we can take is spreading word of mouth when we, when we keep
[3:13:10.380 --> 3:13:15.980]  this information and knowledge to ourselves, we gain nothing. No, I agree. It's cancerous. You've
[3:13:15.980 --> 3:13:21.740]  got to take the evil you know about and expose it or it kills you. Thank you so much for your call.
[3:13:21.740 --> 3:13:26.220]  Charles in Utah, I had a Kate Dally about to take over. Go ahead and thank you so much for
[3:13:26.220 --> 3:13:31.820]  holding. Truckers are going to DC and we have Homeland Security announcing they're watching them.
[3:13:31.820 --> 3:13:37.980]  Ooh, Americans are peacefully driving their trucks and, and, and, and Socky says we're watching you.
[3:13:37.980 --> 3:13:41.580]  She's totally punched drunk and doesn't realize what she's doing.
[3:13:43.900 --> 3:13:50.780]  Hey, Charles, I was just going to say I wish the convoy well, but I think the best thing we could
[3:13:50.780 --> 3:13:57.260]  do is get a Canadian lawyer and perhaps that lady lawyer California that's representing the convoy
[3:13:58.300 --> 3:14:03.900]  and if we get all the truckers independent and company drivers, which all of them could participate
[3:14:03.900 --> 3:14:09.580]  in what I'm talking about, all of us take the company, the country's advice and go home for 10
[3:14:09.580 --> 3:14:15.660]  days. The major cities will start ripping themselves apart in about three from lack of food.
[3:14:15.660 --> 3:14:23.180]  You'll be out in about five days and then we get a list of demands of whatever we want and
[3:14:23.180 --> 3:14:28.380]  kind of make the government pay for their dues. Well, that's right. People say, oh, don't do a
[3:14:28.380 --> 3:14:32.540]  siege. That's what the globalist did. But they did it saying take a digital ID to make us more
[3:14:32.540 --> 3:14:38.460]  slaved. If we have lockdowns done by the people to say no to Claus Schwab, no to the new world
[3:14:38.460 --> 3:14:45.420]  order, no to Bill Gates, we break their will. Absolutely, brother. Yep. And it'd be peaceful
[3:14:45.420 --> 3:14:49.980]  on the trucker's part because all we have to do is sit at home. All these liberals in these big
[3:14:49.980 --> 3:14:55.020]  cities, they've started to end their local government's apartment come down on DC up there and watch
[3:14:55.980 --> 3:15:00.780]  because they won't say it. I agree with you. And before they put the robots in charge of everything
[3:15:01.660 --> 3:15:05.980]  and the self driving cars, the rest of it, we've got to get our information in place
[3:15:05.980 --> 3:15:10.780]  so that we can exercise our power before we lose it. Thank you so much. That's the call, sir.
[3:15:10.780 --> 3:15:15.420]  That's why they're so scared of what's happening in Canada and around the world, because
[3:15:15.420 --> 3:15:19.820]  they want to teach us we have no power to stay in your house, starve to death, give us your
[3:15:19.820 --> 3:15:25.660]  children, but we're not going to do it. All right, folks, I'm about to hand the baton to the next
[3:15:25.660 --> 3:15:31.100]  great guest house, Kate Daly, Kate Daly show.com. She's about to take over. Please don't forget
[3:15:32.380 --> 3:15:37.100]  Sunday. I'm doing like a special six hour live show. And so much more. I want shoulders come up
[3:15:37.100 --> 3:15:42.940]  at 45 minutes info wars.com forward slash show. And the way we are beating the sensors
[3:15:43.980 --> 3:15:48.620]  and beating the globalist is your word of mouth. So don't call in thinking me.
[3:15:49.980 --> 3:15:53.420]  I want to thank you. You are everything. Stay with us.
[3:15:56.700 --> 3:16:02.140]  So when I first started taking survival skills, basically I was 275 pounds overweight. I had
[3:16:02.140 --> 3:16:07.260]  brain fog. Like you wouldn't believe I was barely holding on to a job. And I heard Dr. Group on
[3:16:07.260 --> 3:16:11.660]  your show and I listened to it. So the first one I got was the original survival shield, the X1.
[3:16:11.660 --> 3:16:15.740]  And it worked pretty good. And then shortly thereafter, you came out with that, you know,
[3:16:15.740 --> 3:16:20.140]  with a deeper source, you know, and I got really excited about that. So I took it. And man, in two
[3:16:20.140 --> 3:16:26.220]  weeks, I went from brain fog to like literally like my brain was enlightened, you know, I could
[3:16:26.220 --> 3:16:31.340]  think again, I could connect with people again. And over the course of the next couple of years,
[3:16:31.340 --> 3:16:35.820]  I got my health back and I religiously take basically all of your supplements. They're all
[3:16:35.820 --> 3:16:40.300]  absolutely amazing supplements. The one I like recently is knockout. It literally like if you
[3:16:40.300 --> 3:16:44.620]  want to sleep, just take it. It's amazing. It works. But anyway, so the point is, we have to get
[3:16:44.620 --> 3:16:48.860]  ourselves clean. We have to break free of the globalist system. And the only way to do that
[3:16:48.860 --> 3:16:53.580]  is to take our own health into our own hands. Beautifully said, brother. I thank you so much
[3:16:53.580 --> 3:17:00.700]  for your call at Godspeed. Anything of real quality, anything of lasting durability, anything that's
[3:17:00.700 --> 3:17:07.660]  really satisfying and empowering and fulfilling is going to be hard to attain. And when it comes
[3:17:07.660 --> 3:17:15.260]  information, boys, that's true today. We see the entire global corrupt, anti-human depopulation,
[3:17:15.260 --> 3:17:21.740]  great reset combine, trying to collapse our society to build on its ashes, their transhumanist
[3:17:21.740 --> 3:17:28.460]  nightmare vision, suppressing the voices of good people all around the world and of doctors and
[3:17:28.460 --> 3:17:34.700]  scientists and engineers that are exposing all their lives, their COVID hysteria, their world's
