[00:00.000 --> 00:11.520]  You are listening to an Infowars.com frontline report.
[03:03:35.120 --> 03:03:47.120]  You know, the narrative, I believe, is exactly the opposite of what the media keeps trying to tell us. They keep saying, Trump's a madman. He wants to go to war. The generals are trying to restrain him.
[03:03:47.120 --> 03:03:55.120]  It's the other way around, folks. It's the president who's saying, look, they only respond to tough talk. Yeah, I'm beating him up. Notice they're at the table.
[03:03:55.120 --> 03:04:05.120]  The last thing he wants is a war, but he's using peace through strength, the Eisenhower-Ragan approach to these guys. And guess what? It's working.
[03:04:05.120 --> 03:04:16.120]  Look at the craziness of the North Korean government. I mean, that is authoritarianism on display. A bunch of starving, skinny people with a big, fat, spoiled, rotten, nobody, hereditary dictator running at all.
[03:04:16.120 --> 03:04:17.120]  With a bad haircut.
[03:04:17.120 --> 03:04:26.120]  That is a disgusting little haircut. I mean, what the hell? Even a sister is like starving to death, and he's this giant, bloated person dying of obesity. It's very archetypal.
[03:04:26.120 --> 03:04:30.120]  Hey, will you cover, then, what you just said at the start of the war room in an hour?
[03:04:30.120 --> 03:04:31.120]  Yes.
[03:04:31.120 --> 03:04:41.120]  Because I want you and Anthony Coombs, Compound Media, doing great jobs coming up next, ComaMedia.com, because absolutely Trump's got him to the table. He gets no credit.
[03:04:41.120 --> 03:04:50.120]  We know, well, talk about it all coming up in 55 minutes. Anthony Coombs is straight ahead, and then the war room with Owen Troy and Roger Stone from the ATX Worldwide.
[03:04:50.120 --> 03:05:15.120]  You're receiving this transmission. You are the resistance. Great job, crew.
[03:05:15.120 --> 03:05:22.120]  Cardivore is filled with digestive enzymes like those naturally present in the body. Enjoy the full potential of protein-rich foods again.
[03:05:22.120 --> 03:05:29.120]  You can eat protein-heavy foods now, while minimizing the later indigestion and discomfort commonly associated with high meat diets.
[03:05:29.120 --> 03:05:37.120]  Just one pill with every high protein meal helps increase the bioavailability and absorption of amino acids, the building blocks to your muscles.
[03:05:37.120 --> 03:05:45.120]  Cardivore also contains digestive enzymes to help digest fats and carbohydrates, so you can fully digest all types of meals.
[03:05:45.120 --> 03:05:49.120]  Don't let a meal go to waste. Use Carnivore by InfoWarsLife.
[03:05:49.120 --> 03:05:56.120]  Head to InfoWarsLife.com and secure your bottle now. That's InfoWarsLife.com.
[03:05:56.120 --> 03:06:11.120]  You found it. The tip of the spear. It is the Alex Jones Show with Anthony Coombs.
[03:06:11.120 --> 03:06:18.120]  Welcome, everybody. Welcome, Anthony Coombs here at InfoWars.com.
[03:06:18.120 --> 03:06:28.120]  Oh, my goodness. Oh, my goodness. Yes, we've had another school shooting, and it's terrible. It's terrible.
[03:06:28.120 --> 03:06:41.120]  No one denies that these things are terrible. Social media just becomes a light with people just, you know, we team up.
[03:06:41.120 --> 03:06:48.120]  We got our phones. What happened? School shooting. Well, let me get my team. Let me get on my team.
[03:06:48.120 --> 03:06:56.120]  And I got to do the basic rah-rah cheers for my team and bash the other team.
[03:06:56.120 --> 03:07:06.120]  Now, of course, the teams are the left, the right, the Democrats, Republicans, conservatives, liberals, whatever you want to call them, the usual suspects.
[03:07:06.120 --> 03:07:25.120]  Our teams, one side, when these tragedies happen, blames the other side for inaction and actually says that there's blood on their hands and whatever their stance is,
[03:07:25.120 --> 03:07:36.120]  it has directly contributed to the deaths of children. Thus, then, they must want dead children.
[03:07:36.120 --> 03:07:53.120]  Because in this great age of social media and instant communication with our brethren, we take things from zero to eight billion in three seconds flat.
[03:07:53.120 --> 03:08:02.120]  It goes from, oh my God, there was a school shooting. Well, we still have a second amendment. You want to kill children.
[03:08:02.120 --> 03:08:10.120]  And it goes from, oh my God, there was a school shooting. Maybe we should do something. Confiscating my weapons.
[03:08:10.120 --> 03:08:25.120]  Like, it's just, we have no middle ground here whatsoever. We separate into our respective teams and just start throwing crap at each other.
[03:08:25.120 --> 03:08:35.120]  And in the long run, and this will prove no different. In the long run, you will see nothing. Nothing will happen.
[03:08:35.120 --> 03:08:48.120]  A week or so will go by. If that, a story these days, if it goes a week, whoa, unless it's a little like Trump stuff and the actual mass media,
[03:08:48.120 --> 03:09:00.120]  the news and whatnot gets ahold of it, then it could last a while. It has legs, important things like this Russian collusion that apparently no one has seen any evidence of.
[03:09:00.120 --> 03:09:11.120]  But that kind of stuff will go on and on. But as far as what we talk about, the people talk about on social media, if a story lasts a week, it was a biggie.
[03:09:11.120 --> 03:09:19.120]  Because usually within two days, and if you throw a weekend in there, something could happen Friday. You throw a weekend in there.
[03:09:19.120 --> 03:09:23.120]  By Monday, no one remembers it. No one cares. It's over Johnny.
[03:09:23.120 --> 03:09:35.120]  So when you get a school shooting like this, it's huge for a couple of days. And like I said, we pair off into our teams, we sling crap at each other's heads,
[03:09:35.120 --> 03:09:45.120]  and then we move on to the next thing, like locust. We're like locusts just destroying what's in our path and moving on to something else.
[03:09:45.120 --> 03:09:59.120]  And in that mess of social media, you pick out little nuggets of truth and a lot of nuggets of dishonesty and agenda and whatnot.
[03:09:59.120 --> 03:10:05.120]  So let's talk a little about this, this horrific shooting.
[03:10:05.120 --> 03:10:17.120]  First and foremost, I think, you could not possibly have more red flags than have popped up with this guy.
[03:10:17.120 --> 03:10:30.120]  The see something, say something, we need your involvement, the school, law enforcement, social media, parents, friends, parents of friends, all of that.
[03:10:30.120 --> 03:10:43.120]  Every single thing that happened in this case was a red flag that literally said, he literally said, I am going to shoot up a school.
[03:10:43.120 --> 03:10:54.120]  That, that to me is more than a red flag, a red flag, you have to interpret that as a flag with I'm going to shoot up a school written on the actual flag.
[03:10:54.120 --> 03:11:00.120]  If he did that, which I wouldn't be surprised if it came out if he marched around the school with a flag.
[03:11:00.120 --> 03:11:04.120]  But apparently it was on social media threatening to shoot up the school.
[03:11:04.120 --> 03:11:12.120]  It was expelled for his behavior in school or lack thereof.
[03:11:12.120 --> 03:11:21.120]  And everyone that knew of him in the school said, oh yeah, this guy's nuts, he'll probably shoot up the school.
[03:11:21.120 --> 03:11:34.120]  He was one report that I have gotten says that the FBI was informed on a couple of occasions that this kid was probably a problem.
[03:11:34.120 --> 03:11:43.120]  FBI and teachers warned warned about Nicholas Cruz and still nothing was done.
[03:11:43.120 --> 03:11:49.120]  I guess when he was attending school, he had been banned from entering the school with a backpack.
[03:11:49.120 --> 03:11:58.120]  Which now kind of tells me, hey, they're afraid he's going to bring something in and hurt people.
[03:11:58.120 --> 03:12:00.120]  But nothing was done.
[03:12:00.120 --> 03:12:07.120]  So again, we default to the hardware he is.
[03:12:07.120 --> 03:12:13.120]  Yes, ladies and gentlemen, the guns, the gun.
[03:12:13.120 --> 03:12:19.120]  Whenever things like this happen, we run to the gun and say, ah, that's the problem, that's what's doing it.
[03:12:19.120 --> 03:12:25.120]  If we just get rid of the guns, no one will want to kill anyone anymore.
[03:12:25.120 --> 03:12:29.120]  Or if we just get rid of certain guns, right?
[03:12:29.120 --> 03:12:33.120]  Because there are guns, I guess, that don't put holes in people.
[03:12:33.120 --> 03:12:35.120]  Is that what I'm led to believe?
[03:12:35.120 --> 03:12:44.120]  My staff is telling me, no, most guns do put holes in people, regardless of their type.
[03:12:44.120 --> 03:12:51.120]  I mean, when we after the break, we'll talk a little more about the certain types of guns.
[03:12:51.120 --> 03:12:59.120]  But just the idea that the gun is the actual focal point of the left Democrats,
[03:12:59.120 --> 03:13:07.120]  they want what they call common sense gun control, common sense gun law.
[03:13:07.120 --> 03:13:13.120]  Because look at this guy, him and his actions, they just reek of common sense, don't they?
[03:13:13.120 --> 03:13:18.120]  Doesn't that look like a guy that would follow his common sense?
[03:13:18.120 --> 03:13:22.120]  Again, no one seems to understand on the left.
[03:13:22.120 --> 03:13:31.120]  Seems to understand that laws and living in a civilized society, treating people the way you want to be treated,
[03:13:31.120 --> 03:13:42.120]  having emotions, empathy, sympathy, other kinds of ethies, it's not in them.
[03:13:42.120 --> 03:13:45.120]  That is why they do these things.
[03:13:45.120 --> 03:13:49.120]  They don't have common sense.
[03:13:49.120 --> 03:13:54.120]  So they wouldn't follow common sense gun laws and regulations.
[03:13:54.120 --> 03:14:02.120]  This guy had one mission, to kill as many people that were in front of him in that school.
[03:14:02.120 --> 03:14:08.120]  Now, you could argue that the device he used was perfect for that.
[03:14:08.120 --> 03:14:15.120]  A semi-automatic rifle, perfect if you want to kill a lot of people.
[03:14:15.120 --> 03:14:23.120]  But then again, it is a tool, it is used by many other people correctly, by law enforcement,
[03:14:23.120 --> 03:14:28.120]  by people that want to defend themselves and their loved ones, by people that are hunting,
[03:14:28.120 --> 03:14:33.120]  and by people that want to make sure the government doesn't get out of hand.
[03:14:33.120 --> 03:14:39.120]  These are all people that would use this tool in the way it was designated to use.
[03:14:39.120 --> 03:14:48.120]  Unfortunately, a maniac with no common sense will misuse that tool and take many lives.
[03:14:48.120 --> 03:14:53.120]  The problem isn't the tool, the problem is figuring out why this guy snapped,
[03:14:53.120 --> 03:14:59.120]  and why the other people snap that do such things.
[03:14:59.120 --> 03:15:08.120]  Because call me crazy, but I honestly believe if there were no guns, these people would find a way to kill people.
[03:15:08.120 --> 03:15:17.120]  They've done it in the past with the automobiles, bombs, whatever else it takes to end a life.
[03:15:17.120 --> 03:15:21.120]  If someone wants to do just that, they will find a way.
[03:15:21.120 --> 03:15:28.120]  And again, it's a very convenient way, but a hammer is a very convenient way of hammering in nails.
[03:15:28.120 --> 03:15:31.120]  And in the hand of a carpenter, it works wonders.
[03:15:31.120 --> 03:15:34.120]  In the hand of a maniac, he will crack in people's skulls with it.
[03:15:34.120 --> 03:15:39.120]  It doesn't mean the tool is designed poorly or should be restricted to people.
[03:15:39.120 --> 03:15:43.120]  A woman beats a boyfriend to death with two Frank men.
[03:15:43.120 --> 03:15:49.120]  That's good. I hope she cooked him some eggs before she bludgeoned him with those tools.
[03:15:49.120 --> 03:15:53.120]  We'll be back, but we'll be talking about this, this is a Florida massacre.
[03:15:53.120 --> 03:15:56.120]  Are you happy washing your hands with harsh chemicals?
[03:15:56.120 --> 03:15:58.120]  Are you happy doing laundry with detergents?
[03:15:58.120 --> 03:16:00.120]  Are you happy paying high prices?
[03:16:00.120 --> 03:16:02.120]  Find your happiness with pure soap.
[03:16:02.120 --> 03:16:07.120]  These all-natural, earth-friendly, pure soaps are the very best you've ever used.
[03:16:07.120 --> 03:16:13.120]  Buy in bulk, get a 12, 36, or 48-month supply, or get items individually and still save big.
[03:16:13.120 --> 03:16:19.120]  You're getting soap products twice as good as what you're using now, earth-friendly and natural soaps.
[03:16:19.120 --> 03:16:21.120]  Your family deserves the best.
[03:16:21.120 --> 03:16:23.120]  Happiness is 5starsoap.com.
[03:16:23.120 --> 03:16:26.120]  Why not put your money up the drain for a change?
[03:16:26.120 --> 03:16:33.120]  See them at 5starsoap.com or call 1-800-340-7091 for a catalog.
[03:16:33.120 --> 03:16:40.120]  Calben's soap company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated.
[03:16:40.120 --> 03:16:42.120]  Soaps made from vegetable and coconut oils.
[03:16:42.120 --> 03:16:46.120]  See their full selection of soaps at 5starsoap.com.
[03:16:46.120 --> 03:16:53.120]  That's F-I-V-E star soap.com or call 1-800-340-7091 for a catalog.
[03:16:53.120 --> 03:16:58.120]  Fully cooked, ready-to-eat bacon. I'm talking thick meaty, center-cut, presidential bacon.
[03:16:58.120 --> 03:17:03.120]  Savory and delicious. I buy some, I use some, I store some. Awesome.
[03:17:03.120 --> 03:17:08.120]  No refrigeration needed with a 10-year shelf life NASA Pack technology.
[03:17:08.120 --> 03:17:14.120]  Bacon. Fully cooked, fully hydrated, ready-to-eat right from the pack bacon, or warm and served.
[03:17:14.120 --> 03:17:18.120]  Life-saving, ready-to-eat bacon. 10-year shelf life bacon.
[03:17:18.120 --> 03:17:23.120]  Ships free at fullycookedbacon.com. Fullycookedbacon.com.
[03:17:23.120 --> 03:17:30.120]  Hear that? That's the sound of a house being trashed while a gang of thieves ransacked the place.
[03:17:30.120 --> 03:17:33.120]  And what they don't steal will be destroyed.
[03:17:33.120 --> 03:17:36.120]  This year, resolve not to be the next victim of a break-in.
[03:17:36.120 --> 03:17:44.120]  Go to faketv.com and discover a device that creates the illusion someone inside is watching TV, even when you're miles away.
[03:17:44.120 --> 03:17:49.120]  Security is a mindset, and fake TV should be part of your security solution.
[03:17:49.120 --> 03:17:51.120]  Be vigilant, but not fearful.
[03:17:51.120 --> 03:17:55.120]  Faketv.com
[03:17:55.120 --> 03:17:59.120]  Electrify your day with Secret 12. It's like lightning in a bottle.
[03:17:59.120 --> 03:18:03.120]  We all have days in which we just can't seem to perform at the level we'd like to.
[03:18:03.120 --> 03:18:07.120]  Infowars Live Secret 12 is designed to naturally energize your body and mind,
[03:18:07.120 --> 03:18:11.120]  with two great tasting and super high quality forms of vitamin B12.
[03:18:11.120 --> 03:18:16.120]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[03:18:16.120 --> 03:18:22.120]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[03:18:22.120 --> 03:18:29.120]  Secret 12 by Infowars Live is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[03:18:29.120 --> 03:18:34.120]  It pairs two forms of vitamin B12 into one explosive formula.
[03:18:34.120 --> 03:18:40.120]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[03:18:40.120 --> 03:18:43.120]  But it also assists with many other functions of the body.
[03:18:43.120 --> 03:18:47.120]  Electrify your mind and body, and take your health to the next level.
[03:18:47.120 --> 03:19:11.120]  Here is the power of Secret 12 at InfowarsLive.com. That's InfowarsLive.com.
[03:19:17.120 --> 03:19:24.120]  All around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[03:19:24.120 --> 03:19:32.120]  Our natural mixture harnesses the power of ten known ingredients to let your body relax and get the sleep you need.
[03:19:32.120 --> 03:19:35.120]  Wake up refreshed and take on the day.
[03:19:35.120 --> 03:19:42.120]  InfowarsLive wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[03:19:42.120 --> 03:19:47.120]  Get the sleep you deserve and experience the power of knockout.
[03:19:47.120 --> 03:20:16.120]  InfowarsLive.com and say goodbye to fatigue. That's InfowarsLive.com.
[03:20:17.120 --> 03:20:23.120]  And now, your host, Anthony Cumia.
[03:20:23.120 --> 03:20:27.120]  Limited timescale on cell force by InfowarsLive.
[03:20:27.120 --> 03:20:30.120]  53% off discount, 69, 95.
[03:20:30.120 --> 03:20:42.120]  Several years ago, we teamed up with Dr. Group to create DNA Force and other incredible InfowarsLive formulas because they had outstanding standards after a few years of delivering these powerful formulas.
[03:20:42.120 --> 03:20:49.120]  We wanted to improve on DNA Force and its bio PQQ formula to help you get the best for less.
[03:20:49.120 --> 03:20:58.120]  We found a way to make it stronger and more affordable version, but didn't want to compete against Dr. Group and his amazing team after consulting with him and his team.
[03:20:58.120 --> 03:21:00.120]  Group gave us the go ahead.
[03:21:00.120 --> 03:21:06.120]  He only wants us to be able to provide our listeners with the greatest high quality and most affordable products possible.
[03:21:06.120 --> 03:21:12.120]  We came up about making cell force because Dr. Group is making room for more of his products.
[03:21:12.120 --> 03:21:17.120]  We turned DNA Force Plus into a powerful new formula that utilizes the best ingredients possible.
[03:21:17.120 --> 03:21:22.120]  Other formulas with these ingredients was cost up to 300 bucks.
[03:21:22.120 --> 03:21:27.120]  But we wanted to bring you that quality of product for a lot less.
[03:21:27.120 --> 03:21:31.120]  While we would normally put this out at about $150, I believe.
[03:21:31.120 --> 03:21:35.120]  We're going to even lower it to 69, 95.
[03:21:35.120 --> 03:21:39.120]  The last batch of cell force after this, it's going to become DNA Force Plus.
[03:21:39.120 --> 03:21:44.120]  If you like DNA Force, then there's no better time to try its upgrade.
[03:21:44.120 --> 03:21:49.120]  After this run of cell force, we'll be relabeling it to its true name DNA Force Plus.
[03:21:49.120 --> 03:21:54.120]  Grab your bottle today and feel the power of a new bio PQQ formula.
[03:21:54.120 --> 03:21:57.120]  I'm telling you, that's what you got to do, peeps.
[03:21:57.120 --> 03:22:00.120]  Welcome back, Anthony Comey, at Infowars.com.
[03:22:00.120 --> 03:22:07.120]  We're talking about the Florida school shooting and of course the repercussions.
[03:22:07.120 --> 03:22:14.120]  The day after, oh my God, everyone takes the social media to just yell at each other.
[03:22:14.120 --> 03:22:18.120]  And again, a week will go by if that and nothing will get done.
[03:22:18.120 --> 03:22:23.120]  And we will be more divided and hate each other even more.
[03:22:23.120 --> 03:22:26.120]  Thank goodness for that.
[03:22:26.120 --> 03:22:30.120]  So what we hear is, ah, the guns. That's what one side says.
[03:22:30.120 --> 03:22:36.120]  Ah, the guns. We got to ban guns, especially these AR-15s.
[03:22:36.120 --> 03:22:42.120]  And then you read and people think AR stands for assault rifle and it doesn't.
[03:22:42.120 --> 03:22:46.120]  Whoever says that, I just can't listen to your conversation.
[03:22:46.120 --> 03:22:55.120]  I have never seen a group of people so adamant about a topic, so passionate about a topic like gun control
[03:22:55.120 --> 03:22:58.120]  that know absolutely nothing about guns.
[03:22:58.120 --> 03:23:03.120]  I would assume you would want to do a little research and find out what types of guns there are
[03:23:03.120 --> 03:23:10.120]  and how they're used legally by people, the mechanics of some of them.
[03:23:10.120 --> 03:23:14.120]  They don't have to be a gunsmith, but Jesus, know at least something about firearms
[03:23:14.120 --> 03:23:20.120]  before you go spouting off about which ones should be banned and why.
[03:23:20.120 --> 03:23:26.120]  And these are military-grade weapons that shouldn't be in the hands of civilians.
[03:23:26.120 --> 03:23:38.120]  I hope this isn't too technical for people, but the AR-15 is used to kill a lot of people in the shortest amount of time.
[03:23:38.120 --> 03:23:42.120]  It's a tool and that is indeed what it is used for.
[03:23:42.120 --> 03:23:48.120]  Or hunting. People do hunt with AR-15s, contrary to some people's beliefs.
[03:23:48.120 --> 03:23:55.120]  It is a semi-automatic, which means you need to pull the trigger for every single shot.
[03:23:55.120 --> 03:24:01.120]  Every time a bullet flies out of the end, it means the guy holding it, or girl,
[03:24:01.120 --> 03:24:06.120]  perish the thought, I'm sexist, had to pull the trigger.
[03:24:06.120 --> 03:24:10.120]  That's how it works. It's not a machine gun, it's not full automatic,
[03:24:10.120 --> 03:24:16.120]  and it's not a military, the version of what the military uses in civilian hands.
[03:24:16.120 --> 03:24:25.120]  It is a semi-automatic rifle. Semi-automatic rifles have been available to the general public since probably the early 1900s.
[03:24:25.120 --> 03:24:28.120]  If you remember those days, I do personally.
[03:24:28.120 --> 03:24:33.120]  No, of course I don't, but they've been around for quite a while.
[03:24:33.120 --> 03:24:45.120]  A lot of them, many of them that act, that perform exactly like your AR-15, look much different.
[03:24:45.120 --> 03:24:54.120]  They look like hunting rifles. There is a rifle, an M1, carbine, or carbine, depending on how you want to pronounce it.
[03:24:54.120 --> 03:24:59.120]  It is a prime example of a rifle that looks like a hunting rifle.
[03:24:59.120 --> 03:25:08.120]  It doesn't look like the black plastic military look of a rifle these days, like an AR-15.
[03:25:08.120 --> 03:25:17.120]  But it fires exactly the same. It fires the same round. It fires as fast as you pull the trigger.
[03:25:17.120 --> 03:25:23.120]  It has a detachable magazine that can be filled with ammunition and popped in.
[03:25:23.120 --> 03:25:31.120]  Yet these are not on this wide ban list that a lot of these liberals want.
[03:25:31.120 --> 03:25:34.120]  That indeed is considered an assault rifle, by the way.
[03:25:34.120 --> 03:25:38.120]  There are other ones that aren't that don't have the pistol grip.
[03:25:38.120 --> 03:25:47.120]  If you have a pistol grip and a detachable mag in a lot of states, including New York, that would be considered an assault rifle.
[03:25:47.120 --> 03:25:56.120]  But there are ones that just have a stock and that indeed, again, would be an assault rifle.
[03:25:56.120 --> 03:26:00.120]  Considered an assault rifle. I don't consider them assault rifles.
[03:26:00.120 --> 03:26:07.120]  I consider them semi-automatic rifles, because they are exactly the same as the other ones with just a wooden stock.
[03:26:07.120 --> 03:26:13.120]  Your old granddad's Garand from World War II. How about that?
[03:26:13.120 --> 03:26:18.120]  But they do the same thing. They fire as quickly as you can pull the trigger.
[03:26:18.120 --> 03:26:24.120]  Now, do you ban those? And then we get to the point I was making before.
[03:26:24.120 --> 03:26:27.120]  Do we get to the point where we get guns that don't put holes in people?
[03:26:27.120 --> 03:26:30.120]  And then those are okay, but everything else.
[03:26:30.120 --> 03:26:34.120]  I've been told, oh, stop with the slippery slope argument.
[03:26:34.120 --> 03:26:41.120]  But it is. There is a bottom line end game here for a lot of people on the left.
[03:26:41.120 --> 03:26:45.120]  And that is absolute gun confiscation.
[03:26:45.120 --> 03:26:49.120]  The elimination of your Second Amendment right.
[03:26:49.120 --> 03:26:54.120]  And that is the only way they can fathom saving the children.
[03:26:54.120 --> 03:27:01.120]  They use these school shootings as much as the other side will to defend people having guns
[03:27:01.120 --> 03:27:09.120]  and carrying concealed, being allowed to carry in these no-gun zones, which are absolutely ridiculous.
[03:27:09.120 --> 03:27:15.120]  So both sides will fight each other. Both sides will blame each other for the dead kids,
[03:27:15.120 --> 03:27:21.120]  and nothing gets accomplished, because we are at complete opposite ends of the spectrum.
[03:27:21.120 --> 03:27:25.120]  But again, I honestly don't think anyone wants dead children.
[03:27:25.120 --> 03:27:29.120]  I think that's where the middle ground is between the two sides.
[03:27:29.120 --> 03:27:34.120]  Hey, can we agree? No one wants children lying dead on schoolroom floors?
[03:27:34.120 --> 03:27:38.120]  Anyone? Do we have a show of hands? Oh, look, it's everybody.
[03:27:38.120 --> 03:27:42.120]  How do we do that? And then you get the craziness.
[03:27:42.120 --> 03:27:50.120]  I think there are a lot of ways to at least cut down on the probability that this will happen.
[03:27:50.120 --> 03:27:53.120]  Eliminate it totally? Stop it.
[03:27:53.120 --> 03:28:03.120]  We'll post unicorns at the school doors, and the unicorn will spear the bad guy with his pretty glittery unicorn horn.
[03:28:03.120 --> 03:28:12.120]  You're talking about a utopia that can never exist as long as human beings are the animals that we are.
[03:28:12.120 --> 03:28:16.120]  So don't look for that. Don't look for an absolute solution.
[03:28:16.120 --> 03:28:26.120]  But there are certain things that can be done that I think should at least satisfy some sane people on both sides of this argument.
[03:28:26.120 --> 03:28:30.120]  And we'll talk about those in a couple of minutes.
[03:28:30.120 --> 03:28:35.120]  When we come back around from this break, I indeed am Anthony Kumiya.
[03:28:35.120 --> 03:28:41.120]  This indeed is m4s.com, and we'll be back in a matter of moments.
[03:28:41.120 --> 03:28:46.120]  Did I start to break a little? Did I?
[03:29:11.120 --> 03:29:27.120]  It's a no-brainer. A Big Berkey water filter is the one you need, period.
[03:29:27.120 --> 03:29:32.120]  You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA, and other endocrine disruptors,
[03:29:32.120 --> 03:29:35.120]  pesticides, bacteria, viruses, and much more, right?
[03:29:35.120 --> 03:29:41.120]  And does it all at only two cents per gallon? Get the original, most trusted name in gravity water filtration, Big Berkey.
[03:29:41.120 --> 03:29:45.120]  And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[03:29:45.120 --> 03:29:54.120]  Call or click 1-877-99-Berkey, or bigberkeywaterfilters.com. That's 1-877-99-B-E-R-K-E-Y.
[03:29:54.120 --> 03:30:05.120]  Over a year in the making, produced by one of the top organic firms in the country, that if you want proven studies and documentation,
[03:30:05.120 --> 03:30:10.120]  let me speak for hours, just on the files I have here, of what this is proven to do, the ingredients in this.
[03:30:10.120 --> 03:30:15.120]  This is the ultimate immune system boost for this time of year, any time of the year.
[03:30:15.120 --> 03:30:21.120]  But immune wall is incredible, and folks, other formulas that aren't even as good are $70-80.
[03:30:21.120 --> 03:30:27.120]  It's a great deal at $39. Immune wall, beta-glucans, olive leaf, and so much more.
[03:30:27.120 --> 03:30:30.120]  It is concentrated. You need to go read what is in here.
[03:30:30.120 --> 03:30:36.120]  The mushroom blend of the most expensive, highest quality mushrooms that just incredibly accelerate.
[03:30:36.120 --> 03:30:39.120]  A citrus peel blend. I mean, this is the next level.
[03:30:39.120 --> 03:30:43.120]  It's now available, ladies and gentlemen, immune wall. I think it's beyond seasonal.
[03:30:43.120 --> 03:30:52.120]  Beta-glucan, olive leaf, and more. Immune wall, infowarsstore.com, infowarslife.com, or triple-82533139.
[03:31:13.120 --> 03:31:17.120]  Super Blue fluoride-free mouthwash and supercharge your oral health.
[03:31:17.120 --> 03:31:24.120]  Our amazing mouthwash features natural oils and ancient ingredients used since Aboriginal and Biblical times.
[03:31:24.120 --> 03:31:29.120]  Instead of containing fluoride, our Super Blue line is floated with the good halogen iodine
[03:31:29.120 --> 03:31:34.120]  and an array of other beneficial compounds that have been hand-selected for their oral health benefits.
[03:31:34.120 --> 03:31:41.120]  Super Blue fluoride-free mouthwash and toothpaste are the first and only to contain all of these natural ingredients.
[03:31:41.120 --> 03:31:44.120]  Palletol, nano-silver, and iodine.
[03:31:44.120 --> 03:31:47.120]  Notice the difference with our Super Blue fluoride-free products.
[03:31:47.120 --> 03:31:52.120]  Refresh your breath and invigorate your oral health routine at infowarsstore.com.
[03:31:52.120 --> 03:32:12.120]  That's infowarsstore.com.
[03:32:22.120 --> 03:32:30.120]  Top scientists agree that aging is most likely caused by cellular damage, resulting from these reactive oxygen species.
[03:32:30.120 --> 03:32:35.120]  The antioxidants found in cell force are some of the most powerful available on the market.
[03:32:35.120 --> 03:32:43.120]  The stronger the antioxidant, the better its ability to scavenge for these reactive oxygen species and other free radicals.
[03:32:43.120 --> 03:32:54.120]  Boost, protect, and adapt with cell force from InfoWarsLife. Head to infowarslife.com or call 1-888-253-3139.
[03:33:13.120 --> 03:33:20.120]  InfoWars.com frontline report. If you are receiving this transmission, you are the resistance.
[03:33:20.120 --> 03:33:27.120]  And now, your host, Anthony Koumia.
[03:33:27.120 --> 03:33:32.120]  Hello, everybody. Welcome back, Anthony Koumia and infowars.com.
[03:33:32.120 --> 03:33:38.120]  Well, solutions. People want solutions. They want answers. Why did these school shootings happen?
[03:33:38.120 --> 03:33:43.120]  Why weren't they happening years ago? You just keep hearing the same stories.
[03:33:43.120 --> 03:33:48.120]  You go to social media, it's the same arguments back and forth, back and forth.
[03:33:48.120 --> 03:34:03.120]  I think, again, maybe if we look at our past a little bit, we like to treat people these days like everyone is this special, special individual snowflake.
[03:34:03.120 --> 03:34:14.120]  And how dare you tell them that no matter how ridiculous they're acting, how insane sounding they are,
[03:34:14.120 --> 03:34:28.120]  that they're special and should be given the opportunity to express themselves and all this garbage that we've heard over the past 30 progressive years.
[03:34:28.120 --> 03:34:36.120]  And the bottom line is, as I knew growing up, some people are just idiots.
[03:34:36.120 --> 03:34:46.120]  And some people are just nuts. And that seems to be a constant in our little universe.
[03:34:46.120 --> 03:34:59.120]  But instead of treating them like that and going like, hey, be careful around that guy. They have to be treated with kid gloves and coddled.
[03:34:59.120 --> 03:35:17.120]  The coddling that has gone on over the course of a few decades these days has sprung up a crop of kids and young adults that are mental patients, legitimately mental patients.
[03:35:17.120 --> 03:35:26.120]  We didn't hear about these things many, many years ago in schools. The community was involved with schools back then.
[03:35:26.120 --> 03:35:34.120]  Parents, a good family structure, those were the things that were involved in schools.
[03:35:34.120 --> 03:35:50.120]  The administrators and teachers took more of a part in the individual students' lives, not just this mass thing that are the students.
[03:35:50.120 --> 03:35:59.120]  Oh, we got to usher them through and get them to the next grade level and then shove their asses out the door and get the next group in.
[03:35:59.120 --> 03:36:08.120]  There isn't that individuality anymore where you can really look and see if there are any issues that need to be addressed.
[03:36:08.120 --> 03:36:13.120]  And again, this kid, wow, issues. Every red flag went up.
[03:36:13.120 --> 03:36:25.120]  So Michael Ian Black. I honestly don't know what he is. I've seen him on a couple of things. He professes himself to be a comic, I gather.
[03:36:25.120 --> 03:36:37.120]  But he's saying, deeper even than the gun problem is this, boys are broken. Boys are broken. We're broken.
[03:36:37.120 --> 03:36:45.120]  Michael Ian Black pens powerful thread on violence and masculinity after Florida shooting. Boys are broken.
