[00:00:00.049 --> 00:00:00.409]  Firearms!
[01:10:06.497 --> 01:10:11.922]  Zsa Zsa, go ahead and tell me what your friend at FEMA was telling you was going on.
[01:10:11.922 --> 01:10:16.586]  So what I think, Alex, is that all the trillions are going right to FEMA because what he said to me...
[01:10:17.136 --> 01:10:25.619]  Well that's why FEMA locked down, wouldn't let the National Guard, wouldn't let Walmart, speaking of the devil, wouldn't allow the Coast Guard to bring food in.
[01:10:25.619 --> 01:10:30.260]  They wanted it to fall apart, and this has come out, so they could demand more power and more money.
[01:10:30.260 --> 01:10:30.640]  But go ahead.
[01:10:46.983 --> 01:10:55.448]  Yeah, because their whole concept is the more facilities they create is because they're expecting pandemonium.
[01:10:55.448 --> 01:10:57.710]  And when all hell breaks loose, that's what the frame is.
[01:10:57.710 --> 01:11:01.132]  But let's be clear, this has all been engineered.
[01:11:01.132 --> 01:11:08.336]  Just like the IMF and World Bank have done this in Iceland and Argentina and countless other countries, they're setting that up here.
[01:11:08.336 --> 01:11:16.421]  You understand they've engineered the collapse, then they will pose as the saviors and things will get so bad the middle class will beg for tyranny.
[01:11:16.921 --> 01:11:37.857]  I explained it to him today, his mind was totally blown away, and I said to him, oh, because I was talking about the disasters, and he said to me, yeah, they always said that 2008 had the most amount of natural disasters ever, ever on Earth, on this planet, and you know, with 1,400 tornadoes, and with 1,500 fires, and all these crazy... And a lot of that is the declassified weather weapons programs.
[01:11:38.197 --> 01:11:38.738]  Of course!
[01:11:38.738 --> 01:11:40.642]  And I said to him about Hawthorne and I explained...
[01:11:48.658 --> 01:11:54.403]  Yeah, and he said that he heard, he overheard Harp a few times from the higher-ups, and he didn't quite figure it out.
[01:11:54.403 --> 01:11:57.646]  And when I explained it to him, he said, well, now I'm really going to keep my ears open.
[01:11:57.646 --> 01:11:59.047]  But what else did he say?
[01:11:59.047 --> 01:12:03.071]  They have shut down shopping malls, shut down facilities everywhere?
[01:12:03.071 --> 01:12:06.054]  Yes, everywhere, in many, in more places than you could imagine.
[01:12:06.054 --> 01:12:07.295]  He's on the plane all the time.
[01:12:07.295 --> 01:12:12.800]  He's actually trying to help people assess things and give people money for all the damage that they've created by Harp.
[01:12:13.340 --> 01:12:16.582]  You know, and actually, he said that there's something going on.
[01:12:16.582 --> 01:12:17.803]  They've already planned.
[01:12:17.803 --> 01:12:20.084]  They said that there's something going to be happening in the Dakotas.
[01:12:20.084 --> 01:12:21.945]  There's an earthquake warning.
[01:12:21.945 --> 01:12:25.387]  And he's, and this is very serious because they're all talking about it.
[01:12:25.387 --> 01:12:31.551]  And then he also said that he is personally going to, they're building a lot of facilities now in Idaho.
[01:12:31.551 --> 01:12:35.253]  But, you know, he's helping people over in Baton Rouge and over in Ike.
[01:12:35.253 --> 01:12:38.855]  Yeah, they're helping them by confiscating their guns like they did.
[01:12:40.663 --> 01:12:41.783]  Yeah, totally right.
[01:12:41.783 --> 01:12:43.504]  Not this guy, but um... No, I understand.
[01:12:43.504 --> 01:12:45.184]  It's all compartmentalized, you know.
[01:12:45.184 --> 01:12:45.744]  Exactly.
[01:12:45.744 --> 01:12:46.624]  But he didn't even know.
[01:12:46.624 --> 01:12:47.445]  He was like, what?
[01:12:47.445 --> 01:12:48.205]  And then he said, but he did.
[01:12:48.205 --> 01:12:54.506]  We were told once that he had a government phone and it's monitored by Mount Weather.
[01:12:54.506 --> 01:12:59.487]  And if you do anything wrong, he said, the guy from Iraq said, you're out.
[01:12:59.487 --> 01:13:00.488]  And he gave me a look.
[01:13:00.488 --> 01:13:01.468]  I said, what, was he joking?
[01:13:01.468 --> 01:13:01.868]  He said, no.
[01:13:04.200 --> 01:13:10.528]  That's why ABC News a month ago announced, yes, we listen to the government, people have phone sex.
[01:13:10.528 --> 01:13:12.391]  We listen to the public have phone sex.
[01:13:12.391 --> 01:13:18.259]  They said that specifically to humiliate the public and to throw it in our face that we're all being watched.
[01:13:18.718 --> 01:13:23.762]  Well, I had spoken to a Time Warner guy in my neighborhood, and I said, what's with the new digital boxes?
[01:13:23.762 --> 01:13:25.444]  I said, do they have cameras in them or what?
[01:13:25.444 --> 01:13:33.050]  He said, actually, they do, but they're only being used in certain... they all have the facilities and the feature to do it, but only in certain areas.
[01:13:33.050 --> 01:13:37.974]  Look, 15 years ago, the scientific Atlantic cable box had a microphone in it.
[01:13:37.974 --> 01:13:39.335]  Nobody was even told about it.
[01:13:39.335 --> 01:13:41.196]  And remember TiVo?
[01:13:41.196 --> 01:13:41.757]  Yeah, of course.
[01:13:42.381 --> 01:13:46.324]  They admit that they track everything you watch and what you do and it's used for marketing.
[01:13:46.324 --> 01:13:47.324]  Good to hear from you.
[01:13:47.324 --> 01:13:49.226]  I'm going to jam one more in here.
[01:13:49.226 --> 01:13:51.327]  Let's go ahead and go to Mike in New Jersey.
[01:13:51.327 --> 01:13:52.888]  You're on the air, Mike.
[01:13:52.888 --> 01:13:53.729]  How you doing, Alex?
[01:13:53.729 --> 01:13:54.589]  Good.
[01:13:54.589 --> 01:14:00.233]  Yeah, my wife and her daughter, they went to Walmart and it was like, you know, like Black Friday and stuff like that.
[01:14:00.233 --> 01:14:05.016]  And they had three incidents over there where they're stealing the pocketbooks off the women and stuff like that.
[01:14:05.016 --> 01:14:07.658]  And she only recurred only like three, but there could have been more.
[01:14:08.530 --> 01:14:08.890]  Over there.
[01:14:08.890 --> 01:14:10.692]  And the whole society is unraveling.
[01:14:10.692 --> 01:14:11.573]  The government's corrupt.
[01:14:11.573 --> 01:14:12.994]  The people are corrupt.
[01:14:12.994 --> 01:14:17.057]  And then the good people have been trained to accept it and be passive.
[01:14:17.057 --> 01:14:17.898]  Oh, absolutely.
[01:14:17.898 --> 01:14:18.338]  Absolutely.
[01:14:18.338 --> 01:14:19.819]  And one other question before I go.
[01:14:19.819 --> 01:14:28.306]  On Obama, do you think that it's possible if things don't work out that they may also assassinate him to create another
[01:14:28.846 --> 01:14:30.627]  You know, incident in the United States.
[01:14:30.627 --> 01:14:35.992]  Anybody that doesn't follow New World Order crime syndicate orders is killed in their system.
[01:14:35.992 --> 01:14:37.373]  That's why they killed Kennedy.
[01:14:37.373 --> 01:14:39.634]  But Obama, look at who he's appointed.
[01:14:39.634 --> 01:14:41.796]  A bunch of, the very bankers.
[01:14:41.796 --> 01:14:44.318]  Robert Rubin's people, Summers, all of them.
[01:14:44.318 --> 01:14:53.085]  The very people that changed the Glass-Steagall Act to allow the banks to leverage, to allow them to sell these AAA rated junk securities.
[01:14:53.085 --> 01:14:56.788]  The very people that caused this are the ones now coming into power.
[01:14:57.368 --> 01:15:07.498]  And he's saying he's going to warmonger, he's going to keep spying on us without warrants, he's going to have domestic spy forces, I mean... He'll go against his own people.
[01:15:07.498 --> 01:15:08.959]  They control both parties!
[01:15:08.959 --> 01:15:10.581]  I hear you, I hear you.
[01:15:10.581 --> 01:15:13.183]  Listen, I won't take any more of your time, it was very nice talking to you.
[01:15:13.183 --> 01:15:15.586]  Hey, great hearing from you sir, I really appreciate your call.
[01:15:15.586 --> 01:15:17.928]  Alright, I'm going to talk to David.
[01:15:18.763 --> 01:15:19.704]  We're good.
[01:15:29.361 --> 01:15:31.161]  It's even a little bit more fired up than my weekday show.
[01:15:31.161 --> 01:15:34.562]  On the weekday show, I'm really able to, from 11 to 3 p.m.
[01:15:34.562 --> 01:15:38.043]  every day, to really go over everything in more detail.
[01:15:38.043 --> 01:15:39.803]  I mean, there's so much news I've got here.
[01:15:39.803 --> 01:15:52.466]  I would love to talk for just two hours today about the fact that the Associated Press is reporting 90% of the baby formula consumed in the United States has melamine in it.
[01:15:52.466 --> 01:15:53.267]  Melamine.
[01:15:53.267 --> 01:15:54.667]  Poison.
[01:15:54.667 --> 01:15:57.528]  It is deadly poison.
[01:15:57.528 --> 01:15:58.888]  And nothing's being done about it.
[01:15:59.582 --> 01:16:00.663]  Nothing's stopping.
[01:16:00.663 --> 01:16:07.548]  I mean, they, overnight, could change the procedures and not have this happen, but they just don't care.
[01:16:07.548 --> 01:16:19.456]  Not to mention, the plastics that we drink out of have the estrogen-mimicking hormones, and that's what's giving women the breast cancer, that's what's making men feminine and not masculine.
[01:16:19.456 --> 01:16:26.561]  We'll break it all down when we get back, and your phone calls, right here, on the Alex Jones Show, InfoWars.com.
[01:16:30.686 --> 01:16:36.411]  With Christmas right around the corner and an unstable economy looming, finding the right gift can be tough.
[01:16:36.411 --> 01:16:39.153]  Why not give the gift of an Excalibur dehydrator?
[01:16:39.153 --> 01:16:44.017]  The Excalibur dehydrator is not only economical, but also fun for the whole family.
[01:16:44.017 --> 01:16:47.881]  Save hundreds of dollars by drying your own fruits, vegetables, and meats.
[01:16:47.881 --> 01:16:55.047]  Make your own healthy snacks or start storing your own healthy food in case of emergencies, all with no added salts, fats, and preservatives.
[01:16:55.307 --> 01:17:02.870]  What a perfect gift for the health-conscious person in your family, or for a friend who vows to eat healthier this coming year, even if that friend is you.
[01:17:02.870 --> 01:17:09.172]  For a limited time, receive the book Preserve It Naturally, filled with amazing, easy recipes.
[01:17:09.172 --> 01:17:10.992]  A $25 value, free with your order.
[01:17:10.992 --> 01:17:11.512]  Just call 1-800-875-4254.
[01:17:11.512 --> 01:17:11.813]  That's 1-800-875-4254.
[01:17:11.813 --> 01:17:12.433]  Or go to drying123.com.
[01:17:12.433 --> 01:17:13.173]  That's D-R-Y-I-N-G-123.com.
[01:17:25.097 --> 01:17:29.487]  Excalibur Dehydrator wishes you and yours health and wellness for the new year.
[01:17:30.865 --> 01:17:33.227]  The holidays are right around the corner.
[01:17:33.227 --> 01:17:40.752]  The crowds, the countless hours in traffic, finding a parking spot just to buy a gift you're worried they might not like anyway.
[01:17:40.752 --> 01:17:45.795]  How about surprising your loved ones with a gift they can use every day of the year?
[01:17:45.795 --> 01:17:50.199]  Give the gift of safety with security products from Pepperspray.com.
[01:17:50.199 --> 01:17:55.162]  Pepperspray.com carries the largest assortment of pepper spray and other personal safety
[01:17:55.222 --> 01:17:55.742]  I think so.
[01:18:15.390 --> 01:18:17.674]  Now at Pepperspray.com or call 1-800-908-9988.
[01:18:17.674 --> 01:18:18.215]  That's 1-800-908-9988.
[01:18:18.215 --> 01:18:21.520]  Pepperspray.com wishes you and yours a safe and happy holiday season!
[01:18:30.797 --> 01:18:34.719]  When making important financial decisions, you should always know the facts.
[01:18:34.719 --> 01:18:38.541]  That's why Midas Resources is willing to pay you to read the facts.
[01:18:38.541 --> 01:18:47.726]  Midas Resources, a team of hand-picked financial specialists with decades of financial experience who are ready to provide you with state-of-the-art, up-to-date financial services.
[01:18:47.726 --> 01:18:51.948]  Midas Resources offers a host of services and stands behind their products.
[01:18:51.948 --> 01:18:56.170]  In fact, if you call and order their free Midas Report, Midas Resources will pay you
[01:18:56.770 --> 01:19:02.614]  This detailed report will provide you with financial history on the safest and most profitable areas to invest in.
[01:19:02.614 --> 01:19:07.738]  If you read the report, Midas Resources will send you a free Walking Liberty Silver Half Dollar.
[01:19:07.738 --> 01:19:09.399]  So what are you waiting for?
[01:19:09.399 --> 01:19:12.502]  Get the facts and pull Midas Resources toll free at 888-292-2709.
[01:19:12.502 --> 01:19:12.822]  That's 888-292-2709.
[01:19:12.822 --> 01:19:17.385]  And remember, if you read the Midas Report, you'll receive a free Walking Liberty Silver Half Dollar.
[01:19:30.808 --> 01:19:41.379]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh, nutritious vegetables will make it to your dinner table?
[01:19:41.379 --> 01:19:42.801]  Garden in a can.
[01:19:42.801 --> 01:19:46.945]  Garden in a can is your source for premium, long-term, storable seeds.
[01:19:46.945 --> 01:19:48.967]  Garden in a can is ready when you are.
[01:19:48.967 --> 01:19:51.250]  Plant them now or store them for when you really need them.
[01:19:51.710 --> 01:20:01.395]  There are 16 large, hermetically sealed, non-hybrid, open-pollinated packets of seeds, along with detailed planting instructions sealed in a can for ultimate long-term protection.
[01:20:01.395 --> 01:20:02.815]  Garden in a can.
[01:20:02.815 --> 01:20:04.016]  It's that simple.
[01:20:04.016 --> 01:20:06.397]  Fresh, healthy, easy.
[01:20:06.397 --> 01:20:10.759]  Only $69.95 for over a half acre of safe, fresh vegetables.
[01:20:10.759 --> 01:20:12.320]  Ready when you are.
[01:20:12.320 --> 01:20:14.241]  Stop procrastinating and start preparing.
[01:20:18.302 --> 01:20:19.903]  This is the GCN Radio Network.
[01:20:19.903 --> 01:20:21.164]  Home to hard-hitting talk radio.
[01:20:44.252 --> 01:20:59.695]  I can go over thousands of different ways the social engineers setting up the world government for at least a hundred years have been controlling Europe and the United States and using our energy, our wealth, our money, our ingenuity to dominate the planet for them.
[01:20:59.695 --> 01:21:10.437]  Now they're done with us and they're imploding our economy to bring in a police state and total control and even more hardcore social engineering along the lines of hyper eugenics.
[01:21:11.849 --> 01:21:13.150]  Here's a quick example.
[01:21:13.150 --> 01:21:26.143]  Not only, according to the Associated Press and other groups that have had major firms tested, like Abbott Laboratories, conducting its own in-house test that detected levels of melamine in formula products.
[01:21:26.143 --> 01:21:31.608]  Together, the infant formula manufacturers make about 90% of the infant formulas sold in the United States.
[01:21:31.608 --> 01:21:34.210]  That's Associated Press.
[01:21:34.210 --> 01:21:36.753]  Not only that issue, or the FDA,
[01:21:37.836 --> 01:21:44.258]  Food and Drug Administration coming out and saying, well, since it's in all these foods and things, we're just going to say it's not bad for you.
[01:21:44.258 --> 01:21:46.899]  That's not even the biggest issue.
[01:21:46.899 --> 01:21:55.543]  This is Edward Bernays, hired by the Pentagon, hired by the Department of Commerce when it was set up.
[01:21:55.543 --> 01:21:58.044]  This is all declassified.
[01:21:58.044 --> 01:22:00.525]  They said, we want to break down the family.
[01:22:00.525 --> 01:22:02.225]  This is back in the forties.
[01:22:02.225 --> 01:22:05.146]  How do we destroy the American family?
[01:22:05.146 --> 01:22:06.367]  Because we want people
[01:22:07.216 --> 01:22:09.337]  Dependent on government, we want people dumbed down.
[01:22:09.337 --> 01:22:13.418]  Families, people owe allegiance to their families.
[01:22:13.418 --> 01:22:18.779]  Families foster strong, intelligent, informed, dynamic people that will stand up for liberty.
[01:22:18.779 --> 01:22:22.340]  How do we militarily, this is all done cold-bloodedly, dumb them down?
[01:22:22.340 --> 01:22:24.141]  They said you break up their families.
[01:22:24.141 --> 01:22:27.762]  You pay money to the women, not to have the men in the houses.
[01:22:27.762 --> 01:22:29.522]  They first targeted the black community.
[01:22:29.522 --> 01:22:32.903]  They went from 90 plus percent legitimacy, 90 plus percent,
[01:22:33.883 --> 01:22:35.843]  Of the children being born to blacks.
[01:22:35.843 --> 01:22:38.304]  We're, you know, a two-parent home.
[01:22:38.304 --> 01:22:41.265]  To now over 90% illegitimacy today.
[01:22:41.265 --> 01:22:42.445]  But they've done that to all communities.
[01:22:42.445 --> 01:22:44.625]  They said, condition them in the media.
[01:22:44.625 --> 01:22:45.946]  Tell women they're enslaved.
[01:22:45.946 --> 01:22:48.346]  Tell women they're beaten down.
[01:22:48.346 --> 01:22:52.127]  Tell women they're being oppressed by men if they breastfeed.
[01:22:52.127 --> 01:22:54.407]  That way we get them into the workforce.
[01:22:54.407 --> 01:22:56.968]  That way we get to tax the man and the woman.
[01:22:56.968 --> 01:23:00.369]  And then they're too exhausted when they get home to educate their own children.
[01:23:00.369 --> 01:23:02.089]  Then we'll expand the hours of class.
[01:23:02.876 --> 01:23:06.878]  We'll encourage them with after school to keep their children in the facilities.
[01:23:06.878 --> 01:23:13.140]  Then, in the schools, we can dumb the curriculum down through compartmentalization the teachers and administrators will never know.
[01:23:13.140 --> 01:23:13.820]  And look what they've done.
[01:23:13.820 --> 01:23:18.522]  From the smartest in the world, the highest test scores, to, what, 34th in the world now.
[01:23:18.522 --> 01:23:23.284]  Not just behind all the first world nations, but a bunch of third world nations.
[01:23:23.284 --> 01:23:25.345]  And also, Google these studies.
[01:23:25.345 --> 01:23:26.926]  There's been hundreds done.
[01:23:26.926 --> 01:23:32.468]  Smaller brain size in babies that are not breastfed.
[01:23:33.849 --> 01:23:35.650]  Yeah, we're human beings.
[01:23:35.650 --> 01:23:45.937]  Females of Homo Sapien Sapien, our species, Homo Sapien Sapien, have mammary glands to produce milk.
[01:23:45.937 --> 01:23:46.938]  Human milk.
[01:23:46.938 --> 01:23:48.939]  I know this is radical.
[01:23:48.939 --> 01:23:51.320]  Human milk that babies drink.
[01:23:51.320 --> 01:23:54.983]  It's designed for them.
[01:23:54.983 --> 01:23:59.446]  And the brain is developing the most it will ever develop, per capita.
[01:23:59.446 --> 01:24:01.547]  It only grows for the first five years and your brain's done growing.
[01:24:02.310 --> 01:24:05.332]  In the first 12 months.
[01:24:05.332 --> 01:24:12.377]  And so the baby doesn't get, because the woman's trendy and she's cool and she's going to be in the workforce.
[01:24:12.377 --> 01:24:14.939]  Okay, well then don't have babies, lady!
[01:24:14.939 --> 01:24:18.881]  Or, wait until your child's a year old and then put them in daycare.
[01:24:18.881 --> 01:24:23.084]  Don't just stick them in a crib to sit there and basically shrivel up and never mentally develop.
[01:24:23.084 --> 01:24:25.126]  That's another reason our public is so dumbed down.
[01:24:25.126 --> 01:24:28.928]  Not just the sodium fluoride in the water, which the government put in there to brain damage us by design.
[01:24:28.928 --> 01:24:30.229]  I have the government documents on that.
[01:24:30.229 --> 01:24:31.430]  Cover it in Endgame and other films.
[01:24:32.443 --> 01:24:34.365]  But think about the diabolical nature.
[01:24:34.365 --> 01:24:40.171]  For 50 plus years in this country, the majority of women don't give their babies milk.
[01:24:40.171 --> 01:24:46.357]  And there's other studies that women that don't breastfeed, while they have children, increase in breast cancer.
[01:24:46.357 --> 01:24:49.380]  Because the women are meant, hormonally, to be producing that milk.
[01:24:49.380 --> 01:24:54.786]  The more a woman breastfeeds, the more children she has, the less rate she has in that.
[01:24:56.357 --> 01:24:57.657]  Same thing with abortion.
[01:24:57.657 --> 01:24:58.277]  Google that.
[01:24:58.277 --> 01:24:59.678]  All the government studies, they admit it.
[01:24:59.678 --> 01:25:00.898]  They just don't publicize it.
[01:25:00.898 --> 01:25:12.080]  You have abortions, it massively increases your chances of cervical cancer, of uterine, of ovarian cancer, of fallopian cancer, of vaginal cancer.
[01:25:12.080 --> 01:25:13.561]  They know this stuff hurts you.
[01:25:13.561 --> 01:25:17.221]  But again, this is how they did it.
[01:25:17.221 --> 01:25:24.243]  How did Edward Bernays in the 20s get women to start smoking cigarettes when less than 1% of women smoked cigarettes was seen as unladylike?
[01:25:25.402 --> 01:25:26.362]  How do they do it?
[01:25:26.362 --> 01:25:27.463]  This is all declassified.
[01:25:27.463 --> 01:25:30.724]  It's taught in advertising.
[01:25:30.724 --> 01:25:32.024]  I took advertising 101.
[01:25:32.024 --> 01:25:33.624]  I only took two years of media.
[01:25:33.624 --> 01:25:36.005]  Two years of advertising, and they taught this.
[01:25:36.005 --> 01:25:41.046]  The first month in the class, Edward Bernays, he's the reason you eat bacon with eggs.
[01:25:41.046 --> 01:25:43.367]  They advertise you gotta have bacon with eggs.
[01:25:43.367 --> 01:25:44.267]  Some things are innocuous.
[01:25:44.267 --> 01:25:44.887]  What's wrong with that?
[01:25:44.887 --> 01:25:46.848]  The point is, now you fuck, you gotta have it.
[01:25:48.101 --> 01:25:53.365]  They said, put women out front at these suffrage marches, smoking cigarettes.
[01:25:53.365 --> 01:25:59.029]  Give them free cigarettes, pay the leaders to smoke cigarettes, say it's radical and cool for women to smoke cigarettes.
[01:25:59.029 --> 01:25:59.349]  Boom!
[01:25:59.349 --> 01:26:02.011]  Total conversion, women smoking.
[01:26:02.011 --> 01:26:05.273]  See, via a fake counterculture telling you it's radical.
[01:26:05.273 --> 01:26:07.014]  There's thousands of these examples I can give you.
[01:26:07.014 --> 01:26:12.598]  And they told the women in the 40s, hey, your men have been gone, you've been in the factories, stay in the factories.
[01:26:14.443 --> 01:26:18.069]  Don't let your men suppress you and don't breastfeed those babies.
[01:26:18.069 --> 01:26:19.752]  We have scientific formula.
[01:26:19.752 --> 01:26:20.594]  It's good for them.
[01:26:20.594 --> 01:26:23.759]  Just like they had ads telling you cigarettes were good for your lungs.
[01:26:23.759 --> 01:26:24.421]  Total lies.
[01:26:24.421 --> 01:26:25.222]  They knew it was a lie.
[01:26:25.834 --> 01:26:37.458]  And then you have a nation of people, the vast majority of them, over 60% that were given formula, not breast milk, and their brains, on average, or different studies, are 15% smaller.
[01:26:37.458 --> 01:26:47.102]  The brain didn't get the proper fats and amino acids it needed to grow that key organ in that baby.
[01:26:47.102 --> 01:26:47.742]  It gets worse.
[01:26:47.742 --> 01:26:49.683]  The UN ships in the formula to Africa.
[01:26:49.683 --> 01:26:52.104]  Google formula kills thousands in Africa.
[01:26:52.104 --> 01:26:52.684]  Just kills them.
[01:26:53.291 --> 01:26:55.694]  Because they won't even put the fat in those.
[01:26:55.694 --> 01:27:00.240]  Here, they just put melamine in it, and then it's also in plastic bottles that leach.
[01:27:00.240 --> 01:27:04.946]  There were hundreds of different types of plastic, only one type leached.
[01:27:04.946 --> 01:27:10.594]  And I have the government documents from the 30s where they said, we need to adopt this, this will decrease sperm counts, this will
[01:27:11.371 --> 01:27:24.061]  Cause women to have all sorts of reproductive problems, and that's now why we have an 80 plus percent reduction in the sperm count in the United States, in Europe, in England, in every nation that has adopted this.
[01:27:24.061 --> 01:27:30.146]  Japan figured it out a decade ago and banned the stuff, heavily restricted it, but not here.
[01:27:30.146 --> 01:27:37.172]  It comes out, this is in almost all the plastic products and linings and cans and the stuff on the tops of plates, you put it in the microwave, it leaches out,
[01:27:37.805 --> 01:27:39.345]  You wonder why you're so unhealthy?
[01:27:39.345 --> 01:27:41.086]  Why you have all these hormonal problems?
[01:27:41.086 --> 01:27:42.386]  All these adrenal problems?
[01:27:42.386 --> 01:27:46.167]  You wonder why you have all of these problems with your thyroid?
[01:27:46.167 --> 01:27:47.588]  All not linked!
[01:27:47.588 --> 01:27:57.911]  Conclusively proven from the leaching of that plastic that releases an estrogen mimicking hormone to make men more feminine and women hyper feminine.
[01:27:57.911 --> 01:28:00.811]  That's why you got three and four year old girls going into puberty now.
[01:28:00.811 --> 01:28:02.592]  And when they go to the doctor, does the doctor say,
[01:28:03.706 --> 01:28:09.330]  Hey, don't eat out of this plastic, don't heat up plastic, don't use these types of plastic.
[01:28:09.330 --> 01:28:13.693]  No, he says I'll give you hormones to mask those that totally screw the girls up.
[01:28:13.693 --> 01:28:16.194]  And not because the doctor's bad, he's compartmentalized.
[01:28:16.194 --> 01:28:22.879]  The American Medical Association tells him in his yearly or every two year retraining that this is what you do when this happens.
[01:28:22.879 --> 01:28:27.402]  He goes and opens up a big book or pulls up a computer website that tells him what to do!
[01:28:29.693 --> 01:28:34.355]  We're going to go to break and come back in a few minutes and go to David, Ralph, Peter, Steven, Ian and others.
[01:28:34.355 --> 01:28:35.295]  So everybody stay with us.
[01:28:35.295 --> 01:28:36.335]  But listen to me.
[01:28:36.335 --> 01:28:37.976]  There's thousands of these things.
[01:28:37.976 --> 01:28:39.757]  I'm only telling you about one thing.
[01:28:39.757 --> 01:28:45.559]  Mothers, if you're going to have children, at least don't give them baby formula.
[01:28:45.559 --> 01:28:47.720]  Goat's milk is dynamite.
[01:28:47.720 --> 01:28:51.561]  It is the next closest thing to human milk next to jackass, donkey milk.
[01:28:52.463 --> 01:29:01.771]  Donkey milk is the very best, and it's just shown in German studies and other studies, Swiss studies, pull them up, to be almost as good as human milk.
[01:29:01.771 --> 01:29:03.653]  Some studies show better.
[01:29:03.653 --> 01:29:05.414]  Go find jackass milk.
[01:29:05.414 --> 01:29:06.315]  Make a market for it.
[01:29:06.315 --> 01:29:10.259]  They've got goat's milk in all these stores in every major city.
[01:29:10.259 --> 01:29:13.081]  Give your babies jackass milk!
[01:29:13.081 --> 01:29:16.404]  Give your babies milk from another mammal!
[01:29:16.404 --> 01:29:17.545]  Not out of a factory!
[01:29:18.436 --> 01:29:20.218]  Why do I have to explain this?
[01:29:20.218 --> 01:29:22.020]  That's why you can't understand me!
[01:29:22.020 --> 01:29:26.164]  Because you didn't get milk from your mama!
[01:29:26.164 --> 01:29:26.925]  We'll be right back!
[01:29:30.746 --> 01:29:34.187]  Silver is mankind's oldest natural antibiotic.
[01:29:34.187 --> 01:29:38.429]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:29:38.429 --> 01:29:50.094]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[01:29:50.094 --> 01:29:55.896]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:29:56.176 --> 01:29:56.796]  We're good to go.
[01:30:16.604 --> 01:30:21.127]  If your body isn't feeling too well these days, you're going to start taking this hemp.
[01:30:21.127 --> 01:30:23.048]  I say go to hempusa.org.
[01:30:40.755 --> 01:30:45.219]  You may not like what I'm about to say, but you know I'm gonna say it anyway.
[01:30:45.219 --> 01:30:47.660]  The government doesn't want the best for you.
[01:30:47.660 --> 01:30:50.463]  They keep you down, they keep you blue.
[01:30:50.463 --> 01:30:55.386]  They starve your body for all its nutrients.
[01:30:55.386 --> 01:30:57.828]  They won't let you grow industrial hemp.
[01:30:57.828 --> 01:31:03.212]  It really doesn't make any kind of sense when it's so healthy for the world and useful for you, my friends.
[01:31:05.109 --> 01:31:09.674]  I hope Mr. Bush will hear this song, for the heart of America wants this one.
[01:31:09.674 --> 01:31:14.518]  Go to hempusa.org.
[01:31:14.518 --> 01:31:19.483]  If you're a truther, an anarchist, a renegade, you only want things that God has made.
[01:31:19.483 --> 01:31:23.988]  Go to hempusa.org.
[01:31:23.988 --> 01:31:26.190]  We offer free shipping anywhere in the states.
[01:31:26.190 --> 01:31:28.372]  Go to hempusa.org.
[01:31:31.187 --> 01:31:37.473]  If a low credit score is keeping you from getting the car, home, business loan or credit cards you deserve, this message is for you.
[01:31:37.473 --> 01:31:42.037]  RadioCreditSecrets.com can show you how to raise your credit score up to 249 points in the next 90 days or less.
[01:31:46.101 --> 01:31:46.622]  We're good to go.
[01:32:03.063 --> 01:32:06.165]  This message has been brought to you by Radio Credit Secrets dot com.
[01:32:29.895 --> 01:32:39.165]  Did you know that it's a documented fact 80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection?
[01:32:39.165 --> 01:32:47.334]  You may be one of millions of people suffering from one of dozens of debilitating chronic diseases from these parasites and your doctor would never know it.
[01:32:47.334 --> 01:32:50.277]  In fact, clinically detected parasites account for only 1% of
[01:32:50.998 --> 01:32:51.978]  We're good to go!
[01:33:16.607 --> 01:33:20.569]  Excellent source of natural plant-based silica with 14 trace minerals.
[01:33:20.569 --> 01:33:23.510]  Order some today at FreshWaterOrganics.com.
[01:33:23.510 --> 01:33:25.351]  Again, that's FreshWaterOrganics.com.
[01:33:25.351 --> 01:33:25.811]  Or call 888-949-3570.
[01:33:25.811 --> 01:33:26.951]  You are listening to GCN.
[01:33:26.951 --> 01:33:27.832]  Visit GCNlive.com today.
[01:33:44.017 --> 01:33:50.361]  A lot of you out there are experts on the BCS and which football team should get the number one ranking.
[01:33:50.361 --> 01:33:51.302]  I'm not an expert on that.
[01:33:51.302 --> 01:33:52.983]  I'm an expert on how the world really works.
[01:33:52.983 --> 01:34:06.992]  And see, I'm gonna go to your calls in one minute, but the point is, every issue I bring up, like how they got women into the workforce, forced them into it, now they tax us so heavily, the economy's set up where you have to work, women have figured out it was a scam.
[01:34:06.992 --> 01:34:09.533]  Too late now.
[01:34:09.533 --> 01:34:10.594]  We've been de-industrialized.
[01:34:10.594 --> 01:34:12.155]  We've been set up by the social engineers.
[01:34:12.788 --> 01:34:16.189]  But, you know, I say go out and get donkey milk, go out and get goat's milk.
[01:34:16.189 --> 01:34:18.930]  You can get goat's milk most places.
