[00:00:01.350 --> 00:00:03.072]  News moves fast here.
[01:53:57.277 --> 01:54:02.200]  I'm told the report's gone up on PrisonPlanet.com, detailing everything as soon as we have the video.
[01:54:02.820 --> 01:54:03.841]  We're good to go.
[01:54:23.633 --> 01:54:26.857]  Loaded phone lines with Alex and Dan and Ed and many others.
[01:54:26.857 --> 01:54:28.338]  We'll take your calls as well.
[01:54:28.338 --> 01:54:29.099]  1-800-259-9231.
[01:54:29.099 --> 01:54:34.745]  I'm Alex Jones, your host.
[01:54:34.745 --> 01:54:37.648]  I'm so busy in the last hour I didn't even plug the videos or anything.
[01:54:37.648 --> 01:54:39.370]  That's what supports us and funds us.
[01:54:39.370 --> 01:54:44.356]  The films I produce, the book I write, the book I publish, the other videos and books I carry.
[01:54:45.333 --> 01:54:51.120]  Go to the online video and bookstore at InfoWars.com, purchase them, make copies of my videos.
[01:54:51.120 --> 01:54:53.142]  Number one, this information is waking people up.
[01:54:53.142 --> 01:54:54.824]  Number two, it supports us.
[01:54:54.824 --> 01:55:01.211]  Get PrisonPlanet.tv memberships if you believe in this type of super, ultra, hard-hitting,
[01:55:01.671 --> 01:55:09.778]  Point Blank Range, Information Warfare Truth Radio, then purchase a bunch of videos and books off InfoWars.com.
[01:55:09.778 --> 01:55:11.660]  Go get the DVDs right now.
[01:55:11.660 --> 01:55:12.361]  Don't wait.
[01:55:12.361 --> 01:55:13.041]  Get them.
[01:55:13.041 --> 01:55:14.022]  Make copies of them.
[01:55:14.022 --> 01:55:17.705]  Expose the murdering terrorists that run the New World Order.
[01:55:17.705 --> 01:55:20.167]  Help us expose what's happening.
[01:55:20.167 --> 01:55:26.253]  InfoWars.com, PrisonPlanet.tv, or call toll free to get tickets to the big 9-11 conference we're having next month.
[01:55:27.053 --> 01:55:30.075]  Or go online at InfoWars.com to get them.
[01:55:30.075 --> 01:55:31.375]  Toll free number 1-888-253-3139.
[01:55:31.375 --> 01:55:41.020]  Again, online video and bookstore InfoWars.com or call toll free to get the videos or get the tickets, any of it.
[01:55:41.020 --> 01:55:44.281]  We'll be right back after this quick break with a CNN clip to analyze the propaganda and a lot more.
[01:55:57.418 --> 01:56:00.760]  Introducing the most efficient gravity filter available.
[01:56:00.760 --> 01:56:05.183]  You know, if you were to throw 100 ball bearings at a magnet, most would bounce off.
[01:56:05.183 --> 01:56:08.165]  But, if you placed them on the magnet, all would stick.
[01:56:08.165 --> 01:56:10.747]  The same principle applies in water filtration.
[01:56:10.747 --> 01:56:19.592]  Most filtration systems force water through the filter at 60 to 90 PSI, causing water molecules to race through the filter in less than a second.
[01:56:19.592 --> 01:56:21.133]  The Berkey light is different.
[01:56:21.133 --> 01:56:25.316]  Water molecules take 5 to 10 minutes to pass through the torturous path
[01:56:25.556 --> 01:56:26.256]  Not yet available?
[01:56:55.342 --> 01:56:55.882]  I think so.
[01:57:14.309 --> 01:57:14.990]  We're good to go.
[01:57:37.449 --> 01:57:37.709]  We're good.
[01:57:57.142 --> 01:57:59.663]  David J. Smith for Newswatch Magazine.
[01:57:59.663 --> 01:58:03.224]  Has anyone told you how the Patriot Acts No.
[01:58:03.224 --> 01:58:09.887]  1 and 2 is the groundwork to eliminate all of our freedoms guaranteed to us by the Bill of Rights?
[01:58:09.887 --> 01:58:15.889]  Have you been told that they infringe upon the 1st, 2nd, 4th, 5th, and 14th Amendment?
[01:58:15.889 --> 01:58:18.110]  This is minimum infringement.
[01:58:18.110 --> 01:58:18.850]  There may be more.
[01:58:20.069 --> 01:58:27.554]  Is your guaranteed right to freedom of speech, assembly, religion, privacy, and to own a gun important to you?
[01:58:27.554 --> 01:58:36.239]  We'd like to help you understand why these things are happening by offering you an absolutely free one-year subscription to Newswatch Magazine.
[01:58:36.239 --> 01:58:37.820]  Just call our toll-free number 1-800-516-8736.
[01:58:37.820 --> 01:58:38.140]  That's 1-800-516-8736.
[01:58:50.285 --> 01:58:51.066]  Call now.
[01:58:51.066 --> 01:58:56.732]  Our operators are standing by to take your order.
[01:58:56.732 --> 01:58:58.814]  Gas prices are out of control.
[01:58:58.814 --> 01:59:03.318]  You drive up to the pump only to find that the price per gallon is up once again.
[01:59:03.318 --> 01:59:08.043]  If you want to save money at the pump and get back in the driver's seat, then listen closely.
[01:59:08.043 --> 01:59:13.669]  There is now a way to save up to 30% or more on your fuel bill using the MPG Cash.
[01:59:13.829 --> 01:59:18.971]  The MPG Cap is a capsule that looks like a vitamin that you simply drop into your gas tank.
[01:59:18.971 --> 01:59:23.873]  It's organic, non-toxic, EPA approved, and can drastically reduce fuel emissions.
[01:59:23.873 --> 01:59:31.677]  People all across the nation are reporting improved performance as well as the money-saving increases in their gas mileage by using our MPG Cap.
[01:59:32.097 --> 01:59:32.758]  I think so.
[01:59:57.144 --> 02:00:04.266]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[02:00:04.266 --> 02:00:11.707]  I'm going to go to Alex, Will, Chad, Michael, James, everybody coming up the next segment.
[02:00:11.707 --> 02:00:15.728]  An MSNBC anchor is reporting he's seen the footage from the Pentagon.
[02:00:15.728 --> 02:00:17.808]  It's a nose cone.
[02:00:17.808 --> 02:00:20.209]  It's frames again.
[02:00:20.209 --> 02:00:25.690]  They can't show you real video or they want to continue to make the debate as if they can't show you real video.
[02:00:26.641 --> 02:00:29.083]  They may already have canned fake video, or it may be real.
[02:00:29.083 --> 02:00:30.724]  Who knows?
[02:00:30.724 --> 02:00:41.332]  They're going to intensify the big national debate about the plane hitting the Pentagon, and then I predict within six months to a year, bring out crystal clear footage of it, whether it's real or not.
[02:00:41.332 --> 02:00:44.894]  Let's go ahead and roll this CNN piece as we analyze the propaganda.
[02:00:44.894 --> 02:00:48.097]  This is a warm-up for them releasing it any time now.
[02:00:48.097 --> 02:00:48.397]  Here it is.
[02:00:49.820 --> 02:00:53.725]  As we move on, I want to move on now to more on that release of that 9-11 video.
[02:00:53.725 --> 02:00:57.449]  It shows the plane going into the Pentagon on 9-11.
[02:00:57.449 --> 02:01:00.112]  Our Pentagon correspondent Barbara Starr has more on that.
[02:01:00.112 --> 02:01:00.892]  Barbara?
[02:01:00.892 --> 02:01:11.344]  Well, Darren, just about 45 minutes from now, the public interest group here in Washington called Judicial Watch is expected to post this video on their website.
[02:01:11.784 --> 02:01:25.413]  This is the video from, we believe, security cameras here in the Pentagon parking lot that showed American Airlines Flight 77 striking the Pentagon on September 11, 2001.
[02:01:25.413 --> 02:01:33.278]  Now, to be clear, it's our understanding that some of this video has been seen in the past, but Judicial Watch
[02:01:33.918 --> 02:01:42.487]  Uh, first filed the Freedom of Information Act request, as did CNN, and then when they were denied, they took it a step further and they went to court.
[02:01:42.487 --> 02:01:49.174]  Now, resolution of that today, and it's very interesting why the video is now being released by the U.S.
[02:01:49.174 --> 02:01:54.760]  government, and largely that is because the trial of Zakaria Moussaoui is now over.
[02:01:55.200 --> 02:02:00.142]  They didn't want to release it during those trial proceedings, believing it would prejudice the case.
[02:02:00.142 --> 02:02:08.366]  Now that that's all over with, they are going ahead and the federal government within the hour will make this video now available.
[02:02:08.366 --> 02:02:13.949]  It is expected that the video will show for the first time
[02:02:14.609 --> 02:02:20.972]  A more discernible image, if you will, of Flight 77 hitting the building.
[02:02:20.972 --> 02:02:22.572]  Barbara, let me just jump in here for a second.
[02:02:22.572 --> 02:02:24.673]  Just to be clear, this is not the video we're talking about.
[02:02:24.673 --> 02:02:27.174]  This is a video of our own coverage from 9-11.
[02:02:27.174 --> 02:02:27.635]  Right, Darren.
[02:02:27.635 --> 02:02:30.576]  To be clear, this is what we, of course, call file video.
[02:02:30.956 --> 02:02:38.419]  This is the aftermath within a moment and hours on that day of what happened here in the Pentagon.
[02:02:38.419 --> 02:02:41.181]  That is the attack site.
[02:02:41.181 --> 02:02:51.505]  But what we are going to see from this release of video is surveillance cameras that were in the Pentagon parking lot that were rolling at the time.
[02:02:51.505 --> 02:02:58.909]  It will be a somewhat grainy image, but it will show Flight 77 and the impact into the side of the building.
[02:02:59.749 --> 02:03:08.531]  We have seen some of this before, but we've never really seen the discernible image of the actual aircraft hitting the building.
[02:03:08.531 --> 02:03:16.233]  And what we may see within the hour are the first images of the aircraft that we will actually see hitting the Pentagon, Darren.
[02:03:16.233 --> 02:03:17.294]  It makes you wonder for a minute.
[02:03:17.294 --> 02:03:18.574]  Stop and think about the families.
[02:03:19.680 --> 02:03:20.160]  Indeed.
[02:03:20.160 --> 02:03:26.523]  Let us remember, 184 victims of that terrible attack.
[02:03:26.523 --> 02:03:32.005]  People who follow this issue have certainly known that this surveillance video was out there.
[02:03:32.005 --> 02:03:34.706]  One of the interesting mysteries, however,
[02:03:35.246 --> 02:03:43.850]  Is whether or not there is additional video out there from surveillance cameras that were in other buildings, other areas surrounding the Pentagon.
[02:03:43.850 --> 02:03:46.332]  There's been an awful lot of talk about it.
[02:03:46.332 --> 02:03:51.474]  We are not sure what we will see within the hour from this release of video.
[02:03:51.474 --> 02:03:54.976]  We believe it will only be very similar to what we've seen before.
[02:03:55.496 --> 02:04:10.139]  But, of course, this also is expected to put to rest some of the internet chatter, some of the sort of fringe comments that have been out on the internet for years now about whether or not a plane really hit this building.
[02:04:10.139 --> 02:04:13.099]  And, of course, a plane did hit this building, Darren.
[02:04:13.099 --> 02:04:15.379]  We should see the pictures for ourselves very soon.
[02:04:15.379 --> 02:04:17.000]  Okay, there's the propaganda.
[02:04:17.000 --> 02:04:19.440]  There's the brainwashing, you see.
[02:04:19.440 --> 02:04:20.280]  Let it build up.
[02:04:20.280 --> 02:04:24.421]  The media on purpose gives attention, focuses, wall-to-wall coverage.
[02:04:25.561 --> 02:04:28.863]  On those denying, a plane hit the Pentagon.
[02:04:28.863 --> 02:04:32.365]  And then, as we predicted, they start bringing out more and more video.
[02:04:32.365 --> 02:04:35.047]  It'll be just as foggy.
[02:04:35.047 --> 02:04:44.133]  We have all the clear police video from the highway, the traffic, the gas stations, the hotels, pointing right at where it happened.
[02:04:44.133 --> 02:04:46.414]  All the video cameras on the Pentagon.
[02:04:46.414 --> 02:04:48.576]  They'll release more foggy footage.
[02:04:48.576 --> 02:04:52.218]  And this claim that Zacharias Moussaoui trial kept it from happening,
[02:04:53.431 --> 02:04:55.512]  They've never even claimed that until now.
[02:04:55.512 --> 02:04:58.232]  It's just they're ready to do this now.
[02:04:58.232 --> 02:04:59.252]  Prejudice the jury.
[02:04:59.252 --> 02:05:00.733]  They were saying he did it all along.
[02:05:00.733 --> 02:05:03.013]  Of course they would release and show that video.
[02:05:03.013 --> 02:05:08.655]  This is just their excuse of, oh, we didn't release it because of this, but now we are.
[02:05:08.655 --> 02:05:10.975]  Now it'll heighten the debate even more.
[02:05:10.975 --> 02:05:14.536]  The people that made films about the Pentagon getting hit by a plane will be even bigger.
[02:05:14.536 --> 02:05:16.176]  Rock stars.
[02:05:16.176 --> 02:05:19.137]  And then they'll release the beautiful, crisp,
[02:05:19.757 --> 02:05:39.168]  Video of the plane, whether it's fake or real or whatever, this was designed from the start and for four years plus I've been attacked for not throwing myself into it, for not making it the central issue, instead focusing on controlled demolition, public officials warned not to fly, and so much more.
[02:05:39.168 --> 02:05:44.310]  And now you're seeing exactly why I did this as the chickens come home to roost.
[02:05:44.310 --> 02:05:45.551]  This is only phase two though.
[02:05:47.742 --> 02:05:51.669]  We're on the march, the empire's on the run.
[02:05:51.669 --> 02:05:54.354]  Alex Jones and the GCN Radio Network.
[02:05:57.802 --> 02:06:04.824]  For months now, you've been hearing about the incredible health benefits of Zango, the functional health beverage made from the whole fruit of mangosteen.
[02:06:04.824 --> 02:06:17.928]  What you probably didn't know is that Zango joined forces with the leading manufacturer and distributor of functional health beverages like Capri Sun, Sobe, Mystic, and Red Bull to create the fastest growing business opportunity in America today.
[02:06:17.928 --> 02:06:19.548]  Are you sick of barely having enough money?
[02:06:19.888 --> 02:06:23.630]  Are you tired of working so hard yet feeling like you'll never get ahead?
[02:06:23.630 --> 02:06:27.673]  Are you ready to start investing in your own business instead of somebody else's?
[02:06:27.673 --> 02:06:32.896]  Whatever it is you seek, Zangle could be that special company that helps you achieve your hopes and dreams.
[02:06:32.896 --> 02:06:34.877]  So take matters into your own hands.
[02:06:34.877 --> 02:06:38.839]  Create a future that doesn't depend on a fickle 401k and lateral promotions.
[02:06:39.099 --> 02:06:41.120]  Zango is what you are looking for!
[02:06:41.120 --> 02:06:45.761]  Find out more by calling 888-203-6633 or visit MangosteenMarket.com.
[02:06:45.761 --> 02:06:47.522]  That's M-A-N-G-O-S-T-E-E-N Market.com.
[02:06:47.522 --> 02:06:48.062]  Call 888-203-6633 today!
[02:06:57.859 --> 02:06:59.600]  Hello folks, Alex Jones here.
[02:06:59.600 --> 02:07:03.841]  You know Berkey water filters have been removing pathogenic bacteria for years.
[02:07:03.841 --> 02:07:06.802]  But what about those unhealthy chemicals and heavy metals in your water?
[02:07:06.802 --> 02:07:13.484]  The powerful black Berkey purification elements fit most gravity filters and dramatically increase their power to extract waterborne contaminants.
[02:07:13.684 --> 02:07:16.905]  Best of all, they filter much faster than ordinary gravity elements.
[02:07:16.905 --> 02:07:19.446]  This means it takes much less time to filter your water.
[02:07:19.446 --> 02:07:39.072]  Like murky elements, not only remove pathogenic bacteria, cysts, and parasites, but also remove trihalomethanes and volatile organic elements such as apcozine, benzene, chloride, and chloroform, MTBE, radon-222, foul taste and obnoxious odors like sulfur, even nitrates, and unwanted heavy metals such as lead, mercury, and aluminum are extracted.
[02:07:39.072 --> 02:07:40.572]  Supercharge your gravity filter today!
[02:07:40.872 --> 02:07:46.815]  And order a 2-pack of Black Berkey Purification Elements for only $96 or a 4-pack for only $175 by calling New Millennium at 888-803-4438.
[02:07:46.815 --> 02:07:47.315]  That's 888-803-4438.
[02:07:47.315 --> 02:07:49.036]  Or order on the web at berkeywater.com.
[02:07:57.375 --> 02:08:01.637]  People who use Cardivite know about the pollutants in our body and want them out.
[02:08:01.637 --> 02:08:05.219]  For over five years, Cardivite has proven itself time-tested.
[02:08:05.219 --> 02:08:08.940]  Here's Dr. Mattson, a naturopathic doctor's thoughts on Cardivite.
[02:08:08.940 --> 02:08:12.222]  In our mind, there isn't such a great big mystery to disease anymore.
[02:08:12.222 --> 02:08:17.724]  This basic tenet of yeast in the gut and metals in the liver covers at least 70-80% of the disease that we see.
[02:08:17.724 --> 02:08:23.327]  When we do our program, you know, in herpal formulas like Cardivite, and you see someone who could barely walk up a hill, now
[02:08:23.587 --> 02:08:24.268]  We're good to go!
[02:08:40.808 --> 02:08:45.349]  For more information, call 1-877-928-8822 or visit our website at www.heartdrop.com.
[02:08:45.349 --> 02:08:46.769]  That toll-free number again?
[02:08:46.769 --> 02:08:46.849]  1-877-928-8822.
[02:08:46.849 --> 02:08:48.430]  I know we have loaded phone lines.
[02:08:48.430 --> 02:08:51.970]  We're gonna go to your calls here in just a few minutes.
[02:09:09.944 --> 02:09:14.968]  We have now seen the one frame.
[02:09:14.968 --> 02:09:20.733]  The government has released... We said this in the first hour.
[02:09:20.733 --> 02:09:22.454]  I don't know how I figured these people out.
[02:09:22.454 --> 02:09:25.357]  They're so sick.
[02:09:25.357 --> 02:09:31.922]  It's like once you've been watching a football team for 20 years, or you've been watching a particular coach for 20 years, you know what play they're going to call.
[02:09:31.922 --> 02:09:35.925]  We said it's probably going to be some horrible... Last hour, it's on record.
[02:09:35.925 --> 02:09:38.688]  Some horrible, grainy junk again.
[02:09:39.562 --> 02:09:42.704]  But a little bit more of an image than the white plume.
[02:09:42.704 --> 02:09:45.446]  Just a white mirage.
[02:09:45.446 --> 02:09:47.648]  One little spot.
[02:09:47.648 --> 02:09:48.869]  Is what they released a few years ago.
[02:09:48.869 --> 02:09:50.750]  Now this new thing is one frame.
[02:09:50.750 --> 02:09:53.312]  We're posting it on PrisonPlanet.com.
[02:09:53.312 --> 02:09:55.294]  We got a detailed analysis up there.
[02:09:55.294 --> 02:09:59.817]  One little piece of junk frame that looks like something more like a plane.
[02:10:01.081 --> 02:10:07.967]  But don't worry, this will heighten the debate, and then they'll release the hotel footage or some other Pentagon footage.
[02:10:07.967 --> 02:10:16.694]  We didn't want to hurt the families, that's probably what they'll say, but here it is, and it'll be that plane crashing right into there, whether it's real or not.
[02:10:16.694 --> 02:10:18.516]  Okay, and get me Paul Watson.
[02:10:18.516 --> 02:10:21.418]  Have you gotten Watson yet?
[02:10:21.418 --> 02:10:21.899]  Get him too.
[02:10:22.668 --> 02:10:30.154]  Okay, callers, I'm going to get to you, but Michael Rivero, who called this years ago, and I agreed with him, but I would also have others on who focus on the Pentagon.
[02:10:30.154 --> 02:10:36.359]  I said, I don't know what happened, but I said the whole thing stinks like a honeypot, like a setup, and I have been skewered.
[02:10:36.359 --> 02:10:38.200]  I have been attacked everywhere.
[02:10:38.200 --> 02:10:41.163]  Rivero, even more than I, you've got to give him credit.
[02:10:41.163 --> 02:10:42.744]  Paul Watson has said this.
[02:10:42.744 --> 02:10:44.846]  Paul Watson is on it right now.
[02:10:44.846 --> 02:10:48.949]  Michael Rivero, I tell you, we saw this coming a mile away.
[02:10:50.282 --> 02:10:56.046]  Well, we definitely did, and I think the idea was that it just didn't make sense.
[02:10:56.046 --> 02:11:04.711]  If you're going to the trouble to crash a plane into the Pentagon, why would you go to the additional trouble of trying to fake that since you had to get rid of the plane and the people anyway?
[02:11:04.711 --> 02:11:16.458]  And of course, you know, the people who are behind these kinds of events would love nothing better than for people like you and I to just go on arguing endlessly over just exactly what hit the Pentagon.
[02:11:16.920 --> 02:11:24.384]  And I think at this point, you know, we may agree to disagree on the fine points, but we know where we agree in common.
[02:11:24.384 --> 02:11:27.406]  We've been lied to by the government on a variety of issues.
[02:11:27.406 --> 02:11:41.114]  And really, the more we argue about the details, the more we're avoiding the real issue, which is what do the people of the United States do when they have a government that is lying to them, that is rigging elections, that is creating wars with false pretenses?
[02:11:41.471 --> 02:11:49.553]  And I think a lot of the people who like to argue over the fine points are really just kind of avoiding taking that next step to deciding what we're going to do.
[02:11:49.553 --> 02:11:50.094]  Well, that's right.
[02:11:50.094 --> 02:11:50.994]  You've named names.
[02:11:50.994 --> 02:11:52.874]  You've said clearly the government did it.
[02:11:52.874 --> 02:11:58.756]  A lot of those that only want to focus on the Pentagon, they won't even come out and name the government.
[02:11:58.756 --> 02:12:01.777]  But look, the reason I got suspicious of this four years ago
[02:12:02.933 --> 02:12:14.705]  I was on the verge of making a Pentagon film, but all these indicators showed me, the way the media was giving it all this attention, but ignoring everything else, I said, I smell a setup later.
[02:12:14.705 --> 02:12:21.091]  I see this as a long-term setup, and even though it's real Hollywood and real sexy to cover this,
[02:12:22.114 --> 02:12:44.271]  I'm going to be somewhat neutral and tell people I don't trust it, and I just don't know what happened, because again, the media gave this massive coverage, Michael, to make this the centerpiece of the debate, ignoring all the stuff that's 110 percent, like Operation Northwoods, public officials warned not to fly, NORAD stand down, drills that day, insider CIA trading,
[02:12:46.776 --> 02:12:52.560]  Hijackers trained at spy schools all over the US, FBI funding them, informants living with them.
[02:12:52.560 --> 02:12:57.023]  All of that is 110%, so the media would never debate that.
[02:12:57.023 --> 02:13:00.025]  Did you notice how they always wanted to debate the Pentagon?
[02:13:01.048 --> 02:13:01.969]  Absolutely.
[02:13:01.969 --> 02:13:15.061]  And every time there was an article in a magazine or a newspaper or a show on TV that was an attempt to bolstering up the official story, the first thing they would go to is, look at all those people who don't think a plane really crashed into the Pentagon.
[02:13:15.061 --> 02:13:16.663]  And they would straw dog us.
[02:13:16.663 --> 02:13:19.346]  They would straw man us and claim we said it.
[02:13:19.346 --> 02:13:20.467]  Yes, absolutely.
[02:13:20.467 --> 02:13:23.930]  There was a lot of false claims put out there about what we were saying.
[02:13:24.461 --> 02:13:35.506]  And I've noticed just in the last few weeks that the amount of emails I've been receiving, attempting to convince me that I simply must expose the Pentagon hoax, were beginning to escalate.
[02:13:35.506 --> 02:13:39.668]  So I had a sense that something like this was in the wind.
[02:13:39.668 --> 02:13:44.471]  I remember, didn't you about a month ago put an article out again about the Pentagon, just get ready?
[02:13:44.471 --> 02:13:46.952]  I mean, you said specifically they're going to start releasing more.
[02:13:46.952 --> 02:13:49.153]  Now listen to my prediction, Michael Rivero.
[02:13:50.368 --> 02:13:57.570]  I predict that within six months to a year, in between that six month time frame, that they're going to release crystal clear video.
[02:13:57.570 --> 02:14:03.371]  This is being released just as fish bait to even heighten the debate even more.
[02:14:03.371 --> 02:14:04.051]  Absolutely.
[02:14:04.051 --> 02:14:14.473]  Right now Bush needs all the distractions he can get from the NSA spying scandal, from the potential indictment of more of his inner circle, and certainly from the run-up to war with Iran.
[02:14:15.115 --> 02:14:21.237]  And, you know, he tried last night with his speech to make immigration a controversy that was going to distract.
[02:14:21.237 --> 02:14:22.778]  That didn't get any traction.
[02:14:22.778 --> 02:14:38.344]  Now they tried this thing with Fox News today, and frankly, after listening to Fox News gloat about how this was going to silence the conspiracy theorists, when they finally showed the actual videos, I thought they were a little bit of a letdown, and that Fox really had been just sort of hyping this thing and wasting everybody's time.
[02:14:38.965 --> 02:14:47.191]  Yeah, all it is, all it is, is the first one frame, now I'm told a few more frames of just, well you've seen the images, then what do you think of them?
[02:14:47.191 --> 02:14:57.739]  I'm not impressed, I don't think they're going to convince anybody, but the thing that is most notable about this is they're making the excuse that all of this material was withheld from the public because of the Massawi trial.
[02:14:57.739 --> 02:15:07.707]  Well, if that is the real reason, then this also has to apply to every other still and video photo around the Pentagon area, and this gets us back to the security videotape
[02:15:08.428 --> 02:15:11.251]  Uh, of the Sitco, uh, from the Sitco station.
[02:15:11.251 --> 02:15:13.272]  From their security camera that was pointed right at us.
[02:15:13.272 --> 02:15:20.759]  But again, the reason they would do this is to have a debate about it, and then later release a video whether real or manufactured.
[02:15:20.759 --> 02:15:28.926]  Well, uh, absolutely, and, and definitely right now Bush, uh, wants to embarrass the blogs and wants to embarrass radio stations, uh, radio shows like yours.
[02:15:28.926 --> 02:15:33.090]  Well earlier I played CNN saying just that, oh this is gonna silence them, ha ha ha!
[02:15:34.102 --> 02:15:36.884]  Yeah, there was a lot of gloating.
[02:15:36.884 --> 02:15:42.668]  I really thought they had something on the tapes, but I think they were a little bit of a letdown to everybody.
[02:15:42.668 --> 02:15:48.833]  Well, Michael Rivero, do you agree that there's a very good chance we're going to see a lot better video soon?
[02:15:49.742 --> 02:15:50.644]  Absolutely.
[02:15:50.644 --> 02:15:51.244]  Absolutely.
[02:15:51.244 --> 02:15:54.649]  I think this was just a trial balloon to kick up the debate a little bit longer.
[02:15:54.649 --> 02:15:58.956]  And then when it gets really going, then we'll see a clear tape appear.
[02:15:58.956 --> 02:16:01.219]  They will not talk about Silverstein and Seven.
[02:16:01.219 --> 02:16:04.724]  They will not talk about the supposed hijackers trained at multiple bases.
[02:16:05.445 --> 02:16:07.545]  Embassies ordered to let them in because they're government agents.
[02:16:07.545 --> 02:16:08.386]  They won't debate that.
[02:16:08.386 --> 02:16:08.986]  Why?
[02:16:08.986 --> 02:16:16.727]  Because that will nail them, just like the White House memo about flying planes painted up like UN to get shot down, staging WMDs.
[02:16:16.727 --> 02:16:20.408]  That is confirmed, but notice the media won't talk about that.
[02:16:20.408 --> 02:16:21.168]  Oh, absolutely.
[02:16:21.168 --> 02:16:31.670]  And the one story the media won't talk about, of course, that's my favorite is, you know, where was the Secret Service while Bush was sitting there reading about goats and airplanes were falling out of the sky on buildings all over the country?
[02:16:31.670 --> 02:16:33.271]  And they thought 18 of them could be hijacked.
[02:16:35.806 --> 02:16:36.486]  Absolutely.
[02:16:36.486 --> 02:16:42.107]  So how did the Secret Service know that Bush was perfectly safe sitting where he was reading about goats?
[02:16:42.107 --> 02:16:56.231]  And the media won't touch the thing about Israel, perhaps in a support role, dancing around on top buildings all over the country, multiple states catching Israeli with diagrams of nuke plants and power plants with explosive residue.
[02:16:56.231 --> 02:16:57.291]  Absolutely.
[02:16:57.291 --> 02:17:01.752]  It's just one long cover-up pointing us at the intended target in the Middle East
[02:17:02.399 --> 02:17:12.322]  And I think the reason that we're seeing both the immigration issue and now today the Pentagon being fanned up to be controversies is to distract from the run-up to the war with Iran.
[02:17:12.322 --> 02:17:17.223]  I think the war with Iran will take most Americans by surprise, but the writing is definitely on the wall.
[02:17:17.223 --> 02:17:22.144]  We could see him go into high gear when Bush lost 18% of his base in two weeks.
[02:17:22.144 --> 02:17:25.205]  The conservative floor, he thought he couldn't fall beneath.
[02:17:25.205 --> 02:17:29.686]  And we're going to see more Rovian spin machines going into high gear.
[02:17:30.575 --> 02:17:39.278]  Yes, and one more thing that we're going to see, and I think this may have happened over the weekend to another website, we're going to see an attempt to plant a lot of false stories.
[02:17:39.278 --> 02:17:40.118]  Disinfo?
[02:17:40.118 --> 02:17:43.799]  I mean, twice we've seen the disinfo of rogue indictments.
[02:17:43.799 --> 02:17:44.780]  Yes, absolutely.
[02:17:44.780 --> 02:17:51.262]  We've got to be careful about that one, because the other side does play dirty, and right now we are in their gunfight.
[02:17:51.262 --> 02:17:55.463]  Michael Rivero, we're about to go to Paul Watson, but in closing, any other tidbits you'd like to impart?
[02:17:57.360 --> 02:18:05.863]  We live in very interesting times and people just have to be skeptical and just really look very carefully at what they're being told and decide for themselves where the truth is.
[02:18:05.863 --> 02:18:08.204]  Anything the globalists do is multi-layered.
[02:18:08.204 --> 02:18:19.507]  This propaganda is also meant to bring the freshness of 9-11 back to our nostrils, back to our synapses, back to our eyes, back to our minds as a kind of primordial fear of Iran.
[02:18:20.510 --> 02:18:23.714]  Exactly, in order to build the case for war in Iran.
[02:18:23.714 --> 02:18:27.919]  Do you believe this may foreshadow another false flag domestically?
[02:18:27.919 --> 02:18:30.922]  It could, but we'll just have to wait and see.
[02:18:30.922 --> 02:18:33.785]  But definitely we're seeing the propaganda run up to the invasion.
[02:18:33.785 --> 02:18:35.547]  Thank you, Michael Rivero.
[02:18:35.547 --> 02:18:36.388]  Thank you, Alex.
[02:18:36.388 --> 02:18:36.869]  You bet.
[02:18:36.869 --> 02:18:38.831]  He joins us once a month on WhatReallyHappened.com.
[02:18:38.831 --> 02:18:41.074]  Before we go to Paul Watson, and then I promise a few of your calls.
[02:18:42.387 --> 02:18:43.689]  Just a few minutes.
[02:18:43.689 --> 02:18:45.091]  I want to explain something.
[02:18:45.091 --> 02:18:48.575]  I did nothing but interview the people that have focused on the Pentagon.
[02:18:48.575 --> 02:18:50.578]  I have said I think it's suspicious.
[02:18:50.578 --> 02:18:51.679]  It's very weird.
[02:18:51.679 --> 02:18:52.600]  It could have been a missile.
[02:18:52.600 --> 02:18:53.662]  We have different reports.
[02:18:54.480 --> 02:18:59.666]  But I said at the same time, the way the media is focused on it and giving it attention is very suspicious.
[02:18:59.666 --> 02:19:03.430]  So, you've got Rivero on the extreme that says the whole thing is a total setup.
[02:19:03.430 --> 02:19:06.474]  You've got my continual 4-plus year position.
[02:19:06.474 --> 02:19:10.158]  It stinks to high heaven that something is going on there, but we need to look at everything.
[02:19:10.158 --> 02:19:11.500]  It's okay to have a debate.
[02:19:11.500 --> 02:19:14.903]  Then you have the others on the other extreme that if you don't jump in,
[02:19:15.804 --> 02:19:24.090]  And buy into pods, and laser beams, and everything else, or even on the more extreme, blue screens and holograms.
[02:19:24.090 --> 02:19:25.731]  Totally, that's ridiculous.
[02:19:25.731 --> 02:19:28.633]  Then, you know, I'm an evil agent, and I'm bad, and I'm covering up.
[02:19:28.633 --> 02:19:29.854]  Baloney!
[02:19:29.854 --> 02:19:37.099]  A lot of the people that attack me and say I don't go far enough, for months were attacking me when I said it was an inside job on the day it happened.
[02:19:37.828 --> 02:19:39.950]  Okay, I was on the air on other shows when it happened.
[02:19:39.950 --> 02:19:41.812]  I was on the air on Derry Brownfield.
[02:19:41.812 --> 02:19:43.253]  I was on my own show.
