[00:00.000 --> 00:20.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[01:35:48.280 --> 01:35:57.280]  So that raises real questions as to whether or not they want this to get out of control. We've seen this in the way that government officials are acting here.
[01:35:57.280 --> 01:36:06.280]  That's the question I have. Now, as this broke out, Alex Jones filed a report. It's up on Infowars.com. Ebola outbreak is confirmed in the U.S.
[01:36:06.280 --> 01:36:16.280]  Why are they bringing Ebola patients into Western countries? And now we see that this is spread now in the United States to a second person, first time that's happened in the United States.
[01:36:16.280 --> 01:36:21.280]  Let's go to your calls right now. Tim in Virginia has been holding for a while. Tim, go ahead.
[01:36:21.280 --> 01:36:27.280]  David, it's a pleasure to speak with you. Go ahead. What's on your mind?
[01:36:27.280 --> 01:36:33.280]  I was thinking a couple of years ago, you all did reports on chemtrails and flu vaccinations.
[01:36:33.280 --> 01:36:40.280]  I'm wondering if you think that people that are getting vaccinations, primarily health care workers, going to get vaccinations like flu vaccine,
[01:36:40.280 --> 01:36:44.280]  that there's a correlation between that and some sort of aerosol?
[01:36:44.280 --> 01:36:52.280]  Well, it's hard to say. Clearly, people can see that there are precipitants out of these chemtrails.
[01:36:52.280 --> 01:36:59.280]  We've had people who worked with the military in terms of doing this as whistleblowers telling us that they're spraying for chemtrails.
[01:36:59.280 --> 01:37:03.280]  We can see the effect on the ground. We can see the effect on the temperature.
[01:37:03.280 --> 01:37:09.280]  We can see hotspots as people have sprayed the chemtrails. There's an app that tracks that.
[01:37:09.280 --> 01:37:16.280]  They also did a documentary in the Paul Revere contest lookup. You can see as kind of a crowdsourcing research.
[01:37:16.280 --> 01:37:27.280]  You can see with that app as people call in and say that there's a lot of kind of a grid being sprayed of persistent contrails.
[01:37:27.280 --> 01:37:34.280]  Let's put it that way in the sky. As chemtrails, as they see chemtrails, they can also correlate that to increases in temperature.
[01:37:34.280 --> 01:37:40.280]  We know that depending on what level they put that into the atmosphere that can raise the temperature.
[01:37:40.280 --> 01:37:48.280]  There's questions as to whether or not geoengineers are trying to put that up there to stop as they believe global warming.
[01:37:48.280 --> 01:37:51.280]  They may make global warming, but it can raise the temperature.
[01:37:51.280 --> 01:37:59.280]  There's a lot of questions about the geoengineering as to whether or not that's something that is working in conjunction with vaccines.
[01:37:59.280 --> 01:38:07.280]  I'll tell you that one of the things that they have there is aluminum that they see precipitating out.
[01:38:07.280 --> 01:38:15.280]  Clearly, it should raise everybody's concern that we see so much being done to sell vaccines everywhere.
[01:38:15.280 --> 01:38:21.280]  You can almost get a flu vaccine at a filling station. When you fill up a gas, you can get a shot in the arm.
[01:38:21.280 --> 01:38:25.280]  It's gotten practically that ridiculous. We see it being offered everywhere.
[01:38:25.280 --> 01:38:32.280]  Personally, I would have, if I wanted to get something like that, if I really believed that it was effective,
[01:38:32.280 --> 01:38:38.280]  I think I would want to get it into an environment where I felt it was one where they were taking care,
[01:38:38.280 --> 01:38:44.280]  not just kind of a casual retail outlet, but there's a huge profit motive behind all of this.
[01:38:44.280 --> 01:38:47.280]  That's what I was trying to point out with this ZMAP.
[01:38:47.280 --> 01:38:54.280]  It's very curious, the timing that they're doing with all these miracle drugs that they're offering us now for Ebola
[01:38:54.280 --> 01:39:00.280]  and telling us that it's not quite there yet. It's going to have to run its course for a while before they can offer those to us.
[01:39:00.280 --> 01:39:07.280]  I'm very concerned about that. I'm very concerned about the hypocrisy that they would go out and offer this drug
[01:39:07.280 --> 01:39:13.280]  that essentially operates the same way that a real human blood antibodies would work.
[01:39:13.280 --> 01:39:18.280]  Why are we seeing that? I find that to be extremely strange that they would completely ignore that
[01:39:18.280 --> 01:39:20.280]  and just say, yeah, we'll have to look at that someday.
[01:39:20.280 --> 01:39:28.280]  Meanwhile, they're rushing to fund with hundreds of millions of dollars the mass production of this genetically modified vaccine
[01:39:28.280 --> 01:39:33.280]  that's supposed to create plant antibodies. I'm really concerned about that.
[01:39:33.280 --> 01:39:37.280]  Let's go to the next call, activist G in Florida. Go ahead.
[01:39:37.280 --> 01:39:39.280]  Hi, David. How are you?
[01:39:39.280 --> 01:39:41.280]  I'm fine. What do you want to talk about?
[01:39:41.280 --> 01:39:50.280]  One of the questions I wanted to ask was the suit that the nurse was wearing when she contracted the Ebola virus.
[01:39:50.280 --> 01:39:59.280]  What level hazmat suit was that? For people that actually like, I've already purchased suits, which suits are sufficient enough?
[01:39:59.280 --> 01:40:05.280]  I don't have that specificity of information. I know that, and I don't have the article in front of me,
[01:40:05.280 --> 01:40:13.280]  but I know that the guys who cleaned up the apartment, the hazmat team that cleaned it up, said that they went to the level above the suits
[01:40:13.280 --> 01:40:16.280]  that were recommended by the CDC and they mentioned that it had a respirator.
[01:40:16.280 --> 01:40:19.280]  I think what they're telling people is that you don't need a respirator.
[01:40:19.280 --> 01:40:24.280]  I think they went to a full coverage hazmat suit, but I can't give you the level of detail.
[01:40:24.280 --> 01:40:26.280]  If you Google it, you'll be able to find it.
[01:40:26.280 --> 01:40:34.280]  Take a look at the hazmat crew that cleaned up the apartment and you'll probably get an idea of what level of hazmat suit that they were looking for.
[01:40:34.280 --> 01:40:45.280]  And the other thing is, is my husband's an emergency room physician, and I asked him about the standard protocol that he's being told to take regarding the Ebola virus.
[01:40:45.280 --> 01:40:52.280]  You're breaking up a little bit. Are you still there?
[01:40:52.280 --> 01:41:00.280]  We lost her. I would like to know what they're telling her about that, but let's go to Habu in Wisconsin. Habu.
[01:41:00.280 --> 01:41:06.280]  Good afternoon and thank you for the courtesy. Just a couple of quick points.
[01:41:06.280 --> 01:41:17.280]  You know, I always shake my head when the United States almost reflexive reaction to something like this is sending the army.
[01:41:17.280 --> 01:41:19.280]  This has been doing all over the world.
[01:41:19.280 --> 01:41:30.280]  And your point is spot on about this whole thing about this extended trials with this particular drug, and we don't know where that's going.
[01:41:30.280 --> 01:41:36.280]  But you are as well read as you are and informed.
[01:41:36.280 --> 01:41:43.280]  I see that Nigeria has done quite a job with its limited resources, although it's a rich country, relatively speaking.
[01:41:43.280 --> 01:41:49.280]  It's been able to contain this if we can, you know, believe the veracity of the accounts.
[01:41:49.280 --> 01:42:00.280]  And, you know, therein, I think lies the problem, meaning if the Western countries, and just listen, let me just be very clear, this is not a Western country's responsibility.
[01:42:00.280 --> 01:42:04.280]  China is doing well. India is doing well. Russia is doing well.
[01:42:04.280 --> 01:42:15.280]  We can draw upon all these nations to send in people and kind of arrest the epidemic right there at ground zero, you know.
[01:42:15.280 --> 01:42:20.280]  And Cuba, you know, I know it's not a favorite topic with you guys.
[01:42:20.280 --> 01:42:27.280]  And I'm not an apologist for Cuba, but it has sent the most doctors of any nation, and they are sending doctors to the world.
[01:42:27.280 --> 01:42:34.280]  Yes, they tried to send doctors to Katrina, I believe, and, of course, their help was refused.
[01:42:34.280 --> 01:42:42.280]  Right. And I believe I expect them to come up with a vaccine, or India, before the U.S. and all its expensive stuff.
[01:42:42.280 --> 01:42:47.280]  But anyway, listen, thank you. And, you know, one kudos to Alex Jones.
[01:42:47.280 --> 01:42:53.280]  He was the first person to talk about it being aerosolized, and now that is being talked about, too.
[01:42:53.280 --> 01:42:56.280]  Yes, yes. Thank you for calling. We're going to be right back with more of your calls.
[01:42:56.280 --> 01:42:58.280]  Stay with us. We've got one more segment.
[01:43:27.280 --> 01:43:34.280]  X2 is derived from 200-plus million-year-old salt solutions found more than 7,000 feet below the Earth's surface.
[01:43:34.280 --> 01:43:41.280]  The result is a unique nascent iodine that is both concentrated and free of unwanted additives, genetically modified ingredients,
[01:43:41.280 --> 01:43:49.280]  and completely vegan. We even pre-screen our survival shield X2 iodine for radiation, pure, clean, and sourced from deep within the Earth.
[01:43:49.280 --> 01:43:58.280]  X2 nascent iodine is available exclusively at infowarslife.com, infowarsstore.com, or call 1-888-253-3139.
[01:44:19.280 --> 01:44:21.280]  Prime-directed discredit Alex Jones.
[01:44:21.280 --> 01:44:24.280]  Jones is the wildly popular conspiracy theory.
[01:44:24.280 --> 01:44:27.280]  A popular conspiracy theory talk show called InfoWars.
[01:44:27.280 --> 01:44:30.280]  Alex Jones is now in an Austin jail.
[01:44:30.280 --> 01:44:31.280]  These people are assaulting us.
[01:44:31.280 --> 01:44:34.280]  Targeting of patriots engaged.
[01:44:34.280 --> 01:44:40.280]  They are never going to stop. They're never going to deviate from their program until we stop them.
[01:44:40.280 --> 01:44:50.280]  Block free iPhone app at infowars.com. Block free podcast and video feed. Imperatives. Destroy the Earth's planet TV.
[01:44:50.280 --> 01:44:54.280]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[01:44:54.280 --> 01:45:11.280]  Electrally, it's for God you can fail it.
[01:45:24.280 --> 01:45:29.280]  Infidel body armor just won't quit.
[01:45:54.280 --> 01:45:59.280]  X2 nascent iodine is available exclusively at infowarslife.com, or call toll free 888-253-3139.
[01:46:25.280 --> 01:46:32.280]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[01:46:32.280 --> 01:46:36.280]  Water which will not be available at your local grocery store.
[01:46:36.280 --> 01:46:39.280]  There's a mad dash on right now to stock up on supplies.
[01:46:39.280 --> 01:46:46.280]  The Pro Pure Pro 1 G2.0 water filtration system is a must have for every modern independently minded household.
[01:46:46.280 --> 01:46:49.280]  Protect your family's safety during an emergency.
[01:46:49.280 --> 01:47:01.280]  Go to infowarsstore.com today to purchase your Pro Pure Pro 1 G2.0 water filtration system, or call 1-88-253-3139.
[01:47:01.280 --> 01:47:09.280]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[01:47:09.280 --> 01:47:21.280]  Hello, this is Hank Hill, and I'm telling you what you need to listen to Alex Jones.
[01:47:21.280 --> 01:47:24.280]  Infowars.com.
[01:47:24.280 --> 01:47:36.280]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:47:46.280 --> 01:47:51.280]  Welcome back to the Alex Jones Show. I am David Knight, and we're taking your calls on the Ebola outbreak.
[01:47:51.280 --> 01:47:56.280]  It's taken another step today. We've had the first person in the United States to contract it within the United States.
[01:47:56.280 --> 01:48:03.280]  It is out of control, and as I mentioned earlier, very concerned as to what direction this government is going to take.
[01:48:03.280 --> 01:48:11.280]  They say protocols were not followed, yet we know that the long standing protocols about containing and controlling and isolating
[01:48:11.280 --> 01:48:14.280]  have been violated over and over again by our government.
[01:48:14.280 --> 01:48:22.280]  We've been told by Obama, as well as by the Texas state official, as well as by the county official that was at that level.
[01:48:22.280 --> 01:48:26.280]  So the federal, the state, the county level, they're all telling us zero risk.
[01:48:26.280 --> 01:48:33.280]  No chance it's going to come to America. No chance it's going to move beyond this patient, and yet it continues to do so.
[01:48:33.280 --> 01:48:40.280]  They're saying that they don't believe that the protocols were followed by the nurse, by the medical staff, yet they insist that they did.
[01:48:40.280 --> 01:48:44.280]  We have seen how easy it is to transfer.
[01:48:44.280 --> 01:48:51.280]  We read the account from Nancy Wrightball, one of the first two people brought back in the United States for treatment at Emory University,
[01:48:51.280 --> 01:48:54.280]  saying she had no idea how she got it.
[01:48:54.280 --> 01:49:02.280]  She said, perhaps I touched something that a co-worker who she later found out also had Ebola had touched.
[01:49:02.280 --> 01:49:13.280]  It's that easily spread, and yet we see the county director of emergency services for Homeland Security Judge Jenkins recklessly walking around in the apartment
[01:49:13.280 --> 01:49:21.280]  saying that there's zero chance that he can get it, saying that he drove the family 45 minutes to their new home,
[01:49:21.280 --> 01:49:28.280]  saying that he's at a press conference wearing the same shirt in which he went into the apartment, hung out with them, drove them around,
[01:49:28.280 --> 01:49:33.280]  and modeling the kind of behavior that will get people killed.
[01:49:33.280 --> 01:49:36.280]  I can't put a finer point on it than that.
[01:49:36.280 --> 01:49:41.280]  The bottom line is, is that by the time he got there, their response was so late, it had been several days,
[01:49:41.280 --> 01:49:44.280]  and so if he doesn't come down with it, that's the reason.
[01:49:44.280 --> 01:49:50.280]  It's not that it's safe to walk around in an apartment where somebody has been sick with Ebola.
[01:49:50.280 --> 01:49:54.280]  There's fluids all over the place when someone is sick with Ebola.
[01:49:54.280 --> 01:49:58.280]  It's not safe to go in there for hours or for days.
[01:49:58.280 --> 01:50:05.280]  But in this case, they were so late, so tardy in doing it, that it possibly wasn't a risk to him.
[01:50:05.280 --> 01:50:10.280]  But we have to question whether or not these health officials were not the CDC is telling us the truth,
[01:50:10.280 --> 01:50:12.280]  not only about that, but about these other protocols.
[01:50:12.280 --> 01:50:15.280]  Do they even understand the risks themselves?
[01:50:15.280 --> 01:50:17.280]  That's the question.
[01:50:17.280 --> 01:50:20.280]  But of course, we've been told, and this is an article that came out in Stars and Stripes.
[01:50:20.280 --> 01:50:24.280]  It's someone who works for the Council on Foreign Relations.
[01:50:24.280 --> 01:50:30.280]  And we were told that Obamacare was really going to be the solution to Ebola.
[01:50:30.280 --> 01:50:38.280]  That's right, when they send thousands of soldiers into the hot zone of Ebola, Obamacare has got their back,
[01:50:38.280 --> 01:50:39.280]  just like the VA.
[01:50:39.280 --> 01:50:42.280]  And yet we had this article that came out yesterday on Infowars,
[01:50:42.280 --> 01:50:48.280]  28,476 pages relating to Obamacare in the federal register so far.
[01:50:48.280 --> 01:50:50.280]  And of course, there's going to be still more to come.
[01:50:50.280 --> 01:50:58.280]  I remember five years ago at a political rally that I filmed, they were going to shred the income tax code.
[01:50:58.280 --> 01:51:05.280]  Now, nobody at the income tax at the IRS could tell them exactly how many pages that they would have to shred.
[01:51:05.280 --> 01:51:06.280]  They couldn't buy the code.
[01:51:06.280 --> 01:51:08.280]  It was going to be thousands of dollars.
[01:51:08.280 --> 01:51:12.280]  The best they could get was that it was somewhere between 60 and 65,000 pages.
[01:51:12.280 --> 01:51:16.280]  So they got the equivalent number of pages in a phone book and ran them through a shredder.
[01:51:16.280 --> 01:51:20.280]  We're already halfway there, already halfway there with Obamacare.
[01:51:20.280 --> 01:51:22.280]  And it hasn't even really kicked in.
[01:51:22.280 --> 01:51:29.280]  Is it possible for bureaucracy to solve a pandemic or is that the disease?
[01:51:29.280 --> 01:51:34.280]  And of course, we have the contest that is on Infowars.com right now, a $7,500 contest.
[01:51:34.280 --> 01:51:38.280]  The Ebola contest, where tyranny is the disease.
[01:51:38.280 --> 01:51:40.280]  Go to our website and check that out.
[01:51:40.280 --> 01:51:45.280]  It gets the message, it's not going to be solved by tyranny, by bureaucracy.
[01:51:45.280 --> 01:51:51.280]  That is one of the major problems that we have to overcome to get that under control, to get our lives under control.
[01:51:51.280 --> 01:51:53.280]  Let's go to some of our callers right now.
[01:51:53.280 --> 01:51:59.280]  We've got Kerry in Pennsylvania holding Kerry.
[01:51:59.280 --> 01:52:00.280]  Hello, David.
[01:52:00.280 --> 01:52:01.280]  Hey, how you doing?
[01:52:01.280 --> 01:52:03.280]  What's on your mind?
[01:52:03.280 --> 01:52:11.280]  Yeah, just an observation from FEMA Region 3, small town.
[01:52:11.280 --> 01:52:14.280]  My wife and I were at Goodwill.
[01:52:14.280 --> 01:52:18.280]  Trying to buy some flannel shirts for winter.
[01:52:18.280 --> 01:52:24.280]  And there was just three or four Mexican guys in there.
[01:52:24.280 --> 01:52:32.280]  And they were doing the same thing, looking through all the clothes, coughing and sneezing.
[01:52:32.280 --> 01:52:36.280]  And it was just an observation.
[01:52:36.280 --> 01:52:38.280]  It was out of the ordinary.
[01:52:38.280 --> 01:52:43.280]  Well, of course, we can't screen anybody for not only disease coming out of this country.
[01:52:43.280 --> 01:52:48.280]  We can't screen them for a criminal record because we have no control over our borders.
[01:52:48.280 --> 01:52:52.280]  And really this pandemic, I think, is open borders 2.0.
[01:52:52.280 --> 01:52:58.280]  I think that's part of what's behind, a large part of what's behind the reckless behavior of Judge Jenkins in Dallas.
[01:52:58.280 --> 01:53:04.280]  He's been promoting open borders, undocumented citizens, as I like to call them.
[01:53:04.280 --> 01:53:09.280]  I guess we could call Ebola the undocumented virus because we can't track it.
[01:53:09.280 --> 01:53:13.280]  And we're not allowed to keep track with the people who are flying on airplanes.
[01:53:13.280 --> 01:53:17.280]  We can't quarantine those particular countries.
[01:53:17.280 --> 01:53:21.280]  So I guess you could just call that the undocumented pandemic, right?
[01:53:21.280 --> 01:53:24.280]  Right. It's not that I'm paranoid.
[01:53:24.280 --> 01:53:32.280]  I'm just wondering, you know, I'm looking and seeing and we love the show.
[01:53:32.280 --> 01:53:36.280]  Well, thank you for calling. Let's go to Jordan and Virginia.
[01:53:36.280 --> 01:53:39.280]  Jordan, it says you're a paramedic.
[01:53:39.280 --> 01:53:40.280]  Hey, David, how are you doing?
[01:53:40.280 --> 01:53:41.280]  Doing good.
[01:53:41.280 --> 01:53:50.280]  I just wanted to bring up the fact that the tech mirror vaccination as well as the New Link genetics vaccination are not typical vaccinations.
[01:53:50.280 --> 01:53:53.280]  They actually say that they can remove a section of your DNA.
[01:53:53.280 --> 01:54:03.280]  I think the tech mirror site specifically says they can, with a high specificity, remove up to as little as 25 alleles of your genes.
[01:54:03.280 --> 01:54:07.280]  And they can go in basically pluck them out and replace them with something else.
[01:54:07.280 --> 01:54:14.280]  I just want to point out that they aren't typical vaccinations and that people should really consider the implications.
[01:54:14.280 --> 01:54:16.280]  Yes, that's what concerns me so much about this.
[01:54:16.280 --> 01:54:24.280]  As I pointed out, if they want to use the antibody strategy, they have thousands of possible donors out there of real human antibodies that they could use.
[01:54:24.280 --> 01:54:29.280]  But instead, they're going through this genetically modified route, which of course they can patent with ZMAP.
[01:54:29.280 --> 01:54:32.280]  And as you pointed out with tech mirror, I was not aware of that.
[01:54:32.280 --> 01:54:37.280]  I know that Brinsidofovir is made by a company called Chimerics.
[01:54:37.280 --> 01:54:41.280]  That tells you that they're working on the genetic aspect of it.
[01:54:41.280 --> 01:54:44.280]  And it's a broad spectrum antiviral drug.
[01:54:44.280 --> 01:54:49.280]  It works against a lot of different viruses, but it is just like these other two.
[01:54:49.280 --> 01:54:52.280]  It is based on genetic modification.
[01:54:52.280 --> 01:54:54.280]  And that's what we're seeing about this.
[01:54:54.280 --> 01:55:00.280]  So it raises a lot of concerns with me as to what they can do to and what side effects we might possibly have from that.
[01:55:00.280 --> 01:55:10.280]  When we were looking at the, as I mentioned earlier, the case back in 2003 from the doctor who was treating people with SARS in China,
[01:55:10.280 --> 01:55:18.280]  he pointed out at the time that there was a cocktail called ribovirin, I think is the way to pronounce that.
[01:55:18.280 --> 01:55:27.280]  It said it repressed viruses and it had potential side effects that included damage to the heart, liver and blood, also deformities and unborn children.
[01:55:27.280 --> 01:55:31.280]  These pharmaceutical drugs don't come without massive side effects.
[01:55:31.280 --> 01:55:39.280]  And so when we look at these miracle drugs supposedly that are being offered to us, they're being offered in injectable form.
[01:55:39.280 --> 01:55:46.280]  They're being offered as they're all, as far as I'm aware of, working on genetic modification.
[01:55:46.280 --> 01:55:52.280]  They have some kind of a either created genetically as some kind of a genetically modified organism,
[01:55:52.280 --> 01:55:59.280]  a transgenic genetically modified organism, or as you pointed out, they're messing with our DNA itself.
[01:55:59.280 --> 01:56:02.280]  And so that's something that is very much to be concerned about.
[01:56:02.280 --> 01:56:04.280]  Thank you for pointing that out.
[01:56:04.280 --> 01:56:09.280]  Let's go to, let's go to Don in Houston.
[01:56:09.280 --> 01:56:11.280]  Go ahead, Don.
[01:56:11.280 --> 01:56:14.280]  David, we have a problem.
[01:56:14.280 --> 01:56:17.280]  We have a problem.
[01:56:17.280 --> 01:56:24.280]  I am not going to take this vaccination, it's still called miracle vaccination, and they're going to come up with it.
[01:56:24.280 --> 01:56:31.280]  I can't help but remember Melissa Nelson, who was doing the Infowars.com website.
[01:56:31.280 --> 01:56:42.280]  And she went to a Bill Gates speech and Bill Gates stupidly opened it up for questions because she asked a couple real ones.
[01:56:42.280 --> 01:56:47.280]  And it was on TV and she locked him up and turned him into a pretzel.
[01:56:47.280 --> 01:56:50.280]  Well, you know, he's a poetry and motion watcher.
[01:56:50.280 --> 01:56:57.280]  He's been all about vaccinations from the get-go, even going to a TED Talk, I believe is where he released the mosquitoes
[01:56:57.280 --> 01:57:01.280]  and talked about how they were going to vaccinate people with mosquitoes.
[01:57:01.280 --> 01:57:09.280]  And Liam McAdoo had a very good report about the history of dengue fever and these particular mosquitoes that the army has used to test people.
[01:57:09.280 --> 01:57:15.280]  You know, I think when we look at these troops being put into the hot zone in Liberia,
[01:57:15.280 --> 01:57:21.280]  I think we really need to focus on how I believe they're being used as guinea pigs.
[01:57:21.280 --> 01:57:27.280]  And beyond that, as one of the callers mentioned, why is it that we're using the military there?
[01:57:27.280 --> 01:57:34.280]  Remember back at Bilderberg 2013, it wasn't just big data, but it was also Africa on the agenda.
[01:57:34.280 --> 01:57:41.280]  They've been looking to get into the resources of Africa, find an excuse to get in there, a way to take control.
[01:57:41.280 --> 01:57:44.280]  Perhaps they can do it under a humanitarian mask.
[01:57:44.280 --> 01:57:47.280]  Well, that's it for today. We'll be back tomorrow at 11 Central.
[01:57:47.280 --> 01:58:05.280]  Join us. Alex Jones will be here.
