[00:00.000 --> 00:05.000]  Government cover-ups. You want answers? Well, so does he.
[2:20:29.000 --> 2:20:32.000]  Most people have no idea. They're not after money. They have all the money they need.
[2:20:32.000 --> 2:20:57.000]  Order in-game on DVD at prisonplanet.com or infowars.com or watch it online right now at prisonplanet.tv.
[2:20:57.000 --> 2:21:03.000]  We would intend to have plenty of food so the relief organizations could care for those unable to care for themselves.
[2:21:03.000 --> 2:21:11.000]  We would intend not to be standing in the bread line with the ignorant and the foolish who pretend the facts of food disappearance are untrue.
[2:21:11.000 --> 2:21:16.000]  If the experience of the Katrina disaster is evidence, the bread line may have no bread.
[2:21:16.000 --> 2:21:24.000]  Just like the good intentions on the road to that unheavenly place, the good intentions alone to get a supply of food will not feed us.
[2:21:24.000 --> 2:21:29.000]  Only getting our food supply immediately will make us independent and fearless for the future.
[2:21:29.000 --> 2:21:33.000]  Call 800-409-5633.
[2:21:33.000 --> 2:21:40.000]  800-409-5633 on the web, efoodsdirect.com.
[2:21:40.000 --> 2:21:42.000]  Who am I? Nobody.
[2:21:42.000 --> 2:21:55.000]  Steve Sheik, some of who cares.
[2:22:26.000 --> 2:22:32.000]  Thousands of special video reports from tainted vaccines to martial law can be found in this online video library,
[2:22:32.000 --> 2:22:37.000]  by weekly news television broadcast, thousands of exclusive audio interviews and so much more.
[2:22:37.000 --> 2:22:42.000]  The info war is waiting for you to set it free. Join PrisonPlanet.tv.
[2:22:42.000 --> 2:22:46.000]  Burn the info bombs to disc. Put them on the file sharing networks.
[2:22:46.000 --> 2:22:51.000]  Bring down the new world order, PrisonPlanet.tv.
[2:22:51.000 --> 2:22:57.000]  Did you know the accumulation of acidic waste in the body is the single largest cause of disease such as cancer or diabetes?
[2:22:57.000 --> 2:23:03.000]  Acidic waste is created by the types of food we eat, what we drink, the environment and our high stress lifestyles.
[2:23:03.000 --> 2:23:07.000]  It's these choices that cause decreased energy, weight gain and eventually disease.
[2:23:07.000 --> 2:23:12.000]  The easiest way to reduce disease causing acidic waste is by drinking alkaline ionized water.
[2:23:12.000 --> 2:23:17.000]  At SnyderHealth.com we offer a full line of alkaline water ionizers from Jupiter Science,
[2:23:17.000 --> 2:23:21.000]  the leader in water ionization technology for over 25 years.
[2:23:21.000 --> 2:23:26.000]  Instantly transform ordinary tap water into clean, living, energized water,
[2:23:26.000 --> 2:23:31.000]  containing alkaline minerals, disease fighting antioxidants and highly absorbable oxygen.
[2:23:31.000 --> 2:23:36.000]  Now you can easily and effectively rid your body of harmful acidic waste with alkaline ionized water.
[2:23:36.000 --> 2:23:40.000]  Let SnyderHealth.com provide the water ionizer that's right for you and your family.
[2:23:40.000 --> 2:24:02.000]  Call us today at 877-356-2508 and visit us online at SnyderHealth.com. That's SNYD.
[2:24:02.000 --> 2:24:11.000]  The final segment Robert Galen Ross, the books and he's written more than this but these are the two I carry.
[2:24:11.000 --> 2:24:14.000]  The elite serial killers of Lincoln, JFK, RFK and MLK and the elite don't dare let us tell the people
[2:24:14.000 --> 2:24:22.000]  are both available at infowards.com or by calling toll-free 888-253-3139.
[2:24:22.000 --> 2:24:29.000]  Robert also give out your excellent website where not just these titles but some of your other titles are available.
[2:24:29.000 --> 2:24:38.000]  My website which is www.4re.com, that's 4re.com.
[2:24:38.000 --> 2:24:45.000]  4re.com. The number 4re.com, we've got a link to that up on infowards.com
[2:24:45.000 --> 2:24:49.000]  and the four minutes we've got left with you, you've written books about the bankers
[2:24:49.000 --> 2:24:55.000]  and that's what the elite don't dare let us tell the people is about that and a lot more, kind of a history of what's happening.
[2:24:55.000 --> 2:25:00.000]  The Federal Reserve designed this liquidity, they issued it, they did it.
[2:25:00.000 --> 2:25:05.000]  We got Bilderberg leaks three years ago, they were going to implode the housing market, we talked about that here.
[2:25:05.000 --> 2:25:12.000]  Now they're talking about taking over three federal agencies and they're going to run regulation of the entire infrastructure of finances,
[2:25:12.000 --> 2:25:20.000]  not just banking, everything and they're going to be given total governmental power now, not just over the control of the banks but over everything.
[2:25:20.000 --> 2:25:27.000]  I mean it's amazing and I said they do this, it wasn't hard to figure that out, they always create the crisis, offer the solution.
[2:25:27.000 --> 2:25:31.000]  In summation, what's really happening right now with the banks and what should we do about it?
[2:25:31.000 --> 2:25:39.000]  Well you're right on target, they want to gain full economic control of the United States
[2:25:39.000 --> 2:25:46.000]  and so the way to do that is like many false flag operations they get involved in,
[2:25:46.000 --> 2:25:55.000]  they have created this subprime loan fiasco deliberately so that they can now say well we really need to get control of financial...
[2:25:55.000 --> 2:25:56.000]  They changed the rules.
[2:25:56.000 --> 2:26:07.000]  Well that's right and Paulson has said we need to give the Federal Reserve more power so that they can prevent all these things from happening in the future,
[2:26:07.000 --> 2:26:10.000]  but that's a bunch of lies, it's all planned.
[2:26:10.000 --> 2:26:17.000]  Any money operation, you want multiple people looking at it, looking at the books, I mean they're not just going to have fun with the Fiat Federal Reserve now,
[2:26:17.000 --> 2:26:20.000]  they're saying they're taking everything over, one group.
[2:26:20.000 --> 2:26:21.000]  That's right.
[2:26:21.000 --> 2:26:33.000]  Now they skinned the American people several years back by the savings loan fiasco, that was a major skinning and nobody went to prison, nobody was fired.
[2:26:33.000 --> 2:26:35.000]  Bushes ran that, along with McCain.
[2:26:35.000 --> 2:26:41.000]  Yeah, one of George Herbert Orco's Bushes sons was directly involved in that.
[2:26:41.000 --> 2:26:42.000]  Silverado.
[2:26:42.000 --> 2:26:44.000]  Silverado, yeah.
[2:26:44.000 --> 2:26:56.000]  But now they, you know, I really don't understand they're involving, it has to be nothing but greed and power,
[2:26:56.000 --> 2:27:01.000]  because they have all the money, in fact they create money out of thin air.
[2:27:01.000 --> 2:27:09.000]  In fact, they just want to, they want to hurt middle class people, like you said, when you're poor, like a Mexican peon or somebody in Soviet Russia,
[2:27:09.000 --> 2:27:16.000]  you can't find back, you're spending all your time on the treadmill, and they admit in government textbooks, higher level PhDs and control,
[2:27:16.000 --> 2:27:18.000]  that they, like you said, economic warfare, is that simple?
[2:27:18.000 --> 2:27:29.000]  That's right, and Kissinger said in one of the Bilderberg meetings that if the people of the world see that there's a major threat to them,
[2:27:29.000 --> 2:27:36.000]  they will welcome some group like us to come in and save them from all this danger.
[2:27:36.000 --> 2:27:42.000]  And now they're calling it a security-prosperity partnership, and I saw the head of it just a few months ago,
[2:27:42.000 --> 2:27:47.000]  and CNN say there's going to be an economic collapse or some other crisis, and then that's how we're going to get the NAU,
[2:27:47.000 --> 2:27:50.000]  is the people, it's going to be billed as the savior.
[2:27:50.000 --> 2:27:52.000]  I mean, they're just saying it in the open.
[2:27:52.000 --> 2:27:53.000]  That's right.
[2:27:53.000 --> 2:28:02.000]  First of all, they create a problem, and then they offer the suggestion, and they almost all bills passed by Congress
[2:28:02.000 --> 2:28:05.000]  are written by people in special interest.
[2:28:05.000 --> 2:28:13.000]  Well, in closing, you said in 2001, you made a documentary about it, or was it 2000, that we would have a North American Union by 2005,
[2:28:13.000 --> 2:28:21.000]  and then they signed the SPP secretly in March 23rd up at Waco, and now we got the documents through lawsuits,
[2:28:21.000 --> 2:28:25.000]  and it is the NAU, and you knew that because you'd studied with Rockefeller.
[2:28:25.000 --> 2:28:26.000]  That's right.
[2:28:26.000 --> 2:28:39.000]  In fact, in my video of the American Union, I talk about, I include footage of Dick Cheney saying at the Council of America's meeting
[2:28:39.000 --> 2:28:49.000]  that friends, we're on target, and this was a year before, we're on target to complete the free trade area of the Americas
[2:28:49.000 --> 2:28:58.000]  by January 1st, 2005, and they missed that target, and one of the main reasons is fellow named Hugo Chavez.
[2:28:58.000 --> 2:29:03.000]  Hugo Chavez single-handedly stopped the American Union.
[2:29:03.000 --> 2:29:07.000]  You know, let's just, before you leave, go set up a trade, two hours in the next month.
[2:29:07.000 --> 2:29:08.000]  I want to get you back.
[2:29:08.000 --> 2:29:10.000]  Two hours, you will give it to us, Robert.
[2:29:10.000 --> 2:29:11.000]  Absolutely.
[2:29:11.000 --> 2:29:15.000]  Thank you, because I want to get into all this with people and pick your brand.
[2:29:15.000 --> 2:29:18.000]  It's always great to confer with you, and just thank you for your great work.
[2:29:18.000 --> 2:29:20.000]  It's a pleasure being with you, Alex.
[2:29:20.000 --> 2:29:21.000]  Pleasure having you.
[2:29:21.000 --> 2:29:22.000]  He'll be back in the next month.
[2:29:22.000 --> 2:29:29.000]  I promise you, Lord Wellin, and we're going to be right back with Bob Chapman, the international forecaster, to look more at what's happening with the economy.
[2:29:29.000 --> 2:29:49.000]  This is the GCN Radio Network, infowars.com is my website.
[2:29:49.000 --> 2:29:51.000]  Hey there, this is your Radio Talking.
[2:29:51.000 --> 2:29:55.000]  Have you noticed how every type of gadget these days requires some specific type of battery?
[2:29:55.000 --> 2:29:57.000]  It doesn't matter what kind of gadget you're using.
[2:29:57.000 --> 2:29:59.000]  We all take different sizes and types of batteries.
[2:29:59.000 --> 2:30:02.000]  That's where BatteryStation.com comes in, more like Battery Heaven.
[2:30:02.000 --> 2:30:07.000]  BatteryStation.com has every type of battery you can think of at extreme low prices.
[2:30:07.000 --> 2:30:09.000]  BatteryStation.com has your power and needs covered.
[2:30:09.000 --> 2:30:16.000]  Whether it's a hard to find battery that your local stores don't carry, laptop batteries, computer backup batteries, BatteryStation.com has it all.
[2:30:16.000 --> 2:30:22.000]  You'll also find high-tech LED flashlights from Surefire, Streamlight, Pelican, Find Headlamps, Knives, and much more.
[2:30:22.000 --> 2:30:30.000]  BatteryStation.com also carries super-tough, crush-proof, waterproof, and airtight hard cases for your camera, cell phone, laptop, computer, and more.
[2:30:30.000 --> 2:30:33.000]  Be sure to check out all the bulk specials and closeout deals.
[2:30:33.000 --> 2:30:36.000]  Visit BatteryStation.com. That's BatteryStation.com.
[2:30:36.000 --> 2:30:43.000]  Or call 417-257-7799. That's 417-257-7799.
[2:30:43.000 --> 2:30:46.000]  Visit BatteryStation.com. That's BatteryStation.com.
[2:30:46.000 --> 2:30:51.000]  The Road Warrior Radio broadcast, bringing you the quickening.
[2:30:51.000 --> 2:30:55.000]  Are you tired of talk shows that preach over you and talk over your head?
[2:30:55.000 --> 2:31:01.000]  Eric Arthur Blair, commonly known as George Orwell, said the great enemy of clear language is insincerity.
[2:31:01.000 --> 2:31:04.000]  Are you looking for a fresh new voice in the fight for liberty?
[2:31:04.000 --> 2:31:15.000]  Then tune in to Road Warrior Radio, bringing you the quickening on the one and only GCN Network, live Sundays at 11 Pacific and 1 Central, or on demand at RoadWarriorRadio.com.
[2:31:15.000 --> 2:31:18.000]  The Road Warriors are programmed dedicated to you, the listener.
[2:31:18.000 --> 2:31:21.000]  Are you tired of all the misinformation and lies?
[2:31:21.000 --> 2:31:23.000]  Are you hearing too much noise and not enough signal?
[2:31:23.000 --> 2:31:30.000]  The Road Warrior Radio unveils the truth and exposes the lies and disinfo that pervade society.
[2:31:30.000 --> 2:31:35.000]  Have you noticed all areas of American civics have slanted into usher in the One World Nation state?
[2:31:35.000 --> 2:31:39.000]  The Road Warrior Radio broadcast is dedicated to presenting the quickening at hand.
[2:31:39.000 --> 2:31:40.000]  Time is running out.
[2:31:40.000 --> 2:31:44.000]  Tune in to the quickening on the Road Warrior Radio broadcast,
[2:31:44.000 --> 2:31:48.000]  sponsored by FreeFromWalkageDeadNow.com.
[2:32:16.000 --> 2:32:18.000]  Don't waste time thinking about storing food.
[2:32:18.000 --> 2:32:23.000]  Plan ahead and prepare for yourself and your family now, and be in control of your destiny.
[2:32:23.000 --> 2:32:28.000]  You can save and invest your money, but in the end, food will be your greatest asset.
[2:32:28.000 --> 2:32:31.000]  Remember what the Word of God says in Ezekiel 719.
[2:32:31.000 --> 2:32:37.000]  Call 908-691-2608 and see what the powder, seeds, and oil can do for you.
[2:32:37.000 --> 2:32:39.000]  Remember, food will be your greatest asset.
[2:32:39.000 --> 2:32:42.000]  Call 908-691-2608.
[2:32:42.000 --> 2:32:44.000]  This product does not contain THC.
[2:32:44.000 --> 2:33:13.000]  Call 908-691-2608 to...
[2:33:14.000 --> 2:33:18.000] ...get the feeling for ten.
[2:33:18.000 --> 2:33:22.000]  Deal me in.
[2:33:22.000 --> 2:33:27.000]  Coming straight on for you.
[2:33:27.000 --> 2:33:31.000]  You made my life.
[2:33:31.000 --> 2:33:37.000]  Now I'm just gonna, now I'm coming through.
[2:33:37.000 --> 2:33:40.000]  Straight on.
[2:33:40.000 --> 2:33:43.000]  Straight on for you.
[2:33:43.000 --> 2:33:47.000]  It's Thursday, the...
[2:33:47.000 --> 2:33:51.000] ...third day of April, 2000.
[2:33:51.000 --> 2:33:56.000]  And a...
[2:33:56.000 --> 2:34:00.000]  I don't want to get him up for a full hour next week.
[2:34:00.000 --> 2:34:03.000]  The internationalforecaster.com is his website.
[2:34:03.000 --> 2:34:07.000]  Oh, by the way, got a big announcement coming up Monday.
[2:34:07.000 --> 2:34:12.000]  Huge announcement dealing with this radio show and everything we do at infowars.com
[2:34:12.000 --> 2:34:19.000]  Presidentplanet.com, the biggest announcement I've ever made in my 11 plus years
[2:34:19.000 --> 2:34:23.000]  in syndicated radio, 12 plus in radio period.
[2:34:23.000 --> 2:34:26.000]  So that is coming up Monday at high noon.
[2:34:26.000 --> 2:34:29.000]  I'll make that announcement for everybody out there tuning in.
[2:34:29.000 --> 2:34:32.000]  And yes, someone on the message board did guess it.
[2:34:32.000 --> 2:34:35.000]  I'm gonna be growing a mustache.
[2:34:35.000 --> 2:34:38.000]  That's a joke. I just thought that was funny.
[2:34:38.000 --> 2:34:42.000]  Somebody in there in theprisonplanet.com message board.
[2:34:42.000 --> 2:34:43.000]  Okay, let's get serious.
[2:34:43.000 --> 2:34:47.000]  I've got Bob Chapman on because he also worked in counterintelligence.
[2:34:47.000 --> 2:34:51.000]  He then has been one of the most successful brokers out there.
[2:34:51.000 --> 2:34:54.000]  He's had the biggest financial newsletter until he retired.
[2:34:54.000 --> 2:34:57.000]  And now he's built it up to one of the biggest today.
[2:34:57.000 --> 2:35:00.000]  It's twice weekly, once a monthly newsletter.
[2:35:00.000 --> 2:35:02.000]  That is hard copy mailed out to you once a month.
[2:35:02.000 --> 2:35:04.000]  And it's theinternationalforecaster.com.
[2:35:04.000 --> 2:35:06.000]  And his forecasting has always been excellent.
[2:35:06.000 --> 2:35:11.000]  He predicted what five, six years ago that gold will go to 1,000.
[2:35:11.000 --> 2:35:14.000]  There'll always be corrections where it goes back down to 850
[2:35:14.000 --> 2:35:16.000]  and then back up to 900 plus today.
[2:35:16.000 --> 2:35:20.000]  But the fundamentals are there that they are devaluing the dollar further.
[2:35:20.000 --> 2:35:23.000]  The fixes they quote have to all the problems in the economy
[2:35:23.000 --> 2:35:26.000]  are more of the medicine that made us so sick.
[2:35:26.000 --> 2:35:31.000]  So as simply as you can, sir, what's currently happening with the economy,
[2:35:31.000 --> 2:35:35.000]  adjusting your forecast, which has always been accurate.
[2:35:35.000 --> 2:35:38.000]  I mean, do you still say it's two years out for the big collapses?
[2:35:38.000 --> 2:35:40.000]  Most of the other experts we have on say, and then,
[2:35:40.000 --> 2:35:43.000]  secondarily and more importantly, Bob Chapman,
[2:35:43.000 --> 2:35:46.000]  the Federal Reserve to take over three other federal bodies
[2:35:46.000 --> 2:35:48.000]  to have true governmental power now
[2:35:48.000 --> 2:35:52.000]  and to have no one looking over their shoulder when they engineered
[2:35:52.000 --> 2:35:56.000]  the consolidation crisis that we're now seeing.
[2:35:56.000 --> 2:36:01.000]  They're now talking about nothing but foxes running the farm,
[2:36:01.000 --> 2:36:05.000]  not just the henhouse, so can you break this down for us, sir?
[2:36:05.000 --> 2:36:10.000]  Well, I still believe we're two years out and perhaps longer.
[2:36:10.000 --> 2:36:16.000]  They will continue to try to work their magic as long as possible,
[2:36:16.000 --> 2:36:20.000]  but they know in the end it's not going to be successful.
[2:36:20.000 --> 2:36:26.000]  My belief is that in the interim over the next couple of years
[2:36:26.000 --> 2:36:30.000]  we'll have more wars and a continuation of the wars
[2:36:30.000 --> 2:36:32.000]  that we have to keep people on balance,
[2:36:32.000 --> 2:36:36.000]  and if things get as nasty as I think they're going to get,
[2:36:36.000 --> 2:36:42.000]  then I would guess that they probably would institute
[2:36:42.000 --> 2:36:45.000]  a selective service draft again.
[2:36:45.000 --> 2:36:51.000]  But to get back on the financial end of it yesterday,
[2:36:51.000 --> 2:36:56.000]  the Senate and the House agreed to help builders,
[2:36:56.000 --> 2:37:01.000]  help people who wanted to buy foreclosed homes by giving them tax rebates
[2:37:01.000 --> 2:37:05.000]  and they're going to give builders $6 billion.
[2:37:05.000 --> 2:37:13.000]  And they haven't even thrown a bone to the homeowners.
[2:37:13.000 --> 2:37:15.000]  Not that they're lily white.
[2:37:15.000 --> 2:37:20.000]  The Daisy chain all the way down was full of fraud, including the boroughs.
[2:37:20.000 --> 2:37:27.000]  But the whole exercise, if you look at what the House and Senate did yesterday,
[2:37:27.000 --> 2:37:33.000]  is to make sure that the builders and the lenders
[2:37:33.000 --> 2:37:37.000]  and the mortgage originators stay in business.
[2:37:37.000 --> 2:37:41.000]  And if perhaps through counseling,
[2:37:41.000 --> 2:37:47.000]  and that's what $600 million is going to be allocated for,
[2:37:47.000 --> 2:37:55.000]  and my guess is the $600 million is going to end up just hiring more federal employees.
[2:37:55.000 --> 2:37:58.000]  Yeah, they're just going to be Prozac pushers.
[2:37:58.000 --> 2:38:02.000]  So basically, just like when you get hit by a nerve gas in the military in Iraq,
[2:38:02.000 --> 2:38:06.000]  they just give you Prozac as you're in a wheelchair dying.
[2:38:06.000 --> 2:38:11.000]  And when they autops you, your brain's one-third the size full of VX.
[2:38:11.000 --> 2:38:13.000]  And, Saren, it's the same thing here.
[2:38:13.000 --> 2:38:17.000]  We'll just send you to shrink and put you on Prozac as you lose everything you got
[2:38:17.000 --> 2:38:20.000]  because it was an exercise in roping a dope.
[2:38:20.000 --> 2:38:22.000]  Exactly.
[2:38:22.000 --> 2:38:28.000]  And so that's what the proposal is from the Senate.
[2:38:28.000 --> 2:38:34.000]  As far as the Fed's concerned, I think you covered it in part
[2:38:34.000 --> 2:38:40.000]  by saying that the powers that be in New York and Washington
[2:38:40.000 --> 2:38:45.000]  want to roll everything under the Fed in government and regulation,
[2:38:45.000 --> 2:38:49.000]  when in fact it's not a government agency.
[2:38:49.000 --> 2:38:52.000]  It's a privately owned corporation.
[2:38:52.000 --> 2:38:58.000]  And how successful are going to be at that remains to be seen
[2:38:58.000 --> 2:39:03.000]  because you have a number of factions within government that don't want to give up.
[2:39:03.000 --> 2:39:08.000]  And like the CFTC really doesn't want to be part of the FCC,
[2:39:08.000 --> 2:39:10.000]  they like their own little kingdoms.
[2:39:10.000 --> 2:39:16.000]  And there is also people in Wall Street, particularly in the hedge fund industry,
[2:39:16.000 --> 2:39:19.000]  that does not want a lot of these changes to come about.
[2:39:19.000 --> 2:39:21.000]  They like it the way it is.
[2:39:21.000 --> 2:39:27.000]  Well, I'd like to just get your take on this, Bob Chapman, of theinternationalforecaster.com.
[2:39:27.000 --> 2:39:29.000]  This is the same scam.
[2:39:29.000 --> 2:39:33.000]  The private banks that had tried to get a central bank here several times
[2:39:33.000 --> 2:39:36.000]  and had tried to kill Andrew Jackson over it,
[2:39:36.000 --> 2:39:39.000]  and it had some incarnations before that failed
[2:39:39.000 --> 2:39:42.000]  because they didn't have centralized control failed in their scams,
[2:39:42.000 --> 2:39:46.000]  so we had 12 and 15% growth rate for decades for over 100 years.
[2:39:46.000 --> 2:39:51.000]  But they did get control in 1913 by engineering panics before that
[2:39:51.000 --> 2:39:53.000]  and they said, we'll never have another panic.
[2:39:53.000 --> 2:39:54.000]  This is scientific.
[2:39:54.000 --> 2:39:55.000]  We run everything now.
[2:39:55.000 --> 2:39:57.000]  They used that to consolidate banks.
[2:39:57.000 --> 2:39:58.000]  They didn't own.
[2:39:58.000 --> 2:40:02.000]  Then they engineered the 29 collapse as a consolidation.
[2:40:02.000 --> 2:40:04.000]  That's now even been declassified.
[2:40:04.000 --> 2:40:05.000]  That's going to come out in mainline history books.
[2:40:05.000 --> 2:40:06.000]  So now it's the same thing.
[2:40:06.000 --> 2:40:08.000]  They issue all the credit out of nothing.
[2:40:08.000 --> 2:40:09.000]  They get real assets.
[2:40:09.000 --> 2:40:11.000]  Now people go bankrupt.
[2:40:11.000 --> 2:40:13.000]  They get the assets back and get bailed out.
[2:40:13.000 --> 2:40:18.000]  They devalue the currency while putting their assets into international holdings and commodities.
[2:40:18.000 --> 2:40:22.000]  So isn't this their MO to screw things up by design
[2:40:22.000 --> 2:40:25.000]  and then always poses the savior again and again?
[2:40:25.000 --> 2:40:27.000]  I mean, why can't the public see this?
[2:40:27.000 --> 2:40:30.000]  Well, I think it's a matter of education,
[2:40:30.000 --> 2:40:33.000]  which unfortunately gets worse as time goes on.
[2:40:33.000 --> 2:40:36.000]  They've been doing this for a thousand years
[2:40:36.000 --> 2:40:40.000]  and they have never been able to implement world government,
[2:40:40.000 --> 2:40:42.000]  which is their ultimate aim.
[2:40:42.000 --> 2:40:44.000]  And this is what they're after this time.
[2:40:44.000 --> 2:40:50.000]  And as you say, they had one panic after another.
[2:40:50.000 --> 2:40:54.000]  And yes, they were by design hoping they could make it work
[2:40:54.000 --> 2:40:57.000]  and they haven't been able to make it work yet.
[2:40:57.000 --> 2:41:01.000]  And they will continue to do this.
[2:41:01.000 --> 2:41:05.000]  This is the process that we're in right now.
[2:41:05.000 --> 2:41:08.000]  And they're going for it again.
[2:41:08.000 --> 2:41:13.000]  But I think they already know that this time they can't do it.
[2:41:13.000 --> 2:41:18.000]  They're going to have to wait for what we might call another cycle that they'll create,
[2:41:18.000 --> 2:41:21.000]  15 or 20 or 25 or 30 years down the line.
[2:41:21.000 --> 2:41:23.000]  That's what Brzezinski and others are saying,
[2:41:23.000 --> 2:41:25.000]  that they've sent them back 30 years.
[2:41:25.000 --> 2:41:27.000]  Is that hyperbole or is that accurate?
[2:41:27.000 --> 2:41:29.000]  That's absolutely accurate.
[2:41:29.000 --> 2:41:32.000]  And I'll tell you that his first statement,
[2:41:32.000 --> 2:41:38.000]  which was two years ago, was that they've sent it back 15 years.
[2:41:38.000 --> 2:41:42.000]  And I wrote in my article, how about 50?
[2:41:42.000 --> 2:41:48.000]  And he came back in another dissertation or article and said 30 years.
[2:41:48.000 --> 2:41:54.000]  And I can't but suspicion that they're reading my stuff.
[2:41:54.000 --> 2:41:57.000]  Well, they admit that your stuff gets read all over, Bob.
[2:41:57.000 --> 2:42:02.000]  Yeah, well, anyway, he did say that.
[2:42:02.000 --> 2:42:07.000]  And he is the guiding light for Barack Obama.
[2:42:07.000 --> 2:42:13.000]  And so you know that we're Hillary's at and John McCain are at.
[2:42:13.000 --> 2:42:16.000]  So that's what we got to choose from,
[2:42:16.000 --> 2:42:23.000]  unless Ron Paul can get the delegates and be successful.
[2:42:23.000 --> 2:42:25.000]  Well, here's the problem.
[2:42:25.000 --> 2:42:29.000]  Everybody's running around saying they're going to deliver the delegates to Ron Paul.
[2:42:29.000 --> 2:42:33.000]  And Ron Paul has been instructing delegates at the state level
[2:42:33.000 --> 2:42:37.000]  to go vote for John McCain for their delegates.
[2:42:37.000 --> 2:42:41.000]  So even if they get all the delegates, Ron Paul is refusing them.
[2:42:41.000 --> 2:42:44.000]  And then they say, oh, no, that's a secret plan of his.
[2:42:44.000 --> 2:42:45.000]  Well, I've talked to him.
[2:42:45.000 --> 2:42:47.000]  It is not a secret plan of Ron Paul's.
[2:42:47.000 --> 2:42:51.000]  And then I'm just not going to play along with the Kool-Aid drinking, Bob.
[2:42:51.000 --> 2:42:53.000]  No, I'm not either.
[2:42:53.000 --> 2:42:55.000]  No, I'm not saying you are.
[2:42:55.000 --> 2:42:59.000]  I'm saying that I've been criticized for not jumping on this bandwagon.
[2:42:59.000 --> 2:43:01.000]  I don't even see a bandwagon to jump on.
[2:43:01.000 --> 2:43:03.000]  I mean, Ron Paul is educating people.
[2:43:03.000 --> 2:43:04.000]  We've had a great victory.
[2:43:04.000 --> 2:43:08.000]  He just talked about Bernanke trying to set up fascism yesterday.
[2:43:08.000 --> 2:43:10.000]  And the banking committee, I love Ron Paul.
[2:43:10.000 --> 2:43:12.000]  He made a really strong run.
[2:43:12.000 --> 2:43:15.000]  But we need to take this army of 10 million Ron Paul supporters or more.
[2:43:15.000 --> 2:43:17.000]  What would you do with that army?
[2:43:17.000 --> 2:43:19.000]  I mean, I think Ron Paul, he's just starting directing people.
[2:43:19.000 --> 2:43:22.000]  I've told him that on air.
[2:43:22.000 --> 2:43:27.000]  Well, I think the only alternative is for him to run.
[2:43:27.000 --> 2:43:28.000]  That's a third party.
[2:43:28.000 --> 2:43:30.000]  You know, you said you talked to him.
[2:43:30.000 --> 2:43:32.000]  He's showing the delegates over to McCain.
[2:43:32.000 --> 2:43:36.000]  Did he tell you why?
[2:43:36.000 --> 2:43:38.000]  He said that's, well, I mean, I know why.
[2:43:38.000 --> 2:43:42.000]  The last time we had a broker convention in 1948, it was only a 2% difference.
[2:43:42.000 --> 2:43:46.000]  And then people said the candidate trying to take delegates was stealing.
[2:43:46.000 --> 2:43:53.000]  Can you imagine Paul with, you know, 50, 60 delegates with actual voters, popular vote?
[2:43:53.000 --> 2:43:57.000]  And then, yeah, he was getting a lot of the delegates, not the majority, but a big piece,
[2:43:57.000 --> 2:44:03.000]  all over the country showing up at the, I mean, the delegates were supposed to honor the popular vote.
[2:44:03.000 --> 2:44:07.000]  And so everybody's putting their energy into getting all the delegates.
[2:44:07.000 --> 2:44:11.000]  And I think that's great to take over party platforms and take over party power positions.
[2:44:11.000 --> 2:44:13.000]  I agree with him doing that.
[2:44:13.000 --> 2:44:18.000]  But there, but a lot of them are saying no, we're going in there and we're going to take the delegates
[2:44:18.000 --> 2:44:24.000]  and we're going to make him president or we're going to make him the nominee.
[2:44:24.000 --> 2:44:27.000]  Well, I, I really hope that happens.
[2:44:27.000 --> 2:44:31.000]  And, you know, we won't know until we get there.
[2:44:31.000 --> 2:44:33.000]  Who knows, it might work.
[2:44:33.000 --> 2:44:39.000]  I mean, I mean, I mean, unless he's in office, either as president or vice president,
[2:44:39.000 --> 2:44:45.000]  it is not going to alter what the Fed is trying to do and what these people on Wall Street
[2:44:45.000 --> 2:44:48.000]  and government and behind government are trying to do.
[2:44:48.000 --> 2:44:51.000]  And that is to gain even more power.
[2:44:51.000 --> 2:44:53.000]  Well, I want Ron Paul in office.
[2:44:53.000 --> 2:44:58.000]  It's just that he has said in press releases, he has said on air that, you know,
[2:44:58.000 --> 2:45:01.000]  we're not going to get the nomination now, but we're going to keep fighting
[2:45:01.000 --> 2:45:04.000]  and go to the convention for our values.
[2:45:04.000 --> 2:45:10.000]  And he told the Minnesota delegation, I know Ted was, you know, a delegate, basically.
[2:45:10.000 --> 2:45:12.000]  I'll get Ted in here, get the exact terms.
[2:45:12.000 --> 2:45:15.000]  But, but no, they, the Ron Paul campaign told them.
[2:45:15.000 --> 2:45:20.000]  They said, no, you know, those of you that representing Ron Paul votes vote for Ron Paul.
[2:45:20.000 --> 2:45:25.000]  But those of you in delegate numbers that are supposed to vote for McCain do what the party tells you.
[2:45:25.000 --> 2:45:30.000]  Because can you imagine if Ron Paul says, no, take all the popular votes from me,
[2:45:30.000 --> 2:45:37.000]  they're going to say, look at Ron Paul, people trying to steal the election.
[2:45:37.000 --> 2:45:38.000]  But listen, we're getting off.
[2:45:38.000 --> 2:45:41.000]  I don't know where the stealing comes in.
[2:45:41.000 --> 2:45:42.000]  Yeah.
[2:45:42.000 --> 2:45:47.000]  Well, I mean, I understand that in the political process that the delegates can vote for whoever they want.
[2:45:47.000 --> 2:45:51.000]  But it is going back 230 years.
[2:45:51.000 --> 2:45:58.000]  People are supposed to, the delegates are supposed to honor the popular vote.
