[00:02.400 --> 00:10.200]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[1:30:12.520 --> 1:30:15.520]  the new oxy powder available through Infowars Life
[1:30:15.520 --> 1:30:19.520]  was invented during Dr. Group's research on the toxification of our bodies.
[1:30:19.520 --> 1:30:22.520]  Many herbal colon cleansers are harsh on the body
[1:30:22.520 --> 1:30:26.520]  and contain cheap and potentially dangerous ingredients,
[1:30:26.520 --> 1:30:30.520]  often times full of synthetic fillers, GMOs, additives, or worse.
[1:30:30.520 --> 1:30:34.520]  Gently start cleaning your body with easy capsules that start working while you sleep.
[1:30:34.520 --> 1:30:37.520]  Oxy powder does not require time off work,
[1:30:37.520 --> 1:30:39.520]  and there's no need for bad taste and concoctions.
[1:30:39.520 --> 1:30:45.520]  Instead, oxy powder slowly releases monoatomic oxygen into the intestinal tract and body.
[1:30:45.520 --> 1:30:50.520]  Experience the astonishing cleansing power of superoxide and azonite technology.
[1:30:50.520 --> 1:30:56.520]  Go to infowarslife.com or infowarsstore.com to get started with oxy powder.
[1:30:56.520 --> 1:31:21.520]  Or call 1-888-253-3139.
[1:31:21.520 --> 1:31:27.520]  Jones is the wildly popular conspiracy theory talk show called Infowars.
[1:31:27.520 --> 1:31:29.520]  Alex Jones is now in an Austin jail.
[1:31:29.520 --> 1:31:31.520]  These people are assaulting us.
[1:31:31.520 --> 1:31:33.520]  Targeting of patriots engaged.
[1:31:33.520 --> 1:31:35.520]  They're never going to stop.
[1:31:35.520 --> 1:31:39.520]  They're never going to deviate from their program until we stop them.
[1:31:39.520 --> 1:31:43.520]  Block free iPhone app at infowars.com.
[1:31:43.520 --> 1:31:46.520]  Block free podcast and video feed.
[1:31:46.520 --> 1:31:49.520]  Imperatives, Detroit, Britain, the planet TV.
[1:31:49.520 --> 1:31:52.520]  You've got to set your eye on the enemy.
[1:31:52.520 --> 1:31:54.520]  Not worry about what propaganda they put out.
[1:31:54.520 --> 1:32:20.520]  Go lectureally, it's for God you can fail it.
[1:32:20.520 --> 1:32:24.520]  They so pride in every stitch.
[1:32:24.520 --> 1:32:28.520]  Guarantee you love the way they fit.
[1:32:28.520 --> 1:32:33.520]  They put a diamond gusset in the crotch where you need it most.
[1:32:33.520 --> 1:32:37.520]  Blue diamond gussets got it.
[1:32:37.520 --> 1:32:38.520]  Others don't.
[1:32:38.520 --> 1:32:40.520]  We turned jeans inside out.
[1:32:40.520 --> 1:32:42.520]  Diamond gusset jeans.
[1:32:42.520 --> 1:32:45.520]  Made in the USA with unparalleled quality.
[1:32:45.520 --> 1:32:49.520]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection.
[1:32:49.520 --> 1:32:52.520]  So you can ride all day with confidence.
[1:32:52.520 --> 1:32:55.520]  Order yours at gusset.com.
[1:32:55.520 --> 1:32:57.520]  Diamond gusset jeans got it.
[1:32:57.520 --> 1:33:01.520]  Others don't.
[1:33:01.520 --> 1:33:04.520]  Coast to coast, direct from Austin.
[1:33:04.520 --> 1:33:09.520]  You're listening to the Alex Jones Broadcasting Network.
[1:33:09.520 --> 1:33:22.520]  Leading a frontal assault on the lives of the New World Order.
[1:33:22.520 --> 1:33:27.520]  It's Alex Jones on the GCN radio network.
[1:33:27.520 --> 1:33:31.520]  And I'm not leading a frontal assault on the lives of the New World Order
[1:33:31.520 --> 1:33:37.520]  while wearing a Pokemon shirt and carrying a Pikachu doll.
[1:33:37.520 --> 1:33:39.520]  I'm sorry, I just crank this music up every time you play it.
[1:33:39.520 --> 1:33:40.520]  I just got to hear it.
[1:33:40.520 --> 1:33:42.520]  Oh, my precious deep purple.
[1:33:42.520 --> 1:33:45.520]  The guitar coming up here in just a minute is just the best.
[1:33:45.520 --> 1:33:53.520]  It soothes the soul.
[1:33:53.520 --> 1:33:55.520]  Infowars.com.
[1:33:55.520 --> 1:33:57.520]  The system doesn't like it.
[1:33:57.520 --> 1:34:00.520]  They're doing everything they can to shut it down.
[1:34:00.520 --> 1:34:03.520]  Right there and listen to that.
[1:34:03.520 --> 1:34:11.520]  It just gets better right here.
[1:34:11.520 --> 1:34:17.520]  Am I lying or is that good, guys?
[1:34:17.520 --> 1:34:19.520]  Monday through Friday, we're here every Sunday.
[1:34:19.520 --> 1:34:20.520]  4 to 6 p.m. back.
[1:34:20.520 --> 1:34:26.520]  Monday through Friday, 11 a.m. to 2 p.m. Central.
[1:34:26.520 --> 1:34:28.520]  All right.
[1:34:28.520 --> 1:34:32.520]  I talk a lot about stories that are Rosetta Stones.
[1:34:32.520 --> 1:34:34.520]  Stories that are skeleton keys.
[1:34:34.520 --> 1:34:42.520]  Stories that really give you an insight into how real world psychology works.
[1:34:42.520 --> 1:34:49.520]  And it gives you a snapshot, almost a gauge or a barometer on what's happening out there.
[1:34:49.520 --> 1:34:54.520]  First off, I don't want anything bad to happen to Barack Hussein Obama
[1:34:54.520 --> 1:34:59.520]  because that's the only thing that could save the New World Order
[1:34:59.520 --> 1:35:05.520]  and the work they've done with this puppet to bring in this tyranny.
[1:35:05.520 --> 1:35:08.520]  And by that, I mean, the New World Order, the global crime syndicate,
[1:35:08.520 --> 1:35:11.520]  the different criminal elements that work together through governments
[1:35:11.520 --> 1:35:14.520]  to expand their control and dumb down the population.
[1:35:14.520 --> 1:35:16.520]  A lot of stuff could save them.
[1:35:16.520 --> 1:35:24.520]  But I mean, the only thing that can save Obama as their vehicle, as their puppet
[1:35:24.520 --> 1:35:31.520]  and his legacy would be for him to get hurt.
[1:35:31.520 --> 1:35:37.520]  I want to destroy everything Barack Obama has promoted and done.
[1:35:37.520 --> 1:35:41.520]  I personally don't even wish him any harm
[1:35:41.520 --> 1:35:46.520]  because I understand he's just a deranged puppet of the establishment.
[1:35:46.520 --> 1:35:51.520]  And we disempower the establishment, the corrupt elements of it,
[1:35:51.520 --> 1:35:54.520]  when we stop hating their mindless puppets.
[1:35:54.520 --> 1:35:59.520]  Now, that doesn't mean that I won't attack the puppet because it's a figurehead.
[1:35:59.520 --> 1:36:05.520]  I just want to be clear that it's not just that the Secret Service has been here over the years,
[1:36:05.520 --> 1:36:13.520]  probably ten times, let's not exaggerate, it's probably ten times, maybe nine, ten times.
[1:36:13.520 --> 1:36:16.520]  Construing things that we've said about the president to be threatening
[1:36:16.520 --> 1:36:20.520]  when we've never been threatening to Bush or Clinton or Obama.
[1:36:20.520 --> 1:36:28.520]  The three presidents that I've been on the air since they were in office in my time as a broadcaster.
[1:36:28.520 --> 1:36:34.520]  I don't sit there and not call for violence against Obama
[1:36:34.520 --> 1:36:38.520]  because I'm scared of the Secret Service and the government.
[1:36:38.520 --> 1:36:43.520]  I do it because I'm really scared of somebody doing something to Obama
[1:36:43.520 --> 1:36:45.520]  and turning him into a martyr.
[1:36:45.520 --> 1:36:50.520]  I mean, I legitimately don't want anything to happen to him
[1:36:50.520 --> 1:36:56.520]  or any other traitors like Nancy Pelosi and John Boehner and the rest of them
[1:36:56.520 --> 1:37:02.520]  because I want to see all of the policies they've pushed, discredited and destroyed,
[1:37:02.520 --> 1:37:10.520]  and the only thing that can pull their bacon out of the fire is an assassination or assassination attempt.
[1:37:10.520 --> 1:37:17.520]  Remember a decade or so ago, the Taiwanese president got caught in a fake assassination attempt against himself
[1:37:17.520 --> 1:37:21.520]  and they claimed the bullet grazed his leg in a parade and it turned out that it was all fake
[1:37:21.520 --> 1:37:25.520]  and that he just cut himself and it was staged by the Secret Service over there?
[1:37:25.520 --> 1:37:29.520]  That's the kind of stuff I'm worried about because if I was the New World Order
[1:37:29.520 --> 1:37:32.520]  who thought Obama would get everything they wanted done
[1:37:32.520 --> 1:37:35.520]  and he hasn't gotten a lot of it done, he's gotten some of it done,
[1:37:35.520 --> 1:37:43.520]  and the only way when they spent billions of dollars two times getting him into office to rehabilitate him
[1:37:43.520 --> 1:37:46.520]  would to be to have the image of him under attack.
[1:37:46.520 --> 1:37:53.520]  Now, I don't think these two people that scaled the walls and one of them from Austin, Texas
[1:37:53.520 --> 1:37:56.520]  who got in the front door of the White House,
[1:37:56.520 --> 1:38:02.520]  I don't think either one of these people are being sent in as government agents, as provocateurs,
[1:38:02.520 --> 1:38:07.520]  to then draw attention to the fact that there's no security at the White House when there's massive security.
[1:38:07.520 --> 1:38:09.520]  I don't think that's what's happening here.
[1:38:09.520 --> 1:38:13.520]  There are a lot of mentally ill people, and I've told the story a lot of times,
[1:38:13.520 --> 1:38:19.520]  every time a crazy person jumps off the Empire State's building of the World Trade Center,
[1:38:19.520 --> 1:38:22.520]  the police would have to be stationed there for the next week
[1:38:22.520 --> 1:38:26.520]  because copycats would instantly go and try to kill themselves.
[1:38:26.520 --> 1:38:31.520]  And police found if a black guy jumped off, four black guys would show up to jump off
[1:38:31.520 --> 1:38:35.520]  or if an old white woman jumped off, four or five old white women would show up,
[1:38:35.520 --> 1:38:40.520]  people would identify with whoever jumped off and splattered at the bottom
[1:38:40.520 --> 1:38:43.520]  and then they would say, that's a good idea, I want to go do that.
[1:38:43.520 --> 1:38:46.520]  It's a copycat. It's the same thing with these mass shootings.
[1:38:46.520 --> 1:38:50.520]  All the systems got to do is wind up some mental patient, let them go do the shooting,
[1:38:50.520 --> 1:38:53.520]  we've proven that's happened before, and then hype the daylight side of it
[1:38:53.520 --> 1:39:00.520]  and other screwballs will then go kill people.
[1:39:00.520 --> 1:39:06.520]  It's similar to death by cop, where people go and pull gun on a cop in a major city,
[1:39:06.520 --> 1:39:10.520]  it'll end up being on the news and then somebody the next day will go out and pull a gun on a cop.
[1:39:10.520 --> 1:39:14.520]  It's just so many people are so suggestible.
[1:39:14.520 --> 1:39:17.520]  There's only one part of the story, it's why I call it a Rosetta Stone
[1:39:17.520 --> 1:39:21.520]  because through it we can learn so much about psychology.
[1:39:21.520 --> 1:39:25.520]  The bigger thing here is that they evacuated it both times,
[1:39:25.520 --> 1:39:30.520]  they're all over the news, panting and hyperventilating like it's the end of the world
[1:39:30.520 --> 1:39:34.520]  and oh my gosh, it's so scary, oh my gosh, it's so dangerous.
[1:39:34.520 --> 1:39:39.520]  All they got to have is armed men at every door of the White House, which they have,
[1:39:39.520 --> 1:39:43.520]  and no one's going to get in there and do anything.
[1:39:43.520 --> 1:39:51.520]  Now they wanted to put barricades up around it because they're worried somebody will drive a truck of explosives into it.
[1:39:51.520 --> 1:39:56.520]  And let me tell you, with ISIS and the border being wide open and ISIS being a real terror group,
[1:39:56.520 --> 1:39:59.520]  that's a real possibility, but here's the deal.
[1:39:59.520 --> 1:40:03.520]  ISIS doesn't bite the hand that feeds it as we covered in the first 30 minutes
[1:40:03.520 --> 1:40:06.520]  and Senator Rand Paul spoke a few days ago on the Senate floor.
[1:40:06.520 --> 1:40:11.520]  That's not going to happen, they won't even attack Israel, they're not attacking Saudi Arabia,
[1:40:11.520 --> 1:40:19.520]  they're not attacking Turkey, they're not attacking the U.S. now because they've been given 600 tons of weapons
[1:40:19.520 --> 1:40:24.520]  driving U.S. Army Special Forces armored trucks.
[1:40:24.520 --> 1:40:28.520]  Now do you really think we just left those at bases for them to come get them?
[1:40:28.520 --> 1:40:34.520]  I predicted they'd let them have the Iraqi caches to do this before it happened.
[1:40:34.520 --> 1:40:39.520]  I've studied this every day folks, I read the James Weapons Quarterly, I talked to the military analysts,
[1:40:39.520 --> 1:40:43.520]  I talked to the former heads of Special Forces, not one but two generals,
[1:40:43.520 --> 1:40:45.520]  they were both the former heads of Special Forces.
[1:40:45.520 --> 1:40:53.520]  We have the sources and we've known the whole battle plan of what they're doing for global destabilization for four years.
[1:40:53.520 --> 1:40:59.520]  But shifting gears again, this shows what a paper tiger the entire establishment is
[1:40:59.520 --> 1:41:05.520]  and how pathetically cowardly they are that they're evacuating the wine house and shaking in fear
[1:41:05.520 --> 1:41:12.520]  that a homeless military vet who served a whole bunch of tours and is obviously mentally ill, abused by this system,
[1:41:12.520 --> 1:41:15.520]  they didn't make you serve more than one tour in World War II.
[1:41:15.520 --> 1:41:19.520]  And let me tell you, it affected every World War II vet I knew that was in serious combat.
[1:41:19.520 --> 1:41:22.520]  How about five tours, ten tours, twenty tours?
[1:41:22.520 --> 1:41:27.520]  A lot of these guys though have been in so many tours, they can't stop or they will freak out and implode.
[1:41:27.520 --> 1:41:29.520]  One treatment is to stay in.
[1:41:29.520 --> 1:41:35.520]  I don't know if my cousin's got any disorders or problems, he's completely normal and smart and wonderful guy,
[1:41:35.520 --> 1:41:39.520]  he'll come help you fix a leak at your house at 2 a.m. if you need him to,
[1:41:39.520 --> 1:41:44.520]  I'm not kidding, somebody ought to write a book about him, 31 years in the army, more than 20 combators.
[1:41:44.520 --> 1:41:49.520]  He's seen it all, Africa, Latin America, Asia, Iraq.
[1:41:49.520 --> 1:41:55.520]  I mean, I was a little, I was like 10 years old, I'm 40, when he was a private in the army,
[1:41:55.520 --> 1:41:59.520]  going off to be in secret operations in the Middle East.
[1:41:59.520 --> 1:42:05.520]  I remember all of it and he moved up to be about as high level as you can get before you're an enlisted officer.
[1:42:05.520 --> 1:42:10.520]  But I bet money, because sometimes he'll get out for a year, he's out a few times, he goes right back.
[1:42:10.520 --> 1:42:14.520]  It's kind of like a hurt locker, because that's all he knows.
[1:42:14.520 --> 1:42:17.520]  That's all he knows, that's all, that's who he is.
[1:42:17.520 --> 1:42:22.520]  And he operates really good for somebody who's 50 something years old, 51, 52 years old.
[1:42:22.520 --> 1:42:31.520]  If he's in better shape than I am, all those tours, all that combat, everything, it's just amazing.
[1:42:31.520 --> 1:42:37.520]  All right, we're going to come back and, I want to get some other news, but I want to finish up and put bookends on this.
[1:42:37.520 --> 1:42:43.520]  About the paper tiger of the Invincible Empire, shaking in its boots over people climbing the fence.
[1:42:43.520 --> 1:42:49.520]  Meanwhile, we have Chinese nuke subs with cruise missile launchers off our shore.
[1:42:49.520 --> 1:42:51.520]  That's coming up straight ahead. I'm Alex Jones.
[1:42:51.520 --> 1:42:54.520]  Well, they're worried about the Tea Party, the FBI is.
[1:42:54.520 --> 1:43:01.520]  We got nuke subs off our coast. Thanks a lot, New World Order.
[1:43:34.520 --> 1:43:41.520]  The result is a unique nascent iodine that is both concentrated and free of unwanted additives, genetically modified ingredients,
[1:43:41.520 --> 1:43:49.520]  and completely vegan. We even pre-screen our survival shield X2 iodine for radiation, pure, clean, and sourced from deep within the earth.
[1:43:49.520 --> 1:43:58.520]  New nascent iodine is available exclusively at infowarslife.com, infowarsstore.com, or call 1-888-253-3139.
[1:44:31.520 --> 1:44:37.520]  We from Scotland have had our skin in this game for the greater part of the last thousand years, and I'm still fighting.
[1:44:37.520 --> 1:44:40.520]  If we don't all stand up right now, we're going to lose everything.
[1:44:40.520 --> 1:44:50.520]  The info war is worldwide. Tell your friends about info wars, and let them know that info wars doesn't print bull. It's real journalism and news, backed up by documented fact.
[1:44:50.520 --> 1:44:59.520]  Step up and take your friends and family to infowars.com, prisonplanet.tv, and planetinfowars.com. The truth will set them free.
[1:44:59.520 --> 1:45:04.520]  Tell folks how you got introduced to Super Male, and then when Super Female came out, tell us what happened.
[1:45:04.520 --> 1:45:09.520]  After I saw such a huge positive change in my husband, I had to try it for myself.
[1:45:09.520 --> 1:45:10.520]  Talk about the effects.
[1:45:10.520 --> 1:45:17.520]  I feel great when I wake up in the morning. I have drive to go to the gym. I feel like I look better. I feel better. I feel sexier. I love it.
[1:45:17.520 --> 1:45:23.520]  Even if you don't believe in supplements, take the challenge. Get a bottle of Super Male, a bottle of Super Female.
[1:45:23.520 --> 1:45:29.520]  Check it out for yourself. Consult your physician. Visit infowarslife.com today. This is life changing.
[1:45:29.520 --> 1:45:33.520]  The government's Department of Homeland Security is buying up loads of ammo.
[1:45:33.520 --> 1:45:39.520]  At the same time, they're restricting civilians' rights to own and purchase firearms. Can you put two and two together?
[1:45:39.520 --> 1:45:47.520]  Infidel Body Armor can stop every round, including hollow points and 308 sniper rounds, is reasonably priced and fully legal.
[1:45:47.520 --> 1:45:55.520]  But for how long? Go to infidelbodyarmor.com, spelled I-N-F-I-D-E-L body armor dot com.
[1:45:55.520 --> 1:45:59.520]  Infidel Body Armor just won't quit.
[1:45:59.520 --> 1:46:06.520]  From the water table to our soils to the atmosphere itself, our world is becoming more and more toxic each and every day.
[1:46:06.520 --> 1:46:14.520]  But it's not just the air outside that's toxic. Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[1:46:14.520 --> 1:46:19.520]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[1:46:19.520 --> 1:46:22.520]  There are more than 42 million smokers in the United States.
[1:46:22.520 --> 1:46:31.520]  Well over a thousand types of mold in mildew linked to numerous conditions. And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[1:46:31.520 --> 1:46:41.520]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape until we can fight back against.
[1:46:41.520 --> 1:46:45.520]  Made with organic and wild cultivated herbs and manufactured in the U.S.A.
[1:46:45.520 --> 1:46:52.520]  The new Info Wars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[1:46:52.520 --> 1:47:20.520]  Now available exclusively at infowarslife.com or by calling toll-free 888-253-3139.
[1:47:20.520 --> 1:47:27.520]  Home stretch ladies and gentlemen. Thank you so much for joining us. I'll be back tomorrow live in studio.
[1:47:27.520 --> 1:47:35.520]  Video simulcast the whole night with the weekday transmission.
[1:47:35.520 --> 1:47:44.520]  Alright I want to finish up the news here in the situation with the White House basically in total panic over two people climbing the fence.
[1:47:44.520 --> 1:47:55.520]  But before we do that, I want to encourage everybody to remember that we have some of the most groundbreaking cutting edge high quality supplements available at infowarslife.com.
[1:47:55.520 --> 1:48:03.520]  And not only are you getting high quality supplements at very affordable prices, you're finding the absolute tip of the spear in the information war.
[1:48:03.520 --> 1:48:15.520]  So I want to invite everybody to go to infowarsstore.com or infowarslife.com to get the amazing oxy powder, a special type of oxygen, proprietary.
[1:48:15.520 --> 1:48:20.520]  It's been out for 20 years but we have the flagship group that we're getting it from.
[1:48:20.520 --> 1:48:25.520]  Pun intended doctor group goes right through the GI tract is flushing everything out.
[1:48:25.520 --> 1:48:33.520]  Oxy powder discount available right now at infowarslife.com. We are getting in more DNA force this week.
[1:48:33.520 --> 1:48:41.520]  And we have the occupower probably the most powerful I formula out there with the non GMO super high quality concentrated compounds.
[1:48:41.520 --> 1:48:47.520]  Some of them patented known to help with eyesight and other nerves in the body as well.
[1:48:47.520 --> 1:49:01.520]  Not just the ocular areas but it focuses on that infowarslife.com high quality water filtration the appropriate G to the clearly filtered 10% off the already lowest price promo code water.
[1:49:01.520 --> 1:49:08.520]  All of that and more available at infowarsstore.com or by calling 24 hours a day seven days a week.
[1:49:08.520 --> 1:49:14.520]  We can answer all your questions 8882533139.
[1:49:14.520 --> 1:49:26.520]  Okay so the politicians are in these big giant armored compounds huge jumbo jets red carpets red carpet events with Hollywood stars why they're so wonderful.
[1:49:26.520 --> 1:49:31.520]  What does it signify that you've gotten a mentally ill person in a Pokemon outfit.
[1:49:31.520 --> 1:49:40.520]  He's admittedly in the news in the Troy record saying he had a history of mental illness wanting to meet with the president to have him heal him.
[1:49:40.520 --> 1:49:46.520]  I think it needs to go to Benny Hinn I think that's who he goes to not not to President Obama not to battle Matt.
[1:49:46.520 --> 1:49:49.520]  But who knows different different strokes for different folks.
[1:49:49.520 --> 1:49:53.520]  So you've got that going on.
[1:49:53.520 --> 1:50:01.520]  And then now you've got this army veteran scaling over who'd been homeless for a while living with two dogs in a camp shack they're saying.
[1:50:01.520 --> 1:50:10.520]  People totally desperate and hammered with celebrity just like you'll get mentally ill people to try to climb the fence at Paris Hilton's house every week.
[1:50:10.520 --> 1:50:14.520]  Or you'll get mentally ill people to try to you know break into where John Lennon lived in New York.
[1:50:14.520 --> 1:50:20.520]  I mean this is what happens when they turn the president into this pop celebrity where he doesn't deliver anything.
[1:50:20.520 --> 1:50:22.520]  He torches the country.
[1:50:22.520 --> 1:50:24.520]  He's the figurehead of that.
[1:50:24.520 --> 1:50:28.520]  It isn't angry people that hate Obama you've got to worry about it.
[1:50:28.520 --> 1:50:36.520]  The mentally ill people you've got to worry about and this sick society is generating so many of them but the wicked flea when none pursue.
[1:50:36.520 --> 1:50:44.520]  I forget what Bible verse that is but maybe we can look that up but the wicked flea when none pursue.
[1:50:44.520 --> 1:50:47.520]  And that's what's happening here.
[1:50:47.520 --> 1:50:53.520]  The wicked flea when none pursue.
[1:50:53.520 --> 1:51:01.520]  And I've always used that quote but they have the new true grit with bridges you know starts with that to Proverbs 28 one thank you.
[1:51:01.520 --> 1:51:12.520]  The wicked flea when none pursue when the establishment is doing all these bad things any authoritarian regime gets more and more oppressive.
[1:51:12.520 --> 1:51:19.520]  Presidents up until Kennedy's day didn't have all that security and did security keep Kennedy safe.
[1:51:19.520 --> 1:51:22.520]  Here's another question overblown security.
[1:51:22.520 --> 1:51:27.520]  Did having the NSA spy on everybody pre 9 11 protect us.
[1:51:27.520 --> 1:51:31.520]  Having all the spying did it protect us from ISIS launching all these offensives.
[1:51:31.520 --> 1:51:36.520]  No because our own power structure basically ran the whole thing.
[1:51:36.520 --> 1:51:43.520]  The truth is we have a power structure that's very mafia so very thuggish and just like North Korea or just like Mexico.
[1:51:43.520 --> 1:51:52.520]  Our system now resembles a classical Roman Empire in decline a banana Republic.
[1:51:52.520 --> 1:51:54.520]  Does that mean the average cop is a bad man or woman.
[1:51:54.520 --> 1:51:56.520]  No does it mean the average FBI agents inherently bad.
[1:51:56.520 --> 1:52:00.520]  No does it mean the average person the CIA is bad inherently.
[1:52:00.520 --> 1:52:03.520]  No a lot of them joined for the right reasons.
[1:52:03.520 --> 1:52:07.520]  But if you think that the top isn't rotten.
[1:52:07.520 --> 1:52:11.520]  And that corruption isn't intensifying at the highest levels.
[1:52:11.520 --> 1:52:14.520]  You're blind.
[1:52:14.520 --> 1:52:19.520]  And denying it is going to let the corruption completely and absolutely take over.
[1:52:19.520 --> 1:52:31.520]  The Constitution lives in the hearts of school teachers and auto mechanics and cops and judges and firefighters and factory owners and minors and just everybody.
[1:52:31.520 --> 1:52:34.520]  It could come back anytime like a phoenix from the ashes.
[1:52:34.520 --> 1:52:38.520]  So is the average cop a bad person even though I criticize the police state.
[1:52:38.520 --> 1:52:45.520]  No I've actually found on average they're better than the general public more away more dedicated understanding what's happening.
[1:52:45.520 --> 1:52:50.520]  But on a very short social engineering leash.
[1:52:50.520 --> 1:52:52.520]  And being manipulated big time.
[1:52:52.520 --> 1:52:57.520]  That's why we got to reach out to the police because tyranny or liberty will come to your door in uniform.
[1:52:57.520 --> 1:53:02.520]  It's historic fact now shifting years into other news here.
[1:53:02.520 --> 1:53:08.520]  This is out of the China Daily Mail.
[1:53:08.520 --> 1:53:17.520]  And it's also in their major state run media reporting that China is now planning to move new subs officially off the US coast.
[1:53:17.520 --> 1:53:21.520]  The head of their Navy said just last week as well as their army.
[1:53:21.520 --> 1:53:28.520]  You've seen these reports that they're preparing for nuclear war and see us as the main enemy now so that's going on.
[1:53:28.520 --> 1:53:37.520]  Mimo we have a White House that evacuates when a guy in a Pokemon outfit with a Pokemon doll climbs over it.
[1:53:37.520 --> 1:53:39.520]  So that's what's going on here.
[1:53:39.520 --> 1:53:41.520]  They're saying we'll prosecute you.
[1:53:41.520 --> 1:53:42.520]  You're all going to get in trouble.
[1:53:42.520 --> 1:53:46.520]  Do you think that's going to stop crazy people?
[1:53:46.520 --> 1:53:51.520]  Since when did threats of jail ever stop someone completely out of their mind?
[1:53:51.520 --> 1:53:55.520]  Address why we have crazy people everywhere increasing.
[1:53:55.520 --> 1:53:59.520]  Every time I hear about somebody getting shot for no reason like a cop in Austin by somebody in Walmart.
[1:53:59.520 --> 1:54:01.520]  I said that person's going to be on some type of psychotropic drug.
[1:54:01.520 --> 1:54:04.520]  And of course they were.
[1:54:04.520 --> 1:54:13.520]  And you're not going to stop cop killing by throwing that guy who was a zombie in jail on a bunch of Xanax.
[1:54:13.520 --> 1:54:17.520]  You're going to stop it by phasing out drugs that are causing this.
[1:54:17.520 --> 1:54:19.520]  I mean it's so simple.
[1:54:19.520 --> 1:54:20.520]  But see they don't want that.
[1:54:20.520 --> 1:54:21.520]  They'd rather just grandstand.
[1:54:21.520 --> 1:54:22.520]  Oh it's horrible.
[1:54:22.520 --> 1:54:24.520]  There's crazy people just shooting people randomly.
[1:54:24.520 --> 1:54:31.520]  Yeah because we're an immoral, decadent, demonic society as evidenced earlier in John Bowne's report.
[1:54:31.520 --> 1:54:32.520]  I mean I'm sorry.
[1:54:32.520 --> 1:54:34.520]  And I'm not on some moral high horse here.
[1:54:34.520 --> 1:54:35.520]  I got my own problems.
[1:54:35.520 --> 1:54:37.520]  But at least I want to be good.
[1:54:37.520 --> 1:54:39.520]  I want to try to be a good person.
[1:54:39.520 --> 1:54:40.520]  I love Jesus Christ.
[1:54:40.520 --> 1:54:43.520]  Who do you love?
[1:54:43.520 --> 1:54:45.520]  I mean is your God the mainstream media?
[1:54:45.520 --> 1:54:50.520]  Because if our God is Hollywood, our world's going to look like Hollywood.
[1:54:50.520 --> 1:54:53.520]  What you idolize is what you build.
[1:54:53.520 --> 1:54:55.520]  It's what you create.
[1:54:55.520 --> 1:55:00.520]  And if you idolize a father that's strong and works hard and is honorable, you'll probably be strong and honorable.
[1:55:00.520 --> 1:55:08.520]  But if you're brought up by a bunch of psychopaths, brought up by the system, you're going to idolize that.
[1:55:08.520 --> 1:55:15.520]  And that's what we're dealing with is unprecedented evil increasing in this society.
[1:55:15.520 --> 1:55:16.520]  I didn't even get to this.
[1:55:16.520 --> 1:55:17.520]  We'll cover it tomorrow.
[1:55:17.520 --> 1:55:21.520]  A giant military plant, a weapons plant exploded in Eastern Ukraine.
[1:55:21.520 --> 1:55:23.520]  Devastation was massive.
[1:55:23.520 --> 1:55:25.520]  The photos and videos are up on infohorses.com.
[1:55:25.520 --> 1:55:27.520]  Looked like a nuclear explosion going off.
[1:55:27.520 --> 1:55:29.520]  Or an atomic explosion.
[1:55:29.520 --> 1:55:33.520]  But so did that fertilizer plant in West Texas.
[1:55:33.520 --> 1:55:35.520]  The town of West Texas.
[1:55:35.520 --> 1:55:36.520]  Not actual West Texas.
[1:55:36.520 --> 1:55:38.520]  The town of West.
[1:55:38.520 --> 1:55:39.520]  Remember that blew up.
[1:55:39.520 --> 1:55:40.520]  Looked like a nuke going off.
[1:55:40.520 --> 1:55:43.520]  The Ukrainians have said that the Russians nuked it.
[1:55:43.520 --> 1:55:46.520]  No, actually Russians separate is probably armed by the Russians.
[1:55:46.520 --> 1:55:48.520]  Fired three missiles into it.
[1:55:48.520 --> 1:55:50.520]  And that was also videotaped.
[1:55:50.520 --> 1:55:52.520]  Now, the airport was also attacked.
[1:55:52.520 --> 1:55:53.520]  And it's just terrible.
[1:55:53.520 --> 1:56:04.520]  I mean, we, the people running our country, not we, but people running our country have us in a pitch battle in Syria and in Ukraine with the Russians.
[1:56:04.520 --> 1:56:08.520]  And I'm not again saying the Russians are good, but the Russians didn't start it.
[1:56:08.520 --> 1:56:13.520]  And where I come from, when you start something, you're to blame for it.
[1:56:13.520 --> 1:56:16.520]  When you start something, you're to blame for it.
[1:56:16.520 --> 1:56:19.520]  So that's escalating very, very quickly right now.
[1:56:19.520 --> 1:56:21.520]  Obviously Scottish independence didn't happen.
[1:56:21.520 --> 1:56:25.520]  A lot of allegations of fraud, some video evidence of that up on info wars.com.
[1:56:25.520 --> 1:56:32.520]  The defeated nationalist leaders, a socialist that's kind of an oxymoron says Scots tricked out of independence.
[1:56:32.520 --> 1:56:36.520]  No, they were so scared of the socialist and the communist that they didn't do it.
[1:56:36.520 --> 1:56:38.520]  That's what happened.
