[00:00:00.189 --> 00:00:02.573]  I think so.
[01:22:31.959 --> 01:22:32.439]  Or call 800-345-8376.
[01:22:32.439 --> 01:22:32.639]  That's 800-345-8376.
[01:22:39.517 --> 01:22:41.639]  What causes foods to spoil?
[01:22:41.639 --> 01:22:44.941]  All produce produces a natural gas which causes ripening.
[01:22:44.941 --> 01:22:50.525]  In addition, foods like onions and garlic emit odors, causing foods to lose their freshness and flavor.
[01:22:50.525 --> 01:23:00.011]  Now there's Forever Fresh for the fridge, a revolutionary new product proven to eliminate refrigerator odors and guaranteed to keep produce fresh at least twice as long as normal.
[01:23:00.331 --> 01:23:06.634]  Nancy McKimpson of Jacksonville, Florida says, Since I started using Forever Fresh, everything stays fresh much longer.
[01:23:06.634 --> 01:23:10.155]  Like strawberries, which now last a couple of weeks instead of just a few days.
[01:23:10.155 --> 01:23:13.837]  Jane Burke of New Jersey says, You know, we eat a lot of salads.
[01:23:13.837 --> 01:23:17.459]  I used to throw out the leftovers because they'd turn brown and they'd shrivel up.
[01:23:17.459 --> 01:23:18.859]  I'm really amazed.
[01:23:18.859 --> 01:23:24.842]  Since I started using Forever Fresh, all my produce stays fresher longer, including the leftovers.
[01:23:24.842 --> 01:23:27.263]  Now I just couldn't get along without Forever Fresh.
[01:23:27.623 --> 01:23:32.684]  To order your Forever Fresh for the fridge, visit the web at foreverfresh.us.
[01:23:32.684 --> 01:23:35.905]  Or call toll-free 1-866-NO-ODERS.
[01:23:35.905 --> 01:23:43.286]  That's 1-866-NO-ODERS.
[01:23:43.286 --> 01:23:46.907]  They railed against the crown.
[01:23:46.907 --> 01:23:48.828]  They railed against the crown.
[01:23:48.828 --> 01:23:50.468]  Another ragtag band.
[01:23:50.468 --> 01:23:52.308]  Another ragtag band.
[01:23:52.308 --> 01:23:53.909]  Declaring independence.
[01:23:53.909 --> 01:23:54.489]  Declaring independence.
[01:23:56.499 --> 01:24:01.861]  They laid their lives, their liberty, their treasure down.
[01:24:01.861 --> 01:24:03.943]  In a bloody war.
[01:24:03.943 --> 01:24:06.204]  For liberty.
[01:24:06.204 --> 01:24:09.546]  For us.
[01:24:09.546 --> 01:24:12.607]  What are we doing for our descendants?
[01:24:12.607 --> 01:24:13.908]  Thanks to them, we're free today.
[01:24:13.908 --> 01:24:17.630]  You know, we play... We play a clip of that
[01:24:24.449 --> 01:24:26.430]  Almost every single broadcast.
[01:24:26.430 --> 01:24:38.034]  Because I want to thank our founding fathers, and I want to thank the veterans, and I want to thank the modern day heroes, like Dr. Bob Bowman, who are standing up and who are going to help us defeat these bastards.
[01:24:38.034 --> 01:24:39.414]  Dr. Bowman, do you have any doubt?
[01:24:39.414 --> 01:24:43.956]  I mean, I see so many prominent people, so many grassroots people, so many good people.
[01:24:43.956 --> 01:24:45.996]  You know, we've got the good thinkers.
[01:24:45.996 --> 01:24:48.017]  Normally, the smartest people are the good people.
[01:24:48.746 --> 01:24:49.967]  They are the informed people.
[01:24:49.967 --> 01:24:55.069]  And then you've got this dumbed-down mass and this gaggle of insane power-controlling freaks.
[01:24:55.069 --> 01:24:56.009]  And I think we can beat them.
[01:24:56.009 --> 01:24:57.890]  What do you think is going to happen?
[01:24:57.890 --> 01:24:58.670]  Absolutely.
[01:24:58.670 --> 01:25:00.651]  I'm very hopeful.
[01:25:00.651 --> 01:25:01.932]  There's so many of us now.
[01:25:01.932 --> 01:25:16.978]  And I tell people out there, if you've got a combat veteran running for office in your district, and he's against this Iraq war, and he's against NAFTA, GATT, CAFTA, World Trade Organization, all the globalization,
[01:25:18.997 --> 01:25:19.838]  Help him.
[01:25:19.838 --> 01:25:22.319]  Get him elected.
[01:25:22.319 --> 01:25:25.562]  My website is bowman2006.com.
[01:25:25.562 --> 01:25:27.263]  Help me.
[01:25:27.263 --> 01:25:29.424]  I've linked to the others.
[01:25:29.424 --> 01:25:40.932]  Help us all get in there and have a Citizens Congress that will serve the needs of the people for a change instead of the greeds of the corporations and the billionaires.
[01:25:40.932 --> 01:25:44.174]  Well, sir, you're a warrior in your own right.
[01:25:44.174 --> 01:25:47.897]  So many people say we can't win, we can't fight, but what fight in life
[01:25:48.633 --> 01:25:54.617]  Even if it's a bully picking on you when you're 10 years old, he's 15, he's trying to beat you up, it's always better just to fight back.
[01:25:54.617 --> 01:26:01.020]  I mean, I know that half the battle is knowing we can win and simply putting one foot in front of the other.
[01:26:01.020 --> 01:26:02.441]  Absolutely.
[01:26:02.441 --> 01:26:04.042]  I mean, is that the lesson you've learned from life?
[01:26:04.042 --> 01:26:05.423]  What other lessons?
[01:26:05.423 --> 01:26:08.005]  Oh, you betcha.
[01:26:08.005 --> 01:26:12.207]  You know, people said I didn't have a chance of keeping weapons out of space in 1983.
[01:26:14.409 --> 01:26:16.511]  But, you know, we did it.
[01:26:16.511 --> 01:26:20.053]  I learned that one person can make a difference.
[01:26:20.053 --> 01:26:21.374]  You're making a difference.
[01:26:21.374 --> 01:26:22.935]  I'm making a difference.
[01:26:22.935 --> 01:26:25.377]  We can all make a difference.
[01:26:25.377 --> 01:26:28.379]  Well, we've also got the motivating factor of trying to keep this country free.
[01:26:28.379 --> 01:26:34.583]  I mean, you know, they changed the rule two years ago where they can start taking private pension funds, and now GM's talking about gutting it.
[01:26:34.583 --> 01:26:36.804]  I mean, we're in crisis mode here.
[01:26:36.804 --> 01:26:37.525]  We are indeed.
[01:26:38.765 --> 01:26:43.868]  Space-based weapons, you know, all those, what, 84% of the shuttle missions have been secret.
[01:26:43.868 --> 01:26:46.149]  There's all these other secret rockets going off.
[01:26:46.149 --> 01:26:47.270]  I mean, what do you think's up there?
[01:26:47.270 --> 01:26:48.290]  I mean, you say you stopped it.
[01:26:48.290 --> 01:26:53.573]  We know you stopped the public weaponization, and a lot of evidence shows that their programs were scaled way back.
[01:26:53.573 --> 01:26:57.075]  But, I mean, what did they want to put in space versus what they have put in space?
[01:26:58.524 --> 01:27:00.765]  Well, they wanted all sorts of stuff up there.
[01:27:00.765 --> 01:27:08.549]  The laser battle stations, the kinetic energy kill vehicles, all sorts of things.
[01:27:08.549 --> 01:27:11.951]  Now, we know that... That's the rail guns?
[01:27:11.951 --> 01:27:15.332]  No, that's another one still.
[01:27:15.332 --> 01:27:19.214]  But I've got a whole book on that stuff.
[01:27:19.214 --> 01:27:20.495]  Oh, tell us about it.
[01:27:20.495 --> 01:27:23.577]  Well, Star Wars Defense or Death Star.
[01:27:23.577 --> 01:27:27.579]  It's out of print now, but I do have a few of them.
[01:27:29.144 --> 01:27:35.493]  And if people are really interested in that, they can contact me through my website.
[01:27:35.493 --> 01:27:39.058]  And if they're interested in the history of this, this is a 1984 book.
[01:27:42.358 --> 01:28:08.935]  But it tells all the technology and the strategy and why these things were against our security interest and why if we had done what Reagan said he wanted to do, which is build Star Wars and give one to the Russians too so we'd both be protected, it would have meant instantaneous and automatic nuclear war.
[01:28:10.485 --> 01:28:12.427]  And the last minute we've got left, why?
[01:28:12.427 --> 01:28:15.890]  I mean, break that equation down.
[01:28:15.890 --> 01:28:37.428]  Well, these weapons, including the ones that Bush is working on now and wanting to put into space, are so vulnerable to even modest technology that any country that wanted to actually shoot an ICBM at us, and had the technology to do that,
[01:28:37.970 --> 01:28:59.647]  ...would automatically have the technology to shoot down Bush's 747s with lasers orbiting off the coast of China, for example, or destroy one of our cruisers with interceptors on it sitting off the coast of North Korea.
[01:28:59.647 --> 01:29:04.551]  The thing about all of these weapons, including the space weapons, is they have to get within
[01:29:06.022 --> 01:29:10.026]  Miles of the launch point to do any good, and they can be destroyed.
[01:29:10.026 --> 01:29:17.333]  So, it was all a hoax on the American people, this whole defense shield.
[01:29:17.333 --> 01:29:17.793]  Just like 9-11.
[01:29:17.793 --> 01:29:24.059]  Just like a 9-11, just like the Iraq War, and just like the coming Iran War if we don't put a stop to it.
[01:29:24.059 --> 01:29:25.621]  Thank you for joining us.
[01:29:25.621 --> 01:29:26.361]  Thank you.
[01:29:26.361 --> 01:29:26.782]  God bless.
