[00:00.000 --> 00:20.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[01:29:28.000 --> 01:29:34.000]  We now have the synergistic solution, DNA force, just one of the key compounds.
[01:29:34.000 --> 01:29:41.000]  BioPQQ is backed by major clinical studies and over 175 HubMed-listed published studies.
[01:29:41.000 --> 01:29:44.000]  You want the best that's out there at the lowest price anywhere?
[01:29:44.000 --> 01:29:49.000]  The ultimate value, cutting edge, trailblazing game changer that also supports the InfoWar.
[01:29:49.000 --> 01:30:00.000]  Secure your DNA force today at infowarslife.com or call toll-free 888-253-3139 DNA force from InfoWar's Life.
[01:30:19.000 --> 01:30:24.000]  I began drinking. I began smoking cigars and then even cigarettes.
[01:30:24.000 --> 01:30:30.000]  I transformed from looking like a white Bruce Lee to looking like a job of the hut.
[01:30:30.000 --> 01:30:35.000]  So I began a journey five years ago to shed the almost 100 pounds.
[01:30:35.000 --> 01:30:40.000]  I started taking super male vitality and saw dramatic results in just a few weeks.
[01:30:40.000 --> 01:30:48.000]  When I added to the mix the key products developed by Dr. Group for infowarslife.com, the results were incredible.
[01:30:48.000 --> 01:30:53.000]  InfoWar's Life.com challenge today at infowarslife.com or give our crew a call.
[01:30:53.000 --> 01:31:19.000]  They can answer all your questions or tell you about any of the specials at 888-253-3139.
[01:31:19.000 --> 01:31:27.000]  We're here at a supermarket in Toledo. You can see the shelves empty where water once was.
[01:31:27.000 --> 01:31:33.000]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[01:31:33.000 --> 01:31:36.000]  Water which will not be available at your local grocery store.
[01:31:36.000 --> 01:31:39.000]  There's a mad dash on right now to stock up on supplies.
[01:31:39.000 --> 01:31:50.000]  The Pro Pure Pro 1 G2.0 water filtration system is a must have for every modern independently minded household.
[01:31:50.000 --> 01:32:10.000]  Go to infowarsstore.com today to purchase your Pro Pure Pro 1 G2.0 water filtration system or call 1-88-253-3139.
[01:32:20.000 --> 01:32:30.000]  No needles, no injections. Secure your revolutionary secret 12 formula right now at infowarslife.com or call 888-253-3139.
[01:32:50.000 --> 01:33:00.000]  Now available in our limited first run at infowarslife.com or call 888-253-3139.
[01:33:21.000 --> 01:33:36.000]  Some of the big news up on infowars.com and prisonplanet.com exclusive National Guard trains to take on US citizens.
[01:33:36.000 --> 01:33:42.000]  And the issue is there's always been riot control and you need some of that for earthquakes you name it.
[01:33:42.000 --> 01:33:49.000]  But it's accelerating, the government's running around like people trying to put out a fire with buckets basically.
[01:33:49.000 --> 01:33:53.000]  At the end of the world they're moving back into underground bunkers that was in the AP last week.
[01:33:53.000 --> 01:34:02.000]  They're gearing up for all sorts of crises and saying in their own documents they're preparing to fight a civil war against libertarians, conservatives and gun owners.
[01:34:02.000 --> 01:34:08.000]  And that's going to be when they fully announce the North American Union, gun confiscation, forced inoculation.
[01:34:08.000 --> 01:34:12.000]  We've always said that. They know when they take the veterans pension funds.
[01:34:12.000 --> 01:34:15.000]  I was told by high level retired general just three years ago.
[01:34:15.000 --> 01:34:21.000]  He said, Alex, you know why they're saying the veterans are the number one enemy and will engage in terror attacks against every police department.
[01:34:21.000 --> 01:34:26.000]  And I said, no, why? And he said, because there's plans to take the military pension funds.
[01:34:26.000 --> 01:34:36.000]  Six months later it's in the news where they're like, yeah, the pension funds are too big for officers and they're too big for enlisted that serve 20-something years.
[01:34:36.000 --> 01:34:41.000]  So they're offering them one-time payouts for about a third of what they'd get.
[01:34:41.000 --> 01:34:50.000]  And then you look at these pensions, they're nothing compared to city managers in Californian small towns that get 800,000 a year.
[01:34:50.000 --> 01:34:57.000]  Oh, but if you're in the military and you're getting $40,000 a year or whatever, that's going to be taken.
[01:34:57.000 --> 01:35:03.000]  And then you think, oh, we have the debt because of that. No, we don't. We signed on to global derivatives.
[01:35:03.000 --> 01:35:08.000]  We signed on to the New World Order's garbage. They're maneuvering us into bankruptcy.
[01:35:08.000 --> 01:35:15.000]  We can have incredible prosperity. We can make whole economies out of taking care of veterans and old people.
[01:35:15.000 --> 01:35:20.000]  We can do whatever we want, but the globalists are sabotaging it.
[01:35:20.000 --> 01:35:23.000]  They want to restrict the economy. They want to pick the winners and losers.
[01:35:23.000 --> 01:35:27.000]  Speaking of winners and losers, Mosul don't know who he is, but a lot of folks might.
[01:35:27.000 --> 01:35:33.000]  James Randy of the Randy Foundation has a new movie out. I went and saw it last night. I talked about it in the first hour.
[01:35:33.000 --> 01:35:39.000]  I mean, nothing against a love story about a creepy old man and another guy. It's not that they're gay that I'm against them.
[01:35:39.000 --> 01:35:46.000]  It's just they're really disgusting. I mean, I can't think of two more unattractive men, quite frankly, and it just went on and on and on.
[01:35:46.000 --> 01:35:54.000]  And I talked about the whole gay agenda tyranny pushing it. That was even Elton John, you know, got paid to be at Rush Limbaugh's wedding.
[01:35:54.000 --> 01:36:00.000]  I like Elton John music. Sounds like something good for a wedding. I would hire somebody whether they were gay or straight.
[01:36:00.000 --> 01:36:09.000]  And everybody criticized Limbaugh, who doesn't even really harp on that subject, just like I don't, but even, I mean, I still even less.
[01:36:09.000 --> 01:36:15.000]  And then Elton John got attacked and like almost boycotted and he said, boy, I do see what Rush Limbaugh is talking about now.
[01:36:15.000 --> 01:36:20.000]  You people are a bunch of salitarians. Exactly. A bunch of control freaks.
[01:36:20.000 --> 01:36:26.000]  And this guy comes out and attacks me and gives me a scam artist award, a Pegasus award.
[01:36:26.000 --> 01:36:32.000]  And attacks me just all over the place. I never really pay attention to it because I was going to see a movie about him.
[01:36:32.000 --> 01:36:36.000]  I did about an hour research. And the stuff he says about me, Alex Jones.
[01:36:36.000 --> 01:36:43.000]  Now, let's talk about a bunch of con men. The first one is an entertainer, a showman. Alex Jones wins the main con artist award.
[01:36:43.000 --> 01:36:50.000]  I played it last hour because he claims he's got an alternative medical treatment called water filters.
[01:36:50.000 --> 01:36:56.000]  He'd be like, he's got a thing he claims on alternative medical treatment like brushing your teeth.
[01:36:56.000 --> 01:37:06.000]  He actually like mowing your lawn. It's really weird or putting your shoes on in the morning. Whoa, he's discredited.
[01:37:06.000 --> 01:37:14.000]  I didn't say it was an alternative therapy. We sell a whole spectrum of high quality water filters that cut out the pesticides, the glyphosates.
[01:37:14.000 --> 01:37:23.000]  We have the studies from the big major top firms, three of them that do the water testing. All of our nutraceutical stuff is tested as well.
[01:37:23.000 --> 01:37:32.000]  In fact, we can't believe it. We have the biggest labs in the world and they say we've never seen anybody do three tests in a row that beat California standards on all of our major products.
[01:37:32.000 --> 01:37:41.000]  California standards so high no one can follow it. Lawyers had it written that way where, you know, there's like, you know, one part per billion of lead you can't sell in California.
[01:37:41.000 --> 01:37:48.000]  You have to list it. We keep getting these tests from top firms back with, you know, electron microscopes and all these spectrometers.
[01:37:48.000 --> 01:37:55.000]  And they're like, you got angels or something in there, you know, over this. We just keep saying nothing, nothing, nothing, nothing.
[01:37:55.000 --> 01:38:08.000]  I mean, we have the cleanest nutraceutical supplements that we've ever seen because we shot for a level of neurotic control knowing we'd be a target.
[01:38:08.000 --> 01:38:17.000]  And we've got those published at infowarslife.com. You want to go see the studies and the tests. In fact, we got new ones in and I keep telling the guys, make sure they post it tomorrow.
[01:38:17.000 --> 01:38:25.000]  We've got the side-by-side test, the comparisons, the competitors with the G2 pro peers, the curly filters and others. They annihilate the competition.
[01:38:25.000 --> 01:38:36.000]  They either remove it all or cut it down to non-techable levels and they have some expert get up and say, he claims he has alternative medical treatments with filters and he claims it cuts out of fluoride.
[01:38:36.000 --> 01:38:50.000]  Fluoride. As if it's not in thousands of publications, thousands of studies. Just a week ago, London Telegraph, the government says fluoride makes you obese, depresses and gives you cancer.
[01:38:50.000 --> 01:38:58.000]  It's confirmed. But an old man with big eyebrows going, I have a Venezuelan sits on my lap.
[01:38:58.000 --> 01:39:11.000]  Well, I mean, if that's the case, you can tell us, you know, magically where to divine everything. So there are some of the tests on the website. You can see in viral tech laboratories, all of them.
[01:39:11.000 --> 01:39:20.000]  So according to these guys, I guess just go drink glyphosate filled wells or whatever. And if that doesn't grow your breast cancer, nothing will. Well, that doesn't give you prostate cancer, nothing will.
[01:39:20.000 --> 01:39:33.000]  Anyways, I meant to go into a plug. I want to do a rant info wars live.com and for store.com. We have high quality products there and it funds the operation. All right, I want to go to Chris and Renegade PD and everybody and Joe and William and Michael everybody else.
[01:39:33.000 --> 01:39:45.000]  I will do it. But finishing up with Zach, I was interrupting you because you got me on a rant. They're trying to get us, you know, to deny the Atlantic Ocean exists. This global tyranny. What was your other point?
[01:39:45.000 --> 01:39:51.000]  Okay, I'll say two more quick points. I mean, Alex, I could talk for hours. Go ahead. Just hit us hard.
[01:39:51.000 --> 01:40:03.000]  I'll hit you hard. Okay. First thing. The you've said it, how the macho man, the tough guy, yuppie will act tough about sports and they'll go to the bar and they'll try and fight each other and act tough.
[01:40:03.000 --> 01:40:12.000]  Real emotion comes out of what you say always is I get mad about these. This attacks on my family and myself.
[01:40:12.000 --> 01:40:26.000]  And you said it's something that stuck with me. He said the most good hearted person is the most dangerous man in the room because when he's cornered, he can become a demon. It's the 1% that bought in the American Revolution of war. Just those people.
[01:40:26.000 --> 01:40:33.000]  Well, that's right. And all these weak people like Hillary think they can bully and push and dominate us and we're weak and we're weak. We're weak until we finally stand up.
[01:40:33.000 --> 01:40:39.000]  That's why they're arming to the teeth, training, building up the biggest mass ever to fight us. And it's not going to work.
[01:40:39.000 --> 01:40:50.000]  In fact, I keep looking at Hillary's face on info wars.com. That is the most demonic, narcissistic rage, power tripping, sicko filth.
[01:40:50.000 --> 01:40:55.000]  And again, I'm not I'm not judging her that she's a lesbian.
[01:40:55.000 --> 01:41:03.000]  I mean, it's admitted she's got all these girlfriends. It's that she sexually harasses women like Bill and uses her power over these women and then gets away with it.
[01:41:03.000 --> 01:41:11.000]  And she's disgusting. I mean, can you imagine Hillary with these young women? I mean, it's just it's not a very nice picture in the mind, is it?
[01:41:11.000 --> 01:41:13.000]  Sadly, I think that's the most flattering picture ever.
[01:41:13.000 --> 01:41:19.000]  No, no, I agree. I mean, I've got him where she looks really ugly, but I didn't use that photo. This is one of her official photos.
[01:41:19.000 --> 01:41:33.000]  But if you look in the eyes, that satisfaction that that look of I'm going to rape you, that look of I'm going to game you, I'm a I'm better than it. It's a predator look those eyes that smirk.
[01:41:33.000 --> 01:41:37.000]  I just want to get that smirk off her dirty face.
[01:41:37.000 --> 01:41:39.000]  Zach, anything else?
[01:41:39.000 --> 01:41:49.000]  Yeah, just one last quick point. New listeners, I would say probably watch Obama deception, maybe try that first.
[01:41:49.000 --> 01:41:54.000]  And then a few documents are related to end game and it's it's it's begun for you.
[01:41:54.000 --> 01:41:59.000]  Yeah, I need to make some more films. I've made one of five years. I just I just do the nightly news and all these special reports.
[01:41:59.000 --> 01:42:08.000]  But those films are powerful by the grace of God. Christian Indiana, you're on the air. Thanks for holding. Go ahead.
[01:42:08.000 --> 01:42:13.000]  All right, Chris sitting there. I'm going to go to break up. Chris, you're there. I'm going to go to break. Come back to you.
[01:42:13.000 --> 01:42:20.000]  Then I'm going to go to renegade PD. Everybody else. I'm going to try to shut up and get to John, Michael, William and Joe and others.
[01:42:20.000 --> 01:42:27.000]  There's a bunch of other news. Obama there meeting with Raul Castro and Raul said it's OK. You're not part of the warmongering.
[01:42:27.000 --> 01:42:31.000]  We love you. And he's the most popular man in Cuba. Obama is in polls.
[01:42:31.000 --> 01:42:39.000]  I mean, he's a total warmongering banker head globalist. And then you've got to watch sycophantic fake leftist.
[01:42:39.000 --> 01:42:45.000]  Raul Castro oversaw the murder of over 200,000 political dissidents.
[01:42:45.000 --> 01:42:53.000]  And just these two sacks of scruffulous, rat turd filth just perched on us.
[01:42:53.000 --> 01:43:00.000]  And then they have the nerve to pose like their leftist when they're bloated corporate magnets.
[01:43:00.000 --> 01:43:06.000]  InfoWarsLife and infowarslife.com is extremely excited to announce our latest release,
[01:43:06.000 --> 01:43:10.000]  Winter Sun, a revolutionary type of vitamin D3.
[01:43:10.000 --> 01:43:15.000]  Winter Sun is a premium quality vitamin D3 nutritional supplement.
[01:43:15.000 --> 01:43:19.000]  It is produced by extracting oil from healthy nutrient dense plants known as lichens.
[01:43:19.000 --> 01:43:22.000]  Every batch is analyzed for purity and D3 content.
[01:43:22.000 --> 01:43:25.000]  It's completely free of toxins and allergens.
[01:43:25.000 --> 01:43:28.000]  Simply put, if you want the best at an extremely low price, this is it.
[01:43:28.000 --> 01:43:32.000]  Winter Sun is the result of our pursuit of the best source of vitamin D3.
[01:43:32.000 --> 01:43:35.000]  The research and development took over two years.
[01:43:35.000 --> 01:43:41.000]  But the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[01:43:41.000 --> 01:43:46.000]  Read the facts at infowarslife.com about Winter Sun vitamin D3.
[01:43:46.000 --> 01:43:52.000]  Not only does vitamin D3 promote a healthy mood, but vitamin D supports our memory and brain function.
[01:43:52.000 --> 01:43:54.000]  Something the globalists are targeting.
[01:43:54.000 --> 01:44:00.000]  Visit infowars.com today or call 888-253-3139.
[01:44:00.000 --> 01:44:02.000]  In the near future.
[01:44:02.000 --> 01:44:06.000]  When you realize how fake it all is, the football, the basketball.
[01:44:06.000 --> 01:44:10.000]  Security, alert. This is Homeland Security.
[01:44:10.000 --> 01:44:14.000]  Analysis, info wars, building independent media operations.
[01:44:14.000 --> 01:44:19.000]  You let the worst people get controlled and tell us that we are the ones responsible.
[01:44:19.000 --> 01:44:21.000]  Prime Directive, discredit Alex Jones.
[01:44:21.000 --> 01:44:24.000]  Jones is the wildly popular conspiracy theory.
[01:44:24.000 --> 01:44:27.000]  A popular conspiracy theory talk show called Info Wars.
[01:44:27.000 --> 01:44:30.000]  Alex Jones is now in an Austin jail.
[01:44:30.000 --> 01:44:32.000]  These people are assaulting us.
[01:44:32.000 --> 01:44:34.000]  Targeting of patriots engaged.
[01:44:34.000 --> 01:44:36.000]  They are never going to stop.
[01:44:36.000 --> 01:44:40.000]  They're never going to deviate from their program until we stop them.
[01:44:40.000 --> 01:44:44.000]  Block free iPhone app at infowars.com.
[01:44:44.000 --> 01:44:47.000]  Block free podcast and video feed.
[01:44:47.000 --> 01:44:48.000]  Imperative.
[01:44:48.000 --> 01:44:52.000]  You got to set your eye on the enemy.
[01:44:52.000 --> 01:44:55.000]  Not worry about what propaganda they put out.
[01:44:55.000 --> 01:45:20.000]  No Electroly, it's for God you can fail it.
[01:45:20.000 --> 01:45:29.500]  no injections. Secure your revolutionary secret 12 formula right now at infowarslife.com or call 888-253-3139.
[01:45:29.500 --> 01:45:35.000]  Alex Jones here. For the last two years I've been working with top doctors, nutritionist and chemist,
[01:45:35.000 --> 01:45:40.000]  to design a nutraceutical formulation that has truly life-changing health benefits.
[01:45:40.000 --> 01:45:43.500]  Introducing the all-new ancient defense herbal immunity blend.
[01:45:43.500 --> 01:45:52.000]  Experience the benefits of combining over 14 ancient herbs and extracts with exciting new advances in nutraceutical science.
[01:45:52.000 --> 01:45:59.000]  Visit infowarslife.com or call 1-888-253-3139. That's infowarslife.com.
[01:45:59.000 --> 01:46:01.000]  Hey, how are you doing? Good, brother.
[01:46:01.000 --> 01:46:04.500]  I just recently started using your products. Everything you said about them is correct.
[01:46:04.500 --> 01:46:08.500]  Me and my wife both use a lot of them and it's made a lot of changes in our lives here.
[01:46:08.500 --> 01:46:13.500]  Well, thank you, brother, because it also funds our operation, but doing that I know I've got to have the highest quality.
[01:46:13.500 --> 01:46:21.500]  Super-male vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[01:46:21.500 --> 01:46:26.500]  We do the super-male and the super-female vitality. Big changes, a lot of energy.
[01:46:26.500 --> 01:46:31.000]  We've gotten off the cheap energy drinks, energy shots, they've got a ton of money there.
[01:46:31.000 --> 01:46:39.000]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated, or maximum potency.
[01:46:39.000 --> 01:46:43.500]  They want to stun and dumb down and energy drinks and stuff, just cover that up for a while,
[01:46:43.500 --> 01:46:49.500]  but then burn you out in my experience, whereas stuff that gets your glands naturally going goes right to the source.
[01:46:49.500 --> 01:46:51.500]  So it's pretty exciting and I love it.
[01:46:51.500 --> 01:47:01.500]  This is InfoWarsLife.com today to secure your super-male vitality and other powerful products from InfoWarsLife.
[01:47:21.500 --> 01:47:27.500]  I didn't mean to go off into a jag, probably spent 15 minutes total of the two hours today talking about James Randy
[01:47:27.500 --> 01:47:31.500]  and the Honest Liar movie that's out in theaters that I went and saw.
[01:47:31.500 --> 01:47:37.500]  It's just, he doesn't just attack me in that same video where he says I'm a charlatan, because I say filter your water.
[01:47:37.500 --> 01:47:39.500]  He'll give me a break.
[01:47:39.500 --> 01:47:44.500]  Like, go to Africa and drink out of a swamp. He says water filtration exists.
[01:47:44.500 --> 01:47:49.500]  I mean, it's all about how they control reality, like snopes.
[01:47:49.500 --> 01:47:56.500]  Like, because they expose a fraudulent preacher or a fraudulent psychic, then water filtration isn't real.
[01:47:56.500 --> 01:48:00.500]  Or you've got a medical doctor like Dr. Oz, who does a lot of really good work.
[01:48:00.500 --> 01:48:09.500]  He's one of the best people on mainstream TV to tell the truth about, you know, well, vaccines do actually have reactions that's on the insert.
[01:48:09.500 --> 01:48:13.500]  So the people that have questions about it and problems, I mean, I think they are reasonable.
[01:48:13.500 --> 01:48:16.500]  You horrible person, you should be banned from TV.
[01:48:16.500 --> 01:48:19.500]  Governor Christie came out and said that.
[01:48:19.500 --> 01:48:22.500]  How dare you say there's any problems? There's never been a problem.
[01:48:22.500 --> 01:48:24.500]  What?
[01:48:24.500 --> 01:48:29.500]  They have a multi-billion dollar a year secret payout fund and the vaccine damage fund.
[01:48:29.500 --> 01:48:33.500]  That is, the court is secret. The details are secret, but it's admitted.
[01:48:33.500 --> 01:48:39.500]  There's never been one problem from the vaccine. I'm James Randy.
[01:48:39.500 --> 01:48:47.500]  Dr. Oz in FullWars.com slams Glyphosate, Monsanto and regulators, allowing its release. Monsanto declined to participate.
[01:48:47.500 --> 01:48:51.500]  I mean, they've got so many studies that this gross tumors, it'll just blow your mind.
[01:48:51.500 --> 01:48:57.500]  And then they go on and attack him because he came out and said that, and it's the same guy attacking him.
[01:48:57.500 --> 01:49:00.500]  There's no science that Glyphosate has a problem.
[01:49:00.500 --> 01:49:05.500]  I have a big beard and a man sitting on my lap. No one can say no to that.
[01:49:05.500 --> 01:49:11.500]  Is that the answer for me to break through to folks and get them off fluoride and open borders and just have a...
[01:49:11.500 --> 01:49:15.500]  Like James Randy, a guy from Venezuela just sitting on my lap.
[01:49:15.500 --> 01:49:21.500]  And then it's all fixy. They're like, oh, he has a 200 IQ. He's bang.
[01:49:21.500 --> 01:49:24.500]  We'll find a small South American half your age.
[01:49:24.500 --> 01:49:27.500]  We need to find a small South American half my age.
[01:49:27.500 --> 01:49:31.500]  I guess they'd be 20. Randy's like 85 and he's like a...
[01:49:31.500 --> 01:49:35.500]  We put him right here on my knee. I remember there's a vertuillicus dummy.
[01:49:35.500 --> 01:49:39.500]  I'll say I'm married to a gay friend and it'll just sit there and go, you are amazing. You are amazing.
[01:49:39.500 --> 01:49:43.500]  That's the whole movie. You are amazing, Randy. You are amazing, Randy.
[01:49:43.500 --> 01:49:48.500]  I remember whenever they had media matters calling me up, they wanted to talk to me.
[01:49:48.500 --> 01:49:52.500]  So I talked to the head editor and I go, you were funded by George Soros, 3 million last year.
[01:49:52.500 --> 01:49:57.500]  And he goes, no, he weren't. And I went, I'm on the Federal Elections Commission link right here.
[01:49:57.500 --> 01:50:02.500]  I was just like, see, I'm supposed to be this idiot.
[01:50:02.500 --> 01:50:05.500]  Just like everyone else. Oh, you're not involved with Soros?
[01:50:05.500 --> 01:50:08.500]  Oh, okay. He didn't found you with the White House?
[01:50:08.500 --> 01:50:11.500]  Oh, thank you for telling me.
[01:50:11.500 --> 01:50:14.500]  Because you say what reality is, right?
[01:50:14.500 --> 01:50:18.500]  Oh, I forgot.
[01:50:18.500 --> 01:50:21.500]  I'm gonna throw up.
[01:50:21.500 --> 01:50:24.500]  I'm sorry. I want to go to your calls. Chris, go ahead and finish up.
[01:50:24.500 --> 01:50:28.500]  I'm sorry. I didn't get to you. Chris, go ahead.
[01:50:28.500 --> 01:50:32.500]  Alex. Yes.
[01:50:32.500 --> 01:50:36.500]  You know, I wanted to make a comment about Hillary's announcement, but man, you're a coot dude.
[01:50:36.500 --> 01:50:42.500]  We don't need to filter our water, take Nathan Iodine or B3 or flush our guts with our organic oxy-fire.
[01:50:42.500 --> 01:50:48.500]  Yeah, it doesn't matter. Glad to say it kills all your regular gut flora and all the studies and does it to farm animals and kills them.
[01:50:48.500 --> 01:50:51.500]  I mean, just, just, just, you know, what you're doing with the government says, come on.
[01:50:51.500 --> 01:50:57.500]  Yeah, we don't need to look at the Harvard studies that show that fluoride reduces children's IQ or anything.
[01:50:57.500 --> 01:50:59.500]  No, we don't need to look at any of that.
[01:50:59.500 --> 01:51:04.500]  I mean, don't even start shitting me on Reuters instantly. I mean, just, just people, just don't do it.
[01:51:04.500 --> 01:51:18.500]  Exactly. Well, hey, I gotta tell you, Hillary Clinton, she's nothing but a lying, pseudo-feminist, gun confiscating, baby-killing, warmongering scumbag,
[01:51:18.500 --> 01:51:21.500]  working for the council on farm relations. I gotta tell you what.
[01:51:21.500 --> 01:51:29.500]  I agree. And the only redeeming thing about her is, I guarantee you, she wears full-body black spandex or black latex with a bullweb. Guaranteed.
[01:51:29.500 --> 01:51:31.500]  Geez, disgusting.
[01:51:31.500 --> 01:51:37.500]  In fact, it's her sexual activity, the only reprieving thing about her. Okay, I'm being sarcastic. I'm gonna stop right now.
[01:51:37.500 --> 01:51:43.500]  Ashley, though, she's, it's not murdering children. It's not setting up the Navy SEALs in Benghazi. It's not shipping guns into Mexico.
[01:51:43.500 --> 01:51:50.500]  It's not blowing up Oklahoma City. It's not killing Vince Foster. It's not good, but it's the least of the things. I'm sorry.
[01:51:50.500 --> 01:51:56.500]  I mean, she's nothing but a clear underword. I mean, the war on women is fake. Eighty percent of the women...
[01:51:56.500 --> 01:52:01.500]  If you don't support whatever she says, you're against women.
[01:52:01.500 --> 01:52:09.500]  Alex, you've been talking about the House of Cards. I watched all three segments so far. Oh my God, you have no idea how...
[01:52:09.500 --> 01:52:14.500]  No, no, I never watched TV. I had a hernia surgery, so I watched a bunch of TV, and it's just unbelievable how they make him a hero.
[01:52:14.500 --> 01:52:17.500]  And he's obviously a bad guy. I'm out of time with that call. Thank you, Chris.
[01:52:17.500 --> 01:52:24.500]  Renegade Peaty, I want to hear that you worship Hillary right now.
[01:52:24.500 --> 01:52:27.500]  Oh, I love Hillary Bushton. Good.
[01:52:27.500 --> 01:52:30.500]  I love Hillary Bushton and Jeb Bushton.
[01:52:30.500 --> 01:52:34.500]  But no, it's Jeb Clinton and Hillary Bush.
[01:52:34.500 --> 01:52:39.500]  That's what I... The Bush tins, man. They might as well just marry each other. You know, I mean...
[01:52:39.500 --> 01:52:42.500]  Well, the Clintons are Bush fronts, so it's true, yes.
[01:52:42.500 --> 01:52:47.500]  Yes, it's true. You know what? But here's something else. This is something that even scares me more.
[01:52:47.500 --> 01:52:55.500]  And I'm going to tell you, I haven't felt fear like this since I was in the desert of Iraq in 1991, 24 years ago.
[01:52:55.500 --> 01:52:58.500]  This SB 277 in California.
[01:52:58.500 --> 01:53:03.500]  You don't want forced inoculations now to go to the governor? Of course, we told you it was coming, but it was never going to come.
[01:53:03.500 --> 01:53:06.500]  Now forced inoculation? Yes, yes.
[01:53:06.500 --> 01:53:08.500]  Yes, forced inoculation. But you know what? Here's the thing.
[01:53:08.500 --> 01:53:13.500]  Everybody with a near shot of my voice needs to start calling to California and complaining.
[01:53:13.500 --> 01:53:15.500]  Whether you live in California or you don't.
[01:53:15.500 --> 01:53:18.500]  I have a 12-year-old boy and a 3-year-old daughter.
[01:53:18.500 --> 01:53:21.500]  My boy's half vaccinated because I wasn't the wiser.
[01:53:21.500 --> 01:53:23.500]  My girl, she's vaccine-free.
[01:53:23.500 --> 01:53:25.500]  You know what?
[01:53:25.500 --> 01:53:28.500]  It's going to start with the kid and it's going to go to the adult.
[01:53:28.500 --> 01:53:31.500]  And if a pass is here, it's going to go across the country.
[01:53:31.500 --> 01:53:35.500]  And then now they've got over 200 they want to get approved, over 100 they want to give.
[01:53:35.500 --> 01:53:38.500]  People say, well, when I was a kid, I didn't get sick because you took like five.
[01:53:38.500 --> 01:53:43.500]  Now it's over 50 and we know the inserts say it screws you up.
[01:53:43.500 --> 01:53:45.500]  Read the inserts.
[01:53:45.500 --> 01:53:49.500]  Absolutely, it's here. And they've got a whole bunch of other states on the measles thing.
[01:53:49.500 --> 01:53:53.500]  It turned out it was vaccinated people that got it.
[01:53:53.500 --> 01:53:57.500]  They kept saying in the news, funny, I'm vaccinated, but I got it.
[01:53:57.500 --> 01:54:02.500]  And then that's who's spreading it. The insert says it can give you measles and have you spread it.
[01:54:02.500 --> 01:54:05.500]  One person died 11 years ago from measles.
[01:54:05.500 --> 01:54:08.500]  You know how many have died from vaccines they admit?
[01:54:08.500 --> 01:54:13.500]  Just the swine flu vaccines alone in the 70s killed more than 14,000 people.
[01:54:13.500 --> 01:54:16.500]  But see, where's the horror?
[01:54:16.500 --> 01:54:18.500]  The thing, Alex, here's my question.
[01:54:18.500 --> 01:54:20.500]  You know they're going to pull the end around, right?
[01:54:20.500 --> 01:54:21.500]  Here's what they do.
[01:54:21.500 --> 01:54:22.500]  They're going to pass the law.
[01:54:22.500 --> 01:54:24.500]  They're going to say, well, your kid can't come to school.
[01:54:24.500 --> 01:54:25.500]  Fine.
[01:54:25.500 --> 01:54:26.500]  I'm going to keep my kid out of school.
[01:54:26.500 --> 01:54:30.500]  Then they're going to call CPS and say, hey, you're keeping your kid out of school.
[01:54:30.500 --> 01:54:31.500]  Now we've got to take your kid away.
[01:54:31.500 --> 01:54:35.500]  And now in California they've tried to pass laws saying you've got to have an education license to homeschool.
[01:54:35.500 --> 01:54:38.500]  Yeah, no, it's the state coming in to terminate parental rights.
[01:54:38.500 --> 01:54:44.500]  Listen, they passed the law last year and I warned folks that they can give your kids inoculations or anything else
[01:54:44.500 --> 01:54:48.500]  without parental consent by age 11 if they sign the form.
[01:54:48.500 --> 01:54:51.500]  Well, you can't get your kid to buy insurance until they're 18,
[01:54:51.500 --> 01:54:55.500]  or you can't get them to have sex with them until they're 18 because it's statutory rape.
[01:54:55.500 --> 01:54:57.500]  They're not at the age of consent.
[01:54:57.500 --> 01:54:59.500]  They're not ready to make the decisions.
[01:54:59.500 --> 01:55:04.500]  But the state's saying, hey, we can come in and if your kid agrees with us, we trump the parent.
[01:55:04.500 --> 01:55:06.500]  I mean, what about that?
[01:55:06.500 --> 01:55:07.500]  God bless you.
[01:55:07.500 --> 01:55:08.500]  Appreciate your call.
[01:55:08.500 --> 01:55:10.500]  I meant to talk about this today, but I didn't.
[01:55:10.500 --> 01:55:11.500]  There's the Fox News headline.
[01:55:11.500 --> 01:55:14.500]  Bill requiring vaccination of California children passes first test.
[01:55:14.500 --> 01:55:17.500]  I'm an emotional testimony.
[01:55:17.500 --> 01:55:19.500]  SB 277.
[01:55:19.500 --> 01:55:22.500]  I wasn't going to drive those cars and what it really means folks.
[01:55:22.500 --> 01:55:24.500]  I mean, this is just hell what they're setting up.
[01:55:24.500 --> 01:55:25.500]  Joe in Connecticut.
[01:55:25.500 --> 01:55:26.500]  You're on the air.
[01:55:26.500 --> 01:55:27.500]  Welcome.
[01:55:27.500 --> 01:55:28.500]  Hi, Alex.
[01:55:28.500 --> 01:55:29.500]  Thank you.
[01:55:29.500 --> 01:55:30.500]  You know what?
[01:55:30.500 --> 01:55:32.500]  I was just wanted to call and say that we can't tolerate Hillary Clinton.
