[00:00.000 --> 00:14.000]  🎵
[2:57:08.320 --> 2:57:16.480]  america to north america to asia to uh what's happening in in eurasia what's happening in europe
[2:57:16.480 --> 2:57:21.920]  it is an amazing time to be alive and i am just so honored to be here the fourth hour coming up
[2:57:21.920 --> 2:57:25.680]  straight ahead you know a lot of times i hosted other times guest host house it's always a great
[2:57:25.680 --> 2:57:31.280]  grab bag but it has folks with their stamina invigorated ready to explode out of the gate
[2:57:31.280 --> 2:57:35.600]  so that's the fourth hour many of our affiliates carry that they don't please do and please carry
[2:57:35.600 --> 2:57:42.080]  david night's real news 8 a.m to 11 a.m syndicated by info wars right here at info wars dot com
[2:57:42.080 --> 2:57:48.960]  port slash show support good oral health with our one-of-a-kind super blue fluoride free products
[2:57:48.960 --> 2:57:54.960]  info wars life brings you a revolutionary toothpaste blend with iodine and nano silver designed to
[2:57:54.960 --> 2:58:00.080]  deliver a powerful clean enjoy a minty fresh flavor made with peppermint oil or try our bubble
[2:58:00.080 --> 2:58:05.360]  gum flavor pair this groundbreaking toothpaste with a super blue fluoride free mouthwash and
[2:58:05.360 --> 2:58:11.280]  supercharge your oral health our amazing mouthwash features natural oils and ancient ingredients used
[2:58:11.280 --> 2:58:17.120]  since aboriginal and biblical times instead of containing fluoride our super blue line is loaded
[2:58:17.120 --> 2:58:22.320]  with the good halogen iodine and an array of other beneficial compounds that have been hand selected
[2:58:22.320 --> 2:58:27.680]  for their oral health benefits super blue fluoride free mouthwash and toothpaste are the first and
[2:58:27.680 --> 2:58:34.560]  only to contain all of these natural ingredients xylitol nano silver and iodine notice the difference
[2:58:34.560 --> 2:58:39.840]  with our super blue fluoride free products refresh your breath and invigorate your oral health
[2:58:39.840 --> 2:58:48.000]  routine at info war store dot com that's info war store dot com enjoy all natural bath and beauty
[2:58:48.000 --> 2:58:52.960]  products with emmerich's essentials we are proud to bring you a collection of organic based household
[2:58:52.960 --> 2:59:00.880]  products at info war store dot com including non-nano spf 30 zinc oxide sunscreen deep free
[2:59:00.880 --> 2:59:07.840]  herbal bug spray concentrated peppermint mouthwash unscented body wash tea tree shampoo and long
[2:59:07.840 --> 2:59:13.040]  lasting natural deodorant emmerich's essentials is free of chemicals and toxins that may harm
[2:59:13.040 --> 2:59:18.080]  your body we carefully select pure and simple ingredients to create formulas that are certified
[2:59:18.080 --> 2:59:24.400]  usda made with organic our mission is to offer you everyday organic household products to enhance
[2:59:24.400 --> 2:59:30.240]  your life truly feel the difference by going organic natural without compromising on quality
[2:59:30.240 --> 2:59:35.280]  feel good about using emmerich's essentials start saving money and stop exposing yourself and your
[2:59:35.280 --> 2:59:40.720]  family to toxic ingredients visit info war store dot com and learn more about the new emmerich's
[2:59:40.720 --> 2:59:49.280]  essentials line of organic products that's info war store dot com you're listening to the alex
[2:59:49.280 --> 3:00:04.960]  jones show lie from austin texas broadcasting worldwide it's alex jones don't try it on me
[3:00:05.680 --> 3:00:10.320]  got a caller here from tokyo i didn't realize but hold on to 30 minutes let's talk about north korea
[3:00:10.320 --> 3:00:17.840]  world war three the poll watch that's coming up live from london england let's go ahead and go to
[3:00:17.840 --> 3:00:25.760]  yoshi in tokyo yoshi you're on the air worldwide that's the jones it's an honor to be here my uh
[3:00:25.760 --> 3:00:32.960]  hundred-year-old grandmother enjoys the caveman well thank you she lost her balance so she keeps
[3:00:32.960 --> 3:00:38.720]  falling but she never breaks the bone i don't know if it's helping but yeah it's tasty and
[3:00:38.720 --> 3:00:44.800]  and it's really a staple here wow you get it all the way to tokyo thank you for the support sir
[3:00:46.000 --> 3:00:49.760]  yeah the shipping cost is really a pain there's never we'll try to get some international
[3:00:49.760 --> 3:00:54.560]  distributors or something like or maybe have 50 off for folks that are overseas or something to
[3:00:54.560 --> 3:01:00.400]  alleviate that yeah that would significantly increase my purchase as it's because sometimes i buy
[3:01:00.400 --> 3:01:06.640]  something and then one third of the cost is just uh i understand or customs tries to hold it up i know
[3:01:06.640 --> 3:01:12.240]  folks ordering overseas are really uh really really doing it as as a service to us so thank you
[3:01:13.200 --> 3:01:19.760]  oh yeah so anyway so i'm in tokyo i'm half japanese but i've been here most of my life
[3:01:20.480 --> 3:01:29.120]  the issue is north korea and the belligerent or diplomatic solution and i'm rather disturbed
[3:01:29.120 --> 3:01:38.000]  are sad to see that informers or yourself have taken a stance that there is no diplomatic solution
[3:01:38.000 --> 3:01:47.760]  but uh i have well i have faith in your ability to read and do research but it seems maybe mister
[3:01:47.760 --> 3:01:56.560]  noticed that there's this old treaty called the agreed framework which uh initially was supposed
[3:01:56.560 --> 3:02:04.960]  to halt uh nuclear weapons development by north korea by stopping their construction of these
[3:02:04.960 --> 3:02:10.000]  nuclear um sure the framework agreement was given reactors and everything and they stopped
[3:02:10.000 --> 3:02:13.600]  doing it but they gave them reactors they can build the fissile material so i'm aware of all
[3:02:13.600 --> 3:02:19.040]  those framework agreements when it goes back to like jimmy carter and people right no the framework
[3:02:19.040 --> 3:02:23.360]  of agreement is under clinton sure the fool that's when they transferred them to stop but i think
[3:02:23.360 --> 3:02:27.200]  they started negotiations i'm saying with clinton they use jimmy carter as the envoy
[3:02:28.560 --> 3:02:34.960]  yeah but the perhaps the misunderstanding is that giving them the agreement under the agreement is
[3:02:34.960 --> 3:02:42.160]  to give them uh light water reactors but there was never any funding to do so the u.s congress
[3:02:42.720 --> 3:02:49.040]  did not want to do so well let me say this i do believe there's diplomatic stuff i don't want a war
[3:02:49.040 --> 3:02:54.240]  or i've only looked at both sides of this and i i think kim jong-un's a really bad guy and
[3:02:54.240 --> 3:02:59.520]  his firing missiles right over you know the uh your country japan but but i i mean i think
[3:02:59.520 --> 3:03:03.760]  a war would be disastrous but i know even the japanese government's getting more hard line
[3:03:03.760 --> 3:03:06.960]  with kim jong-un well i mean why do you think that's happening and what do you think should happen
[3:03:08.800 --> 3:03:16.240]  look if japan wasn't such a country because of well being bombed back to the stone age
[3:03:16.240 --> 3:03:22.080]  so to speak and with the new treat constitution and all the brainwashing that the americans
[3:03:22.080 --> 3:03:30.240]  instituted subsequently to make us feel so thoroughly guilt ridden that we're so we aren't so
[3:03:31.040 --> 3:03:38.480]  militarist but uh economic sanctioned on an extremely poor country won't help at all but
[3:03:38.480 --> 3:03:42.720]  you see uh so don't understand it was just starboard people but you're saying if you had your own
[3:03:42.720 --> 3:03:46.560]  military uh then then then north korea wouldn't be acting like this or what are you saying
[3:03:48.080 --> 3:03:54.320]  if we did then we probably have already sent special forces in the 80s or 90s to reclaim our
[3:03:54.320 --> 3:04:00.160]  people japan really loves north korea especially after they've abducted our people but that's not
[3:04:00.160 --> 3:04:06.480]  really oh yeah exactly like kim jong-un's father kim jong-il used to kidnap lots of folks just for
[3:04:06.480 --> 3:04:14.160]  his own sexual pleasure sexual pleasure and forcing people to teach uh their spies japanese
[3:04:14.160 --> 3:04:18.800]  or other other things technical things but there you are saying how bad north korea is and then
[3:04:18.800 --> 3:04:22.720]  and then we're bad for saying they're bad i mean i'm just not gonna say they're good that's all
[3:04:24.000 --> 3:04:31.440]  so yeah that's that's a given they're universally hated and uh as uh one of the phrases we like to
[3:04:31.440 --> 3:04:40.560]  say is that north korea is like the the uh vial armpit of asia nobody wants to get well it's
[3:04:40.560 --> 3:04:44.640]  certainly an oppressive communist regime thank you for the call yoshi thanks for your support call
[3:04:44.640 --> 3:04:54.400]  back again i'd love to talk longer whole watch is coming up stay with us it was thomas jefferson
[3:04:54.400 --> 3:04:58.240]  who once said that our country is now taking so steady a course as to show by what rodeo will
[3:04:58.240 --> 3:05:03.200]  pass to destruction to wit by consolidation of power first and then corruption its necessary
[3:05:03.200 --> 3:05:07.440]  consequence jefferson was warning us about the global elite the one percent of the one percent
[3:05:07.440 --> 3:05:12.080]  consolidating the world's wealth and subverting the people's voice in government unfortunately we
[3:05:12.080 --> 3:05:16.800]  didn't heed his advice we now live in a neo feudalistic society which were treated as indentured
[3:05:16.800 --> 3:05:21.280]  servants who only exist to serve the needs of the establishment political office no longer represents
[3:05:21.280 --> 3:05:25.840]  the voice of the people but rather the initiation process politicians go through to gain acceptance
[3:05:25.840 --> 3:05:30.320]  into the aristocracy simply put we the people are responsible for civilization and culture yet
[3:05:30.320 --> 3:05:34.160]  we're suppressed by a tiny elite who have organized into criminal gangs that operate governments
[3:05:34.160 --> 3:05:38.880]  around the world we falsely believe that everything is simply black and white one extreme against the
[3:05:38.880 --> 3:05:43.600]  other conservative versus liberal but things will change once more of us realize this truth as thomas
[3:05:43.600 --> 3:05:48.320]  jefferson also said enlighten the people generally and tyranny and oppressions of the body and mind
[3:05:48.320 --> 3:06:03.600]  will vanish like evil spirits at the dawn of day this is kit daniels within full wars dot com
[3:06:05.840 --> 3:06:10.400]  we alive it is the fourth hour of the alex jones show coming up at the bottom of the hour we
[3:06:10.400 --> 3:06:15.680]  have a special guest he's an actor and a model young guy just making his way in the world
[3:06:15.680 --> 3:06:21.920]  he was fired for supporting donald trump he was fired for being a conservative he's going to tell
[3:06:21.920 --> 3:06:27.360]  you the full story it ties into the whole harvey winestein situation which is still blowing up
[3:06:27.360 --> 3:06:32.960]  hillary clinton it took hillary clinton less than what five hours to blame the nla for the last
[3:06:32.960 --> 3:06:40.880]  vegas massacre it took her five days to disavow to finally condemn harvey winestein this is cnn
[3:06:40.880 --> 3:06:46.640]  hillary can hillary clinton condemns longtime democratic donor harvey winestein hillary clinton
[3:06:46.640 --> 3:06:51.520]  condemned disgrace hollywood executive harvey winestein on tuesday marking her first public
[3:06:51.520 --> 3:06:56.320]  comments on the matter since reports of his alleged predatory behavior broke five days ago
[3:06:57.040 --> 3:07:01.200]  so is she going to give the one million plus dollars that harvey winestein donated to her
[3:07:01.200 --> 3:07:09.040]  campaign to a rape victims charity don't hold your breath she said quote the behavior described
[3:07:09.040 --> 3:07:16.480]  by women cannot be tolerated that's what hillary clinton said about harvey winestein the behavior
[3:07:16.480 --> 3:07:21.680]  described by women cannot be tolerated unless your name is bill clinton of course and then hillary
[3:07:21.680 --> 3:07:28.320]  will not only tolerate that behavior she'll intimidate the victims on your behalf so she's
[3:07:28.320 --> 3:07:34.800]  finally condemned it after five days we have countless hollywood celebrities who have worked
[3:07:34.800 --> 3:07:40.560]  closely with winestein who have spiked this story who have helped get this story spiked in the past
[3:07:41.120 --> 3:07:53.120]  still refusing to come out matt daemon it's amazing the most self-righteous people the most
[3:07:53.120 --> 3:07:58.160]  vehement self-righteous people on every other issue which which is what matt daemon is those are
[3:07:58.160 --> 3:08:02.880]  always the people who have the biggest skeletons in the closet he was one of the guys who made the
[3:08:02.880 --> 3:08:09.280]  phone call back in 2004 when this was about to blow up in the new york times they spiked it
[3:08:09.280 --> 3:08:15.200]  it was matt daemon and ben afleck well even ben afleck now has been forced to come out five days
[3:08:15.200 --> 3:08:21.280]  later and disavow but again after everybody else already did it he was the what he was the first
[3:08:21.280 --> 3:08:27.360]  one that should have disavowed it because he helped spike this story back in 2004 when the new york
[3:08:27.360 --> 3:08:34.000]  times had it and they sunk it so this continues to rumble of course we had new revelations today
[3:08:34.000 --> 3:08:39.600]  the new yorkers put out a giant article which i've read most of it it'll tell you about an hour to
[3:08:39.600 --> 3:08:46.400]  read the whole thing describing detailing what these victims actually went through and it really
[3:08:46.400 --> 3:08:52.560]  puts to shame those people who have been claiming over the past few days that there's any equivalency
[3:08:52.560 --> 3:09:00.640]  between the trump grabber by the you know what tape and the serial mechanized industrial abuse
[3:09:00.640 --> 3:09:06.880]  the harvey weinstein raw over the course of three decades remember we had stelter brian stelter of
[3:09:06.880 --> 3:09:13.200]  cnn we had rob briner come out yesterday a couple of days ago and say oh this is trump is even worse
[3:09:13.840 --> 3:09:20.400]  trump's locker room talk is worse than this guy allegedly raping women if you read about the
[3:09:20.400 --> 3:09:25.520]  details of it we can't get into the details of it because that's a graphic he's comparing a
[3:09:25.520 --> 3:09:30.720]  trump's hollywood access tape well he said you know they let them grab you by the you know what
[3:09:31.680 --> 3:09:38.800]  to actual incidents where harvey weinstein would lure these women frightened young women often
[3:09:38.800 --> 3:09:44.640]  less than 25 years old a lot of them he would lure them to his hotel room he would strip down naked
[3:09:44.640 --> 3:09:51.440]  expose himself basically grab their head and force them to perform oral sex which is rape
[3:09:52.160 --> 3:09:58.160]  they're comparing that to trump laughing and saying oh yeah these women throw themselves at you
[3:09:58.160 --> 3:10:03.600]  they'll let you grab by the way this guy could get any stars that wanted a job to do it or the
[3:10:03.600 --> 3:10:08.960]  best call girls he wanted the power over these young women particularly young 18 years old you
[3:10:08.960 --> 3:10:13.520]  name it he wanted them to basically vomit while the pig creature raped them reportedly
[3:10:13.520 --> 3:10:18.240]  no that's exactly it he wanted the power he could have he could have paid for prostitutes
[3:10:18.240 --> 3:10:23.280]  he was a multi-millionaire this is a quote alex from the new york hospital is one of the victims
[3:10:23.280 --> 3:10:28.720]  weinstein's worth billions chart go ahead yeah this is one of the victims this is a quote i was
[3:10:28.720 --> 3:10:33.280]  very petrified but i didn't want to show him that i was petrified because i could feel
[3:10:33.280 --> 3:10:38.320]  that the more i was freaking out the more he was excited now this is a young woman who was again
[3:10:38.320 --> 3:10:42.960]  was lured up to his hotel room on false pretenses they were often told oh yeah there's going to
[3:10:42.960 --> 3:10:47.840]  be another woman there to discuss a business arrangement or whatever she added it was like a
[3:10:47.840 --> 3:10:54.560]  hunter with a wild animal the fear turns him on she said she was leaving and he panicked we haven't
[3:10:54.560 --> 3:11:00.080]  done anything she remembered him saying it's like being in a walt Disney movie so the fear that these
[3:11:00.080 --> 3:11:07.280]  women showed the more nervous and frightened they got the more it turned him on so that's what it was
[3:11:07.280 --> 3:11:12.880]  all about this is a more kind of a serial killer thing and that's why they're in the kids it's because
[3:11:12.880 --> 3:11:19.600]  it's about panicking people yeah it's like the hunters like what he says like seeing the animal
[3:11:19.600 --> 3:11:26.480]  panic the predator gets more excited the more the animal panics they'd savor the kill even more
[3:11:27.040 --> 3:11:31.840]  and that's the same kind of attitude that these victims describe with harvey weinstein
[3:11:31.840 --> 3:11:39.440]  you've got his allies still coming out fashion designer donna caron defending him she basically
[3:11:39.440 --> 3:11:44.000]  said these women were asking for it now that's an important distinction to make of course
[3:11:44.000 --> 3:11:49.360]  none of these women are asking for it by the way they dress the way they behave in many cases they
[3:11:49.360 --> 3:11:56.400]  were lured they were procured under false pretenses it wasn't a date situation it was a business
[3:11:56.400 --> 3:12:01.760]  situation in the vast majority of these cases where these women were raped they were going there for
[3:12:01.760 --> 3:12:06.480]  a meeting they thought they'd get a business opportunity it wasn't a romantic thing so again
[3:12:06.480 --> 3:12:11.680]  to compare it to the trump grab them by the you know what tape is a complete misnomer you have
[3:12:11.680 --> 3:12:17.360]  to make that distinction these were frightened young women this wasn't a romantic situation
[3:12:17.360 --> 3:12:24.000]  now there is a situation where certain women some women are predatory and will throw themselves
[3:12:24.000 --> 3:12:31.440]  at famous men because power is an aphrodisiac that's the context of the trump hollywood access tape
[3:12:31.440 --> 3:12:36.800]  has nothing to do with rape it's trump talking about predatory women who throw themselves at
[3:12:36.800 --> 3:12:42.000]  famous men if you want to deny that that exists then fine you're living in an alternate reality
[3:12:42.000 --> 3:12:48.960]  it does but again that's some women not all women these women described in these cases were not
[3:12:48.960 --> 3:12:54.320]  meeting him under any kind of pretenses they weren't interested in him sexually or romantically
[3:12:54.320 --> 3:13:00.560]  he's a big fat blob he's a horrible individual this was completely predatory on the part of
[3:13:00.560 --> 3:13:05.520]  Weinstein so to blame the victims which of course is what we hear in the cases of um
[3:13:06.400 --> 3:13:11.520]  islamic grooming especially over in this country leftist blaming the victims because
[3:13:11.520 --> 3:13:16.560]  they're wearing skirts or whatever they're walking through the streets at night we see it once again
[3:13:16.560 --> 3:13:22.000]  with the left in this case with the big fashion designer coming out and defending him despite
[3:13:22.000 --> 3:13:28.240]  the fact that again when you get into the details of this there's no there's no room for defense
[3:13:28.240 --> 3:13:31.360]  and paul let me just add one point if i can and i'm gonna get out here but i've been
[3:13:31.360 --> 3:13:36.080]  eating my lunch watching you break this down the very same feminist people are coming out
[3:13:36.080 --> 3:13:40.960]  defending him these older feminist women are coming out saying oh these women asked for it
[3:13:40.960 --> 3:13:45.520]  well they these are the same feminists that claim all men are rapist and western culture is evil
[3:13:45.520 --> 3:13:50.320]  but they love islam and so the very hollywood that covered this up is the one telling us that the
[3:13:50.320 --> 3:13:56.240]  west is bad while they defend islam because they get off on the power that islam has over women
[3:13:56.240 --> 3:14:03.120]  these are truly deviant evil people as you've been saying no they're the first ones to blame i mean
[3:14:03.120 --> 3:14:08.080]  look at the college rape hoax they claim that one in four one in five women were going to be
[3:14:08.080 --> 3:14:13.200]  victims of rape on college campuses they based that on a study which was completely out of the
[3:14:13.200 --> 3:14:19.440]  norm based on an an adult community center in one instance and suddenly that became a narrative
[3:14:19.440 --> 3:14:24.560]  echoed across the world even obama started talking about it but when it's one of their own
[3:14:24.560 --> 3:14:30.800]  it literally takes them five days five days after these revelations come out to finally
[3:14:30.800 --> 3:14:36.240]  distance themselves from it and you've still got people like michael moore who praised winstein in
[3:14:36.240 --> 3:14:43.120]  a 2015 tweet basically said he was amazing to work with michael moore has still not disavowed even
[3:14:43.120 --> 3:14:49.200]  after the onrush even after the deluge of people who disavowed today including ben afleck you've
[3:14:49.200 --> 3:14:54.400]  got michael moore you've got matt daemon in fact i tweeted about it collin furth another one who
[3:14:54.400 --> 3:14:59.200]  worked closely with winstein who has not disavowed and again these are the same people who will
[3:15:00.160 --> 3:15:04.640]  line up and attack trump all day for not disavowing david do during the campaign
[3:15:04.640 --> 3:15:09.120]  even though he did over and over again do you disavow do you disavow yes i disavow
[3:15:09.120 --> 3:15:14.320]  a week later do you disavow yes i disavow they're obsessed with disavowals as soon as it's their
[3:15:14.320 --> 3:15:21.200]  turn to disavow anything they go awol matt daemon michael moore collin furth brad pit
[3:15:21.200 --> 3:15:26.880]  leonardo de caprio rossel crow and again it's always these actors like leonardo de caprio it
[3:15:26.880 --> 3:15:32.080]  was so vehement and morally righteous about all their little pet political issues and they'll never
[3:15:32.080 --> 3:15:37.520]  shut up about them while being complete hypocrites like with de caprio taking private jets everywhere
[3:15:37.520 --> 3:15:44.000]  hanging out on giant yachts with oil billionaires while lecturing you about your energies they're
[3:15:44.000 --> 3:15:48.400]  always the same kind of people so vehement so right just leon dignan and they're the ones who
[3:15:48.400 --> 3:15:54.720]  are completely silent all of them bodies with wine steen all of them remain silent because i'm
[3:15:54.720 --> 3:15:59.040]  about to point out three things that will save you a lot of money while you get high quality
[3:15:59.040 --> 3:16:04.960]  products and fund the info war a 360 win number one when you choose autoship before checkout
[3:16:04.960 --> 3:16:11.040]  we give you 10 off on your order at info or short dot com number two you're also able to get items
[3:16:11.040 --> 3:16:15.360]  that are out of stock when you sign up for autoship because we hold back a surplus for
[3:16:15.360 --> 3:16:21.760]  autoship customers number three we're giving you free shipping on all orders above 50 dollars
[3:16:21.760 --> 3:16:26.480]  listeners have been requesting this for years because it's so easy to forget to reorder the
[3:16:26.480 --> 3:16:31.040]  products that you need each month just go to info or store dot com select your favorite product or
[3:16:31.040 --> 3:16:36.480]  products click on autoship and choose how often you want us to send you another order as you know
[3:16:36.480 --> 3:16:42.400]  i coined the term 360 win and with the new autoship feature in informerslife.com this is a sure win
[3:16:42.400 --> 3:16:48.960]  10 off on autoship win win win at infowarslife.com free shipping on orders above 50 bucks and all
[3:16:48.960 --> 3:16:54.080]  out of stock items are never out of stock when you sign up for autoship choose to take control of your
[3:16:54.080 --> 3:17:01.440]  chemistry with survival shield x2 and bio true selenium this powerful combo is perfect for supporting
[3:17:01.440 --> 3:17:07.920]  your thyroid and health bio true selenium formula is far from synthetic and is made from a source of
[3:17:07.920 --> 3:17:14.480]  100 organic mustard seed our super high quality nascent iodine is an essential mineral sourced
[3:17:14.480 --> 3:17:21.680]  of 99.99% ultra pure deep earth iodine crystals this essential mineral is necessary in order to
[3:17:21.680 --> 3:17:27.600]  produce thyroid hormones which influence every cell tissue and organ in the body with inadequate
[3:17:27.600 --> 3:17:34.800]  thyroid hormones you may experience slow metabolism lethargy weight gain and overall brain fog survival
[3:17:34.800 --> 3:17:41.120]  shield x2 and bio true selenium work together to support the systems in your body take control
[3:17:41.120 --> 3:17:47.680]  of your chemistry today with this super combo discover the power of survival shield x2 and
[3:17:47.680 --> 3:17:56.640]  bio true selenium at infowarslife.com hey did you know that you can now preserve your own food
[3:17:56.640 --> 3:18:03.840]  for up to 25 years and still maintain its nutrition and flavor that's right now's the time to build
[3:18:03.840 --> 3:18:10.000]  your own food storage with harvest rights freeze dryers go to info or store.com to learn more
[3:18:10.000 --> 3:18:15.200]  and check out this innovative and smart technology that's easy to use and let me tell you something
[3:18:15.200 --> 3:18:22.000]  it is perfect for freeze drying fruits vegetables meats dairy products desserts and entire meals
[3:18:22.000 --> 3:18:26.480]  whoo that's what i'm talking about and when compared to traditional methods of preservation
[3:18:26.480 --> 3:18:32.000]  like canning or dehydrating you know like what you get at the grocery store there is no comparison
[3:18:32.000 --> 3:18:38.160]  harvest right freeze dryers retain 97 percent of the food's taste color and nutritional value
[3:18:38.160 --> 3:18:45.040]  and have a shelf life of up to 25 years now that's what i call the miracle of food preservation
[3:18:45.040 --> 3:18:49.840]  harvest right is truly the world's best most affordable freeze dryer so what are you waiting
[3:18:49.840 --> 3:18:55.520]  for check it out right now at info or store.com we've taken thousands of years of known research
[3:18:55.520 --> 3:19:00.960]  and put it together with our own four years of seeking and testing to find the very best systems
[3:19:00.960 --> 3:19:06.320]  that god gave us through mother nature to detoxify the body that's why i'm introducing z shield toxic
[3:19:06.320 --> 3:19:12.880]  metal and chemical defense support it's made in the usa it's filled with known compounds from nature
[3:19:12.880 --> 3:19:17.520]  that are absolutely associated with detoxifying the body and it supports the info or it is a
[3:19:17.520 --> 3:19:22.800]  classical 360 win this is the formula that i personally have been taking for over a year and
[3:19:22.800 --> 3:19:28.480]  now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly
[3:19:28.480 --> 3:19:33.120]  get you want to yourself you want to your family and you owe it to the future of this country in
[3:19:33.120 --> 3:19:39.360]  the world that patriots stay as healthy and as clean and as focused as you can be because we need
[3:19:39.360 --> 3:19:44.640]  you the remnant of america to reignite those brush fires the next level and to be healthy and as
[3:19:44.640 --> 3:19:48.800]  focused as you can be thanks to your support and your prayers together we're changing the world
[3:19:48.800 --> 3:19:52.480]  now it's time to change our bodies with z shield and info wars live.com
[3:19:52.480 --> 3:19:58.240]  you're listening to the alex jones show
[3:20:15.120 --> 3:20:19.920]  we're gonna play a clip in a second of some audio that was uncovered of harvey winestein
[3:20:19.920 --> 3:20:27.360]  um verbally attempting to seduce is the wrong word abuse is probably a more accurate word
[3:20:27.360 --> 3:20:34.800]  abuse one of these victims into basically going along with his thick perverted fantasy this is
[3:20:34.800 --> 3:20:38.560]  not even the worst one there are a lot worse cases than this which are in the new yorker
[3:20:38.560 --> 3:20:42.880]  article we're going to go to that clip in a second first i want to tell you about some
[3:20:42.880 --> 3:20:47.040]  of the specials we've got at info wars store.com because these aren't going to be around for long
[3:20:47.040 --> 3:20:52.960]  the brain force is still available at 50% off for a limited time we're giving you 50% off our
[3:20:52.960 --> 3:20:59.360]  popular new tropic brain force plus at info wars store.com again you've heard me recommend this
[3:20:59.360 --> 3:21:05.600]  this really gives you mental clarity when it's needed without that junk side effect you get out
[3:21:05.600 --> 3:21:11.600]  of coffee it's a smooth feeling and it really does work i took it when i went over to austin
[3:21:11.600 --> 3:21:17.040]  a couple of times actually after having jet lag and it really does perk you up this really does
[3:21:17.040 --> 3:21:22.000]  work there are a lot of similar competitors but this is the best one and it's available
[3:21:22.960 --> 3:21:29.920]  at 50% off massive discount right now on brain force plus at info wars store.com
[3:21:29.920 --> 3:21:35.920]  you also got alexa pure breeze air purifier which is 20% off for a limited time the air in your home
[3:21:35.920 --> 3:21:41.280]  is filled with dust bacteria allergens and viruses but with the revolutionary air purification
[3:21:41.280 --> 3:21:49.440]  system the alexa pure breeze you can remove up to 99.97% of airborne toxins and contaminants in your
[3:21:49.440 --> 3:21:55.920]  home for a healthy clean environment and that's available right now for 20% off you also have
[3:21:55.920 --> 3:22:01.760]  the emeryx essentials you're going to buy these products anyway things like body wash organic
[3:22:01.760 --> 3:22:08.720]  mouthwash healthy products that you're going to get anyway and they're 50% off again massive discount
[3:22:08.720 --> 3:22:15.040]  so stock up on emeryx essentials organic household products all natural toxin free
[3:22:15.040 --> 3:22:23.600]  for 50% off at info wars store.com for a limited time and help grow this broadcast as we continue
[3:22:23.600 --> 3:22:28.800]  to take on this deep state establishment which has been somewhat embarrassed by these harvey
[3:22:28.800 --> 3:22:34.560]  Weinstein revelations in recent days now the deluge of celebrities and politicians on the
[3:22:34.560 --> 3:22:40.320]  left finally coming forward with their disavowals too little too late of course on the first night
[3:22:40.320 --> 3:22:47.440]  of this or the first couple of nights the late night comedy shows which railed endlessly about
[3:22:47.440 --> 3:22:54.080]  Roger Ailes and Bill O'Reilly did not mention this once they finally had to all mention it
[3:22:54.080 --> 3:22:58.560]  in unison last night and make jokes about it because of course the previous night they had
[3:22:58.560 --> 3:23:04.880]  written the jokes and they were basically sworn off telling them protection once again if you
[3:23:04.880 --> 3:23:10.640]  find out about the level of abuse the sheer level of abuse that Weinstein got away with for so long
[3:23:10.640 --> 3:23:16.400]  he had to have powerful protectors at every single level of Hollywood and of course many of those
[3:23:16.400 --> 3:23:22.800]  same people work within television as well so why do you think it took all this time all this public
[3:23:22.800 --> 3:23:29.200]  pressure to make these people come forward and to make those late night talk show hosts actually
[3:23:29.200 --> 3:23:35.920]  have to mention this now we're going to go to this clip which is basically a Weinstein with
[3:23:35.920 --> 3:23:42.080]  one of his victims now from what I read I believe they're stood outside his hotel room he's basically
[3:23:42.080 --> 3:23:46.480]  trying to go into the hotel room and get naked which is what he tried to do in almost every
[3:23:46.480 --> 3:23:51.680]  instance he's trying to convince this woman to come into the room with him having already
[3:23:51.680 --> 3:23:58.400]  groped her previously let's go to this clip i'm telling you right now what do we have to do here
[3:23:58.400 --> 3:24:03.920]  i've been i'm gonna take a shower you sit there and have a drink why don't drink can i stay on the
[3:24:03.920 --> 3:24:10.160]  bar no you must come here now no please i don't want to i'm not doing anything that you want to come
[3:24:10.160 --> 3:24:17.200]  here i'm sorry i don't know no yesterday was a kind of aggressive for me i need to know a person
[3:24:17.200 --> 3:24:22.560]  i won't do a thing i don't do anything please i swear i won't just sit with me don't embarrass me
[3:24:22.560 --> 3:24:28.080]  in the hotel i'm here all the time i don't know but i don't want to please sit there please one
[3:24:28.080 --> 3:24:33.040]  minute no i can't go to the bathroom please i don't want to do something i don't want to go to the
[3:24:33.040 --> 3:24:37.040]  come here listen to me i want to go downstairs you're not going to do anything you'll never see me
[3:24:37.040 --> 3:24:42.160]  again after this that's it if you don't if you embarrass me in this hotel i'm not embarrassing
[3:24:42.160 --> 3:24:47.680]  you it's just that i don't i don't feel comfortable i mean don't have a fight with me please i'm not
[3:24:47.680 --> 3:24:53.440]  going to do anything i swear my children please come in on everything i'm a famous guy i'm feeling
[3:24:53.440 --> 3:24:58.160]  very uncomfortable right now please come in now and one minute and if you want to leave when the guy
[3:24:58.160 --> 3:25:03.200]  comes with my jacket why yesterday you touched my wrist please i'm sorry just come on i'm used to
[3:25:03.200 --> 3:25:09.760]  that come on are you used to that yes come in no but i'm not used to that i won't do it again come on
[3:25:09.760 --> 3:25:16.640]  sit here sit here for a minute please no i don't want to sit here this now do an embarrassment
[3:25:16.640 --> 3:25:24.080]  i don't like you'll call me again i'm sorry i'm sorry i promise you i won't do it i know but
[3:25:24.080 --> 3:25:29.360]  yesterday was too much coming i will never do another thing to you five minutes don't ruin
