[00:00:01.033 --> 00:00:10.420]  Prepare yourself for a talk radio experience like no other.
[01:13:08.220 --> 01:13:14.782]  It's time to stop thinking, and I thank you for the call, Joe, about separate intelligence agencies and countries.
[01:13:14.782 --> 01:13:16.022]  I got news for you.
[01:13:16.022 --> 01:13:18.303]  They all work together, okay?
[01:13:18.303 --> 01:13:24.325]  It's just like, of course there's a stipulation that they're gonna have to be banded with Israel.
[01:13:24.325 --> 01:13:25.685]  We run Iraq now.
[01:13:25.685 --> 01:13:28.446]  We run it even more than we did when we put Saddam Hussein in.
[01:13:29.053 --> 01:13:29.573]  Okay?
[01:13:29.573 --> 01:13:37.478]  That was our dictator for a time, and then when he didn't want to do exactly what we wanted, it's time to go in and take it over.
[01:13:37.478 --> 01:13:39.239]  Alright, let's go to Don.
[01:13:39.239 --> 01:13:41.760]  He wants to talk about Obama being born in Kenya.
[01:13:41.760 --> 01:13:43.481]  What's on your mind, Don?
[01:13:43.481 --> 01:13:44.462]  Hey, how you doing, Jason?
[01:13:44.462 --> 01:13:45.522]  Good, man.
[01:13:45.522 --> 01:13:53.907]  Hey, I was on a couple forums today, and they were talking about that his parents' divorce decree states he's born in Kenya, and it's supposed to be coming public.
[01:13:54.826 --> 01:13:58.949]  This could be something that people could look into and possibly find.
[01:14:13.917 --> 01:14:18.624]  Uh, Webster Tarpley has now put out two separate books, uh, you can get them over at Infowars.com.
[01:14:18.624 --> 01:14:22.849]  Obama, The Postmodern Coup, and I, I can't remember what the second one is off, off the top.
[01:14:22.849 --> 01:14:28.016]  Phil Berg, you know, the lawyer who's behind this, um, you know, they don't want to listen to those guys.
[01:14:28.016 --> 01:14:30.099]  They, they're being marginalized in the media.
[01:14:30.851 --> 01:14:32.653]  Reprehensibly, by the way.
[01:14:32.653 --> 01:14:34.894]  And I, you know, I don't think much will come out of it.
[01:14:34.894 --> 01:14:48.345]  Maybe it'll be admitted long after Obama's president, maybe ten years after, and it may be used as an excuse to get somebody like Arnold Schwarzenegger or some other internationalist into the highest office in the United States.
[01:14:48.345 --> 01:14:50.507]  Yeah, I think they have a contract on air-ground checkings, I worry.
[01:14:50.507 --> 01:14:51.688]  Anybody could be president.
[01:14:51.688 --> 01:14:54.770]  Yeah, I think that's been in the cards for a while.
[01:14:54.770 --> 01:14:57.272]  Whether or not they can actually achieve it is another question.
[01:14:57.272 --> 01:14:58.193]  I thank you for the call, Don.
[01:14:58.872 --> 01:15:00.473]  All right, let's go to Jeff.
[01:15:00.473 --> 01:15:05.097]  Jeff wants to talk about where you can get some silver between now and the 21st.
[01:15:05.097 --> 01:15:07.699]  And before we go to Jeff, I'd just like to say there's silver all over.
[01:15:07.699 --> 01:15:12.203]  I mean, obviously, Ted Anderson and Midas Resources really support this show.
[01:15:12.203 --> 01:15:14.945]  You can go on eBay and get silver dollars.
[01:15:14.945 --> 01:15:24.092]  What I really like about Ted Anderson is that for around $26, you can get a copy of The Creature from Jekyll Island and a one-ounce silver coin.
[01:15:24.092 --> 01:15:25.533]  And that's for $26.
[01:15:25.533 --> 01:15:27.535]  That's a great deal because not only do you get the book,
[01:15:28.055 --> 01:15:35.039]  But you get the silver, and you know, you give that to somebody, they're like, oh, cool, a silver piece, but you get information.
[01:15:35.039 --> 01:15:38.261]  And The Creature from Jekyll Island is an amazing book.
[01:15:38.261 --> 01:15:39.402]  He gives a lecture about it.
[01:15:39.402 --> 01:15:40.562]  You can get it online.
[01:15:40.562 --> 01:15:42.163]  His World Without Cancer lecture is great.
[01:15:42.163 --> 01:15:43.984]  His New World Order lecture is great.
[01:15:43.984 --> 01:15:56.512]  But especially how this fiat banking system was created is important so that people understand that, you know, the bailout and Henry Paulson are nothing more than allusions to try to
[01:15:57.438 --> 01:15:59.720]  Get you to look away from the real issues.
[01:15:59.720 --> 01:16:00.520]  Jeff, what's on your mind?
[01:16:00.520 --> 01:16:03.642]  You answered my question there.
[01:16:03.642 --> 01:16:15.691]  I was looking for a resource somewhere that you can do something fairly quickly to transfer some dollars into some kind of hard currency before they play whatever little game it is they're going to play.
[01:16:15.691 --> 01:16:22.916]  And I think that's a smart move because, you know, like myself, you probably can't afford gold at around 8, you know, even when I'm not even sure what gold's at.
[01:16:22.916 --> 01:16:24.517]  It might be around 830, 840, somewhere, you know, under 900.
[01:16:26.678 --> 01:16:29.461]  You can't get an ounce of gold for under $900 on the internet.
[01:16:29.461 --> 01:16:34.085]  You know, they all charge premiums, and that's why Ted Anderson and Midas Resources are great.
[01:16:34.085 --> 01:16:40.410]  I've got some silver in case of an emergency, hopefully enough to get me out of the country or wherever I need to go, if it happens.
[01:16:40.410 --> 01:16:41.712]  This is the Alex Jones Show.
[01:16:41.712 --> 01:16:43.153]  We will be back after this.
[01:16:43.153 --> 01:16:44.954]  I'm Jason Bermas, InfoWars.com.
[01:16:55.084 --> 01:16:56.364]  I am so frustrated.
[01:16:56.364 --> 01:16:58.705]  I can't seem to remember anything anymore.
[01:16:58.705 --> 01:16:59.285]  What?
[01:16:59.285 --> 01:17:02.046]  Seriously, my memory and attention span is terrible.
[01:17:02.046 --> 01:17:03.466]  I read something and forget.
[01:17:03.466 --> 01:17:04.706]  I forget people's names.
[01:17:04.706 --> 01:17:08.507]  I hear all this great information on the radio and I want to tell people, but I forget.
[01:17:08.507 --> 01:17:10.248]  I- Okay, slow down.
[01:17:10.248 --> 01:17:12.828]  Poor attention and memory loss is not your fault.
[01:17:12.828 --> 01:17:19.970]  Factors like fluoride in the water, aluminum in deodorants, genetically modified foods, the way the education system taught you.
[01:17:19.970 --> 01:17:21.590]  It's all meant to dumb you down.
[01:17:21.590 --> 01:17:23.331]  You know, I can remember everything now.
[01:17:23.331 --> 01:17:24.251]  Even entire books.
[01:17:24.491 --> 01:17:24.791]  What?
[01:17:24.791 --> 01:17:25.332]  How?
[01:17:25.332 --> 01:17:28.595]  There is this website called School of Phenomenal Memory.
[01:17:28.595 --> 01:17:32.379]  Their online course is a real breakthrough in the field of memory improvement.
[01:17:32.379 --> 01:17:42.028]  In fact, they guarantee that every single person will be able to memorize any type of information, including entire books, after they complete just 60 lessons.
[01:17:42.028 --> 01:17:47.393]  And they offer a no-questions-asked, no-time-limit, money-back guarantee.
[01:17:47.393 --> 01:17:47.913]  Wow.
[01:17:47.913 --> 01:17:48.674]  What's the website?
[01:17:48.914 --> 01:17:52.404]  Now don't forget, it's P Memory dot net.
[01:17:52.404 --> 01:17:54.349]  The letter P. Memory dot net.
[01:17:55.811 --> 01:18:02.675]  IonicZone.com has the best prices on commercial shock treatment ozone generators starting at $299.
[01:18:02.675 --> 01:18:09.599]  But did you know IonicZone.com also sells a water ozonator that's a must have for anyone interested in good health?
[01:18:09.599 --> 01:18:10.319]  It's true.
[01:18:10.319 --> 01:18:19.484]  The IonicZone digital water ozonator features an air intake and can be fed dry air through the supplied air dryer or pure oxygen via an oxygen tank.
[01:18:19.484 --> 01:18:22.146]  Ozone fortified water can be used to kill bacteria.
[01:18:22.386 --> 01:18:23.687]  We're good to go.
[01:18:51.718 --> 01:18:53.903]  That's ioniczone.com today!
[01:18:55.126 --> 01:18:58.368]  Every 22 seconds, a violent crime is committed.
[01:18:58.368 --> 01:19:00.709]  Are you concerned about your personal safety?
[01:19:00.709 --> 01:19:04.331]  Why wait for something bad to happen when you can take action now?
[01:19:04.331 --> 01:19:05.271]  Be smart.
[01:19:05.271 --> 01:19:06.252]  Be safe.
[01:19:06.252 --> 01:19:08.433]  Trust Pepper Spray instead of your luck.
[01:19:08.433 --> 01:19:14.256]  Pepperspray.com is the only website you'll ever need for all your non-lethal self-defense supplies.
[01:19:14.256 --> 01:19:23.921]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web, including mace, animal repellents, stun guns, and tasers.
[01:19:24.161 --> 01:19:30.307]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[01:19:30.307 --> 01:19:34.792]  Pepperspray.com is proud to feature Sabre brand pink ribbon pepper spray.
[01:19:34.792 --> 01:19:40.358]  For every Sabre pink ribbon pepper spray sold, a donation will be made to the National Breast Cancer Foundation.
[01:19:40.618 --> 01:19:45.020]  Enter the word pepper in the coupon box and you'll receive 10% off your order.
[01:19:45.020 --> 01:19:46.340]  So what are you waiting for?
[01:19:46.340 --> 01:19:47.901]  Go to Pepperspray.com.
[01:19:47.901 --> 01:19:49.981]  That's Pepperspray.com.
[01:19:49.981 --> 01:19:53.603]  Or call 1-800-908-9988.
[01:19:53.603 --> 01:19:54.203]  Call today.
[01:19:54.203 --> 01:19:58.204]  So you've finally decided you're going to stock up and store food.
[01:19:58.204 --> 01:20:00.785]  But why settle for bland, tasteless food?
[01:20:00.785 --> 01:20:02.206]  Why settle for less?
[01:20:02.206 --> 01:20:03.446]  There is an alternative!
[01:20:03.826 --> 01:20:05.567]  InternetGrocer.net.
[01:20:05.567 --> 01:20:09.048]  Enjoy the most delicious storable food at amazing prices.
[01:20:09.048 --> 01:20:12.949]  Enjoy creamy, delicious, real cheddar cheese in a can.
[01:20:12.949 --> 01:20:16.050]  Indulge in real canned meats and real canned butter.
[01:20:16.050 --> 01:20:23.032]  Storable meals from InternetGrocer.net will bring such variety and flavor you won't be able to tell you're actually eating storable food.
[01:20:23.032 --> 01:20:25.373]  You can purchase by the can or by the case.
[01:20:25.373 --> 01:20:28.313]  Choose a variety pack or an entire year's worth of food.
[01:20:28.313 --> 01:20:33.435]  InternetGrocer.net has non-hybrid seeds that will produce delicious food for you and your family.
[01:20:33.655 --> 01:20:34.376]  Thank you for listening to GCN.
[01:20:34.376 --> 01:20:35.016]  Visit GCNlive.com today.
[01:21:04.974 --> 01:21:17.089]  As I sit here, there's a little TV in the office, Brit Hume interviews the Bush Boys, old man Bush.
[01:21:21.750 --> 01:21:31.614]  And the W. And they're talking Obama, and of course, George Bush is just so impressed with the people that Obama has appointed to his team.
[01:21:31.614 --> 01:21:35.935]  That transition team, wow, and his new administration is going to be great.
[01:21:35.935 --> 01:21:40.077]  You know, these guys, you know, they tell you they're different.
[01:21:40.077 --> 01:21:41.978]  They give you the illusion of a difference.
[01:21:41.978 --> 01:21:44.419]  Democrat, Republican, conservative, liberal.
[01:21:44.419 --> 01:21:49.420]  No, they play for the same team, the globalists.
[01:21:49.420 --> 01:21:50.981]  Kind of want to switch gears here.
[01:21:52.025 --> 01:21:57.629]  I'm looking at the, I think it's the Austin American-Statesman here, or one of the Austin Chronicles.
[01:21:57.629 --> 01:21:58.570]  I'm not sure which one it is.
[01:21:58.570 --> 01:22:07.516]  Main paper here, and in the Insights section, they're basically talking about the great things that genetic modification can do for us.
[01:22:07.516 --> 01:22:13.781]  And we are in this age where a lot of things are possible.
[01:22:13.781 --> 01:22:17.264]  There's a mutation in some people that they have a third set of teeth.
[01:22:18.379 --> 01:22:21.820]  I don't know about you, but I've got a couple cavities here and there.
[01:22:21.820 --> 01:22:23.421]  This is my last set of teeth.
[01:22:23.421 --> 01:22:25.782]  I even have a tooth pulled in the back.
[01:22:25.782 --> 01:22:29.363]  Some people also have to get their wisdom teeth pulled.
[01:22:29.363 --> 01:22:31.244]  But I wouldn't mind a third set of teeth.
[01:22:31.244 --> 01:22:31.964]  That'd be great.
[01:22:31.964 --> 01:22:33.965]  You know, as you get older, they get a little more yellow.
[01:22:33.965 --> 01:22:34.745]  Just pop them out.
[01:22:34.745 --> 01:22:36.386]  Oh, here comes number three.
[01:22:36.386 --> 01:22:43.489]  Well, now they're talking about taking this mutation in some people and harnessing it so they can give it to anybody who would need it.
[01:22:44.970 --> 01:22:47.391]  Now, this is, this is the public stuff.
[01:22:47.391 --> 01:22:52.273]  This is the stuff that's, you know, meant for everybody to consume and say, oh, that's a great idea.
[01:22:52.273 --> 01:22:53.773]  That is good stuff.
[01:22:53.773 --> 01:22:58.395]  You know, it's just like, uh, you know, we talked about that chip earlier and Joe Biden talking about it.
[01:22:58.395 --> 01:23:06.698]  Well, uh, the human microchip has been around for a while now, and it's actually been put in some people's brains who are blind and it gives them sight.
[01:23:06.698 --> 01:23:08.159]  Now they can't see like you or me.
[01:23:09.278 --> 01:23:16.181]  Basically, hooks it up so they can see, kind of like if anybody's seen the Predator movie, where they can see different tones of objects.
[01:23:16.181 --> 01:23:18.062]  It's more than being colorblind.
[01:23:18.062 --> 01:23:19.662]  They can see the outlines, no problem.
[01:23:19.662 --> 01:23:21.443]  They're not going to walk into things.
[01:23:21.443 --> 01:23:23.604]  But they don't see an enormous amount of detail.
[01:23:23.604 --> 01:23:26.225]  They see in basic colors.
[01:23:26.225 --> 01:23:28.086]  And, you know, movement.
[01:23:28.086 --> 01:23:32.488]  But that's an incredible thing to give to a person with no sight.
[01:23:32.488 --> 01:23:33.228]  You know?
[01:23:33.228 --> 01:23:34.729]  Basically giving them eyes.
[01:23:34.729 --> 01:23:35.889]  A new way to get around.
[01:23:35.889 --> 01:23:38.310]  Sounds great on paper, and I'm all for that kind of stuff.
[01:23:38.976 --> 01:23:44.218]  When it starts to get spooky is when they want to regulate what you eat.
[01:23:44.218 --> 01:23:47.139]  They want to genetically modify the cattle.
[01:23:47.139 --> 01:23:48.840]  They want to pump them full of hormones.
[01:23:48.840 --> 01:23:50.700]  They want to clone them.
[01:23:50.700 --> 01:23:54.962]  And they want to make them susceptible for all these different types of genetic disease.
[01:23:54.962 --> 01:24:01.304]  And there's a thing coming around the bend that has already been implemented in a lot of places.
[01:24:01.304 --> 01:24:03.105]  And it's called Codex Elementarius.
[01:24:03.105 --> 01:24:07.807]  And it is going to give companies like Monsanto the right
[01:24:08.427 --> 01:24:10.729]  to decide what we can and cannot eat.
[01:24:10.729 --> 01:24:15.993]  It's going to give the state, in effect, authority over the nutrients we're allowed to put in our body.
[01:24:15.993 --> 01:24:16.934]  Now, what do you mean?
[01:24:16.934 --> 01:24:29.064]  Well, you can still go to a farmer's market and pick up some eggs, maybe a fresh piece of meat, some delicious produce, without much of a problem.
[01:24:29.064 --> 01:24:33.668]  But soon enough, that's going to be regulated and you're only going to be able to go to Walmart.
[01:24:33.668 --> 01:24:37.511]  You know, places like Whole Foods might not even be around because they have so much organic stuff.
[01:24:38.297 --> 01:24:46.700]  This is a way for the top 2% of the world, the biggest companies, to regulate what you eat and what goes into your body.
[01:24:46.700 --> 01:25:00.525]  Personally, I am not going to be trusting government regulations that have led to vaccinations with mercury in them, with cancer-causing agents such as SV40 in them, in the preservatives, simian virus 40.
[01:25:00.525 --> 01:25:01.226]  Look into it!
[01:25:01.226 --> 01:25:05.767]  Check out how delicious SV40 is and what it's been put into.
[01:25:07.970 --> 01:25:18.861]  I mean, it is almost common knowledge with anybody with half a brain that most people suffering from autism, nine-tenths of them, are suffering from mercury poisoning.
[01:25:18.861 --> 01:25:29.052]  You know, it was kind of underplayed by the media, but a few months ago, Jim Carrey and his girlfriend, Jenny McCarthy, Jenny McCarthy has a son,
[01:25:30.609 --> 01:25:36.530]  Uh, got on television and discussed her son's autism and how it had been cured through a nutritional diet.
[01:25:36.530 --> 01:25:43.111]  Basically, they started feeding him the right foods and it combated all this poison in his system.
[01:25:43.111 --> 01:25:48.432]  And they also, you know, they tried to use the hipster term, green the vaccines.
[01:25:48.432 --> 01:25:49.873]  You know, that's my one problem with it.
[01:25:49.873 --> 01:25:55.334]  Look, I'm all for getting the poison out of the vaccines, but the green movement is nonsense.
[01:25:55.334 --> 01:25:56.874]  It's so much nonsense, in fact.
[01:25:57.446 --> 01:26:02.810]  That, uh, anyone here who saw Quantum of Solace, the latest Bond film, what's the plot about?
[01:26:02.810 --> 01:26:11.675]  Well, the plot is about a industrialist named Michael Green, who is going to bring the environment great things in the third world.
[01:26:11.675 --> 01:26:20.261]  So, basically they go, they buy off third world dictators, and it's kind of like a Bechtel scam, where they say that they're going to improve the quality of the drinking water.
[01:26:21.451 --> 01:26:29.335]  And instead of that, they regulate the drinking water, the quality gets worse, and you have to pay triple about it, all under the guise of environmentalism.
[01:26:29.335 --> 01:26:31.297]  And this guy was implementing similar things.
[01:26:31.297 --> 01:26:38.120]  It was all about contracts and controlling the water, and basically enslaving the people and making a profit.
[01:26:38.120 --> 01:26:43.383]  And of course, he buys his third world dictator for money, and he's the one with the real power.
[01:26:43.383 --> 01:26:44.744]  The dictator is a puppet.
[01:26:45.891 --> 01:26:47.432]  And that's the real deal.
[01:26:47.432 --> 01:26:48.773]  They throw it in your face.
[01:26:48.773 --> 01:26:49.574]  I'm sorry, folks.
[01:26:49.574 --> 01:27:00.382]  I know a lot of you guys are heartbroken out there that I'm about to say that global warming is a myth, but we're having the coldest New York on record right now.
[01:27:00.382 --> 01:27:03.205]  In case you didn't know, New York City just got 8 inches of snow.
[01:27:03.205 --> 01:27:05.587]  Doesn't seem like it's warming, does it?
[01:27:05.587 --> 01:27:09.410]  I just came in from an ice storm, okay?
[01:27:09.410 --> 01:27:14.914]  I think the greatest film out there that really takes my position
[01:27:15.874 --> 01:27:19.617]  is the great global warming swindle which was aired on the BBC.
[01:27:19.617 --> 01:27:34.809]  You literally have the co-founder of Greenpeace among other scientists and academics in the film talking about how not only is global warming nonsense but how you can't get any funding unless you're in support of global warming and it is
[01:27:35.586 --> 01:27:44.252]  Almost like you're treated like a leper in the scientific community when you don't go along with it in many circles, because those circles want their money.
[01:27:44.252 --> 01:27:52.518]  They want to be able to keep doing what they're doing, and the more you can try to prove that global warming exists, the more money they're going to give you.
[01:27:52.518 --> 01:27:55.280]  I, again, really... Great global warming swindle.
[01:27:55.280 --> 01:27:55.940]  It's on YouTube.
[01:27:55.940 --> 01:27:57.141]  It's on Google Video.
[01:27:57.141 --> 01:27:58.722]  Please go watch it.
[01:27:58.722 --> 01:27:59.963]  Challenge me, you know?
[01:27:59.963 --> 01:28:03.326]  Please, please explain to me how global warming is real.
[01:28:03.326 --> 01:28:05.107]  You know, climate change is real, and that's why
[01:28:05.632 --> 01:28:10.956]  You've heard politicians switch the term from global warming to global climate change.
[01:28:10.956 --> 01:28:12.578]  No, climate's going to change.
[01:28:12.578 --> 01:28:13.298]  I got news for you.
[01:28:13.298 --> 01:28:14.739]  The Earth moves.
[01:28:14.739 --> 01:28:16.561]  The Sun moves.
[01:28:16.561 --> 01:28:16.961]  Okay?
[01:28:16.961 --> 01:28:19.563]  The solar system moves.
[01:28:19.563 --> 01:28:22.566]  We have gone through different hot and cold spells.
[01:28:22.566 --> 01:28:24.567]  We went through an ice age, folks.
[01:28:24.567 --> 01:28:26.689]  The world was once Pangea.
[01:28:26.689 --> 01:28:26.889]  Okay?
[01:28:26.889 --> 01:28:29.351]  We were all one big conglomerate.
[01:28:29.351 --> 01:28:32.333]  The Earth is really like a living entity.
[01:28:32.333 --> 01:28:34.175]  And yes, the climate is going to change.
[01:28:34.600 --> 01:28:44.162]  I mean, is there anybody out there that is really, uh, I guess naive enough to believe that there was a huge culture in the middle of the desert?
[01:28:44.162 --> 01:28:46.263]  Mainly, uh, you know, the pyramids in Egypt?
[01:28:46.263 --> 01:28:48.383]  No, those people couldn't have lived in a desert.
[01:28:48.383 --> 01:28:49.844]  There had to be an irrigation system.
[01:28:49.844 --> 01:28:52.384]  There had to be a way for them to get food and water.
[01:28:52.384 --> 01:28:55.265]  You know, there had to be wildlife that they could eat.
[01:28:55.265 --> 01:29:01.667]  So, you know, that desertification probably happened well after those pyramids were built.
[01:29:01.667 --> 01:29:03.227]  You know, and that society had to leave.
[01:29:03.786 --> 01:29:06.267]  For the most part, because it's a desert!
[01:29:06.267 --> 01:29:11.308]  So, the climate and the earth are always going to change.
[01:29:11.308 --> 01:29:25.132]  You know, it's going to be a gradual change, but unfortunately, the elite are trying to play off of our fears, not only to get us behind global warming, but to get us behind a carbon tax, and have you buy carbon credits.
[01:29:25.132 --> 01:29:31.774]  And what that means is, you're going to be taxed on how many cars you have, and how big your house is.
[01:29:32.438 --> 01:29:34.841]  And how much energy you use.
[01:29:34.841 --> 01:29:39.005]  And if you use too much, oh, you gotta pay a little bit more.
[01:29:39.005 --> 01:29:41.468]  But they won't go after the big corporations.
[01:29:41.468 --> 01:29:44.971]  They'll still get the same kickbacks.
[01:29:44.971 --> 01:29:48.015]  You know, they'll be able to invest their money in slush funds.
[01:29:48.015 --> 01:29:50.137]  And they'll never be regulated.
[01:29:50.137 --> 01:29:51.238]  They'll never be regulated.
[01:29:51.238 --> 01:29:52.319]  They'll pollute all the way.
[01:29:52.319 --> 01:29:53.961]  The real pollution will continue.
[01:29:54.730 --> 01:29:57.232]  Because, yeah, is our water polluted?
[01:29:57.232 --> 01:29:57.772]  You bet it is.
[01:29:57.772 --> 01:30:00.094]  They're putting all sorts of garbage in there.
[01:30:00.094 --> 01:30:02.195]  I mean, the mercury is high in the water.
[01:30:02.195 --> 01:30:03.797]  They're putting more fluoride than ever.
[01:30:03.797 --> 01:30:08.760]  They've found remnants of Prozac and all these other pharmaceuticals in the drinking water.
[01:30:08.760 --> 01:30:10.462]  It's nuts!
[01:30:10.462 --> 01:30:12.843]  So, yeah, there is pollution.
[01:30:12.843 --> 01:30:21.990]  You know, I like to think of myself not as a total environmentalist, but I'm not for people, you know, dumping toxins in the water.
[01:30:22.810 --> 01:30:25.351]  You know, obviously, progress has to keep going.
[01:30:25.351 --> 01:30:26.972]  You know, we still have to build roads.
[01:30:26.972 --> 01:30:31.715]  I'm not one of these kids who says, oh, you can't take down the forest.
[01:30:31.715 --> 01:30:33.075]  Oh, we can't do that.
[01:30:33.075 --> 01:30:35.617]  The hummingbird is there, this really real hummingbird.
[01:30:35.617 --> 01:30:36.677]  No.
[01:30:36.677 --> 01:30:38.939]  But when you're poisoned in the water, yeah, it's time to stop.
[01:30:38.939 --> 01:30:42.000]  Global warming, it's nonsense, folks.
[01:30:42.000 --> 01:30:43.441]  We'll take your call for the next segment.
[01:30:43.441 --> 01:30:44.722]  It is the Alex Jones Show.
[01:30:44.722 --> 01:30:47.143]  I am Jason Bermas, InfoWars.com.
[01:30:56.829 --> 01:31:00.892]  Gentlemen, I know you need no reminder that Valentine's Day is right around the corner.
[01:31:00.892 --> 01:31:03.313]  Obviously, you have the perfect gift in mind.
[01:31:03.313 --> 01:31:09.877]  Well, just in case you might, ahem, know someone that may need some gift ideas, tell them about EnduringRose.com.
[01:31:09.877 --> 01:31:12.359]  We all know that flowers are a woman's favorite gift.
[01:31:12.719 --> 01:31:14.581]  But they only last a short time.
[01:31:14.581 --> 01:31:19.745]  EnduringRose.com has taken this gift and made it into one that will endure and last forever.
[01:31:19.745 --> 01:31:26.671]  Dipped in 24 karat gold, these real roses, single rose, or bouquets preserve your message of love for a lifetime.
[01:31:26.671 --> 01:31:32.577]  You can also shop for other ridiculously romantic gifts like jewelry and adorable stuffed animals.
[01:31:32.577 --> 01:31:35.279]  You can't go wrong at EnduringRose.com.
[01:31:35.279 --> 01:31:39.563]  Oh, and tell them there's a military discount and they can get free shipping on qualified orders.
[01:31:40.123 --> 01:31:42.845]  That website again is EnduringRose.com.
[01:31:42.845 --> 01:31:45.987]  E-N-D-U-R-I-N-G Rose dot com.
[01:31:45.987 --> 01:31:46.387]  Or call 702-453-7455.
[01:31:46.387 --> 01:31:46.707]  That's 702-453-7455.
[01:31:55.129 --> 01:31:56.930]  The headlines are clear.
[01:31:56.930 --> 01:31:59.852]  The worldwide economic collapse is here.
[01:31:59.852 --> 01:32:03.053]  The military is being positioned for martial law.
[01:32:03.053 --> 01:32:04.814]  The mark of the beast is at hand.
[01:32:04.814 --> 01:32:08.116]  Governments are calling for a new world cashless economic system.
[01:32:08.116 --> 01:32:10.877]  Having a long-term food solution is your only hope.
[01:32:10.877 --> 01:32:11.778]  To stay free.
[01:32:12.798 --> 01:32:16.442]  Now, Survival of Seeds introduces their Escape the Beast Kit.
[01:32:16.442 --> 01:32:19.805]  24 varieties of all-natural, non-genetically modified heirloom seeds.
[01:32:19.805 --> 01:32:22.688]  For true patriots and homesteaders wanting food insurance.
[01:32:22.688 --> 01:32:27.313]  That's over five pounds of rare historic seeds for a penny per seed.
[01:32:27.313 --> 01:32:30.436]  15,000 seeds that will feed a family healthy food for seven years.
[01:32:30.436 --> 01:32:31.237]  Big John Lipscomb.
[01:32:31.277 --> 01:32:41.121]  A post of Don't Tread on Me is including an instructional DVD that will teach you how to earn big money selling the produce from his incredible heirloom seeds back to him, restaurants and small delis.
[01:32:41.121 --> 01:32:42.502]  Don't buy from Copycats.
[01:32:42.502 --> 01:32:44.623]  Their fancy packaging is not free.
[01:32:44.623 --> 01:32:46.604]  Order today before it's too late.
[01:32:46.604 --> 01:32:48.465]  SurvivalistSeeds.com.
[01:32:48.465 --> 01:32:50.806]  That's SurvivalistSeeds.com.
[01:32:50.806 --> 01:32:52.707]  A long-term food solution.
[01:32:55.959 --> 01:32:59.221]  Do you want to pay for the government bailout of Fannie Mae and Freddie Mac?
[01:32:59.221 --> 01:33:01.182]  You may have no choice.
[01:33:01.182 --> 01:33:04.384]  Obviously, taxpayers are on the hook for over $6 trillion.
[01:33:04.384 --> 01:33:08.946]  That's right, trillion dollars in mortgages held by these two corporations.
[01:33:08.946 --> 01:33:14.909]  The part that most people don't realize is that this bailout can have significant adverse effects on their 401ks and IRAs.
[01:33:16.539 --> 01:33:21.740]  Unless you're planning to help pay for this bailout with your personal retirement funds, you need to act now.
[01:33:21.740 --> 01:33:25.621]  The solution is to fund a self-directed IRA with gold and silver.
[01:33:25.621 --> 01:33:29.602]  Put your retirement money beyond the reach of government financiers today by calling 1-866-323-5665.
[01:33:29.602 --> 01:33:31.523]  SafeGrow IRAs are just a phone call away.
[01:33:37.916 --> 01:33:40.257]  That's 1-866-323-5665.
[01:33:40.257 --> 01:33:44.318]  Microgym at Midas Resources can help you protect your retirement nest egg.
[01:33:44.318 --> 01:33:49.260]  Get informed and ask for our free report on the unseen fallout of the Fannie Freddie rescue.
[01:33:49.260 --> 01:33:49.580]  Call 1-866-323-5665.
[01:33:55.305 --> 01:33:56.205]  You worry.
[01:33:56.205 --> 01:33:58.266]  You see the signs and worry about the future.
[01:33:58.266 --> 01:34:00.926]  You worry about economic turmoil and food shortages.
[01:34:00.926 --> 01:34:03.047]  How to be prepared while preserving your sanity?
[01:34:03.047 --> 01:34:04.647]  Your answer may be at hand.
[01:34:04.647 --> 01:34:08.248]  Author Linda Runyon lived off the land, isolated from civilization.
[01:34:08.248 --> 01:34:13.489]  She knows that as long as the sun shines, there will be plenty of free food all over God's green earth.
[01:34:13.489 --> 01:34:17.449]  Perhaps the only sane insurance is knowledge of wild edible plants.
[01:34:17.449 --> 01:34:19.130]  The cost of learning is minimal.
[01:34:19.130 --> 01:34:22.050]  Wild food grows everywhere and you will see it everywhere.
[01:34:22.050 --> 01:34:24.971]  It's every bit organic and more nutritious than our modern diets.
[01:34:25.495 --> 01:34:34.142]  Well respected in her field, Linda's approach to teaching this subject includes books, flashcards, and video with an emphasis on health, safety, practicality, and joy.
[01:34:34.142 --> 01:34:38.965]  Learn how to identify it, where and when to find it, how to prepare, use, and store it.
[01:34:38.965 --> 01:34:42.988]  Go to Linda's website, ofthefield.com, and take advantage of special offers.
[01:34:42.988 --> 01:34:48.813]  Or if you're not online, call her 24-hour, toll-free order line at 888-51-EAT-FREE.
[01:34:48.813 --> 01:34:52.215]  That number again, 888-51-EAT-FREE.
[01:34:52.215 --> 01:34:54.237]  A little knowledge makes starvation impossible.
[01:34:57.506 --> 01:35:02.430]  You're listening to GCN, the Genesis Communications Radio Network.
[01:35:02.430 --> 01:35:06.774]  It's about right versus left.
[01:35:06.774 --> 01:35:09.596]  It's about right versus wrong.
[01:35:09.596 --> 01:35:12.178]  This is the Alex Jones Show.
[01:35:12.178 --> 01:35:13.439]  Call Alex now at 1-877-590-5525.
[01:35:13.439 --> 01:35:14.280]  Now, here's Alex Jones.
