[00:00:01.000 --> 00:00:03.000]  InfoWars, tomorrow's news, today.
[03:21:39.360 --> 03:21:47.360]  It's no longer about look at the facts, analyze what's going on, think it's whatever, whatever the tribe says, whatever the tribe points you to.
[03:21:47.360 --> 03:21:52.360]  We're going to do that. Damn the consequences. And so you have this blind tribal cult.
[03:21:52.360 --> 03:21:56.360]  It's a cult. So where it used to be, we're against war in principle.
[03:21:56.360 --> 03:21:59.360]  Now, you know, as long as it's somebody that our tribe wants to kill.
[03:21:59.360 --> 03:22:03.360]  We're for that. Sean Penn has said we should have a nuclear war. It's survivable.
[03:22:03.360 --> 03:22:08.360]  He knows nothing. Amazing. Pastor J.C. Hall, God, guns, liberty dot com.
[03:22:08.360 --> 03:22:12.360]  Can't forget that. Let's bring your amazing constitutional lawyer wife into this.
[03:22:12.360 --> 03:22:15.360]  What's your view about all this? You also were you actually that's how you met him.
[03:22:15.360 --> 03:22:19.360]  We're trained the military on this as well. So, you know, a little bit about this as well.
[03:22:19.360 --> 03:22:28.360]  I'm just a little bit more curious about the money that went to fund this whole protest. Right.
[03:22:28.360 --> 03:22:36.360]  You've got a protest against the Russian military leadership, which is actually a coup.
[03:22:36.360 --> 03:22:41.360]  Right. It's actually a rising up with military forces.
[03:22:41.360 --> 03:22:46.360]  And now we know 10 billion of our dollars went to this. It's a real insurrection.
[03:22:46.360 --> 03:22:52.360]  It is. Yeah. Right. It's a real insurrection, as opposed to January 6th, which was a real protest.
[03:22:52.360 --> 03:22:57.360]  Now we have a real insurrection that's being called a protest just because it's not here.
[03:22:57.360 --> 03:23:02.360]  And it's not our missile shooting down planes, tank wars.
[03:23:02.360 --> 03:23:07.360]  That's a protest. But then somebody stealing Nancy Pelosi's beer is the end of the world.
[03:23:07.360 --> 03:23:19.360]  Right. Exactly. Not only that, we have to persecute and prosecute people that were invited into the Capitol building in Washington, D.C.
[03:23:20.360 --> 03:23:28.360]  Yet we fund our money, funds, the actual bombing and the actual rockets.
[03:23:28.360 --> 03:23:33.360]  And let's not glaze over that. They sent three billion dollars extra a month ago and six million they forgot about.
[03:23:33.360 --> 03:23:37.360]  And they're now saying it looks like it was somehow involved in this.
[03:23:37.360 --> 03:23:42.360]  Oh, my goodness. Well, if that's true, Pergoja is not going to be alive very long in Belarus.
[03:23:42.360 --> 03:23:46.360]  Yeah, that's it. That's the sort of next thing, because you look at.
[03:23:46.360 --> 03:23:52.360]  You know, anybody sort of cross Putin, he ends up taking him out within months or a few years.
[03:23:52.360 --> 03:23:58.360]  And then, you know, like I said, he is a Russian leader and how the public in Russia is going to look at this.
[03:23:58.360 --> 03:24:00.360]  You're weak if you don't do something about it.
[03:24:00.360 --> 03:24:04.360]  So if Pergoja is dead in a couple of weeks, then somebody might make another trial on Putin.
[03:24:04.360 --> 03:24:11.360]  Yeah. He either has to fire Putin, either has to fire the two military leaders that Pergoja, you know, was was mad about.
[03:24:11.360 --> 03:24:14.360]  That makes him look weak. He's taking orders from Pergoja.
[03:24:14.360 --> 03:24:18.360]  So he fires him and kills Pergoja. Or he keeps them and kills Pergoja.
[03:24:18.360 --> 03:24:21.360]  Or he fires both of them and kills Pergoja. Like, look, I'm the top dog.
[03:24:21.360 --> 03:24:25.360]  I'm killing everybody. And then the Russians are going to go, yeah, we have our strong leader back.
[03:24:25.360 --> 03:24:29.360]  Yeah. So he'll so then he'll probably fire the generals and then kill Pergoja.
[03:24:29.360 --> 03:24:31.360]  That would be the very Russian leader thing to do.
[03:24:31.360 --> 03:24:34.360]  And maybe Putin's trying to change things. I'm not saying he's a good guy.
[03:24:34.360 --> 03:24:37.360]  It's quite possible. That's we were debating about that.
[03:24:37.360 --> 03:24:42.360]  Like driving up here, like what's going on? Maybe Putin's change as Russian society change.
[03:24:42.360 --> 03:24:49.360]  But but it's very odd for him to be really silent about Pergoja and never say his name.
[03:24:49.360 --> 03:24:56.360]  I know they were close buds, you know, but it's odd for him to to be inactive.
[03:24:56.360 --> 03:24:59.360]  He's not firing these two guys. He's not taking out Pergoja.
[03:24:59.360 --> 03:25:03.360]  He just forgive everybody. It's not going to be criminally prosecuted.
[03:25:03.360 --> 03:25:06.360]  So it's a it's a really strange scenario.
[03:25:06.360 --> 03:25:12.360]  It makes me want to think if if he's going to operate in typical Russian facts back, you know, way,
[03:25:12.360 --> 03:25:17.360]  then something's he's planning something behind the scenes. Somebody is going to get taken out.
[03:25:17.360 --> 03:25:19.360]  All right. Well, what about you talk about twelve hundred, fifteen hundred years?
[03:25:19.360 --> 03:25:23.360]  I'm not a huge Russian expert, but I've read five or six books about a few hundred articles.
[03:25:23.360 --> 03:25:27.360]  It's very interesting. Slav the Great is what it translated into that founded Russia.
[03:25:27.360 --> 03:25:33.360]  What a thousand years ago in Ukraine. And and they've they've stopped and been overrun by the Mongols
[03:25:33.360 --> 03:25:38.360]  and by the Muslims and by the Huns. And then they're attacked by everybody.
[03:25:38.360 --> 03:25:42.360]  So anybody that didn't fight or didn't organize behind each other has been killed.
[03:25:42.360 --> 03:25:46.360]  You know, twenty seven million or whatever it was, Russians died in World War Two.
[03:25:46.360 --> 03:25:51.360]  So you talk about it. I mean, it is true that Russia is that is the battleground between East and West constantly.
[03:25:51.360 --> 03:25:56.360]  And then it's now they've got the biggest nuclear weapons force in the world with submarines off our coast.
[03:25:56.360 --> 03:26:02.360]  This is insane. But looking at Russian history, is Russia cursed like all thousand years being attacked constantly?
[03:26:02.360 --> 03:26:05.360]  Or is it just geographically where they are? This is a great question.
[03:26:05.360 --> 03:26:10.360]  There's actually a great book called Prisoners of Geography that I highly recommend in the section on Russia there.
[03:26:10.360 --> 03:26:15.360]  And talked about that. Very insightful. If you look at how Russia responded to the Ukraine,
[03:26:15.360 --> 03:26:19.360]  you know, had to do what they hadn't. They have no warm water port open to the sea.
[03:26:19.360 --> 03:26:22.360]  And so, you know, you've cut off Sevastopol in the Black Sea over there.
[03:26:23.360 --> 03:26:27.360]  They're seriously exposed. And then that area of Ukraine, you know, you have this.
[03:26:27.360 --> 03:26:29.360]  So NATO knowingly put them in a position where they had.
[03:26:29.360 --> 03:26:39.360]  They know that like they Russia historically knows how it's physically exposed unless it has that space of Ukraine all the way to the map,
[03:26:39.360 --> 03:26:44.360]  that mountain range that that creates the bottleneck. Otherwise, it's open plain all the way to Moscow.
[03:26:44.360 --> 03:26:47.360]  So you start, you know, the West starts working in Ukraine.
[03:26:47.360 --> 03:26:51.360]  You have this idiot clown who they elect president starts saying, oh, you know, we're we're going to join.
[03:26:51.360 --> 03:26:54.360]  When he's not when he's not playing the piano with his penis.
[03:26:54.360 --> 03:27:05.360]  So he it's like the guy's such a moron that he's signaling to Russia that now you're only geographical projection or protection.
[03:27:05.360 --> 03:27:08.360]  We've now joined the other side. And as you say, the West knows this.
[03:27:08.360 --> 03:27:13.360]  And NATO knows this. This this basically exposed belly of Russia.
[03:27:13.360 --> 03:27:17.360]  And it has them feeling like, you know, we're vulnerable.
[03:27:17.360 --> 03:27:21.360]  So Putin had to do something. Putin, this thing with Ukraine.
[03:27:21.360 --> 03:27:26.360]  There's no way that it could not have happened with what NATO in the West was doing.
[03:27:26.360 --> 03:27:29.360]  And then George Soros goes five years ago and reads our car and brags him.
[03:27:29.360 --> 03:27:33.360]  The State Department did all this and he called himself the czar of Russia.
[03:27:33.360 --> 03:27:37.360]  So how is it going for the globalist? Is it going well? Is it going bad?
[03:27:37.360 --> 03:27:39.360]  Why do they want World War Three? How do you think this ends?
[03:27:39.360 --> 03:27:42.360]  I don't think it's going well for them.
[03:27:42.360 --> 03:27:47.360]  I feel like they see where they're failing so much.
[03:27:47.360 --> 03:27:55.360]  But that very sense of their their failure, I think, is what has made them dangerous and desperate.
[03:27:55.360 --> 03:27:58.360]  Russia and the globalist, the whole thing, the globalist, the whole plan.
[03:27:58.360 --> 03:28:02.360]  You know, when you when you feel like you're failing, when you feel like the walls are closing on both sides.
[03:28:02.360 --> 03:28:05.360]  Yes. Then it makes it more dangerous.
[03:28:05.360 --> 03:28:08.360]  And again, I know analysts like you from the NSA and the military.
[03:28:08.360 --> 03:28:11.360]  But I said this before it even started. I mean, you can look at this mess.
[03:28:11.360 --> 03:28:13.360]  That's how it always ends over there.
[03:28:13.360 --> 03:28:18.360]  Exactly. That's all they know. I'm telling you, all they know, it's all that it's ever been.
[03:28:18.360 --> 03:28:23.360]  And they're about that protection. You can't make Putin or these guys feel vulnerable.
[03:28:23.360 --> 03:28:24.360]  They're going to react.
[03:28:24.360 --> 03:28:29.360]  If in your grandparents day, a third of the people died, you would be like completely, you know.
[03:28:29.360 --> 03:28:33.360]  And Putin talks about the Russian experience of that. And don't you know, we're not going to stop.
[03:28:33.360 --> 03:28:36.360]  And that's how the Russian thing goes. They always get beat at first and they win in the end.
[03:28:36.360 --> 03:28:38.360]  Correct. They're not just going to roll over.
[03:28:38.360 --> 03:28:41.360]  And this time it's nuclear weapons. Do you think the globalists can be stopped?
[03:28:41.360 --> 03:28:43.360]  Is there any tactics you guys got the ideas on?
[03:28:43.360 --> 03:28:45.360]  We've got to go to break. We're going to come back and talk about ways.
[03:28:45.360 --> 03:28:47.360]  And then we're going to talk about liberty in America.
[03:28:47.360 --> 03:28:49.360]  Now we get our country back from the pedo world.
[03:28:49.360 --> 03:28:51.360]  And they notice Russia's staying there against that as well.
[03:28:51.360 --> 03:28:54.360]  So it's quite a time to be alive. Stay with us at Infowars.com.
[03:28:56.360 --> 03:29:00.360]  You're going to want to pay attention to what I'm about to say in the next 60 seconds.
[03:29:00.360 --> 03:29:05.360]  Two new incredible products are now available exclusively at Infowarsstore.com.
[03:29:05.360 --> 03:29:13.360]  They are both clones of national bestselling products from a major pharmaceutical slash supplement maker that are listeners and patriots.
[03:29:13.360 --> 03:29:17.360]  They're allowing us to private label it at a lower price you'll find in stores.
[03:29:17.360 --> 03:29:21.360]  It's Joint Relief Max and Nerve Renew.
[03:29:21.360 --> 03:29:29.360]  Both of these have known documented natural compounds to lower pain and also make your nerves healthier,
[03:29:29.360 --> 03:29:34.360]  which is one of the major reasons nerves get irritated and are more inductive to pain.
[03:29:34.360 --> 03:29:36.360]  There's major research behind this all.
[03:29:36.360 --> 03:29:47.360]  You need to get Joint Relief Max from Infowars MD and Nerve Renew from Infowars MD exclusively at Infowarsstore.com right now.
[03:29:47.360 --> 03:29:49.360]  Introducing them both 25% off.
[03:29:49.360 --> 03:29:53.360]  You'll find them exclusively at Infowarsstore.com and they fund our operation.
[03:29:55.360 --> 03:30:01.360]  Two amazing nootropics, that means brain power, are back in stock at Infowarsstore.com.
[03:30:02.360 --> 03:30:04.360]  They're both 50% off.
[03:30:04.360 --> 03:30:08.360]  We haven't offered these for 50% off since last Christmas.
[03:30:08.360 --> 03:30:10.360]  These are amazing products.
[03:30:10.360 --> 03:30:12.360]  For those of you on the fence, I want you to try them.
[03:30:12.360 --> 03:30:17.360]  Brain Force Ultra hits in 15 minutes, only lasts three hours with no hangover.
[03:30:17.360 --> 03:30:18.360]  It is a game changer.
[03:30:18.360 --> 03:30:20.360]  Nobody's got something close to this.
[03:30:20.360 --> 03:30:24.360]  Then our Brain Force Plus is a good basic clean nootropic.
[03:30:24.360 --> 03:30:29.360]  It gives you four to six hours of amazing energy, again, with no hangover, no jitters.
[03:30:29.360 --> 03:30:35.360]  Both products back in stock, Infowarsstore.com for 50% off and it funds the Infowars.
[03:30:35.360 --> 03:30:41.360]  So get your Brain Force Ultra, your Brain Force Plus and your Turbo Force all exclusively at Infowarsstore.com.
[03:30:41.360 --> 03:30:47.360]  And know, you're funding the second American Revolution 1776 worldwide.
[03:30:47.360 --> 03:30:53.360]  The answer to 1984 is 1776 and the answer for energy is Brain Force.
[03:30:54.360 --> 03:30:58.360]  I talk a lot about the great successes Infowars has had.
[03:30:58.360 --> 03:31:00.360]  I don't think anybody can deny it.
[03:31:00.360 --> 03:31:04.360]  And it is because of listeners and viewers supporting us.
[03:31:04.360 --> 03:31:09.360]  When we talk about the crew at Infowars, people behind the scenes, the researchers, the writers,
[03:31:09.360 --> 03:31:13.360]  they really have been the MVPs in this fight.
[03:31:13.360 --> 03:31:17.360]  And when you look at Harrison Smith and Owen Schroer and the hard work they engage in every day,
[03:31:17.360 --> 03:31:21.360]  five, six, seven days a week, it's really just incredible.
[03:31:21.360 --> 03:31:24.360]  So for myself and the whole Infowars crew, I thank you for your past support.
[03:31:24.360 --> 03:31:30.360]  I only encourage you now to realize that Infowars cannot stay on air if you do not support us.
[03:31:30.360 --> 03:31:33.360]  I know you spread the word, I know you pray for us and that's wonderful, keep doing it.
[03:31:33.360 --> 03:31:38.360]  But most viewers and listeners never go to Infowarsstore.com and you never buy great products
[03:31:38.360 --> 03:31:42.360]  that enrich and empower your life all at the same time keeping us on air.
[03:31:42.360 --> 03:31:46.360]  I know that less than 1% of our listeners actually go buy products at Infowarsstore.com.
[03:31:47.360 --> 03:31:50.360]  If just 1% more of you took action and went to Infowarsstore.com,
[03:31:50.360 --> 03:31:52.360]  our funding problems will be over.
[03:31:52.360 --> 03:31:53.360]  Please take action now.
[03:31:53.360 --> 03:31:57.360]  A lot of people have asked me, why has Infowars store and Infowars Life
[03:31:57.360 --> 03:31:59.360]  not had a probiotic for more than three years?
[03:31:59.360 --> 03:32:00.360]  And the answer is simple.
[03:32:00.360 --> 03:32:03.360]  We only bring you the highest quality at the lowest prices.
[03:32:03.360 --> 03:32:07.360]  We had a top maker, top certified of probiotics for more than seven years.
[03:32:07.360 --> 03:32:10.360]  They got bought by a libtard company and said,
[03:32:10.360 --> 03:32:13.360]  we're not doing business with you, Mr. Jones, anymore.
[03:32:13.360 --> 03:32:18.360]  Finally, we got a probiotic just as good or better with a top lab that loves our show.
[03:32:18.360 --> 03:32:22.360]  We're able to private label it under Infowars MD as our probiotic formula.
[03:32:22.360 --> 03:32:26.360]  So you can get a super high quality probiotic for amazing gut health and more
[03:32:26.360 --> 03:32:29.360]  at Infowarsstore.com for 25% off right now.
[03:32:29.360 --> 03:32:32.360]  Now, wherever you get your probiotics, it's something everybody should be doing.
[03:32:32.360 --> 03:32:34.360]  But I'm asking you to try our probiotic.
[03:32:34.360 --> 03:32:37.360]  I think you're going to have an amazing effect and it funds our entire operation.
[03:32:37.360 --> 03:32:40.360]  So get your Infowars MD at Infowarsstore.com.
[03:32:40.360 --> 03:32:42.360]  It's a high quality formula and it keeps us on the air.
[03:32:42.360 --> 03:32:45.360]  Take action now at Infowarsstore.com.
[03:33:05.700 --> 03:33:31.660]  Live from Austin, Texas, it's Alex Jones.
[03:33:31.660 --> 03:33:35.940]  All of our broadcasts are informative, and I'm really proud of them all, or let's just
[03:33:35.940 --> 03:33:36.940]  say satisfied.
[03:33:36.940 --> 03:33:39.580]  But this one's been particularly amazing.
[03:33:39.580 --> 03:33:43.860]  You really gave us some great headlines today once we posted the Bandai video.
[03:33:43.860 --> 03:33:46.700]  All the guests have been just incredible.
[03:33:46.700 --> 03:33:50.420]  Hard to top the last two guests, but I think we're giving it a run for its money here in
[03:33:50.420 --> 03:33:51.420]  the fourth hour.
[03:33:51.420 --> 03:33:56.660]  Today, don't forget, Owen Schroyer, political prisoner, not in jail yet, but they're trying
[03:33:56.660 --> 03:33:57.660]  to put him in there.
[03:33:57.660 --> 03:34:04.060]  He'll be hosting the War Room coming up in about 30 minutes, about 27 minutes at Infowars.com
[03:34:04.060 --> 03:34:05.060]  forward slash show.
[03:34:05.060 --> 03:34:10.620]  Now, I got so focused last hour and so focused that I didn't even plug, and if we don't plug,
[03:34:10.620 --> 03:34:12.100]  we don't sell product, we don't stay on air.
[03:34:12.100 --> 03:34:15.180]  Plus, these are really game-changing, life-changing products you need.
[03:34:15.180 --> 03:34:16.660]  So it's a win-win.
[03:34:16.660 --> 03:34:17.900]  We have hundreds just right now.
[03:34:17.900 --> 03:34:20.860]  Just to stay at the level we're at, I want to expand the Facebook levels.
[03:34:20.860 --> 03:34:26.340]  So please take advantage of our biggest sale of the year yet, the annual Fourth of July
[03:34:26.340 --> 03:34:30.420]  super sale that's going up to 60% off and double Patriot points.
[03:34:30.420 --> 03:34:32.260]  That's as good a deal as we offer any time.
[03:34:32.260 --> 03:34:37.620]  I was saying it's almost as good as Christmas deal, but it basically is the Christmas deal.
[03:34:37.620 --> 03:34:40.700]  Infowars.com, double Patriot points, Super Female Vitality.
[03:34:40.700 --> 03:34:41.700]  We're selling a super male.
[03:34:41.700 --> 03:34:42.700]  It's the same as super male.
[03:34:42.700 --> 03:34:43.700]  It's just a pink label.
[03:34:43.700 --> 03:34:44.700]  It's great.
[03:34:44.700 --> 03:34:46.180]  Full-press, herbs for libido, stamina, energy.
[03:34:46.180 --> 03:34:47.180]  You'll love it.
[03:34:47.180 --> 03:34:48.740]  Got great reviews, five-star reviews.
[03:34:48.740 --> 03:34:50.340]  It's 60% off.
[03:34:50.340 --> 03:34:56.260]  Rain Force Plus, good, clean, base, nootropic, energy, mental focus, clarity, 50% off.
[03:34:56.260 --> 03:35:02.820]  Rain Force Ultra, acts super fast, is amazing, but it's a special proprietary system we developed
[03:35:02.820 --> 03:35:03.820]  with some top developers.
[03:35:03.820 --> 03:35:05.420]  It only lasts about two and a half, three hours.
[03:35:05.420 --> 03:35:08.660]  That's why I love it, because I got to stay up until, say, two in the morning, 10 o'clock
[03:35:08.660 --> 03:35:09.660]  at night.
[03:35:09.660 --> 03:35:13.460]  Boom, I can take this and then go right to bed, whereas if I took Turbo Force, it's 25%
[03:35:13.460 --> 03:35:14.460]  off.
[03:35:14.460 --> 03:35:15.460]  It's selling out.
[03:35:15.460 --> 03:35:19.180]  I'd be up until the next day at noon, last 10 hours.
[03:35:19.180 --> 03:35:24.140]  Infowars.com, immune support, 50% off, probiotic fiber, 50% off, organic greens fiber caps,
[03:35:24.140 --> 03:35:25.140]  50% off.
[03:35:25.140 --> 03:35:26.140]  These are all amazing.
[03:35:26.140 --> 03:35:27.140]  L'Oreal, 40% off.
[03:35:27.140 --> 03:35:28.140]  It's Crillo's selling out, it's 30% off.
[03:35:28.140 --> 03:35:29.140]  Fish Oil, 40% off.
[03:35:29.140 --> 03:35:30.140]  Turbo Force, 25% off.
[03:35:30.140 --> 03:35:31.140]  X3's selling out, 25% off.
[03:35:31.140 --> 03:35:32.140]  Vitamin D3 gummies.
[03:35:32.140 --> 03:35:33.140]  Food, water, air filtration, all the highest quality, already lowest prices, 10% off.
[03:35:33.140 --> 03:35:34.140]  Infowars.com or 888-253-3139.
[03:35:34.140 --> 03:35:35.140]  I want to thank all of you that have gotten the products in the past, but you really need
[03:35:35.140 --> 03:35:36.140]  these.
[03:35:36.140 --> 03:35:37.140]  All of you need an Alexa Pure stainless steel filter.
[03:35:37.140 --> 03:35:38.140]  It's the highest rated.
[03:35:38.140 --> 03:35:39.140]  There's four or five other units out there that are well-known, that are as good.
[03:35:39.140 --> 03:35:40.140]  I want to thank all of you that have gotten the products in the past, but you really need
[03:35:40.140 --> 03:35:41.140]  these.
[03:35:41.140 --> 03:35:42.140]  All of you need an Alexa Pure stainless steel filter.
[03:35:42.140 --> 03:35:43.140]  It's the highest rated.
[03:35:43.140 --> 03:36:06.020]  This doesn't have a 200% markup in it.
[03:36:06.020 --> 03:36:08.540]  It doesn't have a 100% markup in it.
[03:36:08.540 --> 03:36:09.540]  Okay?
[03:36:09.540 --> 03:36:15.820]  So, it's amazing when we offer 10% off, no excuses, in stock, ready to ship, Alexa Pure,
[03:36:15.820 --> 03:36:21.460]  water filter, Alexa Pure Breeze, air filter, Infowarsstore.com, the storable food, 10%
[03:36:21.460 --> 03:36:22.460]  off.
[03:36:22.460 --> 03:36:23.460]  Please take action.
[03:36:23.460 --> 03:36:27.780]  Now, shop with the good guys with a boycott and also boycott the enemy.
[03:36:27.780 --> 03:36:30.420]  Boycott now, the ball's in your court.
[03:36:30.420 --> 03:36:32.580]  Please don't pull the plug on this operation.
[03:36:32.580 --> 03:36:33.580]  Thank you for your support.
[03:36:33.580 --> 03:36:38.540]  All right, going back to Pastor J.C. Hall of GodGunsLiberty.com and his constitutional
[03:36:38.540 --> 03:36:42.260]  wife, lawyer, also a veteran, Chris Ann Hall, ChrisAnnHall.com.
[03:36:42.260 --> 03:36:46.380]  We've got some important domestic things to talk about and really how America is the best
[03:36:46.380 --> 03:36:49.700]  house in the bad neighborhood and we can kill the whole globalist agenda if we can save
[03:36:49.700 --> 03:36:50.700]  this country.
[03:36:50.700 --> 03:36:51.700]  They know that.
[03:36:51.700 --> 03:36:52.700]  We know that.
[03:36:52.700 --> 03:36:56.460]  But finishing up on Russia, on your predictions of what you think is going to happen.
[03:36:56.460 --> 03:37:05.340]  I look for the West to continue to try to provoke and stoke what's going on there unless
[03:37:05.340 --> 03:37:08.820]  we can get the zombie out of the White House.
[03:37:08.820 --> 03:37:18.180]  I really think that's probably the only hope on that level is we have to take on this administration
[03:37:18.180 --> 03:37:20.340]  and take them down.
[03:37:20.340 --> 03:37:23.040]  That's how we stopped World War III.
[03:37:23.040 --> 03:37:28.740]  That's how we stopped the chaos that is to come, which is primarily due to the meddling
[03:37:28.740 --> 03:37:32.500]  of Biden's globalist overlords and their agenda.
[03:37:32.500 --> 03:37:34.540]  So this election really is do or die?
[03:37:34.740 --> 03:37:39.500]  I believe worldwide, not just for America, for the entire globe.
[03:37:39.500 --> 03:37:42.860]  We've said that kind of stuff about previous elections.
[03:37:42.860 --> 03:37:46.420]  And I think people were speaking about America first and foremost.
[03:37:46.420 --> 03:37:52.660]  But we're talking about do or die for all of humanity, our entire planet.
[03:37:52.660 --> 03:37:59.100]  This particular administration is just like, you know, 2.0 of all the previous bad administrations
[03:37:59.100 --> 03:38:04.420]  have taken it to a global level, not just trying to destroy America, but they're going
[03:38:04.420 --> 03:38:09.860]  to absolutely destroy humanity if we do not get that out of them.
[03:38:09.860 --> 03:38:13.220]  And I don't just intellectually see it or politically see it.
[03:38:13.220 --> 03:38:14.660]  I gut level feel it.
[03:38:14.660 --> 03:38:16.220]  I mean, I don't call it fear.
[03:38:16.220 --> 03:38:19.700]  It's more of a sadness, a betrayal, a sickness.
[03:38:19.700 --> 03:38:21.100]  Like people, you better take this serious.
[03:38:21.100 --> 03:38:22.900]  Like we're not just up here saying it.
[03:38:22.900 --> 03:38:24.620]  And we know this is all we do is research this.
[03:38:24.620 --> 03:38:25.620]  We're not playing games.
[03:38:25.620 --> 03:38:26.780]  Want to comment on this?
[03:38:26.780 --> 03:38:27.940]  Well, yeah, absolutely.
[03:38:27.940 --> 03:38:33.340]  And I think that one thing that we have to really work on domestically, right, because
[03:38:33.340 --> 03:38:36.860]  my husband's the foreign policy, foreign relations guy.
[03:38:36.860 --> 03:38:39.180]  I'm the one that knows the Constitution.
[03:38:39.180 --> 03:38:41.980]  I know what we can do domestically.
[03:38:41.980 --> 03:38:48.820]  What we as a people, Alex, really need to understand is, number one, constitutionally
[03:38:48.820 --> 03:38:56.020]  speaking, the president of the United States and the executive department do not hold this
[03:38:56.060 --> 03:39:00.180]  authority to do what they're doing overseas.
[03:39:00.180 --> 03:39:08.100]  There's absolutely no constitutional authority for Biden to be sending money overseas without
[03:39:08.100 --> 03:39:09.700]  congressional approval.
[03:39:09.700 --> 03:39:15.300]  And I'm going to tell you, and I fully understand this as as I'm not just simply a constitutional
[03:39:15.300 --> 03:39:20.500]  scholar now, but I'm also an historian.
[03:39:20.500 --> 03:39:22.540]  So I've studied thousands of years of history.
[03:39:22.540 --> 03:39:24.540]  I know how government operates.
[03:39:24.580 --> 03:39:26.260]  I know how people operate.
[03:39:26.260 --> 03:39:31.380]  And I also know that those who do not know their history are doomed to repeat its mistake.
[03:39:31.380 --> 03:39:33.220]  And I watched that happen.
[03:39:33.220 --> 03:39:41.260]  So I believe that if the American people are not educated and informed on the limit of
[03:39:41.260 --> 03:39:47.420]  federal authority, constitutionally speaking, this Biden administration is going to, as
[03:39:47.420 --> 03:39:50.540]  J.C. said earlier, is feeling the desperation.
[03:39:50.540 --> 03:39:52.540]  We're coming up on a new election.
[03:39:52.540 --> 03:39:59.980]  The populace is not in favor of what's happening, regardless of what the media is pushing.
[03:39:59.980 --> 03:40:09.100]  This administration is going to push us into something globally violent before the election
[03:40:09.100 --> 03:40:16.300]  so that they can gather up all the patriotism, oh, well, you have to back the president because
[03:40:16.300 --> 03:40:18.300]  everybody backs a president when we're at war.
[03:40:18.300 --> 03:40:20.940]  You're saying October Surprise is an accelerated war.
[03:40:20.940 --> 03:40:21.940]  Absolutely.
[03:40:22.340 --> 03:40:24.340]  But we can stop it.
[03:40:24.340 --> 03:40:33.540]  We can stop it if the American people understand that Congress can stop the funding now.
[03:40:33.540 --> 03:40:43.700]  Congress is actually the power that is in control of forces when there is no declaration
[03:40:43.700 --> 03:40:44.700]  of war.
[03:40:44.700 --> 03:40:49.860]  We have this whole misconception in America that the commander in chief is the president.
[03:40:49.860 --> 03:40:50.860]  That's right.
[03:40:50.860 --> 03:40:52.300]  And that power is being totally ignored.
[03:40:52.300 --> 03:40:53.740]  What you're saying is so central.
[03:40:53.740 --> 03:40:56.540]  I've seen polls of 80 plus percent of Americans against this war.
[03:40:56.540 --> 03:40:58.100]  We're being gaslit that we want this.
[03:40:58.100 --> 03:40:59.100]  And it's unconstitutional.
[03:40:59.100 --> 03:41:00.100]  You're absolutely right.
[03:41:00.100 --> 03:41:02.700]  As a constitutional lawyer, we need to push harder to make Congress withhold the purse
[03:41:02.700 --> 03:41:03.700]  strings.
[03:41:03.700 --> 03:41:04.700]  Exactly.
[03:41:04.700 --> 03:41:12.500]  And at the state and local level, at the state and local levels, our governors, our sheriffs,
[03:41:12.500 --> 03:41:21.380]  our state legislators can take back power from the federal government and start exercising
[03:41:21.380 --> 03:41:23.700]  defense domestically.
[03:41:23.700 --> 03:41:29.700]  Our state governors, our state sheriffs have the authority, Alec, to lock down our borders
[03:41:29.700 --> 03:41:30.700]  now.
[03:41:30.700 --> 03:41:33.340]  And for folks that don't know, I saw this when it came out.
[03:41:33.340 --> 03:41:39.580]  This is an amazing film, christianhall.com, the sheriff, noncompliant to the sheriff.
[03:41:39.580 --> 03:41:41.300]  He put up several of these.
[03:41:41.300 --> 03:41:42.300]  Everybody should get this.
[03:41:43.100 --> 03:41:44.100]  Everybody should share it.
[03:41:44.100 --> 03:41:47.820]  Everybody should, you know, air it locally, show it to your church group and get it to
[03:41:47.820 --> 03:41:48.820]  your sheriff.
[03:41:48.820 --> 03:41:49.820]  Absolutely.
[03:41:49.820 --> 03:41:54.260]  What we have to understand is that we are not powerless.
[03:41:54.260 --> 03:42:03.300]  You see, 150 years of government led education has trained the people to believe that their
[03:42:03.300 --> 03:42:06.860]  only course of controlling government is elections.
[03:42:06.860 --> 03:42:08.220]  That's a lie.
[03:42:08.220 --> 03:42:15.140]  Our federal system as a system of federalism, not a federal government, a system of federalism
[03:42:15.140 --> 03:42:22.820]  actually places the state and local government in a higher authority than the federal government.
[03:42:22.820 --> 03:42:23.820]  Absolutely.
[03:42:23.820 --> 03:42:24.820]  It's another one of the checks and balances.
[03:42:24.820 --> 03:42:26.820]  We have juries, grand juries.
[03:42:26.820 --> 03:42:31.260]  We have the sheriffs and we have the legislatures and incredible.
[03:42:31.260 --> 03:42:32.260]  Stay right there.
[03:42:33.060 --> 03:42:38.500]  Segment with Chris and hall christianhall.com to find the sheriff documentary more her amazing
[03:42:38.500 --> 03:42:39.500]  husband.
[03:42:39.500 --> 03:42:40.500]  What a dynamic duo.
[03:42:40.500 --> 03:42:41.500]  Pastor J.C.
[03:42:41.500 --> 03:42:42.500]  Hall.
[03:42:42.500 --> 03:42:43.500]  God, guns, liberty.
[03:42:43.500 --> 03:42:44.500]  Dot com.
[03:42:44.500 --> 03:42:45.500]  Wow.
