[00:00.000 --> 00:26.000]  You want to stop tyranny well so does he live from the infowars.com studios it's Alex Jones
[3:01:40.000 --> 3:01:45.000]  Because it was going on all around them. Then they wage war, people say, oh God, the Jews were exterminating everybody.
[3:01:45.000 --> 3:01:51.000]  If you did human sacrifice, they would kill everybody. The Bible, Old Testament says, kill everybody that kills kids.
[3:01:51.000 --> 3:01:55.000]  They put their kids to the fires of Moloch, kill them all.
[3:01:55.000 --> 3:02:03.000]  So this isn't a defense of Judaism or an attack on it, it's a defense of history.
[3:02:03.000 --> 3:02:10.000]  And so I know it's a big white supremacist thing that Jews invented devil worship and that Jews do black Sabbaths.
[3:02:10.000 --> 3:02:16.000]  They've had Jews do black Sabbaths that have been caught, they've had Catholics caught, they've had Protestants caught.
[3:02:16.000 --> 3:02:22.000]  Black Sabbaths are a bunch of self-centered bad people wanting to kill men, women or children and have power.
[3:02:22.000 --> 3:02:29.000]  They don't want to go hunt elk in the mountains, they don't want to go arm wrestle, they don't want to have Jiu Jitsu, they don't want to go join the military and fight other men.
[3:02:29.000 --> 3:02:36.000]  They want to be in a cult of creepy guys and have their way with people.
[3:02:36.000 --> 3:02:46.000]  And you know, that's how I know humans are humans. Whether it was Africa or whether it was Asia or whether it was Latin America, Mesoamerica or ancient white Europe.
[3:02:46.000 --> 3:02:52.000]  Everybody burned people to death, everybody ate hearts, everybody did that stuff.
[3:02:52.000 --> 3:02:55.000]  And it's all about proving you're the toughest, you're the best.
[3:02:55.000 --> 3:03:00.000]  And scaring everybody else in the village through terror that you're the boss.
[3:03:00.000 --> 3:03:07.000]  And finally, after terror, people accepted and it becomes their religion.
[3:03:07.000 --> 3:03:21.000]  And so Judaism first rejected what was going on in Babylon and going on in Persia and going on in Egypt and going on in Greece to a certain extent.
[3:03:21.000 --> 3:03:23.000]  Greece wasn't as corrupt.
[3:03:23.000 --> 3:03:26.000]  Just if they disagreed whether they just throw it off a cliff, it was really human sacrifice.
[3:03:26.000 --> 3:03:31.000]  And they had some human sacrifice. It was more like, you know, throw your five-year-old out in the woods for a year and see if they come back.
[3:03:31.000 --> 3:03:34.000]  It was more like that. That's where eugenics came from.
[3:03:34.000 --> 3:03:36.000]  At least we're like, oh, this is what we're going to do.
[3:03:36.000 --> 3:03:40.000]  We don't just cut people's hearts off for no reason. We just kill all the weak people.
[3:03:40.000 --> 3:03:47.000]  And you know, so there's just a lot of complex history and people tend to dumb it all down.
[3:03:47.000 --> 3:03:50.000]  And what I gave you is just a snapshot, just told.
[3:03:50.000 --> 3:03:57.000]  And it doesn't mean people are like, wow, Mr. Fancy Pan has told us all that history. It's not. It's interesting.
[3:03:57.000 --> 3:04:00.000]  I mean, how could you quit wanting to know all this?
[3:04:00.000 --> 3:04:03.000]  Roger Stone's coming up and I know he loves phone calls.
[3:04:03.000 --> 3:04:06.000]  If you want to hold for him, I bet he'll go to your Jeff in North Carolina.
[3:04:06.000 --> 3:04:08.000]  Just ask Stone, I'm sure he will.
[3:04:08.000 --> 3:04:10.000]  And Jesse and Mike, I got a bunch of stuff to handle.
[3:04:10.000 --> 3:04:15.000]  I'm busier than a one-legged man in an ass-whooping contest.
[3:04:15.000 --> 3:04:20.000]  So we're going to be ending my part of the transmission here in about 30 seconds.
[3:04:20.000 --> 3:04:24.000]  Please spread the links. Please pray for the operation. There's a reason the enemy hates us.
[3:04:24.000 --> 3:04:28.000]  We're not devil worshipers. We want you to succeed and we want to succeed.
[3:04:28.000 --> 3:04:31.000]  And as long as you want to succeed and don't want to get in our way, we'll support you.
[3:04:31.000 --> 3:04:35.000]  If you want to get in our way and try to hurt us, well, we're going to go through you.
[3:04:35.000 --> 3:04:41.000]  Not because we're tough guys or want to be in charge, but because we're not going to let you run our lives.
[3:04:41.000 --> 3:04:45.000]  It's the Great Animating Contest of Liberty. It's happening now.
[3:04:45.000 --> 3:04:49.000]  And humanity is beginning to rise as the spirit of liberty comes back into the world.
[3:04:49.000 --> 3:04:52.000]  We'll be right back, sailors.
[3:04:54.000 --> 3:04:58.000]  All the perplexities, the confusion and distress in America arise,
[3:04:58.000 --> 3:05:02.000]  not from objects in their constitution or confederation,
[3:05:02.000 --> 3:05:06.000]  not from want of honor or virtue, so much as from the downright ignorance
[3:05:06.000 --> 3:05:09.000]  of the nature of coin, credit and circulation.
[3:05:09.000 --> 3:05:13.000]  Those are the words of John Adams, the second president of the United States.
[3:05:13.000 --> 3:05:18.000]  Are you ignorant of the private Federal Reserve? Do you understand the nature of our fiat currency?
[3:05:18.000 --> 3:05:25.000]  Do you understand how a private corporation has the ability to create boom and bust cycles and to profit from it?
[3:05:25.000 --> 3:05:30.000]  What kind of leverage do these people and the Federal Reserve have over the American people?
[3:05:30.000 --> 3:05:34.000]  Or for that matter, what kind of leverage do the Saudis have over our money?
[3:05:34.000 --> 3:05:39.000]  Will you be a slave or will you be free? Adams also said liberty cannot be preserved
[3:05:39.000 --> 3:05:43.000]  without general knowledge among the people. Join the Infowars.
[3:05:43.000 --> 3:05:46.000]  Spread the information. Educate yourself and others.
[3:05:46.000 --> 3:05:48.000]  The truth shall set you free.
[3:05:48.000 --> 3:06:12.000]  From the Frontlines of the Information War, it's Alex Jones.
[3:06:18.000 --> 3:06:28.000]  All right, ladies and gentlemen, Alex Jones here back live.
[3:06:28.000 --> 3:06:34.000]  Alex Jones here back live. I was about to punch out and turn the operation over to Roger Stone,
[3:06:34.000 --> 3:06:37.000]  but I'm going to be co-hosting with here for a few minutes.
[3:06:37.000 --> 3:06:44.000]  And Nico Acosta, the main producer, came over to me and said,
[3:06:44.000 --> 3:06:48.000]  Alex, look at this. They're not even trying anymore.
[3:06:48.000 --> 3:06:57.000]  Anderson Cooper has come out and attacked yours truly and claimed that I fabricated the Soros Nazi ties.
[3:06:57.000 --> 3:07:05.000]  Now, this is like 11 days ago, they announced ISIS claim responsibility for the Las Vegas attack.
[3:07:05.000 --> 3:07:16.000]  And the next day, Newsweek and Solon and hundreds of fake news publications said that I had just made up ISIS declaring responsibility.
[3:07:16.000 --> 3:07:20.000]  They didn't say, oh, ISIS made it up. They just said I made it up.
[3:07:20.000 --> 3:07:26.000]  So they're attempting to brand me as the guy that makes things up.
[3:07:26.000 --> 3:07:37.000]  Ladies and gentlemen, Soros on 60 Minutes and on Lair NewsHour, and they were able to expose the Lair NewsHour footage,
[3:07:37.000 --> 3:07:43.000]  admitted that he collaborated with the Nazis and said he wasn't ashamed of it.
[3:07:43.000 --> 3:07:50.000]  George Soros admittedly with his uncle helped round up thousands of people because he was Jewish
[3:07:50.000 --> 3:07:58.000]  and they trusted him, people in the same vein as Anne Frank, and he would round them up and he said he wasn't ashamed of it because it was like free markets.
[3:07:58.000 --> 3:08:02.000]  If he wouldn't have helped round them up, someone else wouldn't have done it.
[3:08:02.000 --> 3:08:10.000]  I mean, he admits this in books written about him. This is next level.
[3:08:10.000 --> 3:08:13.000]  This is next level.
[3:08:13.000 --> 3:08:19.000]  So here is Anderson Cooper saying I made this up.
[3:08:19.000 --> 3:08:36.000]  He's saying I made up Austin, Texas existing, or George Washington existing, or Pontius Pilot existing, or Obama, or Hillary.
[3:08:36.000 --> 3:08:48.000]  I mean, or Donald Trump. It's so crazy, the articles on InfoWars.com, to have them deny what he says on a video, but here's the difference.
[3:08:48.000 --> 3:08:54.000]  Every time we try to upload this, they go, oh, you copyright violation, CBS 60 Minutes.
[3:08:54.000 --> 3:09:06.000]  We have full fair use under all law, open and shut case, no debate, that if we're talking about George Soros and playing a clip of him saying it under political purposes, it's 100% covered,
[3:09:06.000 --> 3:09:10.000]  especially when they're saying I'm lying about it.
[3:09:10.000 --> 3:09:18.000]  So everyone take this video, everyone show this to people, because this is fake news, Waterloo. They know they're liars.
[3:09:18.000 --> 3:09:20.000]  They know they're caught.
[3:09:20.000 --> 3:09:28.000]  And they've got this cosmetic job going for George Soros, who did the Arab Spring that killed over a million people, that helped overthrow Ukraine.
[3:09:28.000 --> 3:09:31.000]  I mean, this guy's a monster.
[3:09:31.000 --> 3:09:36.000]  They got arrest warrants out for him in like 10 countries.
[3:09:36.000 --> 3:09:42.000]  They're telling you he never tried to crash the pound. He never over through African countries. He never funded radical Islamists.
[3:09:42.000 --> 3:09:48.000]  He's not buddies with Weinstein. He's not buddies with the Clintons. He's not coming after your guns. No.
[3:09:48.000 --> 3:09:56.000]  CNN says it's fake news, and now CNN wants to ban any YouTube or Facebook channel that says it. That's why they're doing it.
[3:09:56.000 --> 3:10:03.000]  Well, the CNN Politifact says all 16 intelligence agencies say the Russians did it.
[3:10:03.000 --> 3:10:10.000]  Now they admit none of it. It was all a lie. This is just total fraud. So here it is, ladies and gentlemen.
[3:10:10.000 --> 3:10:15.000]  It was that way. The consequences could be literally millions of deaths.
[3:10:15.000 --> 3:10:18.000]  Tony Schwartz appreciated by Meg Haverman as well.
[3:10:18.000 --> 3:10:21.000]  Up next, another white supremacist rally in Charlottesville this past weekend.
[3:10:21.000 --> 3:10:25.000]  And something else caught our attention. One of them were out protesting the white supremacists.
[3:10:25.000 --> 3:10:30.000]  As disgusting as both rallies were, there was something else that caught our eye when it posted this past Friday.
[3:10:30.000 --> 3:10:36.000]  It's the claim that the August protest, the one that killed Ms. Hyer, was some sort of left-wing plot.
[3:10:36.000 --> 3:10:42.000]  Now who, you might ask, would say something so offensive and disgusting as that? Some shock-jock radio personality maybe?
[3:10:42.000 --> 3:10:46.000]  No. An elected representative who's serving right now in the U.S. Congress.
[3:10:46.000 --> 3:10:50.000]  Here he is, two-term Arizona Congressman Paul Gosar.
[3:10:50.000 --> 3:10:55.000]  Now, here's exactly what the Congressman said to Vice News Correspondent Ellie Reeve.
[3:10:55.000 --> 3:11:02.000]  Let's look at the person that actually started the rally. It's come to our attention that this is a person from Occupy Wall Street
[3:11:02.000 --> 3:11:08.000]  that was an Obama sympathizer. So, wait a minute. Be careful over which area you start taking these people to.
[3:11:08.000 --> 3:11:14.000]  And look at the background. George Soros is one of those people that actually helps back these individuals.
[3:11:14.000 --> 3:11:21.000]  Who is he? I think he's from Hungary. I think he was Jewish and I think he turned in his own people to the Nazis.
[3:11:21.000 --> 3:11:28.000]  Be very careful over where we go with those. Do you think George Soros funded the neo-Nazis who marched in Charleston?
[3:11:28.000 --> 3:11:31.000]  Wouldn't it be interesting to find out?
[3:11:31.000 --> 3:11:38.000]  Again, that was Republican Arizona Congressman Paul Gosar. This man, keeping him on us, does he have proof?
[3:11:38.000 --> 3:11:43.000]  No, nothing. In other words, it's a false flag. He's spreading and insulting and disgusting conspiracy theory.
[3:11:43.000 --> 3:11:48.000]  One that's been swiftly debunked by many. We asked Congressman Gosar to come on the program tonight. His office declined.
[3:11:48.000 --> 3:11:51.000]  We told them it's an open invitation. We got no reply.
[3:11:51.000 --> 3:11:55.000]  These conspiracy theories were first spread by radio talk show host Alex Jones.
[3:11:55.000 --> 3:12:02.000]  The rally in August was organized by Jason Kessler who said he voted for President Obama and attended one Occupy event.
[3:12:02.000 --> 3:12:05.000]  But he also says he became disenchanted with the Obama administration.
[3:12:05.000 --> 3:12:08.000]  And in addition to organizing that hate-filled show...
[3:12:08.000 --> 3:12:13.000]  All three of the organizers were funded by leftist groups and they had hired actors admitted.
[3:12:13.000 --> 3:12:17.000]  I'm not saying there wasn't real killing, but let's go further here.
[3:12:17.000 --> 3:12:22.000]  They're trying to sit there and imply...
[3:12:22.000 --> 3:12:26.000]  I'm actually speechless at this point. I mean, this is next level.
[3:12:26.000 --> 3:12:34.000]  That Cooper knows full well that Soros has admitted to being a Nazi collaborator and they're now saying that's a conspiracy theorist.
[3:12:34.000 --> 3:12:42.000]  And notice, again, they take whatever's our strongest information and they act like they've caught us in something so people stop saying it.
[3:12:42.000 --> 3:12:49.000]  They take whatever's our strongest thing like the sky's blue, the sun's yellow. They laugh at us hoping we quit, hoping we stop doing it.
[3:12:49.000 --> 3:13:14.000]  That's why they tell these ball-faced lies. Let's continue.
[3:13:14.000 --> 3:13:20.000]  He was 14 years old when the war ended. He did not collaborate with the Nazis. He did not help round up people.
[3:13:20.000 --> 3:13:24.000]  He did not confiscate anybody's property. Joining me now is Ellie Reeves.
[3:13:24.000 --> 3:13:26.000]  She's the Vice News reporter who did that interview.
[3:13:26.000 --> 3:13:28.000]  That's enough. And then who's this woman?
[3:13:28.000 --> 3:13:34.000]  He says he collaborated with Nazis and she responds, oh, he funded neo-Nazis?
[3:13:34.000 --> 3:13:38.000]  And I'm sorry, they've hired her because she looks like...
[3:13:38.000 --> 3:13:48.000]  I'm sad. I mean, I'm kind of glad. I actually want to honor Vice hiring disabled people to be the reporters, but I mean, this is next level, folks.
[3:13:48.000 --> 3:13:57.000]  So here's actually George Soros on 60 Minutes saying he's not even ashamed of it that he helped the Nazis. Here it is.
[3:13:57.000 --> 3:14:03.000]  These are pictures from 1944 of what happened to George Soros' friends and neighbors.
[3:14:03.000 --> 3:14:12.000]  You're a Hungarian Jew who escaped the Holocaust by posing as a Christian.
[3:14:12.000 --> 3:14:18.000]  And you watched lots of people get shipped off to the death camps.
[3:14:18.000 --> 3:14:24.000]  I was 14 years old and I would say that that's what my character was made.
[3:14:24.000 --> 3:14:30.000]  It was a tremendous threat of evil. I mean, it was a very personal experience of evil.
[3:14:30.000 --> 3:14:39.000]  My understanding is that you went out with this protector of yours who swore that you were his adopted god son.
[3:14:39.000 --> 3:14:40.000]  Yes, yes.
[3:14:40.000 --> 3:14:44.000]  Went out, in fact, and helped in the confiscation of property from the Jews.
[3:14:44.000 --> 3:14:45.000]  That's right.
[3:14:45.000 --> 3:14:54.000]  I mean, that sounds like an experience that would send lots of people to the psychiatric couch for many, many years.
[3:14:54.000 --> 3:14:59.000]  Was it difficult? Not at all.
[3:14:59.000 --> 3:15:06.000]  It was actually probably the happiest year of my life, that year of German occupation.
[3:15:06.000 --> 3:15:13.000]  Now, that's just one clip. I want to add to this or get McBrain to give it to you because it's like a 15-minute interview on there.
[3:15:13.000 --> 3:15:21.000]  He says it taught me about markets and if I wouldn't have helped round these people up, someone else would have done it.
[3:15:21.000 --> 3:15:26.000]  So I know he wants to explain to the interview, maybe tomorrow we should air the whole thing on air,
[3:15:26.000 --> 3:15:30.000]  but for some reason we never play the real coup de grace.
[3:15:30.000 --> 3:15:39.000]  Metaphysical? Not meant to happen? Who knows, but something tells me someday it will air.
[3:15:39.000 --> 3:15:43.000]  Someday, maybe today's that day.
[3:15:43.000 --> 3:15:50.000]  We refresh your breath with Emmerich's Essentials Organic Mouthwash.
[3:15:50.000 --> 3:16:03.000]  Our formula is made from organic herbal ingredients to help stimulate the gums and provide a cleansing effect while adding a pleasant, refreshing taste.
[3:16:03.000 --> 3:16:18.000]  Emmerich Essentials Mouthwash is non-GMO, certified organic made without alcohol, chemicals, or other artificial ingredients such as flavors, fragrances, or dyes.
[3:16:18.000 --> 3:16:26.000]  The pure organic plant extracts are concentrated containing antibacterial properties that work well to help tone gums and freshen your breath.
[3:16:26.000 --> 3:16:33.000]  This antiseptic mouthwash is a concentrated formula. You will need to dilute 1 part mouthwash to 10 parts water.
[3:16:33.000 --> 3:16:38.000]  Emmerich Essentials Mouthwash is a great addition to your daily brushing routine.
[3:16:38.000 --> 3:16:43.000]  It is effective yet gentle enough for the most sensitive gums and canker sores.
[3:16:43.000 --> 3:16:46.000]  Go organic today with Emmerich Essentials.
[3:16:46.000 --> 3:16:56.000]  Visit infowarstore.com to learn more. That's infowarstore.com.
[3:17:17.000 --> 3:17:27.000]  Deep Earth iodine crystals. This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue, and organ in the body.
[3:17:27.000 --> 3:17:34.000]  With inadequate thyroid hormones, you may experience slow metabolism, lethargy, weight gain, and overall brain fog.
[3:17:34.000 --> 3:17:40.000]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[3:17:40.000 --> 3:17:52.000]  Take control of your chemistry today with this super combo. Discover the power of Survival Shield X2 and BioTrue Selenium at infowarslife.com.
[3:18:10.000 --> 3:18:15.000]  Check out this innovative and smart technology that's easy to use and let me tell you something.
[3:18:15.000 --> 3:18:22.000]  It is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[3:18:22.000 --> 3:18:32.000]  That's what I'm talking about. When compared to traditional methods of preservation, like canning or dehydrating, like what you get at the grocery store, there is no comparison.
[3:18:32.000 --> 3:18:41.000]  Harvestrite freeze dryers retain 97% of the food's taste, color, and nutritional value and have a shelf life of up to 25 years.
[3:18:41.000 --> 3:18:49.000]  Now that's what I call the miracle of food preservation. Harvestrite is truly the world's best, most affordable freeze dryer.
[3:18:49.000 --> 3:18:53.000]  So what are you waiting for? Check it out right now at infowarstore.com.
[3:18:54.000 --> 3:19:01.000]  Thousands of years ago there was a basic form of chivalry. Our ancestors would hear the drums of war.
[3:19:01.000 --> 3:19:06.000]  Giving the warriors of the tribe a chance to organize and prepare a defense.
[3:19:06.000 --> 3:19:15.000]  60 years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[3:19:15.000 --> 3:19:19.000]  But in the 21st century, there were silent weapons for quiet war.
[3:19:19.000 --> 3:19:29.000]  Pathogens added to the food and water, and to the lining of plastics that destroy our vitality, turn off our hormones, and accelerate our journey towards death.
[3:19:29.000 --> 3:19:32.000]  I personally counter this onslaught with Anthroplex.
[3:19:32.000 --> 3:19:43.000]  Anthroplex is designed with known, organic, concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[3:19:43.000 --> 3:19:46.000]  Discover why Anthroplex has turned so many heads today.
[3:19:46.000 --> 3:20:03.000]  It's time for us to take our bodies back into our own hands, and it starts at infowarstore.com with Anthroplex.
[3:20:03.000 --> 3:20:07.000]  My understanding is that you went out with this protector of yours.
[3:20:07.000 --> 3:20:08.000]  Yes, yes.
[3:20:08.000 --> 3:20:12.000]  Went out, in fact, and helped in the confiscation of property from the Jews.
[3:20:12.000 --> 3:20:13.000]  That's right.
[3:20:13.000 --> 3:20:15.000]  That's right.
[3:20:15.000 --> 3:20:18.000]  Was it difficult?
[3:20:18.000 --> 3:20:20.000]  Not at all.
[3:20:20.000 --> 3:20:21.000]  Not at all.
[3:20:21.000 --> 3:20:25.000]  Maybe as a child, you don't see the connection.
[3:20:25.000 --> 3:20:28.000]  It created no problem at all.
[3:20:28.000 --> 3:20:29.000]  No feeling of guilt?
[3:20:29.000 --> 3:20:30.000]  No.
[3:20:30.000 --> 3:20:40.000]  Well, actually, in a funny way, it's just like in markets, that if I weren't there, somebody else would be taking it away anyhow.
[3:20:40.000 --> 3:20:45.000]  Whether I was there or not, the property was being taken away.
[3:20:45.000 --> 3:20:47.000]  So I had no sense of guilt.
[3:20:47.000 --> 3:20:52.000]  Defending the Republic from enemies, foreign, and domestic.
[3:20:52.000 --> 3:20:54.000]  It's Alex Jones.
[3:20:58.000 --> 3:21:01.000]  By the way, the article's up on infowarstore.com.
[3:21:01.000 --> 3:21:07.000]  CNN now claims that George Soros was not a Nazi collaborator, and that we have made it up.
[3:21:07.000 --> 3:21:13.000]  The full, was it 14-minute interview he did for 60 Minutes, is posted in our article.
[3:21:13.000 --> 3:21:15.000]  This is next-level BS.
[3:21:15.000 --> 3:21:17.000]  Now, I'm going to turn the show over to Roger Shubins.
[3:21:17.000 --> 3:21:22.000]  He's got a congressman coming on with huge groundbreaking news and information.
[3:21:22.000 --> 3:21:24.000]  I'm going to turn this over right now, Roger, but just briefly.
[3:21:24.000 --> 3:21:35.000]  What do you make of CNN's latest venture into complete fairy tale fake news, defending a Nazi collaborator, and saying that I made it up?
[3:21:35.000 --> 3:21:38.000]  What in the world is going on?
[3:21:38.000 --> 3:21:41.000]  This is the epitome of fake news.
[3:21:41.000 --> 3:21:46.000]  You know, I used to like Anderson Cooper, but this is a bridge too far.
[3:21:46.000 --> 3:21:52.000]  Reminds me of a piece of legislation that Congressman Adam Schiff introduced last week, Alex,
[3:21:52.000 --> 3:22:01.000]  which declares that the federal government has never paid out a penny to anyone who was damaged by vaccines.
[3:22:01.000 --> 3:22:06.000]  But we know that that's false. They've paid out almost $3.7 billion.
[3:22:06.000 --> 3:22:10.000]  It's the same kind of denial that you see here.
[3:22:10.000 --> 3:22:17.000]  It is widely established that Soros was a Nazi collaborator.
[3:22:17.000 --> 3:22:24.000]  He is, as you can see, he exudes absolute stone-cold evil.
[3:22:24.000 --> 3:22:33.000]  And foreign intelligence services in numerous countries have documented his Nazi collaboration.
[3:22:33.000 --> 3:22:43.000]  So this is an attempt by CNN, not a news organization, to reinvent history, to bury the truth with the big lie.
[3:22:43.000 --> 3:22:47.000]  This is a classic of the big lie technique.
[3:22:47.000 --> 3:22:50.000]  And Alex, I'm a little jealous because they're blaming you.
[3:22:50.000 --> 3:22:56.000]  Roger, how do you get a big show? Sorry, I got in. Please take it over at StoneColdTrip.com.
[3:22:56.000 --> 3:23:02.000]  No problem at all. This, I think, was, in fact, extremely newsworthy, Alex.
[3:23:02.000 --> 3:23:11.000]  I have never seen CNN go quite this far in their Orwellian attempts to deny reality.
[3:23:11.000 --> 3:23:24.000]  There is more and more reports from the Trump White House about discord between the president and his chief of staff, General John Kelly.
[3:23:24.000 --> 3:23:37.000]  Jack Pasobek, who often appears here at InfoWars, reported several days ago that Kelly had tendered his resignation some weeks ago.
[3:23:37.000 --> 3:23:42.000]  Now, I've seen this bureaucratic trick before.
[3:23:42.000 --> 3:23:50.000]  Under Richard Nixon, Henry Kissinger tendered his resignation roughly once every 10 days.
[3:23:50.000 --> 3:23:55.000]  Al Haig, later the White House chief of staff, picked up this same technique.
[3:23:55.000 --> 3:24:01.000]  They're not really quitting, you understand, and they don't want the president to take them up on their offer.
[3:24:01.000 --> 3:24:05.000]  It's an attempt to pressure the president.
[3:24:05.000 --> 3:24:24.000]  What I can report is that Kelly has done an effective job of bringing down a de facto iron curtain around our president, controlling all written and human communications that reach the president from the outside.
[3:24:24.000 --> 3:24:37.000]  With the exception of those communications that are engendered when the president picks up the phone or when he asks for a specific piece of information.
[3:24:37.000 --> 3:24:55.000]  Now, it seems to me that there was an important piece in Vanity Fair today by Gabriel Sherman, who, to my mind, is one of the better political reporters in Washington and the Washington, New York access.
[3:24:55.000 --> 3:25:13.000]  And in this piece, Sherman correctly points out that the season, meaning winter, when the beautiful people, when high society goes to Palm Beach, is going to pose a specific challenge to General Kelly.
[3:25:13.000 --> 3:25:18.000]  You see, the president is an extraordinarily social animal.
[3:25:18.000 --> 3:25:27.000]  He, unlike Hillary Clinton, he actually likes people. He likes to mix with them. He likes to talk to them. He likes to get ideas from them.
[3:25:27.000 --> 3:25:36.000]  He likes to bounce his ideas off of them and see what they think. He's a gregarious extrovert in an extrovert's job.
[3:25:36.000 --> 3:25:54.000]  And when he goes to his stunning compound in Palm Beach, the Marlago Club, well, on any given night, you can find him in the dining room holding court, meeting with friends old and new and really very much in his element.
[3:25:54.000 --> 3:26:13.000]  The problem with that, of course, is that it violates the new protocols set up by General Kelly. The idea of taking the president to this palatial private club where he has an embedded residence, kind of a luxury apartment,
[3:26:13.000 --> 3:26:21.000]  but separating him from his many friends and guests, well, that will be a very, very tall order.
[3:26:21.000 --> 3:26:36.000]  For example, the conservative publisher, Christopher Ruddy, a friend of Info Wars, a friend of mine, a member of the Marlago Club, someone often seen at the president's elbow in the wintertime.
[3:26:36.000 --> 3:26:44.000]  I could name others. In fact, I wouldn't be shocked if Alex Jones and Roger Stone show up for dinner one night.
[3:26:44.000 --> 3:26:56.000]  So General Kelly's work is really cut out for him. The president is not like some child going to be kept in the dark and fed disinformation.
[3:26:56.000 --> 3:27:04.000]  That's not the Donald Trump that I know. Keep an eye on General Kelly.
[3:27:04.000 --> 3:27:15.000]  I don't know that he'll be there after February. You can only pull the I quit. I'm tendering my resignation act so many times.
[3:27:15.000 --> 3:27:21.000]  I think it is likely that the good general will overplay his hand.
[3:27:21.000 --> 3:27:40.000]  Since you're with us here at Info Wars, I'd really appreciate it. Personally, if you go to the InfoWars.com store where they have an extraordinary special on brain force, I would have to say all the products available in the entire InfoWars.com line.
[3:27:40.000 --> 3:27:53.000]  This is without any question my favorite. For me, it gives me mental clarity, mental organization, mental energy as it were. Kind of helps you collect your thoughts and focus them.
[3:27:53.000 --> 3:28:06.000]  This is a terrific product. I can tell you firsthand that it works because I was writing last night till almost 3 a.m. got up this morning for early meetings.
[3:28:06.000 --> 3:28:11.000]  Here I am on InfoWars now and in the next hour.
[3:28:11.000 --> 3:28:25.000]  Speaking of the rest of our show, Congressman Matt Gates of Florida will join us to talk about Attorney General Jeff Sessions and why there has been no examination of the Clinton Foundation.
[3:28:25.000 --> 3:28:52.000]  I'm Roger Stone and I'll be right back.
[3:28:52.000 --> 3:28:57.000]  Not a group you developed living defense for us. It took you over a year to do it. Why is this so good?
[3:28:57.000 --> 3:29:08.000]  Because people are actually waking up to the problem that pretty much scares me the most. I mean, I try to make sure that I don't put toxins from food and water and beverages in my system.
[3:29:08.000 --> 3:29:22.000]  Right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism right now with all the refugees spreading disease around. We have biological warfare going on everywhere.
[3:29:22.000 --> 3:29:26.000]  These are all parasites. Tell us about all the stuff that says there's so many things that are in it.
[3:29:26.000 --> 3:29:34.000]  You have the neem in there. You have the organic clove bud, the organic wormwood. I recommend doing a parasite cleanse at least twice a year.
[3:29:34.000 --> 3:29:40.000]  All right, well, I'm glad we've got some back in because I'm going back on it today. It just came back in yesterday. Living Defense, infowarslife.com.
[3:29:40.000 --> 3:29:47.000]  And folks, you can't lose full of stuff that's great for your body, period. And you support the broadcast, infowarslife.com.
[3:29:47.000 --> 3:29:54.000]  Thank you, Dr. Group, from the Global Healing Center. Thank you so much for all your work, sir, on this great product.
[3:29:54.000 --> 3:30:06.000]  Protect Your Skin with SPF 30 Sunscreen Lotion by EmRick's Essentials. Perfect for face and body, this natural, unscented sunscreen can be worn at all times of the day whenever you need sun protection.
[3:30:06.000 --> 3:30:20.000]  We source ingredients from nature, producing a product free of harmful chemicals and toxins. This natural lotion contains 21% zinc oxide, which is the largest particle size used, and we do not use nanoparticles.
[3:30:20.000 --> 3:30:32.000]  The larger the particle, the safer it is for your body. The organic oils help hydrate the skin, leaving it nice and smooth. The truly natural fragrance-free sunscreen for the most sensitive skin.
[3:30:32.000 --> 3:30:38.000]  EmRick's Essentials wants you to enjoy the sun and strives to bring you organic products to enhance your life.
[3:30:38.000 --> 3:30:53.000]  Naturally protect your skin with SPF 30 Sunscreen Lotion by EmRick's Essentials. Stop exposing yourself and your family to toxic ingredients. Visit infowarsstore.com and learn more about the new SPF 30 Sunscreen Lotion.
[3:31:09.000 --> 3:31:22.000]  Pair this groundbreaking toothpaste with the Super Blue Fluoride Free Mouthwash and Super Charge Your Oral Health. Our amazing mouthwash features natural oils and ancient ingredients used since Aboriginal and Biblical times.
[3:31:22.000 --> 3:31:32.000]  Instead of containing fluoride, our Super Blue line is floated with the good halogen iodine and an array of other beneficial compounds that have been hand selected for their oral health benefits.
[3:31:32.000 --> 3:31:42.000]  Super Blue Fluoride Free Mouthwash and Toothpaste are the first and only to contain all of these natural ingredients. Xylitol, nano-silver, and iodine.
[3:31:42.000 --> 3:31:53.000]  Notice the difference with our Super Blue Fluoride Free products. Refresh your breath and invigorate your oral health routine at infowarsstore.com. That's infowarsstore.com.
[3:31:53.000 --> 3:32:06.000]  It's not just our water we need to filter. It's not just our food that needs to be cleaned. It's the air we're breathing, especially for our children. The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[3:32:06.000 --> 3:32:20.000]  The same team based right here in America that brought you the Alexa Pure Groundbreaking Water Filtration Systems have now developed Alexa Pure Breeze. Whether it's your home or office, you owe it to yourself, your coworkers, your family, your children.
