[00:00:01.616 --> 00:00:03.397]  We are on the march.
[01:11:17.842 --> 01:11:25.552]  It's not Newt Gingrich, it's not Jeb Bush, you know, it's not Rick Perry, it's Rand Paul and Ted Cruz.
[01:11:25.552 --> 01:11:33.283]  You think about that in 2014, we're at a point now, they would be considered, they are considered alternative conspiracy theorists by many people.
[01:11:33.763 --> 01:11:38.326]  And here they are, you know, dominating these polls with hundreds of thousands of people voting.
[01:11:38.326 --> 01:11:40.648]  I mean, the Drudge Poll is more legitimate than the CPAC.
[01:11:40.648 --> 01:11:41.088]  Yes.
[01:11:41.088 --> 01:11:44.891]  Can you imagine Jeb Bush saying, we need to abolish the IRS?
[01:11:44.891 --> 01:11:53.418]  No matter how corrupt they are, no matter how they are using the IRS against political enemies, and continue to do it after it's exposed.
[01:11:53.418 --> 01:11:54.819]  That's the most amazing thing.
[01:11:54.819 --> 01:11:57.481]  I believe all presidents have been doing this with the IRS.
[01:11:57.481 --> 01:12:01.684]  And of course, they're controlling all of our behavior through the Income Tax Code, right?
[01:12:02.304 --> 01:12:07.045]  But when they get caught doing this, instead of being impeached, they just continue to do it.
[01:12:07.045 --> 01:12:14.888]  And the IRS Commissioner takes the 5th twice, even though we can't take the 5th on anything with the IRS tax forms.
[01:12:14.888 --> 01:12:15.788]  It's an outrage.
[01:12:15.788 --> 01:12:19.989]  But the only ones to speak to these types of things are Ted Cruz and Rand Paul.
[01:12:19.989 --> 01:12:24.271]  That's why you see them leading in the opinion polls on Drudge, where it really matters.
[01:12:24.271 --> 01:12:25.371]  What does that signify to you?
[01:12:26.474 --> 01:12:28.155]  I think we're winning.
[01:12:28.155 --> 01:12:29.616]  And I think they're really getting desperate.
[01:12:29.616 --> 01:12:39.823]  And I think the old school Republican leadership, the old country club leadership that's represented by people like Jeb Bush and by Newt Gingrich, I think they're very much afraid of this.
[01:12:39.823 --> 01:12:46.207]  You've got McCain who's out there saying that Ted Cruz needs to apologize that he crossed the line.
[01:12:47.228 --> 01:12:51.714]  What Ted Cruz said was that McCain and Dole and these other guys, they're all good men, he said.
[01:12:51.714 --> 01:12:55.459]  They're decent men, but they don't stand and draw a clear distinction.
[01:12:55.459 --> 01:12:57.522]  They don't stand for principle.
[01:12:57.522 --> 01:12:59.465]  And so Democrats celebrate that.
[01:12:59.465 --> 01:12:59.985]  That's what he's saying.
[01:12:59.985 --> 01:13:04.371]  They don't stand for anything except the same things that the Democrats stand for, which is
[01:13:05.192 --> 01:13:10.717]  Well, you know, I've never been left or right, and this has always been the case.
[01:13:10.717 --> 01:13:14.380]  We all know about the left-right paradigm and everything, how it's, you know, many of the same sides.
[01:13:14.380 --> 01:13:19.365]  But it really does seem like the conservative Republican movement is going on the right side with this.
[01:13:19.365 --> 01:13:25.630]  They're all culminating together to the right principles and standing behind Rand Paul and Ted Cruz, who aren't perfect, as no one is.
[01:13:26.291 --> 01:13:32.273]  But it really does seem to be a quantum phase shift to the conservative movement going ahead.
[01:13:32.273 --> 01:13:36.214]  And the left, I mean, it's not even really called the conservative movement anymore to me.
[01:13:36.214 --> 01:13:39.295]  It's almost like the third party of reality is bolstering.
[01:13:39.295 --> 01:13:45.017]  And it seems like drudge is just so on target with everything that it's, you know, all third party reality.
[01:13:45.017 --> 01:13:52.339]  And that many of the conservatives now realize that people like Jeb Bush and all those other losers are not real conservatives.
[01:13:52.879 --> 01:14:00.703]  And from the beginning, real conservatism has been what is now considered, you know, truth, alternative news, just all of the things that we stand for.
[01:14:00.703 --> 01:14:01.543]  And same with the left.
[01:14:01.543 --> 01:14:04.184]  The real left people would stand for this too.
[01:14:04.184 --> 01:14:20.112]  So it's almost like you see the Democratic Party degenerating at such a fast pace as you see the right kind of phase shifting, realizing that all the viewers, all the attention, all the everything is on this new reality third party.
[01:14:20.112 --> 01:14:21.733]  I think people are starting to understand
[01:14:22.313 --> 01:14:25.136]  That you have to have freedom in all these different areas.
[01:14:25.136 --> 01:14:28.380]  It makes a difference if you have privacy.
[01:14:28.380 --> 01:14:30.683]  It makes a difference if you can defend yourself.
[01:14:30.683 --> 01:14:36.649]  It makes a difference if you don't get the government involved in every war, and yet we see that's the same stuff that McCain is still offering people.
[01:14:37.210 --> 01:14:41.432]  At least it's maybe like some of these real conservatives don't want to destroy the country.
[01:14:41.432 --> 01:14:44.393]  They just want to have crony capitalism or something and make a lot of money.
[01:14:44.393 --> 01:14:49.695]  And you know, a lot of people have some guns, but the left, it seems like they literally just want to destroy the cities.
[01:14:49.695 --> 01:14:52.496]  Just want to completely have crime go rampant.
[01:14:52.496 --> 01:14:58.618]  They just want to have mass abortions and they just want to just completely destroy everything until it degrades to zero.
[01:14:58.618 --> 01:15:00.779]  And I am definitely not a Republican.
[01:15:00.779 --> 01:15:02.320]  I'm definitely not a Democrat.
[01:15:02.320 --> 01:15:05.461]  I'm looking at this from the side of common sense.
[01:15:06.021 --> 01:15:08.863]  From reality, statistics, and facts.
[01:15:08.863 --> 01:15:15.288]  And it does look like the left overall, the ultra-left, does want to completely take everything down with them.
[01:15:15.288 --> 01:15:16.349]  And raise the tax to 100%.
[01:15:16.349 --> 01:15:21.713]  Well, it's going to be interesting to see how this breaks down, and I'm interested to see what people think about it, because...
[01:15:22.805 --> 01:15:30.190]  NPR and other people were saying that, well, we've got Rand Paul out there talking about libertarian issues, about freedom issues, about non-interventionism.
[01:15:30.190 --> 01:15:33.433]  And of course, they want to portray that as isolationism.
[01:15:33.433 --> 01:15:36.095]  John Bolton is saying, what we've got now is isolationism.
[01:15:36.095 --> 01:15:36.475]  Really?
[01:15:36.475 --> 01:15:45.021]  When we go to the border of Russia and try to start a hot war with them, try to start the Cold War, they consider that to be isolationism?
[01:15:45.021 --> 01:15:46.042]  That is scary.
[01:15:46.042 --> 01:15:46.682]  That is real scary.
[01:15:46.682 --> 01:15:47.603]  We're going to be back.
[01:15:47.603 --> 01:15:49.444]  Take your calls right after this break.
[01:15:49.444 --> 01:15:49.925]  Stay tuned.
[01:16:00.298 --> 01:16:05.022]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[01:16:05.022 --> 01:16:08.145]  Why do we have the highest cancer rates on the planet?
[01:16:08.145 --> 01:16:13.690]  The highest rates of diabetes, autism, and every other major disease.
[01:16:13.690 --> 01:16:15.292]  It all comes down to one thing.
[01:16:15.612 --> 01:16:17.253]  We are what we eat.
[01:16:17.253 --> 01:16:21.937]  Our food is devoid of nutrition and processed with poisons and additives.
[01:16:21.937 --> 01:16:26.141]  Our water is filled with toxic poisons and big pharma runoff.
[01:16:26.141 --> 01:16:28.703]  All of this has been engineered by design.
[01:16:28.703 --> 01:16:34.948]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[01:16:34.948 --> 01:16:37.190]  To learn more visit InfoWarsHealth.com
[01:16:37.890 --> 01:16:44.956]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[01:16:44.956 --> 01:16:51.021]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[01:16:51.021 --> 01:16:57.187]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[01:16:57.187 --> 01:16:59.689]  And get free shipping when you sign up for AutoShip.
[01:17:00.089 --> 01:17:10.775]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[01:17:10.775 --> 01:17:12.837]  Guess what else is in the halogen family?
[01:17:12.837 --> 01:17:13.737]  Fluoride!
[01:17:13.737 --> 01:17:15.658]  Ladies and gentlemen, Alex Jones here.
[01:17:15.658 --> 01:17:21.962]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[01:17:22.222 --> 01:17:27.143]  It's the good halogen on the periodic table, and the results are on record.
[01:17:27.143 --> 01:17:33.445]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[01:17:33.445 --> 01:17:35.885]  Bottom line, iodine is important.
[01:17:35.885 --> 01:17:38.806]  Unbound, clean, in a glycerin base.
[01:17:38.806 --> 01:17:42.187]  Nascent iodine was the answer for myself and my family.
[01:17:42.307 --> 01:17:47.752]  You will find Survival Shield Nascent Iodine exclusively at InfoWarsLife.com.
[01:17:47.752 --> 01:17:52.857]  InfoWars Life Survival Shield Nascent Iodine isn't just for emergencies.
[01:17:52.857 --> 01:17:54.038]  I take it every day.
[01:17:54.038 --> 01:17:56.901]  That's InfoWarsLife.com or call toll free 888-253-3139.
[01:18:00.024 --> 01:18:01.905]  Introducing Pro-1.
[01:18:01.905 --> 01:18:05.547]  All of your filtration in one system, portable, on-the-go.
[01:18:05.547 --> 01:18:10.089]  No more do you have two or three filters to just reduce sodium fluoride.
[01:18:10.089 --> 01:18:16.211]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:18:16.211 --> 01:18:26.996]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[01:18:27.196 --> 01:18:33.683]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[01:18:33.683 --> 01:18:48.418]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[01:18:49.758 --> 01:19:02.724]  Alex Jones here with a message to fellow freedom lovers.
[01:19:02.724 --> 01:19:07.726]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:19:07.726 --> 01:19:14.909]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:19:15.049 --> 01:19:20.675]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:19:20.675 --> 01:19:24.700]  These are items that I did research on, that I personally use.
[01:19:24.700 --> 01:19:29.425]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:19:29.425 --> 01:19:34.531]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:19:34.891 --> 01:19:36.512]  We're getting prepared.
[01:19:36.512 --> 01:19:37.192]  Are you?
[01:19:37.192 --> 01:19:37.933]  Infowarsshop.com
[01:20:01.297 --> 01:20:04.899]  Coast to coast, direct from Austin.
[01:20:04.899 --> 01:20:13.585]  You're listening to the Alex Jones Broadcasting Network.
[01:20:13.585 --> 01:20:15.446]  We are on the march.
[01:20:15.446 --> 01:20:18.628]  The empire is on the run.
[01:20:18.628 --> 01:20:22.351]  Alex Jones and the GCN Radio Network.
[01:20:24.329 --> 01:20:25.750]  Welcome back to the Alex Jones Show.
[01:20:25.750 --> 01:20:31.873]  I'm David Knight, live here in studio with Anthony Gucciardi, and we were just talking before the break about what was going on with CPAC.
[01:20:31.873 --> 01:20:34.334]  What's really going on with the heart and soul of the Republican Party?
[01:20:34.334 --> 01:20:38.557]  Well, you know, some of it doesn't ever seem to change.
[01:20:38.557 --> 01:20:42.319]  We've got John McCain saying, when he was asked by MSNBC's Andrea Mitchell,
[01:20:42.899 --> 01:20:46.924]  About the options for US attack on get this Russia.
[01:20:46.924 --> 01:20:59.838]  It's not Syria anymore or Libya It's now Russia that they want to engage McCain said I'd love to tell you that there is an option about us attacking Russia Andrea, but frankly I do not see it.
[01:20:59.838 --> 01:21:00.319]  I wish that
[01:21:01.019 --> 01:21:01.900]  That there were.
[01:21:01.900 --> 01:21:05.042]  I don't see a military option, and it's tragic.
[01:21:05.042 --> 01:21:09.705]  He thinks it's tragic that we don't have a way that we can start a hot war with Russia.
[01:21:09.705 --> 01:21:12.427]  Of course, we are trying to start the Cold War again.
[01:21:12.427 --> 01:21:15.629]  That's going to help his military-industrial complex buddies, isn't it?
[01:21:15.629 --> 01:21:20.752]  It's really, really tragic that we cannot start a nuclear holocaust via World War III.
[01:21:20.752 --> 01:21:22.754]  That just makes a tear come to my eye.
[01:21:22.754 --> 01:21:24.034]  It's like Dr. Strangelove.
[01:21:24.034 --> 01:21:24.435]  Exactly.
[01:21:24.435 --> 01:21:25.956]  You know what else is really tragic?
[01:21:26.596 --> 01:21:38.442]  That they're pushing this over on the American people who, 90% of the people, but at least from my understanding of this, based on all the user feedback, all the comments, all the social media response,
[01:21:39.435 --> 01:21:48.619]  Are people that have just gone online and seen pictures of protesters from the Ukraine and heard that, oh, they're hurting the protesters.
[01:21:48.619 --> 01:21:54.581]  Russia, they think that Russia is shooting them with sniper rifles when it was all U.S.-backed CIA takeover.
[01:21:54.581 --> 01:21:58.923]  But they think that Russia is the one attacking the protesters.
[01:21:58.923 --> 01:22:02.725]  And they think that Russia is invading them after attacking the protesters.
[01:22:02.725 --> 01:22:03.085]  That's how
[01:22:03.965 --> 01:22:04.205]  I don't
[01:22:20.931 --> 01:22:21.751]  Perfect.
[01:22:21.751 --> 01:22:24.252]  Like, the American people love a good protest.
[01:22:24.252 --> 01:22:27.113]  So if it's in another country, they don't even listen to the politicians.
[01:22:27.113 --> 01:22:27.853]  Well, not always.
[01:22:27.853 --> 01:22:29.353]  They didn't like the Tea Party protest.
[01:22:29.353 --> 01:22:33.254]  That's probably the biggest protest I've seen in my lifetime, and they were demonized for it.
[01:22:33.254 --> 01:22:38.636]  But if it's in the Ukraine, then the protesters are great no matter what, and it's evil.
[01:22:38.636 --> 01:22:42.777]  Well, you know, the wisdom of the Founding Fathers was that we don't involve ourselves in foreign intrigue.
[01:22:43.157 --> 01:22:46.340]  You know, there's a lot of very complicated stuff going on there.
[01:22:46.340 --> 01:22:50.985]  We've got snipers that are shooting at both sides of the protesters and the police.
[01:22:50.985 --> 01:22:52.166]  Who's behind those snipers?
[01:22:52.166 --> 01:22:53.367]  Well, we can argue about that.
[01:22:53.367 --> 01:23:02.817]  We can argue about why are these NGO organizations like John McCain's International Republican Institute, why are they sending tons of money to the Ukraine?
[01:23:02.817 --> 01:23:03.657]  We can argue about that.
[01:23:03.657 --> 01:23:05.199]  Let's not get involved in that.
[01:23:06.400 --> 01:23:11.925]  I'm just saying, because it's such an intense geopolitical situation, there's no good sides.
[01:23:11.925 --> 01:23:22.033]  But the only thing that would be good is to actually kind of know what's going on instead of having all this insane propaganda going out there to push World War III to the citizens that unfortunately have no idea what's even happening.
[01:23:22.213 --> 01:23:22.693]  Exactly.
[01:23:22.693 --> 01:23:28.657]  The insane thing would be not get involved in this very complicated foreign intrigue.
[01:23:28.657 --> 01:23:31.679]  That was the foreign policy that served us very well.
[01:23:31.679 --> 01:23:40.425]  That was the wisdom of the Founding Fathers who advised us against that, to not go abroad seeking monsters to destroy and get involved in their perpetual wars in Europe.
[01:23:40.425 --> 01:23:43.187]  We should do that and we should not start World War III.
[01:23:43.187 --> 01:23:44.187]  Let's go to a call here.
[01:23:44.187 --> 01:23:45.748]  We've got JT in Colorado.
[01:23:45.748 --> 01:23:48.190]  JT, you want to talk about sanctions in the Ukraine?
[01:23:49.434 --> 01:23:52.895]  Hey David and Anthony, good talking with both of you.
[01:23:52.895 --> 01:24:16.904]  Yeah, the curious thing when Obama decided that he was going to sanction Russia for, you know, them going in and protecting their time-honored, long-time bases, that the first thing Putin did was say that he would stop importation
[01:24:18.124 --> 01:24:25.910]  of ammunition from the Soviet Union, 7.62x39mm and 7.62x54mm ammo.
[01:24:25.910 --> 01:24:29.413]  Well, who does that help, David?
[01:24:29.413 --> 01:24:32.715]  I think that helps Obama.
[01:24:32.715 --> 01:24:35.237]  It's a very complicated situation, isn't it?
[01:24:35.237 --> 01:24:40.001]  Hopefully we can get somebody in who is going to make the case, as we see.
[01:24:40.001 --> 01:24:41.903]  I think it's part of the popularity of Rand Paul
[01:24:42.708 --> 01:24:55.315]  Is that he's making the case that we don't need to get involved and intervene in every single foreign war, and it gets piled intrigue on top of intrigue, and certainly that's going to be something that's going to affect us directly.
[01:24:55.315 --> 01:24:57.656]  There's also the pushback against the dollar.
[01:24:57.656 --> 01:25:00.257]  There's the trade war that's going to erupt out of this.
[01:25:00.257 --> 01:25:07.401]  There's many, many, many dimensions, and every single war, whether it's a trade war, whether it's a cold war, whether it's a shooting war,
[01:25:08.001 --> 01:25:09.061]  Who gets stronger?
[01:25:09.061 --> 01:25:10.142]  The governments do.
[01:25:10.142 --> 01:25:12.443]  The American government will get stronger from this.
[01:25:12.443 --> 01:25:14.143]  The Russians will get stronger from this.
[01:25:14.143 --> 01:25:16.504]  Every time there's a conflict like that, they use it.
[01:25:16.504 --> 01:25:18.725]  It is the lifeblood of the state, isn't it, Anthony?
[01:25:18.725 --> 01:25:25.107]  Well, yeah, I think the secret is why Rand Paul is gaining so much success, why Ted Cruz is gaining so much success, is they're simple.
[01:25:25.107 --> 01:25:26.228]  They'll lay it on the line.
[01:25:26.228 --> 01:25:27.949]  And not everyone's perfect, I understand that.
[01:25:27.949 --> 01:25:30.009]  But in many ways, they'll lay it on the line.
[01:25:30.009 --> 01:25:32.230]  Yes, I'm against the Federal Reserve.
[01:25:32.230 --> 01:25:34.311]  Yes, I'm against starting World War III with Russia.
[01:25:34.591 --> 01:25:38.495]  It's these simple little things any common sense person would be against.
[01:25:38.495 --> 01:25:38.755]  Yes.
[01:25:38.755 --> 01:25:42.159]  But it's like there's no political figure that's willing to go out and say that.
[01:25:42.159 --> 01:25:45.983]  Because it's all bought and paid for, they're all part of the establishment so they won't do it.
[01:25:45.983 --> 01:25:49.447]  But it's like these key ones that go out and actually say what we want.
[01:25:50.267 --> 01:26:01.713]  And people are tired of being manipulated into all of these conflicts and we understand how they've been trying to, exactly, they understand how we've been manipulated and trying to get us involved in Syria and other places.
[01:26:01.713 --> 01:26:05.055]  Let's, thank you JT and Colorado, let's go to Julio in Illinois.
[01:26:05.055 --> 01:26:06.836]  You want to talk about CPAC and GMOs?
[01:26:08.453 --> 01:26:09.413]  Yes, good afternoon.
[01:26:09.413 --> 01:26:12.294]  Hope you guys had a great weekend.
[01:26:12.294 --> 01:26:19.637]  Anthony Gutierrez, I'm a big fan of your work and I did a documentary for the InfoWar contest titled Genetically Modified Society.
[01:26:19.637 --> 01:26:20.697]  I'm trying to... You know what?
[01:26:20.697 --> 01:26:21.277]  That's a great film.
[01:26:21.277 --> 01:26:22.778]  I've seen that.
[01:26:22.778 --> 01:26:23.858]  Oh, thank you very much, Anthony.
[01:26:23.858 --> 01:26:24.418]  I appreciate it.
[01:26:24.418 --> 01:26:25.799]  I'd like to interview you.
[01:26:25.799 --> 01:26:27.559]  I'm trying to finish that documentary.
[01:26:27.559 --> 01:26:28.580]  I would like to interview you.
[01:26:28.580 --> 01:26:30.000]  Don't know of a way to do it.
[01:26:30.000 --> 01:26:31.581]  Well, just send us over an email.
[01:26:31.581 --> 01:26:35.022]  Send me a message on Facebook, but did you want to talk about GMOs and CPAC?
[01:26:36.061 --> 01:26:48.185]  Yeah, my comment on CPAC, you know, I was watching it throughout the weekend, and David, you brought up the question on Friday during your show, and I was watching the Kant Conservatives and Libertarians co-exist.
[01:26:48.185 --> 01:26:58.509]  I was watching that part of CPAC, and Michael Medved, boy, this neocon, he really loved to try to keep the two-party system, and he basically said in his entire speech that
[01:26:58.949 --> 01:27:04.311]  The only way libertarians can have any effect is if they join the Republican Party.
[01:27:04.311 --> 01:27:09.334]  I thought it was laughable that they're trying to tame any third-party presence.
[01:27:09.334 --> 01:27:16.977]  And if you saw from the CPAC straw poll with Rand Paul winning, one of the biggest surprises I saw was Dr. Ben Carson.
[01:27:16.977 --> 01:27:21.339]  This man's not even talked about in terms of the corporate establishment media.
[01:27:21.339 --> 01:27:22.819]  Someone who's a contender.
[01:27:22.819 --> 01:27:24.300]  I personally don't think he's a contender.
[01:27:24.620 --> 01:27:32.167]  But to see that man, a black man, actually talk about real conservative issues, I thought that was interesting he finished in third place.
[01:27:32.167 --> 01:27:50.263]  And finally, I was watching Meet the Corporate Press today on the national propaganda channel NBC, and David Gregory tried to blow off Rand Paul's victory at CPAC, telling Congressman Peter King, oh, you know, the winner of the CPAC really doesn't matter anymore, but Rand Paul won.
[01:27:50.663 --> 01:27:51.664]  Well, they're like peopods.
[01:28:10.123 --> 01:28:16.365]  They pretend they're all huge and walk around and act like they're great and intelligent, but in reality they have no followers or listeners.
[01:28:16.365 --> 01:28:23.606]  And that's why Drudge Report, the poll on there, Rand Paul's dominating as well with Ted Cruz, the real conservatives that are actually going to go out and change things.
[01:28:23.606 --> 01:28:25.267]  I think it's interesting with Ben Carson.
[01:28:25.267 --> 01:28:28.868]  Here's somebody who got involved speaking out against Obamacare.
[01:28:29.628 --> 01:28:34.649]  Just an honest citizen getting involved and standing up and saying, you know, what he thinks.
[01:28:34.649 --> 01:28:37.510]  And then he gets targeted, of course, by the IRS.
[01:28:37.510 --> 01:28:38.750]  And he didn't cower down.
[01:28:38.750 --> 01:28:39.390]  He stood up to it.
[01:28:39.390 --> 01:28:40.431]  That's very powerful.
[01:28:40.431 --> 01:28:46.532]  And, you know, Rand Paul is coming from a situation where he's not has not been a lifetime career politician.
[01:28:46.532 --> 01:28:48.313]  People appreciate authenticity.
[01:28:48.313 --> 01:28:50.233]  We're going to be right back with your calls.
[01:28:50.233 --> 01:28:50.713]  Stay tuned.
[01:29:00.507 --> 01:29:03.849]  Globalist social engineers are not just targeting us with propaganda.
[01:29:03.849 --> 01:29:06.251]  They are manipulating our genetics.
[01:29:06.251 --> 01:29:14.857]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[01:29:14.857 --> 01:29:30.187]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate, non-GMO, organic, super male vitality formula sourced from powerful organic herbs and then concentrated for maximum
[01:29:30.427 --> 01:29:30.867]  I think so.
[01:30:00.427 --> 01:30:11.115]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[01:30:11.115 --> 01:30:13.176]  Guess what else is in the halogen family?
[01:30:13.176 --> 01:30:14.057]  Fluoride!
[01:30:14.057 --> 01:30:15.798]  Ladies and gentlemen, Alex Jones here.
[01:30:15.798 --> 01:30:15.878]  In 1924,
[01:30:17.119 --> 01:30:22.544]  The federal government did the right thing and encouraged salt producers to add iodine.
[01:30:22.544 --> 01:30:27.488]  It's the good halogen on the periodic table, and the results are on record.
[01:30:27.488 --> 01:30:33.794]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[01:30:33.794 --> 01:30:36.216]  Bottom line, iodine is important.
[01:30:36.216 --> 01:30:39.159]  Unbound, clean, in a glycerin base.
[01:30:39.159 --> 01:30:42.542]  Nascent iodine was the answer for myself and my family.
[01:30:42.642 --> 01:30:48.087]  You will find Survival Shield Nascent Iodine exclusively at InfoWarsLife.com.
[01:30:48.087 --> 01:30:53.192]  InfoWars Life Survival Shield Nascent Iodine isn't just for emergencies.
[01:30:53.192 --> 01:30:54.373]  I take it every day.
[01:30:54.373 --> 01:30:57.236]  That's InfoWarsLife.com or call toll free 888-253-3139.
[01:31:00.319 --> 01:31:05.041]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[01:31:05.041 --> 01:31:08.163]  Why do we have the highest cancer rates on the planet?
[01:31:08.163 --> 01:31:13.725]  The highest rates of diabetes, autism, and every other major disease.
[01:31:13.725 --> 01:31:15.346]  It all comes down to one thing.
[01:31:15.646 --> 01:31:17.287]  We are what we eat.
[01:31:17.287 --> 01:31:21.951]  Our food is devoid of nutrition and processed with poisons and additives.
[01:31:21.951 --> 01:31:26.175]  Our water is filled with toxic poisons and big pharma runoff.
[01:31:26.175 --> 01:31:28.737]  All of this has been engineered by design.
[01:31:28.737 --> 01:31:34.982]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[01:31:34.982 --> 01:31:37.224]  To learn more visit InfoWarsHealth.com
[01:31:37.924 --> 01:31:45.009]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[01:31:45.009 --> 01:31:51.054]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[01:31:51.054 --> 01:31:57.218]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[01:31:57.218 --> 01:31:59.720]  And get free shipping when you sign up for AutoShip.
[01:32:00.200 --> 01:32:01.241]  The facts are in.
[01:32:01.241 --> 01:32:02.642]  The studies are legion.
[01:32:02.642 --> 01:32:10.148]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[01:32:10.148 --> 01:32:13.992]  So why are the social engineers adding it to the water?
[01:32:13.992 --> 01:32:14.552]  Simple.
[01:32:14.552 --> 01:32:19.276]  Dumb down the host population that the parasitic technocracy is feeding on.
[01:32:19.276 --> 01:32:22.499]  We may not have been able to get fluoride out of the water supply yet.
[01:32:22.699 --> 01:32:24.981]  But we can help to get it out of our bodies.
[01:32:24.981 --> 01:32:30.526]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield formulation.
[01:32:30.526 --> 01:32:41.315]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[01:32:41.315 --> 01:32:43.137]  Let's take a stand against the globalist.
[01:32:43.297 --> 01:32:45.879]  By blocking their poisons with Fluoride Shield.
[01:32:45.879 --> 01:32:48.061]  I use Fluoride Shield every day.
[01:32:48.061 --> 01:32:53.605]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[01:32:53.605 --> 01:32:58.008]  Let's start cleansing our bodies now and support the Info War at the same time.
[01:32:58.008 --> 01:33:01.411]  That's InfoWarsLife.com.
[01:33:01.411 --> 01:33:02.952]  Coast to Coast.
[01:33:02.952 --> 01:33:04.994]  Direct from Austin.
[01:33:04.994 --> 01:33:08.216]  You're listening to the Alex Jones Broadcasting Network.
[01:33:27.443 --> 01:33:31.688]  We now take you live to the Central Texas Command Center.
[01:33:31.688 --> 01:33:37.835]  In the heart of the resistance, it's Alex Jones.
[01:33:37.835 --> 01:33:42.921]  I know that many Americans are also worried about the potential risks to the United States.
[01:33:42.921 --> 01:33:44.103]  So I want to be very clear.
[01:33:45.199 --> 01:33:54.682]  We do not expect harmful levels of radiation to reach the United States, whether it's the West Coast, Hawaii, Alaska, or U.S.
[01:33:54.682 --> 01:33:57.843]  territories in the Pacific.
[01:33:57.843 --> 01:33:59.644]  Let me repeat that.
[01:33:59.644 --> 01:34:06.807]  We do not expect harmful levels of radiation to reach the West Coast, Hawaii, Alaska, or U.S.
[01:34:06.807 --> 01:34:09.147]  territories in the Pacific.
[01:34:09.147 --> 01:34:13.369]  That is the judgment of our Nuclear Regulatory Commission and many other experts.
[01:34:14.042 --> 01:34:14.843]  Well, there you go.
[01:34:14.843 --> 01:34:16.704]  I'm David Knight, filling in for Alex Jones.
[01:34:16.704 --> 01:34:18.566]  I'm joining the studio with Anthony Gucciardi.
[01:34:18.566 --> 01:34:21.108]  And, Anthony, Obama is kind of like the weather.
[01:34:21.108 --> 01:34:23.570]  If you don't like it, you wait a little while and it changes, right?
[01:34:23.570 --> 01:34:27.333]  So now the story has changed about Fukushima and radiation coming to America, hasn't it?
[01:34:27.333 --> 01:34:33.839]  Well, that was in 2011, when we said over and over again, Fukushima radiation is coming.
[01:34:33.839 --> 01:34:35.720]  Fukushima radiation may already be here in 2011.
[01:34:36.854 --> 01:34:40.235]  Fukushima radiation is worse than TEPCO is admitting, 2011.
[01:34:40.235 --> 01:34:46.077]  Obama was on television saying everything's fine, the radiation will never be here.
[01:34:46.077 --> 01:34:55.881]  I wanted to cover this specifically because at the top of Drudge there was an article, it's probably still there, scientists test West Coast for Fukushima radiation.
[01:34:55.881 --> 01:34:58.002]  Don't worry, it's very low levels, of course, right?
[01:34:58.582 --> 01:35:06.027]  Radiation from the Fukushima nuclear disaster likely will reach ocean waters along the US West Coast next month, scientists are reporting.
[01:35:06.027 --> 01:35:07.828]  Now, let's be clear, it's already here.
