[00:00:01.596 --> 00:00:02.618]  It's official.
[03:07:12.516 --> 03:07:15.337]  That was told to me by Rob Primo, who was there himself.
[03:07:15.857 --> 03:07:33.742]  And so what they did to us and you all know my very first broadcast when I was guest hosting the Alex Jones Show, I exposed the Melbourne experiment where the United Nations brags about the fact that they tested on Melbourne and that they want to turn every single country into a digital dictatorship.
[03:07:34.747 --> 03:07:37.888]  Permanent lockdowns like they did in Melbourne.
[03:07:37.908 --> 03:07:38.988]  There's that footage now.
[03:07:39.068 --> 03:07:39.908]  Who could forget it?
[03:07:40.348 --> 03:07:40.968]  These goons.
[03:07:40.988 --> 03:07:42.149]  Would you believe it, guys?
[03:07:42.669 --> 03:07:52.171]  The Victorian police, which is the state that you're seeing this footage out of, that shot at innocent protesters, just recently asked for a pay rise.
[03:07:52.771 --> 03:07:58.092]  They wrote on all their cars, you know, that they're not being paid enough.
[03:07:59.052 --> 03:08:01.273]  As if the people have forgotten that they did this.
[03:08:03.183 --> 03:08:04.924]  Are these guys worthy of a pay rise?
[03:08:04.964 --> 03:08:07.826]  But let me tell you, people took the higher ground.
[03:08:07.926 --> 03:08:14.629]  I had a proposal for Vicpol, which is what we call them here in Australia, and I said, Victoria Police, I have a proposal for you.
[03:08:14.709 --> 03:08:16.570]  I will personally rally for your pay rise.
[03:08:16.650 --> 03:08:21.233]  I will forgive that you did this if you go and investigate the criminals.
[03:08:22.159 --> 03:08:38.676]  The health ministers, the Therapeutic Goods Administration, and all of the premiers and mainstream media that told the population that the COVID injections were safe and effective when they knew full well that it was going to kill them.
[03:08:40.074 --> 03:08:42.015]  So that's my proposal to Victoria Police.
[03:08:42.035 --> 03:08:43.896]  I'm going to say it on air again.
[03:08:44.036 --> 03:08:53.961]  If you investigate these people and prosecute the criminals that were responsible for bringing these crimes on the Australian people, on humanity, you will set a precedent for the entire world.
[03:08:53.981 --> 03:08:58.144]  You will be heralded as heroes and people will forgive you for those disgraceful acts.
[03:08:58.244 --> 03:09:00.385]  Until then, that's what you're remembered by.
[03:09:01.005 --> 03:09:08.291]  Now, I want to talk about some very, very important developments and I will bring this up in the next segment because I didn't prepare the team for it.
[03:09:08.611 --> 03:09:15.097]  There are two crucial bills right now in the United States to get out of the United Nations.
[03:09:15.177 --> 03:09:17.439]  This is a huge, huge story.
[03:09:17.959 --> 03:09:21.523]  Just sent to me by James Rogoski literally before I got on air.
[03:09:21.843 --> 03:09:26.528]  So I will get that over to the team on the break and show everyone those two bills.
[03:09:27.109 --> 03:09:30.892]  And really everyone needs to be rallying behind these senators right now.
[03:09:30.932 --> 03:09:34.776]  And it's relevant especially because of the conversation that Alex just had.
[03:09:36.218 --> 03:09:39.721]  That is what you're seeing on your screen right now is the Digital Identity Act.
[03:09:39.762 --> 03:09:40.883]  I'll get into that in a moment.
[03:09:41.701 --> 03:09:48.746]  Especially because of the conversation that Alex just had with that gentleman talking about the UN replacement migration.
[03:09:48.806 --> 03:10:02.737]  If anyone is unaware of that term or doesn't believe that that is what the UN is doing, literally just Google UN replacement migration and you will see that is a published agenda of the United Nations.
[03:10:02.797 --> 03:10:04.058]  They plan to replace you.
[03:10:04.358 --> 03:10:08.802]  They plan to destroy patriotism and turn you into a global citizen.
[03:10:08.822 --> 03:10:10.423]  And by the way, this has been published
[03:10:10.843 --> 03:10:14.628]  In their book, Remaking the World Towards an Age of Global Enlightenment.
[03:10:14.668 --> 03:10:17.812]  This is the UN100 and the Boston Global Forum.
[03:10:17.892 --> 03:10:28.705]  I've spoken about this before, but please, if you're not familiar with my series, go to zmedia.com, head to the interviews page and look up AI Apocalypse or the words Agenda 2045.
[03:10:30.066 --> 03:10:41.431]  I'm planning on compiling that four part series into one video and I will have it up on band very soon because it's, I think, one of the most important series I've ever done on this subject.
[03:10:41.891 --> 03:10:57.078]  But basically in that book, the United Nations or the UN 100 and the Boston Global Forum, which is headed up by Michael Dukakis, strangely enough, and Ursula von der Leyen has contributed and all of these insane people have contributed.
[03:10:57.848 --> 03:11:06.452]  In that book, Remaking the World Towards an Age of Global Enlightenment, they say you are now an AI world citizen inside the AI world society.
[03:11:06.492 --> 03:11:09.014]  You're an object in their digital world.
[03:11:09.054 --> 03:11:13.176]  They want to transition you from a real life into a fake life in the metaverse.
[03:11:13.676 --> 03:11:20.384]  And the way that they're going to do that is by through the United Nations 2030 Sustainable Development Goals.
[03:11:20.825 --> 03:11:23.007]  It's too dangerous for you to be outside.
[03:11:23.027 --> 03:11:25.931]  You're going to cause a pandemic if you interact with nature.
[03:11:25.971 --> 03:11:28.353]  So we need to limit humans going into nature.
[03:11:28.714 --> 03:11:31.017]  We need to limit our emissions.
[03:11:31.932 --> 03:11:37.034]  We need to stop human beings from living their normal lives because it's harming the climate.
[03:11:37.074 --> 03:11:41.695]  Never mind that we fly around on private jets and eat succulent meats at COP28.
[03:11:41.855 --> 03:11:43.916]  Never mind that, peasants.
[03:11:44.316 --> 03:11:48.377]  You need to sit at home and live your life out in the metaverse.
[03:11:49.197 --> 03:11:53.858]  And so that is the published goal of the United Nations, everyone.
[03:11:54.239 --> 03:11:55.439]  I am not exaggerating.
[03:11:55.719 --> 03:11:56.839]  I am not exaggerating.
[03:11:57.199 --> 03:11:59.100]  These people are sick in the head.
[03:11:59.770 --> 03:12:01.392]  And they are particularly upset with me.
[03:12:01.592 --> 03:12:14.406]  Even Antonio Guterres' personal secretary responded to a hit piece about me, thanks to the Australian Associated Press, who refused to remove the label that I'm a prominent misinformation spreader.
[03:12:14.426 --> 03:12:16.268]  They continue to publish articles about it.
[03:12:16.348 --> 03:12:17.529]  More on that coming soon.
[03:12:17.789 --> 03:12:18.870]  We're watching you, AAP.
[03:12:19.671 --> 03:12:31.937]  And so the United Nations, Antonio Guterres, personal secretary, responded to a hit piece about me when I exposed that the United Nations are backing the 8 March principles.
[03:12:31.997 --> 03:12:33.238]  What are the 8 March principles?
[03:12:33.258 --> 03:12:35.719]  Well, they call for the legalization of pedophilia.
[03:12:37.400 --> 03:12:41.902]  Or, in other words, they call to decriminalize sex with minors.
[03:12:43.414 --> 03:12:52.702]  And the United Nations claims, oh, no, no, we just are supportive of decriminalising when minors have sex with minors.
[03:12:52.742 --> 03:12:56.005]  Well, that's not what the 8th March Principles says, ladies and gentlemen.
[03:12:56.265 --> 03:13:01.770]  So if you're going to talk about sex with minors and what you're supporting, you better be as clear as day.
[03:13:04.093 --> 03:13:15.584]  And make it explicitly clear in your documentation that you're not actually talking about old men having sex with kids like you all do in the shadows.
[03:13:17.506 --> 03:13:17.686]  So!
[03:13:18.445 --> 03:13:35.730]  I want to really briefly, in light of the fact that Alex is now back on X and the team are being reinstated and InfoWars has been released out of the digital prison on X, I want to talk about something that Elon is doing in Australia right now.
[03:13:35.790 --> 03:13:45.673]  Team, if you can bring up the news.com.au article, X formerly Twitter fined $610,000 by the eSafety Commissioner for reporting failure.
[03:13:46.377 --> 03:14:04.656]  That is, and if you look at the second line in that headline, it says, X, formerly known as Twitter, has been fined more than $600,000 after failing to answer questions about how it's tackling online sexual crimes.
[03:14:04.716 --> 03:14:08.981]  That article, team, is the first one that I've sent through, if you can bring it up.
[03:14:09.725 --> 03:14:21.159]  And so, basically, the mainstream news outlets in Australia are reporting that X has been fined for failing to answer questions about tackling online sexual crimes.
[03:14:21.239 --> 03:14:23.182]  What they've failed to tell you, though,
[03:14:24.404 --> 03:14:38.087]  Is that, that's not the only thing that the eSafety Commissioner requested from X. She, which by the way, Trace Inman Grant, Julie Inman Grant, has become the head of the Ministry of Truth of Australia.
[03:14:38.128 --> 03:14:40.188]  What she says is a hate crime goes.
[03:14:40.728 --> 03:14:51.791]  What she's demanded of X is not just that, it's also about why X is essentially not tackling what they deem to be hate speech on the platform.
[03:14:52.498 --> 03:14:59.126]  So, so, X didn't respond to that because it's a ridiculous request because there is no hate speech.
[03:15:00.247 --> 03:15:13.582]  It's just free speech with people getting their feelings hurt and people declaring the fact that a biological man can't be a woman just because he dresses like one or just because he cuts off his genitals.
[03:15:15.626 --> 03:15:27.556]  There's just facts now on X and so of course people's feelings are hurt because they're not protected by the cushion of misinformation, the misinformation police on there anymore.
[03:15:28.336 --> 03:15:36.483]  And so after the break I want to show you how the same request was made of Google but they weren't fined.
[03:15:37.356 --> 03:15:38.417]  Only X was!
[03:15:39.057 --> 03:15:41.879]  And so Elon's fighting this back now and why is this important?
[03:15:41.939 --> 03:15:49.405]  It's important because of the legislation coming down the pipeline and something in particular that Elon said in that two hour space with Alex.
[03:15:49.705 --> 03:15:51.086]  We'll be right back after this break.
[03:15:51.126 --> 03:15:51.987]  Don't go anywhere.
[03:15:52.007 --> 03:15:54.268]  This is information everyone needs to know.
[03:15:58.937 --> 03:16:02.998]  I would thank you for everything you've done for the Infowar, but I know you're like me.
[03:16:03.058 --> 03:16:04.379]  You don't want my thanks.
[03:16:04.979 --> 03:16:08.360]  You want victory over the globalists and these devil worshipping child molesters.
[03:16:08.800 --> 03:16:10.941]  You want them off your back and off your children's back.
[03:16:11.281 --> 03:16:11.661]  You know what?
[03:16:12.121 --> 03:16:14.822]  I'm the same way and that's why we're on the same damn team.
[03:16:15.402 --> 03:16:20.784]  And it's why Infowars has been delivering time and time again when it's clutch time to
[03:16:22.008 --> 03:16:24.189]  Focus the people on taking action against the globalists.
[03:16:24.729 --> 03:16:27.871]  Because I'm committed to a future for humanity.
[03:16:28.471 --> 03:16:29.552]  And I know you are as well.
[03:16:30.112 --> 03:16:32.493]  So thank you for standing with us, because you are the Infowar.
[03:16:32.513 --> 03:16:35.734]  And I want to thank you for committing to stand with us however you can.
[03:16:36.115 --> 03:16:42.498]  From the bottom of my heart, from my family, and from the great crew at Infowars, I want to thank you all because you are the Infowar.
[03:16:42.518 --> 03:16:44.839]  And you know that's not just words, that's reality.
[03:16:45.911 --> 03:16:47.434]  You have made history.
[03:16:47.514 --> 03:16:48.717]  We have made history together.
[03:16:48.737 --> 03:16:53.507]  Infowars.com only has power because of you.
[03:16:53.988 --> 03:16:55.791]  And I suggest you use it.
[03:16:57.248 --> 03:17:00.729]  Never forget that the answer to 1984 is 1776.
[03:17:02.110 --> 03:17:06.332]  We've come a long way in the fight against tyranny, and it's been listeners and viewers like you that have kept us on air.
[03:17:06.352 --> 03:17:16.276]  That's why we bring you the very best products, so you love them, so you enjoy them, as you come back and get them again and again, so we can stay on the air in the fight against the globalists, because it's viewers like you that keep this operation on air.
[03:17:16.736 --> 03:17:17.336]  And here we are.
[03:17:17.376 --> 03:17:18.257]  Another Christmas is here.
[03:17:18.597 --> 03:17:19.857]  Being the biggest sale of the year.
[03:17:20.297 --> 03:17:21.197]  Storewide free shipping.
[03:17:21.578 --> 03:17:22.618]  Double Patriot points.
[03:17:22.938 --> 03:17:24.118]  Up to 60% off.
[03:17:24.498 --> 03:17:25.199]  Storewide.
[03:17:25.459 --> 03:17:27.179]  My new book, The Great Awakening.
[03:17:27.459 --> 03:17:28.780]  Get a signed or unsigned copy.
[03:17:28.880 --> 03:17:29.520]  It's all there.
[03:17:29.800 --> 03:17:30.260]  X2.
[03:17:30.600 --> 03:17:31.741]  Finally back in stock.
[03:17:32.041 --> 03:17:32.821]  Turbo Force.
[03:17:33.041 --> 03:17:34.181]  Finally back in stock.
[03:17:34.321 --> 03:17:36.502]  It's all there at infowarestore.com.
[03:17:36.522 --> 03:17:38.563]  So I want to wish you all a Merry Christmas.
[03:17:38.603 --> 03:17:40.423]  I want to thank you all for your support.
[03:17:40.443 --> 03:17:41.344]  We're in this fight together.
[03:17:41.364 --> 03:17:44.245]  And I want to encourage you now to get storewide free shipping.
[03:17:44.565 --> 03:17:45.545]  Double Patriot points.
[03:17:45.885 --> 03:17:53.647]  Up to 60% off on all the great products at InfoWarStore.com or 888-253-3139.
[03:17:53.787 --> 03:17:55.247]  InfoWarStore.com.
[03:17:57.167 --> 03:18:02.009]  Please listen closely because this is life-changing critical information.
[03:18:02.609 --> 03:18:12.451]  The globalists are bombarding us with toxic chemicals hitting us in the air, the water, the food, the 5G, the poison shots, the shedding.
[03:18:13.451 --> 03:18:13.892]  I think so.
[03:18:37.055 --> 03:18:37.415]  I think so.
[03:18:57.160 --> 03:19:06.303]  What would you do if there was a tyrannical totalitarian world government taking over whose plan was to kill 90% of the world population and they were already beginning to do it?
[03:19:06.783 --> 03:19:07.663]  You would rally against it?
[03:19:07.683 --> 03:19:08.224]  You would fight it?
[03:19:08.604 --> 03:19:09.964]  And that's what we're doing.
[03:19:10.444 --> 03:19:11.545]  This is the reality of 2023.
[03:19:12.765 --> 03:19:27.478]  I just want to thank listeners and viewers for your last year's support, and I want to encourage you now more than ever to spread the word about the broadcast, to pray for the broadcast, to take clips and share it from the broadcast, and to buy products that enrich your life at infowarestore.com.
[03:19:27.818 --> 03:19:34.144]  We have the signed or unsigned copy of my new book, The Great Awakening, The Plan to Defeat the Globalist and Launch the Second Renaissance.
[03:19:34.584 --> 03:19:39.749]  Twice as long as my last book, incredibly powerful, signed or unsigned, infowarestore.com.
[03:19:40.189 --> 03:19:43.011]  And we have X2 finally back in stock after over a year.
[03:19:43.331 --> 03:19:44.272]  InfoWarsTore.com.
[03:19:44.512 --> 03:19:49.715]  We have Turbo Force, 10-hour clean energy, back in stock, and a bunch of other great products as well.
[03:19:50.016 --> 03:19:53.758]  So please visit InfoWarsTore.com and do your Christmas shopping there.
[03:19:54.038 --> 03:19:56.580]  Fund the InfoWar and get great products all at the same time.
[03:19:58.281 --> 03:20:04.185]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:20:13.614 --> 03:20:14.394]  Welcome back!
[03:20:14.574 --> 03:20:31.897]  Well, the great news that I have for everyone today, and it's absolutely monumental news, is that there are two bills right now in the United States that seek to fully withdraw the U.S.
[03:20:31.957 --> 03:20:37.538]  from the United Nations and the World Health Organization and all of their associated entities.
[03:20:38.300 --> 03:20:43.465]  The two bills in question and the team can bring them up are H.R.
[03:20:43.485 --> 03:20:46.647]  6645 and S.
[03:20:46.667 --> 03:20:46.647]  3428.
[03:20:47.108 --> 03:20:59.939]  These two companion pieces of legislation in the House and the Senate seek to have the United States exit the UN and exit the World Health Organization and all related conventions and agreements.
[03:20:59.979 --> 03:21:05.724]  And I want to give props to Representative Chip Roy in Texas and Representative Mike Rogers
[03:21:06.611 --> 03:21:18.636]  They are the sponsor and initial co-sponsor of HR6645 and Senator Mike Lee in Utah has sponsored identical companion legislation in the Senate.
[03:21:18.676 --> 03:21:18.896]  That's S3428.
[03:21:18.916 --> 03:21:19.637]  Congratulations!
[03:21:22.618 --> 03:21:23.018]  We're good.
[03:21:45.385 --> 03:21:58.270]  If you go to jamesrogalski.substack.com or just enter the address stoptheglobalagenda.com, you can support these representatives bringing this in.
[03:21:58.390 --> 03:22:05.412]  I'm telling you this is one of the most important things your country can do because we can continue to address the symptoms.
[03:22:05.472 --> 03:22:13.835]  Every time you see pedophile story time being pushed in schools or libraries or whatever it may be,
[03:22:14.958 --> 03:22:24.129]  Uh, you know, you can put out that little fire and kudos to the people that do, but it will not stop if you do not cut out the root of the cancer.
[03:22:24.409 --> 03:22:34.501]  And the root of the cancer is the United Nations and the WHO who talk about the fact that we need to teach children about sex and masturbation and things that just do not belong
[03:22:35.121 --> 03:22:36.482]  In a child's mind.
[03:22:55.531 --> 03:23:00.634]  And look at the Exit the United Nations and the WHO publication and everyone get behind this.
[03:23:00.734 --> 03:23:02.355]  Again, there is an action item there.
[03:23:02.775 --> 03:23:04.056]  Everyone can take action.
[03:23:04.696 --> 03:23:14.562]  You can see that Representative Chip Roy stated that this year the UN's corruption and its despicable brazen political agenda have been on full display.
[03:23:14.962 --> 03:23:20.125]  Senator Mike Lee, pardon me, said no more blank checks for the United Nations.
[03:23:20.285 --> 03:23:23.287]  Americans' hard-earned dollars have been funneled into initiatives
[03:23:23.627 --> 03:23:29.196]  That fly in the face of our values enabling tyrants, betraying allies and spreading bigotry.
[03:23:29.496 --> 03:23:32.441]  With the Defund Act we're stepping away from this debacle.
[03:23:32.621 --> 03:23:33.903]  Huge, huge news.
[03:23:34.304 --> 03:23:36.347]  So please share that everywhere with everyone.
[03:23:37.265 --> 03:23:48.499]  OK, just before I move on to the digital ID aspect of this broadcast today, I want to show you what the E-Safety Commissioner published.
[03:23:48.559 --> 03:23:55.247]  And this is what the mainstream media in Australia and everywhere around the world isn't talking about when it comes to this fine for Eamon.
[03:23:56.828 --> 03:24:12.553]  Guys, if you bring up the link, the second link that I sent, which is the esafety.gov.au link, Basic Online Safety Expectations, and they've said that this is the summary of industry responses to mandatory transparency notices.
[03:24:12.613 --> 03:24:14.674]  If you can't find the link, it's no big deal.
[03:24:15.214 --> 03:24:18.875]  But this was the official publication of the eSafety Commissioner.
[03:24:19.876 --> 03:24:23.178]  Who, again, is like the head of the Ministry of Truth in Australia.
[03:24:23.198 --> 03:24:26.421]  She's worked with the White House, loves, like, all this trans stuff.
[03:24:27.122 --> 03:24:46.819]  And October 2023, this was published and what their findings were, were that not only did X not respond to this ridiculous request about hate speech, there it is, everyone can view this, I've read the report and I've read what their findings were.
[03:24:47.836 --> 03:24:54.998]  And they openly say in that report that Google also didn't meet the expectations about child safety.
[03:24:56.078 --> 03:25:11.362]  Google also didn't meet the expectations of X. Google also didn't respond in a timely manner just as X didn't, except the difference is Google walked away with a slap on the wrist, a simple warning, while X was fined over $600,000.
[03:25:14.028 --> 03:25:17.511]  And so this is absolutely vital for everyone to understand.
[03:25:17.531 --> 03:25:23.155]  And I know that everyone's still going through the process of feeling their way out about Elon.
[03:25:23.295 --> 03:25:24.816]  I've been very open about this.
[03:25:25.137 --> 03:25:28.659]  But I will say that actions speak louder than words.
[03:25:29.220 --> 03:25:34.043]  And so far, Elon has been taking action to actually protect free speech.
[03:25:34.103 --> 03:25:38.347]  What he's doing now in return is suing the eSafety Commission.
[03:25:38.667 --> 03:25:41.469]  X is actually suing them back for this fine.
[03:25:41.829 --> 03:25:42.630]  And so I hope
[03:25:43.343 --> 03:25:45.427]  I hope that they succeed in that.
[03:25:45.828 --> 03:25:46.529]  I really do.
[03:25:46.549 --> 03:25:50.877]  The Commissioner has been behaving like an absolute tyrant in our country.
[03:25:54.996 --> 03:26:03.722]  Now, I want to show everyone, team, if you can bring up HR 4258, you had it up before, the Improving Digital Identity Act of 2021.
[03:26:04.242 --> 03:26:08.605]  This is a bill that was introduced in the United States on the 30th of June 2021.
[03:26:09.205 --> 03:26:14.349]  Now, there hasn't been a whole lot of progress on the bill since.
[03:26:15.309 --> 03:26:18.011]  That doesn't mean that it's not a danger to your country.
[03:26:19.031 --> 03:26:27.834]  I'm going to talk to you in a moment about the Online Safety Act in the UK and the Digital ID Bill in Australia and why this matters for the whole world.
[03:26:27.994 --> 03:26:30.735]  I know that Europe has also introduced similar things.
[03:26:31.356 --> 03:26:36.718]  And if the US thinks that it's not going to come to you, it's already there.
[03:26:36.778 --> 03:26:38.198]  It's already been proposed.
[03:26:38.678 --> 03:26:40.499]  It's just sitting there dormant.
[03:26:41.264 --> 03:26:46.547]  And the online safety bill in the UK that I mentioned earlier in this broadcast, and I've sent that link to the team.
[03:26:46.567 --> 03:26:48.068]  You don't really have to bring it up, guys.
[03:26:48.948 --> 03:26:50.249]  But it's passed.
[03:26:50.329 --> 03:26:51.729]  It's actually passed.
[03:26:52.750 --> 03:26:56.672]  And this was a six-year journey to get this bill to where it is.
[03:26:56.692 --> 03:27:00.674]  I want to read some of the alarming things from it.
[03:27:01.440 --> 03:27:04.542]  It's a regulatory framework for freedom of speech.
[03:27:04.582 --> 03:27:09.286]  Think about having a regulatory framework for, quote, freedom of speech.
[03:27:10.126 --> 03:27:13.349]  It defeats the purpose of even saying freedom of speech.
[03:27:13.429 --> 03:27:17.212]  What it is, is a regulatory framework for speech in general.
[03:27:18.533 --> 03:27:23.256]  And under the pursuit, under the guise of what they call duty of care for big tech,
[03:27:24.465 --> 03:27:36.150]  They introduced it in 2021 and started to get it pushed through and it went from, you know, 145 pages to over 260 pages by 2023.
[03:27:36.530 --> 03:27:44.513]  And they say they want to protect users from harmful material, which is exactly what Julie Inman Grant claims she's doing, except
[03:27:45.265 --> 03:27:50.468]  She'll fine X, but she won't fine Google for not protecting people from harmful material.
[03:27:50.648 --> 03:27:51.788]  That's really weird, isn't it?
[03:27:52.209 --> 03:27:54.570]  That's really, really weird, Julianne McGrath.
[03:27:56.064 --> 03:28:14.318]  The good thing about the Online Safety Act in the UK is that it stops children from gaining access to adult content and you would see that now certain countries are requiring people to take a selfie before they view adult content online.
[03:28:14.338 --> 03:28:16.179]  I'm not sure how I feel about that.
[03:28:16.659 --> 03:28:20.022]  However, what I want to say here is that they
[03:28:20.825 --> 03:28:24.007]  They claim that they're protecting children from adult content.
[03:28:24.087 --> 03:28:28.210]  It's all done under this guise because everyone agrees they want to protect children, right?
[03:28:28.670 --> 03:28:40.718]  But what it is, is that's the cloak for what they're actually doing, which is locking you into what they call a zero-trust internet model, where everything you do is tracked and traced and monitored online.
[03:28:41.483 --> 03:28:45.888]  And then, the responsibilities put on Big Tech to track, trace and monitor.
[03:28:46.048 --> 03:28:49.993]  And when they can't comply, they have to leave the country, which is happening in the UK.
[03:28:50.193 --> 03:28:52.336]  Don't go anywhere, this is relevant to everyone.
[03:28:57.580 --> 03:28:59.962]  Thanksgiving 2023 is here.
[03:29:00.722 --> 03:29:05.645]  And I'm giving Thanksgiving for all we've done against tyranny and your incredible support together in this fight.
[03:29:06.166 --> 03:29:17.513]  And I'm particularly giving Thanksgiving that X2, our number one product, the only true atomic iodine on the market after a year plus of being sold out, is finally back in stock, ready to ship now.
[03:29:18.074 --> 03:29:21.996]  If you don't know the power of X2 and the iodine conspiracy, you are insane.
[03:29:22.677 --> 03:29:23.737]  Get X2 now.
[03:29:23.798 --> 03:29:24.838]  It could be the last run ever.
[03:29:24.878 --> 03:29:25.619]  We get shut down.
[03:29:26.059 --> 03:29:26.920]  While you still can,
[03:29:27.940 --> 03:29:35.264]  At InfoWarsTore.com, research iodine deficiency and billions of people with cognitive disabilities because they don't have it.
[03:29:35.904 --> 03:29:36.485]  X2.
[03:29:37.025 --> 03:29:37.565]  X2.
[03:29:38.105 --> 03:29:41.427]  X2 is now back in stock at InfoWarsTore.com.
[03:29:41.447 --> 03:29:44.589]  It takes a few weeks to kick in, but it is the building block to everything.
[03:29:44.629 --> 03:29:45.329]  It's the missing link.
[03:29:45.349 --> 03:29:49.411]  They bomb us with the fluoride that is in the same family, but has the opposite effect.
[03:29:49.871 --> 03:29:53.393]  This is the holy grail of supplements and empowering yourself.
[03:29:53.573 --> 03:29:55.234]  X2, back in stock right now.
[03:29:55.294 --> 03:29:56.415]  Discount at InfoWarsTore.com.
[03:29:56.915 --> 03:30:00.399]  Never forget that the answer to 1984 is 1776.
[03:30:01.780 --> 03:30:06.024]  We've come a long way in the fight against tyranny, and it's been listeners and viewers like you that have kept us on air.
[03:30:06.204 --> 03:30:15.974]  That's why we bring you the very best products, so you love them, so you enjoy them, as you come back and get them again and again, so we can stay on the air in the fight against the globalists, because it's viewers like you that keep this operation on air.
[03:30:16.414 --> 03:30:17.015]  And here we are.
[03:30:17.055 --> 03:30:17.916]  Another Christmas is here.
[03:30:18.277 --> 03:30:19.519]  Being the biggest sale of the year.
[03:30:19.979 --> 03:30:20.880]  Storewide free shipping.
[03:30:21.261 --> 03:30:22.302]  Double Patriot points.
[03:30:22.643 --> 03:30:23.805]  Up to 60% off.
[03:30:24.185 --> 03:30:24.886]  Storewide.
[03:30:25.146 --> 03:30:26.869]  My new book, The Great Awakening.
[03:30:27.129 --> 03:30:28.451]  Get a signed or unsigned copy.
[03:30:28.571 --> 03:30:29.232]  It's all there.
[03:30:29.493 --> 03:30:29.933]  X2.
[03:30:30.274 --> 03:30:31.415]  Finally back in stock.
[03:30:31.736 --> 03:30:32.497]  Turbo Force.
[03:30:32.717 --> 03:30:35.538]  Where were you when humanity was fighting for its life?
[03:31:01.519 --> 03:31:06.061]  Where were you when the globalists were caught trafficking millions of children for sex slavery worldwide?
[03:31:06.702 --> 03:31:09.643]  Where were you when the New World Order was starting World War III with Russia?
[03:31:10.144 --> 03:31:10.904]  Well, I know where you are.
[03:31:11.224 --> 03:31:15.186]  You're watching and listening to Infowars.com right now, and I salute you and thank you.
[03:31:15.687 --> 03:31:21.630]  And I want to encourage all of you who've been in this fight so long to realize we've reached the critical juncture in the battle now.
[03:31:22.310 --> 03:31:23.491]  And a key tool in that fight
[03:31:24.071 --> 03:31:28.873]  This is the Great Awakening, defeating the globalists and launching the next great renaissance.
[03:31:29.293 --> 03:31:32.515]  This is my second book, part two of The Great Recent and War for the World.
[03:31:32.935 --> 03:31:35.836]  It's a longer book, quite frankly a more powerful book.
[03:31:36.597 --> 03:31:40.658]  And just like the last book went to number one, it is up to you to send us a number one right now.
[03:31:40.959 --> 03:31:44.920]  This is a cultural fight against the globalists and it funds the Info War.
[03:31:44.940 --> 03:31:48.482]  Get signed or unsigned copies of The Great Awakening right now.
[03:31:56.444 --> 03:31:59.625]  When I say this, I mean it from the very bottom of my heart.
[03:32:00.725 --> 03:32:04.846]  I want to say thank you to all the viewers and listeners for supporting the broadcast over the years.
[03:32:05.326 --> 03:32:11.808]  We, together, have changed the world at an incredible level, and I want to salute the crew as well, and all of our sponsors and supporters.
[03:32:12.228 --> 03:32:16.249]  Ladies and gentlemen, wow, the fight has really been joined with a globalist.
[03:32:17.285 --> 03:32:24.812]  And as we go into 2024, the most important election in world history, it is now more important than ever to get around the censors and override the globalists.
[03:32:24.832 --> 03:32:26.493]  So keep spreading the word about the broadcast.
[03:32:26.934 --> 03:32:28.095]  Keep sharing the articles and videos.
[03:32:28.495 --> 03:32:31.377]  Keep praying for the broadcast and our reporters and the crew.
[03:32:31.758 --> 03:32:38.924]  And shop at infowarestore.com, where for Christmas, we have the biggest sales of the year, double Patriot points, storewide free shipping,
[03:32:39.264 --> 03:32:56.271]  Up to 60% off on products like BrainForce Plus, BrainForce Ultra, TurboForce is back in stock, X2 is back in stock, VasoBeats is back in stock, Body's Ultimate Turmeric Formula, it's all there, my new book, The Great Awakening, do your Christmas shopping there, get great products and fund the info war, thank you.
[03:32:58.112 --> 03:33:03.994]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:33:16.315 --> 03:33:18.337]  Welcome back to the Alex Jones Show.
[03:33:18.437 --> 03:33:23.061]  I'm your guest host Maria ZFZMedia.com and it's an honour to be with you today.
[03:33:23.081 --> 03:33:40.775]  Before the break we were talking about a potential positive aspect of the UK's Online Safety Act but when you hear the rest of what this allows the UK government to do and it's exactly what they're trying to do in Australia, all of Europe and I dare say eventually in the United States as well considering you've already got a bill there.
[03:33:42.457 --> 03:33:43.158]  Listen to this.
[03:33:43.519 --> 03:33:48.346]  This bill has allowed the government to read all of your messages on Meta.
[03:33:49.136 --> 03:33:53.877]  On all apps, but also on encrypted apps like WhatsApp and Signal.
[03:33:53.937 --> 03:34:09.780]  And it's so dystopian and so invasive that WhatsApp and Signal have actually said, we will no longer be able to provide our apps, our services in the UK, because this completely violates our customers, our users' privacy.
[03:34:09.820 --> 03:34:16.761]  We can't uphold our privacy, you know, commitment to our customers.
[03:34:17.449 --> 03:34:18.349]  With this in place.
[03:34:19.050 --> 03:34:21.831]  And so they're saying they're now having to leave the UK.
[03:34:21.851 --> 03:34:31.015]  It has real-time monitoring of your messages, which means even as you're typing them on Signal or WhatsApp.
[03:34:31.055 --> 03:34:43.000]  Now think about this, you know, Tucker Carlson spoke about the fact that his Signal was being watched by the government when he was, you know, arranging to interview President Putin.
[03:34:44.207 --> 03:34:48.590]  And that was a huge thing, that his signal was being spied on.
[03:34:48.870 --> 03:34:54.695]  No one should be spied on, especially not journalists, just trying to organise a conversation.
