[00:00:05.214 --> 00:00:06.834]  Wednesday, October 12, 2016.
[02:59:03.828 --> 02:59:07.770]  Youngevity also offers you an ingenious way to augment your income.
[02:59:07.770 --> 02:59:08.570]  And the best part?
[02:59:08.570 --> 02:59:11.431]  You'll be helping your friends and family along the way.
[02:59:11.431 --> 02:59:14.051]  Visit InfoWarsTeam.com today.
[02:59:14.051 --> 02:59:14.832]  Become a member.
[02:59:14.832 --> 02:59:18.893]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[02:59:19.113 --> 02:59:25.837]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[02:59:25.837 --> 02:59:26.797]  Another win-win.
[02:59:26.797 --> 02:59:30.540]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[02:59:30.540 --> 02:59:31.780]  And you can be too.
[02:59:31.780 --> 02:59:32.321]  It's simple.
[02:59:32.321 --> 02:59:35.262]  Just go to Infowarsteam.com today.
[02:59:35.262 --> 02:59:37.364]  Complete a short sign-up and you're part of the team.
[02:59:37.364 --> 02:59:40.625]  That's Infowarsteam.com or Infowarshealth.com.
[02:59:40.625 --> 02:59:46.929]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[02:59:46.929 --> 02:59:48.230]  Check it out for yourself today.
[02:59:51.867 --> 03:00:06.638]  You're listening to The Alex Jones Show.
[03:00:06.638 --> 03:00:12.703]  The answer... The answer to 1984 is 1776.
[03:00:12.703 --> 03:00:20.229]  You're listening to The Alex Jones Show.
[03:00:21.062 --> 03:00:24.345]  All right, so the whole world is moving towards war.
[03:00:24.345 --> 03:00:25.766]  Stock markets are melting down.
[03:00:25.766 --> 03:00:32.071]  As we told you about seven months ago, Deutsche Bank is going to go bigger belly up than Lehman Brothers in 2007.
[03:00:32.071 --> 03:00:41.498]  Business Insider reports a red alert, get ready for a severe fall, that's a quote, in the stock market, HSBC says.
[03:00:41.498 --> 03:00:46.683]  HSBC technical analyst, and they signal that to cause the plunge.
[03:00:46.683 --> 03:00:48.264]  That's sort of the ultimate warning signal.
[03:00:49.201 --> 03:00:52.644]  A note to clients released Wednesday.
[03:00:52.644 --> 03:01:05.973]  Murray Gunn, the head of technical analysts for HSBC, said he had become a red alert for an immediate sell-off of stocks given the price action over the past few weeks.
[03:01:05.973 --> 03:01:07.054]  Remember six weeks ago?
[03:01:07.054 --> 03:01:11.797]  We saw similar headlines.
[03:01:11.797 --> 03:01:13.499]  Remember eight months ago?
[03:01:13.499 --> 03:01:16.361]  Royal Bank of Scotland, sell everything you've got this paper.
[03:01:17.827 --> 03:01:20.688]  That's the establishment saying that.
[03:01:20.688 --> 03:01:23.710]  Almost made me want to buy things, but here's what they know.
[03:01:23.710 --> 03:01:27.312]  They want to look like the winners when it all starts going belly up.
[03:01:27.312 --> 03:01:32.674]  And basically every major financial institution says this is the season we're in.
[03:01:32.674 --> 03:01:36.737]  And the Russians are getting their diplomatic families out of the West.
[03:01:36.737 --> 03:01:39.938]  They're canceling diplomatic meetings with heads of state.
[03:01:39.938 --> 03:01:47.322]  They're doing 40 million nuclear warfare evacuation drills and saying it's for nuclear war.
[03:01:48.291 --> 03:01:52.714]  And the United States, controlled by the globalists, has moved nuclear missiles right up to the border with Russia.
[03:01:52.714 --> 03:01:55.095]  And Russia says, what do we do?
[03:01:55.095 --> 03:01:59.058]  I guess we move missiles into Cuba.
[03:01:59.058 --> 03:02:05.262]  And we've got a government that wants our military to wear high heels and wants to have trainees as our top commandos.
[03:02:05.262 --> 03:02:13.447]  Not to be nice to trainees, folks, but to sabotage the country and have us all in fighting about a man in a dress, supposedly in high heels, going to storm
[03:02:14.884 --> 03:02:16.805]  A machine gun nest.
[03:02:16.805 --> 03:02:17.885]  Well, we're debating that.
[03:02:17.885 --> 03:02:20.427]  The globalists are about to bring down the whole world.
[03:02:20.427 --> 03:02:22.408]  They're moving into their bunkers.
[03:02:22.408 --> 03:02:30.111]  I hope this can all be averted, but... A tell-tale sign was two years ago, this is now all confirmed when they just said, let anybody in.
[03:02:30.111 --> 03:02:34.073]  Any China, Middle East, Asia, Eastern Europe, Latin America.
[03:02:34.073 --> 03:02:37.395]  We don't care if they have tuberculosis, this drug, immune.
[03:02:37.395 --> 03:02:38.936]  It's a death sentence for thousands.
[03:02:38.936 --> 03:02:41.557]  Each person you let in with that is thousands that are gonna get it, hundreds will die.
[03:02:43.806 --> 03:02:47.008]  The plague, the black plague, bubonic plague.
[03:02:47.008 --> 03:02:48.369]  Uh, leprosy.
[03:02:48.369 --> 03:02:50.530]  It's all back.
[03:02:50.530 --> 03:02:51.891]  And it's not like they just let them in.
[03:02:51.891 --> 03:02:54.312]  They don't like, oh, you're here with leprosy, let's treat you, you're here with TB.
[03:02:54.312 --> 03:02:57.254]  No, you go, just come on in.
[03:02:57.254 --> 03:03:02.217]  You sit back and go, what's the strategy there?
[03:03:02.217 --> 03:03:04.458]  One thing.
[03:03:04.458 --> 03:03:05.239]  Collapse the country.
[03:03:10.407 --> 03:03:11.468]  That hit me a few weeks ago.
[03:03:11.468 --> 03:03:15.451]  I mean, I'm not stupid, but sometimes problems are too obvious to get right away.
[03:03:15.451 --> 03:03:25.277]  You know, it's the easier problems that are hard to equate, to deduce, to complete, to transact.
[03:03:25.277 --> 03:03:27.219]  What's the right word for doing a math problem?
[03:03:27.219 --> 03:03:30.041]  Complete, I guess.
[03:03:30.041 --> 03:03:34.724]  They're calling everybody that's against global government, world government, looting, corruption, a Russian agent.
[03:03:34.724 --> 03:03:36.946]  Because Russia is just one country trying to crawl out of this.
[03:03:37.967 --> 03:03:42.849]  And that's because they're going to have a war with Russia and arrest everybody who's their opposition.
[03:03:42.849 --> 03:03:45.110]  My God.
[03:03:45.110 --> 03:03:50.592]  The problem is you ran this equation in 1917 with a disarmed serf population in Russia.
[03:03:50.592 --> 03:03:54.594]  You run it in other countries like China with a disarmed serf population.
[03:03:54.594 --> 03:04:00.596]  You're going to run this in the most armed camp in the world with all the ancestral memory to fight you?
[03:04:00.596 --> 03:04:05.198]  You take our current weakness and malaise as a sign of weakness?
[03:04:05.198 --> 03:04:06.579]  Huh.
[03:04:06.579 --> 03:04:06.939]  Okay.
[03:04:09.818 --> 03:04:15.543]  If it's what you want, your figurehead can hardly walk.
[03:04:15.543 --> 03:04:32.199]  If it's what all you people think you're gods, because you got little fake, ironic glasses, and you look like Rachel Maddow, and everybody's asexual, so you went to a cool college, and you all told each other how smart you are, so you think you're going to win a civil war with us.
[03:04:32.199 --> 03:04:33.179]  I'm just going to step aside.
[03:04:33.179 --> 03:04:34.501]  I've already done my work at that point.
[03:04:36.474 --> 03:04:36.914]  Good luck.
[03:04:36.914 --> 03:04:38.755]  That's all I have to tell you.
[03:04:38.755 --> 03:04:40.056]  I'll be staying out of the way.
[03:04:40.056 --> 03:04:46.340]  But you... You won't have a prayer.
[03:04:46.340 --> 03:04:48.001]  So, it won't even matter.
[03:04:48.001 --> 03:04:49.481]  Your elites won't even protect you anyways.
[03:04:49.481 --> 03:04:51.362]  There's no honor among thieves.
[03:04:51.362 --> 03:04:52.323]  Please support the broadcast.
[03:04:52.323 --> 03:04:52.763]  Spread the word.
[03:04:52.763 --> 03:04:53.384]  It's one of a kind.
[03:04:53.384 --> 03:04:54.884]  Thank you for all your support.
[03:04:54.884 --> 03:04:59.067]  David Knight is coming in for a fresh 55 minutes of transmission starting now.
[03:04:59.901 --> 03:05:05.044]  There's an unprecedented crackdown underway against Christians worshipping in secret in Iran.
[03:05:05.044 --> 03:05:10.448]  Iranian police enter family parties and weddings in an effort to find those who've turned their backs on Islam.
[03:05:10.448 --> 03:05:22.116]  Iranian Christian news source Mohabat News reports that a house raid on September 30th resulted in the arrest of five men who were taken to an unknown location and charged with evangelism, a crime that could mean death in Iran.
[03:05:22.116 --> 03:05:29.721]  In a 2016 report, the United States Commission on International Religious Freedom said that Christians and other minorities in Iran continue to experience severe
[03:05:29.841 --> 03:05:30.121]  I think so.
[03:05:59.648 --> 03:06:00.468]  Hey, everyone!
[03:06:00.468 --> 03:06:06.590]  Pharmacist Ben Fuchs here, host of The Bright Side, and as many of you know, I'm on a mission to help Americans get and stay healthy.
[03:06:06.590 --> 03:06:08.671]  You've all heard the shocking statistics.
[03:06:08.671 --> 03:06:18.954]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[03:06:18.954 --> 03:06:24.936]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[03:06:25.396 --> 03:06:46.170]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work, you need to check out InfoWarsTeam.com.
[03:06:46.170 --> 03:06:48.132]  Give your body the gift of good nutrition.
[03:06:48.132 --> 03:06:48.512]  Head over to
[03:06:48.732 --> 03:06:50.556]  Infowarsteam.com.
[03:06:50.556 --> 03:06:52.419]  Your body will be very grateful.
[03:06:52.419 --> 03:06:55.465]  On the web at Infowarsteam.com.
[03:06:55.465 --> 03:06:57.589]  That's Infowarsteam.com.
[03:06:59.503 --> 03:07:05.166]  InfoWars is proud to announce the official InfoWars Live app, available now for iPhone and Android.
[03:07:05.166 --> 03:07:13.590]  InfoWars Live allows you to watch a live, high-definition feed of the Alex Jones Show 24-7 and get the latest breaking InfoWars reports straight to your phone.
[03:07:13.590 --> 03:07:16.611]  Want to read the latest exclusives on InfoWars.com?
[03:07:16.611 --> 03:07:18.432]  Or do you want to catch up on world news?
[03:07:18.432 --> 03:07:21.553]  Now you can do so with InfoWars Live anywhere you go.
[03:07:21.553 --> 03:07:23.875]  You can browse the news, share content, and more.
[03:07:23.875 --> 03:07:26.556]  And best of all, it's free to download at InfoWars.com.
[03:07:27.056 --> 03:07:28.477]  The app is brand new.
[03:07:28.477 --> 03:07:29.718]  This is the first release.
[03:07:29.718 --> 03:07:32.059]  And it was completely built from the ground up.
[03:07:32.059 --> 03:07:35.902]  We've seen example after example of cable news networks attempting to deceive you.
[03:07:35.902 --> 03:07:44.487]  In short, the mainstream media is being covertly manipulated by well-financed political forces who are trying to sway public opinion in an unnatural direction that only serves establishment agendas.
[03:07:44.747 --> 03:07:49.770]  But InfoWars Live is the solution to the controlled press that is rapidly losing influence.
[03:07:49.770 --> 03:07:57.135]  So download InfoWars Live today at InfoWars.com and learn what's really going on instead of being spoon-fed lies by the mainstream media.
[03:08:10.123 --> 03:08:12.807]  Waging war on corruption.
[03:08:12.807 --> 03:08:17.955]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[03:08:23.163 --> 03:08:26.705]  Welcome back to the fourth hour of the Alex Jones broadcast.
[03:08:26.705 --> 03:08:29.106]  I'm David Knight on this Wednesday, October 12, 2016.
[03:08:29.106 --> 03:08:32.607]  We've got a lot of news to cover.
[03:08:32.607 --> 03:08:45.913]  Donald Trump really broke down what's behind Hillary Clinton's world government based on these emails that have been leaked from John Podesta, her campaign manager, and comments that have been made at the speeches that she's given to these various banks.
[03:08:45.913 --> 03:08:46.714]  We now know
[03:08:47.634 --> 03:08:55.978]  And we have a document that tells you she knows exactly the method that she's going to enact world government, and she defines what world government is.
[03:08:55.978 --> 03:09:03.081]  And Donald Trump broke that down for a massive group of supporters yesterday, over 8,000 people that he was speaking to.
[03:09:03.081 --> 03:09:04.341]  We're going to talk about that in a moment.
[03:09:04.341 --> 03:09:12.885]  We're going to talk about the femdems, which is what I call them, the feminist Democrats, who are really nothing more than the hateful left.
[03:09:13.405 --> 03:09:15.686]  As they go out and attack rape victims.
[03:09:15.686 --> 03:09:17.586]  We see this throughout the media as well.
[03:09:17.586 --> 03:09:21.607]  But before we get into that, I saw this couple of articles on the Drudge Report.
[03:09:21.607 --> 03:09:24.607]  I think he put these things right next to each other.
[03:09:24.607 --> 03:09:26.328]  Listen to these two headlines.
[03:09:26.328 --> 03:09:34.590]  World astrologists gather to predict the president and then more dead voters and fraud cases discovered in Colorado.
[03:09:34.590 --> 03:09:35.850]  So I guess the question is,
[03:09:37.000 --> 03:09:41.705]  Are CNN and Fox News going to start having seances to pull the dead?
[03:09:41.705 --> 03:09:45.808]  Because that's the situation we're in with voter fraud.
[03:09:45.808 --> 03:09:49.532]  It's not just in Colorado, but we're seeing this a lot in Virginia.
[03:09:49.532 --> 03:09:51.494]  We've had a couple of different articles.
[03:09:51.494 --> 03:09:59.862]  One particular county where one person who was working in the county office noticed a name that was going by there that was a deceased judge and said, wait a minute.
[03:10:00.734 --> 03:10:01.415]  I know that guy.
[03:10:01.415 --> 03:10:03.236]  And he's dead.
[03:10:03.236 --> 03:10:04.777]  And he's now registering to vote.
[03:10:04.777 --> 03:10:05.698]  What's going on with this?
[03:10:05.698 --> 03:10:06.919]  So I started looking at it carefully.
[03:10:06.919 --> 03:10:08.800]  They saw a whole bunch of people there.
[03:10:08.800 --> 03:10:12.503]  And then we've seen thousands show up in another area of Virginia.
[03:10:12.503 --> 03:10:14.445]  And that's only one small area of Virginia.
[03:10:14.445 --> 03:10:16.846]  And that's only one state.
[03:10:16.846 --> 03:10:23.491]  And as I've pointed out before, I know from second-hand information, a friend of my brother-in-law,
[03:10:24.457 --> 03:10:28.418]  Who, in the last election, 2012, went in to vote, and they said, you've already voted.
[03:10:28.418 --> 03:10:31.438]  Because, you know, in North Carolina, there's no voter ID.
[03:10:31.438 --> 03:10:33.239]  You can't have a picture ID they can't ask for.
[03:10:33.239 --> 03:10:36.920]  All you do is go in and give them a name and an address, and you can vote.
[03:10:36.920 --> 03:10:40.400]  And so they said, you voted, and so has this other person at your address.
[03:10:40.400 --> 03:10:42.121]  He says, well, that's my mother.
[03:10:42.121 --> 03:10:44.081]  She's been dead for a couple of years.
[03:10:44.081 --> 03:10:54.203]  So somebody had already gone in and voted for him and for his mother by the time it came to election day, because North Carolina starts voting earlier than any other state in the nation.
[03:10:54.403 --> 03:10:57.024]  See, North Carolina was run for a very long time by the Democrats.
[03:10:57.024 --> 03:10:59.585]  It's only recently the Republicans have taken over.
[03:10:59.585 --> 03:11:06.548]  They've tried to reform this drawn-out election process, the easy voter registration, the lack of voter ID.
[03:11:06.548 --> 03:11:08.169]  They've tried to address that.
[03:11:08.169 --> 03:11:17.293]  But every time they say, we're going to look at voter ID, then they come in after them and they say, no, no, no, you're not going to do that.
[03:11:18.294 --> 03:11:22.897]  That's racist to ask for ID, even though you have to show ID everywhere.
[03:11:22.897 --> 03:11:28.040]  So these two articles, one of them is an investigation by CBS in Colorado.
[03:11:28.040 --> 03:11:32.102]  The person who was looking at it, the county clerk's office, says, well, I don't think it was an accident.
[03:11:32.102 --> 03:11:37.906]  This is part of an investigation done by CBS entitled, Dying to Vote.
[03:11:37.906 --> 03:11:40.828]  That's the way it breaks out.
[03:11:40.828 --> 03:11:42.769]  And then the Guardian story.
[03:11:42.769 --> 03:11:44.470]  Astrologers are predicting the election.
[03:11:45.010 --> 03:11:49.195]  Dozens of astrologers are coming together to predict who will be president.
[03:11:49.195 --> 03:12:01.467]  So, I guess next we're going to see Frank Lunds in with an astrologer and they're going to be actually doing a Ouija board or whatever to figure out how these dead voters are going to be voting.
[03:12:01.467 --> 03:12:04.771]  Because, you know, that's just as scientific as their polls, isn't it?
[03:12:05.351 --> 03:12:06.773]  They're poles.
[03:12:06.773 --> 03:12:15.303]  When you've got poles, they tell you the margin of error is four points, and you get one pole after the other that are eight points apart or twelve points apart, okay?
[03:12:15.303 --> 03:12:18.947]  You can't even take the two and add them up and get the...
[03:12:20.168 --> 03:12:22.209]  The margin of error, it's so far apart.
[03:12:22.209 --> 03:12:29.851]  When they're heavily skewing it towards Democrat voters, far more than the difference between registered Democrats and registered Republicans.
[03:12:29.851 --> 03:12:42.835]  When they don't take into consideration the people who are coming into the election process who haven't voted for many, many years, if ever, because they've been totally fed up with these controlled opposition parties.
[03:12:44.156 --> 03:12:48.783]  The Bushes and the Clintons illustrate for us all how there really isn't two different parties.
[03:12:48.783 --> 03:12:50.526]  There hasn't really been a choice.
[03:12:50.526 --> 03:12:56.095]  It's simply been the American League versus the National League or the AFC versus the NFC.
[03:12:56.095 --> 03:12:58.378]  They're all playing for the same owners.
[03:12:59.369 --> 03:13:00.810]  And it's just phony opposition.
[03:13:00.810 --> 03:13:01.690]  It is a game.
[03:13:01.690 --> 03:13:08.034]  It is a game, and there is some benefit for the people who win, just like there's a benefit for the team that wins the Super Bowl.
[03:13:08.034 --> 03:13:12.356]  But you have to understand, they are still going to be controlled.
[03:13:12.356 --> 03:13:14.177]  They've got other people who are making the rules.
[03:13:14.177 --> 03:13:15.918]  They're going to follow those rules.
[03:13:15.918 --> 03:13:20.640]  They're just the faces of this global governance that's there.
[03:13:20.640 --> 03:13:26.644]  And I think that when we look at some of these remarks that came out, the speeches that Hillary Clinton was making,
[03:13:27.659 --> 03:13:40.765]  To these various banking groups, for which she was getting about a quarter of a million dollars apiece, for which she earned tens of millions of dollars, essentially going to these people and saying, I know precisely what you want.
[03:13:40.765 --> 03:13:42.706]  We're on the same page.
[03:13:42.706 --> 03:13:43.847]  Give me the money.
[03:13:43.847 --> 03:13:44.947]  Put me in office.
[03:13:44.947 --> 03:13:45.708]  I'll make it happen.
[03:13:46.448 --> 03:13:54.510]  And we look at this one particular comment here, and Donald Trump, I want to tell you what Donald Trump did to unpack this for his audience, because we've talked about this before.
[03:13:54.510 --> 03:13:55.890]  Here's the quote.
[03:13:55.890 --> 03:14:11.594]  My dream, she said to a group of bankers, is a hemispheric common market, with open trade and open borders, sometime in the future, with energy that's as green and sustainable as we can get it, powering growth and opportunity for every person in the hemisphere.
[03:14:12.708 --> 03:14:22.831]  Now, I've said many times, and we've all said here at InfoWars.com, there's three different approaches that they're going to take in order to create a global governance.
[03:14:22.831 --> 03:14:25.912]  First of all, you get rid of the borders.
[03:14:25.912 --> 03:14:31.333]  And you homogenize the people, in one sense, to a third world level.
[03:14:31.333 --> 03:14:35.234]  You create different, bring in different groups that aren't going to assimilate.
[03:14:35.234 --> 03:14:36.935]  That's one of the ways that you destroy
[03:14:37.835 --> 03:14:50.621]  Uh, the national culture, and so what they're trying to do is homogenize on an international level, make all the countries the same, create conflict with groups that will not assimilate, like the massive groups of Muslims that come in.
[03:14:50.621 --> 03:14:52.962]  So that's one part of it, the open borders, okay?
[03:14:52.962 --> 03:14:57.683]  And we can see that with policies like the Dreamer policies, and the fact that they go apoplectic.
[03:14:57.683 --> 03:15:00.825]  Even the libertarian candidate, Gary Johnson.
[03:15:01.505 --> 03:15:04.406]  Freaking out when people use the term illegal immigrants.
[03:15:04.406 --> 03:15:05.966]  No, no, no, there's no such thing as illegals.
[03:15:05.966 --> 03:15:13.028]  And we got Nancy Pelosi saying, we don't have borders, we just have one people with a line running through us.
[03:15:13.028 --> 03:15:16.569]  It's no different than the border between, let's say, Oklahoma and Texas.
[03:15:16.569 --> 03:15:21.990]  Because in their mind, they have already created a hemispheric common market.
[03:15:21.990 --> 03:15:24.671]  She's just acknowledging what they've been working for for a long time.
[03:15:25.311 --> 03:15:26.653]  NAFTA was the first part of it.
[03:15:26.653 --> 03:15:31.660]  First you create economic consolidation and economic management.
[03:15:31.660 --> 03:15:37.368]  And then what you do is you create political consolidation.
[03:15:37.368 --> 03:15:38.009]  Okay?
[03:15:38.009 --> 03:15:40.071]  And that's what's happening with this.
[03:15:42.608 --> 03:15:50.014]  The open borders are part of this, and the other part of it is what they call open trade, or free trade.
[03:15:50.014 --> 03:15:55.539]  That really is not free trade, it's really managed trade, and we've talked about that as well.
[03:15:55.539 --> 03:16:04.426]  That's what TPP and the TTIP, the Transatlantic, the Trans-Pacific Partnerships, and understand they don't even call them trade agreements anymore.
[03:16:04.426 --> 03:16:05.788]  NAFTA was a treaty.
[03:16:06.940 --> 03:16:09.482]  They don't call it a treaty, they call it a trade agreement.
[03:16:09.482 --> 03:16:10.923]  But it was a treaty.
[03:16:10.923 --> 03:16:12.625]  TPP is a treaty.
[03:16:12.625 --> 03:16:14.646]  So is TTIP.
[03:16:14.646 --> 03:16:15.987]  Those are both treaties.
[03:16:15.987 --> 03:16:24.734]  And yet, the reality is that they want to call them something other than a treaty so they don't have to follow the constitutional process for ratifying a treaty.
[03:16:25.515 --> 03:16:27.277]  But you have to understand, this isn't about free trade.
[03:16:27.277 --> 03:16:28.598]  It's not about open trade.
[03:16:28.598 --> 03:16:37.345]  This is about having our economy managed by a committee, an international committee, that is not elected, that is not accountable to anyone.
[03:16:37.345 --> 03:16:37.685]  Okay?
[03:16:37.685 --> 03:16:46.112]  This is worse than the Central Planning Committee of the communist countries that would get together and do the economic planning with a five-year plan.
[03:16:46.112 --> 03:16:49.255]  This is precisely how these trade agreements were created in the first place.
[03:16:49.835 --> 03:16:59.799]  And as Senator Sessions pointed out, the only senator to go in and really read and study and analyze and present what these treaties were about, it is a living document.
[03:16:59.799 --> 03:17:06.062]  It creates a committee that can, by fiat, change anything in it, including the people who are included in it.
[03:17:06.062 --> 03:17:06.942]  They can bring in China.
[03:17:06.942 --> 03:17:09.563]  This is not a bulwark against China.
[03:17:09.563 --> 03:17:14.125]  And as Jeff Sessions pointed out, they are going to be managing our economy.
[03:17:14.125 --> 03:17:16.366]  Nobody is going to be electing these people.
[03:17:16.366 --> 03:17:17.247]  How do they get appointed?
[03:17:18.010 --> 03:17:19.291]  Ask yourself.
[03:17:19.291 --> 03:17:22.134]  Well, ask yourself who wrote these agreements.
[03:17:22.134 --> 03:17:25.096]  Your elected representatives and every one of these countries affected.
[03:17:25.096 --> 03:17:27.938]  Not just in America, but all of the countries.
[03:17:27.938 --> 03:17:30.741]  The elected representatives couldn't even look at this stuff.
[03:17:31.738 --> 03:17:44.067]  And then they're told afterwards, and these are the people, Paul Ryan, Mitch McConnell, all these people who are dumping on Trump, who say they can't support him, they're not going to do anything to help him, they're not supporting America.
[03:17:44.067 --> 03:17:52.693]  These are the same people who, after they were hand-delivered this agreement that was created by a few multinational corporations' lobbyists,
[03:17:53.413 --> 03:18:00.898]  They said, we're going to ram this thing through without any kind of debate, without filibuster, without delay.
[03:18:00.898 --> 03:18:04.661]  Once they present this thing, it's going to run through in 20 days.
[03:18:04.661 --> 03:18:08.683]  There will be no amendments, no debate about any of this stuff.
[03:18:08.683 --> 03:18:14.827]  Just going to be a straight up and down vote, and it's going to be a majority vote, not a two-thirds vote like is required in the Constitution.
[03:18:14.827 --> 03:18:22.392]  So we have the open borders, we have the so-called open trade, which is globalist management of your economy.
[03:18:22.392 --> 03:18:23.093]  And then we have
[03:18:23.994 --> 03:18:25.255]  The sustainable aspect.
[03:18:25.255 --> 03:18:26.337]  The climate treaty.
[03:18:26.337 --> 03:18:28.659]  This is what Hillary Clinton finishes up with.
[03:18:28.659 --> 03:18:31.002]  Oh, we're going to be green and sustainable.
[03:18:31.002 --> 03:18:37.470]  You understand, that is perhaps the most powerful aspect of global governance.
[03:18:37.470 --> 03:18:41.855]  Look at the UN agenda for 2030 of sustainable development.
[03:18:41.855 --> 03:18:43.357]  Okay, what they're talking about there.
[03:18:44.665 --> 03:18:49.808]  is essentially creating a global tax that is going to fund a global governance.
[03:18:49.808 --> 03:18:54.451]  You have to have a global problem that a global government is going to address.
[03:18:54.451 --> 03:18:57.913]  So they invented climate change.
[03:18:57.913 --> 03:19:04.557]  And then they invented a crony capitalist system to do this, which is also a tax which will fund this global governance.
[03:19:05.177 --> 03:19:09.182]  By these multinational corporations that are writing these treaties.
[03:19:09.182 --> 03:19:12.306]  All three of those things are right there in Hillary Clinton's remarks.
[03:19:12.306 --> 03:19:14.689]  Now here's the way Donald Trump broke it down yesterday.
[03:19:15.623 --> 03:19:19.924]  First of all, he said we have to investigate Hillary Clinton and we have to investigate the investigation.
[03:19:19.924 --> 03:19:29.387]  In other words, we're going to find out, and we're going to find out, he knows that Comey and Lynch were coordinating with the Clinton campaign.
[03:19:29.387 --> 03:19:32.608]  We see now more emails confirming that, but we told you that before.
[03:19:32.608 --> 03:19:36.589]  We told you about the relationship between Comey and between Lynch.
[03:19:36.589 --> 03:19:43.551]  That's been going on for a long time, that they let Sandy Berger get away with destroying national security documents in a cover-up.
[03:19:43.931 --> 03:19:47.819]  That they've been working together and for the Clintons for a very long time, those two people.
[03:19:47.819 --> 03:19:52.368]  When we come back, we're going to break down Donald Trump's remarks about global governance.
[03:19:52.368 --> 03:19:54.812]  He nailed it precisely with this crowd last night.
[03:19:54.812 --> 03:19:55.353]  We'll be right back.
[03:20:00.254 --> 03:20:05.076]  Will the government protect your family from Iran and North Korea's newest weapon, EMP?
[03:20:05.076 --> 03:20:09.237]  We buy guns to protect ourselves, home, health, and car insurance for accidents.
[03:20:09.237 --> 03:20:10.918]  Maybe you also have food storage.
[03:20:10.918 --> 03:20:14.959]  But how would you keep your refrigerator running in a long-term EMP blackout?
[03:20:14.959 --> 03:20:23.282]  Using tested military designs, the Solark EMP-hardened solar generator protects and powers your critical appliances for years.
[03:20:23.482 --> 03:20:27.006]  Without burying items underground or wrapping them in aluminum foil.
[03:20:27.006 --> 03:20:32.432]  Unlike other preps, SOLARC is used every day to help offset your electric bill automatically.
[03:20:32.432 --> 03:20:37.378]  Visit PortableSolarLLC.com to learn how easily expandable the system is.
[03:20:37.378 --> 03:20:40.582]  SOLARC is the most affordable and powerful solution on the market.
[03:20:40.782 --> 03:20:45.667]  The whole system even fits in the back of a pickup or SUV and can install in less than an hour.
[03:20:45.667 --> 03:20:51.473]  See for yourself why Solark beats other off-grid systems at PortableSolarLLC.com.
[03:20:51.473 --> 03:20:52.855]  Don't wait for the government.
[03:20:52.855 --> 03:20:58.741]  Go to PortableSolarLLC.com to learn why Solark is energy insurance for your family.
[03:20:59.913 --> 03:21:03.037]  Hi, this is Ted Anderson of the Genesis Communications Network.
[03:21:03.037 --> 03:21:09.124]  Over the 30 plus years I've been in finance, I can see that the world economy is now at a critical point.
[03:21:09.124 --> 03:21:14.170]  Unlimited money creation and runaway debt could trigger a collapse of the financial system.
[03:21:14.170 --> 03:21:18.596]  It's imperative that you protect yourself in case of hyperinflation or even deflation.
[03:21:19.076 --> 03:21:23.722]  Investment Rarities has put together a survival bag of 200 silver quarters.
[03:21:23.722 --> 03:21:27.728]  These 90% silver quarters are dated 1964 and earlier.
[03:21:27.728 --> 03:21:29.550]  Each quarter is worth almost $5.
[03:21:29.550 --> 03:21:34.257]  If a quarter has already reached $5, the trend is obviously on your side.
[03:21:34.597 --> 03:21:37.378]  These survival bags sell for $8.95 delivered.
[03:21:37.378 --> 03:21:41.239]  Call 800-328-1860 to order today.
[03:21:41.239 --> 03:21:49.261]  Not only can these quarters be used for barter in a brief period of hyperinflation, they have the potential to appreciate 5 to 10 times.
[03:21:49.261 --> 03:21:49.601]  Call 800-328-1860.
[03:21:49.601 --> 03:21:50.622]  Get one for each member of your family.
[03:21:50.622 --> 03:21:50.802]  Call 800-328-1860.
[03:21:50.802 --> 03:21:50.982]  That's 800-328-1860.
[03:21:59.224 --> 03:22:01.145]  Offer not valid in all states or where prohibited by law.
[03:22:01.145 --> 03:22:02.306]  See website for details.
[03:22:02.306 --> 03:22:04.027]  Need some extra cash today?
[03:22:04.027 --> 03:22:06.649]  Do you have bad credit or maxed out credit cards?
[03:22:06.649 --> 03:22:08.611]  If so, turn your radio up!
[03:22:08.611 --> 03:22:13.774]  45cash.com is one of the nation's largest personal loan networks with over 50 different lenders.
[03:22:13.774 --> 03:22:15.495]  Now you can get a personal loan for up to $5,000
[03:22:16.636 --> 03:22:21.498]  With any type of credit discreetly from your computer or smartphone and with no paperwork to send in.
