[00:00:07.332 --> 00:00:08.773]  9VoltLight.com.
[01:25:58.766 --> 01:26:01.307]  When you take the uniform off, you have no power.
[01:26:01.647 --> 01:26:01.847]  I think?
[01:26:20.807 --> 01:26:25.429]  These are the people that need to wake up and need to realize that they have children too.
[01:26:25.429 --> 01:26:41.933]  I know of one who's high in NATO, who's just realized, he said he looked in the eyes of his four-year-old grandchild and said, I can't do this anymore because I know what I'm contributing to now, and he's trying to get information out about what's going on.
[01:26:41.933 --> 01:26:43.414]  This is what we need to do.
[01:26:44.174 --> 01:26:47.738]  The police need to realize that they are the pawns also.
[01:27:01.813 --> 01:27:02.814]  I don't want to be part of this.
[01:27:02.814 --> 01:27:06.295]  I mean, a lot of people in the system are having an awakening too, aren't they?
[01:27:06.295 --> 01:27:07.776]  Yes, they are.
[01:27:07.776 --> 01:27:10.958]  There's so much to be optimistic about.
[01:27:10.958 --> 01:27:12.218]  I mean, the challenges are there.
[01:27:12.218 --> 01:27:12.878]  Of course they are.
[01:27:12.878 --> 01:27:14.059]  They want to push this on.
[01:27:14.059 --> 01:27:23.944]  And they want to push it on faster and faster now because they are desperately trying to stop this awakening manifest to such an extent that their house of cards comes down.
[01:27:24.404 --> 01:27:36.969]  So those challenges are there and they're going to push on through Obama, but there's so much to be enthusiastic and encouraged about because there is fantastic changes going on in the awareness of so many people.
[01:27:36.969 --> 01:27:39.950]  David, as you said though, in the one minute before we come back, quickly,
[01:27:40.848 --> 01:27:45.974]  I'd say Obama has two or three, four months when he first gets in till people wake up to that phase of the illusion.
[01:27:45.974 --> 01:27:50.319]  So they want to start a big war, a biological release or a financial collapse.
[01:27:50.319 --> 01:27:55.605]  What do we do to expose this guy and stop him being able to carry the ball for the new world order in the first few months?
[01:27:56.309 --> 01:27:59.072]  Well, all we've got to do is keep whacking this information out.
[01:27:59.072 --> 01:28:04.697]  And people who are listening to this information, don't be a cul-de-sac for information.
[01:28:04.697 --> 01:28:07.560]  When you receive the information, there is a responsibility.
[01:28:07.560 --> 01:28:09.882]  Pass it on, pass it on, pass it on.
[01:28:09.882 --> 01:28:15.948]  By word of mouth, you can inform vast numbers of people very quickly if enough people do it.
[01:28:15.948 --> 01:28:16.869]  That's what we need to do.
[01:28:17.089 --> 01:28:22.653]  You're right, and we have incredible power, but we better use it now because they are planning to shut down the old web.
[01:28:22.653 --> 01:28:27.216]  The inventor of the web said a few days ago that quote, it's going to die.
[01:28:27.216 --> 01:28:28.117]  They're letting it die.
[01:28:28.117 --> 01:28:29.097]  It's being killed.
[01:28:29.097 --> 01:28:30.958]  So we need to move right now.
[01:28:44.329 --> 01:28:45.370]  We're good.
[01:29:19.818 --> 01:29:23.059]  Every 22 seconds a violent crime is committed.
[01:29:23.059 --> 01:29:25.400]  Are you concerned about your personal safety?
[01:29:25.400 --> 01:29:29.001]  Why wait for something bad to happen when you can take action now?
[01:29:29.001 --> 01:29:29.942]  Be smart.
[01:29:29.942 --> 01:29:30.922]  Be safe.
[01:29:30.922 --> 01:29:33.103]  Trust Pepper Spray instead of your luck.
[01:29:33.103 --> 01:29:38.925]  Pepperspray.com is the only website you'll ever need for all your non-lethal self-defense supplies.
[01:29:38.925 --> 01:29:46.408]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web, including mace, animal repellent,
[01:29:46.428 --> 01:29:47.209]  I think so.
[01:30:05.307 --> 01:30:09.710]  Enter the word pepper in the coupon box and you'll receive 10% off your order.
[01:30:09.710 --> 01:30:11.031]  So what are you waiting for?
[01:30:11.031 --> 01:30:12.592]  Go to Pepperspray.com.
[01:30:12.592 --> 01:30:14.674]  That's Pepperspray.com.
[01:30:14.674 --> 01:30:18.276]  Or call 1-800-908-9988.
[01:30:18.276 --> 01:30:19.837]  Call today.
[01:30:19.837 --> 01:30:23.360]  Before you throw away your used batteries, you need to listen to this.
[01:30:23.360 --> 01:30:25.261]  Now going green can save money.
[01:30:25.261 --> 01:30:30.545]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:30:30.805 --> 01:30:38.849]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:30:38.849 --> 01:30:48.134]  Invented by legendary audio genius John Bodini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[01:30:48.434 --> 01:30:51.639]  Increasing capacity and maintaining cell integrity.
[01:30:51.639 --> 01:30:56.826]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:30:56.826 --> 01:31:02.373]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:31:02.373 --> 01:31:03.494]  Save your money.
[01:31:03.494 --> 01:31:04.416]  Save the environment.
[01:31:04.776 --> 01:31:07.799]  Visit us online at r-charge.com.
[01:31:07.799 --> 01:31:10.021]  That's r-charge.com.
[01:31:10.021 --> 01:31:13.864]  Or call us at 989-637-4179.
[01:31:13.864 --> 01:31:16.627]  That's 989-637-4179.
[01:31:16.627 --> 01:31:21.491]  Be a part of the revolution today.
[01:31:21.491 --> 01:31:27.256]  With rising unemployment and an economy that continues to fail comes an increase in crime.
[01:31:27.256 --> 01:31:29.538]  Are you safe when you walk to your car?
[01:31:29.538 --> 01:31:30.979]  Are your kids safe when they go out?
[01:31:37.745 --> 01:31:39.646]  MrDefense.com.
[01:31:39.646 --> 01:31:47.211]  DPS is the strongest pepper spray on the market and is the same spray used by hundreds of law enforcement agencies from around the world.
[01:31:47.211 --> 01:31:48.412]  Need something more?
[01:31:48.412 --> 01:31:52.535]  The Stinger keychain is a great way to surprise a potential attacker.
[01:31:52.535 --> 01:32:01.200]  Mr. Defense carries the largest selection of stun guns, air tasers, knives, swords, batons, survival spy and tactical gear.
[01:32:01.200 --> 01:32:04.122]  Mention this ad and receive 10% off your order.
[01:32:04.122 --> 01:32:05.283]  Visit MrDefense.com
[01:32:05.683 --> 01:32:06.684]  We're good to go.
[01:32:19.206 --> 01:32:23.189]  Do you have aches and pains or suffer from indigestion or inflammation?
[01:32:23.189 --> 01:32:26.172]  Are you tired of feeling restless from insomnia?
[01:32:26.172 --> 01:32:33.978]  These symptoms are produced by harmful toxins, but with the correct information, understanding and care, you can cleanse them from your body.
[01:32:33.978 --> 01:32:39.062]  Allomaster.com would like to help you begin the road to recovery with aloe vera.
[01:32:39.062 --> 01:32:47.369]  For over 4,000 years, aloe vera has been known for its therapeutic and healing properties, and is widely recognized as the plant that helps alleviate minor burns.
[01:32:47.629 --> 01:32:55.831]  Allomaster.com picks the best aloe leaves and produces the most potent aloe vera concentrated juices and freeze-dried capsules you can find.
[01:32:55.831 --> 01:33:04.352]  Allomaster.com offers products with 10 times the potency of ordinary aloe products, enhancing the benefits of this ancient cleansing plant.
[01:33:04.352 --> 01:33:08.173]  Turn over a new leaf and visit us today at Allomaster.com.
[01:33:08.173 --> 01:33:10.454]  That's A-L-O-E, Master.com.
[01:33:10.454 --> 01:33:11.574]  Or call us at 1-800-934-A-L-O-E.
[01:33:11.574 --> 01:33:11.934]  That's 1-800-934-A-L-O-E.
[01:33:17.035 --> 01:33:25.237]  Are you tired of searching for great talk radio?
[01:33:25.237 --> 01:33:26.497]  Well, search no more.
[01:33:26.497 --> 01:33:31.099]  We are the GCN Radio Network.
[01:33:31.099 --> 01:33:40.041]  Coming to you from the capital of Texas, broadcasting the truth coast to coast and worldwide, this is the Alex Jones Show.
[01:33:42.032 --> 01:33:47.895]  The New World Order with its programmers admit that they're colonizing our minds, our souls.
[01:33:47.895 --> 01:33:54.078]  They are keeping us weak, confused, dumbed down, infighting.
[01:33:54.078 --> 01:33:55.359]  But the awakening is happening.
[01:33:55.359 --> 01:33:59.241]  David Icke, amazing guest, is our guest right now.
[01:33:59.241 --> 01:34:01.062]  DavidIcke.com is the website.
[01:34:01.062 --> 01:34:02.403]  We'll put that up on screen.
[01:34:02.403 --> 01:34:05.704]  Let's go to Ryan, first-time caller from Georgia.
[01:34:05.704 --> 01:34:06.905]  You're on the air with David Icke.
[01:34:07.617 --> 01:34:07.957]  Yes.
[01:34:07.957 --> 01:34:09.338]  How you doing, Alex?
[01:34:09.338 --> 01:34:17.965]  First off, I just really want to tell you I'm very appreciative of this waking me up and informing me of all the information that's currently going on.
[01:34:17.965 --> 01:34:31.856]  And second, I just really want to say by far, I've been wanting to say this for a long time, Lindsey Williams, David Icke, Steve Quill, and Tex Mars are by far your most important guests that you have on your show.
[01:34:31.856 --> 01:34:36.660]  And I would just really appreciate if you can even get them on even more because every time they speak,
[01:34:37.523 --> 01:34:40.064]  I mean I'd have David on every week or two if he'd do it.
[01:34:40.064 --> 01:34:44.686]  He's just very busy but he has been agreeing to come on every month and a half or so.
[01:34:44.686 --> 01:34:47.207]  So I hope we can continue having David on, David.
[01:34:56.858 --> 01:34:58.079]  Yeah, well, that'd be great.
[01:34:58.079 --> 01:34:59.500]  Well, thanks very much, Ryan.
[01:34:59.500 --> 01:35:00.861]  Thanks very much for that.
[01:35:00.861 --> 01:35:04.323]  I'll give you an example of how things are moving on, though.
[01:35:04.323 --> 01:35:06.464]  I'm coming to America in about 10 days.
[01:35:06.464 --> 01:35:08.405]  I'm going to be there for about two and a half months.
[01:35:08.405 --> 01:35:12.228]  I'm talking in Los Angeles on the 16th for seven hours, and then I'm going down to speak in Mexico.
[01:35:13.008 --> 01:35:15.991]  After that, I'm going all over the world.
[01:35:15.991 --> 01:35:16.751]  I'm going to Greece.
[01:35:16.751 --> 01:35:17.752]  I'm going to Australia.
[01:35:17.752 --> 01:35:21.495]  I'm going to South America, to Brazil.
[01:35:21.495 --> 01:35:22.436]  I'm going to Croatia.
[01:35:22.436 --> 01:35:24.797]  I'm going to all these different places.
[01:35:24.797 --> 01:35:28.600]  A few years ago, I couldn't fill a phone box in England.
[01:35:28.600 --> 01:35:30.902]  This is the scale of the awakening that's going on.
[01:35:33.824 --> 01:35:34.825]  We're good to go.
[01:35:55.585 --> 01:35:58.006]  By the way, I talked to David a month and a half ago and he was on.
[01:35:58.006 --> 01:36:00.027]  He's agreed to come to Austin.
[01:36:00.027 --> 01:36:01.027]  I'm going to set that up.
[01:36:01.027 --> 01:36:09.431]  I have to probably talk to you in the next few days so I can go ahead and decide on a venue and set it up and get you over here for maybe a two-day event.
[01:36:09.431 --> 01:36:11.091]  The problem is getting a big enough venue.
[01:36:11.091 --> 01:36:12.492]  You can probably get 5,000 people.
[01:36:12.492 --> 01:36:14.733]  I can probably get 5,000.
[01:36:14.733 --> 01:36:16.874]  But I need to find a time that's good for you.
[01:36:16.874 --> 01:36:17.834]  I need to nail that down.
[01:36:18.334 --> 01:36:19.235]  Hello, can you hear me?
[01:36:19.235 --> 01:36:20.755]  I have to agree with the caller that was just on, Ryan.
[01:36:48.726 --> 01:36:53.788]  I love it when you have David Icke or Steve Quayle.
[01:36:53.788 --> 01:36:54.788]  I just wanted to say thank you.
[01:36:54.788 --> 01:36:56.709]  I'm a huge fan.
[01:36:56.709 --> 01:36:58.690]  I wish you could go on tour.
[01:36:58.690 --> 01:37:00.891]  I want to meet you in person.
[01:37:00.891 --> 01:37:02.732]  And that's all I wanted to say is thank you.
[01:37:02.732 --> 01:37:05.393]  Thank you to you and David and everything you do.
[01:37:05.393 --> 01:37:06.173]  Oh, thank you very much.
[01:37:06.173 --> 01:37:08.634]  Whereabouts are you?
[01:37:08.634 --> 01:37:09.894]  Absolutely.
[01:37:09.894 --> 01:37:12.996]  Let's go ahead and talk to David in Montreal, Canada.
[01:37:12.996 --> 01:37:13.816]  You're on the air with David Icke.
[01:37:17.173 --> 01:37:20.075]  I'm very happy to finally be able to speak to you both.
[01:37:20.075 --> 01:37:26.801]  I'm the webmaster of CriticalUnity.org and I syndicate a lot of both of your articles and videos on my site.
[01:37:26.801 --> 01:37:34.067]  As David mentioned, people need to take a good look at the big picture and not be intimidated by the elite's manipulation and scare tactics.
[01:37:34.067 --> 01:37:41.993]  The playing of the racial card is only possible because racism was indirectly created by the elites by molding our worldviews
[01:37:42.654 --> 01:37:47.797]  As fascism unfolds, those who supported Obama, or any of these bloodlines, they're waking up.
[01:37:47.797 --> 01:37:50.998]  And we will stand against the corruption no matter what they throw at us.
[01:37:50.998 --> 01:37:53.820]  Our world, our lives, and our freedoms are at stake here.
[01:37:53.820 --> 01:38:05.506]  Because the people have been at the mercy of the malevolent... Sorry, I'm a bit nervous, but... We've been at the mercy of these malevolent powers that have taken over our planet.
[01:38:05.506 --> 01:38:11.589]  The people are ready to hear the truth, but as long as the majority has no opportunity to even know about Infowars, DavidIke.com, or
[01:38:14.428 --> 01:38:16.450]  Well, we're doing that now, sir, and I appreciate your call.
[01:38:16.450 --> 01:38:28.637]  I mean, I'm not exaggerating when I say, without even looking, I can spend 10, 15 minutes on YouTube and count up videos that people are posting of my TV show or audio, and it's over a million a week just with that.
[01:38:28.637 --> 01:38:35.501]  You know, I've produced films that have been seen, well, I can look on hit counters a piece tens of millions of times on the web, and that now is the new medium.
[01:38:35.501 --> 01:38:38.383]  And people have made tens of millions of copies of the tens of thousands of videos
[01:38:38.924 --> 01:38:39.665]  I've shipped out.
[01:38:39.665 --> 01:38:41.088]  Same thing with David.
[01:38:41.088 --> 01:38:43.714]  So, uh, look at the newspapers failing.
[01:38:43.714 --> 01:38:47.322]  Look at mainstream media losing its ratings while Alternative explodes.
[01:38:47.322 --> 01:38:49.447]  So, the word is getting out, isn't it, David?
[01:38:50.166 --> 01:39:01.733]  It is, and we're heading towards a real explosion because the curve in Awakening is getting really exponential and starting to go upwards very fast.
[01:39:01.733 --> 01:39:09.298]  This is a great time and, you know, it's not a time to get fearful and it's not a time to get depressed, although there are many, you know, reasons to do that.
[01:39:09.298 --> 01:39:10.479]  It's a collision course.
[01:39:10.479 --> 01:39:14.041]  Hold on, David, we're going to skip this one too in the time that we have.
[01:39:14.041 --> 01:39:15.102]  Just from Prison Planet, our TV viewers.
[01:39:15.102 --> 01:39:16.903]  For everybody else, we'll be right back.
[01:39:16.903 --> 01:39:17.263]  Stay with us.
[01:39:19.148 --> 01:39:23.332]  Okay, David, continue with what you were saying there.
[01:39:23.332 --> 01:39:36.505]  You know, the exponential curve is now heading straight upwards because as more and more people understand the basics of what is going on, they talk to more people and the whole thing expands.
[01:39:36.505 --> 01:39:39.288]  So you reach a point eventually when it's an explosion.
[01:39:39.708 --> 01:39:41.789]  And we're absolutely on the cusp of that now.
[01:39:41.789 --> 01:39:44.191]  In fact, we're already beginning to see some of it.
[01:39:44.191 --> 01:39:47.253]  So, you know, this is a wonderful time.
[01:39:47.253 --> 01:39:54.277]  This is not a time to get depressed and run away and try to find some, you know, some land to hide in away from everybody.
[01:39:54.277 --> 01:40:04.783]  This is a time to run straight at this, because these people, I absolutely have no doubt whatsoever, are starting to panic about what's happening in terms of public awareness of their game.
[01:40:06.312 --> 01:40:17.103]  If you go to Google Trends and look at DavidIke.com, Infowars.com, PrisonPlanet.com, Rents.com, all the hundreds of huge sites, my two are the biggest individually.
[01:40:17.103 --> 01:40:21.507]  Infowars is the largest alternative site, Prison Planet is the second largest, and there's Rents and Ike and others.
[01:40:22.904 --> 01:40:23.305]  If you look
[01:40:39.904 --> 01:40:41.866]  Anyone can look at this for themselves.
[01:40:41.866 --> 01:40:52.614]  And the curve, the growth curve, is exactly the same for all of these alternative media, consciousness-expanding, you know, lie-breaking websites.
[01:40:52.614 --> 01:40:53.875]  It is hyperbolic.
[01:40:53.875 --> 01:40:55.196]  It is straight up David Icke.
[01:40:56.391 --> 01:41:12.615]  Yeah, so, you know, anyone that's sitting out there and is sort of frightened about doing anything or getting involved or all the rest of it, you know, there are millions and millions and billions and millions of people gathering now all over the world.
[01:41:12.615 --> 01:41:21.457]  We just need to get together and deal with this because we're in a position now where we're heading to a time when we can.
[01:41:22.278 --> 01:41:26.523]  I look back a few years and my goodness me, you thought, well, is anything going to change?
[01:41:26.523 --> 01:41:30.167]  But crikey, this is dreamland compared to where we were a few years ago.
[01:41:41.477 --> 01:42:08.326]  They probably interviewed me for three hours off and on about you when a British crew was here for Channel 4, and the one little smart-ass thing I said ended up being in the film about you being a turd in the punchbowl because people weren't ready to accept some of the things you were saying, and then I would have trouble with the basics, and I've apologized for that, but I'm gonna do it again because you've been so big about it and forgiving me, and also because I know that information is used out there still by people to try to drive a wedge, so I'll say it again.
[01:42:08.326 --> 01:42:09.507]  I apologize.
[01:42:10.748 --> 01:42:12.148]  No problem, Alex.
[01:42:12.148 --> 01:42:17.871]  You know, we all have different opinions at different times, and they're not always correct, and they're not always... We all grow.
[01:42:17.871 --> 01:42:18.392]  We all grow.
[01:42:18.392 --> 01:42:19.732]  Yeah, of course we do.
[01:42:19.732 --> 01:42:28.757]  And what we need to do is drop anything that divides us, any fault lines, any of this nonsense, because together, we're going to sort this.
[01:42:28.757 --> 01:42:29.678]  Divided, we're not.
[01:42:30.038 --> 01:42:31.960]  Well, I think all of us that are awakening are right.
[01:42:31.960 --> 01:42:33.922]  It's just we've got different perspectives.
[01:42:33.922 --> 01:42:34.582]  Exactly.
[01:42:34.582 --> 01:42:37.545]  And then I just had a chance to move and see things from different angles.
[01:42:37.545 --> 01:42:44.290]  Let's go ahead and, I mean, what's different from what you're saying about an evil overarching force behind it all with what Christians are saying?
[01:42:44.290 --> 01:42:45.952]  Really, again, it's all perspective.
[01:43:19.494 --> 01:43:22.955]  Have you ever wanted to generate your own supply of electrical power?
[01:43:22.955 --> 01:43:26.737]  If so, this is going to be the most important message you will ever hear.
[01:43:26.737 --> 01:43:33.039]  Solar-powered generators are now available from Solutions from Science, one of GCN's oldest and most trusted sponsors.
[01:43:33.039 --> 01:43:37.681]  These emergency backup systems provide life-saving electrical power when you need it most.
[01:43:37.681 --> 01:43:43.704]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity for free.
[01:43:43.704 --> 01:43:47.105]  It's like having an electric power plant running quietly in your own home.
[01:43:47.105 --> 01:43:49.006]  Run sump pumps, short-wave radios,
[01:43:49.306 --> 01:43:51.768]  Computers, and even keep food from spoiling.
[01:43:51.768 --> 01:43:57.993]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[01:43:57.993 --> 01:44:02.957]  When the power goes out, you'll be ready with this solar power generator from Solutions from Science.
[01:44:02.957 --> 01:44:07.300]  Go to mysolarbackup.com and get off the grid today.
[01:44:07.300 --> 01:44:09.101]  That's mysolarbackup.com today.
[01:44:09.101 --> 01:44:09.662]  Or call 877-327-0365.
[01:44:09.662 --> 01:44:09.722]  877-327-0365.
[01:44:09.722 --> 01:44:10.482]  Don't wait.
[01:44:10.482 --> 01:44:10.863]  Call today.
[01:44:19.349 --> 01:44:23.534]  Do you have doubts about the stability of the dollar or your own financial future?
[01:44:23.534 --> 01:44:28.559]  Is a dismal growth rate or rapid inflation affecting the bottom line of your retirement savings account?
[01:44:28.559 --> 01:44:33.885]  Do you worry about uncontrollable economic events which could suddenly wipe out some or all of your hard-earned savings?
[01:44:33.885 --> 01:44:35.787]  You can turn adversity into opportunity.
[01:44:36.007 --> 01:44:36.427]  We're good to go.
[01:44:51.241 --> 01:44:51.601]  Thank you.
[01:45:19.847 --> 01:45:23.391]  The United States is bankrupt and the bankers want you bankrupt also.
[01:45:23.391 --> 01:45:25.873]  How would you like to be debt free in 90 days?
[01:45:25.873 --> 01:45:26.934]  Guaranteed!
[01:45:26.934 --> 01:45:33.861]  DebtCrisisSolutions.com has helped tens of thousands out of debt since 1993 and will free you from the debt trap.
[01:45:33.861 --> 01:45:41.569]  DebtCrisisSolutions.com legally guarantees to put an end to wage garnishment, bank levies and liens and you won't pay one dime to creditors.
[01:45:41.809 --> 01:45:49.896]  With Debt Crisis Solutions Program, you'll also restore your credit history and be protected from legal action without making one more payment to creditors.
[01:45:49.896 --> 01:45:57.502]  DebtCrisisSolutions.com specializes in credit report restoration, preventing wage garnishment and bank levies, liens and judgments.
[01:45:57.502 --> 01:45:59.824]  Doing nothing doesn't make the debt go away.
[01:45:59.824 --> 01:46:02.567]  Become debt-free in 90 days, guaranteed!
[01:46:02.567 --> 01:46:05.970]  Call Debt Crisis Solutions now for a free consultation at 718-615-ZERO.
[01:46:08.271 --> 01:46:17.213]  The headlines are clear.
[01:46:17.213 --> 01:46:24.654]  The worldwide economic collapse is here.
[01:46:24.654 --> 01:46:27.854]  The military is being positioned for martial law.
[01:46:27.854 --> 01:46:29.615]  The mark of the beast is at hand.
[01:46:29.615 --> 01:46:32.795]  Governments are calling for a new world cashless economic system.
[01:46:32.795 --> 01:46:35.676]  Having a long-term food solution is your only hope.
[01:46:35.676 --> 01:46:36.576]  To stay free.
[01:46:37.596 --> 01:46:41.237]  Now, Survivalist Seeds introduces their Escape the Beast Kit.
[01:46:41.237 --> 01:46:44.598]  24 varieties of all-natural, non-genetically modified heirloom seeds.
[01:46:44.598 --> 01:46:47.479]  For true patriots and homesteaders wanting food insurance.
[01:46:47.479 --> 01:46:52.101]  That's over five pounds of rare historic seeds for a penny per seed.
[01:46:52.101 --> 01:46:55.222]  15,000 seeds that will feed a family healthy food for seven years.
[01:46:55.222 --> 01:47:04.424]  Big John Lipscomb, host of Don't Tread on Me, is including an instructional DVD that will teach you how to earn big money selling the produce from his incredible heirloom seeds back to him.
[01:47:04.424 --> 01:47:05.865]  Restaurants and small delis.
[01:47:06.465 --> 01:47:07.366]  Thank you for listening to GCN.
[01:47:07.366 --> 01:47:08.387]  Visit GCNlive.com today.
[01:47:30.323 --> 01:47:32.343]  Final segment with David Icke.
[01:47:32.343 --> 01:47:39.645]  Only have time to make a few final calls with him because I have some special information I'm going to be covering.
[01:47:39.645 --> 01:47:43.225]  Let's go ahead and jam in.
[01:47:43.225 --> 01:47:44.526]  Who is up next here, John?
[01:47:44.526 --> 01:47:45.946]  I got confused with the calls.
[01:47:45.946 --> 01:47:47.186]  Mark and PA?
[01:47:47.186 --> 01:47:48.406]  Oh, John in Canada.
[01:47:48.406 --> 01:47:51.567]  John in Canada, you're on the air with David Icke.
[01:47:51.567 --> 01:47:53.607]  How's it going there, Alex?
[01:47:53.607 --> 01:47:54.947]  Good, sir.
[01:47:54.947 --> 01:47:55.868]  Awesome.
[01:47:55.868 --> 01:47:57.808]  I just want to thank you guys very much for
[01:47:58.717 --> 01:48:03.958]  You're giving us an alternate source of international news right now, and I enjoy your show greatly.
[01:48:03.958 --> 01:48:13.060]  Alex, did you know that this last Christmas here in Canada was the first white one that we've had across the country since 1974?
[01:48:13.060 --> 01:48:14.300]  Yes.
[01:48:14.300 --> 01:48:22.702]  Global cooling is happening because the sun has, for the first time in 300 years of recording it, no sunspots, which are the huge flares.
[01:48:22.702 --> 01:48:25.002]  And so the Earth is rapidly cooling.
[01:48:26.269 --> 01:48:32.412]  This is another area, Alex and John, where Obama comes into play.
[01:48:32.412 --> 01:48:37.155]  It's another one of his solutions in the agenda behind him.
[01:48:37.155 --> 01:48:45.019]  You people will have noticed that his, if you like, environmental energy science advisor network of people are all
[01:48:46.099 --> 01:48:49.781]  Yeah, and we just missed the big carbon tax thing here with the last election.
[01:48:49.781 --> 01:48:52.462]  It was one of the main platforms for the Liberal Party.
[01:48:52.462 --> 01:48:57.424]  And I've talked to some people about the Liberal Party and how they're involved with
[01:49:14.286 --> 01:49:23.631]  It's not just the Liberal Party now either, it's also the Conservatives who are involved with the Power Corporation of Canada, who in turn is also linked with the genocide in Sudan.
[01:49:23.631 --> 01:49:35.497]  And every Prime Minister we've had in Canada almost, since Trudeau, including Trudeau, has all been on the board of directors for the Power Corporation of Canada.
[01:49:35.497 --> 01:49:40.560]  And Paul Volcker actually was on the International Advisory Committee as well.
[01:49:42.768 --> 01:49:45.190]  You tell people this and they go, oh, that's just business.
[01:49:45.190 --> 01:49:50.934]  It's got nothing to do with politics.
[01:49:50.934 --> 01:49:54.717]  Business in terms of the Illuminati is control.
[01:49:54.717 --> 01:49:56.698]  I mean, that's what business is for.
[01:49:56.698 --> 01:49:58.299]  They're just arms of control.
[01:49:58.299 --> 01:50:08.727]  This is why when I hear people of the left dismissing the global conspiracy and saying globalization is just greedy corporations, it's not greedy corporations.
[01:50:08.727 --> 01:50:10.448]  Corporations are a vehicle.
[01:50:11.028 --> 01:50:11.888]  Hello, this is Mark.
[01:50:11.888 --> 01:50:12.649]  Hello, Mark.
[01:50:12.649 --> 01:50:13.489]  Hello.
[01:50:13.489 --> 01:50:17.650]  I want to thank both of you for opening my perceptions as well as many others around the planet
[01:50:41.223 --> 01:50:44.324]  To the truth of what is really happening.
[01:50:44.324 --> 01:50:51.646]  I'm pretty much a non-traditionalist, a non-conformist, but there are many out there who aren't.
[01:50:51.646 --> 01:50:57.107]  They're busy doing what they're doing.
[01:50:57.107 --> 01:50:59.728]  They want to believe in the good of government.
[01:50:59.728 --> 01:51:02.328]  They want to believe in the good of their community and all of this.
[01:51:02.328 --> 01:51:05.989]  The reality is these things are happening and they're not even aware of it.
[01:51:05.989 --> 01:51:08.210]  When I start to share these things, as well as others,
[01:51:09.013 --> 01:51:10.294]  I'm sure I'm not alone.
[01:51:10.294 --> 01:51:20.361]  When you share these ideas, these perceptions with people, at first they look at you like, oh, that can't be, and then they're in shock, and then they're like the deer in the headlights.
[01:51:20.361 --> 01:51:32.790]  So what comes up to me, and I appreciate very much that you guys are opening our perceptions to these things that are happening and continuing to investigate and research and find out what they're continuing to do, but here's the thing.
[01:51:32.790 --> 01:51:37.873]  When it comes down to it, people are in shock at first, and then they don't know what to do.
[01:51:39.233 --> 01:51:55.680]  I've listened, I've watched your show, or listened to your show, Alex, many, many times, and I've read your materials, Mr. Ike, and the thing about it is when you boil it all down, people don't know what to do, like taking simple steps of what to do to respond.
[01:51:55.680 --> 01:51:56.160]  Alright, I hear you.
[01:51:56.160 --> 01:51:57.500]  We have to end this here in just a moment.
[01:51:57.500 --> 01:51:59.061]  I'm going to let you go, and I'm sorry.
[01:51:59.061 --> 01:52:03.903]  No more time to go to Tim, Rob, and many others that are holding, and I want David to be able to close out in the last minute here.
[01:52:04.923 --> 01:52:07.385]  Last time we had David on, the time before that, he went through.
[01:52:07.385 --> 01:52:09.446]  Just say no to national ID cards.
[01:52:09.446 --> 01:52:11.247]  Say no to giving up your personal information.
[01:52:11.247 --> 01:52:12.588]  Start growing a garden.
[01:52:12.588 --> 01:52:15.110]  Start talking to your neighbors about the elite.
[01:52:15.110 --> 01:52:17.811]  The awakening is the solution.
[01:52:17.811 --> 01:52:19.853]  Overturning the false paradigm.
[01:52:19.853 --> 01:52:21.454]  Expanding the horizon.
[01:52:21.454 --> 01:52:21.734]  David?
[01:52:22.449 --> 01:52:36.997]  Yeah, once you break out of mind, the program, and into consciousness, then you instinctively know what your contribution is, and you go for it, because when you become conscious, you let go of one of the great expressions of the mind construct, which is fear.
[01:52:36.997 --> 01:52:44.561]  But also, you know, this relatively tiny network that's manipulating the lives of billions
[01:52:44.941 --> 01:52:45.241]  We're good.
[01:53:04.358 --> 01:53:09.482]  They can't impose their will on billions of people unless the billions accept it.
[01:53:09.482 --> 01:53:15.126]  What would happen if everybody wrote InfoWars.com or PrisonPlanet.com or DavidIke.com on all the paper money?
[01:53:15.126 --> 01:53:16.107]  That's already waking up.
[01:53:16.107 --> 01:53:18.288]  A lot of people coming to the site are because of people doing that.
[01:53:18.288 --> 01:53:22.951]  What would happen if people made copies of my films or, you know, handed out David Ike documentaries?
[01:53:22.951 --> 01:53:24.673]  Well, what is happening?
[01:53:24.673 --> 01:53:26.394]  We're seeing we're having an effect.
[01:53:26.394 --> 01:53:28.015]  We've just got to push that much harder.
[01:53:28.015 --> 01:53:29.016]  David, when's a good time?
[01:53:29.016 --> 01:53:30.697]  Because I forgot that I invited you to town.
[01:53:30.697 --> 01:53:31.998]  You'd agreed when we were on a month ago.
