[00:00.000 --> 00:11.000]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[3:13:53.000 --> 3:13:58.000]  many of them, these big mega corporations where their CEOs are just pocketing cash,
[3:13:58.000 --> 3:14:02.000]  why aren't we directing some money from the government to things that work,
[3:14:02.000 --> 3:14:07.000]  such as this UV light technology that we'll talk about in the next segment or even zinc?
[3:14:07.000 --> 3:14:13.000]  I even said the president should order the production of zinc supplements nationwide.
[3:14:13.000 --> 3:14:16.000]  It would just cost pennies per day per person.
[3:14:16.000 --> 3:14:20.000]  Just a few hundred million dollars to cover everybody for the whole summer
[3:14:20.000 --> 3:14:22.000]  and everybody could get their zinc levels up.
[3:14:22.000 --> 3:14:24.000]  And that's how we end the lockdowns.
[3:14:24.000 --> 3:14:28.000]  I want to be clear, you know, I called for the lockdowns very early,
[3:14:28.000 --> 3:14:31.000]  should have been earlier actually, we wouldn't have been seeing this many deaths,
[3:14:31.000 --> 3:14:39.000]  but I also am calling for ending the lockdowns in a rational, informed way, which means masks and zinc and D3.
[3:14:39.000 --> 3:14:41.000]  We know how to beat this for the most part.
[3:14:41.000 --> 3:14:42.000]  We can beat this.
[3:14:42.000 --> 3:14:46.000]  And of course, elderly can continue to stay home and self-isolate.
[3:14:46.000 --> 3:14:51.000]  But, you know, a healthy 45-year-old who's got plenty of zinc, who's wearing a mask,
[3:14:51.000 --> 3:14:55.000]  they don't need to be restricted from contributing to the economy.
[3:14:55.000 --> 3:14:59.000]  We know how to get their levels up of zinc and D3 and other things
[3:14:59.000 --> 3:15:01.000]  and get them back into the workforce.
[3:15:01.000 --> 3:15:05.000]  And I believe that is the victory path for President Trump on this.
[3:15:05.000 --> 3:15:09.000]  Don't wait for the vaccine industry to have the whole country collapse
[3:15:09.000 --> 3:15:13.000]  and have mass death and then a second wave of lockdowns in the fall.
[3:15:13.000 --> 3:15:16.000]  Don't wait for big pharma because they're strangling this country.
[3:15:16.000 --> 3:15:17.000]  They're stealing from us.
[3:15:17.000 --> 3:15:22.000]  They're just looting America and using mass death and suffering in order to do that.
[3:15:22.000 --> 3:15:23.000]  Don't wait for those.
[3:15:23.000 --> 3:15:29.000]  Instead, get America back to work now, today with nutrition and wearing masks
[3:15:29.000 --> 3:15:32.000]  and enhanced testing to find the asymptomatic carriers
[3:15:32.000 --> 3:15:35.000]  so that we can break the chain of the replication of this virus.
[3:15:35.000 --> 3:15:38.000]  So I've got a special interview coming up right after this break
[3:15:38.000 --> 3:15:40.000]  and much more straight ahead.
[3:15:40.000 --> 3:15:42.000]  This is Mike Adams here for the Alex Jones Show.
[3:15:42.000 --> 3:15:44.000]  We'll be back after this break. Stay with us.
[3:15:44.000 --> 3:15:46.000]  Hello, patriots.
[3:15:46.000 --> 3:15:50.000]  My name is Todd Savage, founder of Black Rifle Real Estate.com.
[3:15:50.000 --> 3:15:53.000]  Like you, I was a prisoner of the Outleft Sanctuary State
[3:15:53.000 --> 3:15:55.000]  until one day I chose to lead my family to freedom.
[3:15:55.000 --> 3:15:58.000]  Today, we live on a sustainable 20-acre homestead
[3:15:58.000 --> 3:16:01.000]  where we shoot, hunt, garden, and homeschool our children
[3:16:01.000 --> 3:16:03.000]  without the tyranny of the nanny state looking over us.
[3:16:03.000 --> 3:16:07.000]  If you're ready to flee the city to the freedom of Idaho or Montana,
[3:16:07.000 --> 3:16:10.000]  our Black Rifle Real Estate is right next to you.
[3:16:10.000 --> 3:16:14.000]  If you're ready to flee the city to the freedom of Idaho or Montana,
[3:16:14.000 --> 3:16:16.000]  our Black Rifle Real Estate team is here to help.
[3:16:16.000 --> 3:16:41.000]  I'm Dan Pilla. I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[3:16:41.000 --> 3:16:47.000]  This thing is a hopeless tax case. Call 800-34-NO-TAX or go to my website, danpilla.com.
[3:16:47.000 --> 3:17:12.000]  That's danpilla.com, danpilla.com.
[3:17:17.000 --> 3:17:20.000]  Family Survival to survivalistcamps.com
[3:17:47.000 --> 3:17:50.000]  Call the thrill only at slingbow.com
[3:18:18.000 --> 3:18:22.000]  With the rapid speed of life, we need to be able to keep up the pace.
[3:18:22.000 --> 3:18:26.000]  Our natural mixture harnesses the power of 10 known ingredients
[3:18:26.000 --> 3:18:30.000]  to let your body relax and get the sleep you need.
[3:18:30.000 --> 3:18:32.000]  Wake up refreshed and take on the day.
[3:18:32.000 --> 3:18:36.000]  InfoWarsLife wants to bring you a sleep support formula
[3:18:36.000 --> 3:18:40.000]  that goes above and beyond other leading brands at an affordable price.
[3:18:40.000 --> 3:18:44.000]  Get the sleep you deserve and experience the power of knockout.
[3:18:44.000 --> 3:18:48.000]  Go on over to infowarslife.com and say goodbye to fatigue.
[3:18:48.000 --> 3:19:17.000]  That's infowarslife.com.
[3:19:18.000 --> 3:19:35.000]  That's infowarslife.com.
[3:19:35.000 --> 3:19:49.000]  And we've got our great super blue toothpaste, the best seller for five years with the nano silver, the tea tree, and the iodine. It's selling out still 50% off. And the iodine's selling out the X3. It's 60% off because I want you to experience how amazing it is.
[3:20:05.000 --> 3:20:17.000]  Brother, mainstream media. Government cover-ups. You want answers? Well, so does he. It's Mike Adams.
[3:20:17.000 --> 3:20:23.000]  All right, we are continuing here on the Alex Jones Show. Mike Adams, I've got the helm here for the rest of the hour.
[3:20:23.000 --> 3:20:32.000]  In this segment, we've got a really important interview for you with Dr. Ed Fadikoff, who is an internist. He works in integrative medicine.
[3:20:32.000 --> 3:20:38.000]  He's got a lot of information for us about nutrition as well as using light to destroy this virus.
[3:20:38.000 --> 3:20:46.000]  And how come nobody's talking about these solutions? You know, in the mainstream media, everybody's just talking about, oh, wait for the vaccine and wait for the drug.
[3:20:46.000 --> 3:20:54.000]  And until then, everybody stayed locked down while the economy crashes and people die from, you know, suicides and domestic violence and everything else.
[3:20:54.000 --> 3:21:07.000]  All these insanities that are now emerging across America. But what if we could end all of that in weeks and get America back to work using nutrition and using preventive measures and using light?
[3:21:07.000 --> 3:21:20.000]  That's what we have to offer here. Anybody from the Trump administration, listen up. This is a solution that can help America get back to work, restore the economy, restore the elections and put America back on the path where it belongs,
[3:21:20.000 --> 3:21:28.000]  which is productivity and health and longevity. So joining me today is Dr. Ed Fadikoff to talk about all of these subjects.
[3:21:28.000 --> 3:21:34.000]  Dr. Eddie or Dr. Fadikoff, how do you prefer? I refer to you and welcome to the show, by the way.
[3:21:34.000 --> 3:21:38.000]  Thank you so much for having me. Dr. Eddie, Dr. Fadikoff, whatever is easier.
[3:21:38.000 --> 3:21:56.000]  Okay. All right. Dr. Eddie, then. Look, we just met today. This is an urgent situation. You know about this light technology, far UV technology that may be extremely helpful in sterilizing surfaces and transportation vessels and so on.
[3:21:56.000 --> 3:22:07.000]  Why don't you start with a little bit about that and then I'll ask you more about your background later on. But start with the big news today. How can light kill this virus?
[3:22:07.000 --> 3:22:17.000]  Yeah. So we know that traditional germicidal UVC light that they use in the hospitals, that shiny blue light, purple light that they use that cleans and sterilizes the room can be used to disinfect this.
[3:22:17.000 --> 3:22:25.000]  And that's how we're disinfecting the rooms in the hospitals right now with patients out of the coronavirus. What far UVC germicidal light is different from this technology.
[3:22:25.000 --> 3:22:38.000]  This is a new innovative technology by a company named Steril Ray. They have a unique patent on a different wavelength, 222 nanometer wavelength that's actually safe in humans and does not penetrate the skin.
[3:22:38.000 --> 3:22:49.000]  So this is a game changer in the sense that now you can put these devices on low overhead fixtures and buses and airports and public schools and doctor's offices and public transit.
[3:22:49.000 --> 3:22:57.000]  And if we did that, we wouldn't be having such a pandemic in New York City because most of it is caused by the public transport system.
[3:22:57.000 --> 3:23:07.000]  Okay, really good point. Let me interrupt here just for a second. For those watching as a full disclaimer, I don't have any involvement in the Steril Ray company.
[3:23:07.000 --> 3:23:14.000]  I have no financial interest. And I think you don't either, right? You're not a partner with the company or anything like that. Is that correct?
[3:23:14.000 --> 3:23:20.000]  Correct. I found it because I wanted something in my office to protect my patients so they can feel reassured when they're coming to the office.
[3:23:20.000 --> 3:23:24.000]  I'm doing everything I can to keep them safe during this COVID-19.
[3:23:24.000 --> 3:23:31.000]  So do you use this technology in your office right now? Do you have one of these? Or are they out of stock everywhere?
[3:23:31.000 --> 3:23:38.000]  Well, funny you mentioned that Disney got my last ones. So I'm getting mine tomorrow morning and they'll be up and running in the office.
[3:23:38.000 --> 3:23:45.000]  And what do you just place them around the office and they just sterilize the virus as it's blowing past in the air? Or how does it work?
[3:23:45.000 --> 3:23:52.000]  So basically, if I put it in an exam room, like a traditional exam reader doctor's office, I put the light up, I would turn it on.
[3:23:52.000 --> 3:24:02.000]  And in about less than three to five minutes, the whole room would be sterilized, right? From the computer to the keyboard, to the mouse, to the liquid that's in there, to the surfaces, to the air, to everything.
[3:24:02.000 --> 3:24:10.000]  Now, by me doing that, when the patients come in, they know that everything in the room is sterile. And when they leave, we turn it on again, three to five minutes of sterile again.
[3:24:10.000 --> 3:24:20.000]  That way they can rest assured. Now, since the FDA has not cleared it to have long-term use with humans, we turn off the machine in between patients, but it is safe.
[3:24:20.000 --> 3:24:24.000]  They've done studies that it is safe in humans and it's safe even to the eyes as well.
[3:24:24.000 --> 3:24:33.000]  That's my next question because we know that UV light can be damaging to the eyes, at least at certain intensities. I think the intensity is what matters.
[3:24:33.000 --> 3:24:44.000]  And the eyeball functions as an amplifier of light intensity. That's kind of how the eyes work. But why is this technology not harmful to the naked eye?
[3:24:44.000 --> 3:24:46.000]  That's a question I have.
[3:24:46.000 --> 3:24:57.000]  So when they did the studies at a Columbia University, what they realized is that in vivo and in vitro studies, what they realized is that it does not penetrate the first layer of the skin, the dead cells of the skin.
[3:24:57.000 --> 3:25:04.000]  Given the biological wavelength, the 222 wavelength, that specific wavelength does not penetrate humans' scale or mammalians' skin by that way.
[3:25:04.000 --> 3:25:10.000]  So it can be your dog, your cat, any type of species out there does not penetrate it, nor does it penetrate the eye.
[3:25:10.000 --> 3:25:16.000]  And by doing that, it's safe, but it does penetrate the viruses and the bacteria and the fungus and the parasite.
[3:25:16.000 --> 3:25:22.000]  So it can destroy that and inhibit their DNA, their structure, and basically make them inactive.
[3:25:22.000 --> 3:25:31.000]  Okay, so 222 nanometers. I think green lasers are known to be harmful to the eye, but they're at what, 560 nanometers or something like that?
[3:25:31.000 --> 3:25:38.000]  And red lasers can be harmful at certain intensities, but this is not a laser. It's not a coherent, focused beam of light.
[3:25:38.000 --> 3:25:44.000]  It's actually omnipresent, just diffused light all around the room, correct?
[3:25:44.000 --> 3:25:51.000]  It's a focused light where it doesn't penetrate the skin, and that's what makes it so safe in front of humans, but bad for bacteria and bad for viruses.
[3:25:51.000 --> 3:25:53.000]  Okay. All right, that's interesting.
[3:25:53.000 --> 3:25:57.000]  So do you think, I mean, what can the government do right now?
[3:25:57.000 --> 3:26:04.000]  Could the FDA have emergency approval of this kind of technology to treat surfaces and sterilize surfaces?
[3:26:04.000 --> 3:26:11.000]  Is that what the company should be asking for, or what should the government do to help get this out?
[3:26:11.000 --> 3:26:16.000]  So I think that the biggest thing we're having right now in the talk, you know, kind of on TV and radio and what people are concerned about,
[3:26:16.000 --> 3:26:22.000]  I'm concerned about because you're not working in the hospital and then take care of COVID patients, is that PPEs, right?
[3:26:22.000 --> 3:26:26.000]  Protective devices have enough masks, have enough N95 regular masks.
[3:26:26.000 --> 3:26:32.000]  Or if we're telling or recommending the public, hey, you can get face masks and you can buy them if there's a lack of supply.
[3:26:32.000 --> 3:26:38.000]  What sterile rate can do, you know, and there probably should be studies, but I'm sure it's not too hard to prove,
[3:26:38.000 --> 3:26:47.000]  given the fact that technology can kill all surfaces, they can probably re-sterilize N95 masks, regular masks, gowns, PPEs.
[3:26:47.000 --> 3:26:51.000]  So that's something they can implement today to help while there's a shortage.
[3:26:51.000 --> 3:26:53.000]  That's how we can use it today.
[3:26:53.000 --> 3:26:57.000]  They can also put low-level light fixtures, which you'd have to keep it on for 10 minutes.
[3:26:57.000 --> 3:27:03.000]  It's not as penetrating. You keep it on longer and that would actually disinfect the whole public transit system in New York City.
[3:27:03.000 --> 3:27:07.000]  Maybe they can have us tomorrow in a week and that way people won't be afraid to take the train.
[3:27:07.000 --> 3:27:13.000]  Or if we're saying we're going to open up the economy, even if it's in a month or two weeks from now, people are still going to be afraid to ride the trains
[3:27:13.000 --> 3:27:15.000]  and be afraid to do the public transport.
[3:27:15.000 --> 3:27:22.000]  People are going to just have a stigma of, you know, which is good, proper hand hygiene and doing all these things and wearing masks,
[3:27:22.000 --> 3:27:24.000]  but there's still going to be a sense of fear.
[3:27:24.000 --> 3:27:26.000]  What if I get it? What if there's a second wave?
[3:27:26.000 --> 3:27:28.000]  What if it's going to come back in September?
[3:27:28.000 --> 3:27:30.000]  So that's kind of the fear.
[3:27:30.000 --> 3:27:32.000]  And what about military readiness?
[3:27:32.000 --> 3:27:37.000]  Because we've got our battleships or aircraft carriers, excuse me, right now with many sailors who are infected.
[3:27:37.000 --> 3:27:39.000]  Submarines are likely to suffer from this.
[3:27:39.000 --> 3:27:40.000]  It may be happening right now.
[3:27:40.000 --> 3:27:44.000]  The Pentagon, of course, isn't telling us because it's a national security secret.
[3:27:44.000 --> 3:27:49.000]  But this can be used on submarines, you know, airplanes, commercial air flights,
[3:27:49.000 --> 3:27:56.000]  where passengers no doubt got infected on commercial air flights before that really the whole industry kind of shut down.
[3:27:56.000 --> 3:28:01.000]  But shouldn't this be, or something like this, shouldn't it be used on airplanes as well?
[3:28:01.000 --> 3:28:08.000]  Bowling, actually, the 737 MAX had part of this technology in their laboratories, their restaurants.
[3:28:08.000 --> 3:28:12.000]  They would disinfect the whole restroom in the water filtration system.
[3:28:12.000 --> 3:28:15.000]  So that was actually part of the rollout with the 737 MAX for some of them.
[3:28:15.000 --> 3:28:19.000]  So that technology was going to be used up until last year.
[3:28:19.000 --> 3:28:21.000]  So that's how I see it.
[3:28:21.000 --> 3:28:25.000]  If you could put this all over the airplanes inside the airplanes and be sure to public,
[3:28:25.000 --> 3:28:29.000]  hey, we've disinfected this whole thing within a matter of seconds to minutes.
[3:28:29.000 --> 3:28:33.000]  I mean, it would take like, you know, 80,000 particles, one eighth of a second.
[3:28:33.000 --> 3:28:35.000]  I mean, you take five seconds to kill.
[3:28:35.000 --> 3:28:37.000]  Dr. Patakoff, we got to go to break.
[3:28:37.000 --> 3:28:38.000]  Stay with us, please.
[3:28:38.000 --> 3:28:43.000]  I want to ask you about nutrition and zinc and vitamin C and vitamin D on the other side of this.
[3:28:43.000 --> 3:28:48.000]  This is Mike Adams here. We'll be back after this short break with more solutions to beat the coronavirus.
[3:29:14.000 --> 3:29:18.000]  Veteran's Vitality CBD saves you as much as 25 to 50% over our competition,
[3:29:18.000 --> 3:29:22.000]  and a portion of all sales is contributed to veteran nonprofits and events.
[3:29:22.000 --> 3:29:25.000]  Many of our customers have experienced improved quality of life,
[3:29:25.000 --> 3:29:28.000]  help with anxiety, PTSD, and overall well-being.
[3:29:28.000 --> 3:29:30.000]  Our products do not contain THC.
[3:29:30.000 --> 3:29:34.000]  They are safe, non-addictive, effective, and 100% legal.
[3:29:34.000 --> 3:29:37.000]  GCN listeners, get your free trial bottle of premium CBD
[3:29:37.000 --> 3:29:41.000]  by simply paying, shipping, and handling at GCNFreeCVD.com.
[3:29:41.000 --> 3:29:46.000]  That's GCNFreeCVD.com. Again, GCNFreeCVD.com.
[3:29:46.000 --> 3:29:49.000]  Offered by Veteran's Vitality Premium CBD.
[3:29:53.000 --> 3:29:56.000]  Alex Jones here with a very important announcement.
[3:29:56.000 --> 3:30:02.000]  We are selling out of all of our high-quality iodine products at m4store.com.
[3:30:02.000 --> 3:30:06.000]  The super blue toothpaste that has it along with the nano silver and, of course, the tea tree oil.
[3:30:06.000 --> 3:30:08.000]  That is selling out, still 50% off.
[3:30:08.000 --> 3:30:10.000]  We're already sold out of the super silver toothpaste.
[3:30:10.000 --> 3:30:12.000]  Survival Shield X3 and two-ounce bottles.
[3:30:12.000 --> 3:30:14.000]  It will be sold out within two weeks.
[3:30:14.000 --> 3:30:15.000]  Already sold out of the X2.
[3:30:15.000 --> 3:30:18.000]  But despite that, I'm going to sell it out at 60% off.
[3:30:18.000 --> 3:30:22.000]  Never offered this for that because I want you to see how amazing it is.
[3:30:22.000 --> 3:30:24.000]  Just in general, everyday life.
[3:30:24.000 --> 3:30:26.000]  Not even during these insane crises.
[3:30:26.000 --> 3:30:30.000]  Research it for yourself and get your super blue toothpaste and your X3
[3:30:30.000 --> 3:30:33.000]  while you still can at m4store.com.
[3:30:33.000 --> 3:30:36.000]  They're amazing products with thousands of 5-star reviews
[3:30:36.000 --> 3:30:39.000]  and they fund the m4, a 360 win.
[3:30:39.000 --> 3:30:45.000]  X3, 60% off right now at m4store.com and super blue, 50% off.
[3:31:09.000 --> 3:31:13.000]  The heart healthy nitrates and antioxidants to support your mind and body.
[3:31:13.000 --> 3:31:17.000]  Bassobeat is great for anyone looking to support a healthy living or athletic performance.
[3:31:17.000 --> 3:31:43.000]  So check out one of the most incredible ingredients today with Bassobeat from Infowars Life.
[3:31:48.000 --> 3:31:54.000]  Remember, we're all part of the fight. Infowars. Brought to you by you.
[3:31:54.000 --> 3:31:57.000]  In a constant search to upgrade your favorite formulas,
[3:31:57.000 --> 3:32:04.000]  we brought you a new way to get your B12 with the most effective and expensive form available.
[3:32:04.000 --> 3:32:10.000]  Ultra 12 uses methylcobalamine, a powerful way to get pure energy support
[3:32:10.000 --> 3:32:16.000]  for those serious about getting the B12 they need to fight deficiency and reach their peak.
[3:32:16.000 --> 3:32:21.000]  The results are simple. Ultra 12 can help make DNA,
[3:32:21.000 --> 3:32:28.000]  help the body produce energy and blood cells, and support healthy nerve and brain cells.
[3:32:28.000 --> 3:32:37.000]  We're bringing Ultra 12 down 40% to make sure you get this product before we run out.
[3:32:37.000 --> 3:32:40.000]  Now you can finally upgrade your daily routine.
[3:32:40.000 --> 3:32:48.000]  Get Ultra 12 today at 40% off to support the Infowars store and experience true B12 power.
[3:33:11.000 --> 3:33:19.000]  It's Mike Adams. You're listening to the Alex Jones show.
[3:33:19.000 --> 3:33:25.000]  Coming up today in the next segment, I'm going to talk about how World War is coming to America.
[3:33:25.000 --> 3:33:28.000]  In other words, World War III may be coming to America.
[3:33:28.000 --> 3:33:35.000]  And this release of this biological weapon virus may just be the opening chapter of much more yet to come.
[3:33:35.000 --> 3:33:42.000]  And what we can do to prepare for that and help support our president and our nation in defending against that possibility.
[3:33:42.000 --> 3:33:50.000]  But for this segment, we're continuing our interview with Dr. Eddie Fatikoff, who is into nutrition.
[3:33:50.000 --> 3:33:56.000]  He treats patients. He understands the healing power of light or how light can sanitize surfaces.
[3:33:56.000 --> 3:34:05.000]  And we know that this coronavirus can survive on surfaces up to 17 days according to some studies and depending on the surface.
[3:34:05.000 --> 3:34:11.000]  It doesn't survive on metals very long, but it can certainly survive on more porous surfaces such as cardboard for much longer.
[3:34:11.000 --> 3:34:18.000]  Dr. Fatikoff, let's get into nutrition. And you see patients, you treat patients.
[3:34:18.000 --> 3:34:27.000]  What are you recommending that people do as a general preventive measure right now to reduce their risk of either contracting the virus
[3:34:27.000 --> 3:34:34.000]  or enhancing their body's ability to stop the replication of the virus in their own tissues? What are you recommending?
[3:34:34.000 --> 3:34:37.000]  That's a great question. I was actually doing a telemedication.
[3:34:37.000 --> 3:34:43.000]  He just wanted to know what natural things are preventive measures he could do to help with this virus keeping me into some high.
[3:34:43.000 --> 3:34:48.000]  So from all the studies that are kind of doing it right now and looking at the hot zones and whatnot, vitamin D is probably the biggest thing they should do.
[3:34:48.000 --> 3:34:55.000]  Everybody should be on vitamin D minimum, at least 1250, higher, you know, discussed with your physician, but definitely vitamin D is the biggest thing.
[3:34:55.000 --> 3:35:03.000]  Number two, zinc. Like you said, it's cheap. It's effective. It's going to help build immune system.
[3:35:03.000 --> 3:35:08.000]  Not only does it help build immune system, if you're male, it increases testosterone and other functions of zinc and hair.
[3:35:08.000 --> 3:35:17.000]  In addition, vitamin C, they're doing studies right now in Wuhan, China about high dose IV vitamin C as a therapy for patients with COVID within a moment.
[3:35:17.000 --> 3:35:24.000]  So kind of how we do in cancer patients as well. So high dose vitamin C, vitamin D, zinc, probiotics, right?
[3:35:24.000 --> 3:35:29.000]  People always forget about probiotics. Probiotics are one of the biggest things I tell all my patients to take because that's your immune system right there.
[3:35:29.000 --> 3:35:36.000]  Keep that good microbial floral. In addition to the supplements, I recommend my patients to have a humidifier.
[3:35:36.000 --> 3:35:43.000]  The virus hates humidity. It hates 76 degrees or higher. It hates relative humidity of 35 to 40%.
[3:35:43.000 --> 3:35:50.000]  So you were saying the airborne and the surfaces, you can cut the contagion in half just by having the humidity at 35% relative humidity.
[3:35:50.000 --> 3:35:51.000]  Is that right?
[3:35:51.000 --> 3:36:00.000]  Yeah, things like that are just quick measures. I mean, think about the instance if you're in a nursing home or if you're in the hospital, it's usually dry, it's cold, there's no humidity.
[3:36:00.000 --> 3:36:09.000]  Of course, the virus in a nursing home can spread more rapidly. And then what happens is this particle size that we talked about right for the virus, they go to the lower respiratory tract.
[3:36:09.000 --> 3:36:16.000]  They cause a cytokine reaction, inflammatory reaction. The whole system gets overwhelmed. Then you start getting fluid in the lungs.
[3:36:16.000 --> 3:36:21.000]  We call that ARDS and that requires ventilation, mechanical ventilation and evasion.
[3:36:21.000 --> 3:36:31.000]  Now, if you can have a better immune response and you can have humidity, then what we want to do is decrease the particles so they stay up in the neck and in the throat area.
[3:36:31.000 --> 3:36:41.000]  By doing that, you get a mild symptom. And that's what they're seeing. The people that get the mild symptoms when they're doing the cultures, the actual virus is staying up in the neck, just like the fluid, longer.
[3:36:41.000 --> 3:36:50.000]  So if it gets to lower respiratory tract right away and you have no defenses, those are the people that you see that are young and healthy, boom, they need a ventilator right away. Why?
[3:36:50.000 --> 3:37:00.000]  They have no medical problems. They have sinus problems. They have asthma. Those are the questions we need to ask because when they say that in the news, my question is, did he have a history, seasonal allergies?
[3:37:00.000 --> 3:37:09.000]  Did he have runny bleeding noses? Things that we don't know because we're not going to provide the medical history on the news. So we don't know those 40-year-old or 20-year-old.
[3:37:09.000 --> 3:37:22.000]  What, in your opinion, how long would it take a person to bring up their blood serum levels of things like vitamin D3 as well as zinc? I mean, can that happen literally overnight or does it take a few days or what's your take?
[3:37:22.000 --> 3:37:36.000]  So vitamin D, especially, you know, I treat integrative specialist internals, but I also do weight loss. They're really resistant, right? So those patients are overweight or obese and need high doses of vitamin D and it takes actually a little bit longer to get the concentration.
[3:37:36.000 --> 3:37:46.000]  In terms of zinc, you know, the best way to get it in there is IV, right? So IV nutrition therapy, but if you can't, the supplements, I usually recommend 80 milligrams or more.
[3:37:46.000 --> 3:37:56.000]  You know, if you're somebody that's immunocompromised, you can take double that and it depends what form of zinc you take. You take the gluconate, the citrate, the baconolate, which seems more effective to increase absorption.
[3:37:56.000 --> 3:38:06.000]  So taking some things is better than not doing anything, right? If you're kind of cognizant saying, I'm going to do something from my immune system, but also think about it like this as antioxidant, right?
[3:38:06.000 --> 3:38:17.000]  The CDC recommends taking a multivitamin stress reduction, not be stressed out, decrease anxiety. Well, if people are watching the news and they're panicking and their gyms are closed, they're not working out, their anxiety is up.
[3:38:17.000 --> 3:38:28.000]  Well, that's going to increase stress, which we don't want. So things like, you know, something like 5-HTP or we talk about melatonin, things that can decrease stress, improve sleep, improve quality of life, all those things boost your immune system.
[3:38:28.000 --> 3:38:41.000]  So the fact that you're young and healthy, but you only sleep in two hours a night because you're anxious having panic attacks by the coronavirus, well, that weakens and hampens your immune system. So you're not doing yourself any good or any favors by not getting enough sleep or by having heightened anxiety during this time.
[3:38:41.000 --> 3:38:56.000]  So you deal with a lot of patients who come to you for weight loss, correct? People who are suffering from obesity. Now, obesity, as I understand it, is a very strong comorbidity factor for case fatality rates related to coronavirus.
[3:38:56.000 --> 3:39:07.000]  Is that because, in your view, is obesity often tied to the same kind of nutritional deficiencies that we're covering here that create vulnerability to the virus, or is there something else in parallel going on?
[3:39:07.000 --> 3:39:12.000]  What's your take on the ties between obesity and COVID-19, in other words?
[3:39:12.000 --> 3:39:20.000]  Well, obesity is a disease, and it was labeled disease in 2013. So just like blood pressure, which increased mortality just as cardiovascular disease, obesity is a disease.
[3:39:20.000 --> 3:39:30.000]  And you can have a hampton immune response to a weaker immune system. That's one. Two, the types of diet foods you eat, the person who's obese, you're morbidly obese, and the hormonal things, right?
[3:39:30.000 --> 3:39:37.000]  So there's a lot of factors that go into place, but you're right. And with obesity, you have what we call, you know, certain syndromes, right?
[3:39:37.000 --> 3:39:42.000]  You can have high blood pressure, sleep apnea, high cholesterol. There's a lot of associations with a joint pain which causes inflammation.
[3:39:42.000 --> 3:39:51.000]  So they've even done the studies on patients that were obese, or when they saw the virus, increased inflammatory markers, right, that we get in blood draws, like a CRP, C-reactive protein.
[3:39:51.000 --> 3:39:57.000]  And they're saying that's actually increased in those patients that are obese because of the joint pain and whatnot.
[3:39:57.000 --> 3:40:07.000]  So my whole thing is, anything you could do, it's a disease. Obesity, just like blood pressure, just like any other condition that can lower your immune system, is a disease, and you're at increased risk.
[3:40:07.000 --> 3:40:19.000]  So is zinc supplementation, vitamin D supplementation, those two of the key things that you start with obese patients to boost their nutrition and maybe reduce the inflammatory response?
[3:40:19.000 --> 3:40:27.000]  Yes, so I start my patients because they've done a lot of studies, whether it's fecal transplant studies or they've done studies on weight loss in probiotics, right?
[3:40:27.000 --> 3:40:31.000]  So probiotics, the first thing I start is they'll help them lose weight and boost their immune system.
[3:40:31.000 --> 3:40:37.000]  I start because I do integrated medicine as vitamin D. Vitamin D is crucial. That's why the sunlight helps, right?
[3:40:37.000 --> 3:40:43.000]  So when people say, if you look at the hot zones where the coronavirus is, the places where it's really hot and really humid, there's not as many cases reported.
[3:40:43.000 --> 3:40:51.000]  And you could say, is it the population area? I could say it relates to the sun. Now, how is the sun beneficial in preventing the coronavirus?
[3:40:51.000 --> 3:41:00.000]  There's not the actual sun rays that people talk about. It's the vitamin D that they're getting. And all the studies coming out in terms of immunity for coronavirus, the biggest one thing you can do is vitamin D.
[3:41:00.000 --> 3:41:06.000]  That's probably the best evidence for the coronavirus is vitamin D you could do. There are some medications that are investigational.
[3:41:06.000 --> 3:41:18.000]  They're talking about interleukin-6 inhibitors. And one thing that can naturally block the interleukin-6 that, you know, if you can't afford it or if it's not an option right now and they've done studies is curcumin, right? Tumorin.
[3:41:18.000 --> 3:41:26.000]  So that's something that's a powerful anti-inflammatory that can't hurt, can only help, I think, in my opinion, based on the prelim studies.
[3:41:26.000 --> 3:41:34.000]  Obviously, there's been no studies on curcumin and coronavirus, but it's something that can inhibit inflammation in patients.
[3:41:34.000 --> 3:41:43.000]  Well, that's something that I take every day. Give us, I understand you've authored a few books. Give us a couple book titles or give us a website where people can find out more about your work.
[3:41:43.000 --> 3:41:45.000]  And your base in Georgia, is that correct?
[3:41:45.000 --> 3:41:47.000]  Yep, Atlanta.
[3:41:47.000 --> 3:41:53.000]  Okay, Atlanta. Okay. So, yeah, we've got about a minute left. Give us a little bit of how people can find out about you.
[3:41:53.000 --> 3:42:00.000]  Thank you so much. It's www.doctorfatikoff.com or www.eddyfatikoff.com.
[3:42:00.000 --> 3:42:04.000]  And that's F-A-T-A-K-H-O-V.
[3:42:04.000 --> 3:42:06.000]  Okay.
[3:42:06.000 --> 3:42:15.000]  And then I have plenty of, you can download probably two of my books there for free. My newest book, The Doctor Fat Off, Simple Life Long Solutions is right behind you.
[3:42:15.000 --> 3:42:24.000]  And, you know, and I basically just teach people how to live a healthy life, not a, not a fat diet, not something that they're going to have to do, lose 20 pounds and get back on another diet.
