[00:00.000 --> 00:24.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[01:23:53.360 --> 01:24:00.680]  I mean, it just re-energized me so much because it just makes you see that these people are
[01:24:00.680 --> 01:24:02.200]  not invincible whatsoever.
[01:24:02.200 --> 01:24:05.720]  You know, Gerald Tlaueck, they actually went up to the occupied peace rally that he had
[01:24:05.720 --> 01:24:06.720]  back in September.
[01:24:06.720 --> 01:24:08.160]  I met a Luper Delphi over there.
[01:24:08.160 --> 01:24:10.440]  I spoke with Gerald, face-to-face with him.
[01:24:10.440 --> 01:24:11.440]  I like what you just said.
[01:24:11.440 --> 01:24:13.160]  They're not invincible.
[01:24:13.160 --> 01:24:14.640]  Can you feel the awakening?
[01:24:14.640 --> 01:24:17.560]  I can feel the power of liberty rising.
[01:24:17.560 --> 01:24:18.840]  I can feel that spirit.
[01:24:18.840 --> 01:24:20.640]  The morale is exploding.
[01:24:20.640 --> 01:24:21.640]  Is it not?
[01:24:21.640 --> 01:24:22.640]  Absolutely.
[01:24:22.640 --> 01:24:28.760]  And, you know, again, I wasn't sold on Donald Trump in the beginning, but by their deeds,
[01:24:28.760 --> 01:24:30.120]  you shall know them.
[01:24:30.120 --> 01:24:35.120]  And he is, he's not perfect by a long shot, but he does.
[01:24:35.120 --> 01:24:36.480]  You could tell he's a nationalist.
[01:24:36.480 --> 01:24:38.360]  He wants you to look at everything.
[01:24:38.360 --> 01:24:40.600]  Well, I'll tell you what scares the living daylights out of him.
[01:24:40.600 --> 01:24:43.360]  Roger Stone is a hardcore daily listener.
[01:24:43.360 --> 01:24:47.320]  Eight administrations worked in four of them, high-level political operative.
[01:24:47.320 --> 01:24:48.640]  He knows what's going on.
[01:24:48.640 --> 01:24:50.720]  He's written multiple books exposing it.
[01:24:50.720 --> 01:24:51.720]  He's a listener.
[01:24:51.720 --> 01:24:52.960]  He's got Trump listening.
[01:24:52.960 --> 01:24:54.960]  Trump is getting educated very quickly.
[01:24:54.960 --> 01:24:56.320]  That's another reason they're so scared.
[01:24:56.320 --> 01:24:57.720]  I mean, look at the establishment.
[01:24:57.720 --> 01:24:59.320]  They are scared of him.
[01:24:59.320 --> 01:25:00.720]  They are shaking in their boots.
[01:25:00.720 --> 01:25:03.160]  What do you say to that, Owl Killer?
[01:25:03.160 --> 01:25:09.400]  Again, you're seeing that these people are, and Gerald Tlauecky has said it on your show
[01:25:09.400 --> 01:25:12.960]  numerous times, these are weak little boys.
[01:25:12.960 --> 01:25:17.160]  Look how we shut, how we shut down Jeb Bush every time the guy opened his mouth.
[01:25:17.160 --> 01:25:21.640]  All they needed was a man to stand up against him and slap him upside the head.
[01:25:21.640 --> 01:25:22.640]  Exactly.
[01:25:22.640 --> 01:25:24.720]  And I love, I love Ron Paul.
[01:25:24.720 --> 01:25:28.400]  It's just, he is, like you said, he's too much of a gentleman, and you really need to
[01:25:28.400 --> 01:25:29.640]  get in these people's faces.
[01:25:29.640 --> 01:25:33.120]  And you're seeing how, but there are nobody, you know, but like, they're born on third
[01:25:33.120 --> 01:25:36.200]  base, think they hit a triple, can't fight their way out of a paper bag.
[01:25:36.200 --> 01:25:37.200]  They talk tough.
[01:25:37.200 --> 01:25:40.320]  You know, I can run up a flat stairs, but you know, they want to send other people's
[01:25:40.320 --> 01:25:41.960]  kids to go die.
[01:25:41.960 --> 01:25:46.680]  You know, you're seeing, but the silent majority is speaking right now.
[01:25:46.680 --> 01:25:49.000]  And Donald Trump is the key.
[01:25:49.000 --> 01:25:51.600]  I'm so impressed with what he's done.
[01:25:51.600 --> 01:25:55.280]  And you know, the gravitas, you speak about it all the time.
[01:25:55.280 --> 01:26:00.160]  Alex, I'm just, I can't tell you how energetic I am and how happy I am.
[01:26:00.160 --> 01:26:01.320]  Mother, I feel it too.
[01:26:01.320 --> 01:26:02.320]  I'm so alive.
[01:26:02.320 --> 01:26:06.520]  It's just, it's over the top, but it's also alive because I realize the enemy's going
[01:26:06.520 --> 01:26:07.520]  to strike back.
[01:26:07.520 --> 01:26:10.120]  They're going to pull a lot of rabbits out of hats.
[01:26:10.120 --> 01:26:13.480]  And I, I got to tell you, I, I think they're going to try to kill him.
[01:26:13.480 --> 01:26:18.640]  I fact, my gut says they're going to kill Donald Trump, but they have no, and that may
[01:26:18.640 --> 01:26:22.400]  be the plan to cause a revolution because we're winning informationally.
[01:26:22.400 --> 01:26:24.000]  They want to start a physical revolution.
[01:26:24.000 --> 01:26:27.680]  I want to just say to the feds and everybody else, do you come on?
[01:26:27.680 --> 01:26:30.280]  I mean, look, the globalists are pure evil.
[01:26:30.280 --> 01:26:32.960]  Do not go along with whatever plans they've got.
[01:26:32.960 --> 01:26:36.400]  Good people in the military and the police and even the federal government blow the whistle
[01:26:36.400 --> 01:26:38.680]  when you see them getting ready to pull a false flag.
[01:26:38.680 --> 01:26:40.440]  Let me ask you, as you said, the military's awake.
[01:26:40.440 --> 01:26:41.440]  What are they saying?
[01:26:41.440 --> 01:26:42.440]  What are you concerned?
[01:26:42.440 --> 01:26:46.920]  You're not, this is a military person, but as a police officer, what do you think they
[01:26:46.920 --> 01:26:47.920]  may try to pull?
[01:26:47.920 --> 01:26:49.480]  What's your gut tell you?
[01:26:49.480 --> 01:26:55.120]  Well, you see what's going on with Flint, Michigan right now with the water supply.
[01:26:55.120 --> 01:27:00.160]  Say there is an economic collapse and, you know, like they're not going to go door to
[01:27:00.160 --> 01:27:02.880]  door for guns, but if you want to eat and you want to drink, you want to have running
[01:27:02.880 --> 01:27:04.680]  water, turn your stuff in.
[01:27:04.680 --> 01:27:05.680]  That's my main concern.
[01:27:05.680 --> 01:27:08.920]  I agree, economic collapse, use that as the diversion.
[01:27:08.920 --> 01:27:11.200]  That's one of their main go-tos.
[01:27:11.200 --> 01:27:12.200]  And they can do it.
[01:27:12.200 --> 01:27:15.720]  You know, they have, they can, you know, they can, you have to quantitative easing stock
[01:27:15.720 --> 01:27:18.200]  markets going up again as soon as the Davos conference.
[01:27:18.200 --> 01:27:22.040]  If everything breaks down, I'm going to want trips on the streets of those rioters everywhere
[01:27:22.040 --> 01:27:24.600]  and they got Black Lives Matter ready to activate.
[01:27:24.600 --> 01:27:27.720]  Have you noticed they're, they're, they're heating that up again?
[01:27:27.720 --> 01:27:29.440]  It's, it's everywhere.
[01:27:29.440 --> 01:27:33.200]  I just saw a Marine get, I just saw the Marine that got punched in the set.
[01:27:33.200 --> 01:27:36.160]  Um, I believe it was in DC.
[01:27:36.160 --> 01:27:43.600]  I mean, it's, again, there is, there are, they, there is definitely an, an issue with
[01:27:43.600 --> 01:27:44.600]  the police.
[01:27:44.600 --> 01:27:49.640]  But by and large, the police are completely, do not want to destroy this country.
[01:27:49.640 --> 01:27:53.160]  And again, the same people that overthrew Ukraine are the same people that are trying
[01:27:53.160 --> 01:27:55.000]  to overthrow the United States government everywhere.
[01:27:55.000 --> 01:27:56.800]  You just follow the rabbit hole.
[01:27:56.800 --> 01:27:57.800]  Exactly.
[01:27:57.800 --> 01:27:58.800]  So let me ask you this.
[01:27:58.800 --> 01:28:02.960]  What percentage of the military you talk to, uh, and understands the game plan and
[01:28:02.960 --> 01:28:08.360]  understands what the, this is literally, literally a foreign scientific takeover.
[01:28:08.360 --> 01:28:12.160]  If we're smart enough to see it, we can block it in its tracks, but if we don't admit it,
[01:28:12.160 --> 01:28:13.960]  we're done.
[01:28:13.960 --> 01:28:19.560]  I would say probably 80 or 90% is a wake up what's going on, but now people actually think
[01:28:19.560 --> 01:28:20.760]  something can be done.
[01:28:20.760 --> 01:28:23.760]  Everybody else, everybody for a time period was can't do anything.
[01:28:23.760 --> 01:28:24.760]  Absolutely.
[01:28:24.760 --> 01:28:25.760]  God bless your brother.
[01:28:25.760 --> 01:28:29.200]  You know, just get that word out, write an article for us with a known diploma about it,
[01:28:29.200 --> 01:28:30.200]  send it to us.
[01:28:30.200 --> 01:28:31.680]  The military needs to speak out.
[01:28:31.680 --> 01:28:35.200]  I'll tell you who bought us time and who's a hero.
[01:28:35.200 --> 01:28:38.840]  It was General Dempsey, chairman joint chiefs.
[01:28:38.840 --> 01:28:42.160]  They gave the order through the military to not go after folks and tell the truth the
[01:28:42.160 --> 01:28:43.160]  last three years.
[01:28:43.160 --> 01:28:47.480]  And then the non-commissioned officers began to spread the truth to soft coup against the
[01:28:47.480 --> 01:28:50.080]  globalists and their, and their coup.
[01:28:50.080 --> 01:28:51.920]  And uh, General Dempsey, God bless it.
[01:28:51.920 --> 01:28:53.920]  He literally savaged the enemy.
[01:28:53.920 --> 01:28:55.920]  He allowed us to get the word out.
[01:28:55.920 --> 01:28:57.920]  Hey, how you doing?
[01:28:57.920 --> 01:28:58.920]  Good brother.
[01:28:58.920 --> 01:29:02.240]  I'm going to start using your products, everything you said about them is correct.
[01:29:02.240 --> 01:29:06.280]  Me and my wife both use a lot of them and it's made a lot of changes in our lives here.
[01:29:06.280 --> 01:29:07.280]  Well, thank you brother.
[01:29:07.280 --> 01:29:10.240]  It's because it also funds our operation, but doing that, I know I've got to have the
[01:29:10.240 --> 01:29:11.240]  highest quality.
[01:29:11.240 --> 01:29:17.560]  Super male vitality was developed to activate your body's own natural processes instead
[01:29:17.560 --> 01:29:19.560]  of using synthetic chemicals.
[01:29:19.560 --> 01:29:24.280]  We do the super male and the super female vitality, big changes, a lot of energy.
[01:29:24.280 --> 01:29:28.400]  We've gotten off to the cheap energy drinks, energy shots, they've got a ton of money
[01:29:28.400 --> 01:29:34.880]  there, sourced from powerful organic herbs, harvested around the planet, and then concentrated
[01:29:34.880 --> 01:29:36.400]  or maximum potency.
[01:29:36.400 --> 01:29:41.080]  They want to stun and dumb down and energy drinks and stuff, just cover that up for a
[01:29:41.080 --> 01:29:45.040]  while, but then burn you out in my experience, whereas stuff that gets your glands naturally
[01:29:45.040 --> 01:29:47.040]  going goes right to the source.
[01:29:47.040 --> 01:29:49.000]  So it's pretty exciting and I love it.
[01:29:49.000 --> 01:29:54.840]  Visit infowarslife.com today to secure your super male vitality and other powerful products
[01:29:54.840 --> 01:29:58.000]  from Info Wars Life.
[01:29:58.000 --> 01:30:01.600]  Tell folks how you got introduced to super male and then when super female came out,
[01:30:01.600 --> 01:30:02.600]  tell us what happened.
[01:30:02.600 --> 01:30:07.440]  After I saw such a huge positive change in my husband, I had to try it for myself.
[01:30:07.440 --> 01:30:08.440]  Talk about the effects.
[01:30:08.440 --> 01:30:12.440]  I feel great when I wake up in the morning, I have drive to go to the gym, I feel like
[01:30:12.440 --> 01:30:16.080]  I look better, I feel better, I feel sexier, I love it.
[01:30:16.080 --> 01:30:19.760]  Even if you don't believe in supplements, take the challenge, get a bottle of super
[01:30:19.760 --> 01:30:24.280]  male, a bottle of super female, check it out for yourself, consult your physician, visit
[01:30:24.280 --> 01:30:26.520]  infowarslife.com today.
[01:30:26.520 --> 01:30:28.760]  This is life changing, shower filters.
[01:30:28.760 --> 01:30:33.880]  We're introducing the best yet, the brand new Pro Pure Pro Max High Performance Shower
[01:30:33.880 --> 01:30:34.880]  Filter.
[01:30:34.880 --> 01:30:39.360]  It removes and reduces over 200 contaminants while preserving a strong powerful flow.
[01:30:39.360 --> 01:30:43.960]  This new four stage filtration process helps protect the largest organ in your body, your
[01:30:43.960 --> 01:30:46.400]  skin from the unhealthy contaminants in the water.
[01:30:46.400 --> 01:30:50.960]  You can find more details on this amazing new filter and free shipping at infowarsstore.com
[01:30:50.960 --> 01:30:57.600]  or call 888-253-3139 to order your Pro Max Shower Filter from Pro Pure today.
[01:30:57.600 --> 01:31:04.280]  Our listeners over the past two years tried X2 nascent iodine and experienced it for themselves.
[01:31:04.280 --> 01:31:09.480]  I basically had my gallbladder out within the last nine months, needed to get my digestive
[01:31:09.480 --> 01:31:13.960]  system working correctly again, so I stumbled on the X2.
[01:31:13.960 --> 01:31:18.600]  We look at a product like Survival Shield nascent iodine X2, it's something that really
[01:31:18.600 --> 01:31:21.320]  has been hiding in plain view for over a hundred years.
[01:31:21.320 --> 01:31:26.560]  I needed to deep talk to basically, I started taking X2 first for about seven days and then
[01:31:26.560 --> 01:31:28.040]  I did the deep cleanse.
[01:31:28.040 --> 01:31:31.920]  I want to challenge the listeners who have not tried X2 for yourselves.
[01:31:31.920 --> 01:31:33.160]  What do you have to lose?
[01:31:33.160 --> 01:31:37.120]  You are the tip of the spear in the fight for human liberty and you're getting a high quality
[01:31:37.120 --> 01:31:41.960]  product that has absolutely changed my life and many other people's lives that I know.
[01:31:41.960 --> 01:31:48.040]  I noticed significant change in my digestive flow, I was like really more natural.
[01:31:48.040 --> 01:31:56.120]  Look up on Survival Shield X2 today at InfoWarsLife.com or by calling 888-253-3139.
[01:31:56.120 --> 01:32:01.040]  InfoWarsLife.com, oil of oregano formulation.
[01:32:01.040 --> 01:32:06.480]  We have now procured the most high quality and potent forms of oregano oil on the market,
[01:32:06.480 --> 01:32:11.480]  a highly advanced nutraceutical form of this key herb that has been traditionally used
[01:32:11.480 --> 01:32:16.600]  by civilizations for thousands of years to promote health, sourced from top leading
[01:32:16.600 --> 01:32:22.240]  manufacturers to ensure a concentrated level of bioactive ingredients extracted directly
[01:32:22.240 --> 01:32:27.520]  from the wild herb and sealed in easy to use capsules you will no longer need to endure
[01:32:27.520 --> 01:32:30.320]  the burning of liquid oregano on the tongue.
[01:32:30.320 --> 01:32:35.000]  Used since before the days of the Roman Empire to support the body's natural systems and
[01:32:35.000 --> 01:32:39.760]  enhance overall health, wild crafted from the Mediterranean oregano species that experts
[01:32:39.760 --> 01:32:43.280]  agree is one of the most powerful and most challenging to acquire.
[01:32:43.280 --> 01:32:48.560]  This winter season it's more important than ever to secure this true form of oil of oregano,
[01:32:48.560 --> 01:33:01.320]  now available at InfoWarsLife.com that's InfoWarsLife.com or call 888-253-3139.
[01:33:01.320 --> 01:33:27.320]  We're listening to the Alex Jones show.
[01:33:27.320 --> 01:33:44.320]  I'm going to try to shut up, make your point, ask your question and I'll move to the next
[01:33:44.320 --> 01:33:45.320]  person.
[01:33:45.320 --> 01:33:46.320]  Appreciate you calling.
[01:33:46.320 --> 01:33:51.000]  We've got callers from Guatemala, you name it, but first let's go to Jeff in Tennessee.
[01:33:51.000 --> 01:33:52.720]  He's been holding the longest year on the year.
[01:33:52.720 --> 01:33:53.720]  Go ahead.
[01:33:53.720 --> 01:33:58.400]  Hey Alex, thanks for taking my call, I just want first to thank you for waking me back
[01:33:58.400 --> 01:33:59.400]  up in 2006.
[01:33:59.400 --> 01:34:00.400]  Love the products too.
[01:34:00.400 --> 01:34:01.400]  Thank you brother.
[01:34:01.400 --> 01:34:09.480]  I just think it's awesome, quite coincidental, not coincidental, it's Bible, but the only
[01:34:09.480 --> 01:34:17.840]  city that's in no one's biblical terms, Damascus, it's prophesized in Isaiah 17 that it'll
[01:34:17.840 --> 01:34:19.480]  be utterly destroyed.
[01:34:19.480 --> 01:34:29.120]  In Isaiah, in Daniel, in revelations, everywhere, basically World War 3 starts there and that
[01:34:29.120 --> 01:34:35.040]  basically brings in the Antichrist, then we have world government and out of that Armageddon,
[01:34:35.040 --> 01:34:38.680]  it all revolves around this and just look at it happening.
[01:34:38.680 --> 01:34:41.640]  It's always been in that same area, it never changes.
[01:34:41.640 --> 01:34:48.000]  I know the more you read the Bible, you realize how powerful it is, but the profane cannot
[01:34:48.000 --> 01:34:49.000]  understand it.
[01:34:49.000 --> 01:34:50.000]  I'm very sad.
[01:34:50.000 --> 01:34:51.000]  That's so true.
[01:34:51.000 --> 01:34:55.520]  Well, what do you think about this, the whole situation of what's happening and the craziness
[01:34:55.520 --> 01:34:56.520]  of it?
[01:34:56.520 --> 01:35:00.400]  Our own military for three years has been blocking the White House, wanting to openly
[01:35:00.400 --> 01:35:02.320]  back Al Qaeda and ISIS.
[01:35:02.320 --> 01:35:06.600]  Well, I think it goes back to what you mentioned a long time ago, where we don't have real
[01:35:06.600 --> 01:35:07.600]  leaders anymore.
[01:35:07.600 --> 01:35:14.120]  We used to have military that we respected, that were generals, we'd put into command
[01:35:14.120 --> 01:35:17.680]  and control positions in our country, but that's not the case.
[01:35:17.680 --> 01:35:22.360]  And so with that, you get a lot of these people that haven't experienced war or experienced
[01:35:22.360 --> 01:35:24.920]  anything in life, put up there in control.
[01:35:24.920 --> 01:35:27.840]  We shouldn't have lawyers as presidents.
[01:35:27.840 --> 01:35:32.480]  We should have business leaders, we should have religious leaders, we should have military
[01:35:32.480 --> 01:35:37.720]  leaders, people that have actually experienced real humanity, not a bunch of crazy lawyers
[01:35:37.720 --> 01:35:39.800]  selling out the foreign interest.
[01:35:39.800 --> 01:35:41.200]  Don't these bankers get it?
[01:35:41.200 --> 01:35:46.720]  They're trying to start World War 3 now with China and Russia for no reason.
[01:35:46.720 --> 01:35:48.960]  This Korea is threatening to nuke South Korea.
[01:35:48.960 --> 01:35:51.440]  All hell is breaking loose right now.
[01:35:51.440 --> 01:35:52.880]  This is the world government.
[01:35:52.880 --> 01:35:57.680]  This is their attempt to take over and run everything in a pissing contest.
[01:35:57.680 --> 01:35:59.160]  We don't need that.
[01:35:59.160 --> 01:36:03.680]  But we should be upset that Caitlyn Jenner is the opponent for the right.
[01:36:03.680 --> 01:36:04.680]  Well, that's right.
[01:36:04.680 --> 01:36:06.480]  Caitlyn Jenner doesn't have her own bathroom.
[01:36:06.480 --> 01:36:07.480]  That's our big problem.
[01:36:07.480 --> 01:36:08.480]  God bless you.
[01:36:08.480 --> 01:36:09.480]  I appreciate your call.
[01:36:09.480 --> 01:36:14.080]  Yeah, look how they take all our basic freedoms and then they give us all these fake ones.
[01:36:14.080 --> 01:36:18.720]  And it's not that I care of a guy wears a dress or whatever, I'm a libertarian.
[01:36:18.720 --> 01:36:21.720]  But don't force feed me.
[01:36:21.720 --> 01:36:25.200]  Almost every TV channel I turn into, it's like guys kissing each other at a certain
[01:36:25.200 --> 01:36:26.200]  point.
[01:36:26.200 --> 01:36:28.080]  It's like, why are you pushing this on me?
[01:36:28.080 --> 01:36:31.560]  And it's to end masculinity.
[01:36:31.560 --> 01:36:33.560]  That's not even how gay people are.
[01:36:33.560 --> 01:36:35.960]  They just force feed this.
[01:36:35.960 --> 01:36:41.720]  It's like models starting the 60s and 70s went from voluptuous Marilyn Monroe and these
[01:36:41.720 --> 01:36:51.840]  bombshells to like these, these, these, these skinny, skeletal zombie like anorexic women
[01:36:51.840 --> 01:36:58.160]  because the gay mafia, I'm not against gay people, but it's a mafia running fashion.
[01:36:58.160 --> 01:37:01.600]  Wanted heroin chic women that look like 14 year old boys.
[01:37:01.600 --> 01:37:05.760]  Well, you notice men never actually bought that idea.
[01:37:05.760 --> 01:37:07.240]  Men want women that look like women.
[01:37:07.240 --> 01:37:12.320]  It isn't just black guys and Sir, Miss Colotte that want baby got back.
[01:37:12.320 --> 01:37:13.320]  It's men.
[01:37:13.320 --> 01:37:20.120]  And that's an example of how Wall Street and Madison Avenue and the PR system can force
[01:37:20.120 --> 01:37:29.840]  feed us something that we don't even want of some anorexic, skinny concentration camp
[01:37:29.840 --> 01:37:30.840]  woman.
[01:37:30.840 --> 01:37:37.120]  When I look at these concentration camp models, I want to get them food and IV.
[01:37:37.120 --> 01:37:43.640]  I want to get them some cheese enchiladas or filet mignon immediately and a big glass
[01:37:43.640 --> 01:37:44.720]  of red wine.
[01:37:44.720 --> 01:37:47.000]  They need to be having some sustenance.
[01:37:47.000 --> 01:37:50.080]  Women need to have some curves.
[01:37:50.080 --> 01:37:52.600]  But again, they wanted to sell an image that is unnatural.
[01:37:52.600 --> 01:37:56.880]  So average woman would feel ugly and bad and feel disempowered.
[01:37:56.880 --> 01:37:58.400]  So they buy into the system.
[01:37:58.400 --> 01:37:59.400]  That's declassified.
[01:37:59.400 --> 01:38:02.520]  That's CIA women.
[01:38:02.520 --> 01:38:03.520]  You're beautiful.
[01:38:03.520 --> 01:38:04.520]  Be beautiful.
[01:38:04.520 --> 01:38:05.720]  The femininity is incredible.
[01:38:05.720 --> 01:38:09.400]  It isn't even how you quote, look, it's how you act.
[01:38:09.400 --> 01:38:15.120]  You can have a woman that's physically in that good looking, but is sexy and into herself.
[01:38:15.120 --> 01:38:19.400]  And that is much better than some beauty queen woman that just sits there like a sack of
[01:38:19.400 --> 01:38:20.400]  potatoes.
[01:38:20.400 --> 01:38:22.080]  And I don't want to go off to some rant about this.
[01:38:22.080 --> 01:38:26.640]  It's just it's time to be pro human and realize the potential of our species and break the
[01:38:26.640 --> 01:38:28.840]  control of these globalist.
[01:38:28.840 --> 01:38:31.280]  I got to go to calls on the or I'll never get to him.
[01:38:31.280 --> 01:38:32.280]  I'm ranting.
[01:38:32.280 --> 01:38:33.280]  I'm sorry.
[01:38:33.280 --> 01:38:35.960]  Jason in Ohio, you're on the air.
[01:38:35.960 --> 01:38:36.960]  Go ahead.
[01:38:36.960 --> 01:38:40.240]  Hey, thanks a lot for taking my call.
[01:38:40.240 --> 01:38:45.120]  I'm a new prescriber to your news TV thing there.
[01:38:45.120 --> 01:38:47.200]  Well, thank you for joining us, brother.
[01:38:47.200 --> 01:38:48.200]  Wake.
[01:38:48.200 --> 01:38:49.200]  Yeah, I'm awake.
[01:38:49.200 --> 01:38:50.200]  I'm awake, man.
[01:38:50.200 --> 01:38:54.680]  I've thought this a long time ago about the whole situation, but we never really even
[01:38:54.680 --> 01:38:58.920]  had a place you could go for other people to talk to, you know, about the situations
[01:38:58.920 --> 01:39:02.080]  or people that agreed with you felt like he's alone.
[01:39:02.080 --> 01:39:03.720]  I appreciate your program.
[01:39:03.720 --> 01:39:04.800]  You're not alone, brother.
[01:39:04.800 --> 01:39:05.800]  We are the majority.
[01:39:05.800 --> 01:39:07.680]  We're just humans that want freedom.
[01:39:07.680 --> 01:39:11.560]  We're the real liberals, not them.
[01:39:11.560 --> 01:39:12.560]  But I watch it.
[01:39:12.560 --> 01:39:13.560]  I watch another guy.
[01:39:13.560 --> 01:39:17.560]  I'm not trying to go through things, but his name is Paul Bagley, the Christian guy.
[01:39:17.560 --> 01:39:22.200]  But anyway, he announced that I know that he's got a YouTube channel.
[01:39:22.200 --> 01:39:23.200]  He's a good guy.
[01:39:23.200 --> 01:39:24.200]  Yeah.
[01:39:24.200 --> 01:39:25.200]  Yeah.
[01:39:25.200 --> 01:39:29.080]  By the way, brother, this show isn't about me or don't plug other talk shows.
[01:39:29.080 --> 01:39:30.640]  I'm not an egomaniac.
[01:39:30.640 --> 01:39:35.800]  You talk about anything you want, buddy, as long as your phone's good and you're not
[01:39:35.800 --> 01:39:37.920]  falling down drunk, you're on the air.
[01:39:37.920 --> 01:39:38.920]  All right.
[01:39:38.920 --> 01:39:39.920]  Thanks, buddy.
[01:39:39.920 --> 01:39:47.800]  Anyway, he just posted a video said that the members are meeting up in Florida to have
[01:39:47.800 --> 01:39:50.640]  an emergency financial emergency meeting up there.
[01:39:50.640 --> 01:39:51.640]  Who's meeting?
[01:39:51.640 --> 01:39:52.640]  You know about that.
[01:39:52.640 --> 01:39:53.640]  Who's meeting?
[01:39:53.640 --> 01:39:54.640]  The members.
[01:39:54.640 --> 01:39:55.640]  The members.
[01:39:55.640 --> 01:39:56.640]  Yep.
[01:39:56.640 --> 01:40:01.640]  Oh, no, the Limburg group.
[01:40:01.640 --> 01:40:02.640]  Okay.
[01:40:02.640 --> 01:40:03.640]  Yeah.
[01:40:03.640 --> 01:40:04.640]  Sir, there's a financial meltdown happening.
[01:40:04.640 --> 01:40:06.320]  Most of the world's in a depression.
[01:40:06.320 --> 01:40:09.160]  We're in a recession.
[01:40:09.160 --> 01:40:12.360]  It is just spectacular how dangerous it is.
[01:40:12.360 --> 01:40:16.480]  But absolutely there's with financial crisis always comes war.
[01:40:16.480 --> 01:40:20.000]  World War One, World War Two, you name it, because politicians want to change the subject
[01:40:20.000 --> 01:40:21.160]  to an outside power.
[01:40:21.160 --> 01:40:22.880]  I appreciate your call.
[01:40:22.880 --> 01:40:26.520]  Let's go to Guatemala now, just south of Mexico.
[01:40:26.520 --> 01:40:33.440]  Down there in Central America, where my cousin Buckley lived while he was seven years old.
[01:40:33.440 --> 01:40:37.960]  Let's go ahead and talk to Jonathan in Guatemala, one of the most beautiful countries in the
[01:40:37.960 --> 01:40:38.960]  world.
[01:40:38.960 --> 01:40:39.960]  Also one of the most dangerous.
[01:40:39.960 --> 01:40:40.960]  Jonathan, you're on the air.
[01:40:40.960 --> 01:40:41.960]  Go ahead.
[01:40:41.960 --> 01:40:42.960]  Thanks for having me on, Alex.
[01:40:42.960 --> 01:40:43.960]  It's actually quite a very great pleasure to be with you right now.
[01:40:43.960 --> 01:40:44.960]  Well, it's an honor to talk to another fellow human that loves liberty.
[01:40:44.960 --> 01:40:45.960]  Go ahead.
[01:40:45.960 --> 01:40:46.960]  Thanks, Alex.
[01:40:46.960 --> 01:40:47.960]  And actually, that's pretty much it.
[01:40:47.960 --> 01:41:03.960]  Of course, with all of this whole immigration situation, that's been going on over there
[01:41:03.960 --> 01:41:05.960]  at your phone here.
[01:41:05.960 --> 01:41:08.720]  I don't know if you've heard about this, but...
[01:41:08.720 --> 01:41:15.560]  You need to do this back off your microphone a little bit.
[01:41:15.560 --> 01:41:17.040]  You're talking about immigration.
[01:41:17.040 --> 01:41:20.720]  My only issue is, we can't be wide open and give folks free stuff.
[01:41:20.720 --> 01:41:22.600]  It's a political move to bankrupt the country.
[01:41:22.600 --> 01:41:23.960]  It's what the big banks want.
[01:41:23.960 --> 01:41:25.400]  They make the money up out of nothing.
[01:41:25.400 --> 01:41:28.920]  I'm not against the folks wanting to flee hell on earth in some areas.
[01:41:28.920 --> 01:41:30.520]  I empathize with them.
[01:41:30.520 --> 01:41:35.000]  It's just that they will just turn that, what they have done, into this.
[01:41:35.000 --> 01:41:37.120]  And so I want to block what the globalists are doing.
[01:41:37.120 --> 01:41:39.400]  What's your bottom line on what's happening?
[01:41:39.400 --> 01:41:45.320]  Oh, well, actually, what I wanted to discuss in this is that actually, I've noticed that
[01:41:45.320 --> 01:41:53.600]  there's a double moral standard regarding these illegal immigrants, mostly because actually,
[01:41:53.600 --> 01:41:59.240]  but there was a case a couple of weeks ago that the Guatemalan president was not willing
[01:41:59.240 --> 01:42:08.080]  to take in human refugees who were supposed to go on their way to Mexico and...
[01:42:08.080 --> 01:42:10.960]  They're not forced to do that.
[01:42:10.960 --> 01:42:11.960]  Sure.
[01:42:11.960 --> 01:42:12.960]  Sure.
[01:42:12.960 --> 01:42:15.960]  Can you take the refugees?
[01:42:15.960 --> 01:42:16.960]  Guatemala.
[01:42:16.960 --> 01:42:17.960]  Sure.
[01:42:17.960 --> 01:42:18.960]  I mean, well, they're not supposed to.
[01:42:18.960 --> 01:42:19.960]  I mean, how are you supposed to...
[01:42:19.960 --> 01:42:22.200]  Listen, there's 7.5 billion people.
[01:42:22.200 --> 01:42:24.920]  There's about to be 9 billion and 10 years.
[01:42:24.920 --> 01:42:25.920]  It's collapsing.
[01:42:25.920 --> 01:42:29.040]  The globalist blocked industrial development.
[01:42:29.040 --> 01:42:30.280]  There's a huge population.
[01:42:30.280 --> 01:42:31.400]  It's coming.
[01:42:31.400 --> 01:42:36.040]  And then these insider politics groups say, bring them in and give them free stuff.
[01:42:36.040 --> 01:42:37.040]  We'll collapse.
[01:42:37.040 --> 01:42:39.760]  So, yes, sir, it's very hypocritical.
[01:42:39.760 --> 01:42:40.760]  Only America.
[01:42:40.760 --> 01:42:43.160]  I think it doesn't take immigrants, but we're supposed to.
[01:42:43.160 --> 01:42:44.160]  It's sick.
[01:42:44.160 --> 01:42:48.560]  Listen, I'd take 40 million illegals if I could turn them into libertarian patriots,
[01:42:48.560 --> 01:42:50.560]  because then I could trump the globalists.
