[00:00.000 --> 00:11.640]  Waging war on corruption.
[01:03:55.660 --> 01:04:00.140]  Boy, I understand that, but my point is if Eddie Craig can use perfect and legal means
[01:04:00.140 --> 01:04:03.780]  to do this, in theory, any American should be able to as well.
[01:04:03.780 --> 01:04:07.260]  So it's not too much trouble, is anyway- Yeah, I wanna get Eddie Craig back on the
[01:04:07.260 --> 01:04:08.260]  show.
[01:04:08.260 --> 01:04:11.940]  I've told people that and we're gonna get him back on the radio show and the nightly
[01:04:11.940 --> 01:04:15.620]  news for some extensive discussions in the near future.
[01:04:15.620 --> 01:04:17.340]  All right, anything else?
[01:04:17.340 --> 01:04:19.820]  No, that's all I wanted to bring up.
[01:04:19.820 --> 01:04:22.020]  Hey, what do you think about all over the country?
[01:04:22.020 --> 01:04:25.500]  It's a big deal when China tells reporters they can't videotape on city streets.
[01:04:25.500 --> 01:04:27.240]  It's like, those dirty commies.
[01:04:27.240 --> 01:04:28.820]  But then when we do it, it's like, that's good.
[01:04:28.820 --> 01:04:29.820]  Yeah, that's good.
[01:04:29.820 --> 01:04:32.820]  Well, with China, you can say, well, what do you expect?
[01:04:32.820 --> 01:04:36.420]  But in America, it makes you think, dude, what the heck's going on?
[01:04:36.420 --> 01:04:40.620]  I thought we had a constitution, so that doesn't make any sense to me.
[01:04:40.620 --> 01:04:44.300]  I hear you, Andrew, thanks for reminding me I need to get Eddie Craig back on.
[01:04:44.300 --> 01:04:48.500]  We've got a large squadron of producers out there, so maybe that'll happen.
[01:04:48.500 --> 01:04:50.620]  All right, we'll be right back after this break.
[01:04:50.620 --> 01:04:55.860]  I want to hear from police officers, 877-789 Alex, I mean, do you think this is a good
[01:04:55.860 --> 01:04:56.860]  thing?
[01:04:56.860 --> 01:04:57.860]  How about the FEMA camps?
[01:04:57.860 --> 01:04:58.860]  How about turning our guns in?
[01:04:58.860 --> 01:05:00.340]  That sound good to you?
[01:05:00.340 --> 01:05:01.620]  I had tried everything.
[01:05:01.620 --> 01:05:05.980]  I'd cut back the amount of food I was eating, I was lifting weights and jogging, but nothing
[01:05:05.980 --> 01:05:07.020]  was working.
[01:05:07.020 --> 01:05:11.500]  My body was literally starving for minerals and trace elements, as well as key vitamins.
[01:05:11.500 --> 01:05:17.380]  And as soon as I had that, I immediately could eat half of what I was eating previously and
[01:05:17.380 --> 01:05:18.380]  be satisfied.
[01:05:18.380 --> 01:05:22.660]  Now, there are hundreds of great products at Infowarsteam.com, but I want to point out
[01:05:22.660 --> 01:05:30.320]  the three that have helped me lose 37 pounds in just two months.
[01:05:30.320 --> 01:05:33.940]  Products like Beyond Tangy Tangerine, Holland Burst, and Rebound.
[01:05:33.940 --> 01:05:38.220]  When I started taking the Tangy Tangerine and other products every day, I lost more
[01:05:38.220 --> 01:05:40.660]  than 37 pounds in just two months.
[01:05:40.660 --> 01:05:42.100]  Now that's results.
[01:05:42.100 --> 01:05:47.820]  I want to challenge my listeners to go to Infowarsteam.com and to order just three of
[01:05:47.820 --> 01:05:48.820]  their products.
[01:05:48.820 --> 01:05:54.920]  And you will see the changes in the way you look, feel, and in your appetite almost immediately.
[01:05:54.920 --> 01:05:57.820]  Start your journey to health and wellness today.
[01:05:57.820 --> 01:05:58.820]  Infowarsteam.com.
[01:05:58.820 --> 01:06:05.820]  K.M.L. in Los Angeles, Clone Radio.
[01:06:05.820 --> 01:06:27.060]  We play the songs that sound more like everyone else than anyone else, Clone.
[01:06:27.060 --> 01:06:28.300]  Hitler took the guns.
[01:06:28.300 --> 01:06:29.620]  Stalin took the guns.
[01:06:29.620 --> 01:06:30.620]  Mao took the guns.
[01:06:30.620 --> 01:06:32.180]  Fidel Castro took the guns.
[01:06:32.180 --> 01:06:35.540]  Hugo Chavez took the guns.
[01:06:35.540 --> 01:06:41.540]  1776 will commence again if you try to take our firearms.
[01:06:41.540 --> 01:06:45.060]  The Republic will rise again when you attempt to take our guns.
[01:06:45.060 --> 01:06:54.620]  I have sworn upon the altar of God, eternal hostility against every form of tyranny over
[01:06:54.620 --> 01:06:58.180]  the mind of man.
[01:06:58.180 --> 01:07:03.860]  The answer to 1984 is 1776.
[01:07:03.860 --> 01:07:09.980]  You're listening to the Alex Jones Show.
[01:07:09.980 --> 01:07:14.060]  The private run for profit Federal Reserve owned and controlled by foreign offshore banks
[01:07:14.060 --> 01:07:20.080]  on record says that less than two percent of the deposits that are digital currency
[01:07:20.080 --> 01:07:24.820]  in our bank accounts is actually denominated in paper money.
[01:07:24.820 --> 01:07:30.060]  That is, for all the digital money that represents U.S. domestic notes, even worse if you count
[01:07:30.060 --> 01:07:32.980]  internationally, less than two percent.
[01:07:32.980 --> 01:07:37.460]  So if just four or five percent of people try to go to the bank and get all their money
[01:07:37.460 --> 01:07:40.220]  out in cash, it would all be gone.
[01:07:40.220 --> 01:07:43.820]  Okay, that's conservative, and you've probably noticed we try to get a few thousand dollars
[01:07:43.820 --> 01:07:48.280]  out if you're going on a trip or you just want to bury it in the backyard.
[01:07:48.280 --> 01:07:52.700]  They act like you're a criminal to do that and file a suspicious activities report on
[01:07:52.700 --> 01:07:53.700]  you.
[01:07:53.700 --> 01:07:54.700]  They don't just do it for $10,000.
[01:07:54.700 --> 01:07:58.860]  Now, Reuters is reporting that spy agencies without warrants look at everybody's bank
[01:07:58.860 --> 01:07:59.860]  accounts.
[01:07:59.860 --> 01:08:02.940]  Well, that's in the know your customer regulations from the mid 90s.
[01:08:02.940 --> 01:08:07.140]  I've been telling you that it was put into the code.
[01:08:07.140 --> 01:08:10.660]  It's fraudulent laws, but they don't ever want to have a debate about that because they
[01:08:10.660 --> 01:08:11.860]  don't want you to know about it.
[01:08:11.860 --> 01:08:17.140]  Now, before I go back to your calls, we got people calling in en masse here, but unfortunately
[01:08:17.140 --> 01:08:19.780]  no police officers that I see.
[01:08:19.780 --> 01:08:26.260]  I said, hey, cops, you want to call in and defend arresting people or ticketing people
[01:08:26.260 --> 01:08:30.500]  filming in public on sidewalks or streets while you film us from surveillance cameras?
[01:08:30.500 --> 01:08:35.540]  You know there's no expectation of privacy in public places.
[01:08:35.540 --> 01:08:37.220]  Who's telling you to do this?
[01:08:37.220 --> 01:08:39.460]  Watch this about.
[01:08:39.460 --> 01:08:40.460]  I'd like to hear from you.
[01:08:40.460 --> 01:08:42.620]  And I know we got a lot of good police out there.
[01:08:42.620 --> 01:08:44.020]  We also got some bad ones out there.
[01:08:44.020 --> 01:08:47.100]  The point is you're going to be asked to do all these tyrannical things, so I want to
[01:08:47.100 --> 01:08:48.100]  hear from you.
[01:08:48.100 --> 01:08:51.020]  I think the phones are loaded though.
[01:08:51.020 --> 01:08:54.780]  The number is 877-789-ALEX.
[01:08:54.780 --> 01:08:59.080]  And I'll go back to some calls, but I want to talk about denial here just briefly.
[01:08:59.080 --> 01:09:05.180]  For TV viewers, let's punch up the article that I have on screen.
[01:09:05.180 --> 01:09:10.220]  Here's the BBC from yesterday, Saturday, March 16th.
[01:09:10.220 --> 01:09:11.660]  It's March 17th right now.
[01:09:11.660 --> 01:09:17.100]  Shock in Cyprus as savers face bailout levy.
[01:09:17.100 --> 01:09:22.860]  And so we posted articles, we wrote articles, I did a special video report on infoawards.com.
[01:09:22.860 --> 01:09:28.300]  It's up there right now, saying that the EU ruled the unelected bureaucracy.
[01:09:28.300 --> 01:09:29.820]  You can't unelect them.
[01:09:29.820 --> 01:09:30.820]  It's a dictatorship.
[01:09:30.820 --> 01:09:34.540]  I've had members of the British parliament on, members of the EU parliament on, who were
[01:09:34.540 --> 01:09:37.780]  elected but have no authority, Nigel Farage and others.
[01:09:37.780 --> 01:09:39.940]  I mean, it is a tyranny.
[01:09:39.940 --> 01:09:42.440]  They exempt themselves from their own laws.
[01:09:42.440 --> 01:09:43.440]  Just look that up.
[01:09:43.440 --> 01:09:45.020]  EU bureaucrats exempt from taxes.
[01:09:45.020 --> 01:09:46.020]  Look it up.
[01:09:46.020 --> 01:09:48.100]  They exempt themselves from insider trading, just like our Congress.
[01:09:48.100 --> 01:09:50.380]  It's a criminal class.
[01:09:50.380 --> 01:09:51.380]  Tyranny is the norm.
[01:09:51.380 --> 01:09:53.700]  It can and is happening here.
[01:09:53.700 --> 01:09:58.180]  Your denial fuels it, just like cigarettes fuel lung cancer.
[01:09:58.180 --> 01:10:00.420]  We've got to get off this stuff.
[01:10:00.420 --> 01:10:05.020]  So continuing, shock in Cyprus as savers face bailout levy.
[01:10:05.020 --> 01:10:07.320]  Now it's begun.
[01:10:07.320 --> 01:10:09.900]  Only a few bank chains are open on Saturday and Sunday.
[01:10:09.900 --> 01:10:14.400]  Those that are open will let you get your money out, but only down to 10%.
[01:10:14.400 --> 01:10:17.060]  The problem is then they have to shut cuz the cash runs out.
[01:10:17.060 --> 01:10:22.920]  The ATMs, and I have like eight articles on infowars.com saying this from International
[01:10:22.920 --> 01:10:30.860]  Tribune, International Business Times, Reuters, BBC, MSNBC, BBC, zero hedge.
[01:10:30.860 --> 01:10:31.860]  It's more than seven.
[01:10:31.860 --> 01:10:37.100]  And it says people in Cyprus have reacted with shock of the news of the one-off levy
[01:10:37.100 --> 01:10:44.380]  of up to 10% of savings as part of the Euro plan the government reached with the EU.
[01:10:44.380 --> 01:10:51.460]  I mean, the EU last year appointed Mario Draghi as the new head of the new Italian prime minister,
[01:10:51.460 --> 01:10:53.940]  or was it president?
[01:10:53.940 --> 01:10:58.220]  I mean, they appointed the new head of the Greek government.
[01:10:58.220 --> 01:11:00.060]  Now look at this.
[01:11:00.060 --> 01:11:05.180]  You go to infowars.com and my video report, special report EU steals nation's private
[01:11:05.180 --> 01:11:07.780]  bank accounts, starts EU wide bank runs.
[01:11:07.780 --> 01:11:14.040]  And under it, I link to all this mainstream news, okay?
[01:11:14.040 --> 01:11:15.840]  That I just mentioned to you.
[01:11:15.840 --> 01:11:23.620]  So it's all got links to where it's admitted and look, listeners are on there posting the
[01:11:23.620 --> 01:11:27.740]  BBC article saying people in Cyprus have reached the deal, 10 billion Euro.
[01:11:27.740 --> 01:11:31.720]  And it goes on to say, now they're announcing they're gonna take 12%.
[01:11:31.720 --> 01:11:38.460]  And then it's got that listed right there that the lowest is 9.9, but the highest is
[01:11:38.460 --> 01:11:39.460]  12.
[01:11:39.460 --> 01:11:40.820]  And then that's RT and others reporting.
[01:11:40.820 --> 01:11:44.980]  Now look at this, RT is reporting 12.5.
[01:11:44.980 --> 01:11:49.740]  Now you just go read the EU announcement, it says up to 12%.
[01:11:49.740 --> 01:11:55.580]  Now look, as is common, AJ fabricates and if called later on the lie, he dismisses it
[01:11:55.580 --> 01:11:57.620]  as a rare error.
[01:11:57.620 --> 01:12:03.100]  This latest example is AJ slanting that Bank of America would charge users $5 every time
[01:12:03.100 --> 01:12:06.740]  they use a debit card, and then it goes on.
[01:12:06.740 --> 01:12:10.620]  I mean, that was what they said, and what does that have to do with any of this?
[01:12:10.620 --> 01:12:14.820]  And then down here you've got them saying, no, it's only 7% they're taking out of the
[01:12:14.820 --> 01:12:15.820]  bank accounts.
[01:12:15.820 --> 01:12:20.100]  And I searched that today when I saw him saying that, and just kept double checking and that
[01:12:20.100 --> 01:12:21.140]  I was right.
[01:12:21.140 --> 01:12:26.100]  But they just throw that out there to change the subject into is Alex right?
[01:12:26.100 --> 01:12:31.340]  These are admitted bots, the government on record has bots, 73% of Obama's Twitter followers
[01:12:31.340 --> 01:12:32.340]  were fake.
[01:12:32.340 --> 01:12:37.040]  Guys, type that in, 73% of Obama's Twitter followers were fake, USA Today, or whatever
[01:12:37.040 --> 01:12:38.040]  source comes up.
[01:12:38.040 --> 01:12:42.660]  Guys, I did a video about that and they said that was a lie.
[01:12:42.660 --> 01:12:46.420]  Now Congress has come out, members of Congress and have exposed they're getting fake tweets
[01:12:46.420 --> 01:12:47.700]  they tracked back to the White House.
[01:12:47.700 --> 01:12:52.060]  Of course, the head of Twitter, the head of Facebook, they've all bragged that they've
[01:12:52.060 --> 01:12:56.260]  given all their users data to the White House to use.
[01:12:56.260 --> 01:13:00.940]  But see, they'll just come out and deny that this is happening, just like they've been
[01:13:00.940 --> 01:13:06.220]  saying about a year ago, AP wrote an article saying that there are no bullets being bought,
[01:13:06.220 --> 01:13:07.220]  we're liars.
[01:13:07.220 --> 01:13:12.380]  The government hit 1.6 billion, they said, it was a million over here, it wasn't 1.6.
[01:13:12.380 --> 01:13:18.860]  And they went to one line item at Fed.biz, the federal purchase site, and then now they've
[01:13:18.860 --> 01:13:23.540]  admitted it, but they still have the Huffington Post and others say there are no bullets.
[01:13:23.540 --> 01:13:27.860]  And then they had a big syndicated columnist, Diane West in the Daily Times, and this was
[01:13:27.860 --> 01:13:31.900]  in newspapers all over the country said, why does Obama need 1.6 billion bullets?
[01:13:31.900 --> 01:13:36.320]  Forbes came out and said last week, we'd have a national discussion about the 1.6 billion,
[01:13:36.320 --> 01:13:41.860]  they're already following old numbers, it's over 2 billion now, as correlated by Breitbart.com
[01:13:41.860 --> 01:13:42.860]  and DrudgeReport.com.
[01:13:42.860 --> 01:13:46.860]  So it's well over 2 billion, thousands of armored vehicles, and they lie and say they're
[01:13:46.860 --> 01:13:47.860]  for the Marines.
[01:13:47.860 --> 01:13:51.480]  Well, yeah, the Marines bought some of the same armored vehicle, but it's on record they've
[01:13:51.480 --> 01:13:56.120]  got big armored Homeland Security vehicles driving around, it's on record police departments
[01:13:56.120 --> 01:13:57.120]  are being given them.
[01:13:57.120 --> 01:13:59.860]  I mean, everybody knows they've got those, it's all over the news.
[01:13:59.860 --> 01:14:06.920]  But they say that I am a liar, all you got to type in is 73%, there it is, Obama has
[01:14:06.920 --> 01:14:12.140]  millions of fake Twitter followers, USA Today, see my memory was right, yeah, that's from
[01:14:12.140 --> 01:14:14.980]  2012, my memory.
[01:14:14.980 --> 01:14:20.000]  President Obama Twitter account has 18.8 million followers, but more than half of them really
[01:14:20.000 --> 01:14:22.180]  don't exist according to reports.
[01:14:22.180 --> 01:14:27.060]  It says that the web tools determine 70%, my number was 73, that must be the actual
[01:14:27.060 --> 01:14:30.940]  web tool, that's the New York Times says 73, they say over 70.
[01:14:30.940 --> 01:14:36.580]  Boom, boom, boom, fake, boom, okay, you're the liars, you're the liars, do I get some
[01:14:36.580 --> 01:14:37.580]  stuff wrong occasionally?
[01:14:37.580 --> 01:14:43.740]  Yes, but usually it's underestimating, it's underestimating, in fact, now I kept saying
[01:14:43.740 --> 01:14:51.220]  378 million, that was an old number, Wachovian Wells Fargo, it's now over 450 billion in
[01:14:51.220 --> 01:14:55.220]  laundered drug money, and they didn't get in trouble for it.
[01:14:55.220 --> 01:15:00.500]  I said Corzine stole a billion, it turned out it was at least 1.4 of MF Global People
[01:15:00.500 --> 01:15:01.500]  money.
[01:15:01.500 --> 01:15:08.220]  Look, it isn't up to me to be perfect, by the way, it's about the world and the tyranny,
[01:15:08.220 --> 01:15:10.420]  is this right or is this wrong?
[01:15:10.420 --> 01:15:14.580]  Don't use their, see, and people ask, why do they lie about the bullets, why did Robert
[01:15:14.580 --> 01:15:19.540]  Gibbs come out and say, I was told a lie about foreign and domestic drones, and to deny a
[01:15:19.540 --> 01:15:23.260]  program that existed, Congress funded it.
[01:15:23.260 --> 01:15:26.700]  But they know you don't know how to look up congressional funding.
[01:15:26.700 --> 01:15:32.620]  So Gibbs comes out on MSNBC three weeks ago and says, I was ordered to lie, I go on talk
[01:15:32.620 --> 01:15:38.000]  shows and they say, why do you lie about domestic drones?
[01:15:38.000 --> 01:15:41.940]  Because again, if they can change the subject and they think you're stupid and divert off
[01:15:41.940 --> 01:15:46.600]  into is it true or not, we'll never be able to get anywhere with this.
[01:15:46.600 --> 01:15:49.860]  Your phone calls and a ton of news, I'm going right to your calls.
[01:15:49.860 --> 01:15:54.940]  On the other side of this quick break, infowars.com or streaming video right now, become a prison
[01:15:54.940 --> 01:16:01.140]  planet TV member, 11 memberships for $5.95 a month.
[01:16:01.140 --> 01:16:05.820]  Now that we have moved into the winter season, there is an increased need to support our
[01:16:05.820 --> 01:16:07.880]  immunity and health.
[01:16:07.880 --> 01:16:12.480]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of
[01:16:12.480 --> 01:16:14.640]  silver based products.
[01:16:14.640 --> 01:16:19.740]  Our most popular silver based products are the 32 ounce nano silver solutions.
[01:16:19.740 --> 01:16:25.740]  Our two ounce nano silver nasal applicators, as well as our all natural silver soaps.
[01:16:25.740 --> 01:16:29.740]  Just released is our 100% natural silver gel.
[01:16:29.740 --> 01:16:34.380]  Our new silver gel is not based on synthetic gelling agents which quickly evaporate and
[01:16:34.380 --> 01:16:39.540]  leave the silver at the surface, but rather we have formulated our silver gel using the
[01:16:39.540 --> 01:16:44.100]  natural skin nourishing chemistry of aloe vera to quickly penetrate and nourish the
[01:16:44.100 --> 01:16:48.100]  skin while delivering the silver more effectively.
[01:16:48.100 --> 01:16:54.620]  Visit www.silverlungs.com and click on our store page to find what silver based products
[01:16:54.620 --> 01:16:56.740]  are best for you.
[01:16:56.740 --> 01:17:00.700]  That's www.silverlungs.com.
[01:17:00.700 --> 01:17:04.460]  If you're listening, you know your basic freedoms are being threatened every day.
[01:17:04.460 --> 01:17:07.760]  If you're listening, you know the economy is not getting better.
[01:17:07.760 --> 01:17:10.540]  You know gas and food prices are skyrocketing.
[01:17:10.540 --> 01:17:12.660]  Now is the time to get prepared.
[01:17:12.660 --> 01:17:15.620]  For years we've told you about our friends at e Foods Direct.
[01:17:15.620 --> 01:17:18.980]  They have the best tasting long term storable food on the planet.
[01:17:18.980 --> 01:17:22.940]  This food will taste just as great 25 years from now as it does tonight.
[01:17:22.940 --> 01:17:27.580]  A long term food supply allows you to freeze the cost and the availability of the one thing
[01:17:27.580 --> 01:17:28.880]  you need most.
[01:17:28.880 --> 01:17:32.420]  Be prepared and get your supply from e Foods Direct.
[01:17:32.420 --> 01:17:36.500]  Right now is the best time to stock up and save hundreds of dollars with free shipping
[01:17:36.500 --> 01:17:38.140]  on all food supplies.
[01:17:38.140 --> 01:17:40.540]  Give yourself peace of mind and be prepared.
[01:17:40.540 --> 01:17:47.820]  Act now and call 800-409-5633 or visit efoodsdirect.com slash Alex.
[01:17:47.820 --> 01:17:50.460]  Get free shipping on all orders for a limited time.
[01:17:50.460 --> 01:17:56.680]  Call 800-409-5633 or go to efoodsdirect.com slash Alex.
[01:17:56.680 --> 01:18:00.340]  You can bet your life on e Foods Direct.
[01:18:00.340 --> 01:18:04.840]  Devastating events like earthquakes, tornadoes, floods, hurricanes or the threat of martial
[01:18:04.840 --> 01:18:08.900]  law have highlighted the need for Americans to prepare for emergencies.
[01:18:08.900 --> 01:18:12.660]  As a result, millions are stockpiling food, gold and weapons.
[01:18:12.660 --> 01:18:17.900]  But how will these items help if you or one of your loved ones becomes ill?
[01:18:17.900 --> 01:18:22.880]  Supernatural Silver is the ultimate tool to prepare you for a medical emergency.
[01:18:22.880 --> 01:18:27.940]  Supernatural Silver is a natural antibiotic that is uniquely effective against bacteria,
[01:18:27.940 --> 01:18:32.320]  viruses, moles and fungus and is remarkable for wound care.
[01:18:32.320 --> 01:18:38.480]  Taken internally or used topically, it can help keep you safe from deadly pathogens.
[01:18:38.480 --> 01:18:43.240]  Supernatural Silver has over 500 different uses and a long-term shelf life, making it
[01:18:43.240 --> 01:18:46.420]  the number one choice of preppers across the country.
[01:18:46.420 --> 01:18:53.700]  To find out how this amazing new technology can help you be prepared, go to supernaturalsilver.com.
[01:18:53.700 --> 01:19:01.900]  Use the promo code PREPARED for 20% off your entire order and like us on Facebook.
[01:19:01.900 --> 01:19:08.200]  If you want an American company with American products made by Americans, here is the Cal
[01:19:08.200 --> 01:19:09.840]  Bend Soap Company.
[01:19:09.840 --> 01:19:14.160]  Alex and his staff have used these pure soap products for years.
[01:19:14.160 --> 01:19:18.920]  These all-natural soaps are made from the highest quality vegetable and coconut oils
[01:19:18.920 --> 01:19:21.420]  that are earth-friendly and safe.
[01:19:21.420 --> 01:19:29.260]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:19:29.260 --> 01:19:34.040]  Buy the one to two month sample package and enjoy soaps that are twice as good as what
[01:19:34.040 --> 01:19:39.840]  you're using now or save big with a one to two year supply of soaps for all your cleaning
[01:19:39.840 --> 01:19:40.840]  needs.
[01:19:40.840 --> 01:19:42.640]  This is an amazing deal.
[01:19:42.640 --> 01:19:47.840]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:19:47.840 --> 01:20:01.480]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:20:01.480 --> 01:20:07.960]  domestic coast direct from Austin you're listening to the Alex Jones Broadcasting Network
[01:20:07.960 --> 01:20:28.680]  big brother mainstream media government cover-ups you want answers well so does he live from
[01:20:28.680 --> 01:20:33.680]  Austin Texas broadcasting worldwide it's Alex Jones
[01:20:33.680 --> 01:20:38.400]  all right we did have some police officers and former police officers call in I'll get
[01:20:38.400 --> 01:20:42.200]  to them and then get to everybody else but I want to get their take on this because you
[01:20:42.200 --> 01:20:46.720]  know as someone that has a little bit of power myself I get embarrassed if I exercise it
[01:20:46.720 --> 01:20:51.640]  on someone who doesn't deserve it and I get I get I get embarrassed by the little bit
[01:20:51.640 --> 01:20:55.740]  of quote status I have being a syndicated radio host that reaches millions of people
[01:20:55.740 --> 01:21:00.280]  a day but then other people get a little bit of power and they act like total jerks and
[01:21:00.280 --> 01:21:05.700]  imagine cops are where the rubber meets the road imagine what it's like on top of the
[01:21:05.700 --> 01:21:10.240]  establishment with the Air Force One and the the red carpets and now all over the country
[01:21:10.240 --> 01:21:15.040]  saying you can't film anywhere in public I've seen videos where they beat people up and
[01:21:15.040 --> 01:21:19.780]  then and then take them to jail it's very very frightening but speaking of the denial
[01:21:19.780 --> 01:21:28.060]  mechanism AP Daily Times Forbes a bunch of others have gone and looked at the federal
[01:21:28.060 --> 01:21:34.800]  purchase records and confirmed over two billion rounds of ammo purchased delivered and ordered
[01:21:34.800 --> 01:21:38.660]  and that it's a massive arms buildup and the armored vehicles and the militarization the
[01:21:38.660 --> 01:21:44.220]  drills and then they just deny it exists and say I'm a liar Sarah Palin quoted us and they
[01:21:44.220 --> 01:21:48.400]  came out in Politico and said she was insane it was an anonymous posting and that I'd made
[01:21:48.400 --> 01:21:54.460]  it up and then Forbes and others go and look and they go no it's it's true we have a discussion
[01:21:54.460 --> 01:21:59.320]  why are they stonewalling because it's part of a takeover when they were illegally spying
[01:21:59.320 --> 01:22:05.400]  on people without warrants at the NSA they lied about it now it's admitted and and and
[01:22:05.400 --> 01:22:11.060]  so Oh Alex I mean on my own site they're going he's a liar they're not taking 10% of people's
[01:22:11.060 --> 01:22:17.140]  bank account when I'm quoting BBC you name it I mean it again because they don't want
[01:22:17.140 --> 01:22:23.140]  this news here and they think you're stupid well you haven't stopped anything I've got
[01:22:23.140 --> 01:22:30.300]  an article here out of what is it out of dig it up it's out of what zero hedge there's
[01:22:30.300 --> 01:22:35.300]  another one here where they're going wow all the major Rush Limbaugh Mark Levin Michael
[01:22:35.300 --> 01:22:39.380]  Savage blah blah blah they're now covering the government trying to implode the economy
[01:22:39.380 --> 01:22:45.380]  by design and economic takeover and that health care is meant to of course that's the plan
[01:22:45.380 --> 01:22:52.140]  and if I can say anything I've forced mainstream conservatism to admit that we're in deep trouble
[01:22:52.140 --> 01:22:55.940]  and and if we can do that then we can have a real debate about this and save this country
[01:22:55.940 --> 01:23:00.720]  but if see I know why tyrants always take over and most the time succeed because whatever
[01:23:00.720 --> 01:23:05.500]  group had freedom can't believe it's happening same reason in criminology young women get
[01:23:05.500 --> 01:23:09.700]  in cars with serial killers because the serial killers wear suits and ties and drive nice
[01:23:09.700 --> 01:23:16.380]  vehicles just like the you know fiction movie American Psycho that's just like Ted Bundy
[01:23:16.380 --> 01:23:19.640]  because they're looking for the dirt ball you know the guy with long hair and tattoos
[01:23:19.640 --> 01:23:25.380]  to kill him and it's the same thing here people just can't believe this is happening and it
[01:23:25.380 --> 01:23:31.060]  is happening the Nazis all wore suits the communists wore suits they killed hundreds
[01:23:31.060 --> 01:23:35.700]  of millions of people in Russia well the communists total have killed over 170 million China Russia
[01:23:35.700 --> 01:23:39.580]  you name it Hitler was a National Socialist but see people think he was a fascist they
[01:23:39.580 --> 01:23:44.060]  call themselves fascist but they use socialism I'm not defending fascism either it's another
[01:23:44.060 --> 01:23:48.920]  authoritarianism but even fascism uses socialism for the general population and then only a
[01:23:48.920 --> 01:23:53.020]  command and control economy for insiders on the top let's go to this quick video of Gibbs
[01:23:53.020 --> 01:23:58.500]  on MSNBC you can pull up articles the full videos online at 16 minutes Robert Gibbs is
[01:23:58.500 --> 01:24:02.340]  press sec I was ordered not to acknowledge the existence of drone program you want to
[01:24:02.340 --> 01:24:09.460]  see the full video but here's a quick excerpt where he says it's like the Wizard of Oz well
[01:24:09.460 --> 01:24:14.460]  then I am Toto and so are you we're pulling the curtain back the Emperor's new clothes
[01:24:14.460 --> 01:24:19.300]  here it is when I went through the process of becoming press secretary one of the things
[01:24:19.300 --> 01:24:23.680]  one of the first things they told me was you're not even to acknowledge the drone program
[01:24:23.680 --> 01:24:29.440]  you're not even to discuss that it exists and so I would get a question like that and
[01:24:29.440 --> 01:24:33.300]  literally I couldn't tell you what major asked because once I figured out it was about the
[01:24:33.300 --> 01:24:38.300]  drone program I realize I'm not supposed to talk about it and but here's what's inherently
[01:24:38.300 --> 01:24:45.300]  crazy about that proposition you're being asked a question based on reporting of a program
[01:24:45.300 --> 01:24:52.020]  that exists right so you're the official government spokesperson acting as if the entire program
[01:24:52.020 --> 01:24:56.500]  pay no attention to the man behind the curtain yeah I mean I mean I heard it on the phone
[01:24:56.500 --> 01:25:00.300]  with Max Cabrera running my street team was there and was talking to cops and I talked
[01:25:00.300 --> 01:25:04.740]  to him and talked to the and the guys like oh hey Alex I'm a listener I'm like this is
[01:25:04.740 --> 01:25:10.140]  wrong giving them tickets I know but that's my orders I go so you'll do anything and I'm
[01:25:10.140 --> 01:25:13.860]  like what about the Constitution what the Bill of Rights I I just I don't know what
[01:25:13.860 --> 01:25:19.060]  you're talking about look we have these rights okay and and and these rights are what made
[01:25:19.060 --> 01:25:23.780]  us wealthy and successful not what gave us problems and as the Liberty goes so does the
[01:25:23.780 --> 01:25:28.160]  prosperity and the folks if they cannot let you hand out stuff in downtown Austin or even
[01:25:28.160 --> 01:25:31.540]  told us you can't have a bumper sticker on your car and so I said well let me talk to
[01:25:31.540 --> 01:25:33.980]  the code enforcer instead of the cops I'm on the phone with the code enforcer who's
[01:25:33.980 --> 01:25:39.280]  ordering the cops around he goes Alex I'm a listener to I just I'm being ordered this
[01:25:39.280 --> 01:25:44.260]  my job and I said this is wrong and he goes I gotta tell you something else they don't
[01:25:44.260 --> 01:25:47.860]  want bumper stickers on your company car they you know they see that car parked down there
[01:25:47.860 --> 01:25:51.980]  and I said I said you're telling me in America I go where is it parked in a meter and I go
[01:25:51.980 --> 01:25:55.100]  is it legally parked he goes yeah and I go are my people blocking the right-of-way and
[01:25:55.100 --> 01:25:59.020]  he goes no the code says it's for like hot dog I said is it for like hot dog stands blocking
[01:25:59.020 --> 01:26:02.740]  the sidewalk he goes yep he goes no I know the the street team they're totally polite
[01:26:02.740 --> 01:26:07.140]  what they're doing has always been okay I'm told now to issue these tickets and next they're
[01:26:07.140 --> 01:26:14.180]  gonna be arrested and so I said well I gotta drive back from Galveston and I had to get
[01:26:14.180 --> 01:26:18.180]  in the car and drive back and then have a protest for him to back off and then my street
[01:26:18.180 --> 01:26:22.780]  team quit out of fear because when the cops did their job and wouldn't threaten the Constitution
[01:26:22.780 --> 01:26:27.380]  the goons were then sent I mean and next it'll be well you know it's good to have big muscle
