[00:00.000 --> 00:19.000]  Info Wars. Tomorrow's news. Today.
[03:25:18.000 --> 03:25:20.000]  It's not a bunch of idiots running things.
[03:25:20.000 --> 03:25:22.000]  There's a layer of idiocy.
[03:25:22.000 --> 03:25:24.000]  It's like a cake.
[03:25:24.000 --> 03:25:28.000]  And there's like the devil is the center of the cake.
[03:25:28.000 --> 03:25:32.000]  And then you've got a layer of really smart people around him, right?
[03:25:32.000 --> 03:25:33.000]  High-level demons.
[03:25:33.000 --> 03:25:34.000]  And then you've got a layer.
[03:25:34.000 --> 03:25:36.000]  It's like a layer cake of idiocy, right?
[03:25:36.000 --> 03:25:42.000]  Well, the layer of idiocy protects the really nefarious, malicious people in the inner core of the cake.
[03:25:42.000 --> 03:25:44.000]  But most people can't penetrate beyond.
[03:25:44.000 --> 03:25:47.000]  They think, oh, Biden, they're all bunch of idiots.
[03:25:47.000 --> 03:25:48.000]  They're incompetent.
[03:25:48.000 --> 03:25:52.000]  The layer of incompetency protects these people.
[03:25:52.000 --> 03:26:02.000]  And so this week, I noticed on Twitter, people were talking about, oh, 4chan figured out that the Spars document predicted that it would come out, that the stabbies are killing everybody.
[03:26:02.000 --> 03:26:03.000]  It wasn't 4chan.
[03:26:03.000 --> 03:26:07.000]  That was Alex Jones and the researchers at InfoWare that put out that documentary.
[03:26:07.000 --> 03:26:11.000]  I came on that same week, I think a year and a half ago.
[03:26:11.000 --> 03:26:12.000]  It was an emergency broadcast.
[03:26:12.000 --> 03:26:16.000]  I think I got about almost a million views where we went through the Spars document.
[03:26:16.000 --> 03:26:23.000]  We talked about back then how the Spars document actually predicted the reaction of the public.
[03:26:23.000 --> 03:26:27.000]  And if you remember, the document says that who gets the blame?
[03:26:27.000 --> 03:26:29.000]  Oh, it's these public officials.
[03:26:29.000 --> 03:26:31.000]  Now, I'm not saying the public officials shouldn't get the blame.
[03:26:31.000 --> 03:26:37.000]  But the point is that nobody who's actually running this stuff really gets picked out or blamed, right?
[03:26:37.000 --> 03:26:39.000]  No Bill Gates, no Klaus Wall.
[03:26:39.000 --> 03:26:40.000]  None of these people.
[03:26:40.000 --> 03:26:45.000]  You always burn a few of these sort of low-level people, like a Fauci or something.
[03:26:45.000 --> 03:26:50.000]  Now, I'm not saying that the Fauci isn't a criminal or whatever he is, but he's not running all of this.
[03:26:50.000 --> 03:26:58.000]  He's just one of these scientism minions who's been there for 20 or 30 years doing a bunch of AIDS psyops, right?
[03:26:58.000 --> 03:26:59.000]  And AIDS testing.
[03:26:59.000 --> 03:27:05.000]  So they just applied all that research that he had learned about AIDS to all of this the last three years, obviously.
[03:27:05.000 --> 03:27:07.000]  But that's not who's really running.
[03:27:07.000 --> 03:27:10.000]  This is way older than people like Fauci and even Bill Gates.
[03:27:10.000 --> 03:27:13.000]  It's way older than Klaus Schwab.
[03:27:13.000 --> 03:27:15.000]  Where does Klaus Schwab come from?
[03:27:15.000 --> 03:27:17.000]  Did he just pop up and create Davos?
[03:27:17.000 --> 03:27:18.000]  No.
[03:27:18.000 --> 03:27:27.000]  He was recruited by a Kissinger for a special society out of the Harvard Research Project run by the CIA.
[03:27:27.000 --> 03:27:35.000]  And that was to create another kind of layer of this giant double cake, you could say, right?
[03:27:35.000 --> 03:27:39.000]  He's another layer of this cake, which is the public face of Bilderberg.
[03:27:39.000 --> 03:27:43.000]  That's why he used to be part of the Bilderberg steering committee, right?
[03:27:43.000 --> 03:27:46.000]  I think he was ahead of it at one point.
[03:27:46.000 --> 03:27:47.000]  And who set up all that?
[03:27:47.000 --> 03:27:53.000]  Well, it was a conglomeration of Fabian socialists, SS members, Prince Bernhardt, David Rockefeller,
[03:27:53.000 --> 03:27:59.000]  and members of the Milner, Fabian, Rothschilds, Rhodes, Milner, or little collided and set circles.
[03:27:59.000 --> 03:28:02.000]  That's who set up all of these institutions.
[03:28:02.000 --> 03:28:07.000]  In fact, the EU is really creation of Bilderberg, which is the inner group that I'm talking about, right?
[03:28:07.000 --> 03:28:08.000]  That's these people.
[03:28:08.000 --> 03:28:10.000]  People like Churchill, for example.
[03:28:10.000 --> 03:28:14.000]  He was actually a stooge of these people if you get into the real history of Churchill.
[03:28:14.000 --> 03:28:16.000]  And I'm not saying that makes all the British people bad.
[03:28:16.000 --> 03:28:18.000]  It's not the British people, it's not the American people.
[03:28:18.000 --> 03:28:24.000]  It's the elites that run these things at the CFR, at the World Economic Forum, at Bilderberg.
[03:28:24.000 --> 03:28:26.000]  That's who's really calling the shots.
[03:28:26.000 --> 03:28:28.000]  Fortune 500, Fortune 100.
[03:28:28.000 --> 03:28:36.000]  That's who's setting up Federal Reserve, setting up IMF, World Bank, United Nations.
[03:28:36.000 --> 03:28:39.000]  The United Nations is a successor to the League of Nations.
[03:28:39.000 --> 03:28:43.000]  And if you didn't know, Churchill was actually a druid.
[03:28:43.000 --> 03:28:47.000]  They'll look up the pictures of Winston Churchill at his famous druid lodge,
[03:28:47.000 --> 03:28:51.000]  and druids believe in worshiping the earth and, of course, getting rid of most of the people.
[03:28:51.000 --> 03:28:52.000]  Many of them do.
[03:28:52.000 --> 03:28:53.000]  So don't go anywhere.
[03:28:53.000 --> 03:28:54.000]  This is the Alex Jones Show.
[03:28:54.000 --> 03:28:55.000]  I'm your guest host, Jay Dyer.
[03:28:55.000 --> 03:28:56.000]  I'm Jay's analysis.
[03:28:57.000 --> 03:29:02.000]  Ladies and gentlemen, we are now launching the most powerful supplements in the history of InfoWars.
[03:29:02.000 --> 03:29:06.000]  Under a new brand name, InfoWars Platinum.
[03:29:06.000 --> 03:29:13.000]  Now, all three of these revolutionary products you see in front of you are already number one best sellers in the market
[03:29:13.000 --> 03:29:16.000]  for the last few years because they work so well.
[03:29:16.000 --> 03:29:20.000]  We've gone right to the manufacturer who are listeners, the owners of fan,
[03:29:20.000 --> 03:29:27.000]  and they've given us this huge deal off of retail, 40% off what these products are found for under other names.
[03:29:27.000 --> 03:29:32.000]  And not just other one name, they sell these under three or four other brands
[03:29:32.000 --> 03:29:35.000]  that other major distributors and suppliers have put out.
[03:29:35.000 --> 03:29:39.000]  The difference is we have it for 40% off what it is in stores.
[03:29:39.000 --> 03:29:41.000]  We're talking about Payne MD.
[03:29:41.000 --> 03:29:44.000]  We're talking about HGH Max Boost.
[03:29:44.000 --> 03:29:47.000]  We're talking about 1776 testosterone boost.
[03:29:47.000 --> 03:29:48.000]  These things are incredible.
[03:29:48.000 --> 03:29:51.000]  I would suggest you take half a dose or less when you first do
[03:29:51.000 --> 03:29:54.000]  and consult your health care provider because they're so powerful.
[03:29:54.000 --> 03:29:57.000]  Get them at infowarsstore.com.
[03:30:24.000 --> 03:30:53.000]  This is our new InfoWars MD credible line.
[03:30:54.000 --> 03:31:00.000]  InfoWars secret weapon is finally here.
[03:31:00.000 --> 03:31:03.000]  It's a secret weapon for your immune system, for your stamina, for your energy,
[03:31:03.000 --> 03:31:05.000]  for your way of life, for your libido.
[03:31:05.000 --> 03:31:08.000]  And it also keeps InfoWars on the air.
[03:31:08.000 --> 03:31:13.000]  And I almost forgot you save at least 50% on these products
[03:31:13.000 --> 03:31:18.000]  for what you pay for similar products or the exact same products in stores around the country.
[03:31:18.000 --> 03:31:21.000]  That's because we go right to the highest quality manufacturer in the nation
[03:31:21.000 --> 03:31:24.000]  that supplies some of the top names.
[03:31:24.000 --> 03:31:26.000]  They then give us the best deal out there because the owner is a listener
[03:31:26.000 --> 03:31:29.000]  and we're able to bring it to you with massive discounts.
[03:31:29.000 --> 03:31:34.000]  You're not going to find 1,000 milligram high quality CBD for anywhere near the price we sell it.
[03:31:34.000 --> 03:31:37.000]  You're not going to find it at the 10 milligram or the 20 milligram.
[03:31:37.000 --> 03:31:40.000]  You're not going to find two-market 95% of humanoid at the price we're selling it.
[03:31:40.000 --> 03:31:43.000]  You're not going to find any of this anywhere near that.
[03:31:43.000 --> 03:31:49.000]  These similar formulas or the same formulas sell for up to 200% more than we're selling these.
[03:31:49.000 --> 03:31:55.000]  InfoWars MD, now available exclusively at InfoWarsStore.com, a true 360 win.
[03:31:57.000 --> 03:32:02.000]  Ladies and gentlemen, a very exciting development that has just taken place.
[03:32:02.000 --> 03:32:06.000]  I want to encourage you all to go to InfoWarsStore.com and check it out for yourself
[03:32:06.000 --> 03:32:10.000]  because it is a very strong, high quality formula.
[03:32:10.000 --> 03:32:15.000]  Down and out sleep support, liquid, is very fast-acting, taking out of the tongue.
[03:32:15.000 --> 03:32:23.000]  It's got a very good dose of melatonin, passionflower, valerian root extract, lemon balm, and German chamomile.
[03:32:23.000 --> 03:32:30.000]  All of these compounds are documented on record to help give you deeper, cleaner, healthier sleep.
[03:32:30.000 --> 03:32:34.000]  And that is one of the biggest game changers out there with all the stress we have in this world.
[03:32:34.000 --> 03:32:37.000]  And we've got some other great sleep aids as well, and they're excellent.
[03:32:37.000 --> 03:32:38.000]  They're all different formulas.
[03:32:38.000 --> 03:32:42.000]  But this one is particularly the strongest one we have.
[03:32:42.000 --> 03:32:45.000]  So down and out, sold out for more than five months.
[03:32:45.000 --> 03:32:48.000]  It's now back available at InfoWarsStore.com.
[03:32:48.000 --> 03:32:54.000]  So get better, deeper rest, boost your immune system, and support the InfoWars.
[03:32:54.000 --> 03:33:13.000]  With down and out sleep support at InfoWarsStore.
[03:33:13.000 --> 03:33:14.000]  Welcome back to The Alex Jones Show.
[03:33:14.000 --> 03:33:16.000]  I'm your guest, Joe Dyer of Jays Analysis.
[03:33:16.000 --> 03:33:20.000]  I want to remind you to support the InfoWarsStore by going to the InfoWarsStore.com
[03:33:20.000 --> 03:33:23.000]  and getting all of those excellent products there, especially the books.
[03:33:23.000 --> 03:33:29.000]  I'm really enjoying Alex's great reset book, looking to do a good video analysis
[03:33:29.000 --> 03:33:32.000]  and podcast on that text pretty soon.
[03:33:32.000 --> 03:33:37.000]  But you can also get my books in the shop at my website, go to jaysanalysis.com.
[03:33:37.000 --> 03:33:40.000]  You get access to my archives.
[03:33:40.000 --> 03:33:45.000]  If you sign up for the website, you can also get access to my material on Rockfin,
[03:33:45.000 --> 03:33:47.000]  which is a great free speech-based platform.
[03:33:47.000 --> 03:33:52.000]  Now, we were talking about culture creation and how this was done as a mass kind of experiment.
[03:33:52.000 --> 03:33:56.000]  In the post-war period following World War II, and that this allowed,
[03:33:56.000 --> 03:34:02.000]  then in the Cold War, a lot of other theaters of war to become culture creation experiments.
[03:34:02.000 --> 03:34:05.000]  And a lot of those individuals involved in that culture creation,
[03:34:05.000 --> 03:34:12.000]  reeducation, Cy War techniques, then went from the OSS, not kidding,
[03:34:12.000 --> 03:34:18.000]  to being the heads of the major media outlets, the heads of the major networks.
[03:34:18.000 --> 03:34:20.000]  They all come out of the OSS.
[03:34:20.000 --> 03:34:25.000]  People from the CIA. So they took that wartime psychological warfare information
[03:34:25.000 --> 03:34:29.000]  and scientific technique, and then they then applied it to mass media.
[03:34:29.000 --> 03:34:33.000]  They also had control of most of the press at that time.
[03:34:33.000 --> 03:34:37.000]  All the big media outlets back in the 40s and 50s were already controlled
[03:34:37.000 --> 03:34:39.000]  by the very people that we've been talking about.
[03:34:39.000 --> 03:34:41.000]  So we're deep into this.
[03:34:41.000 --> 03:34:44.000]  This is not something that we just elect a few politicians and we're out of it.
[03:34:44.000 --> 03:34:48.000]  I'm not saying that you can't elect good politicians. You can.
[03:34:48.000 --> 03:34:53.000]  But we have to understand the real diagnosis of what the situation is.
[03:34:53.000 --> 03:34:57.000]  If we don't understand the diagnosis, if we don't accurately diagnose the problems,
[03:34:57.000 --> 03:35:01.000]  we're just going to be spinning hamster wheels and never solving anything.
[03:35:01.000 --> 03:35:04.000]  And that's precisely how this system actually works,
[03:35:04.000 --> 03:35:08.000]  is that you're constantly given false leads, false conservatives,
[03:35:08.000 --> 03:35:10.000]  fake right-wing people to follow.
[03:35:10.000 --> 03:35:13.000]  And then it never gets fixed, nothing ever changes,
[03:35:13.000 --> 03:35:19.000]  because there's never an identification of the actual superstructure of how the system is run.
[03:35:19.000 --> 03:35:23.000]  And you're always kind of within a predetermined circle,
[03:35:23.000 --> 03:35:26.000]  learning and disagreeing and fighting over the daily news cycle,
[03:35:26.000 --> 03:35:28.000]  and you're never seeing the big picture.
[03:35:28.000 --> 03:35:30.000]  That's why I always try to focus on the big picture,
[03:35:30.000 --> 03:35:33.000]  because the daily news cycle is important,
[03:35:33.000 --> 03:35:36.000]  but it only really makes sense in terms of the bigger context, the bigger picture.
[03:35:36.000 --> 03:35:39.000]  You'll notice that when they develop the PSIOP of news,
[03:35:39.000 --> 03:35:44.000]  some of the local news and the newsman, the Tom Brokaw,
[03:35:44.000 --> 03:35:48.000]  kind of barking at you about what you're supposed to think and all this,
[03:35:48.000 --> 03:35:52.000]  they never gave you the big historic context.
[03:35:52.000 --> 03:35:54.000]  And that's what we try to do here,
[03:35:54.000 --> 03:35:57.000]  because we have to understand that this is not something that you can understand
[03:35:57.000 --> 03:35:59.000]  without a bigger paradigm.
[03:35:59.000 --> 03:36:03.000]  How are you going to fix these issues if you don't understand what the long-term plan is?
[03:36:03.000 --> 03:36:08.000]  And the fact that this long-term plan has been kept from the masses
[03:36:08.000 --> 03:36:12.000]  is precisely how it has been so successful up to this point.
[03:36:12.000 --> 03:36:15.000]  People just didn't know what a technocracy was.
[03:36:15.000 --> 03:36:18.000]  People in colleges, universities, they're not taught about this,
[03:36:18.000 --> 03:36:23.000]  until you get to like the highest levels of doctors, medical people,
[03:36:23.000 --> 03:36:27.000]  and international relations people who are the people that they recruit into this stuff.
[03:36:27.000 --> 03:36:29.000]  That's it.
[03:36:29.000 --> 03:36:31.000]  There are other people that are not really involved in this.
[03:36:31.000 --> 03:36:34.000]  Maybe there's a couple of philosophers who got recruited into this
[03:36:34.000 --> 03:36:37.000]  that are mentioning Quigley's texts, people like Isaiah Berlin, I think,
[03:36:37.000 --> 03:36:39.000]  people like Carl Popper.
[03:36:39.000 --> 03:36:43.000]  This is why Soros's name is the institution that opens the Society Institute.
[03:36:43.000 --> 03:36:45.000]  That's Carl Popper's book.
[03:36:45.000 --> 03:36:50.000]  So there's a handful of kind of high-level philosophical academics
[03:36:50.000 --> 03:36:54.000]  who've been recruited into this according to Quigley since in the 20th century.
[03:36:54.000 --> 03:36:58.000]  So there might be one or two academics that are philosophers or whatever.
[03:36:58.000 --> 03:37:01.000]  For the most part, this is people in international relations,
[03:37:01.000 --> 03:37:05.000]  people who are lawyers, people who are high-level CEOs, business people.
[03:37:05.000 --> 03:37:08.000]  That's who's recruited into this kind of stuff.
[03:37:08.000 --> 03:37:14.000]  And so they were already pulling information about this out of the libraries
[03:37:14.000 --> 03:37:16.000]  back in the 60s, 70s, and 80s.
[03:37:16.000 --> 03:37:22.000]  And if you go and look up the day tapes, this is a really important overlooked piece of research.
[03:37:22.000 --> 03:37:28.000]  There was a conference held in the late 60s under the Planned Parenthood organization
[03:37:28.000 --> 03:37:32.000]  of all the top doctors in the United States at that time.
[03:37:32.000 --> 03:37:37.000]  So this is the elite doctors, and they were all brought to this one location
[03:37:37.000 --> 03:37:42.000]  to be taught by the head of Planned Parenthood under the Rockefeller ages
[03:37:42.000 --> 03:37:48.000]  that there's a plan to have enforced vaccinations of all Americans
[03:37:48.000 --> 03:37:52.000]  to have implantable chips or some kind of RFID tracking.
[03:37:52.000 --> 03:37:57.000]  At that time, it was pretty low-tech, so now it's a lot more advanced with nanotech, right?
[03:37:57.000 --> 03:38:05.000]  There was a plan to increase through degeneracy and sexual control
[03:38:05.000 --> 03:38:10.000]  the complete changing of the moral landscape of American sexuality.
[03:38:10.000 --> 03:38:13.000]  That was all mentioned in this 1969 plan.
[03:38:13.000 --> 03:38:15.000]  Look up the New Order of Barbarians.
[03:38:15.000 --> 03:38:18.000]  The whole four-hour lecture is on YouTube if you want to find that.
[03:38:18.000 --> 03:38:21.000]  And that lays out actually this whole conference, his plans.
[03:38:21.000 --> 03:38:26.000]  Now, the reason we know about that is because one of those doctors that was there happened to be a Catholic,
[03:38:26.000 --> 03:38:31.000]  and he went to, in the 1980s, they called it a pro-life league.
[03:38:31.000 --> 03:38:36.000]  I don't know if it still exists anymore, but then he leaked this and so it's known as the daytaves.
[03:38:36.000 --> 03:38:41.000]  And I think a lot of people kind of like the silent weapons for quiet wars documents,
[03:38:41.000 --> 03:38:45.000]  they probably thought this was something very speculative or a conspiracy theory,
[03:38:45.000 --> 03:38:51.000]  which might be plausible had we not gotten into a situation where now by 2023
[03:38:51.000 --> 03:38:54.000]  most of the things mentioned in that have rolled out, right?
[03:38:54.000 --> 03:39:00.000]  And who would have thought at that time that you would have the push for things like universal basic income,
[03:39:00.000 --> 03:39:06.000]  the push for total technocracy, the push for changing your gender.
[03:39:06.000 --> 03:39:10.000]  All of that stuff was mentioned back in the late 60s in this document.
[03:39:10.000 --> 03:39:17.000]  Also, look up the Barrelson Jaffe memo, which is also fostered by the Rockefeller Foundation as well.
[03:39:17.000 --> 03:39:20.000]  It's sent out to all the Planned Parenthoods, and it says the same thing,
[03:39:20.000 --> 03:39:27.000]  creation of technocracy, getting rid of having families, basically promoting every type of sexuality,
[03:39:27.000 --> 03:39:32.000]  not because of anything to do with freedom or liberty, but rather to do with the reorganization of society.
[03:39:32.000 --> 03:39:39.000]  So you have to understand that all of this makes perfect sense when we look at it from a psychological warfare,
[03:39:39.000 --> 03:39:41.000]  from a war perspective.
[03:39:41.000 --> 03:39:43.000]  It's warfare that's being waged.
[03:39:43.000 --> 03:39:48.000]  And culture and economic warfare are two elements of warfare that most people don't know about.
[03:39:48.000 --> 03:39:52.000]  People think of warfare as tanks and bombs and soldiers. No, no, no. That's old school.
[03:39:52.000 --> 03:40:00.000]  Warfare, especially in the 20th century, developed into economic warfare, developed into culture warfare,
[03:40:00.000 --> 03:40:06.000]  and the creation of toxic culture as a form of ideological cywar.
[03:40:06.000 --> 03:40:09.000]  If you don't understand that, you'll never understand what's going on around you.
[03:40:09.000 --> 03:40:14.000]  You'll never understand that all of pop culture is basically toxic culture creation.
[03:40:14.000 --> 03:40:18.000]  It all comes out of MKL dream.
[03:40:18.000 --> 03:40:22.000]  And it's just, and even myself, somebody who studies this all the time.
[03:40:22.000 --> 03:40:28.000]  I mean, it was new to me that I didn't even know about the post-war PsiOps experiments in reeducation
[03:40:28.000 --> 03:40:31.000]  in terms of the post-war Germany, post-war Axis powers.
[03:40:31.000 --> 03:40:36.000]  And then I already didn't know about the post for the Cold War experimentation in culture creation.
[03:40:36.000 --> 03:40:38.000]  So here we are every day.
[03:40:38.000 --> 03:40:39.000]  We're learning new things.
[03:40:39.000 --> 03:40:42.000]  Things come out, historians, bright new information.
[03:40:42.000 --> 03:40:46.000]  Why history is so important. If we don't know history, we're doomed to repeat it.
[03:40:46.000 --> 03:40:54.000]  So what are the areas of society that this plan for 100 plus years, 120 years has been attempted to reorganize all areas of society?
[03:40:54.000 --> 03:41:01.000]  The church, church is now being reorganized into after the introduction of ecumenism,
[03:41:01.000 --> 03:41:06.000]  higher critical liberalism, and the idea of the social gospel, liberation of theology.
[03:41:06.000 --> 03:41:11.000]  It is to turn the church not into an institution focused on repentance and belief in resurrection of Christ,
[03:41:11.000 --> 03:41:16.000]  or this kind of stuff, but rather to turn it into an NGO or a tool of soft power.
[03:41:16.000 --> 03:41:21.000]  During the Cold War, with C.D. Jackson and the Doctrine and Warfare program of the CIA,
[03:41:21.000 --> 03:41:25.000]  which is now declassified, now well-known, look at David Wimphoss book.
[03:41:25.000 --> 03:41:34.000]  Now that is a change from the promotion of Americanism to turning the churches into institutions of a new global religion.
[03:41:34.000 --> 03:41:37.000]  Pachamama, that kind of stuff.
[03:41:37.000 --> 03:41:41.000]  That's the end goal of the world religion ecuminous movement.
[03:41:41.000 --> 03:41:43.000]  Now is its new phase.
[03:41:43.000 --> 03:41:53.000]  Its next phase is to, as Aldous Huxley says in the primal philosophy, create a new generic world religion where all the world religions blend into John Blob.
[03:41:53.000 --> 03:41:55.000]  Education, right?
[03:41:55.000 --> 03:42:00.000]  Madame Blavatsky, Horace Mann, John Dewey, all of these socialists and theosophists.
[03:42:00.000 --> 03:42:07.000]  Theosophists are basically the creation of the Fabian Milner social circles as well, socialist circles.
[03:42:07.000 --> 03:42:10.000]  It's a Fabian socialist institution as well.
[03:42:10.000 --> 03:42:21.000]  They all said, let's change education to be not something where you learn to critically think, but you become the socialized cog in a giant system.
[03:42:21.000 --> 03:42:29.000]  So it's a socialization tool, public schooling in America, not a tool to create critical thinkers.
[03:42:29.000 --> 03:42:34.000]  The state, the state becomes an engine of the march of God in history, as Hegel said.
[03:42:34.000 --> 03:42:37.000]  Hegel is the ultimate statist, right?
[03:42:37.000 --> 03:42:42.000]  And the technocratic state is a combination of Hegel and Plato.
[03:42:42.000 --> 03:42:47.000]  It's the idea of the state basically being the voice of God in history.
[03:42:47.000 --> 03:42:51.000]  And so it determines truth and falsehood, the corporate state.
[03:42:51.000 --> 03:42:53.000]  Don't go anywhere.
[03:42:53.000 --> 03:42:54.000]  This is the Alex Jones Show.
[03:42:54.000 --> 03:42:57.000]  I'm your guest host, Jay Dyer of jasonalsus.com.
[03:42:57.000 --> 03:43:06.000]  Mark Twain, one of America's greatest writers and satirist in minds, famously said more than 150 years ago,
[03:43:06.000 --> 03:43:10.000]  rumors of his demise had been greatly exaggerated.
[03:43:10.000 --> 03:43:14.000]  Because the newspapers kept saying he died decades before he did die.
[03:43:14.000 --> 03:43:16.000]  And it's the same psi-op today.
[03:43:16.000 --> 03:43:24.000]  Info wars is more influential and more powerful than ever because of your support and because of the facts of what we've covered is coming true.
[03:43:24.000 --> 03:43:29.000]  But if they can convince you we've been shut down, if they can convince you that we're going away,
[03:43:29.000 --> 03:43:33.000]  and you stop supporting, you stop spreading the word, then they do win.
[03:43:33.000 --> 03:43:37.000]  Ladies and gentlemen, there's only one group of people that can shut down info wars.
[03:43:37.000 --> 03:43:39.000]  And that's you, the viewers and listeners.
[03:43:39.000 --> 03:43:41.000]  If you decide we're done, we're done.
[03:43:41.000 --> 03:43:46.000]  If you decide to go to infowarstore.com and get supplements and books and films and t-shirts and so much more,
[03:43:46.000 --> 03:43:48.000]  we will stay on the air indefinitely.
[03:43:48.000 --> 03:43:50.000]  It is all in your hands.
[03:43:50.000 --> 03:43:55.000]  Thanks for your support, stand up against the globalists, go to infowarstore.com right now and keep us on air.
[03:43:55.000 --> 03:43:57.000]  It's up to you.
[03:43:57.000 --> 03:44:01.000]  Once a tragedy reaches a level of national significance,
[03:44:01.000 --> 03:44:08.000]  American citizens should be allowed to basically question that event in any way that they deem fit.
[03:44:08.000 --> 03:44:10.000]  The First Amendment is unique in the world.
[03:44:10.000 --> 03:44:13.000]  That's what they want to take away, your ability to speak freely.
[03:44:13.000 --> 03:44:15.000]  So they're going to go for Mike Lindell next.
[03:44:15.000 --> 03:44:16.000]  Or they're going to go for Steve Bannon.
[03:44:16.000 --> 03:44:18.000]  Or they're going to go for Tucker Carlson.
[03:44:18.000 --> 03:44:21.000]  I studied the globalists 30 years ago, but on air 28 years.
[03:44:21.000 --> 03:44:23.000]  And I knew they were planning all of this.
[03:44:23.000 --> 03:44:25.000]  And I warned the public as a modern Paul Revere.
[03:44:25.000 --> 03:44:27.000]  But I couldn't have done it without your support.
[03:44:27.000 --> 03:44:31.000]  And now because we've been so successful warning the population of the planet, not just America,
[03:44:31.000 --> 03:44:35.000]  we're public enemy number one when it comes to the globalist agenda.
[03:44:35.000 --> 03:44:40.000]  That's why it's more important than ever to realize how successful info wars has been because of your past support.
[03:44:40.000 --> 03:44:42.000]  So I salute you and I thank you.
[03:44:42.000 --> 03:44:44.000]  And I ask you now, the critical juncture of the battle,
[03:44:44.000 --> 03:44:49.000]  free double your efforts of visiting infowarstore.com and getting amazing products that keep us on air.
[03:44:49.000 --> 03:44:54.000]  1776 is the promo code. The destination is infowarstore.com.
[03:44:54.000 --> 03:44:56.000]  And I thank you all for your support.
[03:44:56.000 --> 03:45:01.000]  Like a rock thrown into a pond, your actions, even though they may seem little,
[03:45:01.000 --> 03:45:04.000]  have a massive ripple effect throughout time and space.
[03:45:04.000 --> 03:45:06.000]  We're actually winning the info war.
[03:45:06.000 --> 03:45:11.000]  And when you realize that Band-Aught Video has hundreds and hundreds of censored directors
[03:45:11.000 --> 03:45:16.000]  and investigative journalists and talk show hosts whose information is beyond incredible,
[03:45:16.000 --> 03:45:22.000]  hundreds of medical doctors and scientists, all of them right now telling the truth at Band-Aught Video.
[03:45:22.000 --> 03:45:24.000]  Millions of people today visiting Band-Aught Video.
[03:45:24.000 --> 03:45:28.000]  But you can take that information and cause a bigger ripple effect,
[03:45:28.000 --> 03:45:34.000]  an amplifying effect and make sure it gets out to your friends, your family, your neighbors and perfect strangers.
[03:45:34.000 --> 03:45:36.000]  You are the modern Paul Revere's.
[03:45:36.000 --> 03:45:40.000]  You are what takes our information and amplifies it.
[03:45:40.000 --> 03:45:45.000]  When you decide to take action, we as a species and as a race are invincible.
[03:45:45.000 --> 03:45:50.000]  So I thank you all for your past action and I challenge you to redouble your efforts now
[03:45:50.000 --> 03:45:53.000]  because humanity and the children are counting on you.
[03:45:58.000 --> 03:46:02.000]  Introducing our new incredible supplement line in Force MD.
[03:46:02.000 --> 03:46:06.000]  Now in 60 seconds, it's hard to tell you how incredible these products are,
[03:46:06.000 --> 03:46:12.000]  but all of these products are already sold on store shelves under other brand names
[03:46:12.000 --> 03:46:15.000]  for up to twice the cost we're selling it to you.
[03:46:15.000 --> 03:46:17.000]  These are high-end. These are the very best.
[03:46:17.000 --> 03:46:20.000]  You know our body's ultimate turmeric formula is amazing?
[03:46:20.000 --> 03:46:26.000]  Well, guess what? We now have Turmeric 95 that's basically the same formula for a lower price.
[03:46:26.000 --> 03:46:32.000]  CBD oil of the highest quality, up to 50% less than major competitors
[03:46:32.000 --> 03:46:36.000]  selling the exact high-quality full-spectrum CBD.
[03:46:36.000 --> 03:46:41.000]  And it goes on for all the new M4Wars MD products at M4WarsStore.com.
[03:46:41.000 --> 03:46:47.000]  The highest quality directly from the manufacturer to your door at prices up to 50%
[03:46:47.000 --> 03:46:51.000]  in some cases 100% lower than what they're sold for in stores.
[03:46:51.000 --> 03:46:53.000]  M4Wars MD at M4WarsStore.com.
[03:46:53.000 --> 03:46:58.000]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:47:23.000 --> 03:47:24.000]  Hi.
[03:47:26.000 --> 03:47:29.000]  So, if you didn't say that, I didn't.
[03:47:29.000 --> 03:47:31.000]  I'll give you a little message.
[03:47:31.000 --> 03:47:33.000]  They wouldn't call themselves Hegelians.
[03:47:33.000 --> 03:47:36.000]  You've probably heard of Hegel from, if you're an M4Wars fan,
[03:47:36.000 --> 03:47:38.000]  or if you've listened to, you know, people in the alternative media,
[03:47:38.000 --> 03:47:40.000]  thesis antithesis synthesis, right?
[03:47:40.000 --> 03:47:44.000]  And we know that that's a technique of kind of manipulation and social control
[03:47:44.000 --> 03:47:48.000]  and psychological warfare techniques to manipulate with false dialectics
[03:47:48.000 --> 03:47:53.000]  and then present you with the synthesis, which is the solution to this manufactured thing.
[03:47:53.000 --> 03:47:55.000]  Well, for Hegel, it was something much more than that.
[03:47:55.000 --> 03:48:02.000]  It was actually the process of reality itself was in his thesis antithesis synthesis.
[03:48:02.000 --> 03:48:07.000]  And all of history is kind of working itself out to this, what he called an omega point,
[03:48:07.000 --> 03:48:10.000]  which is where all of reality would become God.
[03:48:10.000 --> 03:48:14.000]  And so he's very influential in certain ways to transhumanism.
[03:48:14.000 --> 03:48:20.000]  And his vehement critic, Nietzsche, was also influential for transhumanists
[03:48:20.000 --> 03:48:22.000]  because Nietzsche thought of the ubermensch, right?
