[00:00:00.817 --> 00:00:02.922]  We are drugged out!
[03:16:44.367 --> 03:16:47.369]  You can easily find Sunny Bay Heating Pads on Amazon.
[03:16:47.369 --> 03:16:50.931]  Just go to Amazon.com and search for Sunny Bay Heating Pads.
[03:16:53.757 --> 03:16:56.039]  You have been lied to.
[03:16:56.039 --> 03:16:57.760]  My name is Kevin Shipp.
[03:16:57.760 --> 03:17:00.462]  I'm a former decorated CIA officer.
[03:17:00.462 --> 03:17:05.807]  Finally someone has come out and written what I think is the best ex-mose on the shadow government ever.
[03:17:05.807 --> 03:17:11.491]  We're in a constitutional crisis and our government is now being run and ruled by a shadow government.
[03:17:11.491 --> 03:17:14.534]  We gotta get this out because just because you're awake, folks, doesn't mean other people are.
[03:17:15.034 --> 03:17:18.017]  This is critical to get, to read, to give to the library, to give to your church.
[03:17:18.017 --> 03:17:20.720]  Get them right now at KillingUncleSamBook.com.
[03:17:20.720 --> 03:17:23.062]  KillingUncleSamBook.com.
[03:17:23.062 --> 03:17:26.506]  Water is the single most important thing your body needs.
[03:17:26.506 --> 03:17:29.829]  So you want to be sure it's the best for you and your family.
[03:17:29.829 --> 03:17:33.893]  Since 2005, thousands have depended on Berkey Purified Water.
[03:17:34.093 --> 03:17:38.697]  The Berkey Guy provides the lowest price filtration systems in every size.
[03:17:38.697 --> 03:17:44.281]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[03:17:44.281 --> 03:17:44.401]  877-886-3653.
[03:17:44.401 --> 03:17:44.742]  GoBerkey.com.
[03:17:54.264 --> 03:17:58.225]  Living in volcano may sound more dramatic than it really is.
[03:17:58.225 --> 03:18:01.506]  The real drama can be found here in Leilani Estates.
[03:18:01.506 --> 03:18:07.768]  But a lot of us on the Big Island rely on rainwater and we need to be concerned about ash and acid rain.
[03:18:07.768 --> 03:18:10.549]  Volcanic ash may contain heavy metal particles.
[03:18:11.289 --> 03:18:15.114]  An acid rain could lower the pH of the water to unhealthy levels.
[03:18:15.114 --> 03:18:21.581]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[03:18:21.581 --> 03:18:26.547]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[03:18:27.287 --> 03:18:31.208]  Next, we tested the water from our Alexa Pure gravity filter.
[03:18:31.208 --> 03:18:38.430]  And not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[03:18:38.430 --> 03:18:43.651]  As it turns out, the filter on the Alexa Pure raises the pH of the water.
[03:18:43.651 --> 03:18:49.333]  So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[03:18:49.333 --> 03:18:53.294]  But more importantly, a good water filtration system will purify it.
[03:18:54.212 --> 03:19:04.797]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[03:19:04.797 --> 03:19:06.879]  That's why I'm introducing Z-Shield.
[03:19:06.879 --> 03:19:09.740]  Toxic Metal and Chemical Defense Support.
[03:19:09.740 --> 03:19:11.241]  It's made in the USA.
[03:19:11.241 --> 03:19:11.341]  It's
[03:19:11.561 --> 03:19:11.801]  I think?
[03:19:34.929 --> 03:19:46.655]  Patriots stay as healthy and as clean and as focused as you can be because we need you, the remnant of America, to reignite those rush fires to the next level and to be healthy and as focused as you can be.
[03:19:46.655 --> 03:19:49.937]  Thanks to your support and your prayers, together we're changing the world.
[03:19:49.937 --> 03:19:52.338]  Now it's time to change our bodies with Z-Shield.
[03:19:52.338 --> 03:19:57.720]  Infowarslife.com.
[03:19:57.720 --> 03:20:00.342]  You're listening to the Alex Jones Show.
[03:20:20.308 --> 03:20:29.151]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[03:20:32.284 --> 03:20:35.145]  Well, it's not Alex Jones exactly.
[03:20:35.145 --> 03:20:38.325]  It's the Alex Jones Show InfoWars.
[03:20:38.325 --> 03:20:40.226]  And this is Gerald Cilenti.
[03:20:40.226 --> 03:20:45.967]  And what an honor and privilege to be on InfoWars.
[03:20:45.967 --> 03:20:52.229]  And it was talking a lot about the economy before and rising oil prices and interest rates.
[03:20:52.229 --> 03:20:56.030]  So here's one of the things that I do as a trend forecaster.
[03:20:56.030 --> 03:20:59.351]  I still read old newspapers, the old print.
[03:20:59.351 --> 03:21:00.691]  And what I do is I mark up
[03:21:01.544 --> 03:21:05.325]  The salient points of the stories.
[03:21:05.325 --> 03:21:06.366]  And there's one here.
[03:21:06.366 --> 03:21:14.949]  Khan faces immediate economic test as Pakistan eyes $12 billion IMF bailout.
[03:21:14.949 --> 03:21:17.430]  And you know what the IMF is, right?
[03:21:17.430 --> 03:21:20.491]  The International Mafia Federation.
[03:21:20.491 --> 03:21:24.393]  That the White Shoe Boys like to call the International Monetary Fund.
[03:21:24.393 --> 03:21:27.434]  But it's of course no fun for anybody.
[03:21:28.567 --> 03:21:43.799]  Pakistan is drawing up plans to seek its largest ever bailout from the IMF, with senior finance officials set to present the option to Imran Khan soon after he takes office.
[03:21:43.799 --> 03:21:58.170]  Any loan from the IMF, which officials believe is necessary to resolve the country's escalating foreign reserves crisis, would see the fund impose restrictions on public spending
[03:21:59.540 --> 03:22:13.002]  Such limits would make it difficult for Pakistan's new leader to fulfill some of his election promises, such as building, quote, an Islamic welfare state.
[03:22:13.002 --> 03:22:15.923]  I mention this for two reasons.
[03:22:15.923 --> 03:22:21.584]  Again, I was talking about the currency crisis.
[03:22:21.584 --> 03:22:27.345]  Because the stronger the dollar gets, the weaker emerging market currencies go.
[03:22:29.076 --> 03:22:36.481]  And its foreign currency reserves have declined rapidly in recent months.
[03:22:36.481 --> 03:22:49.189]  As ready for this, higher oil prices have pushed up the cost of imports, while exports continue to lag.
[03:22:49.189 --> 03:22:50.930]  That's what I was saying before.
[03:22:50.930 --> 03:22:53.552]  Again, history before it happens.
[03:22:53.552 --> 03:22:58.275]  We write about these issues and speak about them before they make the papers.
[03:22:59.122 --> 03:23:03.746]  This is only one of the emerging markets that's going to submerge.
[03:23:03.746 --> 03:23:12.955]  The other point I want to make here is that they said that it's going to be difficult for the leader to fulfill some of his election promises.
[03:23:12.955 --> 03:23:20.642]  So many of these clowns running for office make these election promises and never fulfill them.
[03:23:20.642 --> 03:23:23.325]  But they get away with it.
[03:23:23.325 --> 03:23:23.805]  How come?
[03:23:25.612 --> 03:23:27.153]  Because they're politicians.
[03:23:27.153 --> 03:23:30.515]  And I say, Google up the definition of politician.
[03:23:30.515 --> 03:23:32.656]  Someone who runs for elected office, blah, blah, blah, blah.
[03:23:32.656 --> 03:23:40.321]  The second part, a person that's manipulative and devious, typically to gain advancement within an organization.
[03:23:40.321 --> 03:23:42.842]  So they'll say anything to get elected.
[03:23:42.842 --> 03:23:46.305]  And this guy's been running a long time to do so.
[03:23:46.305 --> 03:23:47.585]  I want to stay on this story.
[03:23:47.585 --> 03:23:48.826]  One more point here.
[03:23:48.826 --> 03:23:50.187]  Many analysts believe
[03:23:51.107 --> 03:24:01.252]  A return to the IMF is inevitable and will come with damaging consequences for economic growth.
[03:24:01.252 --> 03:24:04.153]  Short-term economic growth.
[03:24:04.153 --> 03:24:04.814]  Yeah?
[03:24:04.814 --> 03:24:06.174]  Guess what?
[03:24:06.174 --> 03:24:07.675]  Take a look at Greece.
[03:24:07.675 --> 03:24:10.196]  Long-term economic growth.
[03:24:10.196 --> 03:24:19.581]  And again, it's great being on with InfoWars and the reason I'm on InfoWars and I support it is because it's the truth.
[03:24:19.946 --> 03:24:27.589]  That people are looking for, that you can't find in other places, and products that they have that you won't find in many places either.
[03:24:27.589 --> 03:24:34.552]  And they're introducing a powerful line of fish oils from InfoWars Life.
[03:24:34.552 --> 03:24:42.195]  25% off each bottle, or as we used to say in the Bronx, bottle, and 40% off combo.
[03:24:45.202 --> 03:24:51.523]  For years, fish oils have been one of the most recognized supplements in the market, and for good reason.
[03:24:51.523 --> 03:25:04.846]  Studies have suggested that fish oils and fish oil supplements can decrease the growth rate of plaque, slightly lower blood pressure, and prevent cognitive decline.
[03:25:04.846 --> 03:25:12.948]  That's why the InfoWars team worked hard to create a series of fish oils to help you boost your mind and body.
[03:25:13.993 --> 03:25:31.087]  With unlimited fish oil, ultimate fish oil, excuse me, ultimate krill oil, and honor roll added to you and your child's daily supplement routine, you could take advantage of the true power of fish oils.
[03:25:31.087 --> 03:25:36.051]  And remember, 25% off each bottle, 40% off the combo.
[03:25:36.051 --> 03:25:42.937]  So, I'm going to stay on these emerging markets because all things are connected.
[03:25:44.065 --> 03:25:47.886]  And what could bring the economy back in a way?
[03:25:47.886 --> 03:25:53.008]  And what could bring strength back in a way that we haven't seen before?
[03:25:53.008 --> 03:25:59.910]  Well, here's a forecast I'm going to make and you're the first to hear it.
[03:25:59.910 --> 03:26:08.093]  There's a major story today here in the Wall Street Journal.
[03:26:08.093 --> 03:26:11.774]  In Afghanistan, U.S.
[03:26:11.774 --> 03:26:12.274]  sees
[03:26:13.081 --> 03:26:16.922]  Signs of peace.
[03:26:16.922 --> 03:26:19.523]  There it is.
[03:26:19.523 --> 03:26:25.265]  When have you read a headline like this before about Afghanistan?
[03:26:25.265 --> 03:26:29.926]  I believe peace is on the horizon.
[03:26:29.926 --> 03:26:40.489]  Today, Trump has fulfilled two of the three issues that he said he was going to talk about, but that he did talk about.
[03:26:41.209 --> 03:26:44.331]  Big issues during his campaign.
[03:26:44.331 --> 03:26:51.215]  One was to renegotiate the trade deals, which he's doing.
[03:26:51.215 --> 03:26:53.897]  Another one was tax cuts.
[03:26:53.897 --> 03:26:59.180]  And that's why we said there's going to be a Trump rally.
[03:26:59.180 --> 03:27:00.741]  Because we know what the tax cuts do.
[03:27:00.741 --> 03:27:04.083]  A lot of the money goes into stock buybacks.
[03:27:04.083 --> 03:27:05.664]  We're realists.
[03:27:05.664 --> 03:27:08.966]  And you're looking at stock buyback and merger and acquisition activity.
[03:27:08.966 --> 03:27:10.907]  This part of the term
[03:27:11.718 --> 03:27:14.039]  The year at record levels.
[03:27:14.039 --> 03:27:17.280]  And number three, he promised to rebuild the infrastructure.
[03:27:17.280 --> 03:27:24.902]  That hasn't happened yet, and his proposals to do so are very weak.
[03:27:24.902 --> 03:27:27.243]  Here is the trend.
[03:27:27.243 --> 03:27:40.908]  Trump is going to follow Gerald Cilenti's occupied peace plan in bringing the troops home, closing unnecessary bases overseas,
[03:27:42.757 --> 03:27:48.121]  And put them to work rebuilding our rotted infrastructure.
[03:27:48.121 --> 03:27:55.105]  It is one of the elements, the second element of my Occupy Peace program.
[03:27:55.105 --> 03:27:59.388]  Once upon a time in the 1930s, there was the Work Progress Administration.
[03:27:59.388 --> 03:28:05.532]  Hoover Dam, all these places, they put the people to work rebuilding our country and building it.
[03:28:05.532 --> 03:28:09.315]  A Troops Progress Administration.
[03:28:09.315 --> 03:28:10.696]  That's what you're going to see.
[03:28:11.517 --> 03:28:13.618]  That's our forecast.
[03:28:13.618 --> 03:28:15.199]  You heard it first.
[03:28:15.199 --> 03:28:34.172]  The troops are going to come back and instead of rebuilding infrastructures destroyed in wars, they're going to rebuild infrastructures in the United States that have been destroyed by time and very little spending.
[03:28:34.172 --> 03:28:35.313]  That's our forecast.
[03:28:35.313 --> 03:28:38.915]  We'll be right back with more Trends In The News.
[03:28:53.203 --> 03:28:55.785]  Get the ultimate knife at an ultimate price.
[03:28:55.785 --> 03:28:57.506]  The Fox Karambit Knife.
[03:28:57.506 --> 03:28:59.167]  Finally available in the U.S.
[03:28:59.167 --> 03:29:01.929]  The Fox Karambit Knife opens with one hand.
[03:29:01.929 --> 03:29:03.970]  Faster than you can pull a handgun.
[03:29:03.970 --> 03:29:08.213]  For utility, for defense, and for way less than other knives of this caliber.
[03:29:08.213 --> 03:29:10.375]  Go to TheUltimateKnife.com.
[03:29:10.375 --> 03:29:12.556]  Truly the best knife you will ever own.
[03:29:12.556 --> 03:29:15.518]  And only available at TheUltimateKnife.com.
[03:29:15.518 --> 03:29:18.280]  Use promo code RADIO at checkout for free shipping.
[03:29:18.280 --> 03:29:20.781]  Get the ultimate knife at the ultimate price.
[03:29:20.781 --> 03:29:22.162]  At TheUltimateKnife.com.
[03:29:23.383 --> 03:29:27.246]  Tired of being censored by Facebook, YouTube, Twitter, and Patreon?
[03:29:27.246 --> 03:29:28.967]  Well, now you don't have to be.
[03:29:28.967 --> 03:29:34.050]  Oneway.com is the free speech and human-friendly social network built just for you.
[03:29:34.050 --> 03:29:35.711]  Stop feeding the beast.
[03:29:35.711 --> 03:29:44.176]  Every post you make on those evil, anti-human, anti-American, perverted sites helps them destroy our families, our country, and our souls.
[03:29:44.176 --> 03:29:46.958]  Join Oneway today and take back your liberty.
[03:29:46.958 --> 03:29:51.220]  Your free speech alternative is waiting for you at Oneway.com.
[03:29:51.220 --> 03:29:51.781]  Oneway.com.
[03:29:54.141 --> 03:30:01.826]  Do you realize that when you spread the links from InfoWars.com, when you spread the videos, you are changing the world?
[03:30:01.826 --> 03:30:02.307]  It's you!
[03:30:03.413 --> 03:30:05.596]  That has defeated Hillary and the globalists.
[03:30:05.596 --> 03:30:14.346]  It is you, the info warriors, across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[03:30:14.346 --> 03:30:18.911]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[03:30:18.911 --> 03:30:20.372]  You are the info warrior.
[03:30:20.372 --> 03:30:23.896]  And now because of their intensifying censorship, it's more important than ever
[03:30:24.557 --> 03:30:35.942]  That everyone go to InfoWars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[03:30:35.942 --> 03:30:43.926]  And so now I ask you more than ever to share the InfoWars.com articles, to share the videos, to tell people about the local stations you're listening to.
[03:30:43.926 --> 03:30:50.970]  The bare minimum you can do is sign up for the free newsletter at InfoWars.com forward slash newsletter.
[03:30:50.970 --> 03:30:53.711]  We are the Renaissance and we are winning!
[03:30:59.008 --> 03:31:01.369]  The Real Red Pill Plus, ladies and gentlemen.
[03:31:01.369 --> 03:31:04.811]  Our team is constantly on the lookout for newer and better ways to improve our products.
[03:31:04.811 --> 03:31:11.835]  That's why we're bringing you a brand new version of one of the newest fan-favorite products, The Real Red Pill Plus.
[03:31:11.835 --> 03:31:16.678]  The Real Red Pill Plus is an all-new version of the powerhouse pregnenum product.
[03:31:16.678 --> 03:31:24.362]  It features the same great formula that supports your heart, brain, healthy aging process, with an all-new natural caffeine boost included.
[03:31:24.802 --> 03:31:31.248]  A powerful pregnenone base, the Real Red Pill, has quickly become one of our fellow InfoWarriors' favorite products.
[03:31:31.248 --> 03:31:41.738]  Now, with an extra proprietary energy blend inside, including green tea extract, yerba mate, leaf extract, and more, you can get that extra pick-me-up while supporting your mind and body in a healthy way.
[03:31:41.738 --> 03:31:46.362]  It's got all the great stuff that Real Red Pill has, but it's also got the boost in it.
[03:31:46.362 --> 03:31:50.186]  Get the Real Red Pill Plus at InfoWarStore.com.
[03:31:54.295 --> 03:31:56.617]  Fueling your body is hard work.
[03:31:56.617 --> 03:32:02.401]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[03:32:02.401 --> 03:32:10.828]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[03:32:10.828 --> 03:32:13.050]  There's no better way to power your body.
[03:32:13.570 --> 03:32:20.474]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[03:32:20.474 --> 03:32:30.940]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[03:32:31.620 --> 03:32:33.441]  You're listening to the Alex Jones Show!
[03:33:17.865 --> 03:33:26.350]  The world is a dangerous place, not because of evil, but because of those who look on and do nothing.
[03:33:26.350 --> 03:33:30.713]  If you are receiving this transmission, you are the resistance.
[03:33:30.713 --> 03:33:34.895]  We now take you live to the Central Texas Command Center.
[03:33:34.895 --> 03:33:38.938]  It's Alex Jones.
[03:33:38.938 --> 03:33:43.060]  It's not actually Alex Jones, it's the Alex Jones Show.
[03:33:43.060 --> 03:33:44.961]  Sitting at the Alex today, it's a real honor.
[03:33:44.961 --> 03:33:46.102]  This is Gerald Cilenti.
[03:33:47.108 --> 03:33:51.349]  Live from uptown Kingston, New York, where the seeds of democracy were sown.
[03:33:51.349 --> 03:33:52.590]  That's right.
[03:33:52.590 --> 03:34:00.372]  Right over here, the Four Corners, the only place in the USA with three pre-Revolutionary War stone buildings on each corner.
[03:34:00.372 --> 03:34:01.472]  1750, 1691, 1774, and 1763.
[03:34:01.472 --> 03:34:03.973]  Actually, the foundation of the 1763 one goes back to pre-1700s.
[03:34:03.973 --> 03:34:05.453]  That was burnt down.
[03:34:05.453 --> 03:34:06.833]  The British burnt down the joint.
[03:34:16.966 --> 03:34:17.647]  Back in 1777.
[03:34:17.647 --> 03:34:22.230]  That's when they moved this from the first capital of New York State.
[03:34:22.230 --> 03:34:25.333]  They moved it up to Albany after the British burnt it down.
[03:34:25.333 --> 03:34:33.179]  So the seeds of democracy was sown here, so I'm honored to be on with Alex Jones because I am a true American.
[03:34:33.179 --> 03:34:37.002]  I'm an American firster at all levels.
[03:34:37.002 --> 03:34:40.805]  When you talk about trade and tariffs, I'm all for them.
[03:34:40.805 --> 03:34:42.707]  I want a made-in-America country.
[03:34:43.544 --> 03:34:49.086]  Yeah, I want to buy, you know, some nice prosciutto from Italy or some fine wine from France.
[03:34:49.086 --> 03:34:52.046]  You know, luxury items, sure, why not?
[03:34:52.046 --> 03:35:06.670]  But, how about a country that now imports 97% of its shoes and clothing from foreign nations made by slave laborers so multinationals can make more money?
[03:35:06.670 --> 03:35:08.791]  I believe in a self-sustaining economy.
[03:35:09.582 --> 03:35:14.504]  I believe we have everything we need to make it here and to make it ourselves.
[03:35:14.504 --> 03:35:20.547]  I remember as a young man when there were places that used to make shoes and shirts, mills.
[03:35:20.547 --> 03:35:22.867]  I remember the garment district down in New York.
[03:35:22.867 --> 03:35:28.070]  I have my picture of my Aunt Zizi over there from my book, When Zizi Gave Honey Boy.
[03:35:28.070 --> 03:35:30.751]  You know, so rest in peace.
[03:35:30.751 --> 03:35:35.633]  She used to do piecework at a garment factory.
[03:35:35.633 --> 03:35:38.634]  And she used to tell me how her hands were really, really quick.
[03:35:39.221 --> 03:35:40.983]  And they got paid by the number of pieces.
[03:35:40.983 --> 03:35:50.050]  And then after she did enough, then she'd go over down to Times Square and listen to Benny Goodman back in the big band days.
[03:35:50.050 --> 03:35:53.293]  And I want to mention that as well, because it has a lot to do with it.
[03:35:53.293 --> 03:35:55.115]  Think of it.
[03:35:55.115 --> 03:36:01.140]  The big band era, the 1930s, the Great Depression, America's down and out, man.
[03:36:01.140 --> 03:36:02.201]  The Great Recession.
[03:36:02.201 --> 03:36:03.382]  Forget about it.
[03:36:03.382 --> 03:36:05.264]  You take a look at the Great Depression.
[03:36:05.264 --> 03:36:06.965]  Now we're really talking misery.
[03:36:07.912 --> 03:36:13.014]  And look at the old photos of people, all dressed to the nines, right?
[03:36:13.014 --> 03:36:14.814]  And the music is swinging.
[03:36:14.814 --> 03:36:20.016]  You know, it's happy days a year again, you know?
[03:36:20.016 --> 03:36:24.977]  Leave your troubles by the doorstep and go to the sunny side of the street.
[03:36:24.977 --> 03:36:28.699]  One song uplifting after another.
[03:36:28.699 --> 03:36:30.959]  What was different about then and now?
[03:36:30.959 --> 03:36:36.521]  Well, a lot of things, but one big thing goes back to the story that I showed you.
[03:36:38.376 --> 03:36:40.896]  In Afghanistan, U.S.
[03:36:40.896 --> 03:36:44.617]  sees signs of peace.
[03:36:44.617 --> 03:36:46.797]  Peace.
[03:36:46.797 --> 03:36:50.058]  There was no war going on in the 1930s in America.
[03:36:50.058 --> 03:36:54.399]  We weren't involved in anything.
[03:36:54.399 --> 03:37:03.360]  You can't have joy and beauty and creativity at high levels if there's fear and terror running constantly.
[03:37:03.360 --> 03:37:06.361]  I was on InfoWars' site earlier today.
[03:37:07.352 --> 03:37:19.836]  And I saw how the little freaks at the TSA that love to feel you up and pat you down, old ladies, little kids, yeah, you don't know if they got a thing in there that's gonna blow the plane up!
[03:37:19.836 --> 03:37:22.417]  You know, grow up!
[03:37:22.417 --> 03:37:24.157]  What are you doing?
[03:37:24.157 --> 03:37:33.180]  And now we're finding out that they take us randomly and to see who we are, what we're doing, where we're traveling.
[03:37:33.180 --> 03:37:35.121]  Fear and terror everywhere.
[03:37:36.576 --> 03:37:38.457]  How can you have creativity?
[03:37:38.457 --> 03:37:39.798]  You can't.
[03:37:39.798 --> 03:37:41.959]  And that's why you don't have it, man.
[03:37:41.959 --> 03:37:46.561]  It's just one bad rap.
[03:37:46.561 --> 03:37:48.242]  It's gone.
[03:37:48.242 --> 03:37:51.103]  That's why I'm a proponent for peace.
[03:37:51.103 --> 03:37:53.704]  OccupyPeace.com.
[03:37:53.704 --> 03:37:58.187]  And what we're going to be doing in the future is launching Occupy Peace festivals.
[03:37:58.187 --> 03:38:00.428]  Music, arts, crafts, vendors.
[03:38:01.184 --> 03:38:04.845]  That's our vision to restore peace with prosperity.
[03:38:04.845 --> 03:38:10.928]  Going back to this story again, you're hearing it first on InfoWars.
[03:38:10.928 --> 03:38:13.469]  We saved it for you.
[03:38:13.469 --> 03:38:19.431]  Trump is going to bring peace in Afghanistan.
[03:38:19.431 --> 03:38:28.535]  He did not want to bring in 4,000 more troops according to the reports, but he did.
[03:38:30.896 --> 03:38:37.659]  And you should remember during his campaign he said he wanted to end the Afghan war.
[03:38:37.659 --> 03:38:39.299]  Think about it.
[03:38:39.299 --> 03:38:55.886]  United States spent more money rebuilding the bombed out Afghan infrastructure that we the people paid for to get bombed out that we the people also paid the military industrial complex to repair.
[03:38:55.886 --> 03:39:00.568]  We spent more money when adjusted for inflation rebuilding Afghanistan
[03:39:01.479 --> 03:39:08.742]  Than we did with the Marshall Plan after World War II.
[03:39:08.742 --> 03:39:19.245]  So, I forecast that Trump is going to take the second part of our action plan for occupied peace.
[03:39:19.245 --> 03:39:22.966]  It's a four-point action plan.
[03:39:22.966 --> 03:39:30.509]  Number one, honor the founding fathers, bring home the troops, no foreign entanglements, secure the homeland.
[03:39:31.801 --> 03:39:38.943]  Number two, put the troops to work rebuilding our rotted infrastructure.
[03:39:38.943 --> 03:39:42.824]  The Troops Progress Administration.
[03:39:42.824 --> 03:39:45.605]  The TPA.
[03:39:45.605 --> 03:39:53.787]  The 2.0 version of the Works Progress Administration of the Great Depression.
[03:39:53.787 --> 03:39:59.249]  The third element, by the way, is to force Congress to vote to go to war any time we go into foreign countries, which they have
[03:40:00.126 --> 03:40:08.171]  Violated the Constitution and have not done since, eh, let's say, World War II.
[03:40:08.171 --> 03:40:14.415]  And finally, a referendum on each state ballot where we the people will tell Congress how to vote.
[03:40:14.415 --> 03:40:17.057]  Because we're the ones who pay for the war with our money and our lives.
[03:40:17.057 --> 03:40:27.684]  Oh, and by the way, on August 18th, I'll be down in Washington, D.C., and I have the great honor and great privilege of being one of the speakers
[03:40:28.470 --> 03:40:36.235]  At Ron Paul's conference coming up on August 18th in Washington, D.C.
[03:40:36.235 --> 03:40:39.617]  So please, if you could make it, come on down!
[03:40:39.617 --> 03:40:49.443]  And we're going to talk about the media, how it's controlled, how they sell war, and about freedom, peace, and prosperity.
[03:40:49.443 --> 03:40:55.207]  Because, you know, as an older cat that's been around a while, I like to check out creating peace.
[03:40:55.207 --> 03:40:56.808]  That's my vision for the future.
[03:40:57.739 --> 03:41:04.200]  So going back to what Trump is doing in Afghanistan, we believe he's going to do the same thing in Syria.
[03:41:04.200 --> 03:41:07.581]  We believe they're going to do the same thing with South Korea.
[03:41:07.581 --> 03:41:24.425]  Bringing home the troops, one country after another, and giving the troops real skills they can use after they leave the service, rather than waging wars by rebuilding our infrastructure
[03:41:25.040 --> 03:41:29.201]  And bringing it into the 21st century.
[03:41:29.201 --> 03:41:38.464]  And again, if you want peace and prosperity as well and truth and freedom, do what you can to support InfoWars.
[03:41:38.464 --> 03:41:41.184]  Put your money where your mind is.
[03:41:41.184 --> 03:41:43.085]  Buy their products.
[03:41:43.085 --> 03:41:46.246]  They have a great special that's being offered right now.
[03:41:46.246 --> 03:41:50.127]  They're introducing a powerful line of fish oils.
[03:41:51.698 --> 03:41:58.442]  From Info Wars Life, 25% off each bottle, 40% off the combo.
[03:41:58.442 --> 03:42:07.506]  Ultimate Fish Oil, Ultimate Krill Oil, and Honor Roll, all 40% off.
[03:42:07.506 --> 03:42:12.929]  They have the combo available for all those that want to try it.
[03:42:12.929 --> 03:42:15.490]  So again, it's all tied together.
[03:42:15.490 --> 03:42:20.213]  High products of quality, high endeavors for life.
[03:42:22.298 --> 03:42:25.580]  You know what the slogan of Occupy Peace is?
[03:42:25.580 --> 03:42:30.343]  Liberty, love, joy and beauty.
[03:42:30.343 --> 03:42:33.225]  Join the evolution.
[03:42:33.225 --> 03:42:36.507]  Let's all rise higher.
[03:42:36.507 --> 03:42:44.112]  And we believe that's going to start to happen very shortly, with the troops coming home and rebuilding America.
[03:42:44.112 --> 03:42:46.234]  We'll be back in a little bit.
[03:42:46.234 --> 03:42:46.794]  Stay tuned!
[03:42:53.126 --> 03:42:57.249]  We all know that the outside toxins in the water is a serious health issue.
[03:42:57.249 --> 03:43:04.313]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[03:43:04.313 --> 03:43:09.136]  That's why we're bringing you something to provide clean water for your whole house with one system.
[03:43:09.136 --> 03:43:16.020]  The Pro-Pure Whole House Water Filtration System is an advanced, four-stage, compact filtration system
[03:43:16.460 --> 03:43:22.462]  That will provide water filtration for your entire home, removing 220 plus contaminants from your water.
[03:43:22.462 --> 03:43:31.606]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[03:43:32.046 --> 03:43:39.512]  With its broad-spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[03:43:39.512 --> 03:43:52.321]  Head to InfoWarsStore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today.
[03:43:52.321 --> 03:44:00.507]  I want to plow into all of this, but I'm going to spend a few minutes here first just encouraging listeners to understand that
[03:44:02.091 --> 03:44:12.920]  When you buy t-shirts, or water filtration systems, or books, or videos, or other material from InfoWarsTore.com, you are funding the revolution.
[03:44:12.920 --> 03:44:15.042]  I mean, I cannot say it any clearer.
[03:44:15.042 --> 03:44:19.046]  And so it is essential that you purchase the products at InfoWarsTore.com.
[03:44:19.046 --> 03:44:24.050]  I want to thank everybody that has, but we've got the best fluoride-free toothpaste with colloidal silver and with
[03:44:24.330 --> 03:44:26.291]  We have high quality atomic iodine in it.
[03:44:26.291 --> 03:44:28.672]  You cannot beat that for children and adults.
[03:44:28.672 --> 03:44:31.314]  We've got the best mouthwash signed by Dr. Jones.
[03:44:31.314 --> 03:44:34.115]  That's my dad, with a little silver and iodine as well.
[03:44:34.115 --> 03:44:36.616]  Infowarslife.com or 888-253-3139.
[03:44:36.616 --> 03:44:45.781]  And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[03:44:45.781 --> 03:44:50.243]  And that's who they are, and they know we know who they are, and they're coming back against us, so we need your support.
[03:44:53.880 --> 03:45:00.383]  We are kept afloat only by your loyal patronage, and that's why we need you to go to the site now.
[03:45:00.383 --> 03:45:07.206]  If you're not in the market for one of our greatest nutraceuticals, please consider a contribution.
[03:45:07.206 --> 03:45:22.732]  $25, $50, $100, $250, or even $500 would be a godsend to our important work here to beat back the globalists and to destroy their campaign of censorship in which they want to strangle our First Amendment rights.
