[00:00.000 --> 00:02.000]  You
[2:50:36.180 --> 2:50:41.180]  So just to bring to light some things, August 1st was another big day and very important to me.
[2:50:41.180 --> 2:50:48.180]  So the JAMA, the Journal of American Medical Association, published on August 1st the same day Israel rolled out their booster shots.
[2:50:48.180 --> 2:50:57.180]  They were doing a 7,000 veteran study in VA hospitals around the country for veterans who were treated with remdesivir for COVID-19.
[2:50:57.180 --> 2:51:01.180]  Do you know what the conclusions of this over 7,000 people they evaluated was?
[2:51:01.180 --> 2:51:07.180]  Remdesivir showed zero benefit to beating COVID-19 or treating COVID-19.
[2:51:07.180 --> 2:51:12.180]  It only proved to keep the veterans sicker in the hospitals longer.
[2:51:12.180 --> 2:51:21.180]  And in the last statement, it says that's keeping veterans locking up ICU beds who can't be opened up for other patients who are sick.
[2:51:21.180 --> 2:51:22.180]  Because the drugs are keeping them sick.
[2:51:22.180 --> 2:51:23.180]  Because the drugs are keeping them sick.
[2:51:23.180 --> 2:51:26.180]  That's like a guy that bats zero, literally batting zero.
[2:51:26.180 --> 2:51:30.180]  He's old for lifetime and he's batting clean up in your lineup.
[2:51:30.180 --> 2:51:36.180]  So the veterans of our country are being used as experimentals and they're finding that they don't benefit at all from remdesivir either.
[2:51:36.180 --> 2:51:42.180]  There's zero benefit published in the JAMA report, August 1st, zero benefit of remdesivir.
[2:51:42.180 --> 2:51:46.180]  What was interesting is they didn't go into acute kidney failure and death.
[2:51:46.180 --> 2:51:47.180]  They just said it didn't work.
[2:51:47.180 --> 2:51:48.180]  It's absolutely true.
[2:51:48.180 --> 2:51:49.180]  Remdesivir is not effective.
[2:51:49.180 --> 2:51:50.180]  Ivermectin is.
[2:51:50.180 --> 2:51:51.180]  Hydroxychloroquine is.
[2:51:51.180 --> 2:52:01.180]  Oh, I do want to remind you that the France study they found that are sorry, the World Health Organization database review five months ago in April 2021.
[2:52:01.180 --> 2:52:11.180]  They found that hydroxychloroquine was proven to cause 20 times less acute kidney failure if you treated patients with it around the world for countries using hydroxychloroquine instead of remdesivir.
[2:52:11.180 --> 2:52:13.180]  There are better options.
[2:52:13.180 --> 2:52:14.180]  Early treatment is best.
[2:52:14.180 --> 2:52:16.180]  I'm just going to state it here.
[2:52:16.180 --> 2:52:20.180]  My goal has been to educate people as much as possible to protect them and prevent them from going into the hospitals.
[2:52:20.180 --> 2:52:24.180]  There are places to get Ivermectin, hydroxychloroquine to be prescribed to you.
[2:52:24.180 --> 2:52:26.180]  There's also you need to be on zinc.
[2:52:26.180 --> 2:52:30.180]  The benefit of those two drugs are they are zinc ionophores.
[2:52:30.180 --> 2:52:34.180]  If you haven't listened to Zev Zalinko, he educates you very well on this.
[2:52:34.180 --> 2:52:40.180]  The key to beating any viral infection is getting zinc into your cells because it stops viruses from replicating.
[2:52:40.180 --> 2:52:45.180]  And Ivermectin and hydroxychloroquine have a benefit of what's called zinc ionophore.
[2:52:45.180 --> 2:52:48.180]  It actually forces more zinc into the cell.
[2:52:48.180 --> 2:52:53.180]  You also need to be supplementing more zinc every day to protect you as we move into this cold season from cold viruses,
[2:52:53.180 --> 2:52:56.180]  which are coronaviruses that we're exposed to forever.
[2:52:56.180 --> 2:52:58.180]  Influenza viruses is all proven to do that.
[2:52:58.180 --> 2:53:00.180]  So early treatment is best.
[2:53:00.180 --> 2:53:03.180]  I just have to ask you this also, Owen.
[2:53:03.180 --> 2:53:07.180]  The majority of all Americans that are dying from supposedly COVID-19, which I told you it's renal failure,
[2:53:07.180 --> 2:53:10.180]  causing secondary COVID pneumonia, which is really pulmonary edema.
[2:53:10.180 --> 2:53:11.180]  Read the charts.
[2:53:11.180 --> 2:53:13.180]  All your loved ones are doing it.
[2:53:13.180 --> 2:53:19.180]  If you were going to choose a place to die because you were scared ultimately that you're having symptoms of COVID-19,
[2:53:19.180 --> 2:53:24.180]  you believe, and you think the big worry is you're going to die.
[2:53:24.180 --> 2:53:28.180]  And this is your decision to either go to the hospital or to stay home.
[2:53:28.180 --> 2:53:35.180]  The majority of everyone who has died has been treated in ICUs and not allowed to be with their families.
[2:53:35.180 --> 2:53:36.180]  Kept prisoner.
[2:53:36.180 --> 2:53:44.180]  Less than 1% of all world infected COVID-19 patients, less than 1% have died being infected with COVID-19.
[2:53:44.180 --> 2:53:47.180]  Your chances of survival are better if you stay home.
[2:53:47.180 --> 2:53:51.180]  I couldn't even imagine if I pulled the entire world.
[2:53:51.180 --> 2:53:54.180]  If you were to pass away or thought you were going to be on your death bed,
[2:53:54.180 --> 2:53:56.180]  would you rather be with your family or without them?
[2:53:56.180 --> 2:53:58.180]  If you go into an ICU, you will not be with them.
[2:53:58.180 --> 2:54:00.180]  You're going to be intubated.
[2:54:00.180 --> 2:54:01.180]  You're going to be unconscious.
[2:54:01.180 --> 2:54:05.180]  You're not going to be able to communicate with them in a cold, sterile environment where you're being poisoned to death.
[2:54:05.180 --> 2:54:06.180]  Stay home.
[2:54:06.180 --> 2:54:07.180]  Early treatment works.
[2:54:07.180 --> 2:54:08.180]  There's access to places.
[2:54:08.180 --> 2:54:12.180]  In fact, Ben Marble of MyFreeDoctor.com will be in the studio on Wednesday.
[2:54:12.180 --> 2:54:17.180]  He can teach you about MyFreeDoctor.com, how they help you get prescriptions around the country in all 50 states,
[2:54:17.180 --> 2:54:19.180]  synergy health, DPC.
[2:54:19.180 --> 2:54:25.180]  They actually can help you get prescriptions and they actually ship them directly to you from compound pharmacies from around the country.
[2:54:25.180 --> 2:54:27.180]  So there are access to these things.
[2:54:27.180 --> 2:54:28.180]  Go get them.
[2:54:28.180 --> 2:54:29.180]  And you want them preventively.
[2:54:29.180 --> 2:54:31.180]  You want them prophylactically.
[2:54:31.180 --> 2:54:36.180]  There's access to these things that can save you from going to what I consider the modern day death camps,
[2:54:36.180 --> 2:54:38.180]  which are ICUs and hospitals.
[2:54:38.180 --> 2:54:44.180]  Well, and this is the sad part about it is the media and Fauci and others drove this fear-mongering home.
[2:54:44.180 --> 2:54:46.180]  So the average person just thinks, oh, I got a cough.
[2:54:46.180 --> 2:54:47.180]  I got the sniffles.
[2:54:47.180 --> 2:54:48.180]  I better go to a hospital.
[2:54:48.180 --> 2:54:49.180]  I'm going to die.
[2:54:49.180 --> 2:54:50.180]  And that was never the case.
[2:54:50.180 --> 2:54:53.180]  It was always a 99.9% chance you were going to survive.
[2:54:53.180 --> 2:54:56.180]  And I think the obvious question that if people were being honest,
[2:54:56.180 --> 2:55:04.180]  that yeah, I'd much rather be at home if I'm going to die with access to my loved ones instead of being poisoned in the hospital where I get treated like a prisoner.
[2:55:04.180 --> 2:55:05.180]  But you know what?
[2:55:05.180 --> 2:55:08.180]  I think you need to rehash this because this is so key.
[2:55:08.180 --> 2:55:14.180]  I mean, this is the type of statistic that I think will get people to start thinking of all the COVID deaths.
[2:55:14.180 --> 2:55:20.180]  What is the percentage of people that died of COVID in hospitals?
[2:55:20.180 --> 2:55:24.180]  So in hospitals, it's got to be at least 99% because that's where everybody went when they got seriously sick.
[2:55:24.180 --> 2:55:26.180]  I mean, to me, that's everything right there.
[2:55:26.180 --> 2:55:27.180]  Where did they die?
[2:55:27.180 --> 2:55:28.180]  What's killing people?
[2:55:28.180 --> 2:55:29.180]  COVID or the hospital?
[2:55:29.180 --> 2:55:31.180]  They're in ICUs.
[2:55:31.180 --> 2:55:32.180]  And what are they doing to them in ICUs?
[2:55:32.180 --> 2:55:39.180]  They're giving them a drug proven to cause acute kidney failure, multiple organ failure, and 31% of everybody you give it to.
[2:55:39.180 --> 2:55:41.180]  It's the whole narrative.
[2:55:41.180 --> 2:55:43.180]  They were able to kill in the first year.
[2:55:43.180 --> 2:55:48.180]  It was less than a year from May 1st to the end of December, 550,000 Americans.
[2:55:48.180 --> 2:55:52.180]  If that isn't holocaust numbers, they did what?
[2:55:52.180 --> 2:55:54.180]  6 million in six years?
[2:55:54.180 --> 2:56:02.180]  You've got over 690,000 Americans dead in ICUs this year in the last 16 months.
[2:56:02.180 --> 2:56:10.180]  That does not include the vaccine deaths that are hugely unreported in VARS and at the CMS.gov website database.
[2:56:10.180 --> 2:56:17.180]  CMS had a whistleblower that 45,000 CMS Medicare and Medicaid services database.
[2:56:17.180 --> 2:56:26.180]  Within three days post the shots in America, already 45,000 reported dead in three days post their vaccines.
[2:56:26.180 --> 2:56:34.180]  And those don't even make it to the VARS reports because as of September 10th, it still only says 15,000 have died from vaccines in 2021,
[2:56:34.180 --> 2:56:40.180]  which is still like a 10,000% increase on the VARS reports from every other year.
[2:56:40.180 --> 2:56:42.180]  And so we're going to come back.
[2:56:42.180 --> 2:56:43.180]  Let's keep you in studio here.
[2:56:43.180 --> 2:56:48.180]  Gerald Salente patiently waiting to host the fourth hour, but I got to keep doctor artists here because I got a few more questions for him,
[2:56:48.180 --> 2:56:54.180]  including why do you believe they are pushing these vaccines on children?
[2:56:54.180 --> 2:56:57.180]  What do you think the side effects of that are going to be?
[2:56:57.180 --> 2:57:06.180]  And then also we should also get into how they are basically manipulating the system so they can get the numbers to be reported on the media to say,
[2:57:06.180 --> 2:57:08.180]  see the hospitals are overwhelmed.
[2:57:08.180 --> 2:57:09.180]  It's all your fault.
[2:57:09.180 --> 2:57:10.180]  You didn't get a vaccine.
[2:57:10.180 --> 2:57:11.180]  It's all your fault.
[2:57:11.180 --> 2:57:12.180]  You didn't wear a mask.
[2:57:12.180 --> 2:57:13.180]  It's all total BS.
[2:57:13.180 --> 2:57:16.180]  They're rigging the hospitals so they can get these numbers.
[2:57:16.180 --> 2:57:19.180]  So Dr. Artis is going to be with us for at least five more minutes, maybe 20 more minutes.
[2:57:19.180 --> 2:57:25.180]  If Dr. or Gerald Salente doesn't mind holding the folks, remember info wars store.com is how we're able to do this.
[2:57:25.180 --> 2:57:32.180]  No, I don't know if Dr. Artis has been on any other big platforms to bring you this news, probably not for over an hour to talk about it.
[2:57:32.180 --> 2:57:34.180]  That's why info wars has to be on air.
[2:57:34.180 --> 2:57:37.180]  So tell your friends and family about the broadcast.
[2:57:37.180 --> 2:57:47.180]  Tell them about the video archives that banned out video and please shop at info wars store.com so that we can continue to bring you these guests.
[2:57:47.180 --> 2:57:51.180]  Biden and his corporate controllers are lying to you.
[2:57:51.180 --> 2:57:54.180]  This is not a pandemic of the unvaccinated.
[2:57:54.180 --> 2:58:02.180]  This is an engineered virus in a lab that they then injected into the public using their poison vaccine.
[2:58:02.180 --> 2:58:08.180]  So the body then created mutations that actually spread even worse like the Delta variant.
[2:58:08.180 --> 2:58:10.180]  That is scientifically admitted.
[2:58:10.180 --> 2:58:13.180]  That is mainline science and not even debated.
[2:58:13.180 --> 2:58:17.180]  But the general public does not even know that.
[2:58:17.180 --> 2:58:28.180]  So when that criminal with his pedophile crackhead son gets up there on television and tells you that you are to blame because you didn't take your poison shot.
[2:58:28.180 --> 2:58:30.180]  That is a giant lie.
[2:58:30.180 --> 2:58:39.180]  Countries like Israel and Singapore with the highest vaccine rate at the highest death and highest illness rates.
[2:58:39.180 --> 2:58:40.180]  That is the facts.
[2:58:40.180 --> 2:58:47.180]  Get that information out to your friends, family and strangers like your life depends on it because it does.
[2:58:47.180 --> 2:58:52.180]  The purpose of fear is to call us into action and there is plenty to be afraid of today.
[2:58:52.180 --> 2:59:02.180]  Half the population has lined up for an untested, deadly and debilitating experimental injection because they were told to be afraid of an invisible asymptomatic disease.
[2:59:02.180 --> 2:59:12.180]  The perpetrators of all this have clearly stated their goal of having 80% of the population hooked up to an artificial intelligence hive mind in less than nine years.
[2:59:12.180 --> 2:59:19.180]  For those of us who have awoken from the spell, we know this is all really happening and it's unbelievably unsettling to see.
[2:59:19.180 --> 2:59:22.180]  But there is only two things to do.
[2:59:22.180 --> 2:59:25.180]  We continue sounding the alarm because it's a numbers game.
[2:59:25.180 --> 2:59:28.180]  If enough people awaken from the cold spell, then we win.
[2:59:28.180 --> 2:59:34.180]  But even when we win, and we eventually will, the days of convenience are soon coming to an end.
[2:59:34.180 --> 2:59:49.180]  So we must prepare, get up to a years worth of storable foods, water filtration, survival gear, seeds, shortwave radios and life-saving knowledge at infoorstore.com.
[3:00:04.180 --> 3:00:13.180]  You want to stop tyranny? Well, so does he. It's Alex Jones.
[3:00:13.180 --> 3:00:16.180]  And now, your host, Owen Troyer.
[3:00:16.180 --> 3:00:19.180]  I don't know how they're going to get away with this, Dr. Artist.
[3:00:19.180 --> 3:00:22.180]  I really don't. Final five minutes here with Dr. Artist.
[3:00:22.180 --> 3:00:28.180]  Then we've got a breaking news report from Alex Jones coming up and then the always great Gerald Salenty here.
[3:00:28.180 --> 3:00:33.180]  I'll be back hosting the War Room, by the way, and I'll get into all this news and take calls on all this.
[3:00:33.180 --> 3:00:38.180]  Headline out today, Pfizer says COVID-19 vaccine works in kids ages 5 to 11.
[3:00:38.180 --> 3:00:42.180]  Oh, oh, by the way, it's hilarious here.
[3:00:42.180 --> 3:00:49.180]  Because you can go, we already covered this on the NIH website and you can click the trials for Ivermectin or for Remdesivir or all that.
[3:00:49.180 --> 3:00:53.180]  Oh, but you can't for the vaccine because there are no trials.
[3:00:53.180 --> 3:00:59.180]  Oh, but we should give them to kids, even though Pfizer's product, Shantix, just was discovered it had cancer causing ingredients in it.
[3:00:59.180 --> 3:01:04.180]  So, Dr. Artist, final segment here with you. We're going to have you back in studio next week, by the way, on the War Room.
[3:01:04.180 --> 3:01:07.180]  But what do you make of this vaccine now?
[3:01:07.180 --> 3:01:10.180]  Oh, it works for kids. We don't know that, but we say it.
[3:01:10.180 --> 3:01:15.180]  Yeah, this is my issue real quick. I have five children. There's no way I would let any of them get these shots.
[3:01:15.180 --> 3:01:28.180]  But Pfizer is asking the FDA for approval to give all children in America 5 to 11 years old approval by either this month, September 2021, or October next month to give all American children 5 to 11 these shots.
[3:01:28.180 --> 3:01:31.180]  None of them would die from COVID. They probably wouldn't even have a symptom.
[3:01:31.180 --> 3:01:38.180]  Yeah, and I don't know if you know this, but it isn't pushed in the media, but it's actually on the inserts now for Pfizer and Moderna and Johnson & Johnson.
[3:01:38.180 --> 3:01:45.180]  There's a black box warning on there that the media didn't tell you, but they, under the rug, made sure it was put on the inserts.
[3:01:45.180 --> 3:01:54.180]  Yeah, like it's like tiny little print, like there's a black box warning now that says myocarditis is a rare side effect of these shots.
[3:01:54.180 --> 3:02:01.180]  It's actually occurring to teenagers around the country and some teenagers are dying as a result of heart inflammation from these shots.
[3:02:01.180 --> 3:02:09.180]  Johnson & Johnson also has a second black box warning that was put on a few months ago for rare blood clot disorders that we know were announced in the media.
[3:02:09.180 --> 3:02:18.180]  The problem with that is, is my problem is the FDA published a document internally in October. The date was October 22nd, 2020.
[3:02:18.180 --> 3:02:35.180]  And this is actually a report by what's called the CBER division within the FDA, and they pulled the FDA heads in, did a 25-slide presentation on vaccine safety and effectiveness reporting that they were going to be reviewing when the shots come out for COVID-19 two months later in December.
[3:02:35.180 --> 3:02:40.180]  So this report was done by the FDA in the FDA in October.
[3:02:40.180 --> 3:02:54.180]  On that listed document on slide 16, I think we may have showed it here before, I don't know, but on slide 16, it actually lists 22 bullet-pointed known side effects from the shots that were going to be expected to be reported into the government.
[3:02:54.180 --> 3:03:03.180]  This is in October, way before myocarditis was put as a black box warning on all the inserts for the Pfizer, Moderna, and Johnson & Johnson shots now.
[3:03:03.180 --> 3:03:17.180]  This is in October of last year. Myocarditis is listed as one of the side effects they knew were going to be coming from these shots, but they did not put this on the fact sheets that accompanied the vaccines to give the American public informed consent.
[3:03:17.180 --> 3:03:26.180]  But they had a list of a total of over 110 known diseases in these 22 bullet points. By the way, death is on there. Death is on there, miscarriage is on there.
[3:03:26.180 --> 3:03:34.180]  Also, what's called Guillain-Barre syndrome, and this is key. It's the first one on the list. I'm looking at it right here. FDA.
[3:03:34.180 --> 3:03:40.180]  Working list of possible side effects coming from the COVID-19 shots. Guillain-Barre syndrome. Do you know what Guillain-Barre syndrome is?
[3:03:40.180 --> 3:03:42.180]  It's basically paralysis.
[3:03:42.180 --> 3:03:51.180]  Yeah, it's paralyzed limbs, legs, arms, half of your faces in some people. Looks like Bell's palsy or a stroke. But you get this to occur. Guillain-Barre syndrome.
[3:03:51.180 --> 3:03:56.180]  Guillain-Barre syndrome is also a known side effect of flu shots. Go on CDC.gov and you can see it.
[3:03:56.180 --> 3:03:57.180]  It's like number one even.
[3:03:57.180 --> 3:04:04.180]  It's the number one serious side effect. And just so you know, 60% of all people who have this as a side effect never fully recover.
[3:04:04.180 --> 3:04:13.180]  So, oh sorry, 60% with physical therapy will recover. 40% never do within a year. Guillain-Barre syndrome, paralyzing. It's like a polio-like illness.
[3:04:13.180 --> 3:04:24.180]  Now just so you know, the CDC has known that vaccines in children cause paralyzed legs, paralyzed arms, and half of children's faces in some of them.
[3:04:24.180 --> 3:04:39.180]  They call it acute flaccid paralysis since 2001. And they found that a polio-derived child vaccine in Filipino children was the cause for acute flaccid paralysis in children in the Philippines.
[3:04:39.180 --> 3:04:50.180]  2001, that was 20 years ago. 2014, the CDC starts reporting that there's outbreaks across America for acute flaccid myelitis, which is the exact same diagnosis.
[3:04:50.180 --> 3:04:57.180]  It's unbelievable. Dr. Brian Artis, we thank you so much. TheDrArtisShow.com. He's going to be on the war with me next week. Just so much hardcore information.
[3:04:57.180 --> 3:05:07.180]  Already halfway through September 2021. It's just incredible. And now the world is waking up that info wars was the tip of the spear and was dead on.
[3:05:07.180 --> 3:05:15.180]  That's why it's more important than ever to keep us on air. And I thank you all for your support, your prayers, and your word of mouth that is key to circumvent and override the sensors.
[3:05:15.180 --> 3:05:25.180]  And to get great products at infowarstore.com at the same time that are 50% off that make you healthier, wiser, and overall a stronger immune system.
[3:05:25.180 --> 3:05:31.180]  We have winter sun, 50% off, vitamin D3, back at stock. We have ultra 12, high quality vitamin B12.
[3:05:31.180 --> 3:05:37.180]  Back of the tongue again. Back of stock 50% off. We have our incredibly strong tumeric extract concentrate back in stock 50% off.
[3:05:37.180 --> 3:05:44.180]  We have our great sleep aid. Knock out back in stock infowarstore.com and the hair and beard formula for men. It's also great for women.
[3:05:44.180 --> 3:05:53.180]  It's really a multivitamin. Back in stock all 50% off at infowarstore.com. We can't stay on air without you. Please continue to support us.
[3:05:53.180 --> 3:06:03.180]  I want to thank you from the bottom of my heart. Plus, these are great products. Please take action.
[3:06:23.180 --> 3:06:38.180]  My dad, particularly my mom's son as well, would take me on Saturdays and Sundays and sometimes on weeknights to the Dallas Library or to the Garland Library or the Rockwell Library or different little libraries because I wanted to look at books.
[3:06:38.180 --> 3:06:50.180]  And my favorite books were always historical books. I wanted to look up the Romans and the Vikings and I wanted to study the Mongols and I wanted to know about ancient China and I wanted to know about the Aztecs.
[3:06:50.180 --> 3:07:01.180]  And so over time I really became somewhat of a history buff. But I've also been fascinated with people's family names, their last names, because there's always so much history in that.
[3:07:01.180 --> 3:07:19.180]  And yesterday I was sitting there thinking about how horrible Anthony Fauci is and all the terrible things he did back in the 1980s covering up what was happening with HIV and blocking good drugs that were treating people almost 100% effectiveness while giving people things like AZT that actually killed them.
[3:07:19.180 --> 3:07:28.180]  That's why Magic Johnson got on AZT at Fauci's recommendation and got off of it because it almost killed him and he's alive today and so many others listened to Fauci and died.
[3:07:28.180 --> 3:07:39.180]  He was the one that did that and how he recommended Rendezavir with the Communist Chinese government a year and a half ago and it killed 50% of the people that took it with organ failure, mainly the kidneys.
[3:07:39.180 --> 3:07:48.180]  So I was thinking, man, I wonder what his family name means because usually that's associated with the type of family you were and traits that kept showing up in families or the type of jobs you did.
[3:07:48.180 --> 3:07:57.180]  So I looked up the Fauci family name and guess what the Fauci family name means? It means the sickle.
[3:07:57.180 --> 3:08:07.180]  You know what the grim reaper carries and I went, you know, that's funny. I studied the 14th century black plague, read four or five books of it over the years, watched documentaries about it.
[3:08:07.180 --> 3:08:18.180]  This is very fascinating. Changed the whole course of our civilization and there are groups of globalists that want to create a new plague they believe and wipe out most of the people and create a new Renaissance.
[3:08:18.180 --> 3:08:36.180]  So I thought, let me look up the Fauci family from Italy. Let me look up Fauci's background because memory was telling me that the grim reaper with a sickle came out of Italy in the 14th century and then spread around Europe and then to Russia and other parts of the world.
[3:08:36.180 --> 3:08:55.180]  And sure enough, I looked it up. The grim reaper with his sickle comes from the 14th century, the black plague in Italy from actually the same region that Fauci's from and people with the name sickle were then associated with death and the grim reaper.
[3:08:55.180 --> 3:09:10.180]  So I likened him to the angel of death that was Joseph Mengele in World War II that ran the Nazi eugenics program for the Rockefellers and IBM that tortured thousands of death himself but also gave the directives that then killed millions in horrible deaths.
[3:09:10.180 --> 3:09:20.180]  The IBM numbers were put on the Jews arms and others that was put into the primitive punch card computers decide who would live and who would die and how long you'd be allowed to live.
[3:09:20.180 --> 3:09:38.180]  And then you see Fauci carrying on the angel of death's program really is kind of his protoge spiritually now today and then to know his name means the sickle and is associated in Italy with the grim reaper and death.
[3:09:38.180 --> 3:09:52.180]  It's really amazing. Even in his name, not just his actions, Anthony Fauci is the modern angel of death and he attends eugenics conferences with David Rockefeller at Ted Turner and others and his call for depopulation.
[3:09:52.180 --> 3:10:10.180]  Just like Bill Gates has and so it's no wonder Bill Gates has worked with them because before Bill Gates was even on the scene, 40 plus years ago Fauci was running secret vaccine programs illegal testing around the world. He didn't just run the modern Wuhan lab that cooked up the coronavirus under his direct gain of function orders, which has now come out.
[3:10:10.180 --> 3:10:28.180]  But the clock is ticking and the walls are closing in and time is running out for Dr. Death or Dr. Mingela 2.0. Let's just call him the little angel of death Fauci. I just thought you might want to know some of the strange history surrounding his name and where the modern grim reaper came from.
[3:10:28.180 --> 3:10:42.180]  You can go back to Exodus in the Bible and hear about the angel of death, but it wasn't until 600 years ago that we got the current grim reaper from the same town region that Dr. Fauci now hails from of the same name.
[3:10:42.180 --> 3:11:00.180]  So I'm Alex Jones reporting for infowars.com and now you know the rest of the story.
[3:11:00.180 --> 3:11:14.180]  The answer to 1984 is 1776. You're listening to the Alex Jones show with Gerald Salente.
[3:11:14.180 --> 3:11:32.180]  Hey, great to be on the Alex Jones show. That's Fauci. Yeah, what Alex Jones said about Amir Sikol. What a piece of garbage he is. And by the way, Alex, when you're looking up names, you have to look up mine because my real last name isn't Salente and they changed it.
[3:11:32.180 --> 3:11:35.180]  You know, all that stuff that happened when immigrants came here.
[3:11:35.180 --> 3:11:48.180]  My real last name is Chalantano. So it's not within E. It's an A and O at the end. And there's a great guy. His name is Andriano Chalantano.
[3:11:48.180 --> 3:12:04.180]  And Andriano Chalantano was the Elvis Presley of Italy. Oh yeah, a real rocking cat. So I must have that in my blood because you know what I say, you better boogie before the lights go out because tomorrow is iffy.
[3:12:04.180 --> 3:12:19.180]  Yeah, but no fun allowed anymore. Nope. You know what it says over there in that, you know, that thing called the Declaration of Independence. Where is it over here?
[3:12:19.180 --> 3:12:34.180]  That I don't have in front of me, but that you have the God given rights of life, liberty and the pursuit of happiness.
[3:12:34.180 --> 3:12:45.180]  Happiness is a dirty word now. No happiness. Freak out little kids with masks and everybody else. Happiness is gone. Life.
[3:12:45.180 --> 3:12:55.180]  No, no, no, no, no, we'll tell you what to do. And we're in charge. Liberty. No, no, you will not get liberty until you get vaccinated.
[3:12:55.180 --> 3:13:08.180]  Do you believe this is happening in America? A. M. E. R. I. K. A. America, the land of the Nazi fascist communists that are in control.
[3:13:08.180 --> 3:13:19.180]  The morons are in control. The idiots are in control. Yep.
[3:13:19.180 --> 3:13:31.180]  That guy, Don Lemon. Perfect name. Perfect name for that sour little piece of crap. A little nothing of a clown boy with an arrogant attitude.
[3:13:31.180 --> 3:13:41.180]  This is from Yahoo. Don Lemon says unvaccinated people should be shunned or left behind.
[3:13:41.180 --> 3:13:54.180]  CNN's Don Lemon CNN, the crap news network, the cartoon news network, the little low life scummy sucker. Yeah, that guy.
[3:13:54.180 --> 3:14:07.180]  Go back to Howard Trends Journal, February 2020. He's telling his staff to keep hyping the fact the COVID stuff as it broke out in China.
[3:14:07.180 --> 3:14:22.180]  Yeah, look at this little boy. Look at this little jerky, arrogant little. I can't call him by that other word because he probably doesn't have one. Yeah.
[3:14:22.180 --> 3:14:33.180]  Anyway, that sucker told his staff to keep selling the COVID war because their ratings are in the toilet, just where this little crap head's head is because that's what's coming out of his mouth.
[3:14:33.180 --> 3:14:51.180]  You ready? Lemon said that those who refuse the vaccine should be shamed or left behind because they're delaying the progress of the United States in its attempts to defeat the pandemic.
[3:14:51.180 --> 3:15:04.180]  Hey, dumb bell. Hey, little moron, nine. Who's dying of the COVID according to the CDC? 78% of the people are obese or overweight.
[3:15:04.180 --> 3:15:14.180]  Take a look at the cover of your Trends Journal. We're watching. Now, you don't have to take the boat anymore. They're everywhere all over America.
[3:15:14.180 --> 3:15:27.180]  Whales are everywhere. The people who ate it and abetted Trump are stupid because they believed his big lie. Hey, jerk.
[3:15:27.180 --> 3:15:45.180]  Can't say the word head. Trump promoted the vaccine. Idiot moron low life piece of garbage crap and you demo craps. When Trump was promoting it, Harrison Biden said he was over promoting it.
[3:15:45.180 --> 3:15:57.180]  Yeah, there's a lot more on this and we're going to get back in the meantime. Markets are going down. We told you so. We warned you. What's next? Stay tuned.
[3:16:16.180 --> 3:16:40.180]  Hey, everybody, confused about staying healthy in a crazy COVID culture? Me too. But listen, after all the research, all the conflicting studies, after all the squabbling, there's one thing almost everyone agrees on.
[3:16:40.180 --> 3:16:47.180]  It's that immune system health can literally be the difference between life and death. You probably already believe that. I certainly do.
[3:16:47.180 --> 3:16:57.180]  So here's the thing. I wanted to get past the craziness and find out which plant based substances actually have studies that demonstrate some efficacy in immune support.
[3:16:57.180 --> 3:17:12.180]  Now, you'll have to sign a waiver, but you can check out what I've discovered at strongerdefence.com. No cures or treatments there. Instead, little known but shocking immune system research and a breakthrough immune support product based on that research called
[3:17:12.180 --> 3:17:28.180]  Immune 10x. In the best part, you can go to the stronger defense website right now and claim your own supply of immune 10x without paying anything today. Crazy, right? Learn more about this unusual limited time offer at strongerdefence.com. That's strongerdefence.com.
[3:17:42.180 --> 3:18:08.180]  I'll tell you what's life and death. If you don't have freedom of speech, if you don't have the right to be able to communicate, then you don't have a future.
[3:18:08.180 --> 3:18:19.180]  In some ways, when governments take away speech, they then enslave the population and then they finally start exterminating the population. In America, the entire world is going down the tubes because the UN Global's directed great reset.
[3:18:19.180 --> 3:18:32.180]  That's why it's more important than ever that infill war stay on the air and that all of us stay healthy. That's why I'm offering a bunch of our best selling products in 50% off for a limited time only until the end of the month of September.
[3:18:32.180 --> 3:18:45.180]  It's going to be about 12, 13 days as of the time we're taping this. And that means all of these amazing products. We have ultra 12, highest quality B12 taken out of the tongue. We have winter sun, highest quality organic vitamin D3 taken out of the tongue.
[3:18:45.180 --> 3:18:58.180]  Amazing. We've got knock out the sleep bay. We've got hair and beard formula that's got all the vitamins and minerals as well, not just your hair and beard. And we've got our great liquid turmeric formula all 50% off at infowarstore.com and it keeps us on the air. Take action and I thank you.
[3:18:58.180 --> 3:19:09.180]  This message is not for our regular listeners who are informed and understand about the value of essential vitamins and minerals, meaning if you don't have them, you die long term.
[3:19:09.180 --> 3:19:21.180]  It's for new listeners. The power structure works around the clock to try to debilitate you and try to make you sickling. Please research, because this is life and death, vitamins that are essential and minerals that are essential.
[3:19:21.180 --> 3:19:38.180]  Just type that into a search engine. You will see the top universities, CDC, all of them telling you this, but you won't see this on the nightly news because they don't want you at the big pharma companies to understand how to protect yourself to a great extent from what's going on in the world on a routine basis.
[3:19:38.180 --> 3:19:53.180]  We now have back in stock Winter Sun, the highest quality vitamin D3 with vitamin K for your body's immune system, back in stock sold out for months. It is essential, it is vital and it is 50% off, so you have no excuse but to get it for yourself and your family.
[3:19:53.180 --> 3:20:09.180]  Winter Sun, back in stock 50% off at infowarstore.com.
