[00:00:13.977 --> 00:00:18.842]  Defending the Republic from enemies foreign and domestic.
[01:11:24.577 --> 01:11:37.542]  But because from the very beginning there were political connotations to this story that were undeniable, because sources close to Smollett said these two attackers said, this is MAGA country, and that they were Trump supporters.
[01:11:37.542 --> 01:11:41.304]  This became partisan and polarizing on day one.
[01:11:41.304 --> 01:11:43.965]  I wish it wasn't, but that is the reality.
[01:11:43.965 --> 01:11:48.087]  And that adds a layer to the story to make it even more troubling.
[01:11:49.708 --> 01:11:50.369]  Pause it right there.
[01:11:50.369 --> 01:11:50.890]  Pause it right there.
[01:11:50.890 --> 01:11:52.712]  So listen to what he's saying.
[01:11:52.712 --> 01:11:54.313]  Oh, this was a political thing.
[01:11:54.313 --> 01:11:57.217]  I mean, that's why it got so blown out of proportion.
[01:11:57.217 --> 01:12:02.763]  And now we have to look back at how it got blown out of proportion because of the political nature of it.
[01:12:02.763 --> 01:12:06.287]  It was literally hoaxed as a political stunt.
[01:12:07.833 --> 01:12:13.178]  And here's Brian Stelter saying, oh it's the media's fault for making it political because it was political.
[01:12:13.178 --> 01:12:15.321]  It was literally staged, Brian.
[01:12:15.321 --> 01:12:19.385]  It was literally fake, Brian.
[01:12:19.385 --> 01:12:23.188]  Your news network is the one that ran with the fake news, Brian.
[01:12:23.188 --> 01:12:24.730]  But he tries to project it.
[01:12:24.730 --> 01:12:25.431]  Now finish the clip.
[01:12:27.317 --> 01:12:32.001]  From inside, how do you think the media, you know, the media had to cover this?
[01:12:32.001 --> 01:12:32.602]  Cover this?
[01:12:32.602 --> 01:12:35.344]  And it had to cover this... Had to cover it!
[01:12:35.344 --> 01:12:37.066]  You know, cautiously and responsibly.
[01:12:37.066 --> 01:12:38.027]  Because it was racist, right?
[01:12:38.027 --> 01:12:41.410]  How do you think, on the whole, the media... And she said, cover it cautiously.
[01:12:41.410 --> 01:12:42.411]  Oh, very cautious you were.
[01:12:44.349 --> 01:12:49.171]  Strong, high quality news organizations have tried to be very careful only on this point.
[01:12:49.171 --> 01:12:59.595]  But because TMZ said just a few hours after the alleged attack that this was a Trump supporter attack and it had political connotations, like I said, it became partisan from day one.
[01:12:59.595 --> 01:13:10.539]  And when you're looking at those random websites all over the world spreading information, you can end up, I think, having the story was able to be weaponized in many different ways.
[01:13:10.539 --> 01:13:11.059]  Weaponized?
[01:13:11.559 --> 01:13:11.919]  By him!
[01:13:11.919 --> 01:13:12.220]  By CNN!
[01:13:12.220 --> 01:13:12.340]  Yeah.
[01:13:32.435 --> 01:13:32.676]  Ha!
[01:13:32.676 --> 01:13:34.556]  Oh my gosh!
[01:13:34.556 --> 01:13:36.137]  Oh, what is the motive?
[01:13:36.137 --> 01:13:38.058]  Yes, Brian.
[01:13:38.058 --> 01:13:39.178]  Yes, Brian.
[01:13:39.178 --> 01:13:41.339]  What is the motive for Jussie Smollett?
[01:13:41.339 --> 01:13:42.139]  Let's see.
[01:13:42.139 --> 01:13:45.140]  He just marches with Democrats in anti-Trump rallies.
[01:13:45.140 --> 01:13:47.841]  He just tweets about how much he hates Trump.
[01:13:47.841 --> 01:13:49.062]  Oh, what is the motive?
[01:13:49.062 --> 01:13:50.582]  I have no idea!
[01:13:50.582 --> 01:13:51.923]  Oh my gosh!
[01:13:51.923 --> 01:13:53.984]  Wait, Jussie Smollett, who hates Trump?
[01:13:54.804 --> 01:14:13.073]  Who hates Trump, decides he's gonna stage a fake attack against him, blame white Trump supporters, just hoaxes the whole thing, and Brian Stelter says, well, we don't know what the... We don't know what the motivation was.
[01:14:13.073 --> 01:14:15.934]  Oh my gosh, we're still trying to figure this out.
[01:14:15.934 --> 01:14:17.095]  We don't know what the motivation was.
[01:14:17.095 --> 01:14:19.276]  It's a big mystery.
[01:14:19.276 --> 01:14:21.177]  Oh wow, Brian.
[01:14:21.177 --> 01:14:22.517]  Oh wow.
[01:14:22.517 --> 01:14:23.878]  I didn't even think you were that dumb.
[01:14:25.011 --> 01:14:26.992]  And then he blames TMZ.
[01:14:26.992 --> 01:14:29.733]  You ran with the hoax, Brian!
[01:14:29.733 --> 01:14:31.753]  You!
[01:14:31.753 --> 01:14:34.234]  We don't know the motivation!
[01:14:34.234 --> 01:14:37.695]  We have no idea why he would lie about Trump supporters!
[01:14:37.695 --> 01:14:39.076]  We have no idea!
[01:14:39.076 --> 01:14:41.497]  We don't know the motivation!
[01:14:41.497 --> 01:14:43.978]  Here at CNN, we're gonna do our due diligence.
[01:14:43.978 --> 01:14:44.518]  We'll find it out.
[01:14:45.819 --> 01:14:58.985]  Now, in the next 60 seconds, I'm going to read for you a stack of hoax hate crimes that was tweeted out by Andy Goh on Twitter, at Mr. Andy Goh, in Goh.
[01:14:58.985 --> 01:15:07.609]  Indiana church vandalized with slurs like Hail Trump and swastikas and other such anti-Semitic stuff.
[01:15:07.609 --> 01:15:09.130]  Fake hate crime.
[01:15:10.171 --> 01:15:11.072]  New York CBS.
[01:15:11.072 --> 01:15:17.942]  Arrest made after anti-Semitic graffiti cancels political event classes at Brooklyn Synagogue.
[01:15:17.942 --> 01:15:21.187]  Also, another fake hate crime.
[01:15:22.287 --> 01:15:27.310]  Lafayette PD, UL student made up story about attack and stolen hijab.
[01:15:27.310 --> 01:15:29.312]  So someone tried to claim Islamophobia.
[01:15:29.312 --> 01:15:30.312]  Hate?
[01:15:30.312 --> 01:15:30.933]  No.
[01:15:30.933 --> 01:15:31.794]  Fake.
[01:15:31.794 --> 01:15:34.996]  Man charged after swastikas found on Long Island College.
[01:15:34.996 --> 01:15:39.379]  Again, another fake hate crime initiated by a leftist Trump-hater.
[01:15:39.379 --> 01:15:42.201]  Muslim woman made up crime on subway.
[01:15:42.201 --> 01:15:45.623]  Another fake hate crime made up by the left.
[01:15:45.623 --> 01:15:48.585]  Woman made up Trump-motivated hate crime story police say.
[01:15:48.585 --> 01:15:49.726]  NBC New York.
[01:15:49.726 --> 01:15:51.307]  Another fake hate crime.
[01:15:51.848 --> 01:15:53.576]  What's the motive, Brian?
[01:15:53.576 --> 01:15:55.003]  I don't know the motive, Brian!
[01:15:55.003 --> 01:15:55.445]  Tell me!
[01:15:58.086 --> 01:16:05.771]  And Infowars, we're always looking for the very best, best-selling, highest-rated products that we can then private label and sell.
[01:16:05.771 --> 01:16:19.140]  Well, there is a national company who has FDA approval to sell their wound gel that is the strongest out there, and we private label it, and we sell it for $10 less online than they sell it at CVS and Walgreens.
[01:16:19.140 --> 01:16:24.043]  We also have another product, also produced by the same company, Immune Gargle.
[01:16:24.043 --> 01:16:27.626]  We've been selling a lot of the wound gel and a lot of the Immune Gargle.
[01:16:28.206 --> 01:16:37.311]  We're gonna go from full price to 40% off on both of these best-selling products right now at InfoWarsLife.com and InfoWarsTore.com.
[01:16:37.311 --> 01:16:40.073]  This is a limited-time Immune Boost Special.
[01:16:40.073 --> 01:16:47.257]  Get Super Blue, Silver Immune Gargle, and Super Silver Wound Dressing for 40% off at InfoWarsTore.com.
[01:16:47.257 --> 01:16:50.398]  Again, this is a limited-time Immune Boost Special.
[01:16:50.398 --> 01:16:56.942]  Get Super Blue, Silver Immune Gargle, and Super Silver Wound Dressing for 40% off at InfoWarsTore.com.
[01:16:58.832 --> 01:17:03.133]  Getting your protein has never been easier with InfoWars Life Protein Bars.
[01:17:03.133 --> 01:17:10.356]  Available in delicious chocolate peanut butter and vanilla coconut flavors, these protein bars are the perfect answer for a snack on the go.
[01:17:10.356 --> 01:17:16.938]  InfoWars Life Protein Bars are nutrient-packed, portable protein bars for an easy-to-eat and great-tasting meal.
[01:17:16.938 --> 01:17:19.319]  Pre- or post-workout fuel alternative.
[01:17:19.719 --> 01:17:30.108]  At just 240 calories per bar and 15 grams of protein each, these bars will be your favorite at-hand snack for at home, in the car, at work, or on the go.
[01:17:30.108 --> 01:17:39.436]  For getting nutrients easily, high in fiber and nutrients with wholesome ingredients for high-level performance with great taste, such as whey protein and chocolate compounds.
[01:17:39.696 --> 01:17:44.038]  These protein bars can help you with the boost you need to reach your goals.
[01:17:44.038 --> 01:17:52.762]  Protein packed and full of fiber and healthy ingredients, InfoWars Life Protein Bars are a can't miss snack for any InfoWarrior serious about their energy.
[01:17:52.762 --> 01:17:55.743]  Try both flavors today at InfoWarsStore.com
[01:17:58.607 --> 01:18:02.210]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:18:02.210 --> 01:18:03.972]  Introducing Pollen Block.
[01:18:03.972 --> 01:18:16.023]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:18:16.023 --> 01:18:24.771]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:18:25.211 --> 01:18:31.157]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[01:18:31.157 --> 01:18:36.263]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:18:36.263 --> 01:18:38.885]  Pollen Block is natural and effective.
[01:18:38.885 --> 01:18:40.607]  It is not an antihistamine.
[01:18:40.607 --> 01:18:45.412]  In fact, current research has found that it actually acts by blocking the activity of tryptase.
[01:18:45.612 --> 01:18:50.579]  Which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:18:50.579 --> 01:18:53.243]  Go outside and enjoy the air you breathe.
[01:18:53.243 --> 01:18:57.949]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[01:18:58.655 --> 01:19:04.939]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[01:19:04.939 --> 01:19:06.479]  Ultimate Bone Broth.
[01:19:06.479 --> 01:19:12.843]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[01:19:12.843 --> 01:19:16.285]  This incredible formula will help you get the most out of your workout.
[01:19:16.545 --> 01:19:34.151]  With the power of ultra-high quality bone broth, one of the most popular health trends on the planet, built with more than seven different superfoods and crucial compounds, Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments, while also supporting your body's fight against free radicals.
[01:19:34.151 --> 01:19:39.413]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root,
[01:19:39.953 --> 01:19:42.595]  You're listening to the Alex Jones Show!
[01:20:11.789 --> 01:20:17.253]  From the front lines of the information war, it's Owen Troyer.
[01:20:17.253 --> 01:20:20.675]  You're listening to the Alex Jones Show.
[01:20:20.675 --> 01:20:23.637]  Roger Stone joins me now.
[01:20:23.637 --> 01:20:30.382]  Of course, fake news loves going after Roger Stone.
[01:20:30.382 --> 01:20:36.346]  And we've got a couple brand new fake news narratives that they're trying to run against Roger today, but the first is really the big one.
[01:20:37.745 --> 01:20:39.988]  And you saw it probably all across national news.
[01:20:39.988 --> 01:20:42.271]  I was getting blown up, people asking me about it.
[01:20:42.271 --> 01:20:44.113]  Roger Stone gagged.
[01:20:44.113 --> 01:20:50.121]  Well, Roger is here to address this notion that you've been gagged, or should I say correct, the fake news.
[01:20:50.121 --> 01:20:51.843]  So, Roger Stone, what is going on?
[01:20:51.843 --> 01:20:53.084]  Have you been gagged?
[01:20:53.084 --> 01:20:55.147]  And why is the media reporting you have been gagged?
[01:20:56.314 --> 01:21:11.580]  Well, this is the first media appearance that I've had since the judge issued a gag order in which he reaffirmed my right, my First Amendment right, to speak about anything I wish anywhere except for on the courthouse steps.
[01:21:12.156 --> 01:21:24.266]  So I am not gagged, but you would not know that if you read Politico or USA Today and a number of other outlets who only read the headline and never read the judge's actual order.
[01:21:24.266 --> 01:21:30.370]  Now, ironically, all the other witnesses and the attorneys in my case are gagged.
[01:21:30.370 --> 01:21:32.192]  They are admonished not to discuss
[01:21:32.672 --> 01:21:33.914]  The case in public.
[01:21:33.914 --> 01:21:35.316]  So the good news.
[01:21:35.316 --> 01:21:36.237]  I am not gagged.
[01:21:36.237 --> 01:21:42.165]  That doesn't mean that I will be in judicious in the discussion of this case.
[01:21:42.165 --> 01:21:48.554]  But I think everybody who watches InfoWars because it was here that you first heard me immediately after my arrest.
[01:21:49.014 --> 01:22:08.243]  It was here that people heard me immediately after the security camera footage, which stunned the nation, was first made public by Alex Jones, followed five hours later by Fox Television, that has really brought me a tsunami of public support.
[01:22:08.243 --> 01:22:16.286]  I mean, there is a sea change, Owen, of people sending contributions, praying for me, wishing me good luck.
[01:22:16.286 --> 01:22:17.767]  It's a great, great feeling.
[01:22:18.149 --> 01:22:20.088]  To have the support of all these Americans.
[01:22:21.069 --> 01:22:29.674]  Well, I think, you know, they've already seen what Mueller has done to other people in this illegal special counsel probe that we've witnessed.
[01:22:29.674 --> 01:22:35.337]  And then, of course, the shocking FBI footage where they have rifles coming up to your door.
[01:22:35.337 --> 01:22:37.258]  They haul your wife out of there.
[01:22:37.258 --> 01:22:38.259]  I mean, the whole thing is ridiculous.
[01:22:38.259 --> 01:22:40.040]  They're taping up the cameras.
[01:22:40.040 --> 01:22:44.402]  I mean, it's just this whole big giant circus where CNN gets the leak.
[01:22:44.402 --> 01:22:46.504]  I mean, see, that's the real story, Roger.
[01:22:46.504 --> 01:22:48.305]  The real story is CNN gets the leak.
[01:22:49.147 --> 01:22:52.971]  That they're going to come with drones drawn to your front door.
[01:22:52.971 --> 01:22:54.392]  Totally illegal there.
[01:22:54.392 --> 01:22:55.113]  Who leaked that?
[01:22:55.113 --> 01:22:56.414]  There's an investigation going on.
[01:22:56.414 --> 01:22:59.357]  But no, the big story is, ooh, Roger Stone is gagged!
[01:22:59.357 --> 01:23:02.841]  And we didn't even read the gag order, but we just went ahead and told you he was gagged.
[01:23:04.611 --> 01:23:05.712]  Yeah, that's the good news.
[01:23:05.712 --> 01:23:19.199]  I mean, I think I was persuasive in making the case that the manner in which I was arrested had the purpose of poisoning the jury pool, of depicting me as guilty before I've had a chance to prove my innocence.
[01:23:19.199 --> 01:23:24.862]  There I am being led out of my own home in handcuffs, as if I'm a drug kingpin.
[01:23:25.622 --> 01:23:31.343]  Uh, but now it is very clear that I do have the right to speak and I will continue to speak out.
[01:23:31.343 --> 01:23:47.447]  I learned only yesterday that two of my associates were asked by the special counsel's office if they'd be willing to wear wires and come to South Florida in an attempt to get me to talk about WikiLeaks, which would have been a waste of time because there is no further evidence.
[01:23:47.447 --> 01:23:54.669]  And then, oh, and as you know, there was the shocking second story timed six o'clock on Friday for the evening news that said,
[01:23:55.309 --> 01:24:01.954]  Special Counsel says they have information regarding Stone communications with WikiLeaks for the first time.
[01:24:01.954 --> 01:24:02.954]  CNN.
[01:24:02.954 --> 01:24:03.815]  Really?
[01:24:03.815 --> 01:24:19.886]  They're covering Twitter direct messages that I turned over to the House Intelligence Committee well over a year ago that are ex post facto, take place after WikiLeaks has already published their documents and prove absolutely nothing.
[01:24:19.886 --> 01:24:24.589]  But they're hyped by CNN as if this is some bombshell revelation.
[01:24:25.129 --> 01:24:38.573]  That's because the special counsel included them in a filing in which they made the case to the judge that my case is related to another case, the case of the Russian intelligence agents.
[01:24:38.573 --> 01:24:47.496]  And thereby, it is now clear that I have to go to trial in front of Judge Amy Berman Jackson, the same judge who I believe
[01:24:47.836 --> 01:24:51.941]  Has violated Paul Manafort's constitutional rights in that trial.
[01:24:51.941 --> 01:24:53.883]  She's an Obama appointee.
[01:24:53.883 --> 01:24:55.745]  She is a liberal.
[01:24:55.745 --> 01:25:00.110]  This is, this is going to be, you know, quite a trial to say the least.
[01:25:00.990 --> 01:25:02.711]  Well, and who knows how long it could go on.
[01:25:02.711 --> 01:25:10.175]  Of course, now we know that, you know, Trump declaring this national emergency, the Democrats have already filed a lawsuit against him, just like he predicted they would.
[01:25:10.175 --> 01:25:12.357]  That could drag out for another nine months.
[01:25:12.357 --> 01:25:16.699]  So this is the obstruction technique that the Democrats have mastered, Roger.
[01:25:16.699 --> 01:25:22.142]  But, I mean, just as far as your case is concerned, obviously you have to be judicious about, you know, where you stand on this.
[01:25:23.243 --> 01:25:25.364]  I mean, you shouldn't have even been handcuffed.
[01:25:25.364 --> 01:25:27.526]  You've done nothing wrong.
[01:25:27.526 --> 01:25:29.667]  This whole thing is part of a big witch hunt.
[01:25:29.667 --> 01:25:32.149]  You know damn well it was the Democrats that colluded with Russia.
[01:25:32.149 --> 01:25:33.810]  Everybody knows it by now.
[01:25:33.810 --> 01:25:37.312]  So what level do you think it's gotten to now?
[01:25:37.312 --> 01:25:42.475]  I mean, with Adam Schiff saying, oh, even if the Mueller Council finds nothing, I'm going in.
[01:25:42.475 --> 01:25:43.656]  I'm staying steadfast.
[01:25:43.656 --> 01:25:46.698]  Well, what the hell is that bug-eyed freak's problem?
[01:25:46.698 --> 01:25:49.059]  He said he had evidence two years ago.
[01:25:49.059 --> 01:25:49.660]  Well, let's see it!
[01:25:51.793 --> 01:25:52.975]  No, you're absolutely right, Owen.
[01:25:52.975 --> 01:26:02.645]  In fact, the big news today, really, and this is news that was broken on InfoWars first and foremost, was the 25th Amendment play to take out Donald Trump.
[01:26:02.645 --> 01:26:10.895]  It is now absolutely clear that there are both two witnesses beyond McCabe who say that Rod Rosenstein, the Deputy Attorney General,
[01:26:11.415 --> 01:26:18.102]  Absolutely volunteered to wear a wire to try to entrap President Trump to remove him under the 25th Amendment.
[01:26:18.102 --> 01:26:27.111]  Two FBI officials have testified behind closed doors that at least two cabinet members were on board in what is a coup.
[01:26:27.111 --> 01:26:29.032]  This is sedition.
[01:26:29.032 --> 01:26:30.534]  And where did you hear about it first?
[01:26:30.934 --> 01:26:33.355]  Right here on InfoWars.
[01:26:33.355 --> 01:26:45.397]  So everything I have predicted has now been confirmed by Andrew McCabe in his new book, confirmed by two FBI officials in their formal under oath testimony before the Congress.
[01:26:45.397 --> 01:26:50.978]  And now we know that two cabinet members were in on what was really a coup attempt.
[01:26:50.978 --> 01:26:52.618]  This is treason.
[01:26:52.618 --> 01:26:59.760]  How long is the president going to put up with the duplicitous activities of Rod Rosenstein, who tried to tell us
[01:27:00.360 --> 01:27:01.501]  Oh, it was only a joke.
[01:27:01.501 --> 01:27:02.822]  I was only joking.
[01:27:02.822 --> 01:27:08.725]  It's now clear from today's media coverage that this was not a joke.
[01:27:08.725 --> 01:27:11.487]  And on a totally separate issue, Roger.
[01:27:11.487 --> 01:27:14.608]  I mean, I'm saying this is totally separate, nothing to do with what we're just talking about.
[01:27:14.608 --> 01:27:15.789]  Just a totally separate issue here.
[01:27:15.789 --> 01:27:18.551]  Just 100% totally separate, just to be clear.
[01:27:18.551 --> 01:27:20.432]  I do believe, guys, look this up.
[01:27:20.432 --> 01:27:21.432]  Would you guys look this up?
[01:27:21.432 --> 01:27:25.355]  I do believe the punishment for treason is hanging.
[01:27:25.355 --> 01:27:26.515]  I'm not sure.
[01:27:26.515 --> 01:27:27.656]  Totally separate issue, Roger.
[01:27:27.656 --> 01:27:29.217]  But isn't the punishment for treason death?
[01:27:30.834 --> 01:27:37.996]  Yes, the capital punishment, the death penalty, can be the punishment for treason.
[01:27:37.996 --> 01:27:49.158]  I argued a long time ago that the sale of missile secrets to the Chinese in return for campaign contributions was treasonous in activity by Bill Clinton.
[01:27:49.158 --> 01:27:53.779]  I believe Uranium One is treasonous activity by Bill Clinton.
[01:27:54.600 --> 01:28:00.749]  So, Donald Trump remains accused of completely fake Russian collusion.
[01:28:00.749 --> 01:28:09.121]  The Senate Intelligence Committee issued their report last week concluding that there was no evidence whatsoever of collusion between the Russian state and the Trump campaign.
[01:28:09.742 --> 01:28:11.964]  I didn't see that on CNN, did you?
[01:28:11.964 --> 01:28:14.266]  I didn't see it on the three networks, did you?
[01:28:14.266 --> 01:28:17.429]  You have to go to the newspapers and then it's on page 12.
[01:28:17.429 --> 01:28:24.695]  So it is extraordinary the way they hide the facts and they continue to chase an error that doesn't exist.
[01:28:24.695 --> 01:28:31.281]  Adam Schiff, who you referred to correctly as a Popeye freak, now says, Mueller isn't being tough enough.
[01:28:31.281 --> 01:28:35.144]  Mueller isn't being aggressive enough.
[01:28:35.144 --> 01:28:37.206]  Adam, you're empty-handed.
[01:28:37.825 --> 01:28:47.235]  You said well over two years ago you'd seen more than circumstantial evidence of Russian collusion and you have produced none whatsoever.
[01:28:47.235 --> 01:28:50.238]  All right, there goes Roger Stone, ladies and gentlemen.
[01:28:50.238 --> 01:28:51.880]  Not gagged.
[01:28:51.880 --> 01:28:54.843]  Not gagged, except he can't speak on the steps of the court.
[01:28:57.847 --> 01:28:59.768]  Patriots are on the go.
[01:28:59.768 --> 01:29:04.492]  Hard-working Americans need high-quality energy when they're on the run.
[01:29:04.492 --> 01:29:14.579]  And ladies and gentlemen, we have spent years working with top developers to come out with the highest quality protein bar in vanilla coconut and chocolate peanut butter at InfoWarsLife.com.
[01:29:14.579 --> 01:29:19.082]  This is a high-end bar sold for up to six, seven dollars at Whole Foods.
[01:29:19.082 --> 01:29:21.985]  Normally we sell it for three dollars a piece when you get it in the box.
[01:29:22.645 --> 01:29:29.933]  But with the discount we're running right now as an introductory offer, it's $2.40 a bar, no one can top that, and it funds Liberty and the fight against the Globalists.
[01:29:29.933 --> 01:29:33.177]  With 15 grams of protein and so much more, they're amazing.
[01:29:33.177 --> 01:29:42.807]  Secure your box of high quality InfoWars Life protein bars today, and you will be impressed, and you will reorder them, and you will help fund the operation to break the Globalists back.
[01:29:42.807 --> 01:29:43.648]  It's up to you.
[01:29:43.648 --> 01:29:44.029]  It's easy.
[01:29:44.329 --> 01:29:49.011]  Do you realize that when you spread the links from InfoWars.com, when you spread the videos, you are changing the world?
[01:29:49.011 --> 01:29:49.171]  It's you!
[01:30:07.605 --> 01:30:09.787]  That has defeated Hillary and the globalists.
[01:30:09.787 --> 01:30:18.497]  It is you, the info warriors across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[01:30:18.497 --> 01:30:23.102]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[01:30:23.102 --> 01:30:24.564]  You are the info war.
[01:30:24.564 --> 01:30:28.068]  And now, because of their intensifying censorship, it's more important than ever
[01:30:28.965 --> 01:30:40.150]  Everyone go to InfoWars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[01:30:40.150 --> 01:30:48.114]  And so now I ask you more than ever to share the InfoWars.com articles, to share the videos, to tell people about the local stations you're listening to.
[01:30:48.114 --> 01:30:55.157]  The bare minimum you can do is sign up for the free newsletter at InfoWars.com forward slash newsletter.
[01:30:55.157 --> 01:30:57.898]  We are the Renaissance and we are winning.
[01:30:58.238 --> 01:31:00.479]  If you're not expanding, you're imploding.
[01:31:00.479 --> 01:31:02.220]  There is no set stasis.
[01:31:02.220 --> 01:31:03.460]  There is no managed system.
[01:31:03.460 --> 01:31:05.121]  There is no un-continuum.
[01:31:05.121 --> 01:31:08.343]  The continuum is always launching forward into the future.
[01:31:08.343 --> 01:31:11.704]  So you support us and get creative and get fired up.
[01:31:11.704 --> 01:31:12.945]  We won't just be here a hundred years.
[01:31:12.945 --> 01:31:13.725]  We'll be here forever.
[01:31:13.725 --> 01:31:14.986]  We'll turn the whole thing around.
[01:31:14.986 --> 01:31:21.869]  Our grandchildren on Mars bases and jump bases and God knows what are going to look back and say, you know, we struggled here.
[01:31:21.869 --> 01:31:22.429]  We made it.
[01:31:22.429 --> 01:31:24.610]  And that's really where this goes.
[01:31:24.610 --> 01:31:26.411]  God's got a big war for you ready.
[01:31:26.411 --> 01:31:26.791]  And so
[01:31:26.991 --> 01:31:33.453]  If you can't face George Soros and Hillary Clinton and Adolf Hitler and Mao Zedong, are you going to really be able to face the other stuff?
[01:31:33.453 --> 01:31:38.494]  Because God wants warriors that are smart and are ready to build things and are also ready to fight.
[01:31:38.494 --> 01:31:41.354]  You don't go to the next level without getting a big weight put on your back.
[01:31:41.354 --> 01:31:43.595]  And I mean, I don't know what's going to happen to me in the future.
[01:31:43.595 --> 01:31:47.256]  I mean, all I know is I want to go with the master builder.
[01:31:47.256 --> 01:31:48.276]  I want to go to the next level.
[01:31:48.536 --> 01:31:51.679]  I want to be with the spirit that I've experienced.
[01:31:51.679 --> 01:31:52.820]  Not these devil worshippers.
[01:31:52.820 --> 01:31:55.522]  They're cold and failed and feels like being in a tomb.
[01:31:55.522 --> 01:31:56.783]  I want life!
[01:31:56.783 --> 01:31:57.604]  I want Jesus!
[01:32:00.570 --> 01:32:10.001]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[01:32:10.001 --> 01:32:21.014]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[01:32:21.394 --> 01:32:27.338]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[01:32:27.338 --> 01:32:38.825]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[01:32:38.825 --> 01:32:43.087]  You can even choose to start your morning healthier with the Immune Support Blend.
[01:32:43.087 --> 01:32:49.211]  Infused with a powerful blend to support your immune response and stamina, it's time to take care of your morning routine.
[01:32:49.491 --> 01:33:01.838]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[01:33:01.838 --> 01:33:04.540]  You're listening to The Alex Jones Show.
[01:33:18.891 --> 01:33:20.572]  You want to stop tyranny?
[01:33:20.572 --> 01:33:22.252]  Well, so does he.
[01:33:22.252 --> 01:33:24.233]  It's Alex Jones.
[01:33:24.233 --> 01:33:28.054]  And now, your host, Owen Troyer.
[01:33:28.054 --> 01:33:30.455]  Well, ladies and gentlemen...
[01:33:38.823 --> 01:33:43.447]  Alex Jones here live on this Sunday broadcast with Owen Troyer and Roger Stone.
[01:33:43.447 --> 01:33:50.052]  Now looking at DrugsReport.com, CBS News, the wolf who cried, make America great again.
[01:33:51.033 --> 01:33:54.654]  Wanted Chicago police to re-question actor.
[01:33:54.654 --> 01:34:00.216]  Could get three years in prison for filing false report called a false flag.
[01:34:00.216 --> 01:34:01.637]  Rehearsed attack.
[01:34:01.637 --> 01:34:02.337]  Flashback.
[01:34:02.337 --> 01:34:04.738]  Laid out a hateful doubters.
[01:34:04.738 --> 01:34:06.579]  Last kind of posed the question.
[01:34:06.579 --> 01:34:07.619]  There's a big montage.
[01:34:07.619 --> 01:34:08.239]  Ellen played earlier.
[01:34:08.239 --> 01:34:09.580]  We'll play it again.
[01:34:09.580 --> 01:34:15.282]  Watch media uncritically accept another hate crime hoax.
[01:34:15.282 --> 01:34:16.002]  This is America.
[01:34:17.490 --> 01:34:17.810]  2019.
[01:34:17.810 --> 01:34:22.192]  So we were the first to say when it happened that we believe it was fake.
[01:34:22.192 --> 01:34:23.032]  It's our right to say it.
[01:34:23.032 --> 01:34:24.212]  It may have actually happened.
[01:34:24.212 --> 01:34:29.094]  But almost all the other hate crimes are staged, are made up by the left.
[01:34:29.094 --> 01:34:34.335]  Just hundreds and hundreds and hundreds and hundreds and hundreds of them where we can't even keep track of them anymore.
[01:34:34.335 --> 01:34:38.957]  I personally have experienced the left make up outrageous things about me.
[01:34:38.957 --> 01:34:41.618]  Roger can tell you about the racial stuff they've said about him.
[01:34:41.618 --> 01:34:43.858]  It's just incredible to create division.
[01:34:43.858 --> 01:34:46.119]  And so it looks like he hired people that worked on the set with him
[01:34:47.325 --> 01:34:47.866]  We're good.
[01:34:58.118 --> 01:35:06.844]  Went and doubled down on national television and attacked everyone and said that it had really happened when it was obviously ridiculously fake.
[01:35:06.844 --> 01:35:16.490]  Sub-zero temperatures, Chicago frozen over, middle-of-the-night gay guy walking down the street, people in Make America Great Again hats, put a noose over his head, dumped things on him.
[01:35:16.490 --> 01:35:20.353]  This is out of central casting, Oprah Winfrey and Roots or something.
