[00:00:05.111 --> 00:00:06.632]  Ladies and gentlemen,
[02:13:40.192 --> 02:13:40.812]  They bust in.
[02:13:40.812 --> 02:13:41.973]  They find the money right there.
[02:13:46.055 --> 02:13:48.737]  You go after people who do this over and over again.
[02:13:48.737 --> 02:13:50.178]  And let me tell you who does it over and over again.
[02:13:50.178 --> 02:13:52.440]  I covered this for two hours on the Sunday radio show.
[02:13:52.440 --> 02:13:54.021]  These people do.
[02:13:54.021 --> 02:13:55.101]  Okay?
[02:13:55.101 --> 02:13:56.262]  And not just our government.
[02:13:56.262 --> 02:13:59.044]  Other governments do this over and over again.
[02:13:59.044 --> 02:14:05.649]  Operation Gladio included not just blowing up bus stations and school buses and train stations.
[02:14:05.649 --> 02:14:08.871]  This has been declassified by the Italian government and others.
[02:14:08.871 --> 02:14:13.735]  They would shoot up movie theaters and blame it on their political enemy and even grab a communist
[02:14:15.285 --> 02:14:25.230]  Or somebody they didn't like, and drug them up, put them on trial, put them in prison, or kill them!
[02:14:25.230 --> 02:14:26.931]  So, again, I've seen this over and over again.
[02:14:26.931 --> 02:14:35.636]  I thought I'd get two gentlemen on, because specifically, they've been warning on my show, and their own radio show, and everywhere, look for this.
[02:14:35.636 --> 02:14:40.018]  And I remember, and so this is homework for them, because I know they're busy, but I'm even more busy.
[02:14:40.018 --> 02:14:43.300]  They've been on probably six, seven times the last six months since their film came out.
[02:14:45.100 --> 02:14:51.563]  Where we said, get the film, they're gonna stage new terror attacks to get the UN treaty passed, the rest of it to put TSA on the streets.
[02:14:51.563 --> 02:15:04.250]  And we all talked about what type of attack, and we all said, highways, police stations, federal centers that have daycare centers, because they like to kill kids, that gets more effect.
[02:15:04.250 --> 02:15:07.131]  Movie theater shopping malls.
[02:15:07.131 --> 02:15:12.454]  I'm so busy, I don't have time to go back to six, seven, eight interviews and find all the places we said that, but we did.
[02:15:13.430 --> 02:15:15.992]  So that's powerful to get people's attention.
[02:15:15.992 --> 02:15:17.553]  We're not just saying this now.
[02:15:17.553 --> 02:15:18.954]  We said this before.
[02:15:18.954 --> 02:15:22.697]  Now, I'm going to go to Chris Emery and Holland Vanden Heuwenhoff.
[02:15:24.025 --> 02:15:25.546]  They join us.
[02:15:25.546 --> 02:15:27.868]  Ben Newenhoff is a native of Oklahoma, formerly served U.S.
[02:15:27.868 --> 02:15:29.769]  Marine Corps as a rifle squad leader.
[02:15:29.769 --> 02:15:37.614]  His broadcasting career started in 07 as co-host of Radio Free Oklahoma, and later as co-host of the Free Mine Report, heard on a bunch of stations.
[02:15:37.614 --> 02:15:46.120]  Holland is also a writer and producer of Noble Lie, Oklahoma City 95, and the first full-length documentary examining the Oklahoma City bombing in the light of the new and suppressed evidence.
[02:15:46.880 --> 02:15:49.262]  That proves the official story is a myth.
[02:15:49.262 --> 02:15:51.903]  Available at Infowarshop.com, I should add.
[02:15:51.903 --> 02:15:54.525]  I said, get the film out, it'll save lives.
[02:15:54.525 --> 02:16:06.793]  It may stop them from staging new attacks, or it'll have people informed who will be watching when it happens, like our witnesses that were on the flight that saw the government get Muttalib on the plane, the underwear bomber.
[02:16:06.793 --> 02:16:14.538]  Chris Emry is producer of Noble Lie as well, and has been working for decades to expose the globalists, and join us right now.
[02:16:14.538 --> 02:16:16.300]  It's the winner of a bunch of film festivals.
[02:16:17.586 --> 02:16:21.282]  Uh, and, uh, the Vegas Indy finalist, uh, Rain...
[02:16:23.482 --> 02:16:30.308]  I mean, just a winner of Bear Bones Festival, also official selection San Antonio Film Festival, and a bunch of others.
[02:16:30.308 --> 02:16:31.949]  They join us right now.
[02:16:31.949 --> 02:16:34.752]  Out of the gates, I want to go to Holland first.
[02:16:34.752 --> 02:16:36.533]  Holland, I haven't even asked your opinion.
[02:16:36.533 --> 02:16:40.396]  I had Chris call you at 8 o'clock last night, got you set up for the show.
[02:16:40.396 --> 02:16:42.098]  I don't know your view on this.
[02:16:42.098 --> 02:16:43.559]  I haven't heard what you've said about it.
[02:16:43.559 --> 02:16:45.341]  So I want to hear fresh.
[02:16:45.341 --> 02:16:47.923]  Give me your take on what you think's going on here.
[02:16:49.039 --> 02:16:50.941]  Well, thank you, Alex, for having us on again.
[02:16:50.941 --> 02:16:56.045]  And when this event happened, this horrible event, I reserved judgment.
[02:16:56.045 --> 02:17:09.357]  I don't like to leap to judgment, but I must report that all indications that are at the very least, that many things are very fishy about this incident, and I do think that most likely it was a false flag attack.
[02:17:09.357 --> 02:17:14.181]  The timing could not be better for those trying to push a gun control agenda.
[02:17:14.181 --> 02:17:14.962]  They're trying to sign
[02:17:15.482 --> 02:17:19.923]  A major gun control treaty next week.
[02:17:19.923 --> 02:17:26.445]  There are many correlations between this attack and the Tucson shooting of last year, the Jared Lee Loeffner case.
[02:17:26.445 --> 02:17:29.666]  And I have been actually looking into that case a lot lately.
[02:17:29.666 --> 02:17:32.986]  Some of the work of Stephanie Sludge at thegovernmentrag.com.
[02:17:32.986 --> 02:17:34.907]  She's done some excellent work.
[02:17:34.907 --> 02:17:39.128]  And I do think that this probably is a false flag attack.
[02:17:40.762 --> 02:17:42.402]  Well, I mean, I even forgot that.
[02:17:42.402 --> 02:17:44.263]  We've got to get Wayne Madsen on immediately.
[02:17:44.263 --> 02:17:48.464]  Wayne Madsen told me first about stuff that later came out.
[02:17:48.464 --> 02:17:51.024]  And, of course, he's former with the National Security Agency.
[02:17:51.024 --> 02:18:07.388]  He talked to a high-level federal informant that said that Rolls and Giffords, who are both pro-gun, were working on exposing Fast and Furious, and that definitely the shooter there was pro-Graham Jared Loughner.
[02:18:08.726 --> 02:18:23.580]  Oh yes, Loughner bore all the hallmarks of an MKUltra Patsy and that's what we're looking at these days is this evolution of the methodology for executing these crimes and getting patsies involved in mind control, the use of psychotropic drugs,
[02:18:24.060 --> 02:18:24.521]  We're good.
[02:18:42.799 --> 02:18:47.282]  It turns out later that a lot of those soundbites were probably faked anyway.
[02:18:47.282 --> 02:18:51.105]  But with this kid, there seems to be no creepy backstory.
[02:18:51.105 --> 02:18:57.829]  Just out of the blue, he flips out and decides to become the Joker and kill at least a dozen people.
[02:18:57.829 --> 02:19:05.794]  And also, he was serving under a National Institute of Health grant in a neuroscience division of the university.
[02:19:05.794 --> 02:19:09.877]  And NIH has been long implicated firsthand.
[02:19:09.877 --> 02:19:11.598]  Oh yeah, they use these programs under...
[02:19:12.759 --> 02:19:19.726]  They use these under Ewing Cameron to actually kidnap test subjects and use them for mind control.
[02:19:19.726 --> 02:19:25.271]  I mean, he's right in the middle of a Department of Defense funded program in mind control sciences.
[02:19:26.650 --> 02:19:31.915]  Yes, and we're already seeing, like you've reported, the divergent eyewitness accounts.
[02:19:31.915 --> 02:19:40.443]  Now, when I look at the primary purpose of a noble lie, and the real reason we wanted to get it out, was not just to expose the Oklahoma City bombing.
[02:19:40.443 --> 02:19:46.970]  Obviously, that was the primary reason, but the deeper reason was that if an attack like this happened again, a false flag attack,
[02:19:47.470 --> 02:19:57.317]  People have seen the movie, seen the evidence, seen what this government is capable of doing, what it has done in the past and what it is talking about doing in the future.
[02:19:57.317 --> 02:20:02.681]  If an attack like that happens again, be able to recognize the tell-tale signs of an attack.
[02:20:02.681 --> 02:20:08.265]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[02:20:08.265 --> 02:20:09.866]  Did you know that in a real meltdown,
[02:20:10.106 --> 02:20:13.270]  Non-hybrid seeds can become more valuable than silver or gold.
[02:20:13.270 --> 02:20:18.856]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[02:20:18.856 --> 02:20:24.081]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[02:20:24.081 --> 02:20:31.209]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[02:20:31.209 --> 02:20:32.070]  And here's the best part.
[02:20:32.310 --> 02:20:35.371]  These seeds have not been genetically modified in any way.
[02:20:35.371 --> 02:20:38.992]  And you actually get enough seeds to plant a full acre crisis garden.
[02:20:38.992 --> 02:20:42.174]  So visit them today at survivalseedbank.com.
[02:20:42.174 --> 02:20:44.394]  That's survivalseedbank.com.
[02:20:44.394 --> 02:20:45.275]  Or give them a call at 877-327-0365.
[02:20:45.275 --> 02:20:45.495]  That's 877-327-0365.
[02:20:45.495 --> 02:20:48.976]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[02:20:48.976 --> 02:20:50.717]  This is Alex Jones for survivalseedbank.com.
[02:21:01.004 --> 02:21:05.766]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[02:21:05.766 --> 02:21:08.788]  I want you to know some very important information.
[02:21:08.788 --> 02:21:17.772]  In 1985, President Ronald Reagan requested that carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[02:21:17.772 --> 02:21:22.675]  Now, 27 years later, carnivora capsules are used around the world to keep people healthy.
[02:21:23.308 --> 02:21:34.680]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[02:21:34.680 --> 02:21:41.688]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[02:21:42.368 --> 02:21:46.672]  Call 1-866-VENUSFLY or order from carnivora.com.
[02:21:46.672 --> 02:21:50.256]  That's C-A-R-N-I-V-O-R-A dot com.
[02:21:50.256 --> 02:21:57.543]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[02:21:57.543 --> 02:21:58.804]  Protect your immune system.
[02:21:58.804 --> 02:21:59.845]  It's the only one you've got.
[02:22:02.441 --> 02:22:04.522]  Are you still a traditional smoker?
[02:22:04.522 --> 02:22:09.665]  Now experience a new lifestyle and try vaping with e-cigarettes by Le Cig.
[02:22:09.665 --> 02:22:13.528]  Imagine no ashes, stains, nasty smell, or coughing and hacking.
[02:22:13.528 --> 02:22:24.254]  With Le Cig e-cigarettes revolutionary microelectronic technology, rechargeable battery, and unique replaceable cartridge, you'll get all the benefits and satisfaction of smoking without the hazards.
[02:22:24.414 --> 02:22:30.518]  Choose your taste from a wide variety of our new American made vaping e-liquids at Lasik dot com.
[02:22:30.518 --> 02:22:41.847]  And Lasik smokes the competition by serving thousands of worldwide customers with real people customer service, fast, free same day shipping and a 30 day warranty and satisfaction guarantee.
[02:22:41.847 --> 02:22:44.629]  So are you ready for a new vaping lifestyle?
[02:22:44.629 --> 02:22:45.249]  Then call 8 7 0 5 1 8 4 3 0 7.
[02:22:45.249 --> 02:22:45.710]  That's 8 7 0 5 1 8 4 3 0 7.
[02:22:51.974 --> 02:22:56.620]  Or visit LeCig.com, spelled L-E-C-I-G dot com.
[02:22:56.620 --> 02:23:00.024]  LeCig e-cigarettes for today's modern smoker.
[02:23:00.024 --> 02:23:01.166]  Be Prepared dot com.
[02:23:01.166 --> 02:23:04.049]  Heats up July with the hottest sale on the web.
[02:23:04.049 --> 02:23:05.031]  Going on now.
[02:23:05.031 --> 02:23:07.494]  Save 28% on freeze-dried raspberries.
[02:23:07.494 --> 02:23:09.776]  Or save on our three-day light emergency kit.
[02:23:09.776 --> 02:23:10.137]  A $50 value.
[02:23:11.098 --> 02:23:13.040]  This month, just $30.99.
[02:23:13.040 --> 02:23:16.545]  Plus, all one-year supplies are on sale at BePrepared.com.
[02:23:16.545 --> 02:23:21.050]  This month, save over $350 on our traditional 2,000-year supply of food.
[02:23:21.050 --> 02:23:23.173]  Now, just $12.99.
[02:23:23.173 --> 02:23:25.075]  And get a hand-grained meal free.
[02:23:25.075 --> 02:23:27.658]  Or choose our most popular year supply, the Premium 2,000.
[02:23:28.439 --> 02:23:33.222]  It gives you 2,000 calories per day from a variety of nutritious meals for one whole year.
[02:23:33.222 --> 02:23:39.126]  Save over $700 plus get a free Katadyn Hiker Water Filter, a $75 value.
[02:23:39.126 --> 02:23:43.969]  More details and more hot July savings at BePrepared.com now through July 31st.
[02:23:43.969 --> 02:23:51.274]  Call 800-999-1863 to experience exceptional customer service and BePrepared.com's low price guarantee.
[02:23:51.274 --> 02:23:51.575]  That's 800-999-1863.
[02:23:51.575 --> 02:23:52.135]  The choice is clear.
[02:23:52.135 --> 02:23:53.196]  Be unprepared or BePrepared.com.
[02:24:01.721 --> 02:24:05.823]  Oh Lordy, my troubles so hard.
[02:24:05.823 --> 02:24:10.125]  Oh Lordy, my troubles so hard.
[02:24:10.125 --> 02:24:14.528]  Don't nobody know my troubles with God.
[02:24:14.528 --> 02:24:19.270]  Don't nobody know my troubles with God.
[02:24:19.270 --> 02:24:22.312]  Oh Lordy, my troubles so hard.
[02:24:22.629 --> 02:24:29.791]  I want to get Chris Emery in here, but Holland, continue with the points you're making after the last six, seven years.
[02:24:29.791 --> 02:24:33.592]  I know Chris Emery even more immersed in studying false flags and how they work.
[02:24:33.592 --> 02:24:42.474]  You know, it's hard for people that don't spend all their time studying this, like I've been doing for 17 years, to just hear us say, oh yeah, it's got the earmarks.
[02:24:42.474 --> 02:24:46.215]  Folks, when we say it's got the earmarks, I mean it's got the earmarks.
[02:24:46.215 --> 02:24:48.616]  I wish this guy was a lone nut.
[02:24:49.156 --> 02:24:55.028]  But now he's clearly drugged out of his mind on television and they're just going to tell us open and shut case.
[02:24:55.028 --> 02:25:00.238]  We'd be crazy to believe a government that's been caught running so many other false flags.
[02:25:01.457 --> 02:25:01.917]  Exactly.
[02:25:01.917 --> 02:25:04.099]  I mean, this is not the world I want to live in.
[02:25:04.099 --> 02:25:08.281]  I'd much rather be doing other things with my time, but I'm not going to deny reality.
[02:25:08.281 --> 02:25:19.588]  And the fact is that this government has time and time again, as many governments around the world, engaged in the false flag methodology that has cost innocent lives in order to enact a political agenda.
[02:25:19.588 --> 02:25:23.291]  This is a basic 101 politics, real politics 101.
[02:25:23.291 --> 02:25:25.432]  We've seen it time and time again.
[02:25:25.432 --> 02:25:27.533]  You referenced Operation Northwoods earlier.
[02:25:27.533 --> 02:25:30.155]  Well, they actually talked about shooting American citizens
[02:25:30.615 --> 02:25:30.835]  That's
[02:25:47.714 --> 02:25:57.524]  Operation Gladio, you were referencing, the Italian Senate actually indicted the CIA for its role in the Bologna bus station bombing that cost 89 lives.
[02:25:57.524 --> 02:25:59.246]  Those were innocent people.
[02:25:59.246 --> 02:26:09.577]  In order to enact a strategy of tension, to keep people scared, keep them on edge, and make them vote for the politically convenient party, convenient to the interest of the CIA.
[02:26:10.538 --> 02:26:19.506]  And in this case, and like I said before, is that we made a noble lie so we could wake people up to the fact of what this government was capable of and what they would do in the future.
[02:26:19.506 --> 02:26:26.432]  And we referenced a Clinton cabinet official, Robert Shapiro, who was in the government during the Oklahoma City bombing.
[02:26:27.052 --> 02:26:33.939]  Uh, who later opined in an editorial that Obama needed another Oklahoma City or 9-11.
[02:26:33.939 --> 02:26:38.243]  Now, this guy just wasn't an observer, perhaps making a callous remark.
[02:26:38.243 --> 02:26:41.025]  He was in the government when the bombing happened.
[02:26:41.025 --> 02:26:50.755]  He saw exactly how they benefited, and he was saying the Obama administration needed another mass murder to justify election and a political agenda.
[02:26:51.917 --> 02:26:54.919]  And he actually said that quote, and that's what's frustrating.
[02:26:54.919 --> 02:27:03.365]  We then have all these other fundraising memos where they said, don't worry, don't worry, a new Oklahoma City or 9-11, and they're going to get the blame.
[02:27:03.365 --> 02:27:06.407]  I mean, that right there, they are so arrogant.
[02:27:06.407 --> 02:27:07.908]  And then this magically happens.
[02:27:08.448 --> 02:27:24.503]  Right as they, in the last six months, have been delivering the TSA kits for checkpoints all over the highway, we've talked to high-level Department of Transportation whistleblowers that say they're getting ready in the next few months to roll this out, and then right on time this starts.
[02:27:24.503 --> 02:27:28.027]  If we start seeing more of these, then we know it's a setup.
[02:27:28.965 --> 02:27:30.727]  And Fast and Furious.
[02:27:30.727 --> 02:27:42.676]  One of the, I guess you could say, good benefits of Fast and Furious was that it was unlikely that Obama was going to be able to get gun control legislation passed because of the blowback from Fast and Furious.
[02:27:42.676 --> 02:27:55.487]  It was simply ridiculous that the federal government is asking for restrictions on our gun use when the biggest gun runner in the past decade is the Bureau of Alcohol, Tobacco, and Firearms under Operation Gunwalker, Fast and Furious.
[02:27:55.487 --> 02:27:56.828]  And they get it to blame the Second Amendment.
[02:27:56.828 --> 02:27:57.789]  But now that's all blown out of the water.
[02:27:58.109 --> 02:28:00.133]  And they did it to blame the Second Amendment.
[02:28:00.133 --> 02:28:03.678]  CBS News broke that almost a year ago.
[02:28:03.678 --> 02:28:04.820]  Let's go to Chris Emery.
[02:28:04.820 --> 02:28:09.749]  We're about to go to break, but Chris, what's your first look on this, having three or four days to look at it?
[02:28:10.877 --> 02:28:15.322]  First of all, I want to extend my condolences to the victims, family members and survivors.
[02:28:15.322 --> 02:28:19.166]  That's one thing that we did immediately when we studied the Oklahoma City case.
[02:28:19.166 --> 02:28:22.290]  People that lost their lives, very sacred loss.
[02:28:22.290 --> 02:28:29.257]  Second thing is, I'm going to suggest to every single one of these family members, hire an attorney, get a completely independent view of what's going on here.
[02:28:30.199 --> 02:28:32.402]  I can guarantee you that you're being lied to.
[02:28:32.402 --> 02:28:34.424]  I say that as a filmmaker that looks at the facts.
[02:28:34.424 --> 02:28:36.227]  Holland can back me up on this.
[02:28:36.227 --> 02:28:43.978]  There are so many cases we reviewed, and this is consistent, and you did an excellent job on Friday and over the weekend reviewing all of these cases that are similar.
[02:28:43.978 --> 02:28:46.341]  You cannot believe the federal government anymore.
[02:28:46.341 --> 02:28:46.902]  Simple as that.
[02:28:47.202 --> 02:28:54.329]  The top dogs that are taking control of this case are going to lie, flat-out, bald-faced lie to the family members and have no compunction about doing it.
[02:28:54.329 --> 02:29:00.115]  So they have to hire independent forensic experts and independent counsel to make sure that they get the truth on what happened to their loved ones.
[02:29:00.115 --> 02:29:03.439]  That's the bottom line.
[02:29:03.439 --> 02:29:08.304]  It's frustrating because we see this happen time and time again and we've got to get the truth out on this.
[02:29:10.401 --> 02:29:11.362]  Well, I agree with you.
[02:29:11.362 --> 02:29:17.086]  I mean, it would be a lot less scary to think he was just a lone Ronald McDonald killer.
[02:29:17.086 --> 02:29:22.290]  I forget calling him the Joker, but they're already saying he's the guy and he can't even talk.
[02:29:22.290 --> 02:29:24.632]  He's obviously bombed out of his brain.
[02:29:24.632 --> 02:29:28.555]  We'll talk about Jolly and West and mind control when we get back.
[02:29:28.555 --> 02:29:34.580]  That's my first question, but I want you to be able to finish, Chris Emery, with all the points I know you've got there you want to go over.
[02:29:34.580 --> 02:29:37.723]  Because again, these are guys who have investigated in depth
[02:29:38.283 --> 02:29:49.806]  With the primary survivors and witnesses, the false flag that was Oklahoma City, and I'm telling you, the prime suspects of this new event are the people that did this, okay?
[02:29:49.806 --> 02:29:50.766]  That's why these guys are important.
[02:29:50.766 --> 02:29:54.527]  We're on the march, the empire's on the run.
[02:29:54.527 --> 02:29:57.208]  Alex Jones and the GCN Radio Network.
[02:30:01.274 --> 02:30:02.574]  Hi, this is Alex Jones.
[02:30:02.574 --> 02:30:08.156]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[02:30:08.156 --> 02:30:13.178]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[02:30:13.178 --> 02:30:18.220]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[02:30:18.740 --> 02:30:23.984]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[02:30:23.984 --> 02:30:26.285]  They call it a Survival Seed Bank.
[02:30:26.285 --> 02:30:31.088]  And it can produce an endless supply of nutrient-dense food for you and your family.
[02:30:31.088 --> 02:30:32.209]  And here's the best part.
[02:30:32.209 --> 02:30:35.291]  These seeds have not been genetically modified in any way.
[02:30:35.291 --> 02:30:38.893]  And you actually get enough seeds to plant a full acre crisis garden.
[02:30:38.893 --> 02:30:42.096]  So visit them today at SurvivalSeedBank.com.
[02:30:42.096 --> 02:30:44.317]  That's SurvivalSeedBank.com.
[02:30:44.317 --> 02:30:45.238]  Or give them a call at 877-327-0365.
[02:30:48.880 --> 02:30:53.106]  That's 877-327-0365.
[02:30:53.106 --> 02:30:57.953]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[02:30:57.953 --> 02:31:00.337]  This is Alex Jones for survivalseabank.com.
[02:31:01.496 --> 02:31:02.717]  Let me ask you a question.
[02:31:02.717 --> 02:31:04.218]  What does freedom mean to you?
[02:31:04.218 --> 02:31:05.119]  The freedom to choose?
[02:31:05.119 --> 02:31:06.080]  The freedom to vote?
[02:31:06.080 --> 02:31:07.080]  The freedom to worship?
[02:31:07.080 --> 02:31:09.302]  How about the freedom to take control of your own future?
[02:31:09.302 --> 02:31:14.786]  My friends at eFoodsDirect are celebrating freedom this month while helping you take control of your greatest dependency, food.
[02:31:14.786 --> 02:31:22.252]  Right now, you receive one of their new Patriot Packs free with every $289 you spend on their highly nutritious and great tasting food.
[02:31:22.252 --> 02:31:25.895]  The Patriot Pack is a 30-day supply of eFoods quick fix, easy to store food.
[02:31:26.135 --> 02:31:31.038]  For example, purchase a one-year supply and get five Patriot Packs, which is five months of food free.
[02:31:31.038 --> 02:31:34.860]  Use the extra food for everyday use and save hundreds off your grocery bill.
[02:31:34.860 --> 02:31:40.343]  Give your free Patriot Pack as a gift to a friend or relative, or simply add more food to your long-term supply for free.
[02:31:40.343 --> 02:31:46.327]  Call 800-409-5633 or go to efoodsdirect.com forward slash alex and get your free Patriot Pack with purchase.
[02:31:46.627 --> 02:31:47.968]  Operators are standing by.
[02:31:47.968 --> 02:31:52.431]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[02:31:52.431 --> 02:31:55.893]  eFoods is so affordable, the more you store and eat, the more you save.
[02:31:55.893 --> 02:32:01.016]  Go to efoodsdirect.com forward slash Alex or call 800-409-5633 right now.
[02:32:01.016 --> 02:32:04.038]  Alex Jones here with a message to fellow freedom lovers.
[02:32:04.038 --> 02:32:09.041]  The prognosis for the entire planetary economic system runs from bad to worse.
[02:32:09.041 --> 02:32:16.225]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[02:32:16.345 --> 02:32:21.987]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[02:32:21.987 --> 02:32:26.008]  These are items that I did research on, that I personally use.
[02:32:26.008 --> 02:32:30.730]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[02:32:30.730 --> 02:32:35.952]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[02:32:36.192 --> 02:32:39.435]  Strategic Relocation 3rd Edition by Joel Skousen.
[02:32:39.435 --> 02:32:41.958]  When Disaster Strikes by Matthew Stein.
[02:32:41.958 --> 02:32:46.702]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[02:32:46.702 --> 02:32:49.605]  Hand crank shortwave AM FM radios.
[02:32:49.605 --> 02:32:56.812]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[02:32:56.812 --> 02:32:58.093]  We're getting prepared.
[02:32:58.093 --> 02:32:58.754]  Are you?
[02:32:58.754 --> 02:32:59.535]  Infowarshop.com
[02:33:09.165 --> 02:33:11.766]  Corruption of your thoughts, yeah.
[02:33:11.766 --> 02:33:14.708]  Destruction of your soul, yeah.
[02:33:14.708 --> 02:33:16.909]  Mind control.
[02:33:16.909 --> 02:33:19.330]  It's mind control, yeah.
[02:33:19.330 --> 02:33:23.012]  Corruption of your thoughts, yeah.
[02:33:23.012 --> 02:33:24.753]  Destruction of your soul, yeah.
[02:33:26.244 --> 02:33:33.407]  Ladies and gentlemen, it came out of the Congressional hearings in 94-95 that
[02:33:50.729 --> 02:33:54.352]  Waco had been a ATF stunt because of Ruby Ridge.
[02:33:54.352 --> 02:33:55.494]  They look bad.
[02:33:55.494 --> 02:33:58.316]  Congress was looking at just getting rid of them entirely.
[02:33:58.316 --> 02:34:08.325]  So there's film of them in the documentaries about it, like Waco Rules of Engagement, loading up their video cameras going, these are really great kooks.
[02:34:08.325 --> 02:34:13.230]  We're going to get some great footage of this to launch their new war against domestic extremists.
[02:34:13.230 --> 02:34:14.171]  So they found a group
[02:34:14.631 --> 02:34:15.892]  They thought they could demonize.
[02:34:15.892 --> 02:34:17.473]  They could have arrested Koresh in town.
[02:34:17.473 --> 02:34:18.814]  He went to town every day.
[02:34:18.814 --> 02:34:22.336]  They owned an auto repair shop down the street.
[02:34:22.336 --> 02:34:26.259]  Instead, they went in there and started a fight with him and then burned the place down.
[02:34:26.259 --> 02:34:28.200]  So that blew up in their face.
[02:34:28.200 --> 02:34:31.442]  FBI cooked the bomb, trained the drivers, and the first World Trade Center attack.
[02:34:31.442 --> 02:34:31.942]  Look that up.
[02:34:31.942 --> 02:34:34.044]  I mean, this is not our opinion.
[02:34:34.044 --> 02:34:36.825]  The Levon Affair being staged by Israel.
[02:34:36.825 --> 02:34:42.009]  The plan was to shoot up and blow up movie theaters and places where Westerners were at.
[02:34:43.328 --> 02:34:45.929]  And bomb their, you know, churches and things.
[02:34:45.929 --> 02:34:48.870]  There have been a lot of other events.
[02:34:48.870 --> 02:34:50.051]  I went over them yesterday.
[02:34:50.051 --> 02:34:59.995]  The point is, is that when you study this, how did the CIA and MI6 overthrow Mohammad Mosaddegh in 1953 in Iran?
[02:34:59.995 --> 02:35:01.476]  Look up Operation Ajax.
[02:35:01.476 --> 02:35:03.657]  It's at CIA.gov.
[02:35:03.657 --> 02:35:04.958]  They don't even hide this.
[02:35:04.958 --> 02:35:05.778]  It's declassified.
[02:35:06.892 --> 02:35:16.734]  They committed mass shootings of mosques and of crowds of people who didn't like the more secular Mosaddegh who wanted to develop Iran.
[02:35:16.734 --> 02:35:19.155]  But he wanted to keep part of the oil money for his people.
[02:35:19.155 --> 02:35:25.537]  He was the man of the year, Time Magazine, really nice guy, compared to some of the extremists over there.
[02:35:25.537 --> 02:35:27.257]  And who did they say they were going to put in power?
[02:35:27.257 --> 02:35:28.577]  The Muslim Brotherhood.
[02:35:28.577 --> 02:35:31.418]  They staged attacks claiming Mosaddegh had done it.
[02:35:33.419 --> 02:35:35.840]  Against the Muslim Brotherhood type extremists.
[02:35:35.840 --> 02:35:37.241]  They were really Shiites.
[02:35:37.241 --> 02:35:38.842]  So I guess Muslim Brotherhood is kind of a mixture.
[02:35:38.842 --> 02:35:42.504]  The point is... And then they double-crossed them and put the Shah in.
[02:35:44.022 --> 02:35:47.725]  And again, mass shootings are one of their favorites.
[02:35:47.725 --> 02:35:50.027]  To then blame it on who they want.
[02:35:50.027 --> 02:35:51.628]  And you've got all these White House memos.
[02:35:51.628 --> 02:35:55.912]  In fact, we're going to have them on the nightly news tonight, and then we'll air part of these reports tomorrow.
[02:35:55.912 --> 02:35:58.113]  A lot of work goes into all of this.
[02:35:58.113 --> 02:36:00.836]  Paul Watson's got a new article coming out very, very soon.
[02:36:00.836 --> 02:36:07.381]  The ATF's in trouble putting out videos to their own people saying, watch out, don't report on our crimes.
[02:36:07.381 --> 02:36:09.242]  All of this is happening right now.
[02:36:10.390 --> 02:36:13.311]  The UN Treaty is just a couple weeks away.
[02:36:13.311 --> 02:36:16.451]  They can sign it as early as early next week.
[02:36:16.451 --> 02:36:18.831]  And then magically this happens.
[02:36:18.831 --> 02:36:20.092]  Are there real mass shootings?
[02:36:20.092 --> 02:36:20.492]  Yes.
[02:36:20.492 --> 02:36:21.592]  Are there real crazies?
[02:36:21.592 --> 02:36:22.592]  Yes.
[02:36:22.592 --> 02:36:28.913]  But when you see something like this, notice it happened close to Columbine and Littleton.
[02:36:28.913 --> 02:36:31.434]  Total shadow government command base.
[02:36:31.434 --> 02:36:34.894]  Department of Defense funded programs going on.
[02:36:34.894 --> 02:36:37.615]  I've been in these neuroscience departments.
