[00:00.000 --> 00:02.000]  You've got it
[01:13:06.400 --> 01:13:08.400]  Is how these regional governments
[01:13:08.400 --> 01:13:10.400]  End up getting the tax money
[01:13:10.400 --> 01:13:12.400]  So the local government becomes a total vassal
[01:13:12.400 --> 01:13:14.400]  And now they have actual corporations
[01:13:14.400 --> 01:13:16.400]  In Rhode Island, in Michigan
[01:13:16.400 --> 01:13:18.400]  And other areas saying no city council
[01:13:18.400 --> 01:13:20.400]  Period anymore
[01:13:20.400 --> 01:13:22.400]  And we're going to triple your water
[01:13:22.400 --> 01:13:24.400]  To pay it to ourselves
[01:13:24.400 --> 01:13:26.400]  Even though it's a foreign corporation
[01:13:26.400 --> 01:13:28.400]  And it's not even a free market
[01:13:28.400 --> 01:13:30.400]  This isn't privatization
[01:13:30.400 --> 01:13:32.400]  It's just pure hijacking
[01:13:32.400 --> 01:13:34.400]  And then the actual Austin City Council said
[01:13:34.400 --> 01:13:36.400]  We're going to give you 20-80% increases
[01:13:36.400 --> 01:13:38.400]  And it's for the earth
[01:13:38.400 --> 01:13:40.400]  Yeah, that's right
[01:13:40.400 --> 01:13:42.400]  You see community aggregate
[01:13:42.400 --> 01:13:44.400]  Energy aggregation
[01:13:44.400 --> 01:13:46.400]  Where now your town is supposed
[01:13:46.400 --> 01:13:48.400]  To be going into the energy business
[01:13:48.400 --> 01:13:50.400]  And they're going to put up a big solar array
[01:13:50.400 --> 01:13:52.400]  And you're going to be paying for it
[01:13:52.400 --> 01:13:54.400]  And this is the way that they sink your economy
[01:13:54.400 --> 01:13:56.400]  When you look at it from that point of view
[01:13:56.400 --> 01:13:58.400]  High-speed trains are a total failure
[01:13:58.400 --> 01:14:00.400]  And a way to lose
[01:14:00.400 --> 01:14:02.400]  Your total control over your ability
[01:14:02.400 --> 01:14:04.400]  To spend your transportation dollars
[01:14:04.400 --> 01:14:06.400]  Because there's never going to be enough money
[01:14:06.400 --> 01:14:08.400]  For those high-speed trains
[01:14:08.400 --> 01:14:10.400]  And this is a way to
[01:14:10.400 --> 01:14:12.400]  Enforce regionalization
[01:14:12.400 --> 01:14:14.400]  They are building blocks
[01:14:14.400 --> 01:14:16.400]  For mega regions
[01:14:16.400 --> 01:14:18.400]  And we have those right now
[01:14:18.400 --> 01:14:20.400]  In the United States
[01:14:20.400 --> 01:14:22.400]  You've got your local regions
[01:14:22.400 --> 01:14:24.400]  Within your states
[01:14:24.400 --> 01:14:26.400]  And sometimes breaking the borders
[01:14:26.400 --> 01:14:28.400]  And then you've got 11 mega regions
[01:14:28.400 --> 01:14:30.400]  In the United States
[01:14:30.400 --> 01:14:32.400]  You've got 50 states
[01:14:32.400 --> 01:14:34.400]  11 mega regions
[01:14:34.400 --> 01:14:36.400]  And you can go to
[01:14:36.400 --> 01:14:38.400]  America2050.org
[01:14:38.400 --> 01:14:40.400]  If you want to check that out
[01:14:40.400 --> 01:14:42.400]  Yeah, the governments and the UN
[01:14:42.400 --> 01:14:44.400]  Admit all this and the New York Times comes out
[01:14:44.400 --> 01:14:46.400]  And says, yeah, the UN's taken over
[01:14:46.400 --> 01:14:48.400]  But you're bad because you don't want it
[01:14:48.400 --> 01:14:50.400]  I have a map here based on a UN
[01:14:50.400 --> 01:14:52.400]  Documents that was that Congress
[01:14:52.400 --> 01:14:54.400]  presented
[01:14:54.400 --> 01:14:56.400]  And it shows more than half the US
[01:14:56.400 --> 01:14:58.400]  Off limits
[01:14:58.400 --> 01:15:00.400]  And people are like, they'll never do that
[01:15:00.400 --> 01:15:02.400]  They've taken over third-world countries
[01:15:02.400 --> 01:15:04.400]  I've seen National Geographic where armed guards
[01:15:04.400 --> 01:15:06.400]  Keep people out of the biospheres
[01:15:06.400 --> 01:15:08.400]  And what it's really about is making
[01:15:08.400 --> 01:15:10.400]  The insiders' property values
[01:15:10.400 --> 01:15:12.400]  Go up. They shut off
[01:15:12.400 --> 01:15:14.400]  America being able to mine Utah clean-burning coal
[01:15:14.400 --> 01:15:16.400]  That doubles the value
[01:15:16.400 --> 01:15:18.400]  Of the Chinese coal overnight
[01:15:18.400 --> 01:15:20.400]  They shut down our pipeline out of Canada for oil
[01:15:20.400 --> 01:15:22.400]  Now Warren Buffett doubles his money
[01:15:22.400 --> 01:15:24.400]  Bloomberg reported overnight
[01:15:24.400 --> 01:15:26.400]  Shipping it by train to the west coast
[01:15:26.400 --> 01:15:28.400]  To ships to go to China
[01:15:28.400 --> 01:15:30.400]  Sustainable development is selectively enforced
[01:15:32.400 --> 01:15:34.400]  Incredible. Stay there.
[01:15:34.400 --> 01:15:36.400]  Ladies and gentlemen, it is so mind-blowing
[01:15:36.400 --> 01:15:38.400]  And I've seen the UN meetings
[01:15:38.400 --> 01:15:40.400]  I've been to them. It's all public
[01:15:40.400 --> 01:15:42.400]  How they're going to pulverize our roads
[01:15:42.400 --> 01:15:44.400]  They're already cutting off the funding
[01:15:44.400 --> 01:15:46.400]  You can only then get on the big roads
[01:15:46.400 --> 01:15:48.400]  They've built with huge toll roads
[01:15:48.400 --> 01:15:50.400]  On it. It is so nightmarish
[01:15:50.400 --> 01:15:52.400]  And it has nothing to do
[01:15:52.400 --> 01:15:54.400]  With the environment. We're going to come back
[01:15:54.400 --> 01:15:56.400]  And break down this takeover
[01:15:56.400 --> 01:15:58.400]  With our guest Rosa Corey. Stay with us.
[01:16:00.400 --> 01:16:02.400]  This is Alex Jones with five good reasons
[01:16:02.400 --> 01:16:04.400]  You should consider buying a solar power generator
[01:16:04.400 --> 01:16:06.400]  Number one, new climate legislation
[01:16:06.400 --> 01:16:08.400]  Could easily double or triple your electric bill
[01:16:08.400 --> 01:16:10.400]  Number two, our new energies are
[01:16:10.400 --> 01:16:12.400]  Wants to control how much power
[01:16:12.400 --> 01:16:14.400]  Your electric company allows you to have
[01:16:14.400 --> 01:16:16.400]  It's true. Total government control
[01:16:16.400 --> 01:16:18.400]  Of electricity in the name of
[01:16:18.400 --> 01:16:20.400]  Smart grid technology is coming
[01:16:20.400 --> 01:16:22.400]  Number three, in some areas of the country
[01:16:22.400 --> 01:16:24.400]  The power grid is dangerously overloaded
[01:16:24.400 --> 01:16:26.400]  And now, new socialist legislation
[01:16:26.400 --> 01:16:28.400]  Is only compounding the problem
[01:16:28.400 --> 01:16:30.400]  Number four, dangerous weather
[01:16:30.400 --> 01:16:32.400]  Is always a threat to local grids
[01:16:32.400 --> 01:16:34.400]  Every year, thousands of families lose
[01:16:34.400 --> 01:16:36.400]  Their power from weather related onages
[01:16:36.400 --> 01:16:38.400]  Number five, a solar power generator
[01:16:38.400 --> 01:16:40.400]  Provides powerful backup insurance
[01:16:40.400 --> 01:16:42.400]  And peace of mind. Folks, I really believe
[01:16:42.400 --> 01:16:44.400]  In the solar power generators offered by
[01:16:44.400 --> 01:16:46.400]  Solutions from Science, one of my old
[01:16:46.400 --> 01:16:48.400]  Sponsors. You can get more information
[01:16:48.400 --> 01:16:50.400]  At www.mysolarbackup.com
[01:16:50.400 --> 01:16:52.400]  That's mysolarbackup.com
[01:16:52.400 --> 01:16:54.400]  Remember, the government doesn't own the sun
[01:16:54.400 --> 01:16:56.400]  So go to mysolarbackup.com
[01:16:56.400 --> 01:17:00.400]  Or call 1-877-327-0365
[01:17:00.400 --> 01:17:02.400]  Hi folks, this is Alex Jones
[01:17:02.400 --> 01:17:04.400]  I'm looking for people that have the
[01:17:04.400 --> 01:17:06.400]  Wisdom to spot savings, opportunity
[01:17:06.400 --> 01:17:08.400]  And recognized risk
[01:17:08.400 --> 01:17:10.400]  Saving means to make money
[01:17:10.400 --> 01:17:12.400]  The Calben Pure Soap Company can save you
[01:17:12.400 --> 01:17:14.400]  Thousands of dollars and give you good
[01:17:14.400 --> 01:17:16.400]  Old fashioned real soaps that are triple
[01:17:16.400 --> 01:17:18.400]  Concentrated and twice as good as what
[01:17:18.400 --> 01:17:20.400]  You're using now. Soaps made from
[01:17:20.400 --> 01:17:22.400]  Vegetable and coconut oils that contain
[01:17:22.400 --> 01:17:24.400]  No useless dyes, perfumes
[01:17:24.400 --> 01:17:26.400]  Deodorants or antibacterials
[01:17:26.400 --> 01:17:28.400]  Your risk is the hundreds of hazardous
[01:17:28.400 --> 01:17:30.400]  Toxic detergents that give you rashes
[01:17:30.400 --> 01:17:32.400]  Itching sores, and a
[01:17:32.400 --> 01:17:34.400]  Terorating clothing called lint
[01:17:34.400 --> 01:17:36.400]  If you want something better, if you want
[01:17:36.400 --> 01:17:38.400]  Something you've never had before
[01:17:38.400 --> 01:17:40.400]  You have to do something you've never done before
[01:17:40.400 --> 01:17:42.400]  Getting a free catalog is easy by calling
[01:17:42.400 --> 01:17:44.400]  800-340-7091
[01:17:44.400 --> 01:17:46.400]  Or see Calben on the web
[01:17:46.400 --> 01:17:48.400]  At www.5starsoap.com
[01:17:48.400 --> 01:17:50.400]  I've been telling you about
[01:17:50.400 --> 01:17:52.400]  E-Foods Direct for a while now
[01:17:52.400 --> 01:17:54.400]  Here are my top 10 reasons to stock up
[01:17:54.400 --> 01:17:56.400]  On food from E-Foods Direct
[01:17:56.400 --> 01:17:58.400]  Number 10, the food I get from
[01:17:58.400 --> 01:18:00.400]  E-Foods Direct tastes great
[01:18:00.400 --> 01:18:02.400]  Number 9, the E-Foods Meals are easy to prepare
[01:18:02.400 --> 01:18:04.400]  8, E-Foods Direct delivers the food
[01:18:04.400 --> 01:18:06.400]  Right to my front door
[01:18:06.400 --> 01:18:08.400]  7, most of these meals cost less
[01:18:08.400 --> 01:18:10.400]  Than $2,000
[01:18:10.400 --> 01:18:12.400]  I've been telling you about E-Foods Direct
[01:18:12.400 --> 01:18:14.400]  For a while now
[01:18:14.400 --> 01:18:16.400]  Here are my top 10 reasons to stock up
[01:18:16.400 --> 01:18:18.400]  Number 11, most of these meals cost less
[01:18:18.400 --> 01:18:20.400]  Than $2,000
[01:18:20.400 --> 01:18:22.400]  Number 6, with their large variety
[01:18:22.400 --> 01:18:24.400]  I can eat it every day
[01:18:24.400 --> 01:18:26.400]  Number 5, I always have access to
[01:18:26.400 --> 01:18:28.400]  High quality and delicious food
[01:18:28.400 --> 01:18:30.400]  Number 4, E-Foods products don't spoil
[01:18:30.400 --> 01:18:32.400]  So I never waste any food
[01:18:32.400 --> 01:18:34.400]  Number 3, E-Foods uses only
[01:18:34.400 --> 01:18:36.400]  Safe healthy ingredients
[01:18:36.400 --> 01:18:38.400]  Number 2, I have my own food supply
[01:18:38.400 --> 01:18:40.400]  And don't depend on the grocery store
[01:18:40.400 --> 01:18:42.400]  And the number 1 reason I promote
[01:18:42.400 --> 01:18:44.400]  E-Foods Direct is they build
[01:18:44.400 --> 01:18:46.400]  They don't wait, get prepared
[01:18:46.400 --> 01:18:48.400]  Now we all need to be self-sufficient
[01:18:48.400 --> 01:18:50.400]  Call E-Foods Direct at 800-409-5633
[01:18:50.400 --> 01:18:52.400]  And ask for the Alex Jones Special
[01:18:52.400 --> 01:18:54.400]  Call E-Foods Direct at 800-409-5633
[01:18:54.400 --> 01:18:56.400]  Or E-FoodsDirect.com
[01:18:56.400 --> 01:18:58.400]  Forward slash Alex
[01:19:00.400 --> 01:19:02.400]  Hi folks, this is Alex Jones
[01:19:02.400 --> 01:19:04.400]  I'm looking for people that have the wisdom
[01:19:04.400 --> 01:19:06.400]  To spot savings, opportunity
[01:19:06.400 --> 01:19:08.400]  And recognize risk
[01:19:08.400 --> 01:19:10.400]  Saving means to make money
[01:19:10.400 --> 01:19:12.400]  The Calben Pure Soap Company can save you
[01:19:12.400 --> 01:19:14.400]  And give you good old fashioned real soaps
[01:19:14.400 --> 01:19:16.400]  That are triple concentrated
[01:19:16.400 --> 01:19:18.400]  And twice as good as what you're using now
[01:19:18.400 --> 01:19:20.400]  Soaps made from vegetable
[01:19:20.400 --> 01:19:22.400]  And coconut oils that contain
[01:19:22.400 --> 01:19:24.400]  No useless dyes, perfumes
[01:19:24.400 --> 01:19:26.400]  Deodorants or antibacterials
[01:19:26.400 --> 01:19:28.400]  Your risk is the hundreds of hazard
[01:19:28.400 --> 01:19:30.400]  As toxic detergents that give you
[01:19:30.400 --> 01:19:32.400]  Rashes, itching sores
[01:19:32.400 --> 01:19:34.400]  And a terrorizing clothing called Lint
[01:19:34.400 --> 01:19:36.400]  If you want something better, if you want
[01:19:36.400 --> 01:19:38.400]  Something you've never had before
[01:19:38.400 --> 01:19:40.400]  You have to do something you've never done before
[01:19:40.400 --> 01:19:42.400]  This catalog is easy by calling
[01:19:42.400 --> 01:19:44.400]  800-340-7091
[01:19:44.400 --> 01:19:46.400]  Or see Calben on the web
[01:19:46.400 --> 01:19:48.400]  At 5starsoap.com
[01:19:48.400 --> 01:19:50.400]  Take charge of your health now
[01:19:50.400 --> 01:19:52.400]  By calling 800-340-7091
[01:19:52.400 --> 01:19:54.400]  Or see Calben on the web
[01:19:54.400 --> 01:20:22.400]  At 5starsoap.com
[01:20:22.400 --> 01:20:24.400]  We're going back to our guest
[01:20:24.400 --> 01:20:26.400]  We're giving you an in depth report
[01:20:26.400 --> 01:20:28.400]  On Agenda 21
[01:20:28.400 --> 01:20:30.400]  Sustainability, smart growth
[01:20:30.400 --> 01:20:32.400]  All of it
[01:20:32.400 --> 01:20:34.400]  Now remember
[01:20:34.400 --> 01:20:36.400]  I've noticed that I've seen all over the country
[01:20:36.400 --> 01:20:38.400]  There's Democrats against smart growth
[01:20:38.400 --> 01:20:40.400]  Democrats against Agenda 21
[01:20:40.400 --> 01:20:42.400]  The liberals are waking up to this right now
[01:20:42.400 --> 01:20:44.400]  Because especially in California
[01:20:44.400 --> 01:20:46.400]  It is tyranny
[01:20:46.400 --> 01:20:48.400]  Here in Austin under Save Our Springs
[01:20:48.400 --> 01:20:50.400]  They take 15,000 acres of ranchers property
[01:20:50.400 --> 01:20:52.400]  Give them 5 cents on the dollar
[01:20:52.400 --> 01:20:54.400]  Or less, make them sell it
[01:20:54.400 --> 01:20:56.400]  Eminent domain, that's what she's an expert in
[01:20:56.400 --> 01:20:58.400]  And then they turn around and
[01:20:58.400 --> 01:21:00.400]  Sell it off to the former mayor's buddies
[01:21:00.400 --> 01:21:02.400]  And they build luxury million dollar homes on it
[01:21:02.400 --> 01:21:04.400]  And shopping malls
[01:21:04.400 --> 01:21:06.400]  And spas and hotels
[01:21:06.400 --> 01:21:08.400]  And they just laugh about it
[01:21:08.400 --> 01:21:10.400]  I mean it's
[01:21:10.400 --> 01:21:12.400]  So again, stuff's going to get developed
[01:21:12.400 --> 01:21:14.400]  This is not about the environment
[01:21:14.400 --> 01:21:16.400]  It's about insiders
[01:21:16.400 --> 01:21:18.400]  Controlling everything you can do
[01:21:18.400 --> 01:21:20.400]  And artificially
[01:21:20.400 --> 01:21:22.400]  Not letting you have your own well water
[01:21:22.400 --> 01:21:24.400]  That's already starting
[01:21:24.400 --> 01:21:26.400]  Rosa Corey, continue
[01:21:26.400 --> 01:21:28.400]  How this is already affecting people
[01:21:28.400 --> 01:21:30.400]  How it targets the world
[01:21:30.400 --> 01:21:32.400]  To force us into the compact cities
[01:21:32.400 --> 01:21:34.400]  How it's already, and again
[01:21:34.400 --> 01:21:36.400]  Get back into how they control the zoning boards
[01:21:36.400 --> 01:21:38.400]  Because it's all on record
[01:21:38.400 --> 01:21:40.400]  And it's global standardization
[01:21:40.400 --> 01:21:42.400]  Continuity of Agenda worldwide
[01:21:42.400 --> 01:21:44.400]  This is New World Order
[01:21:44.400 --> 01:21:46.400]  I showed AFP, Associated Press
[01:21:46.400 --> 01:21:48.400]  Global government, global tax
[01:21:48.400 --> 01:21:50.400]  Through this, go ahead
[01:21:50.400 --> 01:21:52.400]  Yeah, well that's saying a lot
[01:21:52.400 --> 01:21:54.400]  You know, we, I just want to go back
[01:21:54.400 --> 01:21:56.400]  To what you just said about
[01:21:56.400 --> 01:21:58.400]  The fact is, this is not a
[01:21:58.400 --> 01:22:00.400]  Left-right issue, it's not a liberal
[01:22:00.400 --> 01:22:02.400]  Conservative issue
[01:22:02.400 --> 01:22:04.400]  It's an American issue
[01:22:04.400 --> 01:22:06.400]  I happen to be a liberal Democrat
[01:22:06.400 --> 01:22:08.400]  There are many people who are
[01:22:08.400 --> 01:22:10.400]  Waking up to this, who are liberal
[01:22:10.400 --> 01:22:12.400]  And we have a group that's Democrats
[01:22:12.400 --> 01:22:14.400]  Against UN Agenda
[01:22:14.400 --> 01:22:16.400]  21.com
[01:22:16.400 --> 01:22:18.400]  You know, when we talk about
[01:22:18.400 --> 01:22:20.400]  Sustainability, first of all
[01:22:20.400 --> 01:22:22.400]  Sustainable development is
[01:22:22.400 --> 01:22:24.400]  United Nations Agenda 21
[01:22:24.400 --> 01:22:26.400]  So you've heard that term
[01:22:26.400 --> 01:22:28.400]  But what is unsustainable
[01:22:28.400 --> 01:22:30.400]  According to the United Nations
[01:22:30.400 --> 01:22:32.400]  And according to your government
[01:22:32.400 --> 01:22:34.400]  As well, the American government
[01:22:34.400 --> 01:22:36.400]  Single family homes
[01:22:36.400 --> 01:22:38.400]  Private vehicles
[01:22:38.400 --> 01:22:40.400]  Appliances
[01:22:40.400 --> 01:22:42.400]  Meat-eating
[01:22:42.400 --> 01:22:44.400]  Course golf courses
[01:22:44.400 --> 01:22:46.400]  And many, many other things
[01:22:46.400 --> 01:22:48.400]  Were identified
[01:22:48.400 --> 01:22:50.400]  As being unsustainable
[01:22:50.400 --> 01:22:52.400]  And so you want to say to yourself
[01:22:52.400 --> 01:22:54.400]  Well, what kind of impact
[01:22:54.400 --> 01:22:56.400]  Is this going to have on my quality
[01:22:56.400 --> 01:22:58.400]  Of life? And I tell you
[01:22:58.400 --> 01:23:00.400]  It's having an incredible impact
[01:23:00.400 --> 01:23:02.400]  On your life right now
[01:23:02.400 --> 01:23:04.400]  Because as I was saying earlier
[01:23:04.400 --> 01:23:06.400]  The President's Council on
[01:23:06.400 --> 01:23:08.400]  Sustainable Development
[01:23:08.400 --> 01:23:10.400]  Paid the American Planning Association
[01:23:10.400 --> 01:23:12.400]  Up with a guide
[01:23:12.400 --> 01:23:14.400]  That is now in every single
[01:23:14.400 --> 01:23:16.400]  Planning department
[01:23:16.400 --> 01:23:18.400]  And every single university and college
[01:23:18.400 --> 01:23:20.400]  In the entire United States
[01:23:20.400 --> 01:23:22.400]  And it's called Growing Smart
[01:23:22.400 --> 01:23:24.400]  A legislative guidebook
[01:23:24.400 --> 01:23:26.400]  With model statutes
[01:23:26.400 --> 01:23:28.400]  For planning and the management
[01:23:28.400 --> 01:23:30.400]  Of change
[01:23:30.400 --> 01:23:32.400]  And just think about that, you know
[01:23:32.400 --> 01:23:34.400]  The UN and Kinley who wrote all this
[01:23:34.400 --> 01:23:36.400]  Will control everything and
[01:23:36.400 --> 01:23:38.400]  Can selectively enforce it
[01:23:38.400 --> 01:23:40.400]  In a country by bureaucratic evil
[01:23:40.400 --> 01:23:42.400]  I'm sorry, go ahead.
[01:23:42.400 --> 01:23:44.400]  It's true, well you know
[01:23:44.400 --> 01:23:46.400]  You referred to Kinley and he's supposedly dead
[01:23:46.400 --> 01:23:48.400]  But I kind of don't believe that
[01:23:48.400 --> 01:23:50.400]  But you know this was
[01:23:50.400 --> 01:23:52.400]  Captains of Industry, it's a
[01:23:52.400 --> 01:23:54.400]  Corporateocracy is what it is
[01:23:54.400 --> 01:23:56.400]  Public-private partnerships
[01:23:56.400 --> 01:23:58.400]  Are your government
[01:23:58.400 --> 01:24:00.400]  Combined with corporations
[01:24:00.400 --> 01:24:02.400]  Combined with non-profit groups
[01:24:02.400 --> 01:24:04.400]  NGOs which are
[01:24:04.400 --> 01:24:06.400]  Specific non-profit groups
[01:24:06.400 --> 01:24:08.400]  By the United Nations
[01:24:08.400 --> 01:24:10.400]  And they pick the winners and losers
[01:24:10.400 --> 01:24:12.400]  It's this inside
[01:24:12.400 --> 01:24:14.400]  Crony capitalist model
[01:24:14.400 --> 01:24:16.400]  That's why Mitt Romney and all the major Republicans
[01:24:16.400 --> 01:24:18.400]  Absolutely worship this
[01:24:18.400 --> 01:24:20.400]  Yeah, well you know
[01:24:20.400 --> 01:24:22.400]  There's no silver bullet for this
[01:24:22.400 --> 01:24:24.400]  You're not gonna be getting
[01:24:24.400 --> 01:24:26.400]  I shouldn't say you would
[01:24:26.400 --> 01:24:28.400]  Never get a politician who
[01:24:28.400 --> 01:24:30.400]  Would fight this for you
[01:24:30.400 --> 01:24:32.400]  But you know it's up to all of us
[01:24:32.400 --> 01:24:34.400]  To make bad politicians do the right thing
[01:24:34.400 --> 01:24:36.400]  And so I really want to
[01:24:36.400 --> 01:24:38.400]  Encourage people not to be panicked
[01:24:38.400 --> 01:24:40.400]  Or paralyzed by this
[01:24:40.400 --> 01:24:42.400]  We need to take power
[01:24:42.400 --> 01:24:44.400]  And we are doing it, I'm glad to hear that
[01:24:44.400 --> 01:24:46.400]  You're the headquarters of the resistance
[01:24:46.400 --> 01:24:48.400]  Because I thought I was
[01:24:48.400 --> 01:24:50.400]  But we are being, you know
[01:24:50.400 --> 01:24:52.400]  This is the resistance, don't be a good
[01:24:52.400 --> 01:24:54.400]  German and go along to get along
[01:24:54.400 --> 01:24:56.400]  These are land use plans
[01:24:56.400 --> 01:24:58.400]  They're designed to get you out of the rural
[01:24:58.400 --> 01:25:00.400]  Areas and into the center of your city
[01:25:00.400 --> 01:25:02.400]  And they're
[01:25:02.400 --> 01:25:04.400]  With every single one of these plans
[01:25:04.400 --> 01:25:06.400]  It's called vision
[01:25:06.400 --> 01:25:08.400]  Your town or your town
[01:25:08.400 --> 01:25:10.400]  2050 or 2035
[01:25:10.400 --> 01:25:12.400]  And they're gonna call you
[01:25:12.400 --> 01:25:14.400]  To come on down and give your opinion
[01:25:14.400 --> 01:25:16.400]  Of this great new plan for your town
[01:25:16.400 --> 01:25:18.400]  And what they're gonna do
[01:25:18.400 --> 01:25:20.400]  When you get there is DelphiU
[01:25:20.400 --> 01:25:22.400]  Which is a rand corporation
[01:25:22.400 --> 01:25:24.400]  Mind control technique
[01:25:24.400 --> 01:25:26.400]  That is now being used on you
[01:25:26.400 --> 01:25:28.400]  By your government
[01:25:28.400 --> 01:25:30.400]  In almost every government meeting
[01:25:30.400 --> 01:25:32.400]  You're going to
[01:25:32.400 --> 01:25:34.400]  You've never seen so many people's opinions
[01:25:34.400 --> 01:25:36.400]  Being solicited by your government before
[01:25:36.400 --> 01:25:38.400]  And the fact is that it's just
[01:25:38.400 --> 01:25:40.400]  The illusion of asking for your opinion
[01:25:40.400 --> 01:25:42.400]  This is a
[01:25:42.400 --> 01:25:44.400]  It's a window dressing
[01:25:44.400 --> 01:25:46.400]  You are merely window dressing for these plans
[01:25:46.400 --> 01:25:48.400]  These plans are pre-designed
[01:25:48.400 --> 01:25:50.400]  Pre-approved
[01:25:50.400 --> 01:25:52.400]  I've actually read the rand corporation
[01:25:52.400 --> 01:25:54.400]  I'm glad you raised that, they're DelphiU
[01:25:54.400 --> 01:25:56.400]  It does two things, it makes you think
[01:25:56.400 --> 01:25:58.400]  You're being listened to
[01:25:58.400 --> 01:26:00.400]  People like you're at the table
[01:26:00.400 --> 01:26:02.400]  But then they also gather intelligence
[01:26:02.400 --> 01:26:04.400]  On you in the process
[01:26:04.400 --> 01:26:06.400]  And they train all these city people
[01:26:06.400 --> 01:26:08.400]  How to Delphi and you're absolutely right
[01:26:08.400 --> 01:26:10.400]  As for us being the center of the resistance
[01:26:10.400 --> 01:26:12.400]  In wide spectrum resistance to the new world order
[01:26:12.400 --> 01:26:14.400]  But everyone out there
[01:26:14.400 --> 01:26:16.400]  If you're listening to my voice
[01:26:16.400 --> 01:26:18.400]  You are the center of the resistance
[01:26:18.400 --> 01:26:20.400]  Against this global corporatocracy
[01:26:20.400 --> 01:26:22.400]  But I agree with you, the work you're doing
[01:26:22.400 --> 01:26:24.400]  Is some of the most piercing and focused
[01:26:24.400 --> 01:26:26.400]  When it comes to their key blueprint
[01:26:26.400 --> 01:26:28.400]  Now continuing though
[01:26:28.400 --> 01:26:30.400]  How they're standardizing it
[01:26:30.400 --> 01:26:32.400]  Because we were talking
[01:26:32.400 --> 01:26:34.400]  About how scared the system is
[01:26:34.400 --> 01:26:36.400]  And how they're now putting out manuals
[01:26:36.400 --> 01:26:38.400]  To cities, to how to counter
[01:26:38.400 --> 01:26:40.400]  How to laugh at you
[01:26:40.400 --> 01:26:42.400]  How to act like you're crazy
[01:26:42.400 --> 01:26:44.400]  The New York Times is coming out
[01:26:44.400 --> 01:26:46.400]  Freaking out saying there's people everywhere
[01:26:46.400 --> 01:26:48.400]  Fighting us, our agenda's in trouble
[01:26:48.400 --> 01:26:50.400]  And of course the next day they had an article
[01:26:50.400 --> 01:26:52.400]  About getting rid of the constitution
[01:26:52.400 --> 01:26:54.400]  They're showing themselves to be foreign
[01:26:54.400 --> 01:26:56.400]  Fighters
[01:26:56.400 --> 01:26:58.400]  That's exactly right
[01:26:58.400 --> 01:27:00.400]  And you'll see this propaganda
[01:27:00.400 --> 01:27:02.400]  It's containment
[01:27:02.400 --> 01:27:04.400]  And the reason that they've got it out there
[01:27:04.400 --> 01:27:06.400]  They're really bringing out their guns now
[01:27:06.400 --> 01:27:08.400]  Is that, well not quite
[01:27:08.400 --> 01:27:10.400]  But they will
[01:27:10.400 --> 01:27:12.400]  But this is all about controlling us
[01:27:12.400 --> 01:27:14.400]  It's a totalitarian state
[01:27:14.400 --> 01:27:16.400]  That's being developed right now
[01:27:16.400 --> 01:27:18.400]  And so acquiring information about you
[01:27:18.400 --> 01:27:20.400]  The American Planning Association
[01:27:20.400 --> 01:27:22.400]  Is out there right now giving seminars
[01:27:22.400 --> 01:27:24.400]  About how to control and manage
[01:27:24.400 --> 01:27:26.400]  The people who like us
[01:27:26.400 --> 01:27:28.400]  Who show up at their meetings
[01:27:28.400 --> 01:27:30.400]  Who say hey we don't want to be delfied
[01:27:30.400 --> 01:27:32.400]  We don't want your plan
[01:27:32.400 --> 01:27:34.400]  Take your dog and pony show and get out of our town
[01:27:34.400 --> 01:27:36.400]  And I want you to know
[01:27:36.400 --> 01:27:38.400]  We're doing this all over the United States
[01:27:38.400 --> 01:27:40.400]  People are standing up
[01:27:40.400 --> 01:27:42.400]  And saying no
[01:27:42.400 --> 01:27:44.400]  We will not accept regional plans
[01:27:44.400 --> 01:27:46.400]  We will not accept dissolution
[01:27:46.400 --> 01:27:48.400]  And destruction
[01:27:48.400 --> 01:27:50.400]  Of our form of government
[01:27:50.400 --> 01:27:52.400]  City, county, state, and federal
[01:27:52.400 --> 01:27:54.400]  And you want to make sure
[01:27:54.400 --> 01:27:56.400]  That you keep it that way because these are
[01:27:56.400 --> 01:27:58.400]  Unelected boards that are made up
[01:27:58.400 --> 01:28:00.400]  Possibly of elected officials
[01:28:00.400 --> 01:28:02.400]  But they are designed to destroy
[01:28:02.400 --> 01:28:04.400]  The borders between cities,
[01:28:04.400 --> 01:28:06.400]  Counties, states, and nations
[01:28:06.400 --> 01:28:08.400]  In fact
[01:28:08.400 --> 01:28:10.400]  One of the, you know, the
[01:28:10.400 --> 01:28:12.400]  Regions, we've got one in northern California
[01:28:12.400 --> 01:28:14.400]  One of the mega regions
[01:28:14.400 --> 01:28:16.400]  It includes, you know, parts of Canada
[01:28:16.400 --> 01:28:18.400]  You've got the southern California mega region
[01:28:18.400 --> 01:28:20.400]  Part of Mexico
[01:28:20.400 --> 01:28:22.400]  You have these 11 mega regions
[01:28:22.400 --> 01:28:24.400]  Across the United States that are effectively
[01:28:24.400 --> 01:28:26.400]  Destroying your ability
[01:28:26.400 --> 01:28:28.400]  To have any impact at all on your government
[01:28:28.400 --> 01:28:30.400]  And this is not
[01:28:30.400 --> 01:28:32.400]  What we want as Americans
