[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones. Coming to you live from the front lines of the Info War.
[1:38:32.000 --> 1:38:38.000]  And this is not the first time a Democrat or a Republican has changed their mind once they became president.
[1:38:38.000 --> 1:38:43.000]  They sort of believed in limitations on the presidential power until they actually became the president.
[1:38:43.000 --> 1:38:45.000]  And then they believe in unlimited powers.
[1:38:45.000 --> 1:38:47.000]  But we will fight them to the nail.
[1:38:47.000 --> 1:38:48.000]  We fought him.
[1:38:48.000 --> 1:38:52.000]  We introduced his own words on the Senate floor and asked people to vote for it.
[1:38:52.000 --> 1:39:02.000]  But the disappointing thing was 10 people in the U.S. Senate believe in the Constitution and believe that the Congress should have to declare war before a president goes to war.
[1:39:02.000 --> 1:39:05.000]  We got only 10 votes and they were all Republicans.
[1:39:05.000 --> 1:39:11.000]  Not one Democrat voted for the words of their own president when he ran for office.
[1:39:11.000 --> 1:39:17.000]  What did you make of the CIA director a month ago's and Wired magazine if you caught it?
[1:39:17.000 --> 1:39:20.000]  What did you make of him saying, yeah, we're watching you.
[1:39:20.000 --> 1:39:21.000]  We're reading your emails.
[1:39:21.000 --> 1:39:23.000]  We're building a giant NSA center.
[1:39:23.000 --> 1:39:28.000]  And then Congress said we want to see the details of that NSA center.
[1:39:28.000 --> 1:39:30.000]  And Obama said you don't get to see it.
[1:39:30.000 --> 1:39:40.000]  Since when does Congress not get to get details of the new NSA center that they admit is to read all our emails and listen to our phone calls illegally, Senator?
[1:39:40.000 --> 1:39:45.000]  Well, I'd say the one good news as far as Big Brother snooping on you is that there is some pushback.
[1:39:45.000 --> 1:40:01.000]  The SOPA battle, the battle over the Internet and whether or not they could shut down different websites indiscriminately based on accusations without any Fourth Amendment or jury trial protections.
[1:40:01.000 --> 1:40:04.000]  We won that battle and won it in a big way.
[1:40:04.000 --> 1:40:06.000]  And so there is a pushback.
[1:40:06.000 --> 1:40:17.000]  That was really the first battle since I've been up here that we actually won and we won in a clear fashion because the Internet, the grassroots community really defeated the establishment.
[1:40:17.000 --> 1:40:23.000]  They were planning on passing that under unanimous consent, which means they were just going to push it right through.
[1:40:23.000 --> 1:40:41.000]  If I objected they were going to roll right over me and the Internet woke up people, a lot of people who listened and get their news from you and from infowars.com that the Internet rose up and as a power did stop them in their tracks.
[1:40:41.000 --> 1:40:52.000]  We're not winning all the battles, but there's going to be another battle over cybersecurity bills coming up and we have to worry about the power that's being given to agencies like the NSA to snoop on personal information.
[1:40:52.000 --> 1:40:59.000]  We aren't done yet, but I think it was encouraging when we beat the soap up, Bill.
[1:40:59.000 --> 1:41:09.000]  Well, it's good to know you're there because we've got on the other side Senator Jay Rockefeller famously saying in committee, we would have been better off never inventing the Internet.
[1:41:09.000 --> 1:41:11.000]  That's a wild statement.
[1:41:11.000 --> 1:41:18.000]  The Internet's the great equalizer because now people get their news and they look around for the news.
[1:41:18.000 --> 1:41:25.000]  And I think it's particularly young people now who are so cynical of all the politicians they see on TV.
[1:41:25.000 --> 1:41:33.000]  And I think this is why my dad has become so popular is because they see him as a genuine voice, someone who they can believe and trust in.
[1:41:33.000 --> 1:41:38.000]  And that makes a big difference and the Internet has been the fountain of all that.
[1:41:38.000 --> 1:41:49.000]  And I think it really is leading to a movement out there that's neither Republican nor Democrat, but really wants a different way.
[1:41:49.000 --> 1:41:53.000]  Certainly the establishment has to know they can't put the genie back in the bottle.
[1:41:53.000 --> 1:41:58.000]  People have had a taste of real choice in news and information and ideas.
[1:41:58.000 --> 1:42:03.000]  Freedom is catching on thanks to you, your father, and tens of millions of supporters across the planet.
[1:42:03.000 --> 1:42:10.000]  Yep, well that's what my father, my father's favorite lines as he's out on the trail is that freedom is popular.
[1:42:10.000 --> 1:42:15.000]  Freedom brings people together and it's one of the amazing things you see when you go to his rallies.
[1:42:15.000 --> 1:42:24.000]  You see people of all races, all economic levels, you see working class people, you see Chamber of Commerce types,
[1:42:24.000 --> 1:42:32.000]  but you see much more diverse crowd at the Ron Paul rallies and particularly the youth than you see at any Republican function.
[1:42:32.000 --> 1:42:42.000]  What the Republicans, if they had half a clue, would realize nationally is that Ron Paul is a phenomenon getting five to ten thousand people at speeches
[1:42:42.000 --> 1:42:48.000]  more than any other candidate and they need to realize that they need that momentum and they need that to win in the fall.
[1:42:48.000 --> 1:42:52.000]  Alright, this interview continues with Rand Paul here on The Alex Jones Show.
[1:42:52.000 --> 1:42:58.000]  It continues on the other side of this break. Stay with us. We'll be right back with the interview.
[1:42:58.000 --> 1:43:05.000]  When you're out on the road, the last place you want to be is on the road.
[1:43:05.000 --> 1:43:10.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[1:43:10.000 --> 1:43:19.000]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[1:43:19.000 --> 1:43:27.000]  They so pride in every stitch guarantee you love the way they fit.
[1:43:27.000 --> 1:43:32.000]  They put a diamond gusset in the crotch where you need it most.
[1:43:32.000 --> 1:43:37.000]  Blue diamond gussets got it. Others don't.
[1:43:37.000 --> 1:43:44.000]  We turned jeans inside out. Diamond gusset jeans made in the USA with unparalleled quality.
[1:43:44.000 --> 1:43:50.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you could ride all day with confidence.
[1:43:50.000 --> 1:43:57.000]  Order yours at gusset.com. Diamond gusset jeans got it. Others don't.
[1:44:20.000 --> 1:44:27.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[1:44:27.000 --> 1:44:33.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[1:44:33.000 --> 1:44:39.000]  Or save big with a one to two year supply of soaps for all your cleaning needs.
[1:44:39.000 --> 1:44:46.000]  This is an amazing deal. You can save thousands of dollars and you will love the way real soap makes you feel.
[1:44:46.000 --> 1:44:54.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[1:45:16.000 --> 1:45:26.000]  This food is compact making it easy to store some away and will be just as delicious in 25 years as the ones you cook tonight.
[1:45:26.000 --> 1:45:33.000]  Is it affordable? Absolutely. The new Alex Jones Family Pack saves you up to 50% compared to other food storage companies.
[1:45:33.000 --> 1:45:40.000]  See the comparison at efoodsdirect.com forward slash Alex or call 800-409-5633.
[1:45:40.000 --> 1:45:45.000]  My friends as crazy as this world is today you'd be nuts to not get a storable food supply.
[1:45:45.000 --> 1:45:49.000]  Visit efoodsdirect.com and order one of the Alex Jones Family Packs and test it out today.
[1:45:49.000 --> 1:45:57.000]  Start your journey of food independence today at efoodsdirect.com forward slash Alex or call 800-409-5633.
[1:45:57.000 --> 1:46:02.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[1:46:02.000 --> 1:46:06.000]  Number one, new climate legislation could easily double or triple your electric bill.
[1:46:06.000 --> 1:46:12.000]  Number two, our new energies are wants to control how much power your electric company allows you to have.
[1:46:12.000 --> 1:46:17.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[1:46:17.000 --> 1:46:22.000]  Number three, in some areas of the country the power grid is dangerously overloaded.
[1:46:22.000 --> 1:46:26.000]  And now new socialist legislation is only compounding the problem.
[1:46:26.000 --> 1:46:29.000]  Number four, dangerous weather is always a threat to local grids.
[1:46:29.000 --> 1:46:33.000]  Every year thousands of families lose their power from weather related onages.
[1:46:33.000 --> 1:46:38.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[1:46:38.000 --> 1:46:43.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[1:46:43.000 --> 1:46:49.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[1:46:49.000 --> 1:46:57.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[1:46:59.000 --> 1:47:02.000]  Coast to coast, direct from Austin.
[1:47:02.000 --> 1:47:06.000]  You're listening to the Alex Jones Broadcasting Network.
[1:47:06.000 --> 1:47:08.000]  Network.
[1:47:08.000 --> 1:47:14.000]  Welcome back. You're listening to the Alex Jones show in the interview with Senator Rand Paul.
[1:47:14.000 --> 1:47:18.000]  Continues now in the second half with Alex Jones conducting the interview.
[1:47:18.000 --> 1:47:22.000]  That's it for my segment on the show. This has been Mike Adams, the health ranger, filling in.
[1:47:22.000 --> 1:47:27.000]  I enjoy doing it. Thank you for listening today and continue to listen to this interview.
[1:47:27.000 --> 1:47:29.000]  We're going right to it now. Take care.
[1:47:29.000 --> 1:47:35.000]  They need that to win in the fall and I'm just hoping that they will do some outreach to him to try to get him to participate in their convention.
[1:47:35.000 --> 1:47:42.000]  Speaking of your father, Congressman Ron Paul, who has said that if he doesn't win the presidency, he's going to retire.
[1:47:42.000 --> 1:47:46.000]  Texas, of course, is very sad about that, but the idea continues on.
[1:47:46.000 --> 1:47:55.000]  And undoubtedly, we're winning the war even if he doesn't win the battle in educating hearts and minds about the true constitutional system.
[1:47:55.000 --> 1:48:01.000]  But what is at the heart of the delegate battle and the broker convention strategy?
[1:48:01.000 --> 1:48:07.000]  Can you tell us if Paul doesn't win the full nomination, what they're going to call for?
[1:48:07.000 --> 1:48:12.000]  And can you put to bed these rumors, the latest one yesterday in the Seattle Times?
[1:48:12.000 --> 1:48:22.000]  It's all over the news that if Mitt Romney was to get the nomination, that there's discussions of asking you to be vice president.
[1:48:22.000 --> 1:48:29.000]  Well, I always tell people if there's a secret plan for that to happen, it's so secret that nobody's let me own on it.
[1:48:29.000 --> 1:48:32.000]  So I kind of doubt that will happen.
[1:48:32.000 --> 1:48:38.000]  I do tell people to be considered to be the vice president of the United States is obviously an honor.
[1:48:38.000 --> 1:48:39.000]  I mean, it is.
[1:48:39.000 --> 1:48:44.000]  And I know some people may not like hearing that, but the truth is it is an honor to be considered.
[1:48:44.000 --> 1:48:50.000]  And to know that you could have some influence in the direction that the country goes.
[1:48:50.000 --> 1:48:55.000]  But I don't probably see that happening and no one's asked me in particular specifically about it.
[1:48:55.000 --> 1:49:02.000]  With regard to, you know, where my father goes, what the delegate strategy is, whether it could be a broker convention.
[1:49:02.000 --> 1:49:03.000]  I think it's unlikely.
[1:49:03.000 --> 1:49:09.000]  I think now that Santorum has dropped out, unless something changes dramatically in the next couple of primaries,
[1:49:09.000 --> 1:49:16.000]  in all likelihood Romney will collect the numbers necessary to get the nomination sometime in May or June.
[1:49:16.000 --> 1:49:26.000]  One of the things is that if you win five states, you get to get your name placed in nomination and you get guaranteed a position at the convention.
[1:49:26.000 --> 1:49:28.000]  And there's still some chance of that.
[1:49:28.000 --> 1:49:35.000]  Even though my dad didn't win five states, a lot of the delegations are not decided until you go through the state convention.
[1:49:35.000 --> 1:49:38.000]  They have county conventions and they work their way up.
[1:49:38.000 --> 1:49:47.000]  And Ron Paul's done very well in Nevada, Missouri, Maine, Iowa, and a couple of the other caucus states.
[1:49:47.000 --> 1:49:50.000]  So there's an outside chance that he still wins five states.
[1:49:50.000 --> 1:49:58.000]  But I think that's one of the reasons that he'll go on probably giving speeches and traveling around and encouraging voters,
[1:49:58.000 --> 1:50:01.000]  at least through the state conventions, which are mostly over in June.
[1:50:01.000 --> 1:50:10.000]  Sure, it's a victory just to be there injecting real issues, moving quickly through some questions in the five minutes we have left Senator TSA.
[1:50:10.000 --> 1:50:22.000]  They have now announced, Congresswoman Jackson has announced here in Texas, Sheila Jackson Lee, that they have undercover homeland security outside of the Tenth Amendment.
[1:50:22.000 --> 1:50:31.000]  TSA, now on the buses and the highways, we've known this is coming, but that's just as illegal as Obama taking orders from the UN.
[1:50:31.000 --> 1:50:35.000]  There's got to be some end to this craziness.
[1:50:35.000 --> 1:50:40.000]  Dave Mustaine was just here in town visiting me a few weeks ago, you know, rock star for mega death.
[1:50:40.000 --> 1:50:46.000]  And he complained to me that his 14-year-old daughter got groped at the airport here in Austin.
[1:50:46.000 --> 1:50:48.000]  There's got to be some, you know, end to this.
[1:50:48.000 --> 1:50:51.000]  Can you call for hearings in the Senate?
[1:50:51.000 --> 1:50:57.000]  I mean, isn't it illegal from your constitutional research to have the TSA now on the streets of Texas?
[1:50:57.000 --> 1:50:59.000]  I can't call for hearings.
[1:50:59.000 --> 1:51:02.000]  The majority party completely controls hearings.
[1:51:02.000 --> 1:51:05.000]  ISA can get hearings in the House and it's had some.
[1:51:05.000 --> 1:51:08.000]  The interesting thing is, is what happened to you guys in Texas?
[1:51:08.000 --> 1:51:14.000]  I thought you guys were going to stand up to the federal government and ban the TSA from doing that in Texas.
[1:51:14.000 --> 1:51:21.000]  The feds threatened a air blockade, military blockade, and the unanimous House then fell to their knees and said,
[1:51:21.000 --> 1:51:24.000]  here's our daughters and sons, start groping.
[1:51:24.000 --> 1:51:33.000]  But we're going to continue the fight up here and really it becomes more complicated because this ends up becoming not just about personal liberty.
[1:51:33.000 --> 1:51:40.000]  It becomes about union power and the fact that the Democrats are big on creating new government unions
[1:51:40.000 --> 1:51:47.000]  because they're new voting blocks and new blocks of money that they can get, you know, forced union dues to support their campaigns.
[1:51:47.000 --> 1:51:50.000]  So really the TSA is one of the biggest government unions now.
[1:51:50.000 --> 1:51:56.000]  And so we've been fighting, you know, to privatize security, many of us would like to do that.
[1:51:56.000 --> 1:52:02.000]  We will probably propose legislation coming up that will do that as well as some that will be less dramatic,
[1:52:02.000 --> 1:52:06.000]  but would actually forbid them from doing pad towns.
[1:52:06.000 --> 1:52:13.000]  We think the idea of random pad towns is ridiculous, insulting, and really making no one safe.
[1:52:13.000 --> 1:52:22.000]  And, you know, I think that if you made searches based on evidence of suspicious behavior or something like that,
[1:52:22.000 --> 1:52:33.000]  or basically had some kind of risk assessment done, then you wouldn't be doing this to elderly women, babies, children, the rest.
[1:52:33.000 --> 1:52:39.000]  The other thing that would make it a little better, not perfect, but it would be just to have a frequent flyer program of some sort.
[1:52:39.000 --> 1:52:47.000]  And I don't want the government running it, but if it were done privately and voluntarily, I think you could develop some kind of frequent flyer program.
[1:52:47.000 --> 1:52:50.000]  Two final questions, Senator Paul.
[1:52:50.000 --> 1:52:57.000]  Number one, everyone has been impressed, even mainstream media has been impressed,
[1:52:57.000 --> 1:53:03.000]  that you could run for office for the first time in your life and be catapulted into the U.S. Senate,
[1:53:03.000 --> 1:53:11.000]  and that you have kept your promises and done so well and had such a senatorial, gentlemanly bearing,
[1:53:11.000 --> 1:53:13.000]  and have learned the procedures and things.
[1:53:13.000 --> 1:53:17.000]  I mean, everyone I know across the political spectrum is saying,
[1:53:17.000 --> 1:53:27.000]  if Rand Paul doesn't make it well, Rand Paul is definitely presidential material for the republic.
[1:53:27.000 --> 1:53:33.000]  I mean, I know you don't like to chew your own horn, but are you starting to think more about running for president?
[1:53:33.000 --> 1:53:38.000]  Well, I think it's too early to tell, and a lot of it depends on what happens with this election.
[1:53:38.000 --> 1:53:44.000]  So we'll wait and see, but I think also the voice within the Senate can be a pretty loud voice,
[1:53:44.000 --> 1:53:51.000]  and I'm definitely going to do everything I can to use the position of the Senate to fight for constitutional limited government
[1:53:51.000 --> 1:53:55.000]  to really fight to fend off what I think is a coming calamity.
[1:53:55.000 --> 1:54:01.000]  If we do not address this debt bomb that's coming at us, we really are in for a bad way,
[1:54:01.000 --> 1:54:05.000]  and it may be something that hits us before there is even another presidential election.
[1:54:05.000 --> 1:54:11.000]  So we're fighting day in, day out to get people around here to wake up to the imminence of this problem.
[1:54:11.000 --> 1:54:16.000]  I've been telling people for a year, there's a day of reckoning coming, and it's not something we're looking forward to.
[1:54:16.000 --> 1:54:23.000]  It's either something where we destroy our currency, and when you destroy a currency, you at least a chaos in the streets,
[1:54:23.000 --> 1:54:25.000]  and we don't want that to happen.
[1:54:25.000 --> 1:54:30.000]  All of these problems are fixable, though, and we have a wonderful country with a wonderful heritage,
[1:54:30.000 --> 1:54:37.000]  and there is an amazing potential locked up in our country that if it were unleashed and you allow people to freely interact
[1:54:37.000 --> 1:54:42.000]  and trade with each other, that we would once again be a dominant force in the world
[1:54:42.000 --> 1:54:47.000]  if we would just really believe in ourselves and believe in our heritage.
[1:54:47.000 --> 1:54:53.000]  I agree with you. Speaking of our heritage, not having high taxes, Buffett, Warren Buffett,
[1:54:53.000 --> 1:54:58.000]  the biggest recipient of the banker bailouts domestically, that's McClatchy Associated Press, it's a fact.
[1:54:58.000 --> 1:55:06.000]  He says, raise taxes on millionaires, or people making $150,000 individually or a quarter million in a couple.
[1:55:06.000 --> 1:55:10.000]  Well, he's the guy that wants that money out of the next bailout on record.
[1:55:10.000 --> 1:55:16.000]  I mean, this is asinine. Give us a brief comment on that, Senator, because I know you've got to go.
[1:55:16.000 --> 1:55:20.000]  And then, what you're going to do on a balanced budget amendment?
[1:55:20.000 --> 1:55:24.000]  I tell people I'm getting sick and tired of hearing about Buffett's secretary.
[1:55:24.000 --> 1:55:28.000]  I think she makes more money than I do, and I think her assets are probably greater than mine,
[1:55:28.000 --> 1:55:33.000]  and so I'm not, you know, too concerned about Warren Buffett's secretary.
[1:55:33.000 --> 1:55:38.000]  But I think the argument that if two people pay the same percentage in taxes, you know,
[1:55:38.000 --> 1:55:48.000]  if he pays 15%, his secretary pays 15%, let's say she makes $200,000 a year and he makes $20 million a year or $200 million,
[1:55:48.000 --> 1:55:52.000]  he pays a thousandfold more in taxes than she does.
[1:55:52.000 --> 1:55:56.000]  So the thing is, is you can have progressive taxation with a flat tax code.
[1:55:56.000 --> 1:56:01.000]  So the idea that the rich are not paying their fair share in our country is a lie.
[1:56:01.000 --> 1:56:05.000]  It is absolutely untrue. We have the most progressive tax code.
[1:56:05.000 --> 1:56:09.000]  Maybe in the world, our tax code is more progressive than Sweden's tax code.
[1:56:09.000 --> 1:56:12.000]  So they need to just tell the truth on it.
[1:56:12.000 --> 1:56:18.000]  But the bottom line is, is I want the private sector, the pie that is the private sector to be bigger,
[1:56:18.000 --> 1:56:22.000]  and the pie that is the government sector to be smaller, so I don't want anybody's taxes to go up.
[1:56:22.000 --> 1:56:28.000]  And if you're richer than me and you've got three cars and I've got a moped, I need to go out and work harder,
[1:56:28.000 --> 1:56:34.000]  and I don't need to take it from you, I need to encourage you to hire more people by allowing you to do better.
[1:56:34.000 --> 1:56:40.000]  And so I don't really look at people who are wealthy business owners and say, oh, let me drag them down.
[1:56:40.000 --> 1:56:47.000]  I look at them and say, how can we get the government out of their way so this creative person, man or woman, can create more jobs?
[1:56:47.000 --> 1:56:53.000]  So I look at it the opposite way, and I think there's enough people left in America who like the idea of the American dream,
[1:56:53.000 --> 1:56:57.000]  who like the idea of success, and every generation there's somebody.
[1:56:57.000 --> 1:57:05.000]  I meet people every day whose parents just finished high school and weren't very successful, who are now successful in this generation.
[1:57:05.000 --> 1:57:09.000]  It doesn't always happen, but that has been the beauty of America, that mobility.
[1:57:09.000 --> 1:57:17.000]  And the interesting thing is 60% of the people born in the lowest rung, the bottom 20%, move up out of poverty.
[1:57:17.000 --> 1:57:22.000]  60% of millionaires the following year don't make a million dollars a year.
[1:57:22.000 --> 1:57:29.000]  So people move up and down this social ladder all the time, and that freedom to go up and down the ladder is what really what America is about.
[1:57:29.000 --> 1:57:36.000]  Well, the crony monopolist, they know that when you raise taxes over time, it destroys the pie and impoverishes.
[1:57:36.000 --> 1:57:39.000]  They want the control undoubtedly.
[1:57:39.000 --> 1:57:45.000]  It is so refreshing to talk to a senator who does not compromise, and it's just so real.
[1:57:45.000 --> 1:57:48.000]  Senator Rand Paul, thank you so much for the time today.
[1:57:48.000 --> 1:57:52.000]  Thank you.
