[00:00.000 --> 00:03.440]  mainstream media, government cover-ups.
[2:03:13.740 --> 2:03:22.740]  And 200,000 in one shot and yet it's on our TV every single day just pumping into our brains, drum beating,
[2:03:22.740 --> 2:03:25.740]  fear, terrorism, al-Qaeda, Osama bin Laden.
[2:03:25.740 --> 2:03:31.740]  I mean they're still the major political tools for those running for office in this country at least,
[2:03:31.740 --> 2:03:33.740]  and I'm sure throughout the world it's still brought up.
[2:03:33.740 --> 2:03:40.740]  And you have this tragedy where 200,000 people are dead and it receives barely any media coverage in this country.
[2:03:40.740 --> 2:03:48.740]  Right, and I mean it's basically it's important to stress first of all that we're not downplaying the horror or the pain
[2:03:48.740 --> 2:03:53.740]  of those families that suffered losses on 9-11 and other people that died.
[2:03:53.740 --> 2:03:57.740]  Obviously our entire movement is about helping those people.
[2:03:57.740 --> 2:04:04.740]  It's about putting the dangers that faces certainly in the West into perspective
[2:04:04.740 --> 2:04:10.740]  and then using the reality of the level of the threat as a benchmark with which to judge
[2:04:10.740 --> 2:04:15.740]  the fear mongering that government and the media ascribes to the threat of terror.
[2:04:15.740 --> 2:04:19.740]  Because if there are 900,000 people on the terror watch list
[2:04:19.740 --> 2:04:23.740]  and there are terror cells running around everywhere with a console
[2:04:23.740 --> 2:04:29.740]  reminded by the government and the media, then why is the only so-called terror incident in the West
[2:04:29.740 --> 2:04:37.740]  in the last three years being, you know, dumb and driving a Jeep Cherokee into a window at Glasgow Airport?
[2:04:37.740 --> 2:05:01.740]  Absolutely, we'll be back after this, PrisonPlanet.com.
[2:05:12.740 --> 2:05:14.740]  They won't let you grow industrial hemp.
[2:05:14.740 --> 2:05:21.740]  It really doesn't make any kind of sense when it's so healthy for the world and useful for you, my friends.
[2:05:21.740 --> 2:05:26.740]  I hope Mr. Busch will hear this song for the heart of America wants this one.
[2:05:26.740 --> 2:05:31.740]  Go to hempusa.org.
[2:05:31.740 --> 2:05:40.740]  If you're a true thur and anarchist or renegade, you only want things that God has made, go to hempusa.org.
[2:05:40.740 --> 2:05:47.740]  We offer free shipping anywhere in the States, go to hempusa.org.
[2:05:47.740 --> 2:05:55.740]  Now from the makers of Loose Change, the most downloaded film in Internet history comes the long-awaited release of Loose Change Final Cut,
[2:05:55.740 --> 2:06:00.740]  an entirely new two-hour film that completely destroys the official fable forever.
[2:06:00.740 --> 2:06:07.740]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions,
[2:06:07.740 --> 2:06:11.740]  and the true perpetrators of the horrendous crime are brought to justice.
[2:06:11.740 --> 2:06:15.740]  Loose Change Final Cut is the ultimate 9-11 expose.
[2:06:15.740 --> 2:06:23.740]  From hijackers being trained at U.S. military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[2:06:23.740 --> 2:06:28.740]  Secure your copy of Loose Change Final Cut today at infowars.com or prisonplanet.com.
[2:06:28.740 --> 2:06:35.740]  While you're visiting the online video store, be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement,
[2:06:35.740 --> 2:06:38.740]  America, Freedom to Fascism, and hundreds of other titles.
[2:06:38.740 --> 2:06:41.740]  We're in a no-holds-bar information war.
[2:06:41.740 --> 2:06:47.740]  Truth is our weapon, and prisonplanet.com has the tools you need to take the fight back to Big Brother.
[2:06:47.740 --> 2:06:51.740]  Hello, I'm Dr. Leonard Horowitz, author of 15 books on health and natural healing.
[2:06:51.740 --> 2:06:55.740]  Vaccines included, medicines kill more people every year than any illness.
[2:06:55.740 --> 2:07:02.740]  The cost of drug side effects in America is more than $200 billion annually with the worst toll taken by antibiotics.
[2:07:02.740 --> 2:07:05.740]  But there is a cure for this medical madness that has remained secret.
[2:07:05.740 --> 2:07:15.740]  Oxysilver, developed by NASA scientists to keep astronauts healthy, is an evolutionary new dietary supplement making deadly vaccinations and antibiotics obsolete.
[2:07:15.740 --> 2:07:19.740]  Taking one to two teaspoons daily boosts natural immunity without drug toxicity.
[2:07:19.740 --> 2:07:22.740]  Oxysilver combines oxygen and silver in a new way.
[2:07:22.740 --> 2:07:29.740]  The oxygen becomes a supercharged germ killer freeing your immune system to fight colds, flus, cancers, and more.
[2:07:29.740 --> 2:07:35.740]  Build disease defenses naturally, painlessly, powerfully, safely, and inexpensively with oxysilver.
[2:07:35.740 --> 2:07:41.740]  Order your supply now by calling toll-free 1-877-817-9829.
[2:07:41.740 --> 2:07:46.740]  That's 1-877-817-9829. Do it now.
[2:07:46.740 --> 2:07:56.740]  Big Brother, mainstream media, government cover-ups.
[2:07:56.740 --> 2:07:59.740]  You want answers? Well, so does he.
[2:07:59.740 --> 2:08:03.740]  He's Alex Jones on the GCN Radio Network.
[2:08:03.740 --> 2:08:08.740]  And now, live from Austin, Texas, Alex Jones.
[2:08:08.740 --> 2:08:16.740]  Welcome back, ladies and gentlemen. I am Jason Burma, sitting in for Alex Jones for the next two days.
[2:08:16.740 --> 2:08:22.740]  We are with Paul Joseph Watson, accomplished author and webmaster of PrismPlanet.com.
[2:08:22.740 --> 2:08:24.740]  And we're talking terrorism and al-Qaeda.
[2:08:24.740 --> 2:08:34.740]  And Paul, I just want to get your take on the Washington Post now reporting that everybody who is involved in the U.S.S. coal bombing is either escaped or been let go.
[2:08:34.740 --> 2:08:39.740]  You'd think if Al-Qaeda was a real threat and that these guys were the actual guys behind the coal bombing,
[2:08:39.740 --> 2:08:45.740]  these guys would be the guys who were imprisoned at Gitmo or one of our other torture facilities.
[2:08:45.740 --> 2:08:50.740]  You know, these guys would be the guys under armed guard never to be let go.
[2:08:50.740 --> 2:09:02.740]  Well, yeah. I mean, it seems that in every case where a so-called al-Qaeda member can be proven to be an al-Qaeda member with links to bin Laden and so forth,
[2:09:02.740 --> 2:09:08.740]  which is rare because most of them turn out to be nothing more than pasties,
[2:09:08.740 --> 2:09:12.740]  then they get treated very well by the U.S. or British government.
[2:09:12.740 --> 2:09:19.740]  You had a guy in Britain called Abu Qatada that was called the European mastermind of al-Qaeda.
[2:09:19.740 --> 2:09:23.740]  He was controlling al-Qaeda in Europe for bin Laden.
[2:09:23.740 --> 2:09:29.740]  And yet he was given a safe house by MI5 and now he's being completely released.
[2:09:29.740 --> 2:09:40.740]  So they seem to take the highest, you know, the elite of al-Qaeda and give them comfort while they use the pasties on the lower level
[2:09:40.740 --> 2:09:48.740]  to propagandize about the massive threat of terror when they always turn out to be, you know, street gangs and so forth
[2:09:48.740 --> 2:09:51.740]  who have no means or capability to commit terror.
[2:09:51.740 --> 2:09:57.740]  Absolutely. And when they're setting up these type of pasties, they like to set up a little plausible deniability.
[2:09:57.740 --> 2:10:03.740]  I think that's why you saw the Pakistani ISI as being exposed as one of the funders,
[2:10:03.740 --> 2:10:08.740]  major funders of the quote-unquote hijackers with that $100,000 wire transfer.
[2:10:08.740 --> 2:10:17.740]  In reality, the ISI is so close to the CIA on the dot-gov site that actually tries to debunk the fact that we were in business
[2:10:17.740 --> 2:10:21.740]  with bin Laden during the Soviets invasion of Afghanistan.
[2:10:21.740 --> 2:10:25.740]  They say, oh, well, you know, we never gave any money to bin Laden directly.
[2:10:25.740 --> 2:10:30.740]  We funneled all of our money through the ISI. So we didn't really have any ties to bin Laden.
[2:10:30.740 --> 2:10:34.740]  Now, we know that's false. We know that, you know, Brzezinski and others did have ties to bin Laden.
[2:10:34.740 --> 2:10:43.740]  But they admit right there that they use the ISI as a conduit to fund these organizations and maintain that deniability.
[2:10:43.740 --> 2:10:47.740]  Well, exactly. They're always going to have front organizations so they can claim that.
[2:10:47.740 --> 2:10:53.740]  But anytime you get an ISI link, for example, we had the couple of summers ago,
[2:10:53.740 --> 2:10:58.740]  we had the, you know, the much-vaunted liquid bomb plot of which, you know,
[2:10:58.740 --> 2:11:02.740]  it turned out to be a contrived fraud, as most of them always do.
[2:11:02.740 --> 2:11:07.740]  You know, the alleged perpetrators had no passports, no airline tickets.
[2:11:07.740 --> 2:11:12.740]  Their behavior before the alleged attack suggested the complete opposite,
[2:11:12.740 --> 2:11:14.740]  that they were actually planning anything.
[2:11:14.740 --> 2:11:19.740]  And, of course, it turned out that this was all being run under ISI auspices.
[2:11:19.740 --> 2:11:25.740]  So every time you have that link, then it's proof that something very fishy indeed is going on.
[2:11:25.740 --> 2:11:29.740]  Yeah, absolutely. And it should just speak to the fact that, you know,
[2:11:29.740 --> 2:11:34.740]  obviously we were funding them through the ISI that the guy who did it, General Mammoud Ahmed,
[2:11:34.740 --> 2:11:38.740]  was never convicted of anything. He was just, you know, let go.
[2:11:38.740 --> 2:11:42.740]  He was able to retire almost unannounced and just kind of slip into the backdrop.
[2:11:42.740 --> 2:11:47.740]  Meanwhile, Omar Said Sheikh, the guy who facilitated this wire transfer,
[2:11:47.740 --> 2:11:52.740]  we've got a buttoe before she was murdered saying that this guy is an intelligence asset.
[2:11:52.740 --> 2:11:54.740]  He's got all sorts of intelligence ties.
[2:11:54.740 --> 2:11:57.740]  He's the guy behind the Daniel Pearl murder.
[2:11:57.740 --> 2:12:01.740]  And this stuff seems to fall through the cracks in the mainstream media.
[2:12:01.740 --> 2:12:06.740]  They don't want to report on actual government intelligence funding these guys. I wonder why.
[2:12:06.740 --> 2:12:11.740]  Well, yeah, I mean, Mammoud Ahmed was prior to 9-11.
[2:12:11.740 --> 2:12:14.740]  He was meeting with everyone. He was with the CIA.
[2:12:14.740 --> 2:12:20.740]  He was with Porter Goss. I mean, he was having breakfast with Goss and Graham on the very morning of 9-11.
[2:12:20.740 --> 2:12:24.740]  He was, you know, given red carpet treatment in the days before 9-11.
[2:12:24.740 --> 2:12:28.740]  And he was the chief financier of the alleged lead hijacker.
[2:12:28.740 --> 2:12:32.740]  And that makes no waves in the media. It's pathetic.
[2:12:32.740 --> 2:12:37.740]  It's absolutely pathetic. And then you look at, you know, Porter Goss and Bob Graham,
[2:12:37.740 --> 2:12:42.740]  they head up that initial congressional investigation where 27 pages are redacted.
[2:12:42.740 --> 2:12:47.740]  Graham goes on PBS television in December of 2002 and admits that
[2:12:47.740 --> 2:12:50.740]  there was overwhelming evidence of foreign governments.
[2:12:50.740 --> 2:12:55.740]  That's government's more than one involvement in not only the funding of the hijackers,
[2:12:55.740 --> 2:12:57.740]  but other facilitating as well.
[2:12:57.740 --> 2:13:01.740]  And then he was recently confronted by Philly 9-11 Truth.
[2:13:01.740 --> 2:13:05.740]  You can check out the video on the Internet where before he's even asked about anything,
[2:13:05.740 --> 2:13:10.740]  he's talking about his relationship with Mammoud Ahmed and how Mammoud Ahmed was there
[2:13:10.740 --> 2:13:14.740]  to play nice with the Taliban and al-Qaeda. And that was his job.
[2:13:14.740 --> 2:13:17.740]  You know, so then later on they ask him about the funding of it and,
[2:13:17.740 --> 2:13:20.740]  oh, I just don't know about the funding. I guess that, you know,
[2:13:20.740 --> 2:13:23.740]  maybe you guys uncovered something that the congressional investigation
[2:13:23.740 --> 2:13:26.740]  and the 9-11 commission just couldn't find.
[2:13:26.740 --> 2:13:30.740]  Yet, you know, he's on television on PBS saying that these governments that were involved
[2:13:30.740 --> 2:13:35.740]  will be classified for the next 20 to 30 years and won't be released until they're in the archives.
[2:13:35.740 --> 2:13:40.740]  Well, I ask you, why is it that we had this congressional investigation?
[2:13:40.740 --> 2:13:42.740]  We know that it's going to be classified for 20 to 30 years.
[2:13:42.740 --> 2:13:44.740]  What was the purpose of the 9-11 commission?
[2:13:44.740 --> 2:13:49.740]  I thought that they were supposed to do a full and complete accounting of what actually happened, Paul.
[2:13:49.740 --> 2:13:56.740]  Well, you knew exactly what the purpose was as soon as they appointed Kissinger as the head of it.
[2:13:56.740 --> 2:13:59.740]  I mean, talk about slapping the faith.
[2:13:59.740 --> 2:14:05.740]  But I mean, we were talking about the foundation of the police day,
[2:14:05.740 --> 2:14:11.740]  which was this apparent threat of terror, which the drumbeat is drilled into us every day.
[2:14:11.740 --> 2:14:17.740]  And the fact is that, you know, we're heard it through airports and train stations,
[2:14:17.740 --> 2:14:22.740]  whatever you want every day, and expected to acquiesce and be treated like scum.
[2:14:22.740 --> 2:14:28.740]  Because of the threat of terror, and in almost every example, as you've just illustrated,
[2:14:28.740 --> 2:14:34.740]  it's governments that are behind it, provocateurs, financiers, all linked to the government.
[2:14:34.740 --> 2:14:41.740]  But they're slowly rolling out the same measures, you know, into every facet of our lives,
[2:14:41.740 --> 2:14:43.740]  and that forms the foundation of the police day.
[2:14:43.740 --> 2:14:50.740]  But what's important to put in perspective is the fact that terrorism, as a supposed threat,
[2:14:50.740 --> 2:15:00.740]  is, according to the figures, is less deadly to Westerners than accident-causing deer and peanut allergies.
[2:15:00.740 --> 2:15:05.740]  And that's according to Ohio State University report.
[2:15:05.740 --> 2:15:08.740]  Well, it's absolutely true. I mean, you know, I'm an upstate New York guy,
[2:15:08.740 --> 2:15:10.740]  and there's tons of deaths with deer.
[2:15:10.740 --> 2:15:12.740]  I've been in four car accidents with deer, actually.
[2:15:12.740 --> 2:15:15.740]  I've been lucky, you know, not actually getting too hurt.
[2:15:15.740 --> 2:15:20.740]  Absolutely. I mean, you had 3,000 people die in 2001 in this country.
[2:15:20.740 --> 2:15:22.740]  And since then, zero.
[2:15:22.740 --> 2:15:27.740]  And what's interesting to me is student scholars just went and got the press secretary.
[2:15:27.740 --> 2:15:28.740]  I forget what her name is.
[2:15:28.740 --> 2:15:32.740]  And they bring up the fact that, hey, you guys tried to appoint Kissinger.
[2:15:32.740 --> 2:15:35.740]  Hey, you know, look at all these different things.
[2:15:35.740 --> 2:15:38.740]  Bush and Cheney testified together, not under oath.
[2:15:38.740 --> 2:15:41.740]  And then she starts saying, well, you better check your sources,
[2:15:41.740 --> 2:15:44.740]  because some of those sources are wrong, and they're giving you disinformation.
[2:15:44.740 --> 2:15:49.740]  And it's not an accident that we haven't been attacked since 9-11.
[2:15:49.740 --> 2:15:52.740]  And that's their big talking point when they have nothing else to say is,
[2:15:52.740 --> 2:15:55.740]  it's not an accident we haven't been attacked since 9-11.
[2:15:55.740 --> 2:15:57.740]  And I'd say, yeah, it's not an accident.
[2:15:57.740 --> 2:16:02.740]  It's because of people like you and me going out and informing the, you know, world populace
[2:16:02.740 --> 2:16:06.740]  that 9-11 was indeed a false flag attack that has stopped them
[2:16:06.740 --> 2:16:08.740]  from carrying out another false flag attack in this country.
[2:16:08.740 --> 2:16:13.740]  I believe if they try anything short of some kind of nuclear holocaust in this country,
[2:16:13.740 --> 2:16:16.740]  most of the people are going to wise up at least a third of us.
[2:16:16.740 --> 2:16:19.740]  You know, people are going to point to the government right away.
[2:16:19.740 --> 2:16:22.740]  There's too many shady things going on with 9-11.
[2:16:22.740 --> 2:16:26.740]  And the mainstream media just ignores us, tries to marginalize us,
[2:16:26.740 --> 2:16:30.740]  even when, you know, State Senator Karen Johnson of Arizona goes public,
[2:16:30.740 --> 2:16:33.740]  or former Governor Jesse Ventura goes public, you know,
[2:16:33.740 --> 2:16:37.740]  or, you know, scientists like Stephen Jones, architects like Richard Gage,
[2:16:37.740 --> 2:16:41.740]  they're all marginalized, or they're just called completely crazy
[2:16:41.740 --> 2:16:45.740]  without any evidence whatsoever.
[2:16:45.740 --> 2:16:51.740]  Exactly. And I mean, the Bush administration could, they claim success
[2:16:51.740 --> 2:16:56.740]  in preventing terror, you know, in America since 2001.
[2:16:56.740 --> 2:16:58.740]  But it has nothing to do with their success.
[2:16:58.740 --> 2:17:02.740]  They wrote in the article because the same pattern can be observed
[2:17:02.740 --> 2:17:05.740]  throughout the 20th century before 9-11.
[2:17:05.740 --> 2:17:10.740]  I mean, as you were talking about, it's the equivalent of
[2:17:10.740 --> 2:17:15.740]  11, let me get the figures exactly.
[2:17:15.740 --> 2:17:19.740]  He talks about, you've been in four accidents.
[2:17:19.740 --> 2:17:25.740]  I've got it here. To equal the danger that Americans place themselves in every day,
[2:17:25.740 --> 2:17:31.740]  by simply driving down the highway, there would need to be September 11th every month.
[2:17:31.740 --> 2:17:36.740]  And to reach the same level of risk that you undertake in boarding an airline,
[2:17:36.740 --> 2:17:42.740]  you know, in terms of a potential accident, you only have to travel 11 miles in a car.
[2:17:42.740 --> 2:17:47.740]  So that puts into perspective this grand threat which is called, you know,
[2:17:47.740 --> 2:17:52.740]  the greatest fundamental threat to civilization, terrorism,
[2:17:52.740 --> 2:17:57.740]  puts it in perspective in comparison to the real dangers that are out there
[2:17:57.740 --> 2:18:02.740]  that we go through every day and we risk our lives in doing so,
[2:18:02.740 --> 2:18:07.740]  because for the sake of mobility and freedom.
[2:18:07.740 --> 2:18:12.740]  Well, I think they're really good at manipulating our already-there fears.
[2:18:12.740 --> 2:18:15.740]  There's still a lot of people in the world who are just afraid of flying in general.
[2:18:15.740 --> 2:18:19.740]  So, you know, you couple that with the terrorism threat and it's twice as terrifying.
[2:18:19.740 --> 2:18:21.740]  You know what I mean, Paul?
[2:18:21.740 --> 2:18:25.740]  Yeah, exactly. And they don't often do their best to make you feel scared
[2:18:25.740 --> 2:18:27.740]  when you go into an airport, do they?
[2:18:27.740 --> 2:18:30.740]  And again, that was, I mean, it's ridiculous.
[2:18:30.740 --> 2:18:34.740]  You have this ridiculous liquid bomb plot.
[2:18:34.740 --> 2:18:37.740]  And then a week later, we were all forced to, you know,
[2:18:37.740 --> 2:18:42.740]  carry these little see-through plastic slate bags if we had a tiny bottle of aftershave.
[2:18:42.740 --> 2:18:45.740]  You had mothers being forced to drink their own baby milk.
[2:18:45.740 --> 2:18:50.740]  If you get into the details of it, there's no way you could build a liquid bomb
[2:18:50.740 --> 2:18:54.740]  of any intensity with the kind of material that they had
[2:18:54.740 --> 2:18:57.740]  and the space and the time in which they had to do it,
[2:18:57.740 --> 2:19:01.740]  even if you believe that they would have got on the plane in the first place
[2:19:01.740 --> 2:19:03.740]  with no passports or airline tickets.
[2:19:03.740 --> 2:19:06.740]  And yet, you know, we're all made to feel like suspects
[2:19:06.740 --> 2:19:10.740]  for the crime of carrying a Diet Coke onto an airplane.
[2:19:10.740 --> 2:19:15.740]  So it's just this feeling that you get when you go into an airport.
[2:19:15.740 --> 2:19:18.740]  And I mean, that's what they want to roll out on the streets.
[2:19:18.740 --> 2:19:24.740]  And they're changing the very nature of our way of life to combat this threat
[2:19:24.740 --> 2:19:30.740]  when the threat in comparison to the real dangers that we all live through is miniscule.
[2:19:30.740 --> 2:19:32.740]  I'm with you, Paul. It's all about fear and control.
[2:19:32.740 --> 2:19:35.740]  And that's what they're bringing to us in this country and throughout the world.
[2:19:35.740 --> 2:19:38.740]  That's what this globalist plot is all about.
[2:19:38.740 --> 2:19:42.740]  We'll be back after this with Paul Joseph Watson, Infowars.com.
[2:19:47.740 --> 2:19:50.740]  It is a big idea.
[2:19:50.740 --> 2:19:52.740]  A new world order.
[2:19:52.740 --> 2:19:57.740]  In the near future, Earth is dominated by a powerful world government.
[2:19:57.740 --> 2:20:00.740]  It's known as the Bilderberg.
[2:20:00.740 --> 2:20:03.740]  Could their objective be world domination?
[2:20:03.740 --> 2:20:06.740]  For thousands of years, their dark order grew.
[2:20:06.740 --> 2:20:09.740]  Now as they hail the birth of the new world order,
[2:20:09.740 --> 2:20:16.740]  their great dream of exterminating 80% of humanity is at hand.
[2:20:16.740 --> 2:20:21.740]  For the first time in history, the elite's plan for world government is blown wide open.
[2:20:21.740 --> 2:20:25.740]  You will learn the secret that drives the entire new world order agenda.
[2:20:25.740 --> 2:20:28.740]  Bilderberg is making great progress for the world government.
[2:20:28.740 --> 2:20:30.740]  Most people have no idea. They're not after money.
[2:20:30.740 --> 2:20:32.740]  They have all the money they need. They're after power.
[2:20:32.740 --> 2:20:33.740]  That's what happens easily.
[2:20:33.740 --> 2:20:38.740]  Order in-game on DVD at prisonplanet.com or infowars.com
[2:20:38.740 --> 2:20:42.740]  or watch it online right now at prisonplanet.tv.
[2:20:42.740 --> 2:20:47.740]  In-game, blueprint for global enslavement. You have been warned.
[2:20:47.740 --> 2:20:50.740]  Hi, this is Alex Jones and I want to talk to you about the high price of gasoline.
[2:20:50.740 --> 2:20:55.740]  It's no secret that gasoline quality is poor even though we're paying record prices at the pump.
[2:20:55.740 --> 2:21:00.740]  I have run across a company called SFR who has developed two products that improve gas mileage.
[2:21:00.740 --> 2:21:04.740]  Instead of paying a mechanic as much as $300 to clean your injection system,
[2:21:04.740 --> 2:21:09.740]  protect a complete fuel system treatment, cleans to 95% of new engine condition,
[2:21:09.740 --> 2:21:11.740]  improving mileage in only one tank full.
[2:21:11.740 --> 2:21:16.740]  Protect an engine treatment not only reduces friction, but it extends the life of your engine.
[2:21:16.740 --> 2:21:20.740]  Let's face it, with the high price of gasoline, it's time to take action.
[2:21:20.740 --> 2:21:24.740]  Purchase a protective fuel system treatment for only $9.95
[2:21:24.740 --> 2:21:28.740]  and receive a free engine treatment, which is a $12.95 value free.
[2:21:28.740 --> 2:21:34.740]  Call triple-eight, use SFR-1. That number again is triple-eight, use SFR-1
[2:21:34.740 --> 2:21:38.740]  or check them out online at oilcompanysecret.com.
[2:21:38.740 --> 2:21:40.740]  That's oilcompanysecret.com.
[2:21:40.740 --> 2:21:46.740]  Satisfaction is guaranteed or your money back and it's safe for all cars. Act now.
[2:21:46.740 --> 2:21:48.740]  Our beloved Republic is on her knees.
[2:21:48.740 --> 2:21:52.740]  The forces of globalism are destroying national sovereignty worldwide,
[2:21:52.740 --> 2:21:54.740]  but in Liberty's darkest hour there is hope.
[2:21:54.740 --> 2:21:57.740]  The first time in modern history, the people are beginning to wake up.
[2:21:57.740 --> 2:22:03.740]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order master plan.
[2:22:03.740 --> 2:22:07.740]  We have a short time frame to fully awaken and energize the people to meet this threat.
[2:22:07.740 --> 2:22:12.740]  In the Info War, prisonplanet.tv is a powerful weapon in the battle to regain our freedom.
[2:22:12.740 --> 2:22:15.740]  Prisonplanet.tv is a vault of forbidden information.
[2:22:15.740 --> 2:22:20.740]  All 18 of my documentary films can be downloaded or stream in super-high quality,
[2:22:20.740 --> 2:22:23.740]  directly to your computer or iPhone and shared with others.
[2:22:23.740 --> 2:22:27.740]  Thousands of special video reports from tainted vaccines to martial law
[2:22:27.740 --> 2:22:31.740]  can be found in this online video library, by weekly news television broadcast,
[2:22:31.740 --> 2:22:34.740]  thousands of exclusive audio interviews and so much more.
[2:22:34.740 --> 2:22:39.740]  The Info War is waiting for you to set it free. Join prisonplanet.tv.
[2:22:39.740 --> 2:22:43.740]  Burn the info bombs to disk. Put them on the file sharing networks.
[2:22:43.740 --> 2:22:46.740]  Bring down the New World Order. Prisonplanet.tv.
[2:22:46.740 --> 2:22:49.740]  Are you concerned about the high cost of prescription drugs?
[2:22:49.740 --> 2:22:56.740]  Since January of 2006, rxdrugcard.com members have saved an average of $33 per prescription filled.
[2:22:56.740 --> 2:22:58.740]  That's over 46% savings.
[2:22:58.740 --> 2:23:02.740]  The average savings for generic drugs was over 71%.
[2:23:02.740 --> 2:23:07.740]  rxdrugcard.com is the only major discount prescription drug plan that offers a price lookup page,
[2:23:07.740 --> 2:23:11.740]  so you can get an idea of your discounted price before you enroll.
[2:23:11.740 --> 2:23:15.740]  rxdrugcard.com is for anyone who pays for their own prescriptions.
[2:23:15.740 --> 2:23:17.740]  There are no age restrictions, all prescriptions are covered,
[2:23:17.740 --> 2:23:21.740]  and 95% of all pharmacies in the U.S. participate, including Walmart,
[2:23:21.740 --> 2:23:24.740]  Walgreen, CVS Pharmacy, and many more.
[2:23:24.740 --> 2:23:29.740]  With rxdrugcard.com, you will save immediately, with no messy forms or paperwork.
[2:23:29.740 --> 2:23:35.740]  Membership fees start at only $4.50 per month, and include a 30-day unconditional money-back guarantee.
[2:23:35.740 --> 2:23:42.740]  Visit us at www.rxdrugcard.com, or call us at 888-216-2461.
[2:23:42.740 --> 2:24:00.740]  Do it today!
[2:24:26.740 --> 2:24:28.740]  Alright, we are back at the Alex Jones Show.
[2:24:28.740 --> 2:24:31.740]  I'm Jason Bermas, sitting in today and tomorrow.
[2:24:31.740 --> 2:24:36.740]  We're talking airport, police state, America, and really around the world,
[2:24:36.740 --> 2:24:39.740]  and we're talking about the liquid bomb plot.
[2:24:39.740 --> 2:24:44.740]  And isn't it convenient how, all of a sudden, the liquids aren't really a threat anymore,
[2:24:44.740 --> 2:24:46.740]  as long as they're in this small plastic bag.
[2:24:46.740 --> 2:24:50.740]  At first, they were like, well, you can't bring water bottles or liquid,
[2:24:50.740 --> 2:24:54.740]  or any kind of an aftershave or cologne on, but now, if you put it into a plastic bag,
[2:24:54.740 --> 2:24:56.740]  magically, it's okay.
[2:24:56.740 --> 2:25:00.740]  I liken it to when it was the Richard Reid shoe bomber plot,
[2:25:00.740 --> 2:25:05.740]  and they banned lighters and matches altogether in the airport.
[2:25:05.740 --> 2:25:07.740]  You couldn't board a plane with it.
[2:25:07.740 --> 2:25:09.740]  Now, they allow you to board a plane,
[2:25:09.740 --> 2:25:13.740]  but the last time I got on the plane with a lighter, they scanned through my bag.
[2:25:13.740 --> 2:25:16.740]  I had three other lighters in there, and they're like, well, you got a choice.
[2:25:16.740 --> 2:25:17.740]  You can keep one.
[2:25:17.740 --> 2:25:19.740]  They're like, oh, which one do you want to keep?
[2:25:19.740 --> 2:25:20.740]  I'm like, I don't care, man.
[2:25:20.740 --> 2:25:23.740]  I'm like, this is taking another 10 minutes because you want to take my lighters away,
[2:25:23.740 --> 2:25:24.740]  but I can have one.
[2:25:24.740 --> 2:25:28.740]  What's the difference between having one and five, Paul?
[2:25:28.740 --> 2:25:36.740]  No difference whatsoever, but it's about maintaining this false sense of insecurity.
[2:25:36.740 --> 2:25:44.740]  If we agree, which most people would, the principle goal of terrorists is to create enough fear
[2:25:44.740 --> 2:25:52.740]  amongst the population to get the people and the government to acquiesce to their political demands.
[2:25:52.740 --> 2:25:57.740]  The only way they can do it is by generating enough fear to make people believe that their life
[2:25:57.740 --> 2:26:03.740]  is significantly threatened by potential terrorism if they don't follow all these ridiculous
[2:26:03.740 --> 2:26:08.740]  rules, like getting rid of their lighters and carrying their liquids through airports
[2:26:08.740 --> 2:26:12.740]  in transparent plastic bags.
[2:26:12.740 --> 2:26:19.740]  As I wrote in the article, if governments are really trying to win a war on terror, as
[2:26:19.740 --> 2:26:26.740]  they're constantly reminding us, then what they would do is sideline and downplay the
[2:26:26.740 --> 2:26:32.740]  ability of terrorists to carry out terrorism because, as the figures show, you've got more
[2:26:32.740 --> 2:26:37.740]  chance of drowning in your own swimming pool than being killed by terrorists.
[2:26:37.740 --> 2:26:44.740]  The question is, why is the government inflating the influence of terrorists by fear-mongering
[2:26:44.740 --> 2:26:48.740]  about a danger that's miniscule?
[2:26:48.740 --> 2:26:52.740]  It seems like the terrorists, quote-unquote, hating our freedoms, and that's why they did
[2:26:52.740 --> 2:26:53.740]  it.
[2:26:53.740 --> 2:26:57.740]  Well, if the terrorists hate our freedoms so much, no one has done a better job from taking
[2:26:57.740 --> 2:27:03.740]  those freedoms away from us than this administration and departments like that of Homeland Security,
[2:27:03.740 --> 2:27:08.740]  you know, legislation like Patriots 1 and 2, especially the Military Commissions Act,
[2:27:08.740 --> 2:27:12.740]  which ended habeas corpus, the right to face your accuser.
[2:27:12.740 --> 2:27:17.740]  Again, around since 1215, and the Magna Carta folks, and that's gone, they can literally
[2:27:17.740 --> 2:27:22.740]  charge you with something, scoop you up, throw you in a black hole, maybe take you to Gitmo
[2:27:22.740 --> 2:27:24.740]  for some waterboarding and such, and that's it.
[2:27:24.740 --> 2:27:27.740]  They don't have to tell anybody about you, they don't have to report to you, they don't
[2:27:27.740 --> 2:27:32.740]  even have to give you a military tribunal at this point, and that's the kind of legislation
[2:27:32.740 --> 2:27:38.740]  that has been passed, not through, you know, Muslim extremists, but by this administration
