[00:00.000 --> 00:06.000]  In this present crisis, government is not the solution to our problem.
[01:10:29.000 --> 01:10:30.000]  with CPS.
[01:10:30.000 --> 01:10:34.000]  The government always says it's here to help you, and it always says that it's
[01:10:34.000 --> 01:10:35.000]  here to help the children.
[01:10:35.000 --> 01:10:39.000]  You know, we have to shut down guns because of the children.
[01:10:39.000 --> 01:10:40.000]  Fill in the blank.
[01:10:40.000 --> 01:10:43.000]  Whatever we need to do, wherever we need to add government, it's to preserve the
[01:10:43.000 --> 01:10:44.000]  children.
[01:10:44.000 --> 01:10:49.000]  And of course, they come at us with CPS, and we see that CPS has over and over
[01:10:49.000 --> 01:10:54.000]  again, and not just our country, but in many countries around the world documented
[01:10:54.000 --> 01:10:56.000]  by not just info wars.
[01:10:56.000 --> 01:11:01.000]  These are press reports from people that you're not going to question, right?
[01:11:01.000 --> 01:11:04.000]  Of course, you're not going to question writers or AP.
[01:11:04.000 --> 01:11:06.000]  They're all reporting this.
[01:11:06.000 --> 01:11:09.000]  They're all reporting what is happening worldwide.
[01:11:09.000 --> 01:11:11.000]  And so, we're going to be talking about that.
[01:11:11.000 --> 01:11:15.000]  So, with that in mind, I want you to see this news out of Yahoo.com.
[01:11:15.000 --> 01:11:20.000]  This is a mom arrested while trying to consult special needs son in school.
[01:11:20.000 --> 01:11:23.000]  Now, this is a Missouri woman, Mrs. Williams.
[01:11:23.000 --> 01:11:24.000]  She's at home.
[01:11:24.000 --> 01:11:28.000]  She gets a phone call from the elementary school, and they say, your son, who has
[01:11:28.000 --> 01:11:29.000]  Asperger's syndrome, is panicking.
[01:11:29.000 --> 01:11:32.000]  So, she goes down as fast as she can.
[01:11:32.000 --> 01:11:34.000]  She runs to the school.
[01:11:34.000 --> 01:11:35.000]  She goes to the front desk.
[01:11:35.000 --> 01:11:37.000]  They recognize her because she's been down there several times.
[01:11:37.000 --> 01:11:39.000]  She just saw the principal a week ago.
[01:11:39.000 --> 01:11:41.000]  She gets buzzed in.
[01:11:41.000 --> 01:11:46.000]  She goes in to console her child, and then they come in and they tell her, though
[01:11:46.000 --> 01:11:51.000]  she was buzzed in as a known parent by school officials, she apparently broke
[01:11:51.000 --> 01:11:54.000]  protocol because she didn't sign a paper.
[01:11:54.000 --> 01:11:57.000]  She didn't sign in before heading to his classroom.
[01:11:57.000 --> 01:11:59.000]  She was told this was an emergency.
[01:11:59.000 --> 01:12:03.000]  They buzzed her in, but she didn't sign their piece of paper.
[01:12:03.000 --> 01:12:04.000]  So, what did they do?
[01:12:04.000 --> 01:12:06.000]  Well, they said, she said, I'll go back and sign it.
[01:12:06.000 --> 01:12:08.000]  Oh, no, it's too late, they said.
[01:12:08.000 --> 01:12:11.000]  We have already called the police.
[01:12:11.000 --> 01:12:13.000]  They told the principal to bring the book to her.
[01:12:13.000 --> 01:12:16.000]  She'd signed it, but the administrator had other ideas and said, we've already
[01:12:16.000 --> 01:12:17.000]  called the police.
[01:12:17.000 --> 01:12:22.000]  They came and arrested her, took her to jail because she had unauthorized
[01:12:22.000 --> 01:12:23.000]  entry into a school.
[01:12:23.000 --> 01:12:25.000]  They charged her with trespassing.
[01:12:25.000 --> 01:12:29.000]  They shut the school down on lockdown for 12 minutes.
[01:12:29.000 --> 01:12:33.000]  See, this is where the out of control bureaucracies are headed.
[01:12:33.000 --> 01:12:38.000]  This is what they're doing to our children in these prisons that they call
[01:12:38.000 --> 01:12:39.000]  government schools.
[01:12:39.000 --> 01:12:44.000]  They're set up to create an environment that our children live in where it's
[01:12:44.000 --> 01:12:48.000]  fear and panic, and the government is in charge of everything.
[01:12:48.000 --> 01:12:52.000]  You've got officers who can roam the hall, taze children at will.
[01:12:52.000 --> 01:12:56.000]  They inspect their cars as part of a, quote, normal procedure, as the mainstream
[01:12:56.000 --> 01:12:57.000]  media told us.
[01:12:57.000 --> 01:12:59.000]  They just did that this last week.
[01:12:59.000 --> 01:13:02.000]  They looked as part of a normal procedure.
[01:13:02.000 --> 01:13:07.000]  They inspected some guy's car at high school and found a pocket knife, and now
[01:13:07.000 --> 01:13:08.000]  he's in big trouble.
[01:13:08.000 --> 01:13:10.000]  How is that normal procedure?
[01:13:10.000 --> 01:13:13.000]  When I went to school, we didn't have police going through our cars.
[01:13:13.000 --> 01:13:16.000]  We didn't have to go through metal detectors.
[01:13:16.000 --> 01:13:20.000]  This is crazy, but it is all coming from the war on drugs.
[01:13:20.000 --> 01:13:23.000]  It's coming from a government that says it's there to protect our children.
[01:13:23.000 --> 01:13:26.000]  And we're going to talk about that in just a few minutes.
[01:13:26.000 --> 01:13:28.000]  But first, I want to talk about some good news.
[01:13:28.000 --> 01:13:31.000]  I want to talk about some things that are happening with the Second Amendment,
[01:13:31.000 --> 01:13:35.000]  because we see that we are winning victories there, just like Mark Dice won
[01:13:35.000 --> 01:13:39.000]  the victory against censorship on YouTube through publicity, through the
[01:13:39.000 --> 01:13:40.000]  information war.
[01:13:40.000 --> 01:13:41.000]  We can win battles.
[01:13:41.000 --> 01:13:46.000]  And what we see now here in Washington, we see a report from the Daily Beast.
[01:13:46.000 --> 01:13:50.000]  Now, the Daily Beast thinks that this is a bad thing that Rand Paul is attacking
[01:13:50.000 --> 01:13:56.000]  Obama's nominee for attorney general, because the guy has been an anti-gun activist.
[01:13:56.000 --> 01:14:00.000]  But we see that it's getting traction, and they're lamenting the fact,
[01:14:00.000 --> 01:14:03.000]  because the Daily Beast doesn't like the Second Amendment.
[01:14:03.000 --> 01:14:06.000]  They don't like many parts of the Constitution, and they're part of the
[01:14:06.000 --> 01:14:10.000]  traditional left-wing political spectrum control.
[01:14:10.000 --> 01:14:14.000]  And so they're very concerned that Democrats are joining him in this,
[01:14:14.000 --> 01:14:17.000]  because they don't want to be pinned as anti-gun.
[01:14:17.000 --> 01:14:19.000]  That says something, doesn't it?
[01:14:19.000 --> 01:14:23.000]  That there are Democrat legislators who realize that their seats are in danger
[01:14:23.000 --> 01:14:28.000]  if they're going to tank our constitutionally recognized God-given rights.
[01:14:28.000 --> 01:14:30.000]  Now, this is what they're saying.
[01:14:30.000 --> 01:14:34.000]  Rand Paul believes that this guy, his name is Murthy, would use his post to
[01:14:34.000 --> 01:14:38.000]  propagandize on the behalf of the Affordable Care Act that would be
[01:14:38.000 --> 01:14:41.000]  Obamacare and against the Second Amendment.
[01:14:41.000 --> 01:14:45.000]  And this is one of the reasons why he's being opposed by Rand Paul,
[01:14:45.000 --> 01:14:47.000]  by the NRA, by many others.
[01:14:47.000 --> 01:14:51.000]  He put out a tweet and said, are you tired of politicians?
[01:14:51.000 --> 01:14:56.000]  I'm tired of politicians playing politics with guns, putting lives at risk,
[01:14:56.000 --> 01:14:58.000]  because they're scared of the NRA.
[01:14:58.000 --> 01:15:00.000]  Guns are a health care issue.
[01:15:00.000 --> 01:15:01.000]  No, they're not.
[01:15:01.000 --> 01:15:05.000]  They're not a health care issue any more than bathtubs are a health care issue,
[01:15:05.000 --> 01:15:09.000]  or hammers are a health care issue, or cars are a health care issue.
[01:15:09.000 --> 01:15:13.000]  They're not what the Surgeon General needs to be.
[01:15:13.000 --> 01:15:15.000]  I don't really know why we need a Surgeon General.
[01:15:15.000 --> 01:15:18.000]  I started to say it's not what the Surgeon General should be involved with.
[01:15:18.000 --> 01:15:20.000]  Why do we even need a Surgeon General?
[01:15:20.000 --> 01:15:22.000]  Let's just get rid of the whole office there.
[01:15:22.000 --> 01:15:26.000]  But anyway, he's obviously going to be using his position to
[01:15:26.000 --> 01:15:29.000]  propagandize people against gun control.
[01:15:29.000 --> 01:15:32.000]  Eric Holder has been on record saying that's what they want to do.
[01:15:32.000 --> 01:15:34.000]  So they're heading that off.
[01:15:34.000 --> 01:15:37.000]  But now we've seen some really good news coming out of some states.
[01:15:37.000 --> 01:15:40.000]  A couple of states that you might expect would have some good news on the Second Amendment,
[01:15:40.000 --> 01:15:44.000]  Georgia and Missouri, but one that might be kind of surprising, Delaware.
[01:15:44.000 --> 01:15:48.000]  The Delaware Supreme Court has just thrown out a gun ban.
[01:15:48.000 --> 01:15:54.000]  On March 19th, the Delaware Supreme Court ruled that the Wilmington Housing Authority's gun ban is unconstitutional.
[01:15:54.000 --> 01:15:57.000]  This is a case that goes back to 2010.
[01:15:57.000 --> 01:16:04.000]  And again, according to the NRA, ILA, this is an opinion that was written by Justice Henry DuPont Ridgely.
[01:16:04.000 --> 01:16:08.000]  He said that Section 20 of Delaware's Bill of Rights, quote,
[01:16:08.000 --> 01:16:14.000]  specifically provides for the defense of self and family in addition to the home.
[01:16:14.000 --> 01:16:15.000]  There you go.
[01:16:15.000 --> 01:16:23.000]  So if you have a right to self-defense, and that's one of the reasons that we have our God-given right of self-defense is recognized in the Second Amendment,
[01:16:23.000 --> 01:16:27.000]  that's one of the reasons there the Housing Authority cannot ban them.
[01:16:27.000 --> 01:16:33.000]  And then we also see in Mississippi, we have a gun protection bill that is going to the governor's desk.
[01:16:33.000 --> 01:16:37.000]  So this one is interesting because Mississippi is right next to Louisiana, of course.
[01:16:37.000 --> 01:16:47.000]  And that was where we saw, in the wake of Katrina, them going around and confiscating guns and neighborhoods of people who were just there to defend their homes from looters.
[01:16:47.000 --> 01:16:57.000]  So this Mississippi bill would safeguard gun owners' rights during natural disasters from local municipalities that seek to regulate gun possession and is now headed to the governor's desk for signature.
[01:16:57.000 --> 01:16:59.000]  It's passed both of the houses there.
[01:16:59.000 --> 01:17:08.000]  And we see in Georgia, they have 13 items that have now passed and are heading to get signed.
[01:17:08.000 --> 01:17:17.000]  And this is under the governor's signature, it will enact the following pro-gun reforms, things like removing fingerprinting for renewal of weapons carry licenses.
[01:17:17.000 --> 01:17:19.000]  See, they're treating you like a criminal.
[01:17:19.000 --> 01:17:20.000]  That's going to be gone.
[01:17:20.000 --> 01:17:21.000]  They're going to take that away.
[01:17:21.000 --> 01:17:23.000]  Very important that they take that away.
[01:17:23.000 --> 01:17:28.000]  And then, of course, we've also got some news that's coming up right after the break.
[01:17:28.000 --> 01:17:35.000]  We're going to be talking about breaking news with things that you will not believe, what they're doing to children in Mexico.
[01:17:35.000 --> 01:17:37.000]  Stay tuned. We'll be right back.
[01:17:37.000 --> 01:17:56.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:17:56.000 --> 01:17:58.000]  Welcome back to the Alex Jones Show.
[01:17:58.000 --> 01:18:00.000]  I'm David Knight, filling in for Alex.
[01:18:00.000 --> 01:18:06.000]  Now, as I was saying just before the break, there was some very disturbing news about child pedophile rings that was brought up at a
[01:18:06.000 --> 01:18:09.000]  press conference in the UK on Friday.
[01:18:09.000 --> 01:18:12.000]  And we've got that clip. Let's play that clip real quickly.
[01:18:12.000 --> 01:18:21.000]  However, I suppose the one thing it does flag up is the tussle within the coalition to lay claim to the raising of the lower income tax threshold,
[01:18:21.000 --> 01:18:22.000]  because he talked to...
[01:18:22.000 --> 01:18:26.000]  Institutional pedophile rings are right in this country now.
[01:18:26.000 --> 01:18:27.000]  Sorry.
[01:18:27.000 --> 01:18:28.000]  We're going to have to leave here.
[01:18:28.000 --> 01:18:29.000]  We're going to have to leave here.
[01:18:29.000 --> 01:18:30.000]  We're going to have to leave here.
[01:18:30.000 --> 01:18:31.000]  Just stand aside.
[01:18:31.000 --> 01:18:34.000]  Norman, we'll cut across you there.
[01:18:34.000 --> 01:18:36.000]  We don't want to talk about that, do we?
[01:18:36.000 --> 01:18:37.000]  We want to cut that off.
[01:18:37.000 --> 01:18:40.000]  The guy came up and he essentially photobombed that press conference.
[01:18:40.000 --> 01:18:43.000]  And what had happened was he'd confronted Deputy Prime Minister Nick Clegg and said,
[01:18:43.000 --> 01:18:47.000]  what about the pedophile rings that I told you about four years ago?
[01:18:47.000 --> 01:18:52.000]  And instead of giving him a response, Nick Clegg physically ran away from the problem,
[01:18:52.000 --> 01:18:58.000]  just like he's been running away from it as a prime minister, as a politician for four years.
[01:18:58.000 --> 01:19:00.000]  But it's something you can't run away from.
[01:19:00.000 --> 01:19:04.000]  This is something that we've shown over and over again with the Jimmy Seville situation.
[01:19:04.000 --> 01:19:09.000]  You had high erupts in the BBC and Scotland Yard turning these investigations away.
[01:19:09.000 --> 01:19:11.000]  We've seen this, though, not just the UK.
[01:19:11.000 --> 01:19:12.000]  It's not just a UK problem.
[01:19:12.000 --> 01:19:15.000]  This is happening in our government, in America.
[01:19:15.000 --> 01:19:18.000]  We've seen, look at the Franklin scandal.
[01:19:18.000 --> 01:19:23.000]  Look at what happened with the allegations about Michael Aquino, Satanist, who worked for the NSA.
[01:19:23.000 --> 01:19:25.000]  Look at what happened with the United Nations.
[01:19:25.000 --> 01:19:30.000]  Look at what happened with Hillary Clinton and the State Department and an ambassador in Belgium.
[01:19:30.000 --> 01:19:31.000]  We have that report.
[01:19:31.000 --> 01:19:33.000]  I did that on the Nightly News on Friday.
[01:19:33.000 --> 01:19:35.000]  That's up on Alex Jones' YouTube channel.
[01:19:35.000 --> 01:19:37.000]  Take a look at that report.
[01:19:37.000 --> 01:19:38.000]  It's very powerful.
[01:19:38.000 --> 01:19:42.000]  And then today, I come in and look at the news and we see that in Mexico, this drug cartel,
[01:19:42.000 --> 01:19:49.000]  the Knights Templar, is recruiting, is having their recruits eat children's hearts as part of an initiation right.
[01:19:49.000 --> 01:19:53.000]  See, they're not just using the children as sex slaves.
[01:19:53.000 --> 01:19:57.000]  They are also using them as an organ trafficking ring.
[01:19:57.000 --> 01:19:59.000]  That's where the drug guys are headed.
[01:19:59.000 --> 01:20:02.000]  That's the pervasive evil behind this.
[01:20:02.000 --> 01:20:04.000]  And yet, it's happening everywhere.
[01:20:04.000 --> 01:20:05.000]  UK, US, UN.
[01:20:05.000 --> 01:20:08.000]  It doesn't matter whether it's Democrat or Republican.
[01:20:08.000 --> 01:20:10.000]  It doesn't matter whether it's left or right.
[01:20:10.000 --> 01:20:14.000]  These people at the top, you have to understand what the nature of these people are.
[01:20:14.000 --> 01:20:17.000]  The dark, satanic nature, the dark side of this.
[01:20:17.000 --> 01:20:19.000]  And so we have that report on Infowars.
[01:20:19.000 --> 01:20:21.000]  I want you to take a look at that.
[01:20:21.000 --> 01:20:26.000]  It's very heartbreaking to see the comments there that people have about child protective services.
[01:20:26.000 --> 01:20:31.000]  And one of the last things that we had there was a report about what happened in Portugal.
[01:20:31.000 --> 01:20:33.000]  And of course, there they did actually roll it back.
[01:20:33.000 --> 01:20:37.000]  That's what should be happening in many places that these people should be caught.
[01:20:37.000 --> 01:20:41.000]  But we do have a report that is a little bit on the light side.
[01:20:41.000 --> 01:20:43.000]  I don't want to finish with something quite so heavy.
[01:20:43.000 --> 01:20:50.000]  We have, of course, Piers Morgan, and he's challenged Jeremy Clarkson of Top Gear to a boxing charity match.
[01:20:50.000 --> 01:20:52.000]  But where did we ever hear that before?
[01:20:52.000 --> 01:20:59.000]  Well, Alex challenged Piers Morgan to that after the comments that Buzz Bissinger and Piers Morgan made to him.
[01:20:59.000 --> 01:21:01.000]  And we've got a report that we ran on Friday.
[01:21:01.000 --> 01:21:03.000]  Let's air a little bit of that.
[01:21:03.000 --> 01:21:07.000]  Speaking of views, you have this contentious debate with this gentleman Alex Jones.
[01:21:07.000 --> 01:21:08.000]  Yes.
[01:21:08.000 --> 01:21:10.000]  I saw this on your show.
[01:21:10.000 --> 01:21:12.000]  Tell people who he is.
[01:21:12.000 --> 01:21:16.000]  Well, Piers Morgan is back in the news again, desperately trying to get attention.
[01:21:16.000 --> 01:21:21.000]  He's challenging Jeremy Clarkson of Top Gear to a fight for charity.
[01:21:21.000 --> 01:21:27.000]  Back when Piers Morgan and Buzz Bissinger were talking about how they'd like to invite Alex to a boxing match and then shoot him?
[01:21:27.000 --> 01:21:29.000]  Weapon. Much less a hang-up.
[01:21:29.000 --> 01:21:33.000]  But what do you need a semi-automatic weapon for?
[01:21:33.000 --> 01:21:38.000]  The only reason I think you need it is Piers, challenge Alex Jones to a boxing match.
[01:21:38.000 --> 01:21:42.000]  Show up with a semi-automatic that you got legally and pop him.
[01:21:42.000 --> 01:21:44.000]  I love to see that.
[01:21:44.000 --> 01:21:47.000]  Now, Jeremy Clarkson isn't taking Piers Morgan seriously.
[01:21:47.000 --> 01:21:50.000]  But Alex Jones is. He had this to say today.
[01:21:54.000 --> 01:21:57.000]  I got serious news to get to in your phone calls.
[01:21:57.000 --> 01:22:06.000]  But first off, I want to get into this.
[01:22:06.000 --> 01:22:09.000]  And I'm going to have the nightly news to appease on this because it is interesting.
[01:22:09.000 --> 01:22:14.000]  And then they can get where Buzz Bissinger on the show said he wanted to kill me and that Piers Morgan should kill me.
[01:22:14.000 --> 01:22:16.000]  And Piers Morgan said, yes, I want to kill him.
[01:22:16.000 --> 01:22:23.000]  So at that point, just like I challenged him to a boxing match on the show before, I said, I challenge you and Buzz Bissinger, who likes to wear females clothes.
[01:22:23.000 --> 01:22:25.000]  That's fine. He can dress as a woman.
[01:22:25.000 --> 01:22:27.000]  And we both of them can actually, because that's about what they are.
[01:22:27.000 --> 01:22:30.000]  Not knocking women, but as men, they're not very manly.
[01:22:30.000 --> 01:22:36.000]  And they can both get in the ring against me, either bare knuckle or with gloves.
[01:22:36.000 --> 01:22:41.000]  You can do it in Vegas. I guarantee a pay-per-view as big as that story was, it would get picked up.
[01:22:41.000 --> 01:22:47.000]  It would have millions that would pay on pay-per-view and we could give the proceeds to charity.
[01:22:47.000 --> 01:22:49.000]  You notice they never took the challenge up.
[01:22:49.000 --> 01:22:56.000]  And I know he tweeted back at me and stuff about it, you know, basically saying, no, thanks, you need to accept the challenge coward.
[01:22:56.000 --> 01:22:58.000]  You're washed up. You're out of the United States.
[01:22:58.000 --> 01:22:59.000]  Everybody hates you.
[01:22:59.000 --> 01:23:05.000]  You're going to do a once a month magazine show for CNN as I predicted they would give you hiding their mistakes, you know, acting like you're not a total failure.
[01:23:05.000 --> 01:23:08.000]  Taking a show from 2 million viewers to 300 and something thousand.
[01:23:08.000 --> 01:23:13.000]  You know, Morgan, I will literally beat the hell out of you and Buzz Bissinger.
[01:23:13.000 --> 01:23:16.000]  I tell you what, let's go further.
[01:23:16.000 --> 01:23:18.000]  Andy Kaufman would do this.
[01:23:18.000 --> 01:23:22.000]  I'll fight the ambassador's daughter who said she wants to kill me too on the show.
[01:23:22.000 --> 01:23:24.000]  Buzz Bissinger, so two women.
[01:23:24.000 --> 01:23:27.000]  I'll fight her, Buzz Bissinger and you, Morgan.
[01:23:27.000 --> 01:23:33.000]  I'm serious. I will go in that ring and I will demolish all three of you within three rounds.
[01:23:33.000 --> 01:23:37.000]  I guarantee you, I will annihilate you within three rounds.
[01:23:37.000 --> 01:23:40.000]  Guaranteed cowards, all three of you.
[01:23:40.000 --> 01:23:46.000]  I'm serious. In the ring, I will come in there and stomp the hell out of all of you, including your tart.
[01:23:46.000 --> 01:23:51.000]  Because she wants to talk about how she wants to be dead and everything will get in the ring with me, you wench.
[01:23:51.000 --> 01:23:54.000]  I will take all three of you on.
[01:23:54.000 --> 01:23:58.000]  First thing I'll do is punch her in the solar plexus, taking her out.
[01:23:58.000 --> 01:24:07.000]  Then I'll go over to Morgan and I will absolutely start just battering his head with both gloves and then I'm going to turn on Bissinger.
[01:24:07.000 --> 01:24:11.000]  All three of you, all three of you, come on.
[01:24:11.000 --> 01:24:14.000]  Quite a man, but I will take on that little brunette.
[01:24:14.000 --> 01:24:17.000]  They don't call me McGarrett for nothing, folks.
[01:24:17.000 --> 01:24:23.000]  The point is, ladies and gentlemen, is that this guy's a coward.
[01:24:23.000 --> 01:24:31.000]  Everybody knows I challenged him to that. Well, now the host of Top Gear that looks just like him in the UK is probably a staged publicity stunt.
[01:24:31.000 --> 01:24:33.000]  He said, if he dies, he dies.
[01:24:33.000 --> 01:24:40.000]  Piers Drago Morgan challenges Jeremy Clarkson after he challenged him to a fight for charity in the ring.
[01:24:40.000 --> 01:24:42.000]  And so that's now in the news.
[01:24:42.000 --> 01:24:54.000]  It's a 50,000 pound to charity for Piers Morgan and Jeremy Clarkson boxing fight.
[01:24:54.000 --> 01:24:55.000]  I think Clarkson will win.
[01:24:55.000 --> 01:24:59.000]  You can just look at the look in that guy's eyes and the size of his neck compared to Piers Morgan.
[01:24:59.000 --> 01:25:01.000]  Piers Morgan is a complete nanny.
[01:25:01.000 --> 01:25:07.000]  And unless the thing's staged, I think Morgan's going to get his butt handed to him.
[01:25:07.000 --> 01:25:13.000]  So V12 shots, LTD, a company that recently launched a protein drink.
[01:25:13.000 --> 01:25:23.000]  The V12 protein shot is offered to donate 50,000 pounds or about $80,000 to help for heroes charity in Piers Morgan and Jeremy Clarkson's agreed to fight.
[01:25:23.000 --> 01:25:25.000]  They've now agreed to fight.
[01:25:25.000 --> 01:25:31.000]  Listen, $50 million is what a Piers Morgan Alex Jones fight would raise.
[01:25:31.000 --> 01:25:41.000]  Seriously, that was voted in LA Times, Time Magazine, you name it by voters, multiple times the number one political story of 2013.
[01:25:41.000 --> 01:25:42.000]  Can you believe that?
[01:25:42.000 --> 01:25:54.000]  The number one viral media event, multiple places, thousands of newspapers, every show out there, Piers Morgan versus Alex Jones.
[01:25:54.000 --> 01:25:57.000]  I challenged him to a boxing match right then.
[01:25:57.000 --> 01:25:59.000]  $80,000?
[01:25:59.000 --> 01:26:01.000]  Really? I guarantee you.
[01:26:01.000 --> 01:26:02.000]  I've got the connections.
[01:26:02.000 --> 01:26:03.000]  I know Dana White.
[01:26:03.000 --> 01:26:04.000]  I know Joe Rogan.
[01:26:04.000 --> 01:26:06.000]  I've hung up with Dana White repeatedly.
[01:26:06.000 --> 01:26:20.000]  I'll guarantee you I could make phone calls and I guarantee you they, their businessmen, I guarantee you they could get the Vegas match on and it would be on television and pay-per-view and dominate.
[01:26:20.000 --> 01:26:24.000]  It would air on television the next day and be on channels all over the country.
[01:26:24.000 --> 01:26:32.000]  But though Piers Morgan will not allow his career to be destroyed because he knows I will go in that ring and I will beat the living hell out of him.
[01:26:32.000 --> 01:26:34.000]  Oh, man, I would love to get in there with him.
[01:26:34.000 --> 01:26:39.000]  Just, oh, oh, oh, man, I would love it.
[01:26:39.000 --> 01:26:42.000]  So I know you're a coward, Morgan.
[01:26:42.000 --> 01:26:47.000]  You, the woman and the other woman, I'll take on you and the two women.
[01:26:47.000 --> 01:26:50.000]  You and Buzz Bissinger and the other woman.
[01:26:50.000 --> 01:26:55.000]  That would add to it. Maybe we'd make 100 mil and give it to charity.
[01:26:55.000 --> 01:27:00.000]  We could give it to Salvation Army. How's that sound?
[01:27:00.000 --> 01:27:02.000]  You probably don't like that. That's a Christian group.
[01:27:02.000 --> 01:27:05.000]  In fact, you know what? You're, you're a coward, but let me say this.
[01:27:05.000 --> 01:27:07.000]  They'll want to pay for it in Vegas.
[01:27:07.000 --> 01:27:16.000]  Let's say a third of it goes to the promoters, everybody, and then, and then what's left, 90% goes to charity.
[01:27:16.000 --> 01:27:17.000]  You can have it.
[01:27:17.000 --> 01:27:18.000]  Well, there you go.
[01:27:18.000 --> 01:27:19.000]  We're going to see what happens with that.
[01:27:19.000 --> 01:27:20.000]  I would love to see that.
[01:27:20.000 --> 01:27:27.000]  You know, of course, Jeremy Clarkson, the guy that Piers Morgan is trying to go into, has pretty much has Piers Morgan's number.
[01:27:27.000 --> 01:27:32.000]  He says his only qualification appears to be that he's the very embodiment of evil.
[01:27:32.000 --> 01:27:37.000]  But of course, that's exactly what Rupert Murdoch was looking for to put him in charge of his biggest newspaper.
[01:27:37.000 --> 01:27:41.000]  That's how Jeremy Clarkson describes him in the UK.
[01:27:41.000 --> 01:27:45.000]  Now, this hour has been brought to you by MyPatriotSupply.com.
[01:27:45.000 --> 01:27:51.000]  If you want to do something for your family, the path to liberty starts with attaining a level of self-reliance.
[01:27:51.000 --> 01:27:56.000]  You can get top rated customer service, top quality products, and incredibly reasonable prices.
[01:27:56.000 --> 01:27:59.000]  That's MyPatriotSupply.com, Ford slash Alex.
[01:27:59.000 --> 01:28:04.000]  Now, of course, tomorrow Alex Jones is going to be back on the regular scheduled time, Monday through Friday.
[01:28:04.000 --> 01:28:07.000]  That's 11 central noon Eastern.
[01:28:07.000 --> 01:28:08.000]  So don't miss.
[01:28:08.000 --> 01:28:11.000]  We're going to be right back and we're going to see what will Piers Morgan do.
[01:28:11.000 --> 01:28:16.000]  Or as Jeremy Clarkson says, that's Piers Morgan's spell that capital M, small organ.
[01:28:16.000 --> 01:28:19.000]  We'll have more information about that as the week develops.
[01:28:19.000 --> 01:28:42.000]  Don't count on him taking them up on that fight though.
