[00:00:03.039 --> 00:00:05.381]  I don't think so.
[02:43:48.226 --> 02:43:50.547]  But we go back, Alex, more and more.
[02:43:50.547 --> 02:44:02.075]  Every single ancient and pre- what I would call pre-Adamic images are always showing giants with angel wings and an earthly standing guy.
[02:44:02.075 --> 02:44:03.596]  So here's the deal.
[02:44:03.596 --> 02:44:05.798]  The demons, this is what most people don't understand.
[02:44:06.536 --> 02:44:10.179]  There has been a race of hybrids.
[02:44:10.179 --> 02:44:16.944]  And by the way, that race of hybrids is now what they're trying to do to the human race to make it no longer subject to redemption.
[02:44:16.944 --> 02:44:18.725]  So, what I'm saying is this.
[02:44:18.725 --> 02:44:23.569]  Fallen angels have sex, yes sex, with earth women, producing hybrids.
[02:44:23.989 --> 02:44:39.843]  When those hybrids died or were killed by Goliath in the Bible, the bottom line is that spirit, that was not a human spirit, it was a hybrid spirit, combined with supernatural angelic DNA and human DNA, those were the mighty men of history.
[02:44:39.843 --> 02:44:40.463]  The mighty men of the world.
[02:44:40.463 --> 02:44:44.587]  And just like when a horse makes with a donkey, it makes a mule, but it can't have babies.
[02:44:44.587 --> 02:44:49.211]  And all the things said this, that there's these supermen, super smart, super big, but they couldn't have children.
[02:44:49.989 --> 02:44:55.092]  That all got wiped out, and now the globalists are trying to... and God is very racist, not against black or white.
[02:44:55.092 --> 02:45:03.936]  God only likes the genetics God created, and that's why when we merge with this, or our own elite start building human-animal hybrids, that pisses God off, right?
[02:45:03.936 --> 02:45:09.739]  Well, not only it... I would say this, it angers Him because of the destruction of the human genome.
[02:45:09.739 --> 02:45:13.060]  Something... see, what happens... Well, the only time God destroyed all the life was over this, right?
[02:45:13.060 --> 02:45:14.041]  Like, God does not like this.
[02:45:15.611 --> 02:45:17.432]  Some people don't believe in the flood of Noah.
[02:45:17.432 --> 02:45:18.893]  Listen, I won't argue that.
[02:45:18.893 --> 02:45:19.574]  It's all over.
[02:45:19.574 --> 02:45:24.418]  The great floods, the Native Americans, people all over the world have that tradition.
[02:45:24.418 --> 02:45:25.759]  But here's the deal.
[02:45:25.759 --> 02:45:31.924]  Even the Atlantis mysteries, the mysteries of Hyperborea, the mystic civilizations, when they started
[02:45:32.424 --> 02:45:36.529]  Screwing around with DNA, that's when they got wiped out.
[02:45:36.529 --> 02:45:40.513]  So the third helix, and look, we just heard the word Xenobots.
[02:45:40.513 --> 02:45:43.997]  You guys at InfoWars sell the book Xenogenesis.
[02:45:43.997 --> 02:45:46.259]  And that was written almost 10 years ago.
[02:45:46.259 --> 02:45:51.305]  Means a human DNA strand with something supernaturally evil.
[02:45:51.305 --> 02:45:53.187]  Look, Satanists believe in the power of Satan.
[02:45:53.667 --> 02:46:05.171]  Luciferians worship Lord Lucifer, but the Christians don't get it that Jesus said, we've got power, we've got faith, we've got the gifts of the Holy Spirit, and why are we... Well, explain that.
[02:46:05.171 --> 02:46:08.673]  Our DNA literally resonates with God as a receiver.
[02:46:08.673 --> 02:46:09.853]  Oh, absolutely.
[02:46:09.853 --> 02:46:13.734]  And can you imagine creating the image and likeness of God?
[02:46:13.734 --> 02:46:17.736]  That doesn't really endear us to Satan, the devil.
[02:46:17.736 --> 02:46:18.376]  Call him what you like.
[02:46:18.376 --> 02:46:20.517]  Because we're literally so much more powerful, we just don't know it.
[02:46:21.607 --> 02:46:23.428]  Well yeah, but see, here's the deal.
[02:46:23.428 --> 02:46:25.369]  God says we're more powerful.
[02:46:25.369 --> 02:46:34.173]  He said, Behold, I give you powers to tread on serpents and scorpions and over all the power of the enemy, and nothing shall by any means hurt you.
[02:46:34.173 --> 02:46:35.793]  99.9% of churches don't teach that.
[02:46:35.793 --> 02:46:39.715]  And the pulpits have turned into political action committees.
[02:46:40.035 --> 02:46:49.618]  Just like 500 pastors claiming abortion is a God's blessing, and if anybody is against abortion, you're now a Christian nationalist.
[02:46:49.618 --> 02:46:50.959]  I'm a Christian nationalist.
[02:46:50.959 --> 02:46:53.260]  Why do the churches reject God's power?
[02:46:53.260 --> 02:46:54.220]  It's so pathetic.
[02:46:55.310 --> 02:46:57.633]  Well, because they want friendship with the world.
[02:46:57.633 --> 02:46:59.575]  They want to be seeker-friendly.
[02:46:59.575 --> 02:47:03.940]  And the Bible is very clear, Alex, it says friendship with the world is enmity with God.
[02:47:03.940 --> 02:47:11.168]  The book of Genesis, chapter 3, verse 15, God puts us at war with the devil, and that's the thing.
[02:47:11.508 --> 02:47:14.951]  All spiritual warfare is manifesting in the present now.
[02:47:14.951 --> 02:47:20.214]  The Bible talks about in the book of Revelation when Satan and his angels are thrown out.
[02:47:20.214 --> 02:47:23.837]  And by the way, people are seeing all sorts of demonic manifestations now.
[02:47:23.837 --> 02:47:25.478]  My emails fill up with it.
[02:47:25.478 --> 02:47:27.319]  People are seeing more UFOs.
[02:47:27.319 --> 02:47:29.160]  People are seeing more aliens.
[02:47:29.160 --> 02:47:32.102]  People are absolutely... But it's also all over the news.
[02:47:32.102 --> 02:47:34.604]  It's like the membrane of the dimensions is dissolving.
[02:47:35.652 --> 02:47:56.672]  Right, well, and I'd say this, the dimensions, the doorways that God placed within, if you will, almost gateways that he said you cannot enter here to Satan's fallen angels, those are all being torn down by mankind believing that with all the money they get and all the power they get, they're going to be, excuse me, on the winning team with Satan.
[02:47:57.052 --> 02:47:59.515]  And so they're going to destroy everything.
[02:47:59.515 --> 02:48:00.696]  It's just like this.
[02:48:00.696 --> 02:48:03.959]  Satan can't get at God, but he gets at God's image and likeness.
[02:48:03.959 --> 02:48:10.946]  It's just like a woman tearing up a picture of her ex-boyfriend or whatever, vice versa.
[02:48:10.946 --> 02:48:11.787]  Do a few more minutes with us.
[02:48:11.787 --> 02:48:15.271]  Steve Quayle is kicking a lot of globalists rear end right now.
[02:48:15.271 --> 02:48:19.275]  And then John Rappaport, NoMoreFakeNews.com is going to take over in 15 minutes.
[02:48:19.275 --> 02:48:20.176]  Can you do 50 more minutes, Steve?
[02:48:21.044 --> 02:48:21.685]  Yeah, I see.
[02:48:21.685 --> 02:48:23.789]  All right, all right, we'll be right back.
[02:48:23.789 --> 02:48:25.593]  Hour number four, straight ahead.
[02:48:25.593 --> 02:48:27.416]  And folks, no one denies this now.
[02:48:27.416 --> 02:48:29.500]  This is an alien takeover.
[02:48:29.500 --> 02:48:30.402]  It's what it is.
[02:48:30.402 --> 02:48:32.105]  The globalists want to kill humanity.
[02:48:32.105 --> 02:48:33.487]  They say a new species is coming.
[02:48:36.656 --> 02:48:44.707]  As you know, we're always upping our game at InfoWars, and we've brought you a new supplement, a new product that we know you're going to love, especially if you have trouble sleeping.
[02:48:44.707 --> 02:48:45.808]  It is Down and Out.
[02:48:45.808 --> 02:48:47.611]  We don't mean bankrupt under a bridge.
[02:48:47.611 --> 02:48:50.615]  We mean down your bed, sleeping hard throughout the night.
[02:48:50.615 --> 02:48:51.256]  It's got four...
[02:48:51.576 --> 02:48:52.036]  I think so.
[02:49:12.902 --> 02:49:15.403]  If you take it sublingually under the tongue, oh!
[02:49:15.403 --> 02:49:16.684]  Talk about blasting off to sleep.
[02:49:16.684 --> 02:49:17.404]  It's incredible.
[02:49:17.404 --> 02:49:19.905]  It's basically a liquid formula of rocket rest.
[02:49:19.905 --> 02:49:22.386]  It's so popular, we can't keep it in stock.
[02:49:22.386 --> 02:49:26.908]  Get yours today, down and out, exclusively at InfoWarsTore.com.
[02:49:26.908 --> 02:49:30.229]  40% off, out of the gates, with free shipping while supplies last.
[02:49:30.229 --> 02:49:30.789]  Down and out.
[02:49:30.789 --> 02:49:37.452]  InfoWarsTore.com.
[02:49:37.452 --> 02:49:41.974]  The New World Order is a planetary corporate plan for world government.
[02:49:43.115 --> 02:49:46.376]  But world government is only the control grid.
[02:49:46.376 --> 02:49:53.919]  Now, inner members of the cult are told that they are going to transcend and become gods and attain immortality.
[02:49:53.919 --> 02:50:00.941]  But the price for that is to carry out the orderly extermination of all carbon-based life forms.
[02:50:00.941 --> 02:50:03.182]  That's why they say carbon is bad.
[02:50:03.182 --> 02:50:06.923]  They are rewriting the entire genetic code of the planet.
[02:50:06.923 --> 02:50:08.124]  They are playing God.
[02:50:08.784 --> 02:50:18.672]  They believe they have been inspired by interdimensional entities that are giving them advanced technology to carry out this transformation.
[02:50:18.672 --> 02:50:23.975]  I know this sounds insane, but if you read the writings of the Globalist, it's all on record.
[02:50:23.975 --> 02:50:26.417]  You have been warned.
[02:50:26.417 --> 02:50:30.880]  You have been given the information to say no to this plan.
[02:50:30.880 --> 02:50:34.463]  This is the end of all life on Earth as we know it.
[02:50:34.463 --> 02:50:36.905]  This is the alien takeover of Earth.
[02:50:40.615 --> 02:50:48.520]  You're listening to the Alex Jones Show.
[02:50:48.520 --> 02:51:04.571]  Alright, Steve Quayle is a very interesting individual.
[02:51:04.571 --> 02:51:05.772]  And he's here with us today.
[02:51:07.975 --> 02:51:13.599]  And we got a five-minute segment here, a ten-minute segment, then he'll be gone, then Jon Rapport will take over.
[02:51:13.599 --> 02:51:15.140]  Here's the thing.
[02:51:15.140 --> 02:51:18.122]  I used to hear you 25 years ago and think, okay, he's a smart guy, but this is too far.
[02:51:18.122 --> 02:51:20.343]  They want to merge us with machines, animals.
[02:51:20.343 --> 02:51:28.889]  They wanted to sterilize everybody, kill everybody, and then now they're on the news saying it, and Klaus Schwab is saying it's good that everything's locked down, because humans are bad.
[02:51:28.889 --> 02:51:34.353]  I mean, why do they... Actually, this is the start, but why do they need... I think this is the key.
[02:51:36.511 --> 02:51:39.532]  Why do they need to tell us what they're doing?
[02:51:39.532 --> 02:51:40.952]  That's God's law, isn't it?
[02:51:40.952 --> 02:51:42.833]  But what's crazy is, though, they're telling us.
[02:51:42.833 --> 02:51:46.494]  Is it just rubbing it in, or is it something else?
[02:51:46.494 --> 02:51:48.334]  Well, it's rubbing it in.
[02:51:48.334 --> 02:51:51.775]  The bottom line is, the Bible says God always warns His people of what's coming.
[02:51:51.775 --> 02:51:54.376]  The problem is, Alex, they don't pay attention.
[02:51:54.376 --> 02:52:02.197]  And just like the alien phenomenon, you know, I said in January, and we talked about it just briefly on your show, I said, watch in the next six months.
[02:52:02.197 --> 02:52:03.378]  You said it's going to explode.
[02:52:03.378 --> 02:52:04.038]  It's all over the news.
[02:52:04.833 --> 02:52:05.894]  Yeah, it's all over the news.
[02:52:05.894 --> 02:52:24.542]  By the way, I have an expedition in Latin America right now, and I literally have some of the smartest guys looking through alien artifacts that predate the Aztec Empire that show the Aztecs and aliens intermingling.
[02:52:24.542 --> 02:52:26.122]  Yeah, what's going on in Latin America?
[02:52:26.122 --> 02:52:27.483]  It's like they're falling out of the sky though.
[02:52:29.747 --> 02:52:30.087]  We're good.
[02:52:46.133 --> 02:52:47.454]  Never a straight answer.
[02:52:47.454 --> 02:52:56.841]  But the point being, Alex, is so much activity in South America, Latin America, where there's massive amounts of volcanoes, there's a lot of activity.
[02:52:56.841 --> 02:52:58.983]  For instance, Popo out of Mexico City.
[02:52:58.983 --> 02:53:04.967]  People routinely see, they routinely see this stuff on the live feeds of
[02:53:05.945 --> 02:53:07.747]  Unidentified Flying Objects.
[02:53:07.747 --> 02:53:08.268]  I call them IFOs.
[02:53:08.268 --> 02:53:10.670]  Identified Flying Objects.
[02:53:10.670 --> 02:53:15.755]  But you've got all the carvings in the Spanish Museums confirmed of space men flying saucers.
[02:53:15.755 --> 02:53:19.019]  Looks like jumbo jets with like four engines on them.
[02:53:19.019 --> 02:53:19.880]  I mean, this is insane.
[02:53:20.802 --> 02:53:29.528]  Well, it's not only insane, but wait until you see, at some point, you know, if you'd like, my expedition should be back in 30 days.
[02:53:29.528 --> 02:53:32.410]  I'm just telling you, it's mind-blowing, Alex.
[02:53:32.410 --> 02:53:37.453]  It's mind-blowing to find artifacts, not a few that could have been chiseled out in some guy's backyard.
[02:53:37.933 --> 02:54:02.604]  But showing the Aztec alien interaction, actual flying saucers, interestingly enough, the Rosetta Stone, and I undertook a project, this is really critical, to basically take all the glyphs, all of the different stone symbols, all of the glyphs off of crashed alien control panels, and I have some really smart guys using supercomputers out of the United States, for obvious reasons,
[02:54:03.104 --> 02:54:06.247]  Trying, and they have succeeded in deciphering.
[02:54:06.247 --> 02:54:08.969]  You know what the glyphs indicate?
[02:54:08.969 --> 02:54:12.232]  It's kind of the bragging rights of the fallen angels.
[02:54:12.232 --> 02:54:16.856]  It's where they came from, coming from the stars, or the dimensions.
[02:54:16.856 --> 02:54:17.836]  Let me make a statement.
[02:54:17.836 --> 02:54:19.978]  A portal is between dimensions.
[02:54:19.978 --> 02:54:24.222]  A stargate is between two places in time and space.
[02:54:24.682 --> 02:54:32.987]  So what I'm doing is trying to flood and I'm not going to submit to the narrative that the deception is going to come.
[02:54:32.987 --> 02:54:37.530]  By the way, the Catholic Church is preparing half of them to basically say that
[02:54:38.191 --> 02:54:40.972]  That aliens are our creators.
[02:54:40.972 --> 02:54:59.422]  So, and not all Catholics know that, but the most famous guy, Guy Consolagno, one of the most brilliant astronomers, literally wrote about, since God created the universe, could not aliens be sentient beings and could not they have had a role in our evolution or development?
[02:54:59.802 --> 02:55:01.963]  So, the point is, that's a big lie.
[02:55:01.963 --> 02:55:04.103]  That's what's coming and we'll talk about that.
[02:55:04.103 --> 02:55:08.824]  And I'll give you images, so you can put them on your screen, that are mind-blowing.
[02:55:08.824 --> 02:55:11.205]  It took my breath away and I've seen stuff all over the world.
[02:55:11.205 --> 02:55:11.925]  Let me ask you this.
[02:55:11.925 --> 02:55:23.287]  It's on Egyptian hieroglyphs and mainline documentaries, mainline research from universities that show perfect Apache helicopters.
[02:55:23.287 --> 02:55:25.508]  I mean, what is going on here?
[02:55:25.508 --> 02:55:26.788]  We're going to come back in 60 seconds.
[02:55:27.584 --> 02:55:31.368]  I've been thinking a lot lately about playing Devil's Advocate on air.
[02:55:50.066 --> 02:55:52.768]  About looking at the world from the perspective of the globalists.
[02:55:52.768 --> 02:56:01.976]  That if the public's so dumbed down that they don't care that we're stealing their future from them, that we're poisoning them, that we're sterilizing them, then they deserve to be killed.
[02:56:01.976 --> 02:56:03.718]  Yes, that's the position of the globalists.
[02:56:03.718 --> 02:56:04.518]  They play God.
[02:56:04.518 --> 02:56:09.363]  And they think because we don't stand up, they have a right to do this to us.
[02:56:09.363 --> 02:56:12.185]  And I've told you that the globalists have tried to hire me.
[02:56:12.185 --> 02:56:13.646]  They've tried to get me to join them.
[02:56:13.646 --> 02:56:15.508]  But metaphysically, at a spiritual level,
[02:56:16.910 --> 02:56:17.831]  I have the Holy Spirit.
[02:56:17.831 --> 02:56:19.631]  I'm connected to God.
[02:56:19.631 --> 02:56:22.413]  And I know that God does not like that, so I cannot join the enemy.
[02:56:22.413 --> 02:56:31.897]  But I'll tell you, at a selfish level, I get very, very mad at people that go along with the system, believing you're part of it, or believing you're getting power over it.
[02:56:31.897 --> 02:56:37.800]  Whether you're just a steelworker, or a schoolteacher, or a Henry Kissinger, you're not God.
[02:56:37.800 --> 02:56:44.323]  And treating other people like they're animals, and you're God, is something that the real God of the universe doesn't like.
[02:56:44.323 --> 02:56:45.044]  And that's a fact.
[02:56:57.576 --> 02:57:05.138]  From the front lines of the information war, it's Alex Jones.
[02:57:05.138 --> 02:57:19.843]  I am somewhat of a mathematician, but I'm a political mathematician, a cultural mathematician, a studier of humanity and how systems interlay and how they operate and patterns in previous human activity, different cultures.
[02:57:19.843 --> 02:57:26.805]  And when you have the head of the Deimos Group and Bill Gates and all of them saying, we want a post-human world, we want to get rid of humans,
[02:57:27.426 --> 02:57:35.291]  You have Elon Musk coming out saying, I met with the billionaires and they all want to get rid of humanity and beware of AI gods.
[02:57:35.291 --> 02:57:41.315]  And they say, oh, humans are dirty, carbon's bad, we're going to merge the machines and become gods.
[02:57:41.315 --> 02:57:43.996]  And I know some of these globalists, I'm going to leave it at that.
[02:57:43.996 --> 02:57:46.438]  None of them believe that there's no God.
[02:57:47.285 --> 02:57:52.826]  They all believe in what the New York Times talks about, this transpermia aliens put us here.
[02:57:52.826 --> 02:57:54.287]  So none of them are atheists.
[02:57:54.287 --> 02:57:59.488]  They teach the average person, oh there's no God, oh we're just on this planet in space, what is going on?
[02:57:59.488 --> 02:58:05.309]  And then obviously there's God and then there's other things that are able to manipulate us because we have free will.
[02:58:05.309 --> 02:58:07.890]  And so they are getting ready to release all this.
[02:58:07.890 --> 02:58:09.410]  It is all coming out right now.
[02:58:10.328 --> 02:58:16.234]  And we have these people on Earth telling us humans are bad, telling us that getting rid of humans is a good thing.
[02:58:16.234 --> 02:58:17.655]  How is that not obvious?
[02:58:17.655 --> 02:58:21.979]  So, obviously, it's Satan, but what is Satan from your deep research?
[02:58:21.979 --> 02:58:23.320]  Is it an AI computer?
[02:58:23.320 --> 02:58:25.603]  Is it something God made that went against God?
[02:58:25.603 --> 02:58:28.345]  Obviously, God gives free will, so things can go against God.
[02:58:28.345 --> 02:58:29.186]  We can go against God.
[02:58:29.186 --> 02:58:32.209]  I mean, let's get into real, real hidden stuff here.
[02:58:33.331 --> 02:58:40.233]  Well, first of all, the Bible in Ezekiel teaches that Lucifer was one of the anointing cherubs.
[02:58:40.233 --> 02:58:45.035]  A cherub is a higher order than just your angels and fallen angels.
[02:58:45.035 --> 02:58:55.458]  So his task in heaven when God created him was to basically lead worship and lead the music and lead the praise in heaven.
[02:58:55.458 --> 02:58:56.678]  This is what the Bible says.
[02:58:56.678 --> 02:58:59.339]  Not everyone accepts it, but listen to this.
[02:58:59.339 --> 02:59:01.540]  When he got proud, he got a
[02:59:02.542 --> 02:59:10.440]  A third of the angels to agree with him to basically try and depose God from his throne.
[02:59:11.030 --> 02:59:17.892]  God kicks him out of the first heaven, or the literal heaven, where not the first heaven, but the throne room of heaven.
[02:59:17.892 --> 02:59:21.373]  And ever since that time, he's been deceiving mankind.
[02:59:21.373 --> 02:59:28.915]  Because when God created Adam and Eve in his image and likeness, that's something the devil did not possess.
[02:59:28.915 --> 02:59:35.596]  Lucifer, whatever those... The Bible says that the angels are ministering spirits, and that they're absolutely
[02:59:38.977 --> 02:59:41.498]  Now we see, the whole goal is to kill everybody!
[02:59:41.498 --> 02:59:43.359]  I mean, it's all happening!
[02:59:55.629 --> 02:59:56.530]  Absolutely!
[02:59:56.530 --> 03:00:00.032]  And you know, one of my favorite shows, you probably remember it, The Twilight Zone.
[03:00:00.032 --> 03:00:01.252]  To serve man.
[03:00:01.252 --> 03:00:07.516]  You have the alien coming to Earth, promising that they're going to fix all of mankind's problems.
[03:00:07.516 --> 03:00:10.378]  Then they offer tours to their planet.
[03:00:10.378 --> 03:00:19.463]  At the very end scene of The Twilight Zone, basically the woman's coming to her scientist friend or lover or whatever, and saying, to serve man.
[03:00:19.463 --> 03:00:23.265]  It's not something to help mankind, it's to basically eat them.
[03:00:23.265 --> 03:00:24.046]  They're cannibals.
[03:00:24.386 --> 03:00:32.210]  And by the way, ladies and gentlemen, that's why the occult... I mean, if I told you there are cannibal restaurants, you'd say, oh, that isn't real.
[03:00:32.210 --> 03:00:33.331]  Yes, it's real.
[03:00:33.331 --> 03:00:44.117]  If I told you of the satanic sacrifices of the people that have been there and had to, you know, describe the gore, there you go, most people wouldn't believe that.
[03:00:44.637 --> 03:00:46.280]  They just don't believe it.
[03:00:46.280 --> 03:00:47.482]  Well, let's be clear.
[03:00:47.482 --> 03:00:52.269]  In Italy, it's a big dish in these hidden restaurants to eat catacomb bones.
[03:00:52.269 --> 03:00:53.231]  They boil it in soup.
[03:00:53.231 --> 03:00:55.975]  That's kind of an entry entree into what's going on.
[03:00:57.114 --> 03:01:05.618]  Absolutely, and what about, what about, look, I'm not going to take a vaccine with human babies, creating the image and likeness... So why are they obsessed?
[03:01:05.618 --> 03:01:12.081]  It's like the golden child, when the demon under Satan goes, the golden child, you know, the Christ figure, you will eat it.
[03:01:12.081 --> 03:01:15.143]  It's the blood of dead babies, trying to corrupt them so they can get it.
[03:01:15.143 --> 03:01:16.363]  They want to corrupt us.
[03:01:16.363 --> 03:01:17.664]  There's like some genetic rule.
[03:01:18.775 --> 03:01:20.396]  Well yeah, it is a genetic rule.
[03:01:20.396 --> 03:01:24.319]  You as a human being, created in the image and likeness of the living God.
[03:01:24.319 --> 03:01:30.204]  That's why I'm still opposed to the genetic manipulation of these vaccines.
[03:01:30.204 --> 03:01:41.493]  The question I get asked, I can't answer, is at what point do the mutagenic nature, and they're not vaccines, of the gene insertions in our human DNA
[03:01:41.773 --> 03:01:44.657]  At what point do we cease to be human?
[03:01:44.657 --> 03:01:46.399]  Well that's my next question.
[03:01:46.399 --> 03:01:51.525]  They admit it's a genetically made system that takes over most of our cells, makes us really sick.
[03:01:51.525 --> 03:01:57.251]  So it's like they're not just pissing on us, they're raping us genetically and taking us over.
[03:01:57.251 --> 03:01:58.713]  What is, from your best research,
[03:01:59.213 --> 03:02:01.496]  What is the endgame of these mRNA vaccines?
[03:02:01.496 --> 03:02:08.583]  They would risk killing people, having everybody revolt against them, but they are just... You see Gates, he's in ecstasy while this is happening.
[03:02:08.583 --> 03:02:13.628]  He looked so upset for years, now he's on TV just like... I mean, what is going on?
[03:02:14.747 --> 03:02:16.727]  Well, first of all, you nailed it.
[03:02:16.727 --> 03:02:21.268]  They want the end of human DNA, lobstock and barrel.
[03:02:21.268 --> 03:02:27.230]  It's just like, you know, Gates is on record as saying that he wants to dim the sun.
[03:02:27.230 --> 03:02:31.610]  Mike Adams said, Bill Gates wants to kill photosynthesis.
[03:02:31.610 --> 03:02:39.212]  So just as God destroyed the world with water because we interbred, they're like, aha, we're interbreeding you all with a shot.
[03:02:39.212 --> 03:02:41.372]  It's not like your wife laid down with this creature.
[03:02:41.372 --> 03:02:42.913]  We are literally doing it to you now.
[03:02:42.913 --> 03:02:43.713]  We're taking over.
[03:02:43.713 --> 03:02:44.473]  It's an alien takeover.
[03:02:45.433 --> 03:02:47.014]  Right, and that's the thing.
[03:02:47.014 --> 03:02:50.215]  And it's not now sexual, it's genetic.
[03:02:50.215 --> 03:02:53.516]  They've extracted all the DNA of the aliens.
[03:02:53.516 --> 03:03:00.639]  And I know that, you know, just like on that clip you were showing with Twilight Zone, the alien was a giant.
[03:03:00.639 --> 03:03:07.322]  I mean, Barry Kamish, he talked about the UFOs over the Holy Land, and they were giants!
[03:03:07.322 --> 03:03:08.262]  Nine feet.
[03:03:08.262 --> 03:03:09.863]  So here's the thing.
[03:03:09.863 --> 03:03:10.423]  I can't
[03:03:11.098 --> 03:03:16.563]  Convince people that they want, the globalists, want everybody dead.
[03:03:16.563 --> 03:03:22.229]  But why would you take anything that isn't even offered as a vaccine?
[03:03:22.229 --> 03:03:31.078]  And why would you take in essence gene therapy of unproven efficacy of that was rushed in world record time?
[03:03:31.078 --> 03:03:32.419]  Usual vaccines take
[03:03:33.319 --> 03:03:44.804]  And why is Pfizer now claiming if countries use their vaccine, they want the countries, Brazil, Argentina, to give them all their natural resources in case they get sued.
[03:03:44.804 --> 03:03:47.426]  They want to have coverage.
[03:03:47.426 --> 03:03:48.906]  And Alex, here's the deal.
[03:03:48.906 --> 03:03:56.710]  What the fallen angels did before the flood and after the flood, the flood of Noah, they said there were giants in those days and after the days.
[03:03:57.310 --> 03:03:58.230]  Those days.
[03:03:58.230 --> 03:04:00.831]  It's the greatest cover-up in history, covered over.
[03:04:00.831 --> 03:04:06.493]  I have, actually, eyewitness testimony from a gentleman who's very famous.
[03:04:06.493 --> 03:04:09.414]  I won't tell his name, but he's on a DVD.
[03:04:09.414 --> 03:04:11.135]  I think you guys, if you don't sell him, you should.
[03:04:11.135 --> 03:04:14.736]  It's called Forbidden History, Egyptians in the Grand Canyon.
[03:04:14.736 --> 03:04:20.958]  The bottom line is, is that the giants and the bones of the giants are in the Smithsonian.
[03:04:20.958 --> 03:04:22.979]  The Smithsonian denies over 300 cases
[03:04:25.820 --> 03:04:31.463]  Absolutely, because the same promise that Satan made to Eve in the Garden of Eden, you shall not surely die.
[03:04:53.800 --> 03:04:57.062]  So what's the transhumanist mantra?
[03:04:57.062 --> 03:04:59.463]  You shall not surely die.
[03:04:59.463 --> 03:05:03.205]  It worked so good before the flood, it's working great after the flood.
[03:05:03.205 --> 03:05:05.166]  And now... That's why the novelists say they're doing it.
[03:05:05.166 --> 03:05:06.507]  They're being promised live extension.
[03:05:06.507 --> 03:05:07.987]  It's all about that.
[03:05:07.987 --> 03:05:08.167]  Right.
[03:05:08.167 --> 03:05:21.054]  They'll never die, and they basically get to live forever, and they get to be, you know, every Marvel comic book character, all the powers, all the superpowers, travel wherever, you know, astral project, this part of the universe, that.
[03:05:21.054 --> 03:05:22.615]  What they're doing is making
[03:05:23.215 --> 03:05:29.339]  Their world in the image and likeness of fallen man and their king who is called Lucifer.
[03:05:29.339 --> 03:05:32.841]  By the way, the Satan worshippers, that's on one level.
[03:05:32.841 --> 03:05:37.564]  All of the people you and I talk about, the globalists, they call Lord Lucifer.
[03:05:37.564 --> 03:05:42.267]  Lucifer became Satan when he got... Alright, Steve Quill, amazing interview.
[03:05:42.267 --> 03:05:43.688]  Thank you so much for your great work.
[03:05:43.688 --> 03:05:45.429]  We really appreciate you.
[03:05:45.429 --> 03:05:46.890]  Thank you, Alex.
[03:05:46.890 --> 03:05:48.030]  Powerful information.
[03:05:48.030 --> 03:05:48.971]  That's what the globalists believe.
[03:05:48.971 --> 03:05:50.372]  You can sit there and play games with it all day.
[03:05:50.372 --> 03:05:50.972]  That's what they're doing.
[03:05:50.972 --> 03:05:51.873]  That's why they're doing all this.
[03:05:52.706 --> 03:06:01.029]  Uh, and they believe they're bringing the devil onto Earth, merging with humans, uh, to, uh, create this as they, as they hail Satan.
[03:06:01.029 --> 03:06:03.530]  So I want to thank you all for your support.
[03:06:03.530 --> 03:06:07.772]  We have the great John Rappaport about to take over.
[03:06:07.772 --> 03:06:12.414]  Don't forget, until Saturday, you can get 10% off and free shipping on Thoroughbred Food.
[03:06:13.996 --> 03:06:17.697]  Pre-shipping on storable food is so huge, because the biggest part of the cost of the food is the shipping.
[03:06:17.697 --> 03:06:18.977]  That is an unprecedented deal.
[03:06:18.977 --> 03:06:20.317]  It's going to end in just a few days.
[03:06:20.317 --> 03:06:21.757]  InfoWarsTore.com.
[03:06:21.757 --> 03:06:23.558]  And we have the new Incredible Sleep Aid.
[03:06:23.558 --> 03:06:25.998]  When I say incredible, it's really, really strong.
[03:06:25.998 --> 03:06:27.658]  It's like rocket rest, but liquid.
[03:06:27.658 --> 03:06:29.159]  It's down and out.
[03:06:29.159 --> 03:06:34.940]  Four milligrams of melatonin, L-tryptophan, valerian root, it just goes on from there.
[03:06:34.940 --> 03:06:37.300]  Forty percent off, InfoWarsTore.com.
[03:06:37.300 --> 03:06:38.300]  And it funds our operation.
[03:06:38.300 --> 03:06:40.381]  There's not a more revolutionary thing you can do.
[03:06:40.381 --> 03:06:41.381]  John Ratcliffe, Fort Texas, over.
[03:06:44.218 --> 03:06:46.600]  You know, it's crazy to get to this point.
[03:06:46.600 --> 03:06:48.341]  It's very bittersweet.
[03:06:48.341 --> 03:06:51.323]  Everything we've talked about has happened just like we said it would.
[03:06:51.323 --> 03:06:52.583]  And now we have a lot of credibility.
[03:06:52.583 --> 03:06:53.504]  But I don't care about that.
[03:06:53.504 --> 03:06:55.545]  I care about beating the New World Order.
[03:06:55.545 --> 03:07:00.248]  And it's because we have so much credibility, they can't allow us to stay on air much longer.
[03:07:00.248 --> 03:07:03.611]  And I don't have time to tell you all the stuff they're doing to us for a lot of reasons.
[03:07:03.611 --> 03:07:05.132]  I can't tell you what's going on.
[03:07:05.132 --> 03:07:06.332]  But let's just say this.
[03:07:06.332 --> 03:07:07.633]  We're going to see this through to the end.
[03:07:07.633 --> 03:07:10.095]  We're going to stay on air as long as we can.
