[00:00:00.389 --> 00:00:06.753]  Wow!
[01:18:17.021 --> 01:18:25.407]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[01:18:25.407 --> 01:18:33.133]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[01:18:33.133 --> 01:18:35.095]  Wake up refreshed and take on the day.
[01:18:35.575 --> 01:18:43.522]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:18:43.522 --> 01:18:47.206]  Get the sleep you deserve and experience the power of knockout.
[01:18:47.206 --> 01:18:51.570]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[01:18:51.570 --> 01:18:52.991]  That's InfoWarsLife.com
[01:18:55.558 --> 01:19:01.022]  After being sold out for months, our best-selling super blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[01:19:01.022 --> 01:19:03.124]  Research across the board is clear.
[01:19:03.124 --> 01:19:08.407]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[01:19:08.407 --> 01:19:12.150]  That's why the last Surgeon General's report on oral health warns that
[01:19:12.250 --> 01:19:15.692]  Your oral health can have a serious impact on your entire body.
[01:19:15.692 --> 01:19:18.895]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula.
[01:19:18.895 --> 01:19:22.757]  It's loaded with good halogen iodine instead of the bad halogen fluoride.
[01:19:22.757 --> 01:19:29.922]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[01:19:29.922 --> 01:19:35.326]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil,
[01:19:35.486 --> 01:19:36.807]  You're listening to the Alex Jones Show!
[01:20:06.498 --> 01:20:15.930]  Discover trends and global developments years before they happen.
[01:20:15.930 --> 01:20:18.854]  Right here on the Alex Jones Show.
[01:20:20.908 --> 01:20:24.671]  InfoWars.com forward slash show.
[01:20:24.671 --> 01:20:27.394]  NewsWars.com.
[01:20:27.394 --> 01:20:28.595]  PrisonPlanet.com.
[01:20:28.595 --> 01:20:30.196]  You're the power of InfoWars.
[01:20:30.196 --> 01:20:35.440]  People call and thank me all the time and I'm like, you look in the mirror, you're the reason we're here.
[01:20:35.440 --> 01:20:43.967]  Look, we've got more than 15 videos or more I saw this week with more than a million views.
[01:20:43.967 --> 01:20:48.011]  Rarely do we have four or five videos in a week that all have 10 million views or more.
[01:20:50.245 --> 01:21:01.670]  And my frustration is, they're important videos that got all those views, but they're not as important as Trump and the hurricane video we've got of him hugging all these kids and people and the love fest that went on.
[01:21:01.670 --> 01:21:04.391]  It just unifies the country.
[01:21:04.391 --> 01:21:07.633]  It's a salve on a wound, not salt.
[01:21:07.633 --> 01:21:10.334]  And, you know, it went up two hours ago and only has 37,000 views.
[01:21:12.974 --> 01:21:14.735]  I mean, it needs 5 million views.
[01:21:14.735 --> 01:21:16.435]  It's just powerful.
[01:21:16.435 --> 01:21:18.436]  It's at newswars.com.
[01:21:18.436 --> 01:21:24.438]  Please, please, please, please get it on.
[01:21:24.438 --> 01:21:26.718]  It's so important.
[01:21:26.718 --> 01:21:30.300]  And it's the real Trump.
[01:21:30.300 --> 01:21:31.360]  I'm not going to get into it.
[01:21:31.360 --> 01:21:32.400]  I know the secrets.
[01:21:32.400 --> 01:21:34.241]  I know all about Trump from my sources.
[01:21:35.836 --> 01:21:37.057]  He hates bullies.
[01:21:37.057 --> 01:21:37.997]  He hates the big guy.
[01:21:37.997 --> 01:21:39.698]  He hates the establishment.
[01:21:39.698 --> 01:21:41.700]  He really cares about the general public.
[01:21:41.700 --> 01:21:44.521]  Women, children, minorities, you name it.
[01:21:44.521 --> 01:21:50.265]  And he gets energized by the crowds and the public when everybody else is demonizing him and attacking him.
[01:21:54.096 --> 01:22:02.619]  Mark Dice put out some really funny tweets where he's hugging a black baby, it's like Trump's choking a black baby, or he's handing somebody food, like Trump's taking food away from somebody.
[01:22:02.619 --> 01:22:04.640]  But that's what the media does.
[01:22:04.640 --> 01:22:09.622]  He's like, horrible white supremacists, horrible bad people, and the Antifa too out there attacking our bad people too.
[01:22:09.622 --> 01:22:11.643]  Oh my gosh, you didn't know?
[01:22:11.643 --> 01:22:15.124]  No, you only... We forced the Democrats to now admit they're evil.
[01:22:15.124 --> 01:22:17.245]  They were listed as terrorists today.
[01:22:19.360 --> 01:22:21.361]  So I'm going to go to your phone calls.
[01:22:21.361 --> 01:22:25.183]  Now I said I'd talk to folks about North Korea because it's the big enchilada.
[01:22:25.183 --> 01:22:26.244]  But I'll talk to everybody.
[01:22:26.244 --> 01:22:32.707]  Zach and Joe and Mad Christian and Mark and Keith and John and Phillip and Chris and Sean and Debra.
[01:22:32.707 --> 01:22:34.088]  And if you're mad, it's fine.
[01:22:34.088 --> 01:22:37.970]  Just back off from your phone so it doesn't distort it.
[01:22:37.970 --> 01:22:40.732]  And don't cuss because we've got a delay.
[01:22:40.732 --> 01:22:41.953]  We've got to hit the delay once.
[01:22:41.953 --> 01:22:43.974]  It takes 10 seconds to build back up.
[01:22:45.034 --> 01:23:00.757]  Somebody cusses hang up on them, including guests, because I've been on the air 20 years, we've had a few of the cuss words get through on our stations, and I promised one station last week in California, I said, they cuss, they're off, because they know what they're doing.
[01:23:00.757 --> 01:23:06.498]  They cuss, and they wait 20 seconds before it's built back up or whatever, or right after they do it again.
[01:23:06.498 --> 01:23:09.098]  So, you want to get hung up on?
[01:23:09.098 --> 01:23:12.219]  YouTube and folks and Facebook will still see you cussing on the streams.
[01:23:13.305 --> 01:23:17.808]  The thing is, we're under FCC rules, we're held under a microscope.
[01:23:17.808 --> 01:23:20.270]  Keep your potty mouth to a zero.
[01:23:20.270 --> 01:23:22.612]  And mine too, I get upset.
[01:23:22.612 --> 01:23:24.033]  I've gotten so upset, I've cussed before.
[01:23:24.033 --> 01:23:25.915]  The thing is, they've got a delay in there.
[01:23:25.915 --> 01:23:29.557]  I don't do it very often, but sometimes I just can't handle it.
[01:23:29.557 --> 01:23:36.663]  So I understand, but just don't do it!
[01:23:36.663 --> 01:23:38.925]  Gosh, I want to go to your calls, but man.
[01:23:39.838 --> 01:23:47.124]  It's come out that they gave the Clintons immunity and said they wouldn't be prosecuted before they did the interviews, so they did them for public consumption.
[01:23:47.124 --> 01:23:49.345]  Man, that's fraud by Comey!
[01:23:49.345 --> 01:23:55.190]  He's such a dirty criminal, and he knows he is, so he wants to change the subject to Trump being one, and Mueller!
[01:23:55.190 --> 01:23:56.971]  Oh, what a crook!
[01:23:56.971 --> 01:23:58.752]  Oh!
[01:23:58.752 --> 01:24:05.638]  Oh, and the President's crime is 1.6 million new jobs and 500 billion in new overall
[01:24:06.793 --> 01:24:14.815]  Infrastructure investment and four trillion in the stock market.
[01:24:14.815 --> 01:24:21.056]  And our own media rooting for North Korea against the president is just so crazy.
[01:24:21.056 --> 01:24:22.276]  It's so crazy now.
[01:24:22.276 --> 01:24:27.658]  I don't even know what to do anymore.
[01:24:27.658 --> 01:24:33.719]  That Sessions and Hillary, Debra wants to talk about, Sean wants to talk about North Korea, Chris wants to talk about North Korea.
[01:24:35.293 --> 01:24:39.295]  Phillip wants to talk about North Korea.
[01:24:39.295 --> 01:24:41.595]  John wants to talk about North Korea.
[01:24:41.595 --> 01:24:43.436]  Keith wants to talk about HAARP.
[01:24:43.436 --> 01:24:47.758]  Sam wants to talk about, need to pray for Trump, I agree.
[01:24:47.758 --> 01:24:50.319]  Praying just gets us in line with God.
[01:24:50.319 --> 01:24:51.139]  That's what it's all about.
[01:24:51.139 --> 01:24:52.099]  Because God's free will.
[01:24:52.099 --> 01:24:53.320]  We've got to say, God, we're here.
[01:24:53.320 --> 01:24:55.321]  We want to interface with you.
[01:24:55.321 --> 01:24:58.402]  And that ends up, chain reaction, giving us the data.
[01:25:03.871 --> 01:25:10.276]  The connection, the discernment that we need.
[01:25:10.276 --> 01:25:15.260]  Zach in Tampa, Joe in Indiana, Mad Christian, we're gonna get to all of you.
[01:25:15.260 --> 01:25:16.021]  Who's up first?
[01:25:16.021 --> 01:25:18.062]  Who's been holding the longest here?
[01:25:18.062 --> 01:25:23.807]  Zach, the Lego maniac from Tampa, you're on the air about North Korea, go ahead.
[01:25:25.100 --> 01:25:25.940]  How are you doing, Alex?
[01:25:25.940 --> 01:25:31.482]  It's great to be back on, and I just wanted to say greetings from CENTCOM in beautiful Tampa, Florida.
[01:25:31.482 --> 01:25:42.266]  I just wanted to connect some dots from a military intelligence perspective when it comes to this North Korea issue, which really is a Clinton-Cheney-Obama strategic patience problem issue.
[01:25:42.266 --> 01:25:47.348]  This has been going on for decades through these administrations, and now we have a president ready to deal with it.
[01:25:48.428 --> 01:25:57.131]  What we see going on right now is we have to realize that we have to look at this through a part of the deal, the apprentice lens.
[01:25:57.131 --> 01:26:07.775]  Trump is using Tillerson and Haley in these diplomatic capacities to tie up any loose ends that we could salvage when it comes to what we did diplomatically with this debacle of strategic patience.
[01:26:08.413 --> 01:26:22.972]  So he's getting everything we could get done with our partners which surround it, but he's being forced to a limit now that quite frankly has triggered the defensive kinetic algorithms within our military, and there's no going back at this point.
[01:26:24.804 --> 01:26:28.906]  It's brilliant from a diplomatic point of view, but it's very troubling from a military point of view.
[01:26:28.906 --> 01:26:32.668]  And just us as a humanity, this is very dire.
[01:26:32.668 --> 01:26:36.310]  Well, the big question is, as I said, are China and North Korea going to stand down?
[01:26:36.310 --> 01:26:38.091]  A. Will there be a strike?
[01:26:38.091 --> 01:26:41.933]  B. Will China and Russia stand down?
[01:26:41.933 --> 01:26:43.594]  And then the other big question is, will the U.S.
[01:26:43.594 --> 01:26:48.697]  strike enough to decapitate the regime so they can't recalibrate?
[01:26:48.697 --> 01:26:50.878]  The answers to all those are hopefully yes.
[01:26:51.711 --> 01:26:52.591]  That's the plan here.
[01:26:52.591 --> 01:26:55.572]  So what you see Trump doing, which is brilliant because he's not showing his hand.
[01:26:55.572 --> 01:26:57.673]  You have to realize this is his first year.
[01:26:57.673 --> 01:26:59.894]  And if you read the art of the deal, this is kind of what he does.
[01:26:59.894 --> 01:27:01.374]  The first year is all about salvage.
[01:27:01.374 --> 01:27:03.435]  The second year is all about savage.
[01:27:03.435 --> 01:27:04.635]  So he's doing what he can.
[01:27:04.635 --> 01:27:14.959]  He's putting us in the best possible situation here, but he's getting the military leaders in place to make this kinetic movement because the troop recalls that have already been put in place
[01:27:15.552 --> 01:27:20.558]  The things that have been triggered here, there's just no going back, regardless of who was in office.
[01:27:20.558 --> 01:27:22.300]  But we have to give a lot of credit to Trump.
[01:27:25.640 --> 01:27:30.581]  In tandem with his military leaders, because how this is going to be looked at many years from now is going to be brilliant.
[01:27:30.581 --> 01:27:32.322]  Right now, it's kind of confusing what's going on.
[01:27:32.322 --> 01:27:33.422]  Does he know what he's doing?
[01:27:33.422 --> 01:27:35.183]  Ladies and gentlemen, he knows exactly what he's doing.
[01:27:35.183 --> 01:27:42.085]  Well, no, he's already gotten China and Russia, who've never backed off on a strike on Korea, to signal that they're going to stand down.
[01:27:42.085 --> 01:27:44.605]  I mean, they basically decried North Korea.
[01:27:44.605 --> 01:27:46.326]  They've signaled they're going to step back.
[01:27:46.326 --> 01:27:48.466]  Putin signaled that the big strike's coming.
[01:27:48.466 --> 01:27:50.047]  Is that not another warning in North Korea?
[01:27:51.078 --> 01:27:53.880]  It absolutely is a warning to North Korea, and they're at the point of no return.
[01:27:53.880 --> 01:27:57.643]  Again, like I said, the defensive kinetic algorithms have already been triggered.
[01:27:57.643 --> 01:27:59.244]  There's just no going back at this point.
[01:27:59.244 --> 01:28:01.526]  That's how war games go.
[01:28:01.526 --> 01:28:04.408]  But the public should not be surprised, or people should not be surprised.
[01:28:04.408 --> 01:28:08.331]  Look at his television show, The Apprentice, which is loosely based on the art of the deal.
[01:28:08.331 --> 01:28:13.174]  Each week, you fire an able-bodied individual who just wasn't quite able to do the job.
[01:28:13.174 --> 01:28:17.618]  So they criticized him for all these White House firings, but this was par for the course.
[01:28:18.698 --> 01:28:19.439]  This is brilliant.
[01:28:19.439 --> 01:28:27.923]  He's using them diplomatically for what they're worth and he is going to act in his agenda at a strategic and high point in the battle.
[01:28:27.923 --> 01:28:33.126]  But the question is North Korea thinks they're being belligerent with the old system of appeasement.
[01:28:33.126 --> 01:28:35.767]  Don't they understand that the noose is being tied around their neck?
[01:28:36.587 --> 01:28:39.612]  We have to realize that, you know, who is North Korea and what is North Korea.
[01:28:39.612 --> 01:28:42.275]  We're not seeing actual press conferences like other legitimate countries.
[01:28:42.275 --> 01:28:43.918]  Hold on, finish your point, Zach.
[01:28:43.918 --> 01:28:45.781]  This is important on the other side.
[01:28:45.781 --> 01:28:48.124]  We'll talk about when this strike may be coming.
[01:28:48.124 --> 01:28:49.025]  Can it be averted?
[01:28:49.025 --> 01:28:50.588]  Will China and Russia stand down?
[01:28:53.559 --> 01:29:02.650]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:29:02.650 --> 01:29:10.779]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:29:11.039 --> 01:29:15.922]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:29:15.922 --> 01:29:22.727]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:29:22.727 --> 01:29:29.892]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:29:29.892 --> 01:29:36.936]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:29:36.936 --> 01:29:40.879]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:29:40.919 --> 01:29:41.300]  I don't know.
[01:29:55.046 --> 01:30:05.656]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[01:30:05.656 --> 01:30:07.698]  That's why I'm introducing Z-SHIELD.
[01:30:07.698 --> 01:30:10.581]  Toxic Metal and Chemical Defense Support.
[01:30:10.581 --> 01:30:11.762]  It's made in the USA.
[01:30:12.363 --> 01:30:12.643]  I think?
[01:30:35.768 --> 01:30:47.478]  Patriots, stay as healthy and as clean and as focused as you can be because we need you, the remnant of America, to reignite those brush fires to the next level and to be healthy and as focused as you can be.
[01:30:47.478 --> 01:30:50.781]  Thanks to your support and your prayers, together, we're changing the world.
[01:30:50.781 --> 01:30:53.983]  Now it's time to change our bodies with Z-Shield at InfoWarsLive.com.
[01:30:55.399 --> 01:30:59.342]  Enjoy all natural bath and beauty products with Emmerich's Essentials.
[01:30:59.342 --> 01:31:16.493]  We are proud to bring you a collection of organic-based household products at Infowarestore.com, including non-nano SPF 30 zinc oxide sunscreen, date-free herbal bug spray, concentrated peppermint mouthwash, unscented body wash, tea tree shampoo,
[01:31:16.773 --> 01:31:18.934]  And long-lasting natural deodorant.
[01:31:18.934 --> 01:31:23.135]  Emrix Essentials is free of chemicals and toxins that may harm your body.
[01:31:23.135 --> 01:31:29.716]  We carefully select pure and simple ingredients to create formulas that are certified USDA Made With Organic.
[01:31:29.716 --> 01:31:34.497]  Our mission is to offer you everyday organic household products to enhance your life.
[01:31:34.497 --> 01:31:39.658]  Truly feel the difference by going organic natural without compromising on quality.
[01:31:39.658 --> 01:31:42.019]  Feel good about using Emrix Essentials.
[01:31:42.019 --> 01:31:46.160]  Start saving money and stop exposing yourself and your family to toxic ingredients.
[01:31:46.460 --> 01:31:52.449]  Visit InfowarsStore.com and learn more about the new Emmerich's Essentials line of organic products.
[01:31:52.449 --> 01:31:54.493]  That's InfowarsStore.com.
[01:31:55.677 --> 01:32:01.643]  Years ago, InfoWars first told you about our research into what has been called the Iodine Conspiracy.
[01:32:01.643 --> 01:32:14.516]  I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ, and how the government knowingly started taking iodine out of the food and adding fluoride, the bad member of the halogen family, into the water.
[01:32:14.516 --> 01:32:17.960]  They took the good halogen out and put the deadly halogen in.
[01:32:18.260 --> 01:32:25.248]  And when the Fukushima crisis worsened, as it still is worsening today, I was there telling you how to prepare yourself and your family.
[01:32:25.248 --> 01:32:38.003]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[01:32:38.123 --> 01:32:39.964]  You can pull these studies up for yourself.
[01:32:39.964 --> 01:32:46.369]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[01:32:46.369 --> 01:32:51.272]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[01:32:51.272 --> 01:32:52.813]  You're listening to the Alex Jones Show.
[01:33:09.648 --> 01:33:11.869]  Hitler took the guns.
[01:33:11.869 --> 01:33:13.869]  Stalin took the guns.
[01:33:13.869 --> 01:33:16.570]  Mao took the guns.
[01:33:16.570 --> 01:33:19.810]  Fidel Castro took the guns.
[01:33:19.810 --> 01:33:23.311]  Hugo Chavez took the guns.
[01:33:41.215 --> 01:33:46.657]  1776 will commence again if you try to take our firearms!
[01:33:46.657 --> 01:33:49.778]  The Republic will rise again when you attempt to take our guns.
[01:33:49.778 --> 01:33:58.521]  I have sworn upon the altar of God eternal hostility against every form of tyranny.
[01:34:03.277 --> 01:34:05.178]  The answer to 1984 is 1776.
[01:34:05.178 --> 01:34:11.440]  You're listening to the Alex Jones Show.
[01:34:11.440 --> 01:34:16.402]  Alright, I got like 15 callers on the board.
[01:34:16.402 --> 01:34:18.643]  They're all amazing, I'm sure.
[01:34:18.643 --> 01:34:23.644]  And Zach's called in with good info before, but I don't just go off what he says he's doing.
[01:34:23.644 --> 01:34:30.527]  I've been telling you what the Pentagon sources I have are saying, what's coming out in the news weeks or months after I tell you.
[01:34:31.485 --> 01:34:34.668]  And they've been told, just be ready to hit North Korea.
[01:34:34.668 --> 01:34:35.688]  It's on.
[01:34:35.688 --> 01:34:38.290]  The policy of strategic patience is over.
[01:34:38.290 --> 01:34:44.335]  I remember Zach calling in six months ago, months before they came out and said, the policy of strategic patience is over.
[01:34:44.335 --> 01:34:47.858]  So Zach clearly, he's talked about it on air.
[01:34:47.858 --> 01:34:49.960]  He's out of the military now, but he has his sources there.
[01:34:49.960 --> 01:34:56.185]  And the point is it's on because Kim Jong-un and his dad were bad, but they were under the control of China.
[01:34:56.185 --> 01:34:58.787]  Even Russia and China are backing off because Kim Jong-un is
[01:35:00.476 --> 01:35:00.696]  I don't
[01:35:22.423 --> 01:35:28.926]  To deal with a militarized state like this, you've got to hit all their targets, and only tactical nuclear weapons are going to do that.
[01:35:28.926 --> 01:35:31.627]  So if you don't decapitate them, they're not giving up.
[01:35:31.627 --> 01:35:33.428]  It's not like Iraq or something.
[01:35:33.428 --> 01:35:38.590]  This is a real cult of communism with heavy weapons.
[01:35:38.590 --> 01:35:44.252]  Don't you have to destroy them all with nuclear weapons right up front?
[01:35:44.252 --> 01:35:47.914]  Yeah, that's conventional wisdom, but let's remember two things right off the top.
[01:35:48.504 --> 01:35:54.295]  You have Trump putting out a strategic tweet saying, fire and fury like the world has never seen.
[01:35:54.295 --> 01:35:58.483]  And then you have Kellyanne Conway doing the rounds in the media this morning on the Sunday shows.
[01:35:59.249 --> 01:36:03.772]  Saying, you know, we're not going to televise or put our plan out there, you know, beforehand.
[01:36:03.772 --> 01:36:05.173]  Who knows?
[01:36:05.173 --> 01:36:10.337]  You've alluded to, and military members understand the type of technology that we have.
[01:36:10.337 --> 01:36:14.299]  If it's nuclear, it will be limited and it will be strategic.
[01:36:14.299 --> 01:36:16.301]  You know, it will be done.
[01:36:16.301 --> 01:36:20.864]  Sure, but it's well known there's all sorts of particle beams, there's all sorts of radiation weapons.
[01:36:20.864 --> 01:36:24.046]  Fire in theory like the world has never seen.
[01:36:24.046 --> 01:36:24.666]  Very telling.
[01:36:24.666 --> 01:36:28.489]  So we know they exist, they've just never been used in conventional warfare because we haven't had a capable enemy.
[01:36:29.178 --> 01:36:34.260]  So, and Kellyanne Conway is doing the rounds saying, listen, we're not going to put out what we're going to do.
[01:36:34.260 --> 01:36:41.943]  It's going to happen, and you're going to get a press conference on it when it's all said and done, and we're sending troops to the area to contain it.
[01:36:41.943 --> 01:36:51.846]  The South Korean troops are going to be willing and ready, and it's going to be a massive effort to take in North Korean refugees in this plan, because that's their only path forward.
[01:36:51.846 --> 01:36:57.468]  We could back them militarily, but the Chinese and the Russians are worried about these migrants coming over who know nothing and are brainwashed.
[01:36:58.232 --> 01:37:00.793]  There's a contingency plan in place, and it's bigger than everything.
[01:37:00.793 --> 01:37:07.657]  It's not like, you know, these things were thought of one month, two months, or whatever, but even our own media was tricked by Hillary Clinton not being elected.
[01:37:07.657 --> 01:37:08.737]  Well, let me ask you this.
[01:37:08.737 --> 01:37:11.919]  Why did the globalists then give them the nuclear weapons and the missiles?
[01:37:11.919 --> 01:37:17.502]  I get to use it as a crisis and excuse for the US to be there, and then now the Frankenstein they built is going crazy.
[01:37:18.567 --> 01:37:20.828]  It was going crazy, but it was going completely perfect.
[01:37:20.828 --> 01:37:23.029]  It was going completely, you know, completely to plan.
[01:37:23.029 --> 01:37:30.692]  They had the Clintons in, they had Cheney in, they had Obama in, and by all conventional wisdom, as far as the mainstream media... It was a sellout of America.
[01:37:30.692 --> 01:37:34.754]  North Korea would be used as the chess piece, the pawn, for us to lose Asia.
[01:37:35.498 --> 01:37:38.560]  And they vastly underestimated the win of Donald Trump.
[01:37:38.560 --> 01:37:47.285]  And now you have a guy, not only who was an underdog who won, but who's a guy who's not going to put up with it, who told Jeb Bush in one of the debates about 9-11.
[01:37:47.285 --> 01:37:48.746]  So he knows the deep state.
[01:37:48.746 --> 01:37:51.068]  Oh, you notice Jeb dropped out the next day!
[01:37:52.874 --> 01:37:58.877]  Yeah, it's no coincidence that when you see these White House appointees leaving and the people criticizing it, it's not strategic.
[01:37:58.877 --> 01:38:01.718]  We're using them diplomatically for what we can salvage.
[01:38:01.718 --> 01:38:02.838]  First year, salvage.
[01:38:02.838 --> 01:38:04.198]  Second year, savage.
[01:38:04.198 --> 01:38:05.959]  And second year, you're going to see him coming through.
[01:38:05.959 --> 01:38:07.740]  He even hinted to it in some of your interviews.
[01:38:07.740 --> 01:38:12.321]  He says, you know, not in the first couple months, but give me some time and I'll get back on and you'll be very proud of me.
[01:38:12.321 --> 01:38:16.283]  And from a military perspective, it's not like we're just operating in a vacuum and we don't know what's going on, okay?
[01:38:17.023 --> 01:38:25.309]  Well, you know, it's that interview in our private discussions that freaked the globels out so much, because it's not like he realized who our audience was.
[01:38:25.309 --> 01:38:29.352]  He was like reporting to the audience that he was gonna, he was reporting for duty.
[01:38:29.352 --> 01:38:31.413]  That's what was so powerful about it.
[01:38:31.413 --> 01:38:40.940]  So now what we have is individuals who are trying to wipe their hands clean and run away, but what we still have as a result of that is a out-of-control, psychotic,
[01:38:42.734 --> 01:38:46.096]  Just brain-dead, brainwashed North Korea, which is a reality.
[01:38:46.096 --> 01:38:50.518]  And they will be used as the biggest suicide mission on the planet.
[01:38:50.518 --> 01:38:53.559]  They think suicide bombers and trucks running into crowds are a problem?
[01:38:53.559 --> 01:39:06.905]  If they trigger this thing, we are going to respond with fire and fury like was spoke about by the President, but it's going to be... Well, talking about suicide mission, the South Koreans admit they've got a huge group of troops ready to go in physically to all the bases.
[01:39:06.905 --> 01:39:09.006]  So I guess they've got troops ready for a suicide mission.
[01:39:09.790 --> 01:39:10.651]  They're ready for it.
[01:39:10.651 --> 01:39:11.351]  We're ready for it.
[01:39:11.351 --> 01:39:13.172]  You have to read into the words.
[01:39:13.172 --> 01:39:15.754]  Firing period like the world has never seen.
[01:39:15.754 --> 01:39:21.759]  So there's a lot of people who, and I see them doing the Sunday shows talking about nuclear fallout and the demolished soul.
[01:39:21.759 --> 01:39:23.160]  Listen, nobody knows what we have.
[01:39:23.160 --> 01:39:25.661]  This stuff is classified and our military is capable.
[01:39:25.661 --> 01:39:27.022]  Make no mistake, it will be deadly.
[01:39:27.022 --> 01:39:28.143]  It will be bloody.
[01:39:28.143 --> 01:39:33.307]  But this is literally the beginning of a revolution by all stretches of the imagination.
[01:39:33.307 --> 01:39:36.189]  What do you make of the Russians and Chinese starting to back down?
[01:39:36.189 --> 01:39:37.490]  Do you think they will back down?
[01:39:38.186 --> 01:39:46.873]  Well, like we spoke about many months ago, with the deal that was signed in Syria, we gave Putin Syria and we're both handling ISIS.
[01:39:46.873 --> 01:39:47.273]  Exactly.
[01:39:47.273 --> 01:39:48.314]  The deal's already been made.
[01:39:48.314 --> 01:39:49.095]  Thanks for the call.
[01:39:49.095 --> 01:39:49.655]  Great points.
[01:39:49.655 --> 01:39:51.176]  I've got to get to other callers.
[01:39:51.176 --> 01:39:56.660]  Here is Mattis and the Chairman of the Joint Chiefs, the Secretary of Defense, just a few hours ago.
[01:39:56.660 --> 01:39:56.981]  Here it is.
[01:39:58.049 --> 01:40:00.471]  Good afternoon, ladies and gentlemen.
[01:40:00.471 --> 01:40:12.878]  We had a small group national security meeting today with the President and the Vice President about the latest provocation on the Korean Peninsula.
[01:40:12.878 --> 01:40:19.242]  We have many military options and the President wanted to be briefed on each one of them.
[01:40:19.242 --> 01:40:25.226]  We made clear that we have the ability to defend ourselves and our allies, South Korea and Japan.
[01:40:26.680 --> 01:40:32.805]  From any attack and our commitments among the allies are ironclad.
[01:40:32.805 --> 01:40:45.414]  Any threat to the United States or its territories including Guam or our allies will be met with a massive military response, a response both effective and overwhelming.
[01:40:46.531 --> 01:40:52.496]  Kim Jong-un should take heed of the United Nations Security Council's unified voice.
[01:40:52.496 --> 01:41:02.064]  All members unanimously agreed on the threat North Korea poses, and they remain unanimous in their commitment to the denuclearization of the Korean Peninsula.
[01:41:03.826 --> 01:41:10.010]  Because we are not looking to the total annihilation of a country, namely North Korea.
[01:41:10.010 --> 01:41:13.892]  But as I said, we have many options to do so.
[01:41:13.892 --> 01:41:17.434]  Thank you very much, ladies and gentlemen.
[01:41:17.434 --> 01:41:22.357]  So that is a major escalation in rhetoric from a guy that had been trying to have olive branches.
[01:41:22.357 --> 01:41:25.219]  Let's go to Sean in California on North Korea's nukes.
[01:41:25.219 --> 01:41:26.400]  Got about a minute and a half, Sean.
[01:41:26.400 --> 01:41:27.801]  Go ahead.
[01:41:27.801 --> 01:41:28.741]  Hi, how's it going, Alex?
[01:41:28.741 --> 01:41:29.682]  Pleasure to speak to you.
[01:41:32.202 --> 01:41:39.207]  Uh, well, I mean, I gotta tell you, I think that the President's handling it with, I guess, the best notions that he could.
[01:41:39.207 --> 01:41:48.334]  I mean, if they do try to do anything crazy or have any sort of rhetoric that they're gonna bomb us, I feel that he has to do it with crazy fire, as he's saying.
[01:41:48.334 --> 01:41:51.536]  Yeah, it's a giant armed camp.
[01:41:51.536 --> 01:41:54.218]  You have to wipe them out if you do hit them.
[01:41:54.218 --> 01:41:55.018]  Yeah, for sure.
[01:41:55.018 --> 01:42:00.062]  I mean, if you leave at least one that just has just the ability to keep
[01:42:00.643 --> 01:42:07.610]  You know, progressing what his ideology was, I mean, we're going to have just another whole problem.
[01:42:07.610 --> 01:42:10.332]  Well, you got mobile trucks with medium-range missiles everywhere.
[01:42:10.332 --> 01:42:12.975]  They're going to start hitting South Korea and Japan.
[01:42:12.975 --> 01:42:15.497]  And the global stock market's going to tank right there.
[01:42:15.497 --> 01:42:22.684]  So, just another communist nightmare that's been wound up, and our own government arming it with the damn commies that we've got.
[01:42:23.345 --> 01:42:24.445]  Burrowed into our government.
[01:42:24.445 --> 01:42:27.486]  Just another sickening... America can't have too much power!
[01:42:27.486 --> 01:42:28.666]  Let's prop up some communists.
