[00:00:13.078 --> 00:00:13.218]  Food.
[02:49:50.818 --> 02:49:53.200]  So he should only have a little probation.
[02:49:53.200 --> 02:49:54.982]  Come on, man.
[02:49:54.982 --> 02:50:00.847]  Chicago's top cop blames wave of gun violence on courts letting out violent offenders from jail.
[02:50:00.847 --> 02:50:03.789]  Oh, you don't say!
[02:50:03.789 --> 02:50:04.470]  So when
[02:50:05.609 --> 02:50:07.310]  Demetrius Keno Jr.
[02:50:07.310 --> 02:50:08.630]  rapes another girl.
[02:50:08.630 --> 02:50:13.392]  I guess we'll know why, won't we?
[02:50:13.392 --> 02:50:14.253]  Former U.S.
[02:50:14.253 --> 02:50:19.855]  Senator Barbara Boxer assaulted, robbed in Oakland's Jack London Square.
[02:50:19.855 --> 02:50:21.036]  Hey, that's not good.
[02:50:21.036 --> 02:50:25.498]  I'm not celebrating that a corrupt Democrat gets mugged in her own city.
[02:50:25.498 --> 02:50:28.799]  It's very sad, even though I'm no fan of Barbara Boxer.
[02:50:32.145 --> 02:50:36.367]  Pretty sad that she can't even walk around her own streets without getting mugged and robbed.
[02:50:36.367 --> 02:50:38.508]  But, you know, the truth is the truth.
[02:50:38.508 --> 02:50:41.369]  You did this to yourselves, Democrats.
[02:50:41.369 --> 02:50:48.372]  And so you've destroyed your cities, you've made your cities crime-ridden hellholes, and now you're going to have to deal with it.
[02:50:48.372 --> 02:50:51.294]  And then this is just really disgusting stuff.
[02:50:51.294 --> 02:50:56.536]  Minnesota fourth grade student says class was told not to tell their parents about equity survey.
[02:50:56.536 --> 02:50:59.638]  And I can get into this whole story here, but basically
[02:51:00.854 --> 02:51:13.037]  Leftist teachers are teaching your kids critical race theory and all kinds of other things, and they're specifically telling the students not to tell the parents, and you know why that is.
[02:51:13.037 --> 02:51:20.218]  It's like a priest, you know, plays a little touch time with the little boy and says, don't tell your parents!
[02:51:20.218 --> 02:51:28.160]  So now liberal professors and teachers are teaching your kids how to be racist bigots and hate America, and they're saying, don't tell your parents!
[02:51:28.160 --> 02:51:29.040]  Same energy, folks.
[02:51:29.751 --> 02:51:31.652]  All right, I sign off.
[02:51:31.652 --> 02:51:33.393]  Paul Joseph Watson takes over.
[02:51:33.393 --> 02:51:35.794]  Remember, folks, InfoWarsStore.com.
[02:51:35.794 --> 02:51:37.095]  InfoWarsStore.com.
[02:51:37.095 --> 02:51:38.215]  Keep us on the air.
[02:51:38.215 --> 02:51:40.336]  Shop at InfoWarsStore.com.
[02:51:40.336 --> 02:51:44.038]  As we predicted, the globalists are now launching a new lockdown.
[02:51:44.038 --> 02:51:52.602]  The first one has already destroyed the third world, already caused over 20 million extra people to starve to death, and it's caused massive supply chain problems across the Western world.
[02:51:53.527 --> 02:52:00.214]  Ladies and gentlemen, now is the time for you to get high-quality, storable food that's ready to ship, while you still can, at 2020 prices.
[02:52:00.214 --> 02:52:03.718]  We have the biggest, best company in the United States as our supplier.
[02:52:03.718 --> 02:52:06.141]  Their entire catalog is at InfoWareStore.com.
[02:52:06.141 --> 02:52:11.467]  You get an additional 10% off at InfoWareStore.com, but only for one more week.
[02:52:11.467 --> 02:52:13.409]  They've told us you can extend it one more week, Alex.
[02:52:13.909 --> 02:52:14.950]  But that's it.
[02:52:14.950 --> 02:52:17.352]  They won't do this sale again until November.
[02:52:17.352 --> 02:52:19.554]  And then the food prices go up in 2022.
[02:52:19.554 --> 02:52:21.535]  This is insurance you can eat.
[02:52:21.535 --> 02:52:22.816]  It's the highest quality.
[02:52:22.816 --> 02:52:23.997]  Hundreds of high-quality foods.
[02:52:23.997 --> 02:52:25.698]  Three-month, six-month year supplies.
[02:52:25.698 --> 02:52:32.124]  All ready for you at InfoWareStore.com or call toll-free, 888-253-3139.
[02:52:32.124 --> 02:52:34.325]  Again, InfoWareStore.com.
[02:52:34.325 --> 02:52:35.766]  10% off on high-quality, storable food.
[02:52:35.766 --> 02:52:36.567]  Ready to ship.
[02:52:36.567 --> 02:52:38.349]  But it ends in just one week.
[02:52:38.349 --> 02:52:40.010]  So take action now while you still can.
[02:52:42.020 --> 02:52:44.104]  The biosecurity state is here.
[02:52:44.104 --> 02:52:50.816]  It's an anti-human eugenics operation, printing us that humans are dirty, bad and evil.
[02:52:50.816 --> 02:52:52.960]  The corrupt puppet Prime Minister of Canada.
[02:52:53.846 --> 02:53:12.514]  He says he admires the communist dictatorship of Xi Jinping and wishes to make Canada's pain has announced that they're buying vaccines for every person in the country all the way out to 2024 and that in 2024 you will again take two shots and he says it'll be whatever Pfizer cooks up and wants to put in your body.
[02:53:13.237 --> 02:53:14.758]  This is the Rockefeller Foundation.
[02:53:14.758 --> 02:53:17.700]  They developed this whole plan with Bill Gates.
[02:53:17.700 --> 02:53:19.942]  They're now implementing it, and now they've announced that U.S.
[02:53:19.942 --> 02:53:22.484]  policy is set by the private Rockefeller Foundation.
[02:53:22.484 --> 02:53:32.812]  Of course, the Rockefeller Foundation, by the 30s, was the main funder of Adolf A. Louis Hitler and the eugenics at Cold Springs Harbor that trained the Kaiser Wilhelm Institute in Germany.
[02:53:32.812 --> 02:53:34.213]  And bull wars will continue to set fast.
[02:53:34.213 --> 02:53:34.753]  They fight this.
[02:53:34.753 --> 02:53:36.234]  I don't know how long we can.
[02:53:36.234 --> 02:53:37.595]  The enemy's coming for us all now.
[02:53:37.595 --> 02:53:39.217]  God bless and good luck.
[02:53:39.217 --> 02:53:40.738]  I would, again, get right with God right now.
[02:53:43.886 --> 02:53:46.508]  You're listening to the Alex Jones Show!
[02:54:14.158 --> 02:54:20.823]  Are we all live?
[02:54:20.823 --> 02:54:22.724]  It is the Summit News Hour.
[02:54:22.724 --> 02:54:24.646]  Welcome back to another show.
[02:54:24.646 --> 02:54:36.594]  And of course, the dreaded Delta variant of coronavirus is apparently sweeping through the United States requiring the reintroduction of mask mandates, potentially new lockdown orders.
[02:54:36.594 --> 02:54:39.216]  Well, we've already had that situation here in the UK.
[02:54:40.040 --> 02:55:00.236]  For the past several months, with the fear-mongering over this Delta variant providing yet another justification for authorities to lock down, for government advisers to say that not locking down will basically result in 200,000 plus cases a day, once again they've been proven spectacularly wrong.
[02:55:00.236 --> 02:55:05.060]  The cases are dropping and the interesting phenomenon that you're seeing here in the UK
[02:55:05.876 --> 02:55:15.201]  From all the media outlets, from all the so-called government experts, from all the lockdown zealots, is that they're crestfallen.
[02:55:15.201 --> 02:55:16.882]  They're really sad.
[02:55:16.882 --> 02:55:28.969]  They're really in the mud about the fact that the coronavirus infection cases, the official record that they say, of course, when it goes up, that how could anyone doubt it?
[02:55:28.969 --> 02:55:31.731]  Forget about false positives, forget about the fact that
[02:55:32.970 --> 02:55:45.377]  Of course, as I've talked about before, when people do Freedom of Information Act requests, they found out that the people who go into hospital with no comorbidities, they account for far less of the actual total.
[02:55:45.377 --> 02:55:54.122]  In fact, they said 10% of the official death toll was actually related to COVID alone, without any comorbidities.
[02:55:54.122 --> 02:56:00.866]  So you can trust the official death tolls when they announce them on the media, the official daily infection rates.
[02:56:01.593 --> 02:56:07.016]  But when they start going down, oh, suddenly you can't trust them.
[02:56:07.016 --> 02:56:20.763]  So now that we've had seven straight days of cases dropping in the United Kingdom, the SAGE experts, the government advisors, the Arch Lockdown Advocates are saying, well, these numbers can't be accurate.
[02:56:20.763 --> 02:56:23.124]  There must be something else going on here.
[02:56:24.230 --> 02:56:25.971]  Again, it's like the weather.
[02:56:25.971 --> 02:56:27.172]  It's like global warming.
[02:56:27.172 --> 02:56:30.473]  When it gets hot in summer, they say, oh, this is proof of global warming.
[02:56:30.473 --> 02:56:36.237]  But then also when it gets really cold in winter, they say that's also proof of global warming.
[02:56:36.237 --> 02:56:42.080]  Whatever statistic is delivered up just miraculously underscores their entire case.
[02:56:42.080 --> 02:56:49.544]  Well, they are in the mud because we've had today the announcement that COVID cases have fallen every day for a week.
[02:56:50.302 --> 02:56:54.963]  This is out of the Daily Skeptic, dailyskeptic.org.
[02:56:54.963 --> 02:57:02.705]  Covid cases across the UK have fallen for a seventh day in a row, reaching 23,511 on Tuesday.
[02:57:02.705 --> 02:57:06.446]  This is the lowest number recorded in a single day in the whole of July.
[02:57:06.446 --> 02:57:08.446]  And boy, are they mad about it!
[02:57:08.446 --> 02:57:12.587]  They're all over Twitter saying, oh my God, we can't explain this!
[02:57:12.587 --> 02:57:13.487]  What's going on?
[02:57:13.487 --> 02:57:15.808]  We were promised 200,000 Covid infections a day.
[02:57:18.044 --> 02:57:26.530]  We were promised that we could blame it on the lifting of lockdown restrictions and they're just not delivering the numbers to us.
[02:57:26.530 --> 02:57:40.340]  As Michael Curzon writes, sage panjandrums, those are the UK government advisors that admitted using totalitarian tactics to brainwash the British public, have been trotting out excuses for why they got this so wrong.
[02:57:41.388 --> 02:57:49.297]  According to Mail Online, the top contenders are the vaccine rollout, school holidays, the end of the Euros, warmer weather, the ping-demic.
[02:57:49.297 --> 02:57:56.025]  So they're suddenly saying that because the kids have broken up for the school holidays, the summer half-term,
[02:57:57.099 --> 02:58:02.041]  That there are way less tests and that's why there are way less coronavirus cases.
[02:58:02.041 --> 02:58:16.148]  Because even if the kids are completely asymptomatic, they're not getting ill, they're not going to hospital, they need those positive tests so they can use these scaremongering numbers in the media to force the government back into lockdown.
[02:58:16.648 --> 02:58:21.173]  But then when you look at the actual number of tests being carried out, they haven't changed.
[02:58:21.173 --> 02:58:26.960]  They've barely changed over the past two weeks, even after the kids broke up from school.
[02:58:26.960 --> 02:58:31.125]  So basically they're in a blind panic because they thought the narrative would be established.
[02:58:31.585 --> 02:58:41.278]  That lifting lockdown restrictions leads to a massive spike in cases so they can lock down again and credit the lockdown for bringing those cases down once again.
[02:58:41.278 --> 02:58:46.686]  It's not working, they're in a blind panic and it's hilarious and we'll talk about it on the other side.
[02:58:46.686 --> 02:58:48.068]  Summit.news.gov.au
[02:58:49.227 --> 02:58:57.732]  Ladies and gentlemen, Owen Schroer here, the host of the InfoWars War Room, and I am very excited about our latest supplement addition to InfoWarsStore.com.
[02:58:57.732 --> 02:59:07.817]  Now, I've been supplementing with greens fibers and vegetable capsules for a long time, and so I was excited to hear that we were adding our own greens fiber caps to InfoWarsStore.com.
[02:59:08.297 --> 02:59:11.221]  But then I read the ingredients and I was blown away.
[02:59:11.221 --> 02:59:12.402]  Listen to this.
[02:59:12.402 --> 02:59:13.663]  Organic pea fiber.
[02:59:13.663 --> 02:59:15.105]  Organic alfalfa leaf.
[02:59:15.105 --> 02:59:16.547]  Organic wheatgrass leaf.
[02:59:16.547 --> 02:59:18.009]  Organic cilantro leaf.
[02:59:18.009 --> 02:59:19.430]  Organic kale leaf.
[02:59:19.430 --> 02:59:20.972]  Organic flax sprout.
[02:59:20.972 --> 02:59:22.594]  Organic quinoa sprout.
[02:59:22.594 --> 02:59:23.335]  Ladies and gentlemen,
[02:59:23.895 --> 02:59:26.016]  All of these things are so incredible for your health.
[02:59:26.016 --> 02:59:29.857]  Just one of these ingredients can be a life-changing supplement for your health.
[02:59:29.857 --> 02:59:34.599]  And we've packed it all in to fibergreen caps at Infowarsstore.com.
[02:59:34.599 --> 02:59:38.521]  So I'm excited to add this to my supplement routine every day.
[02:59:38.521 --> 02:59:40.681]  I suggest that you do the same thing.
[02:59:40.681 --> 02:59:43.522]  And right now, it's at an introductory price of $19.95.
[02:59:43.522 --> 02:59:45.043]  That's 33% off at Infowarsstore.com.
[02:59:52.501 --> 03:00:02.075]  Transmitting worldwide from the Summit.News studios in the United Kingdom, you are listening to Paul Joseph Watson.
[03:00:09.463 --> 03:00:22.449]  So we've had a drop in cases for seven straight days in the United Kingdom and the people who actually want the cases to keep rising, they want more hospitalisations, more deaths so they can continue the fear-mongering and lobby for more lockdown.
[03:00:22.449 --> 03:00:23.910]  They're devastated!
[03:00:23.910 --> 03:00:30.653]  They're absolutely devastated that less people are getting infected with Covid, that fewer people are dying.
[03:00:30.653 --> 03:00:34.015]  And you've actually had scientists, government advisors come out and say,
[03:00:35.149 --> 03:00:43.596]  That because we had the Euro Championships, which is the soccer tournament, which most Americans don't give a damn about, don't even barely know what it is.
[03:00:43.596 --> 03:00:48.780]  But basically it was a soccer tournament over the past month or so, it ended about two weeks ago.
[03:00:48.780 --> 03:00:59.167]  But what you had was large groups of mainly men congregating indoors, without masks, without social distancing, they were all hugging each other when the team scored.
[03:00:59.167 --> 03:01:00.949]  During the period of a month,
[03:01:02.145 --> 03:01:11.392]  Now, that seems to have the effect of an initial spike in coronavirus cases, but not a massive increase in hospitalisations.
[03:01:11.392 --> 03:01:27.485]  And yet, a development now that coronavirus cases, even with the dreaded Delta variant, have been falling over the past week, seems to have had the effect of creating, whisper it in hushed tones, herd immunity.
[03:01:28.277 --> 03:01:35.062]  This, of course, was the foundation, the basis of how society reacted to any previous pandemic in history.
[03:01:35.062 --> 03:01:41.386]  Suddenly, back in March 2020, that went completely out of the window because the globalists wanted their Great Reset.
[03:01:41.386 --> 03:01:42.867]  They wanted endless lockdowns.
[03:01:42.867 --> 03:01:45.048]  They wanted endless mask mandates.
[03:01:45.048 --> 03:01:47.870]  Herd immunity became a dirty phrase.
[03:01:47.870 --> 03:01:57.977]  And yet that seems to have been exactly what happened over the past few weeks in England, in the United Kingdom, because you had large groups of mainly men congregating
[03:01:58.557 --> 03:02:01.938]  To watch the football, they were hugging each other.
[03:02:01.938 --> 03:02:15.981]  This is what Professor Paul Hunter said of the University of East Anglia, and you can tell in his quote that he's quite despondent about the fact that this happened, but ultimately is still acknowledging that it did happen.
[03:02:15.981 --> 03:02:16.241]  He says,
[03:02:28.374 --> 03:02:35.495]  As we've effectively immunised a lot more younger people who wouldn't otherwise have come or been available for a vaccine.
[03:02:36.405 --> 03:02:42.389]  He says, but I would stress, I would never suggest that as a control strategy in advance.
[03:02:42.389 --> 03:02:53.196]  So he's basically admitting that because all these young people got together, didn't wear masks, didn't social distance, were in very close proximity, that some of them got coronavirus.
[03:02:53.196 --> 03:02:54.117]  They were not ill.
[03:02:54.117 --> 03:02:55.678]  Most of them were asymptomatic.
[03:02:55.678 --> 03:02:58.520]  The vast majority did not need to go to hospital.
[03:02:58.520 --> 03:03:00.001]  There's basically nothing wrong with them.
[03:03:00.621 --> 03:03:04.222]  But now they've got the antibodies and now they're immune.
[03:03:04.222 --> 03:03:06.403]  That used to be called herd immunity.
[03:03:06.403 --> 03:03:09.143]  That's exactly what we should have done at the start of the pandemic.
[03:03:09.143 --> 03:03:12.524]  That's what Sweden, that's what Belarus did at the start of the pandemic.
[03:03:12.524 --> 03:03:13.945]  They trusted their citizens.
[03:03:13.945 --> 03:03:16.506]  They didn't impose mandatory legal lockdowns.
[03:03:16.506 --> 03:03:18.666]  They didn't impose mandatory mask wearing.
[03:03:18.666 --> 03:03:20.827]  They had lower death rates than the UK.
[03:03:20.827 --> 03:03:23.488]  Because herd immunity works.
[03:03:23.488 --> 03:03:28.409]  And now it's being proven by these coronavirus infection rates dropping over the past week.
[03:03:28.889 --> 03:03:46.195]  In the United Kingdom, after we had large groups of people congregating to watch the football, some of them got the virus, some of them, most of them got the antibodies, now we've got herd immunity and that's the reason why the cases are dropping.
[03:03:46.195 --> 03:03:49.897]  And they are in desperation mode right now.
[03:03:49.897 --> 03:03:55.639]  Headline again out of the Daily Skeptic here, because of course they're still pushing for vaccine passports,
[03:03:56.844 --> 03:04:04.632]  Despite the fact that they say even people who have taken the vaccine can contract the virus and spread the virus.
[03:04:04.632 --> 03:04:08.156]  This is why vaccine passports make absolutely no sense.
[03:04:08.156 --> 03:04:14.442]  Because they've removed the option to enter venues such as nightclubs, cinemas, sporting events.
[03:04:14.442 --> 03:04:17.946]  They've removed the option of providing a negative Covid test.
[03:04:18.607 --> 03:04:20.248]  We saw the same situation in France.
[03:04:20.248 --> 03:04:35.138]  That's completely out the window, yet they'll allow people to rock up to these nightclubs, these cinemas, prove they've been vaccinated, yet by the same token admit that vaccinated people can still be infected with COVID.
[03:04:35.138 --> 03:04:36.119]  Which proves what?
[03:04:36.119 --> 03:04:41.743]  It proves they're not bothered about people spreading COVID, they're bothered about people taking that shot.
[03:04:42.794 --> 03:04:54.953]  What's the point in mandating vaccine passports and saying you can't have a negative test at the same time if you admit that these vaccinated people can still harbour and spread the virus?
[03:04:54.953 --> 03:04:57.578]  It makes absolutely no sense whatsoever.
[03:04:58.954 --> 03:05:06.256]  Michael Gove says there's a strong case for the introduction of vaccine passports in appropriate locations such as Premier League football matches.
[03:05:06.256 --> 03:05:15.058]  Again, they're trying to get young people to take this vaccine because 35% of 18 to 30 year olds have not taken the vaccine thus far.
[03:05:15.058 --> 03:05:19.299]  They're very paranoid about scooping up those final refuseniks.
[03:05:20.507 --> 03:05:28.489]  Because, again, they're very concerned about the virus spreading, despite at the same time acknowledging that people who have taken the vaccine can still spread the virus.
[03:05:28.489 --> 03:05:31.070]  Makes zero sense whatsoever.
[03:05:31.070 --> 03:05:35.911]  But he argued that everything we can do in order to reduce the risk of COVID transmission, we should.
[03:05:35.911 --> 03:05:41.073]  Well, you've eliminated negative COVID tests, so you're literally doing the opposite of that.
[03:05:41.073 --> 03:05:45.994]  He hopes that some form of certification will be introduced across all four nations in the UK.
[03:05:45.994 --> 03:05:48.275]  This, he believes, is the right way to go.
[03:05:48.275 --> 03:05:48.895]  Bear in mind,
[03:05:49.941 --> 03:06:01.089]  This is the same person who, months ago, promised that vaccine passports were discriminatory, would never be introduced, that the government wasn't considering it, and they've been planning it all along.
[03:06:01.089 --> 03:06:09.534]  In an interview with the BBC, Gove said that vaccine passports would make sure we can have greater confidence that big events are not likely to be super-spreader events.
[03:06:09.534 --> 03:06:11.656]  None of them were super-spreader events.
[03:06:11.656 --> 03:06:13.557]  In fact, they mentioned this in the article.
[03:06:15.382 --> 03:06:20.024]  Gove appears to have forgotten the results from 10 recent government trial events.
[03:06:20.024 --> 03:06:22.045]  These were run by the government.
[03:06:22.045 --> 03:06:32.990]  These identified just 28 positive Covid test results among 58,000 participants without the use of vaccine passports.
[03:06:32.990 --> 03:06:42.235]  So even without the use, there are very, very few positive Covid cases when they've had these test events of large numbers of people congregating.
[03:06:42.715 --> 03:06:46.896]  Despite all this, Gov insists the case for certification overall is a strong one.
[03:06:46.896 --> 03:06:58.700]  It's not a strong one, there's literally no evidence whatsoever for it, and their own plan contradicts the supposed goal of what they're trying to achieve, because they've eliminated the negative Covid test.
[03:06:58.700 --> 03:07:02.621]  You can still take that vaccine, and you can still have the virus.
[03:07:03.692 --> 03:07:12.196]  So they've literally made it more likely that people are going to spread the virus because they've eliminated the negative test, the option of the negative test.
[03:07:12.196 --> 03:07:15.018]  So are they really concerned about spreading the virus?
[03:07:17.088 --> 03:07:37.526]  Continues, this is exactly the sort of nonsense that Hugh Osmond, founder of Punch Taverns, criticised on Sunday when he highlighted that under government plans, someone who is fully vaccinated but has COVID will be allowed into a large venue, but someone who is unvaccinated yet doesn't have COVID will be barred.
[03:07:37.526 --> 03:07:42.731]  So even if you've got the antibodies, you've got the immunity to COVID, but you haven't taken the clock shot,
[03:07:43.317 --> 03:07:44.477]  You won't be allowed in.
[03:07:44.477 --> 03:07:50.439]  Eventually, you probably won't be allowed into pubs and restaurants if they get their way, as we've seen in France.
[03:07:50.439 --> 03:07:57.300]  But again, the only proof they need is the proof that you submitted, that you caved in, that you took the jab.
[03:07:57.300 --> 03:07:58.880]  You could still be infectious.
[03:07:58.880 --> 03:08:00.621]  You could still be spreading it.
[03:08:00.621 --> 03:08:01.521]  Doesn't matter.
[03:08:01.521 --> 03:08:02.941]  That's not what they care about.
[03:08:02.941 --> 03:08:06.902]  They care about you submitting to this vaccine.
[03:08:09.108 --> 03:08:11.311]  Related story here out of Zero Hedge.
[03:08:11.311 --> 03:08:16.438]  Majority of hospitalised COVID patients in the UK only tested positive after admission.
[03:08:16.438 --> 03:08:21.845]  Oh my god, proving us right once again.
[03:08:21.845 --> 03:08:27.252]  Over half of those hospitalised with COVID-19 in the UK only tested positive after admission.
[03:08:27.893 --> 03:08:34.055]  Suggesting that vast numbers are being classed as hospitalized by COVID when they were admitted with other ailments.
[03:08:34.055 --> 03:08:40.257]  So they go into the hospital, they go into emergency care with other serious conditions.
[03:08:40.257 --> 03:08:54.521]  Whatever happens with those conditions during their admission to hospital, which is mandatory now, they test them for COVID, they test positive for COVID, and even though they have no symptoms, they're not ill from COVID, they're ill from a completely different reason,
[03:08:55.609 --> 03:09:10.281]  Those hospital admissions are treated as COVID cases so then they get to add that to the official government toll and they get to present that in the media and strike the fear of God into everyone with these rising numbers.
[03:09:10.281 --> 03:09:22.572]  You'll note that even across the past week with declining COVID infection rates the hospitalisation figures are still going up because they're counting everyone who goes into hospital basically as a COVID case.
[03:09:23.957 --> 03:09:25.459]  It says the takeaway.
[03:09:25.459 --> 03:09:34.407]  Off-sited statistics published daily may far overstate Covid hospitalisations and consequently pressures on the National Health Service.
[03:09:34.407 --> 03:09:42.795]  So they can then use this to grease the skids for yet another lockdown by claiming the NHS can't handle the pressure.
[03:09:42.795 --> 03:09:44.357]  We'll get into more on the other side.
[03:09:44.357 --> 03:09:44.757]  Summit.News.
[03:09:44.757 --> 03:09:46.179]  Don't go away.
[03:09:51.560 --> 03:09:52.821]  Jacob in Ohio.
[03:09:52.821 --> 03:09:53.221]  Welcome.
[03:09:53.221 --> 03:09:53.661]  Go ahead.
[03:09:53.661 --> 03:09:54.961]  Hey, how's it going, Alex?
[03:09:54.961 --> 03:09:55.522]  Good, bro.
[03:09:55.522 --> 03:09:56.622]  Great last caller.
[03:09:56.622 --> 03:09:59.663]  I just wanted to start with plugging your sleep supplement.
[03:09:59.663 --> 03:10:05.365]  It's basically the only way I get sleep anymore with all the gaslighting, demoralization, and absurdity.
[03:10:05.365 --> 03:10:07.506]  It's like we're living in a twilight zone, man.
[03:10:07.506 --> 03:10:07.906]  All right.
[03:10:07.906 --> 03:10:09.167]  Eric in New Hampshire.
[03:10:09.167 --> 03:10:10.107]  Eric, thanks for calling.
[03:10:10.107 --> 03:10:10.367]  Go ahead.
[03:10:10.487 --> 03:10:12.028]  Hey Alex, thanks for taking my call.
[03:10:12.028 --> 03:10:15.711]  If I could, I just want to throw a quick plug out for the point of the product.
[03:10:15.711 --> 03:10:16.711]  The X2 does wonders.
[03:10:16.711 --> 03:10:17.852]  I recommend it to everybody.
[03:10:17.852 --> 03:10:19.033]  You're on the fence about it.
[03:10:19.033 --> 03:10:19.833]  Get off the fence.
[03:10:19.833 --> 03:10:20.714]  Get the product.
[03:10:20.714 --> 03:10:21.915]  Support the info war.
[03:10:21.915 --> 03:10:23.216]  Tyler in Maine.
[03:10:23.216 --> 03:10:23.856]  You're on the air.
[03:10:23.856 --> 03:10:24.416]  Thanks for rolling.
[03:10:24.416 --> 03:10:24.777]  Go ahead.
[03:10:24.777 --> 03:10:26.498]  Hey Alex, it's great to be on with you.
[03:10:26.498 --> 03:10:27.238]  It's an honor.
[03:10:27.238 --> 03:10:27.518]  Honor.
[03:10:27.518 --> 03:10:27.939]  Talk to you.
[03:10:27.939 --> 03:10:28.219]  Awesome.
[03:10:29.199 --> 03:10:40.504]  So first thing I wanted to do is to say I love the products Alpha Power even at 29 if you ask my better half she loves it and it helps in the bedroom so just number one for a few weeks.
[03:10:40.504 --> 03:10:43.005]  It definitely works, it's not a joke.
[03:10:43.005 --> 03:10:48.306]  Absolutely.
[03:10:48.306 --> 03:10:51.668]  But I'll tell you who's got five-star ratings when it comes to customer service.
[03:10:51.668 --> 03:10:54.869]  I'll tell you who built his network and infrastructure on
[03:10:55.678 --> 03:11:03.140]  And has thousands of employees here in the United States and sources materials all over North America and from Africa as well, which he's proud of.
[03:11:03.140 --> 03:11:07.001]  That's where you get the good cotton and then they put it together here in the United States.
[03:11:07.001 --> 03:11:10.002]  And that is Mike Lindell.
[03:11:10.002 --> 03:11:11.462]  Mike Lindell is a patriot.
[03:11:11.462 --> 03:11:13.162]  Mike Lindell is fighting.
[03:11:13.162 --> 03:11:18.784]  He is bold and he's got his products in stock ready to ship to you.
[03:11:18.784 --> 03:11:20.164]  When you use promo code
[03:11:21.082 --> 03:11:24.343]  Alex, you get the best specials they've got.
[03:11:24.343 --> 03:11:26.984]  Up to 66% off with promo code Alex.
[03:11:26.984 --> 03:11:37.888]  Whether it's their entire line of sheets, or human beds that are revolutionary and very, very popular, or animal beds for dogs and cats, or the great towels, or the pillows that they're best known for.
[03:11:37.888 --> 03:11:38.648]  And he's done great.
[03:11:38.648 --> 03:11:39.368]  His people are great.
[03:11:39.368 --> 03:11:42.369]  They've really come through and taken us out of the red into the black.
[03:11:42.369 --> 03:11:45.030]  So thank you all for shopping at MyPillow.com.
[03:11:45.030 --> 03:11:47.291]  Up to 66% off with promo code Alex.
[03:11:51.821 --> 03:12:00.886]  You're listening to the Alex Jones Show!
[03:12:00.886 --> 03:12:12.133]  You're listening to the Summit.News Radio Hour with Paul Joseph Watson.
[03:12:12.133 --> 03:12:17.696]  So we have a majority of hospitalized COVID patients in the UK only testing positive after admission.
[03:12:17.696 --> 03:12:19.097]  They're going into hospital for
[03:12:20.080 --> 03:12:39.356]  Treatment for ailments that are not related whatsoever to COVID-19 but they're getting recorded as COVID-19 cases so they can then add that official number onto the official daily toll of hospitalisations and ramp up the rhetoric, ramp up the fear-mongering for further lockdowns.
[03:12:39.356 --> 03:12:41.157]  Again, I've spoken about it many times.
[03:12:41.157 --> 03:12:44.460]  Someone did a Freedom of Information Act request to the UK Government.
[03:12:44.460 --> 03:12:46.922]  It's still on the ONS official government website.
[03:12:47.668 --> 03:12:59.036]  They asked how many people out of the official death toll had died from COVID alone, with no other comorbidity listed on the death certificate.
[03:12:59.036 --> 03:13:02.498]  And the total was about 8.9%.
[03:13:02.498 --> 03:13:08.002]  So 8.9% of the official COVID death toll is the actual COVID death toll.
[03:13:08.002 --> 03:13:13.645]  So it's literally 10 times fewer people officially have died of COVID.
[03:13:13.645 --> 03:13:17.308]  And now they're doing a similar thing with the hospitalization numbers.
[03:13:18.018 --> 03:13:24.580]  And even so, the infections are falling and these lockdown zealots are big mad, big mad about it.
[03:13:24.580 --> 03:13:40.683]  They want those deaths, they want those infections climbing higher and higher and higher because they've joined this cult where they want to remain under lockdown forever and state a symbol like they're some kind of part of the scientific elite so they can continue to virtue signal.
[03:13:40.683 --> 03:13:42.504]  For example, by wearing masks
[03:13:43.758 --> 03:13:46.761]  On empty trains and then tweeting about it.
[03:13:46.761 --> 03:13:49.284]  We had this headline yesterday.
[03:13:49.284 --> 03:13:53.788]  Labour councillor ridiculed for bragging about wearing a mask on an empty train.
[03:13:53.788 --> 03:14:02.917]  Basically, there wasn't anybody there to justify her subservience, to reward her with a wink and a nod of the fellow compliant sheep.
[03:14:03.729 --> 03:14:27.560]  And she was very disappointed about that, so she felt the need to take a picture of herself on a completely empty train carriage, with absolutely no other human in the vicinity, to show to everyone that she's a good person and she's still wearing a mask, even though there's literally, even if you believe that this mask is effective, no point whatsoever.
[03:14:27.560 --> 03:14:29.521]  There's no one else there.
[03:14:29.521 --> 03:14:31.002]  Who are you protecting?
[03:14:32.617 --> 03:14:46.583]  We know from even SAGE government advisors that they've said the cloth masks, the blue surgical masks that people wear, the virus particle, COVID-19 virus particle, is 5,000 times smaller than the holes in that blue surgical mask.
[03:14:47.327 --> 03:15:03.151]  The cloth mask that this idiot appears to be wearing, and this is a local government councillor, the COVID virus particle, according to the SAGE advisor, Dr Axon, is 500,000 times smaller than the holes in that mask.
[03:15:03.151 --> 03:15:08.512]  So even if there were other people on the train, they go right through.
[03:15:08.512 --> 03:15:13.233]  So she's a complete idiot in every single regard, but again, the virtue signal is more important.
[03:15:14.201 --> 03:15:19.305]  She said, going to keep wearing my mask on public transport, even when it's just me on the tube.
[03:15:19.305 --> 03:15:19.845]  Why?
