[00:00:10.659 --> 00:00:12.208]  Hi, Steve Adler.
[02:39:55.888 --> 02:40:00.211]  And that's why they want AI to tell us how to walk and how to wipe our ass and what to do.
[02:40:00.211 --> 02:40:01.332]  They want us to give in.
[02:40:01.332 --> 02:40:04.334]  They want us to be robots because they fear the individual.
[02:40:20.956 --> 02:40:31.343]  Well, and no one is more individualistic than Alex Jones or myself or Project Veritas or Project Judicial Watch.
[02:40:31.343 --> 02:40:34.345]  But the most important part is this.
[02:40:34.345 --> 02:40:36.706]  You and I don't belong to a group.
[02:40:36.706 --> 02:40:42.930]  We don't belong to an entity that covered whatever rights and wrongs we may have committed.
[02:40:42.930 --> 02:40:49.935]  The difference was in the Biden administration, everybody had been in the Brookings Institute, the CIA.
[02:40:50.782 --> 02:40:55.246]  They went to Harvard, Cornell, and one of the other elites.
[02:40:55.246 --> 02:41:02.232]  So what I'm also saying, and people will understand this hopefully, that that is the end of the elite.
[02:41:03.841 --> 02:41:14.864]  I said a long time ago, Cornell will pay a very heavy price for the neocons they created and they did not want to admit that they were a major part of 9-11.
[02:41:14.864 --> 02:41:25.106]  The president of Cornell said nothing about it, yet they produced Zalmay Khalilzad, a whole bunch of guys, Paul Wolfowitz, and a lot of nonsense that went into wars.
[02:41:25.946 --> 02:41:32.010]  And notice how they're trying to, and this is always your message, it's great, but we want your latest stuff.
[02:41:32.010 --> 02:41:34.831]  What are they thinking putting Rice in all this?
[02:41:34.831 --> 02:41:39.694]  It shows Biden looks like he's dying, worse than ever, stumbling around, he can't even talk.
[02:41:39.694 --> 02:41:42.036]  They look defeated, they look insane.
[02:41:42.036 --> 02:41:45.358]  So this is this failing forward, this too big to fail.
[02:41:45.358 --> 02:41:49.000]  I mean, are you seeing no scenario in which Trump loses?
[02:41:49.560 --> 02:41:58.066]  I mean, I'm no, I do not see any scenario with Trump loses and let me explain it since you want me to go and explain again.
[02:41:58.066 --> 02:42:01.649]  Trump's attitude is very simple.
[02:42:02.389 --> 02:42:11.673]  He broke the back of the media, he broke the back of TV and movies, he broke the back of the collectivity, whatever that was.
[02:42:11.673 --> 02:42:24.038]  And basically, on his own, without any coverage, he was able to mobilize thousands upon thousands of people at a time when nobody believed he was really a viable candidate.
[02:42:24.751 --> 02:42:27.433]  Nevertheless, he said, I will win.
[02:42:27.433 --> 02:42:30.055]  And that is his attitude in life.
[02:42:30.055 --> 02:42:33.718]  And that is what he conveys to every individual.
[02:42:33.718 --> 02:42:35.420]  He is the first president.
[02:42:35.420 --> 02:42:36.461]  This is important.
[02:42:36.461 --> 02:42:39.143]  And I've said it to you before, who literally
[02:42:39.861 --> 02:42:44.465]  And that was the giveaway that none of the Democrats could see.
[02:42:44.465 --> 02:42:46.507]  He used a new media that was called Twitter.
[02:43:02.338 --> 02:43:02.979]  Correct.
[02:43:02.979 --> 02:43:10.164]  And that's why within a few weeks, you're going to see the massive change where Trump will reaffirm his legitimacy.
[02:43:10.164 --> 02:43:12.285]  He will come back into the office.
[02:43:12.285 --> 02:43:15.768]  And I said to Owen, it's not going to be another four years.
[02:43:15.768 --> 02:43:18.170]  It will be another eight years on top of this.
[02:43:18.650 --> 02:43:20.030]  I'm not whistling Dixie.
[02:43:20.030 --> 02:43:27.052]  It's simply the simple fact that Trump is really a persona of what America was about.
[02:43:27.052 --> 02:43:31.733]  The entrepreneur, the person who took the risk, the willingness... Okay, okay.
[02:43:31.733 --> 02:43:33.553]  So how do you expect this to unfold?
[02:43:33.553 --> 02:43:37.254]  Because you said this three weeks ago and last Sunday, the indictments are coming.
[02:43:37.254 --> 02:43:38.255]  They're already there.
[02:43:38.255 --> 02:43:39.655]  Southern District, you're about to see it.
[02:43:39.655 --> 02:43:39.955]  I'm like...
[02:43:40.535 --> 02:43:43.196]  I'm like, Doc, you were back again a week ago.
[02:43:43.196 --> 02:43:44.836]  I said, Doc, they've buried it.
[02:43:44.836 --> 02:43:45.497]  It's going nowhere.
[02:43:45.497 --> 02:43:45.757]  Boom!
[02:43:45.757 --> 02:43:47.077]  It's all over the news.
[02:43:47.077 --> 02:43:48.477]  I mean, where did that come from?
[02:43:48.477 --> 02:43:52.759]  Because if Barr's not doing it, how suddenly did this come out?
[02:43:52.759 --> 02:44:00.021]  This came out because you do not, and I said it on your show a couple of months ago, and I reaffirm it.
[02:44:00.021 --> 02:44:04.722]  It's not about Barr or even the Department of Justice, which is highly corrupt.
[02:44:04.722 --> 02:44:07.223]  And as I said, the FBI is highly corrupt.
[02:44:07.853 --> 02:44:19.382]  The person that you really want to talk about is Sidney Powell, this incredible woman, but more importantly, the man who has proven his metal through 40 to 50 years.
[02:44:19.382 --> 02:44:24.485]  And I've known about his metal from the 80s is Giuliani.
[02:44:24.485 --> 02:44:29.509]  No one, but no one in their right mind should go up against Giuliani.
[02:44:29.509 --> 02:44:32.091]  And I've said this on your show, and I'm going to say it again.
[02:44:32.091 --> 02:44:36.114]  In 1988, when I was recruited to Drexel Burnham,
[02:44:36.653 --> 02:44:41.936]  From the State Department, I said to them, Izzy Burnham, you're going to have a problem.
[02:44:41.936 --> 02:44:42.997]  You won't be around.
[02:44:42.997 --> 02:44:44.178]  He said, what are you talking about?
[02:44:44.178 --> 02:44:49.821]  I said, well, you got Mike Milken on the cover of Time Magazine earning $600 million.
[02:44:49.821 --> 02:44:51.462]  That's in 1988.
[02:44:51.462 --> 02:45:01.068]  I have a guy in the Reagan administration and the Bush administration who's making $66,000, and he's going to take you down.
[02:45:01.753 --> 02:45:03.277]  And the answer was no way.
[02:45:03.277 --> 02:45:07.366]  Giuliani took down every investment banking firm.
[02:45:07.899 --> 02:45:10.602]  on Wall Street within the next four months.
[02:45:10.602 --> 02:45:16.026]  So Giuliani will be convicting a lot of people, Sidney Powell will.
[02:45:16.026 --> 02:45:18.268]  But you don't mess with Giuliani.
[02:45:18.268 --> 02:45:25.715]  When Trump said, and he's correct, he was the most formidable mayor we've ever had in New York, I was there.
[02:45:25.715 --> 02:45:27.136]  I saw what he did.
[02:45:27.136 --> 02:45:28.377]  I've seen him fired.
[02:45:28.377 --> 02:45:32.101]  So is it Giuliani's intellect and IQ or his connections or both?
[02:45:33.220 --> 02:45:35.702]  No, he is a tough New Yorker.
[02:45:35.702 --> 02:45:43.187]  When you grow up with the mafia and within the mafia, and then you take down the mafia, you have to understand.
[02:45:43.823 --> 02:45:45.445]  This is not about intellect.
[02:45:45.445 --> 02:45:47.187]  This is not about our intelligence.
[02:45:47.187 --> 02:45:51.712]  What this is about is consistency and dedication.
[02:45:51.712 --> 02:45:55.476]  Guys like you and I, we fail.
[02:45:55.476 --> 02:45:57.077]  That's what America is about.
[02:45:57.077 --> 02:45:58.819]  America is not about success.
[02:45:58.819 --> 02:46:00.221]  It's about failure.
[02:46:00.221 --> 02:46:01.262]  Giuliani failed.
[02:46:01.262 --> 02:46:02.563]  He had several marriages.
[02:46:02.563 --> 02:46:03.845]  He had prostate cancer.
[02:46:04.145 --> 02:46:04.886]  But guess what?
[02:46:04.886 --> 02:46:06.287]  He continues.
[02:46:06.287 --> 02:46:07.288]  I continue.
[02:46:07.288 --> 02:46:09.090]  I don't belong to any clubs.
[02:46:09.090 --> 02:46:11.552]  When I left the CFR, I said, I don't belong here.
[02:46:11.552 --> 02:46:12.353]  That's not for me.
[02:46:12.353 --> 02:46:15.356]  All right, in closing then, what do you expect to see next?
[02:46:15.356 --> 02:46:19.440]  Because when I look at Biden, he looks like he's, like, he looked okay three weeks ago.
[02:46:19.440 --> 02:46:22.403]  He looks like he's in hell on TV.
[02:46:22.403 --> 02:46:23.504]  Who, Giuliani?
[02:46:23.504 --> 02:46:24.465]  No, I'm talking about Biden.
[02:46:24.465 --> 02:46:25.166]  What's gonna happen with Biden?
[02:46:26.515 --> 02:46:28.776]  Well, Biden's already made his peace.
[02:46:28.776 --> 02:46:32.359]  He lives in a town called Rehoboth in Delaware.
[02:46:32.359 --> 02:46:33.640]  It's a beach.
[02:46:33.640 --> 02:46:36.663]  He basically understands the game is over.
[02:46:36.663 --> 02:46:43.048]  I will suspect that he, his wife or others will receive some kind of remuneration.
[02:46:43.528 --> 02:46:50.210]  He will probably say he can no longer continue because he's sick and he has some other problem, which is fine.
[02:46:50.210 --> 02:46:51.791]  He will not go to jail.
[02:46:51.791 --> 02:46:52.631]  I do not want this.
[02:46:52.631 --> 02:46:58.172]  But are they trying to get it across the 20th of January deadline to put Kamala in?
[02:46:58.172 --> 02:46:59.873]  They're not going to put Kamala in.
[02:46:59.873 --> 02:47:07.175]  The one thing you have to understand, my friend, at which point that Kamala said, I gave up my senator ship.
[02:47:07.175 --> 02:47:08.295]  Did she say that?
[02:47:08.295 --> 02:47:09.956]  No.
[02:47:09.956 --> 02:47:10.176]  Well.
[02:47:10.962 --> 02:47:12.946]  Cinequanone, there it is.
[02:47:12.946 --> 02:47:15.050]  Yeah, why aren't we hearing about who's going to replace Kamala?
[02:47:15.050 --> 02:47:16.813]  That's a good point.
[02:47:16.813 --> 02:47:19.939]  There's nobody going to replace Kamala because Kamala isn't coming in.
[02:47:21.354 --> 02:47:37.825]  The point of fact is Kamala is a very practical individual who knows that a lot of the BS was created about her, but she wants to be a senator, then she'll probably become governor of California, and then at some future time she may want to run again.
[02:47:37.825 --> 02:47:40.327]  But Kamala's not coming in, she knows that.
[02:47:40.327 --> 02:47:46.751]  I get that CNN's gaslighting us that there's no way to stop Biden, blah blah blah, and things are starting to turn against Biden, but this is insane.
[02:47:46.751 --> 02:47:48.112]  This is going to be a crazy deal.
[02:47:49.184 --> 02:47:52.606]  Who in their right mind watches CNN?
[02:47:52.606 --> 02:47:53.486]  I don't know anybody who does.
[02:47:53.486 --> 02:47:58.789]  No, no, I agree with you that it's total gaslighting, and we all have to point out it's a lie, and I hear you.
[02:47:58.789 --> 02:47:59.969]  StevePachinik.com.
[02:47:59.969 --> 02:48:02.090]  Steve, thank you so much for the time.
[02:48:02.090 --> 02:48:03.311]  You predicted wave two.
[02:48:03.311 --> 02:48:07.973]  Thank you, and God bless your people, and thank you for all the work you've done for America.
[02:48:07.973 --> 02:48:08.574]  Thank you.
[02:48:08.574 --> 02:48:09.634]  StevePachinik.com.
[02:48:09.634 --> 02:48:15.137]  Wow, he said, look for more to come out on the Bidens, and here it is, and boom, and before, before inauguration.
[02:48:15.137 --> 02:48:16.898]  Steve, hopefully join us again next week, okay?
[02:48:17.492 --> 02:48:18.192]  Yeah, I will.
[02:48:18.192 --> 02:48:18.853]  More than happily.
[02:48:18.853 --> 02:48:19.413]  Thank you all.
[02:48:19.413 --> 02:48:20.254]  Thank you very much.
[02:48:20.254 --> 02:48:21.314]  All right.
[02:48:21.314 --> 02:48:27.418]  Author, Navy SEAL, patriot, Matt Bragg is about to take over, but I got a couple segments and a bunch of clips I need to get to.
[02:48:27.418 --> 02:48:28.419]  Wow, what a crazy time.
[02:48:28.419 --> 02:48:28.799]  Stay with us.
[02:48:32.523 --> 02:48:32.963]  The U.S.
[02:48:32.963 --> 02:48:43.290]  Postal Service tells InfoWars that as long as you get your order in by December 18th, and we're able to ship it out by that date, you will get it anywhere in the United States before Christmas.
[02:48:43.290 --> 02:48:44.450]  But listen, don't wait.
[02:48:44.450 --> 02:48:46.792]  Do your shopping at InfoWarsStore.com.
[02:48:46.792 --> 02:48:49.833]  Get great products and fund the InfoWars.
[02:48:49.833 --> 02:48:54.016]  Now at the most critical time, not just in InfoWars history, but this country's history.
[02:48:54.016 --> 02:48:55.497]  You have invested in InfoWars.
[02:48:55.837 --> 02:49:04.945]  You've prayed for us, you've spread the word, you've bought the products, and you've gotten the benefits of the information warfare, of the truth, in the fight against the globalists.
[02:49:04.945 --> 02:49:13.052]  But now is the time to redouble all our efforts in praying for a Great Awakening, which is starting to happen, and spreading the word about it, fullwars.com, newswars.com.
[02:49:14.133 --> 02:49:14.514]  We're good.
[02:49:32.608 --> 02:49:36.630]  Webster's Dictionary has a very simple definition of terrorism.
[02:49:36.630 --> 02:49:39.052]  Other dictionaries have similar ones.
[02:49:39.052 --> 02:49:46.696]  Terrorism is the threat of force, or actually carrying out force, for a political or financial reason.
[02:49:46.696 --> 02:49:50.579]  It's basically scaring the hell out of people until you submit to them.
[02:49:50.579 --> 02:49:54.061]  That's exactly what all this overblown COVID-19 garbage is.
[02:49:54.061 --> 02:49:56.482]  You see the headlines from CNN, ABC News.
[02:49:56.482 --> 02:49:58.884]  Doctors say it's worse than they ever thought!
[02:49:58.884 --> 02:50:00.685]  COVID more devastating than they could ever imagine!
[02:50:01.445 --> 02:50:07.689]  They told us that two and a half million people would be dead just eight months ago, within three months.
[02:50:07.689 --> 02:50:08.629]  Okay?
[02:50:08.629 --> 02:50:13.212]  It's a quarter million if you count all of the people that died of other things.
[02:50:13.212 --> 02:50:15.513]  We're talking 96% had comorbidity.
[02:50:15.513 --> 02:50:16.334]  These are real numbers.
[02:50:16.334 --> 02:50:17.595]  These are real facts.
[02:50:17.595 --> 02:50:24.999]  This is the chicken little event where we all run in our houses, never come out, and are taught we're not essential, while the big box stores and Amazon take over the planet.
[02:50:25.479 --> 02:50:26.260]  Rebuke it.
[02:50:26.260 --> 02:50:27.441]  Stand up against it.
[02:50:27.441 --> 02:50:29.202]  This is slavery.
[02:50:29.202 --> 02:50:35.708]  It is not something you can put up with and survive.
[02:50:35.708 --> 02:50:43.374]  You're listening to the Alex Jones Show.
[02:50:43.374 --> 02:50:46.497]  What if I say I'm not like the others?
[02:50:46.497 --> 02:50:49.960]  What if I say I'm not just another one of your plays?
[02:50:49.960 --> 02:50:51.601]  You're the pretender.
[02:50:57.810 --> 02:50:59.831]  Matt Rackett's coming up in about 10 minutes.
[02:50:59.831 --> 02:51:02.011]  He's loaded and ready to go.
[02:51:02.011 --> 02:51:05.192]  A lot of key intel.
[02:51:05.192 --> 02:51:06.893]  But I tell you, I like Daniel Taylor.
[02:51:06.893 --> 02:51:08.073]  He has a lot of original ideas.
[02:51:08.073 --> 02:51:09.853]  It's a great page for your old thinker news.
[02:51:09.853 --> 02:51:15.695]  But I really love hearing a term that I coined, picked up by others.
[02:51:15.695 --> 02:51:17.556]  Almost posthumously, because I never get the credit.
[02:51:17.556 --> 02:51:18.876]  I don't care.
[02:51:18.876 --> 02:51:22.497]  Planetary genetic overwrite.
[02:51:22.497 --> 02:51:25.838]  The big picture behind COVID mRNA vaccines.
[02:51:27.185 --> 02:51:32.729]  I love that headline, because that's a term I coined, planetary genetic overwrite.
[02:51:32.729 --> 02:51:41.535]  But then he gets into his own research and the statements by the globalists of exactly what the transhumanists are doing.
[02:51:41.535 --> 02:51:55.866]  The very genetic color of the planet's biosphere, including humans, is being overwritten, the ultimate goal being the ability to manipulate, patent, and program at will the biological process of life, turning matter into zeros and ones.
[02:51:56.800 --> 02:52:03.742]  Within 50 years, we could have more life forms invented in a lab than we have ever identified in nature.
[02:52:03.742 --> 02:52:05.683]  Fidelity investments.
[02:52:05.683 --> 02:52:06.823]  Thinking big.
[02:52:06.823 --> 02:52:10.525]  Synthetic biology, fidelity.
[02:52:10.525 --> 02:52:11.185]  And it goes on.
[02:52:11.185 --> 02:52:13.906]  Tom Knight, Professor, MIT Artificial Intelligence Lab.
[02:52:13.906 --> 02:52:18.347]  Said 2007, the genetic code is 3.6 billion years old.
[02:52:18.347 --> 02:52:22.449]  It's time for a rewrite.
[02:52:22.449 --> 02:52:23.529]  And it goes on from there.
[02:52:25.990 --> 02:52:28.773]  This is not protecting the environment.
[02:52:28.773 --> 02:52:32.037]  This is overriding and rewriting the environment.
[02:52:32.037 --> 02:52:40.548]  This is mad scientists playing God on us to get testing to see what will give them life extension technologies in their own words.
[02:52:43.424 --> 02:52:53.312]  So they had to control the Nature Conservancy and Jacques Cousteau and the Autobahn Society and the UN UNESCO to make themselves the guardians of the earth.
[02:52:53.312 --> 02:52:58.636]  Kind of like Laura Silsby changed her name after she got convicted of child kidnapping and stuff for the Clintons.
[02:52:58.636 --> 02:53:02.580]  She changed her name and now runs Amber Alert.
[02:53:02.580 --> 02:53:09.125]  I mean, if you're going to run that stuff, you've got to be the group over protecting it.
[02:53:09.125 --> 02:53:11.527]  It's like CEO level controller fraud is what they call it.
[02:53:14.861 --> 02:53:16.382]  And it goes on from there.
[02:53:16.382 --> 02:53:19.544]  But a very important article at oldthinkernews.com.
[02:53:19.544 --> 02:53:20.965]  It's also up on infowars.com.
[02:53:20.965 --> 02:53:25.788]  But that really tells you everything you need to know.
[02:53:25.788 --> 02:53:26.909]  It's an overwrite.
[02:53:26.909 --> 02:53:28.190]  It's a rewrite.
[02:53:28.190 --> 02:53:28.950]  It's a takeover.
[02:53:34.261 --> 02:53:38.185]  What's weird is we sit here begging people to care, like, oh, believe what I'm telling you.
[02:53:38.185 --> 02:53:39.266]  Look, they said it.
[02:53:39.266 --> 02:53:41.808]  People are like, oh, nonsense.
[02:53:41.808 --> 02:53:43.850]  Not caring gives me power.
[02:53:43.850 --> 02:53:56.782]  When you're giving them the whole future and what's happening and trying to get the general public to be players in their own universe, in their own world, and to not just be passive zeros and ones that can be overwritten.
[02:53:58.427 --> 02:54:00.448]  And so I've asked myself, what do you call what we do?
[02:54:00.448 --> 02:54:03.150]  Just a human destiny, human free will.
[02:54:03.150 --> 02:54:05.071]  I don't want to be overwritten.
[02:54:05.071 --> 02:54:09.854]  I don't want to, and then it's all experimental and it doesn't work and it never works.
[02:54:09.854 --> 02:54:19.620]  And then it's all these crazy globalists that like want to sexualize children and love communism and are just a bunch of assholes.
[02:54:19.620 --> 02:54:22.702]  So we're in 2020.
[02:54:24.940 --> 02:54:27.902]  They've got super advanced technology they've suppressed.
[02:54:27.902 --> 02:54:32.045]  They've all lined it up now like Hitler on the Polish border in 1940.
[02:54:32.045 --> 02:54:34.746]  And they're launching the whole thing.
[02:54:34.746 --> 02:54:36.348]  It's called a war.
[02:54:36.348 --> 02:54:40.710]  And that's why it's going to move very quick with internet IDs and digital passports.
[02:54:40.710 --> 02:54:43.132]  And yeah, my neighbor died of a COVID shot, but it's worth it.
[02:54:43.132 --> 02:54:43.712]  I'm a hero.
[02:54:43.712 --> 02:54:46.714]  You're like, well, more dying from the shot than dying of the vaccine.
[02:54:46.714 --> 02:54:47.975]  It doesn't matter, I'm a hero!
[02:54:47.975 --> 02:54:50.357]  Criticizing is a form of, you're going to be arrested for that.
[02:54:52.847 --> 02:54:54.949]  So it's about a suspension of common sense.
[02:54:54.949 --> 02:55:04.518]  It's about a suspension of your will, a subservience of your will, a giving up of your free will.
[02:55:04.518 --> 02:55:05.760]  Hey, just get with the program.
[02:55:05.760 --> 02:55:08.782]  We can go back outside and have our businesses again.
[02:55:08.782 --> 02:55:11.905]  You've been trained to comply, comply, comply.
[02:55:11.905 --> 02:55:12.806]  Always sounds reasonable.
[02:55:14.189 --> 02:55:15.310]  They always let you out of the trap.
[02:55:15.310 --> 02:55:16.810]  You comply, they let you out of the trap.
[02:55:16.810 --> 02:55:18.251]  You comply, they let you out of the trap.
[02:55:18.251 --> 02:55:21.353]  This last time, you go really deep down the trap, and you can hardly make it through it.
[02:55:21.353 --> 02:55:24.554]  It was like, you complied, you find out you're dead.
[02:55:24.554 --> 02:55:27.096]  Stop complying with your own destruction.
[02:55:27.096 --> 02:55:31.438]  It's the animating contest of liberty that will empower you.
[02:55:31.438 --> 02:55:36.921]  Even if you were a sociopath, you'd fight the system at this point, because that would enrich you much more than submit it.
[02:55:41.101 --> 02:55:46.186]  Just in time for Christmas, a lot of our best-selling products are back in stock.
[02:55:46.186 --> 02:55:50.850]  The Privacy Pockets are back in stock and massively discounted at $19.95.
[02:55:50.850 --> 02:55:52.892]  A great stock to cover a great gift.
[02:55:52.892 --> 02:55:55.854]  Alpapower sold out for a year because of the lockdown.
[02:55:55.854 --> 02:55:58.317]  A lot of the key patented ingredients weren't available.
[02:55:58.317 --> 02:56:00.238]  It is now back in stock.
[02:56:00.238 --> 02:56:07.045]  Another great product that's been selling out because people realize it's got so many great vitamins and minerals and saw palmetto is Prostagard.
[02:56:07.785 --> 02:56:11.168]  It's good for not just men, but it's good for women's clans as well.
[02:56:11.168 --> 02:56:11.929]  Check it out.
[02:56:11.929 --> 02:56:14.651]  They're all massively discounted at InfoWarsTore.com.
[02:56:14.651 --> 02:56:19.876]  And of course, some of the big ones are X2 and X3, the pure, clean iodines that are so essential.
[02:56:19.876 --> 02:56:21.557]  So many people are deficient in iodine.
[02:56:21.557 --> 02:56:24.860]  It's essential to your immune system and so much more.
[02:56:24.860 --> 02:56:26.242]  InfoWarsTore.com.
[02:56:26.242 --> 02:56:28.764]  All of these products are discounted from $30 to
[02:56:30.825 --> 02:56:32.086]  60% off and free shipping.
[02:56:32.086 --> 02:56:33.687]  Get your orders in by the 18th.
[02:56:33.687 --> 02:56:35.148]  You'll get them before Christmas.
[02:56:35.148 --> 02:56:40.350]  Infowarsstore.com Infowarsstore.com Thank you so much for your support.
[02:56:56.547 --> 02:57:00.670]  How politically incorrect.
[02:57:00.670 --> 02:57:10.017]  It's a man and a woman giving each other presents and enjoying each other.
[02:57:22.899 --> 02:57:23.600]  How horrible!
[02:57:23.600 --> 02:57:24.661]  They're being commercial.
[02:57:24.661 --> 02:57:26.562]  They like giving each other things.
[02:57:26.562 --> 02:57:31.746]  Now, if it was a convicted pedophile spending time with your children at Drag Queen Storytime, that's a whole other thing.
[02:57:31.746 --> 02:57:33.468]  That's good family fun.
[02:57:33.468 --> 02:57:38.932]  Gotta get them while they're young, like local TV stations said in Houston.
[02:57:38.932 --> 02:57:46.438]  Yes, this Santa comes with an mRNA vaccine that'll destroy your immunity and give you cancer if it doesn't sterilize you.
[02:57:49.181 --> 02:57:50.541]  Welcome to your doctor.
[02:57:50.541 --> 02:57:51.982]  He will see you now.
[02:57:51.982 --> 02:57:58.623]  He just so happens to want control of you in a mass raping operation.
[02:57:58.623 --> 02:58:02.344]  Here's some of the breaking headlines.
[02:58:02.344 --> 02:58:06.245]  Ratcliffe, Space Force to become 18th member of the U.S.
[02:58:06.245 --> 02:58:07.905]  intelligence community.
[02:58:07.905 --> 02:58:11.186]  Which means you've got a new group Trump can approach, can appoint.
[02:58:12.011 --> 02:58:23.213]  We see this as a critical step in establishing the nation's newest service, said Major General Leigh Lauterbach, Space Force Director of Intelligence, Surveillance, and Reconnaissance.
[02:58:23.213 --> 02:58:23.454]  The U.S.
[02:58:23.454 --> 02:58:29.015]  Special Forces soon will become the Space Force, the 18th member of the U.S.
[02:58:29.015 --> 02:58:33.636]  Intelligence Community, Director of National Intelligence, John Ratcliffe said, of the U.S.
[02:58:33.636 --> 02:58:34.156]  Space Force.
[02:58:34.716 --> 02:58:35.016]  Really?
[02:58:35.016 --> 02:58:36.237]  So that's all breaking, that's all unfolding.
[02:58:36.237 --> 02:58:37.097]  I want to hand the baton here to
[02:59:05.120 --> 02:59:08.343]  Matt Bracken of EnemiesForeignDomestic.com.
[02:59:08.343 --> 02:59:09.324]  He's got a lot to cover.
[02:59:09.324 --> 02:59:10.245]  I'll be listening.
[02:59:10.245 --> 02:59:12.207]  Then Owen Schroer comes up in about 52 minutes.
[02:59:12.207 --> 02:59:17.273]  But first, seriously, I'm not complaining, but the accountant bitched at me this morning.
[02:59:17.273 --> 02:59:21.437]  They're like, Jones, everybody else is raising money for these Trump marches.
[02:59:21.437 --> 02:59:23.019]  You don't even ask for money for it.
[02:59:23.019 --> 02:59:24.600]  And you're paying for some of the stages.
[02:59:24.600 --> 02:59:26.022]  $30,000 here, you know, thousands there.
[02:59:28.800 --> 02:59:30.002]  Tell the listeners!
[02:59:30.002 --> 02:59:32.989]  I'm like, well, okay, I don't want the credit, but I do need the money.
[02:59:32.989 --> 02:59:35.975]  Nobody else can belly up and get these things going for these Trump marches.
[02:59:35.975 --> 02:59:38.840]  So I wanted them set Sunday and Saturday.
[02:59:40.293 --> 02:59:41.294]  And Friday.
[02:59:41.294 --> 02:59:46.238]  So I've made some donations to make sure that happened, and I'll be at these speeches, and it's going to be huge, and I'll see you in D.C.
[02:59:46.238 --> 02:59:48.920]  But for this Christmas, give yourself the gift of freedom.
[02:59:48.920 --> 02:59:51.182]  Buy some products at Infolwarestore.com.
[02:59:51.182 --> 02:59:55.385]  We have these great block-it pockets in black, red, green, and blue.
[02:59:55.385 --> 02:59:57.587]  They've got a 99% accuracy rate.
[02:59:57.587 --> 02:59:59.008]  Some of the other pockets aren't that good.
[02:59:59.008 --> 02:59:59.989]  We've tested them, believe me.
[02:59:59.989 --> 03:00:06.515]  You've got to be right under a cell tower for them to be able to beam through this and get your location and track you.
[03:00:06.515 --> 03:00:06.995]  This works.
[03:00:06.995 --> 03:00:08.036]  When I say 99%, it's higher than that.
[03:00:10.213 --> 03:00:11.234]  They're inexpensive.
[03:00:11.234 --> 03:00:14.736]  Any cell phone or, you know, iPhone or Droid goes in them.
[03:00:14.736 --> 03:00:15.417]  They're $19.95.
[03:00:15.417 --> 03:00:16.317]  They cost us $11.
[03:00:16.317 --> 03:00:18.699]  Other folks sell them for $29.95.
[03:00:18.699 --> 03:00:19.880]  They're at m4wrestling.com.
[03:00:19.880 --> 03:00:21.681]  The perfect stocking stuffer.
[03:00:21.681 --> 03:00:23.122]  Sold out for months.
[03:00:23.122 --> 03:00:25.184]  So, they are the perfect stocking stuffer.
[03:00:25.184 --> 03:00:26.224]  Also, Prostagard.
[03:00:26.224 --> 03:00:27.545]  It isn't just for men.
[03:00:27.545 --> 03:00:28.126]  It's good for your...
[03:00:29.104 --> 03:00:29.825]  We're good to go.
[03:00:52.082 --> 03:00:59.348]  TurboForce, BrainForce, X2, X3, all the products at InfoWarsTore.com, VazoBeats, they all make great presents.
[03:00:59.348 --> 03:01:01.150]  So why go to Amazon?
[03:01:01.150 --> 03:01:02.291]  Why go to the mall?
[03:01:02.291 --> 03:01:03.932]  Why give your money to big box stores?
[03:01:03.932 --> 03:01:14.762]  Buy products, give them as gifts, or you can actually put a note in at checkout on the receipt so that your friends or family, you can order something from us, put in your friends and family's address,
[03:01:15.765 --> 03:01:24.411]  Be sure you put in on the note at checkout on the receipt so your family knows it came from Bob or Bill or Karen or Steve or Sanchez or whoever.
[03:01:24.411 --> 03:01:26.913]  Some of the people call us up going, why did I get this?
[03:01:26.913 --> 03:01:28.014]  And I said, they didn't put a receipt.
[03:01:28.014 --> 03:01:30.316]  And then later they find out it was their brother or their mother.
[03:01:30.896 --> 03:01:38.359]  They're a sister, but do your Christmas shopping at InfoWars to keep us on air so we can fight hard for freedom for everybody, plus their great products.
[03:01:38.359 --> 03:01:41.100]  InfoWarsStore.com or 888-253-3139.
[03:01:41.100 --> 03:01:46.442]  You've done an amazing job over the years supporting us.
[03:01:46.442 --> 03:01:51.163]  You get the best deals ever on high-quality, storable food ready to ship within one day at InfoWarsStore.com.
[03:01:51.163 --> 03:01:57.025]  But if you go to PrepareWithAlex.com, the distributor and manufacturer can go down an additional 10%.
[03:01:58.886 --> 03:02:01.868]  And on what they're offering it, they've done a couple specials this year.
[03:02:01.868 --> 03:02:06.150]  It is the biggest sale yet at preparewithalex.com.
[03:02:06.150 --> 03:02:09.392]  They've got a countdown, five days, 11 hours.
[03:02:09.392 --> 03:02:11.013]  Get your order in, they will ship it to you.
[03:02:11.013 --> 03:02:12.013]  We'll get it before Christmas.
[03:02:12.013 --> 03:02:14.675]  You have five days, 11 hours.
[03:02:14.675 --> 03:02:17.936]  Guaranteed Christmas delivery, five days, preparewithalex.com.
[03:02:17.936 --> 03:02:19.637]  Final and best deal of the year.
[03:02:19.637 --> 03:02:27.662]  Our partnership with MyPatriot to give you the lowest discounts possible on food has led to new ways to save preparing for you and your family with all of what's going on.
[03:02:28.641 --> 03:02:32.883]  I paid for supplies, shipping out most orders within the same week of order.
