[00:00.000 --> 00:15.000]  From the front lines of the Information War, it's Alex Jones.
[3:15:11.000 --> 3:15:13.000]  Ants and ant colonies, right?
[3:15:13.000 --> 3:15:17.000]  They all work together as a common purpose within the ant colony.
[3:15:17.000 --> 3:15:19.000]  Bees do this, right? The queen bee.
[3:15:19.000 --> 3:15:20.000]  So this is well known.
[3:15:20.000 --> 3:15:28.000]  I'm not taking the issue with that, but watch what he's going to do to adopt that and say, you see, nature tells us that we cannot be individuals.
[3:15:28.000 --> 3:15:30.000]  We must only be collectivists.
[3:15:30.000 --> 3:15:32.000]  We must all submit to the collective.
[3:15:32.000 --> 3:15:36.000]  And that is precisely what Huxley said in his perennial philosophy.
[3:15:36.000 --> 3:15:42.000]  These are the religions of the future will be basically, you must be absorbed into the universal blob.
[3:15:42.000 --> 3:15:49.000]  Have you seen the blob, the old fifties one and the eighties one, which is fun as well.
[3:15:49.000 --> 3:15:51.000]  Let's get into the blob when we get back.
[3:15:51.000 --> 3:15:52.000]  Don't go anywhere.
[3:15:52.000 --> 3:16:10.000]  The average person on the face of this incredible planet is still unaware that there's a war between free individuals and nation states on one side and the globalist on the other, who are literally trying to create a post human world.
[3:16:10.000 --> 3:16:18.000]  For the United States of Brazil, and of course, triggered by the Brexit in the UK, nations were pulling out of the private corporate fascist world government.
[3:16:18.000 --> 3:16:20.000]  That's why they launched their great reset.
[3:16:20.000 --> 3:16:25.000]  And they're program after collapsing us of build back better.
[3:16:25.000 --> 3:16:31.000]  This is nothing more than a top down vertical consolidation of the world economy.
[3:16:31.000 --> 3:16:39.000]  Because they couldn't take our guns because we wouldn't bow because the left, which is the ideology of this world government system could win.
[3:16:39.000 --> 3:16:42.000]  They released a biological weapon on us.
[3:16:42.000 --> 3:16:46.000]  Now we know two years ago, we learned about it about 20 months ago.
[3:16:46.000 --> 3:16:50.000]  It's that simple. They can't beat us because of our free speech and our guns.
[3:16:50.000 --> 3:16:54.000]  So the global corporate combine released COVID-19 and you know the rest is history.
[3:16:54.000 --> 3:16:56.000]  Expose this paradigm and we win.
[3:16:56.000 --> 3:17:05.000]  Ladies and gentlemen, infowarstore.com is offering the biggest sales in its over 20 year history.
[3:17:05.000 --> 3:17:17.000]  And that is because the economy is breaking down, inflation is exploding, the supply chains are broken down and info wars is having serious trouble making its payroll and paying for operations.
[3:17:17.000 --> 3:17:22.000]  And I do not want to implode or downsize in the face of the globalist making their main move.
[3:17:22.000 --> 3:17:26.000]  Info wars, it's paradoxical, it's more popular than ever.
[3:17:26.000 --> 3:17:28.000]  It's reaching more people than ever despite the censorship.
[3:17:28.000 --> 3:17:36.000]  But because of cost increasing and having to run our own infrastructure, pay for our own bandwidth, everything else, we are running out of money.
[3:17:36.000 --> 3:17:45.000]  So listen, up to 75% off infowarstore.com on things like amazing patriot t-shirts that help spread the word and fund the operation.
[3:17:45.000 --> 3:17:54.000]  On supplements, on books, on films, everything is 25 to 75% off right now, the biggest sell in our history at infowarstore.com.
[3:17:54.000 --> 3:17:56.000]  Thank you for your support.
[3:17:56.000 --> 3:18:01.000]  The newest product from info wars life is now available exclusively at infowarstore.com.
[3:18:01.000 --> 3:18:12.000]  It is concentrated known herbs and compounds that will supercharge your body's natural defenses, your immune system, while at the same time, funding the info war.
[3:18:12.000 --> 3:18:23.000]  Our immune systems have always been critical, but in this globalist era, with all the criminal activity they're involved in, it is more important than ever to take the tools God gave us and supercharge our immune systems.
[3:18:23.000 --> 3:18:32.000]  Info wars life immune support is a game changer and everyone out there that wants to be healthy and wants to boost your natural defenses should get it today.
[3:18:32.000 --> 3:18:42.000]  Out of the gates is 25% off at infowarstore.com and a lot of other great products that boost your immune system as well, but this one is the very strongest we've got.
[3:18:42.000 --> 3:18:48.000]  So anybody out there that cares about their health and wants to take care of themselves needs to get this product.
[3:18:48.000 --> 3:18:52.000]  It's also a great gift for friends and family to boost their immune system as well.
[3:18:52.000 --> 3:18:56.000]  Today at infowarsore.com for 25% off.
[3:18:56.000 --> 3:19:01.000]  Introducing the newest product from infowarslife.com.
[3:19:01.000 --> 3:19:04.000]  We are so proud of info wars life immune support.
[3:19:04.000 --> 3:19:12.000]  It is concentrated herbs that are known on record to supercharge our body's natural defenses.
[3:19:12.000 --> 3:19:20.000]  Ladies and gentlemen, this is something that is essential and everyone should get and on top of it, it funds the info war so that's the 360 win.
[3:19:20.000 --> 3:19:22.000]  Let me tell you what is in this amazing product.
[3:19:22.000 --> 3:19:31.000]  Concentrated elderberry, concentrated echinacea, concentrated astragalus root, angelica root, loatium root and more.
[3:19:31.000 --> 3:19:33.000]  This product is incredible.
[3:19:33.000 --> 3:19:41.000]  Info wars immune support exclusively available at infowarsore.com is funding the tip of the spear, the info wars operation.
[3:19:41.000 --> 3:19:42.000]  It is a 360 win.
[3:19:42.000 --> 3:19:49.000]  The only way you fail is by not taking action and getting this product to boost your body's natural defenses and keep info wars on the air.
[3:19:49.000 --> 3:19:51.000]  The globalists are hoping you don't take action.
[3:19:51.000 --> 3:19:57.000]  Take action now at infowarsore.com.
[3:19:57.000 --> 3:20:07.000]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[3:20:07.000 --> 3:20:20.000]  Welcome back to the Alex Jones Show on your guest host, Jay Dyer of Jay's Analysis. We were looking at the important influential text by Arthur Kessler, the ghost in the machine.
[3:20:20.000 --> 3:20:36.000]  And you can begin to see what he's talking about there with the machine referring to nature or the human body itself and then the ghost being the soul, the mind, the spirit, the life force, whatever might be on the physical machinery of the meat sack of the body.
[3:20:36.000 --> 3:20:42.000]  And in 1967, Kessler had, as I said, had been working on this, published this.
[3:20:42.000 --> 3:20:55.000]  And then he also at the same time had written about his experiences with the drug culture with psilocybin and referred in cases to Huxley's Doors of Perception.
[3:20:55.000 --> 3:21:10.000]  So we know that, again, even amongst the Royal Society type elites, there was this familiarity very early on, very far ahead of the 60s counterculture revolution with hallucinogens and with, you know, breaking on through to the other side as Jim Morrison talked about.
[3:21:10.000 --> 3:21:16.000]  And many of these guys had done that, right? They had had these experiences and then applied them back then to their worldview.
[3:21:16.000 --> 3:21:30.000]  And I'm making that point because over and over and over, we see that this very important connection between the hardcore hallucinogens and the attitudes and views of the people in these circles, especially the MKL,
[3:21:30.000 --> 3:21:47.000]  the doctors who helped, of course, promote and create LSD and the big pharma corporations that helped them synthesize it and put it out on a mass scale. And what you can see is that these people, including Bertrand Russell, I don't know if Bertrand Russell was doing LSD, but he did talk about free love, right?
[3:21:47.000 --> 3:22:06.000]  So back decades before the 60s counterculture revolution, people in the Royal Society like Kessler, like Huxley had talked about the potential effect of releasing these things in the public and the social reorientation and re-engineering that these things could have.
[3:22:06.000 --> 3:22:17.000]  And I say that just to point out that they were aware of what they were doing. This wasn't an accidental thing. They knew that it would have these effects and they at least wanted to study them in regard to what elements they didn't know.
[3:22:17.000 --> 3:22:32.000]  What would this actually do to society when we let these things loose? And they had seen in their own lives the effects of how hallucinogens had changed their attitude towards reality, how Huxley wrote about this in various texts that he did.
[3:22:32.000 --> 3:22:54.000]  And it's odd too because at times many of these people, whether it's John C. Lilly or whether it's Huxley, they would at times talk about it like it's demonic, that when they would have these experiences, they even seem to be aware that the entities and things that they would interact with were in many cases demonic.
[3:22:54.000 --> 3:23:11.000]  They were intensely evil beings of hatred that wanted to destroy and deceive humanity and they always have the same message. Now, I'm not saying everybody has a bad trip, but in fact, in Kessler's case, he actually did have a bad trip, but I'm not saying everybody has a bad trip.
[3:23:11.000 --> 3:23:30.000]  I understand that, but the message curiously is always the same. Why is that? Why don't we get some, you know, clockwork elves or DMT beings that, I don't know, tell you to be nice and humble and to marry and have a bunch of kids.
[3:23:30.000 --> 3:23:44.000]  The clockwork elves never say that, ever. Right. What do they say? Oh, we love you. We want to kill you. The only way to save your planet is if everybody creates a world government and kills everybody, then we'll love you and you'll be safe.
[3:23:44.000 --> 3:23:55.000]  That's what they always say. They'll watch on YouTube countless people's DMT trip reports. They all say the same. Why? Why would they all report the same thing?
[3:23:55.000 --> 3:24:03.000]  The DMT elves told me that we need to work together, create a world religion and a world government and if we kill everybody, then the aliens will let us live.
[3:24:03.000 --> 3:24:20.000]  That's always what they say. And it's no different than what they told these people back at this time. And they even said, well, yeah, I'm interacting with entities and they seem to be demonic, but I guess we better do what they say.
[3:24:20.000 --> 3:24:35.000]  Right. Especially in the case of John C. Lilly, right? I mean, he explicitly even says, sometimes when I would have these deep trips, I felt like I was interacting with Lucifer or, you know, extremely demonic beings.
[3:24:35.000 --> 3:24:41.000]  But hey, I guess that's what we need to do. That's the power in the universe. That's there, the imminent force within the universe.
[3:24:41.000 --> 3:24:55.000]  And I have to mention, because I just finished these two books, if you don't know C. S. Lewis, who, you know, famous Christian apologist and writer, I'm sure everybody's heard of the Narnia series.
[3:24:55.000 --> 3:25:07.000]  A lot of people don't know he has a separate series that was less famous called the Space Trilogy. And in the Space Trilogy, he wrote, again, very prophetic, way ahead of its time, about the alien deception.
[3:25:07.000 --> 3:25:18.000]  Right. So in that Christian dystopia, and to my knowledge, that's the only Christian dystopia that I'm even aware of, he talks about how there would be this kind of alien deception.
[3:25:18.000 --> 3:25:28.000]  He even calls out the global depopulation eugenics agenda, especially in part three, where you have what's basically, for all intents and purposes, the Illuminati.
[3:25:28.000 --> 3:25:39.000]  It doesn't call it that. It's called some acronym. It's called, like, NICE, N-I-C-E, but it's supposed to be the Scientific Humanitarian Organization that has a front of helping the world.
[3:25:39.000 --> 3:25:53.000]  But secretly in the inner core, they have made a deal with the demonic offworld entities, aka demons, they're calling aliens, to radically depopulate the planet.
[3:25:53.000 --> 3:25:59.000]  So C.S. Lewis predicted everything that we're seeing nowadays long ago. Now, how and why did he do that?
[3:25:59.000 --> 3:26:09.000]  Well, he was in the circles of people at Oxford and Cambridge, like Bertrand Russell, like the Kesslers, like the people in the Royal Society that I'm talking about.
[3:26:09.000 --> 3:26:18.000]  Charles Galton, these people. So he knew what they were up to. And he probably didn't feel like he could just outright write about it because people would say he's crazy or whatever.
[3:26:18.000 --> 3:26:24.000]  So he put it into fiction. And this is a classic method that we've seen many British fiction writers do.
[3:26:24.000 --> 3:26:32.000]  Excuse me, my mouth is really dry in here. It's allergies. It's allergies. It's not cocaine, it's like, he's doing drugs, he's always sniffing and sniffing.
[3:26:32.000 --> 3:26:44.000]  No, it's allergies, dude. I have allergies. So C.S. Lewis is trying to describe the reality of what the Royal Society and the Malthusian depopulation agenda is up to,
[3:26:44.000 --> 3:26:54.000]  especially in part three, by pointing out that it is fundamentally demonic. Now, in part two of that series, Parallondra, the main character who basically represents Tolkien,
[3:26:54.000 --> 3:27:03.000]  is taken to a planet Venus, and there he interacts with different entities, one of whom is a demonically possessed professor.
[3:27:03.000 --> 3:27:11.000]  And the demonically possessed professor, I mean, he's explicitly called that in the text, has the very worldview that Kessler is talking about.
[3:27:11.000 --> 3:27:18.000]  And he believes that he is an enlightened being that will bring spirituality to the world.
[3:27:18.000 --> 3:27:28.000]  He's going to rescue the world from rank materialism and bring it a kind of monistic, raw one spirituality.
[3:27:28.000 --> 3:27:42.000]  And it just amazed me that not only is that found in popular sort of pseudo-new ageers of the time, like Tehard de Chardin, or Arthur Kessler,
[3:27:42.000 --> 3:27:50.000]  or Bertrand Russell, I mean, Russell's the rank materialist, so he would apply to the professor in volume one of that series.
[3:27:50.000 --> 3:27:59.000]  But by volume two of the series, the professor, who's the atheist materialist, is actually demonically possessed, and now believes in a global, monistic,
[3:27:59.000 --> 3:28:07.000]  Luciferian kind of religion. Man is an emergent, evolving God, and so Lewis is actually eventually talking about transhumanism in those novels,
[3:28:07.000 --> 3:28:12.000]  again, way ahead of his time, super prophetic. And by the way, I just lectured through this on my YouTube channel,
[3:28:12.000 --> 3:28:16.000]  if you want to go see the lectures analyzing these books.
[3:28:16.000 --> 3:28:25.000]  It's exactly what is in Kessler. Kessler is saying that the religion of the future, the perennial religion, will be this religion of the worship of nature.
[3:28:25.000 --> 3:28:32.000]  And we're going to see why that matters in a moment. Things like the UN biological diversity assessment that Alex has talked about for so long.
[3:28:32.000 --> 3:28:43.000]  Guess what Kessler says? Kessler is going to say that in the process of human evolution, things like cannibalism and human sacrifice were necessary things.
[3:28:43.000 --> 3:28:50.000]  They themselves prompted a kickstarted, booted evolution, he says, towards the end of this book.
[3:28:50.000 --> 3:29:17.000]  Now, can you imagine where that's going to go? Don't go anywhere. This is the Alex Jones Show. I'm your guest host, Jay Dyer, of Jay's & Else's.
[3:29:20.000 --> 3:29:29.000]  In a million views a day, we're a platform for thousands of independent journalists and groups to be able to post their content free of charge.
[3:29:29.000 --> 3:29:33.000]  And because it's become so successful, it's a catch-22.
[3:29:33.000 --> 3:29:40.000]  Info wars and banned-out video have become a mothership promoting the pro-human-liberty movement worldwide.
[3:29:40.000 --> 3:29:47.000]  But the expenses in bandwidth alone are millions of dollars a quarter, hundreds and hundreds of thousands of dollars a month.
[3:29:47.000 --> 3:29:56.000]  The biggest sale in info wars history is going right now, the mega emergency blowout sale up to 75% off, getting incredible products and keep info wars as strong as ever.
[3:30:18.000 --> 3:30:26.000]  It is more important than ever to take the tools God gave us and supercharge our immune systems. Info wars life immune support is a game changer.
[3:30:26.000 --> 3:30:32.000]  And everyone out there that wants to be healthy and wants to boost your natural defenses should get it today.
[3:30:32.000 --> 3:30:41.000]  Out of the gates is 25% off at infowarstore.com, got a lot of other great products to boost your immune system as well, but this one is the very strongest we've got.
[3:30:41.000 --> 3:30:47.000]  So anybody out there that cares about their health and wants to take care of themselves needs to get this product.
[3:30:47.000 --> 3:30:51.000]  It's also a great gift for friends and family to boost their immune systems as well.
[3:30:51.000 --> 3:30:55.000]  Get yours today at infowarstore.com for 25% off.
[3:30:55.000 --> 3:31:00.000]  Introducing the newest product from infowarslife.com.
[3:31:00.000 --> 3:31:04.000]  We are so proud of info wars life immune support.
[3:31:04.000 --> 3:31:11.000]  It is concentrated herbs that are known on record to supercharge our body's natural defenses.
[3:31:11.000 --> 3:31:16.000]  Ladies and gentlemen, this is something that is essential and everyone should get.
[3:31:16.000 --> 3:31:20.000]  And on top of it, it funds the info war so that's the 360 win.
[3:31:20.000 --> 3:31:22.000]  Let me tell you what is in this amazing product.
[3:31:22.000 --> 3:31:31.000]  Concentrated elderberry, concentrated echinacea, concentrated astragalus root, angelica root, loatium root and more.
[3:31:31.000 --> 3:31:40.000]  This product is incredible. Info wars immune support, exclusively available at infowarstore.com, is funding the tip of the spear, the info wars operation.
[3:31:40.000 --> 3:31:49.000]  It is a 360 win. The only way you fail is by not taking action and getting this product to boost your body's natural defenses and keep info wars on the air.
[3:31:49.000 --> 3:31:56.000]  The globalists are hoping you don't take action. Take action now, infowarstore.com.
[3:31:56.000 --> 3:32:05.000]  It was about 25 years ago that I wanted to expand info wars. I've been on the air a couple of years but I only had money to finance my own simple little local radio show.
[3:32:05.000 --> 3:32:10.000]  I wanted to hire camera people, I wanted to make films, I wanted to really challenge the globalists.
[3:32:10.000 --> 3:32:18.000]  And it was a t-shirt I designed, the first one, mass murderers agreed gun control works that helped us finance hiring the first two members of my crew.
[3:32:18.000 --> 3:32:27.000]  That's our oldest design and we're still selling. We have that design over 100 others that will now all be limited editions because whatever stock we've got in, that's it.
[3:32:27.000 --> 3:32:34.000]  We're selling everything out to fund the operation to get rid of inventory. We'll still have some teachers in the future.
[3:32:34.000 --> 3:32:40.000]  They'll just be limited editions and short runs. So if you want to get any of these historic shirts, this is your last chance.
[3:32:40.000 --> 3:32:56.000]  And I almost forgot, we're selling them all at cost at infowarstore.com. Every ball cap, every flag, every hoodie, every long sleeve, every t-shirt, regular shirts, designer shirts, they're all selling at cost infowarstore.com.
[3:33:11.000 --> 3:33:15.000]  Welcome back to the Ox Jones Show. I'm your guest host, Jay Dyer from Jay's Analysis.
[3:33:15.000 --> 3:33:32.000]  We were talking about Arthur Kessler's philosophy, the similarity in Kessler's nature worship and kind of a proto-new age attitude to explaining nature and sort of giving man a new approach to understanding reality.
[3:33:32.000 --> 3:33:48.000]  And I mentioned that he says that in nature, you find systems, tree and root systems, cave systems and bees and the way bees work in terms of beehives, the way Nicholas Cage fights the bees in Wicker Man.
[3:33:48.000 --> 3:34:03.000]  And he says that if you think about it, nature then is a kind of, he even describes it as a pyramid. He says it's pyramidal in the sense that the way the systems work is that they function on programs programmed in the nature at a base level.
[3:34:03.000 --> 3:34:09.000]  And then there's a level above that. There's a level of that. And then, you know, the queen bee at the top of the beehive, right?
[3:34:09.000 --> 3:34:15.000]  And so he gives these examples of stuff, right? So he'll give these examples and all these diagrams helping to explain.
[3:34:15.000 --> 3:34:27.000]  And while that might be true and part of, he's doing a systems analysis of nature, the problem is that he's doing it for the purpose of twisting it into a propaganda to say, well, look.
[3:34:27.000 --> 3:34:38.000]  So in our view, the problem is we can get an insight from far eastern philosophy. The problem is duality and distinction and having many different things.
[3:34:38.000 --> 3:34:48.000]  Having distinctions means that that's the problem and thus the distinctions have to be destroyed and then we can merge everybody into the blob.
[3:34:48.000 --> 3:35:01.000]  Have you seen the blob, right? The blob is this. And I think at the time when the blob came out, kind of like invasion of the body snatchers, that was part of a strategy of the Cold War, right before the Cold War, right when it was starting to kind of
[3:35:01.000 --> 3:35:11.000]  give the impression through literature and through propaganda that anything that's collective is part of the communist Soviet thing and we should oppose that.
[3:35:11.000 --> 3:35:21.000]  Now, I'm not saying that one of the sides of this are necessarily better, right? It's not like having a bunch of things is necessarily better than having one blob.
[3:35:21.000 --> 3:35:34.000]  Or because I think that reality is one and many. There's both of these principles in nature and they don't have to cancel one another out. We don't have to destroy families and individuals and nations to have the global government.
[3:35:34.000 --> 3:35:43.000]  But the operating system of the global elites is that you have to destroy, like a wrecking ball, blend everything into the blob tower of Babel.
[3:35:43.000 --> 3:35:54.000]  That's the whole point of the book, basically, is how are we going to blend everything into a blob so that we can reintegrate man into actual order.
[3:35:54.000 --> 3:36:03.000]  So the argument is that man is the problem. Man has to be broken down, he says, and reassembled.
[3:36:03.000 --> 3:36:14.000]  Notice the whole chapter that he mentions here, the next chapter here is individuals and individuals, right?
[3:36:14.000 --> 3:36:28.000]  So he's saying that the very idea of there being such a thing as an individual has to be destroyed. You destroy it by breaking everything down and then reintegrating it and synthesizing it back into the blob.
[3:36:28.000 --> 3:36:36.000]  And that's also what Huxley said. So we know that this is the philosophy of the operating system of the elite.
[3:36:36.000 --> 3:36:41.000]  And he said, well, but that sounds like communism. Well, it is partly. It's not totally communism.
[3:36:41.000 --> 3:36:46.000]  For one, Kessler himself was a rabid communist, right? No surprise there.
[3:36:46.000 --> 3:36:58.000]  But what did he do that he remained in Hungary? I think it was Hungarian, right? Did he remain? No, he expatriated to the West when he got tired of communism.
[3:36:58.000 --> 3:37:08.000]  Now, does that mean that he gave up communism? No, no, he just reoriented it to the Royal Society vision, which is above the communist capitalist dialectic.
[3:37:08.000 --> 3:37:22.000]  In fact, the Royal Society was the early proponent of the third way of the synthesis of capitalism and communism to promote what would be the proto-world government philosophy that we're going into today, right?
[3:37:22.000 --> 3:37:33.000]  So the third way idea goes back to what Quigley talked about, goes back to ideas coming out of these NGOs and think tanks at the time of during the Cold War.
[3:37:33.000 --> 3:37:44.000]  And you even had in the CFR back at the time, I believe Alger Hiss and others were actually arguing within the CFR meetings that why don't we just go ahead and have a third way synthesis instead of having a Cold War?
[3:37:44.000 --> 3:37:53.000]  Let's just blend the East and the West into a combination of capitalism, communism, socialism and fascism all at once.
[3:37:53.000 --> 3:37:58.000]  And this is what people can't understand. They can't grasp what's going on because they're still operating.
[3:37:58.000 --> 3:38:09.000]  Most people, right, even sophisticated professor type people, they think we're still living in a world that has democratic capitalism, communism, socialism, fascism.
[3:38:09.000 --> 3:38:20.000]  Those are all 20th century ideologies that are pretty much dead, that they're not really relevant anymore because democratic capitalism won the Cold War and now is morphing into something else.
[3:38:20.000 --> 3:38:32.000]  It's not morphing organically though, it's morphing into a third way type of system that these people talked about and planned a long time ago in many, many books.
[3:38:32.000 --> 3:38:43.000]  And what this book represents is not anything, it's not a geopolitical strategy book, it's a scientific social engineering book about how to break everybody down,
[3:38:43.000 --> 3:38:50.000]  solve a coagulate, dissolve and then re coagulate into the new system, the new form, phoenix from the ashes.
[3:38:50.000 --> 3:38:58.000]  It's all expressing the same idea through covert scientific means.
[3:38:58.000 --> 3:39:05.000]  That's what this book is about. The covert scientific means are about directing and controlling the machine.
[3:39:05.000 --> 3:39:24.000]  How do we step back in as the priests of nature, the scientific priest class to commandeer evolution and to reboot it and kickstart it in the direction of advancing the species and transcending man becoming gods, literally.
[3:39:24.000 --> 3:39:36.000]  Well, he starts by talking about the potentialities of genetic engineering, mastering DNA and not just mastering DNA, but manipulating DNA.
[3:39:36.000 --> 3:39:56.000]  So the manipulation of DNA, he thinks that this time again he's writing in the mid 60s here, has the potentiality to completely renovate, completely alter the way that we view man and nature and then we can not just convince man of dangerous and aberrant worldviews to stunt him.
[3:39:56.000 --> 3:40:12.000]  We can actually utilize scientific technique and process to manipulate RNA and DNA and to stunt man intentionally by toxic things in the environment.
[3:40:12.000 --> 3:40:26.000]  By, according to Salk, again, people in the same circles as him, by inoculations, that's what survival of the wisest by Jonah Salk says. So now how can we use vaccines to experiment on people and get the population down?
[3:40:26.000 --> 3:40:32.000]  That's the whole point of it. So nothing about saving people from, you know, debilitating diseases.
[3:40:32.000 --> 3:40:39.000]  That's the cover for what Salk was really up to. And he wrote two books about it, but he's a hero for some reason.
[3:40:39.000 --> 3:40:51.000]  Well, I guess he's a hero because he's one of the great deceivers who gave the impression that he's saving everybody from polio when really his two books describe how to kill everybody with vaccines and use them as experiments.
[3:40:51.000 --> 3:41:09.000]  It's amazing to me that he wrote two books on this and they're they're public. You can go read them. You know, he's a hero. He saved people. He saved. Oh, yeah, just like Klaus Schwab is saving people, right? It's just like just like mRNA genetic experiment vaccines, quote unquote, which are not vaccines. They're saving people, right?
[3:41:09.000 --> 3:41:24.000]  So Kessler goes on to talk about man is a system within the systems. We got to figure out how to get man out of thinking that he stands apart from above or separate or distinct from the system of nature.
[3:41:24.000 --> 3:41:31.000]  And anytime you get into the green agenda stuff, anytime you get into the biological diversity assessment stuff, you'll notice that they do the exact same thing.
[3:41:31.000 --> 3:41:41.000]  It's all the same plan, all the same approach. Humans have thought that they were unique. They thought that they were made in the image of God. Humans thought that they had a special role.
[3:41:41.000 --> 3:41:50.000]  You know, you're no different than any other creature in the natural order. And the very thought that you're distinct is part of the problem.
[3:41:50.000 --> 3:42:02.000]  Now, notice that's actually a contradiction to what Kessler says in the very book later on when he says that when humans were evolving out of monkey stage and they were Geico cavemen running around,
[3:42:02.000 --> 3:42:12.000]  literally he says that when they began to do things like cannibalism and human sacrifice, he says this was a giant leap in their evolutionary development.
[3:42:12.000 --> 3:42:23.000]  But now wait a minute, I thought we're bad for existing and trying to improve and to progress. So are we bad for existing and progressing?
[3:42:23.000 --> 3:42:33.000]  Or is cannibalism and whatnot good because it jump starts, it jump kicks, jump starts our evolutionary development.
[3:42:33.000 --> 3:42:46.000]  And you'll notice when you read these people, I mean, they contradict themselves all the time, right? Because not only do they believe the delusions and the errors that they're saying, they also are illogical.
[3:42:46.000 --> 3:42:55.000]  They also don't even recognize when they contradict at such a fundamental level like that. They don't go anywhere. This is Alex Jones, your guest host, Jay Dyer of Jay's Analysis.
[3:42:55.000 --> 3:43:04.000]  It was about 25 years ago that I wanted to expand in for worse. I've been on the air a couple of years, but I only had money to finance my own simple little local radio show.
[3:43:04.000 --> 3:43:14.000]  And I wanted to hire camera people, I wanted to make films, I wanted to really challenge the globalist. And it was a t-shirt I designed the first one, Mass Murderers Agreed, Gun Control Works,
[3:43:14.000 --> 3:43:20.000]  that helped us finance hiring the first two members of my crew. That's our oldest design and we still sell it.
[3:43:20.000 --> 3:43:31.000]  We have that design over 100 others that will now all be limited editions because whatever stock we've got in, that's it. We're selling everything out to find the operation to get rid of inventory.
[3:43:31.000 --> 3:43:39.000]  We'll still have some t-shirts in the future. They'll just be limited editions and short runs. So if you want to get any of these historic shirts, this is your last chance.
[3:43:39.000 --> 3:43:55.000]  And what I almost forgot, we're selling them all at cost at infowarstore.com. Every ball cap, every flag, every hoodie, every long sleeve, every t-shirt, regular shirts, designer shirts, they're all selling at cost infowarstore.com.
[3:43:55.000 --> 3:44:09.000]  UN-run contact tracers aren't coming. They're here, all over the world, from Australia to the United States, from Canada to Germany. These tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases, actually,
[3:44:09.000 --> 3:44:22.000]  taking people away into the night to their facilities. And they're planning in the next year to expand their shield process where they come and take, quote, healthy people away and put them in facilities for their safety.
[3:44:22.000 --> 3:44:35.000]  This is nothing less than martial law. And one big thing you can do to fight back is to get high quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S. government military grade at infowarstore.com.
[3:44:35.000 --> 3:44:48.000]  We have the entire line of silent pocket ready to ship to you when you visit infowarstore.com. Again, we have big backpacks, we have special dry bags, we've got them for cell phones, we've got them for laptops, we've got them for iPads.
[3:44:48.000 --> 3:44:55.000]  It's all there at infowarstore.com. So protect your privacy today and support the infowar at infowarstore.com.
[3:45:18.000 --> 3:45:30.000]  Shirts that cost us $15, $20, $25 to produce. We used to sell for $40. We're selling them for $15, selling them for $20. Whatever the shirt costs us, if the shirt costs $5, we're selling it for $5 for us to actually produce.
[3:45:30.000 --> 3:45:38.000]  They cost $10, we're selling them for $10. And we've got hoodies, and we've got long sleeves, and we've got short sleeves. We've got them all, and we've got to liquidate them all.
[3:45:38.000 --> 3:45:48.000]  And they're limited edition because we're never going to make any of these designs. Again, we are going to come out with some new designs that will be limited and limited edition in the future.
[3:45:48.000 --> 3:46:11.000]  We've got to sell this to keep infowars on the air, plus it spreads the word, infowarstore.com, your historic apparel now, infowarstore.com.
[3:46:19.000 --> 3:46:32.000]  To take the tools God gave us and supercharge our immune systems, infowar's life immune support is a game changer. And everyone out there that wants to be healthy and wants to boost your natural defenses should get it today.
[3:46:32.000 --> 3:46:41.000]  Out of the gates is 25% off at infowarstore.com. Got a lot of other great products to boost your immune system as well, but this one is the very strongest we've got.
[3:46:41.000 --> 3:46:51.000]  So anybody out there that cares about their health and wants to take care of themselves needs to get this product. It's also a great gift for friends and family to boost their immune systems as well.
[3:46:51.000 --> 3:47:12.000]  Get yours today at infowarstore.com for 25% off.
[3:47:21.000 --> 3:47:32.000]  I'd like to go to the infowarstore and get those products. I bought many of the products over the years. I've been happy with everyone that I bought, whether it's the materials or whether it's the products for brushing one's teeth.
[3:47:32.000 --> 3:47:50.000]  I highly recommend the Coral Calcium. There's an important point towards the end of this book that I want to get to in terms of Arthur Kessler's analysis where he says that in the future when we bring in this new order and eventually the book moves towards the bringing in the technocracy very explicitly.
[3:47:50.000 --> 3:47:59.000]  He says that we're going to have to utilize certain things that we've seen in past examples like the French Revolution's new calendar.
[3:47:59.000 --> 3:48:15.000]  So being himself formerly a communist, right? He knew about the history of Marxism, communism and French Revolutionaries who had instituted this idea of year zero where they came with their own calendar and they want to replace all of the existing calendar because of structure around things like religious holidays, right?
[3:48:15.000 --> 3:48:27.000]  So that has to be gotten rid of, he says. And he says that one thing we could do is come up with this idea of year zero. He says that when the nuclear bomb and the nuclear threat came about, now we're at year zero.
[3:48:27.000 --> 3:48:35.000]  He says now man has progressed to a point where we are in danger and crisis and the whole world will be destroyed by nukes, bombs.
[3:48:35.000 --> 3:48:45.000]  And we see this in a lot of these people in these circles where Russell did this, H.G. Wells does this. They on the one hand will say we are so genius because we invented nuke bombs, a bombs.
[3:48:45.000 --> 3:48:57.000]  Oh, by the way, you are at fault because man has invented these bombs. And man's guilty for inventing the things that supposedly could destroy the planet, but also where the genius has invented them and you deserve it.
