[00:00.000 --> 00:22.000]  Waging war on corruption. It's Alex Jones. Coming to you live from the front lines of the Info War.
[01:29:41.000 --> 01:29:51.000]  Supernatural silver is a powerful weapon in the fight against disease. To see how Supernatural silver can give you and your loved ones protection and peace of mind,
[01:29:51.000 --> 01:30:00.000]  go to supernaturalsilver.com. Use the promo code PROTECTED for 20% off and like us on Facebook.
[01:30:21.000 --> 01:30:28.000]  Simply Safe to protect your family. Simply Safe was created by a Harvard Business School engineer and it's revolutionary.
[01:30:28.000 --> 01:30:39.000]  You'll get 24-hour protection for just $14.99 a month. There are no hidden fees and no contracts. You'll save thousands. Plus, you're protected by their 100% money back guarantee.
[01:30:39.000 --> 01:30:49.000]  Protect yourself against home invasions and break-ins. Order your Simply Safe system now and receive a wireless keychain remote, a $25 gift, free.
[01:30:49.000 --> 01:30:59.000]  Don't waste your time dealing with scum. Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[01:31:20.000 --> 01:31:25.000]  For 32 years, the folks at eFoodsDirect have helped thousands take the trouble out of troubled times.
[01:31:25.000 --> 01:31:34.000]  So to celebrate our 32-year anniversary, get the best insurance possible with a special one-time offer, a two-month food supply for only $320 and free shipping.
[01:31:34.000 --> 01:31:45.000]  That's 352 servings of our newest and most popular award-winning recipes at less than $1 per serving. The 25-year shelf life allows you to lock your food cost against inflation.
[01:31:45.000 --> 01:31:59.000]  Call 800-409-5633 or go to eFoodsDirect.com slash Alex. The two-month supply is only available for a limited time. Call 800-409-5633 or go to eFoodsDirect.com slash Alex.
[01:31:59.000 --> 01:32:11.000]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
[01:32:11.000 --> 01:32:22.000]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American-made products.
[01:32:22.000 --> 01:32:29.000]  Order the sampler, a one to two-month supply, or get a one to two-year supply of soaps for all your cleaning needs.
[01:32:29.000 --> 01:32:32.000]  You're getting soap products twice as good as what you're using now.
[01:32:32.000 --> 01:32:44.000]  This is an amazing deal and you will love the way real soap makes your skin feel. Call 1-800-340-7091 or visit www.5starsoap.com.
[01:32:44.000 --> 01:33:00.000]  Alex and his staff have used these earth-friendly pure soaps for years. See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[01:33:00.000 --> 01:33:09.000]  Coast to coast direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[01:33:31.000 --> 01:33:38.000]  Welcome back to the Alex Jones Show. I'm David Knight. Fill in for Alex. We've been taking calls and we've got a very special caller on the line right now.
[01:33:38.000 --> 01:33:41.000]  It's Alex Jones. Hey Alex, how you doing?
[01:33:41.000 --> 01:33:48.000]  David, I've been listening to you driving in from East Texas where I just buried my great uncle at a military funeral.
[01:33:48.000 --> 01:33:57.000]  A great service they had there for him. And I'm driving back into Austin, Texas via audio Skype right now. Am I coming through clearly to you?
[01:33:57.000 --> 01:33:58.000]  Yeah, sounds good.
[01:33:58.000 --> 01:34:04.000]  Fantastic. I've heard of listening to you outside Waco on the great 590 KLBJ 590 AM.
[01:34:04.000 --> 01:34:09.000]  I just wanted to be able to call in today and tell folks I would have been there but I didn't have to go to the funeral.
[01:34:09.000 --> 01:34:16.000]  But I tell you, it is certainly left in good stead with you doing the show. What a great broadcaster David Knight is and what a great mind he has.
[01:34:16.000 --> 01:34:29.000]  That he brings InfoWars9ly News Monday through Friday at 7 p.m. Central there at infowarsnews.com and the rest of our amazing team that we've built.
[01:34:29.000 --> 01:34:38.000]  And they've done any of this without our AM and FM affiliates out there supporting us over the years and all the great stations that are picking us up.
[01:34:38.000 --> 01:34:47.000]  Now we're in the top 20 of talkers for Threshold Radio, number three in the nation for Internet Radio. I don't really agree with that. We're really number one according to all the real metrics.
[01:34:47.000 --> 01:34:57.000]  But it doesn't matter. The point is truth and liberty are popular and the idea of freedom and liberty is rising.
[01:34:57.000 --> 01:35:06.000]  So in the marketplace of ideas, the hardcore info you hear on this broadcast is now becoming pretty much mainstream because we've been proven right.
[01:35:06.000 --> 01:35:13.000]  And I just want to stress that again, that when you hear us talk about something, check it out for yourself. We're not just up here half-cocked.
[01:35:13.000 --> 01:35:19.000]  Occasionally we make mistakes and when we do, we'll tell you. But we're not like mainstream media that's got an open agenda.
[01:35:19.000 --> 01:35:32.000]  Again, David earlier last hour was talking about mainstream news admits they're going to get publicly tens of billions a year to engage in lies, propaganda and deception.
[01:35:32.000 --> 01:35:37.000]  Now this has been going on for a long time. Now the gloves are off, ladies and gentlemen.
[01:35:37.000 --> 01:35:47.000]  I mean, I remember five years ago when Cass Sunstein, the regulations are at the White House, said, hey, we are going to infiltrate the real media.
[01:35:47.000 --> 01:35:55.000]  We're going to shut it down. We're going to cause infighting. We're going to put out fake news. We are going to demoralize the American people.
[01:35:55.000 --> 01:36:03.000]  And I'm reading his Harvard dissertation paper, and by dissertation he was a professor there, but something he was pushing to the president.
[01:36:03.000 --> 01:36:11.000]  And I was reading in Chicago Business School papers from before that. And then what he currently did at the White House, this is stuff written months before he was sent to the White House
[01:36:11.000 --> 01:36:16.000]  to run these operations of how he was going to demoralize the American people.
[01:36:16.000 --> 01:36:29.000]  I mean, this is enemy, open enemy type stuff. This is what foreign enemies would do, but he represents a foreign globalist anti-liberty movement where these big megacorporations that are anti-free market
[01:36:29.000 --> 01:36:40.000]  want to get rid of our Bill of Rights and Constitution because it's a hindrance to these global corporate takeovers who, again, are monopoly men and are anti-free market.
[01:36:40.000 --> 01:36:52.000]  So I wanted to talk some about how they plan to take control and what we face as a society because the propagandists are circling the wagons against us because we're starting to win,
[01:36:52.000 --> 01:36:55.000]  but the empire is going to strike back.
[01:36:55.000 --> 01:37:01.000]  So as bad as things are, the good news is Hillary Clinton admits they're losing the Info War.
[01:37:01.000 --> 01:37:07.000]  A lot of other globalist publications, Abigna Brzezinski admitted that in his book that came out in January of this year.
[01:37:07.000 --> 01:37:11.000]  And they're telling their people, hey, you better get busy, you better take action.
[01:37:11.000 --> 01:37:15.000]  Nobody believes a word that we tell these folks. Well, guess what?
[01:37:15.000 --> 01:37:25.000]  There were, it had to be about nine or ten different members of the army that were there today for this military memorial service, a burial of my great-uncle.
[01:37:25.000 --> 01:37:36.000]  And guess what happened? I didn't even go over and talk to them as they were piling in the white vans to drive away at the end of it after they had interred my great-uncle.
[01:37:36.000 --> 01:37:42.000]  But I saw several of them as they drove by wave and say, hi, Alex, appreciate what you're doing.
[01:37:42.000 --> 01:37:54.000]  So there's an example. I'm in East Texas, burying a family member, and the guys are all basically looking out the windows and rolling down their windows and waving at me saying, hi, Alex, we appreciate what you're doing.
[01:37:54.000 --> 01:38:04.000]  I run into this half the time when I walk by somebody in the military, whether they be an officer enlisted, whatever the case may be, non-commissioned officer, you name it.
[01:38:04.000 --> 01:38:08.000]  I run into this with the police. So that wasn't happening just five years ago.
[01:38:08.000 --> 01:38:09.000]  Well, Alex...
[01:38:09.000 --> 01:38:10.000]  What's happening is...
[01:38:10.000 --> 01:38:17.000]  You had a great interview this last Friday with the father of one of the SEAL Team's six members, and he was talking...
[01:38:17.000 --> 01:38:20.000]  I'm sure the military was tuned into that.
[01:38:20.000 --> 01:38:28.000]  Oh, yeah. And by the way, most of the families of those 22 dead heroes are going public saying the government blew up their helicopter, and it was a setup.
[01:38:28.000 --> 01:38:36.000]  And remember, that happened two years ago, two years ago and a week ago, and I, day one, went on air and said it was probably a setup.
[01:38:36.000 --> 01:38:40.000]  And then about a month later, talked to my Navy SEAL contact, who's currently serving.
[01:38:40.000 --> 01:38:51.000]  And the story he told me then that is on record on the radio archives and on the YouTube is exactly now what the Navy SEAL families are saying, because it's what happened.
[01:38:51.000 --> 01:38:54.000]  See, so we don't just get up here and say we have sources.
[01:38:54.000 --> 01:38:58.000]  Take the fake terror alert. And that's where I was going next with people.
[01:38:58.000 --> 01:39:01.000]  Take the fake terror alert. We covered the next hour.
[01:39:01.000 --> 01:39:09.000]  Thursday, I get sent that information by one of our sources in the Army. I'll just leave it at that.
[01:39:09.000 --> 01:39:12.000]  So then it was about eight o'clock at night.
[01:39:12.000 --> 01:39:18.000]  We're in a restaurant before I went to meet you and the rest of the crew for the late night showing of Elysium when it premiered late Thursday night.
[01:39:18.000 --> 01:39:24.000]  You know, they have that loophole where they can premiere a movie early if it ends at least past 12.01.
[01:39:24.000 --> 01:39:26.000]  So we were going to like the 10.50 or whatever. I forget.
[01:39:26.000 --> 01:39:29.000]  The point is, I'm in a restaurant like 8.30 at night.
[01:39:29.000 --> 01:39:34.000]  I get this alert. I've seen these DOD ordnance disposal alerts before.
[01:39:34.000 --> 01:39:37.000]  I know it's real. I even know the phone numbers on it. I've seen them before.
[01:39:37.000 --> 01:39:43.000]  But I still walk out in the parking lot, get in my car while the guy's eating dinner, call the number.
[01:39:43.000 --> 01:39:49.000]  They're upset that I have it, check the number in Google, confirm, okay, yes, it's right.
[01:39:49.000 --> 01:39:53.000]  It's the military number. Then I call my state police contact.
[01:39:53.000 --> 01:39:57.000]  And this is all in like 20 minutes while the guys are in there eating enchiladas and chewies.
[01:39:57.000 --> 01:40:01.000]  I then go, I call Kurt Nemo, our writer, I say, here's the story.
[01:40:01.000 --> 01:40:07.000]  He records what I have to say. He puts it all, double checks it, puts out the document that 6th Street
[01:40:07.000 --> 01:40:14.000]  and that Austin, Texas and 8th Street is going to be bombed by al-Qaeda sometime in the next few days.
[01:40:14.000 --> 01:40:18.000]  We're not saying that. The Pentagon is being told to tell police this.
[01:40:18.000 --> 01:40:24.000]  And so then we put it out. Friday morning, the media has to report on it.
[01:40:24.000 --> 01:40:27.000]  And the Pentagon comes out and says, actually, that was a false report.
[01:40:27.000 --> 01:40:30.000]  Know what it really was, was them lying and saying,
[01:40:30.000 --> 01:40:33.000]  we're going to basically have martial law in downtown Austin the next few weeks.
[01:40:33.000 --> 01:40:37.000]  But it's only a drill because it really is just a drill.
[01:40:37.000 --> 01:40:40.000]  Then they lie to the military and the police and say it's a real threat.
[01:40:40.000 --> 01:40:44.000]  So they'll go ahead and go along with being under unconstitutional federal control
[01:40:44.000 --> 01:40:48.000]  and drilling them to condition the public for martial law.
[01:40:48.000 --> 01:40:51.000]  And there were checkpoints in downtown and other areas.
[01:40:51.000 --> 01:40:54.000]  And, you know, because the cops are thinking, okay, there's about to be a bombing.
[01:40:54.000 --> 01:40:56.000]  They even said what church was going to be bombed.
[01:40:56.000 --> 01:41:01.000]  I'm not going to say the name here on air, but the memo is up on infowars.com.
[01:41:01.000 --> 01:41:04.000]  Now, the point is we broke that nationwide.
[01:41:04.000 --> 01:41:09.000]  First, we broke that not only are they closing down embassies to Fairmonger,
[01:41:09.000 --> 01:41:11.000]  and that's even come out in the New York Times,
[01:41:11.000 --> 01:41:15.000]  but now they're saying Austin and Pasadena, California as sister cities
[01:41:15.000 --> 01:41:17.000]  are going to be attacked specifically.
[01:41:17.000 --> 01:41:21.000]  We come out Thursday night saying, A, it's real.
[01:41:21.000 --> 01:41:24.000]  The memo is, but B, it's fake. It's not a real threat.
[01:41:24.000 --> 01:41:31.000]  Next morning, Pentagon comes out and tells KVUE News, KI, CNN, responding to us,
[01:41:31.000 --> 01:41:35.000]  giving us no credit. Yes, that's a real memo, but we made a mistake.
[01:41:35.000 --> 01:41:37.000]  There's not a real threat. There you go.
[01:41:37.000 --> 01:41:40.000]  And then they'll argue, oh, no, Alex, there is a real threat.
[01:41:40.000 --> 01:41:43.000]  And they just happen to have drills when these happen,
[01:41:43.000 --> 01:41:46.000]  because we're trying to stop it from taking place.
[01:41:46.000 --> 01:41:48.000]  That's actually true in a way.
[01:41:48.000 --> 01:41:53.000]  They'll put teams out there to confuse everybody when they actually have the Patsy
[01:41:53.000 --> 01:41:56.000]  or the crazy group they're allowing to attack out there
[01:41:56.000 --> 01:41:58.000]  so that they can then tell everybody else involved,
[01:41:58.000 --> 01:42:01.000]  well, now you've got to be complicit with the feds and be quiet,
[01:42:01.000 --> 01:42:04.000]  because, you know, the drill wasn't really a drill.
[01:42:04.000 --> 01:42:07.000]  We were trying to stop them, but now we can't tell the public.
[01:42:07.000 --> 01:42:10.000]  That's how they rope the cops in into a false narrative.
[01:42:10.000 --> 01:42:12.000]  So it's a corruption of the police.
[01:42:12.000 --> 01:42:14.000]  It's a corruption of the intelligence flow.
[01:42:14.000 --> 01:42:17.000]  It's a smokescreen muddying of the waters.
[01:42:17.000 --> 01:42:20.000]  So criminal elements in the government, not the old government,
[01:42:20.000 --> 01:42:24.000]  but criminal elements in the government can stage and provocateur
[01:42:24.000 --> 01:42:29.000]  or wind up crazies, they've been caught hundreds of times winding up crazies,
[01:42:29.000 --> 01:42:34.000]  to go do a real attack so they can sell robots to every city,
[01:42:34.000 --> 01:42:38.000]  $5 million, $3 million apiece, so they can set up checkpoints,
[01:42:38.000 --> 01:42:42.000]  so they can federalize police, so they can take over our society.
[01:42:42.000 --> 01:42:46.000]  Absolutely. You know, if it's a false flag attack or if it's a real memo,
[01:42:46.000 --> 01:42:50.000]  I would think that we want to get that out there so that if there is some real threat,
[01:42:50.000 --> 01:42:52.000]  they could shut it down.
[01:42:52.000 --> 01:42:55.000]  And we want to get it out there in case it's a false flag, we want to shut it down.
[01:42:55.000 --> 01:42:59.000]  Absolutely. When we come back, I'll briefly hit Elysium and let you take some final calls.
[01:42:59.000 --> 01:43:28.000]  All right.
[01:43:29.000 --> 01:43:34.000]  Supernatural Silver comes in both liquid and gel for internal or external use.
[01:43:34.000 --> 01:43:39.000]  With over 180 scientific studies by independent universities, hospitals,
[01:43:39.000 --> 01:43:44.000]  research institutions and nursing homes, Supernatural Silver is a powerful weapon
[01:43:44.000 --> 01:43:48.000]  in the fight against disease. To see how Supernatural Silver can give you
[01:43:48.000 --> 01:43:54.000]  and your loved ones protection and peace of mind, go to SupernaturalSilver.com.
[01:43:54.000 --> 01:43:59.000]  Use the promo code PROTECTED for 20% off and like us on Facebook.
[01:44:25.000 --> 01:44:28.000]  All of this has been engineered by design.
[01:44:28.000 --> 01:44:31.000]  We can turn the tide against the eugenicist.
[01:44:31.000 --> 01:44:34.000]  By giving ourselves the nutrients our body desperately needs.
[01:44:34.000 --> 01:44:37.000]  To learn more, visit InfowarsHealth.com.
[01:44:37.000 --> 01:44:42.000]  The site is literally packed with audio and video featuring top health professionals
[01:44:42.000 --> 01:44:44.000]  who don't bow down to Big Pharma.
[01:44:44.000 --> 01:44:47.000]  The fight against the New World Order starts with you
[01:44:47.000 --> 01:44:50.000]  and you can't stand against the machine of your sick, tired and obese.
[01:44:50.000 --> 01:44:54.000]  When you visit InfowarsHealth.com, be sure and check out the catalog
[01:44:54.000 --> 01:45:21.000]  with nearly 400 life-changing products.
[01:45:25.000 --> 01:45:27.000]  All in one filter element.
[01:45:27.000 --> 01:45:30.000]  It is the only one that does it and out of the gates.
[01:45:30.000 --> 01:45:33.000]  We have it discounted at 10% off with promo code WATER.
[01:45:33.000 --> 01:45:40.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides,
[01:45:40.000 --> 01:45:44.000]  chloramines, ammonia and chlorine, hydrofluorosilic acid,
[01:45:44.000 --> 01:45:48.000]  the most common form of fluoride not covered by other fluoride filter brands
[01:45:48.000 --> 01:45:51.000]  and sodium hexafluorosilicate.
[01:45:51.000 --> 01:45:55.000]  You're pro-pure with a new pro-one filter today at infowarsstore.com
[01:45:55.000 --> 01:46:21.000]  or by calling 888-253-3139.
[01:46:25.000 --> 01:46:30.000]  You're pro-pure with a new pro-one filter now at infowarsstore.com
[01:46:30.000 --> 01:46:59.000]  or by calling 888-253-3139.
[01:47:00.000 --> 01:47:04.000]  Coast to coast, direct from Austin.
[01:47:04.000 --> 01:47:10.000]  You're listening to the Alex Jones Broadcasting Network.
[01:47:10.000 --> 01:47:13.000]  We are on the march.
[01:47:13.000 --> 01:47:16.000]  The Empire is on the run.
[01:47:16.000 --> 01:47:23.000]  Alex Jones and the GCN Radio Network.
[01:47:23.000 --> 01:47:25.000]  Welcome back to the Alex Jones Show.
[01:47:25.000 --> 01:47:27.000]  I'm David Knight here in the studio.
[01:47:27.000 --> 01:47:29.000]  We have Alex Jones on the road.
[01:47:29.000 --> 01:47:33.000]  He had to attend a funeral out of town today and he's joined us by phone
[01:47:33.000 --> 01:47:35.000]  and we were just talking just before the break about
[01:47:35.000 --> 01:47:38.000]  what transpired this last week here in Austin.
[01:47:38.000 --> 01:47:41.000]  There's been a worldwide terror alert to get people afraid
[01:47:41.000 --> 01:47:46.000]  and turning to the government to allow them to just do whatever they wish to us.
[01:47:46.000 --> 01:47:50.000]  We had a real memo that was leaked here in Austin talking about a terror threat
[01:47:50.000 --> 01:47:52.000]  and the government responded to it and said,
[01:47:52.000 --> 01:47:55.000]  well, that was a real memo, but the threat is not real.
[01:47:55.000 --> 01:47:58.000]  And basically saying that it wasn't really a threat
[01:47:58.000 --> 01:48:00.000]  and Alex was just talking about that.
[01:48:00.000 --> 01:48:03.000]  Alex, was there anything else you wanted to say about that?
[01:48:03.000 --> 01:48:05.000]  Absolutely, and then move on to Elysium.
[01:48:05.000 --> 01:48:06.000]  It's just this.
[01:48:06.000 --> 01:48:10.000]  I mean, we are catching them in these fake alerts and my military source,
[01:48:10.000 --> 01:48:14.000]  my police source as well, basically said the same thing.
[01:48:14.000 --> 01:48:18.000]  They said even if there was a real threat of, say, a bombing that was going to kill five people,
[01:48:18.000 --> 01:48:22.000]  you've got a better chance of dying in their computer models
[01:48:22.000 --> 01:48:27.000]  on I-35 driving to Dallas and back like I did today, basically.
[01:48:27.000 --> 01:48:29.000]  And then I do by being killed by terrorists.
[01:48:29.000 --> 01:48:31.000]  So why is our entire way of life changing?
[01:48:31.000 --> 01:48:34.000]  I mean, in World War II, we lost hundreds of thousands of people.
[01:48:34.000 --> 01:48:36.000]  We didn't get rid of our liberties.
[01:48:36.000 --> 01:48:40.000]  I mean, in the Civil War, we lost 800,000 or something, 700,000.
[01:48:40.000 --> 01:48:43.000]  We didn't get rid of our liberties after that was over.
[01:48:43.000 --> 01:48:47.000]  I guess they showed us pictures of Adolf Hitler and said,
[01:48:47.000 --> 01:48:49.000]  okay, now we're going to suspend the Bill of Rights.
[01:48:49.000 --> 01:48:53.000]  We're going to take away the Constitution because Hitler is pretty scary.
[01:48:53.000 --> 01:48:55.000]  Absolutely, folks.
[01:48:55.000 --> 01:48:57.000]  They have dumbed down the public.
[01:48:57.000 --> 01:49:00.000]  They've taken the Constitution, Bill of Rights out of schools,
[01:49:00.000 --> 01:49:03.000]  and they're replacing it with their anti-human agenda.
[01:49:03.000 --> 01:49:08.000]  And now I want to just segue into propaganda.
[01:49:08.000 --> 01:49:10.000]  Now, why do I do movie reviews?
[01:49:10.000 --> 01:49:16.000]  And why do I talk about things when a film has a $400 million budget like Elysium
[01:49:16.000 --> 01:49:18.000]  or $350 million? I've seen different numbers.
[01:49:18.000 --> 01:49:23.000]  It's because it's on record that most of these movies have an agenda
[01:49:23.000 --> 01:49:28.000]  and have a globalist agenda, and you can find out from them what the agenda is.
[01:49:28.000 --> 01:49:32.000]  Now, we had a story on DrudgeReport.com Friday
[01:49:32.000 --> 01:49:37.000]  because Matt Damon and also the director, the South African director,
[01:49:37.000 --> 01:49:40.000]  came out and said, it's a conspiracy theory.
[01:49:40.000 --> 01:49:42.000]  This is not political.
[01:49:42.000 --> 01:49:44.000]  This is not for immigration reform and open borders.
[01:49:44.000 --> 01:49:46.000]  How dare anyone say that?
[01:49:46.000 --> 01:49:49.000]  Well, Kurt Nemo found where a month before,
[01:49:49.000 --> 01:49:54.000]  they had basically admitted all of this and that this was a social agenda.
[01:49:54.000 --> 01:50:00.000]  So it also shows their incredible disdain that not just Matt Damon and the director,
[01:50:00.000 --> 01:50:04.000]  but also Jody Foster and others, went on TV and made fun of people
[01:50:04.000 --> 01:50:08.000]  saying that there was a political agenda in this film.
[01:50:08.000 --> 01:50:10.000]  Well, let me tell you what the political agenda is.
[01:50:10.000 --> 01:50:14.000]  America is Elysium. That's the analogy.
[01:50:14.000 --> 01:50:19.000]  And if America won't take in the giant third world populations of the planet,
[01:50:19.000 --> 01:50:21.000]  then you're racist and bad.
[01:50:21.000 --> 01:50:25.000]  And I was sitting there with you and my other crew and friends,
[01:50:25.000 --> 01:50:28.000]  and my buddy Shane looks over and he says,
[01:50:28.000 --> 01:50:32.000]  how do you want to bet when this starts that America is Elysium, basically,
[01:50:32.000 --> 01:50:35.000]  and that all the bad guys on the space station aren't just white,
[01:50:35.000 --> 01:50:37.000]  but they're blonde-haired blue-eyed.
[01:50:37.000 --> 01:50:41.000]  Ladies and gentlemen, every bad guy in the movie is a white person.
[01:50:41.000 --> 01:50:45.000]  The only person on the space station that doesn't want to kill innocent people is Indian.
[01:50:45.000 --> 01:50:50.000]  And again, my issue is, I'm sick of turning on MSNBC
[01:50:50.000 --> 01:50:52.000]  and being told white people are inherently bad.
[01:50:52.000 --> 01:50:55.000]  I'm sick of hearing the establishment do this,
[01:50:55.000 --> 01:50:58.000]  and it's absolutely improper and wrong.
[01:50:58.000 --> 01:51:02.000]  If somebody made a movie where all the black people were the bad guys
[01:51:02.000 --> 01:51:05.000]  and were doing horrible murders and things, I would stand against it
[01:51:05.000 --> 01:51:11.000]  and I would say that it is incredibly disgusting out-of-control propaganda.
[01:51:11.000 --> 01:51:15.000]  And that's just one layer of this film's propaganda.
[01:51:15.000 --> 01:51:19.000]  I did some reviews kind of haphazardly last Friday before I went home.
[01:51:19.000 --> 01:51:24.000]  I want to do a proper review of every level of this because it is so over-the-top
[01:51:24.000 --> 01:51:29.000]  that these people who have bodyguards put out these anti-gun movies, other ones,
[01:51:29.000 --> 01:51:32.000]  or these people that have, you know, bodyguards,
[01:51:32.000 --> 01:51:36.000]  and their kids go to the best armed guard private schools like Matt Damon,
[01:51:36.000 --> 01:51:40.000]  but then he's against you being able to have your kids go to a private school.
[01:51:40.000 --> 01:51:42.000]  It is so hypocritical.
[01:51:42.000 --> 01:51:47.000]  You know, I'll guarantee you if there was some space station with life extension technology off-world,
[01:51:47.000 --> 01:51:49.000]  the public isn't going to be told about it in the future,
[01:51:49.000 --> 01:51:53.000]  and I'll guarantee you there's going to be rich Chinese, there's going to be rich Germans,
[01:51:53.000 --> 01:51:56.000]  there's going to be rich Americans, there's going to be rich Israelis,
[01:51:56.000 --> 01:51:59.000]  there's going to be rich Africans, there's going to be rich New World Order.
[01:51:59.000 --> 01:52:03.000]  How dare them imply that inequity has to do with white people?
[01:52:03.000 --> 01:52:07.000]  When I'm sick of the West being bashed, all the things the West has developed,
[01:52:07.000 --> 01:52:12.000]  all the literature, all the art, the Magna Carta, the basic freedoms that became the model of the world,
[01:52:12.000 --> 01:52:16.000]  just because the West has been overrun by globalists and is corrupt now
[01:52:16.000 --> 01:52:20.000]  doesn't mean I want to go live, say, in some places in Asia,
[01:52:20.000 --> 01:52:23.000]  where you could off the plane over there, folks, they karate chop you.
[01:52:23.000 --> 01:52:27.000]  The police do when they want you to move along in a line.
[01:52:27.000 --> 01:52:29.000]  You can just be disappeared and executed.
[01:52:29.000 --> 01:52:34.000]  There's no other country I can go to where they just open up the red carpet like America does.
[01:52:34.000 --> 01:52:39.000]  America is the most open society, the American people, the most giving,
[01:52:39.000 --> 01:52:42.000]  the most charity, the most hardworking.
[01:52:42.000 --> 01:52:46.000]  I don't care what color you are, and I am sick and tired of Hollywood
[01:52:46.000 --> 01:52:50.000]  and the real elite trying to get black, white, Hispanic fighting with each other
[01:52:50.000 --> 01:52:58.000]  to distract from the offshore megabanks the 0, 0, 0, 0, 0, 0, 0, 2, 6, or whatever it is.
[01:52:58.000 --> 01:53:01.000]  It isn't the 1%, it's the tiny trillionaire class.
[01:53:01.000 --> 01:53:04.000]  The people that control trillions are worth hundreds of billions
[01:53:04.000 --> 01:53:08.000]  that are leveraging the entire system against the general public,
[01:53:08.000 --> 01:53:12.000]  who are shutting down our power plants, who are paying with taxpayer money
[01:53:12.000 --> 01:53:14.000]  to ship General Motors to China.
[01:53:14.000 --> 01:53:18.000]  That's the New World Order, that's a Gen 221, that's the real threat.
[01:53:18.000 --> 01:53:23.000]  I go see this film designed where every white person is the bad guy except for Matt Damon
[01:53:23.000 --> 01:53:29.000]  because he sacrifices himself and he's really from Mexico and has a Hispanic last name
[01:53:29.000 --> 01:53:31.000]  and where all the white people are the devil.
[01:53:31.000 --> 01:53:34.000]  I am sick of it and the globalists want us at each other's throats
[01:53:34.000 --> 01:53:36.000]  and it is thoroughly disgusting.
[01:53:36.000 --> 01:53:38.000]  I want you to have some final comments on this.
[01:53:38.000 --> 01:53:40.000]  I know the broadcast is almost over.
[01:53:40.000 --> 01:53:43.000]  It's just that I've protested the Ku Klux Klan.
[01:53:43.000 --> 01:53:48.000]  That's all online, people have seen that dozens of times over the years
[01:53:48.000 --> 01:53:51.000]  because it's an outrageous group trying to make things about race.
[01:53:51.000 --> 01:53:55.000]  The globalists want to dumb down the debate where everything is about race
[01:53:55.000 --> 01:54:00.000]  instead of about real discrimination, offshore banks above the law, tax exempt,
[01:54:00.000 --> 01:54:04.000]  stealing $85 billion a month in QE, unlimited.
[01:54:04.000 --> 01:54:06.000]  The globalists being tax free offshore.
[01:54:06.000 --> 01:54:08.000]  The globalists having diplomatic immunity.
[01:54:08.000 --> 01:54:13.000]  The globalists having real life extension technologies that they're not allowing to be deployed.
[01:54:13.000 --> 01:54:16.000]  The globalists bringing in a cashless society control grid.
[01:54:16.000 --> 01:54:20.000]  The idea that transhumanism will empower you and will allow you to be elite.
[01:54:20.000 --> 01:54:23.000]  That's how Ray Kurzweil says they're going to sell everybody,
[01:54:23.000 --> 01:54:26.000]  putting these technologies in themselves when just like a cell phone,
[01:54:26.000 --> 01:54:28.000]  it's got back doors and it's meant to enslave you.
[01:54:28.000 --> 01:54:30.000]  Again, I'm not against technology.
[01:54:30.000 --> 01:54:32.000]  I'm against who controls the architecture of it.
[01:54:32.000 --> 01:54:35.000]  So you see this film that has so many incredible messages
[01:54:35.000 --> 01:54:39.000]  but the bottom line is racially identify that white people are bad,
[01:54:39.000 --> 01:54:43.000]  racially come in for socialism and communism and bring down America.
[01:54:43.000 --> 01:54:48.000]  It is unbelievable and it's what's pumped 24 hours a day and it is outrageous.
[01:54:48.000 --> 01:54:52.000]  It's as bad as Birth of a Nation by E.B. Griffith.
[01:54:52.000 --> 01:54:55.000]  I mean, it is unbelievable and I am sick of it
[01:54:55.000 --> 01:54:59.000]  and we have our video reviews up at infowars.com and prisonplanet.com.
[01:54:59.000 --> 01:55:00.000]  You can take the show out, David.
[01:55:00.000 --> 01:55:03.000]  Great job and I'll be back live tomorrow at 11 a.m. Central
[01:55:03.000 --> 01:55:06.000]  for the weekday transmission. God bless you.
[01:55:06.000 --> 01:55:08.000]  Thanks, Alex. Yeah, I got to agree with that.
[01:55:08.000 --> 01:55:12.000]  I think it was one of the most obvious pieces of political propaganda I've ever seen
[01:55:12.000 --> 01:55:15.000]  and there's been some pretty hand-fisted stuff that's come out of Hollywood
[01:55:15.000 --> 01:55:18.000]  and just out of the movies in general and not even Hollywood.
[01:55:18.000 --> 01:55:21.000]  It was the Russians who really got this down to a fine art.
[01:55:21.000 --> 01:55:23.000]  Alex mentioned D.W. Griffith's Birth of a Nation.
[01:55:23.000 --> 01:55:28.000]  That was something that really made the Ku Klux Klan acceptable,
[01:55:28.000 --> 01:55:32.000]  really caused a great surge with the Ku Klux Klan.
[01:55:32.000 --> 01:55:35.000]  These have an effect. The Russians used this as well.
[01:55:35.000 --> 01:55:40.000]  He had Sergei Eisenstein, who had the strike.
[01:55:40.000 --> 01:55:47.000]  It was a movie that basically put forth their political agenda.
[01:55:47.000 --> 01:55:49.000]  He also had the Battleship of Tempken.
