[00:00.000 --> 00:20.000]  It's for Wars, tomorrow's news, today.
[1:29:18.080 --> 1:29:21.640]  metabolic system metabolism of a human some people get 15 hours out of them
[1:29:21.640 --> 1:29:24.800]  look at about eight hours but people take this people taking sports people
[1:29:24.800 --> 1:29:28.920]  cannot believe it's the best they've ever had because it's not high nobody puts
[1:29:28.920 --> 1:29:33.560]  as much product into their pre workouts their post-workout you can call us
[1:29:33.560 --> 1:29:36.760]  whatever you want it's it's a it's a total solution all around the best you're
[1:29:36.760 --> 1:29:41.720]  gonna find turbo force without you we don't roll with you we search forward
[1:29:41.720 --> 1:29:44.960]  together it's like the bulldozer without the diesel fuel if we don't have your
[1:29:44.960 --> 1:29:48.280]  financial support we will be defeated you support us to get products you already
[1:29:48.280 --> 1:29:52.800]  needed literally fuel your body your mind it's a win-win 360 together info or
[1:29:52.800 --> 1:30:00.240]  store.com or triple a 253 3139 for only one week we're running boost your
[1:30:00.240 --> 1:30:05.240]  bodies natural defenses supercell and we have the vitamin D3 gummies with
[1:30:05.240 --> 1:30:10.800]  calcium 50% off so essential for your immune system vitamin C zinc and rose
[1:30:10.800 --> 1:30:16.840]  hips very strong formula this is 50% off at info or store.com now back at stock
[1:30:16.840 --> 1:30:22.080]  just came back in yesterday very powerful pure turmeric extract tincture not
[1:30:22.080 --> 1:30:26.120]  as your immune system but for inflammation and a lot more and then
[1:30:26.120 --> 1:30:29.400]  sold out for more than six months because of supply chain breakdowns we
[1:30:29.400 --> 1:30:32.680]  finally have the activated charcoal toothpaste with an actual peppermint and
[1:30:32.680 --> 1:30:37.840]  so much more back at stock from Dr. Jones naturals and the mouthwash with the
[1:30:37.840 --> 1:30:41.560]  activated charcoal and essential oils is back at stock these are great products
[1:30:41.560 --> 1:30:44.720]  they're high quality and they fund the info wars so thank you all for your
[1:30:44.720 --> 1:30:49.800]  support check them out today at info or store.com the cell runs for only one
[1:30:49.800 --> 1:30:54.720]  week it is the booster bodies natural defenses supercell and another part of
[1:30:54.720 --> 1:30:59.080]  the cell ending is the privacy pouches for your cell phone let's go back in time
[1:30:59.080 --> 1:31:03.600]  say to the mid 1990s and then imagine a science fiction movie set in the year
[1:31:03.600 --> 1:31:08.520]  2020 where a world government's being established where members of Congress and
[1:31:08.520 --> 1:31:12.240]  former presidents are censored by big tech and where if you don't take an
[1:31:12.240 --> 1:31:18.080]  experimental injection that grows blood plots and prions all over your body that
[1:31:18.080 --> 1:31:23.200]  you're not allowed to fly on an airplane think about that because that's where we
[1:31:23.200 --> 1:31:28.640]  are imagine just 20 30 years ago tell just five years ago if somebody told you
[1:31:28.640 --> 1:31:33.680]  this would be happening but it is happening now and then they tell you oh
[1:31:33.680 --> 1:31:37.520]  sorry it's not a vaccine is a gene therapy and it doesn't really work she
[1:31:37.520 --> 1:31:41.360]  got to take it every few months and the people that have submitted say great I
[1:31:41.360 --> 1:31:45.800]  want to take it all the time so I can go outside and not get sick from COVID even
[1:31:45.800 --> 1:31:48.840]  though it gets you sick from COVID and now there's record numbers of really
[1:31:48.840 --> 1:31:52.680]  sick people from the sloughing the shedding of the virus and that's in
[1:31:52.680 --> 1:31:59.040]  mainline studies Bill Gates and Fauci did this need to go to prison for it right now you
[1:31:59.040 --> 1:32:02.560]  say you want to fight tyranny you say you want to fund the second American
[1:32:02.560 --> 1:32:06.920]  Revolution I know you do that's why you're here so I'm encouraging all of
[1:32:06.920 --> 1:32:10.800]  you watching and listening right now to understand that there are really two
[1:32:10.800 --> 1:32:14.600]  places in the media that don't back down and the tell the truth that have great
[1:32:14.600 --> 1:32:18.120]  products that are self-funded and that's infowarstore.com with the
[1:32:18.120 --> 1:32:22.320]  supplements the books the films the water filters the air filters all of it and
[1:32:22.320 --> 1:32:27.400]  Mike Lindell and MyPillow.com when you go to MyPillow.com use promo code Alex
[1:32:27.400 --> 1:32:33.960]  get the very best deals he's got 66% off up to that on shoes and beds and
[1:32:33.960 --> 1:32:38.400]  sheets and towels and pillows the list goes on and on made right here in
[1:32:38.400 --> 1:32:44.480]  America a 360 win so go to MyPillow.com use promo code Alex the best discounts
[1:32:44.480 --> 1:32:48.560]  out there the profit shares with us it helps fund the info war and continue to
[1:32:48.560 --> 1:32:53.120]  shop at infowarstore.com because we're sponsored by patriots like you and
[1:32:53.120 --> 1:32:56.720]  we're thankful and we will never back down to the globalist so thank you so
[1:32:56.720 --> 1:33:22.440]  much for your support you're listening to the Alex Jones show
[1:33:22.440 --> 1:33:45.640]  welcome back ladies and gentlemen well the incredible thing is we have now lived
[1:33:45.640 --> 1:33:50.440]  long enough to be in the main new world order depopulation assault and we are
[1:33:50.440 --> 1:33:56.520]  gonna see major collapse major war major death and that's why they're so
[1:33:56.520 --> 1:34:00.640]  desperate to inject everybody they can up front because they want to be able to
[1:34:00.640 --> 1:34:04.360]  wipe out as many people get as many people sick as they can before it comes
[1:34:04.360 --> 1:34:08.920]  out they've done this and then they've got other backup plans but instead 23%
[1:34:08.920 --> 1:34:13.760]  of Australia 20% of Saudi Arabia I mean most the world less than 10% of
[1:34:13.760 --> 1:34:18.680]  India they're not dumb the Chinese aren't taking these shots this was for
[1:34:18.680 --> 1:34:25.480]  Canada this was for the UK this was for Australia New Zealand for America because
[1:34:25.480 --> 1:34:31.080]  of the Anglo-Saxon ethos it's not all white people around the world that
[1:34:31.080 --> 1:34:35.000]  rebel and fight and demand freedom like what happened on the British Isles and
[1:34:35.000 --> 1:34:40.040]  this is not a white supremacist statement it the globalists talk about
[1:34:40.040 --> 1:34:43.400]  getting rid of Magna Carta getting rid of the Bill of Rights getting rid of the
[1:34:43.400 --> 1:34:49.680]  Constitution getting rid of the Arthurian idea that began with a round table
[1:34:49.680 --> 1:34:54.000]  where a king actually listened to his knights and was not at the head of the
[1:34:54.000 --> 1:35:00.680]  table that is an archetype for the Magna Carta almost a thousand years ago
[1:35:00.680 --> 1:35:05.920]  you understand and so out of that came juries and grand juries and due process
[1:35:05.920 --> 1:35:09.960]  and that a man's home was his castle that a woman's home was their castle and
[1:35:09.960 --> 1:35:15.120]  all the freedoms we have were paid for by that and what did Tony Blair say back
[1:35:15.120 --> 1:35:19.720]  when he was Prime Minister like 1998 he had the headline BBC my goal was to
[1:35:19.720 --> 1:35:27.600]  abolish Magna Carta Magna Carta is what private property and due process you
[1:35:27.600 --> 1:35:31.680]  think things aren't perfect wait till that's gone so they're in direct war
[1:35:31.680 --> 1:35:36.440]  with that and so it is Western society and everybody that lives here you can be
[1:35:36.440 --> 1:35:41.480]  black you could be brown you could be black but because you live in a Christian
[1:35:41.480 --> 1:35:47.640]  Arthurian country despite all the evil because the Arthurian idea created all
[1:35:47.640 --> 1:35:52.800]  the power so of course evil came and took it over the Rothschilds and others but
[1:35:52.800 --> 1:35:59.920]  it is the Arthurian spirit that created this massive wealth and power and so they
[1:35:59.920 --> 1:36:03.840]  are seeking to overthrow it and kill it and poison it because the rest of the
[1:36:03.840 --> 1:36:06.960]  world is not being targeted Africa is being targeted for experimentation and
[1:36:06.960 --> 1:36:10.680]  then the Western world is we're the main target I don't know all the answers but
[1:36:10.680 --> 1:36:14.720]  Africa is being targeted and the Western world is being targeted why is that
[1:36:14.720 --> 1:36:18.400]  Chris Scott you've got the floor of the balance of this segment you have six and
[1:36:18.400 --> 1:36:23.880]  a half minutes tell us lay it all out okay so first I'll tell you why we're
[1:36:23.880 --> 1:36:27.040]  the target then I'm gonna give you two scenarios what happens if we keep
[1:36:27.040 --> 1:36:30.880]  complying and what happens if we employ united non-compliance and on that last
[1:36:30.880 --> 1:36:34.240]  thing is how we do that so the first thing is why are they targeting the
[1:36:34.240 --> 1:36:37.280]  Western worlds because of what you said we're the basis of civilizations
[1:36:37.280 --> 1:36:40.600]  freedoms we're the basis of the capitalist society and it became the most
[1:36:40.600 --> 1:36:44.520]  successful society where the individual actually can attain wealth and power and
[1:36:44.520 --> 1:36:47.200]  that's what they don't want they don't want the individual to have wealth and
[1:36:47.200 --> 1:36:50.280]  power because then they can't have total control and they already have enough
[1:36:50.280 --> 1:36:53.560]  money and when you have that kind of money what do you want control so they're
[1:36:53.560 --> 1:36:57.600]  doing everything that they're doing to us now for control that's the number one
[1:36:57.600 --> 1:37:00.680]  point you got to get through to everyone's head that isn't a wig it's a
[1:37:00.680 --> 1:37:03.040]  bulk control
[1:37:06.320 --> 1:37:10.440]  okay Chris guy was absolutely kicking ass we're going to next segment we have to
[1:37:10.440 --> 1:37:16.200]  reconnect with him right now because he's alright cuz I want I want him to lay
[1:37:16.200 --> 1:37:19.560]  this out people really listen to him and he's dead on he's a smart guy that's why
[1:37:19.560 --> 1:37:23.520]  I get thousands of messages don't talk to Chris guy he's bad oh my same message
[1:37:23.520 --> 1:37:26.480]  you get about me oh don't promote Alex Jones don't be embarrassed to him oh
[1:37:26.480 --> 1:37:32.080]  don't he's not real oh he's he knew they were gonna declare the anti-vaxxers
[1:37:32.080 --> 1:37:35.000]  terrorist because he's one of them no they put a damn report out two months
[1:37:35.000 --> 1:37:40.040]  ago I told you where I want you to know what I know it's all right there the
[1:37:40.040 --> 1:37:46.440]  enemy is admitting all of this they're throwing it all in your face and one way
[1:37:46.440 --> 1:37:50.480]  or the other we're gonna get Chris guy's testimony on here but of course you
[1:37:50.480 --> 1:37:55.920]  know I say give us the give us the download and he can say it as good as I
[1:37:55.920 --> 1:38:01.240]  can he's back okay we'll have to hold him the net but you you you got cut off
[1:38:01.240 --> 1:38:04.840]  right when you were said the Western civilization is under attack because we
[1:38:04.840 --> 1:38:11.520]  have the answer to empower the individual please continue okay so what we
[1:38:11.520 --> 1:38:15.520]  got was power to the individual is what they want to eliminate so if we don't
[1:38:15.520 --> 1:38:19.840]  employ united non-compliance and we keep complying with the agenda as we've been
[1:38:19.840 --> 1:38:23.960]  doing every round of vaccine is like their next checkpoint that's where they
[1:38:23.960 --> 1:38:26.880]  kill off a whole bunch of people get in a whole bunch of people sick try to
[1:38:26.880 --> 1:38:30.480]  conform a whole bunch of other people and try to push a bunch more draconian
[1:38:30.480 --> 1:38:36.040]  laws Canada US are the targets the rest of the world will follow if you do come
[1:38:36.040 --> 1:38:41.360]  if you keep complying we're gonna have vaccine passports we're gonna have door
[1:38:41.360 --> 1:38:44.920]  to door we're gonna have military on the streets we're gonna have unvaxxed
[1:38:44.920 --> 1:38:48.560]  going to camps we're gonna have the biggest divide in society we've ever
[1:38:48.560 --> 1:38:51.440]  seen and we're gonna have the permanent loss of our rights and freedoms
[1:38:51.440 --> 1:38:55.760]  enshrined into our lives that's going to be combined with a digital passport a
[1:38:55.760 --> 1:39:00.280]  digital currency and a digital identity which gives them total control of you
[1:39:00.280 --> 1:39:04.000]  that takes you from an individual that once had power and could attain wealth
[1:39:04.000 --> 1:39:08.240]  to us a insignificant blip on a screen that they could eliminate with the flick
[1:39:08.240 --> 1:39:12.840]  of a switch and that's what they plan to do to many of us because don't be don't
[1:39:12.840 --> 1:39:17.480]  be fooled our jobs are no longer necessary they can be done by computers
[1:39:17.480 --> 1:39:20.520]  and there's way too many of us they call you useless eaters that's what happens
[1:39:20.520 --> 1:39:24.760]  if you comply if you don't comply we could have a golden or what they're
[1:39:24.760 --> 1:39:30.960]  gonna call a crystal age of society one where the people have total control over
[1:39:30.960 --> 1:39:34.400]  their lives one where we have a much higher standard of living with a much
[1:39:34.400 --> 1:39:39.080]  lower cost of living much less stress much less centralized control and that
[1:39:39.080 --> 1:39:43.440]  and much less control of resources from a few people this is what they don't want
[1:39:43.440 --> 1:39:48.120]  because they lose their wealth they lose their power but we will all get a taste
[1:39:48.120 --> 1:39:51.800]  of the good life that they've been enjoying so how do we do this it's called
[1:39:51.800 --> 1:39:58.200]  united non-compliance and that's simple unite and don't comply
[1:39:59.280 --> 1:40:03.480]  Chris guy is on fire as usual we're gonna reconnect with him have him turn
[1:40:03.480 --> 1:40:07.000]  off some stuff on that laptop where he's sitting in that backyard that front
[1:40:07.000 --> 1:40:10.160]  yard and we're gonna get him on next segment because what he's saying is so
[1:40:10.160 --> 1:40:13.600]  key we're gonna clip all this together in a special report we put out because
[1:40:13.600 --> 1:40:18.520]  he's absolutely right they know that they have all this free technology all
[1:40:18.520 --> 1:40:22.000]  this free energy technology but the globalists are trying to suppress that
[1:40:22.000 --> 1:40:27.760]  they know we have that and so they need to clamp down dump people down create a
[1:40:27.760 --> 1:40:34.480]  new dark age a new middle ages now to keep us from getting this and that's
[1:40:34.480 --> 1:40:39.920]  what the whole sustainable development smart cities just think Nazis but think
[1:40:39.920 --> 1:40:43.960]  beyond Nazis think absolutely being starved being controlled and they're
[1:40:43.960 --> 1:40:48.080]  gonna make it harder and harder by the way for those of us that tell the truth
[1:40:48.080 --> 1:40:54.320]  in the future to be able to stay on air so I need to remember to tell the
[1:40:54.320 --> 1:40:57.600]  listeners of this broadcast
[1:41:01.240 --> 1:41:07.160]  on this Sunday evening that without your support we're not gonna be here so I do
[1:41:07.160 --> 1:41:11.000]  need money to fight these people I'm a thousand percent a trillion percent
[1:41:11.000 --> 1:41:16.040]  infinity committed here but if I don't remember to ask you to buy t-shirts and
[1:41:16.040 --> 1:41:19.280]  buy books and buy films and buy high-quality supplements we won't be
[1:41:19.280 --> 1:41:23.920]  on the air and and as you can see we're more important than ever I'm not
[1:41:23.920 --> 1:41:29.240]  trying to brag the enemy's got all my phones tapped they know I I talked to
[1:41:29.240 --> 1:41:34.040]  leaders of governments all the major talk show host all the made the whole
[1:41:34.040 --> 1:41:37.520]  resistance listens to me how they call me up and I'm not bragging they say
[1:41:37.520 --> 1:41:41.160]  Jones you're the you're like the Oracle you're like the it's not like I'm the
[1:41:41.160 --> 1:41:44.480]  general I'm like the Oracle they go to and the generals go out from that and
[1:41:44.480 --> 1:41:47.400]  that's a real blessing to be in this position and I'm looking for other
[1:41:47.400 --> 1:41:50.600]  people to be in that position as well because that's how we win is rising
[1:41:50.600 --> 1:41:54.440]  people up who have the spirit to challenge the system but I need money to
[1:41:54.440 --> 1:41:59.440]  fight this so we've got a big special boost your body's natural defenses
[1:41:59.440 --> 1:42:04.320]  said to 50% on these top-selling products that's this week's sale it must end by
[1:42:04.320 --> 1:42:07.240]  Monday or Tuesday because I don't have a new self-launch yet so I got to figure
[1:42:07.240 --> 1:42:11.520]  one out pure turmeric liquid extract back in stock 50% off so good for your
[1:42:11.520 --> 1:42:16.680]  body Dr. Jones naturals activated charcoal toothpaste back in stock 33% off
[1:42:16.680 --> 1:42:20.520]  Dr. Jones activated charcoal mouthwash and all the essential oils back in stock
[1:42:20.520 --> 1:42:26.280]  33% off Emirates essentials hand sanitizers that are all natural and
[1:42:26.280 --> 1:42:31.760]  healthy and deal without the alcohol 25% off 50% off when you try all three
[1:42:31.760 --> 1:42:36.200]  eucalyptus peppermint and lavender so protect yourself naturally turbo force
[1:42:36.200 --> 1:42:41.520]  the last day they said to do this 50% off lung cleanse 50% off vitamin C would
[1:42:41.520 --> 1:42:46.200]  sink 50% off vitamin D3 with gummies 50% off survival show that's to that's
[1:42:46.200 --> 1:42:50.200]  gonna in two days as well 50% off we'll be right back but who's your body's
[1:42:50.200 --> 1:43:00.040]  defenses and funny info or we'll be right back the first time I heard the
[1:43:00.040 --> 1:43:05.080]  speech the first time I read the writings of Teddy Roosevelt I was in sixth
[1:43:05.080 --> 1:43:10.200]  grade and we had this history teacher that had us write a paper on the man in
[1:43:10.200 --> 1:43:14.040]  the arena and I just remember thinking about that saying I want to be the man
[1:43:14.040 --> 1:43:17.720]  in the arena but when it comes to media info wars has been the tip of that
[1:43:17.720 --> 1:43:22.760]  spear but Mike Lindell has come along and done just as good a job as we've done
[1:43:22.760 --> 1:43:26.960]  maybe even better when it comes to election fraud and other issues and
[1:43:26.960 --> 1:43:31.520]  that's why if you go to my pillow dot com use promo code Alex you get up to
[1:43:31.520 --> 1:43:36.520]  66% off on all the amazing products he's not so many not just pillows not just
[1:43:36.520 --> 1:43:41.080]  towels not the sheets and then you fund info wars and Mike Lindell and the fight
[1:43:41.080 --> 1:43:44.080]  for free speech against the globalist there's not a better place to spend your
[1:43:44.080 --> 1:43:48.240]  money than my pillow dot com with promo code Alex and if you do it it funds the
[1:43:48.240 --> 1:43:52.040]  info war it funds the election investigation and it stands up against
[1:43:52.040 --> 1:43:57.520]  the global's police my pillow dot com promo code Alex take action now it is
[1:43:57.520 --> 1:44:02.360]  through our five senses that we are kept fascinated and hypnotized by the lies
[1:44:02.360 --> 1:44:06.760]  we are told and the only way to see through this illusion is with our higher
[1:44:06.760 --> 1:44:11.880]  senses which is why fluoridated water is a big problem consuming too much
[1:44:11.880 --> 1:44:16.560]  fluoride forms phosphate crystals around the pineal gland and shuts down its
[1:44:16.560 --> 1:44:21.200]  natural functions natural functions which have been known for millennia the
[1:44:21.200 --> 1:44:24.960]  hindu chakras align with the endocrine system the chakra aligned with the
[1:44:24.960 --> 1:44:30.040]  pineal gland is the third eye also described as the seat of the soul the
[1:44:30.040 --> 1:44:34.200]  pineal gland is what connects us to higher levels of consciousness and
[1:44:34.200 --> 1:44:39.720]  otherwise unseen dimensions of reality fluoride free water is essential to
[1:44:39.720 --> 1:44:44.960]  keeping our pineal gland healthy our water filtration systems with the proper
[1:44:44.960 --> 1:44:49.640]  filters will keep your drinking water fluoride free and the pro pure shower
[1:44:49.640 --> 1:44:55.200]  head will seal the deal get them both today for yourself or a friend at info
[1:44:55.200 --> 1:45:00.040]  war store dot com when listeners call to the show and thank me for all I've done
[1:45:00.040 --> 1:45:04.960]  I always stop when I say thank you for what you've done thank you for keeping
[1:45:04.960 --> 1:45:08.360]  info wars on the air thank you for praying for us and thank you for spreading
[1:45:08.360 --> 1:45:14.120]  the word if all of you will simply go to infowarstore.com and get a privacy
[1:45:14.120 --> 1:45:19.080]  pocket for your iPhone or droid it will teach you and others that these things
[1:45:19.080 --> 1:45:23.200]  are surveilling you it will remind you every day like it does me and my family
[1:45:23.200 --> 1:45:26.880]  and it will protect where you go and what you do not because you've done
[1:45:26.880 --> 1:45:30.720]  something wrong but because the big telecoms big tech and the globalist are
[1:45:30.720 --> 1:45:33.960]  predatory and are evil and in the surveillance state we need to more and
[1:45:33.960 --> 1:45:37.920]  more start doing everything we can to mitigate the criminal activity they're
[1:45:37.920 --> 1:45:41.760]  involved in these are the highest quality highest ratings they're available in
[1:45:41.760 --> 1:45:46.680]  infowarstore.com in four different colors and they are only 1995 the exact same
[1:45:46.680 --> 1:45:50.920]  pocket is sold for 2495 or even 2995 everywhere they're available right now
[1:45:50.920 --> 1:45:55.000]  for 1995 and they fund the info war please take action today protect your
[1:45:55.000 --> 1:46:00.240]  privacy and from the info war so when I first started taking survival skills
[1:46:00.240 --> 1:46:04.360]  basically I was 275 pounds I was overweight I had brain fog like you
[1:46:04.360 --> 1:46:08.600]  wouldn't believe I was barely holding on to a job and I heard Dr. Group on your
[1:46:08.600 --> 1:46:11.920]  show and I listened to it so the first one I got was the original survival
[1:46:11.920 --> 1:46:15.840]  shield the X1 and it worked pretty good and then shortly thereafter you came out
[1:46:15.840 --> 1:46:18.680]  with that too you have you know with a deep burden source you know and I got
[1:46:18.680 --> 1:46:22.640]  really excited about that so I took it and man in two weeks I went from brain
[1:46:22.640 --> 1:46:27.920]  fog to like literally like my brain was enlightened you know I could think again
[1:46:27.920 --> 1:46:32.120]  I could connect with people again and over the course of the next couple of
[1:46:32.120 --> 1:46:35.640]  years I got my health back and I religiously take basically all of your
[1:46:35.640 --> 1:46:38.840]  supplements they're they're all absolutely amazing supplements the one I
[1:46:38.840 --> 1:46:42.600]  like recently is knockout it literally like if you want to sleep just take it
[1:46:42.600 --> 1:46:46.440]  it's amazing it works but anyway so the point is we have to get ourselves clean
[1:46:46.440 --> 1:46:50.280]  that's a break free of the globalist system and the only way to do that is to
[1:46:50.280 --> 1:46:54.560]  take our own health into our own hand beautifully said brother I thank you so
[1:46:54.560 --> 1:47:05.560]  much your call and Godspeed you're listening to the Alex Jones show
[1:47:09.640 --> 1:47:18.520]  we are on the March the Empire is on the run Alex Jones and the GCN radio
[1:47:18.520 --> 1:47:27.640]  network the globalist like all other tyrants have taken the fact that
[1:47:27.640 --> 1:47:32.960]  humanity's been asleep as a sign of weakness they will find as the human
[1:47:32.960 --> 1:47:38.620]  spirit rises they won't be facing one Alex Jones they'll be facing millions of
[1:47:38.620 --> 1:47:44.080]  us and we've got black skin we got white skin we got brown skin we got red
[1:47:44.080 --> 1:47:50.560]  blood and we are ready for victory against their tyranny and we are
[1:47:50.560 --> 1:47:56.080]  awakening now so Chris guy doing a great job great activism is tearing all
[1:47:56.080 --> 1:48:02.160]  the world predicting and all the amazing accuracy repeatedly had a Skype cutout
[1:48:02.160 --> 1:48:06.400]  is on the side of the road to gas station he wants to start over with his
[1:48:06.400 --> 1:48:11.680]  analysis of what's coming next and how to stop it Chris guy let us have it we
[1:48:11.680 --> 1:48:15.320]  got it on phone now so we got backup audio so this time they can't cut us
[1:48:15.320 --> 1:48:22.000]  out so we got so we got two people you either comply or you don't comply if
[1:48:22.000 --> 1:48:29.200]  you comply this goes vaccine to vaccine which each one for them is a checkpoint
[1:48:29.200 --> 1:48:35.040]  people dead more laws broken more freedoms taken until we're rounded up in
[1:48:35.040 --> 1:48:39.360]  camps and we're relegated to a little blip on a screen that they can just flip
[1:48:39.360 --> 1:48:44.360]  a switch and we're gone individual freedom gone individual wealth gone the
[1:48:44.360 --> 1:48:48.600]  ability for the individual to move up through society gone and then when they
[1:48:48.600 --> 1:48:51.720]  have that kind of control they just gonna eliminate a whole bunch of us
[1:48:51.720 --> 1:48:54.920]  because they don't need those useless eaters that's what happens if you
[1:48:54.920 --> 1:48:59.960]  comply if you choose united non-compliance and we stand up for
[1:48:59.960 --> 1:49:05.760]  ourselves we spark a golden age of society where we will have a standard of
[1:49:05.760 --> 1:49:09.680]  living never before even thought achievable with a cost of living
[1:49:09.680 --> 1:49:15.400]  completely innocuous we can have a good life for everyone on this planet if we
[1:49:15.400 --> 1:49:20.440]  manage each country the way we manage a business and that's a problem every
[1:49:20.440 --> 1:49:24.120]  country right now is occupied by politicians and every one of these
[1:49:24.120 --> 1:49:28.600]  politicians had nothing to lose for the lockdown imagine we had people running
[1:49:28.600 --> 1:49:32.160]  the country that would never lock the country down because it would hurt them
[1:49:32.160 --> 1:49:35.640]  it would hurt their families that's what we need to do we need to restructure
[1:49:35.640 --> 1:49:40.560]  society against these lockdowns and if we don't these these type of lockdowns
[1:49:40.560 --> 1:49:43.800]  will turn into climate lockdowns and climate lockdowns will just turn into
[1:49:43.800 --> 1:49:49.680]  whatever other lockdown they want this is training society to be controlled for
[1:49:49.680 --> 1:49:54.360]  perpetual servitude and if we don't stand up now if we don't unite against
[1:49:54.360 --> 1:49:59.560]  this that's what's coming thankfully we already have you saw hundreds of thousands
[1:49:59.560 --> 1:50:04.520]  of people in Montreal we see millions of people around the world standing up we
[1:50:04.520 --> 1:50:08.280]  see the average person on the street walking over to me and knowing who I am
[1:50:08.280 --> 1:50:12.200]  even telling me to run for Prime Minister because they understand that what
[1:50:12.200 --> 1:50:16.680]  I'm preaching is how we get out of this United non-compliance means you say no
[1:50:16.680 --> 1:50:20.960]  to the vaccines you take off your mask you open your business if they try to
[1:50:20.960 --> 1:50:25.280]  mandate masks if they try to mandate vaccines you go on strike I don't care
[1:50:25.280 --> 1:50:30.600]  if you're a student doctor lawyer police officer I don't care what you do you
[1:50:30.600 --> 1:50:34.120]  have to care about freedom I don't care if you're double-jabbed and you're
[1:50:34.120 --> 1:50:38.080]  planning a third you still have to be care of freedom of choice that's what
[1:50:38.080 --> 1:50:42.160]  this is all about the freedom to make our money the freedom to live our lives
[1:50:42.160 --> 1:50:47.620]  and a real leader does not try to manage you the real leader will manage the
[1:50:47.620 --> 1:50:51.920]  country so you can look after your family and provide for your family and
[1:50:51.920 --> 1:50:56.240]  set up a wonderful future for your family that's a real leader and United
[1:50:56.240 --> 1:51:00.440]  non-compliance give the power to the people so they can do that and open up
[1:51:00.440 --> 1:51:04.480]  the avenue for a real leader to take over the country and help manage the
[1:51:04.480 --> 1:51:09.440]  country in a way that we can have prosperous society for generations and
[1:51:09.440 --> 1:51:14.200]  we can make these people examples for other people to know that they could
[1:51:14.200 --> 1:51:19.240]  never try this again and Chris tell us what happens if we don't stand up now
[1:51:19.240 --> 1:51:24.280]  though tell us the horrible future we've got and we don't stand up now we don't
[1:51:24.280 --> 1:51:29.800]  stand up now you don't get to stand up you don't you get to tell your children
[1:51:29.800 --> 1:51:33.760]  I'm sorry I failed you you get to tell your children that they get to spend
[1:51:33.760 --> 1:51:37.040]  their life in a camp or they get to spend their life getting jabbed until
[1:51:37.040 --> 1:51:41.360]  they get an adverse reaction you get to tell your children that you lot you
[1:51:41.360 --> 1:51:46.000]  failed your responsibility to provide them a future you failed your
[1:51:46.000 --> 1:51:49.880]  responsibility to your country you failed your responsibility to yourself and
[1:51:49.880 --> 1:51:54.440]  if that's what happens then we deserve everything would happen to us but be
[1:51:54.440 --> 1:52:00.640]  very very very sure about what you do next because if you are on the wrong
[1:52:00.640 --> 1:52:03.960]  side of history and I'm speaking to the police officers I'm speaking to the
[1:52:03.960 --> 1:52:09.440]  judges I'm speaking to the lawyers you saw what happened after Nazi Germany it's
[1:52:09.440 --> 1:52:13.720]  gonna be like that times a million because it's gonna be all around the
[1:52:13.720 --> 1:52:18.200]  world and all the suffering that you put on millions and billions and billions
[1:52:18.200 --> 1:52:23.440]  of people for your own personal agenda is gonna come crashing down on you and
[1:52:23.440 --> 1:52:28.920]  you're not gonna like how it feels if they wanted this to succeed I'm gonna
[1:52:28.920 --> 1:52:32.800]  tell you right now they should have done it when people like me weren't born
[1:52:32.800 --> 1:52:36.160]  when people like you weren't born they chose the wrong time in history to try
[1:52:36.160 --> 1:52:41.200]  this shit because I'm not gonna stop you're not gonna stop and the millions
[1:52:41.200 --> 1:52:44.960]  and millions of people we woke up are not gonna stop until we get our freedom
[1:52:44.960 --> 1:52:50.480]  back we get our lives back it's that simple and I agree with listen listen
[1:52:50.480 --> 1:52:53.800]  nationalist and patriots and populace we're getting elected everywhere they
[1:52:53.800 --> 1:52:58.840]  panicked they launched their operation lockstep but they even know we're gonna
[1:52:58.840 --> 1:53:03.520]  defeat them now that's why they're so incredibly desperate but how do we like
[1:53:03.520 --> 1:53:08.560]  Jesus or those that follow his example Mahatma Gandhi or then Martin Luther
[1:53:08.560 --> 1:53:12.760]  King jr. I'm not afraid to be violent I'm not afraid to die I'm not afraid
[1:53:12.760 --> 1:53:15.120]  whatever but I know they'd use that against us they're trying to say we're
[1:53:15.120 --> 1:53:18.000]  terrorists we're about to blow stuff up because they're assaulting us with
[1:53:18.000 --> 1:53:22.000]  poison shots they're assaulting us with literal Joseph Mengele Hitler
[1:53:22.000 --> 1:53:25.120]  injections they are violating the Nuremberg code we have a right to defend
[1:53:25.120 --> 1:53:28.960]  ourselves but they're trying to trick us into confrontation Klaus Wubbs says you'll
[1:53:28.960 --> 1:53:34.160]  all be very angry and explode we will use that for great reset how do we under
[1:53:34.160 --> 1:53:39.240]  this assault not get violent but like judo use that energy like Jesus Christ
[1:53:39.240 --> 1:53:43.880]  would do against him what would Jesus Christ what would Jesus Christ do right
[1:53:43.880 --> 1:53:48.160]  now I can't say what Jesus Christ would do but I could tell you what I want to do
[1:53:48.160 --> 1:53:53.240]  and that's spread love spread compassion come from a place of love how can they
[1:53:53.240 --> 1:53:56.320]  demonize you how can they pretend you're violent how can they pretend you're
[1:53:56.320 --> 1:54:00.080]  wrong when all you're doing is advocating for freedom of choice go find
[1:54:00.080 --> 1:54:03.680]  someone that I'm asking give them a hug tell them you love them find someone to
[1:54:03.680 --> 1:54:07.280]  to jazz to tell you you love them that doesn't mean they still believe in the
