[00:00.000 --> 00:22.000]  If you are receiving this transmission, you are the resistance.
[1:20:22.000 --> 1:20:31.000]  I will be here live tomorrow with a Monday show, but I have decided, even this major war is going on,
[1:20:31.000 --> 1:20:37.000]  that I'm going to take all a few days because I've got to really think about what's happening and just somehow disconnect
[1:20:37.000 --> 1:20:42.000]  because here's the problem. Just like I know this is happening to you probably.
[1:20:42.000 --> 1:20:49.000]  I'm thinking about this all the time. I'm dreaming about this. This is all I'm doing.
[1:20:49.000 --> 1:20:56.000]  But I'm becoming very unbalanced and that's the globalist plan.
[1:20:56.000 --> 1:21:03.000]  Sometimes you've got to go to the desert. You've got to clear your brain out. You've got to get close to God.
[1:21:03.000 --> 1:21:08.000]  And sometimes only unplugging from the matrix can get you to that point.
[1:21:08.000 --> 1:21:18.000]  Owen Schreuer is coming up in T-minus 40 minutes with Sunday Live and he is loaded with key information and intel.
[1:21:18.000 --> 1:21:25.000]  Let me just do this. Let's move the whole Russia World War III stack, or stacks, excuse me.
[1:21:25.000 --> 1:21:38.000]  It's like hundreds of articles and videos. Let's move those aside and let's move this stack over here.
[1:21:38.000 --> 1:21:53.000]  This is the World Economic Forum with the Chinese Communist and the UN last week announcing their global social credit score
[1:21:53.000 --> 1:22:01.000]  through the vaccine app by law that tax and traces everything you do and that Bragg will be a great example to shut Russia down.
[1:22:01.000 --> 1:22:08.000]  So you want to be on a dog leash with them watching everything you buy, what you do, programming the blockchain tokens
[1:22:08.000 --> 1:22:14.000]  to where you can only buy goods they say you can.
[1:22:14.000 --> 1:22:18.000]  There's video across Schwab saying all that.
[1:22:18.000 --> 1:22:27.000]  And then this, Belarus's Lukashenko, who they're always calling an idiot and a moron and saying he doesn't know anything.
[1:22:27.000 --> 1:22:31.000]  So I decided to actually go research Lukashenko and I've been doing it for months.
[1:22:31.000 --> 1:22:37.000]  And you want to watch his speeches or like an hour long, it's the Alex Jones show.
[1:22:37.000 --> 1:22:46.000]  And I'm not endorsing everything he does or what he's up to there in white Russia. That's what Belarus means.
[1:22:46.000 --> 1:22:53.000]  Because you know, in the old days you go further east, people are more brown, old white Russia's, you know what they called, towards the west.
[1:22:53.000 --> 1:22:59.000]  And he comes right out and lays out everything that's really going on in the world, insane.
[1:22:59.000 --> 1:23:02.000]  That's a whole speech.
[1:23:02.000 --> 1:23:08.000]  But you know, maybe you don't like Lukashenko. He's a bad guy. Well, I got a good guy for you.
[1:23:08.000 --> 1:23:20.000]  That's right. We've got the head futurist at the World Economic Forum and we have a clip of him saying that God doesn't exist,
[1:23:20.000 --> 1:23:26.000]  but he will be a God with Bill Gates and Microsoft. I'm not kidding.
[1:23:26.000 --> 1:23:30.000]  I'm going to play you, Lukashenko's statement when we come back.
[1:23:30.000 --> 1:23:39.000]  And then I'm going to play you the World Economic Forum official head futurist saying he is a God with Bill Gates over you.
[1:23:39.000 --> 1:23:44.000]  And then it gets worse.
[1:23:44.000 --> 1:23:52.000]  Forbes is announcing that all over red states, they're rolling out the vaccine passports.
[1:23:52.000 --> 1:24:00.000]  And there's no debate and Republican governors are doing nothing.
[1:24:00.000 --> 1:24:03.000]  That's a small stack.
[1:24:03.000 --> 1:24:06.000]  Look at all these right here.
[1:24:06.000 --> 1:24:14.000]  Now, let me get back to the Russian situation. I'm going to hit these clips when we come back next segment. Let me just get back to this.
[1:24:14.000 --> 1:24:18.000]  Look at this right here. Let's just go through these headlines.
[1:24:18.000 --> 1:24:26.000]  Putin's speech. Russia has no other option but to launch Ukraine invasion because West deceived us about NATO expansion.
[1:24:26.000 --> 1:24:33.000]  Putin threatens nuclear forces now on launch level.
[1:24:33.000 --> 1:24:40.000]  That's all just horrible. Putin puts nuclear forces on high alert escalating tensions.
[1:24:40.000 --> 1:24:45.000]  Red alert. Putin puts nuclear combat on ready.
[1:24:45.000 --> 1:24:51.000]  Bank runs underway in Russia as US EU agree to cut off country from Swift system.
[1:24:51.000 --> 1:25:02.000]  You mean the globalist bankers are beta testing what they just did to the Canadian truckers in Ottawa to do to Russia and you and everybody else.
[1:25:02.000 --> 1:25:05.000]  That's what's really going on here.
[1:25:05.000 --> 1:25:18.000]  But don't worry when Russia sees this, the new Joint Chiefs of Staff, if you can call these women, I wouldn't be against some of the women I know being there,
[1:25:18.000 --> 1:25:26.000]  but if they actually had the background and the work and the dedication, but no, these are the women that are going to take on the Russians and win everything.
[1:25:26.000 --> 1:25:28.000]  What a joke.
[1:25:28.000 --> 1:25:36.000]  Dr. Mommy's proud. Turns out Snake Island border guards who told Russia worship to go after yourself may still be alive.
[1:25:36.000 --> 1:25:40.000]  Why even Reuters and AP reporting that it looks like it's a fake story.
[1:25:40.000 --> 1:25:47.000]  Gee, if it's too good to be true, it usually is. But if I would have questioned it earlier, I would have been bad.
[1:25:47.000 --> 1:25:54.000]  But just when you think things can't get even more insane, remember amid Putin's invasion of Ukraine and terror,
[1:25:54.000 --> 1:26:01.000]  tens of thousands dead, Joy Bayard complains it's ruined her trip to Italy.
[1:26:01.000 --> 1:26:07.000]  She's so tone deaf, she doesn't even know what she said or what she did.
[1:26:07.000 --> 1:26:15.000]  But when you think it can't get any worse than that, it gets way, way worse.
[1:26:15.000 --> 1:26:24.000]  With George W. Kochhead Bush, who's now a vegetable, reportedly can't even wipe his ass.
[1:26:24.000 --> 1:26:34.000]  This guy, Mr. Warmonger, Mr. Antigone, Mr. Leftist slams Putin for illegal invasion and boy did Twitter react.
[1:26:34.000 --> 1:26:39.000]  Because you can say whatever you want about Putin. I don't like the war he launched, but I get why he did it.
[1:26:39.000 --> 1:26:47.000]  This guy lied about WMDs and invaded Iraq and just slaughtered tens of thousands of millions of data starvation.
[1:26:47.000 --> 1:26:54.000]  And now he's going to tell you, don't invade a country when Iraq was 6,000 miles from New York City.
[1:26:54.000 --> 1:27:02.000]  And was it involved in 9-11? Saudi Arabia was, his partners.
[1:27:02.000 --> 1:27:09.000]  And then Ukraine is on the Russian border with NATO weapons attacking, and the left is just loving him now.
[1:27:09.000 --> 1:27:14.000]  Oh, W, we love you.
[1:27:14.000 --> 1:27:23.000]  Meanwhile, Biden administration freezes new oil and gas drilling leases despite recent court-ordered injunction.
[1:27:23.000 --> 1:27:29.000]  The courts say, don't turn off Keystone, don't turn off all our things, don't turn off the Gulf of Mexico.
[1:27:29.000 --> 1:27:36.000]  And Biden says, screw you, I cut off the Russian pipeline, I cut off the Israeli pipeline, I cut off the American pipeline,
[1:27:36.000 --> 1:27:50.000]  because I want to hurt little people, because all those Soros and Bill Gates and Warren Buffett-owned pipelines are just making so much money right now.
[1:27:50.000 --> 1:28:00.000]  Total exploitation, anti-free market, anti-prosperity model.
[1:28:00.000 --> 1:28:08.000]  And it just goes on and on and on and on. But don't worry, he's getting ready to have a State of the Union.
[1:28:08.000 --> 1:28:16.000]  We're old socky, old scratch.
[1:28:16.000 --> 1:28:23.000]  He's going to tell you everything's wonderful. You talk about delusional, this is the definition of it.
[1:28:23.000 --> 1:28:31.000]  Meanwhile, the real footage coming out of Ukraine shows Russian and Ukrainian troops guarding Chernobyl together.
[1:28:31.000 --> 1:28:34.000]  This is going to be a mix of things that happen with the troops, but it is a mess.
[1:28:34.000 --> 1:28:39.000]  And they go, oh, Russia's doing a horrible job invading. What do you think a real ground invasion looks like?
[1:28:39.000 --> 1:28:48.000]  It looks like a disaster zone, which it is. So much more coming up ahead of the war room tonight.
[1:28:48.000 --> 1:28:52.000]  I got a bunch of footage I want to get to of what's happening in the Ukraine.
[1:28:52.000 --> 1:28:59.000]  Pray for peace, prepare for war.
[1:28:59.000 --> 1:29:07.000]  The globalists are bombarding us with propaganda and with spiritual warfare and with poisons and chemicals added to the food.
[1:29:07.000 --> 1:29:15.000]  All come out. And they're doing that not because we're weak, but because we're made the image of God, the Creator, and we are powerful.
[1:29:15.000 --> 1:29:23.000]  And the social engineers fear that so much. So that's why I repeat that famous Internet saying that nobody knows who first came up with the boy.
[1:29:23.000 --> 1:29:26.000]  Is it true?
[1:29:26.000 --> 1:29:32.000]  The propaganda would not be necessary if the situation was hopeless.
[1:29:32.000 --> 1:29:40.000]  All their propaganda and all their lies and all their evil and all their cultural death, because they know we are strong.
[1:29:40.000 --> 1:29:44.000]  And they know in the end they signed on to God of this world who is a loser.
[1:29:44.000 --> 1:29:48.000]  And that's why it's so important that everybody keep them full wars in the air now more than ever.
[1:29:48.000 --> 1:29:54.000]  Because even if you don't believe in God, what the globalists are manifesting and setting up is safety.
[1:29:54.000 --> 1:29:58.000]  And we are opposing the one world government and the mark of the beast they just announced.
[1:29:58.000 --> 1:30:06.000]  UN-run contact tracers aren't coming. They're here all over the world from Australia to the United States, from Canada to Germany.
[1:30:06.000 --> 1:30:16.000]  These tyrants are tracking everything you do, everywhere you go, then coming to your house and threatening in some cases actually taking people away into the night to their facilities.
[1:30:16.000 --> 1:30:25.000]  And they're planning in the next year to expand their shield process where they come and take, quote, healthy people away and put them in facilities for their safety.
[1:30:25.000 --> 1:30:31.000]  This is nothing less than martial law. And one big thing you can do to fight back is to get high quality Faraday cages.
[1:30:31.000 --> 1:30:38.000]  Many of which are made here in America and are very compliant, meaning U.S. government military grade at infowarstore.com.
[1:30:38.000 --> 1:30:44.000]  We have the entire line of silent pocket ready to ship to you when you visit infowarstore.com.
[1:30:44.000 --> 1:30:51.000]  Again, we have big backpacks, we have special dry bags, we've got them for cell phones, we've got them for laptops, we've got them for iPads.
[1:30:51.000 --> 1:30:59.000]  It's all there at infowarstore.com. So protect your privacy today and support the infowar at infowarstore.com.
[1:30:59.000 --> 1:31:11.000]  Sold out for months, X3 is now back in stock. Ladies and gentlemen, just like our information is game changing, our products are game changing and so many people are deficient in iodine.
[1:31:11.000 --> 1:31:25.000]  We don't have the soil anymore, most of the ocean is contaminated, but when you get high quality tri-iodine, all three of the healthy types together, it does amazing things for your stamina, your libido, but most importantly your immune system.
[1:31:25.000 --> 1:31:35.000]  So, X3, the only tri-iodine on the market, highest grade, is now exclusively available again at 50% off at infowarstore.com.
[1:31:35.000 --> 1:31:43.000]  If you've not experienced clean, pure iodine, and what it does for your body takes about two weeks to get on average, you really need to experience X3.
[1:31:43.000 --> 1:31:56.000]  Those of you that have tried it and used it, I know you're going to be reordering it, but particularly those that haven't ever tried the product, you need it because it's amazing what it does for your body, it's the good halogen, not the bad halogen, and it funds the infowar, a true 360 win.
[1:31:56.000 --> 1:32:00.000]  So again, X3, back in stock, 50% off for a limited time.
[1:32:00.000 --> 1:32:11.000]  So I did it. I signed up for the Austin Marathon. I've been training, probably not as much as they should be, but thank goodness for prayer and thank goodness for infowarstore.com.
[1:32:11.000 --> 1:32:28.000]  Before I start out on a run, I throw down some Turbo Force to give me that energy I need to get going. Besides the energy, Turbo Force, it is giving me the vitamins I need, like vitamin C to keep me healthy, and the essential B vitamins, plus the amino acids for sustained energy,
[1:32:28.000 --> 1:32:37.000]  giving me the best chance at getting through the training. And then every day now, I'm taking Dr. Jones's Sorilus, I have bad joints, thanks mom.
[1:32:37.000 --> 1:32:44.000]  So this is great for giving my joints the extra support they need right now, plus inflammation support and extra flexibility.
[1:32:44.000 --> 1:32:48.000]  The quick release capsules help me recover fast so I can get back to the training.
[1:32:48.000 --> 1:32:59.000]  Even if you're not crazy enough to take on a marathon, good news, Turbo Force, that can still give you the energy and clarity you need for every day, and Sorilus can keep you moving and feeling great at any age.
[1:33:19.000 --> 1:33:26.000]  If you are receiving this transmission, you are the Resistance. You're listening to Alex Jones.
[1:33:26.000 --> 1:33:50.000]  All right folks, Leo Zagami is a best-selling author, researcher, Vatican expert, and also an expert on what's been happening in Russia.
[1:33:50.000 --> 1:34:00.000]  Leo Zagami.com, and I thought I would get him on, man, during the breaks I'm reviewing footage, a lot of which I don't want to put on air, of Ukrainians getting killed, Russians getting killed,
[1:34:00.000 --> 1:34:10.000]  of people, men, women and children trying to get on trains to Poland, and they're trying to keep men from getting on, they're putting women and children on,
[1:34:10.000 --> 1:34:19.000]  and so some Africans and some Indians are trying to push to the head of the line, it's being called racist, but I wouldn't review the footage, they're not letting men on as well.
[1:34:19.000 --> 1:34:26.000]  Just all sorts of insane stuff happening, and it's just a nightmare.
[1:34:26.000 --> 1:34:36.000]  And then I look at all of the other things that are unfolding where they're pulling people over and asking where they live and who they are,
[1:34:36.000 --> 1:34:42.000]  and if they're Russian, which half of Ukraine is ethnically Russian, they're just gunning them down the streets.
[1:34:42.000 --> 1:34:52.000]  I've got some of that footage coming up next segment, so this is a real war, it's a big war, and it's going to get a lot worse before it gets better.
[1:34:52.000 --> 1:35:02.000]  The President of Ukraine and Putin's people are meeting on the border with Belarus and Ukraine right now, we'll see what happens with that,
[1:35:02.000 --> 1:35:11.000]  but Leo Zagami, I really appreciate you coming on, you've been saying this war was coming, you've been really accurate, what's really going on in your view?
[1:35:11.000 --> 1:35:26.000]  Well, thank you for having me on, and yes, for years I knew that this war was coming to Europe, since I was told back in 2002 by members of Vladimir Putin's administration
[1:35:26.000 --> 1:35:42.000]  that Europe was inevitably going to have a crisis at one point or the other, and that will be the moment in which they will not liberate Europe like they tried to do in the First World War,
[1:35:42.000 --> 1:36:02.000]  ending up with really heavy consequences that after led also to the revolution, but also, of course, we have another important problem here, because you are talking about a country Russia that has certain values
[1:36:02.000 --> 1:36:15.000]  and that after the fall of the Soviet Union doesn't really want to fully be forced into this oppressive embracing of the values we have here in the West,
[1:36:15.000 --> 1:36:24.000]  so the actual situation at the moment is confusing, because we don't really understand the Russian culture.
[1:36:24.000 --> 1:36:35.000]  And in that meeting I had in 2002, it was at the Bolshoi where I was actually doing an event for the victims, children, victims of terrorism,
[1:36:35.000 --> 1:36:45.000]  there were various diplomats, and I could see already back then that India and China's ambassadors were very close to Russia,
[1:36:45.000 --> 1:36:57.000]  and at the same time, like I said, they said if we will be forced to go further with the war to Europe, at that point we will invade Europe and we will stay in Europe,
[1:36:57.000 --> 1:37:07.000]  because even in the Second World War they told me, Leo, we had heavy consequences, we helped liberate Berlin and look at what we got in return.
[1:37:07.000 --> 1:37:15.000]  I mean, so for them, it's like looking at the past and wanting to repeat the same mistakes.
[1:37:15.000 --> 1:37:24.000]  Now, we had some treaties that were signed in the early stages immediately after the fall of the Soviet Union,
[1:37:24.000 --> 1:37:31.000]  and those treaties had a meaning because they were built to maintain an equilibrium.
[1:37:31.000 --> 1:37:40.000]  Unfortunately, Boris Yeltsin, who was the first president of the Russian Federation, was a drunken fool.
[1:37:40.000 --> 1:37:45.000]  He was actually from the mid-90s, he had a really serious alcoholic problem.
[1:37:45.000 --> 1:37:57.000]  He basically turned the other side, Winbill Clinton, and the others suddenly got the Baltic states involved with NATO.
[1:37:57.000 --> 1:38:09.000]  And there was a really heavy crisis, economically speaking, in Russia at that time, especially in 1998, just a year prior to Vladimir Putin coming to power.
[1:38:09.000 --> 1:38:19.000]  I started going into Russia because I was working as an artist, as a record producer, but also in the cultural field.
[1:38:19.000 --> 1:38:28.000]  And I was involved also in a meeting Vladimir Putin, both in Moscow in 2002, briefly,
[1:38:28.000 --> 1:38:35.000]  and in the early stages when he was still a mayor in St. Petersburg, I remember.
[1:38:35.000 --> 1:38:38.000]  And he really changed Russian politics.
[1:38:38.000 --> 1:38:43.000]  You have to understand that in the middle of the 90s, Russia was basically like the Wild Wild West.
[1:38:43.000 --> 1:38:48.000]  People were literally shooting themselves in the street because after the fall of the Soviet Union,
[1:38:48.000 --> 1:38:53.000]  most of the KGB agents ended up becoming the Russian mafia.
[1:38:53.000 --> 1:39:01.000]  One person who didn't follow that kind of path and went instead into politics was of course Vladimir Putin,
[1:39:01.000 --> 1:39:07.000]  who was a cultural attaché for a long time in East Germany,
[1:39:07.000 --> 1:39:15.000]  but in reality he was the head of the whole intelligent system apparatus that also had under him
[1:39:15.000 --> 1:39:19.000]  not only the KGB, but also the Stasi officers.
[1:39:19.000 --> 1:39:23.000]  I've been told that off record by some pretty famous CIA people
[1:39:23.000 --> 1:39:28.000]  that Putin was actually a secret liaison during the Cold War in Germany.
[1:39:28.000 --> 1:39:30.000]  That's why they know him.
[1:39:30.000 --> 1:39:35.000]  Yeah, he officially was a cultural attaché, but in reality he controlled,
[1:39:35.000 --> 1:39:40.000]  not only he had to make sure that everything was in check,
[1:39:40.000 --> 1:39:46.000]  but he had one million soldiers, Russian soldiers in Eastern Germany at that time.
[1:39:46.000 --> 1:39:50.000]  So imagine the responsibility of this man.
[1:39:50.000 --> 1:39:54.000]  So he had a responsibility the whole time long before he came in and was vice president.
[1:39:54.000 --> 1:39:57.000]  Why did he invade? What do you think is about to happen, Leo?
[1:39:57.000 --> 1:40:01.000]  Because obviously he's put the nuclear forces on the next to highest alert,
[1:40:01.000 --> 1:40:05.000]  the next alerts launching the missiles. What's going on?
[1:40:05.000 --> 1:40:08.000]  Well, first of all, there is different levels to the pyramids.
[1:40:08.000 --> 1:40:11.000]  If you go on top of the pyramid, there is definitely a Klaus Schwab
[1:40:11.000 --> 1:40:15.000]  who is very happy about all these sanctions because they're going to cripple the world economy
[1:40:15.000 --> 1:40:20.000]  and we're all going to end up earning basically only nothing and being happy.
[1:40:20.000 --> 1:40:22.000]  At least that's what he says.
[1:40:22.000 --> 1:40:26.000]  So we have to understand that Vladimir Putin was a young member
[1:40:26.000 --> 1:40:30.000]  of the World Economic Forum, a leader just like Angela Merkel,
[1:40:30.000 --> 1:40:34.000]  who used to be also by the way a Stasi agent, just like Schultz, by the way.
[1:40:34.000 --> 1:40:39.000]  So these people have a little bit more behind the scenes
[1:40:39.000 --> 1:40:44.000]  that they are not really admitting, more connections that they are really admitting.
[1:40:44.000 --> 1:40:51.000]  But the truth is that the future is basically about recovering the whole Soviet Union
[1:40:51.000 --> 1:40:53.000]  in time for the centenary.
[1:40:53.000 --> 1:40:59.000]  This year is the centenary of the Soviet Union that went on from 1922 to 1991.
[1:40:59.000 --> 1:41:05.000]  Now, in 1991, when they did a poll in Ukraine about how many,
[1:41:05.000 --> 1:41:08.000]  because they did a poll in the whole Soviet Union,
[1:41:08.000 --> 1:41:14.000]  a poll to see how many people from each republic wanted to maintain
[1:41:14.000 --> 1:41:17.000]  their presence in the Soviet Republic, in the Soviet Union.
[1:41:17.000 --> 1:41:21.000]  Now, that poll didn't really end up having any relevance
[1:41:21.000 --> 1:41:25.000]  because after there was a coup and the Soviet Union came to an end.
[1:41:25.000 --> 1:41:32.000]  But in Ukraine, for example, over 70% of the population wanted to be with the Soviet Union.
[1:41:32.000 --> 1:41:40.000]  So you see, then there was, in 1994, another poll conducted in Ukraine,
[1:41:40.000 --> 1:41:47.000]  in which in Luansk, the people there were rather happy to have an independent Ukraine,
[1:41:47.000 --> 1:41:51.000]  as long as they recognized the Russian language and the Russian culture.
[1:41:51.000 --> 1:41:56.000]  Unfortunately, in 1990, just a year prior to the fall of the Soviet Union,
[1:41:56.000 --> 1:42:01.000]  George Soros had, of course, opened his own foundation in Ukraine.
[1:42:01.000 --> 1:42:07.000]  And from that moment onwards, he has become really in charge of the whole politics there.
[1:42:07.000 --> 1:42:12.000]  And so is there any doubt that NATO shipping weapons in and Soros being involved
[1:42:12.000 --> 1:42:15.000]  is antagonized, Russia to come in?
[1:42:15.000 --> 1:42:17.000]  They have been antagonized for years.
[1:42:17.000 --> 1:42:21.000]  In 2007, already at the Munich Security Council,
[1:42:21.000 --> 1:42:28.000]  there was a Vladimir Putin warning the West that they were basically forcing Russia
[1:42:28.000 --> 1:42:32.000]  into a new Cold War, not respecting these treaties.
[1:42:32.000 --> 1:42:38.000]  I mean, for us here now, in the year 2022, mostly for all those Leptards
[1:42:38.000 --> 1:42:44.000]  who go to Leptard universities, they don't realize that treaties have a very important meaning.
[1:42:44.000 --> 1:42:48.000]  And when you don't respect those treaties over and over again,
[1:42:48.000 --> 1:42:51.000]  and Russia also asked from 2015 onwards...
[1:42:51.000 --> 1:43:15.000]  Leo Zagami, stay right there. We'll come right back to you.
[1:43:22.000 --> 1:43:27.000]  Old, young, black, white, it doesn't matter. You need what's in when you're son and then.
[1:43:27.000 --> 1:43:32.000]  We have brain force, ultra, super fast acting, amazing, clean,
[1:43:32.000 --> 1:43:38.000]  neutropic system that is a compliment to brain force plus, and of course, turbo force.
[1:43:38.000 --> 1:43:42.000]  All three of these are different formulas, but all three of them take your mind
[1:43:42.000 --> 1:43:46.000]  and take your focus and clarity and alertness to the next level.
[1:43:46.000 --> 1:43:51.000]  That is 40% off at infowarstore.com for a limited time.
[1:43:51.000 --> 1:43:54.000]  Thank you all for your support. If you haven't tried these products,
[1:43:54.000 --> 1:43:56.000]  you really need to because they are amazing.
[1:43:56.000 --> 1:44:17.000]  Thank you all for watching.
[1:44:26.000 --> 1:44:36.000]  We'll see you in the next video.
[1:44:56.000 --> 1:45:19.000]  Get ready at infowarstore.com.
[1:45:19.000 --> 1:45:21.000]  Brother, I'm so glad you called elaborate on this.
[1:45:21.000 --> 1:45:26.000]  Yes, now is the time in your small town or your big city to write something on the bathroom wall
[1:45:26.000 --> 1:45:30.000]  or to put a sticker on your car or banner hangs over highways
[1:45:30.000 --> 1:45:32.000]  and it will be a chain reaction.
[1:45:32.000 --> 1:45:34.000]  What do you recommend people say on these banner hangs?
[1:45:34.000 --> 1:45:35.000]  I have a few ideas.
[1:45:35.000 --> 1:45:37.000]  First of all, health care is really important.
[1:45:37.000 --> 1:45:38.000]  It's not a farm.
[1:45:38.000 --> 1:45:39.000]  A rest house.
[1:45:39.000 --> 1:45:40.000]  A rest house.
[1:45:40.000 --> 1:45:41.000]  A vaccine is poison.
[1:45:41.000 --> 1:45:42.000]  There's tons of things.
[1:45:42.000 --> 1:45:43.000]  I said, just keep it short.
[1:45:43.000 --> 1:45:44.000]  Keep it concise.
[1:45:44.000 --> 1:45:45.000]  I agree. A rest fountain.
[1:45:45.000 --> 1:45:46.000]  A rest bill gates.
[1:45:46.000 --> 1:45:48.000]  The COVID-19 vaccine is poison.
[1:45:48.000 --> 1:45:49.000]  Beautiful.
[1:45:49.000 --> 1:45:51.000]  It's ways that we could all be involved if we could all be affected.
[1:45:51.000 --> 1:45:53.000]  So that's what I'm calling about.
[1:45:53.000 --> 1:45:54.000]  God bless you, Chris.
[1:45:54.000 --> 1:45:57.000]  In Atlanta, I really, really appreciate you calling us today.
[1:45:57.000 --> 1:46:05.000]  Thank you so much.
[1:46:05.000 --> 1:46:09.000]  From the words of Chuck Paulinik's Fight Club,
[1:46:09.000 --> 1:46:13.000]  dear globalist leaders of the great reset,
[1:46:13.000 --> 1:46:15.000]  the people you're trying to step on,
[1:46:15.000 --> 1:46:17.000]  we're everyone you depend on.
[1:46:17.000 --> 1:46:19.000]  People who do your laundry and cook your food
[1:46:19.000 --> 1:46:21.000]  and serve your dinner.
[1:46:21.000 --> 1:46:22.000]  We make your bed.
[1:46:22.000 --> 1:46:24.000]  We guard you while you're asleep.
[1:46:24.000 --> 1:46:25.000]  We drive the ambulances.
[1:46:25.000 --> 1:46:27.000]  We direct your call.
[1:46:27.000 --> 1:46:29.000]  We are cooks and we are taxi drivers
[1:46:29.000 --> 1:46:31.000]  and we know everything about you.
[1:46:31.000 --> 1:46:33.000]  We process your insurance claims
[1:46:33.000 --> 1:46:35.000]  and credit card charges.
[1:46:35.000 --> 1:46:37.000]  We control every part of your life.
[1:46:37.000 --> 1:46:39.000]  We are the middle children of history
[1:46:39.000 --> 1:46:41.000]  raised by television to believe
[1:46:41.000 --> 1:46:43.000]  that someday we'll be millionaires
[1:46:43.000 --> 1:46:45.000]  and movie stars.
[1:46:45.000 --> 1:46:46.000]  But we won't.
[1:46:46.000 --> 1:46:48.000]  And we're just learning this fact.
[1:46:48.000 --> 1:46:51.000]  So don't fuck with us.
[1:46:51.000 --> 1:46:59.000]  Support independent media at infowarstore.com.
[1:46:59.000 --> 1:47:01.000]  Leading a frontal assault
[1:47:01.000 --> 1:47:04.000]  on the lies of the New World Order,
[1:47:04.000 --> 1:47:09.000]  it's Alex Jones.
[1:47:09.000 --> 1:47:14.000]  You know, I got to get Leo Zagami on this week
[1:47:14.000 --> 1:47:16.000]  for a full hour on the weekday show.
[1:47:16.000 --> 1:47:18.000]  There is 11 a.m. at 3 p.m. Central.
[1:47:18.000 --> 1:47:20.000]  The Sunday show, obviously, is very important.
[1:47:20.000 --> 1:47:22.000]  A lot of folks are tuning in right now.
[1:47:22.000 --> 1:47:24.000]  We've got triple the audience we normally do.
[1:47:24.000 --> 1:47:25.000]  We can see it.
[1:47:25.000 --> 1:47:26.000]  People are tuned in concerned.
[1:47:26.000 --> 1:47:28.000]  And I've tried to do the best job I can,
[1:47:28.000 --> 1:47:30.000]  but I'm just so frustrated by this.
[1:47:30.000 --> 1:47:32.000]  Because I'm not even taking sides.
[1:47:32.000 --> 1:47:36.000]  I mean, I see the globalist starting a war with Russia
[1:47:36.000 --> 1:47:39.000]  than putting the Ukrainians in the middle of it.
[1:47:39.000 --> 1:47:41.000]  So Leo is an expert on this stuff.
[1:47:41.000 --> 1:47:43.000]  He's explained to you that,
[1:47:43.000 --> 1:47:45.000]  not just as a journalist, but he's somebody
[1:47:45.000 --> 1:47:49.000]  that's been in the actual secret societies over in Italy,
[1:47:49.000 --> 1:47:51.000]  that Klaus Schwab and the globalists on the top
[1:47:51.000 --> 1:47:53.000]  are getting power and control out of this.
[1:47:53.000 --> 1:47:56.000]  But on the ground, we're all going to pay more,
[1:47:56.000 --> 1:48:01.000]  whether we're Russian or Ukrainian or German or American.
[1:48:01.000 --> 1:48:03.000]  It doesn't matter.
[1:48:03.000 --> 1:48:07.000]  And it's a terrible thing.
[1:48:07.000 --> 1:48:11.000]  So what's your intel on how this is actually going for Russia,
[1:48:11.000 --> 1:48:13.000]  going for Ukraine?
[1:48:13.000 --> 1:48:15.000]  Do you think a peace deal will be made?
[1:48:15.000 --> 1:48:17.000]  What's your intel on what's really happening?
[1:48:17.000 --> 1:48:19.000]  And where do you expect this to go?
[1:48:19.000 --> 1:48:21.000]  And what will some of the globalists think now
[1:48:21.000 --> 1:48:22.000]  that Putin's done this?
[1:48:22.000 --> 1:48:25.000]  Because he obviously wants their respect to know
[1:48:25.000 --> 1:48:27.000]  he's drawn a red line.
[1:48:27.000 --> 1:48:31.000]  First of all, I want to straighten up this propaganda
[1:48:31.000 --> 1:48:33.000]  that is coming out of Russia with thousands of people
[1:48:33.000 --> 1:48:34.000]  getting arrested.
[1:48:34.000 --> 1:48:39.000]  I mean, Russia has a population of 144 million people
[1:48:39.000 --> 1:48:42.000]  who back President Vladimir Putin.
[1:48:42.000 --> 1:48:44.000]  If 3,000 people get arrested,
[1:48:44.000 --> 1:48:47.000]  and those 3,000 people, I know for sure,
[1:48:47.000 --> 1:48:49.000]  belong to organizations,
[1:48:49.000 --> 1:48:52.000]  Western organizations financed by the West.
[1:48:52.000 --> 1:48:55.000]  They, of course, get money also by George Soros.
[1:48:55.000 --> 1:48:58.000]  It's not relevant for real Russian of the working class.
[1:48:58.000 --> 1:49:01.000]  Those real Russians who actually,
[1:49:01.000 --> 1:49:05.000]  great-grandfathers participated to the Russian Revolution,
[1:49:05.000 --> 1:49:09.000]  those people are not the people who are marching today in Russia.
[1:49:09.000 --> 1:49:11.000]  Those are basically...
[1:49:11.000 --> 1:49:13.000]  I don't mean to interrupt you, Leo,
[1:49:13.000 --> 1:49:15.000]  but you're usually somewhat critical of Putin.
[1:49:15.000 --> 1:49:17.000]  That's why I wanted to get you on.
[1:49:17.000 --> 1:49:19.000]  But you seem right now to be explaining
[1:49:19.000 --> 1:49:21.000]  the whole Russian perspective.
[1:49:21.000 --> 1:49:25.000]  I want to be objective with what I know about what's happening.
[1:49:25.000 --> 1:49:29.000]  I mean, I have greater respect for the resistance in Ukraine
[1:49:29.000 --> 1:49:31.000]  that is giving their life...
