[00:00.000 --> 00:01.000]  Nails.
[1:09:08.160 --> 1:09:12.480]  This is a grave challenge in the United States and Europe, thunders the Bush regime's mouthpiece
[1:09:12.480 --> 1:09:15.200]  a.k.a. the liberal media.
[1:09:15.200 --> 1:09:19.200]  Thirsting for blood, the liberal media declares the United States and its NATO allies must
[1:09:19.200 --> 1:09:24.800]  together impose a price on Russia, and it goes on.
[1:09:24.800 --> 1:09:26.800]  That's an exclusive, this isn't even out yet.
[1:09:26.800 --> 1:09:30.640]  I want to go to one of our other contributors who contributes each week, and that's Bob Chapman
[1:09:30.640 --> 1:09:31.840]  of the International Forecaster.
[1:09:31.840 --> 1:09:37.440]  I will then get to Greg in Fort Worth, Pam in New York, Carl in Canada, Randy in Chicago,
[1:09:37.440 --> 1:09:43.280]  Mike in New Jersey, and others that are holding while Bob Chapman rides shotgun with us.
[1:09:43.280 --> 1:09:47.880]  Bob Chapman of course worked in intelligence against the Russians, then he became the largest
[1:09:47.880 --> 1:09:53.360]  gold and silver broker in the world and has had the largest financial newsletter out there.
[1:09:53.360 --> 1:09:57.240]  And he is also one of the granddaddies in the movement against fighting the New World Order
[1:09:57.240 --> 1:10:00.560]  the last 50 years, and Bob Chapman joins us.
[1:10:00.560 --> 1:10:06.200]  Bob, since you were on Friday analyzing what was happening, there's been a lot of new developments.
[1:10:06.200 --> 1:10:11.040]  Russia has now sent its fleet in, has been engaging, Georgian ships, the Georgians tried
[1:10:11.040 --> 1:10:18.360]  to attack another area of southern Russia as well.
[1:10:18.360 --> 1:10:24.480]  We have those reports, Abkhazia as well, and they repulsed that attack.
[1:10:24.480 --> 1:10:28.800]  The Georgians, even though they claim to cease fire, are still attacking.
[1:10:28.800 --> 1:10:34.720]  This is just unbelievable, and most US newspapers are saying Russia attacked Georgia, a new level
[1:10:34.720 --> 1:10:40.080]  of disregard of the people treating us like complete morons, but I guess we are morons,
[1:10:40.080 --> 1:10:42.080]  so why not?
[1:10:42.080 --> 1:10:44.000]  Bob Chapman, thanks for coming on with us.
[1:10:44.000 --> 1:10:48.760]  Well, thank you, it's very nice to be here again.
[1:10:48.760 --> 1:10:56.480]  As I said, I guess it was on Thursday, Friday, Friday, that Russia would expand this.
[1:10:56.480 --> 1:10:59.280]  And they had no choice.
[1:10:59.280 --> 1:11:06.040]  The whole climate of relations now have changed severely between Russia, Western Europe, England,
[1:11:06.040 --> 1:11:08.080]  and the United States.
[1:11:08.080 --> 1:11:14.280]  And everybody who reads into this sort of thing, like Dr. Robertson myself and writes
[1:11:14.280 --> 1:11:17.920]  about it, knows that it's a setup.
[1:11:17.920 --> 1:11:20.400]  They want a Cold War.
[1:11:20.400 --> 1:11:30.120]  They want to divert attention from the horrible economic and financial condition that's going
[1:11:30.120 --> 1:11:35.200]  on now in the Western world, and this is a diversion.
[1:11:35.200 --> 1:11:42.520]  And at the same time, they geopolitically are trying to outflank Russia by, eventually,
[1:11:42.520 --> 1:11:49.680]  hopefully, from the US standpoint, or the neocon standpoint, of bringing NATO into this
[1:11:49.680 --> 1:11:53.840]  whole thing, and NATO into Georgia.
[1:11:53.840 --> 1:12:02.400]  The fact that I got one of my people who does intelligence work for me, has been watching
[1:12:02.400 --> 1:12:12.680]  the satellite out of Moscow, and also a number of reports from Al-Jazeera, however it's
[1:12:12.680 --> 1:12:13.680]  print out.
[1:12:13.680 --> 1:12:14.680]  What is it again?
[1:12:14.680 --> 1:12:15.680]  Al-Jazeera.
[1:12:15.680 --> 1:12:17.320]  Al-Jazeera.
[1:12:17.320 --> 1:12:26.160]  And they reported long before the President of the United States that over 2,000 people
[1:12:26.160 --> 1:12:31.280]  have been killed, almost all of them civilians, incidentally.
[1:12:31.280 --> 1:12:39.400]  The Blackwater, and I believe it's back Blackwater, that's what they're being called, American
[1:12:39.400 --> 1:12:45.080]  Trainers, and the Israeli Mossad contractors.
[1:12:45.080 --> 1:12:46.080]  That's right.
[1:12:46.080 --> 1:12:50.880]  Israeli publications are reporting since Friday, very proudly, that 1,000 Israeli contractors
[1:12:50.880 --> 1:12:51.880]  are leading the attack.
[1:12:51.880 --> 1:12:53.400]  This is unbelievable.
[1:12:53.400 --> 1:12:54.400]  Right.
[1:12:54.400 --> 1:13:06.200]  And so the next move will be by Russia, that they will totally pacify Georgia, and move
[1:13:06.200 --> 1:13:07.720]  in there.
[1:13:07.720 --> 1:13:16.040]  And then the United States will retaliate, and then Russia will turn their nuclear weapons
[1:13:16.040 --> 1:13:19.840]  westward again toward the United States and Western Europe.
[1:13:19.840 --> 1:13:22.200]  Well, that's now been announced, actually.
[1:13:22.200 --> 1:13:25.080]  Well, I can't catch it all like you do.
[1:13:25.080 --> 1:13:27.480]  No, no, no, I'm saying that you're correct.
[1:13:27.480 --> 1:13:35.640]  Yeah, I came back early this morning from golfing, and I had 532 emails.
[1:13:35.640 --> 1:13:37.400]  So I had my hands full today.
[1:13:37.400 --> 1:13:42.440]  But the point is that they're gearing up for another war.
[1:13:42.440 --> 1:13:46.040]  I think right after the election, they're going to go for a draft.
[1:13:46.040 --> 1:13:47.040]  I think there's a good chance of this.
[1:13:47.040 --> 1:13:48.040]  Well, that's what McCain said.
[1:13:48.040 --> 1:13:51.840]  He said, quote, a World War III starts, then we'll need a draft.
[1:13:51.840 --> 1:13:56.880]  And meanwhile, Jerusalem Post, AP reporting, Friday, two U.S. aircraft carriers are indeed
[1:13:56.880 --> 1:14:00.760]  as we reported during the week with rumors from sources that they thought they were
[1:14:00.760 --> 1:14:01.760]  going there.
[1:14:01.760 --> 1:14:05.800]  Now they admit they're going to the Gulf, beefing up the other two task forces that
[1:14:05.800 --> 1:14:06.800]  are there.
[1:14:06.800 --> 1:14:09.960]  This on the heels of the New Yorker Magazine reporting, Dick Cheney wanted to stage terror
[1:14:09.960 --> 1:14:14.480]  attacks blowing up U.S. ships using Navy SEALs to blame it on Iran.
[1:14:14.480 --> 1:14:20.360]  How does this attack on Russia feed into the overall plan to attack Iran?
[1:14:20.360 --> 1:14:22.600]  You're still saying you don't think that attacks on.
[1:14:22.600 --> 1:14:26.080]  I don't know that it's part of that.
[1:14:26.080 --> 1:14:27.080]  It may be.
[1:14:27.080 --> 1:14:32.440]  But I don't have enough intelligence sources to give me the information that that in fact
[1:14:32.440 --> 1:14:33.440]  is so.
[1:14:33.440 --> 1:14:34.440]  Okay.
[1:14:34.440 --> 1:14:35.440]  Let's shift gears.
[1:14:35.440 --> 1:14:36.440]  Go ahead.
[1:14:36.440 --> 1:14:44.240]  I do know that the entire area in the Mediterranean, as well as off of the Ukraine and in that
[1:14:44.240 --> 1:14:49.160]  entire area, is alive with Russian submarines.
[1:14:49.160 --> 1:14:53.480]  And if the United States thinks that they're going to send a great flow tiller in there
[1:14:53.480 --> 1:14:58.080]  and nothing's going to happen to it, I get news for you if they start fighting me.
[1:14:58.080 --> 1:15:03.400]  Well, the Russians are already sinking Georgian ships right now.
[1:15:03.400 --> 1:15:04.400]  Right.
[1:15:04.400 --> 1:15:07.640]  But American ships are a different story.
[1:15:07.640 --> 1:15:11.400]  And I think that they're being led right into a trap.
[1:15:11.400 --> 1:15:19.040]  And I noticed that Ukraine said that they were no longer going to allow Russia to use
[1:15:19.040 --> 1:15:26.360]  the facilities on the Black Sea, which they have at least for 17 more years on that property.
[1:15:26.360 --> 1:15:30.880]  And I get news for the Ukraine.
[1:15:30.880 --> 1:15:33.960]  Get used to it because the Russians are going to be there.
[1:15:33.960 --> 1:15:36.240]  And if you argue, you've got a problem, too.
[1:15:36.240 --> 1:15:43.000]  You know, people don't understand how vast and the enormous amount of people are in Russia.
[1:15:43.000 --> 1:15:56.520]  And that, you know, I've talked to a former Wehrmacht and SS people in my life of counterintelligence,
[1:15:56.520 --> 1:15:59.280]  some of them who eventually worked for the United States government.
[1:15:59.280 --> 1:16:00.960]  Yeah, when you were in Germany against the Russians.
[1:16:00.960 --> 1:16:01.960]  Right.
[1:16:01.960 --> 1:16:03.440]  Tell me what's, tell me what's, stay there.
[1:16:03.440 --> 1:16:09.440]  We got to go to, well, keep going now, we're going into breaking 30 seconds.
[1:16:09.440 --> 1:16:11.480]  Bob, you were saying, go ahead.
[1:16:11.480 --> 1:16:20.520]  They said that, that, you know, we were better trained and better equipped and our kill ratio
[1:16:20.520 --> 1:16:21.520]  is 20 to 1.
[1:16:21.520 --> 1:16:23.640]  He said, but these people just kept on coming.
[1:16:23.640 --> 1:16:24.640]  All right, stay there.
[1:16:24.640 --> 1:16:29.720]  We're going to come right back with Bob Chapman on the other side, your calls.
[1:16:29.720 --> 1:16:32.920]  Have you ever felt like the United States government knows way too much about your financial
[1:16:32.920 --> 1:16:33.920]  affairs?
[1:16:33.920 --> 1:16:38.120]  I continue to hear stories about property seizures, frozen bank accounts, confiscation
[1:16:38.120 --> 1:16:39.640]  of stocks and bonds.
[1:16:39.640 --> 1:16:43.680]  It makes me wonder if the U.S. citizen will ever again have the right to life, liberty
[1:16:43.680 --> 1:16:45.400]  and the pursuit of happiness.
[1:16:45.400 --> 1:16:51.320]  Unfortunately, with the Drug and Money Laundering Act, the IRS revenue ruling 6045 of 1984 and
[1:16:51.320 --> 1:16:55.920]  the Trading with the Enemy Act and Franklin D. Roosevelt's executive order of 1933, some
[1:16:55.920 --> 1:16:59.320]  precious metal holdings are subject to government intervention.
[1:16:59.320 --> 1:17:03.240]  For this reason, Midas Resources has prepared a report explaining the boundaries of trading
[1:17:03.240 --> 1:17:05.000]  precious metals privately.
[1:17:05.000 --> 1:17:08.680]  Whether if you have any intention of trading with Midas Resources or not, I have instructed
[1:17:08.680 --> 1:17:11.600]  them by representatives to give this report out free.
[1:17:11.600 --> 1:17:15.520]  Call for your free copy at 1-800-686-2237.
[1:17:15.520 --> 1:17:17.840]  When investing, always proceed with caution.
[1:17:17.840 --> 1:17:22.000]  Again, call 1-800-686-2237.
[1:17:22.000 --> 1:17:29.600]  Exercise your legal right to trade metals privately, 1-800-686-2237.
[1:17:29.600 --> 1:17:33.440]  It is now time to rein in evil and bring them to justice.
[1:17:33.440 --> 1:17:38.400]  Through the authority that has been delegated to us, it is time to destroy the destroyers.
[1:17:38.400 --> 1:17:42.880]  The number of the mounted troops was 200 million, the vast majority of the population
[1:17:42.880 --> 1:17:43.880]  of the U.S.
[1:17:43.880 --> 1:17:47.800]  Though the people of the U.S. where their numbers and influence are strongest have primary
[1:17:47.800 --> 1:17:52.640]  responsibility for reigning the men and bringing them to justice, all nations will participate
[1:17:52.640 --> 1:17:54.880]  since they reside the world over.
[1:17:54.880 --> 1:17:59.280]  They are called Illuminati, elite, proponents of the New World Order.
[1:17:59.280 --> 1:18:02.040]  They oppose everything that is God and truth.
[1:18:02.040 --> 1:18:06.560]  They are of the line that was disinherited 2,000 years ago, everything they have built
[1:18:06.560 --> 1:18:11.200]  over the centuries, the wealth they have accumulated, the power they have established, the poisoning
[1:18:11.200 --> 1:18:14.600]  of the masses, the destruction of the earth and mankind.
[1:18:14.600 --> 1:18:18.800]  We will undo through the authority that has now been delegated to us.
[1:18:18.800 --> 1:18:22.480]  Visit our website at unveilingthem.com.
[1:18:22.480 --> 1:18:29.520]  That's U-N-V-E-I-L-I-N-G, them.com, the message of his kingdom.
[1:18:29.520 --> 1:18:30.520]  It's a fact.
[1:18:30.520 --> 1:18:34.800]  Since the creation of the Federal Reserve in 1913, all banks in these United States create
[1:18:34.800 --> 1:18:39.240]  money out of thin air for every single loan they issue, with never ending late fees over
[1:18:39.240 --> 1:18:43.520]  the limit fees and higher and higher interest rates, it has become mathematically impossible
[1:18:43.520 --> 1:18:47.040]  to repay all debt, making all of us slaves to our creditors.
[1:18:47.040 --> 1:18:51.400]  The Federal Debt Relief System has created a successful attorney-backed program to legally
[1:18:51.400 --> 1:18:55.720]  eliminate credit card debt, personal loans, lines of credit and other unsecured debts which
[1:18:55.720 --> 1:18:57.840]  have been fraudulently created by the banks.
[1:18:57.840 --> 1:19:02.160]  We can terminate your unsecured debt within 18 months with a much lower monthly payment,
[1:19:02.160 --> 1:19:04.040]  ending with nothing on your credit report.
[1:19:04.040 --> 1:19:08.000]  Join the thousands of Americans who now breathe with a sigh of relief because they have legally
[1:19:08.000 --> 1:19:09.520]  eliminated their debt.
[1:19:09.520 --> 1:19:13.240]  Instead of living each day in fear and frustration, it's time to take action and turn your life
[1:19:13.240 --> 1:19:14.240]  around.
[1:19:14.240 --> 1:19:18.400]  Call the Federal Debt Relief System at 877-943-8600.
[1:19:18.400 --> 1:19:23.280]  That's 877-943-8600 or visit fdrs.org.
[1:19:23.280 --> 1:19:25.920]  Find out how you can break the cycle of debt slavery.
[1:19:25.920 --> 1:19:29.600]  Visit fdrs.org today.
[1:19:29.600 --> 1:19:34.600]  Blood disease is on the rise, clogged arteries, high blood pressure and high cholesterol levels
[1:19:34.600 --> 1:19:38.440]  may not be fully detected by you, but the symptoms are there.
[1:19:38.440 --> 1:19:43.320]  Loss of energy, blood sugar, spikes and drops, poor circulation and irregular heartbeat are
[1:19:43.320 --> 1:19:46.880]  just a few of these that can alert you that something is wrong.
[1:19:46.880 --> 1:19:51.440]  Hear how heart and body extract is making a difference in thousands of people's lives
[1:19:51.440 --> 1:19:52.440]  across America.
[1:19:52.440 --> 1:19:56.440]  My blood pressure has normalized, my diabetes has totally improved.
[1:19:56.440 --> 1:20:00.120]  Everyone is telling me now how much healthier I look and I'm telling everyone how much
[1:20:00.120 --> 1:20:01.120]  healthier I feel.
[1:20:01.120 --> 1:20:03.800]  I recommend heart and body extract to everyone.
[1:20:03.800 --> 1:20:09.000]  Anybody over 40 in the North American continent should be using this product as a preventive
[1:20:09.000 --> 1:20:11.520]  to keep their cardiovascular system healthy.
[1:20:11.520 --> 1:20:19.760]  Order your two-month supply today by calling 866-295-5305, that's 866-295-5305 or order
[1:20:19.760 --> 1:20:28.040]  online hbextract.com, heart and body extract 866-295-5305 or hbextract.com.
[1:20:28.040 --> 1:20:43.800]  You're listening to GCN, the Genesis Communication Radio Network.
[1:20:43.800 --> 1:20:48.960]  It is August 10th, 2008, United States-backed Georgian forces launched a sneak attack Thursday
[1:20:48.960 --> 1:20:54.520]  night into Friday morning, killing thousands of civilians, mass murdering Russian troops
[1:20:54.520 --> 1:20:59.120]  and other peacekeeping troops in the region they've been in since 1993, which has always
[1:20:59.120 --> 1:21:02.560]  been part of Russia proper.
[1:21:02.560 --> 1:21:06.640]  It's just unbelievable, Bob Chapman is the guy we went to for this because he worked in
[1:21:06.640 --> 1:21:11.720]  counterintelligence in Eastern Europe and Germany during the 1950s when the Cold War was a
[1:21:11.720 --> 1:21:12.720]  lot hotter.
[1:21:12.720 --> 1:21:16.640]  He's also an expert almost having the economy, the international forecaster.com.
[1:21:16.640 --> 1:21:20.320]  We're going to get to Mike and Greg and Pam, Carl, Randy, all of you here in just a few
[1:21:20.320 --> 1:21:21.320]  minutes.
[1:21:21.320 --> 1:21:24.440]  Bob, I'm going to have you ride shotgun with myself and Jason Bernmuss for the rest of
[1:21:24.440 --> 1:21:25.440]  the hour.
[1:21:25.440 --> 1:21:27.080]  We appreciate you being with us.
[1:21:27.080 --> 1:21:34.040]  But just briefly before we get some calls in, A, was this a miscalculation by the delusional
[1:21:34.040 --> 1:21:37.080]  chicken hawk-coward neocons?
[1:21:37.080 --> 1:21:38.280]  Or is this going well for them?
[1:21:38.280 --> 1:21:40.440]  Is this what they thought Russia would do?
[1:21:40.440 --> 1:21:46.360]  A, B, it's all over Russian national TV, international television, Russia today and others.
[1:21:46.360 --> 1:21:53.040]  CNN, that yes, Ukrainian, U.S. special forces, it's admitted in our news that marines, a
[1:21:53.040 --> 1:21:58.680]  thousand marines and others are there, but, quote, advising, but people on the ground
[1:21:58.680 --> 1:22:04.000]  are reporting dead American soldiers, both black Americans and, quote, men in black uniforms
[1:22:04.000 --> 1:22:06.680]  with U.S. insignia.
[1:22:06.680 --> 1:22:09.680]  You think the Russians are going to grab those bodies and use that for concessions and keep
[1:22:09.680 --> 1:22:10.680]  it secret?
[1:22:10.680 --> 1:22:13.320]  Or is more of that going to be, well, I mean, you heard both the questions.
[1:22:13.320 --> 1:22:15.320]  A, did the globalists miscalculate?
[1:22:15.320 --> 1:22:19.400]  B, what do you think about Americans being involved in this?
[1:22:19.400 --> 1:22:23.080]  I think the neocons have miscalculated.
[1:22:23.080 --> 1:22:29.480]  I think that they thought that the Russians would back up, and I think they're surprised.
[1:22:29.480 --> 1:22:35.520]  Number two, the Russians are collecting the dead, and they're doing DNA samples on them
[1:22:35.520 --> 1:22:46.240]  because they don't know of any Negroes, black people who live in Georgia, and some of them
[1:22:46.240 --> 1:22:54.040]  were quite badly mangled, if you may, and they just wanted to make sure.
[1:22:54.040 --> 1:23:00.000]  And the uniforms, the black uniforms, and we've been told it was black water who was
[1:23:00.000 --> 1:23:05.080]  in there, they have an American flag on their shoulder.
[1:23:05.080 --> 1:23:08.080]  And that was the insignia that's being talked about.
[1:23:08.080 --> 1:23:13.760]  So you've got 1,000 Marines which really upsets me because I don't think that our troops
[1:23:13.760 --> 1:23:15.440]  should be in there.
[1:23:15.440 --> 1:23:25.040]  You've got over 1,000 Israelis who have been in there for a long time, and you have the
[1:23:25.040 --> 1:23:31.440]  tremendous amount of hardware that was supplied by both the United States and Israel, which
[1:23:31.440 --> 1:23:35.840]  is being used by the Georgian troops.
[1:23:35.840 --> 1:23:40.320]  At this point, I see it as a no-win situation for Georgia.
[1:23:40.320 --> 1:23:44.560]  Well the top Russian general said in the press conference today that no doubt this is US-backed,
[1:23:44.560 --> 1:23:50.880]  US-funded, and that they're, quote, looking at the black uniforms, at the people of African
[1:23:50.880 --> 1:23:56.160]  descent that are dead, and as you said right now, trying to tissue sample that and see
[1:23:56.160 --> 1:23:58.640]  if they're from Eastern Europe.
[1:23:58.640 --> 1:24:09.000]  Exactly, and so I think if the United States moves forward into another war, this will
[1:24:09.000 --> 1:24:11.320]  be opening up a third front.
[1:24:11.320 --> 1:24:12.320]  By the way, I'm not joking.
[1:24:12.320 --> 1:24:16.200]  If you think Hitler was stupid, this guy has got to be out of his skull.
[1:24:16.200 --> 1:24:20.760]  Well the neocons, some of the neocon websites are saying, Russia, I'm not joking, listeners,
[1:24:20.760 --> 1:24:23.800]  has attacked Georgia, US, as I predicted they would Friday.
[1:24:23.800 --> 1:24:26.760]  That's how dumb they think the public are, Bob.
[1:24:26.760 --> 1:24:31.000]  Yeah, well, I didn't see any bombs go off in Atlanta this week.
[1:24:31.000 --> 1:24:34.480]  Well, they just know the public is completely mindless, and I don't understand.
[1:24:34.480 --> 1:24:35.480]  Unbelievable.
[1:24:35.480 --> 1:24:42.800]  I mean, I just marvel, and you know, this is a mental disease that is not only a priority
[1:24:42.800 --> 1:24:43.800]  of Americans.
[1:24:43.800 --> 1:24:46.440]  I mean, this is all over the world.
[1:24:46.440 --> 1:24:51.200]  I mean, we have subscribers everywhere, and they write us letters telling us, you know,
[1:24:51.200 --> 1:24:55.920]  the school system in England is so bad, we don't know what we're going to do.
[1:24:55.920 --> 1:25:01.200]  And the same in Germany, and in South Africa, and on, and on, and on.
[1:25:01.200 --> 1:25:02.200]  And it's all about design.
[1:25:02.200 --> 1:25:04.080]  Let's go to some calls here.
[1:25:04.080 --> 1:25:05.080]  Who is up first?
[1:25:05.080 --> 1:25:07.400]  Who has been holding the longest?
[1:25:07.400 --> 1:25:10.360]  That would be Greg in Fort Worth, Texas.
[1:25:10.360 --> 1:25:12.160]  Thanks for holding Greg around the air with Bob Chapman.
[1:25:12.160 --> 1:25:13.160]  Hey, Alex.
[1:25:13.160 --> 1:25:14.160]  Hey, Bob.
[1:25:14.160 --> 1:25:15.160]  Jason, if you're there.
[1:25:15.160 --> 1:25:17.760]  Hey, I just want to say something, guys.
[1:25:17.760 --> 1:25:22.240]  I'm, for the first time in my life, I've been listening to you for a long time, Alex.
[1:25:22.240 --> 1:25:26.040]  For the first time in my life, I've called you, so, and I'm scared.
[1:25:26.040 --> 1:25:27.040]  I really am.
[1:25:27.040 --> 1:25:29.160]  And I'll tell you why I'm scared.
[1:25:29.160 --> 1:25:33.720]  I have realized, since you've been the guest that you've had on, that there's a lot of
[1:25:33.720 --> 1:25:41.240]  oil up there in Alaska, and it seems to me that blood is more profitable than oil.
[1:25:41.240 --> 1:25:43.200]  And I think that's what's going on, Bob.
[1:25:43.200 --> 1:25:44.200]  I don't know.
[1:25:44.200 --> 1:25:49.360]  Maybe you can tell me if I'm wrong about that.
[1:25:49.360 --> 1:25:54.320]  But I'm really, I'm really sick to my stomach right now.
[1:25:54.320 --> 1:25:59.600]  Well, not just oil and blood, but they're saying gas, the UK Daily Mail, turns out BP
[1:25:59.600 --> 1:26:04.520]  owns most of that pipeline, is climbing Russia as a tactic at the pipeline.
[1:26:04.520 --> 1:26:06.120]  Russia didn't attack anybody.
[1:26:06.120 --> 1:26:08.120]  I understand that.
[1:26:08.120 --> 1:26:09.680]  And they have their own pipeline.
[1:26:09.680 --> 1:26:16.360]  Well, I understand that, but what I'm saying is, is that since we can become energy-independent
[1:26:16.360 --> 1:26:20.640]  with the oil that we have on the northern slopes of Alaska, and we're not doing that,
[1:26:20.640 --> 1:26:24.880]  instead, we're going around and shooting other people, it seems to me that blood must be
[1:26:24.880 --> 1:26:27.000]  more profitable than oil.
[1:26:27.000 --> 1:26:28.000]  And that scares me.
[1:26:28.000 --> 1:26:29.760]  No, I hear you, and I appreciate your call.
[1:26:29.760 --> 1:26:34.760]  For those that don't know, 80% of the oil taken out of Alaska goes to Asia.
[1:26:34.760 --> 1:26:36.520]  So even if they open it up, we're not getting it.
[1:26:36.520 --> 1:26:38.240]  We are the schmucks of the world.
[1:26:38.240 --> 1:26:39.280]  They think we're dumb.
[1:26:39.280 --> 1:26:44.560]  You heard us play Ms. North Carolina earlier, but you were back up again, where she doesn't
[1:26:44.560 --> 1:26:48.920]  even know which country she's in, and they know that's a green light to tyrants to do
[1:26:48.920 --> 1:26:49.920]  whatever they want with us.
[1:26:49.920 --> 1:26:50.920]  We'll play it after the break.
[1:26:50.920 --> 1:26:52.240]  Let's go to another call here.
[1:26:52.240 --> 1:26:54.840]  Let's go ahead and talk to Pam in New York.
[1:26:54.840 --> 1:26:55.840]  Pam, you're on the air.
[1:26:55.840 --> 1:26:56.840]  Hi, Alex.
[1:26:56.840 --> 1:26:57.840]  This is Pam in New York.
[1:26:57.840 --> 1:26:59.840]  I'm glad to talk to you.
[1:26:59.840 --> 1:27:05.960]  I've been wanting to call in and tell you listeners that I have found a place to watch
[1:27:05.960 --> 1:27:09.240]  the Russian news and the English on the Internet.
[1:27:09.240 --> 1:27:10.800]  Yes, it's Russia today.
[1:27:10.800 --> 1:27:19.760]  Yes, and there's also a place you can go called livestation.com, and you download a small program
[1:27:19.760 --> 1:27:23.800]  and you can actually watch their live TV right now.
[1:27:23.800 --> 1:27:28.560]  Well, just so you know, we've taken all the most important Russian newscasts, scores of
[1:27:28.560 --> 1:27:29.560]  them.
[1:27:29.560 --> 1:27:30.560]  They're all on infowars.com.
[1:27:30.560 --> 1:27:36.760]  I spent hours this morning watching the reports, getting the best ones boiled down from different
[1:27:36.760 --> 1:27:37.760]  video sources.
[1:27:37.760 --> 1:27:39.360]  We have links of those all up.
[1:27:39.360 --> 1:27:42.600]  Do you want to see the tanks, the helicopters, the dead bodies?
[1:27:42.600 --> 1:27:47.160]  Yes, I thought that they're showing this on the Russian TV, Russian, I guess it's like
[1:27:47.160 --> 1:27:48.160]  the Russian CNN.
[1:27:48.160 --> 1:27:53.960]  They're showing all this, and they also showed an American man that his wife is there visiting
[1:27:53.960 --> 1:28:04.200]  his mother and she was, they're talking genocide, Georgia was genocideing this, what are they
[1:28:04.200 --> 1:28:05.200]  talking about?
[1:28:05.200 --> 1:28:06.200]  No, that's it.
[1:28:06.200 --> 1:28:10.400]  So they attacked Ossetia and other areas and just murdered everybody, and then our media
[1:28:10.400 --> 1:28:13.120]  goes, how dare Russia not like us murdering them all?
[1:28:13.120 --> 1:28:19.800]  Well, he said that we should call all our senators and our congressmen and tell Bush
[1:28:19.800 --> 1:28:28.160]  to back off, get out of Georgia and leave it up, leave it to Russia to take care of
[1:28:28.160 --> 1:28:29.160]  this.
[1:28:29.160 --> 1:28:33.800]  But Georgia's in the USA, the Ruskies attacked it to get the peaches.
[1:28:33.800 --> 1:28:39.280]  No, I hear you, yes, watching Russian TV, you can watch European television, it's all
[1:28:39.280 --> 1:28:40.280]  admitted.
[1:28:40.280 --> 1:28:44.320]  And Georgia's still attacking, they keep saying cease fire and then they attack, and
[1:28:44.320 --> 1:28:47.840]  then go, oh, they're attacking us, I mean, watching the Georgian president Friday on
[1:28:47.840 --> 1:28:49.720]  the news going, we've been attacked for no reason.
[1:28:49.720 --> 1:28:54.760]  Not only that, but he's calling out for American and NATO help, well, he's got it.
[1:28:54.760 --> 1:28:59.520]  It was there beforehand, so it's just deception again and again and again, Alex, it makes
[1:28:59.520 --> 1:29:00.520]  me sick.
[1:29:00.520 --> 1:29:04.640]  And again, folks, we're not defending Russia, all these governments are criminal.
[1:29:04.640 --> 1:29:09.200]  The point is, we don't need our government to be going through surrogates and sneak
[1:29:09.200 --> 1:29:12.320]  attacking Russian military bases.
[1:29:12.320 --> 1:29:16.200]  We don't need our young men and women over there fighting either.
[1:29:16.200 --> 1:29:19.200]  Bob, stay there, I want to come back and talk about whatever you think's most important
[1:29:19.200 --> 1:29:22.400]  with this situation and the economy and more phone calls.
[1:29:22.400 --> 1:29:27.080]  Everybody stay with us, 30 minutes left after this important news.
[1:29:27.080 --> 1:29:30.600]  Hey, Clyde.
[1:29:30.600 --> 1:29:31.600]  What's up, Bonnie?
[1:29:31.600 --> 1:29:35.760]  Well, I got a question about those shielded secure sleeves from Identity Stronghold.
[1:29:35.760 --> 1:29:39.200]  Yeah, the sleeves that block us from stealing account numbers from the new credit cards
[1:29:39.200 --> 1:29:40.720]  with RFID chips.
[1:29:40.720 --> 1:29:41.720]  What about them?
[1:29:41.720 --> 1:29:44.800]  Well, I mentioned them to our friends and they went in for them purchasing the secure
[1:29:44.800 --> 1:29:45.800]  sleeves.
[1:29:45.800 --> 1:29:49.960]  Oh, Bonnie, if everyone starts hearing about the secure sleeve, it'll destroy our plan
[1:29:49.960 --> 1:29:53.240]  to steal credit card numbers at the mall with my new RFID reader.
[1:29:53.240 --> 1:29:56.960]  I know, but these are our friends, Clyde, they promise not to tell anyone else.
[1:29:56.960 --> 1:29:59.960]  I guess you're right, that's what friends are for, I suppose.
[1:29:59.960 --> 1:30:03.400]  Tell them they can get a five-pack of secure sleeves that will fit credit cards and driver's
[1:30:03.400 --> 1:30:05.720]  licenses for $19.95.
[1:30:05.720 --> 1:30:11.080]  And Identity Stronghold also has a three-pack of secure sleeves for passport books for $14.95.
[1:30:11.080 --> 1:30:12.400]  And where do they buy them?
[1:30:12.400 --> 1:30:16.400]  They can buy them online or get a mail-in order form at idstronghold.com.
[1:30:16.400 --> 1:30:17.400]  idstronghold.com.
[1:30:17.400 --> 1:30:20.680]  Okay, well, what if they don't have the internet?
[1:30:20.680 --> 1:30:24.400]  They can call 1-800-610-2770.
[1:30:24.400 --> 1:30:29.480]  Thanks, Clyde.
[1:30:29.480 --> 1:30:33.600]  We all know that the Berkey water systems are the most trusted name in water filtration.
[1:30:33.600 --> 1:30:38.640]  The revolutionary Berkey light, self-sterilizing and recleanable purification elements purify
[1:30:38.640 --> 1:30:43.720]  water by removing pathogenic bacteria, cysts and parasites to non-detectable levels and
[1:30:43.720 --> 1:30:49.680]  by extracting harmful chemicals such as herbicides, pesticides, VOCs, organic solvents, radon-222
[1:30:49.680 --> 1:30:50.680]  and trihalomethanes.
