[00:00:07.907 --> 00:00:09.648]  Now listen up!
[03:16:47.526 --> 03:16:51.750]  Because of the flooding, we've had to move a lot of our inventory to a temporary location.
[03:16:51.750 --> 03:16:59.737]  And rather than move it back to the warehouse, we thought we'd offer the system at a price that might seem unbelievable if you didn't know the floodwater's backstory.
[03:16:59.737 --> 03:17:00.998]  So here's what you should do right now.
[03:17:00.998 --> 03:17:02.980]  Check out the PPX Microgrid System
[03:17:03.100 --> 03:17:03.720]  That's right.
[03:17:21.169 --> 03:17:23.810]  Hunters, anglers, campers and survivalists.
[03:17:23.810 --> 03:17:24.890]  Get back to nature.
[03:17:24.890 --> 03:17:32.212]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[03:17:32.212 --> 03:17:35.892]  Slingbow products are compact and models start from just 1798.
[03:17:35.892 --> 03:17:39.193]  They're perfect for your bug out bag or storing in your vehicle.
[03:17:39.193 --> 03:17:43.354]  Give yourself and your loved ones the excitement and tradition of slingbow.
[03:17:43.354 --> 03:17:47.935]  A new frontier in archery and truly modern twist on this primitive survival tool.
[03:17:47.935 --> 03:17:50.596]  Feel the thrill only at slingbow.com.
[03:17:52.833 --> 03:18:04.959]  One of the products that I'm very proud of, I don't talk enough about, because there's so many amazing essential oils and ingredients in it, it takes a long time to break down the product because it's a complex product.
[03:18:04.959 --> 03:18:10.741]  A lot of the sprays you put in your mouth or your throat and lungs are really thin.
[03:18:10.741 --> 03:18:13.683]  It's a little bit of alcohol, maybe one or two essential oils.
[03:18:13.683 --> 03:18:15.103]  Not our Lung Cleanse.
[03:18:15.103 --> 03:18:18.365]  It's got a long list of the highest quality
[03:18:19.463 --> 03:18:22.104]  Essential oils and ingredients in it.
[03:18:22.104 --> 03:18:32.686]  You take a few sprays in your mouth, lightly inhale, and it just does so much for me when I've got allergies or when my throat is tired.
[03:18:32.686 --> 03:18:40.387]  It's just very, very soothing and it's just one more thing for you and your family to have in your arsenal during these insane times.
[03:18:40.387 --> 03:18:48.469]  So get your lung cleanse discounted at InfoWarStore.com and get yourself and your family prepared while at the same time funding the InfoWar.
[03:18:48.809 --> 03:18:50.230]  A total 360 win.
[03:18:50.230 --> 03:18:52.592]  InfoWarsStore.com.
[03:18:52.592 --> 03:18:57.995]  One of the best nutrients nature has provided, beetroot, has been used for hundreds of years in natural medicine.
[03:18:57.995 --> 03:19:02.779]  Now you can experience the power of this ingredient today with BassoBeet from InfoWars Life.
[03:19:02.779 --> 03:19:08.563]  Guaranteed to be the next addition to your daily routine, BassoBeet is the most concentrated liquid beet extract on the market.
[03:19:08.563 --> 03:19:17.689]  Fully utilizing the heart-healthy nitrates and antioxidants to support your mind and body, BassoBeet is great for anyone looking to support healthy living or athletic performance.
[03:19:18.177 --> 03:19:22.319]  So check out one of the most incredible ingredients today with Basso B from InfoWars Life.
[03:19:37.947 --> 03:19:43.209]  With this brand new donation module, donating to support the InfoWars crew has never been easier.
[03:19:43.209 --> 03:19:44.689]  You ask, we deliver.
[03:19:44.689 --> 03:19:48.250]  This easy option gives you the means to donate directly to the cause.
[03:19:48.250 --> 03:19:49.931]  Remember, we're all part of the fight.
[03:19:49.931 --> 03:19:56.373]  InfoWars, brought to you by you.
[03:19:56.373 --> 03:19:58.994]  You're listening to the Alex Jones Show.
[03:20:08.740 --> 03:20:09.062]  So long!
[03:20:44.346 --> 03:20:45.146]  And we are live.
[03:20:45.146 --> 03:21:00.513]  We're talking about the Spanish government and how they encouraged hundreds of thousands of people to get out on the streets as coronavirus hit just three weeks ago because of the all-important event of International Women's Day and bringing down the patriarchy.
[03:21:00.513 --> 03:21:07.296]  Because surely that was worth the 8,000 plus coronavirus deaths that Spain now has, wasn't it?
[03:21:07.296 --> 03:21:12.738]  Headline, Spanish government being sued for encouraging mass gatherings right as coronavirus hit.
[03:21:13.775 --> 03:21:27.318]  The Spanish government is being sued for gross negligence after it encouraged citizens to attend giant feminist rallies across the country on March 8th, potentially exposing hundreds of thousands of people to coronavirus.
[03:21:27.318 --> 03:21:34.340]  This is a class action lawsuit which accuses the Spanish government highly ideological by any standard.
[03:21:34.340 --> 03:21:37.181]  This is Soren Kern writing for Gatestone Institute.
[03:21:37.975 --> 03:21:51.542]  And their communist coalition partner, Podemos, of knowingly endangering public safety by encouraging the public to participate in more than 75 feminist marches across the entire country.
[03:21:51.542 --> 03:22:02.767]  So you had the one in Madrid, which from the looks of the videos that I've seen of it, probably at least over 100,000 participants in that one rally alone in Madrid.
[03:22:02.767 --> 03:22:06.549]  They had 75 of them stretching across the entire country.
[03:22:07.461 --> 03:22:10.884]  To mark International Women's Day.
[03:22:10.884 --> 03:22:14.947]  Even after they banned people attending sports games.
[03:22:14.947 --> 03:22:17.669]  Again, political correctness kills.
[03:22:17.669 --> 03:22:19.471]  It literally kills.
[03:22:19.471 --> 03:22:25.916]  The rallies were attended by Spain's Deputy Prime Minister, as well as the Prime Minister's wife and mother.
[03:22:25.916 --> 03:22:30.300]  Again, literally willing to sacrifice themselves for political correctness.
[03:22:30.300 --> 03:22:33.142]  In Madrid alone, which has been devastated by the coronavirus outbreak,
[03:22:34.076 --> 03:22:45.607]  Reuters reported that thousands of women marched, not just women, against gender inequality to mark International Women's Day, despite concerns the gatherings could help spread coronavirus.
[03:22:45.607 --> 03:22:48.490]  That was on March 8th that Reuters reported that.
[03:22:48.490 --> 03:22:57.359]  And in fact, during this march, one of the protesters even held a sign that said, uh, machismo kills more than coronavirus.
[03:22:58.320 --> 03:23:02.863]  Fast forward three weeks, plot twist, more than 8,000 people are dead.
[03:23:02.863 --> 03:23:05.825]  I think we know which one kills more.
[03:23:05.825 --> 03:23:12.149]  And according to journalist Matthew Bennett, in an apparent effort to downplay the danger of attending the rallies to the public,
[03:23:12.768 --> 03:23:19.413]  The Spanish government failed to report new coronavirus cases between March 6th and March 9th.
[03:23:19.413 --> 03:23:29.460]  So he's accusing them of trying to take it off the radar in terms of new coronavirus cases to encourage people to get out on the streets even more.
[03:23:29.460 --> 03:23:31.582]  Absolutely incredible.
[03:23:31.582 --> 03:23:35.164]  By the way, these officials aren't going to face any criminal penalties.
[03:23:35.164 --> 03:23:37.086]  They're just going to be barred from taking office
[03:23:38.055 --> 03:23:45.139]  For a period of nine to 15 years, so they're not even going to be in that hot water, despite the fact that this almost certainly killed people.
[03:23:45.139 --> 03:23:47.040]  Almost certainly.
[03:23:47.040 --> 03:23:57.345]  You think hundreds of thousands of people, right as it's starting to hit its peak in Spain, or at least the beginning of the upswing in terms of coronavirus cases and deaths.
[03:23:57.345 --> 03:24:05.889]  Hundreds of thousands of people not wearing masks in the vast majority of cases, breathing and coughing on each other in extreme close proximity.
[03:24:05.889 --> 03:24:07.530]  What could possibly go wrong?
[03:24:08.897 --> 03:24:11.319]  All in the name of woke political correctness.
[03:24:11.319 --> 03:24:15.542]  It's not a cliché to say it actually kills.
[03:24:15.542 --> 03:24:30.434]  Despite numerous warnings, and the government having already ordered major football and basketball matches to be held behind closed doors with no spectators, the Spanish government's main point man for the coronavirus, Fernando Simon, told the public there was no risk.
[03:24:30.434 --> 03:24:35.258]  He even said, if my son asks me if he can go, I will tell him to do whatever he wants.
[03:24:36.172 --> 03:24:48.866]  So they were pushing it to the extent where they said, we're so confident that you're going to be safe in crowds of hundreds of thousands of people, we will send our own children to the front lines.
[03:24:48.866 --> 03:24:55.714]  That's how keen they were to get people to attend these marches for International Women's Day.
[03:24:55.714 --> 03:24:57.516]  Which is kind of ironic because
[03:24:58.780 --> 03:25:01.722]  It was partly a rally against domestic abuse.
[03:25:01.722 --> 03:25:08.448]  Now they're saying because everyone's quarantined, domestic abuse is going to go through the roof as well.
[03:25:08.448 --> 03:25:11.670]  Spain has now lost over 8,000 people to Covid-19.
[03:25:11.670 --> 03:25:13.852]  That's probably 9,000 by this point.
[03:25:13.852 --> 03:25:16.614]  That was last night's number.
[03:25:16.614 --> 03:25:22.419]  The lawsuit involving more than 5,000 plaintiffs accuses Spanish Prime Minister Pedro Sanchez
[03:25:23.547 --> 03:25:34.916]  The Socialist Government, by the way, and its representatives in Spain's 17 autonomous regions of prevarication, which is a Spanish legal term that means lying and deceiving.
[03:25:34.916 --> 03:25:44.203]  The government was allegedly so determined to ensure that the feminist marches took place on March 8th that it deliberately downplayed warnings about the pandemic.
[03:25:44.203 --> 03:25:47.986]  These should have been cancelled weeks and weeks before.
[03:25:47.986 --> 03:25:49.547]  And again,
[03:25:50.566 --> 03:25:58.944]  The media has harped on for the past two weeks about this Champions League soccer game in Milan, Italy on February 19th.
[03:25:58.944 --> 03:25:59.725]  Three weeks!
[03:26:00.842 --> 03:26:18.362]  Nearly three weeks before the feminist marches in Spain, they said that should have been cancelled because 40,000 people turned up, Italians, and they called it a biological bomb which exposed the residents of Bergamo to coronavirus and that's why it got so bad in Italy.
[03:26:18.362 --> 03:26:20.465]  That was three weeks before the Spanish
[03:26:21.198 --> 03:26:25.283]  Feminist marches, the all-important International Women's Day marches.
[03:26:25.283 --> 03:26:27.646]  Why is the media not talking about this?
[03:26:27.646 --> 03:26:33.833]  Despite the fact that the Spanish government is now being sued by 5,000 plaintiffs.
[03:26:33.833 --> 03:26:37.337]  Again, I read this in Gatestone Institute.
[03:26:37.337 --> 03:26:39.900]  No coverage in Western media outside of Spain.
[03:26:42.589 --> 03:26:45.490]  Again, I'm going to play the video later, but it's absolutely incredible.
[03:26:45.490 --> 03:26:54.154]  You had the mayor of Florence telling people to go out and hug Chinese people, and there's literally video of them removing masks from Chinese people.
[03:26:54.154 --> 03:27:10.662]  We had 50,000 Chinese migrant workers working in Prato, next door to Florence, in the textile industry, flying back and forth between China and Italy, including, some people claim, directly to Wuhan.
[03:27:11.452 --> 03:27:13.113]  Back to Northern Italy.
[03:27:13.113 --> 03:27:18.137]  50,000 alone in that one area.
[03:27:18.137 --> 03:27:24.822]  So the true number of Chinese migrants in Northern Italy was probably in the hundreds of thousands.
[03:27:24.822 --> 03:27:28.285]  And these people were flying back and forth.
[03:27:28.285 --> 03:27:31.447]  And the mayor of Florence was telling people to go out and hug them.
[03:27:32.392 --> 03:27:43.555]  I mean, on the gravestone of Spain and France after this is all over, after it claims God knows how many tens of thousands of lives, you know, at least they'll be able to say, we weren't racist.
[03:27:43.555 --> 03:27:46.496]  Because that's what it all comes back to.
[03:27:46.496 --> 03:27:50.156]  That's what it all leads back to, right from the start.
[03:27:50.156 --> 03:27:51.297]  January.
[03:27:51.297 --> 03:27:52.977]  Batsuit memes.
[03:27:52.977 --> 03:28:00.019]  When it was only killing people in China, the media, and I put this in my video which we're going to play later on the show as well,
[03:28:01.613 --> 03:28:04.595]  They were the ones saying it's just the flu, bros.
[03:28:04.595 --> 03:28:13.319]  You talk about BuzzFeed, Washington Post, CNN, all came out with articles downplaying it, saying this is basically nothing compared to the flu.
[03:28:13.319 --> 03:28:23.164]  And by the way, if you fear monger about it, if you spread misinformation by claiming it's a big deal, then you're racist, then you hate Chinese people.
[03:28:23.164 --> 03:28:26.645]  And they stuck with that narrative, but then flipped it.
[03:28:26.645 --> 03:28:27.786]  And now the same people
[03:28:28.519 --> 03:28:46.149]  ...who are against these social distancing measures, like Bolsonaro in Brazil, are saying basically the same thing that the likes of Pelosi, officials in New York, officials in Spain and Italy said six weeks ago, but now Bolsonaro's getting his tweets deleted, people are being banned on Twitter.
[03:28:46.149 --> 03:28:49.011]  Where are the people being banned on Twitter from Italy and Spain?
[03:28:49.011 --> 03:28:49.691]  Nowhere to be seen.
[03:28:49.691 --> 03:28:50.952]  Don't go away, we'll be right back.
[03:28:52.176 --> 03:28:53.436]  Maybe not today.
[03:28:53.436 --> 03:28:54.737]  Maybe not tomorrow.
[03:28:54.737 --> 03:28:58.458]  But soon, you'll need a plan and place to survive.
[03:28:58.458 --> 03:28:59.538]  Forget bunkers.
[03:28:59.538 --> 03:29:01.379]  You're not a live underground gopher.
[03:29:01.379 --> 03:29:03.079]  You need Survivalist Camps.
[03:29:03.079 --> 03:29:10.882]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[03:29:10.882 --> 03:29:11.882]  Bold statement?
[03:29:11.882 --> 03:29:12.882]  You bet.
[03:29:12.882 --> 03:29:15.363]  See them now at survivalistcamps.com.
[03:29:15.363 --> 03:29:17.584]  That's survivalistcamps.com.
[03:29:17.584 --> 03:29:20.345]  Trust your family's survival to survivalistcamps.com.
[03:29:21.707 --> 03:29:28.049]  The United States of Empire is a book that claims the United States is the empire of the world.
[03:29:28.049 --> 03:29:31.089]  George Washington had warned us against foreign wars.
[03:29:31.089 --> 03:29:37.011]  The United States of Empire shows that World Wars I and II left England broken.
[03:29:37.011 --> 03:29:40.792]  Its former colony, the U.S., had to save the empire.
[03:29:40.792 --> 03:29:42.072]  Was there ever a vote?
[03:29:42.072 --> 03:29:43.412]  Who do we fight for?
[03:29:43.412 --> 03:29:49.614]  The Deep State began with World War I. The United States of Empire by James Dunn.
[03:29:49.614 --> 03:29:51.034]  Available at Amazon Books.
[03:29:55.856 --> 03:30:01.141]  Listen, there's a show from PBS called It's Okay To Be Smart.
[03:30:01.141 --> 03:30:09.568]  So everyone who's been smart and has been put down for it and persecuted, it's okay to finally be smart.
[03:30:09.568 --> 03:30:11.270]  That's right, there's not two sexes.
[03:30:11.870 --> 03:30:17.215]  And families are bad, and the right thing to do is to sterilize your son so he doesn't become an evil warmonger.
[03:30:17.215 --> 03:30:21.618]  I mean, a lot of feminists are saying we should have the government pass laws that male embryos are killed.
[03:30:21.618 --> 03:30:29.105]  But what's better and more reformed and more humanitarian is just to convince them, when they're five years old, to have their testicles chopped off.
[03:30:29.105 --> 03:30:30.426]  And again, global warming's real.
[03:30:30.426 --> 03:30:32.347]  We've got to pay Lord Rothschild all of our money.
[03:30:32.347 --> 03:30:33.528]  And the pandemic's all real.
[03:30:33.528 --> 03:30:35.190]  We've got to be locked up in our houses.
[03:30:35.190 --> 03:30:37.872]  We've got to use the language the universities say.
[03:30:38.072 --> 03:30:39.693]  We're not a culture or anything.
[03:30:39.693 --> 03:30:40.574]  Oh, no.
[03:30:40.574 --> 03:30:41.215]  No, we're not.
[03:30:41.215 --> 03:30:42.676]  We're good people.
[03:30:42.676 --> 03:30:47.059]  We're good people that went to these corporate systems that didn't brainwash us.
[03:30:47.059 --> 03:30:48.080]  No, no.
[03:30:48.080 --> 03:30:53.765]  They enlightened us how to censor and how to rule and how to control.
[03:30:53.765 --> 03:31:01.952]  As men age, they often experience a slowdown in vitality, energy, and overall wellness.
[03:31:03.243 --> 03:31:07.987]  And that's why we made one of our most popular formulas to date.
[03:31:07.987 --> 03:31:10.329]  Super Male Vitality!
[03:31:10.329 --> 03:31:19.176]  Specifically designed to assist the body in regulating proper balance to create superior vitality in males.
[03:31:19.176 --> 03:31:30.045]  Now look, this unique formula promotes your body's own natural responses and it contains no synthetic chemicals and no unwanted additives.
[03:31:30.305 --> 03:31:31.006]  Yes.
[03:31:31.006 --> 03:31:35.929]  We're talking about ancient wisdom combined with modern technology.
[03:31:35.929 --> 03:31:42.673]  Working together in perfect synchronicity to help you get the most out of this herb-packed formula.
[03:31:42.673 --> 03:31:43.914]  So what are you waiting for?
[03:31:43.914 --> 03:31:45.755]  Go to the InfoWars store.
[03:31:45.755 --> 03:31:48.576]  Never been a better time than right now.
[03:31:48.576 --> 03:31:52.079]  Super Male Vitality at InfoWarsStore.com
[03:31:53.769 --> 03:31:57.171]  I'm here to tell you I don't need you to thank me and tell me I've done a good job.
[03:31:57.171 --> 03:31:58.632]  I've done nothing but my duty!
[03:31:58.632 --> 03:32:08.597]  I discovered a bunch of bloodthirsty scum coming after innocent people and I've been fighting them for 13 years and I'll never stop while I'm drawing breath!
[03:32:10.781 --> 03:32:36.178]  For 26 years, Alex Jones and Infowars have been sounding the alarm for patriots worldwide, waking people up to the New World Order, Bohemian Grove, the American Deep State, the rise of Communist China, the plan for global depopulation, and global elite pedophiles who prey off of our young.
[03:32:37.478 --> 03:32:43.899]  The enemy has done their best to destroy us, but because of your support, our fight continues.
[03:32:43.899 --> 03:32:45.000]  Join us.
[03:32:45.000 --> 03:32:49.581]  Support the Info War, and together, we will slay the dragon.
[03:32:49.581 --> 03:32:50.541]  Keep fighting, Alex.
[03:32:50.541 --> 03:32:55.882]  You're the gladiator.
[03:32:55.882 --> 03:32:58.523]  You're listening to the Alex Jones Show.
[03:33:06.008 --> 03:33:26.679]  And we are live talking about some kind of virus that's been going around the world the past couple of months, I don't know if you've heard about it.
[03:33:26.679 --> 03:33:33.563]  But what's interesting is to see how celebrities and social media influencers have reacted to this because, again,
[03:33:34.304 --> 03:33:46.366]  Maybe for the first time ever in their lives, the vast majority of human attention is concentrated on one thing, and that, therefore, it's not concentrated on them in any substantial way.
[03:33:46.366 --> 03:33:54.168]  So, of course, we had a bunch of celebrities singing, Imagine, as if they couldn't make it any more cringe, any more worse.
[03:33:54.168 --> 03:33:58.149]  And now we have celebrities starting to whine about being quarantined.
[03:33:58.149 --> 03:34:03.170]  And in fact, I posted a meme on Twitter, retweeted a meme,
[03:34:04.167 --> 03:34:06.208]  And it says celebrities.
[03:34:06.208 --> 03:34:07.788]  Guys, we're all in this together.
[03:34:07.788 --> 03:34:10.269]  If I can stay home, so can you.
[03:34:10.269 --> 03:34:11.149]  Their home.
[03:34:11.149 --> 03:34:23.472]  And then it's a picture of, like, a 15-bedroom tropical mansion with a giant swimming pool, a rooftop garden, a helicopter, a giant barbecue area.
[03:34:23.472 --> 03:34:24.133]  Yeah.
[03:34:24.133 --> 03:34:27.233]  Most people aren't quarantined in those kind of facilities.
[03:34:27.233 --> 03:34:29.194]  They're quarantined in little tiny flats.
[03:34:30.737 --> 03:34:36.341]  And they can get out once a day for their state-mandated, state-allowed exercise, as I do.
[03:34:36.341 --> 03:34:37.382]  And that's it.
[03:34:37.382 --> 03:34:48.309]  But according to James Corden, who is British, but of course hosts a late-night show in America, he spoke of anxiety and sadness over coronavirus.
[03:34:48.309 --> 03:34:50.471]  This is out of BBC News.
[03:34:50.471 --> 03:34:59.237]  James Corden, host of The Late Late Show, says he's been struggling with incredible spikes of anxiety and sadness during the Covid-19 outbreak.
[03:35:00.951 --> 03:35:06.052]  I found it tougher than I ever thought I would, he said, during a special edition of his Late Late Show.
[03:35:06.052 --> 03:35:07.412]  It feels so out of control.
[03:35:07.412 --> 03:35:09.793]  It feels so beyond our comprehension, all of it.
[03:35:09.793 --> 03:35:13.573]  And I found I get sort of overwhelmed with sadness in it all.
[03:35:13.573 --> 03:35:16.274]  He broadcast live from his garage in LA.
[03:35:16.274 --> 03:35:24.775]  So he's broadcasting to millions of people from his garage in LA, while whining about being anxious and sad.
[03:35:24.775 --> 03:35:27.836]  So I looked up his house in LA.
[03:35:27.836 --> 03:35:30.056]  Headline out of Hello Magazine,
[03:35:30.988 --> 03:35:41.154]  Inside James Corden's 7.5 million mansion, that's in pounds so it's 10 million dollars, as he brings the Late Late Show to the UK.
[03:35:41.154 --> 03:35:47.458]  This is where James Corden is being all anxious and sad and boo-hoo about being quarantined.
[03:35:47.458 --> 03:35:56.783]  7.5 million pound mansion, again that's 10 million dollars, in the star-studded neighbourhood of Los Angeles, three young children,
[03:35:58.689 --> 03:36:05.190]  It has five bedrooms, eight bathrooms, spans 8,609 square feet.
[03:36:05.190 --> 03:36:06.230]  And again, this is in LA.
[03:36:06.230 --> 03:36:20.413]  And it's located on a sprawling 20,000 square foot estate, complete with rolling lawns, a swimming pool and spa, a fire pit, a barbecue area, ideal for hosting James' celebrity friends.
[03:36:20.413 --> 03:36:22.233]  And then there's a series of pictures.
[03:36:22.233 --> 03:36:23.813]  Not too shabby!
[03:36:23.813 --> 03:36:24.673]  Not too shabby.
[03:36:24.673 --> 03:36:27.874]  There's a TV room, little cinema room, pool table,
[03:36:28.812 --> 03:36:34.735]  I'm guessing in comparison to other people, James Corden is not doing too badly.
[03:36:34.735 --> 03:36:43.218]  In fact, I would bet a lot of people would be absolutely delighted to be quarantined in his home for a month.
[03:36:43.218 --> 03:36:45.299]  It would be a luxury holiday.
[03:36:45.299 --> 03:36:48.381]  So he's literally whining about being anxious.
[03:36:48.381 --> 03:36:54.643]  Again, a multi-millionaire celebrity for being cooped up in that tiny 8,000 square feet home.
[03:36:57.133 --> 03:37:00.275]  With a giant garden, with a giant swimming pool, yeah.
[03:37:00.275 --> 03:37:02.315]  James, most people don't have access to that.
[03:37:02.315 --> 03:37:09.039]  They're cooped up in tiny little flats with two rooms in them, in many cases, in New York and London.
[03:37:09.039 --> 03:37:14.921]  So again, yet another opportunity to make the coronavirus about himself.
[03:37:14.921 --> 03:37:25.647]  We've seen it with celebrities who have found coronavirus tests quite easy to come by in comparison to health professionals who, in many cases, have found them hard to come by.
[03:37:25.647 --> 03:37:26.467]  They've paid for them.
[03:37:27.190 --> 03:37:36.772]  And they've got out ahead of the story in a way and said, yes, I've tested positive for coronavirus and splashed it all over social media, again, making it all about them.
[03:37:36.772 --> 03:37:53.295]  You have other people like Kathy Griffin and Greta Thunberg, who didn't even take the test, as far as I know from what I last read, but claimed they had coronavirus anyway, because again, they were so perturbed about not being at the top of the headlines for five frigging minutes.
[03:37:53.295 --> 03:37:55.596]  Now, CNN's Chris Cuomo has it as well.
[03:37:56.365 --> 03:38:01.707]  But yes, James Corden, anxious and sad about being quarantined in his luxury L.A.
[03:38:01.707 --> 03:38:07.889]  mansion with a giant garden and swimming pool, the world's smallest violin, plays.
[03:38:07.889 --> 03:38:14.371]  Meanwhile, people living in not so much luxury try to have a birthday party.
[03:38:14.371 --> 03:38:16.192]  Cops face off with rowdy crowd.
[03:38:16.192 --> 03:38:17.913]  This is InformationLiberation.com.
[03:38:17.913 --> 03:38:22.054]  Cops face off with rowdy crowd after breaking up birthday party in L.A.
[03:38:22.054 --> 03:38:23.555]  to enforce COVID-19 lockdown.
[03:38:25.017 --> 03:38:31.902]  And again, this is another illustration of how some of our more diverse communities are reacting to the enforced quarantine.
[03:38:31.902 --> 03:38:41.128]  Authorities in Los Angeles are having a wee bit of trouble enforcing Mayor Eric Garcetti's new coronavirus lockdown and social distancing mandates.
[03:38:41.128 --> 03:38:49.434]  On scene TV reports, a birthday party for a little girl was dispersed by police amid the state's stay-at-home order enacted to battle the COVID-19 pandemic.
[03:38:49.434 --> 03:38:53.577]  Officers responded to reports of a gathering, including involving 30 to 40 people at home
[03:38:54.483 --> 03:39:07.526]  In the Hyde Park area, and as you can see from the video embedded in this article, the partygoers were not too pleased about their little celebration getting interrupted by the quarantine police.
[03:39:07.526 --> 03:39:13.947]  And I believe we'll see much more of that if this quarantine drags on for more weekends.
[03:39:13.947 --> 03:39:17.808]  In the UK, they're saying it could last as much as six months.
[03:39:17.808 --> 03:39:20.289]  In America, of course, we've heard similar things.
[03:39:20.289 --> 03:39:21.569]  We're going to see a lot more of this.
[03:39:23.507 --> 03:39:28.228]  And also, we're going to see a lot more of it not being enforced by the quarantine police.
[03:39:28.228 --> 03:39:37.910]  Here's an article from Summit News.
[03:39:37.910 --> 03:39:40.751]  Yes, diversity proving to be a strength once again.
[03:39:40.751 --> 03:39:52.593]  A top government official in France has admitted that draconian lockdown measures being imposed on the rest of the population shouldn't be implemented in the country's migrant-heavy ghettos in order to prevent riots.
[03:39:53.345 --> 03:40:16.985]  In fact, we've already had several stories with videos out of migrant areas of France where the migrants completely ignore the lockdown, the social distancing, because again, whenever a police car or a fire truck or an ambulance turns up in these migrant areas, they like to crowd around and if not attack it, intimidate the people inside it.
[03:40:16.985 --> 03:40:19.427]  So good luck enforcing measures against them.
[03:40:20.473 --> 03:40:23.755]  In regards to social distancing and staying indoors.
[03:40:23.755 --> 03:40:35.043]  In fact, remember the video out of Naples, Italy, where the people in the apartments from above were shouting down at the migrants to get inside, who were completely ignoring them and continuing to roam around the streets.
[03:40:35.043 --> 03:40:47.812]  In a letter leaked to magazine Le Cunard and Chan, French Secretary of State to the Minister of the Interior, Laurent Nunes, advises, it's not a priority to enforce closings in certain neighborhoods and to stop gatherings.
[03:40:48.334 --> 03:41:01.242]  In a separate video conference call, Nunes told other officials that restricting movement and shutting down shops in France's infamous banlieues risks igniting violent social disorder if enforced too rigorously.
[03:41:01.242 --> 03:41:16.211]  So basically they're saying all those measures that French citizens are subjected to in the rest of the country, where they have to sign, fill in a form to leave the house because they get stopped at police checkpoints and roadblocks saying, why have you left the house?
[03:41:16.211 --> 03:41:17.032]  What is your reason?
[03:41:17.918 --> 03:41:25.700]  That will not be enforced against France's ever so diverse and lovely migrant population once again.
[03:41:25.700 --> 03:41:32.803]  Meanwhile in Sweden, another nirvana of diversity and tolerance.
[03:41:32.803 --> 03:41:37.084]  Like watching a horror movie, Sweden's liberal approach to coronavirus under fire.
[03:41:37.927 --> 03:41:45.970]  Now, Sweden, in comparison to other European countries, hasn't legally enforced any quarantine or social distancing measures.
[03:41:45.970 --> 03:41:51.112]  They've told their population to abide by social distancing, but it has no legal force.
[03:41:51.112 --> 03:41:53.213]  They're not going to get fined.
[03:41:53.213 --> 03:41:57.715]  And in fact, gatherings up to 50 people are still allowed.
[03:41:57.715 --> 03:41:59.555]  Bars are open.
[03:41:59.555 --> 03:42:00.876]  Nightclubs are open.
[03:42:00.876 --> 03:42:01.956]  Cinemas are open.
[03:42:01.956 --> 03:42:03.537]  Borders are open, obviously.
[03:42:03.537 --> 03:42:05.398]  It's Sweden.
[03:42:05.398 --> 03:42:06.458]  Schools remain open.
[03:42:07.279 --> 03:42:11.703]  More people are working from home, but life is pretty much going on as normal.
[03:42:11.703 --> 03:42:14.805]  So they're taking a very different approach.
[03:42:14.805 --> 03:42:25.334]  People in neighboring countries in Scandinavia have said in one case, in terms of a Danish journalist, that it was, quote, a bit like watching a horror movie.
[03:42:25.334 --> 03:42:36.543]  And indeed, if you do look at Sweden's coronavirus cases, 146 people have died so far, which is more fatalities than Denmark, Norway and Finland combined.
[03:42:37.375 --> 03:42:47.886]  So it's too early to tell yet, but it seems as though Sweden refusing to enforce quarantine and social distancing measures because of their liberal outlook is proving fatal once again.
[03:42:47.886 --> 03:42:49.348]  Don't go away, we'll be right back.
[03:42:52.754 --> 03:42:57.076]  Getting your protein has never been easier with InfoWars Life Protein Bars.
[03:42:57.076 --> 03:43:04.300]  Available in delicious chocolate peanut butter and vanilla coconut flavors, these protein bars are the perfect answer for a snack on the go.
[03:43:04.300 --> 03:43:10.863]  InfoWars Life Protein Bars are nutrient-packed, portable protein bars for an easy-to-eat and great-tasting meal.
[03:43:10.863 --> 03:43:13.264]  Pre- or post-workout, fuel alternative.
[03:43:13.664 --> 03:43:24.050]  At just 240 calories per bar and 15 grams of protein each, these bars will be your favorite at-hand snack for at home, in the car, at work, or on the go.
[03:43:24.050 --> 03:43:25.631]  For getting nutrients easily.
[03:43:25.631 --> 03:43:33.636]  High in fiber and nutrients with wholesome ingredients for high-level performance with great taste, such as whey protein and chocolate compounds.
[03:43:33.636 --> 03:43:37.638]  These protein bars can help you with the boost you need to reach your goals.
[03:43:37.978 --> 03:43:40.903]  Protein packed and full of fiber and healthy ingredients.
[03:43:40.903 --> 03:43:46.693]  Info Wars Life Protein Bars are a can't miss snack for any Info Warrior serious about their energy.
[03:43:46.693 --> 03:43:49.698]  Try both flavors today at InfoWarsStore.com
[03:43:52.426 --> 03:43:54.868]  Alex Jones here with some good news.
[03:43:54.868 --> 03:44:02.634]  Two weeks ago we had to stop taking new storable food orders because the company that supplies us was backed up and was busy getting out the orders they had.
[03:44:02.634 --> 03:44:04.555]  Now they've opened up two more factories.
[03:44:04.555 --> 03:44:06.517]  They've bought a whole bunch more high-quality food.
[03:44:06.517 --> 03:44:09.719]  They're packaging it right now and they're gonna be able to ship it out to you very soon.
