[00:00:15.644 --> 00:00:16.994]  Alex Jones
[01:14:21.106 --> 01:14:21.707]  It's pretty horrible.
[01:14:21.707 --> 01:14:22.667]  Other points you'd like to make?
[01:14:22.667 --> 01:14:24.789]  Do you have any other points you'd like to make about this?
[01:14:24.789 --> 01:14:31.153]  No, I'm just glad you guys came out here so we can get some real news because the media out there, all the other channels are worthless.
[01:14:31.153 --> 01:14:32.314]  Just worthless.
[01:14:32.314 --> 01:14:33.394]  And I thank you guys for being out here.
[01:14:33.394 --> 01:14:34.115]  Well, God bless you, Chuck.
[01:14:34.115 --> 01:14:35.176]  Let's talk to this lady.
[01:14:35.176 --> 01:14:35.876]  What's your name?
[01:14:35.876 --> 01:14:37.057]  My name is Carmel Rowe.
[01:14:37.057 --> 01:14:40.159]  Alright, so what do you think about this whole incident?
[01:14:40.555 --> 01:14:42.477]  Well I'm glad that you are here to report the real news.
[01:14:42.477 --> 01:14:47.361]  I haven't had cable TV in nine years and follow Alex Jones a lot and I get most of my news from there.
[01:14:47.361 --> 01:14:50.283]  That's who you're talking to right now?
[01:14:50.283 --> 01:15:02.413]  But what I have to say is that they really picked the wrong city to preach anti-guns because we have a city attorney that was recalled and our city attorney specifically told us the city of San Bernardino to grab your guns and lock your doors.
[01:15:02.413 --> 01:15:05.635]  We here in San Bernardino we have more of a problem than just terrorism.
[01:15:05.635 --> 01:15:07.117]  We have domestic terrorism.
[01:15:07.117 --> 01:15:07.457]  We have
[01:15:07.796 --> 01:15:13.297]  We have reasons that we should be walking around with a gun, and San Bernardino would not support anti-guns.
[01:15:13.297 --> 01:15:15.538]  San Bernardino is for guns.
[01:15:15.538 --> 01:15:20.679]  I mean, the reason our police were equipped with those kind of guns is because they need them for their daily lives.
[01:15:20.679 --> 01:15:22.719]  We, the people, we need to stand up.
[01:15:22.719 --> 01:15:23.960]  We need to wake up.
[01:15:23.960 --> 01:15:25.120]  And they're training our children.
[01:15:25.120 --> 01:15:26.160]  We need to train ours.
[01:15:26.160 --> 01:15:30.581]  We treat our children like they're liabilities, and they treat theirs like they're assets.
[01:15:30.581 --> 01:15:33.602]  And if we don't wake up, we have no hope for our future.
[01:15:33.602 --> 01:15:34.722]  Our government will not help us.
[01:15:35.506 --> 01:15:37.887]  This is just me calling out to San Bernardino.
[01:15:37.887 --> 01:15:38.827]  Let this unite us.
[01:15:38.827 --> 01:15:40.288]  Let this unite us as a people.
[01:15:40.288 --> 01:15:41.768]  Let this unite us as a nation.
[01:15:41.768 --> 01:15:45.290]  Let us treat our children as assets rather than liabilities.
[01:15:45.290 --> 01:15:50.512]  Let us say our prayers and let us all come correct because the end of the world is coming and we're all not helping it.
[01:15:50.512 --> 01:15:53.013]  So... What do you think about... Hold on Joe, we gotta go to break.
[01:15:53.013 --> 01:15:53.933]  We'll come back and let her finish.
[01:15:53.933 --> 01:15:55.514]  The end of the world as we know it.
[01:15:55.514 --> 01:15:55.934]  Stay with us.
[01:15:57.133 --> 01:16:00.616]  When cells become toxic, they die early and aging sets in.
[01:16:00.616 --> 01:16:08.863]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:16:08.863 --> 01:16:14.287]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:16:14.287 --> 01:16:16.810]  You want the best that's out there at the lowest price anywhere?
[01:16:16.810 --> 01:16:18.931]  We now have the synergistic solution.
[01:16:18.931 --> 01:16:23.115]  Secure your DNA force today at InfoWarsLife.com or call toll free 888-253-3139.
[01:16:27.074 --> 01:16:28.175]  Brain Force is here.
[01:16:28.175 --> 01:16:30.377]  Ladies and gentlemen, I've been on this the last few months.
[01:16:30.377 --> 01:16:35.360]  You've probably noticed I've been more focused, less brain fog, more energy, and it's because of Brain Force.
[01:16:35.360 --> 01:16:38.663]  There's always hidden additives in your food, even organic food has hidden additives.
[01:16:38.663 --> 01:16:42.146]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[01:16:42.146 --> 01:16:43.887]  Ultimately, we've all been dumbed down to some degree.
[01:16:44.107 --> 01:16:45.028]  It doesn't have stimulants.
[01:16:45.028 --> 01:16:46.229]  It doesn't have garbage in it.
[01:16:46.229 --> 01:16:48.231]  It has natural things that do it clean.
[01:16:48.231 --> 01:16:56.780]  You will find Brain Force and other game-changing products at Infowarslife.com or call 888-253-3139.
[01:16:56.780 --> 01:17:02.946]  We have been fighting this war tirelessly with you at our side, day in and day out, exposing the ludicrous lies.
[01:17:03.146 --> 01:17:05.287]  We are in an information war, and we are losing that war.
[01:17:27.557 --> 01:17:34.080]  With this in mind, we have held strong to our principles and the decision to refuse any money from globalists or government.
[01:17:34.080 --> 01:17:41.084]  We are funding our crusade against tyranny the old-fashioned way with pure free-market, free-will capitalism.
[01:17:41.084 --> 01:17:50.788]  Visit InfoWarsTore.com today or call 888-253-3139 and take advantage of free shipping right through December 18th and get your order before Christmas.
[01:17:50.788 --> 01:17:55.991]  May God bless you and your family and keep us strong as we forge ahead in this battle for humanity.
[01:17:57.731 --> 01:17:59.392]  Clean, pure drinking water.
[01:17:59.392 --> 01:18:00.873]  You can't survive without it.
[01:18:00.873 --> 01:18:02.073]  But where do you get it?
[01:18:02.073 --> 01:18:08.056]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[01:18:08.056 --> 01:18:13.779]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[01:18:13.979 --> 01:18:30.827]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[01:18:31.227 --> 01:18:33.709]  Filter capacity up to 5,000 gallons.
[01:18:33.709 --> 01:18:35.190]  Stainless steel construction.
[01:18:35.190 --> 01:18:36.231]  Easy assembly.
[01:18:36.231 --> 01:18:37.132]  Low maintenance.
[01:18:37.132 --> 01:18:39.234]  Replacement filters are simple to install.
[01:18:39.234 --> 01:18:46.520]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[01:18:46.520 --> 01:18:51.263]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[01:18:51.263 --> 01:18:54.506]  Go to InfowarsStore.com or call 888-253-3139.
[01:18:54.506 --> 01:18:55.607]  I want more candy!
[01:18:55.607 --> 01:18:56.688]  I want more baby again!
[01:18:56.688 --> 01:18:58.469]  Mine, mine, mine!
[01:19:00.811 --> 01:19:10.557]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[01:19:10.557 --> 01:19:13.259]  All of our children are hit with modern mind control.
[01:19:13.259 --> 01:19:16.821]  Television, music, fast food, GMOs, sugars, you name it.
[01:19:16.821 --> 01:19:23.145]  Young humans have not yet developed their nervous system and are being hammered daily by globalist concoctions.
[01:19:23.145 --> 01:19:27.988]  It's no wonder they can't focus and calm down and then are put on dangerous psychotropic drugs.
[01:19:28.268 --> 01:19:34.650]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[01:19:34.650 --> 01:19:42.373]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[01:19:42.373 --> 01:19:49.935]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[01:19:49.935 --> 01:19:53.537]  Obtain your ChildEase today at InfoWarsLife.com.
[01:19:53.537 --> 01:19:56.458]  That's ChildEase exclusively at InfoWarsLife.com.
[01:20:01.252 --> 01:20:14.839]  You're listening to the Alex Jones Show.
[01:20:14.839 --> 01:20:17.180]  We're now 1 hour 40 minutes out from a speech.
[01:20:17.180 --> 01:20:25.465]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones on the GCN Radio Network.
[01:20:26.491 --> 01:20:29.374]  And I'll be live with Facebook mentions at InfoWars.com.
[01:20:29.374 --> 01:20:32.998]  We'll have a link to the feed tonight.
[01:20:32.998 --> 01:20:36.562]  Or just go to Alexander Emmerich Jones on Facebook.
[01:20:36.562 --> 01:20:40.927]  And when he gives a speech, I'll be there covering it and then giving some analysis after.
[01:20:40.927 --> 01:20:44.490]  And yeah, I was having a Christmas party with my parents over to do the tree with my kids, but...
[01:20:45.501 --> 01:20:48.307]  Sorry, let's just gotta take a back seat to the stuff that's going on in this country.
[01:20:48.307 --> 01:20:53.877]  Because all this prosperity, all the freedom we have is because people fought and died for it.
[01:20:53.877 --> 01:20:56.402]  Least I can do is cover it seven days a week.
[01:20:57.705 --> 01:21:00.727]  I want to go back to Joe Biggs in San Bernardino and some of the folks he's talking to.
[01:21:00.727 --> 01:21:02.588]  We've got loaded phones.
[01:21:02.588 --> 01:21:04.870]  Boeia in Turkey.
[01:21:04.870 --> 01:21:07.672]  Folks calling from all over the world, from Oklahoma to Turkey.
[01:21:07.672 --> 01:21:13.296]  We've got callers from Los Angeles to San Bernardino, from San Antonio to Florida.
[01:21:13.296 --> 01:21:15.117]  We've got everybody calling in.
[01:21:15.117 --> 01:21:18.320]  So we're going to be taking your phone calls and talking to more folks on the street.
[01:21:19.793 --> 01:21:40.796]  the end of the broadcast I'll announce the winner of this three-day contest we had for Christmas memes because they're trying to ban the Christmas tree Rob Jacobson will pop in with that so stay with us ladies and gentlemen that's kind of a double in a defense of free speech here tonight on so many different fronts we'll be announcing the winner but going back to Joe Biggs of
[01:21:40.916 --> 01:21:46.739]  Let's talk to a few other people, and then I want you to ride shotgun with us, Joe, because a lot of these callers want to talk to you as well.
[01:21:46.739 --> 01:21:54.682]  But before we go back to people on the street in San Bernardino, there in front of the health department, on the side of the Jihad massacre, other points you'd like to add?
[01:21:54.682 --> 01:21:58.304]  Well, like I said, I mean, it's going to be interesting to see what unfolds tonight.
[01:21:58.304 --> 01:22:02.206]  Really, at the end of the day, our future depends on what's going to go on tonight.
[01:22:02.206 --> 01:22:04.867]  Is he going to use this to spark another war?
[01:22:04.867 --> 01:22:09.209]  Are we going to be pushed into years and years of conflict?
[01:22:09.747 --> 01:22:11.507]  In Syria now because of this.
[01:22:11.507 --> 01:22:17.769]  When we were trying to take out ISIS back when they first started we had the ability to, they ignored it.
[01:22:17.769 --> 01:22:26.031]  Instead they used them, empowered them, gave them weapons and ammunition and allowed them to go in because they wanted to use them as a tool to take out the Assad regime.
[01:22:26.031 --> 01:22:32.752]  Now that hasn't worked and now you have Obama finally coming out and addressing during prime time in a rare event at the Oval Office.
[01:22:33.962 --> 01:22:36.503]  What he's going to do in his steps to defeat ISIS.
[01:22:36.503 --> 01:22:40.005]  And also, I guarantee you, there's going to be stuff about gun control.
[01:22:40.005 --> 01:22:42.106]  We need stricter gun control.
[01:22:42.106 --> 01:22:43.366]  But guess what?
[01:22:43.366 --> 01:22:45.387]  Hey, what was it?
[01:22:45.387 --> 01:22:50.810]  One of the guys over there, you said that the governor here was saying that he wanted to reach out to the other states, right?
[01:22:50.810 --> 01:22:53.871]  And push for... Yeah, come here.
[01:22:53.871 --> 01:22:56.292]  Oh yeah, they're creating these coalitions under the UN Strong Cities.
[01:22:58.775 --> 01:23:08.319]  I heard that the governor put out a statement saying that we need to restrict laws better in Arizona and Nevada because that's where the guns are coming from.
[01:23:08.319 --> 01:23:09.740]  Yeah, that's Bloomberg bull.
[01:23:09.740 --> 01:23:11.721]  Just freaking ridiculous.
[01:23:11.721 --> 01:23:14.962]  Yeah, that's Bloomberg diarrhea that he spews out to all the other states.
[01:23:14.962 --> 01:23:16.823]  I want to talk to some more of these folks, but absolutely...
[01:23:17.898 --> 01:23:25.769]  Listen, he is going to announce there's about to be a major jihad, so he can quote, protect us from it, and then no one's supposed to say, hey, who brought these folks in?
[01:23:25.769 --> 01:23:30.716]  Or who gave them safe harbor to breed and train in Syria, Iraq, and Saudi Arabia?
[01:23:30.716 --> 01:23:34.381]  They think we're ignorant, we're not, and that's why I think they've miscalculated, Joe.
[01:23:35.333 --> 01:23:36.393]  Well, it's just like a drug addict.
[01:23:36.393 --> 01:23:41.635]  A drug addict has to hit rock bottom before they can eventually move forward.
[01:23:41.635 --> 01:23:44.115]  I think these guys are about to come to an end on their streak.
[01:23:44.115 --> 01:23:49.177]  I think they're going to hit rock bottom and people are going to see what's really going on behind the curtain.
[01:23:49.177 --> 01:23:51.597]  People are going to understand and wake up and go, what?
[01:23:51.597 --> 01:23:54.178]  You know, these guys have been saying this is going to happen for a long time.
[01:23:54.545 --> 01:23:54.865]  I think so.
[01:24:17.028 --> 01:24:20.350]  And notice it's now starting, because we do our homework, folks.
[01:24:20.350 --> 01:24:21.750]  This is real.
[01:24:21.750 --> 01:24:24.912]  Now, they allowed it to breed, but I've said this 500 times.
[01:24:24.912 --> 01:24:32.375]  It's like if I bred a bunch of black widows in my basement, and I went to my neighbor's house and dumped them in their bed, do the black widows take orders from me?
[01:24:32.375 --> 01:24:34.396]  Did I give birth to them?
[01:24:34.396 --> 01:24:34.956]  No.
[01:24:34.956 --> 01:24:37.177]  But I'm still aiding and abetting it.
[01:24:37.177 --> 01:24:38.258]  I still open the door.
[01:24:38.698 --> 01:24:44.221]  I still am the main progenitor, the main criminal mastermind of the operation.
[01:24:44.221 --> 01:24:53.125]  And our criminal government and the EU government are following the same policy of bringing them in to attack us, letting them attack us, and then declaring martial law.
[01:24:53.125 --> 01:24:55.507]  I mean, Joe, you were just over there two weeks ago in France.
[01:24:55.507 --> 01:24:57.448]  They've declared martial law!
[01:24:57.448 --> 01:24:58.348]  And it's still going on.
[01:24:58.348 --> 01:25:01.810]  It will continue, the martial law in France, for another month and a half.
[01:25:02.290 --> 01:25:08.755]  You know, they have signed in a bill giving the police the ability, without warrant, to enter anyone's home.
[01:25:08.755 --> 01:25:12.778]  You're not to congregate, you're not to go out, exactly.
[01:25:12.778 --> 01:25:14.599]  The free speech, you have Merkel saying that too.
[01:25:14.599 --> 01:25:18.902]  I mean, it is ridiculous what is going on in this country and people don't see it.
[01:25:18.902 --> 01:25:19.943]  They're not awake to it.
[01:25:19.943 --> 01:25:20.904]  But it's starting to happen.
[01:25:20.904 --> 01:25:22.805]  There is a mass awakening going on.
[01:25:22.805 --> 01:25:26.568]  But you still have so many people that are just so politically correct.
[01:25:26.568 --> 01:25:29.450]  It's just like a disease, a cancer, that's taking over.
[01:25:30.091 --> 01:25:30.411]  It is.
[01:25:30.411 --> 01:25:35.293]  Joe, we're going to come back in the next segment and talk to more folks on the street there, but I want to go to some calls here.
[01:25:35.293 --> 01:25:38.454]  Is it Bolya or Ebolia in Turkey?
[01:25:38.454 --> 01:25:40.495]  Ebolia in Turkey, you're on the air.
[01:25:40.495 --> 01:25:42.115]  Joe, this caller wants to talk to you too.
[01:25:42.115 --> 01:25:44.296]  Go ahead, Ebolia, what's your point?
[01:25:44.296 --> 01:25:45.396]  Hi Alex, how are you?
[01:25:45.396 --> 01:25:47.297]  Good, go ahead, welcome.
[01:25:47.297 --> 01:25:52.599]  Okay, so there's a lot of political problems going on here in Turkey.
[01:25:53.226 --> 01:26:01.071]  And I need to tell you that the politicians of Turkey, they do not represent the people of this country.
[01:26:01.071 --> 01:26:03.413]  They totally hijacked our government.
[01:26:03.413 --> 01:26:04.053]  I know.
[01:26:04.053 --> 01:26:09.216]  And they're planning a war and I sometimes need to commute.
[01:26:09.216 --> 01:26:13.159]  When I ride the bus, I see a lot of people from ISIS.
[01:26:14.400 --> 01:26:17.482]  And they watch these jihad videos.
[01:26:17.482 --> 01:26:26.187]  I don't even know Arabic in order to interpret these because jihad is a universal pretty much word right now and nobody can understand what it means.
[01:26:26.187 --> 01:26:29.008]  They are farming these people.
[01:26:29.008 --> 01:26:34.911]  They take them to the Turkish President's wife's hospital and they heal them over there.
[01:26:34.911 --> 01:26:35.952]  They give them ammunition.
[01:26:35.952 --> 01:26:36.452]  They feed them.
[01:26:36.452 --> 01:26:37.372]  They give them blankets.
[01:26:37.372 --> 01:26:38.333]  They give them weapons.
[01:26:39.551 --> 01:26:43.374]  And they gave them a Turkish ID.
[01:26:43.374 --> 01:26:46.395]  Most of them got a citizenship in order to vote.
[01:26:46.395 --> 01:26:48.437]  That's how they rigged the elections.
[01:26:48.437 --> 01:26:55.761]  And in the elections in Istanbul, there were way more people than the people who needed to vote.
[01:26:56.454 --> 01:27:03.737]  Let me just back you up, because you're a caller from Turkey, and if you're a new listener, everything that this caller from Turkey is saying has been admitted.
[01:27:03.737 --> 01:27:06.918]  Ergun had lost early elections, then he magically wins.
[01:27:06.918 --> 01:27:09.439]  He's brought in probably a million jihadis.
[01:27:09.439 --> 01:27:15.120]  They're training them, they're arming them, they're buying their oil, they're giving them weapons, they give them artillery support.
[01:27:15.120 --> 01:27:16.901]  The Russians are starting to fight back.
[01:27:16.901 --> 01:27:22.083]  So now the Turkish president today, this is Reuters, is threatening to blow up Russian ships next.
[01:27:22.783 --> 01:27:24.664]  I mean, this is crazy!
[01:27:24.664 --> 01:27:25.664]  And you're right.
[01:27:25.664 --> 01:27:28.485]  He knows he's about to get kicked out if he doesn't start a war.
[01:27:28.485 --> 01:27:29.785]  Most Turks are against this.
[01:27:29.785 --> 01:27:39.488]  Let's be clear, from the polls I've seen, what is it like to watch this happening and to know your dictator may bring us to World War III?
[01:27:39.488 --> 01:27:45.290]  Actually, as you said earlier, I think it's World War IV because the war is going on in our minds right now.
[01:27:45.290 --> 01:27:50.892]  And most people submitted themselves to this political government.
[01:27:51.685 --> 01:28:10.460]  And I think they already assembled the government already, world government, and they are having some problems because they are on the final gear right now because they are trying, they're rushing to accomplish their goals so quick.
[01:28:10.460 --> 01:28:13.883]  And I think soon the World War 4,
[01:28:15.257 --> 01:28:19.000]  Which is going to be a physical war, Armageddon or whatever you want to call it.
[01:28:19.000 --> 01:28:26.325]  It will take place around here in Turkey and yesterday they sent Turkish troops in Iraq, legally.
[01:28:26.325 --> 01:28:27.986]  That's right, I haven't even gotten to that.
[01:28:27.986 --> 01:28:34.850]  Not only is Turkey threatening to blow up Russian ships in the Med for no reason, they've now sent troops into Iraq and Iraq's threatening war.
[01:28:34.850 --> 01:28:37.992]  I mean, Turkey has been told by NATO, start a war, folks.
[01:28:37.992 --> 01:28:39.073]  This is insane.
[01:28:39.073 --> 01:28:40.414]  Thank you, sir, from Turkey.
[01:28:40.414 --> 01:28:41.135]  Thank you for calling.
[01:28:41.815 --> 01:28:46.217]  I'm gonna get Joe Biggs' take on that and then talk to some other folks on the ground when we come back.
[01:28:46.217 --> 01:28:50.159]  We'll also pan around during the break, give you some of the shots out there on the grounds.
[01:28:50.159 --> 01:28:56.522]  You can see the crowds that are out there at the site of the radical Islamic caliphate attack as we investigate.
[01:28:57.222 --> 01:29:02.889]  Hillary Clinton recently said that all rape victims should be believed.
[01:29:02.889 --> 01:29:12.921]  So during a campaign event in New Hampshire today, she was confronted by a woman in the audience who asked her about the women who accused her husband of rape.
[01:29:12.961 --> 01:29:16.345]  I would say that all rape victims should be believed.
[01:29:16.345 --> 01:29:22.112]  But would you say that about Johnita Broderick, Kathleen Wiley and or Paula Jones?
[01:29:22.112 --> 01:29:23.273]  Should we believe them as well?
[01:29:23.273 --> 01:29:29.280]  Well, I would say that everybody should be believed at first until they are disbelieved based on evidence.
[01:29:29.540 --> 01:29:36.564]  Well, based on the evidence, Hillary, your husband has a long history of sexual assault and rape.
[01:29:36.564 --> 01:29:38.965]  Well, Hillary's the one who runs the cover-up.
[01:29:38.965 --> 01:29:45.928]  Hillary is the point person to silence these women, lest they get in the way of the Clintons' lust for power and wealth.
[01:29:45.928 --> 01:29:53.292]  That was political strategist Roger Stone on the Alex Jones Show talking about his book, The Clintons' War on Women.
[01:29:53.292 --> 01:29:56.014]  And you can learn more right now at InfoWars.com.
[01:29:58.266 --> 01:30:05.473]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:30:05.473 --> 01:30:15.182]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:30:15.182 --> 01:30:22.069]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:30:22.509 --> 01:30:30.336]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[01:30:30.336 --> 01:30:34.039]  We set out to bring you the very best at the lowest price.
[01:30:34.039 --> 01:30:39.003]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[01:30:39.003 --> 01:30:43.426]  In these times, it's essential to have high-quality, loyal silver on hand.
[01:30:43.426 --> 01:30:46.449]  No survival chest is complete without Silver Bullet.
[01:30:46.449 --> 01:30:49.571]  Exclusively available at Infowarslife.com.
[01:30:49.571 --> 01:30:50.452]  Secure your Silver
[01:30:50.472 --> 01:30:50.973]  We're good to go.
[01:31:01.003 --> 01:31:10.728]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[01:31:10.728 --> 01:31:13.429]  All of our children are hit with modern mind control.
[01:31:13.429 --> 01:31:16.990]  Television, music, fast food, GMOs, sugars, you name it.
[01:31:16.990 --> 01:31:23.313]  Young humans have not yet developed their nervous system and are being hammered daily by globalist concoctions.
[01:31:23.313 --> 01:31:27.255]  It's no wonder they can't focus and calm down and then are put on dangerous
[01:31:27.415 --> 01:31:28.096]  That's right.
[01:31:57.495 --> 01:32:01.017]  When cells become toxic, they die early and aging sets in.
[01:32:01.017 --> 01:32:09.260]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:32:09.260 --> 01:32:14.682]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:32:14.682 --> 01:32:17.203]  You want the best that's out there at the lowest price anywhere?
[01:32:17.203 --> 01:32:19.304]  We now have the synergistic solution.
[01:32:19.304 --> 01:32:23.486]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:32:27.504 --> 01:32:31.865]  Used since before the days of the Roman Empire to support the body's natural systems.
[01:32:31.865 --> 01:32:36.007]  Introducing the new Infowarslife.com Oil of Oregano Formulation.
[01:32:36.007 --> 01:32:40.968]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:32:40.968 --> 01:32:45.630]  Extracted directly from the wild herb and sealed in easy to use capsules.
[01:32:45.630 --> 01:32:49.091]  You will no longer need to endure the burning of liquid oregano on the tongue.
[01:32:49.091 --> 01:32:52.552]  Now available in our limited first run at Infowarslife.com.
[01:32:52.552 --> 01:32:54.372]  That's Infowarslife.com or call 888-253-3139.
[01:33:01.627 --> 01:33:10.476]  You're listening to the Alex Jones Show.
[01:33:10.476 --> 01:33:12.318]  We are on the march.
[01:33:12.318 --> 01:33:14.800]  The Empire is on the run.
[01:33:14.800 --> 01:33:20.926]  Alex Jones and the GCN Radio Network.
[01:33:20.926 --> 01:33:25.150]  I'm waiting in my cold cell.
[01:33:27.544 --> 01:33:33.268]  A Darden in Los Angeles, Scott in Pennsylvania, Drake in San Antonio, Kyle in Arizona, Douglas in Florida, and others.
[01:33:33.268 --> 01:33:35.029]  Your calls are coming up.
[01:33:35.029 --> 01:33:42.894]  The toll free number to join us is 877-789-2539 on this live Sunday worldwide broadcast.
[01:33:42.894 --> 01:33:46.597]  You see the sands of time for this Republic and the Free West are running low.
[01:33:46.597 --> 01:33:53.642]  And it's time to understand that if you pull back geopolitically,
[01:33:57.085 --> 01:33:59.607]  You realize this is part of a larger plan.
[01:33:59.607 --> 01:34:08.253]  What Western government would bring in millions of radical jihadis, potential jihadis, call them refugees.
[01:34:08.253 --> 01:34:10.655]  You know they're not letting the Christians or non-radical Muslims in.
[01:34:10.655 --> 01:34:17.961]  They're letting Wahhabist Sunnis with fake passports, 80 plus percent, into Syria.
[01:34:17.961 --> 01:34:20.363]  And then when they can't take over there, they come into Europe.
[01:34:20.363 --> 01:34:21.804]  Then they come here.
[01:34:21.804 --> 01:34:24.546]  Our government knows a large percentage
[01:34:26.397 --> 01:34:33.081]  Probably 50-60% are military-age men that were jihadis.
[01:34:33.081 --> 01:34:36.703]  And they're bringing them here as sleeper cells, folks.
[01:34:36.703 --> 01:34:43.727]  That's a checkmate over America and Europe when you've got millions of people, with large percentages of them being sleeper cells.
[01:34:43.727 --> 01:34:54.073]  Do you know, if you've studied military history, if you've studied deeper, darker public text on what a 10-man team can do in a major city if they know what they're doing?
[01:34:54.073 --> 01:34:54.954]  With 10 people,
[01:34:56.038 --> 01:35:01.422]  You could take a town like Dallas, Texas or Chicago, Illinois and unleash hell and kill tens of thousands.
[01:35:01.422 --> 01:35:05.725]  I'm not going to go into the tactics, but anybody that wants to research it could.
[01:35:05.725 --> 01:35:06.886]  That's what these guys research.
[01:35:06.886 --> 01:35:11.489]  In fact, I have the Daily Mail say they're going to hit us with chemical weapons and biological weapons.
[01:35:11.489 --> 01:35:18.934]  They're going to dump different chemicals and gases down high-rise buildings, air conditioning systems, stuff like that.
[01:35:18.934 --> 01:35:22.577]  You can kill almost everybody in a building in about 20 minutes.
[01:35:22.577 --> 01:35:25.619]  I'm not going to go any further with this, but they are here and they are getting ready.
[01:35:27.202 --> 01:35:41.880]  And I think we're so dumb that when the civil emergency hits, the controlled media won't discuss any of this, like for two days they lied and said it wasn't Islamic terror, and then we'll all just, oh, take our guns, take our freedoms, you know, arrest the patriots to keep us safe from your jihad.
[01:35:41.880 --> 01:35:45.104]  Well, the dog doesn't hunt, the duck doesn't fly.
[01:35:47.594 --> 01:35:51.017]  It isn't going to work, and that's my message to the New World Order.
[01:35:51.017 --> 01:35:54.660]  Joe, I want to go to a bunch of calls here, but let's talk to any others.
[01:35:54.660 --> 01:36:00.725]  I want to talk to DART and others in Los Angeles, but anybody else that we should talk to out there in San Bernardino, let's talk to them.
[01:36:00.725 --> 01:36:07.551]  No, but I have some breaking news really quick out of a reporter over in Syria right now, said that a U.S.
[01:36:07.551 --> 01:36:12.135]  jet just conducted airstrikes on a Syrian army base and now reports of ice to
[01:36:12.600 --> 01:36:25.368]  Following that airstrike with a launch attack now, so the US airstrike happened and then ISIS came in and helped us all that a Syrian base Wow, and I mean, I'll follow more of that.
[01:36:25.368 --> 01:36:30.832]  That's all the type of government the government we have that's what we're dealing with What is the publication that's reporting that?
[01:36:31.642 --> 01:36:41.288]  It is a local journalist guy who reports stuff in English and Turkish on Syria, Iraq, Kurdistan, Iran, and Yemen.
[01:36:41.288 --> 01:36:47.672]  Oh, I know you've been following that particular thing and it's had a lot of accuracy, so we'll continue to then collate a report on that and expand on it.
[01:36:47.672 --> 01:36:49.873]  What do you make of Turkey threatening to blow up Russian ships?
[01:36:51.294 --> 01:36:53.675]  I mean, that's where it ends.
[01:36:53.675 --> 01:36:58.356]  I mean, you know the Russians are going to attack when that happens, and then all hell's gonna break loose.
[01:36:58.356 --> 01:36:59.317]  Putin's not a punk.
[01:36:59.317 --> 01:37:04.038]  He's not gonna sit there and back down and go, alright, you know, I think we're done here.
[01:37:04.038 --> 01:37:04.699]  We're gonna give up.
[01:37:04.699 --> 01:37:05.339]  No.
[01:37:05.339 --> 01:37:08.440]  As soon as they do something like that, that will be it.
[01:37:08.440 --> 01:37:11.021]  That will be it.
[01:37:11.021 --> 01:37:13.162]  World War will begin all over again.
[01:37:13.162 --> 01:37:18.263]  Yeah, the Russian submarines are gonna pop up and fire cruise missiles at Istanbul.
[01:37:18.263 --> 01:37:19.624]  It'll be ten times worse this time.
[01:37:21.960 --> 01:37:24.121]  Well, that's just who runs our country and runs Turkey.
[01:37:24.121 --> 01:37:26.442]  He's a complete psychopathic scum.
[01:37:26.442 --> 01:37:28.262]  Hadart in Los Angeles, you're on the air.
[01:37:28.262 --> 01:37:34.045]  Go ahead, sir.
[01:37:34.045 --> 01:37:34.765]  Yep, go ahead.
