[00:00.000 --> 00:21.000]  If you are receiving this transmission, you are the resistance.
[3:16:00.420 --> 3:16:04.460]  them ever since. I wrote the book on tax debt settlement and I've helped thousands of people
[3:16:04.460 --> 3:16:08.540]  deal with tax problems they thought might never be solved. I can help you too. If you owe
[3:16:08.540 --> 3:16:13.540]  taxes, you can't pay. Don't wait another day. There's no such thing as a hopeless tax case.
[3:16:13.540 --> 3:16:22.020]  Call 800 34 no tax or go to my website, Dan Pilla.com. That's Dan Pilla.com Dan Pilla.com.
[3:16:22.020 --> 3:16:28.380]  Maybe not today, maybe not tomorrow, but soon you'll need a plan and place to survive.
[3:16:28.380 --> 3:16:33.300]  Forget bunkers. You're not a live underground gopher. You need survivalist camps. The ultimate
[3:16:33.300 --> 3:16:37.820]  fully functional off the grid mobile survival bug outhouse that's well equipped and custom
[3:16:37.820 --> 3:16:45.140]  built to outlast any other RV or trailer. Bold statement. You bet. See him now at survivalistcamps.com.
[3:16:45.140 --> 3:16:51.700]  That's survivalistcamps.com. Trust your family survival to survivalistcamps.com.
[3:16:51.700 --> 3:16:56.620]  We can all agree these are troubled times, right? So do you know who's on your wireless
[3:16:56.620 --> 3:17:01.700]  network? Whether it's a big company selling your data or a foreign hacker. If you're not
[3:17:01.700 --> 3:17:07.740]  protected, everybody sees your information. That's why you need flash routers, a custom
[3:17:07.740 --> 3:17:13.740]  Wi Fi router created for privacy. Flash routers uses a virtual private network or VPN to protect
[3:17:13.740 --> 3:17:18.660]  your online activity from hackers, trackers and large corporations and not just one, but
[3:17:18.660 --> 3:17:24.460]  all your devices with one out of the box setup. Plus flash routers also enhances your wireless
[3:17:24.460 --> 3:17:29.580]  network performance and unlocks powerful router management tools to let you take total control
[3:17:29.580 --> 3:17:40.260]  of your network. Call or click flash routers today at 1-866-509-5817 or FLA-SHR-OUT-ERS.com.
[3:17:40.260 --> 3:17:47.660]  That's 1-866-509-5817 or flash routers.com. Protect your wireless home network today with
[3:17:47.660 --> 3:17:56.500]  flash routers. I spend a lot of time reminding the info
[3:17:56.500 --> 3:18:02.300]  wars of family of listeners and viewers that without you, we won't be on the air. And I
[3:18:02.300 --> 3:18:06.620]  spend a lot of time thanking you. But I really think you should thank yourself for keeping
[3:18:06.620 --> 3:18:10.780]  us on the air and really changing the world for the better and raising the alarm as modern
[3:18:10.780 --> 3:18:16.820]  ball reveres. But something I should spend more time on is just reminding you that these
[3:18:16.820 --> 3:18:21.180]  products are really amazing. You've got that pledge from me, but you've seen the third
[3:18:21.180 --> 3:18:26.580]  party test out there, the air filtration, the water filtration. The supplements are all
[3:18:26.580 --> 3:18:30.980]  the very best you're going to find out there. And you can't fund an operation anywhere else
[3:18:30.980 --> 3:18:37.900]  that's fighting the globalist this hard. So it's not a burden to support info wars.
[3:18:37.900 --> 3:18:44.980]  It really is something that is good for everybody that stands for justice and freedom and makes
[3:18:44.980 --> 3:18:50.700]  your life and your family's life and your children's life so much better. So visit infowarstore.com
[3:18:50.700 --> 3:18:59.420]  today. This should really be easier than it is. I'm not here giving you a sales pitch.
[3:18:59.420 --> 3:19:05.540]  I'm pointing out the way forward things that I've discovered that I absolutely know work
[3:19:05.540 --> 3:19:10.020]  that if you will listen to me and try them out for yourself, you will see how amazing
[3:19:10.020 --> 3:19:16.580]  it is. And then your support of the product we're selling will help you and will help
[3:19:16.580 --> 3:19:22.580]  us. And it's symbiotic. My friends, I harp and harp and harp about iodine because it's
[3:19:22.580 --> 3:19:27.580]  the good halogen, fluoride, the bad halogen. And people told me about it for years and
[3:19:27.580 --> 3:19:33.060]  I didn't listen and I'm so thankful that finally I listened to Dr. Grip like eight years ago
[3:19:33.060 --> 3:19:40.820]  was sort of taking true iodine, atomic iodine. We've got it back in stock X2, 40% off right
[3:19:40.820 --> 3:19:47.820]  now at infowarstore.com and I'm telling you folks get it. It's amazing. Discover the benefits
[3:19:47.820 --> 3:19:55.900]  and it funds the info war a 360 win. You can't lose unless you don't take action.
[3:19:55.900 --> 3:20:17.900]  We're listening to the Alex Jones show. I've been waiting so long to be where I'm going
[3:20:17.900 --> 3:20:29.060]  in the sunshine of your love. Everybody can feel in their bones that big stuff's happening.
[3:20:29.060 --> 3:20:34.260]  Is this thing a hoax? Well, it's a hoax that plunge the stock market. Or is it a real bio
[3:20:34.260 --> 3:20:41.660]  weapon? Is it manufactured? If I told you under the answers, I'd be lying to you. But
[3:20:41.660 --> 3:20:47.020]  at a gut level, you can see all the other things that are going on. All hell is breaking
[3:20:47.020 --> 3:20:50.840]  loose. I'm taking your phone calls right now. My cat, I'm just about to take over the warms
[3:20:50.840 --> 3:20:57.380]  coming up and I don't just say this. I just got to get the crew together to do it. I need
[3:20:57.380 --> 3:21:00.940]  to come in here and probably do some three or four hour commercial free shows and just
[3:21:00.940 --> 3:21:06.140]  take calls because I'm not kissing the caller's ass. I feel criminal making them hold. These
[3:21:06.140 --> 3:21:12.700]  callers have been incredible. I mean, they've been in who none they've been. I mean, at
[3:21:12.700 --> 3:21:16.940]  the military bases, they've been and you hear how you hear them. You just know it's credible.
[3:21:16.940 --> 3:21:21.380]  I mean, plus we have the data, but it's just like, whoa, this isn't some Netflix horror
[3:21:21.380 --> 3:21:27.140]  movie. This is a real world. So you've got my commitment tonight and tomorrow. When I
[3:21:27.140 --> 3:21:32.900]  come in here, I'm not going to listen to myself talk. I'm going to take calls from the minute
[3:21:32.900 --> 3:21:37.340]  the show starts tomorrow on what you're seeing around the world and what you think's going
[3:21:37.340 --> 3:21:44.700]  on because you are human. You are the intelligence. You are the resistance to this global system.
[3:21:44.700 --> 3:21:50.260]  Sean, Angel, Martin and Sarah will finish up with you guys before we end this hour.
[3:21:50.260 --> 3:21:55.300]  Sarah is law enforcement officer, pharma tech on vaccines. Sarah, God bless you. Give us
[3:21:55.300 --> 3:22:00.540]  your take on things. Go ahead. Hey, Alex, honored to speak with you today. Can you hear
[3:22:00.540 --> 3:22:06.140]  me all right? I hear you close for crystal. All right. Perfect. Um, yeah. So long time
[3:22:06.140 --> 3:22:12.420]  listener. I've been listening to you for a year or not to take too long. Um, just,
[3:22:12.420 --> 3:22:16.420]  no, you're not. Just think right on your mind. It was clear and broke up. No, take
[3:22:16.420 --> 3:22:20.580]  your time. You've been holding for an hour. Tell us what's happening. Perfect. Okay. Well,
[3:22:20.580 --> 3:22:25.260]  I just wanted to let you know. So I am a work in law enforcement in Florida here and we
[3:22:25.260 --> 3:22:31.420]  just got a report yesterday that a school had closed down because of a possible exposure.
[3:22:31.420 --> 3:22:36.940]  Interestingly, this school has connections to a United Nations program in Yale University.
[3:22:36.940 --> 3:22:42.340]  We're still waiting to hear back on results of whether the students are have tested positive.
[3:22:42.340 --> 3:22:47.940]  But as of right now, we have one full school that is closed down. Um, I work in the area.
[3:22:47.940 --> 3:22:51.660]  That is international news. You've been holding for an hour to say that you're saying is law
[3:22:51.660 --> 3:22:58.260]  enforcement in Florida. There is a school shut down potentially because of this right
[3:22:58.260 --> 3:23:04.260]  now. That is incredible. Yes, that's, that's correct. Um, and I found it interesting that
[3:23:04.260 --> 3:23:09.220]  it has ties to the United Nations in Yale. That's huge. So we got plenty of time to talk
[3:23:09.220 --> 3:23:14.860]  to you. Specifically, you tell us what school district so we can look into it. Yeah, so
[3:23:14.860 --> 3:23:21.100]  the school is located in Palm Beach, which is about 45 minutes north of Miami. It's called
[3:23:21.100 --> 3:23:28.860]  the Benjamin School. They had a Chinese student come from that area of China and speak to
[3:23:28.860 --> 3:23:33.860]  a group of students. They had been involved in a United Nations panel or some kind of
[3:23:33.860 --> 3:23:39.740]  a program. And by the way, the Sun Sentinel is reporting what you're saying right now.
[3:23:39.740 --> 3:23:45.940]  Yes. Yeah. So it is, you know, it kind of it broke yesterday late afternoon. Let me just
[3:23:45.940 --> 3:23:53.820]  stop you. It freaks me out how the callers are like 99% accurate. She just called in
[3:23:53.820 --> 3:23:59.620]  we, we, it's already in the news. So sorry to interrupt you. Please continue. No, no,
[3:23:59.620 --> 3:24:03.860]  that's fine. And so I personally work in the Miami area. So as you know, we have, we are
[3:24:03.860 --> 3:24:08.260]  hosting the Super Bowl. So not only is law enforcement super heightened right now about
[3:24:08.260 --> 3:24:12.660]  all the security issues, but we have tons of thousands of people coming in from all over
[3:24:12.660 --> 3:24:20.380]  the world. And it's a recipe for disaster. It really is. Yeah. And like you said, you
[3:24:20.380 --> 3:24:24.700]  know, I think it's this is something really fishy. I mean, we definitely don't know what
[3:24:24.700 --> 3:24:29.260]  they're planning. But what do you think though? What are people because I, I don't know what's
[3:24:29.260 --> 3:24:36.300]  what do you think's going on? You know, I think that, you know, as of right now, a lot
[3:24:36.300 --> 3:24:41.860]  of people aren't too concerned in this area from what I've heard. But I, I think that
[3:24:41.860 --> 3:24:45.940]  like your other caller was said, once somebody dies here in the U S or once we start seeing
[3:24:45.940 --> 3:24:50.940]  a number spike, there's going to be immense panic. I mean, as you guys were reporting
[3:24:50.940 --> 3:24:56.220]  all the N 95 masks are selling out, you know, people are starting to gather all their supplies.
[3:24:56.220 --> 3:25:02.420]  Miami is just a soup pot basically for best during this disease with everyone that we
[3:25:02.420 --> 3:25:06.540]  have constantly coming into our borders and international flights. And then of course
[3:25:06.540 --> 3:25:12.540]  with the Super Bowl. So I ordered a bunch of N 95 masks myself the other day, just in
[3:25:12.540 --> 3:25:19.460]  case. But I think I think it could be, you know, like you said, a recipe for disaster
[3:25:19.460 --> 3:25:26.780]  in closing. And I appreciate you Sarah holding to talk about this. Talking to other colleagues,
[3:25:26.780 --> 3:25:32.980]  what are they thinks going on? You know, a lot of them, I think are trying to hold back
[3:25:32.980 --> 3:25:37.660]  on their fear of like, this could be, you know, a pandemic. So I think they're trying
[3:25:37.660 --> 3:25:41.340]  to laugh it off and talk it off because they don't want to accept the fact that this could
[3:25:41.340 --> 3:25:47.460]  be something super serious. And I hope they're right, by the way, I don't need to. And I
[3:25:47.460 --> 3:25:52.140]  know I don't have a lot of time, but I'd like to talk to you either offline or with one
[3:25:52.140 --> 3:25:58.140]  of your crew, but I have information regarding how Novartis, a pharmaceutical company that
[3:25:58.140 --> 3:26:04.420]  uses vaccines has been relabeling all the ones that they don't use. And they relabel
[3:26:04.420 --> 3:26:08.420]  them. And so people are getting vaccinated with the flu vaccine and other vaccines that
[3:26:08.420 --> 3:26:15.140]  are years old, which also is, I believe, you know, I know they do that because whatever
[3:26:15.140 --> 3:26:20.380]  the new vaccine is, it never covers the latest mutation. But you're saying, well, guys, here's
[3:26:20.380 --> 3:26:24.700]  my problem. I've got such a thin crew. My biggest frustration is we can't respond to
[3:26:24.700 --> 3:26:29.860]  incredible intel like this. So yes, Rob do is obsessed with this because he really cares.
[3:26:29.860 --> 3:26:33.780]  He's interviewed a lot of people who victimize will give you your name and number to Rob.
[3:26:33.780 --> 3:26:39.260]  I'll call you to today, Sarah. I promise you're amazing. God bless you. Thank you, Sarah.
[3:26:39.260 --> 3:26:43.860]  Get Sarah's name and number and let's let's talk to them because I had my pediatrician
[3:26:43.860 --> 3:26:50.020]  for my children. I've got three children, four, I got four children, three of my first
[3:26:50.020 --> 3:26:56.540]  wife and one of my new wife. But this guy owned the big pediatrics clinic in Austin,
[3:26:56.540 --> 3:27:01.980]  you know, like all over the town, like 10 clinics. And he comes to me. It's more today,
[3:27:01.980 --> 3:27:07.100]  more than 10 clinics. And he goes, we're putting cancer viruses in these. We're giving them
[3:27:07.100 --> 3:27:17.020]  the Simeon virus 40 in the polio. And I go, well, that's been illegal since 1972. He goes,
[3:27:17.020 --> 3:27:22.340]  you know that? He goes, exactly. He goes, we shouldn't be giving oral anyways. We're
[3:27:22.340 --> 3:27:29.460]  giving children cancer virus that causes cancer. And I said, I know, and he this is a big guy.
[3:27:29.460 --> 3:27:35.740]  He grabs you by the arm. He goes, you don't tell anybody I told you that. And I went,
[3:27:35.740 --> 3:27:42.340]  dude, I already know that. And I said, and get your get your arm up my hand. He backed
[3:27:42.340 --> 3:27:47.320]  off, but it wasn't a tough guy moment. He like set it as a human to me and then got
[3:27:47.320 --> 3:27:55.820]  scared right after. And that guy is the biggest owner. He was the biggest owner of pediatrics
[3:27:55.820 --> 3:28:02.700]  clinics in Austin. And man, he was a big guy. He grabbed my arm and he said, you vote him
[3:28:02.700 --> 3:28:06.700]  not. And I said, I pulled back and I said, man, you just told me, but I said, I already
[3:28:06.700 --> 3:28:12.340]  know that. And I actually don't want to act up. And I said, I'll beat your ass, man. Let's
[3:28:12.340 --> 3:28:15.140]  go. He backed. I mean, because I'm not going to take some dude doing that. You know what
[3:28:15.140 --> 3:28:19.580]  I mean? Like, okay, you want to back it down to the globalist. You want to fight? But it
[3:28:19.580 --> 3:28:25.260]  was a big old frickin rich millionaire doctor. Like, oh, God, we're giving them cancer viruses.
[3:28:25.260 --> 3:28:29.460]  And I'm like, what's the yes. He's like, grab money. You better not tell anybody. And I
[3:28:29.460 --> 3:28:32.620]  said, you better get your hand off my arm. Yeah. He's like, Oh, really? And I said, yeah,
[3:28:32.620 --> 3:28:37.500]  I'm about to stomp your ass in the ground. Let's not talk, man. That's what we do. But
[3:28:37.500 --> 3:28:43.340]  I don't want to beat his ass. I want him to go public. And I'm so close to saying his
[3:28:43.340 --> 3:28:48.940]  name. I'm that close because he didn't provide us though it before. My God, I'm about to
[3:28:48.940 --> 3:28:55.100]  take over with your phone calls. It was we can all agree. These are troubled times, right?
[3:28:55.100 --> 3:29:00.420]  So do you know who's on your wireless network? Whether it's a big company selling your data
[3:29:00.420 --> 3:29:05.540]  or a foreign hacker. If you're not protected, everybody sees your information. That's why
[3:29:05.540 --> 3:29:11.460]  you need flash routers, a custom Wi Fi router created for privacy. Flash routers uses a
[3:29:11.460 --> 3:29:16.300]  virtual private network or VPN to protect your online activity from hackers, trackers
[3:29:16.300 --> 3:29:21.340]  and large corporations and not just one, but all your devices with one out of the box set
[3:29:21.340 --> 3:29:27.100]  up. Plus flash routers also enhances your wireless network performance and unlocks powerful
[3:29:27.100 --> 3:29:31.740]  router management tools to let you take total control of your network. Call or click flash
[3:29:31.740 --> 3:29:46.220]  routers today at 1-866-509-5817 or FLA-SHR-OUT-ERS.com. That's 1-866-509-5817 or flash routers.com.
[3:29:46.220 --> 3:29:57.780]  Your wireless home network today with flash routers. Allergies, dander, asthma, germs,
[3:29:57.780 --> 3:30:02.340]  toxins. There are many reasons why we need to think about what is really in the air around
[3:30:02.340 --> 3:30:07.740]  us. We may not be able to stop breathing, but we can control what's in the air we breathe.
[3:30:07.740 --> 3:30:13.180]  The revolutionary Alexa Pure Breeze air filtration system is a powerful ally in the fight against
[3:30:13.180 --> 3:30:18.980]  the dangerous toxins and viruses in the air. Powerful, quiet and effective, the breeze
[3:30:18.980 --> 3:30:24.500]  uses a four-step purification process to help you breathe easier and cleaner. Similar systems
[3:30:24.500 --> 3:30:29.780]  could cost hundreds to even thousands of dollars, but the Alexa Pure Breeze air purification
[3:30:29.780 --> 3:30:34.940]  is the best and most affordable bar none. The breeze in the ion cluster patented technology
[3:30:34.940 --> 3:30:41.500]  used in the system, eliminate up to 99.97% of airborne contaminants. Get the Alexa Pure
[3:30:41.500 --> 3:30:46.340]  Breeze today and save big on a world-class air filtration system for your home. Don't
[3:30:46.340 --> 3:30:52.540]  keep breathing toxic or dangerous air. Get this special today at infohorsestore.com.
[3:30:52.540 --> 3:31:00.180]  This time of year, I'm always promoting Winter Sun, our high quality, organic vitamin D3,
[3:31:00.180 --> 3:31:05.460]  vitamin K combo. Because it's in the fall, it's in the winter, it's in the spring, that
[3:31:05.460 --> 3:31:11.220]  people aren't getting sunlight so your body can't produce the vitamin D it needs, and
[3:31:11.220 --> 3:31:16.300]  then that's the main reason people succumb to things like influenza and other deadly
[3:31:16.300 --> 3:31:20.980]  viruses that are wreaking havoc out there. It's on record that you've got to have this
[3:31:20.980 --> 3:31:26.580]  to live, not just to defend against these viruses. So right now, we have Winter Sun
[3:31:26.580 --> 3:31:30.380]  still available, even though we always order only so much for sale during the fall, winter
[3:31:30.380 --> 3:31:37.980]  and spring. I'm going to let it sell out at the sales price of 40% off $23, despite the
[3:31:37.980 --> 3:31:42.820]  fact that I could sell it at full price because I want you to get it and I want to incentivize
[3:31:42.820 --> 3:31:47.780]  you protecting yourself and your family. So Winter Sun, taken out of the tongue, super
[3:31:47.780 --> 3:31:52.620]  high quality, 40% off, available now at infohorsestore.com.
[3:31:52.620 --> 3:31:57.340]  There's a new way to show your support for the Infowars Crew at infohorsestore.com. Now
[3:31:57.340 --> 3:32:02.260]  when you buy your favorite products, you can add a donation right at the checkout. Simply
[3:32:02.260 --> 3:32:07.540]  open the donation option and either select a preset amount or enter a custom amount.
[3:32:07.540 --> 3:32:11.780]  With this brand new donation module, donating to support the Infowars Crew has never been
[3:32:11.780 --> 3:32:17.180]  easier. You ask, we deliver. This easy option gives you the means to donate directly to
[3:32:17.180 --> 3:32:22.540]  the cause. Remember, we're all part of the fight. Infowars, brought to you by you.
[3:32:22.540 --> 3:32:26.740]  Since the beginning, Secret 12 has been one of our most popular formulas. Now we're bringing
[3:32:26.740 --> 3:32:31.260]  you an all new version of your favorite formula to help you reach your energy peak. Ultra
[3:32:31.260 --> 3:32:36.180]  12 from Infowars Life takes advantage of the most effective and expensive form of B12
[3:32:36.180 --> 3:32:41.020]  available, Methicobolamin, to provide you with twice the B12. Ultra 12 can help make
[3:32:41.020 --> 3:32:45.100]  DNA, support the body's energy production, and help produce healthy blood cells while
[3:32:45.100 --> 3:32:49.220]  assisting proper nervous system function. Help support your energy levels and take advantage
[3:32:49.220 --> 3:32:55.820]  of the superior form of B12 today with Ultra 12.
[3:32:55.820 --> 3:33:13.500]  We're listening to the Alex Jones show.
[3:33:13.500 --> 3:33:21.460]  Alex Jones, the cure to fake news, coming to you live from Austin, Texas.
[3:33:21.460 --> 3:33:30.540]  All right, Mike Adams has taken over, naturalnews.com, and then we've got the war room that I'm
[3:33:30.540 --> 3:33:35.580]  going to be hosting. Because Owen is sick. We hope it isn't the coronavirus, 3 p.m. central,
[3:33:35.580 --> 3:33:41.860]  in about 30 minutes. But I swore to take these calls. So real fast, Sean in Florida, paramedic,
[3:33:41.860 --> 3:33:46.140]  possible related info, coronavirus locally. Go ahead.
[3:33:46.140 --> 3:33:52.260]  Hey, Alex. Great to hear you. Like I said, I am a paramedic in Florida, and I've been
[3:33:52.260 --> 3:33:54.580]  doing your, can you hear me? Yes, sir.
[3:33:54.580 --> 3:33:59.220]  Oh, wow, it got really quiet. Okay. I've been doing iodine for about a year now, and when
[3:33:59.220 --> 3:34:03.220]  I was doing my due diligence, trying to figure out the ins and outs of it, I came across
[3:34:03.220 --> 3:34:12.900]  a study that in 1945, that was a study with mice in the effects of iodine. And I believe
[3:34:12.900 --> 3:34:16.340]  it's Spanish influenza, but I'm not sure. They put them in a box with basically a miss
[3:34:16.340 --> 3:34:22.020]  of nothing but influenza. They put a dab of iodine on their nose. None of them got sick.
[3:34:22.020 --> 3:34:27.740]  So for about a year now, as part of my standard procedures, all I do is I put a little inside
[3:34:27.740 --> 3:34:33.260]  my nostrils every day in the morning. I haven't had even a twinge of, like, a throat tickle
[3:34:33.260 --> 3:34:35.740]  in over a year now.
[3:34:35.740 --> 3:34:39.940]  Iodine is magic, brother. I mean, it's the building block to so much of the body, and
[3:34:39.940 --> 3:34:44.340]  I have seen some of what you're talking about in studies. It's really incredible. What is
[3:34:44.340 --> 3:34:48.060]  your view on the related info on the coronavirus?
[3:34:48.060 --> 3:34:53.820]  Honestly, you know, we're all gearing up. I mean, we're carrying Tyvek suits and SCBA
[3:34:53.820 --> 3:35:01.580]  now, and we disinfect the ambulances between patients way more diligently. I do really
[3:35:01.580 --> 3:35:06.580]  believe that this is probably going to blow over, kind of like Steve said, but you can
[3:35:06.580 --> 3:35:12.220]  hope for that, but you've got a plan for it, and everybody is gearing up, and it's just
[3:35:12.220 --> 3:35:14.340]  going down that route like that.
[3:35:14.340 --> 3:35:20.420]  Well, thank you for the intel, Sean. Thanks for holding. Mike Adams is about to take over.
[3:35:20.420 --> 3:35:25.820]  Let's go to Martin in Ohio, a student, Miami University, two students are now being tested.
[3:35:25.820 --> 3:35:29.700]  We keep your calls from Florida, Florida, Florida. Real quick, Martin, what's going
[3:35:29.700 --> 3:35:30.700]  on?
[3:35:30.700 --> 3:35:35.100]  Yeah, I just wanted to provide, I can provide some confirmation and further details on what
[3:35:35.100 --> 3:35:40.220]  John was saying earlier. So the details on that is they sent out, I'm a part-time student
[3:35:40.220 --> 3:35:48.460]  at Miami. They sent out an email to the entire university yesterday saying that two students,
[3:35:48.460 --> 3:35:55.940]  one was presented, one presenting to the Student Health Center with symptoms and being with
[3:35:55.940 --> 3:36:02.500]  them from China. They met the qualifications to be screened for the coronavirus. So they
[3:36:02.500 --> 3:36:08.140]  sent those tests to the CDC. They're waiting on those test results to come back now, but
[3:36:08.140 --> 3:36:14.220]  those, that one student who had the symptoms along with his roommate, who's also Chinese,
[3:36:14.220 --> 3:36:17.420]  are being quarantined in an off-campus apartment at the moment.
[3:36:17.420 --> 3:36:22.380]  Well, it's crazy as whatever callers call in with, we search it and boom, it's right
[3:36:22.380 --> 3:36:27.340]  there in the news. So incredibly accurate callers. What do you think's going on?
[3:36:27.340 --> 3:36:33.220]  I mean, I know Miami's got about a 7% of their student population is Chinese international
[3:36:33.220 --> 3:36:39.860]  students and I know we have some from Wuhan. So that's not all that comforting. I'd like
[3:36:39.860 --> 3:36:43.820]  to ask the administration about it, but they don't really talk to me. They're not my biggest
[3:36:43.820 --> 3:36:48.860]  fans because they kind of know who I am.
[3:36:48.860 --> 3:36:53.060]  Martin, thank you so much for the call and thanks for holding. Angel, and then Mike Adams
[3:36:53.060 --> 3:36:58.860]  takes over. Angel, general callers, CDC hasn't released any statements. That's a good point.
[3:36:58.860 --> 3:36:59.860]  Go ahead.
[3:36:59.860 --> 3:37:06.500]  Exactly. Yes, sir. Yeah, I'm down. I'm a Desert Storm veteran, 1991 disabled veteran.
[3:37:06.500 --> 3:37:10.420]  And they haven't been really talking much down here in Atlanta about it because I mean,
[3:37:10.420 --> 3:37:15.460]  I've been listening to you for about 14 years. And you know, Alex, you knell it on the head
[3:37:15.460 --> 3:37:20.820]  with Dr. Picenic, I'm 50-50 on that. And I'm more with you on your side, but I feel,
[3:37:20.820 --> 3:37:24.940]  I mean, I mean, I'm asking you the question, could you also think this is a test and they're
[3:37:24.940 --> 3:37:29.460]  testing us to see how we react to this, to these situations, the flu and we have the
[3:37:29.460 --> 3:37:30.960]  coronavirus now?
[3:37:30.960 --> 3:37:34.340]  That's what I think. I think it's a globalist test. That's what I've said.
[3:37:34.340 --> 3:37:38.100]  Exactly. And, you know, this is the whole thing that I'm saying because I worked with
[3:37:38.100 --> 3:37:42.780]  some Africans from Sierra Leone for about 10 years at a tire shop. And even back then,
[3:37:42.780 --> 3:37:47.020]  when the Ebola did break out, they were still sending people in because they were taking
[3:37:47.020 --> 3:37:51.180]  bringing people to the shop as soon as they got off the airplane. And I'm literally about
[3:37:51.180 --> 3:37:56.700]  less than four miles from the airport straight down the road. So, you know, I wanted, you
[3:37:56.700 --> 3:38:00.620]  know, I had told a lot of people I wanted to try to be a reporter for you here in Atlanta.
[3:38:00.620 --> 3:38:04.500]  So that way I can get everything taken care of and get all the news out because the CDC
[3:38:04.500 --> 3:38:08.580]  down here, it just seems like they're not really trying to concentrate on what's going
[3:38:08.580 --> 3:38:12.660]  on or any prevention procedures or anything we need to carry on.
[3:38:12.660 --> 3:38:16.700]  Well, brother, God bless you. Let's hear your name and number. Thank you, sir, for holding.
[3:38:16.700 --> 3:38:19.700]  Mike Adams, who was supposed to be on the whole hour, I appreciate him holding, takes
[3:38:19.700 --> 3:38:23.580]  over right now. If the rest of the segment of the next naturalnews.com, then I'm going
[3:38:23.580 --> 3:38:28.100]  to be hosting the first of the War Room with Owen Schreuer in FullWars.com, Board's Last
[3:38:28.100 --> 3:38:31.700]  Show, Band.Video. Mike Adams, take over.
[3:38:31.700 --> 3:38:36.540]  Well, incredible callers today, Alex. And in fact, if you hadn't taken all the calls
[3:38:36.540 --> 3:38:40.780]  on the board, I was going to insist that we do as well because the callers are bringing
[3:38:40.780 --> 3:38:46.540]  in remarkable information from all over the United States. Now, my phone has been ringing.
[3:38:46.540 --> 3:38:51.460]  People are texting me and demanding that I correct Dr. Pechenik's misinformation from
[3:38:51.460 --> 3:38:57.860]  the last hour. I respect Dr. Pechenik. He's highly intelligent. He has done more in his
[3:38:57.860 --> 3:39:03.060]  life than most human beings ever will. Not attacking him personally, but this is not
[3:39:03.060 --> 3:39:09.500]  his area of expertise. And what he said on the show an hour ago was incorrect information
[3:39:09.500 --> 3:39:15.220]  and I will logically and scientifically lay out the corrections to that information in
[3:39:15.220 --> 3:39:19.420]  the next segment here. But what we need to be aware of here is the
[3:39:19.420 --> 3:39:24.820]  callers today. We had one caller who called in and said the CDC is not testing secondary
[3:39:24.820 --> 3:39:29.580]  infections of people in the United States who did not travel to the Wuhan province.
[3:39:29.580 --> 3:39:35.200]  This is absolutely key. As I said yesterday on the show, the CDC is backlogged for weeks
[3:39:35.200 --> 3:39:39.340]  on testing these samples. And there was a nurse in New York who called in the show today
[3:39:39.340 --> 3:39:44.500]  and said that they're not even being provided the testing kits. China is artificially keeping
[3:39:44.500 --> 3:39:49.460]  the numbers low by creating scarcity of testing kits. That's been reported by the Epoch Times
[3:39:49.460 --> 3:39:54.700]  and South China Morning Post as well as Breitbart.com by the way. Everything that I tell you here
[3:39:54.700 --> 3:40:02.420]  is rooted in cited news, scientific studies, biological reality. I don't stand here and
[3:40:02.420 --> 3:40:06.380]  have to invent anything because it's all in the media. It's just that most people don't
[3:40:06.380 --> 3:40:11.780]  do the research. But what these callers are saying here is that the situation in America
[3:40:11.780 --> 3:40:15.980]  is far worse than what's being officially announced. There are far more than five or
[3:40:15.980 --> 3:40:21.140]  six people who are infected right now at this moment. And it's hitting the universities.
[3:40:21.140 --> 3:40:27.100]  It's the returning students from the Wuhan province. And when they infect other students,
[3:40:27.100 --> 3:40:31.460]  those students in those universities are not being tested by the CDC because the current
[3:40:31.460 --> 3:40:36.180]  rule is no testing for people who did not travel directly to Wuhan province or Wuhan
[3:40:36.180 --> 3:40:41.700]  city in a larger province. So think about this. Given the high transmissivity rate of
[3:40:41.700 --> 3:40:46.420]  this virus, we know that according to the Lancet, 83% of those who are exposed to this
[3:40:46.420 --> 3:40:50.460]  are infected. We know that it can be spread through casual contacts such as just shaking
[3:40:50.460 --> 3:40:54.900]  hands or touching a surface that someone else touched. Another healthcare worker called
[3:40:54.900 --> 3:40:57.660]  into the show today and confirmed that it's spread through the air. It doesn't have to
[3:40:57.660 --> 3:41:03.100]  be droplets. It can just be, I think she said, regular air where there's an infected patient
[3:41:03.100 --> 3:41:07.940]  in the room and then there are new people getting infected. Because of this, mark my
[3:41:07.940 --> 3:41:15.220]  words, there are right now in America, American students who are infected with this coronavirus
[3:41:15.220 --> 3:41:20.140]  who are not being tested and who are not even yet aware that they have symptoms because
[3:41:20.140 --> 3:41:28.220]  this is a symptomless incubation period of up to 14 days. And during that period, unlike
[3:41:28.220 --> 3:41:33.060]  Ebola, during that period with coronavirus, you can spread the disease to other people
[3:41:33.060 --> 3:41:37.180]  even when you yourself are not aware that you have it. And that's a huge difference
[3:41:37.180 --> 3:41:42.740]  with Ebola. Ebola has a very high fatality rate. In fact, it's so high that no one survives
[3:41:42.740 --> 3:41:47.580]  long enough to spread it. This is a key point to understand when you look at microbiology
[3:41:47.580 --> 3:41:53.580]  or virology or epidemiology. High fatality rates do not create a bioweapon because it
[3:41:53.580 --> 3:41:58.180]  kills people too quickly to spread it. And Ebola's symptoms are very abundant. You can't
