[00:00.000 --> 00:08.000]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:27:06.000 --> 01:27:07.000]  with the big owners.
[01:27:07.000 --> 01:27:10.000]  In fact, you said what threat the people concerned about
[01:27:10.000 --> 01:27:14.000]  this unfairness of the world should drape a banner over a police cordon,
[01:27:14.000 --> 01:27:18.000]  that they should shout their anger at the madness of asset-grabbing
[01:27:18.000 --> 01:27:21.000]  transnational corporations whose chairman or sipping beers
[01:27:21.000 --> 01:27:24.000]  with our elected officials, it's like a permanent threat,
[01:27:24.000 --> 01:27:26.000]  don't make me spit.
[01:27:26.000 --> 01:27:28.000]  And then it talks about them basically harassing you and your wife.
[01:27:28.000 --> 01:27:29.000]  Please continue.
[01:27:29.000 --> 01:27:32.000]  Yeah, I mean, let's be clear about who was saying this.
[01:27:32.000 --> 01:27:34.000]  The person that was, this conversation was being had by kind of people
[01:27:34.000 --> 01:27:38.000]  on the inner core of the Bilderberg conference organization.
[01:27:38.000 --> 01:27:41.000]  So they're the kind of, they're the Bilderberg group people.
[01:27:41.000 --> 01:27:44.000]  They're the sort of people in charge of Bilderberg.
[01:27:44.000 --> 01:27:47.000]  They're not the people at Bilderberg who are the participants,
[01:27:47.000 --> 01:27:50.000]  but they're very close to the ideology of Bilderberg.
[01:27:50.000 --> 01:27:52.000]  This is top minions, top minions.
[01:27:52.000 --> 01:27:53.000]  Top minions, yeah.
[01:27:53.000 --> 01:27:57.000]  And my God, people are starting to talk about the cost of this.
[01:27:57.000 --> 01:28:00.000]  And a very interesting quote came out today, which is that
[01:28:00.000 --> 01:28:04.000]  it's simply to have, there's all kinds of different police here.
[01:28:04.000 --> 01:28:08.000]  There's the secret police, there's the state police, there's riot police,
[01:28:08.000 --> 01:28:13.000]  there's also local police, there's the Mossos de Squadra,
[01:28:13.000 --> 01:28:16.000]  which is the local Catalonian police, I think.
[01:28:16.000 --> 01:28:20.000]  And a quote has come out today that just to have them,
[01:28:20.000 --> 01:28:23.000]  I mean, they're just the very lowest of the police forces around,
[01:28:23.000 --> 01:28:27.000]  just to have them is 150,000 euros per day.
[01:28:27.000 --> 01:28:30.000]  So the big question is, who's picking up that tab?
[01:28:30.000 --> 01:28:31.000]  Is it the Spanish taxpayer?
[01:28:31.000 --> 01:28:33.000]  And if so, that's a disgrace.
[01:28:33.000 --> 01:28:38.000]  And if the Bilderberg conference is reimbursing the Spanish taxpayer,
[01:28:38.000 --> 01:28:42.000]  then basically they're using this local police as a private army.
[01:28:42.000 --> 01:28:47.000]  So either way, it's potentially unethical.
[01:29:12.000 --> 01:29:15.000]  These staff, friends, and radio listeners are constantly telling me
[01:29:15.000 --> 01:29:18.000]  how much they love these products for bath, air, laundry, and dishes.
[01:29:18.000 --> 01:29:21.000]  There is nothing like these factory direct, big money saving,
[01:29:21.000 --> 01:29:23.000]  triple concentrated soaps anywhere.
[01:29:23.000 --> 01:29:28.000]  Get a free, detailed catalog by calling 800-340-7091
[01:29:28.000 --> 01:29:32.000]  or see them online at 5starsoap.com or infowars.com.
[01:29:32.000 --> 01:29:34.000]  Let's talk to the owner of Five Star Soap, Marty Schachter,
[01:29:34.000 --> 01:29:36.000]  and see what he has to say.
[01:29:36.000 --> 01:29:41.000]  As father and owner for over 63 years, people keep asking me
[01:29:41.000 --> 01:29:43.000]  how's business?
[01:29:43.000 --> 01:29:47.000]  I'm happy to say our business is going down the drain.
[01:29:47.000 --> 01:29:52.000]  Call us at 1-800-340-7091
[01:29:52.000 --> 01:29:56.000]  or visit our website, 5starsoap.com,
[01:29:56.000 --> 01:29:59.000]  providing a one to two month soap sampler.
[01:29:59.000 --> 01:30:00.000]  Thank you.
[01:30:00.000 --> 01:30:04.000]  You may be arrested and or subject to other police action.
[01:30:04.000 --> 01:30:06.000]  tyranny is here.
[01:30:06.000 --> 01:30:10.000]  The grim future foretold in 1984 has become reality.
[01:30:10.000 --> 01:30:12.000]  It really says that the state is God.
[01:30:12.000 --> 01:30:15.000]  The United States is now recognized globally
[01:30:15.000 --> 01:30:18.000]  as one of the most oppressive police states on earth.
[01:30:18.000 --> 01:30:22.000]  This film conclusively proves the existence of a secret network of FEMA camps,
[01:30:22.000 --> 01:30:25.000]  now being expanded nationwide.
[01:30:25.000 --> 01:30:28.000]  This documentary exposes how the continuity of government program
[01:30:28.000 --> 01:30:31.000]  has established an old powerful shadow state.
[01:30:31.000 --> 01:30:35.000]  Police state 4 chronicles the sickening depths to which our republic has fallen.
[01:30:35.000 --> 01:30:40.000]  We are prepared to enter the secret of world of emergency dictatorship,
[01:30:40.000 --> 01:30:43.000]  body scammers, sound cameras, citizen spies,
[01:30:43.000 --> 01:30:46.000]  staged terror and cameras on every street corner.
[01:30:46.000 --> 01:30:49.000]  It's only the beginning of the New World Order's hellish plan.
[01:30:49.000 --> 01:30:51.000]  The police state isn't coming.
[01:30:51.000 --> 01:30:52.000]  It's here.
[01:30:52.000 --> 01:30:56.000]  Secure your copy today at infowars.com
[01:30:56.000 --> 01:31:00.000]  or see it online in the highest quality at prismplanet.tv.
[01:31:00.000 --> 01:31:05.000]  The fall of America and the western world is an all new 10 hour documentary
[01:31:05.000 --> 01:31:07.000]  and survival guide rolled into one.
[01:31:07.000 --> 01:31:11.000]  In this film you will see the reasons why our government is failing
[01:31:11.000 --> 01:31:13.000]  and what you can do to prepare.
[01:31:13.000 --> 01:31:18.000]  Featuring Dr. Paul Greg Roberts, Joseph Farah, David Ike, Naomi Wolf,
[01:31:18.000 --> 01:31:21.000]  G. Edward Griffin, Doug McIntyre, Mark Crispin Miller,
[01:31:21.000 --> 01:31:27.000]  Mickey Z, Doug Casey, David McElvaney and myself Alex Jones.
[01:31:27.000 --> 01:31:30.000]  Protect yourself and get the tools you need to protect your family
[01:31:30.000 --> 01:31:32.000]  from these difficult times.
[01:31:32.000 --> 01:31:35.000]  The fall of America and the western world and
[01:31:35.000 --> 01:31:38.000]  www.thefallofamerica.net
[01:31:38.000 --> 01:31:42.000]  or click on the banners at infowars.com and prismplanet.com.
[01:31:42.000 --> 01:31:47.000]  Again that websites www.thefallofamerica.net
[01:31:47.000 --> 01:31:51.000]  or call 800-655-1577.
[01:31:51.000 --> 01:31:54.000]  Prepare yourself and the ones you love today.
[01:31:54.000 --> 01:31:57.000]  www.thefallofamerica.net
[01:32:25.000 --> 01:32:27.000]  and again it's absolutely free.
[01:32:27.000 --> 01:32:29.000]  There are tons of tools to help you.
[01:32:29.000 --> 01:32:33.000]  For instance, if you want to remodel your home go to homegain.com.
[01:32:33.000 --> 01:32:36.000]  Use their home sale maximizer to help you determine which home improvements
[01:32:36.000 --> 01:32:39.000]  can most increase your home's value before you put it on the market.
[01:32:39.000 --> 01:32:43.000]  For 10 years these folks have been helping home sellers and buyers.
[01:32:43.000 --> 01:32:45.000]  Visit their link at infowars.com.
[01:32:45.000 --> 01:32:48.000]  Look for Max the Orange Home Gain Gorilla
[01:32:48.000 --> 01:32:51.000]  to help you with any real estate needs you might have.
[01:32:51.000 --> 01:32:54.000]  If you love this site it's homegain.com
[01:32:54.000 --> 01:32:57.000]  H-O-M-E-G-A-I-N.com
[01:32:57.000 --> 01:32:59.000]  Check them out today.
[01:33:02.000 --> 01:33:05.000]  Coast to coast direct from Austin.
[01:33:05.000 --> 01:33:22.000]  You're listening to the Alex Jones Broadcasting Network.
[01:33:35.000 --> 01:33:38.000]  It's been shot at in Portugal.
[01:33:38.000 --> 01:33:39.000]  You name it.
[01:33:39.000 --> 01:33:41.000]  Being harassed, being arrested, being detained.
[01:33:41.000 --> 01:33:44.000]  Going from the New York Times and Time Magazine
[01:33:44.000 --> 01:33:47.000]  just 10 years ago saying he was a nut and it didn't exist
[01:33:47.000 --> 01:33:49.000]  to hundreds of newspapers.
[01:33:49.000 --> 01:33:52.000]  Germany, England, Australia, Spain
[01:33:52.000 --> 01:33:55.000]  where the global government leaders are meeting.
[01:33:55.000 --> 01:33:59.000]  It is now mainstream news and he's got moles inside
[01:33:59.000 --> 01:34:02.000]  and he's there on the ground outside Barcelona
[01:34:02.000 --> 01:34:04.000]  as the world government meets.
[01:34:04.000 --> 01:34:06.000]  Jim Tucker, good to have you on with us.
[01:34:06.000 --> 01:34:08.000]  Oh, always fun.
[01:34:08.000 --> 01:34:11.000]  Jim, I know you're busy and exhausted, but...
[01:34:11.000 --> 01:34:13.000]  Don't just move on.
[01:34:13.000 --> 01:34:15.000]  Please don't grab our social calls.
[01:34:15.000 --> 01:34:17.000]  I got information you won't.
[01:34:17.000 --> 01:34:19.000]  Just bear with me a minute.
[01:34:19.000 --> 01:34:22.000]  And literally folks, he's so mobbed by reporters
[01:34:22.000 --> 01:34:26.000]  and he is not a spring chick as they say
[01:34:26.000 --> 01:34:28.000]  and he literally has been fighting
[01:34:28.000 --> 01:34:31.000]  to even get to his hotel room for about 30 minutes
[01:34:31.000 --> 01:34:33.000]  just to even be on with us.
[01:34:33.000 --> 01:34:35.000]  So we just got him as he got to his room
[01:34:35.000 --> 01:34:37.000]  and he's getting his satchel.
[01:34:37.000 --> 01:34:39.000]  He wasn't quite ready.
[01:34:39.000 --> 01:34:41.000]  And we're going to get him to give us...
[01:34:41.000 --> 01:34:43.000]  Because he's got the reel.
[01:34:43.000 --> 01:34:45.000]  Some people claim they have Goldberg sources.
[01:34:45.000 --> 01:34:47.000]  He's got them on the inside and on the outside.
[01:34:47.000 --> 01:34:50.000]  And so this is a big scoop we're about to get.
[01:34:50.000 --> 01:34:52.000]  Jim, do you have your satchel?
[01:34:52.000 --> 01:34:53.000]  Yes, now I'm ready.
[01:34:53.000 --> 01:34:54.000]  Okay, sir.
[01:34:54.000 --> 01:34:56.000]  Give us the low down.
[01:34:56.000 --> 01:34:57.000]  Who's attending?
[01:34:57.000 --> 01:34:58.000]  What the agenda is?
[01:34:58.000 --> 01:35:00.000]  What your huge breaking news is?
[01:35:00.000 --> 01:35:02.000]  And of course the newspaper is American Free Press.
[01:35:02.000 --> 01:35:05.000]  AmericanFreePress.net. Go ahead.
[01:35:05.000 --> 01:35:09.000]  Okay, one very interesting development
[01:35:09.000 --> 01:35:13.000]  which is encouraging is that
[01:35:13.000 --> 01:35:16.000]  some of the major Builderberg people are saying that
[01:35:16.000 --> 01:35:20.000]  many, many, quote, important people, quote,
[01:35:20.000 --> 01:35:22.000]  are not attending this year.
[01:35:22.000 --> 01:35:27.000]  They'll always find out and we get in trouble at home.
[01:35:27.000 --> 01:35:31.000]  Politicians who are embarrassed
[01:35:31.000 --> 01:35:35.000]  when constituents call and say,
[01:35:35.000 --> 01:35:39.000]  why are you dealing with these monsters and so forth?
[01:35:39.000 --> 01:35:44.000]  That's a fun thing.
[01:35:44.000 --> 01:35:48.000]  They're also celebrating the fact
[01:35:48.000 --> 01:35:55.000]  that your President Obama has signed off
[01:35:55.000 --> 01:35:58.000]  of the International Treaty.
[01:35:58.000 --> 01:36:02.000]  Please allow the UN to come into your house
[01:36:02.000 --> 01:36:03.000]  and take your gun away.
[01:36:03.000 --> 01:36:07.000]  You're a European bureaucrat.
[01:36:07.000 --> 01:36:13.000]  It's some kind of treaty called the National
[01:36:13.000 --> 01:36:17.000]  Funds Treaty or something under the UN.
[01:36:17.000 --> 01:36:19.000]  Yeah, it's a small arms ban treaty.
[01:36:19.000 --> 01:36:22.000]  So they're pushing that at this disgusting treasonous event?
[01:36:22.000 --> 01:36:24.000]  Absolutely.
[01:36:24.000 --> 01:36:26.000]  And the people think about this.
[01:36:26.000 --> 01:36:30.000]  You might pull a little George Bush
[01:36:30.000 --> 01:36:32.000]  and say it's not a treaty just an agreement,
[01:36:32.000 --> 01:36:34.000]  but it is a treaty.
[01:36:34.000 --> 01:36:36.000]  As you know under our Constitution,
[01:36:36.000 --> 01:36:40.000]  the treaty is the superior law of the land.
[01:36:40.000 --> 01:36:42.000]  That's why George Martin said don't have any treaties,
[01:36:42.000 --> 01:36:45.000]  don't have enemies, be neutral,
[01:36:45.000 --> 01:36:48.000]  be friendly with all nations and partial to none.
[01:36:48.000 --> 01:36:50.000]  Well, Jim, to expand on that, what about the Euro?
[01:36:50.000 --> 01:36:53.000]  Do they want to plunge the Euro to bring in the SDR
[01:36:53.000 --> 01:36:55.000]  or are they there trying to prop up the Euro?
[01:36:55.000 --> 01:36:58.000]  Oh, they're determined to save the Euro.
[01:36:58.000 --> 01:37:01.000]  And they're nervous about it.
[01:37:01.000 --> 01:37:04.000]  Of course, with the economic crisis,
[01:37:04.000 --> 01:37:13.000]  the Euro is important because it's part of the World
[01:37:13.000 --> 01:37:14.000]  Government Program.
[01:37:14.000 --> 01:37:17.000]  They're very discouraged.
[01:37:17.000 --> 01:37:23.000]  They're very dumb.
[01:37:23.000 --> 01:37:26.000]  They're falling so far behind.
[01:37:26.000 --> 01:37:29.000]  Before the 1990s,
[01:37:29.000 --> 01:37:31.000]  Gilbert Berg was absolutely confident
[01:37:31.000 --> 01:37:33.000]  that it was the American Union,
[01:37:33.000 --> 01:37:36.000]  the European Union,
[01:37:36.000 --> 01:37:39.000]  and the Asian Pacific Union would be well underway.
[01:37:39.000 --> 01:37:43.000]  They fall back, they fall behind.
[01:37:43.000 --> 01:37:45.000]  They're very discouraged,
[01:37:45.000 --> 01:37:49.000]  but they're still persisting on climate change
[01:37:49.000 --> 01:37:51.000]  as few as that might be.
[01:37:51.000 --> 01:37:56.000]  As you know, the real scientific show
[01:37:56.000 --> 01:37:58.000]  demonstrates we're talking about primatologists,
[01:37:58.000 --> 01:38:01.000]  experts in the field who are...
[01:38:01.000 --> 01:38:03.000]  They got caught in climate...
[01:38:03.000 --> 01:38:04.000]  They know it's a fraud.
[01:38:04.000 --> 01:38:05.000]  It's about taking over resources.
[01:38:05.000 --> 01:38:07.000]  You're saying that's a big agenda.
[01:38:07.000 --> 01:38:09.000]  What about Bill Gates in attendance?
[01:38:09.000 --> 01:38:12.000]  We know he's always pushing eugenics and climate change.
[01:38:12.000 --> 01:38:15.000]  The Spanish newspapers are reporting that they caught up
[01:38:15.000 --> 01:38:17.000]  with him trying to basically sneak in,
[01:38:17.000 --> 01:38:19.000]  claiming he was in Barcelona for something else,
[01:38:19.000 --> 01:38:24.000]  and then he said he's there to push climate taxes.
[01:38:24.000 --> 01:38:26.000]  Yes, he is.
[01:38:26.000 --> 01:38:29.000]  He's attended one Bill Berg meeting in the past,
[01:38:29.000 --> 01:38:35.000]  and this is his second Bill Berg meeting.
[01:38:35.000 --> 01:38:42.000]  Oh, definitely they're going to push the climate change,
[01:38:42.000 --> 01:38:44.000]  even though they're so far behind on that.
[01:38:44.000 --> 01:38:49.000]  That was the scientists and the letters proving
[01:38:49.000 --> 01:38:51.000]  that the whole thing is a fraud.
[01:38:51.000 --> 01:38:55.000]  In fact, one Bill Berg, the guy,
[01:38:55.000 --> 01:38:59.000]  said that, oh, climate change, we're about whipped.
[01:38:59.000 --> 01:39:01.000]  That's quote, quote, on climate change.
[01:39:01.000 --> 01:39:03.000]  We're about whipped.
[01:39:03.000 --> 01:39:06.000]  Incredible breaking news.
[01:39:06.000 --> 01:39:10.000]  They are determined to push climate change.
[01:39:10.000 --> 01:39:12.000]  There's more.
[01:39:12.000 --> 01:39:14.000]  I came through notes here,
[01:39:14.000 --> 01:39:19.000]  but they're doing more propaganda on climate change,
[01:39:19.000 --> 01:39:21.000]  even as we speak.
[01:39:21.000 --> 01:39:25.000]  And a consumer note, of course,
[01:39:25.000 --> 01:39:28.000]  British Petroleum is in all the shells
[01:39:28.000 --> 01:39:31.000]  and the other international bull companies
[01:39:31.000 --> 01:39:33.000]  that belong in Bill Berg luminaries,
[01:39:33.000 --> 01:39:35.000]  and they are competitors,
[01:39:35.000 --> 01:39:37.000]  but they're still a brotherhood.
[01:39:37.000 --> 01:39:41.000]  So they have agreed to allow Obama to be outraged
[01:39:41.000 --> 01:39:44.000]  and talk about criminal procedures against BP.
[01:39:44.000 --> 01:39:53.000]  But he's also referred to as one of our brothers
[01:39:53.000 --> 01:39:57.000]  among the old industry, which has long been heavily represented.
[01:39:57.000 --> 01:40:00.000]  So it's going to be a bunch of talk like the AIG charges
[01:40:00.000 --> 01:40:02.000]  they've now dropped in the Goldman Sachs,
[01:40:02.000 --> 01:40:04.000]  much to do about nothing, putting on a show.
[01:40:04.000 --> 01:40:06.000]  What about oil prices?
[01:40:06.000 --> 01:40:07.000]  What about the dollar?
[01:40:07.000 --> 01:40:11.000]  I mean, it sounds like from your past reportage,
[01:40:11.000 --> 01:40:13.000]  they're going from being in control
[01:40:13.000 --> 01:40:17.000]  and planning the future to just trying to maintain control.
[01:40:17.000 --> 01:40:19.000]  They're trying to maintain control.
[01:40:19.000 --> 01:40:24.000]  Now, their plan is for the gas prices to go down
[01:40:24.000 --> 01:40:26.000]  and be nice and cheap this summer.
[01:40:26.000 --> 01:40:28.000]  And the months ahead, they're to go up to $4 a gallon,
[01:40:28.000 --> 01:40:33.000]  starting probably around November or something such time.
[01:40:33.000 --> 01:40:36.000]  They're saying that we have to do some pacification here,
[01:40:36.000 --> 01:40:38.000]  but then they're...
[01:40:38.000 --> 01:40:42.000]  Well, that's why they still maintain production voltage
[01:40:42.000 --> 01:40:46.000]  only 80%, not 100% of easy capacity.
[01:40:46.000 --> 01:40:52.000]  So for every 100 barrels that could be produced today,
[01:40:52.000 --> 01:40:56.000]  only 80 barrels are being produced to generate future shorties.
[01:40:56.000 --> 01:40:57.000]  There are no shorties at the moment.
[01:40:57.000 --> 01:40:59.000]  Yeah, they're creating artificial scarcity, Jim.
[01:40:59.000 --> 01:41:01.000]  Such precious time with you.
[01:41:01.000 --> 01:41:03.000]  What does this mean?
[01:41:03.000 --> 01:41:07.000]  I mean, how big is this that quite a few members,
[01:41:07.000 --> 01:41:10.000]  and do you have any intel on basic numbers?
[01:41:10.000 --> 01:41:13.000]  I mean, what percentage? 10%? 20%?
[01:41:13.000 --> 01:41:15.000]  I mean, this is obviously a crisis
[01:41:15.000 --> 01:41:19.000]  if they can't get their luminaries there.
[01:41:19.000 --> 01:41:24.000]  You want to roll down this to confirm participants so far?
[01:41:24.000 --> 01:41:25.000]  Well, I mean, any notables.
[01:41:25.000 --> 01:41:26.000]  We know who the regulars are,
[01:41:26.000 --> 01:41:29.000]  but is there any notable politician being groomed,
[01:41:29.000 --> 01:41:32.000]  like Mr. Cameron, who was groomed a few years ago?
[01:41:32.000 --> 01:41:36.000]  Well, let's see.
[01:41:36.000 --> 01:41:44.000]  We know that Gessner was to be in South Korea
[01:41:44.000 --> 01:41:48.000]  for the G20 Friday and Saturday.
[01:41:48.000 --> 01:41:52.000]  He may show up on Sunday or Monday,
[01:41:52.000 --> 01:41:57.000]  but nevertheless, Larry Summers will be there.
[01:41:57.000 --> 01:42:01.000]  Now, it is my answer to your present.
[01:42:01.000 --> 01:42:03.000]  Let's see. Do you need more names?
[01:42:03.000 --> 01:42:05.000]  No, no, that's fine. Let me shift gears again.
[01:42:05.000 --> 01:42:08.000]  What about Iran? Anything about Iran?
[01:42:08.000 --> 01:42:11.000]  Israel's got nuke subs. They're saying they may attack.
[01:42:11.000 --> 01:42:13.000]  You know, you've had the attack on the flotella.
[01:42:13.000 --> 01:42:16.000]  The Israel-Iran flotella. Anything on that?
[01:42:16.000 --> 01:42:21.000]  Yes, the flotella thing.
[01:42:21.000 --> 01:42:31.000]  There's a little skittish about that now,
[01:42:31.000 --> 01:42:34.000]  and Bilderberg is not 100% in favor of U.S. air strikes on Iran,
[01:42:34.000 --> 01:42:37.000]  but many of them are.
[01:42:37.000 --> 01:42:41.000]  Well, the war is generating money.
[01:42:41.000 --> 01:42:42.000]  It doesn't matter if it's a war.
[01:42:42.000 --> 01:42:44.000]  Good guys, bad guys, whatever.
[01:42:44.000 --> 01:42:47.000]  In all of our wars, we've had profiteering scandals
[01:42:47.000 --> 01:42:52.000]  on the side here.
[01:43:17.000 --> 01:43:19.000]  How much do you want? When do you want it?
[01:43:19.000 --> 01:43:22.000]  Now or after the battle starts? When will you need it?
[01:43:22.000 --> 01:43:24.000]  Can you buy it without proper identification?
[01:43:24.000 --> 01:43:27.000]  Will there be any food? Will it make your children sick?
[01:43:27.000 --> 01:43:30.000]  If there's a quarantine and you can't feed yourself,
[01:43:30.000 --> 01:43:32.000]  will you go to the gathering center and be immunized?
[01:43:32.000 --> 01:43:36.000]  You wipe out all these problems if you have a good food supply.
[01:43:36.000 --> 01:43:40.000]  Food is your ammunition to fight for your freedom and your life.
[01:43:40.000 --> 01:43:42.000]  How much will you need? We don't know.
[01:43:42.000 --> 01:43:44.000]  How much do you want? All you can get.
[01:43:44.000 --> 01:43:45.000]  I'm Alex Jones.
[01:43:45.000 --> 01:43:48.000]  I want all of you good guys to live to fight another day.
[01:43:48.000 --> 01:43:55.000]  Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com.
[01:43:55.000 --> 01:44:00.000]  Again, that number, 1-800-409-5633.
[01:44:00.000 --> 01:44:02.000]  This is Alex Jones with five good reasons
[01:44:02.000 --> 01:44:05.000]  you should consider buying a solar power generator.
[01:44:05.000 --> 01:44:09.000]  Number one, new climate legislation could easily double or triple your electric bill.
[01:44:09.000 --> 01:44:11.000]  Number two, our new energies are,
[01:44:11.000 --> 01:44:14.000]  wants to control how much power your electric company allows you to have.
[01:44:14.000 --> 01:44:17.000]  It's true, total government control of electricity
[01:44:17.000 --> 01:44:20.000]  in the name of smart grid technology is coming.
[01:44:20.000 --> 01:44:22.000]  Number three, in some areas of the country,
[01:44:22.000 --> 01:44:24.000]  the power grid is dangerously overloaded.
[01:44:24.000 --> 01:44:28.000]  And now, new socialist legislation is only compounding the problem.
[01:44:28.000 --> 01:44:32.000]  Number four, dangerous weather is always a threat to local grids.
[01:44:32.000 --> 01:44:36.000]  Every year, thousands of families lose their power from weather-related onages.
[01:44:36.000 --> 01:44:41.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[01:44:41.000 --> 01:44:44.000]  Folks, I really believe in the solar power generators offered by Solutions from Science,
[01:44:44.000 --> 01:44:46.000]  one of my oldest sponsors.
[01:44:46.000 --> 01:44:50.000]  You can get more information at www.mysolarbackup.com.
[01:44:50.000 --> 01:44:52.000]  That's mysolarbackup.com.
[01:44:52.000 --> 01:44:54.000]  Remember, the government doesn't own the sun,
[01:44:54.000 --> 01:44:56.000]  so go to mysolarbackup.com
[01:44:56.000 --> 01:45:00.000]  or call 1-877-327-0365.
[01:45:00.000 --> 01:45:02.000]  Hello friends, this is Alex Jones.
[01:45:02.000 --> 01:45:05.000]  You've heard me talk about Calden five-star subs for years.
[01:45:05.000 --> 01:45:08.000]  This is an American-made product of the highest quality
[01:45:08.000 --> 01:45:10.000]  and compares to nothing you will find in stores.
[01:45:10.000 --> 01:45:13.000]  You can buy factory direct, shipped via UPS right to your door.
[01:45:13.000 --> 01:45:16.000]  Check them out on the web at www.five-star-soap.com
[01:45:16.000 --> 01:45:20.000]  or call 800-340-7091.
[01:45:20.000 --> 01:45:21.000]  Take my word for it.
[01:45:21.000 --> 01:45:24.000]  Once you've used pure soap, you won't buy anything else.
[01:45:24.000 --> 01:45:27.000]  Since 1947, Calden Soap Company has been showing consumers
[01:45:27.000 --> 01:45:30.000]  that soap can be tough on dirt and gentle on the environment.
[01:45:30.000 --> 01:45:32.000]  Buy American and stay clean.
[01:45:32.000 --> 01:45:35.000]  As well as support info wars, visit www.five-star-soap.com today
[01:45:35.000 --> 01:45:38.000]  or call 1-800-340-7091.
[01:45:38.000 --> 01:45:40.000]  Well, Marty, what do you have to say?
[01:45:40.000 --> 01:45:43.000]  As founder and owner for over 63 years,
[01:45:43.000 --> 01:45:48.000]  satisfaction is guaranteed on W-Dirtback.
[01:45:48.000 --> 01:45:54.000]  Call us at 1-800-340-7091 for a free catalog
[01:45:54.000 --> 01:45:58.000]  or visit our website www.five-star-soap.com.
[01:45:58.000 --> 01:46:08.000]  Thank you.
[01:46:28.000 --> 01:46:31.000]  Power and influence have worked in stealth for centuries
[01:46:31.000 --> 01:46:33.000]  to establish an oppressive world government.
[01:46:33.000 --> 01:46:36.000]  I believe, first of all, that we now need nothing short
[01:46:36.000 --> 01:46:39.000]  of a world constitution for the global financial system.
[01:46:39.000 --> 01:46:42.000]  Global governance with the establishment of the G20.
[01:46:42.000 --> 01:46:45.000]  So it's going to be an inner, ruling elite, and then everyone else.
[01:46:45.000 --> 01:46:48.000]  And I got news for you. You're everyone else.
[01:46:48.000 --> 01:46:49.000]  Invisible Empire.
[01:46:49.000 --> 01:46:54.000]  Secure your copy today at infowars.com or prisonplanet.com
[01:46:54.000 --> 01:47:01.000]  or watch it online in the highest quality at prisonplanet.tv
[01:47:01.000 --> 01:47:05.000]  Coast to coast, direct from Austin.
[01:47:05.000 --> 01:47:11.000]  You're listening to the Alex Jones Broadcasting Network.
[01:47:11.000 --> 01:47:16.000]  From his Central Texas Command Center deep behind enemy lines,
[01:47:16.000 --> 01:47:19.000]  the information war continues.
[01:47:19.000 --> 01:47:35.000]  Alex Jones and the GCN Radio Network.
[01:47:35.000 --> 01:47:36.000]  All right, my friends.
[01:47:36.000 --> 01:47:40.000]  He is still in Spain about to leave.
[01:47:40.000 --> 01:47:42.000]  Bilderberg officially ended yesterday.
[01:47:42.000 --> 01:47:45.000]  But now we have a reporter on from American Free Press.
[01:47:45.000 --> 01:47:48.000]  He's also deputy editor who can recap what happened Friday evening,
[01:47:48.000 --> 01:47:50.000]  Saturday and Sunday.
[01:47:50.000 --> 01:47:52.000]  It's in Bloomberg.
[01:47:52.000 --> 01:47:54.000]  It's all over U.S. news.
[01:47:54.000 --> 01:47:56.000]  It's all over foreign news.
[01:47:56.000 --> 01:48:00.000]  I have to say this is the biggest route in Bilderberg history.
[01:48:00.000 --> 01:48:02.000]  Jim Tucker agreed when he was on Friday.
[01:48:02.000 --> 01:48:04.000]  He's already flying back to the U.S.
[01:48:04.000 --> 01:48:06.000]  He's going to be on for a full report later in the week.
[01:48:06.000 --> 01:48:09.000]  Our final report on Bilderberg until next year.
[01:48:09.000 --> 01:48:15.000]  We also have the fact that Bill Gates was there.
[01:48:15.000 --> 01:48:16.000]  Other people were there.
[01:48:16.000 --> 01:48:18.000]  The news is reporting.
[01:48:18.000 --> 01:48:22.000]  Bloomberg is reporting that Bernanke didn't show up.
[01:48:22.000 --> 01:48:25.000]  But our intel is that he was there.
[01:48:25.000 --> 01:48:28.000]  I know Bernanke was there in 2006 and 2008.
[01:48:28.000 --> 01:48:31.000]  Of course, chairman of the Federal Reserve.
[01:48:31.000 --> 01:48:34.000]  But the bad news is the majority of them for the first time
[01:48:34.000 --> 01:48:37.000]  are greenlighting on attack on Iran.
[01:48:37.000 --> 01:48:39.000]  That doesn't mean it's 100 percent,
[01:48:39.000 --> 01:48:41.000]  but it's all going in that direction.
[01:48:41.000 --> 01:48:44.000]  And of course, Tucker in 2002 said the attack won't be an 02
[01:48:44.000 --> 01:48:46.000]  when the media was saying it would be,
[01:48:46.000 --> 01:48:47.000]  including the Washington Post.
[01:48:47.000 --> 01:48:49.000]  He said Donald Graham, the publisher, was there.
[01:48:49.000 --> 01:48:51.000]  It's going to be March of 03.
[01:48:51.000 --> 01:48:53.000]  He said that over a year before.
[01:48:53.000 --> 01:48:55.000]  He was correct.
[01:48:55.000 --> 01:48:58.000]  And so the fact that Iran is greenlighted is very, very scary.
[01:48:58.000 --> 01:49:00.000]  To give us the latest developments
[01:49:00.000 --> 01:49:02.000]  and go over those points I just made,
[01:49:02.000 --> 01:49:04.000]  is Mark Anderson of AmericanFreePress.net.
[01:49:04.000 --> 01:49:06.000]  Mark, thanks for coming on with us.
[01:49:06.000 --> 01:49:08.000]  You're welcome, Alex.
[01:49:08.000 --> 01:49:12.000]  It's been a very interesting last 24 hours in particular.
