[00:00.000 --> 00:18.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the Info War.
[01:28:13.000 --> 01:28:14.000]  Sure, sure.
[01:28:14.000 --> 01:28:16.000]  Well, I'm not defending the neocons, but let me ask you this question.
[01:28:16.000 --> 01:28:19.000]  Why did Obama go along with the cover up then?
[01:28:19.000 --> 01:28:21.000]  Well, he couldn't fire Petraeus.
[01:28:21.000 --> 01:28:24.000]  Look at, you know, he couldn't fire Petraeus before it looked bad.
[01:28:24.000 --> 01:28:28.000]  It's beef say, oh, why is he firing a CIA director right before the election?
[01:28:28.000 --> 01:28:32.000]  He didn't want that problem right before the election because you know, people start asking questions.
[01:28:32.000 --> 01:28:38.000]  Obama wanted to keep it focused on, on his cult of personality, right?
[01:28:38.000 --> 01:28:39.000]  So he didn't want this problem.
[01:28:39.000 --> 01:28:44.000]  So they fired, they, where did they fire Petraeus the day after the election?
[01:28:44.000 --> 01:28:45.000]  Absolutely.
[01:28:45.000 --> 01:28:50.000]  We're going to come back to Don and Michigan, Dan in Wisconsin, Thomas in Ohio,
[01:28:50.000 --> 01:28:54.000]  General in Utah and others, and thanks for the call from British Columbia, David.
[01:28:54.000 --> 01:28:57.000]  I'm Alex Jones, your host, prisonplanet.com is our backup site.
[01:28:57.000 --> 01:29:26.000]  Check it out.
[01:29:27.000 --> 01:29:28.000]  It's revolutionary.
[01:29:28.000 --> 01:29:31.000]  You'll get 24 hour protection for just $14.99 a month.
[01:29:31.000 --> 01:29:34.000]  There are no hidden fees and no contracts.
[01:29:34.000 --> 01:29:39.000]  You'll save thousands, plus you're protected by their 100% money back guarantee.
[01:29:39.000 --> 01:29:42.000]  Protect yourself against home invasions and break-ins.
[01:29:42.000 --> 01:29:49.000]  Order your SimplySafe system now and receive a wireless key chain remote, a $25 gift, free.
[01:29:49.000 --> 01:29:52.000]  So don't waste your time dealing with scum.
[01:29:52.000 --> 01:29:59.000]  Visit GetSimplySafe.com, GetSimplySafe.com, GetSimplySafe.com.
[01:30:22.000 --> 01:30:26.000]  Water is filled with toxic poisons and big pharma runoff.
[01:30:26.000 --> 01:30:28.000]  All of this has been engineered by design.
[01:30:28.000 --> 01:30:31.000]  We can turn the tide against the eugenicist.
[01:30:31.000 --> 01:30:34.000]  By giving ourselves the nutrients our body desperately needs.
[01:30:34.000 --> 01:30:37.000]  To learn more, visit InfowarsHealth.com.
[01:30:37.000 --> 01:30:42.000]  The site is literally packed with audio and video featuring top health professionals
[01:30:42.000 --> 01:30:44.000]  who don't bow down to big pharma.
[01:30:44.000 --> 01:30:47.000]  The fight against the new world order starts with you
[01:30:47.000 --> 01:30:50.000]  and you can't stand against the machine of your sick, tired and obese.
[01:30:50.000 --> 01:30:54.000]  When you visit InfowarsHealth.com, be sure and check out the catalog
[01:30:54.000 --> 01:31:00.000]  with nearly 400 life-changing products and get free shipping when you sign up for auto-ship.
[01:31:00.000 --> 01:31:03.000]  With over 3,000 years of historic use,
[01:31:03.000 --> 01:31:09.000]  Pure Silver continues to be one of nature's most reliable and effective agents against fighting viruses,
[01:31:09.000 --> 01:31:14.000]  mold, fungus, bacteria, pathogens and parasites.
[01:31:14.000 --> 01:31:19.000]  At Silver Lungs, we have developed a reliable and easy to use full production system
[01:31:19.000 --> 01:31:25.000]  for creating endless pure nano-silver solutions right from the convenience and comfort of your home.
[01:31:25.000 --> 01:31:30.000]  Your self-produced nano-silver solutions can be applied topically to the skin.
[01:31:30.000 --> 01:31:34.000]  For many who are new to silver that wish to try silver for the first time,
[01:31:34.000 --> 01:31:37.000]  we offer a full line of consumables and cosmetics,
[01:31:37.000 --> 01:31:42.000]  such as our 2-ounce nano-silver nasal sprays, our nano-silver soap
[01:31:42.000 --> 01:31:47.000]  and our most popular product, the all-natural nano-silver gel.
[01:31:47.000 --> 01:31:54.000]  Visit www.silverlungs.com to learn more about the industry-leading technology of the Silver Lungs system.
[01:31:54.000 --> 01:32:20.000]  That's www.silverlungs.com.
[01:32:20.000 --> 01:32:25.000]  For 32 years, the folks at eFoodsDirect have helped thousands take the trouble out of troubled times.
[01:32:25.000 --> 01:32:31.000]  So to celebrate our 32-year anniversary, get the best insurance possible with a special one-time offer,
[01:32:31.000 --> 01:32:35.000]  a two-month food supply for only $320 and free shipping.
[01:32:35.000 --> 01:32:41.000]  That's 352 servings of our newest and most popular award-winning recipes at less than $1 per serving.
[01:32:41.000 --> 01:32:46.000]  The 25-year shelf life allows you to lock your food cost against inflation.
[01:32:46.000 --> 01:32:51.000]  Call 800-409-5633 or go to eFoodsDirect.com slash Alex.
[01:32:51.000 --> 01:32:54.000]  The two-month supply is only available for a limited time.
[01:32:54.000 --> 01:33:17.000]  Call 800-409-5633 or go to eFoodsDirect.com slash Alex.
[01:33:25.000 --> 01:33:32.000]  Rallying Patriots Worldwide.
[01:33:32.000 --> 01:33:35.000]  You're listening to the Alex Jones Show.
[01:33:35.000 --> 01:33:38.000]  And we are back.
[01:33:38.000 --> 01:33:42.000]  Look, our government's always had problems all governments have historically,
[01:33:42.000 --> 01:33:47.000]  but special interests that are very ruthless have gotten controlled.
[01:33:47.000 --> 01:33:50.000]  And if you look at how they gave weapons to Iran,
[01:33:50.000 --> 01:33:56.000]  and then weapons and advice to Iraq to have a seven-year war that killed over a million people,
[01:33:56.000 --> 01:34:02.000]  or you look at how our government funded Russia to then fund North Vietnam to invade the South,
[01:34:02.000 --> 01:34:04.000]  that's all been declassified.
[01:34:04.000 --> 01:34:07.000]  You figure out, wow, it's not a government.
[01:34:07.000 --> 01:34:10.000]  It's these big arms dealers and banks and combines,
[01:34:10.000 --> 01:34:14.000]  just like the Rothschilds funding both sides of the Napoleonic Wars.
[01:34:14.000 --> 01:34:16.000]  That's in mainline textbooks.
[01:34:16.000 --> 01:34:23.000]  And they just sit back while we all kill each other and take our liberties and take our freedoms,
[01:34:23.000 --> 01:34:27.000]  which makes their crimes more secure via national security.
[01:34:27.000 --> 01:34:28.000]  And I'm sick of it.
[01:34:28.000 --> 01:34:31.000]  I want to go to your calls quickly now with Wayne Madsen, NSA whistleblower,
[01:34:31.000 --> 01:34:33.000]  with your comments or questions for him.
[01:34:33.000 --> 01:34:35.000]  And let's go to Don in Michigan.
[01:34:35.000 --> 01:34:37.000]  Go ahead, you're on the air, Don.
[01:34:37.000 --> 01:34:38.000]  Hi there.
[01:34:38.000 --> 01:34:39.000]  Hey, buddy.
[01:34:39.000 --> 01:34:44.000]  Wayne Madsen, I'd like to know, they've had three prison breaks here recently.
[01:34:44.000 --> 01:34:49.000]  They're planning a false flag where they're getting their people out so they can use them.
[01:34:49.000 --> 01:34:52.000]  Well, yeah, I think that's kind of fun.
[01:34:52.000 --> 01:34:54.000]  Look, there was a big one in Iraq, right?
[01:34:54.000 --> 01:34:57.000]  And it's not far from Iraq into Syria.
[01:34:57.000 --> 01:35:00.000]  So obviously, what was it, 500 or something like that?
[01:35:00.000 --> 01:35:02.000]  That's where they send the jihadis.
[01:35:02.000 --> 01:35:05.000]  Yeah, instantly, you've got 500 added to the ranks in Syria.
[01:35:05.000 --> 01:35:10.000]  The weapons are starting to go into Syria in a big way now,
[01:35:10.000 --> 01:35:15.000]  because Assad has been able to fight back successfully against these rebels.
[01:35:15.000 --> 01:35:18.000]  These insert these jihadis.
[01:35:18.000 --> 01:35:22.000]  And Israel hit Russian installations in Syria unprecedented.
[01:35:22.000 --> 01:35:28.000]  And now you've got the Syrian Kurds battling the Islamists, the jihadists in Syria.
[01:35:28.000 --> 01:35:30.000]  And here we go with the Kurds again.
[01:35:30.000 --> 01:35:35.000]  But these Kurds, unlike the Kurds in Iraq, don't have the support of the United States.
[01:35:35.000 --> 01:35:39.000]  So it's an amazing turn of events.
[01:35:39.000 --> 01:35:44.000]  But as part of this, remember this whole neoconop thing that is to destabilize
[01:35:44.000 --> 01:35:49.000]  what they call the crescent of insurgency, the crescent of violence,
[01:35:49.000 --> 01:35:54.000]  which they claim goes from Morocco all the way to Indonesia, the Muslim crescent.
[01:35:54.000 --> 01:35:58.000]  Global destabilization is good for weapons contracts.
[01:35:58.000 --> 01:36:00.000]  Anything else they're done?
[01:36:00.000 --> 01:36:04.000]  Well, it was Pakistan and Libya, and then one of the articles in the Guardian,
[01:36:04.000 --> 01:36:09.000]  they said they went through specifically yelling out for certain prisoners to free them.
[01:36:09.000 --> 01:36:10.000]  So I just wonder if that was around.
[01:36:10.000 --> 01:36:12.000]  Oh, yeah, they're just right.
[01:36:12.000 --> 01:36:15.000]  They've been caught before with these fake breaks.
[01:36:15.000 --> 01:36:20.000]  When Gaddafi said on TV that why is the U.S. funding al-Qaeda, that they are the rebels,
[01:36:20.000 --> 01:36:22.000]  everybody laughed at him, thought he was crazy.
[01:36:22.000 --> 01:36:28.000]  Now, look, I've seen Gaddafi personally in Libya and in New York at the U.N.
[01:36:28.000 --> 01:36:31.000]  And I think the guy might have been a hash user,
[01:36:31.000 --> 01:36:35.000]  but, you know, I was at least told that by some people close to him.
[01:36:35.000 --> 01:36:39.000]  But I don't think he was, you know, he was not off his rocker with that statement.
[01:36:39.000 --> 01:36:41.000]  He was right on the money when he said the U.S.
[01:36:41.000 --> 01:36:43.000]  Well, that's all been admitted at the main force, especially.
[01:36:43.000 --> 01:36:44.000]  Yeah, it was al-Qaeda.
[01:36:44.000 --> 01:36:48.000]  I'm just sick of them taking my rights, the name of al-Qaeda, when they run them.
[01:36:48.000 --> 01:36:51.000]  I mean, it's in Lindsey Graham, al-Qaeda is going to get us.
[01:36:51.000 --> 01:36:52.000]  Aren't you scared, Kandy?
[01:36:52.000 --> 01:36:53.000]  Oh, I'm very scared.
[01:36:53.000 --> 01:36:57.000]  I mean, this is like bad acting in a third-grader play.
[01:36:57.000 --> 01:37:00.000]  And I think al-Qaeda is the name of a guy.
[01:37:00.000 --> 01:37:04.000]  I think there's a guy named Al-Qaeda, and Lindsey probably wants his phone number.
[01:37:04.000 --> 01:37:05.000]  All right.
[01:37:05.000 --> 01:37:07.000]  All right, Don, thank you.
[01:37:07.000 --> 01:37:09.000]  Dan in Wisconsin, you're on the air.
[01:37:09.000 --> 01:37:11.000]  Yeah, thank you.
[01:37:11.000 --> 01:37:15.000]  Listen, Wayne, I'd just like to ask you a question.
[01:37:15.000 --> 01:37:23.000]  Now, I've been hearing that, you know, this whole Benghazi attack was really about the kidnap
[01:37:23.000 --> 01:37:28.000]  ambassador, Stephen, in order to go ahead and negotiate with Obama for the release of
[01:37:28.000 --> 01:37:30.000]  the blind sheet.
[01:37:30.000 --> 01:37:32.000]  Yeah, that's what I've heard is it was going to be a false flag.
[01:37:32.000 --> 01:37:37.000]  It could have been a false flag, so Obama could have a fake hostage rescue.
[01:37:37.000 --> 01:37:38.000]  Right.
[01:37:38.000 --> 01:37:44.000]  You're right, because look, even with the Iranian embassy seizure, you know, the Iranians
[01:37:44.000 --> 01:37:45.000]  had demands.
[01:37:45.000 --> 01:37:47.000]  We just didn't want to exceed to any of their demands.
[01:37:47.000 --> 01:37:49.000]  They wanted the Shah back.
[01:37:49.000 --> 01:37:51.000]  You know, it got out of there, for example.
[01:37:51.000 --> 01:37:52.000]  That was one of the demands.
[01:37:52.000 --> 01:37:58.000]  So obviously, if there was one of these false flag embassies, hostage seizure situations,
[01:37:58.000 --> 01:38:00.000]  there would have been demands made.
[01:38:00.000 --> 01:38:01.000]  Yeah, I mean, we know this.
[01:38:01.000 --> 01:38:02.000]  There was a stand down.
[01:38:02.000 --> 01:38:03.000]  They've been caught lying.
[01:38:03.000 --> 01:38:05.000]  We don't know what really went on.
[01:38:05.000 --> 01:38:07.000]  We know there were weapons there.
[01:38:07.000 --> 01:38:08.000]  Wayne said that nine months ago.
[01:38:08.000 --> 01:38:10.000]  It's now confirmed CNN.
[01:38:10.000 --> 01:38:11.000]  We appreciate your call.
[01:38:11.000 --> 01:38:13.000]  I mean, I'm not tooting your horn.
[01:38:13.000 --> 01:38:14.000]  That's a big deal.
[01:38:14.000 --> 01:38:16.000]  Because you were the first guy we got on that knew that.
[01:38:16.000 --> 01:38:19.000]  And then Schaefer agreed and so did Pachennik.
[01:38:19.000 --> 01:38:23.000]  I mean, you can't give us your sources, but you were pretty sure on that.
[01:38:23.000 --> 01:38:25.000]  I mean, is that like widely known?
[01:38:25.000 --> 01:38:30.000]  Well, it was amongst people in the intelligence community and in the State Department.
[01:38:30.000 --> 01:38:35.000]  And even in the military, again, this was before the huge crack.
[01:38:35.000 --> 01:38:37.000]  Look, they were already gone after some whistleblowers.
[01:38:37.000 --> 01:38:39.000]  They'd already indicted a few.
[01:38:39.000 --> 01:38:42.000]  But it wasn't that the chill hadn't totally set in yet.
[01:38:42.000 --> 01:38:44.000]  So some people were still willing to talk.
[01:38:44.000 --> 01:38:45.000]  Sure.
[01:38:45.000 --> 01:38:47.000]  They're hard to find these days, though.
[01:38:47.000 --> 01:38:53.000]  We just got an urban warfare center, DHS, built on a military base from the people inside.
[01:38:53.000 --> 01:38:56.000]  They say they're training to take on the American people at these villages.
[01:38:56.000 --> 01:38:59.000]  That's admitted they're training to take on the Tea Partyers.
[01:38:59.000 --> 01:39:01.000]  And that's in the Army War College reports and everything.
[01:39:01.000 --> 01:39:03.000]  But it's still bizarre to actually see the photos.
[01:39:03.000 --> 01:39:05.000]  So we got a whistleblower.
[01:39:05.000 --> 01:39:08.000]  Insider blows the whistle on military takeover plan.
[01:39:08.000 --> 01:39:11.000]  We got that from a contractor who was former military.
[01:39:11.000 --> 01:39:13.000]  And we vetted that through two other sources, by the way.
[01:39:13.000 --> 01:39:15.000]  So that's up on infowars.com.
[01:39:15.000 --> 01:39:19.000]  Let's go ahead and go to Megan in Pennsylvania.
[01:39:19.000 --> 01:39:21.000]  You're on the air with Wayne Madsen.
[01:39:21.000 --> 01:39:22.000]  Hello?
[01:39:22.000 --> 01:39:23.000]  Yes, go ahead.
[01:39:23.000 --> 01:39:24.000]  Welcome.
[01:39:24.000 --> 01:39:25.000]  I didn't think they could hear me.
[01:39:25.000 --> 01:39:26.000]  Hi, Lane.
[01:39:26.000 --> 01:39:27.000]  Hi, Alex.
[01:39:27.000 --> 01:39:28.000]  Hey.
[01:39:28.000 --> 01:39:34.000]  Do you think it's more that the people of America are scandal-proofed these days,
[01:39:34.000 --> 01:39:36.000]  or that we're just not hearing about it?
[01:39:36.000 --> 01:39:39.000]  Because, I mean, the truth came out about Benghazi.
[01:39:39.000 --> 01:39:42.000]  I mean, so many people know about 9-11.
[01:39:42.000 --> 01:39:43.000]  I think it's a mix of both.
[01:39:43.000 --> 01:39:45.000]  I mean, I think it's a mix of both.
[01:39:45.000 --> 01:39:48.000]  But you just get used to living, you know, basically in a tyranny.
[01:39:48.000 --> 01:39:49.000]  And then it's the incrim.
[01:39:49.000 --> 01:39:50.000]  It's like the frog in the pot.
[01:39:50.000 --> 01:39:51.000]  What do you think, Wayne?
[01:39:51.000 --> 01:39:55.000]  No, I think a part of it is what I call moral indignation fatigue.
[01:39:55.000 --> 01:39:56.000]  But the caller's right.
[01:39:56.000 --> 01:39:58.000]  We're not giving a lot of this news.
[01:39:58.000 --> 01:40:02.000]  You know, a veteran newsman with NBC, John Palmer died,
[01:40:02.000 --> 01:40:04.000]  I believe it was yesterday in Washington.
[01:40:04.000 --> 01:40:08.000]  And, you know, he's a no pun intended.
[01:40:08.000 --> 01:40:10.000]  And he is a dying breed of journalist.
[01:40:10.000 --> 01:40:15.000]  Back in the day when he was on the air, you know, we got straight news.
[01:40:15.000 --> 01:40:19.000]  And remember, it was a half-hour news broadcast with commercials.
[01:40:19.000 --> 01:40:22.000]  It was only 22 minutes of news.
[01:40:22.000 --> 01:40:24.000]  You know, we got more news in that 22 minutes.
[01:40:24.000 --> 01:40:29.000]  And we get an hour after hour after hour on these dumb cable news programs.
[01:40:29.000 --> 01:40:32.000]  And that's part of the problem right there.
[01:40:32.000 --> 01:40:34.000]  The news back then was focused.
[01:40:34.000 --> 01:40:36.000]  The time was at a premium.
[01:40:36.000 --> 01:40:40.000]  And people like John Palmer and people like, you know, there were many like him,
[01:40:40.000 --> 01:40:43.000]  Paul Duke, I've met some of these guys and they were great guys,
[01:40:43.000 --> 01:40:45.000]  but unfortunately, they don't exist anymore now.
[01:40:45.000 --> 01:40:49.000]  But I mean, now we have state-run media other than a few talk radio
[01:40:49.000 --> 01:40:54.000]  and a few websites like WayneMassinReport.com, DrudgeReport.com, Infowars.com,
[01:40:54.000 --> 01:40:59.000]  whether it's left, right, center, libertarian, we want truth and justice and freedom.
[01:40:59.000 --> 01:41:04.000]  They're openly announcing that the Pentagon, oh, what did you make of last week
[01:41:04.000 --> 01:41:05.000]  or now we can have it go?
[01:41:05.000 --> 01:41:07.000]  The Pentagon going, we're going to stop lying,
[01:41:07.000 --> 01:41:10.000]  but we're going to go out and engage all the blogs.
[01:41:10.000 --> 01:41:14.000]  I mean, I see that as the opening salvo, the takeover of the media.
[01:41:14.000 --> 01:41:20.000]  But the entire NSA Pentagon building at Fort Meade, hundreds of brass there,
[01:41:20.000 --> 01:41:26.000]  they look worse than Japanese surrendering to Douglas MacArthur.
[01:41:26.000 --> 01:41:28.000]  Their morale looked hellish.
[01:41:28.000 --> 01:41:30.000]  Well, what was happening there?
[01:41:30.000 --> 01:41:31.000]  You're absolutely right.
[01:41:31.000 --> 01:41:36.000]  Look, they're all having a fill out financial disclosure forms more often
[01:41:36.000 --> 01:41:38.000]  than they ever had in the past.
[01:41:38.000 --> 01:41:41.000]  In other words, they don't have any private life at all.
[01:41:41.000 --> 01:41:45.000]  Not that when you work at NSA, you're like anybody else who works here.
[01:41:45.000 --> 01:41:47.000]  But they're living under a real oppression.
[01:41:47.000 --> 01:41:49.000]  Yeah, very much so.
[01:41:49.000 --> 01:41:53.000]  That Q group is like an internal shdazi combined with Gestapo,
[01:41:53.000 --> 01:41:55.000]  combined with KGB.
[01:41:55.000 --> 01:41:56.000]  It's absolutely awful.
[01:41:56.000 --> 01:42:01.000]  They use psychiatrists if you express any opposition to what's going on.
[01:42:01.000 --> 01:42:03.000]  You're sent to the shrink and based on,
[01:42:03.000 --> 01:42:06.000]  and these aren't even qualified psychiatrists, these are...
[01:42:06.000 --> 01:42:07.000]  They're political hacks.
[01:42:07.000 --> 01:42:08.000]  Psychologists.
[01:42:08.000 --> 01:42:10.000]  Yeah, anybody get a psychology degree.
[01:42:10.000 --> 01:42:12.000]  My God, you don't need a medical, you don't need to...
[01:42:12.000 --> 01:42:16.000]  The point is they cherry pick ones that go along with the game plan.
[01:42:16.000 --> 01:42:19.000]  Then you lose your security clearance if they deem you crazy.
[01:42:19.000 --> 01:42:21.000]  You know, they used to do this in the Soviet Union.
[01:42:21.000 --> 01:42:24.000]  They had psychiatric hospitals where they sent dissidents and say,
[01:42:24.000 --> 01:42:29.000]  well, you don't like the Soviet fatherland and the workers' paradise.
[01:42:29.000 --> 01:42:30.000]  You must be crazy.
[01:42:30.000 --> 01:42:31.000]  So that's what they do.
[01:42:31.000 --> 01:42:32.000]  You know what, Wayne?
[01:42:32.000 --> 01:42:33.000]  Take us to the wall.
[01:42:33.000 --> 01:42:34.000]  Take us to the end.
[01:42:34.000 --> 01:42:35.000]  15 more minutes.
[01:42:35.000 --> 01:42:36.000]  We're going to come back and go to...
[01:42:36.000 --> 01:42:37.000]  Well, Thomas is gone.
[01:42:37.000 --> 01:42:41.000]  We're going to go to Thomas, Merrill, and a few other callers on the other side
[01:42:41.000 --> 01:42:44.000]  of this quick break in the final segment.
[01:42:44.000 --> 01:42:46.000]  And then I'll get to some of this political correctness.
[01:42:46.000 --> 01:42:48.000]  They're trying to divide and conquer.
[01:42:48.000 --> 01:42:52.000]  But I want to have Wayne finish up where he thinks this country is going.
[01:42:52.000 --> 01:42:54.000]  I'm Alex Jones of infoawards.com.
[01:42:54.000 --> 01:42:55.000]  We're talking to Wayne Madsen.
[01:42:55.000 --> 01:43:24.000]  We'll also tell you about his two new books that are out this week.
[01:43:25.000 --> 01:43:29.000]  Supernatural Silver can help combat over 300 different conditions,
[01:43:29.000 --> 01:43:35.000]  and it has the ability to kill over 143 types of bacteria, viruses, mold, and yeast.
[01:43:35.000 --> 01:43:40.000]  Supernatural Silver's patented technology includes advanced scientific research
[01:43:40.000 --> 01:43:45.000]  with over 180 scientific studies conducted at independent universities, hospitals,
[01:43:45.000 --> 01:43:48.000]  research institutions, and nursing homes.
[01:43:48.000 --> 01:43:54.000]  To see how Supernatural Silver can change your life, go to supernaturalsilver.com.
[01:43:54.000 --> 01:43:59.000]  Get promo code Silver2013 for 20% off and like us on Facebook.
[01:44:25.000 --> 01:44:28.000]  They keep no records of your web browsing history.
[01:44:28.000 --> 01:44:33.000]  Privateinternetaxis.com is an American company that understands you need to protect
[01:44:33.000 --> 01:44:35.000]  your inalienable rights.
[01:44:35.000 --> 01:44:38.000]  Private Internet Access does not even log any of your traffic.
[01:44:38.000 --> 01:44:39.000]  Period.
[01:44:39.000 --> 01:44:41.000]  Privacy is their number one policy.
[01:44:41.000 --> 01:44:44.000]  You can use their service anywhere with an internet connection,
[01:44:44.000 --> 01:44:48.000]  and with one account you can protect up to five devices at the same time.
[01:44:48.000 --> 01:44:54.000]  Go to privateinternetaxis.com right now in order to secure the privacy of you and your loved ones.
[01:44:54.000 --> 01:44:57.000]  Don't wait and allow you and your family to become victims.
[01:44:57.000 --> 01:45:00.000]  Visit privateinternetaxis.com today.
[01:45:00.000 --> 01:45:06.000]  Cal Bend Soap Company can save you thousands of dollars and give you good old fashioned real soap
[01:45:06.000 --> 01:45:11.000]  that is triple concentrated and made from the highest quality vegetable and coconut oils.
[01:45:11.000 --> 01:45:21.000]  See them on the web www.5starsope.com or call 1-800-340-7091 for a free catalog
[01:45:21.000 --> 01:45:23.000]  and buy American made products.
[01:45:23.000 --> 01:45:28.000]  Order the sampler, a one to two month supply, or get a one to two year supply of soaps
[01:45:28.000 --> 01:45:30.000]  for all your cleaning needs.
[01:45:30.000 --> 01:45:33.000]  You're getting soap products twice as good as what you're using now.
[01:45:33.000 --> 01:45:38.000]  This is an amazing deal and you will love the way real soap makes your skin feel.
[01:45:38.000 --> 01:45:45.000]  Call 1-800-340-7091 or visit www.5starsope.com.
[01:45:45.000 --> 01:45:50.000]  Alex and his staff have used these earth friendly pure soaps for years.
[01:45:50.000 --> 01:46:00.000]  See them on the web www.5starsope.com or call 1-800-340-7091 for a catalog.
[01:46:00.000 --> 01:46:03.000]  Protecting your home with a security system is a must,
[01:46:03.000 --> 01:46:09.000]  but when it comes to protecting your family, your home and belongings, there's no need to sign a long term contract.
[01:46:09.000 --> 01:46:16.000]  Listen, there is some real scum in the alarm business cashing in by locking you into long punishing contracts,
[01:46:16.000 --> 01:46:18.000]  not with simply safe home security.
[01:46:18.000 --> 01:46:20.000]  They're the good guys.
[01:46:20.000 --> 01:46:23.000]  You can trust simply safe to protect your family.
[01:46:23.000 --> 01:46:27.000]  Simply safe was created by a Harvard Business School engineer and it's revolutionary.
[01:46:27.000 --> 01:46:31.000]  You'll get 24 hour protection for just $14.99 a month.
[01:46:31.000 --> 01:46:34.000]  There are no hidden fees and no contracts.
[01:46:34.000 --> 01:46:38.000]  You'll save thousands plus you're protected by their 100% money back guarantee.
[01:46:38.000 --> 01:46:42.000]  Protect yourself against home invasions and break-ins.
[01:46:42.000 --> 01:46:48.000]  Order your simply safe system now and receive a wireless keychain remote, a $25 gift, free.
[01:46:48.000 --> 01:46:51.000]  So don't waste your time dealing with scum.
[01:46:51.000 --> 01:46:54.000]  Visit www.getsimplysafe.com.
[01:46:54.000 --> 01:46:56.000]  www.getsimplysafe.com.
[01:46:56.000 --> 01:47:01.000]  www.getsimplysafe.com
[01:47:01.000 --> 01:47:04.000]  Coast to coast, direct from Austin.
[01:47:04.000 --> 01:47:08.000]  You're listening to the Alex Jones Broadcasting Network.
[01:47:08.000 --> 01:47:10.000]  Network.
[01:47:10.000 --> 01:47:27.000]  Big Brother, mainstream media, government cover-ups. You want answers? Well, so does he.
[01:47:27.000 --> 01:47:35.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:47:35.000 --> 01:47:43.000]  By the way, tomorrow on the weekday show, 12.03 pm Eastern, we'll look at insider blows the whistle on military takeover plan.
[01:47:43.000 --> 01:47:49.000]  Why would the U.S. government need to build mock U.S. cities and towns and train for invading them?
[01:47:49.000 --> 01:47:53.000]  Well, they admit it's for gun confiscation if they're ordered.
[01:47:53.000 --> 01:47:57.000]  But if we politically stand up against this, they won't be able to sell the idea.
[01:47:57.000 --> 01:47:59.000]  That's why we're in an informal war.
[01:47:59.000 --> 01:48:03.000]  But they want us divided against each other, military against civilian.
[01:48:03.000 --> 01:48:06.000]  I hear mayors calling us civilians, police calling us civilians.
[01:48:06.000 --> 01:48:07.000]  You're civilians, too.
[01:48:07.000 --> 01:48:10.000]  And the military is not supposed to be involved domestically.
[01:48:10.000 --> 01:48:15.000]  But now it's like your upper class of your government and then all of the rest of us are civilian.
[01:48:15.000 --> 01:48:18.000]  I mean, it's very aberrant, the conversion we're seeing here.
[01:48:18.000 --> 01:48:21.000]  The new August issue of InfoWars Magazine is out.
[01:48:21.000 --> 01:48:23.000]  It's a great way to wake up friends and family.
[01:48:23.000 --> 01:48:26.000]  You can get a 12-month subscription to give friends and family or buy them in bulk.
[01:48:26.000 --> 01:48:34.000]  At cost, it's got Trayvon Martin and George Zimmerman merged together on the cover to show that it's divide and conquer.
[01:48:34.000 --> 01:48:40.000]  And we look at how they're trying to get us obsessed on fighting with each other in the name of political correctness
[01:48:40.000 --> 01:48:44.000]  that really creates tribalism and division and racism,
[01:48:44.000 --> 01:48:48.000]  instead of worrying about global offshore banks that have diplomatic immunity
[01:48:48.000 --> 01:48:52.000]  and steal $85 billion of taxpayer money a month in QE3.
[01:48:52.000 --> 01:48:56.000]  So just so you don't think I'm lying, because this sounds crazy.
[01:48:56.000 --> 01:49:00.000]  When I saw this Thursday when we first covered it, I didn't believe it when I first saw the headline.
[01:49:00.000 --> 01:49:05.000]  Seattle bans the word brown paper bag saying the word browns racist,
[01:49:05.000 --> 01:49:09.000]  and the word citizen might hurt illegals feelings so you can't use that.
[01:49:09.000 --> 01:49:14.000]  Here's a short clip from that newscast so you know I'm not joking. Here it is.
[01:49:14.000 --> 01:49:18.000]  And then we will go to your phone calls.
[01:49:18.000 --> 01:49:22.000]  We represent all the residents of Seattle.
[01:49:22.000 --> 01:49:25.000]  That is part of the memo to city hall that spells it all out.
[01:49:25.000 --> 01:49:29.000]  A recommendation to no longer use the terms citizen or brown bag.
[01:49:29.000 --> 01:49:34.000]  The office for civil rights says Seattle serves all residents, whether they're citizens or not.
[01:49:34.000 --> 01:49:36.000]  Some like it and some don't.
[01:49:36.000 --> 01:49:40.000]  That's enough. And then it just goes on to say it's racist to say the word brown bag.
[01:49:40.000 --> 01:49:44.000]  I mean Wayne Madsen, this is right out of the Soviet Union.
[01:49:44.000 --> 01:49:47.000]  What is your take on this?
[01:49:47.000 --> 01:49:54.000]  Well, it's right out of 1984 in Newspeak.
[01:49:54.000 --> 01:49:59.000]  You're speechless, aren't you?
[01:49:59.000 --> 01:50:03.000]  Wayne actually unplugged his headphones. He's getting them plugged back in right now.
[01:50:03.000 --> 01:50:05.000]  Let's go to a phone call while he's doing that.
[01:50:05.000 --> 01:50:07.000]  Thomas in Ohio.
[01:50:07.000 --> 01:50:11.000]  Thomas, I think he's got his headset plugged back in. We're watching him via video Skype.
[01:50:11.000 --> 01:50:17.000]  All of you can watch us at infowars.com forward slash show by the way, not just radio but TV as well.
[01:50:17.000 --> 01:50:20.000]  What's your question for Wayne Madsen, Thomas?
[01:50:20.000 --> 01:50:24.000]  Hello. Thank you for taking my call and thank you for what you guys do.
