[00:00:05.495 --> 00:00:06.215]  We're live.
[03:20:28.851 --> 03:20:31.312]  It's an extended holiday, a spring break.
[03:20:31.312 --> 03:20:32.933]  And then, of course, oh, now it's two years.
[03:20:34.147 --> 03:20:35.688]  And now your speech isn't allowed.
[03:20:35.688 --> 03:20:39.732]  You can't go out and protest this with big tech taking the gloves completely off.
[03:20:39.732 --> 03:20:44.977]  I mean, this is just outrageous how criminal and how out of control this has gotten.
[03:20:44.977 --> 03:20:52.003]  But I just wanted to ask you as a father and as a human being, you're very calm during all of this.
[03:20:53.024 --> 03:20:55.366]  I already asked, what is it like to see everything you predicted come true?
[03:20:55.366 --> 03:21:01.270]  And you're like, we didn't predict it, you saw an agenda, you exposed it, we didn't completely stop it, so now we're here.
[03:21:01.270 --> 03:21:07.755]  But that agenda is here, but people aren't awake to it, so we're not hit flat-footed.
[03:21:07.755 --> 03:21:12.238]  And if you look at the globalists, their behavior, they are very panicked and very afraid right now.
[03:21:12.238 --> 03:21:16.742]  So just closing comments on what you were hitting before the break about the fact that
[03:21:18.647 --> 03:21:26.729]  That we are the captains of our own ship and they want to turn off our own instincts.
[03:21:26.729 --> 03:21:38.991]  Yeah, they want to delay things because every time the response is delayed, they go further along the road to being able to crush response.
[03:21:38.991 --> 03:21:44.933]  And we are at that pivotal point where if we go on, it will happen.
[03:21:44.933 --> 03:21:46.893]  And we are at a point now
[03:21:47.941 --> 03:21:49.983]  Which will decide the future of the human race.
[03:21:49.983 --> 03:21:54.666]  I mean, I said earlier, you know, you cannot exaggerate where we are.
[03:21:54.666 --> 03:21:59.389]  The future of the human race depends on which of these roads we take.
[03:21:59.389 --> 03:22:02.612]  And it's removing the cause of the problem.
[03:22:02.612 --> 03:22:04.633]  Cause of the problem is weak.
[03:22:04.633 --> 03:22:06.254]  Well, some of us don't.
[03:22:06.254 --> 03:22:08.696]  But vast numbers of people will give their power.
[03:22:09.531 --> 03:22:18.358]  To a few and are intimidated by the power of the few, which is only their power being reflected back at them.
[03:22:18.358 --> 03:22:21.821]  So you're going to remove the cause of the problem.
[03:22:21.821 --> 03:22:24.123]  We stop giving our power away.
[03:22:24.123 --> 03:22:26.785]  We stop being intimidated.
[03:22:26.785 --> 03:22:31.950]  Because when you look these people in the eye, they blink first.
[03:22:32.771 --> 03:22:43.347]  Because they don't have the power that the people have, and they know that if enough of the people wake up, they've not got the wherewithal to resist it.
[03:22:43.347 --> 03:22:44.268]  The game's over.
[03:22:44.268 --> 03:22:46.512]  When did humanity have their power stolen?
[03:22:47.543 --> 03:22:52.125]  We've got to draw a line in the sand.
[03:22:52.125 --> 03:22:54.206]  We've got to do it now.
[03:22:54.206 --> 03:22:56.847]  Not sometime never, when there's an hour in the month.
[03:22:56.847 --> 03:23:01.188]  Not sometime, oh well, we'll see what happens in three weeks and what's going on then.
[03:23:01.188 --> 03:23:03.529]  We need to draw a line now.
[03:23:03.529 --> 03:23:04.169]  Enough!
[03:23:04.169 --> 03:23:04.570]  That's right.
[03:23:04.570 --> 03:23:05.370]  Stop waiting.
[03:23:05.370 --> 03:23:07.871]  Metaphysically decide where we stand.
[03:23:09.158 --> 03:23:18.640]  And, you know, people, you know, there's that great song about the French Revolution in a movie, Les Miserables, about do you hear the people sing?
[03:23:18.640 --> 03:23:21.660]  Well, the people don't need to sing.
[03:23:21.660 --> 03:23:26.401]  They need to frickin' roar like the lion behind me.
[03:23:26.401 --> 03:23:27.361]  Enough!
[03:23:27.361 --> 03:23:30.742]  I mean, what have you got to lose, people?
[03:23:30.742 --> 03:23:35.423]  I mean, look at the economic Armageddon that is now facing us.
[03:23:36.172 --> 03:23:38.714]  And all the businesses that will never reopen.
[03:23:38.714 --> 03:23:41.215]  All the employment that's gone.
[03:23:41.215 --> 03:23:42.376]  What is there to lose?
[03:23:42.376 --> 03:23:46.599]  What is there to sit on your arse for?
[03:23:46.599 --> 03:23:49.080]  Delaying.
[03:23:49.080 --> 03:23:50.101]  Responding to this.
[03:23:50.101 --> 03:23:50.862]  You're right.
[03:23:50.862 --> 03:23:53.403]  In closing, what do you make of the term non-essential?
[03:23:53.403 --> 03:23:54.524]  That means sub-human.
[03:23:54.524 --> 03:23:56.465]  That means obsolete.
[03:23:56.465 --> 03:24:01.829]  Yeah, well, we are to them just farm animals.
[03:24:01.829 --> 03:24:03.009]  That's the whole point.
[03:24:03.009 --> 03:24:03.670]  But we ain't.
[03:24:04.548 --> 03:24:17.880]  And if we remember we're not and start living our lives with the power that we all have, if only we would grasp it and stop giving it away, they'll realise where the real power is.
[03:24:17.880 --> 03:24:19.662]  They know where the real power is.
[03:24:19.662 --> 03:24:27.229]  That's why they're desperate to bang anyone on their head that puts their head above the parapet and starts calling them out.
[03:24:27.329 --> 03:24:28.490]  I will not be intimidated by them, ever.
[03:24:28.490 --> 03:24:28.590]  Ever.
[03:24:28.590 --> 03:24:30.571]  Because they're little boys in short trousers to me, and I will not blink.
[03:24:50.556 --> 03:25:00.260]  And when we, as a human race, not the whole human race, because vast numbers of people, they've just allowed themselves to be software programs.
[03:25:00.260 --> 03:25:02.041]  I mean, those that have woken up.
[03:25:02.041 --> 03:25:07.083]  When we actually say enough and mean it, then we'll see this thing unravel.
[03:25:07.083 --> 03:25:07.503]  No, I agree.
[03:25:07.503 --> 03:25:08.944]  I can see there's not fear in your eyes.
[03:25:08.944 --> 03:25:09.744]  That's why they fear you.
[03:25:09.744 --> 03:25:11.745]  They fear anybody that's gone over to the other side.
[03:25:11.745 --> 03:25:15.006]  But let me ask you this in closing.
[03:25:15.006 --> 03:25:18.608]  When you pull back from all of this and you see their endgame,
[03:25:21.508 --> 03:25:23.390]  I don't say this for bleeding hearts.
[03:25:23.390 --> 03:25:25.171]  I really care about everybody.
[03:25:25.171 --> 03:25:25.932]  Just like you do.
[03:25:25.932 --> 03:25:27.132]  You're huge in Africa.
[03:25:27.132 --> 03:25:28.053]  You're huge in Latin America.
[03:25:28.053 --> 03:25:30.215]  People love you all over the world.
[03:25:30.215 --> 03:25:31.196]  You're probably bigger than I am.
[03:25:31.196 --> 03:25:35.139]  It's not about who's bigger, but you're probably bigger in some of the third world, like Africa, Latin America, than I am.
[03:25:35.139 --> 03:25:36.540]  And I'm huge in those countries.
[03:25:36.540 --> 03:25:37.461]  People resonate with the truth.
[03:25:38.712 --> 03:25:42.675]  I looked at the numbers, even from the UN admitting this, and these are conservative numbers.
[03:25:42.675 --> 03:25:46.338]  Two million people are about to die extra on the 10 million a year.
[03:25:46.338 --> 03:25:49.841]  Hundreds of millions will starve if there's a world of depression that's already here.
[03:25:49.841 --> 03:25:52.403]  Billions total if the collapse happens.
[03:25:52.403 --> 03:25:56.207]  We're not talking about a million dead of COVID-19, even if it's real.
[03:25:56.207 --> 03:26:02.352]  How do we make the left humanize the third world, that when the first world collapses, they die?
[03:26:02.352 --> 03:26:03.713]  That's a big deal, David.
[03:26:06.488 --> 03:26:10.728]  Well, what used to be called the genuine left, which is now woke,
[03:26:11.747 --> 03:26:13.649]  He's simply a software program.
[03:26:13.649 --> 03:26:21.896]  They have given up their right to free thought and allowed themselves to become a press enter people, as I call them.
[03:26:21.896 --> 03:26:36.430]  And they need to wake up fast because if they think this is not going to affect them, well, they better have another look very quickly because they'll be dealt with eventually as well, because everyone's meant to be subject to this global technology.
[03:26:36.430 --> 03:26:37.511]  We're all non-essential.
[03:26:38.689 --> 03:26:43.173]  Yeah, the point is, we do not need to be violent.
[03:26:43.173 --> 03:26:44.654]  We do not need to be violent.
[03:26:44.654 --> 03:26:46.535]  It's the worst thing we can do.
[03:26:46.535 --> 03:26:53.021]  What we need to do is stop cooperating with our own enslavement.
[03:26:53.021 --> 03:26:55.242]  There are billions of us.
[03:26:55.242 --> 03:26:59.125]  At the core, there is a handful of them.
[03:26:59.125 --> 03:27:01.547]  And have you seen Bill Gates?
[03:27:01.547 --> 03:27:02.908]  I mean, look at him!
[03:27:02.908 --> 03:27:03.409]  Look at him!
[03:27:04.252 --> 03:27:07.954]  I mean, he's not the most intelligent man ever to walk the bloody earth, is he?
[03:27:07.954 --> 03:27:09.734]  No, he's the front man for the spider.
[03:27:09.734 --> 03:27:11.515]  In closing, what is the spider?
[03:27:11.515 --> 03:27:13.196]  You say it's just evil energy.
[03:27:13.196 --> 03:27:13.716]  What is it?
[03:27:13.716 --> 03:27:14.476]  Where does it come from?
[03:27:14.476 --> 03:27:15.717]  Because you've got deep insight.
[03:27:15.717 --> 03:27:17.918]  Where does it come from?
[03:27:17.918 --> 03:27:20.859]  We talked about that in the last interview.
[03:27:20.859 --> 03:27:25.061]  In the end, it goes out of this reality that we call the world.
[03:27:25.061 --> 03:27:29.903]  But the point is, the people that are imposing this stuff upon us, have you seen them?
[03:27:30.615 --> 03:27:32.157]  That is incredibly unimpressive.
[03:27:32.157 --> 03:27:37.842]  Oh I've seen videos of like elitist meetings with Bill Gates and there's all these weird like mentally ill looking people.
[03:27:37.842 --> 03:27:39.744]  I mean they're pathetic.
[03:27:39.744 --> 03:27:41.226]  They're pathetic!
[03:27:41.226 --> 03:27:42.867]  They're pathetic people!
[03:27:42.867 --> 03:27:49.094]  What are we doing allowing them to dictate our society and to destroy
[03:27:49.961 --> 03:27:54.342]  Not only the future of adults, but big time the future of children and our grandchildren.
[03:27:54.342 --> 03:27:56.803]  What are we doing, people?
[03:27:56.803 --> 03:27:58.083]  Come on!
[03:27:58.083 --> 03:27:59.884]  Line in the sand!
[03:27:59.884 --> 03:28:00.904]  Enough!
[03:28:00.904 --> 03:28:01.344]  I agree.
[03:28:01.344 --> 03:28:03.125]  David Ikes, what do we call this interview?
[03:28:03.125 --> 03:28:05.905]  David Ikes, most powerful interview, the line in the sand.
[03:28:05.905 --> 03:28:06.746]  Thank you so much.
[03:28:06.746 --> 03:28:07.506]  You should come back.
[03:28:07.506 --> 03:28:09.566]  You're a trailblazer exposing the pedophilia.
[03:28:09.566 --> 03:28:11.147]  It's all been documented, like you said.
[03:28:11.147 --> 03:28:12.927]  We salute you, DavidIke.com.
[03:28:12.927 --> 03:28:14.648]  The book, The Trigger.
[03:28:14.648 --> 03:28:16.548]  God, we really appreciate you, David.
[03:28:16.548 --> 03:28:18.369]  We love you.
[03:28:18.369 --> 03:28:18.869]  Thanks, Alex.
[03:28:19.619 --> 03:28:19.939]  Thank you.
[03:28:19.939 --> 03:28:21.920]  All right, folks, we're out of time.
[03:28:21.920 --> 03:28:23.000]  Gerald Celente's coming up.
[03:28:23.000 --> 03:28:24.180]  Hopefully his connection's ready.
[03:28:24.180 --> 03:28:26.921]  I won't be here on air if you don't buy the products.
[03:28:26.921 --> 03:28:27.982]  The Ray products you already need.
[03:28:27.982 --> 03:28:31.283]  They are hunting me down, which is an experience in victory itself.
[03:28:31.283 --> 03:28:32.503]  I'm not afraid of it.
[03:28:32.503 --> 03:28:34.424]  And as soon as I'm supposed to be out of the game, it's going to happen.
[03:28:34.424 --> 03:28:36.544]  But you need products anyways, the Ray products.
[03:28:36.544 --> 03:28:37.745]  If you don't buy the products, I'm out of the game.
[03:28:38.685 --> 03:28:43.108]  In fact, I thought we had extra capital for the year and, like, beaten some of the attacks, but they just didn't.
[03:28:43.108 --> 03:28:46.149]  I need you to fund us right now and pray for us and spread the word.
[03:28:46.149 --> 03:28:48.971]  If you believe in what we're doing, plus you used to eat horrible food, get it right now.
[03:28:48.971 --> 03:28:50.692]  Drills Monday takes over in just a few minutes.
[03:28:50.692 --> 03:28:51.532]  Stay with us.
[03:28:51.532 --> 03:28:57.656]  Get healthy, not high, with 100% pure CBD powerful natural pain relief from Veterans Vitality.
[03:28:57.656 --> 03:29:01.458]  GCN listeners, have you ever thought about how CBD may help you?
[03:29:01.458 --> 03:29:04.080]  I'm sure you've heard about the many benefits of CBD.
[03:29:04.080 --> 03:29:06.521]  Well, here's your opportunity to try before you buy.
[03:29:06.921 --> 03:29:10.044]  Created by veterans and for everyone who deserves better choices.
[03:29:10.044 --> 03:29:14.288]  Our CBD is derived from organic hemp grown in the USA and third party tested.
[03:29:14.288 --> 03:29:22.736]  Veterans Vitality CBD saves you as much as 25 to 50 percent over our competition and a portion of all sales is contributed to veteran nonprofits and events.
[03:29:22.736 --> 03:29:28.802]  Many of our customers have experienced improved quality of life, help with anxiety, PTSD and overall well-being.
[03:29:29.122 --> 03:29:31.304]  Our products do not contain THC.
[03:29:31.304 --> 03:29:34.767]  They are safe, non-addictive, effective, and 100% legal.
[03:29:34.767 --> 03:29:42.393]  GCN listeners, get your free trial bottle of Premium CBD by simply paying shipping and handling at GCNFreeCBD.com.
[03:29:42.393 --> 03:29:44.876]  That's GCNFreeCBD.com.
[03:29:44.876 --> 03:29:47.498]  Again, GCNFreeCBD.com.
[03:29:47.498 --> 03:29:49.700]  Offered by Veterans Vitality Premium CBD.
[03:29:52.452 --> 03:30:00.919]  Authoritarians across the planet want the power to be able to tell you to stay in your houses and don't leave, and only go where they tell you to go.
[03:30:00.919 --> 03:30:02.940]  It's called martial law.
[03:30:02.940 --> 03:30:04.822]  It's called living in an authoritarian country.
[03:30:04.822 --> 03:30:06.283]  Everybody knows that.
[03:30:06.283 --> 03:30:07.864]  Everybody understands that.
[03:30:07.864 --> 03:30:18.612]  And the Democrats have now shown their hands with the deep state, saying, we're going to listen to Fauci and the World Health Organization, who've done nothing but put out all this fake disinformation so far.
[03:30:18.612 --> 03:30:20.354]  We're not going to listen to the president.
[03:30:20.354 --> 03:30:21.514]  We're not going to listen to Congress.
[03:30:22.506 --> 03:30:29.908]  And that all these other corporations are going to work in tandem with big tech to surveil and control and keep things shut down.
[03:30:29.908 --> 03:30:33.029]  This is economic warfare, and I know everybody understands that.
[03:30:33.029 --> 03:30:46.913]  Public, with the President and others, need to develop a plan to understand that this is a global corporate civil war, and that we're being held hostage, and this is a mutiny against our country by globalist forces.
[03:30:46.913 --> 03:30:51.594]  Only understanding the reality and the magnitude of that gives us any chance of defeating it.
[03:30:52.830 --> 03:31:00.332]  One of our best-selling products is Living Defense, and it's been sold out for over four months because it's hard to source the ingredients that are organic.
[03:31:00.332 --> 03:31:06.515]  We've got a limited supply right now, but it's selling out fast, and I want those of you that haven't experienced Living Defense to get it for yourself.
[03:31:06.515 --> 03:31:07.975]  Here's just part of one testimonial.
[03:31:08.075 --> 03:31:08.536]  I looked.
[03:31:08.536 --> 03:31:10.878]  In January 2016, I went in a hospital.
[03:31:10.878 --> 03:31:14.381]  I went in a VA hospital out here in Boise, and I was in there until June.
[03:31:14.381 --> 03:31:23.630]  And one of the only things that got me through that ordeal was listening to InfoWars three hours a day, and I kept hearing Dr. Group and all you guys talking about living defense.
[03:31:23.630 --> 03:31:24.491]  Let me tell you something, man.
[03:31:24.671 --> 03:31:31.496]  I had an internal digestive problem, and I suffered with it for about five or six years, and the doctors, they tried every test.
[03:31:31.496 --> 03:31:32.978]  Nobody could figure out what it is.
[03:31:32.978 --> 03:31:36.981]  And then every day, when I kept hearing you and Dr. Group and those commercials, I said, you know what?
[03:31:36.981 --> 03:31:39.162]  I'm gonna get me some of that freaking Living Defense.
[03:31:39.162 --> 03:31:42.185]  Now, I wasn't supposed to have any nutritionals, because they don't want you to have that stuff.
[03:31:42.185 --> 03:31:44.046]  But I ordered it, had it shipped to me.
[03:31:44.046 --> 03:31:44.587]  I got it.
[03:31:44.587 --> 03:31:45.828]  I hid it from the nurses.
[03:31:45.828 --> 03:31:46.848]  I started taking it.
[03:31:46.848 --> 03:31:48.910]  Man, that stuff changed my life.
[03:31:48.910 --> 03:31:49.851]  It saved my life.
[03:31:49.851 --> 03:31:52.553]  Alex Jones and InfoWars saved my life.
[03:31:52.913 --> 03:31:56.976]  This ad will only run for a couple days because it's about to sell out.
[03:31:56.976 --> 03:31:59.338]  I noticed, hey, we had a lot of Prostagard.
[03:31:59.338 --> 03:31:59.918]  People love it.
[03:31:59.918 --> 03:32:00.979]  We've got a lot of it.
[03:32:00.979 --> 03:32:03.240]  Why is it suddenly almost sold out?
[03:32:03.240 --> 03:32:10.506]  And I went, oh my gosh, it's an incredible formula, not just for the prostate, the salt palmetto that's on record for helping that.
[03:32:10.506 --> 03:32:19.372]  It's got everything, vitamin D, a big dose of that, a big dose of zinc, a big dose of selenium, copper, chromium, and a bunch of other stuff.
[03:32:19.372 --> 03:32:20.333]  This is
[03:32:20.993 --> 03:32:23.815]  The perfect formula for what's going on right now.
[03:32:23.815 --> 03:32:25.917]  And it's about to sell out at InfoWarsStore.com.
[03:32:25.917 --> 03:32:31.181]  And I want you to have it, so that after all this craziness passes, it becomes a normal regimen in your life.
[03:32:31.181 --> 03:32:33.763]  Because it's something, in my view, you need every day.
[03:32:33.763 --> 03:32:34.484]  Get it right now.
[03:32:34.484 --> 03:32:37.386]  Prostagard at InfoWarsStore.com.
[03:32:37.386 --> 03:32:45.833]  And whatever you do, please warn others that Mother Nature has given us a lot of things that really help boost our overall health and wellness.
[03:32:55.646 --> 03:32:58.271]  You're listening to The Alex Jones Show.
[03:33:16.005 --> 03:33:17.907]  The answer to 1984 is 1776.
[03:33:17.907 --> 03:33:30.538]  You're listening to The Alex Jones Show with Gerald Cilente.
[03:33:30.538 --> 03:33:31.719]  Hello, hello, hello.
[03:33:31.719 --> 03:33:34.721]  Great being on The Alex Jones Show.
[03:33:34.721 --> 03:33:37.343]  And it was great listening to some of David Icke that I just heard.
[03:33:37.343 --> 03:33:39.665]  I'm totally on board with him.
[03:33:39.665 --> 03:33:41.287]  This whole thing is a fraud.
[03:33:42.422 --> 03:33:46.504]  And when you look at the numbers, only by the numbers, that's all I go by.
[03:33:46.504 --> 03:33:48.946]  What do we have now?
[03:33:48.946 --> 03:33:55.870]  As we speak, globally, 168,500 people dead worldwide.
[03:33:55.870 --> 03:33:57.871]  Out of a population of 7.7 billion people.
[03:33:57.871 --> 03:33:58.871]  Adds up to nothing.
[03:34:12.975 --> 03:34:25.084]  Again, California, that arrogant little boy Newsome, another little daddy's boy born on third base with that arrogant little boy attitude of his.
[03:34:25.084 --> 03:34:32.769]  He starts off his talk and closing down the place and extending it by, we're going to start with scientific data.
[03:34:32.769 --> 03:34:35.010]  Show me the scientific data.
[03:34:35.010 --> 03:34:39.854]  Show me the scientific data for closing down a state
[03:34:40.524 --> 03:34:42.886]  Of 40 million people.
[03:34:42.886 --> 03:34:47.010]  Gruesome.
[03:34:47.010 --> 03:34:48.251]  When?
[03:34:48.251 --> 03:34:50.994]  What about eleven hundred people die?
[03:34:50.994 --> 03:34:54.317]  And this is over like a three month period of dying from this.
[03:34:54.317 --> 03:34:57.079]  And again, who's dying?
[03:34:57.079 --> 03:35:00.142]  Well, only the facts.
[03:35:00.142 --> 03:35:01.323]  Only the facts.
[03:35:07.938 --> 03:35:13.963]  All these dirty, stinking, rotten politicians.
[03:35:13.963 --> 03:35:21.390]  The idiot politicians are destroying our world, not only America.
[03:35:21.390 --> 03:35:24.213]  And the morons follow their orders.
[03:35:24.213 --> 03:35:26.875]  Look at this little clown boy.
[03:35:26.875 --> 03:35:28.717]  Look at him.
[03:35:28.717 --> 03:35:30.238]  Him telling you what to do.
[03:35:30.238 --> 03:35:32.641]  Oh, we got the other freak over here.
[03:35:33.513 --> 03:35:40.979]  Yeah, from east to west, we got little Andy Cuomo, another daddy's boy.
[03:35:40.979 --> 03:35:46.804]  Born on 3rd base, 38 home run.
[03:35:46.804 --> 03:35:50.627]  One after another.
[03:35:50.627 --> 03:35:52.169]  Here's the deal.
[03:35:52.169 --> 03:35:56.773]  Report on nursing home deaths show death of crisis in New York.
[03:35:56.773 --> 03:35:58.274]  Huh.
[03:35:58.274 --> 03:36:00.716]  At least 14 nursing homes in New York
[03:36:01.578 --> 03:36:08.981]  And the 18 suburbs have recorded more than 25 coronavirus deaths.
[03:36:08.981 --> 03:36:11.382]  And it just keeps going on and on.
[03:36:11.382 --> 03:36:18.625]  In Connecticut, nearly 40% of the virus fatalities have involved nursing homes.
[03:36:18.625 --> 03:36:20.446]  Oh, these are only the facts.
[03:36:20.446 --> 03:36:21.507]  Hey, wait a minute.
[03:36:21.507 --> 03:36:22.707]  Nursing homes?
[03:36:22.707 --> 03:36:25.288]  Hey, you want to talk about people quarantined?
[03:36:25.288 --> 03:36:28.770]  They haven't been out much.
[03:36:28.770 --> 03:36:29.490]  But they're dying.
[03:36:31.363 --> 03:36:34.684]  And again, they're rigging the numbers.
[03:36:34.684 --> 03:36:36.345]  The facts are there.
[03:36:36.345 --> 03:36:37.425]  People suspected.
[03:36:37.425 --> 03:36:39.206]  No tests suspected.
[03:36:39.206 --> 03:36:41.747]  Lock them off.
[03:36:41.747 --> 03:36:43.267]  All right, you need more proof?
[03:36:43.267 --> 03:36:44.608]  How about this one?
[03:36:44.608 --> 03:36:48.189]  Nursing home has dozens of deaths.
[03:36:48.189 --> 03:36:57.552]  Authorities in New Jersey are investigating the state's largest nursing home after dozens of residents died, many from coronavirus.
[03:36:59.831 --> 03:37:05.215]  57 people, 19 people, and now you know what the number is?
[03:37:05.215 --> 03:37:08.498]  You ready?
[03:37:08.498 --> 03:37:23.449]  20% of the people dying of COVID-19, and again, understanding that the numbers are rigged, are coming from nursing homes.
[03:37:23.449 --> 03:37:24.490]  Who are the other people?
[03:37:24.490 --> 03:37:27.672]  Wonder why America's numbers are higher than the rest of the world?
[03:37:28.993 --> 03:37:32.174]  You know why?
[03:37:32.174 --> 03:37:39.716]  Obesity may be linked to severe illness, especially in younger people.
[03:37:39.716 --> 03:37:57.602]  New findings about obesity risks are bad news for all Americans, but particularly for African Americans and other people of color who have higher rates of obesity and are already bearing disproportionate burden
[03:37:58.226 --> 03:37:59.707]  of COVID-19 deaths.
[03:37:59.707 --> 03:38:06.050]  This is from the toilet paper of record, the New York Times.
[03:38:06.050 --> 03:38:22.497]  Another study from China, which looked at outcomes among COVID patients, reported that of the 17 patients who died, 15 were either overweight or obese.
[03:38:22.497 --> 03:38:24.999]  It's one fact after another.
[03:38:24.999 --> 03:38:25.659]  Who's dying?
[03:38:26.840 --> 03:38:31.283]  People with compromised immune systems.
[03:38:31.283 --> 03:38:33.305]  Elderly.
[03:38:33.305 --> 03:38:35.866]  Diabetics.
[03:38:35.866 --> 03:38:38.949]  People with respiratory issues.
[03:38:38.949 --> 03:38:40.229]  Smoking?
[03:38:40.229 --> 03:38:41.050]  Oh!
[03:38:41.050 --> 03:38:44.372]  How many people are dead in America so far?
[03:38:44.372 --> 03:38:45.353]  Let me see here.
[03:38:45.353 --> 03:38:46.154]  Latest number.
[03:38:46.154 --> 03:38:48.735]  42,000.
[03:38:48.735 --> 03:38:53.459]  How many people died of smoking-related diseases last year?
[03:38:53.459 --> 03:38:55.340]  Hmm.
[03:38:55.340 --> 03:38:56.501]  My numbers are right.
[03:38:57.486 --> 03:39:04.570]  I think it's around 480,000, according to the CDC.
[03:39:04.570 --> 03:39:08.892]  Centers for Disease crap, because they cook the numbers too.
[03:39:08.892 --> 03:39:20.358]  And they're the ones who are putting out there that you can mark anybody you want over here, call them dead with COVID-19 without the proof.
[03:39:20.358 --> 03:39:25.081]  1.5 million people died around the world last year of tuberculosis.
[03:39:25.081 --> 03:39:26.962]  9 million died of?
[03:39:29.053 --> 03:39:29.713]  Let's see.
[03:39:29.713 --> 03:39:33.877]  Air pollution related deaths.
[03:39:33.877 --> 03:39:37.139]  One after another.
[03:39:37.139 --> 03:39:39.581]  There you got the numbers.
[03:39:39.581 --> 03:39:44.244]  That's how many people died of, we got it right there, smoking.
[03:39:44.244 --> 03:39:46.066]  And we got 42,000 dead.
[03:39:46.066 --> 03:39:55.473]  13,000 dead in New York State, in Aragon, Cuomo, and places locked down, businesses going out of business.
[03:39:56.081 --> 03:39:58.883]  People can't pay their rent, can't pay their taxes.
[03:39:58.883 --> 03:40:02.486]  Well, we gotta keep paying our taxes.
[03:40:02.486 --> 03:40:03.527]  How many dead did I say?
[03:40:03.527 --> 03:40:08.010]  13,000 out of a population of 20 million?
[03:40:08.010 --> 03:40:10.392]  What are we talking about here?
[03:40:10.392 --> 03:40:14.115]  And how many people die every day?
[03:40:14.115 --> 03:40:19.460]  This whole thing is a fraud and the media is the one that's selling it.
[03:40:19.460 --> 03:40:21.701]  Right in front of our eyes.
[03:40:21.701 --> 03:40:22.342]  Don't believe me?
[03:40:23.567 --> 03:40:28.311]  How about that little boy over there, Sucker?
[03:40:28.311 --> 03:40:32.514]  Yeah, the clown that's the head of CNN.
[03:40:32.514 --> 03:40:36.076]  Where is that piece I got over here?
[03:40:36.076 --> 03:40:47.104]  Yeah, he came out and he made a statement that what they gotta do is promote the COVID-19.
[03:40:47.104 --> 03:40:50.327]  This is when it first happened.
[03:40:50.327 --> 03:40:51.928]  It's right there in his language.
[03:40:52.580 --> 03:40:55.322]  Again, we write about this in the Trends Journal.
[03:40:55.322 --> 03:41:04.349]  Again, support what you can to keep Infowars out there and their voice heard around the world.
[03:41:04.349 --> 03:41:06.971]  And consider subscribing to the Trends Journal.
[03:41:06.971 --> 03:41:14.616]  Oh, before I forget, we're going to be having a webinar on April 30th.
[03:41:14.616 --> 03:41:20.501]  So we'll be putting more information on our Trends Journal site and how you can log in.
[03:41:20.501 --> 03:41:21.802]  And we'll be taking questions.
[03:41:22.958 --> 03:41:31.483]  So, when you look at the facts, the facts are showing that this thing is totally hyped by the media.
[03:41:31.483 --> 03:41:49.715]  The numbers do not substantiate the hysteria and all the jobs that people have lost, all the lives have gone down, all the problems that they're having, not paying their rent, not paying their bills, car bills, taxes, on and on.
[03:41:49.715 --> 03:41:50.315]  And by the way,
[03:41:51.491 --> 03:42:01.235]  All these states that have closed down and all these, quote, public servants that aren't serving us anymore, they should be cutting our school tax.
[03:42:01.235 --> 03:42:04.996]  They should be cutting our property taxes.
[03:42:04.996 --> 03:42:07.798]  They should be cutting our federal taxes.
[03:42:07.798 --> 03:42:13.400]  Why are we paying these public servants to work when they're not serving us?
[03:42:14.491 --> 03:42:16.992]  And look at the stupid things they do.
[03:42:16.992 --> 03:42:21.114]  Let's take those hoops off the basketball courts in parks.
[03:42:21.114 --> 03:42:23.375]  Let's keep people out of parks.
[03:42:23.375 --> 03:42:25.236]  No fresh air.
[03:42:25.236 --> 03:42:26.617]  Not allowed.
[03:42:26.617 --> 03:42:27.297]  Not here.
[03:42:27.297 --> 03:42:28.838]  We're in charge.
[03:42:28.838 --> 03:42:34.240]  The idiots in charge have destroyed the economy.
[03:42:34.240 --> 03:42:40.043]  We are going down to levels unprecedented in world history.
[03:42:40.043 --> 03:42:42.444]  Take a look at oil prices.
[03:42:44.378 --> 03:42:47.501]  Negative oil price.
[03:42:47.501 --> 03:42:48.903]  Unbelievable.
[03:42:48.903 --> 03:42:51.885]  We'll be back and talking about more.
[03:42:51.885 --> 03:42:59.193]  I'm not going to sit here and waste your time or my time and rattle off the successes and the worst of that.
[03:42:59.193 --> 03:43:02.496]  If you're paying attention, you know we've done together.
[03:43:02.496 --> 03:43:03.257]  But I'll tell you this.
[03:43:04.798 --> 03:43:12.484]  The technocrats are really upping their game and they're trying to destroy all independent forms of media.
[03:43:12.484 --> 03:43:14.866]  They're trying to shudder and silence the human resistance.
[03:43:14.866 --> 03:43:20.490]  So now is the time to understand that everything we've talked about has been proven accurate.
[03:43:20.490 --> 03:43:23.612]  Everything you warned your friends and family about is going to be true.
[03:43:23.612 --> 03:43:26.394]  So it's now that your credibility is way up.
[03:43:26.394 --> 03:43:27.755]  The power structures are in silence.
[03:43:28.576 --> 03:43:30.779]  Those of us that they can't.
[03:43:30.779 --> 03:43:35.364]  But it's up to all of us to not let them silence any of us.
[03:43:35.364 --> 03:43:37.106]  We have the power.
[03:43:37.106 --> 03:43:41.411]  But the sun is setting on humanity and setting on free speech.
