[00:00:08.629 --> 00:00:10.510]  It's Sunday, August 1st.
[01:12:08.810 --> 01:12:15.995]  Now, again, I don't believe much of what these folks say, but I anecdotally go off this, and we'll go to Mike Adams for the rest of the hour.
[01:12:15.995 --> 01:12:18.277]  A year ago, when they said all the hospitals were full, they weren't.
[01:12:18.277 --> 01:12:19.477]  We sent people to them.
[01:12:19.477 --> 01:12:20.258]  Folks went and showed it.
[01:12:20.911 --> 01:12:23.836]  This year, I've got friends and family that work in hospitals.
[01:12:23.836 --> 01:12:25.539]  I've got crew that work in hospitals.
[01:12:25.539 --> 01:12:27.602]  One of the staff here's wife works at one.
[01:12:27.602 --> 01:12:29.345]  It's full of people that can't breathe.
[01:12:29.345 --> 01:12:30.707]  It's full of people dying.
[01:12:30.707 --> 01:12:31.148]  And guess what?
[01:12:31.148 --> 01:12:33.091]  They're all inoculated, just like the numbers show.
[01:12:33.903 --> 01:12:36.284]  So it's just what Mike Adams and I and others said.
[01:12:36.284 --> 01:12:40.565]  The shot will make you sick, then they'll blame the inoculated for it.
[01:12:40.565 --> 01:12:41.386]  They've done it.
[01:12:41.386 --> 01:12:42.786]  We're now here.
[01:12:42.786 --> 01:12:46.127]  We'll cover what's currently happening and what's coming next and how to stop it.
[01:12:46.127 --> 01:12:47.568]  MikeAdamsNaturalNews.com.
[01:12:47.568 --> 01:12:49.789]  Thanks for holding while I did that seven minute rant.
[01:12:49.789 --> 01:12:50.649]  We're three minutes to break.
[01:12:50.649 --> 01:12:51.029]  Take over.
[01:12:52.483 --> 01:12:59.326]  All right, well, let's begin with Dr. Robert Malone, who appeared with Steve Bannon in War Room earlier this week.
[01:12:59.326 --> 01:13:04.389]  And Dr. Malone, of course, is a very much pro-vaccine scientist.
[01:13:04.389 --> 01:13:13.273]  And he warned on that broadcast that we're now beginning to see the early signs of antibody-dependent enhancement happening.
[01:13:13.273 --> 01:13:15.254]  So, Alex, it's happening now.
[01:13:15.254 --> 01:13:20.857]  We're starting to see the opening wave, just the opening little pieces of what's going to be a massive wave
[01:13:21.657 --> 01:13:49.150]  Over the next 12 months, as the people who got vaccinated in February and March and April, they're going to start losing any ability to fight off the virus and the Delta variant towards sort of November, December, January, combined with vitamin D deficiency and the antibody-dependent enhancement is likely to begin kicking in with devastating consequences at that time.
[01:13:49.150 --> 01:13:50.571]  And I'll say here right now today,
[01:13:51.677 --> 01:13:53.698]  Events have already been put into place.
[01:13:53.698 --> 01:14:02.223]  We're going to see millions of people dead in the next 12 to 36 months because of these vaccines and it cannot be stopped.
[01:14:02.862 --> 01:14:18.214]  Many people today are walking dead because of these vaccines and the reason they've done this and the reason that they've admitted now over the last week that these vaccines don't work and that they're causing the spread of these so-called Delta strains.
[01:14:18.214 --> 01:14:23.038]  The reason they're doing this is because they want an uprising in America.
[01:14:23.038 --> 01:14:23.699]  This is bait.
[01:14:24.219 --> 01:14:31.563]  They want an uprising even among those who were vaccinated and then are now angry and coming to their senses and saying, what, we were lied to?
[01:14:31.563 --> 01:14:49.152]  They want a massive uprising because they need a justification for a military-style martial law crackdown in order to cover their tracks because their entire globalist system is about to implode and many of them are going to go to prison or be tried under Nuremberg 2.0.
[01:14:50.533 --> 01:14:57.278]  And they're now going to crash and destroy everything in sight, but they need military control over the population during that time.
[01:14:57.278 --> 01:14:59.139]  So the lockdowns are just going to be the beginning.
[01:14:59.139 --> 01:15:02.382]  They want people to have resistance against the lockdowns.
[01:15:02.382 --> 01:15:06.725]  They want a mass uprising, and then they can take the guns.
[01:15:06.725 --> 01:15:09.087]  Then they can go door-to-door with forced inoculations.
[01:15:09.087 --> 01:15:19.154]  Then they can take the new homeless who are losing their apartments and so on because of the, you know, the CDC rule about rent now ending.
[01:15:19.924 --> 01:15:22.805]  They're going to be taking the COVID concentration camps.
[01:15:22.805 --> 01:15:27.486]  So all of that is what's coming up over the next couple of months in America.
[01:15:27.486 --> 01:15:30.327]  It's going to look like and feel like an absolute war zone.
[01:15:30.327 --> 01:15:33.668]  They are carrying out war against we, the people.
[01:15:33.668 --> 01:15:34.408]  It has begun.
[01:15:34.408 --> 01:15:38.889]  And by the way, what you say is very astute because I've been watching a lot of Klaus Schwab speeches.
[01:15:38.889 --> 01:15:46.071]  He just said like last month, soon the anger over lockdown will bring you to the collapse and then the new great reset will be here with us.
[01:15:46.451 --> 01:15:49.652]  They admit they're destabilizing everything right now.
[01:15:49.652 --> 01:15:55.153]  We've got the chief UK scientist over the whole inoculation program admitting it didn't work.
[01:15:55.153 --> 01:15:57.793]  I played that a month ago.
[01:15:57.793 --> 01:16:01.474]  As we predicted, the globalists are now launching a new lockdown.
[01:16:01.474 --> 01:16:10.056]  The first one has already destroyed the third world, already caused over 20 million extra people to starve to death, and it's caused massive supply chain problems across the Western world.
[01:16:10.988 --> 01:16:17.614]  Ladies and gentlemen, now is the time for you to get high-quality, storable food that's ready to ship while you still can at 20-20 prices.
[01:16:17.614 --> 01:16:21.177]  We have the biggest, best company in the United States as our supplier.
[01:16:21.177 --> 01:16:23.599]  Their entire catalog is at InfoWorksStore.com.
[01:16:23.599 --> 01:16:28.924]  You get an additional 10% off at InfoWorksStore.com, but only for one more week.
[01:16:28.924 --> 01:16:30.866]  They've told us you can extend it one more week, Alex.
[01:16:31.366 --> 01:16:32.406]  But that's it.
[01:16:32.406 --> 01:16:34.807]  They won't do this sale again until November.
[01:16:34.807 --> 01:16:37.007]  And then the food prices go up in 2022.
[01:16:37.007 --> 01:16:38.987]  This is insurance you can eat.
[01:16:38.987 --> 01:16:40.248]  It's the highest quality.
[01:16:40.248 --> 01:16:41.448]  Hundreds of high-quality foods.
[01:16:41.448 --> 01:16:43.128]  Three-month, six-month year supplies.
[01:16:43.128 --> 01:16:49.569]  All ready for you at InfoWareStore.com or call toll-free, 888-253-3139.
[01:16:49.569 --> 01:16:51.770]  Again, InfoWareStore.com.
[01:16:51.770 --> 01:16:53.210]  10% off on high-quality, storable food.
[01:16:53.210 --> 01:16:54.010]  Ready to ship.
[01:16:54.010 --> 01:16:55.791]  But it ends in just one week.
[01:16:55.791 --> 01:16:57.451]  So take action now while you still can.
[01:17:00.043 --> 01:17:05.407]  The globalists are having their revolution, but free humanity has to have its revolution.
[01:17:05.407 --> 01:17:22.721]  We have to first recognize this anti-human takeovers trying to enslave the entire biological processes of humans and turn us into these artificial, corporate, controlled slaves.
[01:17:22.721 --> 01:17:26.344]  Worse than slaves, they're just property from cradle to grave of the system.
[01:17:27.523 --> 01:17:35.047]  Rendered down to be servile minions of the system in a ritual of dominance and satanic control.
[01:17:35.047 --> 01:17:45.071]  We have to recognize their great reset post-industrial world, which realizes a nightmare dystopia, and we have to promote liberty and freedom that is the opposite of their dystopia.
[01:17:45.071 --> 01:17:49.253]  It's that choice, it's that realization that's going to change the world.
[01:17:49.253 --> 01:17:51.434]  And it's the only choice we've got.
[01:17:51.434 --> 01:17:53.715]  Freedom or slavery, good or evil.
[01:17:53.715 --> 01:17:56.697]  It is a spiritual battle, and M4 is at the tip of the spear fighting it.
[01:17:58.793 --> 01:18:04.858]  Hello, I'm Mike Lindell, and I'm coming to you with the most important commercial that I've ever done.
[01:18:04.858 --> 01:18:12.363]  All of you know what my pillow and myself have gone through in the last five months in my efforts to bring the truth forward.
[01:18:12.363 --> 01:18:14.665]  Well, it's all come down to this.
[01:18:14.665 --> 01:18:18.187]  I'm having a cyber symposium on August 10th, 11th, and 12th.
[01:18:20.166 --> 01:18:28.353]  This historical event will be live streamed 72 hours straight on my new platform, FrankSpeech.com.
[01:18:28.353 --> 01:18:34.237]  You can help by getting everybody you know to go to FrankSpeech.com now.
[01:18:34.237 --> 01:18:44.986]  To help support this cyber symposium event, I am offering some of the best prices ever on my pillow products, but they're only offered at FrankSpeech.com.
[01:18:44.986 --> 01:18:46.267]  Thank you and God bless.
[01:18:47.007 --> 01:18:52.650]  Go to frankspeech.com and enter promo code ALEX or call 800-675-4614 and use promo code ALEX.
[01:18:58.539 --> 01:19:10.588]  Bioremediation is a process used to treat contaminated water, soil, and subsurface material by accelerating naturally occurring environmental conditions to stimulate growth of microorganisms and degrade targeted pollutants.
[01:19:10.588 --> 01:19:17.673]  For the first time, the BioPros are bringing to the public market a suite of bioremediation products to the everyday consumer.
[01:19:17.673 --> 01:19:19.555]  Their first product they are launching is called
[01:19:19.855 --> 01:19:24.838]  Bioseptic Pro, a product specifically designed to establish a healthy septic system.
[01:19:24.838 --> 01:19:29.661]  Bioseptic Pro contains live microorganisms, not traditional enzymes like its competitors.
[01:19:29.661 --> 01:19:31.622]  This stuff lives in your septic system.
[01:19:31.622 --> 01:19:40.947]  It's really like probiotics for your septic tank and is at least 100 times more effective than similar microbial products due to its revolutionary patented delivery system.
[01:19:40.947 --> 01:19:44.309]  Bioseptic Pro contains no chemical ingredients and no genetic
[01:19:44.309 --> 01:19:45.750]  You're listening to the Alex Jones Show!
[01:20:15.656 --> 01:20:19.520]  Alright, Alex Jones here, back live with Mike Adams at HealthRangerNaturalNews.com.
[01:20:19.520 --> 01:20:29.650]  He's been writing for 20 years, bestselling books and over 300 websites, and of course has his own chemical, biological, radiological testing lab here in Central Texas.
[01:20:29.650 --> 01:20:30.832]  Good friend of mine.
[01:20:30.832 --> 01:20:32.713]  And I was ranting, I got most of the segment.
[01:20:32.713 --> 01:20:34.035]  I want him to just start over here.
[01:20:34.762 --> 01:20:41.748]  And walk through all this, because people say, well, I don't care why the globalists are launching this, we just know they're criminals, arrest them.
[01:20:41.748 --> 01:20:45.352]  But if you don't know why they're doing it, you won't know what their next step's going to be.
[01:20:45.352 --> 01:20:50.676]  They wouldn't launch something this violent, this evil, this out of control, that's so easy to predict.
[01:20:50.676 --> 01:20:57.803]  I mean, I'm completely shook up that it's all happening just as we said it would, which shows, from their own documents, they're committed to this.
[01:20:58.664 --> 01:21:00.425]  So what's their next big move?
[01:21:00.425 --> 01:21:01.305]  How do we stop it?
[01:21:01.305 --> 01:21:03.086]  How do we bring him to justice?
[01:21:03.086 --> 01:21:04.647]  I don't want to just overall scare people.
[01:21:04.647 --> 01:21:06.387]  There's a lot of people waking up.
[01:21:06.387 --> 01:21:09.209]  I think less people took the shots worldwide than they wanted.
[01:21:09.209 --> 01:21:14.431]  There's so many good doctors and scientists that are rebelling against them and rebelling against big tech.
[01:21:14.431 --> 01:21:16.692]  There's been a big backlash against the censorship.
[01:21:16.692 --> 01:21:19.273]  So even Bill Maher has come out against him.
[01:21:19.273 --> 01:21:21.074]  You've got Tucker Carlson doing a great job.
[01:21:21.634 --> 01:21:32.685]  So, lay out the battlefield here, wherever you want to go with this, or the huge announcements that the people that have had the shots are making folks sick, or they were going to try to say that we were making them sick.
[01:21:32.685 --> 01:21:44.777]  I mean, it really seems like their own medical system is rebelling against big tech New World Order that's been masquerading as the medical system, and now there's kind of a civil war in the medical system, Mike Adams.
[01:21:46.319 --> 01:21:47.460]  There is.
[01:21:47.460 --> 01:21:52.944]  Most of the most prominent, outspoken doctors right now who are warning about what's happening with these vaccines.
[01:21:52.944 --> 01:22:00.149]  You know, you talk about Dr. Bosch, Dr. Hoffey, Dr. David Martin, Dr. Peter McCullough, and so on.
[01:22:00.149 --> 01:22:02.911]  These are all pro-vaccine doctors.
[01:22:02.911 --> 01:22:04.633]  You know, Dr. Robert Malone, the inventor of mRNA.
[01:22:06.016 --> 01:22:21.008]  And Dr. Bosch has worked in the vaccine industry for many, many years, and he has an epidemiological warning about what happens when you have the natural evolutionary pressures of vaccine-resistant variants being incubated in the bodies of those who were vaccinated.
[01:22:21.008 --> 01:22:30.255]  So basically, the people who've been vaccinated are walking incubation vessels for deadly bioweapons that are being spread.
[01:22:30.255 --> 01:22:31.816]  It's all happening on purpose.
[01:22:32.846 --> 01:22:36.990]  The so-called vaccines are really gene therapy injections, which are highly illegal.
[01:22:36.990 --> 01:22:42.033]  Humans are now petri dishes or farms for this colonizing creature.
[01:22:42.033 --> 01:22:43.194]  That's right, that's right.
[01:22:43.194 --> 01:22:53.743]  But the real shocker here is, have you noticed over the last week that all of the so-called woke corporations have now demanded mandatory vaccines among their own workers?
[01:22:53.743 --> 01:23:00.468]  So we're talking Facebook, Google, Twitter, Disney, Walmart, even the Washington Post and many other corporations like that.
[01:23:01.108 --> 01:23:09.195]  They know that they are ordering the vaccine slaughter of their own people, their own employees.
[01:23:09.195 --> 01:23:10.476]  And you asked why?
[01:23:10.476 --> 01:23:11.277]  Why would they do that?
[01:23:11.277 --> 01:23:17.942]  Well, at Google in particular, and by the way, Zach Voorhees has been a guest on your show explaining all of this.
[01:23:17.942 --> 01:23:28.591]  At Google, the humans have been teaching Google's machine learning systems and AI systems for the last five years how to no longer need humans in the loop.
[01:23:29.111 --> 01:23:31.275]  When it comes to moderation, these corporations...
[01:23:42.259 --> 01:23:47.563]  And yes, why would the Washington Post mass murder its own so-called journalists and propagandists?
[01:23:47.563 --> 01:23:50.785]  Because they don't need humans to write the propaganda any longer.
[01:23:50.785 --> 01:23:56.028]  They have machine learning systems and AI systems that can be simply given orders.
[01:23:56.028 --> 01:24:00.511]  Here, write these stories and they can write the stories without any humans in the loop.
[01:24:00.511 --> 01:24:04.814]  But more importantly, the bigger picture here, and I'm not trying to scare people, but
[01:24:05.985 --> 01:24:10.947]  They don't plan for there to be a United States of America remaining by the year 2025.
[01:24:10.947 --> 01:24:14.228]  They don't plan to have elections next year.
[01:24:14.228 --> 01:24:31.694]  They plan to create so much of a chaotic emergency, such a collapse, that they can then justify and exert totalitarian control over absolutely everything, including the internet kill switch, taking down independent websites but leaving up only the approved websites,
[01:24:32.094 --> 01:24:37.261]  They do plan to go door-to-door with vaccine strike force teams, as Jen Psaki mentioned.
[01:24:37.261 --> 01:24:41.707]  They do plan military martial law, if they can get away with it.
[01:24:41.707 --> 01:24:46.573]  Now, there's going to be pushback by states, like Texas, like Florida, like South Dakota, and so on.
[01:24:46.573 --> 01:24:47.314]  A lot of pushback.
[01:24:47.814 --> 01:25:00.004]  But in the states where they can get away with it, they're going to have military martial law, gun confiscations, and forced medical kidnapping, taking people away to COVID concentration camps, where many of them will never be seen from.
[01:25:00.004 --> 01:25:02.706]  You said that over a year ago, now they're openly saying it.
[01:25:02.706 --> 01:25:05.668]  So now this isn't speculation, this is officially their plan.
[01:25:07.000 --> 01:25:21.379]  This was absolutely their plan, and understand that the globalists are now acting as if they have knowledge of a global level mass extinction type of event or threat, probably one that they are going to unleash.
[01:25:22.100 --> 01:25:35.655]  And they want to make sure that there are billions fewer human beings around when that happens, because they can't control billions of people once people realize they've been lied to, and they've been poisoned, and they're being killed.
[01:25:35.655 --> 01:25:38.218]  I'm going to elaborate on this, because you're going way out third dimensional, Jess.
[01:25:38.218 --> 01:25:38.839]  You're absolutely right.
[01:25:39.159 --> 01:25:49.187]  They're acting like a gun is to their head to go ahead and get rid of us now, because what's going to happen is so destabilizing, they know that that could organize into a new political group that challenges them.
[01:25:49.187 --> 01:25:52.129]  So they're acting like there will be no resources very soon.
[01:25:52.129 --> 01:25:53.370]  They're acting very desperate.
[01:25:54.767 --> 01:25:56.108]  Yeah, my apologies.
[01:25:56.108 --> 01:26:04.635]  I do tend to just leap ahead because you and I have a knowledge base and your listeners have a knowledge base of so much that the average American is just clueless about.
[01:26:04.635 --> 01:26:06.277]  So I do tend to leap ahead.
[01:26:06.277 --> 01:26:11.661]  But look, let's just say as a thought experiment that a giant asteroid were going to hit the planet.
[01:26:11.661 --> 01:26:13.423]  I'm not saying that's going to happen, but let's just say
[01:26:13.983 --> 01:26:14.343]  That's right.
[01:26:44.043 --> 01:26:45.204]  Yes, exactly.
[01:26:45.204 --> 01:26:45.684]  You got it.
[01:26:45.684 --> 01:27:02.810]  Now, if they told the people, hey, there's a giant mountain falling out of the sky in 500 days, and again, I'm not, that's not my prediction, that's just a thought experiment, but if they told people that, everybody would stop working, everybody would go home and decide, you know, how do I want to spend my last 500 days on this planet, probably with your family or something, right?
[01:27:02.810 --> 01:27:03.810]  What I said, Mike, let's stop for a minute.
[01:27:03.810 --> 01:27:08.032]  You're not, you're an engineer, so you're looking at math, like you're wargaming.
[01:27:08.032 --> 01:27:10.273]  The way they're behaving is like this is already going to happen.
[01:27:11.917 --> 01:27:14.559]  Yes, we can infer from their behavior.
[01:27:14.559 --> 01:27:16.120]  Why are they going to the private islands?
[01:27:16.120 --> 01:27:17.841]  Why are they building the underground tunnels?
[01:27:17.841 --> 01:27:20.403]  Why would they risk releasing something that would kill so many people?
[01:27:20.403 --> 01:27:22.565]  As I've said, there's got to be something bigger coming.
[01:27:23.519 --> 01:27:34.529]  And Alex, why do they not care that they are absolutely destroying the reputation of the CDC, the FDA, the vaccine industry, the WHO, and the Biden regime itself?
[01:27:34.529 --> 01:27:38.492]  Answer, because none of those things exist in their plan in a few years.
[01:27:38.492 --> 01:27:42.356]  They don't care about universities, they don't care about banks, they don't care about the FBI.
[01:27:42.356 --> 01:27:43.497]  That's right.
[01:27:43.497 --> 01:27:43.657]  Yeah.
[01:27:44.986 --> 01:27:53.496]  Yeah, exactly, and they don't care about how much money they print because they know they're going to collapse the dollar anyway, and anybody who's dumb enough to be holding dollars is going to lose everything anyway.
[01:27:53.496 --> 01:27:59.542]  It all just comes down to what do you have that's outside the monetary system, and in many cases, real physical things.
[01:27:59.542 --> 01:28:00.664]  Let me use another analogy.
[01:28:00.664 --> 01:28:01.725]  They made a deal with aliens.
[01:28:01.725 --> 01:28:04.568]  They're going to blow the planet up in two years, whatever it is.
[01:28:04.568 --> 01:28:06.330]  They built them a spaceship, and they're leaving.
[01:28:06.730 --> 01:28:07.871]  And then they've just got a deal.
[01:28:07.871 --> 01:28:12.814]  They get the spaceship and they help kill us quietly and, you know, make sure nobody wakes up and challenges it.
[01:28:12.814 --> 01:28:14.476]  And I'm not saying that's what's happening.
[01:28:14.476 --> 01:28:15.977]  What Mike is saying is true.
[01:28:15.977 --> 01:28:21.140]  They're acting like everybody's dead and it's all over unless they basically call us off.
[01:28:21.140 --> 01:28:21.861]  We'll be right back.
[01:28:21.861 --> 01:28:24.543]  I mean, folks, I'm telling you, Mike Adams is on fire today.
[01:28:24.543 --> 01:28:25.323]  Naturalnews.com.
[01:28:25.323 --> 01:28:26.884]  I'm going to come back and just have him say more.
[01:28:26.884 --> 01:28:31.707]  I'm going to stick a sock in my mouth and just shut up because I want to hear his wargaming on what he thinks.
[01:28:31.707 --> 01:28:34.770]  And then I've got all these doctor videos, these new ones, the dean of
[01:28:35.830 --> 01:28:39.451]  There's one central fact of criminal psychology that criminologists all agree on.
[01:29:06.303 --> 01:29:09.185]  Criminals are extremely pathological.
[01:29:09.185 --> 01:29:10.346]  Even more than the general public.
[01:29:10.346 --> 01:29:12.707]  They do the same things over and over again.
[01:29:12.707 --> 01:29:18.310]  And criminals like to commit the same types of crimes over and over again.
[01:29:18.310 --> 01:29:19.151]  Well, guess what?
[01:29:19.151 --> 01:29:31.018]  It was Anthony Fauci and eugenicists globalists that ran the rollout of HIV and the mistreatment of it with AZT and other chemicals that actually killed more people than HIV.
[01:29:31.018 --> 01:29:33.159]  And they were the ones involved in viral research.
[01:29:34.355 --> 01:29:39.841]  ...of viruses that would actually go attack the T lymphocytes in the body and create autoimmune disorders.
[01:29:39.841 --> 01:29:46.207]  The problem for them was, the viruses would then break down and would be non-lethal down the road.
[01:29:46.207 --> 01:29:55.516]  That's why they need to roll out the COVID-19 and the vaccine, because now they admit the COVID-19 vaccine destroys your immune system, basically giving you the equivalent of HIV.
[01:29:55.516 --> 01:29:56.577]  That's right, ladies and gentlemen.
[01:29:58.391 --> 01:30:06.902]  Ladies and gentlemen, Owen Schroyer here, the host of the InfoWars War Room, and I am very excited about our latest supplement addition to InfoWarsStore.com.
[01:30:06.902 --> 01:30:16.995]  Now, I've been supplementing with greens fibers and vegetable capsules for a long time, and so I was excited to hear that we were adding our own greens fiber caps to InfoWarsStore.com.
[01:30:17.475 --> 01:30:20.396]  But then I read the ingredients and I was blown away.
[01:30:20.396 --> 01:30:21.577]  Listen to this.
[01:30:21.577 --> 01:30:22.818]  Organic pea fiber.
[01:30:22.818 --> 01:30:24.278]  Organic alfalfa leaf.
[01:30:24.278 --> 01:30:25.719]  Organic wheatgrass leaf.
[01:30:25.719 --> 01:30:27.179]  Organic cilantro leaf.
[01:30:27.179 --> 01:30:28.580]  Organic kale leaf.
[01:30:28.580 --> 01:30:30.141]  Organic flax sprout.
[01:30:30.141 --> 01:30:31.742]  Organic quinoa sprout.
[01:30:31.742 --> 01:30:32.502]  Ladies and gentlemen,
[01:30:33.082 --> 01:30:35.183]  All of these things are so incredible for your health.
[01:30:35.183 --> 01:30:39.025]  Just one of these ingredients can be a life-changing supplement for your health.
[01:30:39.025 --> 01:30:43.787]  And we've packed it all in to fibergreen caps at Infowarsstore.com.
[01:30:43.787 --> 01:30:47.689]  So I'm excited to add this to my supplement routine every day.
[01:30:47.689 --> 01:30:49.870]  I suggest that you do the same thing.
[01:30:49.870 --> 01:30:52.271]  And right now, it's at an introductory price of $19.95.
[01:30:52.271 --> 01:30:53.091]  That's 33% off at Infowarsstore.com.
[01:30:58.371 --> 01:31:05.355]  The scientific dictatorship that I've been warning you about for 27 years has now gone from beta testing to operational.
[01:31:05.896 --> 01:31:11.419]  The globalists are out in the open with their planetary depopulation takeover, their robot takeover.
[01:31:11.419 --> 01:31:19.284]  But the good news is, we've been working, and you've been working, and others have been working across the planet for decades to get ready for this, to be able to fight it off.
[01:31:19.284 --> 01:31:20.765]  Humanity is strong.
[01:31:20.765 --> 01:31:21.726]  We're incredible.
[01:31:21.726 --> 01:31:25.508]  And if we're aware of the attack that's happening, we have a real chance of defeating it.
[01:31:25.508 --> 01:31:27.969]  If we ask God for guidance, we will defeat it.
[01:31:27.969 --> 01:31:33.893]  So prayer is essential, research is essential, getting prepared is essential, and warning others is absolutely essential.
[01:31:34.293 --> 01:31:43.959]  At the same time, supporting InfoWars by buying high quality products to keep us on air is essential, because they're great products for you and your family, and they're also funding our operation.
[01:31:43.959 --> 01:31:46.280]  InfoWarsStore.com.
[01:31:46.280 --> 01:31:48.942]  InfoWarsStore.com is incredible.
[01:31:48.942 --> 01:31:54.265]  A lot of our products that have been sold out because of supply chain breakdowns are back in, like bodies, bazzo beats, and others.
[01:31:54.265 --> 01:31:58.247]  So get them today at InfoWarsStore.com, and I thank you for being part of the resistance.
[01:31:59.099 --> 01:32:05.183]  Hello, I'm Mike Lindell, and I'm coming to you with the most important commercial that I've ever done.
[01:32:05.183 --> 01:32:12.688]  All of you know what my pillow and myself have gone through in the last five months in my efforts to bring the truth forward.
[01:32:12.688 --> 01:32:14.990]  Well, it's all come down to this.
[01:32:14.990 --> 01:32:18.492]  I'm having a cyber symposium on August 10th, 11th, and 12th.
[01:32:20.490 --> 01:32:28.657]  This historical event will be live streamed 72 hours straight on my new platform FrankSpeech.com.
[01:32:28.657 --> 01:32:34.581]  You can help by getting everybody you know to go to FrankSpeech.com now.
[01:32:34.581 --> 01:32:45.310]  To help support this cyber symposium event, I am offering some of the best prices ever on my pillow products, but they're only offered at FrankSpeech.com.
[01:32:45.310 --> 01:32:46.591]  Thank you and God bless.
[01:32:47.331 --> 01:32:53.795]  Go to frankspeech.com and enter promo code ALEX or call 800-675-4614 and use promo code ALEX.
[01:32:53.795 --> 01:32:55.596]  You're listening to the Alex Jones Show.
[01:33:13.251 --> 01:33:14.832]  Welcome back.
[01:33:14.832 --> 01:33:17.835]  Look, I'm not trying to toot my horn here and say I'm super smart.
[01:33:17.835 --> 01:33:20.036]  I'm smart, smarter than most people.
[01:33:20.036 --> 01:33:23.179]  People have different types of smarts.
[01:33:23.179 --> 01:33:32.085]  But so many scientists I know are great people, but they go on one problem, one problem alone, and they say, I don't care why the globalists are trying to depopulate us.
[01:33:32.085 --> 01:33:33.726]  I don't care why they put this in the vaccines.
[01:33:33.726 --> 01:33:34.267]  They knew it.
[01:33:34.267 --> 01:33:34.727]  They did it.
[01:33:34.727 --> 01:33:35.948]  They need to go to jail.
[01:33:35.948 --> 01:33:37.289]  And I totally agree.
[01:33:37.289 --> 01:33:40.932]  But Mike Adams is the type of guy that I'm like in ways.
[01:33:42.062 --> 01:33:44.606]  I'm obsessed with why is the enemy doing this?
[01:33:44.606 --> 01:33:50.395]  Because when they're highly sophisticated and control the planet, they've got a way they think they're going to get out of it.
[01:33:50.395 --> 01:33:52.459]  And they've got something else big coming.
[01:33:52.459 --> 01:33:56.265]  And they're doing stuff so reckless, so violent, so insane, so premeditated.
[01:33:57.771 --> 01:34:00.833]  That you know they've got a big reason for it.
[01:34:00.833 --> 01:34:04.656]  These years, 2020, they said they'd launch Agenda 2030.
[01:34:04.656 --> 01:34:09.239]  They say, basically, no more virus, that's what we are, by 2030.
[01:34:09.239 --> 01:34:20.687]  So, whatever they've made a deal with, it's easy, militarily, historically, to look at this behavior and see how anti-human it is and say, they've made a deal with an off-world power.
[01:34:20.687 --> 01:34:22.428]  I'm not into that kind of stuff.
[01:34:22.428 --> 01:34:24.530]  I can simply add 2 plus 2 equals whatever.
[01:34:25.217 --> 01:34:30.226]  So whatever reason it is, whatever's going on, this is bad.
[01:34:30.226 --> 01:34:33.391]  And now everything we said came true.
[01:34:33.391 --> 01:34:34.433]  We're not pleased about that.
[01:34:35.100 --> 01:34:36.441]  That means they're going for broke.
[01:34:36.441 --> 01:34:37.762]  So, Mike, I'm intrigued by this.
[01:34:37.762 --> 01:34:39.343]  I'm going to try to shut up.
[01:34:39.343 --> 01:34:41.224]  Continue getting into this and their behavior.
[01:34:41.224 --> 01:34:42.885]  And is there any way to short-circus it?
[01:34:42.885 --> 01:34:48.549]  Because clearly, when there's hundreds of millions dying, which is already starting to happen, they're all going to go to prison.
[01:34:48.549 --> 01:34:55.274]  They're all going to get destroyed, unless they know something even bigger is coming that is going to eclipse what they've already currently done.
[01:34:55.274 --> 01:34:56.755]  Or maybe it's a nuclear war.
[01:34:56.755 --> 01:34:58.376]  Maybe it's an EMP strike.
[01:34:58.376 --> 01:35:00.577]  I mean, there's so many wild cards.
[01:35:00.577 --> 01:35:04.440]  But whatever it is, it's bad on a magnitude much bigger than this.
[01:35:04.440 --> 01:35:04.740]  Do you agree?
[01:35:06.161 --> 01:35:11.385]  Yes, the most likely scenario, and I've war-gamed two primary scenarios of what I think is going to happen.
[01:35:11.385 --> 01:35:12.626]  I'll share both of them with you here.
[01:35:12.626 --> 01:35:23.835]  The first one is what I was talking about last break, where they're going to engineer a planned financial collapse, freezing of the entire global banking system, all transactions frozen,
[01:35:24.715 --> 01:35:34.221]  And then, of course, the dollar collapsing and then this will unleash a humanitarian crisis, which will justify Biden calling for U.N.
[01:35:34.221 --> 01:35:38.964]  troops to come into the United States, actually communist Chinese troops under the U.N.
[01:35:38.964 --> 01:35:42.447]  banner on, quote, humanitarian missions.
[01:35:42.447 --> 01:35:44.208]  So that's that's scenario one.
[01:35:44.208 --> 01:35:49.731]  And in that scenario, it's just going to be door to door executions, covid concentration camps, mass murder.
[01:35:49.731 --> 01:35:52.353]  And that's even for those who survive the vaccine.
[01:35:52.353 --> 01:35:53.614]  You're still going to be targeted for murder.
[01:35:54.155 --> 01:36:03.674]  The second scenario, and remember this is a very dynamic situation, this could also play out, is that they are gearing up to
[01:36:05.100 --> 01:36:11.084]  Flip the script and say, oh my God, these are Trump's vaccines that are killing everybody.
[01:36:11.084 --> 01:36:13.505]  Trump pushed Operation Warp Speed.
[01:36:13.505 --> 01:36:16.087]  Trump pushed the pharmaceutical companies.
[01:36:16.087 --> 01:36:17.007]  He twisted their arms.
[01:36:17.007 --> 01:36:18.228]  He gave them incentives.
[01:36:18.228 --> 01:36:21.670]  He pushed the FDA and the CDC for emergency authorization.
