[00:00.000 --> 00:16.640]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[3:04:55.640 --> 3:05:02.640]  Oh, the pure libertarian and say zero state, but an evil people have to have a big government, a good people can have a small government.
[3:05:02.640 --> 3:05:06.640]  You got to have one though to block the other corrupt state that's going to be coming at you.
[3:05:06.640 --> 3:05:19.640]  So he said a lot of other good things, the interview, the full interviews at news wars.com in the article titled Elon Musk says he sympathizes with anti globalist movements.
[3:05:19.640 --> 3:05:25.640]  So definitely a positive move in closing.
[3:05:25.640 --> 3:05:34.640]  In closing, it's only your support and your word of mouth that keeps us on the air in the face of the new world order trying to shut us down and that thread is very, very real.
[3:05:34.640 --> 3:05:44.640]  We've got products that spread the word that make your life better, that make you more healthy, whether it's t shirts, water filters, air filters, supplements, you name it, that fund this operation without you buying them, we're not here.
[3:05:44.640 --> 3:05:54.640]  So I want to thank you for doing your shopping with us while you still can because if Trump can't turn this around and we can't turn the economy on, we're going to go into a road warrior scenario, but it hasn't happened yet.
[3:05:54.640 --> 3:06:12.640]  Stock up, we've got some of the biggest sales in our history going right now, 50 to 60% off across the board ultimate crude oil back in stock 50% off survival shield x2 back in stock 50% off Alexa pure breeze air filtration ion filter $100 off unprecedented sale to remove vitality 35% off
[3:06:12.640 --> 3:06:26.640]  immigrants essentials hand sanitizers with essential 50% off info wars live protein bars, eight pack power stack that 60% off living defense DNA 40% off to take advantage of these sales and others because that's how we fund the operation plus there's a great products.
[3:06:26.640 --> 3:06:34.640]  Dr. Nick baggage takes over on the other side of this break. Please stay with us in the war room.
[3:06:34.640 --> 3:06:38.640]  And then Robert Barnes tonight with America Countdown 7pm.
[3:06:38.640 --> 3:06:44.640]  The America that we've known and loved the America that was the land of the free home of the brave is dying right now.
[3:06:44.640 --> 3:06:51.640]  And everything our enemies are doing is about domesticating us, shutting us down and making us dependent on them.
[3:06:51.640 --> 3:06:53.640]  The food shortages have begun.
[3:06:53.640 --> 3:06:56.640]  The depression is going to be long and very, very serious.
[3:06:56.640 --> 3:06:58.640]  In fact, it's probably too late now to even turn back.
[3:06:58.640 --> 3:07:02.640]  Trump tried to stop it, but the mainstream media working with the tricombs blocked it.
[3:07:02.640 --> 3:07:06.640]  That's why you and myself, everybody else has to get prepared.
[3:07:06.640 --> 3:07:08.640]  Now, do not wait.
[3:07:08.640 --> 3:07:09.640]  It's not about the virus.
[3:07:09.640 --> 3:07:13.640]  It's about the economic chaos that's going to be unleashed in the next six months to a year.
[3:07:13.640 --> 3:07:16.640]  Get your high quality storeable foods at info warshore.com.
[3:07:16.640 --> 3:07:18.640]  They're available again before a limited time.
[3:07:18.640 --> 3:07:20.640]  The food supply is running out.
[3:07:20.640 --> 3:07:22.640]  There are major shortages.
[3:07:22.640 --> 3:07:27.640]  This is a globalist siege, a globalist lockdown, globalist terrorism.
[3:07:27.640 --> 3:07:30.640]  But we the people, the patriots have to be prepared.
[3:07:30.640 --> 3:07:32.640]  We've already been proven right about prepping so far.
[3:07:32.640 --> 3:07:34.640]  We'll get ready to be really proven right.
[3:07:34.640 --> 3:07:37.640]  Get your storeable foods now at infowarstore.com.
[3:08:04.640 --> 3:08:07.640]  Because they kept them again at a starving level.
[3:08:07.640 --> 3:08:12.640]  They were so busy trying to survive, they would never try to challenge the entrenched elite.
[3:08:12.640 --> 3:08:18.640]  Well, now all the big Google owners and the Rockefellers and the Rothschilds, the Jeff Bezos, is the world.
[3:08:18.640 --> 3:08:23.640]  They're sitting back on their giant estates with their jet helicopters and private jets,
[3:08:23.640 --> 3:08:29.640]  living the life, laughing at you, shut down, going bankrupt in the third world, starving to death.
[3:08:29.640 --> 3:08:35.640]  Their religion is power and control, and they are pressing that advantage against us.
[3:08:35.640 --> 3:09:00.640]  We must break free from these monsters.
[3:09:05.640 --> 3:09:10.640]  And welcome back. It's good to be here today.
[3:09:10.640 --> 3:09:19.640]  You know what, thinking about some of the things that Alex was just talking about during the last segment.
[3:09:19.640 --> 3:09:24.640]  You know, and thinking about sort of where the globalists would like this to go.
[3:09:24.640 --> 3:09:30.640]  And it really takes me back to the beginning of my work.
[3:09:30.640 --> 3:09:36.640]  And I go back into my teens, really, when I started thinking about a lot of these things.
[3:09:36.640 --> 3:09:42.640]  And that's a pretty long time ago, over 40 years ago, 45 years ago.
[3:09:42.640 --> 3:09:50.640]  And, you know, one of the things that just intrigued me was reality creation.
[3:09:50.640 --> 3:09:53.640]  You know, how do things really happen, right?
[3:09:53.640 --> 3:09:55.640]  And I grew up in a political family, right?
[3:09:55.640 --> 3:10:00.640]  So I thought I knew how things really happened, you know, sort of making things happen.
[3:10:00.640 --> 3:10:06.640]  You know, but I never saw limits to what a person could make happen, right?
[3:10:06.640 --> 3:10:10.640]  I mean, all you did is do what you do and stuff happens.
[3:10:10.640 --> 3:10:13.640]  And because I grew up in that, isn't that the weirdest thing?
[3:10:13.640 --> 3:10:16.640]  And most people think they don't have any power to do anything.
[3:10:16.640 --> 3:10:18.640]  And this is the great news.
[3:10:18.640 --> 3:10:20.640]  You know, it's like breathing once again.
[3:10:20.640 --> 3:10:26.640]  You don't know it if you don't know that everybody doesn't do this.
[3:10:26.640 --> 3:10:29.640]  You kind of forget or you don't know, right?
[3:10:29.640 --> 3:10:31.640]  You got to remember, not forget.
[3:10:31.640 --> 3:10:33.640]  You got to remember.
[3:10:33.640 --> 3:10:40.640]  And so unbeknownst to me for most of my life, I went around doing things,
[3:10:40.640 --> 3:10:46.640]  creating things out of my head into reality, thinking that everybody does that.
[3:10:46.640 --> 3:10:53.640]  Did it everywhere I worked, everything I ever did, did it usually five or six times a day,
[3:10:53.640 --> 3:10:58.640]  all at the same time in a half a dozen different pursuits, right?
[3:10:58.640 --> 3:11:06.640]  And I just thought everybody did that because we're all intended to do that.
[3:11:06.640 --> 3:11:08.640]  And in a certain way, we do.
[3:11:08.640 --> 3:11:14.640]  It's just whether we do it consciously or unconsciously,
[3:11:14.640 --> 3:11:18.640]  directed or undirected, you know?
[3:11:18.640 --> 3:11:24.640]  And so when I think about the compilation of my work going back to the teens
[3:11:24.640 --> 3:11:26.640]  and sort of what does it mean?
[3:11:26.640 --> 3:11:29.640]  You know, and why am I even talking about that today?
[3:11:29.640 --> 3:11:33.640]  Well, you know, every so many years, a couple of decades, every 20 years,
[3:11:33.640 --> 3:11:37.640]  I set out, lay out my plan and I'm in the middle of that right now for the next 20.
[3:11:37.640 --> 3:11:41.640]  You know, I kind of finished the last and you guys have all been in it.
[3:11:41.640 --> 3:11:44.640]  Probably be in the next 20 with me too.
[3:11:44.640 --> 3:11:51.640]  But here's what I'm thinking about in all this is the possibility that we can
[3:11:51.640 --> 3:11:57.640]  triggering each other this idea that we can create more constructively
[3:11:57.640 --> 3:12:01.640]  and take that away from globalism, which is destructed.
[3:12:01.640 --> 3:12:04.640]  It deconstructs the sovereign soul.
[3:12:04.640 --> 3:12:08.640]  You see because globalism works against the sovereign.
[3:12:08.640 --> 3:12:11.640]  See, we have a planet, one world, that's what they say.
[3:12:11.640 --> 3:12:16.640]  What they forget is we have eight billion plus or minus a few hundred million
[3:12:16.640 --> 3:12:21.640]  sovereigns as you and me and everybody else sovereigns.
[3:12:21.640 --> 3:12:23.640]  OK, at the fundamental level.
[3:12:23.640 --> 3:12:27.640]  And, you know, royalty thought they were the sob.
[3:12:27.640 --> 3:12:29.640]  They were the chosen few.
[3:12:29.640 --> 3:12:31.640]  But no, you're the chosen many.
[3:12:31.640 --> 3:12:36.640]  Everybody's in the same boat and we're all rolling around the planet together
[3:12:36.640 --> 3:12:40.640]  thinking we're so important and we are equally so.
[3:12:40.640 --> 3:12:44.640]  Fundamentally, opportunistically, remembering even.
[3:12:44.640 --> 3:12:48.640]  And here's what globalists take away from each and every one of us.
[3:12:48.640 --> 3:12:52.640]  The very essence of what we are in our humanity and creative capacity.
[3:12:52.640 --> 3:12:54.640]  I just grew up in it.
[3:12:54.640 --> 3:12:57.640]  I thought everybody did it like breathing.
[3:12:57.640 --> 3:12:59.640]  But I have news for you.
[3:12:59.640 --> 3:13:02.640]  If you're not doing it consciously, you can.
[3:13:02.640 --> 3:13:04.640]  It's called choosing choice.
[3:13:04.640 --> 3:13:08.640]  You know, the fundamental choice.
[3:13:08.640 --> 3:13:13.640]  You get to decide, you know, and so it really kind of makes sense to me
[3:13:13.640 --> 3:13:16.640]  and I talk about this stuff on the radio and I had a few calls
[3:13:16.640 --> 3:13:19.640]  because I actually return a few calls a week because I tried to.
[3:13:19.640 --> 3:13:24.640]  And this week I returned a couple and learned a lot in those calls.
[3:13:24.640 --> 3:13:30.640]  And then the other thing I try to do is, ah, man, I try to trigger activity
[3:13:30.640 --> 3:13:36.640]  and sometimes I I do and then I fall down and I did it this week.
[3:13:36.640 --> 3:13:40.640]  I fell down in one of those things and people who put some effort in
[3:13:40.640 --> 3:13:42.640]  and let them down. And you know what?
[3:13:42.640 --> 3:13:45.640]  Everybody has that happen, too.
[3:13:45.640 --> 3:13:49.640]  And that's OK. And you know, here's the thing I would say about all of it
[3:13:49.640 --> 3:13:52.640]  that we forget. We're highly critical of ourselves.
[3:13:52.640 --> 3:13:55.640]  We all are. You know, I've been down there, spent time with the team
[3:13:55.640 --> 3:13:57.640]  and spent time with Alex.
[3:13:57.640 --> 3:14:00.640]  You know what Alex is always doing?
[3:14:00.640 --> 3:14:03.640]  Criticizing himself for not doing enough, right?
[3:14:03.640 --> 3:14:05.640]  I mean, come on. Can you believe this?
[3:14:05.640 --> 3:14:08.640]  He is so down on himself for not doing enough.
[3:14:08.640 --> 3:14:10.640]  I don't do enough. I need to do more.
[3:14:10.640 --> 3:14:15.640]  And and sometimes, you know,
[3:14:15.640 --> 3:14:20.640]  maybe you need to breathe a little bit and it's OK
[3:14:20.640 --> 3:14:23.640]  because all of us can lift a little bit for each other
[3:14:23.640 --> 3:14:25.640]  so the other guy can breathe a little bit.
[3:14:25.640 --> 3:14:31.640]  And sometimes keeping 10 percent for yourself might be a good idea
[3:14:31.640 --> 3:14:33.640]  instead of always running at 100 percent.
[3:14:33.640 --> 3:14:35.640]  We do it. We do it. I do it.
[3:14:35.640 --> 3:14:37.640]  Specifically everybody who's doing anything does it.
[3:14:37.640 --> 3:14:40.640]  And then we get caught up in what we're doing and we do more of it.
[3:14:40.640 --> 3:14:44.640]  So here's what I want to say about that in terms of reality.
[3:14:44.640 --> 3:14:49.640]  Creation again is, you know, everybody knows compound interest
[3:14:49.640 --> 3:14:51.640]  and everybody budgets their money.
[3:14:51.640 --> 3:14:54.640]  And I've got a better idea. Budget your time and your life
[3:14:54.640 --> 3:14:56.640]  and that is where the real value is.
[3:14:56.640 --> 3:15:00.640]  You see, it's not in money and fiat or anything that transit acts between them.
[3:15:00.640 --> 3:15:02.640]  Although that's the fuel for the fire, right?
[3:15:02.640 --> 3:15:07.640]  So you got to remember to do that, too, because that's physical reality.
[3:15:07.640 --> 3:15:13.640]  But having said that, what I want to say is we can do this so effectively
[3:15:13.640 --> 3:15:16.640]  if we start to recognize our individual power
[3:15:16.640 --> 3:15:22.640]  and we recognize the compound interest of living time.
[3:15:22.640 --> 3:15:27.640]  So the last 10 years of your life, wherever that is, wherever that falls
[3:15:27.640 --> 3:15:30.640]  is going to be the most important because that's where all of the knowledge
[3:15:30.640 --> 3:15:33.640]  and all the accumulated information, perhaps a little bit of wisdom,
[3:15:33.640 --> 3:15:38.640]  is granted you at that point in time where you can really do something
[3:15:38.640 --> 3:15:42.640]  with the compound interest of experience.
[3:15:42.640 --> 3:15:44.640]  It's concept my oldest son gave me.
[3:15:44.640 --> 3:15:48.640]  Nicholas was talking to me about this whole concept,
[3:15:48.640 --> 3:15:52.640]  compound interest of experience. That's what we all have out there.
[3:15:52.640 --> 3:15:59.640]  And to collectively add that up, known as millions of years between us.
[3:15:59.640 --> 3:16:03.640]  And we can apply that. We can deploy that as sovereign souls, as individuals
[3:16:03.640 --> 3:16:07.640]  in each and every way that we can, each and every day that we choose
[3:16:07.640 --> 3:16:11.640]  to do whatever it is that we're doing with intention.
[3:16:11.640 --> 3:16:16.640]  Not unconsciously, not sleep, walking through life, warm in a bench
[3:16:16.640 --> 3:16:20.640]  and thinking we're doing something because we're parroting all the right words
[3:16:20.640 --> 3:16:25.640]  and parroting all the right phrases and saying all the right things
[3:16:25.640 --> 3:16:28.640]  or get us our tickets out of here.
[3:16:28.640 --> 3:16:31.640]  And that isn't what it's about, you see.
[3:16:31.640 --> 3:16:34.640]  It's about creating what we are here constructively,
[3:16:34.640 --> 3:16:38.640]  not falling into the flesh of who we are and what the world is,
[3:16:38.640 --> 3:16:45.640]  but recognizing we have something to do here, each and every single sovereign soul.
[3:16:45.640 --> 3:16:50.640]  All of us. Now, not later, not tomorrow, not when we retire,
[3:16:50.640 --> 3:16:53.640]  not when something else happens.
[3:16:53.640 --> 3:16:58.640]  But right now, we get to choose what we do every day.
[3:16:58.640 --> 3:17:02.640]  We can redirect this into a reconstruction of what we see
[3:17:02.640 --> 3:17:05.640]  by acting on what we know to be right and true.
[3:17:05.640 --> 3:17:09.640]  And that, ladies and gentlemen, is the simplest concept of all.
[3:17:09.640 --> 3:17:11.640]  And it's called faith.
[3:17:11.640 --> 3:17:16.640]  Believe you're creating the image and likeness of the creator
[3:17:16.640 --> 3:17:19.640]  and then you might even start behaving that way
[3:17:19.640 --> 3:17:23.640]  because it will change the way you think of yourself
[3:17:23.640 --> 3:17:25.640]  and the way you decide to create in the world.
[3:17:25.640 --> 3:17:27.640]  So let's create constructively.
[3:17:27.640 --> 3:17:31.640]  This is Dr. Nick Baggage on this Friday afternoon in most of the country.
[3:17:31.640 --> 3:17:42.640]  We're still before noon and mine. We'll be right back.
[3:18:02.640 --> 3:18:09.640]  This is our best selling overall for me.
[3:18:09.640 --> 3:18:15.640]  And I've told listeners at the end of last year that we can't sell products at 50% off anymore
[3:18:15.640 --> 3:18:18.640]  because there's not enough markup in them to fund our operations.
[3:18:18.640 --> 3:18:22.640]  But because of what's happening and going on in the world right now,
[3:18:22.640 --> 3:18:28.640]  I really want everybody who hasn't used or tried or enjoyed the benefits of DNA Force Plus
[3:18:28.640 --> 3:18:32.640]  to have DNA Force Plus for yourself and your family.
[3:18:32.640 --> 3:18:36.640]  DNA Force Plus now 50% off.
[3:18:36.640 --> 3:18:40.640]  It's time to take a new healthier approach to one of your most basic needs.
[3:18:40.640 --> 3:18:43.640]  The Alexa Pure Pro water filtration system is the same water filter
[3:18:43.640 --> 3:18:47.640]  that Alex and the InfoWars crew use every day for the purest water possible.
[3:18:47.640 --> 3:18:51.640]  You can start cleaning the toxins from your water for clean, healthy and delicious drinking water.
[3:18:51.640 --> 3:18:54.640]  Perfect for preppers or anyone concerned with the healthier source of water,
[3:18:54.640 --> 3:18:58.640]  the Alexa Pure Pro can remove up to 99.9% of impurities.
[3:18:58.640 --> 3:19:02.640]  This groundbreaking, gravity-fed water filtration system is like no other.
[3:19:02.640 --> 3:19:06.640]  Make sure your water is up to your standards today with the Alexa Pure Pro.
[3:19:06.640 --> 3:19:09.640]  It's no secret that our daily lives are becoming more stressful.
[3:19:09.640 --> 3:19:11.640]  No matter what side of the political spectrum you're on,
[3:19:11.640 --> 3:19:13.640]  we're all feeling the strain from rising pressure.
[3:19:13.640 --> 3:19:17.640]  That's why we worked hard to create a new formula to support your fight against stress
[3:19:17.640 --> 3:19:18.640]  and your hectic day.
[3:19:18.640 --> 3:19:23.640]  Chill Force is our solution for a true, healthy, relaxation support formula.
[3:19:23.640 --> 3:19:26.640]  As the long-awaited sister formula to Brain Force Plus,
[3:19:26.640 --> 3:19:29.640]  this formula includes powerful ingredients and time-tested practices
[3:19:29.640 --> 3:19:31.640]  to help fight your stress levels.
[3:19:31.640 --> 3:19:32.640]  It's time to take a breather.
[3:19:32.640 --> 3:19:36.640]  Get Chill Force today at infowarstore.com.
[3:19:36.640 --> 3:19:39.640]  The panic that has been orchestrated by the global,
[3:19:39.640 --> 3:19:41.640]  corporatist media and the Chai comms
[3:19:41.640 --> 3:19:45.640]  is going to now trigger a worldwide depression.
[3:19:45.640 --> 3:19:48.640]  In fact, we're already into the worldwide depression
[3:19:48.640 --> 3:19:50.640]  and the death sentence for the third world.
[3:19:50.640 --> 3:19:55.640]  But it's critical to understand that the longer the shutdown persists,
[3:19:55.640 --> 3:19:57.640]  the worse it's going to be.
[3:19:57.640 --> 3:20:00.640]  A month of shutdown will destroy decades of wealth
[3:20:00.640 --> 3:20:03.640]  that's been built up in a complex economy.
[3:20:03.640 --> 3:20:05.640]  That's why we've always said it's important to be a prepper
[3:20:05.640 --> 3:20:07.640]  and to be somewhat self-sufficient
[3:20:07.640 --> 3:20:10.640]  because the globalists want to make us all dependent
[3:20:10.640 --> 3:20:12.640]  so that we're under their control.
[3:20:12.640 --> 3:20:14.640]  They've admitted all of this.
[3:20:14.640 --> 3:20:18.640]  So remember, how does info wars continue years and decades
[3:20:18.640 --> 3:20:21.640]  in many cases to be able to predict things before they happen?
[3:20:21.640 --> 3:20:24.640]  Because we're following the globalist blueprint
[3:20:24.640 --> 3:20:28.640]  and their battle plan and yes, it's dystopic and yes, it's scary.
[3:20:28.640 --> 3:20:30.640]  But denying it and letting them carry it out
[3:20:30.640 --> 3:20:32.640]  is a thousand times more scary.
[3:20:32.640 --> 3:20:49.640]  It's time to stop the denial and realize what's really happening.
[3:21:02.640 --> 3:21:06.640]  You're listening to The Alex Jones Show.
[3:21:06.640 --> 3:21:11.640]  And welcome back and it's good to be here again on Friday afternoon
[3:21:11.640 --> 3:21:14.640]  in most of the country and around the world.
[3:21:14.640 --> 3:21:18.640]  You know, talking about all this before the break
[3:21:18.640 --> 3:21:21.640]  and talking about the concept of reality creation
[3:21:21.640 --> 3:21:26.640]  and I want to roll back again historically for me
[3:21:26.640 --> 3:21:29.640]  and sort of what does that all mean, you know?
[3:21:29.640 --> 3:21:32.640]  There's a lot of dimension to this.
[3:21:32.640 --> 3:21:35.640]  And most people know a lot of the work I've done over the years
[3:21:35.640 --> 3:21:39.640]  dealing with technology side, the technocracy
[3:21:39.640 --> 3:21:41.640]  and what it would look like and how it would be shaped
[3:21:41.640 --> 3:21:44.640]  and formed and created and all that has happened.
[3:21:44.640 --> 3:21:47.640]  It's all right here in all of our faces right now
[3:21:47.640 --> 3:21:52.640]  and Jim Roderick, Gene Manning and others who worked with me
[3:21:52.640 --> 3:21:57.640]  and researched with me way back when saw it all coming.
[3:21:57.640 --> 3:22:01.640]  And we wrote about it and we published it.
[3:22:01.640 --> 3:22:03.640]  And it's now here.
[3:22:03.640 --> 3:22:06.640]  And no surprises, OK?
[3:22:06.640 --> 3:22:10.640]  But I've been an optimist the whole time.
[3:22:10.640 --> 3:22:12.640]  How can you do that?
[3:22:12.640 --> 3:22:15.640]  And the whole time everyone who came at me,
[3:22:15.640 --> 3:22:20.640]  I mean, believe me, everyone came at me in all different ways.
[3:22:20.640 --> 3:22:26.640]  And a lot of times they were victims.
[3:22:26.640 --> 3:22:28.640]  And so they started the conversation.
[3:22:28.640 --> 3:22:30.640]  I'm a victim of whatever, you know,
[3:22:30.640 --> 3:22:32.640]  and they get into their dialogue.
[3:22:32.640 --> 3:22:33.640]  And I appreciate that.
[3:22:33.640 --> 3:22:35.640]  And I have empathy and compassion
[3:22:35.640 --> 3:22:37.640]  for every victim of anything.
[3:22:37.640 --> 3:22:40.640]  But most people are the victim of deciding how they would react
[3:22:40.640 --> 3:22:42.640]  to whatever is falling them.
[3:22:42.640 --> 3:22:45.640]  Because I can tell you every living soul I've ever met
[3:22:45.640 --> 3:22:48.640]  has had trauma, misery,
[3:22:48.640 --> 3:22:51.640]  have fallen down, been beaten up
[3:22:51.640 --> 3:22:53.640]  and stood back up or they're dead.
[3:22:53.640 --> 3:22:55.640]  And a lot of my friends are dead.
[3:22:55.640 --> 3:22:57.640]  They've had long lives, most of them.
[3:22:57.640 --> 3:22:59.640]  A few of them didn't.
[3:22:59.640 --> 3:23:02.640]  But what I can say about all that is
[3:23:02.640 --> 3:23:05.640]  it's in the living, in your time
[3:23:05.640 --> 3:23:08.640]  and how you deal with it and what you do with it.
[3:23:08.640 --> 3:23:11.640]  Not on the station that you think you hold in life.
[3:23:11.640 --> 3:23:14.640]  Because I've seen it all, ladies and gentlemen.
[3:23:14.640 --> 3:23:17.640]  I've seen it all in terms of wealth.
[3:23:17.640 --> 3:23:18.640]  I've seen it.
[3:23:18.640 --> 3:23:21.640]  I've seen some of the wealthiest people in the world
[3:23:21.640 --> 3:23:23.640]  have been my friends.
[3:23:23.640 --> 3:23:25.640]  They see how they live. It's not how I live.
[3:23:25.640 --> 3:23:27.640]  Not how I would want to live, actually.
[3:23:27.640 --> 3:23:29.640]  Having seen it.
[3:23:29.640 --> 3:23:32.640]  A lot of things people wish for.
[3:23:32.640 --> 3:23:35.640]  If you ever get a chance to see it, you might not.
[3:23:35.640 --> 3:23:39.640]  But what I do know is where you're standing
[3:23:39.640 --> 3:23:41.640]  is where you need to be.
[3:23:41.640 --> 3:23:44.640]  And that's where the game begins.
[3:23:44.640 --> 3:23:48.640]  If you decide to do something, whatever it is.
[3:23:48.640 --> 3:23:51.640]  And here's the biggest secret of all.
[3:23:51.640 --> 3:23:53.640]  There are no small things.
[3:23:53.640 --> 3:23:55.640]  And I've said it a bunch of times and people go,
[3:23:55.640 --> 3:23:56.640]  oh, yeah, there are.
[3:23:56.640 --> 3:23:59.640]  And you fall right back into the trap again.
[3:23:59.640 --> 3:24:01.640]  But there aren't.
[3:24:01.640 --> 3:24:03.640]  There's things that require doing.
[3:24:03.640 --> 3:24:07.640]  And part of the reality creation thing is that intention.
[3:24:07.640 --> 3:24:11.640]  And when people join together with an intention,
[3:24:11.640 --> 3:24:13.640]  then things happen.
[3:24:13.640 --> 3:24:16.640]  If you take an action, step into what you know to be right
[3:24:16.640 --> 3:24:18.640]  and true is an action thing.
[3:24:18.640 --> 3:24:21.640]  That's faith acting on something,
[3:24:21.640 --> 3:24:23.640]  not just theorizing it in your head
[3:24:23.640 --> 3:24:25.640]  or parroting a bunch of words.
[3:24:25.640 --> 3:24:28.640]  It's doing something and learning by that doing
[3:24:28.640 --> 3:24:30.640]  in the reality of where we live.
[3:24:30.640 --> 3:24:33.640]  Now, what Elden and these other guys are talking about
[3:24:33.640 --> 3:24:37.640]  in the multiverse, the multiverse and what it's constructed of
[3:24:37.640 --> 3:24:41.640]  is what physics is telling us today in the 21st century.
[3:24:41.640 --> 3:24:43.640]  There's nothing new or mysterious.
[3:24:43.640 --> 3:24:45.640]  It's not a cult and evil.
[3:24:45.640 --> 3:24:48.640]  It's just the math of it. OK.
[3:24:48.640 --> 3:24:50.640]  And we figure out the math of it.
[3:24:50.640 --> 3:24:52.640]  Like, you know, there's gravity and electricity.
[3:24:52.640 --> 3:24:53.640]  You figure the math out.
[3:24:53.640 --> 3:24:57.640]  It doesn't take anything away from God for goodness sakes.
[3:24:57.640 --> 3:24:59.640]  Anything.
[3:24:59.640 --> 3:25:01.640]  It just helps us see a little more form.
[3:25:01.640 --> 3:25:03.640]  But here's what happens.
[3:25:03.640 --> 3:25:06.640]  People confuse the form with the essence of it.
[3:25:06.640 --> 3:25:09.640]  And this is where we all get screwed up
[3:25:09.640 --> 3:25:12.640]  and start evaluating the thinness of it
[3:25:12.640 --> 3:25:14.640]  instead of the essence.
[3:25:14.640 --> 3:25:17.640]  And this is what we're doing in our world,
[3:25:17.640 --> 3:25:20.640]  what we call our world, this thing that we keep screwing up
[3:25:20.640 --> 3:25:23.640]  in a million different ways.
[3:25:23.640 --> 3:25:28.640]  You know, we have fake food, fake news, fake whatever, you know,
[3:25:28.640 --> 3:25:30.640]  make the list, make your own list.
[3:25:30.640 --> 3:25:32.640]  Medicine. How about that one?
[3:25:32.640 --> 3:25:35.640]  Fake medicine, fake government, fake politics.
[3:25:35.640 --> 3:25:37.640]  You know, we're all sick of it.
[3:25:37.640 --> 3:25:39.640]  You know what? Why Donald Trump won?
[3:25:39.640 --> 3:25:42.640]  It wasn't because he was the greatest, most articulate speaker
[3:25:42.640 --> 3:25:47.640]  in the world. It was because he was the most authentic.
[3:25:47.640 --> 3:25:52.640]  You know, he was the most believable because at least you knew
[3:25:52.640 --> 3:25:55.640]  absolutely what you were going to get.
[3:25:55.640 --> 3:25:58.640]  And so far, you know, by and large,
[3:25:58.640 --> 3:26:00.640]  I think a lot of it's been achieved.
[3:26:00.640 --> 3:26:02.640]  Although why are they working hard?
[3:26:02.640 --> 3:26:07.640]  That's globalism because it works against that type of radical
[3:26:07.640 --> 3:26:11.640]  change that's unscripted, unrehearsed, you know,
[3:26:11.640 --> 3:26:15.640]  because that's what they cannot defend against,
[3:26:15.640 --> 3:26:19.640]  the spontaneous truth of who we are.
[3:26:19.640 --> 3:26:22.640]  And that's what we're each called to be.
[3:26:22.640 --> 3:26:26.640]  True to who we are, even if it's ugly, messy,
[3:26:26.640 --> 3:26:30.640]  and a little disheveled, it's okay.
[3:26:30.640 --> 3:26:33.640]  If you're true to who you are and you're interested in remembering
[3:26:33.640 --> 3:26:36.640]  what you are, maybe behaving a little bit differently.
[3:26:36.640 --> 3:26:40.640]  So I think we can learn from some of the things we're observing, too.
[3:26:40.640 --> 3:26:43.640]  And sometimes it's good to have a different voice.
[3:26:43.640 --> 3:26:45.640]  And there's a lot of different voices in the world that I'm not
[3:26:45.640 --> 3:26:48.640]  going to say one is better than the other because they're not.
[3:26:48.640 --> 3:26:51.640]  They just need to be heard.
[3:26:51.640 --> 3:26:54.640]  And then we get to decide what we're going to do,
[3:26:54.640 --> 3:26:59.640]  each of us, and not be pushed along like a wave.
[3:26:59.640 --> 3:27:04.640]  But, you know, not even being an obstacle in the way,
[3:27:04.640 --> 3:27:08.640]  but knowing that you're on the wave and you're surfing on it
[3:27:08.640 --> 3:27:11.640]  and not being toe-dunned, you know?
[3:27:11.640 --> 3:27:13.640]  And so that's really it.
[3:27:13.640 --> 3:27:16.640]  And so when I'm thinking about, when I go into these programs,
[3:27:16.640 --> 3:27:19.640]  I think about what do I know that I really want to convey?
[3:27:19.640 --> 3:27:23.640]  I could talk to you about science, which is where a lot of people get lost,
[3:27:23.640 --> 3:27:26.640]  you see, because then they get all excited about that science
[3:27:26.640 --> 3:27:30.640]  and all the magic they think it can do.
[3:27:30.640 --> 3:27:35.640]  But here's what I know is the essence of what we are,
[3:27:35.640 --> 3:27:40.640]  is that so-called magic that they're looking for.
[3:27:40.640 --> 3:27:41.640]  And that's a crummy word.
[3:27:41.640 --> 3:27:43.640]  I really hate that word.
[3:27:43.640 --> 3:27:47.640]  It denotes too many things that have too much garbage attached to it.
[3:27:47.640 --> 3:27:52.640]  But let me just say the miraculous nature of things,
[3:27:52.640 --> 3:27:55.640]  when we begin to discover it in the small things,
[3:27:55.640 --> 3:27:58.640]  is what leads to the possibilities.
[3:27:58.640 --> 3:28:03.640]  And when we do that independently as living souls, as sovereigns,
[3:28:03.640 --> 3:28:10.640]  then the world changes one breath at a time by us changing the way we see it
[3:28:10.640 --> 3:28:15.640]  and doing it with intention, because here's what I learned about words
[3:28:15.640 --> 3:28:18.640]  and why I take this work so seriously.
[3:28:18.640 --> 3:28:23.640]  When I say something that's going to try and change the way you behave
[3:28:23.640 --> 3:28:26.640]  or the way you think or what you think about,
[3:28:26.640 --> 3:28:28.640]  I'm partially responsible for that.
[3:28:28.640 --> 3:28:30.640]  I'm not CNN.
[3:28:30.640 --> 3:28:32.640]  I'm not the mainstream.
[3:28:32.640 --> 3:28:33.640]  I've been being it.
[3:28:33.640 --> 3:28:38.640]  I'm responsible for what I say and the influence that it carries.
[3:28:38.640 --> 3:28:44.640]  And I want to influence you to do what you personally believe is right and true
[3:28:44.640 --> 3:28:46.640]  and to do it in an honorable way,
