[00:00:24.144 --> 00:00:28.127]  Blast off!
[02:55:36.401 --> 02:55:40.023]  Like, gun culture isn't something that's just from white people.
[02:55:41.368 --> 02:55:42.089]  I don't get it.
[02:55:42.089 --> 02:55:46.452]  You couldn't even watch a rap video from the late 90s without seeing a gun.
[02:55:46.452 --> 02:55:53.598]  Oh, but if a white girl does it, somehow it's cultural.
[02:55:53.598 --> 02:55:54.799]  It's a cultural thing.
[02:55:54.799 --> 02:56:00.243]  And she's threatening to kill you if she shows you have a firearm for protection?
[02:56:00.243 --> 02:56:00.743]  Whatever.
[02:56:00.743 --> 02:56:02.545]  My IQ just went down from that.
[02:56:02.545 --> 02:56:03.105]  Wow.
[02:56:03.105 --> 02:56:03.445]  I don't know.
[02:56:04.554 --> 02:56:13.541]  I'm gonna really have to find a way to get my IQ back up from that low level nonsense.
[02:56:13.541 --> 02:56:16.123]  Wow, that's the kind of dribble that people put out.
[02:56:16.123 --> 02:56:29.855]  And you know, it's so funny because of the internet era and the ability to go live and use all these different social media platforms, it's creating a lot new, there's a lot of new content, you have a lot of options of content.
[02:56:29.855 --> 02:56:30.916]  And it's just so funny.
[02:56:32.000 --> 02:56:35.342]  And I'm not trying to be rude to people out there, and I don't know who these guys are.
[02:56:35.342 --> 02:56:36.663]  Maybe they have a big following or whatever.
[02:56:36.663 --> 02:56:37.724]  I don't know their politics.
[02:56:37.724 --> 02:56:40.006]  Like I said, I'm sure we'd probably even get along.
[02:56:40.006 --> 02:56:45.790]  But it's just funny to me to see all this new content sprouting up.
[02:56:45.790 --> 02:56:47.591]  And I'm encouraging it.
[02:56:47.591 --> 02:56:48.232]  Don't get me wrong.
[02:56:48.232 --> 02:56:52.175]  I'm encouraging people to go do new YouTube stuff and to go do stuff for themselves.
[02:56:52.175 --> 02:56:58.960]  It's just funny to me how... I mean, like for example,
[02:57:00.006 --> 02:57:04.709]  Info Wars, I don't know how to properly analyze this.
[02:57:04.709 --> 02:57:09.571]  All this new stuff that's cropping up, because mainstream television news is trying to get behind it, basically.
[02:57:09.571 --> 02:57:16.515]  Because you've got organically people sprouting up and making a name for themselves, like Candace Owens.
[02:57:16.515 --> 02:57:20.257]  You know, she didn't need to be promoted by television news to do her thing.
[02:57:21.364 --> 02:57:32.551]  But there's all this other stuff that television and major mainstream outlets are trying to do to get in on the internet content revolution, and it just sucks.
[02:57:32.551 --> 02:57:33.231]  It just sucks.
[02:57:33.231 --> 02:57:34.552]  Like, it all fails.
[02:57:34.552 --> 02:57:42.096]  Like, how many Comedy Central shows have they had where they make fun of Alex Jones and make fun of Infowars, and they come and go overnight?
[02:57:42.096 --> 02:57:43.317]  It's not working, guys.
[02:57:43.317 --> 02:57:44.418]  Go with real content.
[02:57:46.365 --> 02:57:54.909]  Alex Jones here with an extremely exciting announcement that will be a gift to yourself and a gift to the InfoWar to fight the globalist and live in a free society.
[02:57:54.909 --> 02:57:58.411]  Several years ago, I set out with top formulators in the U.S.
[02:57:58.411 --> 02:58:07.955]  to create the strongest, most concentrated, over-the-top stamina, libido, workout, brain formula that is safe.
[02:58:07.955 --> 02:58:15.119]  I know from using this myself the last few months, and from seeing my friends and family use it, that this new product is going to end up being the number one
[02:58:15.359 --> 02:58:18.941]  Best-selling product at Infowarslife.com, because it works so well.
[02:58:18.941 --> 02:58:27.186]  This is a gift you want to give yourself, and then rest assured, you're fighting the Infowar, so it's a total, absolute, sure win, no lose equation.
[02:58:27.186 --> 02:58:31.969]  Try Alpha Power, exclusively available at Infowarslife.com for yourself.
[02:58:31.969 --> 02:58:33.870]  Ladies and gentlemen, it's non-GMO.
[02:58:33.870 --> 02:58:37.693]  It's for your brain, it's for sports, it's for activities, and it's made in the USA.
[02:58:37.693 --> 02:58:40.975]  Get your Alpha Power today at Infowarslife.com.
[02:58:40.975 --> 02:58:44.017]  Everybody needs to try Alpha Power today.
[02:58:46.061 --> 02:58:50.184]  We all know that the outside toxins in the water is a serious health issue.
[02:58:50.184 --> 02:58:57.248]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[02:58:57.248 --> 02:59:02.051]  That's why we're bringing you something to provide clean water for your whole house with one system.
[02:59:02.051 --> 02:59:08.955]  The Pro-Pure Whole House Water Filtration System is an advanced, four-stage, compact filtration system
[02:59:09.375 --> 02:59:15.397]  that will provide water filtration for your entire home, removing 220 plus contaminants from your water.
[02:59:15.397 --> 02:59:24.981]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[02:59:24.981 --> 02:59:32.064]  With its broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[02:59:32.444 --> 02:59:49.697]  Head to infowarrestore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today!
[02:59:49.697 --> 02:59:52.319]  You're listening to the Alex Jones Show!
[03:00:38.593 --> 03:00:42.895]  All right, welcome back to the Alex Jones Show.
[03:00:42.895 --> 03:00:44.315]  Not sure where to go here.
[03:00:44.315 --> 03:00:51.518]  I'm honestly, actually, to be honest, I'm still in shock from whatever I just watched in the last segment.
[03:00:51.518 --> 03:00:52.999]  My IQ is still low.
[03:00:52.999 --> 03:00:54.019]  I'm trying to get it back up.
[03:00:54.019 --> 03:01:00.002]  I already drank all my turbo force that comes in the sachet.
[03:01:00.002 --> 03:01:05.784]  So, uh, so I'm just, I'm just trying to recover my IQ from that low IQ segment that I just witnessed.
[03:01:05.784 --> 03:01:08.005]  I don't even know what it was.
[03:01:08.005 --> 03:01:08.105]  Um,
[03:01:10.242 --> 03:01:16.888]  So I may have to do a second turbo force or take some brain force or something because this is just out of control.
[03:01:16.888 --> 03:01:22.012]  Let's do clip 20 actually and maybe put an end cap on this story.
[03:01:22.012 --> 03:01:29.939]  Yeah guys, New York City Health Department puts yeshiva schools in Williamsburg on notice on unvaccinated students.
[03:01:30.982 --> 03:01:42.231]  Neighborhood officials say the vast majority of Orthodox Jews in Williamsburg are vaccinated, but because this community is so tightly knit, even a few anti-vaxxers is causing the measles outbreak to grow.
[03:01:42.231 --> 03:01:45.273]  There is no religious exemption on measles.
[03:01:45.273 --> 03:01:46.454]  This is unbelievable.
[03:01:46.454 --> 03:01:53.600]  Rabbis, all prominent rabbis, have issued declarations clearly stating that everyone should vaccinate.
[03:01:53.920 --> 03:02:03.054]  Gary Schlesinger of ParCare Community Health Network in Williamsburg is trying to reverse false information being spread about the measles vaccine through the Orthodox community.
[03:02:03.054 --> 03:02:09.524]  They're spreading this information through hotlines, some publications, I've seen some mailings.
[03:02:09.864 --> 03:02:20.431]  Since the measles outbreak began in October, the health department says there have been 285 reported cases in Brooklyn's Orthodox Jewish community, 246 of which are children.
[03:02:20.431 --> 03:02:22.572]  And so far, 21 people have been hospitalized.
[03:02:22.572 --> 03:02:25.114]  Yeah, I think five active cases right now.
[03:02:25.114 --> 03:02:27.075]  This is all over-reporting.
[03:02:27.075 --> 03:02:28.656]  It's like what they do with gun violence.
[03:02:28.656 --> 03:02:31.658]  Will face fines or possibly be shut down.
[03:02:31.658 --> 03:02:37.442]  Yeah, now, no, de Blasio says $1,000 fine if you don't vaccinate.
[03:02:38.450 --> 03:02:39.491]  It's people that are afraid.
[03:02:39.491 --> 03:02:40.491]  It's damaging.
[03:02:40.491 --> 03:02:43.253]  City Councilman Steven Levin represents Williamsburg.
[03:02:43.253 --> 03:02:45.614]  Every child has to be registered.
[03:02:45.614 --> 03:02:48.256]  And so we want the schools to do this.
[03:02:48.256 --> 03:02:52.098]  In Rockland County, there have been 167 cases of measles.
[03:02:52.098 --> 03:02:57.241]  Friday, a Supreme Court judge blocked an executive order banning unvaccinated children from public places.
[03:02:57.241 --> 03:02:58.341]  Yeah, because that's illegal.
[03:02:58.341 --> 03:02:59.962]  Good for the judge.
[03:02:59.962 --> 03:03:04.085]  It's only going to spread unless we fix the problems in the system.
[03:03:04.085 --> 03:03:05.205]  You know what?
[03:03:05.205 --> 03:03:05.706]  Pause this.
[03:03:05.706 --> 03:03:06.486]  Pause this.
[03:03:06.486 --> 03:03:06.866]  I'll tell you.
[03:03:15.427 --> 03:03:22.570]  You know, I kind of have a new outlook on life because of stuff like this.
[03:03:22.570 --> 03:03:31.734]  And it's actually helping me kind of accept my insomnia now, where it's like I don't even try to sleep half the time anymore.
[03:03:31.734 --> 03:03:37.537]  But it's moments like this where I actually think I'm living in a video game.
[03:03:37.537 --> 03:03:38.217]  These people aren't.
[03:03:38.217 --> 03:03:40.898]  These people can't be real.
[03:03:40.898 --> 03:03:43.600]  Because is there any applied logic here?
[03:03:44.582 --> 03:03:50.326]  How is it, if you're vaccinated, you're worried about getting measles?
[03:03:50.326 --> 03:03:56.830]  And if the vaccine doesn't work, then why are you taking it?
[03:03:56.830 --> 03:04:03.135]  And then overall, above it all, why are you for medical tyranny?
[03:04:03.135 --> 03:04:05.156]  Religious exemption you say doesn't exist?
[03:04:05.156 --> 03:04:05.997]  All right, finish the report.
[03:04:07.210 --> 03:04:08.691]  Get the vaccine if you're worried!
[03:04:08.691 --> 03:04:11.272]  I'm telling you, I'm telling you, you know what?
[03:04:11.272 --> 03:04:12.933]  Total, this is total confirmation.
[03:04:12.933 --> 03:04:15.074]  They're running a medical test in New York, folks.
[03:04:15.074 --> 03:04:17.236]  They're running a medical test on these Jews in New York.
[03:04:17.236 --> 03:04:18.476]  That guy's probably part of it right there.
[03:04:18.476 --> 03:04:18.797]  Right there.
[03:04:36.889 --> 03:04:38.209]  Who's Parcare?
[03:04:38.209 --> 03:04:39.950]  Did we ever find out what Parcare is?
[03:04:39.950 --> 03:04:43.291]  Oh, there's de Blasio!
[03:04:43.291 --> 03:04:47.352]  Yeah, the guy who employs pedophiles!
[03:04:47.352 --> 03:04:50.633]  This is medical tyranny, man!
[03:04:50.633 --> 03:04:52.734]  That's my red line right there.
[03:04:52.734 --> 03:04:52.914]  Nope.
[03:04:54.238 --> 03:04:59.421]  Infowarsstore.com is how you support us, and it's not like we're selling stuff you don't need, you don't want.
[03:04:59.421 --> 03:05:08.006]  The air in the average American home is filled with toxins that put it on par with a major city.
[03:05:08.006 --> 03:05:10.967]  Some of the most polluted areas on earth are major cities.
[03:05:10.967 --> 03:05:12.708]  How can I solve that problem?
[03:05:12.708 --> 03:05:18.992]  So we have air filters at Infowarsstore.com, the Alexa Pure Breeze, which is right now $50 off.
[03:05:21.093 --> 03:05:26.415]  The Alexa Pure Breeze Groundbreaking Ion Cluster Air Filter Technology.
[03:05:26.415 --> 03:05:29.356]  And we've got a limited quantity of these left right now.
[03:05:29.356 --> 03:05:32.957]  We're basically selling these at cost because there was a big overhaul.
[03:05:32.957 --> 03:05:37.258]  Go ahead and read the hundreds of five-star reviews for yourself.
[03:05:37.258 --> 03:05:39.099]  I've got two in my home.
[03:05:39.099 --> 03:05:45.181]  You will notice the difference, ladies and gentlemen, with the Alexa Pure Breeze in your house.
[03:05:45.181 --> 03:05:46.041]  Don't live
[03:05:46.861 --> 03:05:50.922]  In a polluted major city in your home, have clean air.
[03:05:50.922 --> 03:05:52.263]  Go to Infowarsstore.com.
[03:05:52.263 --> 03:06:07.288]  No, no, no!
[03:06:07.288 --> 03:06:09.089]  This is actually... I'm talking to the crew.
[03:06:09.089 --> 03:06:15.471]  This is like... Honestly, I'm actually struggling to put words to this.
[03:06:18.888 --> 03:06:25.795]  Folks, we know about all the big medical tests that they've done with syphilis on black people and AIDS.
[03:06:25.795 --> 03:06:35.204]  Folks, we're all guinea pigs for the vaccine program if you really want to get down to brass tacks, but what's happening in New York right now to this Jewish community?
[03:06:35.204 --> 03:06:39.529]  You better watch out because I think they're testing something on y'all up there right now.
[03:06:40.874 --> 03:06:43.695]  Forced vaccinations?
[03:06:43.695 --> 03:06:45.476]  Forced vaccinations?
[03:06:45.476 --> 03:06:47.637]  Fines if you don't get vaccinated?
[03:06:47.637 --> 03:06:49.578]  Telling you you can't go out in public?
[03:06:49.578 --> 03:06:51.759]  Folks, they're running a test!
[03:06:51.759 --> 03:06:58.082]  They are testing something right now in those vaccines on people in New York and specifically that Jewish community.
[03:07:01.428 --> 03:07:03.008]  Print that one up, Media Matters.
[03:07:03.008 --> 03:07:09.650]  And while you're printing that up, please link to the story about how governments tested when they injected Americans with plutonium.
[03:07:09.650 --> 03:07:11.850]  Did you forget about that one?
[03:07:11.850 --> 03:07:14.171]  The ones where they injected Americans with syphilis?
[03:07:14.171 --> 03:07:18.392]  The ones where they patented AIDS?
[03:07:18.392 --> 03:07:21.953]  You sick freaks.
[03:07:21.953 --> 03:07:24.373]  So yeah, go ahead and put this one.
[03:07:24.373 --> 03:07:27.214]  Infowars conspiracy theorist Owen Schroer says that
[03:07:29.431 --> 03:07:34.253]  Forced vaccinations in New York is a big medical test on Jewish community.
[03:07:34.253 --> 03:07:37.334]  Print that one, Media Matters!
[03:07:37.334 --> 03:07:38.515]  See, that's when they don't print it.
[03:07:38.515 --> 03:07:39.715]  It's when I want them to print it.
[03:07:39.715 --> 03:07:40.936]  Like, I want you to print that.
[03:07:40.936 --> 03:07:43.717]  You think that makes me look bad?
[03:07:43.717 --> 03:07:47.939]  I'll look like a genius in 20 years when it comes out.
[03:07:47.939 --> 03:07:48.239]  Folks...
[03:07:51.947 --> 03:07:54.529]  This is not a coincidence.
[03:07:54.529 --> 03:08:05.339]  Please don't be this naive, ladies and gentlemen, that this tight-knit Jewish community happens to be where they're rolling out this test case, and that they're gonna fine you if you don't take a vaccine.
[03:08:05.339 --> 03:08:08.561]  They're telling you you can't go in public if you don't take a vaccine.
[03:08:08.561 --> 03:08:11.384]  Folks, wake up and smell the coffee, please.
[03:08:13.683 --> 03:08:16.906]  They sprayed an entire community of black people in St.
[03:08:16.906 --> 03:08:21.510]  Louis to see how they would respond to an adjuvant in the spray.
[03:08:21.510 --> 03:08:23.351]  Sprayed an entire building.
[03:08:23.351 --> 03:08:24.853]  Came out years later.
[03:08:24.853 --> 03:08:26.374]  Government does this all the time.
[03:08:26.374 --> 03:08:28.216]  And I think they're doing it right now.
[03:08:28.216 --> 03:08:29.917]  But that's what I'm saying.
[03:08:29.917 --> 03:08:31.859]  The crew in the break was telling me, like,
[03:08:32.722 --> 03:08:34.903]  Since when is measles such a big deal?
[03:08:34.903 --> 03:08:43.248]  Unless you have an autoimmune disorder, or you have a very weak immune system because you're up in age, it doesn't even matter.
[03:08:43.248 --> 03:08:44.029]  Here's a story.
[03:08:44.029 --> 03:08:45.790]  Army scientists secretly sprayed St.
[03:08:45.790 --> 03:08:50.373]  Louis with radioactive particles for years to test chemical warfare technology.
[03:08:50.373 --> 03:08:53.094]  Folks, wake up!
[03:08:53.094 --> 03:08:55.616]  Wake up!
[03:08:55.616 --> 03:08:57.197]  You are a guinea pig!
[03:08:58.348 --> 03:09:00.949]  You are a guinea pig for the New World Order!
[03:09:00.949 --> 03:09:04.809]  They're testing vaccines on you right now!
[03:09:04.809 --> 03:09:07.870]  Oh!
[03:09:07.870 --> 03:09:10.550]  5G is coming.
[03:09:10.550 --> 03:09:12.391]  You're a guinea pig for 5G.
[03:09:12.391 --> 03:09:13.491]  But you know what?
[03:09:13.491 --> 03:09:15.872]  They've already done the experiments.
[03:09:15.872 --> 03:09:18.672]  They're gonna blast you to death with 5G.
[03:09:18.672 --> 03:09:20.853]  And they're gonna make you upload yourself to a machine.
[03:09:20.853 --> 03:09:24.973]  It's all happening right now.
[03:09:24.973 --> 03:09:27.934]  It's all happening literally right now.
[03:09:29.884 --> 03:09:33.887]  Wow.
[03:09:33.887 --> 03:09:36.429]  I'm just floored by this.
[03:09:36.429 --> 03:09:44.595]  I just can't believe that this happens and people are just so clueless.
[03:09:44.595 --> 03:09:47.196]  This is scary.
[03:09:47.196 --> 03:09:49.238]  This is really scary.
[03:09:49.238 --> 03:09:50.339]  You gotta understand, man.
[03:09:52.794 --> 03:09:54.916]  You don't know what they're putting in those vaccines.
[03:09:54.916 --> 03:09:57.938]  I mean, and look, I know people that make vaccines.
[03:09:57.938 --> 03:10:02.562]  I've had people in my family that have actually been scientists on top vaccines.
[03:10:02.562 --> 03:10:04.323]  I'm not saying they're bad people.
[03:10:04.323 --> 03:10:06.845]  I'm not even saying you guys are involved.
[03:10:06.845 --> 03:10:11.329]  You guys are just running the scientific tests to produce the vaccines.
[03:10:12.552 --> 03:10:17.415]  Then they're rolling it out on a test case basis for multiple things.
[03:10:17.415 --> 03:10:33.826]  See if they can force you to take it, see what adjuvants they can get in there to make you take it, see what response people have to the adjuvants, and then who knows what else they're putting in there.
[03:10:33.826 --> 03:10:38.549]  I tell you, my heart hurts right now for New York.
[03:10:38.549 --> 03:10:40.850]  My heart hurts for you guys.
[03:10:40.850 --> 03:10:41.731]  What a beautiful state.
[03:10:43.317 --> 03:10:48.938]  And it's just, they're running a massive test right now with these vaccines, folks.
[03:10:48.938 --> 03:10:57.880]  They're literally running a massive test right now, and the measles is the excuse, and the American public are so ignorant.
[03:10:57.880 --> 03:10:58.980]  And you know what it is, honestly?
[03:10:58.980 --> 03:11:00.380]  And we all fall victim of this.
[03:11:00.380 --> 03:11:10.502]  Oh yeah, Ron Rosenstein's sister is the director, or former director, I don't know if she still is, but I digress.
[03:11:13.072 --> 03:11:18.613]  I just... It's just so bad, man.
[03:11:18.613 --> 03:11:20.114]  Cuomo says America's never great.
[03:11:20.114 --> 03:11:25.835]  de Blasio has top staffers who are huge monster pedophiles.
[03:11:25.835 --> 03:11:27.375]  Now they're forcing you to vaccinate.
[03:11:27.375 --> 03:11:30.136]  I mean, this is... This is bad news, man.
[03:11:30.136 --> 03:11:32.156]  This is bad news.
[03:11:32.156 --> 03:11:39.998]  And if they successfully do this in New York over measles... I can't believe this, man.
[03:11:41.636 --> 03:11:45.399]  This is like them saying they're going to force vaccinate for chickenpox.
[03:11:45.399 --> 03:11:50.563]  I mean, folks, the measles is not that big of a deal.
[03:11:50.563 --> 03:11:51.164]  It's not.
[03:11:51.164 --> 03:11:55.828]  And I know it can be deadly for certain people, but overall, it's not.
[03:11:55.828 --> 03:11:56.748]  I can't honestly.
[03:11:57.850 --> 03:12:00.452]  There was a measles outbreak in Brazil.
[03:12:00.452 --> 03:12:03.754]  When I was down in Brazil two years ago, there was a measles outbreak.
[03:12:03.754 --> 03:12:06.716]  And they tested people coming back for measles.
[03:12:06.716 --> 03:12:11.460]  And Brazil, you have to take a measles vaccine in Brazil.
[03:12:11.460 --> 03:12:17.704]  In fact, it's so bad down there, every Brazilian has a scar on their arm from all the vaccines they take.
[03:12:17.704 --> 03:12:18.485]  Think about that.
[03:12:18.485 --> 03:12:26.471]  I mean, you want to talk Mark of the Beast in the flesh, but then there's a measles outbreak.
[03:12:26.471 --> 03:12:26.491]  I...
[03:12:27.179 --> 03:12:34.414]  Literally lived with an individual in Brazil who had measles for a week.
[03:12:34.414 --> 03:12:35.355]  For a week.
[03:12:35.355 --> 03:12:36.498]  You know what they told her?
[03:12:36.498 --> 03:12:36.878]  They said...
[03:12:38.852 --> 03:12:41.033]  Uh, you know, just don't.
[03:12:41.033 --> 03:12:41.994]  You're contagious.
[03:12:41.994 --> 03:12:43.775]  So, you know, wear a breathing mask.
[03:12:43.775 --> 03:12:44.556]  Don't touch stuff.
[03:12:44.556 --> 03:12:45.956]  Don't share germs with people.
[03:12:45.956 --> 03:12:48.358]  Most of the time she wasn't even wearing a breathing mask.
[03:12:48.358 --> 03:12:51.260]  She had a little bit of a swollen cheek.
[03:12:51.260 --> 03:12:55.522]  Her and her boyfriend were, you know, they weren't, they didn't stop engaging in any activity.
[03:12:55.522 --> 03:12:56.783]  I'll just put it that way.
[03:12:56.783 --> 03:12:58.144]  He never got the measles.
[03:12:58.144 --> 03:12:59.105]  I never got the measles.
[03:12:59.105 --> 03:13:00.445]  I was hanging out with her for a week.
[03:13:00.445 --> 03:13:01.166]  I'm still here.
[03:13:01.166 --> 03:13:07.570]  I just can't believe they're going to get away with this.
[03:13:10.345 --> 03:13:12.306]  All right.
[03:13:12.306 --> 03:13:13.286]  All right.
[03:13:13.286 --> 03:13:14.407]  It's fine.
[03:13:14.407 --> 03:13:15.227]  It's fine.
[03:13:15.227 --> 03:13:16.948]  Just medical tyranny is here, folks.
[03:13:16.948 --> 03:13:17.869]  Just know that.
[03:13:17.869 --> 03:13:28.934]  Medical tyranny is here, and if they can get away with forced vaccinations and whatever tests they're running up there in New York, all bets are off.
[03:13:28.934 --> 03:13:32.116]  All bets are off, folks.
[03:13:32.116 --> 03:13:32.996]  All right.
[03:13:32.996 --> 03:13:38.679]  I'm going to open up the phone lines, and I'm going to take calls for the rest of the broadcast, okay?
[03:13:39.958 --> 03:13:48.742]  So, I'm gonna go ahead and give out the phone number right now.
[03:13:48.742 --> 03:13:49.202]  1-877-789-ALEX.
[03:13:49.202 --> 03:13:50.882]  1-877-789-2539.
[03:13:50.882 --> 03:13:52.463]  You can call in on any topics.
[03:13:52.463 --> 03:13:58.546]  Ilhan Omar, forced vaccines.
[03:13:58.546 --> 03:14:06.189]  I'd say those are the two leading topics for today, though.
[03:14:06.189 --> 03:14:08.510]  Man.
[03:14:08.510 --> 03:14:09.350]  That's, I mean...
[03:14:10.899 --> 03:14:18.821]  When I think about, I mean, cause you, you gotta really actually kind of dig into your own consciousness and think about what your red line is.
[03:14:18.821 --> 03:14:29.383]  I mean, what really, what is the moment where you really, like, like what they were saying about Caitlyn Bennett, like, oh, you know, I got a gun.
[03:14:29.383 --> 03:14:35.244]  I mean, what moment is it that you really, when someone's gonna, and when you really like, okay, take it from my cold dead hands.
[03:14:35.244 --> 03:14:36.345]  Cause I've thought about this.
[03:14:36.345 --> 03:14:37.965]  I mean, even gun confiscation.
[03:14:39.033 --> 03:14:48.278]  Like, would you be willing to die, would you be willing to get in that firefight if somebody came door-to-door gun confiscation?
[03:14:48.278 --> 03:14:56.763]  And for that, part of me is like, well, I mean, I'd probably end up getting railroaded and die later, but I'm not sure if I was in that instance, maybe, depending on the situation.
[03:14:56.763 --> 03:14:57.964]  Forced vaccines?
[03:14:57.964 --> 03:14:59.905]  No.
[03:14:59.905 --> 03:15:01.786]  No.
[03:15:01.786 --> 03:15:02.607]  No.
[03:15:02.607 --> 03:15:08.110]  I already consciously, I already philosophically, I already intellectually know that's my red line.
[03:15:09.062 --> 03:15:18.909]  I'm telling you, even gun confiscation, even if they came to my house, I'm still unclear in my own head about whether I would actually go out in that firefight.
[03:15:18.909 --> 03:15:24.573]  But let me tell you something, forced vaccines, I'm already consciously, philosophically, that's my red line.
[03:15:24.573 --> 03:15:25.254]  No.
[03:15:25.254 --> 03:15:27.495]  Or if you want a microchip, that's the other thing too.
[03:15:27.495 --> 03:15:37.823]  If you come to my door and tell me that you have to give me a microchip or tell me that you have to vaccinate me, well, you're not going to need to vaccinate me when you're done with me because I'll be dead.
[03:15:38.763 --> 03:15:40.365]  Because it ain't happening.
[03:15:40.365 --> 03:15:42.106]  You're not putting a microchip in me.
[03:15:42.106 --> 03:15:42.747]  I'm human.
[03:15:42.747 --> 03:15:45.029]  You're not going to force vaccinate me.
[03:15:45.029 --> 03:15:46.811]  I have rights.
[03:15:46.811 --> 03:15:47.932]  I have freedoms.
[03:15:47.932 --> 03:15:49.273]  That is medical tyranny.
[03:15:49.273 --> 03:15:52.536]  America, please reject medical tyranny.
[03:15:53.396 --> 03:15:54.597]  Hi, I'm Dan Pilla.
[03:15:54.597 --> 03:15:58.520]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[03:15:58.520 --> 03:16:00.061]  I sued the IRS and won.
[03:16:00.061 --> 03:16:03.024]  I beat the IRS then, and I've been beating them ever since.
[03:16:03.024 --> 03:16:08.588]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[03:16:08.588 --> 03:16:09.789]  I can help you, too.
[03:16:09.789 --> 03:16:12.731]  If you owe taxes you can't pay, don't wait another day.
[03:16:12.731 --> 03:16:14.953]  There's no such thing as a hopeless tax case.
[03:16:14.953 --> 03:16:19.396]  Call 800-34-NO-TAX or go to my website, danpilla.com.
[03:16:19.396 --> 03:16:21.718]  That's danpilla.com, danpilla.com.
[03:16:22.879 --> 03:16:29.223]  The United States of Empire is a book that claims the United States is the empire of the world.
[03:16:29.223 --> 03:16:32.265]  George Washington had warned us against foreign wars.
[03:16:32.265 --> 03:16:38.189]  The United States of Empire shows that World Wars I and II left England broken.
[03:16:38.189 --> 03:16:41.992]  Its former colony, the U.S., had to save the empire.
[03:16:41.992 --> 03:16:43.253]  Was there ever a vote?
[03:16:43.253 --> 03:16:44.594]  Who do we fight for?
[03:16:44.594 --> 03:16:50.798]  The Deep State began with World War I. The United States of Empire by James Dunn.
[03:16:50.798 --> 03:16:52.239]  Available at Amazon Books.
[03:16:52.910 --> 03:16:56.492]  The pain in my neck, back, and shoulders has really gotten worse.
[03:16:56.492 --> 03:17:00.054]  Relief for body pain is here with Sunny Bay Heating Pads.
[03:17:00.054 --> 03:17:02.195]  Well, the last thing I want is to take another pill.
[03:17:02.195 --> 03:17:04.216]  So what's so good about Sunny Bay Heating Pads?
[03:17:04.216 --> 03:17:09.979]  Sunny Bay Heating Pads, made by Biomed DB Design, right here in the USA, come in all sizes.
[03:17:09.979 --> 03:17:16.623]  Our extra large, microwavable heating pad for back pain is designed to be large enough to cover your entire back.
[03:17:16.623 --> 03:17:20.185]  It's also perfect to wrap around your legs, knees, or shoulder and neck.
[03:17:20.185 --> 03:17:21.726]  But I need to know they're good quality.
[03:17:21.986 --> 03:17:26.107]  Of course, Sunny Bay heating pads and pillows are often an Amazon choice.
[03:17:26.107 --> 03:17:32.629]  And it's easy and most affordable when you purchase your Sunny Bay heating pads right from our website, sunshinepillows.com.
[03:17:32.629 --> 03:17:34.109]  Or call us, 2-5-3-6-7-8-1-3-6-1.
[03:17:34.109 --> 03:17:39.891]  Hey, a Sunny Bay heating pad would make a great gift, right?
[03:17:40.151 --> 03:17:44.339]  Yes, and they start at just $19.99 and free shipping is available.
[03:17:44.339 --> 03:17:52.193]  So call 2-5-3-6-7-8-1-3-6-1 or shop for your Sunny Bay heating pad at SunshinePillows.com.
[03:17:54.144 --> 03:18:03.452]  The globalists know that if they suppress the good halogen and pump the environment full of the bad halogens, fluoride, chlorine, bromine, you name it, that it lowers IQ.
[03:18:03.452 --> 03:18:06.295]  It literally dumbs the population down.
[03:18:06.295 --> 03:18:12.361]  And on our quest to bring our listeners and viewers the best eye out of the world, we've gone through two permutations.
[03:18:13.021 --> 03:18:19.286]  First, seaweed-based iodine that was pretty good, but hard to source, and the Globels tried to block us getting a supply of it.
[03:18:19.286 --> 03:18:25.550]  So we discovered deep-earth crystals of pure nascent iodine and brought you X2 that's been incredible.
[03:18:25.550 --> 03:18:32.515]  Now, due to the Establishment trying to block that, we did more research and secured more of the deep-earth crystals of nascent iodine.
[03:18:33.636 --> 03:18:46.662]  Chemists, scientists, and others showed us the research that by combining it with three other compounds, two forms of iodine and vitamin C, it supercharges it and makes it even more bioavailable.
[03:18:46.662 --> 03:18:50.924]  Ladies and gentlemen, if you want to research it, you want to see it, it's an incredible discovery.
[03:18:50.924 --> 03:18:53.605]  X3, now available at mfulworthslife.com.
[03:18:54.125 --> 03:19:04.727]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[03:19:04.727 --> 03:19:06.768]  That's why I'm introducing Z-SHIELD.
[03:19:06.768 --> 03:19:09.649]  Toxic Metal and Chemical Defense Support.
[03:19:09.649 --> 03:19:11.149]  It's made in the USA.
[03:19:11.149 --> 03:19:17.971]  It's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the info war.
[03:19:17.971 --> 03:19:19.191]  It is a classical 360 wind.
