[00:00:16.081 --> 00:00:18.103]  Awesome!
[03:22:57.100 --> 03:23:01.904]  We the Star Chamber have spoken, and his listeners have no right to hear him.
[03:23:01.904 --> 03:23:08.868]  Now, part of the reason I spoke out in support of Alex Jones is because he's been a son of a bitch to me.
[03:23:08.868 --> 03:23:14.012]  The guy goes on air and routinely accuses my father of killing John F. Kennedy.
[03:23:15.931 --> 03:23:18.912]  For the record, he didn't do it, but my dad did take out Jimmy Hoffa.
[03:23:18.912 --> 03:23:22.734]  I apologize for that.
[03:23:22.734 --> 03:23:27.556]  Look, to be honest, I don't like crackpots that accuse my father of murder.
[03:23:27.556 --> 03:23:29.317]  All right, let's take a pause.
[03:23:29.317 --> 03:23:36.239]  What's up with every interviewer either being a transvestite or like a weird little robot soy boy?
[03:23:36.239 --> 03:23:42.242]  Because they put out all these things I didn't say or didn't do, and then this person's supposed to renounce them.
[03:23:43.971 --> 03:23:47.273]  The New York Times promoted fake WMDs that killed millions.
[03:23:47.273 --> 03:23:48.794]  They run the whole Arab Spring.
[03:23:48.794 --> 03:23:51.095]  They do all this criminal stuff on purpose.
[03:23:51.095 --> 03:23:53.476]  They lie continually.
[03:23:53.476 --> 03:23:58.419]  And they go, oh Alex Jones does all these bad things.
[03:23:58.419 --> 03:24:00.740]  I had Roger Stone on.
[03:24:00.740 --> 03:24:02.041]  Ted.
[03:24:02.041 --> 03:24:06.203]  And Roger Stone, at that time Ted was talking to the President.
[03:24:06.203 --> 03:24:09.565]  And talking to CENTCOM.
[03:24:10.575 --> 03:24:13.357]  Special Operations Command, and the word is your dad was in the CIA.
[03:24:13.357 --> 03:24:16.699]  And we just brought that up, and you dropped it out of the race the next day.
[03:24:16.699 --> 03:24:19.321]  So, you're recycling all this.
[03:24:19.321 --> 03:24:22.183]  So, you should be mad at Trump if you're mad about that.
[03:24:22.183 --> 03:24:26.026]  Because we all know where it came from, and we know Trump repeated it.
[03:24:26.026 --> 03:24:29.528]  Oh, but you love him now, don't you?
[03:24:29.528 --> 03:24:30.889]  I did my job, buddy boy.
[03:24:30.889 --> 03:24:32.150]  And you know it.
[03:24:32.150 --> 03:24:34.512]  Like getting your ass into office here in Texas.
[03:24:36.601 --> 03:24:40.803]  Here he is sucking the lollipop of the Washington Post.
[03:24:40.803 --> 03:24:42.323]  Let's continue.
[03:24:42.323 --> 03:24:47.565]  Like crackpots that accused my father of murder.
[03:24:47.565 --> 03:24:51.687]  That's why I defended his First Amendment rights.
[03:24:51.687 --> 03:24:57.209]  Because the First Amendment is about letting people speak and letting the marketplace of ideas decide.
[03:24:57.209 --> 03:25:01.351]  It's precisely because I was defending someone who comes after me
[03:25:02.686 --> 03:25:06.788]  To illustrate, this is not about my particular policy views being favored.
[03:25:06.788 --> 03:25:13.971]  This is about... And it used to be, by the way... The soy boy is in love.
[03:25:13.971 --> 03:25:15.852]  Can we back this up?
[03:25:15.852 --> 03:25:17.612]  Like, do these guys get a hotel room later?
[03:25:17.612 --> 03:25:18.253]  Which is fine.
[03:25:18.253 --> 03:25:20.113]  I'm super liberal.
[03:25:20.113 --> 03:25:23.355]  But, like, I think we know who's pitching and who's catching here.
[03:25:23.355 --> 03:25:27.757]  Did Ted Cruz have his legs up behind that guy's ears an hour later in a hotel room?
[03:25:27.757 --> 03:25:29.417]  And by the way, that's called comedy, folks.
[03:25:29.417 --> 03:25:30.538]  I'm not being serious here.
[03:25:31.647 --> 03:25:35.952]  I mean, Soy Boy looks like he stepped on a little flying saucer.
[03:25:35.952 --> 03:25:37.614]  Maybe it's a gray alien.
[03:25:37.614 --> 03:25:39.896]  Being sarcastic folks, it's all called comedy.
[03:25:39.896 --> 03:25:45.662]  But seriously, Ted, Ted, you wouldn't have got elected if we didn't support you for the Senate again.
[03:25:46.539 --> 03:25:54.787]  And you go back to your vomit, you go back to these guys that will slit your throat in a minute, as if groveling to the Washington Post will make it.
[03:25:54.787 --> 03:25:56.088]  We've already overthrown them.
[03:25:56.088 --> 03:25:57.429]  We've already defeated them.
[03:25:57.429 --> 03:26:06.978]  And we keep going through this Groundhog Day every time that some chicken neck soy boy that no one even knows who he is, and then you're going to just go into this prostration before him.
[03:26:06.978 --> 03:26:07.519]  Let's continue.
[03:26:09.052 --> 03:26:14.375]  And it used to be, by the way, journalists used to be vigorous in protecting free speech.
[03:26:14.375 --> 03:26:15.456]  It's really striking.
[03:26:15.456 --> 03:26:16.597]  That's a good point, now.
[03:26:16.597 --> 03:26:19.118]  How many journalists are perfectly... Back this up five seconds.
[03:26:19.118 --> 03:26:21.920]  So he does his little, I'm not with Alex Jones.
[03:26:21.920 --> 03:26:23.180]  Now he tells you what he really thinks.
[03:26:23.180 --> 03:26:25.582]  I like Ted Cruz.
[03:26:25.582 --> 03:26:28.744]  We had a private conversation in D.C.
[03:26:28.744 --> 03:26:29.604]  Part of it on tape.
[03:26:29.604 --> 03:26:31.545]  The point is, I like Ted Cruz.
[03:26:31.545 --> 03:26:32.906]  He could be president someday.
[03:26:32.906 --> 03:26:34.827]  Knock it off, Ted.
[03:26:34.827 --> 03:26:36.108]  Your dad was in the CIA.
[03:26:36.108 --> 03:26:37.729]  You want us to release the documents?
[03:26:38.899 --> 03:26:42.021]  Doesn't mean he killed JFK.
[03:26:42.021 --> 03:26:45.484]  He was involved in New Orleans.
[03:26:45.484 --> 03:26:47.846]  Knock it off!
[03:26:47.846 --> 03:26:50.008]  We're here to protect and defend your ideas.
[03:26:50.008 --> 03:26:52.009]  We like what you do.
[03:26:52.009 --> 03:26:55.032]  So stop acting like this cocksucker next to you.
[03:26:55.032 --> 03:26:58.554]  I'm sorry, whatever he is, delay that.
[03:26:58.554 --> 03:27:02.537]  Stop acting like this little trendy next to you is your life raft.
[03:27:02.537 --> 03:27:03.478]  He ain't, man.
[03:27:03.478 --> 03:27:06.500]  He'll take you down like a ton of bricks tied to your ankles.
[03:27:06.500 --> 03:27:06.941]  Go back to him.
[03:27:07.845 --> 03:27:14.568]  And it used to be, by the way, journalists used to be vigorous in protecting free speech.
[03:27:14.568 --> 03:27:16.769]  It's really striking.
[03:27:16.769 --> 03:27:21.812]  How many journalists are perfectly fine with the massive power big tech has to censor views?
[03:27:21.812 --> 03:27:25.874]  And it may be because the views they're suppressing journalists disagree with.
[03:27:25.874 --> 03:27:31.637]  So if they're suppressing pro-life views, look, most journalists are not pro-life, so what skin is it off my nose?
[03:27:32.677 --> 03:27:43.717]  Well, I think that's a very dangerous power to hand over if you suddenly have two or three billionaires deciding what speech is allowed, what speech is not, and it's all invisible.
[03:27:43.919 --> 03:27:54.045]  But Senator, this was an example of somebody who has a very large following that had been enabled in some ways by the social media platforms that later banned him to spread those falsehoods.
[03:27:54.045 --> 03:27:58.207]  You don't think that those companies have a responsibility to sort of limit the spread of that, if they can?
[03:27:58.207 --> 03:28:05.632]  Well, look, I will note, by the way, because I guess as I understand it he has a radio show, he's facing slander and libel
[03:28:06.392 --> 03:28:06.572]  I think?
[03:28:26.312 --> 03:28:32.916]  Never roll around in the mud with a pig, because you'll get covered in mud and the pig likes it.
[03:28:32.916 --> 03:28:34.797]  That, frankly, was my advice to my dad.
[03:28:34.797 --> 03:28:36.437]  Bingo!
[03:28:36.437 --> 03:28:39.179]  But, we do have a legal system.
[03:28:39.179 --> 03:28:42.661]  We launched the whole movement you wrote in on, you and Trump.
[03:28:42.661 --> 03:28:47.944]  My audience watched the whole wave you rolled in on, brother.
[03:28:47.944 --> 03:28:48.824]  Recognize it.
[03:28:48.824 --> 03:28:50.365]  We wrote the whole book.
[03:28:51.317 --> 03:28:51.977]  And I get it.
[03:28:51.977 --> 03:28:53.638]  Babies want to destroy their parents.
[03:28:53.638 --> 03:29:04.681]  When you have a pain in the neck, a real pain in the neck, back, shoulder, or legs, you now have two convenient choices to get fast relief without taking another pill.
[03:29:04.681 --> 03:29:10.482]  Because now, Sunny Bay Heating Wraps and Pillows are available at both Amazon and Walmart.
[03:29:10.482 --> 03:29:11.122]  Yes!
[03:29:11.122 --> 03:29:17.004]  See Sunny Bay's four and a half to five star customer reviews on Amazon.com or Walmart.com.
[03:29:17.364 --> 03:29:25.810]  Our microwavable heat wraps, heatable neck pillows and extra large body wraps are designed better for perfect support where and when you need it.
[03:29:25.810 --> 03:29:34.836]  Even while driving, Sunny Bay wraps will not burn and stay balanced to provide soothing, hot or cold therapy to help treat temporary or chronic pain.
[03:29:34.836 --> 03:29:38.078]  And the best part, Sunny Bay quality products start at under $20.
[03:29:39.079 --> 03:29:47.105]  Join thousands of happy customers and see why Sunny Bay products have a lifetime 100% positive rating on both Amazon and Etsy.
[03:29:47.105 --> 03:29:47.885]  It's easy.
[03:29:47.885 --> 03:29:51.768]  Click Amazon or Walmart and search today for Sunny Bay.
[03:29:55.665 --> 03:29:59.767]  InfoWars, the most banned network in the world.
[03:29:59.767 --> 03:30:02.908]  Viewers and listeners, I wouldn't be here if it wasn't for you.
[03:30:02.908 --> 03:30:06.070]  And we're under unprecedented evil attacks as you've seen.
[03:30:06.070 --> 03:30:18.275]  But I wanted to take just a minute out here from the bottom of my heart to tell you how much it means to me that when you saw those lies against us last week, the worst things you can say about people that you knew they were liars, you went and looked it up and found out the truth.
[03:30:18.275 --> 03:30:23.457]  And so I feel very strong and I feel God's hand on my shoulder and I feel your love in my heart.
[03:30:23.457 --> 03:30:24.678]  And I want you to know that love is right back
[03:30:24.758 --> 03:30:26.359]  InfoWars, the most banned network in the world.
[03:30:54.597 --> 03:30:56.558]  Briefly, folks, please do not forget.
[03:30:56.558 --> 03:30:57.739]  This is the maximum alert.
[03:30:57.739 --> 03:30:58.899]  We wouldn't be here without you.
[03:30:58.899 --> 03:31:00.300]  I thank you for your support and your help.
[03:31:00.300 --> 03:31:06.583]  We're going to be steadfast in this fight, but we need financial support, and we're going to put up more prominent donate buttons at InfoWarsTore.com.
[03:31:06.583 --> 03:31:08.384]  You want to just give us straight donations.
[03:31:08.384 --> 03:31:09.004]  There's a P.O.
[03:31:09.004 --> 03:31:10.245]  box if you want to mail us a check.
[03:31:10.245 --> 03:31:12.046]  We will put it into the fight against these globalists.
[03:31:12.046 --> 03:31:16.168]  We need money to fight back and to let them know we're taking action and to defend ourselves.
[03:31:16.408 --> 03:31:19.230]  InfoWarsStore.com is the main page.
[03:31:19.230 --> 03:31:20.651]  We have a huge sale going.
[03:31:20.651 --> 03:31:26.974]  Save InfoWars Super Special, Emergency Special, 50% off all InfoWars best-selling live products.
[03:31:26.974 --> 03:31:28.095]  All of them, 50% off.
[03:31:28.095 --> 03:31:31.197]  That's Super Mel Vitality, Survival Shield X2, now back in stock.
[03:31:31.197 --> 03:31:34.499]  RainForce Plus, TurboForce, Body's Ultimate Turmeric Formula.
[03:31:34.719 --> 03:31:38.442]  We're getting a lot of support right now, but we need a lot to go into this dark night.
[03:31:38.442 --> 03:31:39.283]  We're not going to back down.
[03:31:54.716 --> 03:32:01.363]  Infowars and free speech and your right to speech has been under unprecedented attack the last year or so.
[03:32:01.363 --> 03:32:06.047]  It's Orwellian, it's biblical, it's authoritarian, it's insane.
[03:32:06.047 --> 03:32:09.791]  And I keep trying to judge and gauge when is the right time
[03:32:10.672 --> 03:32:16.534]  To have to stumble up on deck as the captain of this operation and say, hey, we're sinking.
[03:32:16.534 --> 03:32:20.636]  I've begged for your support before and thanks for keeping us afloat, but this is the real S.O.S.
[03:32:20.636 --> 03:32:27.538]  If you don't buy a bunch of products and spread the word and keep fighting, InfoWars will be shut down, not just crippled.
[03:32:27.538 --> 03:32:28.399]  And so we've reached that point.
[03:32:29.201 --> 03:32:31.083]  It'll make the enemy happy, but, you know, whatever.
[03:32:31.083 --> 03:32:33.185]  We have withstood so many of their attacks.
[03:32:33.185 --> 03:32:35.767]  We've gone through so much because of your support.
[03:32:35.767 --> 03:32:37.128]  You have been there.
[03:32:37.128 --> 03:32:41.932]  But let me tell you, they are pissed they haven't been successful, and they're giving us their full assault.
[03:32:41.932 --> 03:32:48.078]  So we need your prayers, your financial support, and your word of mouth now at InfoWars4.com.
[03:32:48.078 --> 03:32:49.039]  It's your fight.
[03:32:49.039 --> 03:32:53.363]  Decide whether or not you want InfoWars to continue, because we could be shut down.
[03:32:57.123 --> 03:33:05.110]  You're listening to The Alex Jones Show.
[03:33:05.110 --> 03:33:07.892]  The answer to 1984 is 1776.
[03:33:07.892 --> 03:33:15.238]  You're listening to The Alex Jones Show.
[03:33:25.940 --> 03:33:31.763]  Matt Bracken had some big old storms, you know about those, roll through and knock out his power.
[03:33:31.763 --> 03:33:34.484]  But he's taking over in a moment.
[03:33:34.484 --> 03:33:37.246]  He's got a lot to say about the current escalations.
[03:33:37.246 --> 03:33:39.287]  Trump's press conference never happened.
[03:33:39.287 --> 03:33:42.608]  It became a congressional secret meeting at the White House.
[03:33:42.608 --> 03:33:44.509]  During the war room we should have news.
[03:33:44.509 --> 03:33:45.269]  We'll cover it.
[03:33:45.269 --> 03:33:48.291]  Infowars.com, Ford's last show.
[03:33:48.291 --> 03:33:52.293]  But Ted Cruz, as you just heard, came out and said, hey, don't take Alex Jones' free speech away.
[03:33:53.260 --> 03:33:54.981]  But Jones said my dad killed Kennedy.
[03:33:54.981 --> 03:33:56.702]  No, I said your dad was in the CIA.
[03:33:56.702 --> 03:33:57.522]  You live in New Orleans.
[03:33:57.522 --> 03:33:58.963]  He was an anti-communist.
[03:33:58.963 --> 03:34:00.444]  And I got that from high-level sources.
[03:34:00.444 --> 03:34:04.225]  So stop footsieing around with Trump if you're mad at me about that.
[03:34:04.225 --> 03:34:08.247]  Now, let me get to one more piece of news that Matt Bracken will take over.
[03:34:08.247 --> 03:34:09.128]  The Young Turks.
[03:34:09.128 --> 03:34:11.769]  Owen Benjamin.
[03:34:11.769 --> 03:34:13.630]  True News with Rick Wiles.
[03:34:13.630 --> 03:34:16.031]  What are the other channels?
[03:34:16.031 --> 03:34:17.092]  There are so many of these.
[03:34:19.119 --> 03:34:32.142]  Even Glenn Beck's co-host with his show that he does separate on The Blaze came out and said, Alex Jones did not send child porn to the Sandy Hook families.
[03:34:32.142 --> 03:34:40.164]  The judge first wanted all our emails, 9.6 million to Sandy Hook.
[03:34:40.164 --> 03:34:40.944]  We have nothing to hide.
[03:34:40.944 --> 03:34:42.365]  You usually get rid of emails every three years.
[03:34:42.365 --> 03:34:45.205]  We had them going back like 15 years.
[03:34:45.205 --> 03:34:46.926]  I was telling my data folks, why am I paying for this?
[03:34:48.749 --> 03:34:55.378]  They get them, they data mine them, they find hidden links in non-related death threats against me that we never open.
[03:34:55.378 --> 03:34:56.479]  The FBI admits it.
[03:34:56.479 --> 03:34:57.541]  It's in the news last week.
[03:34:58.618 --> 03:35:00.078]  Democrats get pissed.
[03:35:00.078 --> 03:35:02.319]  They go, Jones can't be the victim here.
[03:35:02.319 --> 03:35:08.360]  So on Monday they announced that I am guilty of sending child porn to the Sandy Hook families.
[03:35:08.360 --> 03:35:09.580]  Total defamation.
[03:35:09.580 --> 03:35:10.841]  They sued us.
[03:35:10.841 --> 03:35:12.101]  They demanded them in discovery.
[03:35:12.101 --> 03:35:12.761]  It was hidden.
[03:35:12.761 --> 03:35:15.202]  They had to have metadata to find it.
[03:35:15.202 --> 03:35:16.222]  I said, that's suspicious.
[03:35:16.222 --> 03:35:18.282]  I'm not blaming them specifically for it.
[03:35:18.282 --> 03:35:20.043]  I'm saying whoever sent it, I'm going to get you.
[03:35:20.043 --> 03:35:21.663]  Now they're threatening to sue me over that.
[03:35:21.663 --> 03:35:21.963]  Great.
[03:35:21.963 --> 03:35:22.483]  Line up.
[03:35:22.483 --> 03:35:24.304]  You're going to lose.
[03:35:24.304 --> 03:35:25.304]  We're in a real 21st century war here.
[03:35:27.671 --> 03:35:47.621]  But I wanted to play the Glenn Beck blaze thing, because they state all the fake facts that I sent people to harass the Sandhut families, but then they go, but it's true, he didn't send child porn, they just got all these emails because Jones sent too many.
[03:35:47.621 --> 03:35:49.802]  Because a lot of these guys on the show are lawyers, they're smart.
[03:35:50.950 --> 03:35:52.351]  They know.
[03:35:52.351 --> 03:35:54.471]  Well, you wouldn't send people unopened emails.
[03:35:54.471 --> 03:35:55.792]  That's not related to a suit.
[03:35:55.792 --> 03:35:57.252]  You never talk to these people.
[03:35:57.252 --> 03:36:03.815]  The judge ordered anything with the name Sandy Hook or all these family names or all these news terms.
[03:36:03.815 --> 03:36:05.195]  It was like 30, 40 terms.
[03:36:05.195 --> 03:36:05.675]  I forget.
[03:36:05.675 --> 03:36:08.476]  We had to search it, have law firms review it.
[03:36:08.476 --> 03:36:10.317]  Then they asked the judge.
[03:36:10.317 --> 03:36:11.998]  We've got like eight hearings on this.
[03:36:11.998 --> 03:36:14.979]  Make Jones open every attachment.
[03:36:14.979 --> 03:36:16.439]  We check with three different data firms.
[03:36:16.439 --> 03:36:17.199]  We're like, well, that's like $200,000.
[03:36:19.380 --> 03:36:22.944]  Plus, data firms wouldn't do it, because you're going to open unattached stuff.
[03:36:22.944 --> 03:36:25.066]  You could open child porn.
[03:36:25.066 --> 03:36:27.028]  So it gets a little suspicious, doesn't it?
[03:36:27.028 --> 03:36:28.670]  Whoever's behind it.
[03:36:28.670 --> 03:36:29.831]  We refuse the judge.
[03:36:29.831 --> 03:36:33.155]  We say, we're not opening all the attachments we never open.
[03:36:33.155 --> 03:36:35.917]  She goes, OK, just give us the emails.
[03:36:35.917 --> 03:36:40.983]  And then they find 12 emails death-threatening me, hidden links to child porn.
[03:36:42.591 --> 03:36:45.334]  And my point here is, is that this blew up in their face.
[03:36:45.334 --> 03:36:46.816]  I don't just put a good face on things.
[03:36:46.816 --> 03:36:52.703]  Everyone I talk to, and every outlet out there says, oh my God, this is a hoax, this is bad.
[03:36:52.703 --> 03:36:56.367]  Except the New York Times, the Wall Street Journal, the Washington Post, and others.
[03:36:56.367 --> 03:36:59.811]  They still are going with the hoax.
[03:36:59.811 --> 03:37:02.394]  Because they want to teach underlings to lie.
[03:37:04.226 --> 03:37:09.630]  And that means we're over the target, folks, that anybody could send you child porn, you never open it.
[03:37:09.630 --> 03:37:17.014]  Anybody could mail a postcard of child porn to your address, and you throw it away, or you call the police, they say you're guilty.
[03:37:17.014 --> 03:37:19.996]  No, the cops don't say you're guilty, the Democrats do.
[03:37:19.996 --> 03:37:25.880]  So the good news is, no one is buying this, but it shows the hysteria level they've gone to.
[03:37:25.880 --> 03:37:33.045]  So here's part of that Blaze TV, what's Glenn Beck's, I'm not trying to be funny here, what's his co-host's name?
[03:37:34.674 --> 03:37:35.515]  Shep or something?
[03:37:35.515 --> 03:37:40.723]  The point is, it's the co-host doing this.
[03:37:40.723 --> 03:37:44.088]  So here, even my enemies, having to admit the truth, here it is.
[03:37:45.350 --> 03:37:49.251]  The media is giving a good challenge here because of this story that's going on.
[03:37:49.251 --> 03:37:53.753]  He is currently being sued about the Sandy Hook situation.
[03:37:53.753 --> 03:37:56.794]  And so here are the headlines from all over the media.
[03:37:56.794 --> 03:38:00.835]  And you'll notice some names on here that should supposedly be much better, right?
[03:38:00.835 --> 03:38:03.976]  Like, I mean, Raw Story, they're going to write whatever headline they want to write.
[03:38:03.976 --> 03:38:08.218]  But the New York Times is on here, BuzzFeed, USA Today, Wall Street Journal.
[03:38:08.218 --> 03:38:09.978]  And all of them pretty much say the same thing.
[03:38:09.978 --> 03:38:14.240]  Alex Jones sent emails containing child porn to Sandy Hook victim lawyers.
[03:38:14.480 --> 03:38:15.601]  New York Times.
[03:38:15.601 --> 03:38:20.085]  Alex Jones' legal team is said to have sent child porn in Sandy Hook's case.
[03:38:20.085 --> 03:38:23.668]  Alex Jones sent files containing child pornography to lawyers.
[03:38:23.668 --> 03:38:28.832]  What kind of psychopath sends child porn to the victims of a shooting?
[03:38:28.832 --> 03:38:33.596]  Like, this is, I mean, even for Alex Jones, sounds completely insane.
[03:38:33.596 --> 03:38:37.139]  And it would be if it were at all true.
[03:38:37.139 --> 03:38:40.442]  This is like, I mean, you want to talk about media malpractice.
[03:38:41.440 --> 03:38:48.523]  What happened here is that Alex Jones is being sued, and they're trying to get the information about how he came up with these conspiracy theories.
[03:38:48.523 --> 03:38:56.667]  So the lawyers asked Alex Jones, in discovery in the lawsuit, to send him all of the files that were on the server.
[03:38:57.507 --> 03:39:01.008]  Uh, and all the emails that were on the server because we want to check the emails.
[03:39:01.008 --> 03:39:08.631]  So what he did, and this, you know, this isn't, you know, I don't know how high quality Alex Jones's lawyers are, but he just literally overshared.
[03:39:08.631 --> 03:39:10.191]  He turned over everything.
[03:39:10.191 --> 03:39:16.754]  So he turned over not over the only things that he was, uh, he was, uh, you know, emailing internally, which is obviously the focus of session.
[03:39:16.754 --> 03:39:17.634]  Pause for a minute.
[03:39:17.634 --> 03:39:18.394]  That's Stu.
[03:39:18.394 --> 03:39:20.615]  I looked up his name myself.
[03:39:20.615 --> 03:39:21.735]  I'm not being catty here.
[03:39:21.735 --> 03:39:23.796]  That's Stu, his cohost.
[03:39:23.796 --> 03:39:26.297]  And, and, and again, no, I didn't overproduce.
[03:39:27.093 --> 03:39:28.414]  We had like eight hearings.
[03:39:28.414 --> 03:39:31.136]  I spent hundreds of thousands of dollars!
[03:39:31.136 --> 03:39:37.301]  And this judge said, you'll give us everything and make him open the attachments.
[03:39:37.301 --> 03:39:38.202]  Federal crime.
[03:39:38.202 --> 03:39:38.923]  Open them.
[03:39:38.923 --> 03:39:42.245]  We didn't know, but I said, no, your honor, we're not doing it.
[03:39:42.245 --> 03:39:42.726]  Didn't matter.
[03:39:42.726 --> 03:39:44.848]  They scanned them and found the hidden stuff.
[03:39:44.848 --> 03:39:46.949]  So again, someone mails you something.
[03:39:46.949 --> 03:39:47.590]  Are you guilty?
[03:39:47.590 --> 03:39:48.451]  No, you're not.
[03:39:48.451 --> 03:39:50.372]  Let's continue with Stu.
[03:39:50.372 --> 03:39:51.553]  That's his name.
[03:39:51.553 --> 03:39:52.154]  Beck's co-host.
[03:39:53.092 --> 03:39:54.834]  How do we know that's not a false flag up there?
[03:40:10.725 --> 03:40:11.526]  That's a great point.
[03:40:11.526 --> 03:40:12.086]  How do we know?
[03:40:12.086 --> 03:40:15.169]  I know, really, because I mean, that really is what should happen here.
[03:40:15.169 --> 03:40:16.410]  We should just say it's a false flag.
[03:40:16.410 --> 03:40:34.066]  But no, I mean, so basically this guy has a public, you know, whatever, public at Infowars.com, people are sending him, it's not him doing it, he gets the emails, and in there are terrible files, he overshares and gives them everything, and then they go to the press and say, Alex Jones just sent us child porn.
[03:40:35.199 --> 03:40:40.964]  They sent him millions of emails, and in there were some public ones about child porn.
[03:40:40.964 --> 03:40:47.589]  You know, the fact that, like, that story is the real story is, you know, it's not even, it's nothing, right?
[03:40:47.589 --> 03:40:50.872]  Like, that shouldn't even be in public information.
[03:40:50.872 --> 03:40:52.433]  That's enough of these guys.
[03:40:54.014 --> 03:41:00.058]  But before they went to that, they regurgitated every lie about me, every piece of disinfo, everything again.
[03:41:00.058 --> 03:41:01.779]  They know full well what they're doing.
[03:41:01.779 --> 03:41:10.885]  Matt Bracken takes over next segment with his update for you on what he thinks has happened with Iran and what Trump's going to say coming up during the war room with a supposed press conference that hasn't happened.
[03:41:10.885 --> 03:41:13.006]  But!
[03:41:13.006 --> 03:41:16.969]  Clown World, ladies and gentlemen, the greatest comedy show on earth.
[03:41:18.097 --> 03:41:22.260]  Two nights, 20 plus candidates, and tons of laughs.
[03:41:22.260 --> 03:41:25.122]  June 26th and 27th, I'll be here co-hosting.
[03:41:25.122 --> 03:41:26.383]  Starts at 7 p.m.
[03:41:26.383 --> 03:41:27.183]  live.
[03:41:27.183 --> 03:41:29.305]  TV and radio stations, you're welcome.
[03:41:29.305 --> 03:41:31.306]  We ask you to pick it up, please.
[03:41:31.306 --> 03:41:37.771]  Asking listeners to call local TV and radio stations and tell them you want us to pick it up, you want them to pick it up.
[03:41:37.771 --> 03:41:38.952]  We're going to have the 26th and 27th.
[03:41:38.952 --> 03:41:39.392]  That's next.
[03:41:42.594 --> 03:41:43.014]  What is that?
[03:41:43.014 --> 03:41:48.757]  Next Wednesday and Thursday, we're going to have live coverage throughout Clown World.
[03:41:48.757 --> 03:41:52.378]  All of the clown candidates, we're going to be covering it.
[03:41:52.378 --> 03:41:56.240]  You do not want to miss the coverage of Clown World.
[03:41:56.240 --> 03:42:00.282]  Coming up next week... I'm shooting off the hip here.
[03:42:00.282 --> 03:42:04.284]  What day is the 26th and 27th?
[03:42:04.284 --> 03:42:05.164]  That's Wednesday and Thursday.
[03:42:06.587 --> 03:42:08.271]  My little brain was right.
[03:42:08.271 --> 03:42:11.979]  So next Wednesday and Thursday, we'll not just have the David Knight Show at 8 a.m.
[03:42:11.979 --> 03:42:15.686]  and my show at 11 a.m., we're not just gonna have Owen Schreier.
[03:42:17.409 --> 03:42:21.352]  At 3 p.m., we're going to have Clown World coverage with Matt Brackett.
[03:42:21.352 --> 03:42:23.273]  I'm sure he'll join us.
[03:42:23.273 --> 03:42:25.554]  7 o'clock until Clown World ends.
[03:42:25.554 --> 03:42:27.256]  And let's shove it down the gloved throats.
[03:42:27.256 --> 03:42:28.677]  Let's make it huge.
[03:42:28.677 --> 03:42:32.559]  Let's have big audiences tune in because we're overriding their censorship.
[03:42:32.559 --> 03:42:34.601]  Please don't forget, they're trying to shut us down.
[03:42:34.601 --> 03:42:36.021]  Your purchases make it all possible.
[03:42:36.021 --> 03:42:36.762]  I'm very humble.
[03:42:36.762 --> 03:42:37.322]  I'm very thankful.
[03:42:47.710 --> 03:42:50.017]  And 10% off when you sign up for auto-ship.
[03:42:50.017 --> 03:42:51.261]  InfoWarsLive.com
[03:42:53.573 --> 03:43:09.476]  It's not only that you have a unique voice in the public arena, in the public square, the other thing that's unique about InfoWars is it is the only network of this reach that is not backed by a corporate donor or corporate sugar daddy, that's not backed by some billionaire, that's not being funded by a secret foreign government.
[03:43:09.476 --> 03:43:11.197]  It is completely independent of all that.
[03:43:11.197 --> 03:43:22.079]  It is an old-school American 1776 style experiment in the expression of the freedom of press and freedom of speech that in fact the founders were so concerned with at the beginning of the country, they actually tried to
[03:43:22.279 --> 03:43:22.819]  We're good to go.
[03:43:52.159 --> 03:43:53.680]  We're good to go.
[03:44:11.653 --> 03:44:14.495]  That I am going to rampage forward against the enemy fearlessly.
[03:44:14.495 --> 03:44:18.356]  I'm loving every minute of this because I know I'm getting under their skin.
[03:44:18.356 --> 03:44:20.277]  I'm bloodying them up politically.
[03:44:20.277 --> 03:44:25.260]  I'm banging heads with them and they can't help but attack back with lies and that just brings more people here.
[03:44:25.260 --> 03:44:28.562]  So I'm in one hell of a fight and so are you and I need war bonds.
[03:44:28.562 --> 03:44:29.402]  I need gas.
[03:44:29.402 --> 03:44:30.943]  I need ammo politically now.
[03:44:31.323 --> 03:44:38.751]  But literally, if you flood us with money, and if you flood us with product purchases, and if you flood us with your word of mouth, you're unstoppable, we're unstoppable together.
[03:44:38.751 --> 03:44:40.153]  I want to send a strong message to the enemy.
[03:44:40.153 --> 03:44:47.201]  I want to raise a couple million dollars, right now, to let the enemy know that their attacks are failing, and that you will stand with us, and I will never back down.
[03:44:47.201 --> 03:44:48.182]  You have my commitment.
[03:44:48.182 --> 03:44:52.527]  This only gives me more energy, and more understanding of what we're facing, and that we were right about this.
[03:44:54.909 --> 03:44:56.170]  Shut down our speech!
[03:44:56.170 --> 03:45:01.674]  We're at InfoWars.com and NewsWars.com, and we're defeating the leftist tyrants!
[03:45:01.674 --> 03:45:09.180]  I got mobbed on the streets by fans, but almost all of them said, we used to love you on air, it was so good to see you on the iTunes or on YouTube.
[03:45:09.180 --> 03:45:10.501]  Are you coming back?
[03:45:10.501 --> 03:45:11.642]  We're at InfoWars.com.
[03:45:12.262 --> 03:45:13.483]  We're at newswars.com.
