[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[03:12:29.160 --> 03:12:34.600]  this effort and maybe hire a lawyer? I, it's not going to change the merit of my intentions.
[03:12:35.720 --> 03:12:39.080]  Yeah, but it might help you, don't you think? I mean, this is a court of law.
[03:12:39.080 --> 03:12:42.200]  How would that out just by, by saying the magic words?
[03:12:42.920 --> 03:12:47.080]  I mean, dude, if you don't know how the judicial system works, clearly you don't.
[03:12:47.080 --> 03:12:51.160]  Well, let me tell you, my ex-wife took the kids and said and filed up where I only have them
[03:12:52.120 --> 03:12:55.640]  four hours on the weekend and I went and got lawyers and went and had a big court battle and,
[03:12:55.640 --> 03:12:59.080]  you know, got my kids half the time. Have you ever been on your own, Michael?
[03:12:59.080 --> 03:13:00.680]  Have you ever been out of the parents' house? I have.
[03:13:01.320 --> 03:13:03.560]  And what was that like for you? Did you, did you not like it?
[03:13:03.560 --> 03:13:10.360]  No, I loved it. It was great. You know, you're very busy all the time. You got to work, you know.
[03:13:10.360 --> 03:13:11.640]  I think you should take up
[03:13:14.040 --> 03:13:22.440]  something like kickboxing or something athletic. Are you engaged in any athletic pursuits?
[03:13:22.440 --> 03:13:26.360]  I like to bicycle. Oh, it's you. Ride my bicycle.
[03:13:26.360 --> 03:13:29.880]  Another Bernie Sanders favorite. Is it? Is he around?
[03:13:29.880 --> 03:13:40.680]  How would you like, how would you like to be Bernie Sanders assistant?
[03:13:42.520 --> 03:13:44.360]  Probably wouldn't like to assist someone else.
[03:13:44.920 --> 03:13:49.480]  Ah, I just figured because he wants to take care of everybody that's poor and then he's helped,
[03:13:49.480 --> 03:13:53.560]  so I think he should give you a job. But you're not going to have any leftist
[03:13:53.560 --> 03:14:01.640]  actually offer anybody jobs. That's conservatives that do that. Are you breastfed?
[03:14:04.200 --> 03:14:09.320]  I don't remember. That's actually very important because the fatty acids in natural breast milk
[03:14:09.320 --> 03:14:13.640]  give you your brain a lot more power to develop than the formula.
[03:14:14.120 --> 03:14:19.320]  Yeah, well, I mean, the brain will actually weigh 10 to 15% less, have a lot less neuron density.
[03:14:19.320 --> 03:14:26.600]  So let me ask Michael, how old is your child? Eight. Eight. So you had that child at age 22?
[03:14:26.600 --> 03:14:31.080]  That's right. And so for eight years, you've been fighting for custody? I mean, how does this go?
[03:14:31.080 --> 03:14:35.240]  Well, when he was a baby, I really, I really wasn't feasible for me to work full time.
[03:14:35.960 --> 03:14:39.960]  After he started going to school. It's never feasible for you to work full time. You know,
[03:14:39.960 --> 03:14:43.080]  I don't think anybody would like to work full time. You know, everybody would like to just
[03:14:43.080 --> 03:14:48.120]  retire or live in someone's house. But I mean, not me. I want to work 24 hours a day.
[03:14:48.120 --> 03:14:54.120]  I was, I had lost my job prior to that. I was fired. I was a little frustrated with employment.
[03:14:54.120 --> 03:14:58.200]  But after I had my son, after I was a father for a little while, I found that I had
[03:14:59.240 --> 03:15:04.600]  the gift that public schools offer us, which is, you know, the time to work with our kids
[03:15:06.440 --> 03:15:10.680]  kept taking care of at school. And I found that I could see the WikiLeaks where Hillary said,
[03:15:10.680 --> 03:15:14.440]  I hate my constituents. They're a bunch of basement dwellers. And they're a bunch of
[03:15:14.440 --> 03:15:19.000]  idiot baristas. Well, a lot of baristas, a lot of baristas that live really good lives. But that's
[03:15:19.000 --> 03:15:23.000]  who she thinks her, her people are. And they're all folks that can't get out of their parents'
[03:15:23.000 --> 03:15:26.760]  basement because the economy is so bad in their area. And the family decides that live together.
[03:15:26.760 --> 03:15:30.440]  So they can have extra money. And that's kind of a smart thing. If the family decides to live
[03:15:30.440 --> 03:15:34.200]  together in, you know, in a post industrial economy, I don't put people down to live with
[03:15:34.200 --> 03:15:37.640]  their parents. If the family works together or a lot of folks take care of their parents.
[03:15:37.640 --> 03:15:42.440]  I'm putting down the fact that you, like so many other millennials and trendies,
[03:15:42.440 --> 03:15:49.160]  don't have any aspirations for life in the world, except politically running my life.
[03:15:49.160 --> 03:15:53.080]  You don't have the whole liberal control free contingent though. So you're a little bit different.
[03:15:55.240 --> 03:15:59.720]  But whether it's finding an affordable insurance plan, keeping your doctor or being able to afford
[03:15:59.720 --> 03:16:04.760]  needed prescriptions, navigating the healthcare system has become a challenge. Control your own
[03:16:04.760 --> 03:16:09.400]  healthcare costs and choices with Liberty Health Share. Liberty Health Share is not insurance.
[03:16:09.400 --> 03:16:13.560]  It is an association of self-pay patients who unite with like-minded people to share
[03:16:13.560 --> 03:16:17.800]  the cost of each other's medical needs. Neighbor helping neighbor. Learn more now
[03:16:17.800 --> 03:16:41.800]  by going to libertyoncall.org. That's libertyoncall.org.
[03:16:47.800 --> 03:16:51.800]  Today at ReadyToEatBacon.com. ReadyToEatBacon.com.
[03:17:17.800 --> 03:17:28.120]  877-886-3653. GoBurkey.com. You have been lied to. My name is Kevin Ship. I'm a former decorated
[03:17:28.120 --> 03:17:32.280]  CIA officer. Finally someone has come out and written what I think is the best
[03:17:32.280 --> 03:17:37.640]  ex-Mose on the shadow government ever. We're in a constitutional crisis and our government is now
[03:17:37.640 --> 03:17:41.720]  being run and ruled by a shadow government. We've got to get this out because just because
[03:17:41.720 --> 03:17:45.480]  you're awake folks doesn't mean other people aren't. This is critical to get to read and give
[03:17:45.480 --> 03:17:49.560]  the library to give you the courage to get them right now at killingunclesambook.com.
[03:17:49.560 --> 03:17:51.080]  Killingunclesambook.com.
[03:17:54.360 --> 03:18:00.520]  Fueling your body is hard work. That's why we've introduced the InfoWars Life Daily Digestive
[03:18:00.520 --> 03:18:06.360]  Pack to help you fuel it right. Combine fluorolife everyday maintenance and carnivore to help you
[03:18:06.360 --> 03:18:11.880]  fuel your gut and body and take advantage of the powerful nutrients you receive. There's no better
[03:18:11.880 --> 03:18:18.200]  way to power your body. Fluorolife is a powerful probiotic supplement with 20 of the most potent
[03:18:18.200 --> 03:18:23.880]  clinically studied probiotic strains. When paired with carnivore our incredible enzyme formula that
[03:18:23.880 --> 03:18:29.160]  helps you break down nutrients. These formulas fuel your gut and your body to help you fight
[03:18:29.160 --> 03:18:35.400]  toxins and stay fueled all day. These incredible formulas can help keep your body in tip-top shape
[03:18:35.400 --> 03:18:41.960]  in the fight against stress, age and outside toxins. There's no better time to try fluorolife and
[03:18:41.960 --> 03:18:47.320]  carnivore to see how well they can support your body. Don't miss out on the chance to fuel your
[03:18:47.320 --> 03:18:56.360]  body and support recovery. Try the InfoWars Life Daily Digestive Pack today. Alex Jones here with
[03:18:56.360 --> 03:19:01.640]  an extremely exciting announcement that will be a gift to yourself and a gift to the InfoWars to
[03:19:01.640 --> 03:19:06.600]  fight the globalist and live in a free society. Several years ago I set out with top formulators
[03:19:06.600 --> 03:19:13.400]  in the U.S. to create the strongest, most concentrated, over-the-top stamina, libido,
[03:19:13.400 --> 03:19:19.800]  workout brain formula that is safe. I know from using this myself the last few months and from
[03:19:19.800 --> 03:19:24.200]  seeing my friends and family use it that this new product is going to end up being the number one
[03:19:24.200 --> 03:19:29.160]  best-selling product at InfoWarsLife.com because it works so well. This is a gift you want to give
[03:19:29.160 --> 03:19:34.760]  yourself and then rest assured you're fighting the InfoWars so it's a total absolute sure win,
[03:19:34.760 --> 03:19:40.840]  no lose equation. Try Alpha Power exclusively available at InfoWarsLife.com for yourself.
[03:19:40.840 --> 03:19:45.240]  Ladies and gentlemen it's non-GMO, it's for your brain, it's for sports, it's for activities and
[03:19:45.240 --> 03:19:52.120]  it's made in the USA. Get your Alpha Power today at InfoWarsLife.com. Everybody needs to try Alpha
[03:19:52.120 --> 03:20:03.080]  Power today. You're listening to the Alex Jones show.
[03:20:22.360 --> 03:20:38.200]  You found it, the Temple of Spear. I'm Alex Jones and Michael Ratondo, the 30-year-old who refused
[03:20:38.200 --> 03:20:42.040]  to move out of his parents' house. They'd taken to court. The judge said, yeah, you got to get out.
[03:20:43.000 --> 03:20:46.360]  Liberal media, conservative media made fun of him and said, what a bum, what a horrible person.
[03:20:47.560 --> 03:20:51.480]  I was talking to Owen Shroyer during the break and I said, what is your prognosis?
[03:20:51.480 --> 03:20:55.080]  You're a smart guy and I talked to some of the other folks in there and they pretty much all
[03:20:55.080 --> 03:21:00.280]  came up with the same conclusion that I have in my heart. I think it's this. Owen, give us your take.
[03:21:01.320 --> 03:21:06.360]  Well, I think that you've just never had anybody really empower you. You've never felt that anyone
[03:21:06.360 --> 03:21:12.040]  has had faith in you or trust in you so you've never felt the inclination to make more of yourself
[03:21:12.040 --> 03:21:17.560]  because you don't feel like anyone's ever believed in you and when I saw that moment when Alex handed
[03:21:17.560 --> 03:21:22.760]  you the check but also talked about maybe hiring you, there was an emotion that I think came over
[03:21:22.760 --> 03:21:27.000]  you and I saw it in your face that it felt like for the first time somebody was willing to invest in
[03:21:27.000 --> 03:21:31.880]  you and that was empowering for you to have that feeling that somebody is willing to stick their
[03:21:31.880 --> 03:21:35.480]  neck out there for you and invest in you and I think for a lot of people that's all it takes
[03:21:35.480 --> 03:21:40.120]  sometimes. It's just that little push of somebody having faith in you and investing in you that
[03:21:40.120 --> 03:21:43.000]  gives you- By the way, the globalists, believe everybody's already done, so they're trying to
[03:21:43.000 --> 03:21:48.280]  dump people down to control them to then depopulate and that's what this whole anti-man, anti-woman
[03:21:48.280 --> 03:21:52.680]  agenda is. They admit in the WikiLeaks and the government documents the whole gay agendas about
[03:21:52.680 --> 03:21:56.200]  that. I'm not bashing gay people. That's always happened. That's always been there but the
[03:21:56.200 --> 03:22:01.800]  artificiality pushing it is about depopulation and so people are going into these Asperger's type
[03:22:01.800 --> 03:22:07.720]  things that are artificial from the programming, from the television, from the internet and we're
[03:22:07.720 --> 03:22:11.880]  hypocrites. We're on this thing too. That's how we're reaching people but I'm telling you,
[03:22:11.880 --> 03:22:18.440]  I see this in more and more young people. I know you are 30 but I'm seeing this in a lot of males
[03:22:18.440 --> 03:22:25.160]  especially who don't thrive in the outside world. People don't have barbecues or outside at night
[03:22:25.160 --> 03:22:29.240]  like when I was a kid, people were still outside most of the time. Maybe we watch a Saturday night
[03:22:29.240 --> 03:22:35.560]  movie or cartoons on Saturday morning or there was a big event turned on the news but we were
[03:22:35.560 --> 03:22:40.440]  outside. We were doing things, baseball, football, fist fights, kissing with girls behind the bleachers
[03:22:40.440 --> 03:22:47.640]  going fishing, all that stuff. That's all gone now and I'm saying you are very common.
[03:22:47.640 --> 03:22:52.200]  You are not this, look at the biggest bomb in the world. You are just one permutation of the
[03:22:52.200 --> 03:22:57.080]  sickness. Owen? Well I'll just say this and if there's anybody else that wants to talk to Michael
[03:22:57.080 --> 03:23:02.600]  here. I think you're right Alex. I think this is a common issue and it's different than the
[03:23:02.600 --> 03:23:07.000]  government just saying, oh here's a check or welfare or a hand up or everything. That doesn't
[03:23:07.000 --> 03:23:11.240]  really empower you. That doesn't really influence you. That makes you want to get more comfortable
[03:23:11.240 --> 03:23:17.960]  whereas if a person invests in you, now you're answering to them and there's an actual human
[03:23:17.960 --> 03:23:22.440]  experience there. There's a bonding experience there that can make a man a man. I think that
[03:23:22.440 --> 03:23:26.680]  that's the big difference here and I think that this is just something that a lot of people lack.
[03:23:26.680 --> 03:23:30.680]  They don't have leadership. They don't, whether it's in a family or in school or whatever it is,
[03:23:30.680 --> 03:23:35.000]  they just don't have somebody that's willing to invest in them and I'll just say this in closing,
[03:23:35.000 --> 03:23:43.080]  you know, I don't know what you think the best options are right now for you to get your kid back
[03:23:43.080 --> 03:23:47.640]  but I would say your best option is to work your tail off and get a great job and yeah,
[03:23:47.640 --> 03:23:51.080]  make some money, get your own home and then the judge will be back.
[03:23:51.080 --> 03:23:54.920]  We're going to keep it in here for one episode. One more segment when Sawman comes on with you
[03:23:54.920 --> 03:23:59.160]  when we're plugging your big veteran special. It's coming up today on The War Room and Sawman,
[03:23:59.720 --> 03:24:04.120]  former Navy SEAL patriot. His body just got a congressional medal honor yesterday. Pretty big
[03:24:04.120 --> 03:24:08.360]  deal show. We're going to be breaking all that down and headed into Memorial Day but a great
[03:24:08.360 --> 03:24:13.160]  point, Sawman. And again, Jeff at any time, Michael, again, the man that's 30 years old,
[03:24:13.160 --> 03:24:18.120]  being evicted from his parents' house in court this week. He just tuned in and let's bring in
[03:24:18.120 --> 03:24:22.840]  Daria or let's bring in Jake Lloyd or let's bring in any other folks that want to get on there.
[03:24:22.840 --> 03:24:27.720]  Well, I want to answer his question. What he said was, you know, that he alluded to the fact that
[03:24:27.720 --> 03:24:32.120]  he believed that I had never had someone who believed in me and that's not true. I've had
[03:24:32.120 --> 03:24:36.040]  grade school teachers who've believed in me. I think everyone has had that but I don't think
[03:24:36.040 --> 03:24:44.360]  it happens enough. And I think that a lot of what you're speaking to with the things that you wish,
[03:24:44.360 --> 03:24:49.240]  you know, things that you wish would change comes from the schools. Well, you need to not,
[03:24:49.240 --> 03:24:53.560]  here's the deal, you need to not procrastinate. You need to let yourself be in other organizations
[03:24:53.560 --> 03:24:58.360]  and not at the top and learn that if you just execute and innovate, you'll be moved to the top
[03:24:58.360 --> 03:25:04.360]  immediately. All right. But people are looking for people who will just do what they're told,
[03:25:04.360 --> 03:25:08.120]  understand the information and then move up in the hierarchy of things. And you'll find what you
[03:25:08.120 --> 03:25:11.400]  move up in the hierarchy of things that it's actually a big responsibility. But it does
[03:25:11.400 --> 03:25:15.880]  advance your mental clarity, understanding as you learn how to deal with more responsibility,
[03:25:15.880 --> 03:25:20.840]  more stress, you understand? Yeah. And that's what the whole hierarchy needs in life is about.
[03:25:20.840 --> 03:25:24.680]  And it's about ascending to the level of where you actually want to then help others,
[03:25:24.680 --> 03:25:29.720]  like your son, what you want to do. So you aspire to that is not helping my son. I know,
[03:25:29.720 --> 03:25:34.360]  but you have to sacrifice and not do things the way you want them every time to get in the
[03:25:34.360 --> 03:25:43.480]  position to get your son back. Maybe. No. Without sacrifice, there's nothing, my friend. Let's
[03:25:43.480 --> 03:25:49.880]  bring Jake Lloyd in and Drew wants to get in whoever else. Yeah. So I guess what I'm wondering
[03:25:49.880 --> 03:25:54.920]  is where is your motivation? Like, did you ever have any dreams when you're a kid? Did you have
[03:25:54.920 --> 03:25:59.640]  any motivation or anything? Because I guess it doesn't make a lot of sense to me. I joined the
[03:25:59.640 --> 03:26:05.320]  army at 17. I got out. I'm working here now. I'm 21 years old. And I feel like I'm not motivated
[03:26:05.320 --> 03:26:10.280]  enough because I measure up, I measure myself against people in the past, like Teddy Roosevelt,
[03:26:10.280 --> 03:26:14.200]  people who are doing great things in the past. Yeah. And I'm doing what I'm doing now. It's good,
[03:26:14.200 --> 03:26:17.720]  but it's not that. So I don't, I guess I'm just curious, where is your motivation in life?
[03:26:17.720 --> 03:26:22.600]  And if it's to get your son back, what are you doing to get him back? Because you say,
[03:26:22.600 --> 03:26:26.200]  oh, he's incredibly important to me. He's all that I, you know, the biggest thing in my life,
[03:26:26.200 --> 03:26:30.440]  but that doesn't seem to be true because you're not acting that out in your life.
[03:26:31.640 --> 03:26:38.600]  I've been going through a very arduous and costly and time consuming legal process to try and get
[03:26:38.600 --> 03:26:43.800]  him back based on the fact that I was entitled to get him back, not based on the fact that
[03:26:43.800 --> 03:26:49.320]  that I need to have a job. You do need a job. You do need a job. People need it. People need
[03:26:49.320 --> 03:26:55.400]  income. Yeah. You described on air in an offer that the court basically found you incompetent.
[03:26:56.360 --> 03:27:00.520]  That is a reasonable characterization of what happened. Yeah. Because it is incompetent. If
[03:27:00.520 --> 03:27:03.800]  you won't get out of your parents' house at 30, it isn't competent. If you won't do the things
[03:27:03.800 --> 03:27:08.840]  it takes to get stuff done. I mean, that's not fair to the kid. That's not fair to your kid at
[03:27:08.840 --> 03:27:12.680]  all. If you're going to not have a job, if you're going to live at your parents' house, I mean,
[03:27:12.680 --> 03:27:17.400]  that's not raising him properly. And I'm trying to jump on you here, man. I'm trying to help you.
[03:27:17.960 --> 03:27:24.760]  All right. Have you ever been in a physical fight? Yeah. I'm not saying that's a great thing. That's
[03:27:24.760 --> 03:27:31.720]  generally a lot of folks. It happens to a lot of people. How old were you? Which time? I'm just
[03:27:31.720 --> 03:27:37.800]  seeing if you've lived any. Have I lived any? Yes. Yeah. All right. Great points, Jake, Lloyd.
[03:27:37.800 --> 03:27:45.640]  Let's bring in the next question. Who wants to get in here for next? Oh, can y'all hear me? I'm
[03:27:45.640 --> 03:27:51.640]  on. I can hear you great. We're going to hold you over. Start your question. So I'm naturally lazy
[03:27:51.640 --> 03:27:59.000]  as well. But with that being said, I'm almost 30 now, done a lot of stuff with my life. So
[03:27:59.000 --> 03:28:03.720]  what I'm really asking you is what has, besides your kid, what has been your biggest achievement
[03:28:03.720 --> 03:28:11.240]  since you've been an adult? I have not considered anything like that.
[03:28:13.640 --> 03:28:21.000]  My biggest achievement? What's that? You haven't considered anything an achievement since then?
[03:28:21.000 --> 03:28:24.280]  No, I haven't considered what my, I'm trying to think of one thing that I would consider to be an
[03:28:24.280 --> 03:28:29.480]  achievement and I'm having a hard time. That seems to be a problem. Yeah, that's a bad sign.
[03:28:29.480 --> 03:28:33.640]  Stay there, Drew. I'll tell you your achievement. What? You finally started to fight when they kicked
[03:28:33.640 --> 03:28:37.320]  your ass out of the nest, which is the beginning of how they're trying to help you and now you're
[03:28:37.320 --> 03:28:44.760]  on it for us. Because I'm a slacker? Or was I a slacker? Well, here's the deal. We're going to
[03:28:44.760 --> 03:28:54.200]  transform you from slacker man to super hair man. We'll be back. Stay well. Get the ultimate knife
[03:28:54.200 --> 03:29:00.360]  at an ultimate price. The Fox Karambit knife, finally available in the US. The Fox Karambit knife
[03:29:00.360 --> 03:29:06.120]  opens with one hand faster than you can pull a handgun for utility, for defense, and for way
[03:29:06.120 --> 03:29:11.560]  less than other knives of this caliber. Go to theultimateknife.com. Truly the best knife you
[03:29:11.560 --> 03:29:17.320]  will ever own and only available at theultimateknife.com. Use promo code radio and check out for
[03:29:17.320 --> 03:29:22.440]  free shipping. Get the ultimate knife at the ultimate price at theultimateknife.com.
[03:29:22.440 --> 03:29:29.000]  Fellow patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com. Like you,
[03:29:29.000 --> 03:29:33.800]  I was a prisoner of the Outleft Sanctuary State until one day I chose to lead my family to freedom.
[03:29:33.800 --> 03:29:37.880]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden,
[03:29:37.880 --> 03:29:42.120]  and homeschool our children without the tyranny of the nanny state looking over us. If you're
[03:29:42.120 --> 03:29:46.600]  ready to flee the city to the freedom of Idaho or Montana, our BlackRifle Real Estate team is here
[03:29:46.600 --> 03:29:52.840]  to help. Go to BlackRifleRealEstate.com. That's BlackRifleRealEstate.com.
[03:29:57.560 --> 03:30:01.800]  Memorial Day blowout special free shipping and up to 50% off your favorite products.
[03:30:02.600 --> 03:30:07.240]  To help celebrate Memorial Day, we're dropping the prices to unprecedented levels on new and old
[03:30:07.240 --> 03:30:11.720]  favorite products. Now's the time to take advantage of these incredibly low prices of fan favorite
[03:30:11.720 --> 03:30:16.840]  supplements, gear, and more with free shipping while supporting the InfoWare. Supermale and
[03:30:16.840 --> 03:30:23.800]  Superfemale Vitality, 50% off with free shipping. X2, BioTrue Selenium Combo, 50% off with free
[03:30:23.800 --> 03:30:33.880]  shipping. Brain Force Plus, Alpha Power, The Real Red Pill Plus, DNA Force Plus, Floralife
[03:30:33.880 --> 03:30:40.520]  Products, Immune Wall, Pollen Black. InfoWare's life selects durable foods one year, six month,
[03:30:40.520 --> 03:30:45.800]  and three month food supply, 50% off with free shipping. Don't forget to sign up for our newsletter
[03:30:45.800 --> 03:30:50.920]  to gain VIP access to exclusive store-wide deals at infowars.com forward slash newsletter.
[03:30:51.560 --> 03:30:57.480]  Join the fight for freedom. Guaranteeing your food independence is a crucial part of prepping.
[03:30:57.480 --> 03:31:03.480]  Between debt crisis, natural disasters, or even simple power outages, having a supply of
[03:31:03.480 --> 03:31:09.640]  storable meals is crucial. With InfoWare's life select storable food, you can make sure you and
[03:31:09.640 --> 03:31:15.080]  your family are ready for any emergency. With drinks, snacks, and meals in amounts ranging
[03:31:15.080 --> 03:31:21.160]  from 72 hours to a full year, there's no better place to look for healthy, easy, and incredible
[03:31:21.160 --> 03:31:27.000]  meals. Including meals such as Traveler's Stew, Homestyle Potato Soup, and a variety of other
[03:31:27.000 --> 03:31:32.280]  meals for breakfast, lunch, and dinner. InfoWare's life selects storable food will help you eat
[03:31:32.280 --> 03:31:38.680]  comfortably in a time of need. They even work great for camping. Simply pack a 72-hour kit to go,
[03:31:38.680 --> 03:31:43.080]  and you have easy to cook and transport food for you and your loved one's trip.
[03:31:43.080 --> 03:31:47.800]  Don't be caught surprised by an emergency. Make sure you're stocked up today with all the food
[03:31:47.800 --> 03:31:52.120]  you need for an affordable price with InfoWare's life selects storable foods.
[03:31:53.880 --> 03:31:57.880]  Our team is always looking for new ways to improve our products.
[03:31:57.880 --> 03:32:03.560]  That's why we've created the newest version of a fan favorite formula, the Real Red Pill Plus.
[03:32:03.560 --> 03:32:10.040]  The Real Red Pill Plus contains the powerful Pregnant alone formula. Now with an added energy
[03:32:10.040 --> 03:32:16.520]  boost. Now you can support your heart, brain, and aging process with an added natural energy boost.
[03:32:17.080 --> 03:32:23.000]  The proprietary energy blend includes powerful ingredients like green tea extract, your bimate
[03:32:23.000 --> 03:32:28.840]  leaf extract, and more. Pair it with the powerful ingredients in the original Real Red Pill formula.
[03:32:28.840 --> 03:32:34.360]  The Real Red Pill has just what you need to support your body while getting the pick-me-up to get you
[03:32:34.360 --> 03:32:40.840]  through the day. The Real Red Pill Plus is a powerful investment into the future of your mind
[03:32:40.840 --> 03:32:47.000]  and body. Don't miss out on the all-new upgrade to your favorite product. Head to InfoWareStore.com
[03:32:47.000 --> 03:32:52.680]  and get the Real Red Pill Plus today. Get Real Red Pill Plus now at 50% off.
[03:32:52.680 --> 03:33:00.040]  You're listening to the Alex Jones show.
[03:33:22.680 --> 03:33:50.120]  All right, Craig Shroyer. I just crossed their names. Owen Shroyer and Sawman is also here with us
[03:33:50.120 --> 03:33:56.680]  today. So there's so much to get to, so much to go over. There's going to be a veteran special today
[03:33:56.680 --> 03:34:01.960]  that they're going to have for three hours. Owen Shroyer and Craig Shroyer. That's like saying
[03:34:01.960 --> 03:34:07.880]  she shucked she-shells by the sea shore. I'm having trouble saying it. Both names are easy to say,
[03:34:07.880 --> 03:34:13.560]  but when you say them combined together, it gets a little hard. So Owen Shroyer and Craig Sawyer,
[03:34:14.360 --> 03:34:19.800]  veterans call in special show ahead of Memorial Day this Monday. A voice for our veterans,
[03:34:19.800 --> 03:34:23.800]  what's happening in the VA, what they think of Trump, all the things that are happening,
[03:34:23.800 --> 03:34:30.760]  the good, the bad, and the ugly. That's at 3 p.m. today and about an hour and a half from now.
[03:34:30.760 --> 03:34:36.040]  Please tell everybody about infowars.com, forward slash show. Please share the link
[03:34:37.000 --> 03:34:41.320]  for folks and please tell people about the local radio and TV stations that you're tuning into.
[03:34:41.320 --> 03:34:46.680]  We'll be talking to Craig and Owen in the next segment about what's coming up in the war room
[03:34:46.680 --> 03:34:51.560]  today. Roger Stone's also supposed to pop in right now, but I may just do that in the first
[03:34:51.560 --> 03:34:55.880]  five minutes of the next hour, just to point out that he's now been told by the Mueller people,
[03:34:55.880 --> 03:34:59.960]  yeah, it's not Russiagate. We're looking at your finances to put your ass in prison,
[03:34:59.960 --> 03:35:05.720]  and you better, they've telegraphed, you better turn your back on the president. And Giuliani
[03:35:05.720 --> 03:35:11.160]  went on Fox and said, they know Roger's not going to do that. Roger told me last night and he said
[03:35:11.160 --> 03:35:15.800]  today on the news that he's not turning his back because there's nothing to turn his back on. There's
[03:35:15.800 --> 03:35:22.520]  nothing been done, nothing illegal, nothing wrong, no nothing. And so Craig, talking to you, your
[03:35:22.520 --> 03:35:27.720]  buddy also just won the Congressional Medal of Honor yesterday from the same team that you were on.
[03:35:27.720 --> 03:35:31.800]  I guess his nickname, SLAB, you're going to be breaking that down as well. So tell us what's
[03:35:31.800 --> 03:35:39.240]  coming up. Well, yeah, Britt Slabinski was on my sniper crew for years in the SEAL teams. He's a
[03:35:39.240 --> 03:35:45.320]  great guy and he got the Medal of Honor yesterday from the president. It was an ugly battle and
[03:35:45.320 --> 03:35:50.760]  a lot of heartache there. And I know SLAB didn't even want the award. He's been awarded heavily
[03:35:50.760 --> 03:35:57.960]  prior to that. And he's a warrior in every sense of the word. And he's reluctant recipient of that
[03:35:57.960 --> 03:36:04.360]  award due to the brothers left that we lost in that battle. But that's a nature of battle.
[03:36:04.360 --> 03:36:10.200]  It's imperfect. SLAB is a great warrior. And but it's good to see him recognize and all the guys
[03:36:10.200 --> 03:36:16.680]  at that level really deserve to be recognized for it. Great warriors defending our homeland
[03:36:17.240 --> 03:36:22.760]  against the unthinkable. So God bless them all. I know on air you'll really never talk about any
[03:36:22.760 --> 03:36:27.640]  of the operations you've been part of, obviously, because that's all classified. And are we even
[03:36:27.640 --> 03:36:34.280]  able to know the specifics of why you got the Congressional Medal of Honor? Yeah, they talked
[03:36:34.280 --> 03:36:40.440]  through the citation live on national television. The president actually read it.
[03:36:43.720 --> 03:36:47.400]  So we're going to re-air that today coming up during the war room. We'll find that and air
[03:36:47.400 --> 03:36:52.200]  that because that's important. Yeah, man. Yeah, those guys deserve to be recognized. And SLAB
[03:36:52.200 --> 03:36:57.880]  deserves to be recognized for his contributions on the field of battle there. Just amazing stuff.
[03:36:58.600 --> 03:37:01.960]  Now let's juxtapose that, not in the mean way. I'm sure you heard of Michael
[03:37:01.960 --> 03:37:04.440]  Ratondo, the 30-year-old that wouldn't get out of his parents' house?
[03:37:06.360 --> 03:37:12.360]  Only briefly, I've been quite busy running our operations for the children, Alex. So I get
[03:37:12.360 --> 03:37:16.680]  glimpses of the news. And that's what we'll talk about next segment. Boy, it's Trump and you guys
[03:37:16.680 --> 03:37:21.480]  and everybody really delivering. There are just massive pedophile roundups going on, but we can't
[03:37:21.480 --> 03:37:26.680]  get into it all. The numbers are out there like eight, nine times the previous number under Obama.
[03:37:26.680 --> 03:37:30.840]  And the left's really panicking and more and more of this is coming out. But that's definitely
[03:37:30.840 --> 03:37:39.720]  panicking the globalists right now. Yeah. Well, there's a massive struggle for power over the
[03:37:39.720 --> 03:37:45.960]  United States. We see it getting more desperate on the left, on the globalist side, as Trump makes
[03:37:45.960 --> 03:37:51.720]  more progress and gets his footing as Commander-in-Chief of the United States and starts exposing
[03:37:51.720 --> 03:37:57.240]  more of the truth. The globalists and the radical left are getting more and more desperate. So it's
[03:37:57.240 --> 03:38:02.520]  interesting. These are interesting times, highly contested. So we'll stand by and watch.
[03:38:02.520 --> 03:38:05.480]  We're breaking it down here in a few minutes. Finishing up, and I'm going to do a special
[03:38:05.480 --> 03:38:10.520]  broadcast with you later. I'm really trying to find out why you and so many other millennials
[03:38:10.520 --> 03:38:15.560]  are so timid, afraid to leave the house, lazy. I'm not trying to be mean, but
[03:38:17.320 --> 03:38:21.560]  we've got Dru and some of the other folks have questions for it. And great. You respond back
[03:38:21.560 --> 03:38:27.640]  at anyone. Alex, you don't mind? Sure. Can I interject? I would just encourage him. Look,
[03:38:28.600 --> 03:38:33.800]  if you love somebody, you want to, you want them empowered. Man, I teach my son everything that I
[03:38:33.800 --> 03:38:39.560]  can and look at, take a little league football team. Man, they train those boys hard. Why? Because
[03:38:39.560 --> 03:38:45.080]  they want them to be prepared to win or to perform well during the game. And we all want that for
[03:38:45.080 --> 03:38:50.360]  our kids, man. And so sometimes love, if you really care about somebody, you want them empowered.
[03:38:50.360 --> 03:38:56.920]  And growth is always difficult. It's, it's, it's sometimes painful, but it's beneficial.
[03:38:56.920 --> 03:39:01.640]  So I would, I would encourage this guy. Hey, look, yep, he, his life has been what it has
