[00:00.000 --> 00:17.000]  Big Brother. Mainstream media. Government cover-ups. You want answers? Well, so does he.
[3:01:02.000 --> 3:01:14.000]  Oh, absolutely. And now, it's wonderful because thanks to capitalism, you've got Wells Fargo and Fifth Third Bank Corp saying that they're going to raise their minimum wage of $15. So it looks like we're winning the fight for 15.
[3:01:14.000 --> 3:01:29.000]  Yeah. And not just that. Oh, yeah. And that's without law, by the way. That's without law. We did it just by helping the economy. And that's not the other thing. You had companies announced giving out bonuses, other companies announced raises, other companies announced massive donations to charity.
[3:01:29.000 --> 3:01:40.000]  I mean, you know, but oh, you know, Trump is so bad with these tax cuts. I mean, these tax cuts are making Russia rich. What are we going to do? Russia is getting such a tax cut because of President Trump.
[3:01:40.000 --> 3:01:50.000]  No, wait, that's Americans getting a tax cut because of President Trump. And thank you so much for the call, Josh. I saw this tweet from someone that summed it up perfectly.
[3:01:50.000 --> 3:02:06.000]  It was like Bill Clinton said, I promise. George Bush said, I promise. Barack Obama said, I promise. Donald Trump said, I did it. And that's the fact. Let's go to William calling in from Georgia. Go ahead, William.
[3:02:06.000 --> 3:02:17.000]  How are you doing? It's going good. I like to call this the Jones effect. Over time, I saw John say something. Then in two years, it came to pass. Then he said something. One year came to pass.
[3:02:17.000 --> 3:02:32.000]  That's right. Infowars.com. Tomorrow's news today. Infowars.com. Next week's news today. Infowars.com. Next month's news today. Infowars.com. Next year's news today. Infowars.com. Next decades news today. Infowars.com. Next centuries news today.
[3:02:32.000 --> 3:02:45.000]  All right. And the second thing, this is for you. I call it swamp chart. And what you need to do is have a picture of those who have resigned or been fired, like senators, CEOs and news reporters.
[3:02:45.000 --> 3:02:59.000]  And also the pictures of those who need to be kicked out of office at midterm and put their picture up on the website, put all the pictures, line them up together and put their alter ego up beside them like water moccasins, serpents, rats and swathing.
[3:02:59.000 --> 3:03:17.000]  Yeah, I like that. And so every time a swamp creature is kicked out of office, the swamp level goes down. This is good. We've got a great team of writers and we have a great audience out there that will probably take up on that.
[3:03:17.000 --> 3:03:37.000]  So yeah, that's great. A list or an image or something showing all the swamp creatures, Debbie Wasserman, Schultz, Jeff Flake and all of these people. That's a good idea because some people are really good at, sometimes visual learning is better for some people and images sticking people's minds more than having to read something or listen to something.
[3:03:37.000 --> 3:03:46.000]  So that's a great idea, especially when we come up to the midterms election. Thank you so much for the call, William. All right. Andy in Texas, you've got 60 seconds. Squeeze it in.
[3:03:46.000 --> 3:04:00.000]  Oh, hey, so I think the biggest story of the year is the non-conviction of Hillary Clinton, the simple fact that we've got more evidence on her than anything leading up to any kind of collusion with the Russians, with Donald Trump.
[3:04:00.000 --> 3:04:09.000]  We've got much more collusion with her and she just sat on the sidelines watching and applauding and whatnot. I think that's the biggest story of the year is that this woman is still walking free.
[3:04:09.000 --> 3:04:17.000]  Yeah, so it's like the biggest story of the year as far as news coverage is the Trump-Russia collusion, which is a non-story, a made up story, fake news.
[3:04:17.000 --> 3:04:29.000]  Meanwhile, the real collusion with Hillary Clinton, the FBI, Obama's Department of Justice and even the Russians via Uranium One is not talked about.
[3:04:29.000 --> 3:04:39.000]  So, yeah, that is an amazing polarization of a Russian collusion where there is no Russian collusion with Donald Trump. That's the biggest news story.
[3:04:39.000 --> 3:04:45.000]  Then where there is Russian collusion with Hillary Clinton and Uranium One, that somehow doesn't exist. That is incredible.
[3:04:45.000 --> 3:05:00.000]  John Rappaport takes over. I sign off telling you to stay classy, info warriors.
[3:05:15.000 --> 3:05:26.000]  I just went off what I saw medical doctors prescribing to their patients, but it wasn't prescription, but they were charging people $100, $200 for the formulae.
[3:05:26.000 --> 3:05:35.000]  And I came up with our own formulae, working with scientists and developers. Non-GMO, made right here in America, 120 capsules.
[3:05:35.000 --> 3:05:46.000]  Ladies and gentlemen, you add the preglonone to it, which is the precursor to all the hormones that your body has to have to even make the hormones in your glands. It is amazing.
[3:05:46.000 --> 3:06:14.000]  Red Pill, now available at infowarsstore.com and your purchase of the operation.
[3:06:14.000 --> 3:06:23.000]  If you are receiving this transmission, you are the resistance. It's Alex Jones.
[3:06:23.000 --> 3:06:29.000]  John Rappaport here, sitting in for Alex in the fourth hour at Infowars.
[3:06:29.000 --> 3:06:45.000]  Yeah, big stories in 2017, so let me begin with one of the stranger stories, which just broke UFO disclosure.
[3:06:45.000 --> 3:07:01.000]  Right. I'm sure many of you have been getting at least a piece of this story, and it kind of starts with Tom DeLong, a famous musician, Blink 182.
[3:07:01.000 --> 3:07:24.000]  And all of a sudden, he is announced that he has a new venture called To The Stars Academy. Not exactly sure what that's going to be, but it has something to do with UFO information, disclosure, research, entertainment, perhaps merchandising and so on and so forth.
[3:07:24.000 --> 3:07:50.000]  So you would think, okay, great, well, whatever. But no, no, because one of his lead collaborators, not just a momentary acquaintance, but one of his lead collaborators is a guy named Luis Elizondo, who was the Pentagon chief of a secret program now admitted in the press all over the world from 2007 to 2012,
[3:07:50.000 --> 3:08:07.000]  and it's actually still going on. Elizondo is not there anymore to study and explore UFO activity, and Elizondo is now actually the point man for the media starting with the New York Times.
[3:08:07.000 --> 3:08:22.000]  So for decades, independent UFO researchers, investigators, people with stories, whatever, and whatever you think of all of that have been trying to get major media media coverage, you know, please, please.
[3:08:22.000 --> 3:08:47.000]  You know, Pentagon says we know nothing, CIA says we have nothing, and then all of a sudden, through To The Stars Academy, Luis Elizondo has a direct pipeline into the New York Times and therefore every major press outlet in the world to talk about this Pentagon program,
[3:08:47.000 --> 3:09:05.000]  but nobody heard of before, to study and explore UFO activity, and Elizondo is also bringing with him the video, which you've probably seen by now, 2004 off San Diego, fighter jets, a hovering, twisting, tic-tac,
[3:09:05.000 --> 3:09:27.000]  something or other UFO unidentified flying object in the sky, which then apparently whisks off at very high speed, and then also a statement from Elizondo that the Pentagon has, or actually a contractor has in Las Vegas named Bob Bigelow,
[3:09:27.000 --> 3:09:38.000]  material from UFOs, which is being analyzed, but the sense is nobody can figure out what these metals are made of.
[3:09:38.000 --> 3:09:42.000]  Commander David Freybor's colleagues made fun of him after learning he-
[3:09:42.000 --> 3:10:01.000]  I mean, it was a great night, gigantic, so what I decided to do was just to go to the To The Stars Academy website and see what's cooking there, because Tom DeLong has a team around him, of people.
[3:10:01.000 --> 3:10:12.000]  Again, not just occasional drop-in guests, but this is the team, the team, the team.
[3:10:12.000 --> 3:10:22.000]  Now, just check this out, screw your brain in real tight, Jim Semibon, and I'm looking at my text here so I get this right.
[3:10:22.000 --> 3:10:37.000]  Paul from Quotes, by the way, retired from the Central Intelligence Agency's Directorate of Operations after 25 years as an Operations Officer overseas and domestically.
[3:10:37.000 --> 3:10:53.000]  Al Putoff, a physicist, has done research at the National Security Agency, NSA, among other places, regularly advises the Department of Defense and Intelligence Communities.
[3:10:53.000 --> 3:11:01.000]  And Luis Elizondo, the guy I just mentioned, now listen to this, because I'm going to read you, this is a very interesting quote.
[3:11:01.000 --> 3:11:13.000]  A career intelligence officer whose experience includes working with the U.S. Army, the Department of Defense, the National Counter Intelligence Executive, and the Director of National Intelligence.
[3:11:13.000 --> 3:11:34.000]  As a former special agent in charge, Luis conducted and supervised highly sensitive espionage and terrorism investigations around the world as an intelligence case officer. He ran clandestine source operations throughout Latin America and the Middle East.
[3:11:34.000 --> 3:11:48.000]  And quote, oh yeah, Chris Mellon served 20 years in the federal government, including as a Deputy Assistant Secretary of Defense for intelligence in the Clinton and Bush administrations.
[3:11:48.000 --> 3:11:59.000]  Paul Rapp, past honors, include a certificate of commendation from the CIA for significant contributions to the mission of the Office of Research and Development.
[3:11:59.000 --> 3:12:20.000]  Now, as an aside, I can tell you that that office, the ORD, was precisely where the CIA's MK Ultramind control program secretly was shifted in 1962 after it supposedly ended.
[3:12:20.000 --> 3:12:22.000]  Very good source on that.
[3:12:22.000 --> 3:12:32.000]  Another guy on Tom DeLong's team, Norm Kahn, 30 year career with the CIA. Getting the picture here?
[3:12:32.000 --> 3:12:48.000]  Now, we're supposed to believe that whatever you think about UFOs and they're real, they're not, they're aliens, it's an operation, the black budget, it's intelligence, community disinformation, whatever.
[3:12:48.000 --> 3:12:59.000]  Here is suddenly an organization that has a direct pipeline to the New York Times and every press outlet in the world with a story about UFO revelations.
[3:12:59.000 --> 3:13:06.000]  This has never happened before. The New York Times is reporting all this straight ahead. Here it is.
[3:13:06.000 --> 3:13:22.000]  And it's to the Stars Academy. Now, I'll take you one layer deeper on this because this is very interesting.
[3:13:22.000 --> 3:13:46.000]  On a few of these big names that I just went over and a few others who are on the team at to the Stars Academy, Dr. Norm Kahn, well, he also had a career with the CIA that culminated, I'm quoting now, in his development direction of the intelligence community's counter biological weapons program.
[3:13:46.000 --> 3:14:08.000]  Dr. Rapp, who I mentioned, Professor of Military and Emergency Medicine. Now, another advisor to the Academy to the Stars, Dr. Gary Nolan, Professor in the Department of Microbiology and Immunology at Stanford.
[3:14:08.000 --> 3:14:28.000]  He holds a B.S. in genetics, Ph.D. in genetics, and Luis Elizondo, the CIA guy that I just mentioned, the man who has the direct pipeline to the New York Times, quote, his academic background includes microbiology,
[3:14:28.000 --> 3:14:50.000]  immunology and parasautology with research experience and tropical diseases. So I ask you, aside from all the CIA spooks and military intelligence and Pentagon people on this team, why are their medical players, significant medical players?
[3:14:50.000 --> 3:15:12.000]  And I will give you my take on this because we could be seeing an op, a covert psi op to say viruses are coming in from space. They've always come in from space. And now we have to pay attention to them, particularly with some revelations that we may not be alone in the universe.
[3:15:12.000 --> 3:15:32.000]  And who knows what our enemies out there could be sending to us, etc., etc., vaccines. We need all kinds of vaccines against who knows what. There's money here, medical contracts, getting the picture. I will continue this very weird and interesting story after the break.
[3:15:42.000 --> 3:15:59.000]  Are you happy washing your hands with harsh chemicals? Are you happy doing laundry with detergents? Are you happy paying high prices?
[3:15:59.000 --> 3:16:18.000]  Find your happiness with pure soap. These all natural, earth-friendly pure soaps are the very best you've ever used. Buy in bulk, get a 12, 36 or 48 month supply or get items individually and still save big. You're getting soap products twice as good as what you're using now, earth-friendly and natural soaps.
[3:16:18.000 --> 3:16:41.000]  Your family deserves the best. Happiness is 5starsoap.com. Why not put your money up the drain for a change? See them at 5starsoap.com or call 1-800-340-7091 for a catalog. Calben's soap company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated, soaps made from vegetable and coconut oils.
[3:16:41.000 --> 3:16:52.000]  See their full selection of soaps at 5starsoap.com or call 1-800-340-7091 for a catalog.
[3:17:11.000 --> 3:17:36.000]  This is Dan Pilla. Do you owe the IRS money you can't pay? Are tax debts crippling you? I've defended people from the IRS for over 30 years. I've helped thousands and I can help you too. I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[3:17:36.000 --> 3:17:51.000]  Call 800-34-NO-TAX to finally get free of IRS debt. With the IRS's new programs, there's never been a better time to solve your problem. Call 800-34-NO-TAX, that's 800-34-NO-TAX or my website, danpilla.com.
[3:18:06.000 --> 3:18:17.000]  They also help prevent discomfort from indigestion caused by fermentation of undigested food particles in the gut. Digestive enzyme production declines as we age. Carnivore is filled with digestive enzymes like those naturally present in the body.
[3:18:17.000 --> 3:18:28.000]  Enjoy the full potential of protein-rich foods again. You can eat protein-heavy foods now, while minimizing the later indigestion and discomfort commonly associated with high meat diets.
[3:18:28.000 --> 3:18:43.000]  Just one pill with every high protein meal helps increase the bioavailability and absorption of amino acids, the building blocks to your muscles. Carnivore also contains digestive enzymes to help digest fats and carbohydrates, so you can fully digest all types of meals.
[3:18:43.000 --> 3:18:59.000]  Don't let a meal go to waste. Use Carnivore by InfoWarsLife. Head to InfoWarsLife.com and secure your bottle now. That's InfoWarsLife.com.
[3:19:13.000 --> 3:19:25.000]  B-12 combines two bioactive forms of vitamin B-12 for optimal absorption. Up, up, up, up, optimal absorption. Being deficient in B-vitamins can cause fatigue, depression, poor memory and lethargy.
[3:19:25.000 --> 3:19:45.000]  Secret 12. Up, up, up, up, up, optimal absorption. B-vitamins help the body convert food into energy by supporting your inner cellular processes. B-vitamins are also essential for the optimal functioning of the brain and nervous system. Up, up, up, up, up, optimum levels. Secret 12 is an easy way to increase your vitamin B-12 intake.
[3:19:45.000 --> 3:19:56.000]  Head to InfoWarsLife.com and support optimal brain and body function with Secret 12. That's InfoWarsLife.com.
[3:19:56.000 --> 3:20:04.000]  You're listening to the Alex Jones show.
[3:20:04.000 --> 3:20:25.000]  Alex Jones, the cure to fake news, coming to you live from Austin, Texas.
[3:20:25.000 --> 3:20:41.000]  John Rathenport back here in the fourth hour before I continue this very strange and interesting UFO story. Just want to tell you about the New Year's extended specials at InfoWars with free shipping.
[3:20:41.000 --> 3:20:59.000]  It's quite fantastic. Michael ZX back in stock, 25 off with free shipping, 25% off. Supermail Vitality, 50% off with free shipping. Silver Bullet, 67% off with free shipping.
[3:20:59.000 --> 3:21:16.000]  InfoWarsStore.com. Brain Force, plus 50% off free shipping. InfoWarsStore.com. Alpha Power, 50% off with free shipping. Cell Force, 50 off with free shipping.
[3:21:16.000 --> 3:21:33.000]  These and other deals give you what you're looking for in the way of products and support the InfoWars because you're just not going to get these stories, of course, on mainstream news.
[3:21:33.000 --> 3:21:52.000]  One of the reasons that InfoWars is being attacked so hard, especially in 2017, it really accelerated, was because it's a place to get news that the mainstream refuses to report.
[3:21:52.000 --> 3:22:08.000]  A big story comes out and it contradicts the agenda of mainstream news. Oh, we can't have that. We don't want anybody else to report on it at all, but all of a sudden, bang, there is at the top of the InfoWars homepage.
[3:22:08.000 --> 3:22:30.000]  And millions of people are seeing it, reading it, hearing about it. Wow, sharing it. It's going all over the planet. The very story, whatever it is at the moment, that mainstream doesn't want you to know because it crisscrosses and contradicts their agenda.
[3:22:30.000 --> 3:22:45.000]  They want to own the territory and they realize that they don't own it anymore. That's part of the InfoWars and you support that when you buy these products and you get great products.
[3:22:45.000 --> 3:22:55.000]  That's the deal. What could be better? No government funding, no this, no that. It's just straight out between you and InfoWars.
[3:22:55.000 --> 3:23:00.000]  So get these specials at InfoWarsStore.com.
[3:23:00.000 --> 3:23:16.000]  Okay, so back to this fascinating UFO story. As I said before the break, all these medical players are on board of To The Stars Academy, which nobody ever heard of before, until a couple of months ago.
[3:23:16.000 --> 3:23:45.000]  And they are spearheading the UFO revelations. Wow. But these medical players could very easily mount a PSYOP, which says, you know, for decades now we've been concerned about viruses coming in from deep space because we don't know what they are and we have no natural immunity to them and we must develop vaccines against them.
[3:23:45.000 --> 3:23:51.000]  And there's a lot of money to be had from government contracts and so on and so forth and so on.
[3:23:51.000 --> 3:24:11.000]  And this is a reason to be afraid, very afraid. And they could step by step pump this up because in my article, as you can see, it's very clear that when astronauts come back from space as in the Apollo missions, they're put through three stages of quarantine.
[3:24:11.000 --> 3:24:20.000]  So this fear of germs from outer space is nothing new. It's been part of the NASA program all along.
[3:24:20.000 --> 3:24:48.000]  And now we have this little organization of Tom DeLongs with medical CIA, Pentagon players on board, serious players who can very easily with access suddenly out of nowhere to the biggest press outlets in the world, mainstream outlets, promote any story relating to space and UFOs they want to.
[3:24:48.000 --> 3:25:07.000]  Well, you know, we should be very concerned about viruses from outer space. Really? Oh yes, for decades. I could show you academics and so forth and professors and pharmaceutical companies and the FDA and whoever, you know, we want to bring into this.
[3:25:07.000 --> 3:25:20.000]  I've been very concerned about these things and we need to develop defenses against this. Really? Yes, defenses and vaccines, more vaccines, of course. Yes, absolutely.
[3:25:20.000 --> 3:25:33.000]  So you may have heard that there are rumblings in Congress now about resurrecting the old Reagan Star Wars plan in space, which is to be able to intercept missiles.
[3:25:33.000 --> 3:25:43.000]  Well, suppose these guys decide to promote. Yeah, we need virus detectors in outer space. You see a ring of virus detectors and so forth.
[3:25:43.000 --> 3:26:01.000]  And we have to be aware of all of this. Well, this provides a tremendous cover story for ongoing deep state U.S. offensive research in bio weapons can be hidden under all of this very, very easily.
[3:26:01.000 --> 3:26:12.000]  That's another advantage of this whole program. So for those of you who are tangentially interested in UFO stories are very interested in whatever.
[3:26:12.000 --> 3:26:27.000]  Take all of this into account that I'm telling you here because this little team of players out of nowhere has tremendous clout and they can promote to the world through the mainstream apparently now any old story they want to.
[3:26:27.000 --> 3:26:43.000]  They can give you alien scenarios. They can give you psi off threats of all kinds from outer space. They can spin enemy after enemy because after all, what does the CIA and the Pentagon do on a regular basis?
[3:26:43.000 --> 3:26:48.000]  They invent enemies everywhere. So why not go to outer space?
[3:26:48.000 --> 3:27:10.000]  Okay. Story number two today. This is hot off the wire and haven't written this up yet, but a medical story, a story about the FDA, a story about crimes, a story about murder, a story about decades of medical murder.
[3:27:10.000 --> 3:27:19.000]  And why is this important aside from what I've just said? I want to set a larger context to which I have before and I will do again.
[3:27:19.000 --> 3:27:36.000]  The medical cartel is in the long term the most important branch or arm of globalism on the planet because by toxic treatment throughout a person's lifetime with toxic drugs and vaccines.
[3:27:36.000 --> 3:27:48.000]  That person can be debilitated, confused, killed, made weak, incapable of rational thought or resistance to a takeover.
[3:27:48.000 --> 3:28:06.000]  After all, if you are one of the arch globalists on the planet and you intend to install a management system for the entire world and erase national borders and have one nation under globalism and you're dealing with 8 billion people,
[3:28:06.000 --> 3:28:24.000]  you are in fact thinking of ways that you can implement strategies to debilitate, destroy, confuse, weaken the entire global population because that's what makes it possible to take them over.
[3:28:24.000 --> 3:28:52.000]  Get it? I will have the details on this story after we return from the break.
[3:28:52.000 --> 3:29:01.000]  Most people think life insurance pays after you're dead. That's true. But did you know you can have tax-free access to your life insurance while you're still alive?
[3:29:01.000 --> 3:29:10.000]  You can use the life benefits of your life insurance to grow your money with certainty and guarantees. No stock market risk, no tax risk, and no penalties.
[3:29:10.000 --> 3:29:22.000]  Call life benefits if you'd like a free book about how this can be done. Call 702-660-7000. That's 702-660-7000.
[3:29:40.000 --> 3:29:53.000]  2995 and free economy shipping. Use discount code GCN and get an extra 10% off your purchase at bugasalt.com. Fire your flyswatter. Get your bugasalt today.
[3:29:53.000 --> 3:30:09.000]  2017 has been a earth-shaking year. In 2018, guaranteed is even going to be wilder. In fact, my good friend Stephon Malinou said it's going to be like the battle of the gods, ragnarok. So get ready, ladies and gentlemen.
[3:30:09.000 --> 3:30:22.000]  And that's why, thanking you for all your support, we are extending free shipping store-wide at infowarstore.com into early January and the massive 50-67% off all our best-selling items.
[3:30:22.000 --> 3:30:34.000]  So ladies and gentlemen, whether it's colloidal silver, or brain force, or micro-zx, or fluorolife, they're now back in stock. They're all massively discounted with free shipping at infowarstore.com.
[3:30:34.000 --> 3:30:43.000]  Take advantage of it right through the new year in a salute to the info warriors and in to a thanks to all of you that have made this operation possible.
[3:30:43.000 --> 3:30:53.000]  From myself, the entire info wars crew, thank you for your support, thank you for bringing America back from the edge of death, and thank you for standing against the globalist and their bullying garbage.
[3:31:14.000 --> 3:31:23.000]  And supercharge your oral health. Our amazing mouthwash features natural oils and ancient ingredients used since aboriginal and biblical times.
[3:31:23.000 --> 3:31:33.000]  Instead of containing fluoride, our super blue line is loaded with a good halogen iodine and an array of other beneficial compounds that have been hand selected for their oral health benefits.
[3:31:33.000 --> 3:31:40.000]  Super blue fluoride free mouthwash and toothpaste are the first and only to contain all of these natural ingredients.
[3:31:40.000 --> 3:31:46.000]  Silatol, nano silver, and iodine. Notice the difference with our super blue fluoride free products.
[3:31:46.000 --> 3:32:04.000]  Refresh your breath and invigorate your oral health routine at infowarstore.com. Choose to take control of your chemistry with survival shield X2 and bio true selenium. This powerful combo is perfect for supporting your thyroid and health.
[3:32:04.000 --> 3:32:20.000]  Bio true selenium formula is far from synthetic and is made from a source of 100% organic mustard seed. Our super high quality nascent iodine is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[3:32:20.000 --> 3:32:35.000]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue, and organ in the body. With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain, and overall brain fog.
[3:32:35.000 --> 3:32:53.000]  Survival shield X2 and bio true selenium work together to support the systems in your body. Take control of your chemistry today with this super combo. Discover the power of survival shield X2 and bio true selenium at infowarslife.com.
[3:33:05.000 --> 3:33:25.000]  You found it. The tip of the spear. It is the Alex Jones show.
[3:33:25.000 --> 3:33:44.000]  John Rappaport back in the fourth hour here just wanted to continue what Alex was talking about on the break because here are more products with tremendous discounts and free shipping from infowarstore.com, alpha power, 50 off with free shipping, cell force, 50% off free shipping,
[3:33:44.000 --> 3:34:04.000]  survival shield X2, 50 off with free shipping, vitamin mineral fusion, 50 off with free shipping, the real red pill, 50% off with free shipping, all super blue products, 50 off with free shipping, infowarstore.com.
[3:34:04.000 --> 3:34:32.000]  Right now, while supplies last, infowarstore.com. Okay, medical cartel, globalism, kissing cousins, brother, sister, whatever, they are the main long term thrust of globalism because they debilitate, confuse, weaken, destroy populations,
[3:34:32.000 --> 3:34:49.000]  make them easier to take over. It's part of the war. You've got to see that to understand it. And I've given you many details on that before. So I want to give you another one today.
[3:34:49.000 --> 3:35:09.000]  And again, as with many of these stories, it's right out there in the open. You don't have to, you know, we have to go down the rabbit hole, 15,000 feet with drills and, you know, so forth and lights on our heads in the caves and just right out in the open.
[3:35:09.000 --> 3:35:27.000]  A company, giant pharma company in Europe called Fresenius, Fresenius, which is one of the biggest healthcare providers in Europe and has a couple of dozen manufacturing facilities around the world.
[3:35:27.000 --> 3:35:53.000]  They make components for chemotherapy drugs for cancer. Okay. So we start off with poison drugs. Now what's happened is the FDA in the United States has discovered that at their plant in India, the employees, which they do these regular tests and checks on the assembly line to make
[3:35:53.000 --> 3:36:08.000]  sure that these components are coming out exactly as they should. And they discovered at least a couple hundred times looks like 256 altogether, that the drugs were not coming out of the assembly line the way they were supposed to come out.
[3:36:08.000 --> 3:36:24.000]  They contained contaminants. You don't want drugs with contaminants, especially if the drugs are poisoned to begin with. Now you're talking about poison on top of poison.
[3:36:24.000 --> 3:36:40.000]  That's what the FDA discovered. And these components go into chemotherapy drugs, which are sold all over the world and in the US. So what did the FDA do? And this is the second time this has happened, by the way.
[3:36:40.000 --> 3:36:57.000]  The FDA discovered very similar thing a couple of years ago. And now here we go again. They issue a warning letter. And the warning letter is, look boys, you're going to have to fix this. You're going to have to reexamine your entire operation and come on.
[3:36:57.000 --> 3:37:14.000]  Do better. Promise you will. Please. Otherwise, we're really going to have to get nasty with you. And we suggest, and this is part of the story, we suggest you bring in an outside consultant to handle all of this.
[3:37:14.000 --> 3:37:31.000]  Meanwhile, we at the FDA have to get back to what we're doing before, which is trying to limit people's access to those really poisonous compounds called nutritional supplements. Oh my God. Yeah. Yeah. Yeah. Yeah.
[3:37:31.000 --> 3:37:56.000]  This right out in the open. Nobody gets arrested. Nobody gets prosecuted for fraud, reckless endangerment. Nothing. No fines have been issued. And on top of that, the company is not told that they must stop the manufacturing process.
[3:37:56.000 --> 3:38:08.000]  No. In fact, the FDA, and it's warning. The warning, it looks, you know, something like, or sounds like that. This is a big warning, right?
[3:38:08.000 --> 3:38:27.000]  In their big warning, the FDA said now, if you don't behave and straighten up and fly right, we're not going to let you continue to export your drugs into the US, meaning for now, no problem.
[3:38:27.000 --> 3:38:45.000]  Continue to export these contaminated on top of poison drugs into the US to destroy lives, to facilitate populations and so on as I mean, whatever. We're not really that concerned at all. Not that much.
[3:38:45.000 --> 3:39:05.000]  This is all out in the open. All out in the open because the FDA and many other public health agencies, as they're called around the world, collude, conspire, get married to and stay married to for life.
[3:39:05.000 --> 3:39:25.000]  Big pharma and the pharmaceutical companies, this is part of the medical cartel. You figure in medical schools and doctor training, you figure in virus hunters at the Centers for Disease Control that every time there's an environmental poisoning of the environment,
[3:39:25.000 --> 3:39:47.000]  real, the real stuff, they say, oh, it's a virus and they provide cover for polluting corporations. All of these and more are part of the ongoing Rockefeller Medical Cartel, which is the long term arm of globalism.
[3:39:47.000 --> 3:40:01.000]  Now, again, I'm going to bring up the study, the key study that started the ball rolling 17 years ago for those of you who have not heard about it before.
[3:40:01.000 --> 3:40:21.000]  And you can use this when some science blogger who lives in mommy's basement tells you that all conventional medical studies are real and true and has prayed to them and they reveal that medical care is just pure and wonderful up and down the line.
[3:40:21.000 --> 3:40:42.000]  Right. So the study is, write it down, July 26, 2000, Journal of the American Medical Association, totally mainstream, Dr. Barbara Starfield, totally mainstream at the time, a revered public health expert of many years at the Johns Hopkins School of Public Health,
[3:40:42.000 --> 3:41:06.000]  and her review was called, is US health really the best in the world? And she concluded, conservatively, as she told me in a later interview, quite conservatively, that every year in the US correctly prescribed FDA approved as safe and effective medical drugs kill 106,000 people,
[3:41:06.000 --> 3:41:23.000]  and of course, MAME, many millions. 106,000 killed every year, which adds up to a million deaths per decade. Boom, boom, boom, boom, boom, boom.
[3:41:23.000 --> 3:41:41.000]  And I said to her, so has any agency of the federal government, for example, the FDA ever approached you since you published this review, asking you to consult on remedying this horrendous holocaust?
[3:41:41.000 --> 3:41:58.000]  No, she said, absolutely not. Has any government agency of the US undertaken a major program to remedy this incredible tragedy? No, she said, no.
[3:41:58.000 --> 3:42:19.000]  That just gives you the beginning of an idea of the level of destruction we're talking about. You pick your favorite story where human life is threatened and disposed of, shall we say, whatever that is for you.
[3:42:19.000 --> 3:42:32.000]  If I could show you that a mainstream publication has said that your story causes a million deaths per decade and it's documented, wouldn't you be interested? Well, that's the story here, folks.
[3:42:32.000 --> 3:42:52.000]  We'll be back after the break.
[3:42:52.000 --> 3:43:17.000]  Mike in Arizona, you're on the air worldwide. Go ahead.
[3:43:17.000 --> 3:43:30.000]  I use the bio-true selenium, the super blue toothpaste for you folks who aren't big normal toothpaste fans. The super blue is awesome. And thank you so much, Alex, for the InfoWars life products. They are quality. I can't wait to get some more.
[3:43:30.000 --> 3:43:34.000]  And thank you so much for doing that for us to keep us healthy. Absolutely.
[3:43:34.000 --> 3:43:53.000]  Because then we could all, as educated patriots, help our other countrymen and women understand that there's bigger problems going on and if we can get our houses in order and be good to each other and ourselves, we can take our country back.
[3:43:53.000 --> 3:43:56.000]  Matt in Ohio, you're on the air. Another Matt. Go ahead.
[3:43:56.000 --> 3:44:10.000]  Hey, listen, I just wanted to say real quick, I'm a longtime listener of InfoWars and I just wanted to say that the t-shirts that you guys are offering are absolutely fantastic and that really is a great way to deal with this battle in the InfoWars.
[3:44:10.000 --> 3:44:18.000]  It might seem like a simple thing, but particularly these slogan t-shirts that you guys got up right now are absolutely amazing.
[3:44:18.000 --> 3:44:29.000]  Well, thank you. My favorite new one is the don't tread on me, but said it says won't tread on me and it's a big Daeglo snake, Gadsden snake, and then it's got the American flag, infowars.com on the right arm.
[3:44:29.000 --> 3:44:36.000]  I mean, that's a great way just to meet like-minded people and spread the word and also exercise free speech.
[3:44:36.000 --> 3:44:53.000]  And the newest one is trigger warning t-shirt, trigger warning t-shirt, which is the symbol of a trigger with a yield sign and then infowars.com on the back. That is the new shirt of the mind available exclusively at infowarsstore.com.
[3:44:53.000 --> 3:45:07.000]  We have developed with the top firms in the United States powerful 50 billion live organism probiotic flora life that is so critical to having a healthy gut and a healthy life.
[3:45:07.000 --> 3:45:20.000]  And it has changed my life and so many other people's lives. The other part is a compound like Mycos EX that has all these key ingredients of organic herbs and other systems that are known to break down this garbage in the body.
[3:45:20.000 --> 3:45:30.000]  That's why as we go through Christmas and now into the new year, we're extending the free shipping and 50% off on all our bestselling items while supplies last.
[3:45:30.000 --> 3:45:37.000]  You can also get the two products together and get them at 50% off when you combo them.
[3:45:37.000 --> 3:45:53.000]  So popular, sold out for more than six months. Now back in stock for limited time at infowarsstore.com, infowarslife.com or by calling toll free, triple A, two, five, three, three, one, three, nine.
[3:45:53.000 --> 3:46:12.000]  Introducing flora life, the new probiotic line developed exclusively by infowarslife after years of research on the human microbiome. Not all probiotics are made the same. Flora life probiotics use a unique targeted delivery system that bypasses the stomach and releases directly into the intestines for maximum effect.
