[00:00.000 --> 00:12.480]  We are on the March the Empire is on the run Alex Jones and the GCN radio network
[01:13:21.720 --> 01:13:23.720]  Okay, but I mean, big pharma lobbied for this bill.
[01:13:23.720 --> 01:13:25.720]  So are you for Obamacare or against it?
[01:13:25.720 --> 01:13:32.720]  I'm for this as a step in a process to get rid of us being on a stock exchange.
[01:13:32.720 --> 01:13:33.720]  All right.
[01:13:33.720 --> 01:13:34.720]  I appreciate your call.
[01:13:34.720 --> 01:13:35.720]  I hear what you're saying.
[01:13:35.720 --> 01:13:41.720]  The problem is the guys that run the stock exchange are the ones running the process.
[01:13:41.720 --> 01:13:42.720]  I mean, it is...
[01:13:42.720 --> 01:13:45.720]  They wrote it, but I hear you.
[01:13:45.720 --> 01:13:47.720]  Careful what you wish for.
[01:13:47.720 --> 01:13:48.720]  I'm just telling you, it's going to be bad.
[01:13:48.720 --> 01:13:50.720]  Thank you so much, Sherry.
[01:13:50.720 --> 01:13:53.720]  Real fast, Robert in California, you're on the air.
[01:13:53.720 --> 01:13:54.720]  Go ahead.
[01:13:54.720 --> 01:13:56.720]  Taking my call.
[01:13:56.720 --> 01:14:00.720]  My wife and I just received letters last week.
[01:14:00.720 --> 01:14:03.720]  We each have our own health insurance through our employers.
[01:14:03.720 --> 01:14:10.720]  Our plans that we're currently on will be discontinued as of January 1, and they're going to enroll us in new plans,
[01:14:10.720 --> 01:14:16.720]  which are actually more than double our collective premium costs each month.
[01:14:16.720 --> 01:14:22.720]  And that's not including dental and vision care, which will add to that burden as well.
[01:14:22.720 --> 01:14:29.720]  And as far as the political football that's being played between the two parties in control of our government,
[01:14:29.720 --> 01:14:32.720]  I personally would love to see the government shut down.
[01:14:32.720 --> 01:14:33.720]  Just shut the sucker down.
[01:14:33.720 --> 01:14:35.720]  You know, I'm glad you said that.
[01:14:35.720 --> 01:14:37.720]  It's almost like, don't throw me in the briar patch.
[01:14:37.720 --> 01:14:38.720]  Oh, horrible.
[01:14:38.720 --> 01:14:43.720]  Every time it partially shuts down or shuts down, you don't even notice anything.
[01:14:43.720 --> 01:14:44.720]  It's like wonderful.
[01:14:44.720 --> 01:14:51.720]  I mean, it's like, oh my gosh, what if the Nazi government went bankrupt in 1944 and the Reich shut down?
[01:14:51.720 --> 01:14:52.720]  Good.
[01:14:52.720 --> 01:14:53.720]  Exactly.
[01:14:53.720 --> 01:14:55.720]  But the problem is they'll hold us hostage.
[01:14:55.720 --> 01:14:56.720]  They'll show people that are dependent.
[01:14:56.720 --> 01:15:00.720]  It's why they want us dependent, so we think we need them.
[01:15:00.720 --> 01:15:02.720]  You said it earlier.
[01:15:02.720 --> 01:15:03.720]  Why is it always government?
[01:15:03.720 --> 01:15:05.720]  Why is the focus always on government?
[01:15:05.720 --> 01:15:08.720]  Why do we always have to look to government to save us?
[01:15:08.720 --> 01:15:09.720]  Or it's a swindle.
[01:15:09.720 --> 01:15:11.720]  It's a giant swindle.
[01:15:11.720 --> 01:15:13.720]  And you talk about it on a daily basis.
[01:15:13.720 --> 01:15:15.720]  We all know it.
[01:15:15.720 --> 01:15:17.720]  Some of us know it.
[01:15:17.720 --> 01:15:23.720]  And it's about time the rest of everybody gets on the page and sees this window for what it is.
[01:15:23.720 --> 01:15:27.720]  The public needs to understand we have a corrupt group in control across the board.
[01:15:27.720 --> 01:15:32.720]  Anything they do, forget the propaganda, anything they implement will be a screw job.
[01:15:32.720 --> 01:15:33.720]  And we've seen that.
[01:15:33.720 --> 01:15:39.720]  Why keep being folks at the casino getting ripped off that then go mortgage their house?
[01:15:39.720 --> 01:15:41.720]  Because, oh, I'm deep into this.
[01:15:41.720 --> 01:15:42.720]  I've got to keep betting on it.
[01:15:42.720 --> 01:15:44.720]  You know, I'm going to be a winner someday.
[01:15:44.720 --> 01:15:47.720]  We'll be back after this quick break. 877-789.
[01:15:47.720 --> 01:15:49.720]  Alex is the number to call us.
[01:15:49.720 --> 01:15:53.720]  We're going to go to Ray and Vicki and Michael and Paul and Mike and Don and Robert.
[01:15:53.720 --> 01:15:54.720]  Everybody straight ahead.
[01:15:54.720 --> 01:16:16.720]  The news websites are info wars.com and prison planet.com.
[01:16:25.720 --> 01:16:26.720]  I've done deep research.
[01:16:26.720 --> 01:16:32.720]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[01:16:32.720 --> 01:16:35.720]  It's made right here in the USA completely non-GMO.
[01:16:35.720 --> 01:16:44.720]  I searched out the best quality and now have developed a double strength form of nascent iodine exclusively available at infowarslife.com.
[01:16:44.720 --> 01:16:50.720]  Nascent iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[01:16:50.720 --> 01:16:58.720]  For survival shield nascent iodine, secure your super high quality nascent iodine today at infowarslife.com.
[01:16:58.720 --> 01:17:24.720]  With over 3,000 years of historic use, pure silver continues to be one of nature's most reliable and effective agents against fighting viruses, mold, fungus, bacteria, pathogens and parasites.
[01:17:24.720 --> 01:17:29.720]  Your home, your self-produced nano-silver solutions can be applied topically to the skin.
[01:17:29.720 --> 01:17:46.720]  For many who are new to silver that wish to try silver for the first time, we offer a full line of consumables and cosmetics such as our two ounce nano-silver nasal sprays, our nano-silver soap and our most popular product, the all-natural nano-silver gel.
[01:17:46.720 --> 01:17:58.720]  Visit www.silverlungs.com to learn more about the industry-leading technology of the silver lung system. That's www.silverlungs.com.
[01:18:16.720 --> 01:18:26.720]  Supernatural silver is a new patented technology that is made using 10,000 volts of AC current. This technology is so powerful, it must be made in a laboratory.
[01:18:26.720 --> 01:18:38.720]  Colloidal and ionic silvers use a charge of only 110 volts of DC current, making supernatural silver hundreds of times more effective against viruses, bacteria and fungus.
[01:18:38.720 --> 01:18:54.720]  Supernatural silver liquid can be used internally, and our silver gel can be used topically. To find out more information on how supernatural silver can help you win the war against deadly pathogens, go to www.supernaturalsilver.com.
[01:18:54.720 --> 01:19:09.720]  Use the promo code SAFE for 20% off and like us on Facebook.
[01:19:24.720 --> 01:19:39.720]  This technology is made by a Harvard Business School engineer and it's revolutionary. You'll get 24-hour protection for just $14.99 a month. There are no hidden fees and no contracts. You'll save thousands, plus you're protected by their 100% money-back guarantee.
[01:19:39.720 --> 01:19:52.720]  Protect yourself against home invasions and break-ins. Order your SimplySafe system now and receive a wireless keychain remote, a $25 gift, free, so don't waste your time dealing with scum.
[01:19:52.720 --> 01:19:59.720]  Get SimplySafe.com. Get SimplySafe.com. Get SimplySafe.com.
[01:20:23.720 --> 01:20:27.720]  You want answers? Well, so does he.
[01:20:27.720 --> 01:20:53.720]  Alright folks, Alex Jones here back live. We're taking your phone calls right now on this live Sunday edition on Obamacare and what you think of it specifically. I've gone over it. I mean, it is just 50-something taxes, conservatively.
[01:20:53.720 --> 01:21:04.720]  Some estimates are 80 taxes. Eight of them are on poor people, payroll taxes, medical devices, doubling of premiums in the first year. I mean, it's all hitting.
[01:21:04.720 --> 01:21:22.720]  And so do you do it? Mitch McConnell said, hey, we tried to stop it, let it through, let them get blamed, or do we get basically hold hostage if we stop it and hold up the whole government process and then they blame the collapse on those of us that didn't go along with it.
[01:21:22.720 --> 01:21:30.720]  It's almost like the Atlas Shrug thing where people that work just quit working and walk off. Well, that happened in every socialist or communist country.
[01:21:30.720 --> 01:21:38.720]  And then finally, things get so bad that you've got a few leaders living in palaces, eating caviar, everybody else starving to death.
[01:21:38.720 --> 01:21:53.720]  I mean, we're going to really let the socialists do this to us and the criminals who use our republic form of voting to get enough people domesticated and on the dole that they'll vote to take our guns, take our kids, take our labor, take our lives.
[01:21:53.720 --> 01:22:02.720]  This is slavery. It's a bunch of people getting together with special interests, voting our rights away, our money, our energy to them.
[01:22:02.720 --> 01:22:08.720]  And they don't care if they lose the prosperity of the top people because they're in control of the system, they're going to do okay.
[01:22:08.720 --> 01:22:15.720]  And their minions are too dumb as long as they see wealthy or middle class people go bankrupt, they're happy.
[01:22:15.720 --> 01:22:21.720]  That's what's so sad about the average socialist poor person is they're just an immoral scumbag.
[01:22:21.720 --> 01:22:27.720]  They're unsuccessful because they're usually lazy or evil. I got to be honest about it. I've seen it for myself.
[01:22:27.720 --> 01:22:32.720]  Then you've just got ignorant people dumbed down who are poor and get screwed by the system.
[01:22:32.720 --> 01:22:38.720]  And notice the system is always preferential towards the corrupt and the scammer because they're inherently criminal.
[01:22:38.720 --> 01:22:45.720]  I'm ranting. I'm going to stop. Let's go to your phone calls. Let's talk to Paul in the United Kingdom once we talk about Obamacare.
[01:22:45.720 --> 01:22:54.720]  I watch C-SPAN and see your UK Parliament when they talk about people waiting a year and a half for cancer surgery, which is a death warrant.
[01:22:54.720 --> 01:22:57.720]  What do you think of government-run healthcare?
[01:22:57.720 --> 01:23:04.720]  Yeah, it's a hellhole over here and I'm one of the people to be qualified to say this.
[01:23:04.720 --> 01:23:13.720]  I've got members of my family who've died in NHS healthcare and also criminal gangs getting free healthcare as well.
[01:23:13.720 --> 01:23:25.720]  Also, they spent about 3.7 billion in the last year and people in my country are just suckers, really, paying taxes towards us healthcare,
[01:23:25.720 --> 01:23:32.720]  which is basically funding off to private corporations and banks, and also they're involved with criminal gangs.
[01:23:32.720 --> 01:23:40.720]  And in this country, if you're found in possession of a firearm right, you are put in jail for, say, a life sentence right.
[01:23:40.720 --> 01:23:47.720]  These people control the criminal gangs. They like the crime going because it keeps the price up on cocaine.
[01:23:47.720 --> 01:24:03.720]  And since the Afghan invasion, heroin, basically heroin trade went up at least 90% and also the crime in this country is staggering from my calculations,
[01:24:03.720 --> 01:24:11.720]  89% and that's around on a crime rate per year is 316,000 a year.
[01:24:11.720 --> 01:24:18.720]  I was about to say, I've seen the numbers since they took the guns and arrest people that defend themselves with baseball bats.
[01:24:18.720 --> 01:24:23.720]  Your crime rates up six fold from what it was in 1990. I've seen those numbers.
[01:24:23.720 --> 01:24:29.720]  And again, what I just said before I went to you, they give the criminals,
[01:24:29.720 --> 01:24:36.720]  I see articles where gypsies steal a family's travel wagon and the government says they're allowed to keep it. It's their culture.
[01:24:36.720 --> 01:24:44.720]  That was Daily Mail, BBC. And BBC was saying, yes, that's true. It's racist that you have a trailer. Give it to the gypsies.
[01:24:44.720 --> 01:24:50.720]  And I guess I agree. I'm trendy. I say kill everybody in England. Give their houses to the gypsies. I'm being sarcastic.
[01:24:50.720 --> 01:24:56.720]  But this is the level it reaches. The government's a cancer. It just wants more people drawing on it,
[01:24:56.720 --> 01:25:01.720]  dependent and it's at war with any hardworking good person.
[01:25:01.720 --> 01:25:05.720]  And by the way, guys, you can Google that. I'm not joking. I'm not joking.
[01:25:05.720 --> 01:25:11.720]  In fact, if you defend yourself when your wife's being raped, you're put in jail for 10 years. Sir, go ahead and talk about it.
[01:25:11.720 --> 01:25:21.720]  I've also, me dad's had run ins with gypsies before over roofing, tiling and all the other things.
[01:25:21.720 --> 01:25:28.720]  And the gypsies are like walking around with concealed and carry firearms and not even sit lower.
[01:25:28.720 --> 01:25:39.720]  And when they get caught, they don't get in trouble. But if a Brit or a UK citizen is caught with a gun, you set it 50 plus your sentences on average.
[01:25:39.720 --> 01:25:42.720]  Yeah, yeah. And I think it's...
[01:25:42.720 --> 01:25:50.720]  And by the way, they keep you there as an example. If you defend yourself with a knife or a bat in your house, it's 10 years.
[01:25:50.720 --> 01:25:51.720]  Go ahead.
[01:25:51.720 --> 01:26:02.720]  Yeah, I've also, looking at that, when it comes to this issue, in fact, the Second Amendment is not an American tradition.
[01:26:02.720 --> 01:26:10.720]  It was brought with your ancestors. They brought the right to keep and bear arms to the new world from the old world.
[01:26:10.720 --> 01:26:15.720]  Absolutely. It goes back to 1215 and it goes back to the Parliament Act hundreds of years later.
[01:26:15.720 --> 01:26:23.720]  It all comes from the fights where they estimate over a million people in what's the UK today fought dying for basic freedom.
[01:26:23.720 --> 01:26:32.720]  A million people over 800 years and we take that birthright and piss it down the toilet.
[01:26:32.720 --> 01:26:33.720]  Go ahead, Caller.
[01:26:33.720 --> 01:26:51.720]  This country is so... It's the same because this country is so collectivised. I've noticed there is a journey when awakening because I go to a local university in England, I mean, in my local town.
[01:26:51.720 --> 01:27:08.720]  There's a lot of people, I'm starting to question government now and there's a lot of people in law enforcement as well. I'm sure you've got, like, I'm sure there's UK military and law enforcement is listening to the show anyway.
[01:27:08.720 --> 01:27:13.720]  Well, yeah, because they realise their whole future, their whole culture is gone under the new world order.
[01:27:13.720 --> 01:27:19.720]  The new order will not let anything independent, anything wholesome stand. It will take out everything and it's a criminal instinct.
[01:27:19.720 --> 01:27:25.720]  God bless you. Good to hear from you. There you go, folks. It's a hellhole under social health care in the UK.
[01:27:25.720 --> 01:27:29.720]  Ray in Oregon, you've got a minute and a half. Welcome, sir. Go ahead.
[01:27:29.720 --> 01:27:32.720]  The war smells like victory.
[01:27:32.720 --> 01:27:35.720]  I agree.
[01:27:35.720 --> 01:27:50.720]  I'm overjoyed with your show, sir. I've been fighting the new world order for over 30 years on the airwaves, on the internet, on the streets and you have taken it to a great level and I understand what it is to be in the hot seat.
[01:27:50.720 --> 01:28:00.720]  We have taken it to the great level. All of us together. My listeners are just as important as I am and I don't say that to be, you know, sitting there pacifying people. I mean that.
[01:28:00.720 --> 01:28:05.720]  I couldn't do this without all of you. We are together. I am humbled to be here, brother.
[01:28:05.720 --> 01:28:21.720]  Hey, there you go, man, because like I said, I've been there and I did it. I was the thought criminal on a free form FM station 20 some years ago and people weren't waking up and I never saw people coming around.
[01:28:21.720 --> 01:28:30.720]  And these last couple of weeks, there has been such a shift. I mean, we stopped a Syrian invasion almost unanimously.
[01:28:30.720 --> 01:28:34.720]  You know, stay there, brother. Stay there. Don't hang up, Michael in California.
[01:28:34.720 --> 01:28:40.720]  I'm going to come back to you than Mike in New York, Vicki in Illinois, Ray in Oregon, Don in Tennessee and others.
[01:28:40.720 --> 01:28:45.720]  Your calls straight ahead. I'll do another segment of calls. Then I've got all this other news in the final segment.
[01:28:45.720 --> 01:28:52.720]  I've not hit yet Fukushima news, driverless car news. That's the total control grid right there.
[01:28:52.720 --> 01:29:19.720]  Reporters reveal U.S. assassination program. It's all coming up.
[01:29:23.720 --> 01:29:33.720]  It is the only one that does it and out of the gates. We have it discounted at 10% off with promo code water.
[01:29:33.720 --> 01:29:44.720]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine hydrofluorosilic acid,
[01:29:44.720 --> 01:29:50.720]  the most common form of fluoride not covered by other fluoride filter brands and sodium hexafluorosilicate.
[01:29:50.720 --> 01:29:59.720]  Get your pro pure with a new pro one filter today at infowarstore.com or by calling 888-253-3139.
[01:29:59.720 --> 01:30:07.720]  Calben soap company can save you thousands of dollars and give you good old fashioned real soap that is triple concentrated
[01:30:07.720 --> 01:30:11.720]  and made from the highest quality vegetable and coconut oils.
[01:30:11.720 --> 01:30:22.720]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American made products.
[01:30:22.720 --> 01:30:29.720]  Order the sampler, a one to two month supply or get a one to two year supply of soaps for all your cleaning needs.
[01:30:29.720 --> 01:30:32.720]  You're getting soap products twice as good as what you're using now.
[01:30:32.720 --> 01:30:44.720]  This is an amazing deal and you will love the way real soap makes your skin feel. Call 1-800-340-7091 or visit www.5starsoap.com.
[01:30:44.720 --> 01:30:49.720]  Alex and his staff have used these earth friendly pure soaps for years.
[01:30:49.720 --> 01:30:59.720]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[01:30:59.720 --> 01:31:05.720]  The world is discovering the power of medicinal silver to fight against life threatening pathogens.
[01:31:05.720 --> 01:31:09.720]  And as a result, dozens of silver solutions have emerged.
[01:31:09.720 --> 01:31:12.720]  You can even make your own colloidal silver at home in your garage.
[01:31:12.720 --> 01:31:15.720]  How do you know which solution is the safest and most effective?
[01:31:15.720 --> 01:31:22.720]  Supernatural silver is a new patented technology that is made using 10,000 volts of AC current.
[01:31:22.720 --> 01:31:26.720]  This technology is so powerful it must be made in a laboratory.
[01:31:26.720 --> 01:31:31.720]  Colloidal and ionic silvers use a charge of only 110 volts of DC current.
[01:31:31.720 --> 01:31:37.720]  Making supernatural silver hundreds of times more effective against viruses, bacteria and fungus.
[01:31:37.720 --> 01:31:43.720]  Supernatural silver liquid can be used internally and our silver gel can be used topically.
[01:31:43.720 --> 01:31:49.720]  To find out more information on how supernatural silver can help you win the war against deadly pathogens.
[01:31:49.720 --> 01:31:59.720]  Go to supernaturalsilver.com. That's supernaturalsilver.com. Use the promo code STAY for 20% off and like us on Facebook.
[01:32:20.720 --> 01:32:25.720]  Our water is filled with toxic poisons and big pharma runoff.
[01:32:25.720 --> 01:32:30.720]  All of this has been engineered by design. We can turn the tide against the eugenicist.
[01:32:30.720 --> 01:32:34.720]  By giving ourselves the nutrients our body desperately needs.
[01:32:34.720 --> 01:32:44.720]  To learn more visit infowarshealth.com. The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[01:32:44.720 --> 01:32:52.720]  The fight against the new world order starts with you and you can't stand against the machine of your sick, tired and obese when you visit infowarshealth.com.
[01:32:52.720 --> 01:33:00.720]  Be sure and check out the catalog with nearly 400 life changing products and get free shipping when you sign up for auto ship.
[01:33:00.720 --> 01:33:08.720]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[01:33:08.720 --> 01:33:14.720]  You are obsolete, Mr. Wordsworth.
[01:33:14.720 --> 01:33:17.720]  A lie. No man is obsolete.
[01:33:17.720 --> 01:33:22.720]  You have no function, Mr. Wordsworth. You're an anachronism like a ghost from another time.
[01:33:22.720 --> 01:33:27.720]  I am nothing more than a reminder to you that you cannot destroy truth by burning pages.
[01:33:27.720 --> 01:33:35.720]  You're a bug, Mr. Wordsworth, a crawling insect, an ugly, misforn little creature who has no purpose here, no meaning.
[01:33:35.720 --> 01:33:44.720]  I am a human being. Words, Mr. Wordsworth, that have no substance and no dimension, like air, like a wind.
[01:33:44.720 --> 01:33:49.720]  I don't care. I tell you I don't care. I'm a human being. I exist.
[01:33:49.720 --> 01:33:56.720]  And if I speak one for a loud, that thought lives even after I'm shoveled into my grave.
[01:33:56.720 --> 01:34:07.720]  Delusions, Mr. Wordsworth, delusions that you inject into your veins to make you think you have a strength when you have no strength at all.
[01:34:07.720 --> 01:34:14.720]  You have nothing but spindly limbs and a dream, and the state has no use for your crime.
[01:34:14.720 --> 01:34:24.720]  Resistance to tyrants is obedience to God. It's Alex Jones.
[01:34:24.720 --> 01:34:29.720]  Two more segments left on this worldwide Sunday transmission.
[01:34:29.720 --> 01:34:34.720]  We've got a bunch of news coming up in the final segment before the weekday show. Starts at 11 a.m. tomorrow at infowords.com.
[01:34:34.720 --> 01:34:39.720]  We're stationed in your area. XM as well. Shortwave as well. All the listings at infowords.com.
[01:34:39.720 --> 01:34:44.720]  The Words Last Show or the Listen page to find the free video feeds, all of it.
[01:34:44.720 --> 01:34:50.720]  But right now, let's go back to your calls quickly. I'm not going to comment on what you have to say, because I won't get to everybody if I don't.
[01:34:50.720 --> 01:34:56.720]  Make your point on Obamacare. Where are the government shutdowns going? Do we let them have their nightmare?
[01:34:56.720 --> 01:35:04.720]  They don't care. They want to collapse stuff. If evil bureaucrats aren't evil enough, more evil will replace them.
[01:35:04.720 --> 01:35:15.720]  That's why my gut tells me, fight it. Stop it. Don't let it come in, because history shows that they tend to get even more power once they wreck a system.
[01:35:15.720 --> 01:35:21.720]  Then they wreck it more. Then they get more power. But maybe things will be different here in America. I don't know.
[01:35:21.720 --> 01:35:30.720]  But there is a big awakening happening that's very, very positive. Let's talk to Michael Ian California. You're on the air.
[01:35:30.720 --> 01:35:35.720]  Oh, I'm sorry. Ray in Oregon, then Michael. Ray in Oregon, finish your point. I apologize.
[01:35:35.720 --> 01:35:47.720]  Okay, I'll be whoever you want me to. Before I get going on the Obamacare, just real quickly, before you move on, I'd love it if you let me plug a group I have on your social network.
[01:35:47.720 --> 01:35:51.720]  Sure. You're on my planetinfowars.com. Tell us the name.
[01:35:51.720 --> 01:35:59.720]  It's called Entertainment Industry Against New World Order, or NWO, I believe is what I put the title as.
[01:35:59.720 --> 01:36:05.720]  I have worked as a carpenter on the road with Viggo Mortensen. It was wonderful to hear him on the air.
[01:36:05.720 --> 01:36:18.720]  I am trying to get this so that the big names you know of that are afraid to come forward can start anonymously starting projects that they want to fund and back.
[01:36:18.720 --> 01:36:24.720]  I agree. So say the name of it. Planetinfowars.com. Go to our social network. And then what's the name of your group again?
[01:36:24.720 --> 01:36:27.720]  Entertainment Industry Against NWO.
[01:36:27.720 --> 01:36:36.720]  Great, buddy. Good to hear from you. Yeah, Viggo Mortensen. I had heard he was a listener years ago. We contact him. He's a weekly listener.
[01:36:36.720 --> 01:36:47.720]  He says he listens every week, at least. We got him on the show. What's frustrating is, let's not exaggerate.
[01:36:47.720 --> 01:36:57.720]  I've been contacted by more than 100 big movie stars, rock and roll stars, you name it, that you haven't heard on air, who listen to the show, who know what's going on.
[01:36:57.720 --> 01:37:04.720]  They're not liberal or conservative in Hollywood. They're just like you and I that want freedom and are awake. That is the actors, a lot of the producers.
[01:37:04.720 --> 01:37:15.720]  But they know by the big money on top, if they talk about about the New World Order or talk about the Federal Reserve being private or anything, they will not get their funding.
[01:37:15.720 --> 01:37:26.720]  I mean, Mark Cuban, I told you two years before it came out in the New York Times, I was there when he told a major Hollywood star, we can't put this movie out, because I've been threatened by the White House.
[01:37:26.720 --> 01:37:35.720]  And I heard that and I was told not to say anything until it was in the New York Times. Well, I said a little bit on air, so it was on record, but I couldn't tell the whole story.
[01:37:35.720 --> 01:37:49.720]  And, I mean, it's they keep them on a very short leash, folks, you think they like that? And people know that I know people like I get Mel Gibson, Charlie Sheen, when the list goes on and on.
[01:37:49.720 --> 01:38:04.720]  When on a rider, who's the Iron Man guy? I know him. Go for anything Morton Downey, Morton Downey, Junior, Keanu Reeves, all of them, you name it, I mean, it's just literally over a hundred.
[01:38:04.720 --> 01:38:15.720]  The diehard guy, Bruce Willis is a listener, scared to come on the air. And the weird thing is, these people say, well, your show is so smart, I'm not that smart, I'm a regular guy.
[01:38:15.720 --> 01:38:26.720]  They're intimidated to come on the show. It's bizarre. I mean, it's like they've got to stand up. They're like, but I'm just a Hollywood person.
[01:38:26.720 --> 01:38:35.720]  But all the Hollywood folks that want our guns and want communism, they're not afraid to go public. Why can they go public? But you aren't a complete piece of garbage.
[01:38:35.720 --> 01:38:42.720]  And by that, I'm not a complete piece of garbage. None of us are perfect. Why don't you go public? It's just so frustrating.
[01:38:42.720 --> 01:38:56.720]  I mean, I know for a fact, Brad Pitt, Angelina Jolie, like eight years ago, were listeners and saw my movies and you name it. And then they just said, we'll join the CFR and join the New World Order because they're scared.
[01:38:56.720 --> 01:39:04.720]  A lot of people learn about this. They go, okay, well, I'm going to go with the UN. I didn't mean to digress into this. And I'm not sitting there dropping names to brag.
[01:39:04.720 --> 01:39:18.720]  It's just so frustrating that liberty is popular, but everybody acts like it's dirty and bad. And I see little local talk show hosts bad-mouthing my show because it makes them feel big when we really know what we're talking about.
[01:39:18.720 --> 01:39:29.720]  I mean, this is serious for everybody. Our free country is being dismantled right now. And people think it's like not trendy to defend it.
[01:39:29.720 --> 01:39:35.720]  Let's move fast. Michael in California, go ahead.
[01:39:35.720 --> 01:39:36.720]  Hello?
[01:39:36.720 --> 01:39:39.720]  Or Michelle. I've got a Michael and a Michelle. Go ahead.
[01:39:39.720 --> 01:39:52.720]  That's okay. Thank you for everything you do, Alex. My question is, who owns the insurance company? Who is benefiting? Who has the power to push this thing through in the first place?
[01:39:52.720 --> 01:40:01.720]  Well, the big banks that own the major insurance companies want to shut down the small insurance companies. That's just like the big banks want to shut down the small banks.
[01:40:01.720 --> 01:40:07.720]  So it's also centralized where they use regulators to shut down anybody that isn't part of the inside crew.
[01:40:07.720 --> 01:40:15.720]  So there's a bunch of special interest in here. This is a screw job on more than 50 levels. And it's such a screw job.
[01:40:15.720 --> 01:40:25.720]  It is a torpedo to bring America down. And then they'll pose during the takedown as our saviors and say, give us more power, we'll fix it.
[01:40:25.720 --> 01:40:33.720]  And the same people that compulsively gamble and buy lottery tickets will believe it and keep doubling down, buying into the con.
[01:40:33.720 --> 01:40:42.720]  Do you see what I'm saying? They're the folks that answer the Nigerian email thinking their ships come in.
[01:40:42.720 --> 01:40:48.720]  Does that answer your question, Michelle? Yeah, that does. Thank you very much, Alex. Thanks for everything.
[01:40:48.720 --> 01:40:56.720]  God bless you, ma'am. I mean, we're in deep trouble. The norm in government is tyranny. Liberty is the exception.
[01:40:56.720 --> 01:41:04.720]  We've got a case of tyranny. If we can't admit it, we're doomed. Even if we admit what's happening, we've got to fight ahead of us.
[01:41:04.720 --> 01:41:14.720]  If we don't admit how much trouble we're in, it's over. If all the talk show hosts that listen to my show don't come out and openly call out the globalist, we're going to lose.
[01:41:14.720 --> 01:41:23.720]  And they're going to play it safe and probably not do that. And then they'll lose everything. Playing it safe is a recipe for destruction.
[01:41:23.720 --> 01:41:32.720]  It is a symphony of destruction. It is a guarantee of enslavement, impoverishment, patheticness. It is the road that slaves travel.
[01:41:32.720 --> 01:41:43.720]  Dawn in Tennessee, you're on the air. Go ahead. Hey, Alex, I wanted to say thank you to you and your family for the sacrifices that you make for Liberty.
[01:41:43.720 --> 01:41:57.720]  I'm calling as kind of a twofold. I'm a registered nurse who's become disabled because of a back injury that required rods, plates, screws,
[01:41:57.720 --> 01:42:04.720]  and inevitably resulted in chronic pain, which requires an intrathecal pump for pain management so that I can walk.
[01:42:04.720 --> 01:42:18.720]  I think this healthcare system is not the problem. The doctors, nurses, hospitals, we have the greatest in technology and some of the best doctors and nurses in the world.
[01:42:18.720 --> 01:42:24.720]  We do have the best healthcare system technologically in the world and they're about to get rid of it.
[01:42:24.720 --> 01:42:37.720]  Yes, and my issue is being on the inside of the nurse. The problem with the healthcare system is the insurance companies and the pharmacology business.
[01:42:37.720 --> 01:42:42.720]  Tell you what, I'm going to come right back, give you one minute to finish up, and I've got loaded phone calls.
[01:42:42.720 --> 01:42:49.720]  Mike in New York, Vicky, so many others. I want to get to everybody. Dawn, stay there, but I've got all this other big news to hit as well.
[01:42:49.720 --> 01:42:55.720]  Jam-packed final segment straight ahead. By the way, don't thank me for love and liberty. I'm like a moth to flame.
[01:42:55.720 --> 01:43:20.720]  You couldn't pull me away with wild horses.
[01:43:25.720 --> 01:43:33.720]  Deep research.
[01:43:33.720 --> 01:43:56.720]  In the USA, completely non-GMO, I searched out the best quality and now have developed a double strength form of nascent iodine exclusively available at InfoWarsLife.com.
[01:43:56.720 --> 01:44:03.720]  That's infowarslife.com. Every three seconds, someone becomes a victim of identity theft.
[01:44:03.720 --> 01:44:12.720]  We also hear news stories every day about the NSA spying on US citizens. It is now more important than ever to protect yourself and your information on the web.
[01:44:12.720 --> 01:44:20.720]  PrivateInternetAccess.com is a virtual private network service that can encrypt your internet connection while hiding your IP address.
[01:44:20.720 --> 01:44:28.720]  Their service also provides firewall protection in order to prevent data mining and unwanted exposure. They keep no records of your web browsing history.
[01:44:28.720 --> 01:44:34.720]  PrivateInternetAccess.com is an American company that understands you need to protect your inalienable rights.
[01:44:34.720 --> 01:44:41.720]  PrivateInternetAccess does not even log any of your traffic. Period. Privacy is their number one policy.
[01:44:41.720 --> 01:44:48.720]  You can use their service anywhere with an internet connection and with one account you can protect up to five devices at the same time.
[01:44:48.720 --> 01:44:54.720]  Go to privateinternetaccess.com right now in order to secure the privacy of you and your loved ones.
[01:44:54.720 --> 01:45:00.720]  Don't wait and allow you and your family to become victims. Visit privateinternetaccess.com today.
[01:45:00.720 --> 01:45:11.720]  Cal Bend Soap Company can save you thousands of dollars and give you good old fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
