[00:00.000 --> 00:20.000]  Music
[2:43:37.620 --> 2:43:45.780]  i only scratched the surface here of the big enchilada today i didn't get to it
[2:43:47.220 --> 2:43:52.100]  and i can't really do justice to this now with the time i have so what i'm gonna do is i'm gonna
[2:43:52.100 --> 2:43:58.180]  shoot a special report right after i'm not live i'm gonna take a five minute break
[2:43:59.460 --> 2:44:06.740]  and have a nice glass of water and then i'm going to go and i'm going to shoot a whole report on
[2:44:06.740 --> 2:44:11.700]  this latest development where you you saw a few months ago they got the canadian document about
[2:44:11.700 --> 2:44:15.940]  the next lockdowns coming and then there'll be the strain too and then we'll never unlock things
[2:44:15.940 --> 2:44:21.940]  until the communist takeover happens people said is this real uh yes where it leaked from is documented
[2:44:21.940 --> 2:44:26.980]  the fact that it is a real documents real but forget that i just simply had my true research
[2:44:26.980 --> 2:44:32.500]  the document and of course pieces of it are in all the other documents which are public so
[2:44:32.500 --> 2:44:37.460]  yes it's all premeditated it's a takeover plan claus swab has already said it the great reset but
[2:44:37.460 --> 2:44:44.020]  but here it is here it is for all of you and also i'm going to get back when i have more time
[2:44:44.820 --> 2:44:50.180]  into the hospitals being basically empty nationwide so they have tiny covet areas where
[2:44:50.180 --> 2:44:54.660]  they say we've got three beds in a hospital of 200 beds it's covet so when you get a fourth covet
[2:44:54.660 --> 2:45:03.300]  patient you go we're overwhelmed by covet it's all statistical fraud management that's all coming up and
[2:45:03.300 --> 2:45:09.060]  i'm also going to get into their banning term brown bag brown bags are racist we've got a bunch of
[2:45:09.060 --> 2:45:15.700]  election news i didn't get to yet but paul watson will lock it out of the park in a big way but the
[2:45:15.700 --> 2:45:18.820]  globalists want to depopulate you they want to teach you don't have a live force they want to
[2:45:18.820 --> 2:45:22.420]  teach you to hate yourself so you'll roll over and let them rule everything they want computers
[2:45:22.420 --> 2:45:26.580]  monitoring everything you do that's the covet rollout it's now all official and the good news is
[2:45:26.580 --> 2:45:31.700]  it's all out in the open now so no need to eat around the edges here uh people are really is
[2:45:31.700 --> 2:45:38.180]  they're going to get it or they're going to succumb and get hurt real real bad yeah go ahead
[2:45:38.180 --> 2:45:42.180]  and print me that article out of canada too as well because the document even said what date they
[2:45:42.180 --> 2:45:45.780]  would announce you know the stage four and five lockdown and they did and the document's real
[2:45:46.420 --> 2:45:50.580]  you can reverse engineer the whole thing but i just don't like people for months saying is it real
[2:45:50.580 --> 2:45:54.180]  david ike is like a viral video with millions of views where he goes i don't know if this is a real
[2:45:54.180 --> 2:46:00.420]  document but they did it all on the exact dates it says yes it's real yes it's real yes it's real
[2:46:00.420 --> 2:46:06.260]  yes it's real yes it's real and so we're going to go over all of that coming up separately
[2:46:07.300 --> 2:46:11.860]  we have had major shortfalls this year the audience has been three four five times what it normally is
[2:46:13.300 --> 2:46:17.540]  import is having a mega effect but they've shut the economy down and people don't have as much money
[2:46:17.540 --> 2:46:22.020]  as they used to because they killed the trump recovery i get it i need to be able to operate in
[2:46:22.020 --> 2:46:25.620]  the next year i know you want to keep us on air at this critical time plus we got great products
[2:46:25.620 --> 2:46:29.140]  you already need i want to thank you for your support but let me tell you if you've got allergies
[2:46:29.140 --> 2:46:36.260]  seasonal distress pollen block is incredible it came back in yesterday they're having really bad
[2:46:36.260 --> 2:46:39.860]  cedar fever right now i have allergies awesome one of the worst places in the country i chewed
[2:46:39.860 --> 2:46:46.820]  two of these this morning bingo i stopped burning coughing went down like 80 percent amazing it's
[2:46:46.820 --> 2:46:51.860]  from quail eggs fed a special diet in france it's proprietary it's secret they've got studies they've
[2:46:51.860 --> 2:46:57.140]  got it all create some natural antihistamine uh without speeding you up maybe it did i'm kind
[2:46:57.140 --> 2:47:02.340]  of sped up today but the point is is it's amazing it's pollen blocks sold out for eight months because
[2:47:02.340 --> 2:47:07.300]  france has been totally shut down we got a quarter of our order in so it's a very small order they
[2:47:07.300 --> 2:47:10.980]  say the rest is coming in a few months uh they you know they've asked you want your money back i'm
[2:47:10.980 --> 2:47:15.940]  like no i want the product i want the product i want the product i want the product but it's back
[2:47:15.940 --> 2:47:23.780]  in stock also back in stock is our fluoride free aspartame free natural activated concentrated
[2:47:23.780 --> 2:47:29.620]  from dr jones naturals naturally fluoride free activated charcoal concentrate toothpaste it is
[2:47:29.620 --> 2:47:34.980]  powerful folks love it it's got like 99 percent reviews and in foreshore dot com and they're both
[2:47:34.980 --> 2:47:40.740]  25 off but this normally has no problem getting in we haven't had this for three months or so
[2:47:40.740 --> 2:47:46.340]  even though our order was in before it ran out because the supply chains breaking down because
[2:47:46.340 --> 2:47:50.980]  if one person in the warehouse gets it they close the whole damn warehouse but china is open for
[2:47:50.980 --> 2:47:56.420]  business that's the economic sabotage so under biden i'm worried about an endless lockdown even
[2:47:56.420 --> 2:48:01.700]  having the products to keep going so get the products now while you still can info or store
[2:48:01.700 --> 2:48:07.220]  dot com i mean i i hope for the best repair for the worst also back in stock winter sun vitamin
[2:48:07.220 --> 2:48:11.300]  d3 highest quality under the tongue for your immune system everybody needs it it's 50
[2:48:11.300 --> 2:48:15.700]  percent off and we're all gonna sell out at the current sales rate in just about two weeks so
[2:48:15.700 --> 2:48:19.700]  it's going to go back to full price when we're down to just a couple thousand bottles winter sun
[2:48:19.700 --> 2:48:26.260]  info war store dot com 97 percent reviews it's amazing it's 1995 all right i'm going to play the
[2:48:26.260 --> 2:48:33.780]  bill gates psycho video that paul watson takes over mountain patriot in colorado thank you for
[2:48:33.780 --> 2:48:38.820]  holding how you doing alex man i'm just working as far as i can we're in such a critical time
[2:48:38.820 --> 2:48:44.900]  brother how are you i love you man i want to uh make a quick plug that dna force i love it i've
[2:48:44.900 --> 2:48:49.860]  been using it quite a while and i just went looked at the ingredients again the other day and i see
[2:48:49.860 --> 2:48:56.900]  that it contains quercetin which according to some published studies that dr mercola has cited
[2:48:56.900 --> 2:49:04.660]  is an ion of four similar to hydroxychloroquine and it helps channel the zinc into the cell so
[2:49:04.660 --> 2:49:10.660]  people might want to take a look at that if all i know is with dna force we went out and looked
[2:49:10.660 --> 2:49:15.620]  at these high-end products that they sell through doctor clinics that aren't prescription but the
[2:49:15.620 --> 2:49:19.060]  doctor sells like 300 bucks a bottle because there's a lot of expensive product and it's
[2:49:19.060 --> 2:49:24.340]  really only cost them like 50 bucks and so we basically cloned two different top brands together
[2:49:24.340 --> 2:49:30.820]  and that's what produced this so thanks thanks for the plug
[2:49:32.580 --> 2:49:37.860]  webster's dictionary has a very simple definition of terrorism other dictionaries have
[2:49:37.860 --> 2:49:44.740]  similar ones terrorism is the threat of force or actually carrying out force for a political or
[2:49:44.740 --> 2:49:51.300]  financial reason it's basically scaring the hell out of people until you submit to them that's exactly
[2:49:51.300 --> 2:49:57.140]  what all this overblown covid 19 garbage is you see the headlines from cnn abc news doctors say
[2:49:57.140 --> 2:50:02.420]  it's worse than they ever thought covid more double say they could ever imagine they told us that
[2:50:03.140 --> 2:50:09.140]  two and a half million people would be dead just eight months ago within three months okay it's a
[2:50:09.140 --> 2:50:14.740]  quarter million if you count all of the people that died of other things we're talking 96 had
[2:50:14.740 --> 2:50:19.700]  comorbidity these are real numbers these are real facts this is the chicken little event we'll run
[2:50:19.700 --> 2:50:24.340]  our houses never come out and are taught we're not essential all the big box tours in amazon
[2:50:24.340 --> 2:50:30.260]  take over the planet repute you could stand up against it this is slavery it is not something
[2:50:30.260 --> 2:50:38.820]  you can put up with and survive you're listening to the alex jones show
[2:50:38.820 --> 2:50:53.940]  live from austin texas broadcasting worldwide i'm alex jones your host
[2:50:58.260 --> 2:51:02.260]  if you are receiving this transmission you are the resistance
[2:51:02.260 --> 2:51:12.260]  live from the info wars dot com studios it's alex jones so bill gates says 700 000 people
[2:51:12.260 --> 2:51:17.380]  will get sick and die from his vaccine alone but it's a good price to pay and he has liability
[2:51:17.380 --> 2:51:22.420]  protection and he says you're going to take it he's your doctor now his father headed up planned
[2:51:22.420 --> 2:51:28.580]  parenthood and was a known eugenicist part of the ibm's major eugenics boards with his mother also
[2:51:28.580 --> 2:51:34.260]  on the board of ibm eugenics ibm's head was the highest level nazi even above hitler receiving
[2:51:34.260 --> 2:51:40.660]  the highest award in germany bill gates runs the trust of the head of ibm here is a breakdown
[2:51:41.780 --> 2:51:47.860]  i'm a big serial killer by the way eight eight people that's nothing i mean there's ignore that
[2:51:47.860 --> 2:51:53.780]  pile of bodies over in the corner well i'm not an expert i'm not an authority i'm someone who has
[2:51:53.780 --> 2:52:01.300]  been a murderer for almost 20 years there'll be rumors that the polio vaccine uh is to sterilize
[2:52:01.300 --> 2:52:08.660]  women now if we do a really great job on new vaccines health care reproductive health services
[2:52:08.660 --> 2:52:16.980]  we could lower that by perhaps 10 or 15 percent i would also reduce uh the the some of that over
[2:52:16.980 --> 2:52:22.580]  population then we thought wow we can go full speed and in the science it was a great time
[2:52:22.580 --> 2:52:28.340]  because the ability to invent new vaccines sterilize women and it took about four three or
[2:52:28.340 --> 2:52:34.820]  four strikes to cut that off now we could have taken the blood of survivors process it and put
[2:52:34.820 --> 2:52:43.220]  that plasma back in people to protect them right and i bit into that meat it was you know the human
[2:52:43.220 --> 2:52:54.180]  flesh vaccines are often subject to these rumors then was a molesterer at 18 months old the urge
[2:52:54.180 --> 2:53:00.100]  to kill had overpowered him as police later learned he wasn't satisfied with his victim's death
[2:53:00.100 --> 2:53:06.980]  he wanted more even the deaths uh we don't find that totally easy uh to get right then i tried to uh
[2:53:06.980 --> 2:53:14.980]  uh keeps the person alive by inducing a zombie-like state they're trying to brainwash us
[2:53:16.420 --> 2:53:26.740]  by uh injecting uh first uh dilute acid solution into their brain we're taking things that are
[2:53:26.740 --> 2:53:32.340]  you know genetically modified organisms and we're injecting them in little kids arms we just
[2:53:32.340 --> 2:53:37.540]  shoot them right into the vein vaccines make sure your most vulnerable populations get it
[2:53:37.540 --> 2:53:42.980]  uh in in our country that would be blacks and native americans i just want everyone to know that
[2:53:43.700 --> 2:53:52.660]  i think this vaccination is the worst thing ever and i would not give this to anybody
[2:53:53.220 --> 2:54:01.620]  even my worst enemy you girls are a little more cautious about who you pick up in the singles bar
[2:54:01.620 --> 2:54:12.580]  take home like mr good boy right please america they do not care about us do not take this vaccination
[2:54:13.140 --> 2:54:17.780]  when it was revealed that most of the victims were black so i always feel bad for afghan leaders
[2:54:17.780 --> 2:54:24.100]  10 of your 17 victims were black were they racially motivated it was not racially motivated
[2:54:24.100 --> 2:54:33.300]  thank you men sterilized women the vaccine work is phenomenal
[2:54:34.900 --> 2:54:40.740]  the best way to fool people is to help them is to uh ask what they want ask what they need
[2:54:40.740 --> 2:54:47.700]  do they need any help doing anything do they do uh do they need any money or do they need
[2:54:47.700 --> 2:54:52.660]  their car fix do you need the grass cut do they need uh their children look out universal income
[2:54:52.660 --> 2:54:58.420]  side effects for the moderna vaccine sound concerning we looked after the second dose at
[2:54:58.420 --> 2:55:05.620]  least 80 percent of participants experienced a systemic side effect ranging from severe chills
[2:55:05.620 --> 2:55:16.900]  to fevers so are these vaccines safe anything anything to get them to think that i am a decent
[2:55:16.900 --> 2:55:25.220]  person and want to help trust me i will help that are going out there and yes i think you
[2:55:25.220 --> 2:55:29.780]  know the data better than i do but the bill bill that the data show that everybody with a high
[2:55:29.780 --> 2:55:37.460]  dose had a side effect yeah but some of that is is not dramatic where you know it's just
[2:55:37.460 --> 2:55:44.980]  you know super painful but yes the post industrial world that's what george herbert
[2:55:44.980 --> 2:55:52.980]  walker bush signed on to it the Rio de Janeiro agenda 21 conference back in 1992 now they've
[2:55:52.980 --> 2:55:59.460]  launched agenda 2030 which is a post industrial world plow schwa with the debaust group trudeau
[2:55:59.460 --> 2:56:06.420]  the prime minister of piano they're all on record saying the great reset is agenda 2030 well you might
[2:56:06.420 --> 2:56:12.500]  want to find out what agenda 2030 is it is the destruction of society as we know it it is making
[2:56:12.500 --> 2:56:19.860]  the population war by designs we can be controlled with a medical technocracy over you and your family
[2:56:19.860 --> 2:56:26.420]  they're destroying civilization rebuild it and they're just helping image we are fighting this
[2:56:27.060 --> 2:56:32.660]  at info wars dot com and news wars dot com we are fighting for a pro human future and we need you
[2:56:32.660 --> 2:56:38.020]  to get the facts to research and share with others and join the fight god bless you visit us
[2:56:38.020 --> 2:56:49.380]  spread the word at info wars dot com transmitting worldwide from the summit dot news studios in
[2:56:49.380 --> 2:56:59.380]  the united kingdom you are listening to paul joseph watson we alive welcome back everybody this is
[2:56:59.380 --> 2:57:06.100]  the summit news hour hope you had a good christmas hope you managed to see your family not something
[2:57:06.100 --> 2:57:12.980]  that i was allowed to do because we had another lockdown international travel was banned now the
[2:57:12.980 --> 2:57:17.780]  lockdown once again has worked so well that we're going to have what looks like a third lockdown
[2:57:18.340 --> 2:57:24.260]  in january here in the uk and all these crippling measures that have impacted the economy all these
[2:57:24.260 --> 2:57:29.540]  untreated illnesses that are going to end up causing more deaths than coronavirus itself
[2:57:30.100 --> 2:57:35.780]  depression mental illness all of this well get ready for more because the world health
[2:57:35.780 --> 2:57:44.180]  organization says that it's just a warm-up headline at summit dot news wHO bigger pandemic than
[2:57:44.180 --> 2:57:50.420]  covid is coming as if this wasn't enough and of course they've said this is going to run through
[2:57:50.420 --> 2:57:56.260]  until at least 2022 but then apparently there's another one lined up the world health organization
[2:57:56.260 --> 2:58:01.940]  has warned that a worse pandemic than covid could be around the corner and that what we've seen so
[2:58:01.940 --> 2:58:08.820]  far in 2020 is not necessarily the big one because of course if you actually look at the
[2:58:09.620 --> 2:58:15.780]  fatality numbers for covid based on what they originally projected and used as a justification
[2:58:15.780 --> 2:58:22.580]  for these global lockdowns not very fatal so the who is promising that they've got an even
[2:58:22.580 --> 2:58:26.900]  bigger one lined up can't wait with global lockdowns international stripping of freedoms
[2:58:26.900 --> 2:58:31.380]  and the decimation of small businesses and the economy on the whole is difficult to imagine
[2:58:31.380 --> 2:58:38.900]  how it could get any worse oh yes indeed it can the head of the who emergencies program
[2:58:38.900 --> 2:58:43.940]  dr mike ryan said during a media briefing that this pandemic has been very severe it's affected
[2:58:43.940 --> 2:58:49.540]  every corner of the planet but it's not necessarily the big one he said that despite the vaccine the
[2:58:49.540 --> 2:58:56.340]  virus is set to become endemic and will never go away which is why now they're aiming and you see
[2:58:56.340 --> 2:59:00.980]  this especially in scotland with nicolas sturgeon you're beginning to see it increasingly in other
[2:59:00.980 --> 2:59:05.780]  countries they're talking about like they talk about zero carbon emissions which is basically
[2:59:05.780 --> 2:59:11.780]  impossible unless you completely topple our living standards across the board they're now talking
[2:59:11.780 --> 2:59:19.700]  about zero covid and of course if it becomes endemic as the who is now saying it's never
[2:59:19.700 --> 2:59:24.340]  going to be zero there's always going to be covid cases so there's always going to be another
[2:59:24.340 --> 2:59:31.540]  excuse to lock down to strip you of your freedoms even with the vaccine then of course the vaccine
[2:59:31.540 --> 2:59:36.340]  will stop working because the virus mutates and then you'll need another vaccine there'll be another
[2:59:36.340 --> 2:59:42.420]  virus you see how this is going this is never going to end unless there's mass resistance this
[2:59:42.420 --> 2:59:49.220]  is never going to end there's no recovery in spring there's no recovery next summer it started
[2:59:49.220 --> 2:59:56.420]  in the uk is them saying a lockdown for three weeks to protect the nhs they said for three weeks
[2:59:56.980 --> 3:00:00.500]  now in some quarters they're saying three years
[3:00:02.820 --> 3:00:09.060]  mr ryan said the likely scenarios the virus will become endemic and professor david hayman the chair
[3:00:09.060 --> 3:00:14.900]  of the who strategic and technical advisory group for infectious hazards added that it appears
[3:00:14.900 --> 3:00:20.500]  covid 19 is set to become endemic as have four other human coronaviruses and that it will continue
[3:00:20.500 --> 3:00:26.020]  to mutate as it reproduces in human cells especially in areas of more intense admission
[3:00:27.140 --> 3:00:32.660]  elsewhere chief scientist dr sumer swamith and said that the rollout of vaccines does not mean
[3:00:32.660 --> 3:00:39.300]  social distancing or mask wearing can go away the entire point of them pushing the vaccine at the
[3:00:39.300 --> 3:00:45.940]  start of the discussions of it was to say this is how we get back to normal the entire premise of
[3:00:45.940 --> 3:00:53.620]  the initial lockdown was this is how we get back to normal no normal is not coming back this is the
[3:00:53.620 --> 3:01:02.100]  new normal they say jump you say how high so the who is now saying that this is basically a warm-up
[3:01:04.100 --> 3:01:08.900]  whatever the lethality of the virus they're just going to keep apparently rolling them out
[3:01:08.900 --> 3:01:14.580]  can't wait for that meanwhile the entire country has been locked down based on what
[3:01:14.580 --> 3:01:23.460]  a journalist in the uk has pointed out based on just 377 healthy people under the age of 60 dying
[3:01:23.460 --> 3:01:30.740]  of covid in the united kingdom headline journalists hounded after pointing out that only old and sick
[3:01:30.740 --> 3:01:35.940]  die from covid because again apparently we've got this thing in the western world where suddenly
[3:01:35.940 --> 3:01:42.580]  post march 2020 we just couldn't handle the fact that old people get sick and die like that's never
[3:01:42.580 --> 3:01:48.100]  happened before and it just suddenly started happening and we couldn't deal with it as a society
[3:01:49.220 --> 3:01:54.340]  but a british journalist has been targeted by an on angry online mob after pointing out that only
[3:01:54.340 --> 3:01:59.060]  a relatively small amount of healthy people have died from covid and suggesting that the complete
[3:01:59.060 --> 3:02:06.340]  destruction of our way of life is not an adequate response she was trending she got hounded she
[3:02:06.340 --> 3:02:12.660]  got catcalled by the mob this was talk radio host julia heartley brewer who used the national health
[3:02:12.660 --> 3:02:20.580]  services own statistics to point out that just 377 healthy people under 60 have died of covid
[3:02:21.620 --> 3:02:28.260]  she said that's not a typo there are no zeros missing while saying that it further noting that
[3:02:28.260 --> 3:02:32.500]  further noting that pointing this out doesn't mean she's saying to hell with the old and sick but
[3:02:32.500 --> 3:02:38.020]  of course the reaction was immediately impugning her but supposedly saying exactly that despite
[3:02:38.020 --> 3:02:42.980]  the fact that she said the opposite of it some people wouldn't hear it raging that heartley
[3:02:42.980 --> 3:02:47.860]  brewer was a despicable human being and you can go on and read the tweets about that literally
[3:02:47.860 --> 3:02:55.540]  pointing out official government health statistics she was absolutely crucified absolutely
[3:02:55.540 --> 3:03:03.780]  crucified and as i pointed out before you compare the hospital bed occupancy rates in december 2020
[3:03:03.780 --> 3:03:13.860]  compared to december 2019 in december 2019 hospital beds were 95 full in england now with
[3:03:13.860 --> 3:03:20.900]  this huge pandemic and supposedly overwhelmed hospitals and as sky news claims today ambulances
[3:03:20.900 --> 3:03:26.740]  queuing outside hospitals because they're so overwhelmed what is the occupancy rate now compared
[3:03:26.740 --> 3:03:36.500]  to a year ago pre-covid compared to 95 percent in december 2019 it's 89 percent the beds are less
[3:03:36.500 --> 3:03:45.060]  full than pre-covid and in fact i tweeted another statistic on this again based on the nhs's own
[3:03:45.060 --> 3:03:50.260]  numbers apparently you'll get absolutely sabotaged by a twitter mob if you quote government
[3:03:50.260 --> 3:03:57.060]  statistics it says critical care bed occupancy rates versus three-year average they're actually
[3:03:57.060 --> 3:04:04.020]  lower not only compared to last year but compared to the three-year average and you can see across
[3:04:04.020 --> 3:04:10.500]  all the different regions east of england london midlands northeastern yorkshire the blue shows
[3:04:10.500 --> 3:04:18.580]  what it was for the average december 2017 to 19 compared to what it is in december 2020 and of
[3:04:18.580 --> 3:04:26.900]  course 2017 to 18 was a particularly bad flu year in the united kingdom and that's why they had a lot
[3:04:26.900 --> 3:04:34.260]  of hospital beds being occupied did we shut down the entire economy did we start saying that people
[3:04:34.260 --> 3:04:40.980]  would need to take a vaccine to get into venues to fly to have any freedom of mobility because
[3:04:40.980 --> 3:04:46.740]  hospital beds were quite full for a single year because all people were getting the flu and dying
[3:04:46.740 --> 3:04:53.460]  no we didn't it wasn't even a news story so the hospital beds are emptier than they were
[3:04:54.180 --> 3:05:00.740]  this time last year and now this is interesting former sage advisor admits he thought we couldn't
[3:05:00.740 --> 3:05:07.940]  get away with chinese style lockdown in europe so they literally came out and said could you
[3:05:07.940 --> 3:05:14.580]  believe that they actually accepted this the plebs actually submitted and caved we didn't think we
[3:05:14.580 --> 3:05:20.340]  could get away with it because china's response to corona virus is so great isn't it so great that
[3:05:20.340 --> 3:05:25.460]  they're literally arresting arresting and torturing the whistleblowers who actually told the truth
[3:05:25.460 --> 3:05:32.820]  about it at the start now china's the big model the big example for how to deal with it but former
[3:05:32.820 --> 3:05:40.740]  uk government covet 19 advisor neil ferguson who by the way violated his own lockdown by going to
[3:05:40.740 --> 3:05:46.260]  have sex with his married mistress admits that he thought we couldn't get away with imposing
[3:05:46.260 --> 3:05:53.300]  communist chinese style lockdowns in europe because they were too draconian this was in an interview
[3:05:53.300 --> 3:05:58.820]  with the london times where ferguson said quote it's a communist one party state we could we said
[3:05:58.820 --> 3:06:05.380]  we couldn't get away with it in europe we thought and then italy did it and we realized we could
[3:06:05.380 --> 3:06:11.460]  and as peter hitchens commented they thought they couldn't get away with malice repression in europe
[3:06:11.460 --> 3:06:17.140]  then they found they could shame on those have should have defended our liberty in march but didn't
[3:06:17.140 --> 3:06:22.900]  oh by the way china's lockdown was so great that now there's a new outbreak in china and i'm going
[3:06:22.900 --> 3:06:28.660]  to get into that after the break we're also gonna get into how the vaccine is causing more deaths
[3:06:28.660 --> 3:06:35.140]  more deaths more side effects that is all coming up in the next segment summit dot news will be right
[3:06:35.140 --> 3:06:43.460]  back don't go away three two one here we go it's back in stock it's been sold out for over eight
[3:06:43.460 --> 3:06:47.140]  months they couldn't get it because the lockdown pollen block is back in stock let me tell you
[3:06:47.140 --> 3:06:51.140]  we'll book about it but the power of quail egg concentrate pollen block acts differently
[3:06:51.140 --> 3:06:54.980]  traditional antihistamines that was clinically studied alleviate seasonal distress symptoms
[3:06:54.980 --> 3:07:00.180]  by helping to clear signage passages and eating respiratory function it's amazing folks absolutely
[3:07:00.180 --> 3:07:05.060]  love it and again france has been shut down so we couldn't get it now a limited supply is back
[3:07:05.060 --> 3:07:12.260]  in stock 25 off at info war store dot com pollen block again is available in this one minute ad
[3:07:12.260 --> 3:07:16.340]  i don't have time to tell you all about it but believe me i have really wanted it back in because
[3:07:16.340 --> 3:07:21.540]  it works naturally unlike some of the stuff that's over the counter that makes you all be speedy and
[3:07:21.540 --> 3:07:26.260]  irritable and gives you a headache this is naturally occurring it's the secret of how the quail
[3:07:26.820 --> 3:07:32.340]  don't have the seasonal distress it's passed on somehow through their eggs to us you chew up the
[3:07:32.340 --> 3:07:38.180]  pills they taste great it's available again info war store dot com pollen block info war store dot com
[3:07:38.820 --> 3:07:41.860]  the best product i'm not i'm not supposed to be biased but i'm gonna tell you all now if you
[3:07:41.860 --> 3:07:47.540]  haven't tried turbo force you need to try it i've tried turbo force with everything sometimes you
[3:07:47.540 --> 3:07:51.620]  know i went a little bit crazy i put turbo force in my coffee that was a crazy week i don't i don't
[3:07:51.620 --> 3:07:55.540]  remember sleeping but as far as the products go turbo force is my favorite and all the info
[3:07:55.540 --> 3:08:00.660]  wars products are down to take and control your life take control your health not relying on other
[3:08:00.660 --> 3:08:06.980]  people to do it for you nobody wakes up in the morning and thinks i'm gonna give that person
[3:08:06.980 --> 3:08:11.300]  over there a better life i'm gonna wake up today you know i'm gonna spend my entire day trying to
[3:08:11.300 --> 3:08:15.140]  make that guy over there healthier happier and richer i'm gonna make sure he gets a Ferrari
[3:08:15.140 --> 3:08:18.580]  and a girlfriend i don't think that happens very often it's never happened to me i've never had
[3:08:18.580 --> 3:08:22.420]  anyone knock on my door and said tate you're such a good guy how can i improve your life in every
[3:08:22.420 --> 3:08:26.340]  single way there's only one person who woke up and fought that and that was me i woke up and
[3:08:26.340 --> 3:08:29.780]  thought you know what okay i want to take control of my life i want to take control of my health
[3:08:29.780 --> 3:08:32.500]  and that's why you need to go to info wars dot com take control of your health right now and
[3:08:32.500 --> 3:08:36.580]  support the resistance don't buy into the group think don't drink the kool-aid drink the turbo
[3:08:36.580 --> 3:08:44.660]  force kool-aid's bad the turbo force is good you're listening to the alex jones show
[3:08:51.460 --> 3:08:56.980]  you're listening to the summit dot news radio hour with paul joseph watson
[3:08:56.980 --> 3:09:06.500]  now we're gonna get into the creeping health fascism of these vaccines of course all the
[3:09:06.500 --> 3:09:11.300]  government came out initially and said oh we're not gonna make it mandatory god forbid
[3:09:11.940 --> 3:09:16.020]  and then of course we started to learn about what you would not be allowed to do if you
[3:09:16.020 --> 3:09:21.620]  didn't take the vaccine and now more measures in terms of surveillance of people who refuse to do
[3:09:21.620 --> 3:09:27.140]  that in spain but i'm going to get into that afterwards first there's an excellent article
[3:09:27.140 --> 3:09:34.900]  at spiked online by Fraser Myers with the headline lockdown a deadly failed experiment and he goes
[3:09:34.900 --> 3:09:40.580]  through the figures with links to official studies proving that the countries and areas in the world
[3:09:40.580 --> 3:09:47.220]  that impose the most draconian lockdowns the most severe mask mandates have actually had
[3:09:47.220 --> 3:09:53.860]  more coronavirus infections more deaths and other areas that didn't he says it's been a global
[3:09:53.860 --> 3:10:00.580]  catastrophe we must never go down this road again talking about the lockdowns he says the country
[3:10:00.580 --> 3:10:06.820]  this year which has been most ravaged by COVID-19 losing a shocking 1600 people in every million
[3:10:07.540 --> 3:10:13.140]  so the virus at the time of writing is belgium you haven't really heard about that in the news have
[3:10:13.140 --> 3:10:19.540]  you he says this may come as something of a surprise he could be forgiven for thinking it was America
[3:10:19.540 --> 3:10:24.980]  thanks to trump's alleged ignorance of science so what about britain which locked down too late
[3:10:24.980 --> 3:10:29.540]  because of its government short-lived but foolish belief in freedom actually of course as we know
[3:10:29.540 --> 3:10:35.620]  with the stats in britain showed that the infection rate was going down before lockdown was imposed
[3:10:35.620 --> 3:10:41.540]  but then they used that to say that lockdowns work of course we had another lockdown in London
[3:10:41.540 --> 3:10:47.540]  recently and there were more infections after it than before it and what's the solution to that oh
[3:10:47.540 --> 3:10:53.780]  it's another lockdown he continues all brazil whose right-wing leader complained that lockdowns and
[3:10:53.780 --> 3:10:59.140]  masks were for fags if not those then truly sweden where there has famously been no hard
[3:10:59.140 --> 3:11:04.580]  lockdown at all but no the country that has suffered the most is belgium he says there's
[3:11:04.580 --> 3:11:09.300]  nothing particularly unusual about belgium's response nothing that diverged significantly
[3:11:09.300 --> 3:11:15.300]  from the consensus it did the same thing as everyone else around the same time everyone else did
[3:11:15.300 --> 3:11:21.380]  they even garnered praise for its testing capacity but there's one caveat belgium's
[3:11:21.380 --> 3:11:26.500]  and parallel death rate might be down to how the deaths accounted some say belgium is merely
[3:11:26.500 --> 3:11:31.780]  the most honest country while others have accused officials of over counting and including all kinds
[3:11:31.780 --> 3:11:37.460]  of deaths not caused by covid but go down the list of deaths per million and you find more places
[3:11:37.460 --> 3:11:43.940]  you might not expect so it's hard to hit italy's in second place but it was the first to get hit in
[3:11:43.940 --> 3:11:48.660]  the west so we should let them off then there's slovenia which was relatively unscathed in the
[3:11:48.660 --> 3:11:55.220]  spring after that it's peru peru announced one of the earliest lockdowns in the world on 16th of
[3:11:55.220 --> 3:12:01.140]  march the first in latin america the restrictions were some of the most stringent on the planet
[3:12:01.140 --> 3:12:08.020]  enforced by the military masks were made mandatory in public but by may two months in cases began to
[3:12:08.020 --> 3:12:13.540]  jump considerably and you look at the grass for all these european countries belgium italy spain
[3:12:13.540 --> 3:12:20.740]  france when they introduced the most draconian mask mandates including in countries like spain
[3:12:20.740 --> 3:12:27.700]  where you have to wear them outside never mind inside all the time the cases skyrocketed and yet
[3:12:27.700 --> 3:12:34.580]  they say that masks were it continues masks were made mandatory in public but by may two months in
[3:12:34.580 --> 3:12:41.140]  cases began to jump considerably this was despite the country doing everything right and right on
[3:12:41.140 --> 3:12:46.500]  time there was some easing of the lockdown from june onwards but social gatherings were still illegal
[3:12:46.500 --> 3:12:53.620]  in august by which point 200 people were dying per day then he talks about elsewhere in latin
[3:12:53.620 --> 3:13:00.580]  america argentina experienced a similar mid-lockdown explosion in cases and deaths its lockdown began
[3:13:00.580 --> 3:13:05.780]  on 20th of march and was supposed to be short and short just like we were told here in the uk it
