[00:00.000 --> 00:25.000]  I don't want to believe this. I don't want to be right. I want to be wrong. But I'm sorry.
[3:09:09.800 --> 3:09:13.960]  every branch of the military had to stand down so this is with the guidance that they were giving
[3:09:13.960 --> 3:09:19.320]  to everybody it stressed that people in the military don't have first amendment guarantees
[3:09:19.320 --> 3:09:26.920]  the way that civilians do speech quote may be restricted some speech quote will have consequences
[3:09:26.920 --> 3:09:31.880]  this is very similar to the un racism inspectors that sleepy joe has invited here they talk about
[3:09:31.880 --> 3:09:36.200]  white supremacists this is the this is the secretary of defense they're talking about
[3:09:36.200 --> 3:09:41.800]  domestic protests referring to january 6 of course and let me just say that when the viking
[3:09:41.800 --> 3:09:46.840]  shaman went in there and tried to shamanically clear the demonic energy from the capital
[3:09:46.840 --> 3:09:51.640]  that was the nicest thing that anyone in government has done for me in months so thank you viking
[3:09:51.640 --> 3:09:58.280]  shaman but of course they are using january 6 as a pretext to try to weaponize the military state
[3:09:58.280 --> 3:10:02.600]  against the civilians who actually love this country and who actually support the military
[3:10:02.600 --> 3:10:09.400]  and and the most amazing thing is they encourage and in fact threaten soldiers to report on other
[3:10:09.400 --> 3:10:15.640]  soldiers if they have any kind of suspicious behavior okay so what we're seeing down under
[3:10:15.640 --> 3:10:22.440]  right now patrick what we're seeing in australia uh down under we're seeing uh decontamination
[3:10:22.440 --> 3:10:26.760]  tents set up in people's front yards uh their health chief there is saying you're going to be
[3:10:26.760 --> 3:10:32.760]  arrested if you talk to your neighbor don't don't spark up any unwarranted any unnecessary
[3:10:32.760 --> 3:10:37.400]  conversation at all it is it is not permissible it will not be tolerated you will be jailed
[3:10:37.400 --> 3:10:44.520]  these things are happening in australia which by every sense of the imaginable word is really
[3:10:44.520 --> 3:10:50.360]  the prototype for the new world order that seems to be what's happening there what is stopping this
[3:10:50.360 --> 3:10:54.840]  from happening here right now i mean anything it looks like the the military's all set they're
[3:10:54.840 --> 3:11:00.520]  ready to go it's happening here right now i mean just today it was reported that the sleepy joe
[3:11:00.520 --> 3:11:05.720]  regime is considering banning the in vaccinated people like me from moving from one state to another
[3:11:05.720 --> 3:11:12.600]  going over state lines you know the question is why do they need leftist ideological conformity
[3:11:12.600 --> 3:11:17.080]  in the military why do they only want these communist apparatchiks who are going to take
[3:11:17.080 --> 3:11:22.040]  orders because what kind of abominable orders are they going to start giving against the
[3:11:22.040 --> 3:11:28.920]  civilians when you start hearing these idiots on msnbc these box wine madow cat ants you know
[3:11:28.920 --> 3:11:34.280]  talking about the um the wonderful grandparents trump supporters maga people who went into the
[3:11:34.280 --> 3:11:39.480]  capital as al-qaeda well if they were al-qaeda we would be giving them weapons and funding their
[3:11:39.480 --> 3:11:44.440]  regime changes all over the world but no they want to treat us like domestic terrorists the army
[3:11:44.440 --> 3:11:49.480]  national guard the national guard here in the united states of america is currently advertising
[3:11:49.480 --> 3:11:56.600]  recruiting for the position of internment resettlement specialist based in washington dc
[3:11:57.240 --> 3:12:03.320]  internment resettlement specialist internment wait a second internment like from history
[3:12:03.320 --> 3:12:08.120]  oh i have a leak document from u.s headquarters of the army during the obama administration
[3:12:08.120 --> 3:12:14.200]  internment and resettlement operations and there's a whole category for civilian internee
[3:12:14.200 --> 3:12:20.280]  i have a department of defense directive under obama 2014 talking about civilian internees
[3:12:20.280 --> 3:12:25.960]  u.s citizens can be detained as military detainees according to this document quote civilian
[3:12:25.960 --> 3:12:32.840]  internees may lawfully be detained until the reasons that necessitated the civilians internment
[3:12:32.840 --> 3:12:40.120]  no longer exist quote biometric identification information will be collected from all detainees
[3:12:40.120 --> 3:12:46.920]  bii collected on detainees who are u.s citizens or u.s resident aliens will be conducted in
[3:12:46.920 --> 3:12:51.640]  accordance with u.s law and of course they're rewriting the law as we speak quote civilian
[3:12:51.640 --> 3:12:57.640]  internees interned for imperative reasons of security or for their own protection
[3:12:57.640 --> 3:13:04.840]  oh that's very important or for their own protection maybe they just need to protect
[3:13:04.840 --> 3:13:10.440]  all of their democrats from these unvaccinated people or maybe the unvaccinated people are the
[3:13:10.440 --> 3:13:15.880]  ones who they say need to be protected from the supershedders who got their all their
[3:13:15.880 --> 3:13:22.520]  fizer jabs these walking little uh you know uh petri dishes with their disgusting germ filled
[3:13:22.520 --> 3:13:30.680]  face masks on okay they can do basically anything when it comes to internment including of u.s
[3:13:30.680 --> 3:13:36.360]  citizens according to their own justifications their own top secret documents and now they're
[3:13:36.360 --> 3:13:41.400]  advertising for people to intern people so you want to ask why are they throwing out why are
[3:13:41.400 --> 3:13:45.960]  they doing all of these new background checks on an in less these to get rid of white wingers
[3:13:45.960 --> 3:13:51.240]  why are they throwing out anybody who posted pepe the frog on social media because when it
[3:13:51.240 --> 3:13:56.600]  comes time to take unlawful orders they don't want any oathkeepers around they don't want any
[3:13:56.600 --> 3:14:01.880]  people saying no i'm about the constitution not about your orders they want people who are going
[3:14:01.880 --> 3:14:09.160]  to take orders directly from chairman chi and the damn chai comps so this has been you said this was
[3:14:09.160 --> 3:14:12.360]  during the obama administration that all this was rolled out we got about a minute and a half left
[3:14:12.360 --> 3:14:16.920]  here but i just want to know so this by all intents and purposes we're looking at obama's third
[3:14:16.920 --> 3:14:21.880]  term i mean he's probably in the white house god knows that sleepy joe has no idea even where he is
[3:14:21.880 --> 3:14:26.680]  you saw a clip the secret service was actually uh perplexed and concerned that you know uh
[3:14:26.680 --> 3:14:31.240]  biden didn't really know his way around the white house grounds he appeared to be lost the other day
[3:14:31.240 --> 3:14:36.600]  so do you see this i mean this is a 2010 document that we're looking at here here we are 11 years
[3:14:36.600 --> 3:14:42.760]  later almost 12 do you see this thing actually being implemented what has slowed this from happening
[3:14:42.760 --> 3:14:49.160]  and when will it happen the freedom loving patriots in this country like you and me stew and all of the
[3:14:49.160 --> 3:14:54.440]  great viewers of info wars need to stand our ground and make sure that we are monitoring these people
[3:14:54.440 --> 3:14:58.760]  in real time that we are getting this information out to the whole world finally the paradigm has
[3:14:58.760 --> 3:15:03.320]  changed people realize what's happening obama's back in there for third term they got susan rice
[3:15:03.320 --> 3:15:09.640]  they got valerie jaret running this administration in in in alliance with the the chinese communists
[3:15:09.640 --> 3:15:14.440]  in the deep state so i'll tell you right now congresswoman jackie spear who is trying to
[3:15:14.440 --> 3:15:19.000]  subvert the military uh she's going to be disgraced next week when i report on her links to human
[3:15:19.000 --> 3:15:25.160]  trafficking in california the same links as nancy plosie we need to decertify the phony sleepy joe
[3:15:25.160 --> 3:15:30.360]  election results the tainted ballots in the arizona are weighed many more times than sleepy joe's
[3:15:30.360 --> 3:15:35.720]  supposed to lead go look at what happened in wisconsin with the with the lost uh thumb drive
[3:15:35.720 --> 3:15:41.080]  okay go looking at chirpy gate in arizona look at what they were doing time to recall the electors
[3:15:41.080 --> 3:15:46.280]  bring sleepy joe down under 270 you can read all about it at national file dot com we're on it every
[3:15:46.280 --> 3:15:51.000]  single day all right and i want to talk to you so so stick around for a second don't go anywhere i
[3:15:51.000 --> 3:15:55.640]  got more with patrick holly this is going to blow your mind on these cdc phone calls that you might
[3:15:55.640 --> 3:16:01.000]  be getting what if you could cut your heating bills this winter with your existing wood burning
[3:16:01.000 --> 3:16:06.680]  fireplace and not spend thousands doing it you can with great wall of fire fireplace grates our
[3:16:06.680 --> 3:16:12.040]  us patented made in america wall of fire grates increase fireplace efficiency eliminate fireplace
[3:16:12.040 --> 3:16:16.920]  smoke problems and come with a 30-day money back guaranteed see our grates in action and get free
[3:16:16.920 --> 3:16:24.680]  shipping from wall of fire dot com or call 800 274 7364 fireplace heat without fireplace smoke
[3:16:24.680 --> 3:16:31.720]  wall of fire dot com hey everybody confused about staying healthy in a crazy coveted culture
[3:16:31.720 --> 3:16:36.760]  me too but listen after all the research all the conflicting studies after all the squabbling
[3:16:36.760 --> 3:16:42.200]  there's one thing almost everyone agrees on it's that immune system health can literally be the
[3:16:42.200 --> 3:16:47.400]  difference between life and death you probably already believe that i certainly do so here's the
[3:16:47.400 --> 3:16:52.760]  thing i wanted to get past the craziness and find out which plant based substances actually have
[3:16:52.760 --> 3:16:58.600]  studies that demonstrate some efficacy in immune support now you'll have to sign a waiver but you
[3:16:58.600 --> 3:17:03.480]  can check out what i've discovered at stronger defense dot com no cures or treatments there
[3:17:03.480 --> 3:17:09.480]  instead little known but shocking immune system research and a breakthrough immune support product
[3:17:09.480 --> 3:17:15.000]  based on that research called immune 10x and the best part you can go to the stronger defense
[3:17:15.000 --> 3:17:21.160]  website right now and claim your own supply of immune 10x without paying anything today crazy right
[3:17:21.160 --> 3:17:26.280]  learn more about this unusual limited time offer at stronger defense dot com that's stronger defense
[3:17:26.280 --> 3:17:31.880]  dot com hi i'm dan pilla i started fighting the irs over 40 years ago when they tried to seize my
[3:17:31.880 --> 3:17:37.320]  mother's house i sued the irs in one i beat the irs then and i've been beating them ever since i
[3:17:37.320 --> 3:17:41.320]  wrote the book on tax debt settlement and i've helped thousands of people deal with tax problems they
[3:17:41.320 --> 3:17:46.520]  thought might never be solved i can help you too if you owe taxes you can't pay don't wait another
[3:17:46.520 --> 3:17:53.560]  day there's no such thing as a hopeless tax case call 834 no tax or go to my website danpilla.com
[3:17:53.560 --> 3:18:03.560]  that's danpilla.com danpilla.com the first time i heard the speech the first time i read the writings
[3:18:04.360 --> 3:18:10.680]  of teddy roosevelt i was in sixth grade and we had this history teacher that had us write a paper
[3:18:10.680 --> 3:18:15.240]  on the man in the arena and i just remember thinking about that saying i want to be the man in the
[3:18:15.240 --> 3:18:20.680]  arena but when it comes to media info wars has been the tip of that spear but mike lindell has
[3:18:20.680 --> 3:18:26.520]  come along and done just as good a job as we've done maybe even better when it comes to election
[3:18:26.520 --> 3:18:32.360]  fraud and other issues and that's why if you go to my pillow dot com use promo code alex you get
[3:18:32.360 --> 3:18:37.800]  up to 66 percent off on all the amazing products he's got so many not just pillows not just towels
[3:18:37.800 --> 3:18:42.840]  not the sheets and then you fund info wars and mike lindell and the fight for free speech and
[3:18:42.840 --> 3:18:47.000]  it's a globalist there's not a better place to spend your money than my pillow dot com with promo
[3:18:47.000 --> 3:18:52.680]  code alex and if you do it it funds the info war it funds the election investigation and it stands
[3:18:52.680 --> 3:18:57.640]  up against the globalist bullies my pillow dot com promo code alex take action now
[3:19:01.400 --> 3:19:07.480]  jacob in ohio welcome go ahead hey how's it going alex the great last caller i just wanted to start
[3:19:07.480 --> 3:19:12.120]  with plugging your sleep supplements uh it's basically the only way i get sleep anymore uh
[3:19:12.120 --> 3:19:16.120]  with all the gaslighting moralization and absurdity uh it's like we're living in the
[3:19:16.120 --> 3:19:20.920]  twilight zone and all right eric's in new hamster eric thanks for calling go ahead hey alex thanks
[3:19:20.920 --> 3:19:25.720]  for taking my call if i could i just want to throw a quick plug out for one of the product um the x2
[3:19:25.720 --> 3:19:29.960]  does wonders they recommend it to everybody you're on the fence about it get off the fence get the
[3:19:29.960 --> 3:19:35.240]  product support the info war tyler in main you're on the year thanks for holding go ahead hey alex
[3:19:35.240 --> 3:19:40.600]  it's great to be on with you it's an honor honor talk to you awesome uh so firstly i wanted to do
[3:19:40.600 --> 3:19:46.920]  was say i love the product alpha power even at 29 if you ask my better half she loves it
[3:19:46.920 --> 3:19:51.560]  all right it helps in the bedroom so just number one for a few i like that only works it's not a
[3:19:51.560 --> 3:20:17.080]  joke absolutely you're listening to the alex jones show
[3:20:17.080 --> 3:20:21.800]  all of the evidence that we have presented with all of the experts that we have talked to all of
[3:20:21.800 --> 3:20:27.400]  the doctors everybody that i've aforementioned concludes just one thing that this is a bio weapon
[3:20:27.400 --> 3:20:33.400]  we know that when you're talking about covid as in the virus bio weapon intentionally released
[3:20:34.040 --> 3:20:38.680]  intentionally chimerically engineered and released and when you come to the understanding
[3:20:38.680 --> 3:20:43.080]  that the vaccines were not meant to combat the virus but that the virus was rolled out to introduce
[3:20:43.080 --> 3:20:48.360]  the vaccines then you will have a better understanding we're talking about massive die-off and this is
[3:20:48.360 --> 3:20:53.000]  not for hyperbole this is not for shock value i'm telling you that americans and world global
[3:20:53.000 --> 3:20:58.840]  citizens need to start preparing themselves for the reality of watching their loved ones their
[3:20:58.840 --> 3:21:05.720]  family members their friends stacked up dead in huge mounds of bodies and pushed by heavy equipment
[3:21:05.720 --> 3:21:12.920]  like bulldozers into super deep holes right here on our soil i have just found out that the
[3:21:12.920 --> 3:21:17.640]  thing will not be walked back the mandate is going to apply in the military it's over two
[3:21:17.640 --> 3:21:23.560]  million people because that includes contractors reservists national guard active duty they're
[3:21:23.560 --> 3:21:27.000]  going to be required to take this and so a lot of military personnel are saying well i'm just
[3:21:27.000 --> 3:21:33.240]  going to walk according to patrick howley that basically is exactly what they want to do because
[3:21:33.240 --> 3:21:40.280]  they are going to purge the military get rid of anybody who stands on the constitution the military
[3:21:40.280 --> 3:21:44.680]  is not supposed to be politicized or picked sides and they don't serve a president they serve and
[3:21:44.680 --> 3:21:50.280]  protect the constitution of the united states which is why well did they capture the vote
[3:21:50.920 --> 3:21:55.880]  how can the military let this stand why isn't anybody really focused on these forensic audits
[3:21:55.880 --> 3:21:59.400]  why are all of these elected representatives running around at pool parties taking pictures of
[3:21:59.400 --> 3:22:03.560]  themselves and then grifting for fundraisers on social media rather than doing everything they
[3:22:03.560 --> 3:22:08.440]  can to fight to rid of these electronic voting machines that connect to the internet and demanding
[3:22:08.440 --> 3:22:13.800]  a forensic audit in their state the line is clear in the sand you do those things you are a patriot
[3:22:13.800 --> 3:22:24.120]  you don't do those two things you are a trader the outrageously horrific infrastructure bill
[3:22:26.120 --> 3:22:30.680]  is going to absolutely do everything except infrastructure the only infrastructure it's
[3:22:30.680 --> 3:22:36.120]  going to give is to the government that wants you dead and in order to effectively kill you
[3:22:36.120 --> 3:22:41.240]  they have to be able to track you which is why i think it's 2026 every new vehicle manufactured
[3:22:41.240 --> 3:22:47.960]  according to this bill will have retina scanners in it they will scan your eyes have you been a
[3:22:47.960 --> 3:22:51.560]  good boy have you been a bad boy what was your social credit score did you post something in
[3:22:51.560 --> 3:22:59.160]  opposition to the to the regime on social media have you had your vaccination you may not be
[3:22:59.160 --> 3:23:05.800]  qualified to drive today stew you might not be able to go from point a to point b so
[3:23:05.800 --> 3:23:11.240]  tracking you is very important what are they going to implant inside of you as we talked about i
[3:23:11.240 --> 3:23:15.160]  think it was yesterday i was on the war room with owen what are they going to do are they going to
[3:23:15.160 --> 3:23:18.840]  implant something in you to confirm whether or not you've had this and made all of the hesitancy
[3:23:18.840 --> 3:23:22.840]  and people saying you know i'm not going to get this thing i'll just get my fake papers and and
[3:23:22.840 --> 3:23:26.920]  that'll be my passport but no no no we've anticipated that we've got that covered as well
[3:23:28.120 --> 3:23:34.920]  so they are already collecting a database of people specifically your kids to find out whether
[3:23:34.920 --> 3:23:40.520]  or not they have been inoculated and we don't have that phone recording here but i have heard
[3:23:40.520 --> 3:23:49.160]  it patrick holly has also heard it he's back with us now patrick the cdc is calling houses homes we've
[3:23:49.160 --> 3:23:53.800]  sourced the phone numbers we've seen the documents that go along with this they're calling you in
[3:23:53.800 --> 3:23:57.800]  your home and asking you if you have kids who have been vaccinated what's this all about i mean is
[3:23:57.800 --> 3:24:05.160]  this is this a tracking registry the sleepy joe regime is absolutely determined to try to vaccinate
[3:24:05.160 --> 3:24:09.560]  your children you're seeing school districts promoting these Pfizer vaccination events giving
[3:24:09.560 --> 3:24:15.800]  away free backpacks and school supplies to kids okay making it very clear that they don't need
[3:24:15.800 --> 3:24:20.360]  parental consent if they're over the age of 12 to get the vaccination they're obsessed with this
[3:24:20.360 --> 3:24:25.160]  and you know since the census is in the news you know what the the biden people did with our
[3:24:25.160 --> 3:24:34.200]  census data they created a map county by county color coded a vaccine hesitancy hot spots as part
[3:24:34.200 --> 3:24:41.160]  of their we can do this campaign to vaccinate everybody we can do this guys right so they used
[3:24:41.160 --> 3:24:47.320]  your us census data to identify you as a vaccine hesitant person okay this is what they're doing
[3:24:47.320 --> 3:24:53.480]  with the us census data and kamala harris is encouraging people to go door to door and she
[3:24:53.480 --> 3:24:59.480]  was talking to some of these door to door activists and she even went through every single possible
[3:24:59.480 --> 3:25:04.360]  reason why somebody at a front door would say no i don't want to get a vaccine and she already had
[3:25:04.360 --> 3:25:08.760]  oh here's your talking point that you give it back to them well the thing she was saying was very
[3:25:08.760 --> 3:25:13.720]  similar to this document that just leaked out of the national health service in the uk which we got
[3:25:13.720 --> 3:25:19.080]  where they are trying to figure out how to psychologically manipulate people in different
[3:25:19.080 --> 3:25:25.240]  categories in order to get them to vote for to get the vaccine to boost the rates so for over
[3:25:25.240 --> 3:25:32.600]  65s this is their line the virus isn't getting weaker over 65s are over three times more likely
[3:25:32.600 --> 3:25:37.720]  to die if you get covid think about how you will feel if you do not get vaccinated and end up with
[3:25:37.720 --> 3:25:42.440]  covid 19 all right so they're doing the hard sell on the old people then with the young people they
[3:25:42.440 --> 3:25:48.760]  go we understand the restrictions have caused you anxiety depression loneliness and isolation
[3:25:48.760 --> 3:25:53.240]  you are invited later during the the covid rollout because you are unlikely to get it
[3:25:53.240 --> 3:25:58.680]  and have complications they even admit that however your vaccination is vital you are key
[3:25:58.680 --> 3:26:03.560]  to achieving community immunity because we need about 80 percent coverage you have a very important
[3:26:03.560 --> 3:26:08.680]  perk to play in the national effort normality can only return for you and others with your
[3:26:08.680 --> 3:26:13.880]  vaccination oh hey young people are depressed because they can't go to bars they can't go outside
[3:26:13.880 --> 3:26:18.520]  they're trapped in their houses you want your normality back this is like the mafia hey
[3:26:18.520 --> 3:26:22.760]  some good normality you got here would be a shame if something happened to it right but
[3:26:22.760 --> 3:26:28.280]  we know that dr. Anthony Fauci funded this whole thing for you know as you know yeah but don't
[3:26:28.280 --> 3:26:33.640]  people see I mean there these people the same people that are coming up with all these counter
[3:26:33.640 --> 3:26:38.200]  talking points are the same people that are on television right out in front of everybody with
[3:26:38.200 --> 3:26:44.280]  a wide open saying no no no now the vaccinated people are spreading this delta variant around
[3:26:44.280 --> 3:26:49.640]  I mean this was on yahoo on the 26th of last month and this is I mean yahoo by no sense of the word
[3:26:49.640 --> 3:26:54.680]  is a conservative or honest reporting entity and they're admitting that uh in other words
[3:26:55.640 --> 3:27:02.120]  why can the government tell you no your your vaccine your your injection is really not going
[3:27:02.120 --> 3:27:05.800]  to restore any rights you're still going to have to mask your kids still going to have to mask you're
[3:27:05.800 --> 3:27:08.680]  still going to have to social distance you may not be able to go out in public you're going to
[3:27:08.680 --> 3:27:12.920]  have to limit your crowd gathering sizes despite the fact that you've been vaccinated because
[3:27:12.920 --> 3:27:18.200]  no it does not guarantee that you will not contract the deadly world ending plague and
[3:27:18.200 --> 3:27:23.560]  it doesn't protect anybody else against transmission from you and even if you're vaccinated and
[3:27:23.560 --> 3:27:28.520]  they're vaccinated you're still at very high risk this thing is not going away so really
[3:27:28.520 --> 3:27:33.160]  doesn't that just completely obliterate all of the countermeasures that camila harris seemingly
[3:27:33.160 --> 3:27:38.600]  has armed her door knockers with well look they just need to keep this thing going and they
[3:27:38.600 --> 3:27:42.920]  realize they had a problem if they vaccinate too many people and then it's like oh let's go back to
[3:27:42.920 --> 3:27:46.440]  normal it's like oh we can't do that because they obviously they need to keep their mechanism of
[3:27:46.440 --> 3:27:51.640]  control going their mechanism of control is coronavirus lockdown and tyranny but make no
[3:27:51.640 --> 3:27:56.360]  mistake we know where this came from dr anthony fouchy funded the back coronavirus research at
[3:27:56.360 --> 3:28:00.760]  the wuhan institute of virology mike Pompeo president donald trump i'll take their word for
[3:28:00.760 --> 3:28:06.040]  it when they say that's where it leaked out of okay and meanwhile you had people testing positive
[3:28:06.040 --> 3:28:11.720]  for this ridiculous thing with the common cold the cdc is now implicitly admitted that that flew
[3:28:11.720 --> 3:28:16.280]  the people with the flu were getting this how come flu deaths went down astronomically did
[3:28:16.280 --> 3:28:22.920]  we cure the flu give me a break if you don't see what's going on right now uh you know this uh
[3:28:22.920 --> 3:28:27.000]  we're in the middle of a communist takeover we are in the middle of a globalist communist
[3:28:27.000 --> 3:28:33.240]  authoritarian corporate bankster intel deep state takeover but we're not going to stand for it ladies
[3:28:33.240 --> 3:28:36.840]  and gentlemen go look at the parents who are protesting at school boards around the country
[3:28:36.840 --> 3:28:41.960]  sleepy joe's getting nervous about that go look at all the protest outside hospitals among doctors
[3:28:41.960 --> 3:28:46.840]  and nurses who don't want to take this vaccine we're doing as well as france now and getting out
[3:28:46.840 --> 3:28:52.120]  there into the streets and protesting that's what we got to do i love you all that's right
[3:28:52.120 --> 3:28:57.960]  that's your colleague find them at national file dot com uh dr ruby coming up next the scientific
[3:28:57.960 --> 3:29:03.480]  dictatorship that i've been warning you about for 27 years has now gone for beta testing to
[3:29:03.480 --> 3:29:09.080]  operational the globalists are out on the open with their planetary depopulation takeover their
[3:29:09.080 --> 3:29:13.480]  robot takeover but the good news is we've been working and you've been working and others have
[3:29:13.480 --> 3:29:17.960]  been working across the planet for decades to get ready for this to be able to find it off
[3:29:17.960 --> 3:29:22.920]  humanity is strong we're incredible and if we're aware of the attack that's happening we have a
[3:29:22.920 --> 3:29:28.120]  real chance of defeating it if we ask god for guidance we will defeat it so prayer is essential
[3:29:28.120 --> 3:29:33.160]  research is essential getting prepared is essential and warning others is absolutely essential and at
[3:29:33.160 --> 3:29:38.520]  the same time supporting info wars by buying high-quality products to keep us on air is essential
[3:29:38.520 --> 3:29:42.680]  because they're great products for you and your family and they're also funding our operation
[3:29:42.680 --> 3:29:48.600]  info wars store dot com info wars store dot com is incredible a lot of our products that have been
[3:29:48.600 --> 3:29:53.240]  sold out because the supply chain breakdowns are back in like bodies mazzo beats and others so get
[3:29:53.240 --> 3:29:59.080]  them today at info wars store dot com and i thank you for being part of the resistance so when i
[3:29:59.080 --> 3:30:04.600]  first started taking survival skills basically i was 275 pounds i was overweight i had brain fog
[3:30:04.600 --> 3:30:09.640]  like you wouldn't believe i was barely holding on to a job and i heard dr group on your show and i
[3:30:09.640 --> 3:30:14.280]  listened to it so the first one i got was the original survival shield the x1 and it worked pretty
[3:30:14.280 --> 3:30:18.200]  good and then shortly thereafter you came out with that stew you had you know with a deep burdened
[3:30:18.200 --> 3:30:22.840]  source you know and i got really excited about that so i took it and then in two weeks i went from
[3:30:22.840 --> 3:30:28.920]  brain fog to like literally like my brain was enlightened you know i could think again i could
[3:30:28.920 --> 3:30:34.120]  connect with people again and over the course of the next couple of years i got my health back
[3:30:34.120 --> 3:30:38.600]  and i religiously take basically all of your supplements they're all absolutely amazing
[3:30:38.600 --> 3:30:43.160]  supplements the one i like recently is knockout it literally like if you want to sleep just take it
[3:30:43.160 --> 3:30:47.880]  it's amazing it works but anyway so the point is we have to get ourselves clean we have to break
[3:30:47.880 --> 3:30:52.680]  free of the globalist system and the only way to do that is to take our own health into our own
[3:30:52.680 --> 3:30:59.800]  hand beautifully said brother i thank you so much for your call and godspeed bio remediation is a
[3:30:59.800 --> 3:31:05.080]  process used to treat contaminating water soil and subsurface material by accelerating naturally
[3:31:05.080 --> 3:31:09.640]  occurring environmental conditions to stimulate growth of microorganisms and degrade targeted
[3:31:09.640 --> 3:31:15.560]  pollutants for the first time the bio pros are bringing to the public market a suite of bio remediation
[3:31:15.560 --> 3:31:20.600]  products to the everyday consumer their first product they are launching is called bioseptic
[3:31:20.600 --> 3:31:25.880]  pro a product specifically designed to establish a healthy septic system bioseptic pro contains
[3:31:25.880 --> 3:31:31.320]  live microorganisms not traditional enzymes like as competitors this stuff lives in your septic system
[3:31:31.320 --> 3:31:36.760]  it's really like probiotics for your septic tank and is at least 100 times more effective than
[3:31:36.760 --> 3:31:42.200]  similar microbial products due to its revolutionary patented delivery system bioseptic pro contains
[3:31:42.200 --> 3:31:47.240]  no chemical ingredients and no genetically modified organisms visit the bio pros dot com
[3:31:47.240 --> 3:31:53.800]  today and protect your septic system that's the bio pros dot com this is for anaerobic septic tanks
[3:31:53.800 --> 3:32:00.360]  and the job it does is unparalleled the bio pros dot com i have gotten so many requests and so many
[3:32:00.360 --> 3:32:05.400]  complaints from listeners in the last six plus months of where is the activated charcoal toothpaste
[3:32:05.400 --> 3:32:09.880]  and mouthwash we only came out with it a year and a half ago became a best seller within six months
[3:32:09.880 --> 3:32:14.600]  and now because the covet lockdowns and the shutdowns of the supply chain we haven't had it
[3:32:14.600 --> 3:32:19.720]  finally it came back in a limited supply believe me i'm happy too it's a great toothpaste and it
[3:32:19.720 --> 3:32:23.320]  funds the info war so if you want to get it and stock up on it because you are already a fan or
[3:32:23.320 --> 3:32:28.760]  if you haven't tried it it's back in stock at info wars store dot com discounted because of the
[3:32:28.760 --> 3:32:33.960]  covet lockdown because of the globalist siege on small businesses and companies in america it's
[3:32:33.960 --> 3:32:39.160]  not been available for over six months but now it's back in stock and it's available in only two
[3:32:39.160 --> 3:32:46.280]  places info wars store dot com and dr jones naturals dot com it is our activated charcoal
[3:32:46.280 --> 3:32:51.560]  toothpaste and mouthwash so get your activated charcoal toothpaste activated charcoal mouthwash
[3:32:51.560 --> 3:32:57.960]  with central oils and more at info wars store dot com and funding info war a true 360 win
[3:32:57.960 --> 3:33:04.440]  you're listening to the alex jones show
[3:33:15.480 --> 3:33:21.240]  stew peters dot tv that is where you find me i appreciate you having me here the fourth hour
[3:33:21.240 --> 3:33:25.400]  here of the alex jones show of course oan shroyer coming up next with the war room we have dr
[3:33:25.400 --> 3:33:30.520]  jane ruby standing by to tell us about something you know uh if you're thinking you're going to get
[3:33:30.520 --> 3:33:36.200]  your freedoms back by taking the inoculation uh you just wake up you have to understand that
[3:33:36.200 --> 3:33:40.440]  that is absolutely just not happening and patrick holly hit the nail right on the head because if
[3:33:40.440 --> 3:33:44.600]  we just go ahead and inoculate everybody a couple of things will happen you know holly's
[3:33:45.320 --> 3:33:50.600]  take on that was well we have to maintain our globalist control our takeover so we have to
[3:33:50.600 --> 3:33:54.840]  have something to hold over their heads the other the flip side of that is if we vaccinate too many
[3:33:54.840 --> 3:33:58.600]  people or inject or inoculate too many people with these shots being falsely referred to as
[3:33:58.600 --> 3:34:03.960]  vaccines we know that they're a bio weapon they're poisonous people are dying in mass numbers i talked
[3:34:03.960 --> 3:34:09.400]  as a lanko i've talked to attorney thomas renz you've heard from all these people listen there are
[3:34:09.400 --> 3:34:15.000]  a dozen devices for tracking the adverse events that are being reported and we only have access
[3:34:15.000 --> 3:34:19.480]  to one and that one happens to be the most unreliable source which is the vaccine event
[3:34:19.480 --> 3:34:26.200]  adverse reporting system or however it's called the bears system uh why well because if you
[3:34:26.200 --> 3:34:31.880]  inoculate everybody everybody's going to die all at once and then we've been had but the very person
[3:34:32.440 --> 3:34:39.480]  responsible for devising this whole plan is the one who stood up in front of the world and said
[3:34:39.480 --> 3:34:46.760]  we need to depopulate the globe by 15 percent now here we are years later and the guy behind
[3:34:46.760 --> 3:34:53.960]  the entire inoculation program is the guy who said that i'm not taking i'm not taking an
[3:34:53.960 --> 3:34:59.800]  injection from him but you are you're taking both of them and now not only that but dr jane ruby is
[3:34:59.800 --> 3:35:06.840]  joining us it's getting even worse it's not just one jab that is authorized for emergency use it's
[3:35:06.840 --> 3:35:13.800]  not two jabs that is authorized for emergency use but dr ruby says now there are more jabs
[3:35:13.800 --> 3:35:18.760]  coming down the pipe dr ruby thank you for being here how many times are they going to try to stick
[3:35:18.760 --> 3:35:26.760]  us just insensibly over and over again this is not just about one vaccine is it no let's do and the
[3:35:26.760 --> 3:35:36.600]  insanity grows uh i want everyone to know that the cdc advisory panel uh advised that uh the shot
[3:35:36.600 --> 3:35:41.960]  as a third booster should be made readily available immediately to people who they called
[3:35:41.960 --> 3:35:47.720]  immunocompromised now in the medical world immunocompromised can can mean several things
[3:35:47.720 --> 3:35:52.200]  you could be a cancer patient undergoing chemotherapy that has your body suppressed you
