[00:00.000 --> 00:16.000]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones.
[03:07:58.680 --> 03:08:07.680]  They intend on sabotaging him and removing him with the Democrats, but right now they're telling you, oh, Trump's a shoe in in the news, so everybody goes to sleep.
[03:08:07.680 --> 03:08:16.680]  That is not what's happening. I think there's four things that can derail Trump. The Federal Reserve is at the sabotage of the borders.
[03:08:16.680 --> 03:08:28.680]  They're at the sabotage of the situation with the Federal Reserve, the private Federal Reserve, trying to trick Trump into getting into a war.
[03:08:28.680 --> 03:08:40.680]  Think about it. And of course, massive election fraud, election meddling, the censorship, all of it goes together. What a time to be alive.
[03:08:40.680 --> 03:08:46.680]  Meanwhile, I didn't get to this news. Maybe I'll go co-host the war room today.
[03:08:46.680 --> 03:09:05.680]  The geologist says Yellowstone eruption would destroy most of the United States. That's a news wars dot com story. Also, another story out of the sun. NASA plans for permanent lunar outposts secret now leaked and 37 rocket launchers on the moon leaked online.
[03:09:05.680 --> 03:09:18.680]  Look at this. French town offers free Viagra to boost birthrate because the French have 1.3 replacement rate for every two adults, 1.3 children. And again, I understand there's a class of civilization with the Muslims.
[03:09:18.680 --> 03:09:24.680]  I don't want wars. I didn't want the Arab Spring. I didn't want the wars in the Middle East. I don't want the new ones.
[03:09:24.680 --> 03:09:35.680]  They try to trick Trump into a new war. It's one of the four pillars we don't want. But it doesn't matter when they're bringing in the most radical Muslims and the media covers up their attacks like Somalis with hammers.
[03:09:35.680 --> 03:09:42.680]  Let's play that audio in a moment. Attacking people at a Minnesota train station because they were white and then almost no media coverage.
[03:09:42.680 --> 03:09:50.680]  Imagine a group of whites running around beating blacks. But this wasn't really blacks attacking whites. This was Islamists attacking.
[03:09:50.680 --> 03:09:58.680]  Mob with hammers descends on Minneapolis East Bank LRT. Here's some of the police scanner audio.
[03:09:58.680 --> 03:10:22.680]  The MPD is asking for assistance from Metro Transit in Minneapolis for a group of 8 to 10 males at the East Bank LRT chasing people around with hammers. They do have some people injured. They're sending us more information but they're requesting assistance.
[03:10:22.680 --> 03:10:30.680]  That's just a regular occurrence now in Minneapolis and St. Paul. The network that streams our satellites is up there. I've been there many times.
[03:10:30.680 --> 03:10:42.680]  And let's just say that it's not a lot of fun to be hunted. But the Somalis know that no one will stop them. Even Somali police officers just randomly shoot women.
[03:10:42.680 --> 03:10:52.680]  I mean, go to Somali. It's the same way. Very, very sad. The Somalis don't get along with any of their other Muslim neighbors either. It's a really, really sad thing.
[03:10:52.680 --> 03:11:02.680]  But we've got our Somali leader now who says America sucks, Elon Omar. Okay, I'm going to end it with that. Please don't forget, without you, we're bye-bye.
[03:11:02.680 --> 03:11:18.680]  I'm really pissed that we're still here. That we built a platform other than their systems. So everybody else that gives these platforms bye-bye. That we're a mothership now, promoting, expanding, boosting, amplifying all those other voices against our enslavement.
[03:11:18.680 --> 03:11:34.680]  And that's why we have the special that is running, our new special. We have the Memorial Day special 60% off extend-a-wise for the cardiovascular system in the heart. MycoZX that knocks out the fungus and mold and Candida in the gut.
[03:11:34.680 --> 03:11:44.680]  Next level probiotic. 60% off. Incredible deal. 50% off the new eight-pack power stack, which is 13 pills, two different packets a day. Amazing quality.
[03:11:44.680 --> 03:11:52.680]  New formulas. Bodies. Ultimate turmeric formula. 50% off. Vitamin refusion. Ultimate bone broth. Supermail vitality. 40% off.
[03:11:52.680 --> 03:12:03.680]  Turboforces now back in stock. Our vanilla, coconut, and peanut butter chocolate. Protein bars are back in stock. Those are 40% off as well. The best protein bars. No fillers in them, folks.
[03:12:03.680 --> 03:12:15.680]  These are incredible, high quality, super high-end. $6, $7 apiece for comparable brands. These are $3 apiece and on sales price even less when you get the box of them.
[03:12:15.680 --> 03:12:30.680]  So infowarstore.com or triple-82533139. Turning it now over to Paul Joseph Watson, who's now joined the ranks of the D-platforms on Facebook as a global hate leader.
[03:12:30.680 --> 03:12:40.680]  You don't run any slave camps in China like Tim Cook or you don't help round up the dissidents like Google does in China. That's why you're a hate leader because you don't want the technocracy.
[03:12:40.680 --> 03:12:47.680]  So again, I wanted to pronounce you and just say you're a horrible person. Paul, thanks for hosting.
[03:12:47.680 --> 03:12:59.680]  Thanks, Alex. Yeah, it's interesting, isn't it? I'm labeled the hateful one and yet every single day we have more and more examples of the real hate being directed towards the people who are smeared
[03:12:59.680 --> 03:13:12.680]  and libeled as hateful. And that has come to the fore of the past couple of days, especially in the UK, where we've had this entire narrative about people getting doused with milkshakes and people on the left saying,
[03:13:12.680 --> 03:13:29.680]  Oh, it's just a milkshake. Lol, you mad, bro. These are the same people who will literally have temper tantrums and wet the bed over, in one case, somebody shouting a mean word at a pro-EU politician called Anna Subri, which happened in London a few months ago.
[03:13:29.680 --> 03:13:40.680]  There was a week-long media hysteria campaign about it. The individual who shouted the slur, calling her a Nazi, because we can't call them Nazis. They could call us Nazis all day long.
[03:13:40.680 --> 03:13:49.680]  The individual was doxxed. His entire life was exposed. He was banned from London. He can't even come back into London to attend protests now.
[03:13:49.680 --> 03:14:05.680]  So there was a week-long pearl-clutching hissy fit over him shouting a mean word at pro-EU politician. But then they can walk around major cities all day long throwing milkshakes at Nigel Farage, throwing milkshakes at Tommy Robinson and Carl Benjamin.
[03:14:05.680 --> 03:14:18.680]  Oh, it's just a milkshake. So again, it's okay when we do it. And yesterday after Farage got milkshaked in Newcastle, people were coming out on Twitter and saying, oh, milkshakes are not enough.
[03:14:18.680 --> 03:14:25.680]  Now we need acid attacks. But I'm the hateful one. I'm the one who gets banned. And you can see the headline up there now from Summit.News.
[03:14:25.680 --> 03:14:41.680]  Leftist advocates acid-attacking Nigel Farage. This was a left-wing activist because further down in the article, we have this same woman appearing at a protest a couple of years ago shouting at protesters at a gaze against Sharia March.
[03:14:41.680 --> 03:14:48.680]  And she's got the typical look, ugly out-of-shape ginger. They all seem to have this same look to one degree or another.
[03:14:48.680 --> 03:14:57.680]  She tweeted immediately after or shortly after the milkshake attack on Farage, which is assault. People have been arrested for it. That's assault.
[03:14:57.680 --> 03:15:07.680]  She tweeted, great that milkshakes have become a thing when it comes to the racists in our midst. I'd prefer acid, but milkshakes will do for now.
[03:15:07.680 --> 03:15:15.680]  This is a woman. And you can see her there with the red, crazy hair. Looks not much of a looker to be polite.
[03:15:15.680 --> 03:15:18.680]  Is that Elizabeth Warren?
[03:15:18.680 --> 03:15:31.680]  This is a woman who works for a charity, this left-wing charity called Happy City. And she's literally calling for a major politician who is about to win an EU election to be acid-attacked.
[03:15:31.680 --> 03:15:36.680]  This is the age of mass hysteria that we live in. And I'm going to get into more examples.
[03:15:36.680 --> 03:15:40.680]  And you know if you did that, you'd be arrested, Paul. If you did that, you'd be arrested.
[03:15:40.680 --> 03:15:47.680]  Yeah, I'd be de-platformed arrested within an hour. They can get away with it. And it's only getting worse, Alex. I'm going to get into it more after the break.
[03:15:47.680 --> 03:15:52.680]  By the way, she looks like hit the clown meets Elizabeth Warren. Thank you, Paul.
[03:15:52.680 --> 03:15:59.680]  Hi, I'm Dan Pilla. I started fighting the IRS over 40 years ago when they tried to seize my mother's house. I sued the IRS in one.
[03:15:59.680 --> 03:16:07.680]  I beat the IRS then and I've been beating them ever since. I wrote the book on tax debt settlement and I've helped thousands of people deal with tax problems they thought might never be solved.
[03:16:07.680 --> 03:16:14.680]  I can help you too. If you owe taxes you can't pay, don't wait another day. There's no such thing as a hopeless tax case.
[03:16:14.680 --> 03:16:40.680]  Call 834 no tax or go to my website, danpilla.com. That's danpilla.com, danpilla.com.
[03:16:44.680 --> 03:16:52.680]  The Deep State began with World War I, the United States of Empire, by James Dunn, available at Amazon Books.
[03:16:52.680 --> 03:16:56.680]  Okay, so a watch is good and some jewelry. Better grab some flowers too.
[03:16:56.680 --> 03:16:57.680]  Hey, whatcha doing?
[03:16:57.680 --> 03:16:58.680]  Mother's Day, remember?
[03:16:58.680 --> 03:16:59.680]  Oh yeah.
[03:16:59.680 --> 03:17:03.680]  So I'm making lists, gotta plan a trip to this store, then need to save all the receipts in case she wants to return.
[03:17:03.680 --> 03:17:05.680]  You know there's an easier way, right?
[03:17:05.680 --> 03:17:06.680]  I'm guessing you do?
[03:17:06.680 --> 03:17:12.680]  Yes, I'm going to show you the easy, quick way to shop for mom and save 30% at sunshine-pillows.com.
[03:17:12.680 --> 03:17:14.680]  Yeah, pillow is a great idea.
[03:17:14.680 --> 03:17:20.680]  No, not just pillows, sunshine-pillows.com has the best selection of custom heated neck wraps and heated neck pillows.
[03:17:20.680 --> 03:17:21.680]  She always says she has stress.
[03:17:21.680 --> 03:17:25.680]  And aches and pains, right? Look, they have hot and cold therapy products.
[03:17:25.680 --> 03:17:31.680]  Ooh, it says we can buy any select combo up to $150 and get 30% off.
[03:17:31.680 --> 03:17:33.680]  Yep, just use this promo code mom30.
[03:17:33.680 --> 03:17:36.680]  You know, for a little brother, you're pretty smart.
[03:17:36.680 --> 03:17:42.680]  Get something for every mom on your list and save 30% when you spend up to $150 on any select combo.
[03:17:42.680 --> 03:17:47.680]  Now through Mother's Day only at sunshine-pillows.com, use promo code mom30.
[03:17:47.680 --> 03:18:11.680]  Sunshine-pillows.com, your complete line of therapeutic pillows and pads.
[03:18:11.680 --> 03:18:20.680]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[03:18:20.680 --> 03:18:26.680]  They began studying this effect in published trials, and decades later, we now have the fruit of this research,
[03:18:26.680 --> 03:18:31.680]  a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[03:18:31.680 --> 03:18:35.680]  Pollen block is natural and effective. It is not an antihistamine.
[03:18:35.680 --> 03:18:41.680]  In fact, current research has found that it actually acts by blocking the activity of triptase,
[03:18:41.680 --> 03:18:45.680]  which is an enzyme that amplifies immune and inflammatory responses in the body.
[03:18:45.680 --> 03:18:48.680]  Go outside and enjoy the air you breathe.
[03:18:48.680 --> 03:18:53.680]  Head to InfoworseLife.com and grab a pack of our pollen block chewable tablets.
[03:18:53.680 --> 03:19:00.680]  Stacey, in the great state of Texas, in FEMA Region 6, you're on the air worldwide, Stacey.
[03:19:00.680 --> 03:19:06.680]  Good to talk to you. Before I get into what I want to say, I just want to let you know that I don't normally take vitamins at all.
[03:19:06.680 --> 03:19:13.680]  I was turned on to the Ultimate Female Force. I looked at all the ingredients, and they're all organic, root, things like that that I trust.
[03:19:13.680 --> 03:19:17.680]  You know, because I've seen a lot of other vitamins, they don't have things that they say that they have in them,
[03:19:17.680 --> 03:19:19.680]  and they're often not things that are natural. I appreciate that.
[03:19:19.680 --> 03:19:22.680]  Well, what happened with Ultimate Female Force? Tell us about it.
[03:19:22.680 --> 03:19:25.680]  Well, it's really great. You know, it's like a multivitamin. I take it. It tastes good.
[03:19:25.680 --> 03:19:29.680]  It doesn't have that nasty aftertaste. It actually has kind of a pleasant aftertaste.
[03:19:29.680 --> 03:19:32.680]  And, you know, it just gives me energy and fuels me throughout the day, so I really like it.
[03:19:32.680 --> 03:19:37.680]  Well, just so you know, we look at whatever the best herbs are. They're known to turbo-charge women.
[03:19:37.680 --> 03:19:45.680]  And then we get the organic ones and put it in it. So, yeah, stamina, libido, energy, these are amazing things in Ultimate Female Force.
[03:19:45.680 --> 03:19:47.680]  So I'm glad you plugged it.
[03:19:47.680 --> 03:19:50.680]  You're listening to the Alex Jones show.
[03:20:18.680 --> 03:20:27.680]  I think the major difference in terms of how political violence is being normalized is that the right never advocates or endorses political violence,
[03:20:27.680 --> 03:20:33.680]  not the center right or what you may call the mainstream right, whereas the so-called mainstream left,
[03:20:33.680 --> 03:20:38.680]  which is now increasingly become the fringe left as it gets more hysterical,
[03:20:38.680 --> 03:20:47.680]  has consistently endorsed violence. And we saw this again in the aftermath of Nigel Farage having a milkshake thrown over him in Newcastle,
[03:20:47.680 --> 03:20:54.680]  where you literally had independent headlines, the independence, a big left-wing newspaper in the UK.
[03:20:54.680 --> 03:20:59.680]  Nigel Farage getting hit by a milkshake isn't funny. It's absolutely hilarious.
[03:20:59.680 --> 03:21:09.680]  Again, these are the same people who try and make this warped argument that opinions they disagree with, speech, is violence.
[03:21:09.680 --> 03:21:15.680]  You've seen that in the universities at the academic level, and you've seen it in the culture where right-wing opinions,
[03:21:15.680 --> 03:21:20.680]  or basically at this point, any opinion that diverges from their mantra, is violence.
[03:21:20.680 --> 03:21:24.680]  And they're saying, you know, they're saying, you know, they're saying, you know,
[03:21:24.680 --> 03:21:32.680]  basically at this point, any opinion that diverges from their mantra is violence, and therefore it needs to be banned because it's hate.
[03:21:32.680 --> 03:21:39.680]  Meanwhile, so they've tried to redefine opinions which they disagree with, speech as violence.
[03:21:39.680 --> 03:21:45.680]  Meanwhile, they're trying to define actual violence that they carry out, assaults,
[03:21:45.680 --> 03:21:52.680]  while endorsing it in the media as just another form of speech that should be deemed acceptable.
[03:21:52.680 --> 03:21:59.680]  It's not acceptable. All political violence is bad where the left or right should be denounced across the board.
[03:21:59.680 --> 03:22:05.680]  I'm going to get more into this. To preface it, though, I think it's good to play this clip that I sent to the studio,
[03:22:05.680 --> 03:22:11.680]  which is my reaction to this whole milkshaking meme as it came to a head yesterday,
[03:22:11.680 --> 03:22:14.680]  which is in a video that I've put out about the European elections.
[03:22:14.680 --> 03:22:17.680]  So let's go ahead and roll that video now.
[03:22:17.680 --> 03:22:28.680]  Who do you think you are kidding me? Stay young, I, if you think we're on the run.
[03:22:28.680 --> 03:22:34.680]  So three years after voting to leave the EU, we're voting in EU elections. Funny that, isn't it?
[03:22:34.680 --> 03:22:39.680]  I've just got a feeling they're going to keep on voting until they get the answer they want.
[03:22:39.680 --> 03:22:47.680]  It's almost like the EU is a Byzantine corrupt authoritarian dictatorship that so mafia-like, it doesn't allow countries to leave
[03:22:47.680 --> 03:22:50.680]  and laughs about turning them into colonies.
[03:22:50.680 --> 03:22:55.680]  We finally turned them into a colony and it was a plan for the first vote.
[03:22:55.680 --> 03:22:57.680]  Who wouldn't want to be part of that?
[03:22:57.680 --> 03:23:00.680]  If you want to try not to be ruled by a f***ing mafia.
[03:23:00.680 --> 03:23:05.680]  Yeah, that is the Euro-election special video, which is up on my YouTube channel.
[03:23:05.680 --> 03:23:09.680]  Everyone needs to get that right now and share it on Facebook.
[03:23:09.680 --> 03:23:15.680]  There was a specific clip within that video, which I think you've got at the studio, so let me know when you've got it.
[03:23:15.680 --> 03:23:18.680]  But it relates to the whole milkshaking thing.
[03:23:18.680 --> 03:23:24.680]  And again, people on the left, this is an argument I've heard in the aftermath of this.
[03:23:24.680 --> 03:23:27.680]  They say, oh, but what about the New Zealand mosque shooter?
[03:23:27.680 --> 03:23:30.680]  What about these right wing violent attacks?
[03:23:30.680 --> 03:23:38.680]  The difference is, we denounce those attacks, the left wing media endorses its own brand of political violence.
[03:23:38.680 --> 03:23:41.680]  You've seen that with Antifa over the years.
[03:23:41.680 --> 03:23:51.680]  I think it's a miracle, to be honest, that we haven't seen a mass casualty attack in any developed country by a left wing extremist
[03:23:51.680 --> 03:23:59.680]  because they are being radicalized on the internet by these even mainstream left wing publications that are saying that violence is now acceptable.
[03:23:59.680 --> 03:24:03.680]  I reported on a thwarted attack last Christmas, I think it was.
[03:24:03.680 --> 03:24:12.680]  It was the Pia 69 massacre, intended massacre, by a left wing extremist by one of these typical Antifa types.
[03:24:12.680 --> 03:24:14.680]  That was thwarted at the last minute.
[03:24:14.680 --> 03:24:19.680]  He literally planned to massacre dozens of people on Pia 69 in San Francisco.
[03:24:19.680 --> 03:24:26.680]  Of course, we had James T. Hodgkinson, again, a miracle that he didn't massacre a bunch of Republican congressmen.
[03:24:26.680 --> 03:24:34.680]  We had the transgender school shooter last week, who with another anti-Trump individual tried to shoot up a school,
[03:24:34.680 --> 03:24:37.680]  killed one person, I think, injured several more.
[03:24:37.680 --> 03:24:39.680]  Again, lucky that that wasn't a larger attack.
[03:24:39.680 --> 03:24:44.680]  So you do have violent attacks on the left, which cause casualties and cause deaths.
[03:24:44.680 --> 03:24:46.680]  Media doesn't report on them.
[03:24:46.680 --> 03:24:49.680]  They drop them like a hot potato within hours.
[03:24:49.680 --> 03:24:57.680]  But it's a miracle that there haven't been more, given the amount of radicalization that we see going on on the left.
[03:24:57.680 --> 03:25:04.680]  And again, the point is that the left wing media endorses it, tacitly endorses it and says that it's acceptable.
[03:25:04.680 --> 03:25:09.680]  Oh, because they're all fascists and Nazis, because they've dehumanized everyone on the right.
[03:25:09.680 --> 03:25:18.680]  Let's not forget, back in 2002, the Dutch politician, Pim Fortein, who is a gay Dutch populist,
[03:25:18.680 --> 03:25:25.680]  who was about to win the election if memory serves, he was about to win the election in the Netherlands.
[03:25:25.680 --> 03:25:29.680]  He was hit by a cake, somebody threw a cake over his head.
[03:25:29.680 --> 03:25:39.680]  Two months later, he was shot dead, shot in the head by a left wing environmentalist extremist right before the Dutch election.
[03:25:39.680 --> 03:25:52.680]  So to claim that there are no examples of this on the left, and in fact, that this legitimization of milkshaking or throwing cakes over people's heads doesn't lead to greater violence,
[03:25:52.680 --> 03:26:03.680]  is a complete misnomer, because it did in the past with Pim Fortein, who was literally shot in the head and assassinated shortly before the Dutch election back in 2002,
[03:26:03.680 --> 03:26:06.680]  by an extremist left winger.
[03:26:06.680 --> 03:26:08.680]  Nobody talks about that anymore.
[03:26:08.680 --> 03:26:14.680]  And then we have another story, which I'm going to get more into after the break, because I'm going to get into depth on this,
[03:26:14.680 --> 03:26:24.680]  where we literally have, and this is the difference between large companies and small businesses who get on Twitter and virtue signal,
[03:26:24.680 --> 03:26:27.680]  often for the left, in favor of the left.
[03:26:27.680 --> 03:26:36.680]  Of course, we had Nike with Colin Kaepernick, and you have to believe in something to sacrifice everything, that whole slogan,
[03:26:36.680 --> 03:26:43.680]  which actually made the money at the time people were saying, on the right, we're going to boycott Nike, we're not going to buy Nike products anymore,
[03:26:43.680 --> 03:26:51.680]  actually led to the making money, because with the virtue signaling and the avalanche of press coverage, it's free media coverage.
[03:26:51.680 --> 03:26:58.680]  It's virtue signaling via, it's free advertising via virtue signaling, believing something, even if it means sacrificing everything.
[03:26:58.680 --> 03:27:03.680]  They made money from that when it came down to it.
[03:27:03.680 --> 03:27:11.680]  Gillette, on the other hand, lost a little bit of money when they came out with a whole, you know, masculinity self-ragile,
[03:27:11.680 --> 03:27:14.680]  attacking basic masculinity in their ad.
[03:27:14.680 --> 03:27:22.680]  But again, it's not going to move the needle very far either way, with giant corporations that are making that much money,
[03:27:22.680 --> 03:27:27.680]  to have a scandal where one side of the political argument says, we're going to boycott your products.
[03:27:27.680 --> 03:27:33.680]  So get woke, go broke, doesn't apply to large companies.
[03:27:33.680 --> 03:27:39.680]  And that free advertising they get from the virtue signaling is normally worth the backlash they get from the right,
[03:27:39.680 --> 03:27:45.680]  because the right isn't as organized in terms of mob outrage as the left is.
[03:27:45.680 --> 03:27:48.680]  So it doesn't move the needle that much.
[03:27:48.680 --> 03:27:56.680]  But then you get small businesses who decide to go online, as happened today in the United Kingdom.
[03:27:56.680 --> 03:28:01.680]  And this was absolutely incredible. This is the headline on Summit.News.
[03:28:01.680 --> 03:28:03.680]  I'm going to get more into this after the break.
[03:28:03.680 --> 03:28:09.680]  Left-wing beer company tells customers to hit people over the head with bricks.
[03:28:09.680 --> 03:28:16.680]  Now, obviously a giant corporation isn't going to do that, although Burger King again did tacitly endorse violence
[03:28:16.680 --> 03:28:19.680]  with the whole milkshaking thing as we covered.
[03:28:19.680 --> 03:28:27.680]  But this is a tiny brewery in the north of England, in Manchester, where the owner literally gets up on Twitter.
[03:28:27.680 --> 03:28:34.680]  We got a screenshot there. They deleted it within a few hours, saying, please don't throw our beer over fascists.
[03:28:34.680 --> 03:28:39.680]  Obviously, the term fascist is now so diluted that it's anyone on the right.
[03:28:39.680 --> 03:28:43.680]  Quote, hit them over the head with a brick as is traditional.
[03:28:43.680 --> 03:28:48.680]  We'll find out in the next segment what happened to this company in the immediate aftermath of these tweets.
[03:28:48.680 --> 03:28:52.680]  This is the Alex Jones Show live breaking news at Infowars.com. We'll be back.
[03:29:19.680 --> 03:29:24.680]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[03:29:24.680 --> 03:29:26.680]  I recommend Heart and Body Extract to everyone.
[03:29:26.680 --> 03:29:52.680]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[03:29:52.680 --> 03:29:57.680]  We all know that the outside toxins in the water is a serious health issue.
[03:29:57.680 --> 03:30:04.680]  Infowars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[03:30:04.680 --> 03:30:09.680]  That's why we're bringing you something to provide clean water for your whole house with one system.
[03:30:09.680 --> 03:30:22.680]  The Pro Pure Whole House Water Filtration System is an advanced, four-stage, compact filtration system that will provide water filtration for your entire home, removing 220 plus contaminants from your water.
[03:30:22.680 --> 03:30:32.680]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[03:30:32.680 --> 03:30:39.680]  With its broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[03:30:39.680 --> 03:30:53.680]  Head to infowarstore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro Pure Whole House Filtration System today.
[03:30:55.680 --> 03:30:59.680]  It's never been easy to figure out the essentials of a new supplement routine.
[03:30:59.680 --> 03:31:07.680]  That's why we created the 8-Pack PowerStack, your go-to option for the building blocks of a successful approach to supplementation.
[03:31:07.680 --> 03:31:14.680]  This one-stop shop for those looking to simplify or adjust their routine is perfect for new and old info warriors alike.
[03:31:14.680 --> 03:31:22.680]  With the 8-Pack PowerStack, there's no trial and error, messy bottles laying across the counter, or 20-minute morning habits.
[03:31:22.680 --> 03:31:35.680]  Just take the wake up and work or rest and recover packs each day for quick, easy to use, and conveniently accessible formulas to help you reach your peak without the deep supplement knowledge, stacks of bottles, and complicated routine.
[03:31:35.680 --> 03:31:44.680]  Featuring 8 different formulas for a total take on your health and wellness, you can find what you like and get even more powerful versions in the store.
[03:31:44.680 --> 03:31:52.680]  Head to infowarrestore.com and check out 8-Pack PowerStack today and jumpstart your supplement routine.
[03:31:52.680 --> 03:32:04.680]  The globalists know that if they suppress the good halogen and pump the environment full of the bad halogens, fluoride, chlorine, bromide, you name it, that it lowers IQ, it literally dumps the population down.
[03:32:04.680 --> 03:32:11.680]  And on our quest to bring our listeners and viewers the best iodine in the world, we've gone through two permutations.
[03:32:11.680 --> 03:32:18.680]  First, seaweed-based iodine that was pretty good, but hard to source, and the globalists tried to block us getting a supply of it.
[03:32:18.680 --> 03:32:24.680]  So we discovered deep earth crystals of pure nascent iodine and brought UX2 that's been incredible.
[03:32:24.680 --> 03:32:31.680]  Now, due to the establishment trying to block that, we did more research and secured more of the deep earth crystals of nascent iodine.
[03:32:31.680 --> 03:32:45.680]  But chemists, scientists, and others showed us the research that by combining it with three other compounds, two forms of iodine and vitamin C, it supercharges it and makes it even more bioavailable.
[03:32:45.680 --> 03:32:49.680]  Ladies and gentlemen, you want to research it, you want to see it, it's an incredible discovery.
[03:32:49.680 --> 03:33:04.680]  X3, now available at m4slife.com.
[03:33:20.680 --> 03:33:32.680]  We're back live on The Alex Jones Show. In the next segment, I'm going to get into a story which is based on a study, a new study which basically proves what we've been saying all along.
[03:33:32.680 --> 03:33:39.680]  That YouTube's trending tab is completely rigged in favor of giant media corporations.
[03:33:39.680 --> 03:33:52.680]  They've taken the U out of YouTube and basically rigged their system, broken their search engine, they've rigged the trending tab, and that's now been proven vehemently with this new study.
[03:33:52.680 --> 03:34:02.680]  So I'm going to get into that. Also going to get into this small business which has just completely destroyed its own reputation over one tweet.
[03:34:02.680 --> 03:34:17.680]  Absolutely incredible behavior. To preface that, though, now with this environment, this hysterical environment of the endorsement of violence, political violence, here is a clip from my video, The Truth, about the Euro elections.
[03:34:17.680 --> 03:34:19.680]  Let's roll it.
[03:34:19.680 --> 03:34:36.680]  Voters of this odious oligarchy conduct themselves. Because if you can't be bothered to craft an actual political message that resonates with voters, just throw milkshakes like Toddlers having a tantrum because they wet their nappies in McDonald's.
[03:34:36.680 --> 03:34:45.680]  Yeah, good luck with that. That awkward moment when you run out of actual political arguments. Also, why do they always look like this?
[03:34:45.680 --> 03:34:59.680]  Too many soy milkshakes for this big boy. Still, at least he finally gets to get laid in prison. But according to the BBC, this wasn't assault. No, no, no, no. He was just expressing his opinion.
[03:34:59.680 --> 03:35:13.680]  In his own way, a 32-year-old man who's been arrested in Newcastle today was expressing his views about the Brexit Party too in no uncertain terms because Nadja Farage, leader of the Brexit Party, had a milkshake thrown all over him.
[03:35:13.680 --> 03:35:25.680]  The man yells mean word at Anna Subri. Week-long media hysteria campaign, nationwide moral panic, dude doxxed and banned from London. Lefty assaults Farage. Lol, you mad bro.
[03:35:25.680 --> 03:35:32.680]  Your milkshakes bring all the votes to the yard and I'm like, no, that's Farage.
[03:35:32.680 --> 03:35:47.680]  If you were as enthusiastic about voting as you seem to be about lobbing milkshakes at people like spoiled brats, Farage wouldn't be about to enjoy a crushing victory. Farage slurping on a giant milkshake in celebration on Friday morning.
[03:35:47.680 --> 03:36:01.680]  Imagine those optics. But it was Burger King who tacitly endorsed political violence with this tweet because nothing says grassroots organic resistance like having one of the biggest transnational corporations on the planet shill for your cause.
[03:36:01.680 --> 03:36:10.680]  Far and multinational megacups spreading diabetes, obesity and poor animal welfare endorses violence against British fringe politicians. Make sure you're on the right side.
[03:36:10.680 --> 03:36:20.680]  Let's get real. If right-of-center news outlets and huge corporations were tacitly endorsing assault, and yes, milkshaking is assault. People have been arrested for it.
[03:36:20.680 --> 03:36:32.680]  Against lefties, there'd be uproar. Boycotts. Protest marchers. But the left behaves like that and it's all lol, snowflake. Are you afraid of milkshakes? It's okay when we do it.
[03:36:32.680 --> 03:36:41.680]  Give me a break. If you lot were getting milkshaked by Brexit party supporters, you'd all be having hissy fits like Nazi panzer tanks had just invaded.
[03:36:41.680 --> 03:36:51.680]  But hey bro, it's just a milkshake. It's not as if actual racists once poured milkshakes over the heads of black civil rights protesters, is it? Oh.
[03:36:51.680 --> 03:37:02.680]  It's okay when we do it. Those making light of milkshake assaults are the same idiots who had nervous breakdowns over someone saying mean things to Owen Jones because remember,
[03:37:02.680 --> 03:37:15.680]  Remainers are all about tolerance. Staying in the EU was about love. I mean, they're so loving, they're literally side with Islamist thugs who throw bricks at children.
[03:37:15.680 --> 03:37:27.680]  So loving. But then freak out over that spicy Sargon tweet from 2016. Also, is it really a good idea to be normalizing political violence when most of you look like this? Good luck with that.
[03:37:27.680 --> 03:37:38.680]  According to them, as long as the right people are being violently assaulted, political violence is morally just. It's okay when we do it.
[03:37:38.680 --> 03:37:48.680]  That is a clip from my latest video, The Truth About Your Elections. Get it out, share it on Facebook because I can't and banned Mark Zuckerberg's cult.
[03:37:48.680 --> 03:38:00.680]  Doesn't want you to think a certain way, so you can't. I can't post it. At least you can post it. But again, we have the normalization of political violence now with the UK two days away from a European election.
[03:38:00.680 --> 03:38:08.680]  And we have this headline up on Summit.News. Left-wing beer company tells customers to hit people over the head with bricks.
[03:38:08.680 --> 03:38:23.680]  Now, I made the point before, large corporations can get away with these edgy social justice tweets because they're big enough to take the hit from any potential boycott, which is why with Nike when they had the Colin Kaepernick campaign,
[03:38:23.680 --> 03:38:33.680]  they made money out of it. Gillette, when they had the anti-masculine campaign, lost a bit of money. But again, it's not going to move the dial that much either way because they're huge corporations.
[03:38:33.680 --> 03:38:43.680]  And they get free advertising from the avalanche of news coverage from the virtue signal. But then you get small businesses going online.
[03:38:43.680 --> 03:38:55.680]  This is a business basically owned by an Antifa supporter. The address of his business is online. Anyone can find it. And he tweeted, this is Chalton Brewing Company in Manchester, UK.
