[00:00:03.004 --> 00:00:04.945]  Big show.
[03:25:54.305 --> 03:25:59.269]  And this guy, Fatala Gulen, has set up a thousand schools around the world.
[03:25:59.269 --> 03:26:01.971]  He's got over 120 here in America.
[03:26:01.971 --> 03:26:06.534]  Just in Texas alone, he's getting $100 million in taxpayer funds.
[03:26:06.534 --> 03:26:11.038]  In some countries, like Tajikistan, at the beginning of the year, they threw them out of the country.
[03:26:11.678 --> 03:26:25.154]  Sayidovich, Tajikistan's Minister of Education and Science, announced that he would not extend the agreement that they'd made with the Gulen movement over permission to operate schools in the country, since they consider the mission of the schools to be shadowy.
[03:26:25.154 --> 03:26:26.376]  Shadowy.
[03:26:26.376 --> 03:26:30.701]  For the last decade, they say, the purposes of the schools have become a hot debate in the Turkish government.
[03:26:31.542 --> 03:26:45.196]  Continue to see every couple of weeks 40, 50, 60 people arrested that are part of the government, part of the police, because Erdogan considers them being involved in trying to overthrow that government and set up an Islamic caliphate.
[03:26:45.196 --> 03:26:49.240]  And these are the people who are setting up subsidized schools in America.
[03:26:50.598 --> 03:26:53.980]  Encouraged, brought into this country by the CIA.
[03:26:53.980 --> 03:27:03.024]  The same people that equipped and trained ISIS in Syria are now equipping and training your children in charter schools in America.
[03:27:03.024 --> 03:27:04.844]  That's the bottom line, folks.
[03:27:04.844 --> 03:27:11.147]  Now, they go on to say that the movement is allegedly involved in unsettling routines around the world where there's dozens of schools owned by the movement.
[03:27:11.147 --> 03:27:14.969]  The members of the movement currently accused of attempting to oust the government in Turkey
[03:27:16.090 --> 03:27:17.911]  And that was December of last year.
[03:27:17.911 --> 03:27:26.859]  Turkish officials have an ongoing struggle with a parallel structure, a term that they use for members of the Glenn Movement in key government institutions.
[03:27:28.254 --> 03:27:29.095]  Let's go to politics.
[03:27:48.894 --> 03:27:52.698]  They had essentially Carson and Trump tied.
[03:27:52.698 --> 03:27:57.283]  Trump had 24%, Carson at 23% tied for first place essentially.
[03:27:57.283 --> 03:28:02.508]  Marco Rubio and Ted Cruz essentially tied at 13 and 14%.
[03:28:02.508 --> 03:28:06.552]  All the rest of the candidates in that national poll took 3% or less.
[03:28:06.552 --> 03:28:10.957]  There was also another poll, a tick that came up with about 11,000 respondents, I'm assuming
[03:28:11.557 --> 03:28:23.360]  That's a non-scientific poll, but it shows that Trump increased his lead after the debate, and Carson took a huge drop after the last debate.
[03:28:23.360 --> 03:28:28.541]  But I want to talk about an article that came out on Monday.
[03:28:28.541 --> 03:28:37.904]  Trump slams Obama's Syrian plan, but Carson is in favor of the plan, because I think it tells us a lot about the American electorate, not just about these two candidates.
[03:28:38.786 --> 03:28:43.612]  Now, what Trump said was he criticized Obama putting 50 troops in the ground.
[03:28:43.612 --> 03:28:45.654]  He says you either do it or you don't do it.
[03:28:45.654 --> 03:28:47.977]  50 people, he puts 50 people in.
[03:28:47.977 --> 03:28:50.300]  He's not serious about this.
[03:28:50.300 --> 03:28:55.547]  Okay, so Trump is taking a pragmatic approach, but he's still not looking at it constitutionally.
[03:28:56.047 --> 03:28:56.888]  Okay.
[03:28:56.888 --> 03:28:59.891]  But even more troubling is what Ben Carson says.
[03:28:59.891 --> 03:29:03.595]  He said the Syrian plan is a move in the right direction.
[03:29:03.595 --> 03:29:07.879]  But it still neglects the role that Russian President Putin is playing in the conflict.
[03:29:07.879 --> 03:29:09.441]  And listen to what he says next.
[03:29:10.287 --> 03:29:17.949]  My much, much, much bigger plan involves Putin and Iran also, said Carson on ABC's This Week.
[03:29:17.949 --> 03:29:20.670]  Those are the forces that are propping up the Assad regime.
[03:29:20.670 --> 03:29:25.052]  Even though Putin came in there and said he was going to fight ISIS, he's really fighting the anti-Assad forces.
[03:29:25.052 --> 03:29:25.972]  But look, look.
[03:29:27.182 --> 03:29:33.788]  Here he is talking tough with Putin, throwing the gauntlet down, escalating the tensions between the two countries.
[03:29:33.788 --> 03:29:41.695]  Does he have any concept whatsoever of what we're really going to have with increased and new Cold War?
[03:29:41.695 --> 03:29:44.317]  And where is the constitutional authority on any of this?
[03:29:44.317 --> 03:29:46.619]  Everybody sees the president as a Caesar.
[03:29:46.619 --> 03:29:48.320]  We truly have crossed the Rubicon.
[03:29:48.320 --> 03:29:49.401]  Stay with us, we'll be right back.
[03:29:49.401 --> 03:29:51.903]  The empire's on the run.
[03:29:51.903 --> 03:29:54.586]  Alex Jones and the GCN Radio Network.
[03:29:58.513 --> 03:29:59.294]  You've heard of the U.S.
[03:29:59.294 --> 03:30:06.559]  government wasting money on studies like mountain lions on treadmills, shrimp on treadmills, and even the effects of Swedish massage on rabbits.
[03:30:06.559 --> 03:30:09.802]  This latest example of waste comes out of the Illinois EPA.
[03:30:09.802 --> 03:30:15.086]  In fact, I tweeted, state government needs nine-step anal-retentive plan to compost pumpkins?
[03:30:15.086 --> 03:30:16.427]  That's right, it's all in the article.
[03:30:16.427 --> 03:30:20.230]  Illinois EPA, pumpkins must be managed to protect human health by Kit Daniels.
[03:30:20.430 --> 03:30:26.656]  And in it, you can find a link to the actual nine-step process for local cities to collect pumpkins for composting.
[03:30:26.656 --> 03:30:27.637]  Here's step two.
[03:30:27.637 --> 03:30:34.563]  Pumpkins must not be accepted from other persons, including but not limited to owners and operators of rented or leased residences where pumpkins were used for decorative purposes.
[03:30:34.563 --> 03:30:38.326]  Commercial haulers and other commercial, industrial, agricultural, and government operations are entities.
[03:30:38.326 --> 03:30:39.467]  How are you going to figure that out?
[03:30:39.467 --> 03:30:40.148]  Step nine.
[03:30:40.148 --> 03:30:46.814]  The transfer and ultimate disposition of pumpkins received at the collection event must comply with the agency's approval, including all conditions contained in the approval.
[03:30:46.954 --> 03:30:49.095]  Do you have your TPS report cover sheet?
[03:30:49.095 --> 03:30:51.616]  Did you see the memo about this?
[03:30:51.616 --> 03:30:54.698]  If you don't, then you cannot compost pumpkins in Illinois!
[03:30:54.698 --> 03:30:55.298]  Okay.
[03:30:55.298 --> 03:30:58.279]  Rob Dury reporting for InfoWars.com and InfoWars Nightly News.
[03:30:58.279 --> 03:31:01.781]  When cells become toxic, they die early and aging sets in.
[03:31:01.781 --> 03:31:06.783]  No one has put together a formula that focuses directly on brain health, nerve growth factors
[03:31:06.783 --> 03:31:07.424]  We're good to go.
[03:31:28.163 --> 03:31:29.263]  BrainForce is here.
[03:31:29.263 --> 03:31:31.484]  Ladies and gentlemen, I've been on this the last few months.
[03:31:31.484 --> 03:31:36.466]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[03:31:36.466 --> 03:31:39.747]  There's always hidden additives in your food, even organic food has hidden additives.
[03:31:39.747 --> 03:31:43.248]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[03:31:43.248 --> 03:31:45.229]  Ultimately, we've all been dumbed down to some degree.
[03:31:45.229 --> 03:31:47.329]  It doesn't have stimulants, it doesn't have garbage in it.
[03:31:47.329 --> 03:31:49.330]  It has natural things that do it clean.
[03:31:49.330 --> 03:31:54.932]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[03:31:57.873 --> 03:31:58.834]  Hey, how you doing, Al?
[03:31:58.834 --> 03:31:59.395]  Good, brother.
[03:31:59.395 --> 03:32:01.356]  Just recently started using your products.
[03:32:01.356 --> 03:32:03.078]  Everything you said about them is correct.
[03:32:03.078 --> 03:32:07.102]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[03:32:07.102 --> 03:32:09.724]  Well, thank you, brother, because it also funds our operation.
[03:32:09.724 --> 03:32:12.147]  But doing that, I know I've got to have the highest quality.
[03:32:12.147 --> 03:32:20.014]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[03:32:20.334 --> 03:32:23.556]  We do the super male and the super female vitality.
[03:32:23.556 --> 03:32:25.098]  Big changes, a lot of energy.
[03:32:25.098 --> 03:32:28.140]  We've gotten off of the cheap energy drinks, energy shots.
[03:32:28.140 --> 03:32:29.781]  Saving a ton of money there.
[03:32:29.781 --> 03:32:32.523]  Sourced from powerful organic herbs.
[03:32:32.523 --> 03:32:35.585]  Harvested around the planet and then concentrated.
[03:32:35.845 --> 03:32:37.626]  Or maximum potency.
[03:32:37.626 --> 03:32:47.834]  They want to stun and dumb down and energy drinks and stuff just cover that up for a while, but then burn you out in my experience, whereas stuff that gets your glands naturally going, goes right to the source.
[03:32:47.834 --> 03:32:49.635]  So, it's pretty exciting and I love it.
[03:32:49.635 --> 03:32:56.580]  Visit Infowarslife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[03:33:01.357 --> 03:33:07.986]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[03:33:07.986 --> 03:33:10.969]  It's Alex Jones and the GCN Radio Network.
[03:33:17.011 --> 03:33:18.271]  Welcome back to the Alex Jones Show.
[03:33:18.271 --> 03:33:22.333]  I'm David Knight, your host on this fourth hour, November 4th, 2015.
[03:33:22.333 --> 03:33:24.854]  Joining me in the studio now is Rob Due.
[03:33:24.854 --> 03:33:30.555]  And Rob Due is going to have some information about the elections that really kind of affect the health of the country.
[03:33:30.555 --> 03:33:32.696]  You know, elections really can make a difference.
[03:33:32.696 --> 03:33:42.559]  I think we get too caught up in the presidential elections and we don't really understand that at the local level, and I want to underscore this again, at the local level we can do things like get fluoride out of our water.
[03:33:42.559 --> 03:33:43.960]  We're going to give you some examples of that.
[03:33:45.026 --> 03:33:47.448]  That will really make a difference in our lives.
[03:33:47.448 --> 03:33:58.078]  I think they get us focused on the things that are the most distant, the most far away from us, things that aren't going to really affect our lives, and the presidential election is a good example of that.
[03:33:59.454 --> 03:34:03.335]  If we get into a war, that's going to affect all of us to a great deal.
[03:34:03.335 --> 03:34:14.619]  And I just want to go back to this and get Rob's comment on this story from Monday about Carson and Trump commenting on Obama sending 50 troops to Syria.
[03:34:14.619 --> 03:34:17.320]  Essentially, Trump is saying, go big or go home.
[03:34:18.220 --> 03:34:21.843]  And then Carson says, yeah, but my much, much bigger plan.
[03:34:21.843 --> 03:34:22.784]  I think that's a good idea.
[03:34:22.784 --> 03:34:26.146]  We need to send more troops, but I got a bigger plan that involves Putin.
[03:34:26.146 --> 03:34:27.588]  OK, I'm going to go to war with them.
[03:34:27.588 --> 03:34:38.837]  And I look at that and Rob, you know, I am just so ashamed that the person that everybody is out there touting as a Christian candidate is this warmonger like this.
[03:34:38.837 --> 03:34:42.840]  I remember when Ron Paul was in a debate, a GOP debate.
[03:34:43.420 --> 03:34:47.424]  And he quoted the Golden Rule when he was talking about foreign policy.
[03:34:47.424 --> 03:34:50.266]  And, I mean, he wasn't quoting the Founding Fathers.
[03:34:50.266 --> 03:34:51.607]  They reject the Constitution.
[03:34:51.607 --> 03:34:54.270]  They reject the principles of a non-interventionist government.
[03:34:54.270 --> 03:34:57.232]  He was quoting Jesus to these people.
[03:34:57.232 --> 03:34:59.154]  And the GOP... I think they laughed at him.
[03:34:59.154 --> 03:35:00.275]  Party lawyers, yeah, they booed him.
[03:35:00.555 --> 03:35:02.638]  They booed him and laughed at him.
[03:35:02.638 --> 03:35:12.612]  So when I see Ben Carson, the darling of the Christian wing of the Republican Party, saying, oh yeah, send more troops and I've got big plans for Putin, it's like, give me a break.
[03:35:12.612 --> 03:35:15.597]  And it makes me angry because I see them
[03:35:16.658 --> 03:35:17.239]  We're good to go.
[03:35:34.572 --> 03:35:46.981]  By Sheldon Richman, he points out that back in the 1930s, Congressman Ludlow tried to put through an amendment that said, we're not going to amend the Constitution saying, we're not going to accept even a congressional declaration of war.
[03:35:46.981 --> 03:35:50.304]  We want to have a referendum, because it's going to affect all the people.
[03:35:50.304 --> 03:35:51.805]  But we've lost the sense of that.
[03:35:52.105 --> 03:35:52.285]  Yeah.
[03:35:52.285 --> 03:35:53.366]  We don't think it's going to affect us.
[03:35:53.366 --> 03:35:53.906]  Your comments?
[03:35:53.906 --> 03:35:57.908]  Well, I think what Obama's doing is doing what we did in Vietnam.
[03:35:57.908 --> 03:35:59.569]  We sent some advisors in.
[03:35:59.569 --> 03:36:01.950]  Then we had to keep expanding and keep making it bigger.
[03:36:01.950 --> 03:36:02.850]  People started dying.
[03:36:02.850 --> 03:36:04.051]  We got to send more troops.
[03:36:04.051 --> 03:36:06.832]  And then all of a sudden we have 50,000 dead soldiers.
[03:36:06.832 --> 03:36:07.512]  Yes.
[03:36:07.512 --> 03:36:13.715]  At the end of 10, 15 years, it was a long buildup to get to where the Vietnam War finally ended in 74.
[03:36:13.715 --> 03:36:14.876]  I think they finally pulled people out.
[03:36:15.532 --> 03:36:17.293]  But, so that's what he's doing.
[03:36:17.293 --> 03:36:24.295]  And what Carson and Trump are saying, they're following the George Bush, we're going to shock and awe, go right in, and we're going to take it to the evildoers.
[03:36:24.295 --> 03:36:25.075]  Yeah.
[03:36:25.075 --> 03:36:29.696]  I can wage war better than Obama, and we need to be asking the question is, do we need to wage war?
[03:36:29.696 --> 03:36:31.657]  Yeah, and who gets to make that decision?
[03:36:31.657 --> 03:36:34.078]  The Constitution says right now that it belongs to Congress.
[03:36:34.078 --> 03:36:36.559]  I mean, maybe we shouldn't even leave it at that.
[03:36:36.559 --> 03:36:38.359]  Maybe it ought to be a direct referendum.
[03:36:38.359 --> 03:36:40.960]  But at least follow the Constitution if we're going to go to war.
[03:36:40.960 --> 03:36:42.761]  Yeah, it's totally ridiculous.
[03:36:44.421 --> 03:36:47.123]  Stomping around saying, I can outdo the war machine.
[03:36:47.123 --> 03:36:48.304]  I'm gonna do it bigger and better.
[03:36:48.304 --> 03:36:53.568]  And that, what the sad thing is, is that some Americans out there really do think that's the answer.
[03:36:53.568 --> 03:36:54.469]  More war.
[03:36:54.469 --> 03:36:57.511]  Well, one of them who thinks that it's an answer is Paul Ryan.
[03:36:57.511 --> 03:36:58.872]  The guy we just did have an election.
[03:36:59.292 --> 03:37:02.413]  And unfortunately, we caught Paul Ryan as Speaker of the House.
[03:37:02.413 --> 03:37:05.474]  And now he's starting to make pronouncements about what he's going to do.
[03:37:05.474 --> 03:37:08.594]  And he says, I'm a defense hawk.
[03:37:08.594 --> 03:37:09.415]  Maybe a war hawk.
[03:37:09.415 --> 03:37:10.815]  Maybe a chicken hawk.
[03:37:10.815 --> 03:37:12.535]  But yeah, he calls himself a defense hawk.
[03:37:12.535 --> 03:37:16.496]  He says that he wants to have a much bigger Navy.
[03:37:16.496 --> 03:37:18.197]  Big time, he says.
[03:37:18.197 --> 03:37:18.897]  So yeah, he says.
[03:37:19.557 --> 03:37:23.819]  What matters more for defense than one or two billion dollars is predictability.
[03:37:23.819 --> 03:37:27.921]  And we got that with this new raising of the debt ceiling.
[03:37:27.921 --> 03:37:29.041]  We got this predictability.
[03:37:29.041 --> 03:37:30.062]  And you know what?
[03:37:30.062 --> 03:37:35.204]  If he's going to make a much, much bigger Navy, that debt ceiling isn't going to last him for two years.
[03:37:35.204 --> 03:37:37.465]  It isn't going to last for a single year.
[03:37:37.465 --> 03:37:39.086]  We're going to have more of the same.
[03:37:39.086 --> 03:37:40.527]  This is what both parties want.
[03:37:41.327 --> 03:37:43.988]  But of course the Republicans really push that narrative.
[03:37:43.988 --> 03:37:46.289]  And one more thing I want to get your reaction to, Rob.
[03:37:46.289 --> 03:37:49.350]  Ryan says he will not cut Planned Parenthood.
[03:37:49.350 --> 03:37:56.893]  He goes on and he talks about, he says, this is with CNN's Dana Bash, he says, I think we need to be very clear about what we can and cannot achieve.
[03:37:56.893 --> 03:38:01.494]  And not set expectations that we know we can't reach, given the constraints of the Constitution.
[03:38:01.494 --> 03:38:03.455]  And the New American points this out and says, well wait a minute.
[03:38:03.815 --> 03:38:07.540]  There's nothing in the Constitution about funding Planned Parenthood, okay?
[03:38:07.540 --> 03:38:09.883]  So don't talk to me about constraints to the Constitution.
[03:38:09.883 --> 03:38:15.830]  Then he goes on to say, well, he says, what I mean by this is, so you're going to cut the funding?
[03:38:15.830 --> 03:38:20.076]  He says, well, when I say this, I'm being an opposition party.
[03:38:20.296 --> 03:38:22.257]  I'm being an effective opposition party.
[03:38:22.257 --> 03:38:26.538]  That means that I'm being honest with people up front about what we can and cannot achieve.
[03:38:26.538 --> 03:38:28.858]  And of course, they're not the opposition party.
[03:38:28.858 --> 03:38:30.959]  They control both houses of Congress.
[03:38:30.959 --> 03:38:36.760]  Both the Senate and the House are controlled by Republicans, and they won't stand up to Obama.
[03:38:36.760 --> 03:38:38.201]  And that's what you're going to get.
[03:38:38.201 --> 03:38:39.081]  More of Boehner.
[03:38:39.081 --> 03:38:39.641]  Exactly right.
[03:38:39.901 --> 03:39:02.701]  And this is a group that lies pretty much about everything that they do in terms of whether they say they're for women's health and yet they provide very few of those women's health services except for abortion which that seems to be the majority of what they provide and they do it in low-income areas so it seems to definitely be targeting a lower lower end of our populations you know to depopulate essentially.
[03:39:02.961 --> 03:39:03.641]  Exactly.
[03:39:03.641 --> 03:39:07.303]  He won't even stand up to make that slight of a cut.
[03:39:07.303 --> 03:39:09.344]  Something that his base desperately wants.
[03:39:09.344 --> 03:39:12.326]  But of course, he's going to ramp up the military big, big time.
[03:39:12.326 --> 03:39:14.927]  You know, when he talks about, well, it's only one or two billion dollars.
[03:39:14.927 --> 03:39:16.228]  That's what donors like to hear.
[03:39:16.228 --> 03:39:18.469]  Donors like to hear you're going to give me more money.
[03:39:18.769 --> 03:39:19.310]  Exactly.
[03:39:19.310 --> 03:39:23.853]  Only, that's right, the military-industrial conflicts, he just made them very, very happy.
[03:39:23.853 --> 03:39:30.139]  Of course, it was, I mean, decades ago, Senator Everett Dirksen said, well, a billion here, a billion there, pretty soon you're talking about real money.
[03:39:30.139 --> 03:39:31.200]  That's the mindset.
[03:39:31.200 --> 03:39:35.303]  That was like 50 years ago, but that was the mindset even then in Washington.
[03:39:35.303 --> 03:39:36.364]  It's far, far worse now.
[03:39:36.604 --> 03:39:37.085]  Yeah.
[03:39:37.085 --> 03:39:38.206]  So tell us about the elections.
[03:39:38.206 --> 03:39:41.570]  Tell us what happened with some of these, what's going on with the water.
[03:39:41.570 --> 03:39:43.992]  I'm going to get to that at the end of this whole piece.
[03:39:43.992 --> 03:39:50.579]  I've got a whole piece planned and it starts off with this article, Sacramento residents exposed to carcinogen in their drinking water.
[03:39:50.579 --> 03:39:53.563]  And I grabbed this, I'm like, oh, they're admitting fluoride's a carcinogen.
[03:39:53.903 --> 03:39:55.124]  Finally in the local media.
[03:39:55.124 --> 03:39:56.265]  No, that's not it.
[03:39:56.265 --> 03:40:05.112]  But this 10-minute report that I've pared down to just like the best stuff really goes into how the water boards treat their citizens.
[03:40:05.112 --> 03:40:12.917]  They were doing a test with this chemical called aluminum chlorohydrate to use that as a new additive to kind of get rid of particulates in water.
[03:40:12.917 --> 03:40:14.419]  So they did a whole year-long study.
[03:40:14.419 --> 03:40:15.940]  This stuff is carcinogenic.
[03:40:16.440 --> 03:40:27.282]  And then they have to add more chlorine because it doesn't really work well so they add more chlorine to the water which then creates this other disgusting carcinogen that also causes miscarriages in women.
[03:40:27.282 --> 03:40:30.843]  So let's roll the first clip which will kind of get us into what's going on here.
[03:40:30.843 --> 03:40:33.504]  I've got a few more and then we're going to get into the elections.
[03:40:33.504 --> 03:40:35.484]  Some people are kicking Florida out of their communities.
[03:40:35.484 --> 03:40:36.825]  Some people are inviting it back in.
[03:40:36.825 --> 03:40:37.785]  It's really disgusting.
[03:40:37.785 --> 03:40:38.565]  But here's the first clip.
[03:40:39.005 --> 03:40:44.089]  Investigation with some scary revelations about the city of Sacramento's drinking water.
[03:40:44.089 --> 03:40:48.812]  For almost a year, the city added a new chemical to the drinking water.
[03:40:48.812 --> 03:40:55.236]  It started as a short-term test of a water treatment chemical called aluminum chlorohydrate, or ACH.
[03:40:55.236 --> 03:40:59.819]  The chemical was temporarily replacing another water treatment chemical called alum.
[03:40:59.819 --> 03:41:03.842]  Sacramento's utility director says the test was all about one thing.
[03:41:04.102 --> 03:41:06.743]  There was an expectation that we'd be able to save quite a bit of money.
[03:41:06.743 --> 03:41:16.008]  In a report the city filed with state regulators, the city admits that the ACH chemical they were testing didn't do a good enough job removing some of those impurities.
[03:41:16.008 --> 03:41:20.791]  To make up for the chemical's lack of effectiveness, the city had to pump in more chlorine.
[03:41:20.791 --> 03:41:30.756]  And when the chlorine and these organic compounds spend too much time together, the chlorine can turn into disinfection byproducts, DBPs, in your drinking water.
[03:41:30.896 --> 03:41:45.504]  But the chemical trial went on for an entire year, and during that year, according to internal tests the city was performing, reading after reading went above what the EPA considers safe for long-term exposure to DBP.
[03:41:45.504 --> 03:41:49.446]  A city chemist noticed DBP problems on the third day of testing.
[03:41:49.446 --> 03:41:53.889]  She wrote in an email to managers, I'm nervous about the distribution samples.
[03:41:54.509 --> 03:41:59.835]  A chart that went along with that email showed DBPs way above the EPA limits.
[03:41:59.835 --> 03:42:04.401]  But Sacramento officials didn't call that state agency or stop the testing.
[03:42:04.401 --> 03:42:12.530]  Instead, they expanded it, telling the City Council they needed enough money to buy a truckload of ACH every week for a year.
[03:42:13.932 --> 03:42:15.713]  1,100 tons of it.
[03:42:15.713 --> 03:42:26.141]  In July of 2013, Busath and other utility officials told the council in a staff report that a one-year chemical trial was mandated by the state of California.
[03:42:26.141 --> 03:42:30.845]  That sounds like a good reason if the state mandated it, but it's also not true.
[03:42:30.845 --> 03:42:35.229]  And when we asked the city about that discrepancy with the state, we got this admission.
[03:42:35.589 --> 03:42:40.833]  The word mandate used in the council report was probably a poor choice of words.
[03:42:40.833 --> 03:42:47.459]  Every corner you turn on this particular project, you know, red flag, red flag, it's, you know, it's like peeling back an onion.
[03:42:47.459 --> 03:42:53.144]  There's just another layer of stuff that, you know, the closer you get to the center, the stronger the smell.
[03:42:54.830 --> 03:42:56.371]  Yeah, literally.
[03:42:56.371 --> 03:42:59.673]  And the guy Bob Bocock is his name.
[03:42:59.673 --> 03:43:01.755]  He's a water specialist.
[03:43:01.755 --> 03:43:03.276]  He works with Aaron Brockovich.
[03:43:03.276 --> 03:43:05.157]  And he was pulled into this interview.
[03:43:05.157 --> 03:43:06.838]  That's just part of this whole 10-minute report.
[03:43:06.838 --> 03:43:08.899]  We've got a couple more pieces of it.
[03:43:08.899 --> 03:43:10.921]  That's a lot of red flags right there.
[03:43:10.921 --> 03:43:13.082]  They knew the levels were high.
[03:43:13.082 --> 03:43:14.243]  They went ahead and kept doing it.
[03:43:14.243 --> 03:43:16.404]  And then they said, we need a year's supply worth of this.
[03:43:16.404 --> 03:43:19.807]  They say it's for saving money, which later on it comes out it's not for saving money.
[03:43:20.347 --> 03:43:37.678]  So it's interesting, Rob, this is Sacramento, of course, the California capital there, and we've had Tully Blackwood file reports with us showing how a closed Air Force base there, they just took massive piles of radioactive soil and it was left over from radium instruments that they were working on there, just left it!
[03:43:38.338 --> 03:43:43.042]  Above the soil is leeching into the water.
[03:43:43.042 --> 03:43:58.455]  Here we got an example of this state California that is supposedly so concerned about the environment and yet you have interests inside the government and that prevent them from doing anything because they have ties to corporations and they're just not effective stewards of the environment.
[03:43:58.655 --> 03:44:04.479]  And who knows how, like this ACH, you know, how that came up to being, oh, we got to start putting this in the water.
[03:44:04.479 --> 03:44:06.300]  But it turns out it doesn't really work.
[03:44:06.300 --> 03:44:07.361]  You have to add more chlorine.
[03:44:07.361 --> 03:44:09.682]  So you're using more chemicals, which is costing more money.
[03:44:09.682 --> 03:44:17.027]  Plus that stuff you have to end up, you know, if you're going to filter your water, that's going to take more filtering power, which is why we always recommend filtering your water anyway, because you never know.
[03:44:17.027 --> 03:44:19.849]  They didn't tell the citizens of Sacramento they were doing this.
[03:44:19.849 --> 03:44:21.430]  They did it for an entire year.
[03:44:21.430 --> 03:44:23.712]  Now, what do the DBPs do?
[03:44:23.712 --> 03:44:28.315]  Well, this is this is a little bit on clip two telling you what they actually do, what they can cause.
[03:44:29.596 --> 03:44:39.788]  This community was basically looked at as a laboratory guinea pig in that they were exposed for a period of up to one year without any proper notification whatsoever.
[03:44:39.788 --> 03:44:46.056]  Test after test revealed numbers in excess of the EPA safe drinking water standard of 80 parts per billion.
[03:44:46.676 --> 03:44:51.899]  Some people were drinking water with DBP levels above 130 parts per billion.
[03:44:51.899 --> 03:45:02.044]  People in Sacramento were never notified about the dangers, never given that choice to opt for bottled water, even though the city had all kinds of data that showed they had a serious problem.
[03:45:02.384 --> 03:45:05.265]  DBPs are nothing to mess around with.
[03:45:05.265 --> 03:45:11.426]  In first trimester pregnancies, there's significant rise in miscarriages.
[03:45:11.426 --> 03:45:14.127]  And in third trimester, there's evidence of low birth weight.
[03:45:14.127 --> 03:45:15.167]  Why not stop it?
[03:45:15.167 --> 03:45:16.928]  Because these are carcinogens.
[03:45:16.928 --> 03:45:18.048]  And that's one thing.
[03:45:18.048 --> 03:45:19.048]  I mean, the carcinogens.
[03:45:19.048 --> 03:45:24.410]  But we know that, you know, for pregnant women, unborn children, this is bad stuff.
[03:45:24.410 --> 03:45:27.671]  Because we had the anticipation of saving money with using ACH.
[03:45:29.011 --> 03:45:30.172]  Or maybe making money.
[03:45:30.172 --> 03:45:33.054]  Because that's how fluoride started.
[03:45:33.054 --> 03:45:39.059]  They would have to dispose of this toxic waste and pay for it, or they could dump it into your drinking water and get you to pay for it.
[03:45:39.059 --> 03:45:39.579]  Exactly.
[03:45:39.579 --> 03:45:46.905]  And this guy that they're interviewing, this bureaucrat, I mean, he needs to be immediately fired, replaced with somebody.
[03:45:46.905 --> 03:45:50.248]  I mean, let's put somebody else in there who can at least do a job.
[03:45:50.248 --> 03:45:51.449]  I mean, his answers
[03:45:52.129 --> 03:45:53.050]  He's very evasive.
[03:45:53.050 --> 03:45:55.471]  It's all about we're saving money, saving money.
[03:45:55.471 --> 03:45:56.712]  We were mandated.
[03:45:56.712 --> 03:45:57.933]  They lied about that.
[03:45:57.933 --> 03:45:59.474]  They made these tests for over a year.
[03:45:59.474 --> 03:46:02.135]  The levels were above what they should have been for over a year.
[03:46:02.135 --> 03:46:03.896]  But we're not even getting to the meat of the whole thing.
[03:46:03.896 --> 03:46:05.117]  There's a whole cover-up that goes on.
[03:46:05.117 --> 03:46:08.179]  They actually did the tests to send to the EPA.
[03:46:08.179 --> 03:46:13.282]  They would shut off the water supply from that particular plant that was doing the test and get it from other plants.
[03:46:13.282 --> 03:46:16.484]  Let's roll that third clip and you can just see the cover-up intensifying.
[03:46:17.532 --> 03:46:29.715]  Our ABC10 investigation found that even though city officials were aware of those internally high DBP numbers, the city held the EPA tests at times when they knew DBP numbers would be lower.
[03:46:29.715 --> 03:46:40.618]  For one test in January 2014, the Sacramento River plant where the chemical test was being performed was turned off for repairs and they got water from an American River plant.
[03:46:40.618 --> 03:46:44.399]  That drove the numbers way down, masking the DBP problem.
[03:46:44.779 --> 03:46:54.781]  And for another of those quarterly tests, emails obtained by ABC10 reveal that the city intentionally switched water sources days before an EPA test.
[03:46:54.781 --> 03:47:02.363]  The subject of one email, request for emergency water service from Sacramento County Water Agency to the City of Sacramento.
[03:47:02.363 --> 03:47:03.603]  The emergency?
[03:47:03.603 --> 03:47:10.265]  If the city didn't get water from another source, it was certain to exceed yearly standards for its disinfection byproducts.
[03:47:11.025 --> 03:47:15.947]  And about the city's overall claim that they did this for cost savings, that doesn't add up either.
[03:47:15.947 --> 03:47:22.950]  We analyzed city records, and not only was the original chemical safer, it appears to us it was also cheaper.
[03:47:22.950 --> 03:47:30.213]  We want to stress, and this is important, that the drinking water the city is now pumping is by every indication and measurement safe.
[03:47:34.235 --> 03:47:40.178]  They need to do an audit of the finances of those people who are making that decision if they really want an answer to who's paying them off.
[03:47:40.178 --> 03:47:48.941]  Well, and you got into the bottom of this and they put a link to their 2014 water quality report, so I, of course, being my nosy little self, went to read that report.
