[00:00:00.564 --> 00:00:01.257]  Say Alex Jones!
[03:11:10.480 --> 03:11:14.904]  We're now at the point of our lives where at least one in three people are going to get cancer.
[03:11:14.904 --> 03:11:16.365]  And it was not like that before.
[03:11:16.365 --> 03:11:18.587]  And it's not because people are eating worse.
[03:11:18.587 --> 03:11:21.610]  It's not because people are spending too much time out in the sun.
[03:11:21.610 --> 03:11:25.894]  It's because people are injecting more and more toxic poisons into their body.
[03:11:25.894 --> 03:11:29.777]  And the mRNA vaccine for the COVID vaccine was the worst of the worst.
[03:11:30.037 --> 03:11:38.643]  We already know all around the world that millions of people either suffered and were maimed for life or died specifically because of this shot.
[03:11:38.643 --> 03:11:46.248]  We already know for a fact that the Johnson & Johnson vaccine had to be discontinued and banned because it was causing too much damage.
[03:11:46.248 --> 03:11:51.611]  We already know that the AstraZeneca vaccine had to be banned because it was causing too much damage.
[03:11:51.611 --> 03:11:59.277]  We already know that the Moderna vaccine was banned by most of the developed world for young people because it was causing massive injuries to people's hearts.
[03:11:59.277 --> 03:11:59.677]  Meanwhile,
[03:12:00.197 --> 03:12:07.682]  There's another segment of the population that believes so much into Big Pharma and so much into government that they took five, six, seven of these shots.
[03:12:07.682 --> 03:12:13.086]  A monkey pox shot, a flu shot, an HPV vaccine, and they can't wait to take more.
[03:12:13.086 --> 03:12:17.750]  Now, if you're thinking about that and you're listening to us, think about it logically.
[03:12:17.750 --> 03:12:21.372]  Do you think any of these shots are actually going to make you healthier?
[03:12:21.372 --> 03:12:29.418]  Or do you think that every successive shot you get has a chance of getting you sicker and sicker and maybe- And the statistics show that's the case, so here's the deal.
[03:12:29.858 --> 03:12:37.401]  I have the CDC website saying this is in the shots, been in the shots, now it's in the new shots, and they literally come in and say we're liars to hurt people.
[03:12:37.401 --> 03:12:38.302]  Yeah.
[03:12:38.302 --> 03:12:39.562]  These are evil.
[03:12:39.562 --> 03:12:41.283]  Sergey Brin is a mass murderer.
[03:12:42.096 --> 03:12:45.058]  Well, Larry Page is wearing a little pink outfit.
[03:12:45.058 --> 03:12:46.419]  He does that as camouflage.
[03:12:46.419 --> 03:12:47.400]  They brag about it.
[03:12:47.400 --> 03:12:49.461]  Bill Gates wears pink to be non-threatening.
[03:12:49.461 --> 03:12:52.263]  If Hitler wore a pink uniform, he would have won.
[03:12:52.263 --> 03:12:54.765]  Seriously, people would have said, he's wearing a pink uniform.
[03:12:54.765 --> 03:12:58.027]  If he'd have hired a bunch of housewives to be his generals, they'd have said, well, it's women.
[03:12:58.027 --> 03:12:58.828]  They're not threatening.
[03:12:58.828 --> 03:13:01.570]  Because epigenetically, we're not threatened by a guy in pink.
[03:13:01.570 --> 03:13:04.993]  Well, especially not a Bill Gates-looking type of guy in pink.
[03:13:04.993 --> 03:13:05.453]  Absolutely.
[03:13:05.453 --> 03:13:06.293]  Let's take a final call.
[03:13:06.293 --> 03:13:07.915]  Then you get in the seat right here and you take over.
[03:13:07.915 --> 03:13:09.536]  Let's talk to Jim in Kentucky.
[03:13:09.536 --> 03:13:10.917]  Thanks for holding your own here with Chris Sky.
[03:13:12.389 --> 03:13:34.005]  Yes, I called Rand Paul's office today and requested for Mr. Paul to go ahead and request from a judge to have Fauci's house inspected, including a laboratory that he's working with due to the China laboratory found in California, using that as the link why to get the permit.
[03:13:34.005 --> 03:13:36.167]  Because Fauci's not out.
[03:13:36.167 --> 03:13:38.149]  He's definitely in and he's working on it.
[03:13:38.149 --> 03:13:38.529]  Oh, you're right.
[03:13:38.529 --> 03:13:40.951]  It came out a month ago that he's still secretly running everything.
[03:13:41.636 --> 03:13:42.697]  Exactly.
[03:13:42.697 --> 03:13:47.940]  Therefore, this new thing he's going to release, he's probably got in his hands now.
[03:13:47.940 --> 03:13:59.046]  And if Mr. Paul can get this done, instead of trying to prosecute him for a past crime, he can prosecute him with the evidence of the crime going on right now.
[03:14:00.410 --> 03:14:01.230]  No, I totally agree.
[03:14:01.230 --> 03:14:07.493]  I mean, we're literally sitting here waiting for a known mass murderer that helped launch HIV and now this, and he says something uneminent.
[03:14:07.493 --> 03:14:10.634]  Remember, he said Trump will be challenged by a virus in 2017.
[03:14:10.634 --> 03:14:17.037]  We're waiting for this mass murderer, a known killer, to attack us again.
[03:14:17.037 --> 03:14:27.541]  That's why he needs to, you know, his house needs inspected, his laboratory needs inspected, let them find another bio... We got total probable cause to give this guy a proctology exam.
[03:14:29.208 --> 03:14:32.846]  I'm just saying, this is the evidence that's needed to prosecute him now.
[03:14:35.441 --> 03:14:44.844]  And that's why he officially took himself out of the picture to buy himself another level of insulation from being investigated and from having exactly what you just described happen to him.
[03:14:44.844 --> 03:14:49.165]  And again, just like a pyromaniac, great to have that be our last caller.
[03:14:49.165 --> 03:14:50.045]  Great point.
[03:14:50.045 --> 03:14:51.986]  A pyromaniac can't help but burn down buildings?
[03:14:51.986 --> 03:14:52.786]  Same thing with this guy.
[03:14:52.786 --> 03:14:54.387]  He can't help but release viruses.
[03:14:54.387 --> 03:14:57.107]  Well, that's what he's been doing for how many decades?
[03:14:57.107 --> 03:14:57.567]  45 years.
[03:14:57.567 --> 03:14:58.168]  Exactly.
[03:14:58.168 --> 03:14:59.028]  Wow.
[03:14:59.828 --> 03:15:00.248]  All right.
[03:15:00.248 --> 03:15:01.409]  Great job, crew.
[03:15:01.409 --> 03:15:03.690]  Chris Sky takes over for 45 minutes.
[03:15:03.690 --> 03:15:06.032]  Then the mighty Owen Schroer, 3 p.m.
[03:15:06.032 --> 03:15:06.552]  Central.
[03:15:06.552 --> 03:15:07.393]  Tune in.
[03:15:07.393 --> 03:15:08.853]  Spread the links to the War Room.
[03:15:08.853 --> 03:15:10.654]  You're going to be back on the American Journal tomorrow.
[03:15:10.654 --> 03:15:11.475]  When are you on the War Room?
[03:15:12.845 --> 03:15:14.086]  Sometime today, they didn't give me.
[03:15:14.086 --> 03:15:14.666]  Oh, beautiful.
[03:15:14.666 --> 03:15:16.968]  So you're going to be home in the war room today.
[03:15:16.968 --> 03:15:17.368]  All right.
[03:15:17.368 --> 03:15:18.228]  Thank you to the crew.
[03:15:18.228 --> 03:15:19.169]  Thank you to Steven Crowder.
[03:15:19.169 --> 03:15:20.390]  Yesterday was amazing.
[03:15:20.390 --> 03:15:21.330]  JonesCrowder.com.
[03:15:21.330 --> 03:15:23.832]  We got a free month over there with a new show to be launching.
[03:15:23.832 --> 03:15:25.173]  There's just big stuff going on.
[03:15:25.173 --> 03:15:27.234]  You back us, we'll explode and defeat the globalists.
[03:15:27.234 --> 03:15:28.815]  You don't, we're all screwed.
[03:15:28.815 --> 03:15:29.675]  I think it's that simple.
[03:15:29.675 --> 03:15:30.516]  I want to commend you all.
[03:15:30.976 --> 03:15:38.459]  For the great job you do, that means everybody, from the listeners to the crew, to our guests, to everybody else, of course, all glory to God.
[03:15:38.459 --> 03:15:42.180]  Chris Sky gets in this chair, coming back in four minutes.
[03:15:42.180 --> 03:15:42.940]  Get ready.
[03:15:42.940 --> 03:15:45.781]  And as I told you, who's coming up at 3 p.m.?
[03:15:45.781 --> 03:15:51.763]  Owen Troyer!
[03:15:51.763 --> 03:15:54.204]  Alright, InfoWars.com is the coordinates of Liberty.
[03:15:56.513 --> 03:15:58.073]  Hey everybody, Rodney Albrown here.
[03:15:58.073 --> 03:16:03.435]  I want to thank Alex Jones and InfoWars for offering scholarships to River University.
[03:16:03.435 --> 03:16:11.078]  Maybe you're watching InfoWars today and you don't know what to do with the problems that we face in the world today.
[03:16:11.078 --> 03:16:15.639]  You've been through COVID-19, 2019, 2021, 2022, 2023.
[03:16:15.639 --> 03:16:22.001]  But here at River University, not only do we show you what the problem is, but we show you how to deal with it.
[03:16:22.461 --> 03:16:34.025]  Come, a full three-year bachelor degree will train you up in ministry, government, worship, that you can go out and actually bring about a transformation in the earth today.
[03:16:34.025 --> 03:16:40.587]  We have graduates going all over the world, from the Arctic to the outback, and right here, this is what we do.
[03:16:40.587 --> 03:16:47.389]  We specialize in training people and equipping them for transformation, and that's what you'll do.
[03:16:47.389 --> 03:16:51.311]  So scan the QR code right now or go to riveruniversity.org
[03:16:52.111 --> 03:16:56.557]  And get the free scholarship offered to you by InfoWars.
[03:16:56.557 --> 03:17:03.084]  When hope and love has been lost and you fall to the ground, you must find a way.
[03:17:05.040 --> 03:17:12.145]  When the darkness descends, and you're told it's the end, you must find a way.
[03:17:12.145 --> 03:17:18.410]  When God decides to look the other way, and a clown takes the throne, we must find a way.
[03:17:18.410 --> 03:17:20.471]  You will find a way.
[03:17:20.471 --> 03:17:22.693]  Dig down and find faith.
[03:17:24.193 --> 03:17:31.297]  When you're close to the edge, with a gun to your head, you must find a way.
[03:17:31.297 --> 03:17:34.278]  We have entered the fray, and we will not obey.
[03:17:34.278 --> 03:17:39.881]  We must find a way, and find faith.
[03:17:39.881 --> 03:17:45.243]  We won't let them divide.
[03:17:45.243 --> 03:17:49.105]  We will never abide.
[03:17:49.105 --> 03:17:51.406]  We will find a way.
[03:17:51.406 --> 03:17:52.367]  Infowars.com
[03:17:56.397 --> 03:17:59.261]  InfoWars is a one-of-a-kind operation.
[03:17:59.261 --> 03:18:02.765]  And so, please, go to InfoWars store and just make a donation.
[03:18:02.765 --> 03:18:04.368]  And you can make it one time or recurring.
[03:18:04.368 --> 03:18:07.812]  You have a little profile there, cancelling time.
[03:18:07.812 --> 03:18:12.158]  Every 15 days, every month, every 3 months, every 6 months, up to 9 months.
[03:18:13.132 --> 03:18:16.955]  You can go in and every month or every week, whenever you want, you program it.
[03:18:16.955 --> 03:18:19.898]  You just click it and then you decide when you want to make a donation.
[03:18:19.898 --> 03:18:20.999]  So please do that as well.
[03:18:20.999 --> 03:18:26.243]  That way we get 95% of it after credit card fees instead of making 20, 30, 40% like we do on the products.
[03:18:26.243 --> 03:18:27.784]  But these really are amazing products.
[03:18:27.784 --> 03:18:29.566]  The big July 4 sale is going on right now.
[03:18:29.566 --> 03:18:32.548]  This is such a critical platform in the fight against the New World Order.
[03:18:32.548 --> 03:18:34.530]  The enemies out in the open were vindicated.
[03:18:34.530 --> 03:18:35.931]  People are listening more than ever.
[03:18:35.931 --> 03:18:38.053]  But in this major recession going into depression,
[03:18:38.593 --> 03:18:41.015]  And with supply chain breakdowns, I know it's hard.
[03:18:41.015 --> 03:18:41.956]  I know times are tough.
[03:18:41.956 --> 03:18:43.378]  So thank you for your support.
[03:18:43.378 --> 03:18:47.201]  But whatever you do, pray for the broadcast and share the articles and the videos.
[03:18:47.201 --> 03:18:48.502]  That you can do for free.
[03:18:48.502 --> 03:18:50.684]  And that's just as important as keeping us on air.
[03:18:50.684 --> 03:18:53.927]  So however God leads you in your heart to support us, please support us now.
[03:18:53.927 --> 03:18:55.588]  And I thank you from the bottom of my heart.
[03:18:55.588 --> 03:18:56.049]  God bless you.
[03:18:56.249 --> 03:19:11.176]  With all the craziness in the world, the collapsing borders, the war with Russia, the insanity, the currency devaluations, the economy going crazy, you are crazy in my view if you don't get high quality storable food and water filtration and self-defense.
[03:19:11.616 --> 03:19:13.297]  Now, we're not selling guns and ammo.
[03:19:13.297 --> 03:19:16.278]  That's for you to go out and get for yourself and learn how to use if you haven't.
[03:19:16.278 --> 03:19:17.919]  And I'm preaching the choir on that.
[03:19:17.919 --> 03:19:22.821]  But a lot of people got plenty of guns, but they don't have enough storable food or water filtration.
[03:19:22.821 --> 03:19:24.561]  This is something you need now.
[03:19:24.561 --> 03:19:29.143]  And we've got it in the food department and in the high quality water filtration department.
[03:19:29.143 --> 03:19:34.845]  The highest quality food, the best water filtration at the lowest prices you're going to find and still get quality.
[03:19:34.845 --> 03:19:41.028]  Infowarsstore.com is running a special right now for 10% off on all storable food and on water
[03:19:41.308 --> 03:19:44.750]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:20:31.351 --> 03:20:32.271]  Hello, everybody.
[03:20:32.271 --> 03:20:35.092]  We are back on InfoWars.
[03:20:35.092 --> 03:20:37.653]  You are with your host, Chris Sky.
[03:20:37.653 --> 03:20:42.174]  And first of all, I would just like to thank Alex and the crew for giving me this opportunity.
[03:20:42.174 --> 03:20:47.395]  And while I'm here, and while I have you all to myself, I want you guys to listen up.
[03:20:47.395 --> 03:20:49.296]  I want you guys to listen closely.
[03:20:49.296 --> 03:20:50.536]  Why am I here?
[03:20:50.536 --> 03:20:51.997]  And not just on InfoWars.
[03:20:51.997 --> 03:20:54.057]  Why am I here in the United States?
[03:20:54.057 --> 03:20:56.358]  Why am I talking to you in the first place?
[03:20:56.718 --> 03:21:00.201]  Well, we did not finish our job.
[03:21:00.201 --> 03:21:07.106]  We fought back, we fought hard, we pushed back the COVID restrictions, but we did not stop the globalist agenda.
[03:21:07.106 --> 03:21:25.921]  All the same things that they want to institute with COVID, getting rid of individual responsibilities and individual freedoms, making us dependent on government, controlling our finances, controlling our mobility, control, control, control, is all still very much on the table.
[03:21:26.261 --> 03:21:29.785]  And we did not complete Phase 3 of United Non-Compliance.
[03:21:29.785 --> 03:21:31.386]  Nobody's been thrown in jail.
[03:21:31.386 --> 03:21:33.008]  Nobody's been held accountable.
[03:21:33.008 --> 03:21:35.370]  People like Trudeau just shuffled their cabinet.
[03:21:35.370 --> 03:21:39.234]  People like Fauci just retired and they moved off into the shadows.
[03:21:39.234 --> 03:21:41.817]  People like Joe Biden are still in power.
[03:21:41.817 --> 03:21:43.959]  Nothing's happened to the medical establishment.
[03:21:43.959 --> 03:21:45.701]  Nothing's happened to Big Pharma.
[03:21:45.701 --> 03:21:46.922]  Nothing's happened to the media.
[03:21:47.242 --> 03:22:04.764]  All the people that have lied to you, all the people that have impoverished you, all the people that have taken advantage of you are still there and still talking and now they're getting ready for another round of recession, another round of a so-called global climate crisis, and of course another round of some type of pandemic.
[03:22:05.365 --> 03:22:07.386]  COVID was the test run.
[03:22:07.386 --> 03:22:11.149]  They had to see how every individual country would respond.
[03:22:11.149 --> 03:22:18.853]  So now they can tweak their global response for every individual nation to get the maximum level of compliance.
[03:22:18.853 --> 03:22:24.917]  And it is more imperative than ever that we stand up, not only as a nation,
[03:22:25.177 --> 03:22:34.563]  Not only as a continent, but as a global voice with one idea, and that idea is freedom for all.
[03:22:34.563 --> 03:22:40.968]  And that is why I am embarking on what I called a tour to change the world.
[03:22:41.428 --> 03:22:51.478]  A few weeks ago, I was on an international show that had representatives from the United States, from Canada, from Australia, and New Zealand.
[03:22:51.478 --> 03:22:54.902]  And we started off talking about voter fraud.
[03:22:54.902 --> 03:23:02.189]  And we all seemed to notice that the very same methods of voter fraud were employed no matter what part of the world they were in.
[03:23:02.489 --> 03:23:06.230]  Just like the COVID restrictions, just like the global climate restrictions.
[03:23:06.230 --> 03:23:10.732]  So this was a global problem and it needs a global solution.
[03:23:10.732 --> 03:23:12.973]  We need a global voice.
[03:23:12.973 --> 03:23:17.955]  And I said at the time, if I can get myself into the United States,
[03:23:18.635 --> 03:23:33.586]  The Bastion of Freedom, the largest standing army in the world, the people that care more about freedom and have a document called the Constitution that absolutely enshrines freedom into their daily lives.
[03:23:33.586 --> 03:23:35.868]  This would be the perfect place to start.
[03:23:35.868 --> 03:23:40.932]  And this would be the only country that I knew I would have trouble getting into.
[03:23:40.932 --> 03:23:46.296]  And after being arrested 27 times in the last three years, after facing over 70 criminal charges,
[03:23:46.896 --> 03:23:52.937]  I knew that no matter which way I tried to come into the United States, it wasn't going to be easy.
[03:23:52.937 --> 03:23:56.098]  And I knew it was going to be not a fun time.
[03:23:56.098 --> 03:23:58.459]  But I knew it was something I had to do.
[03:23:58.459 --> 03:23:59.879]  I knew it was the right thing.
[03:23:59.879 --> 03:24:08.241]  And I knew if I could successfully get into the United States, it would be a sign that I was on the right path and I had to do what I had to do.
[03:24:08.621 --> 03:24:21.288]  So I came up from Mexico, I took a bus, I got to the border, and sure enough, I got stopped, we set off an alarm, I got questioned, I got detained, so long that shift change happened.
[03:24:21.288 --> 03:24:25.531]  Got questioned again, got put in a cell, passed out for I don't even know how long.
[03:24:25.891 --> 03:24:33.196]  Then I had to do an interview while locked up to a chair, and I was completely at the discretion of the U.S.
[03:24:33.196 --> 03:24:45.104]  border control guards if I was going to have entry into this country, and if my purpose would be able to continue, and if my tour to change the world would officially be able to actually happen.
[03:24:45.104 --> 03:24:49.807]  And after seven hours of being detained, and seven hours of not knowing what was going to happen,
[03:24:50.327 --> 03:24:55.269]  These brave men and women showed that they value your Constitution.
[03:24:55.269 --> 03:25:00.070]  They valued the rights and freedoms of a non-American citizen.
[03:25:00.070 --> 03:25:03.672]  And they granted me entry into the United States.
[03:25:03.672 --> 03:25:09.294]  And when I walked across that border into Texas, literally walked, because my bus had long left me,
[03:25:10.314 --> 03:25:15.078]  I had never felt more proud, and I am not even an American citizen.
[03:25:15.078 --> 03:25:33.752]  So if I were you, and I lived in the United States, every single morning I wake up, I would be thanking God that we have something called the Constitution, and I would be thanking God that your law enforcement officers truly believe in it, truly believe in freedom, and truly believe in your country.
[03:25:33.752 --> 03:25:39.717]  Because after spending three years in a COVID-ravaged Canada, I saw the complete opposite.
[03:25:40.177 --> 03:25:50.369]  I saw compliance with the government tyranny even in our law enforcement and I did not see that kind of attitude that I saw here and it let me know that I have come to the right place.
[03:25:50.369 --> 03:25:56.435]  The United States is the perfect place for me to start this world tour and the idea is
[03:25:57.216 --> 03:26:08.381]  We need everybody to start thinking the same, we need everybody to understand that they have power, and we need everybody to be able to react in the same matter at the same time.
[03:26:08.381 --> 03:26:24.168]  When we can speak out in one voice, when we can just say no on a global scale, there is nothing these people can do except retreat into the darkness and give us our lives and give us our independence back.
[03:26:24.708 --> 03:26:27.869]  And I'm starting over here in Texas.
[03:26:27.869 --> 03:26:31.731]  Basically, to my mind, this is probably the perfect place to start.
[03:26:31.731 --> 03:26:39.835]  And I'm gonna be heading over from here through Louisiana, Alabama, Georgia, on my way to Miami, then Vero Beach,
[03:26:40.475 --> 03:26:45.018]  Then coming back through Texas to New Mexico to Colorado.
[03:26:45.018 --> 03:26:46.919]  And that's only in the next two weeks.
[03:26:46.919 --> 03:26:49.401]  We still have a couple more weeks after that.
[03:26:49.401 --> 03:26:57.606]  And after I am finished in the United States, I am planning on going to Europe, UK, Ireland, Netherlands.
[03:26:57.606 --> 03:27:04.691]  And finally, I'm going to be heading off to Australia because I said, if I had to be, I would be the link.
[03:27:05.171 --> 03:27:08.697]  That connects the Commonwealth around the world.
[03:27:08.697 --> 03:27:13.824]  I would be the one to bring a message that everybody can speak on together.
[03:27:13.824 --> 03:27:16.628]  That is going to get them the result they want.
[03:27:16.628 --> 03:27:20.715]  And that result is going to be freedom and prosperity for all.
[03:27:21.135 --> 03:27:24.077]  An idea is more powerful than any man.
[03:27:24.077 --> 03:27:26.498]  An idea is more powerful than any law.
[03:27:26.498 --> 03:27:30.440]  An idea is more powerful than any tyrannical government.
[03:27:30.440 --> 03:27:39.045]  An idea that takes root and takes hold on a global scale in unison can defeat any tyranny they try.
[03:27:39.565 --> 03:27:44.148]  And make no mistake, ladies and gentlemen, they are still trying.
[03:27:44.148 --> 03:27:51.634]  The climate change agenda is even more nefarious and even more dangerous than the COVID agenda.
[03:27:51.634 --> 03:27:52.855]  And let me explain.
[03:27:52.855 --> 03:27:56.398]  The COVID agenda worked because it played on your heartstrings.
[03:27:56.398 --> 03:28:00.621]  It made you feel like if you didn't go along, you're going to kill grandma, you're going to kill baby.
[03:28:00.621 --> 03:28:03.123]  And they told you it was only temporary.
[03:28:03.863 --> 03:28:07.506]  Climate crises last generations.
[03:28:07.506 --> 03:28:19.096]  They are literally trying to transform your way of life, not just for a few years, not just temporarily, but for you and your children's children's children's children.
[03:28:19.096 --> 03:28:21.398]  They are setting up a technocratic
[03:28:21.778 --> 03:28:30.320]  Control Grid that is literally foolproof because they know their kids are like Hunter Biden crackheads that couldn't run up McDonald's.
[03:28:30.320 --> 03:28:33.841]  So how would they enslave a global population with tyranny?
[03:28:33.841 --> 03:28:34.362]  Simple.
[03:28:34.362 --> 03:28:38.923]  They set up a thing that does it for them and we're going to talk about that when we come back.
[03:28:38.923 --> 03:28:42.484]  I don't know if they want me to take any calls but I'd love to take some calls and talk to some people.
[03:28:43.124 --> 03:28:53.232]  And we can talk more about what I plan to accomplish on this tour and what they plan on doing against you and your family in the coming months and how you can prevent it from harming you.
[03:28:53.232 --> 03:28:53.812]  Thank you guys.
[03:28:53.812 --> 03:28:56.655]  Be back.
[03:28:56.655 --> 03:28:58.196]  It's been three years since we had it.
[03:28:59.278 --> 03:29:00.358]  We got it back in stock.
[03:29:00.358 --> 03:29:02.659]  The amazing 30 parts per million.
[03:29:02.659 --> 03:29:06.460]  Highest quality colloidal silver in all the great things and all the great uses.
[03:29:06.460 --> 03:29:07.460]  Back in stock.
[03:29:07.460 --> 03:29:08.720]  Limited supply.
[03:29:08.720 --> 03:29:11.821]  Infowarsstore.com.
[03:29:11.821 --> 03:29:12.261]  30% off.
[03:29:12.261 --> 03:29:17.483]  And it's a very limited supply, but we have it back.
[03:29:17.483 --> 03:29:18.883]  Infowarsstore.com.
[03:29:18.883 --> 03:29:20.223]  Silver bullet, colloidal silver.
[03:29:20.223 --> 03:29:22.584]  The Infowars Live Silver Bullet.
[03:29:22.584 --> 03:29:24.384]  Colloidal silver has returned.
[03:29:24.384 --> 03:29:25.705]  Silver bullet is the answer.
[03:29:26.769 --> 03:29:27.229]  We're good to go.
[03:29:56.277 --> 03:29:57.337]  You wanted to plug RainForce.
[03:29:57.337 --> 03:29:58.418]  Do you like RainForce?
[03:29:58.418 --> 03:30:00.959]  Yeah, so my name is Ken Heckin-Ladley.
[03:30:00.959 --> 03:30:03.240]  How do I write all the books that I do?
[03:30:03.240 --> 03:30:09.523]  Four books with Dr. Judy Mykovitz, four books with Project Veritas Whistleblowers, and now two books with Alex Jones?
[03:30:09.523 --> 03:30:12.584]  That's because I use RainForce every day.
[03:30:12.904 --> 03:30:16.905]  What I always need is I always need some sort of boost in the morning.
[03:30:16.905 --> 03:30:20.846]  And so, you know, I try to exercise, eat well, take good vitamins.
[03:30:20.846 --> 03:30:26.427]  But the one thing that I have really found that makes a difference is brain force.
[03:30:26.427 --> 03:30:34.109]  I'll take brain force in the morning right before I go to my computer and I'm good for the next four or five hours writing a whole lot of stuff.
[03:30:34.109 --> 03:30:39.751]  So it really is true that brain force is something I use every day and it helps me with my writing.
[03:30:40.191 --> 03:30:40.954]  All right, we love you.
[03:30:40.954 --> 03:30:41.575]  We'll be right back.
[03:30:41.575 --> 03:30:46.631]  Get your BrainForce Plus, BrainForce Ultra, and TurboForce at InfowarStore.com.
[03:30:46.631 --> 03:30:47.694]  We'll be right back with hour number two.
[03:30:56.274 --> 03:31:02.559]  A lot of people have asked me, why is M4Ware's store at M4Ware's Life not at a probiotic for more than three years?
[03:31:02.559 --> 03:31:03.780]  The answer is simple.
[03:31:03.780 --> 03:31:06.702]  We only bring you the highest quality at the lowest prices.
[03:31:06.702 --> 03:31:10.845]  We had a top maker, top certified of probiotics for more than seven years.
[03:31:10.845 --> 03:31:16.249]  They got bought by a libtard company and said, we're not doing business with you Mr. Jones anymore.
[03:31:17.009 --> 03:31:22.513]  Finally, we've got a probiotic just as good or better with a top lab that loves our show.
[03:31:22.513 --> 03:31:27.077]  We're able to private label it under InfoWars MD as our probiotic formula.
[03:31:27.077 --> 03:31:32.661]  So you can get a super high quality probiotic for amazing gut health and more at InfoWarsStore.com for 25% off right now.
[03:31:34.102 --> 03:31:36.705]  Now, wherever you get your probiotics, it's something everybody should be doing.
[03:31:36.705 --> 03:31:38.247]  But I'm asking you to try our probiotic.
[03:31:38.247 --> 03:31:41.872]  I think you're going to have an amazing effect, and it funds our entire operation.
[03:31:41.872 --> 03:31:46.077]  So get your InfoWars MD probiotic today at InfoWarsStore.com.
[03:31:46.077 --> 03:31:48.600]  It's a high-quality formula, and it keeps us on the air.
[03:31:48.600 --> 03:31:50.823]  Take action now at InfoWarsStore.com.
[03:31:56.184 --> 03:32:12.808]  I beg you to think about how important your word of mouth is and you sharing the articles and sharing the videos and telling people get the forbidden truth you're not supposed to find at InfoWars.com forward slash show and getting products at InfoWarsStore.com.
[03:32:13.228 --> 03:32:16.410]  We've got three amazing products in stock, ready to ship.
[03:32:16.410 --> 03:32:17.771]  Sold out for almost six months.
[03:32:17.771 --> 03:32:20.933]  Vitamin Mineral Fusion, so incredible, so good for your whole body.
[03:32:20.933 --> 03:32:25.916]  A one-stop shop for everything you need for vitamins, minerals, and key amino acids for your immune system and more.
[03:32:25.916 --> 03:32:27.216]  Back in stock.
[03:32:27.216 --> 03:32:27.697]  Discounted.
[03:32:28.397 --> 03:32:32.178]  Silver Bullet, 30 parts per million from the top lab in the country, probably by us.
[03:32:32.178 --> 03:32:34.259]  Discount at InfoWarStore.com.
[03:32:34.259 --> 03:32:37.140]  Nitric Boost to clean out your blood and make you healthier.
[03:32:37.140 --> 03:32:38.120]  It's in stock.
[03:32:38.120 --> 03:32:39.260]  Rave reviews.
[03:32:39.260 --> 03:32:40.781]  Top doctors say it's amazing.
[03:32:40.781 --> 03:32:42.982]  InfoWarStore.com.
[03:32:42.982 --> 03:32:44.282]  And that keeps us on air.
[03:32:44.282 --> 03:32:46.123]  Thank you so much for your support.
[03:32:46.123 --> 03:32:46.803]  Spread the word.
[03:32:46.803 --> 03:32:47.583]  Pray for the broadcast.
[03:32:47.583 --> 03:32:53.585]  And go now to InfoWarStore.com and get great products that keep the tip of the spear in the fight.
[03:32:58.197 --> 03:33:02.812]  Leading a frontal assault on the lies of the New World Order.
[03:33:02.812 --> 03:33:04.116]  It's Alex Jones!
[03:33:14.963 --> 03:33:17.704]  Hello everybody, we're back on InfoWars.
[03:33:17.704 --> 03:33:21.266]  I'm your host, Chris Sky, and we're going to take some callers.
[03:33:21.266 --> 03:33:26.548]  So if you want to call in, the number is 877-789-2539.
[03:33:26.548 --> 03:33:35.931]  Give me your calls now and we'll take some calls, we'll take some questions, because I just talked a lot and I know people are going to have a lot of questions for me after that rant.
[03:33:38.561 --> 03:33:40.282]  But we have an interesting time.
[03:33:40.282 --> 03:33:42.163]  We're in the middle of August right now.
[03:33:42.163 --> 03:33:47.406]  So you're going to start seeing predictive programming come out in all the different types of media.
[03:33:47.406 --> 03:33:50.348]  And you're going to see they're going to start trying to push COVID measures.
[03:33:50.348 --> 03:33:54.770]  You're going to see they're going to start carrying on with the so-called climate catastrophes.
[03:33:54.770 --> 03:33:58.473]  And every single thing is going to have one thing in common.
[03:33:58.473 --> 03:34:05.677]  It's going to try to scare you and it's going to try to prep you for more restrictions and more giving up of your rights and freedoms because
[03:34:06.297 --> 03:34:08.138]  That's what this game is all about.
[03:34:08.138 --> 03:34:10.399]  It is not about health and safety.
[03:34:10.399 --> 03:34:11.920]  This is about control.
[03:34:11.920 --> 03:34:24.928]  This is about governments trying to limit how well you're allowed to live your life and limit what you're going to be allowed to pass on to your children and ultimately limit the potential of generations of your family's well-being.
[03:34:24.928 --> 03:34:28.290]  And we have Sherry in Wisconsin on the phone, so let's
[03:34:32.240 --> 03:34:47.867]  We're talking about this because we keep encountering this argument when we talk to people about and it's awesome because of the way you're like more patriotic as a Canadian to America and it's kind of weird.
[03:34:47.867 --> 03:34:55.511]  So what I want to point out is I think we have forgotten that we are a government of the people by the people.
[03:34:55.511 --> 03:34:58.592]  When we send a representative out to speak for us,
[03:34:59.218 --> 03:35:05.201]  We need to stay in touch with that representative, and we're not.
[03:35:05.201 --> 03:35:06.142]  It's weird.
[03:35:06.142 --> 03:35:12.586]  Well, it's because of complacency, and I'll address the first part of your question is how, why, and how.
[03:35:12.586 --> 03:35:21.931]  To me, it's not weird that I'm more accepting of the patriotism of Americans and I'm more excited about it because you guys are used to it.
