[00:00:18.849 --> 00:00:22.912]  Resistance to tyrants is obedience to God.
[03:03:26.986 --> 03:03:39.180]  It now seems to me that the real target of all of this was not Rob Porter, but the target seems to be to hang this as a noose for Chief of Staff Kelly and get him out of there.
[03:03:40.168 --> 03:03:47.394]  Well, my sources tell me that Kelly is telling others that he's toast, so I think he's reading the handwriting on the wall.
[03:03:47.394 --> 03:03:54.699]  What's surprising to me is that I know Rob Porter's father, Roger Porter, served in the Bush administration.
[03:03:54.699 --> 03:03:58.963]  I have first-hand sources who tell me when he was at Harvard at the Kennedy School,
[03:03:59.663 --> 03:04:01.885]  That he was roasting Donald Trump.
[03:04:01.885 --> 03:04:03.126]  He was belittling him.
[03:04:03.126 --> 03:04:06.929]  And of course, the porters are Bush Republicans.
[03:04:06.929 --> 03:04:12.513]  Makes you wonder what he was doing in the Bush White House to begin with.
[03:04:12.513 --> 03:04:13.033]  Precisely.
[03:04:13.033 --> 03:04:16.956]  This is a guy who was not brought in from GreatAgain.gov.
[03:04:16.956 --> 03:04:24.822]  Of course, that database of Trump supporter resumes, which was supposedly lost by Mr. Reince Priebus, the prior chief of staff.
[03:04:24.822 --> 03:04:27.684]  This was a guy who was brought in by the establishment.
[03:04:28.365 --> 03:04:30.789]  Well, Reince Priebus gave us Rod Rosenstein.
[03:04:30.789 --> 03:04:33.473]  It appears he also gave us Rob Porter.
[03:04:33.473 --> 03:04:38.081]  Jack Posobiec will be back in the host chair here at the Alex Jones Show.
[03:04:38.081 --> 03:04:38.581]  Stay tuned.
[03:04:54.824 --> 03:04:59.806]  I want to tell you about an exciting new product we have available at InfoWarsStore.com.
[03:04:59.806 --> 03:05:05.529]  And this is basically a product that I've been taking anyway before we even launched our own version of it.
[03:05:05.529 --> 03:05:08.490]  Now the product is BODY's Whole Body Support.
[03:05:08.490 --> 03:05:13.792]  This is available right now at a massive 50% discount at InfoWarsStore.com.
[03:05:13.792 --> 03:05:17.474]  It's the ultimate turmeric and inflammatory support product on the market.
[03:05:18.445 --> 03:05:26.750]  It's got the black pepper, which makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[03:05:26.750 --> 03:05:34.495]  Now, we're not even including a lot of the benefits that this product has been scientifically proven to have.
[03:05:34.495 --> 03:05:36.536]  So, I just got this fresh today.
[03:05:36.536 --> 03:05:38.817]  Literally, the seal's not even being opened on it.
[03:05:38.817 --> 03:05:39.578]  It's just $29.95.
[03:05:39.578 --> 03:05:42.600]  Again, big, big, chunky bottle.
[03:05:42.600 --> 03:05:45.481]  120 capsules in this bottle.
[03:05:45.481 --> 03:05:46.122]  It is bodies.
[03:05:47.165 --> 03:05:53.250]  The ultimate turmeric and inflammatory support product on the market available right now at InfoWarsStore.com.
[03:05:53.250 --> 03:06:04.760]  Get it today.
[03:06:04.760 --> 03:06:09.744]  Rallying patriots worldwide in defense of human liberty.
[03:06:09.744 --> 03:06:11.246]  It's Alex Jones.
[03:06:23.118 --> 03:06:32.825]  Jack Posobiec, coming to you live with this fourth hour of the Alex Jones program, taking over for the amazing, the great Roger Stone, who was hosting just prior to me.
[03:06:32.825 --> 03:06:38.969]  The breaking, shocking news, the situation that we're dealing with right now, the possible terrorist attack.
[03:06:39.709 --> 03:06:52.382]  On Donald Trump Jr., his wife Vanessa Trump rushed to the hospital, possible exposure by a white powder substance, certainly reminiscent of the anthrax scare of 2001.
[03:06:52.382 --> 03:06:56.746]  Immediately following the 9-11 attacks, these envelopes were sent to members of Congress.
[03:06:57.066 --> 03:06:57.386]  I don't
[03:07:16.056 --> 03:07:17.137]  We're good to go.
[03:07:38.010 --> 03:07:38.370]  I think so.
[03:08:02.739 --> 03:08:14.372]  The one thing I want to explain to folks is that leftists now, to include even some members of the mainstream media or contributors to the mainstream media, are making jokes about this.
[03:08:14.372 --> 03:08:16.054]  They're laughing about this.
[03:08:16.054 --> 03:08:19.678]  A domestic terrorist attack or possible domestic terrorist attack
[03:08:20.823 --> 03:08:21.584]  I don't know.
[03:08:37.046 --> 03:08:57.089]  On Twitter, immediately after the hospitalization of the President's daughter-in-law, no idea what her mental, what her health state was, no idea what was going on, but the first joke was, what's the over-under, and I'll read this, what's the over-under that it was just her Coke dealer dropping off the usual, but she did too much and this is a cover story, so conspiracy theories.
[03:08:57.629 --> 03:09:08.440]  But because you'd have to be on the drugs to be married to Uday and also they're all lying, attention, that word, happy to cause distractions.
[03:09:08.440 --> 03:09:18.571]  So Uday, of course, a reference here to the murderous and brutal son of Saddam Hussein, Uday Hussein, a complete sociopath known for committing
[03:09:19.404 --> 03:09:45.542]  Violent acts, sexual assaults, extreme brutality to his own citizens, and that is what they're comparing Donald Trump Jr., a patriot, who has been falsely accused and falsely defamed of being a traitor to his country, to being a traitor to his father for all of these things, committing the cardinal sin, apparently, of supporting his father for president.
[03:09:46.718 --> 03:09:48.839]  This is the left, ladies and gentlemen.
[03:09:48.839 --> 03:09:58.184]  You know, we talk a lot about how we say, you know, one thing I read on Twitter sometimes is, daily reminder that the left wants you and your family dead.
[03:09:58.184 --> 03:10:00.725]  Alex talks about that sort of thing all the time.
[03:10:00.725 --> 03:10:01.645]  And he gets attacked.
[03:10:01.645 --> 03:10:12.070]  Oh, now she's put up a thing saying, well, I just made a dumb Twitter joke, but you should know that they have a history of coke abuse.
[03:10:13.789 --> 03:10:16.952]  You should just pretend this is not worse than the administration.
[03:10:16.952 --> 03:10:19.754]  I mean, she's put up a non-apology here, basically.
[03:10:19.754 --> 03:10:26.720]  Deleted the tweet, put up a non-apology, calling it a snowflake dog whistle that is sounded as a distraction.
[03:10:26.720 --> 03:10:27.161]  No, Ms.
[03:10:27.161 --> 03:10:40.232]  Dublin, the only attention that we're trying to call to is the fact that white powder was sent in an envelope, opened by Vanessa Trump, the daughter-in-law of the President of the United States.
[03:10:41.053 --> 03:10:44.076]  It was addressed to her husband.
[03:10:44.076 --> 03:10:46.659]  It was addressed to her husband, Donald Trump Jr.
[03:10:46.659 --> 03:10:54.107]  Right, so she's saying that she's not, and you can look here at the great article on Infowars.com, she says, I'm not a contributor for Huffington Post.
[03:10:54.107 --> 03:10:57.711]  But then you can, and she's going back at Paul Joseph Watson, he and I were calling this out.
[03:10:57.711 --> 03:11:01.836]  And then you could scroll down, and here's her profile page on Huffington Post.
[03:11:02.449 --> 03:11:05.754]  Tara Dublin, a freelance writer living in Portland, Oregon.
[03:11:05.754 --> 03:11:09.219]  So there it is, Huffington Post has her up as a contributor.
[03:11:09.219 --> 03:11:17.331]  Now, she might be lazy and has not contributed anything recently to the Huffington Post, and that's really on her, but the fact remains that she is
[03:11:18.051 --> 03:11:21.393]  Uh, a contributor to the Huffington Post still has articles on their website.
[03:11:21.393 --> 03:11:26.476]  So, because we know that Huffington Post has taken down articles in the past when they didn't like their contributors.
[03:11:26.476 --> 03:11:32.239]  David Seaman, of course, who wrote an article about Hillary's health, was a contributor to the Huffington Post.
[03:11:32.239 --> 03:11:34.180]  He was that, that was completely deleted.
[03:11:34.180 --> 03:11:41.404]  It was memory hold because they didn't want anything, anyone, to be questioning Hillary during the 2016 election.
[03:11:41.404 --> 03:11:45.767]  So, her contributor posts are still up on Huffington Post, so I really am confused.
[03:11:45.767 --> 03:11:47.348]  This is like, if you guys remember,
[03:11:48.308 --> 03:12:04.661]  Not too long ago, just about a week ago really, when a CNN contributor was making a joke about the train crash, the Republican train crash that was carrying Republicans and their families, their wives, their children, out to a retreat in West Virginia.
[03:12:04.661 --> 03:12:16.990]  There was a train crash and a CNN commentator made some horrific joke about the whole thing, said that he thought it was great, didn't, you know, basically praised it and was mocking it and making jokes.
[03:12:16.990 --> 03:12:17.591]  And then CNN,
[03:12:18.886 --> 03:12:22.268]  CNN came back and said, oh, well, he's not a contributor for us.
[03:12:22.268 --> 03:12:24.630]  Yet we went to the CNN website.
[03:12:24.630 --> 03:12:29.713]  The CNN vice president even came out and responded to me, said, Jackie, this guy is wrong.
[03:12:29.713 --> 03:12:31.374]  This guy isn't a contributor.
[03:12:31.374 --> 03:12:33.416]  We went to CNN's website.
[03:12:33.416 --> 03:12:38.859]  We went to CNN's website and found that he had posted, and I can't remember the guy's name off the top of my head.
[03:12:38.859 --> 03:12:39.840]  I'm sorry, producers.
[03:12:39.840 --> 03:12:42.522]  I can't remember his name off the top of my head.
[03:12:42.522 --> 03:12:47.325]  He had posted articles, columns on CNN within the past two weeks.
[03:12:48.112 --> 03:12:51.174]  Within the past two weeks, he had articles on CNN's site.
[03:12:51.174 --> 03:12:54.197]  Sam Stein was also out there, uh, was putting up stuff.
[03:12:54.197 --> 03:12:58.300]  And yet, CNN had the audacity to claim that he was not a contributor.
[03:12:58.300 --> 03:12:59.561]  Oh, Keith Boykin, that was the guy.
[03:12:59.561 --> 03:13:00.642]  Yes, Keith Boykin.
[03:13:00.642 --> 03:13:05.165]  He said, uh, he said, is this a metaphor for American politics today, right?
[03:13:06.530 --> 03:13:12.655]  It's CNN said, and we found video of him talking with Anderson Cooper recently, not years ago, recently.
[03:13:12.655 --> 03:13:19.340]  Yet CNN told us that he was not a contributor, that he was not a commentator, even though his articles were hosted on their website.
[03:13:19.340 --> 03:13:23.363]  And we had video of him with, uh, you know, with Anderson Cooper.
[03:13:23.363 --> 03:13:27.666]  That would be like me saying that I have no connection whatsoever to InfoWars.
[03:13:27.666 --> 03:13:28.327]  I certainly do.
[03:13:28.327 --> 03:13:31.709]  I'm here as a guest host right now, like doing, doing the fourth hour, right?
[03:13:31.709 --> 03:13:32.650]  So again,
[03:13:34.053 --> 03:13:36.115]  This is what CNN does.
[03:13:36.115 --> 03:13:37.697]  This is what the left does.
[03:13:37.697 --> 03:13:38.597]  They lie.
[03:13:38.597 --> 03:13:40.299]  They simply lie.
[03:13:40.299 --> 03:13:46.985]  And when one of their own... Notice how fast they eat their own, by the way, and how they don't stand up for each other and how they don't defend each other.
[03:13:46.985 --> 03:13:53.091]  The minute one of their own screws up, the minute one of their own goes over the line, they immediately throw them to the wolves.
[03:13:53.411 --> 03:14:07.420]  They have no backing of them whatsoever, and they even deny the fact that they had a relationship with that person, despite shocking and clear evidence to the contrary, in the form of articles hosted on their websites, and in terms of videos.
[03:14:07.420 --> 03:14:11.822]  So this shows you who we are dealing with when it comes to the left.
[03:14:11.822 --> 03:14:20.227]  Their ability, seemingly endless ability, to lie, to obfuscate, to spread myths, truths, and disinformation, and also
[03:14:21.926 --> 03:14:27.169]  To mock, to laugh at a gory, grisly situation.
[03:14:27.169 --> 03:14:29.631]  Of course, the first case being a train crash.
[03:14:29.631 --> 03:14:36.855]  The second now being a potential, potentially fatal situation where again, we do not know the facts at this point.
[03:14:36.855 --> 03:14:38.936]  They say it was an innocuous substance.
[03:14:38.936 --> 03:14:40.937]  They have not said what the white powder was.
[03:14:40.937 --> 03:14:48.662]  They have not officially, and I'm going to check as we go over the break here, I'm going to check to make sure if there are any official statements that have come out yet from
[03:14:49.668 --> 03:14:52.229]  from the hospital regarding Vanessa Trump.
[03:14:52.229 --> 03:14:54.029]  Here we go, another one saying Donald Trump.
[03:14:54.029 --> 03:14:55.410]  It's a pity that Don Trump Jr.
[03:14:55.410 --> 03:14:56.510]  didn't open it.
[03:14:56.510 --> 03:14:56.710]  Right?
[03:14:56.710 --> 03:14:57.130]  That Jr.
[03:14:57.130 --> 03:14:57.931]  didn't open it.
[03:14:57.931 --> 03:15:09.234]  And this envelope, folks, I wanted to remind you, this envelope was addressed to Donald Trump Jr., a father of five, the son of the President of the United States.
[03:15:10.143 --> 03:15:12.644]  This is what's going on in the United States.
[03:15:12.644 --> 03:15:14.505]  This is what's going on in America.
[03:15:14.505 --> 03:15:18.248]  This is what the left has come to in our country, right?
[03:15:18.248 --> 03:15:19.488]  They're celebrating about it.
[03:15:19.488 --> 03:15:22.750]  Again, we have no information regarding who sent it.
[03:15:22.750 --> 03:15:27.653]  We have no information regarding how this came out, what exactly was in the envelope.
[03:15:27.653 --> 03:15:34.877]  We pray, of course, we keep Vanessa Trump and her and Don and his entire family, all the kids in our prayers, Secret Service, whether they were involved.
[03:15:35.637 --> 03:15:38.219]  It seems likely that they may have also been involved in this.
[03:15:38.219 --> 03:15:40.301]  We pray that everyone is okay.
[03:15:40.301 --> 03:15:41.962]  That is who we are.
[03:15:41.962 --> 03:15:45.745]  Will the left apologize for their statements?
[03:15:45.745 --> 03:15:50.049]  And will the left join us in praying for peace and safety?
[03:15:50.049 --> 03:15:51.229]  Jack Posobiec, stick right here.
[03:15:51.229 --> 03:15:53.031]  We've got a lot more coming up on the fourth hour.
[03:15:53.629 --> 03:15:58.771]  The answer to being in control of your own health care is freedom from insurance.
[03:15:58.771 --> 03:16:04.453]  Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[03:16:04.453 --> 03:16:09.656]  Individual share amounts begin at $107 a month and $347 for families.
[03:16:09.656 --> 03:16:11.616]  Choose from three health sharing programs.
[03:16:11.616 --> 03:16:13.997]  Holistic treatments may be eligible for sharing.
[03:16:13.997 --> 03:16:14.938]  See guidelines.
[03:16:14.938 --> 03:16:18.219]  Discount programs available for dental, vision, and pharmacy.
[03:16:18.219 --> 03:16:20.160]  Go to LibertyOnCall.org.
[03:16:20.160 --> 03:16:22.001]  That's LibertyOnCall.org.
[03:16:23.484 --> 03:16:25.385]  Fully cooked, ready-to-eat bacon.
[03:16:25.385 --> 03:16:28.606]  I'm talking thick, meaty, center-cut, presidential bacon.
[03:16:28.606 --> 03:16:30.207]  Savory and delicious.
[03:16:30.207 --> 03:16:33.048]  I buy some, I use some, I store some.
[03:16:33.048 --> 03:16:33.708]  Awesome.
[03:16:33.708 --> 03:16:36.790]  No refrigeration needed with a 10-year shelf life.
[03:16:36.790 --> 03:16:38.351]  NASA PAC Technology.
[03:16:38.351 --> 03:16:38.971]  Bacon.
[03:16:38.971 --> 03:16:43.133]  Fully cooked, fully hydrated, ready-to-eat right from the pack bacon.
[03:16:43.133 --> 03:16:44.573]  Or warm and served.
[03:16:44.573 --> 03:16:46.614]  Life-saving, ready-to-eat bacon.
[03:16:46.614 --> 03:16:48.555]  10-year shelf life bacon.
[03:16:48.555 --> 03:16:51.336]  Ships free at FullyCookedBacon.com.
[03:16:51.336 --> 03:16:52.577]  FullyCookedBacon.com.
[03:16:53.397 --> 03:17:00.160]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[03:17:00.160 --> 03:17:04.422]  Since 2005, thousands have depended on Berkey Purified Water.
[03:17:04.422 --> 03:17:09.043]  The Berkey guy provides the lowest price filtration systems in every size.
[03:17:09.043 --> 03:17:14.606]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[03:17:14.606 --> 03:17:14.726]  877-886-3653.
[03:17:14.726 --> 03:17:15.086]  GoBerkey.com
[03:17:23.129 --> 03:17:25.770]  Hunters, anglers, campers, and survivalists.
[03:17:25.770 --> 03:17:26.870]  Get back to nature.
[03:17:26.870 --> 03:17:34.191]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[03:17:34.191 --> 03:17:37.592]  Slingbow products are compact and models start from just $17.98.
[03:17:37.592 --> 03:17:41.153]  They're perfect for your bug out bag or storing in your vehicle.
[03:17:41.153 --> 03:17:45.333]  Give yourself and your loved ones the excitement and tradition of slingbow.
[03:17:45.333 --> 03:17:49.894]  A new frontier in archery and truly modern twist on this primitive survival tool.
[03:17:49.894 --> 03:17:52.535]  Feel the thrill only at slingbow.com.
[03:17:54.724 --> 03:18:04.848]  Climb to the top of the food chain with Alpha Power by Infowars Life for those who want to increase testosterone and energy levels.
[03:18:04.848 --> 03:18:12.891]  Most men know that testosterone levels begin to decline starting around 30 at a rate of about 1-2% per year.
[03:18:12.891 --> 03:18:19.213]  This drop can show signs such as fatigue, low energy, low sex drive and muscle loss.
[03:18:20.053 --> 03:18:25.898]  Alpha Power is packed with some of the most potent and clinically tested ingredients on the market.
[03:18:25.898 --> 03:18:45.014]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms, including Uricoma longifolia, originally from Malaysia, Makaroo from Peru, Horny Goatweed from China, and Tribulus from India.
[03:18:45.014 --> 03:18:48.477]  Reach your alpha male potential with Alpha Power.
[03:18:48.957 --> 03:18:54.440]  Get Alpha Power now at 50% off and secure your bottle today.
[03:18:54.440 --> 03:18:59.083]  Support good oral health with our one-of-a-kind super blue fluoride free products.
[03:18:59.083 --> 03:19:06.727]  InfoWars Life brings you a revolutionary toothpaste blend with iodine and nano silver designed to deliver a powerful clean.
[03:19:06.727 --> 03:19:10.970]  Enjoy a minty fresh flavor made with peppermint oil or try our bubblegum flavor.
[03:19:10.970 --> 03:19:16.933]  Pair this groundbreaking toothpaste with the super blue fluoride free mouthwash and supercharge your oral health.
[03:19:17.093 --> 03:19:23.701]  Our amazing mouthwash features natural oils and ancient ingredients used since aboriginal and biblical times.
[03:19:23.701 --> 03:19:33.833]  Instead of containing fluoride, our super blue line is loaded with the good halogen iodine and an array of other beneficial compounds that have been hand selected for their oral health benefits.
[03:19:34.073 --> 03:19:40.855]  Super Blue Fluoride-Free Mouthwash and Toothpaste are the first and only to contain all of these natural ingredients.
[03:19:40.855 --> 03:19:43.735]  Xylitol, Nano-Silver, and Iodine.
[03:19:43.735 --> 03:19:47.356]  Notice the difference with our Super Blue Fluoride-Free products.
[03:19:47.356 --> 03:19:52.337]  Refresh your breath and invigorate your oral health routine at infowarstore.com.
[03:19:52.337 --> 03:19:57.178]  That's infowarstore.com.
[03:19:57.178 --> 03:19:59.859]  You're listening to The Alex Jones Show.
[03:20:06.749 --> 03:20:20.574]  Separated.
[03:20:20.574 --> 03:20:26.556]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[03:20:37.992 --> 03:20:48.176]  Jack Posobiec coming back live here from Washington, D.C., where I sit live in our nation's swampy capital, which of course is currently being drained by the Drainer-in-Chief.
[03:20:48.945 --> 03:20:50.306]  President Donald John Trump.
[03:20:50.306 --> 03:20:54.369]  I've just received some information, some breaking information in this case.
[03:20:54.369 --> 03:21:03.156]  We were covering it the last segment regarding the possible terrorist attack on Donald Trump Jr., his wife essentially being the one that opened the letter.
[03:21:03.156 --> 03:21:07.439]  Now we were told it was an envelope that contained white powder.
[03:21:07.439 --> 03:21:13.323]  The information has now just been released that the white powder envelope addressed to Donald Trump Jr.
[03:21:13.323 --> 03:21:15.345]  was postmarked from Boston.
[03:21:15.945 --> 03:21:21.386]  So it was postmarked from Boston and that it included an angry note.
[03:21:21.386 --> 03:21:33.388]  So again, for people saying that this may have just been an accident, may have been something else in there, this does appear to be either some sort of threat related to politics or some type of prank in that sense.
[03:21:33.388 --> 03:21:34.928]  Hopefully just a prank.
[03:21:34.928 --> 03:21:39.309]  But of course, the situation is still being being discussed.
[03:21:39.309 --> 03:21:45.330]  One of my sources, one of my very close sources I've just been in touch with, they seem to indicate they
[03:21:45.350 --> 03:21:49.213]  I think that everyone has been stabilized at the hospital right now.
[03:21:49.213 --> 03:22:00.643]  I'm in direct contact with a source, but I haven't been able to get the final A-OK from everyone yet, so I want to hold off on that until there is an official statement to let everybody know.
[03:22:00.643 --> 03:22:02.285]  It does appear that Donald Trump Jr.'
[03:22:02.265 --> 03:22:10.252]  's children, his five children, were not at home at the time, being in the middle of the day, so it seems they may have been at school when this happened, hopefully.
[03:22:11.118 --> 03:22:13.479]  None of them, of course, were involved.
[03:22:13.479 --> 03:22:17.601]  This breaking story, a lot of developments going on.
[03:22:17.601 --> 03:22:20.282]  Make sure to stay here because we never know.
[03:22:20.282 --> 03:22:22.443]  Hopefully the situation doesn't take a turn for the worse.
[03:22:22.443 --> 03:22:31.707]  Hopefully you can stay with us and we'll be able to report very, very soon that everything was okay, that it was just a threat.
[03:22:31.707 --> 03:22:36.689]  But it's possible, it's also possible, that this may have been a test.
[03:22:36.689 --> 03:22:38.110]  That this may have been a test run
[03:22:39.264 --> 03:22:57.131]  To see what type of response level there would be from the Secret Service, whether or not an envelope could make it all the way through any layers of security that they have, and it clearly did in this case, to be able to be opened by not Donald Trump Jr., not the President's son, but the President's daughter-in-law, Vanessa Trump.
[03:22:57.131 --> 03:23:02.253]  So it seems that whatever security procedures are in place, they have been penetrated.
[03:23:02.253 --> 03:23:06.094]  This is a penetration of the security, the Secret Service network,
[03:23:06.838 --> 03:23:07.259]  We're good.
[03:23:19.440 --> 03:23:36.719]  For example, if you go see Trump at a rally, if you go see the president at one of his rallies, they will tell you, if you bring something, if you bring a letter, some people bring books, some people bring artwork, and they say, well, I want to give this letter to the president, and they might just be a Trump fan and say, I wrote this great letter, I want to give it to the president, can I give it to him?
[03:23:36.719 --> 03:23:37.860]  You can't give that to them.
[03:23:38.300 --> 03:23:51.869]  It is Secret Service protocol to not accept any object, any object, foreign object that is handed to them at a rally that does not go through testing to get to the first family and certainly in this case to get to the President.
[03:23:51.869 --> 03:24:03.496]  So again, I'm not knocking the Secret Service detail around President Trump Jr., or excuse me, Donald Trump Jr., his family, but it does seem that the security measures do need to be reviewed.
[03:24:03.496 --> 03:24:07.479]  They do need to be checked because this was a security penetration.
[03:24:08.684 --> 03:24:10.565]  This was what it's called.
[03:24:10.565 --> 03:24:12.887]  It's an infiltration of their security.
[03:24:12.887 --> 03:24:14.528]  Okay, it's a compromise.
[03:24:14.528 --> 03:24:16.049]  It's this is called compromise.
[03:24:16.049 --> 03:24:19.612]  The first family has been compromised.
[03:24:19.612 --> 03:24:22.894]  I was covering the story a few weeks ago as well when people were hacking
[03:24:24.675 --> 03:24:29.679]  The Twitter accounts of people who followed real Donald Trump on Twitter.
[03:24:29.679 --> 03:24:31.039]  They followed the President's Twitter account.
[03:24:31.039 --> 03:24:34.702]  Well, there was this group called the Turkish Hacker Army.
[03:24:34.702 --> 03:24:40.466]  And the Turkish Cyber Army was hacking people who Donald Trump followed.
[03:24:40.466 --> 03:24:43.507]  Then they were able to use those hacked accounts.
[03:24:43.507 --> 03:24:45.789]  Eric Bolling was one of them, Greta Van Susteren.
[03:24:45.789 --> 03:24:51.873]  They were able to use these hacked accounts, Sheriff David Clark, to send messages to the President.
[03:24:52.406 --> 03:24:55.107]  Through direct message, the direct message function on Twitter.
[03:24:55.107 --> 03:25:07.810]  Now, if he had clicked on any of the links that they sent, or the photos, the videos that they had sent, he then may have downloaded malware from the Turkish Cyber Army, which potentially has connections to the Turkish government.
[03:25:07.810 --> 03:25:11.111]  It seems they're certainly very supportive of Erdogan, the President there.
[03:25:11.111 --> 03:25:18.733]  So, he then, the President of the United States, think about this, there would have been malware from the Turkish Cyber Army on the President of the United States' phone,
[03:25:19.736 --> 03:25:21.897]  Or any platform that he was using to access Twitter.
[03:25:21.897 --> 03:25:24.178]  Of course, he usually accesses it from his phone.
[03:25:24.178 --> 03:25:27.059]  Then, uh, that could have been set up as a surveillance function.
[03:25:27.059 --> 03:25:39.625]  That could have been set up for access into his text messages, his other direct messages with people who, and more, more, more, more shockingly, they could have taken control of President Trump's Twitter account.
[03:25:39.625 --> 03:25:47.248]  If they had taken control of President Trump's Twitter account, imagine, just imagine what they could have tweeted out
[03:25:47.870 --> 03:25:56.398]  That would have certainly sent the entire world into a head spin that would have had massive implications for world security and world stability.
[03:25:56.398 --> 03:25:58.861]  So these are the things we're talking about.
[03:25:58.861 --> 03:26:00.662]  These are the cases of
[03:26:02.276 --> 03:26:08.981]  Essentially, here's the article you guys can go see if you go check out my Medium site, medium.com backslash Jack Posobiec, where I talked about this.
[03:26:08.981 --> 03:26:17.048]  I actually talked to the Turkish cyber hackers because it turns out that some of the accounts that they hacked were people who followed me.
[03:26:17.048 --> 03:26:21.391]  So I sent messages to them and essentially got an interview with a few of them.
[03:26:21.391 --> 03:26:23.293]  They gave me their manifesto in Turkish.
[03:26:23.293 --> 03:26:25.094]  I had it professionally translated.
[03:26:25.094 --> 03:26:25.955]  I broke this story.
[03:26:26.495 --> 03:26:27.876]  Put the exclusive out there.
[03:26:27.876 --> 03:26:29.537]  They are pro-Erdogan.
[03:26:29.537 --> 03:26:31.678]  They are against what the United States is doing.
[03:26:31.678 --> 03:26:36.140]  They are trying to push back on this, and they were using highly effective cyber techniques to do this.
[03:26:36.140 --> 03:26:39.842]  They were able to compromise the security of the United States of America.
[03:26:39.842 --> 03:26:41.763]  This is the issue, folks.
[03:26:41.763 --> 03:26:45.285]  This is the issue that came up today with this compromise on the President's son.
[03:26:45.285 --> 03:26:51.228]  Hopefully, not anything in terms of will come of this hospitalization of Vanessa Trump.
[03:26:51.228 --> 03:26:53.829]  We, of course, keep her in our prayers.
[03:26:56.417 --> 03:27:08.570]  So a lot of heavy stuff there folks, a lot of heavy stuff, but I do want to take a very quick second before the segment ends and remind you that we can't do all of this for free.
[03:27:08.570 --> 03:27:19.041]  We can't come to you every day and break down these stories and get these exclusives out, these security compromises, these interviews, explaining what's going on, possible anthrax attacks.
[03:27:19.767 --> 03:27:20.927]  Without your support.
[03:27:20.927 --> 03:27:23.088]  We need your support to do it.
[03:27:23.088 --> 03:27:26.889]  And that is where the InfoWars Life Store comes in.
[03:27:26.889 --> 03:27:34.051]  That is where there's so many specials, so many specials that are available right now from the InfoWars Store.
[03:27:34.051 --> 03:27:42.074]  If you go to InfoWarsStore.com right now, the big, really big new product is Incurin from InfoWars Life.
[03:27:42.074 --> 03:27:44.255]  Now there's an introductory price on this.
[03:27:44.255 --> 03:27:46.595]  It's a 30-day supply that you can get.
[03:27:46.595 --> 03:27:47.856]  It's available for just $19.99.
[03:27:49.677 --> 03:27:50.237]  95.
[03:27:50.237 --> 03:27:54.581]  Now this is a detox agent.
[03:27:54.581 --> 03:27:58.984]  And you think about it, the toxins, the diseases that find their way into our systems.
[03:27:58.984 --> 03:28:03.128]  It's important for us to keep our body's detox system involved.
[03:28:03.128 --> 03:28:04.449]  Keep it up.
[03:28:04.449 --> 03:28:07.691]  My wife, of course, she is pregnant right now.
[03:28:07.691 --> 03:28:14.197]  This is a huge issue that we are taking a look at, that we are deeply involved in.
[03:28:14.197 --> 03:28:16.979]  And so that is why, if you look within Curin,
[03:28:19.409 --> 03:28:31.068]  You finally got a formula that can support your liver, that can support your kidneys, cleaning your body, removing these dangerous toxins by promoting healthy liver function.
[03:28:31.758 --> 03:28:36.720]  That is one of just many great, great products that are coming out now in the InfoWars store.
[03:28:36.720 --> 03:28:38.140]  This is a brand new product.
[03:28:38.140 --> 03:28:41.362]  The introductory price, 50% off, folks.
[03:28:41.362 --> 03:28:41.382]  $19.95.
[03:28:41.382 --> 03:28:42.802]  30-day supply.
[03:28:42.802 --> 03:28:44.363]  You can try it, see if you like it.
[03:28:44.363 --> 03:28:45.323]  If you don't, send it back.
[03:28:45.323 --> 03:28:48.124]  If you do like it, you can sign up for the scheduled purchases.
[03:28:48.124 --> 03:28:49.985]  You can sign up for it for a whole year.
[03:28:49.985 --> 03:28:51.745]  That's what's available InfoWars store.
[03:28:51.745 --> 03:28:52.225]  So it's a $3.60 win.
[03:28:52.225 --> 03:28:53.286]  Support us and support your
[03:28:53.806 --> 03:28:56.389]  Are you happy washing your hands with harsh chemicals?
[03:28:56.389 --> 03:28:58.532]  Are you happy doing laundry with detergents?
[03:28:58.532 --> 03:29:00.514]  Are you happy paying high prices?
[03:29:00.514 --> 03:29:02.577]  Find your happiness with Pure Soap.
[03:29:02.577 --> 03:29:07.443]  These all-natural, earth-friendly Pure Soaps are the very best you've ever used.
[03:29:07.443 --> 03:29:08.324]  Buy in bulk.
[03:29:08.324 --> 03:29:09.325]  Get a 12, 36, or 48 months supply.
[03:29:11.207 --> 03:29:13.930]  Or get items individually and still save big.
[03:29:13.930 --> 03:29:17.234]  You're getting soap products twice as good as what you're using now.
[03:29:17.234 --> 03:29:19.497]  Earth friendly and natural soaps.
[03:29:19.497 --> 03:29:21.259]  Your family deserves the best.
