[00:00:02.058 --> 00:00:04.350]  Let's go!
[03:15:37.592 --> 03:15:48.396]  Claire Booth Luce, for example, the wife of Henry Luce, was known to be a honey trap, a sexual spy, and she made her way around to compromise people.
[03:15:48.396 --> 03:15:49.477]  This is the Alex Jones Show.
[03:15:49.477 --> 03:15:50.758]  Don't go anywhere.
[03:15:50.758 --> 03:15:53.759]  We're doing Operation Mockingbird when we come back.
[03:15:57.059 --> 03:16:02.681]  Hydrofluorosilicic acid is the third most deadly acid on earth.
[03:16:02.681 --> 03:16:05.362]  And they've got our children drinking that.
[03:16:05.362 --> 03:16:07.983]  This is a psychotic death cult.
[03:16:07.983 --> 03:16:08.724]  Period.
[03:16:08.724 --> 03:16:09.824]  Case closed.
[03:16:09.824 --> 03:16:11.185]  Out to get you and your family.
[03:16:11.185 --> 03:16:11.665]  We sell.
[03:16:12.185 --> 03:16:19.473]  The Alexa Pure Breeze, made by the My Patron Supply Ready Hour Group, that's been around about 15 years, became the biggest company in the last six.
[03:16:19.473 --> 03:16:27.041]  They went out, hired engineers, reverse engineered the fancy best water filter system out there that sells for twice the price, and they made it as good
[03:16:27.842 --> 03:16:32.224]  In all the studies, it reduces things to non-detectable levels, thousands of chemicals.
[03:16:32.224 --> 03:16:33.744]  But you can go pay two or three times.
[03:16:33.744 --> 03:16:36.565]  There's four or five other filters out there that are just as good.
[03:16:36.565 --> 03:16:41.787]  We sell the very best, highest-grade water filtration system for half the price of a leading competitor.
[03:16:41.787 --> 03:16:47.249]  And the media says we're bad and a cult for telling you you should filter your water.
[03:16:47.249 --> 03:16:48.909]  You should also filter your shower water.
[03:16:48.909 --> 03:16:50.490]  That's another way you absorb this crap.
[03:16:50.490 --> 03:16:52.030]  But I'm done talking about that.
[03:16:52.030 --> 03:16:54.671]  The point is, you can get the filters at InfoWareStore.com.
[03:16:54.671 --> 03:16:55.792]  They're discounted right now.
[03:16:55.792 --> 03:16:56.512]  Finally back in stock.
[03:16:56.892 --> 03:17:05.355]  When hope and love has been lost and you fall to the ground, you must find a way.
[03:17:05.355 --> 03:17:12.477]  When the darkness descends and you're told it's the end, you must find a way.
[03:17:12.477 --> 03:17:18.178]  When God decides to look the other way and a clown takes the throne, we must find a way.
[03:17:18.178 --> 03:17:20.799]  You will find a way.
[03:17:20.799 --> 03:17:23.020]  Dig down and find faith.
[03:17:24.520 --> 03:17:31.644]  When you're close to the edge, with a gun to your head, you must find a way.
[03:17:31.644 --> 03:17:34.626]  We have entered the fray, and we will not obey.
[03:17:34.626 --> 03:17:42.450]  We must find a way, and find faith.
[03:17:42.450 --> 03:17:45.591]  We won't let them divide.
[03:17:45.591 --> 03:17:50.714]  We will never abide.
[03:17:50.714 --> 03:17:52.455]  We will find a way.
[03:17:52.455 --> 03:17:52.915]  Infowars.com
[03:17:56.621 --> 03:17:57.681]  You wanted to plug RainForce.
[03:17:57.681 --> 03:17:58.762]  Do you like RainForce?
[03:17:58.762 --> 03:18:01.303]  Yeah, so my name is Ken Heckenladly.
[03:18:01.303 --> 03:18:03.564]  How do I write all the books that I do?
[03:18:03.564 --> 03:18:09.867]  Four books with Dr. Judy Majkowicz, four books with Project Veritas Whistleblowers, and now two books with Alex Jones?
[03:18:09.867 --> 03:18:12.908]  That's because I use RainForce every day.
[03:18:13.248 --> 03:18:17.251]  What I always need is I always need some sort of boost in the morning.
[03:18:17.251 --> 03:18:21.174]  And so, you know, I try to exercise, eat well, take good vitamins.
[03:18:21.174 --> 03:18:26.758]  But the one thing that I have really found that makes a difference is brain force.
[03:18:26.758 --> 03:18:34.464]  I'll take brain force in the morning right before I go to my computer and I'm good for the next four or five hours writing a whole lot of stuff.
[03:18:34.464 --> 03:18:40.109]  So it really is true that brain force is something I use every day and it helps me with my writing.
[03:18:40.609 --> 03:18:41.310]  All right, we love you.
[03:18:41.310 --> 03:18:41.910]  We'll be right back.
[03:18:41.910 --> 03:18:46.955]  Get your BrainForce Plus, BrainForce Ultra, and TurboForce at InfowarStore.com.
[03:18:46.955 --> 03:18:48.016]  We'll be right back with hour number two.
[03:18:56.607 --> 03:19:01.328]  Infowarsstore.com is like a grocery store, or like a vitamin shop.
[03:19:01.328 --> 03:19:03.289]  We want to have all the best brands for you.
[03:19:03.289 --> 03:19:05.350]  We want to have a bunch of different choices for you.
[03:19:05.350 --> 03:19:07.810]  So I get constant questions online and in person.
[03:19:07.810 --> 03:19:08.631]  Hey, what's better?
[03:19:08.631 --> 03:19:09.471]  Knockout?
[03:19:09.471 --> 03:19:10.811]  What's better?
[03:19:10.811 --> 03:19:11.552]  Down-and-out?
[03:19:11.552 --> 03:19:12.092]  What's better?
[03:19:12.092 --> 03:19:14.352]  Why do you sell two or three different sleep aids?
[03:19:14.352 --> 03:19:19.274]  And the answer is, different herbal formulas, different compounds are better for different people.
[03:19:19.972 --> 03:19:23.957]  So, one person might like this coffee, another person likes that coffee.
[03:19:23.957 --> 03:19:25.279]  That's how our bodies work.
[03:19:25.279 --> 03:19:26.581]  They're all very diverse.
[03:19:26.581 --> 03:19:36.774]  But we've been able to private label a national bestseller that's been sold for many years that people love and sold for a lower price under the name InfoWarsMD Good Night Sleep.
[03:19:37.515 --> 03:19:47.662]  This is a great formula, full of amazing safe compounds, give you deeper, cleaner, restful sleep, and it's in stock, available right now, of 25% off, out of the gates.
[03:19:47.662 --> 03:19:58.250]  So get your M4 Wars MD, good night's sleep today, at m4warsware.com.
[03:19:58.250 --> 03:20:04.154]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:20:14.016 --> 03:20:15.237]  Welcome back to the Alex Jones Show.
[03:20:15.237 --> 03:20:24.521]  We're covering the history of Operation Mockingbird so that you have a good idea of the way that media control has been exercised in the past.
[03:20:25.185 --> 03:20:40.240]  And then we'll come to understand this architecture of the present day media control which is just passed over into Mockingbird 2.0 via Twitter files, via tech collusion, via mass deleting and banning of people like Alex Jones.
[03:20:40.240 --> 03:20:46.467]  My website was deleted in 2018 at the exact same time as Alex was deplatformed across all
[03:20:47.572 --> 03:20:48.232]  Social media.
[03:20:48.232 --> 03:20:57.657]  So I was kind of lumped in with you guys there because we're all trying to discuss the truth, get to the bottom of all of the issues.
[03:20:57.657 --> 03:21:02.879]  And even if we get one or two things wrong, we're about 90 to 95% accurate on everything else.
[03:21:02.879 --> 03:21:05.460]  So that's why the system is so scared.
[03:21:05.460 --> 03:21:11.743]  That's why they have to resort to typical, tyrannical, heavy-handed tactics like banning, deplatforming, and so forth.
[03:21:12.330 --> 03:21:16.472]  And everybody knows this, but remember that for many years they said, no, that doesn't exist.
[03:21:16.472 --> 03:21:17.533]  There's no deplatforming.
[03:21:17.533 --> 03:21:19.334]  We don't do that.
[03:21:19.334 --> 03:21:20.214]  And now it's come out.
[03:21:20.214 --> 03:21:21.335]  Oh, that was all lies.
[03:21:21.335 --> 03:21:23.656]  Exactly.
[03:21:23.656 --> 03:21:37.664]  But going back to the Cold War period in the 1950s, Claire Booth Luce, the sex operative spy wife of Henry Luce of Time Magazine, she was actually engaged in going around and compromising and in fact, even had a role in
[03:21:39.031 --> 03:21:53.260]  To a degree, what amounts to Gladio operations in Italy, because she did a lot of colluding there with the Gladio operatives there, according to the book.
[03:21:53.260 --> 03:21:59.564]  That was basically a mini book that I'm reading, Operation Mockingbird by John Simpkin, which you can go read over at Spartacus Educational.
[03:21:59.564 --> 03:22:05.708]  It's a really good, lengthy treatment with a lot of footnotes and references to the history of Mockingbird.
[03:22:07.156 --> 03:22:27.549]  Another book that came out called Spiritual Industrial Complex by Jonathan Herzog also deals with the co-opting of a lot of these religious and Hollywood forces via Mockingbird, including figures like Cardinal Spellman, who comes up in the David Wemhoff book quite a bit as somebody who was potentially compromised.
[03:22:27.549 --> 03:22:36.635]  And as we read through the text, he talks about how they realized that it would be much more successful if they were able to compromise and recruit people from Hollywood.
[03:22:37.298 --> 03:22:42.480]  Because Hollywood would play a key role beyond just what we get in Time Magazine, right?
[03:22:42.480 --> 03:22:46.461]  Because they realize that fictional stories are much more effective.
[03:22:46.461 --> 03:22:54.264]  This ties into the two books that I wrote on Hollywood and symbolism, Esoteric Hollywood 1 and 2, which you can get signed copies at my website in the shop.
[03:22:54.264 --> 03:23:01.746]  Because I talked about this many, many years ago as well, that Hollywood's really a giant engine of propaganda.
[03:23:02.840 --> 03:23:13.283]  And that has a lot of facets to it, including things like predictive programming, including things like basic level propaganda, war propaganda, and so forth.
[03:23:13.283 --> 03:23:18.645]  And once we understand that, we can really understand how destructive and powerful that entity is.
[03:23:18.645 --> 03:23:28.788]  Even though nowadays it's kind of losing ground to the Internet, Hollywood has still been effective in basically demoralizing and deconstructing the United States of America.
[03:23:30.239 --> 03:23:35.062]  But I think it's a mistake to think that this is all the work of Soviets and communists.
[03:23:35.062 --> 03:23:47.330]  You have to understand that people like Henry Luce, who believed that, quote, a morally slanted press was a responsible press, because that meant they could be controlled, that meant they could be steered.
[03:23:47.330 --> 03:23:59.919]  In fact, it was the success of communism in the Cold War period in other countries that made the American power elite worried that if there wasn't something to replace
[03:24:00.745 --> 03:24:12.934]  The loss of spiritual foundation in the West that people might fall to communism and so the new push became Americanism and democracy as a new form of almost quasi-religious commitment.
[03:24:12.934 --> 03:24:25.343]  This is why we see Hollywood, for example, beginning to push Americanism in this Cold War period through a lot of films as well as the churches beginning to push Americanism because they're now becoming tools of soft power.
[03:24:26.036 --> 03:24:33.642]  Again, it doesn't mean that I am saying that Soviets are good because the church is being utilized by the American government to push Americanism.
[03:24:33.642 --> 03:24:37.084]  It just means that now the church is taking on a new master.
[03:24:37.084 --> 03:24:49.393]  This new master will be a choice between kind of a Marxist-Socialist idea of liberal social gospel and liberation theology, or will it choose Americanism and the principles of America?
[03:24:49.393 --> 03:24:54.777]  Of course, neither of those is actually what Christian theology is, but the state
[03:24:55.336 --> 03:25:07.250]  And power players typically have a vested interest in turning the church into an adjunct of its own power, to make the church into a tentacle of the octopus of power.
[03:25:07.250 --> 03:25:10.895]  And that goes all the way back to the medieval world as well, when you have, for example,
[03:25:11.905 --> 03:25:17.906]  Byzantine emperors in the Byzantine Empire who wanted to make the church into their own version of Christianity.
[03:25:17.906 --> 03:25:24.648]  Maybe they believed in this or that view and so they want to turn the church into basically something that they control.
[03:25:24.648 --> 03:25:37.410]  The same thing happened in the medieval Renaissance papacy where the papacy becomes a tool of certain powerful families like Borgias and Medicis and so forth.
[03:25:37.410 --> 03:25:38.691]  So by the 1950s, as we said,
[03:25:41.158 --> 03:25:53.224]  We get a new head eventually of these offices of OPC that merge with other directorates of planning that become the new office of the DPP.
[03:25:53.224 --> 03:26:02.789]  At this time, this is important because Hoover was getting to be a little jealous of the growing power that the CIA now had.
[03:26:02.789 --> 03:26:07.391]  And Hoover famously described the OPC as Wisner's gang of weirdos.
[03:26:08.038 --> 03:26:19.967]  He began carrying out investigations into members of the OPC and their past, and this is when we get a lot of suspicions of activities of OPC members in left-wing politics all the way back to the 1930s.
[03:26:19.967 --> 03:26:32.997]  The information then from Hoover was passed on to other members of the OPC and other members of the intelligence apparatus, FBI, and eventually this comes back to McCarthy.
[03:26:32.997 --> 03:26:37.400]  In fact, Hoover gave McCarthy details that Frank Wisner had had a
[03:26:37.947 --> 03:26:42.909]  An affair with the princess of Romania.
[03:26:42.909 --> 03:26:57.596]  Her name was Princess Karajan and Hoover hoped that this would sort of tarnish and mess up the OPC because if it could be shown that Wisner was colluding with a suspected Soviet, this princess, then this would undo the OPC.
[03:26:57.596 --> 03:27:03.819]  So you have these kind of internal power dynamics between the FBI and the CIA slash OPC here.
[03:27:04.395 --> 03:27:11.338]  McCarthy then began accusing other members of the CIA of being very high-level security risks.
[03:27:11.338 --> 03:27:13.539]  So this is where we're starting to get McCarthyism.
[03:27:13.539 --> 03:27:17.780]  You see it ties into this stuff to Wisner and the OPC.
[03:27:17.780 --> 03:27:21.842]  McCarthy even said at this time that the CIA was a sinkhole of communists.
[03:27:21.842 --> 03:27:24.323]  He claimed that he would root out a hundred of them.
[03:27:24.323 --> 03:27:28.004]  One of those first targets was the famous CIA operative Cord Meyer.
[03:27:28.004 --> 03:27:29.885]  Meyer was still working for Mockingbird.
[03:27:30.496 --> 03:27:37.698]  In 1953, Richard Helms, who was Wisner's deputy at the OPC, told Meyer that McCarthy was after him.
[03:27:37.698 --> 03:27:43.639]  The FBI then added to the smear by announcing that it was unwilling to give Cord Meyer any security clearance.
[03:27:43.639 --> 03:27:48.080]  So now, if you saw Oppenheimer, right, this is what you saw in that movie, right?
[03:27:48.080 --> 03:27:57.543]  Because Oppenheimer was part of this same time period of being suspect of, oh, he's, you know, involved in labor union and Marxist causes, maybe he's a Marxist.
[03:27:58.894 --> 03:28:05.897]  But the real issue here is that that's just one level of this that people were not really figuring out.
[03:28:05.897 --> 03:28:19.504]  John Birch Society and Joseph McCarthy were gradually kind of sniffing around the edges of the fact that the real threat here was not a foreign power, but was actually the wealthiest people in the West.
[03:28:19.504 --> 03:28:22.565]  And they started to actually figure that out, and that's why they got shut down.
[03:28:24.033 --> 03:28:33.861]  So there's a level of truth to which, yeah, some of these people in the CIA were not communists or radical Marxists in the sense of being Soviets.
[03:28:33.861 --> 03:28:35.703]  They were Fabian socialists.
[03:28:35.703 --> 03:28:37.384]  And that's what they couldn't figure out.
[03:28:37.384 --> 03:28:41.948]  Because the people running British intelligence, many of them, were Fabian socialists.
[03:28:41.948 --> 03:28:46.732]  That's Marxism-Socialism allied to big money capital.
[03:28:46.732 --> 03:28:48.813]  And that's why it was confusing so many people.
[03:28:48.813 --> 03:28:49.774]  This is the Alex Jones Show.
[03:28:49.774 --> 03:28:50.395]  Don't go anywhere.
[03:28:50.395 --> 03:28:53.037]  I'm your guest host, Jay Dyer of Jay's Analysis.
[03:28:54.191 --> 03:28:56.994]  And you can follow me there.
[03:28:56.994 --> 03:29:01.840]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[03:29:01.840 --> 03:29:11.310]  With changes in diet, unnatural ingredients, and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins, and minerals needed daily.
[03:29:11.310 --> 03:29:15.795]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[03:29:16.095 --> 03:29:27.658]  The new Platinum Standard of Advanced Multivitamin Formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects and give your body the tools it needs to support your body.
[03:29:27.658 --> 03:29:36.200]  Using a proprietary process, we've managed to make this powerhouse formula into a delicious, concentrated drink mix that's loaded with high-quality ingredients.
[03:29:36.560 --> 03:29:45.383]  Perfect for a hot summer day or relaxing at home, Vitamin Mineral Fusion is loaded with 34 different essential vitamins, minerals, amino acids and more!
[03:29:45.383 --> 03:29:52.146]  Start supporting your body's needs in a great tasting, natural and affordable drink mix with Vitamin Mineral Fusion today!
[03:29:52.146 --> 03:29:54.407]  Available at Infowarsstore.com
[03:29:56.929 --> 03:29:59.130]  The globalists are only humans.
[03:29:59.130 --> 03:30:03.132]  Yeah, they have control of the central banks, they have a lot of power, but they can be defeated.
[03:30:03.132 --> 03:30:06.313]  But some of their operations are going to take decades to stop.
[03:30:06.313 --> 03:30:14.557]  But one thing you can do right now is take control of your body and your family's body by purifying the water that you drink and that you cook with.
[03:30:14.557 --> 03:30:18.138]  And you do it with the highest quality gravity-fed filter out there.
[03:30:18.138 --> 03:30:18.978]  This thing does 10,000 gallons
[03:30:20.359 --> 03:30:23.060]  You can sit there and put hundreds of gallons through in a day.
[03:30:23.060 --> 03:30:27.621]  It purifies very quickly and it cuts out thousands of chemicals to non-detectable levels.
[03:30:27.621 --> 03:30:29.641]  This is what I use, which my family uses.
[03:30:29.641 --> 03:30:31.782]  It's the very best system out there for the lowest price.
[03:30:31.782 --> 03:30:34.582]  For a limited time, 10% off on top of that.
[03:30:34.582 --> 03:30:39.664]  Exclusively at InfowarStore.com on the Alexa Pure Water Filtration System.
[03:30:39.664 --> 03:30:43.285]  In stock and replacement filters for folks that need those in stock.
[03:30:43.285 --> 03:30:45.005]  Get it today and it funds the Infowar.
[03:30:45.365 --> 03:30:46.185]  Don't procrastinate.
[03:30:46.185 --> 03:30:53.187]  This is one of the main areas we can take control of our lives and stop the globalists from hitting us with poison that they allow in the water supply.
[03:30:53.187 --> 03:30:56.667]  In some cases, they add to the water supply like fluoride.
[03:30:56.667 --> 03:30:59.528]  InfoWars is a one-of-a-kind operation.
[03:30:59.528 --> 03:31:03.029]  And so, please, go to InfoWars store and just make a donation.
[03:31:03.029 --> 03:31:04.629]  And you can make it one time or recurring.
[03:31:04.629 --> 03:31:08.070]  You have a little profile there, cancelling time.
[03:31:08.070 --> 03:31:12.411]  Every 15 days, every month, every 3 months, every 6 months, up to 9 months,
[03:31:13.405 --> 03:31:17.227]  You can go in and every month or every week, whenever you want, you program it.
[03:31:17.227 --> 03:31:20.168]  You just click it and then you decide when you want to make a donation.
[03:31:20.168 --> 03:31:21.268]  So please do that as well.
[03:31:21.268 --> 03:31:26.510]  That way we get 95% of it after credit card fees instead of making 20, 30, 40% like we do on the products.
[03:31:26.510 --> 03:31:28.111]  But these really are amazing products.
[03:31:28.111 --> 03:31:30.192]  The big July 4th sale is going on right now.
[03:31:30.192 --> 03:31:32.813]  This is such a critical platform in the fight against the New World Order.
[03:31:32.813 --> 03:31:34.793]  The enemies out in the open were vindicated.
[03:31:34.793 --> 03:31:36.194]  People are listening more than ever.
[03:31:36.194 --> 03:31:38.315]  But in this major recession going into depression,
[03:31:38.875 --> 03:31:41.296]  And with supply chain breakdowns, I know it's hard.
[03:31:41.296 --> 03:31:42.216]  I know times are tough.
[03:31:42.216 --> 03:31:47.477]  So, thank you for your support, but whatever you do, pray for the broadcast and share the articles and the videos.
[03:31:47.477 --> 03:31:50.938]  That you can do for free, and that's just as important as keeping us on air.
[03:31:50.938 --> 03:31:55.859]  So however God leads you in your heart to support us, please support us now, and I thank you from the bottom of my heart.
[03:31:55.859 --> 03:31:56.420]  God bless you.
[03:31:56.420 --> 03:32:02.001]  Tell us about the products, how we support you, how we support all of ourselves, and the big event coming up.
[03:32:03.129 --> 03:32:12.233]  Well, yeah, the first one, you obviously can go to MyPillow.com, use that promo code ALEX, and you can get all these great discounts on all of our products.
[03:32:12.233 --> 03:32:18.055]  And just by visiting this site, you're going to get a $20 free gift emailed to you immediately.
[03:32:18.055 --> 03:32:25.979]  And there's the biggest special we have right now, the 20-year anniversary MyPillow for 1998 for the queen size, normally $69.98.
[03:32:25.979 --> 03:32:30.901]  We're celebrating our anniversary with what my employees love to invest.
[03:32:31.261 --> 03:32:33.703]  Producing and making the MyPillow.
[03:32:33.703 --> 03:32:43.229]  And the model of businessmen and women with can-do know-how using the money for Americana freedom to fight the globalists is what they fear.
[03:32:43.229 --> 03:32:44.730]  That's what the debanking is about.
[03:32:44.730 --> 03:32:46.552]  That's what the financial attacks are about.
[03:32:46.552 --> 03:32:54.177]  That's why we've got to rush to support MyPillow.com and InfoWars.com, plus their great products at both places, because we are the tip of the spear.
[03:32:58.143 --> 03:33:02.759]  Leading a frontal assault on the lies of the New World Order.
[03:33:02.759 --> 03:33:04.064]  It's Alex Jones!
[03:33:14.648 --> 03:33:15.809]  Welcome back to the Alex Jones Show.
[03:33:15.809 --> 03:33:17.650]  I'm your guest host, Jay Dyer, Jason Alesis.
[03:33:17.650 --> 03:33:25.174]  I want to remind you guys that if you're looking for some good entertaining debates, I've got a big debate coming up tomorrow night with one of the top Muslims.
[03:33:25.174 --> 03:33:27.976]  Daniel Hikikachu and I will be doing a debate tomorrow night.
[03:33:27.976 --> 03:33:30.297]  If you go to my social media, you'll see it.
[03:33:30.297 --> 03:33:37.181]  I'll be posting the link everywhere, so follow me on Twitter or on YouTube or wherever.
[03:33:37.181 --> 03:33:41.284]  You'll find that debate, I think, tomorrow night in the evening, seven or so, somewhere in there.
[03:33:41.980 --> 03:33:47.642]  And other debates coming up, too, in the near future with the multiple Islamic opponents.
[03:33:47.642 --> 03:33:52.885]  Jake, the Muslim so-called metaphysician, will be doing a debate, I think, in the near future as well.
[03:33:52.885 --> 03:33:56.506]  So look for those debates coming up.
[03:33:56.506 --> 03:34:01.468]  In regard to, that'll be, I think, my fifth or sixth Islamic debate that I've done.
[03:34:01.468 --> 03:34:08.951]  And I want to get back to this issue, though, of McCarthy, because things are now heating up in this Cold War period, the 1950s, and
[03:34:11.718 --> 03:34:22.266]  When Cord Meyer is not given security clearance, much like in Oppenheimer, when you see that he's denied his security clearance, the FBI then refuses to explain why.
[03:34:22.266 --> 03:34:33.695]  Allen Dulles then counters with this, coming to the defense and refuses the FBI the ability to interrogate Cord Meyer.
[03:34:33.695 --> 03:34:35.437]  McCarthy then realized
[03:34:36.474 --> 03:34:37.114]  We're good to go.
[03:35:06.030 --> 03:35:08.311]  Right-wingers versus commies.
[03:35:08.311 --> 03:35:10.831]  It's more complex than that.
[03:35:10.831 --> 03:35:19.414]  The press all went into a full attack mode and permanently damaged, basically destroyed McCarthy and the coverage regarding Wisner.
[03:35:19.414 --> 03:35:31.657]  Now remember, McCarthy is concerned that there's Soviets and communists in the government, but at this time everybody thinks that it's Stalin and the NKVD running all of this.
[03:35:32.938 --> 03:35:36.920]  And there's a level to which, yes, there were NKVD operatives.
[03:35:36.920 --> 03:35:52.629]  But what's happening is that McCarthy is starting to realize, hey, wait a minute, there's actually a lot of CIA people connected to the CFR because, as you guys remember, many of the early CIA directors and heads, there's a whole string of them, 12 or 15 of them, they're all from the CFR.
[03:35:52.629 --> 03:36:01.233]  McCarthy's beginning to realize that, hey, a lot of these Council on Foreign Relations people, they seem to be kind of on the same page with socialism.
[03:36:01.233 --> 03:36:02.234]  But they're not Soviets.
[03:36:02.847 --> 03:36:13.369]  But even some of them want to align with and reconcile and have a new global government where capitalism merges with Sovietism, the third way.
[03:36:13.369 --> 03:36:26.932]  And so they're starting to figure out, hey, wait a minute, some of these people that are very wealthy, that are even involved in the Cold War, they might be anti-Soviet, but they're not actually anti-Marxist or anti-Socialist.
[03:36:26.932 --> 03:36:27.752]  You see the difference there?
[03:36:29.378 --> 03:36:34.400]  This is why the OSS and CIA bring all of the Frankfurt School Marxists over to the U.S.
[03:36:34.400 --> 03:36:42.204]  to be engaged in cultural warfare or cultural Marxism.
[03:36:42.204 --> 03:36:51.988]  Mockingbird then went into active attack to engage in overthrows of foreign governments, including Arbenz, Guatemala.
[03:36:51.988 --> 03:36:58.651]  Henry Luce was able to censor stories, for example, that would ever appear sympathetic towards anything against
[03:36:59.158 --> 03:37:01.600]  This establishment's cause.
[03:37:01.600 --> 03:37:08.225]  Alan Dulles was even able to keep journalists that were critical of these events from traveling anywhere near Guatemala.
[03:37:08.225 --> 03:37:12.609]  Now, again, that doesn't mean that the communists or the socialists are good guys.
[03:37:12.609 --> 03:37:20.715]  It just means that this control mechanism is in place, and it's now beginning to extend to foreign governments and foreign news stories.
[03:37:20.715 --> 03:37:25.259]  Frank Wisner then steps into the realm of Hollywood.
[03:37:25.259 --> 03:37:28.862]  And according to Hugh Wilford in his book, Mighty Worlitzer, How the CIA Played America,
[03:37:29.582 --> 03:37:32.843]  The CIA then began to take on the notion of cultural Cold War.
[03:37:32.843 --> 03:37:39.185]  This is the work of Frances Stoner Saunders and her book, The CIA and the Cultural Cold War.
[03:37:39.185 --> 03:37:44.727]  Now they want to recruit patriotic anti-communist movie studios.
[03:37:44.727 --> 03:37:49.288]  And again, please think beyond the dialectic here.
[03:37:49.288 --> 03:37:58.071]  It's playing on people's patriotism to get them to support not a real anti-communism, but a Fabian socialist merged model, you see.
[03:37:58.726 --> 03:38:06.049]  This is why the world government that we're going into now is not run by actual outright Marxists or Soviets.
[03:38:06.049 --> 03:38:09.911]  It's run by Fabians who align with big capital.
[03:38:09.911 --> 03:38:13.653]  This is why Klaus has a bust of Lenin.
[03:38:13.653 --> 03:38:19.995]  This is why David Rockefeller wrote about how he liked Mao Zedong.
[03:38:19.995 --> 03:38:28.259]  Wisner was helped by the fact that the House Un-American Activities Committee, chaired by Parnell Thomas, was carrying out investigations into the Hollywood Ten.
[03:38:29.105 --> 03:38:40.268]  Hollywood, HUAC, they interviewed 41 people from Hollywood, including everybody knows about the Hollywood 10, like Bogart and Catherine Hepburn and so forth.
[03:38:40.268 --> 03:38:44.849]  Others like Bertolt Brecht, a playwright, eventually moved to East Germany.
[03:38:44.849 --> 03:38:48.310]  So some of these people were actually into Sovietism, right?
[03:38:48.310 --> 03:38:55.232]  CIA and FBI provided right-wing television producer Vincent Harden information about all the left-wing figures in Hollywood.
[03:38:56.095 --> 03:39:03.181]  But again, part of this was really to just hype up the notion of a Cold War and a threat from the Communists.
[03:39:03.181 --> 03:39:09.847]  Because Humphrey Bogart and Captain Hepburn, they had star power and influence.
[03:39:09.847 --> 03:39:14.591]  They weren't literally turning the country into a Marxist hellhole.
[03:39:14.591 --> 03:39:20.256]  People like David Rockefeller had a lot more power to turn the country into a socialist hellhole.
[03:39:22.509 --> 03:39:25.771]  Then we enter figures like Howard Hughes, who come onto the scene.
[03:39:25.771 --> 03:39:40.840]  Excuse me, I mean, Howard Hughes is already on the scene, but I'm saying that he comes into the picture because he gets involved in the Cold War as well and wants any future profits for any future Soviet wars.
[03:39:40.840 --> 03:39:48.285]  According to Saunders, in her 2000 book, Who Paid the Piper, Wisner recruited several important figures for Operation Mockingbird in Hollywood.
[03:39:48.285 --> 03:39:50.426]  This included OSS filmmaker John Ford,
[03:39:51.124 --> 03:39:55.665]  Studio bosses Cecil B. DeMille of Paramount and Daryl Zanuck of 20th Century Fox.
[03:39:55.665 --> 03:40:02.187]  This is where we begin to get the Hollywood studios recruited into this operation.
[03:40:02.187 --> 03:40:15.390]  Even Howard Hughes, boss of RKO Pictures, according to Charles Hyam, was involved in this because Hughes was interested in the anti-communist crusade so that he could have airline profits from Korean and future Soviet wars.
[03:40:15.390 --> 03:40:19.931]  So it wasn't really about Americanism and winning against the Russians or something like that.
[03:40:21.266 --> 03:40:25.810]  But that's important to understand that this is now the recruitment of Hollywood figures.
[03:40:25.810 --> 03:40:39.923]  And if you saw the recent Guy Ritchie film that was a pretty decent action spy comedy called Operation Fortune, in that Jason Statham, Aubrey Plaza movie, you'll notice that they recruit an actor, right?
[03:40:39.923 --> 03:40:42.605]  Josh Hartnett plays a famous actor who's blackmailed.
[03:40:43.479 --> 03:40:47.581]  So they go to this actor and they say, Hey, we know about you and your mistress.
[03:40:47.581 --> 03:40:54.505]  You're going to come work for us in this intelligence operation run by British intelligence, which is a guess, again, about AI.
[03:40:54.505 --> 03:41:08.273]  So it turns out that just like in the Mission Impossible film, there's an AI that's going to be set loose that will basically cause the world's financial markets through a cyber attack to collapse.
[03:41:08.871 --> 03:41:12.352]  And so British intelligence saves us from the cyber attack, sure.
[03:41:12.352 --> 03:41:12.712]  Yeah, right.
[03:41:12.712 --> 03:41:18.434]  No, they would be the actual ones running the cyber attack, not saving us.
[03:41:18.434 --> 03:41:20.395]  Problem, reaction, solution.
[03:41:20.395 --> 03:41:27.057]  But that movie echoes, in a lot of ways, this new Guy Ritchie movie, what we're talking about here.
[03:41:27.057 --> 03:41:28.458]  Going to these figures like
[03:41:29.246 --> 03:41:37.411]  Howard Hughes, Cecil B. DeMille, and saying, hey, we want you to start helping us out with the Cold War.
[03:41:37.411 --> 03:41:38.771]  Aren't you a patriot?
[03:41:38.771 --> 03:41:40.432]  Do you want the commies to win?
[03:41:40.432 --> 03:41:43.214]  No, you're going to work for us now.
[03:41:43.214 --> 03:41:45.135]  Now, why does all this matter for today?
[03:41:45.135 --> 03:41:48.917]  Because it's no different than now.
[03:41:48.917 --> 03:41:49.958]  What happens now
