[00:00.000 --> 00:12.720]  The year is 2020.
[2:54:43.400 --> 2:54:48.520]  alex this will be the not an october surprise there will be multiple october surprises i think
[2:54:48.520 --> 2:54:53.880]  more than than ever before on both sides and we got to really stay vigilant about fact checking
[2:54:53.880 --> 2:54:58.600]  stuff as it comes out because this wisconsin stuff it's all fake those are justified shootings all
[2:54:58.600 --> 2:55:03.640]  of them and just don't count on the oh the media is covering up on something that happens so you
[2:55:03.640 --> 2:55:10.360]  just they're going well i can't get the truth out band.video info wars.com news wars.com the other
[2:55:10.360 --> 2:55:17.480]  sites we have like censored by jack.com and our election center 2020.com those are all there those
[2:55:17.480 --> 2:55:22.040]  links aren't censored yet you're able to share those tomorrow i'll be talking more about it on the
[2:55:22.040 --> 2:55:26.840]  war room today and coming up in 55 minutes owens going to be showing you the url to share in the
[2:55:26.840 --> 2:55:31.080]  fight because you're not just part of the fight you're the sword you're the will you're the guts
[2:55:31.080 --> 2:55:35.000]  you're the brains i mean if you don't share these links these live feeds these articles
[2:55:35.000 --> 2:55:38.920]  then the enemy wins you take action we win stay with us special guest those coming up
[2:55:39.880 --> 2:55:46.840]  the new world order is a planetary corporate plan for world government but world government is
[2:55:46.840 --> 2:55:53.880]  only the control grid now inner members of the cult are told that they are going to transcend and
[2:55:53.880 --> 2:56:00.520]  become gods and attain immortality but the price for that is to carry out the orderly extermination
[2:56:00.520 --> 2:56:07.160]  of all carbon based line forms that's why they say carbon is bad they are rewriting the entire
[2:56:07.160 --> 2:56:14.840]  genetic code of the planet they are playing god they believe they have been inspired by interdimensional
[2:56:14.840 --> 2:56:21.960]  entities that are giving them advanced technology to carry out this transformation i know this sounds
[2:56:21.960 --> 2:56:29.800]  insane but if you read the writings of the globalist it's all on record you have been warned you have
[2:56:29.800 --> 2:56:36.920]  been given the information to say no to this plan this is the end of all life on earth as we know it
[2:56:36.920 --> 2:56:47.240]  this is the alien takeover of earth
[2:56:47.240 --> 2:57:05.720]  all right welcome to the alex jones show the alex jones show is the most powerful show in
[2:57:05.720 --> 2:57:12.600]  america today in the realm the world this is your host teacher today and i am hosting
[2:57:12.600 --> 2:57:17.400]  the fourth hour of the most powerful show in america today the alex jones show my name
[2:57:17.400 --> 2:57:23.320]  is bishop larry gators i am the host of the nationally and internationally syndicated radio
[2:57:23.320 --> 2:57:29.000]  show global spiritual revolution radio through the eye heart radio network in the eye heart
[2:57:29.000 --> 2:57:33.320]  media group also here in new york city new york and i'm also the host of global spiritual
[2:57:33.320 --> 2:57:40.680]  revolution radio through the live radio network 92.9 f m 14 60 a.m i want to talk about for the
[2:57:40.680 --> 2:57:51.880]  next 45 to 55 minutes a new cold war the global vaccination industrial complex again a brand new
[2:57:51.880 --> 2:57:59.560]  cold war the global vaccination industrial complex now remember one of the greatest historians
[2:57:59.560 --> 2:58:08.440]  in theologians in history a man by the name of barack day spinoza once said and i quote what altar of
[2:58:08.440 --> 2:58:18.520]  refuge can a man find himself when he commits treason against the majesty of reason let me
[2:58:18.520 --> 2:58:27.080]  say that again because that's a powerful comment what altar of refuge can a man find himself when
[2:58:27.080 --> 2:58:35.560]  he commits treason against the majesty of reason so then you and i are in the midst of the greatest
[2:58:35.560 --> 2:58:43.720]  global cover-up in human history not through the weapons of an atom or a hydrogen bomb you and i
[2:58:43.720 --> 2:58:52.120]  are eyewitnessing a present day takeover not just of our country but all of the 207
[2:58:52.120 --> 2:58:58.200]  nations upon the face of the earth through the global vaccinal industrial complex where we are
[2:58:58.200 --> 2:59:05.960]  told all 7.7 billion people upon the face of this planet are told to socially distance themselves
[2:59:05.960 --> 2:59:11.880]  by six feet now think about this number before we get into this vaccinal industrial conspiracy
[2:59:12.600 --> 2:59:20.840]  there are 7.7 billion people upon the face of this planet but we are told to socially distance
[2:59:20.840 --> 2:59:32.360]  ourselves by six feet or degrees from each other so 7.7 billion people times six feet equals 46
[2:59:32.360 --> 2:59:41.320]  billion two hundred million degrees of separation through sections what does that mean this year
[2:59:41.320 --> 2:59:49.240]  well look at the number 46 you and i have 46 chromosomes in our human genome 23 from the
[2:59:49.240 --> 2:59:57.000]  father 23 from the mother in genesis chapter three now in order for you and i to understand from a
[2:59:57.000 --> 3:00:04.600]  geopolitical and a scientific standpoint paradigm of what you and i are experiencing today
[3:00:04.600 --> 3:00:13.240]  through this scam called covid-19 we have to dissect this from a spiritual paradigm it's a
[3:00:13.240 --> 3:00:23.720]  spiritual factor so then 7.7 billion people times six feet from each other equals 46 billion 200
[3:00:23.720 --> 3:00:33.480]  million degrees of separation so in genesis chapter three verses one four and five the serpent
[3:00:33.480 --> 3:00:43.800]  speaks approximately 46 words to the woman called e you and i have 46 chromosomes 23 from the father
[3:00:43.800 --> 3:00:51.640]  23 from the mother so the in genesis chapter three verse one the serpent speaks 14 words to
[3:00:51.640 --> 3:00:59.880]  the woman chapter three verse four the serpent speaks five words to the woman in chapter three
[3:00:59.880 --> 3:01:12.120]  verse five the serpent speaks 27 words that's 46 words that the serpent spoke to the woman as we're
[3:01:12.120 --> 3:01:20.760]  talking about this 46 billion 200 million degrees of separation which equals about 7.7 billion people
[3:01:20.760 --> 3:01:27.720]  times six feet in circumference that which is also called not just social distancing
[3:01:27.720 --> 3:01:34.920]  but the gestalt theory now one may say i'm just laying the foundation here as we're talking about
[3:01:34.920 --> 3:01:42.600]  this new cold war the global and vaccination industrial complex a nazi clinical psychologist
[3:01:42.600 --> 3:01:51.080]  in 1930 a man by the name of dr kurt luan traveled from germany and came to stanford university
[3:01:51.080 --> 3:01:59.160]  to create the pericycology research institute that they specialize in mind control through lsd
[3:01:59.160 --> 3:02:07.480]  well what is the first letter of lucifer l satan s deva d this your lsd so to understand the global
[3:02:07.480 --> 3:02:16.120]  vaccinal industrial complex you cannot look at it from a geopolitical paradigm you have to look
[3:02:16.120 --> 3:02:22.840]  at it from a spiritual paradigm why because you and i are not fighting against flesh and blood
[3:02:23.400 --> 3:02:30.840]  you and i are not fighting against dr loto toning midget bounty and dr deva 3000 scarves burks and
[3:02:30.840 --> 3:02:40.360]  through dawn sweet tea lemon okay and through um all of the crack news network devils and through msm
[3:02:40.360 --> 3:02:49.640]  bc and rachel mad cow madel you and i are fighting against a invisible enemy like our great president
[3:02:49.640 --> 3:02:57.480]  said concerning this global vaccination industrial complex so 46 number for the fall of adam we did
[3:02:57.480 --> 3:03:04.120]  not have chromosomes you and i have chromosomes because of our contact with the surface but this
[3:03:04.120 --> 3:03:14.040]  of the 200 million well the number 200 is in enic chapter six where 200 fallen angels called a
[3:03:14.040 --> 3:03:24.680]  knock ins nut the lens or democidae may they pack a contract with lucifer satan the devil lsd
[3:03:24.680 --> 3:03:35.240]  and 10 percent of the 200 angels that were on mount herman the same mountain that jesus took
[3:03:35.240 --> 3:03:43.560]  peter's james and john called them out a transfiguration in matthew mark and luc and stayed for a
[3:03:43.560 --> 3:03:56.120]  protracted 20 days but yet in enic chapter six you got 20 names of the 200 angels which did
[3:03:56.120 --> 3:04:07.160]  infect humanity with a new cold war through genetic manipulation by the way it is called
[3:04:07.160 --> 3:04:15.960]  the global vaccinal industrial complex so that in order for you and i to understand this from a
[3:04:15.960 --> 3:04:25.160]  geopolitical and a scientific point of view we have to dissect it first from a spiritual view
[3:04:25.160 --> 3:04:35.800]  or a spiritual paradigm so this new cold war is one of vaccination but is through the prism of
[3:04:35.800 --> 3:04:44.840]  manipulation so then there are there is a three tier level of manipulation that you and i are
[3:04:44.840 --> 3:04:51.400]  experiencing not just here in america but around the world concerning this new cold war the global
[3:04:51.400 --> 3:04:59.800]  vaccinal industrial complex and this three tier level of manipulation is the manipulation of
[3:04:59.800 --> 3:05:10.040]  reality that's called eso kinesis the manipulation of time that's called chrono kinesis and the
[3:05:10.040 --> 3:05:20.920]  manipulation of probability that's called tycho kinesis well eso kinesis e chrono kinesis c
[3:05:20.920 --> 3:05:30.040]  tycho kinesis t that is not only the acronym for the term et cetera et cetera which in its
[3:05:30.040 --> 3:05:39.880]  origination or its origin is used by witches and warlocks to put hexes and curses on humanity
[3:05:39.880 --> 3:05:51.160]  but also this term et is an acronym for electro convulsive therapy so when we get back during
[3:05:51.160 --> 3:05:57.320]  the second part of today's show concerning the new cold war the global vaccination industrial
[3:05:57.320 --> 3:06:05.080]  complex we're we're going to get further into this global conspiracy of the origin the birth
[3:06:05.080 --> 3:06:14.920]  in the execution of this plan of the population through both manipulation and vaccination and
[3:06:14.920 --> 3:06:20.280]  so we'll see you guys here in the next three to five minutes on the most powerful show in america
[3:06:20.280 --> 3:06:28.040]  of the alex joneshow with your guest host teacher in moderated today bishop larry gators we see you
[3:06:28.040 --> 3:06:41.400]  here in the next three to five minutes attention attention attention to anyone that still wants
[3:06:41.400 --> 3:06:47.480]  to live in a free country the new world order chi com globalist syndicate is making its move to
[3:06:47.480 --> 3:06:53.160]  implode the dollar and thrust the united states into a civil war by contesting the election
[3:06:53.160 --> 3:06:56.920]  they are openly working in this at the highest levels of democratic party
[3:06:56.920 --> 3:07:01.480]  dancy polosi and others have gone on television and said they will contest the election
[3:07:01.480 --> 3:07:07.480]  trump is going they will hold a separate inauguration for biden and kamala harris and that anyone
[3:07:07.480 --> 3:07:12.040]  challenging that will be called a racist they will then trigger race riots and violence they've
[3:07:12.040 --> 3:07:18.120]  already beta tested around the country we are not living in normal times when these types of
[3:07:18.120 --> 3:07:22.440]  things happen in history people are usually caught flat-footed because they can't believe
[3:07:22.440 --> 3:07:27.800]  that they're living in such a criminal era we are we are living in the period where this criminal
[3:07:27.800 --> 3:07:33.080]  globalist syndicate has been feeding on america is being exposed and removed now is the time for
[3:07:33.080 --> 3:07:37.480]  all good men and women to come to their aid of the country spread the word now paul reviers
[3:07:38.760 --> 3:07:46.760]  how do you contest an election in the year 2020 well you trigger race riots and you tell the blue
[3:07:46.760 --> 3:07:50.840]  states and blue cities when you're the speaker of the house that you are legitimately now the
[3:07:50.840 --> 3:07:55.800]  president that's what she's been said on cbs news and then you're going to have those blue
[3:07:55.800 --> 3:08:01.720]  states succeed yes that's officially called a civil war ladies and gentlemen and the democrats
[3:08:01.720 --> 3:08:06.600]  are backed by the e you hollywood the chai comms and the whole globalist system this is treason
[3:08:06.600 --> 3:08:12.200]  with a capital t and our federal government is so paralyzed with cowards they won't even stand up
[3:08:12.200 --> 3:08:15.960]  against it and do anything even though our president has been exposing it but here's the
[3:08:15.960 --> 3:08:20.760]  bottom line you need storeable food we've got the best quality ready to ship to you right now
[3:08:20.760 --> 3:08:24.360]  two to four week delivery with 80 days out from the election you need to get high quality
[3:08:24.360 --> 3:08:29.160]  storeable food right now in case they are able to pull this off we're gonna have a great depression
[3:08:29.160 --> 3:08:32.760]  war on the streets it'll make a road warrior look like a cake walk your high quality storeable
[3:08:32.760 --> 3:08:37.240]  foods now and get ready and get prepared at infowarstore.com get prepared
[3:08:37.240 --> 3:08:49.160]  you're listening to the alex jones show
[3:08:59.480 --> 3:09:04.120]  welcome back to the most powerful show in america today the alex jones show
[3:09:04.120 --> 3:09:11.160]  show here with your guest host of the fourth hour of the alex jones show bishop larry gators
[3:09:11.160 --> 3:09:18.600]  and we are discussing with you guys today a new cold war on the global um you know manipulation
[3:09:18.600 --> 3:09:25.240]  not of just humanity but this global vaccinal industrial complex where they're used in the
[3:09:25.240 --> 3:09:34.040]  manipulation of reality isokinesis in time chronokinesis through the prism of the manipulation
[3:09:34.040 --> 3:09:42.760]  of probability that you and i call tycho kinesis so let's examine if you will the origins of the
[3:09:42.760 --> 3:09:52.120]  term of vaccination to understand vaccination i want you and i to look up a powerful book called
[3:09:52.120 --> 3:10:01.800]  edward jenner md okay english he was a english physician edward jenner md is by the author
[3:10:01.800 --> 3:10:14.840]  okay uh f daughtry drew wit capital t capital d r e w i t t so edward jenner md but the author
[3:10:14.840 --> 3:10:27.400]  uh is f daughtry capital d a w t r y drew wit capital d r e w i w t now you will see on the cover
[3:10:27.400 --> 3:10:35.560]  of that book uh dr edward jenner a sketch of his right arm on a tree lift and on the right hand
[3:10:35.560 --> 3:10:42.920]  side of dr edward jenner uh who may or may not be related to the jenner family out of hollywood
[3:10:42.920 --> 3:10:53.480]  uh it has a serpent behind him uh on this tree now again that's in the book edward jenner md
[3:10:53.480 --> 3:11:05.800]  by f daughtry d a w t r y drew wit capital d r e w i t t now you don't see the head of the serpent
[3:11:05.800 --> 3:11:16.760]  because the head of this serpent is dr edward jenner so the term vaccine was coin there you go
[3:11:16.760 --> 3:11:25.640]  so the life of edward jenner uh he was a naturalist and he was also the creator of the jenneran
[3:11:25.640 --> 3:11:34.360]  secret society uh funded by both the rock child dynasty in great britain through the royal secret
[3:11:34.360 --> 3:11:45.880]  society so in the 1700s the term here uh vaccine or vaccination was coined by dr edward jenner
[3:11:46.600 --> 3:11:55.480]  now the term vaccine is a combination of two persian words man i love teaching so the term
[3:11:55.480 --> 3:12:07.560]  vaccine capital v a double c i it means to genetically alter in persian so that's the
[3:12:07.560 --> 3:12:15.800]  of that guy not only means calpops but according to the persian lexicontext vaccine means to be
[3:12:15.800 --> 3:12:25.560]  genetically altered or change then we have the term nation so when we talk about vaccination
[3:12:26.120 --> 3:12:32.360]  concerning this new cold war the global vaccinal industrial complex through the prism
[3:12:32.920 --> 3:12:40.680]  of the manipulation of reality time and probability so vaccination simply means
[3:12:40.680 --> 3:12:51.880]  the genetically altering or the genetically manipulation of human dna human rna including
[3:12:51.880 --> 3:13:01.640]  non-human dna in rna to the nations that see nations so then according to the global lucifer
[3:13:01.640 --> 3:13:13.640]  in deep state their plan is to inoculate you well look at the term inoculate or in not can
[3:13:13.640 --> 3:13:24.040]  and this is where we also get the greek term in not can like in knocking keys now remember going
[3:13:24.040 --> 3:13:34.760]  back to the 15 and 1600s there was a high level witch and warlock by the name of john d whose
[3:13:34.760 --> 3:13:47.160]  moniker was 007 or two ball came from genesis chapter four verse 22 so he john d was a practitioner
[3:13:47.160 --> 3:13:57.400]  of isokinesis the manipulation of reality a practitioner of chronokinesis the manipulation
[3:13:57.400 --> 3:14:08.920]  of time through the prism of the manipulation of probability tycho kinesis so john d he had
[3:14:08.920 --> 3:14:18.040]  totally manipulated three levels of the british crown or throne now we talk about throne we're
[3:14:18.040 --> 3:14:27.560]  talking about not just a seat but a way of thinking so john d in the 1500s up until the time of his
[3:14:27.560 --> 3:14:39.320]  death in the early 1600s whose moniker was 007 had totally manipulated the reality time and
[3:14:39.320 --> 3:14:46.680]  probability of the kingdom of great britain as we're breaking down for you guys schematically
[3:14:47.400 --> 3:14:57.000]  this new cold war through the vaccinate national industrial complex now i want you students to
[3:14:57.000 --> 3:15:06.600]  write down these two words ochio capital o double c h i o which means a caustic i
[3:15:07.480 --> 3:15:21.160]  then the term nero in er o so the term ochio nero represents the ochio nero conspiracy wait a
[3:15:21.160 --> 3:15:30.600]  minute in the bishop what is the ochio nero conspiracy what is based upon the piscian
[3:15:30.600 --> 3:15:47.320]  conspiracy going back to 65 ad where a man a roman state senator by the name of gaius calpurnius
[3:15:47.320 --> 3:15:55.800]  pie so from which we get the term piscian conspiracy so then guys along with seven
[3:15:55.800 --> 3:16:06.920]  other state senators their job was to create an application of the throne of nero eight men
[3:16:06.920 --> 3:16:15.640]  because the term ochio or ochi is an italian word of meaning eight so not too long ago
[3:16:15.640 --> 3:16:23.160]  two years ago you had people like barack obama pope frances being backed by the global vatican
[3:16:23.160 --> 3:16:30.120]  system the present day prime minister and president of italy in the former prime minister
[3:16:30.120 --> 3:16:39.160]  and president of italy and including the black nobility of europe tried to create a present
[3:16:39.160 --> 3:16:48.360]  day piscian conspiracy by removing donald j trump but it did not succeed so then when
[3:16:48.360 --> 3:16:57.800]  we break down this global conspiracy not through the weapons of mass destruction like a adam
[3:16:57.800 --> 3:17:06.200]  or a hydrogen bomb you and i are living a truman show you remember the 1990 movie the truman show
[3:17:06.200 --> 3:17:14.200]  uh which um with uh carrie you know and jim carrie and i believe there was a man um that
[3:17:14.200 --> 3:17:22.760]  played the part of christoff named ed harris so then who is playing christoff today the global
[3:17:22.760 --> 3:17:32.440]  luciferian deep state whereas they're manipulating 7.7 ill truman burpings we see here in the next
[3:17:32.440 --> 3:17:48.840]  two to three minutes for the alex jones show the answer to 1984 is 1776
[3:17:50.360 --> 3:17:55.320]  info wars has been banned arrested
[3:17:55.320 --> 3:18:06.520]  attacked and threatened because we are effective the great awakening is here
[3:18:06.520 --> 3:18:17.160]  go to band dot video download the videos and share support the information war at infowarstore.com
[3:18:17.160 --> 3:18:25.960]  and never give up the fight
[3:18:31.560 --> 3:18:33.960]  info wars dot com
[3:18:36.040 --> 3:18:40.920]  constantly whether it's the new york times the washington post or howard stern of a blue
[3:18:40.920 --> 3:18:45.800]  name and they come out and they attack you full war saying jones claims civil wars company
[3:18:45.800 --> 3:18:51.640]  and financial collapse and planetary lockdowns using viruses and he tells people they should get
[3:18:51.640 --> 3:18:57.160]  off the grid and get prepared and have storeable food if they can and now everything i've warned
[3:18:57.160 --> 3:19:03.080]  people about is coming true because it was all in the rockfeller foundation documents like lock step
[3:19:03.080 --> 3:19:09.640]  this is the corporate planetary takeover so yes i stand by what i said 10 years ago what i said a
[3:19:09.640 --> 3:19:14.760]  year ago and what i said last week more than ever get your high quality storeable foods at info
[3:19:14.760 --> 3:19:19.960]  wars store dot com that's one of the key checkmarks of the checkboxes you've got to have checked off
[3:19:19.960 --> 3:19:25.800]  info wars store dot com and their delivery is now one to two weeks get it before the next big
[3:19:25.800 --> 3:19:31.240]  rushed comps take action get the best storeable food at the best price now at info wars store
[3:19:31.240 --> 3:19:37.960]  dot com and it supports the info war i'm gonna say something right now there's one of the most
[3:19:37.960 --> 3:19:44.840]  important things i've ever said so please listen very very carefully donald trump is not the reason
[3:19:44.840 --> 3:19:49.560]  they released covet or had the lockdown they already had this plan the rockfeller foundation
[3:19:50.120 --> 3:19:56.200]  and billa melinda gates it is beyond critical it is life and death for you and your family to
[3:19:56.200 --> 3:20:02.280]  understand about a real on the planet but this is a worldwide world government takeover on record
[3:20:02.280 --> 3:20:08.920]  that it's never going to end the united nations has admitted that first it's a month then it's six
[3:20:08.920 --> 3:20:14.360]  months then they say okay it's two years they're now saying two years they're now saying you'll never
[3:20:14.360 --> 3:20:20.680]  go back to normal no more gatherings no more anything constant force inoculations that they
[3:20:20.680 --> 3:20:27.320]  admit don't even work in the way they say they work they change your dna this is the culling
[3:20:27.320 --> 3:20:32.280]  of the planet this is the beginning of the straitjacket being put on you before you're slowly
[3:20:32.280 --> 3:20:58.760]  tortured to death and kill do you understand you're listening to the alex jones show
[3:20:58.760 --> 3:21:06.680]  welcome back to the alex jones show on the most powerful network in america and around the world
[3:21:06.680 --> 3:21:12.840]  in four wars here with your guest host for our fourth hour bishop larry gators we are talking
[3:21:12.840 --> 3:21:19.400]  about a new cold war the global vaccination industrial complex so the goal of the d state
[3:21:19.400 --> 3:21:27.640]  is to genetically alter our dna so that you and i have a hundred billion neurons in our brain
[3:21:27.640 --> 3:21:38.520]  and billions of cells in our genome so you and i had 37.2 trillion cells okay but yet
[3:21:38.520 --> 3:21:44.840]  who your biblical students um when we're talking about the points of a letter concerning the word
[3:21:44.840 --> 3:21:49.720]  of god let me tell you let me give you an example what a pointology is so let's say the letter c has
[3:21:49.720 --> 3:21:58.120]  one two points or the letter d has one two three or z has one two three four so the human genome
[3:21:58.120 --> 3:22:09.720]  has 37.2 trillion cells but there are 37.2 billion points of a letter in the word of the lord
[3:22:10.280 --> 3:22:19.640]  and jesus christ our savior and our soon coming king perform 37 miracles in the gospels that cannot
[3:22:19.640 --> 3:22:27.000]  be by accident as we're talking about this new cold war the global uh vaccinal industrial complex
[3:22:27.000 --> 3:22:37.240]  that every cell every gene every dna and rna strand in your body and mind represents a
[3:22:37.240 --> 3:22:45.160]  letter in the word of god so then that's why people like dr tonalota midget bouchie and dr
[3:22:45.160 --> 3:22:52.840]  deba 3000 scott's bergs okay through the media through don sweet tea lemon okay um through
[3:22:52.840 --> 3:23:02.600]  chris chris fredo quomo they're trying to manipulate the reality time and probability of america
[3:23:02.600 --> 3:23:09.640]  through vaccination so there's a family called the monsanto family now you know about the monsanto
[3:23:09.640 --> 3:23:19.640]  corporation that is has been genetically modified food through gmos for decades but the monsanto
[3:23:19.640 --> 3:23:31.400]  family uh began its bloodline in 1115 ad there was a man by the name of Pedro fernandez del castrol
[3:23:31.400 --> 3:23:43.400]  not monsanto castrol so Pedro fernandez del castrol was one of the grand masters of the
[3:23:43.400 --> 3:23:54.200]  order of centi algal okay which was a secret society both in portugal and spain and he founded
[3:23:54.200 --> 3:24:05.400]  a village in portugal called the monsanto village so during the 1400s the castrol bloodline that
[3:24:05.400 --> 3:24:17.080]  began 1115 ad through Pedro fernandez castrol that family changed their name from castrol to
[3:24:17.080 --> 3:24:27.640]  monsanto why because they wanted to escape the spanish inquisition through queen isabella
[3:24:27.640 --> 3:24:38.600]  during the 1400s and so then this monsanto family later was excommunicated out of dutch
[3:24:38.600 --> 3:24:47.720]  holland and out of the netherlands in 1757 through the edict of king charles the fifth in later
[3:24:47.720 --> 3:24:55.560]  king charles the sixth with the backing of the hapsburg empire including with the backing of
[3:24:55.560 --> 3:25:06.200]  the vatican global system why because the monsanto family even during the mid 1700s were genetically
[3:25:06.200 --> 3:25:16.120]  modifying their fruit and their vegetables poisoning eastern and central and western europe
[3:25:16.680 --> 3:25:25.240]  so they were escommunicated in 1757 isaac monsanto we're talking about this new cold war the global
[3:25:25.240 --> 3:25:32.600]  and vaccination industrial complex so to understand what's going on today we had to go back in its
[3:25:32.600 --> 3:25:40.760]  foundation of yesteryear to understand what's going on in the foreground so isaac monsanto
[3:25:40.760 --> 3:25:51.240]  quickly in 1757 his entire family was excommunicated out of holland and part of his family out of the
[3:25:51.240 --> 3:26:02.360]  netherlands including a friend of his by the name of moses lazarus now moses lazarus was not only a
[3:26:02.360 --> 3:26:11.560]  depopulationist but a brutal slave owner who then was excommunicated out of holland and out of the
[3:26:11.560 --> 3:26:17.880]  netherlands because of the inquisition of the dutch holland inquisition through the netherlands
[3:26:17.880 --> 3:26:27.080]  and moses lazarus family moved to south america then the south american government with the backing
[3:26:27.080 --> 3:26:37.000]  of the nation of portugal in spain excommunicated moses lazarus again this time out of central
[3:26:37.000 --> 3:26:45.720]  south america and the lazarus family moved to new york city where the daughter of moses lazarus
[3:26:45.720 --> 3:27:00.760]  was a communist a socialist a marxist who wrote a manifesto in 1883 concerning the great colossus
[3:27:00.760 --> 3:27:12.600]  or the new colossus that woman is emma lazarus emma lazarus her father was a brutal slave owner
[3:27:12.600 --> 3:27:19.960]  moses lazarus in south america and emma lazarus the one that said give me a tie your poor
[3:27:19.960 --> 3:27:28.040]  you're hungry yearning to be free she was a communist so the face of the statue of liberty
[3:27:28.760 --> 3:27:35.720]  was a communist and as a side note i'm not teaching race now that the original statue of liberty
[3:27:35.720 --> 3:27:43.160]  was a woman of color that the french gave to the analysis as a gift a woman who had a bible in her
[3:27:43.160 --> 3:27:48.680]  right hand and the ball broken ball and chain and her left but the global the global lucifer and
[3:27:48.680 --> 3:27:57.160]  deep state on the left these demon rats they didn't want that so they chose the face of emma lazarus
[3:27:57.160 --> 3:28:07.320]  as a con in its let's move on here so then the term that's a national now look at the corporations
[3:28:07.320 --> 3:28:21.400]  of bayer in i g farben now i g forman had created zycon b during the holocaust during the advent
[3:28:21.400 --> 3:28:33.080]  of world war two between 1933 and 1945 now the term here zycon okay when interpreted
[3:28:33.080 --> 3:28:42.280]  in persia this is going to blow your mind the persian interpretation for zycon is the term
[3:28:42.280 --> 3:28:55.880]  suit test write it down capital s u t e f suit tip means to liquidate ah so the term suit tip
[3:28:56.920 --> 3:29:03.800]  written from right the left because he brew and writings from the east is not written from left
[3:29:03.800 --> 3:29:12.760]  the right is written from right the left that term suit tip becomes the word fetus i want you
[3:29:12.760 --> 3:29:19.480]  to listen to me here as we're talking about this global vaccinal industrial complex through the
[3:29:19.480 --> 3:29:30.040]  prism of manipulation this new cold war so the term the persian term towards zycon is the term
[3:29:30.040 --> 3:29:40.600]  suit tip capital s u t e f which means to liquidate or fetus so then as we're talking about this
[3:29:40.600 --> 3:29:47.320]  global vaccinal industrial complex now what the bishop is about to teach you is going to blow
[3:29:47.320 --> 3:29:56.600]  your mind and we will be back here right after the break to go into this sinister global
[3:29:56.600 --> 3:30:05.560]  vaccinal plan of the population where the entire us food supply must be overhauled this is your
[3:30:05.560 --> 3:30:12.680]  guest host today on the alex joneshow as we're talking about this new cold war the global
[3:30:12.680 --> 3:30:19.720]  vaccinal industrial complex we will see you back here in about two to three minutes time on the alex
[3:30:19.720 --> 3:30:39.720]  joneshow info wars the democrats are just going more and more left many positive about socialism
[3:30:39.720 --> 3:30:46.360]  liking it more than capitalism many of the ideas we fought for that were considered radical on now
[3:30:46.360 --> 3:30:53.160]  mainstream the radical left has taken over the democratic party and joe biden is marching in
[3:30:53.160 --> 3:30:59.080]  lockstep with them biden and the far left are promising to crush middle-class families with
[3:30:59.080 --> 3:31:04.040]  trillions in new taxes that you let me your taxes are going to be raised not cut promising
[3:31:04.040 --> 3:31:10.600]  amnesty and healthcare for 11 million illegal immigrants citizenship for 11 million undocumented
[3:31:10.600 --> 3:31:16.680]  folks promising to shut down energy exploration killing jobs and hurting america's economy
[3:31:19.720 --> 3:31:26.440]  in joe biden's america the radical left get whatever they want and you get to pay for it
[3:31:26.440 --> 3:31:35.400]  they've already taken over joe biden and the democratic party don't let them take over america
[3:31:36.440 --> 3:31:41.640]  i don't have to tell you that fish oil is known to be so good for your brain so good for your
[3:31:41.640 --> 3:31:48.760]  heart so good for your cells your cardiovascular system your lungs your sleep it's amazing well
[3:31:48.760 --> 3:31:55.880]  we set out a few years ago to go out and develop with top manufacturers the strongest highest quality
[3:31:55.880 --> 3:32:01.880]  purest fish oil out there and this blend is amazing ultimate fish oil back in stock at
[3:32:01.880 --> 3:32:09.640]  imploreshore.com wild anchovy purified fish oil ultra pure arctic krill oil high quality wild
[3:32:09.640 --> 3:32:16.280]  caught salmon oil vitamin d vitamin e supports optimal heart health supports optimal joint health
[3:32:16.280 --> 3:32:20.920]  supports optimal cognitive health supports immune function supports vascular health supports
[3:32:20.920 --> 3:32:25.960]  circulatory health it goes on and on get your ultimate fish oil discounted with free shipping
[3:32:25.960 --> 3:32:31.720]  right now at implorestore.com and ultimate krill oil as well implorestore.com
[3:32:35.720 --> 3:32:42.840]  incrementalism the inchworm effect successive approximation first they tell you only stay
[3:32:42.840 --> 3:32:48.440]  in your house for 15 days so the hospitals can stay empty that was all a fraud didn't wear a mask
[3:32:48.440 --> 3:32:54.280]  for a month here we are six months later then they start making people at colleges and at big
[3:32:54.280 --> 3:33:01.240]  corporations where wristbands showing that they've been quote contact traced and tested for covid
[3:33:01.240 --> 3:33:07.240]  then comes the apps on your phones and the global social credit score now being rolled out by virginia
[3:33:07.240 --> 3:33:12.520]  california and others it's not coming it's here and then the inoculations if you ever want to
[3:33:12.520 --> 3:33:18.840]  leave your house which amounts to force inoculations this is the medical tyranny takeover these are
[3:33:18.840 --> 3:33:24.520]  not classic vaccines that have their own problems these are dna vaccines that change your dna and
[3:33:24.520 --> 3:33:31.080]  are having massive serious side effects guaranteed this is about the population bill gates admits
[3:33:31.080 --> 3:33:37.240]  that this is an emergency resist or die the new world order is here when the corrupt establishment
[3:33:37.240 --> 3:33:43.720]  began pushing joe biden two years ago they knew he had serious cognitive problems he has always
[3:33:43.720 --> 3:33:49.640]  been an implicit that does what he's told by the globalist and their allied crime syndicates
[3:33:49.640 --> 3:33:55.000]  kamala harris is even worse and does whatever she's told she's bought and paid for by silicon
[3:33:55.000 --> 3:34:02.600]  valley the chai comms and others so she has been chosen because she's part african and now anyone
