[00:00:00.069 --> 00:00:01.290]  Welcome my friends.
[02:18:53.323 --> 02:18:54.603]  It makes it a hundred times harder.
[02:18:54.603 --> 02:19:00.646]  We're now reaching 20-30 percent, depending on whose survey you look at, but a large portion of the U.S.
[02:19:00.646 --> 02:19:01.766]  now has these integrated.
[02:19:05.154 --> 02:19:06.515]  You understand, folks?
[02:19:06.515 --> 02:19:10.858]  So they're integrating total censorship of InfoWars and Prison Planet right now.
[02:19:10.858 --> 02:19:13.921]  That's why we need you to tell your friends and family about the sites.
[02:19:13.921 --> 02:19:17.343]  We need you to spread the word about them or we won't be here.
[02:19:17.343 --> 02:19:22.888]  There'll come a day where it's very hard to get to our sites.
[02:19:22.888 --> 02:19:24.729]  And, uh, or very hard to find us.
[02:19:24.729 --> 02:19:26.591]  We'll be walled off everywhere.
[02:19:26.591 --> 02:19:33.596]  They're trying to kill the viral nature of our information warfare frequency.
[02:19:33.596 --> 02:19:34.857]  They're trying to block it.
[02:19:36.149 --> 02:19:40.171]  And you bet they better block it because we're like a virus that's gonna bring down their system.
[02:19:40.171 --> 02:19:41.892]  But we're a virus that gives life.
[02:19:41.892 --> 02:19:45.534]  We're actually an antibiotic that's blocking their bacterial infection.
[02:19:45.534 --> 02:19:49.315]  So they're trying to create a toxin to block us.
[02:19:49.315 --> 02:19:51.797]  It is a big idea.
[02:19:51.797 --> 02:19:53.557]  A new world order.
[02:19:53.557 --> 02:19:54.478]  In the near future.
[02:19:55.385 --> 02:19:58.047]  Earth is dominated by a powerful world government.
[02:19:58.047 --> 02:20:01.269]  It's known as the Bilderberg Group.
[02:20:01.269 --> 02:20:04.050]  Could their objective be world domination?
[02:20:04.050 --> 02:20:07.252]  For thousands of years, their dark order grew.
[02:20:07.252 --> 02:20:14.557]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[02:20:17.594 --> 02:20:23.036]  For the first time in history, the elite's plan for world government is blown wide open.
[02:20:23.036 --> 02:20:26.917]  You will learn the secret that drives the entire New World Order agenda.
[02:20:26.917 --> 02:20:29.457]  Bill of Rights is making great progress toward a world government.
[02:20:29.457 --> 02:20:30.618]  Most people have no idea.
[02:20:30.618 --> 02:20:31.418]  They're not after money.
[02:20:31.418 --> 02:20:32.698]  They have all the money they need.
[02:20:32.698 --> 02:20:33.678]  They're after power.
[02:20:33.678 --> 02:20:34.819]  That's their aphrodisiac.
[02:20:34.819 --> 02:20:38.980]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[02:20:39.580 --> 02:20:43.549]  Or watch it online right now at PrisonPlanet.tv.
[02:20:43.549 --> 02:20:44.331]  Endgame.
[02:20:44.331 --> 02:20:46.356]  Blueprint for global enslavement.
[02:20:46.356 --> 02:20:47.519]  You have been warned.
[02:20:48.362 --> 02:20:53.824]  It's progressing, and it's only a short time until it's completely taken over every aspect of your life.
[02:20:53.824 --> 02:20:55.725]  We are entering martial law.
[02:20:55.725 --> 02:20:58.426]  There are ten telling signs of martial law.
[02:20:58.426 --> 02:21:00.146]  America has them all.
[02:21:00.146 --> 02:21:04.628]  Use the short time left to protect you and your family with the vital information in this book.
[02:21:04.628 --> 02:21:08.610]  Find this infobomb online in book form at survivemartiallaw.com.
[02:21:09.770 --> 02:21:12.753]  This book will tell you everything you need to know and how to prepare.
[02:21:12.753 --> 02:21:18.239]  Know exactly what you'll need to have hidden to live and how to survive under severe martial law.
[02:21:18.239 --> 02:21:21.302]  The worst part of martial law is in the beginning stages.
[02:21:21.302 --> 02:21:28.068]  SurviveMartialLaw.com will show you how to act around controlling troops, where to store life-saving supplies, and what to look for.
[02:21:28.869 --> 02:21:31.591]  Surviving can be difficult, but possible.
[02:21:31.591 --> 02:21:36.273]  Arm yourself with the knowledge, as this is the only weapon you will have to protect your family.
[02:21:36.273 --> 02:21:39.435]  Go to SURVIVEMARTILLAW.COM or call 608-819-8011.
[02:21:39.435 --> 02:21:41.956]  Act today, as there will be no warning.
[02:21:48.587 --> 02:21:51.448]  Terror Storm, a history of government-sponsored terror.
[02:21:51.448 --> 02:21:53.009]  Loose Change Final Cut.
[02:21:53.009 --> 02:21:55.149]  Endgame, blueprint for global enslavement.
[02:21:55.149 --> 02:21:57.050]  The true story of the Bilderberg Group.
[02:21:57.050 --> 02:21:58.551]  The late great USA.
[02:21:58.551 --> 02:22:00.311]  America, freedom to fascism.
[02:22:00.311 --> 02:22:07.334]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[02:22:07.334 --> 02:22:11.416]  When you visit prisonplanet.com, you can connect to our amazing online store.
[02:22:11.416 --> 02:22:14.817]  Whether you're looking for survival and wellness products like Berkey water filters,
[02:22:15.197 --> 02:22:17.959]  Or you would like a book on the history of the Federal Reserve.
[02:22:17.959 --> 02:22:21.041]  We've got the most well-researched and documented titles.
[02:22:21.041 --> 02:22:23.402]  All available at PrisonPlanet.com.
[02:22:23.402 --> 02:22:29.105]  Or if you'd like, you can give the InfoWars store a call at 888-253-3139.
[02:22:29.105 --> 02:22:34.048]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[02:22:35.109 --> 02:22:45.693]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[02:22:45.693 --> 02:22:47.174]  Join the info war today!
[02:22:47.967 --> 02:22:48.427]  Fact.
[02:22:48.427 --> 02:22:54.452]  Rapid industrialization has resulted in environmental pollution and its curse on world health is staggering.
[02:22:54.452 --> 02:22:58.815]  We live in a toxic world that is bombarded by seven new chemicals each day.
[02:22:58.815 --> 02:23:06.521]  The human body is amazing and efficient in design, but because of the polluted world in which we live, is unable to remove all toxins.
[02:23:06.521 --> 02:23:07.301]  The solution.
[02:23:07.301 --> 02:23:11.524]  Detoxification integrated with Electro Chi Premier Energy Foot Spa.
[02:23:11.524 --> 02:23:13.526]  The Electro Chi Premier Energy Foot Spa.
[02:23:13.626 --> 02:23:13.986]  I think so.
[02:23:33.581 --> 02:23:34.221]  I hurt myself today.
[02:24:01.987 --> 02:24:26.402]  I hurt myself today To see if I still feel I focus on the pain The only thing that's real The needle tears a hole
[02:24:33.664 --> 02:24:45.212]  All right, John in Wyoming, thanks for holding.
[02:24:45.212 --> 02:24:46.833]  We're on the air.
[02:24:46.833 --> 02:24:48.914]  Hello, Alex.
[02:24:48.914 --> 02:24:49.315]  Yes.
[02:24:49.315 --> 02:24:54.338]  Yeah, there was something in the local paper here in Cheyenne, the Wyoming Tribune Eagle, on March 16, 2008.
[02:24:56.263 --> 02:24:59.145]  And the headline reads, Supercomputer Awaiting Approval.
[02:24:59.145 --> 02:25:08.072]  What they're doing is the National Science Foundation has to authorize a supercomputer facility which will be located here in Cheyenne, Wyoming.
[02:25:08.072 --> 02:25:21.441]  Now what they're claiming is they're going to use it to predict the path of hurricanes and tornadoes, to gauge the need for evacuations, as well as examining air pollution and drought conditions to make informed economic decisions.
[02:25:21.441 --> 02:25:22.422]  However, you and I
[02:25:22.910 --> 02:25:26.171]  I don't know what the government usually does with their supercomputer.
[02:25:26.171 --> 02:25:28.772]  It's all part of the server in the sky.
[02:25:28.772 --> 02:25:41.296]  Each person in the Pentagon and the FBI's involved in it in the world now has a simulated individual that all your data, all your mining, and that's the next news story I'm going to cover, is put into.
[02:25:41.296 --> 02:25:45.417]  And then they can also say, oh, the computer says you have to evacuate.
[02:25:45.417 --> 02:25:48.038]  The computer says you've got to hand your guns in.
[02:25:48.038 --> 02:25:49.878]  It's the new expert.
[02:25:49.878 --> 02:25:51.239]  Yeah, well, another thing, too.
[02:25:51.239 --> 02:25:52.479]  Let me bring up another point.
[02:25:52.950 --> 02:25:56.931]  Now you and I know that your good friend George Norrie is a wonderful guy.
[02:25:56.931 --> 02:25:58.952]  He's a patriot and all of that.
[02:25:58.952 --> 02:26:03.333]  But his producer and his phone screeners are ringers, believe me.
[02:26:03.333 --> 02:26:12.376]  Because when you were on and the last time, I don't know if you remember me calling in whenever you were on, not the last time, but the time before everything went hunky-dory.
[02:26:12.376 --> 02:26:20.078]  But when you were on Alex's, I mean George's program again, and I tried to call through, they wouldn't even pick up my phone.
[02:26:20.078 --> 02:26:22.519]  And when Tom Danhauser used to answer the phones,
[02:26:23.138 --> 02:26:36.005]  I would call through, and he would put me on hold, and then he'd cut me off a few seconds later, and I did this five, six times in a row, and he claimed that, oh, he was having problems with the phone service, when in fact he kept
[02:26:36.656 --> 02:26:43.719]  Telling people to call in, and everybody else's call got through, but mine he would keep cutting off every time I would cut through to talk about it.
[02:26:43.719 --> 02:26:50.561]  Well, look, I mean, Tom's a really nice guy to me, and so is George, and I'm personal friends with them, and I've gotten to know them, and they're nothing but sweethearts to me.
[02:26:50.561 --> 02:26:57.784]  And I've been in studio while they're taking calls, and most of the time they just get your name and where you're calling from, and sometimes not even that.
[02:26:57.784 --> 02:27:01.505]  But, Liz, so I really, I mean, it's pointless for me to just come on and bash them, you know?
[02:27:02.145 --> 02:27:10.252]  But I mean, they won't even pick up my call now, whenever you have Ron Paul on there as a guest, because I've been a personal friend of Ron since 1972.
[02:27:10.252 --> 02:27:10.913]  How do you know?
[02:27:10.913 --> 02:27:13.175]  They don't have caller ID on those phones.
[02:27:13.175 --> 02:27:15.637]  I don't know, but it doesn't get through.
[02:27:15.637 --> 02:27:16.978]  They won't pick it up.
[02:27:16.978 --> 02:27:22.683]  And when I was calling and Tom was answering the telephones, he would hang up on me.
[02:27:22.683 --> 02:27:23.904]  And so I don't know why.
[02:27:23.904 --> 02:27:25.605]  Okay, well listen, I appreciate your call, sir.
[02:27:25.605 --> 02:27:26.446]  I just can't help you.
[02:27:26.446 --> 02:27:27.547]  That's another radio show.
[02:27:29.281 --> 02:27:29.541]  I don't know.
[02:27:29.541 --> 02:27:35.526]  I've been in studio with George three times, I guess for a total of about nine hours.
[02:27:35.526 --> 02:27:37.228]  I've been out to eat with him a few times.
[02:27:37.228 --> 02:27:40.790]  I've been to events he's invited me to.
[02:27:40.790 --> 02:27:42.312]  And that's it.
[02:27:42.312 --> 02:27:47.796]  I mean, I just... These shows, these calls aren't screened here.
[02:27:47.796 --> 02:27:51.799]  You can call in, call in, talk about other shows, calls, answers.
[02:27:51.799 --> 02:27:52.180]  I don't know.
[02:27:52.180 --> 02:27:53.801]  I'm not trying to get in a fight with you, sir.
[02:27:53.801 --> 02:27:55.122]  It just really isn't news here.
[02:27:56.059 --> 02:27:58.260]  I mean, want me to bash him?
[02:27:58.260 --> 02:28:00.682]  I need to go on that show and reach people that have never censored me.
[02:28:00.682 --> 02:28:01.903]  I know that.
[02:28:01.903 --> 02:28:03.544]  I'm pretty radical, folks.
[02:28:03.544 --> 02:28:07.806]  They've never told me what I can talk about on that show.
[02:28:07.806 --> 02:28:11.428]  Now, they do research what you claim.
[02:28:11.428 --> 02:28:17.592]  First time I went on there, they just said, okay, what are your 20 questions?
[02:28:17.592 --> 02:28:22.295]  And then they went and actually, I later found out, went and researched each and every one of them to find out it wasn't slander or libel.
[02:28:23.001 --> 02:28:24.702]  So they do do their research.
[02:28:24.702 --> 02:28:32.169]  That's why you hear me on that show, because they know I'm covering something that's from a source.
[02:28:32.169 --> 02:28:41.276]  See, they either cover fun things, as George calls it, you know, Pyramid Shows, Atlanta Shows, it's interesting, it's entertaining.
[02:28:41.276 --> 02:28:43.318]  Ghost shows, I mean, I listen to those.
[02:28:43.318 --> 02:28:50.524]  I'm sometimes myself sick of the New World Order stuff, so I'll be driving along listening to the funny ghost stories, you know, looking behind me in the seat at midnight and driving home.
[02:28:52.182 --> 02:28:56.524]  But, uh... Because, you know, I've been working until midnight on the New World Order.
[02:28:56.524 --> 02:28:57.545]  I want to hear something else.
[02:28:57.545 --> 02:28:58.545]  Driving home for 30 minutes.
[02:28:58.545 --> 02:29:01.547]  That's kind of like my vacation and my rest each day.
[02:29:01.547 --> 02:29:07.069]  And, uh... But then when they do serious shows, you know, they got to be careful.
[02:29:07.069 --> 02:29:13.572]  Because, uh... And they do that by trying to have people on who have credibility.
[02:29:13.572 --> 02:29:14.573]  But they've never censored me.
[02:29:14.573 --> 02:29:15.673]  They're great folks.
[02:29:15.673 --> 02:29:17.634]  Okay, I got to one call in that five minutes.
[02:29:17.634 --> 02:29:19.395]  I want to take your calls.
[02:29:19.395 --> 02:29:21.276]  But I got a bunch of news I need to get to, too.
[02:29:22.672 --> 02:29:26.316]  Um... Let me see here.
[02:29:26.316 --> 02:29:29.799]  Wesley, Rocco, Morgan, John, a few others.
[02:29:29.799 --> 02:29:30.600]  We're gonna get to you quick.
[02:29:30.600 --> 02:29:33.023]  Just be ready with your comments, because I am gonna move quick.
[02:29:33.023 --> 02:29:39.109]  Then I got some important news about the military spying on the American people.
[02:29:39.109 --> 02:29:40.510]  We're on the march.
[02:29:40.510 --> 02:29:43.032]  The Empire's on the run.
[02:29:43.032 --> 02:29:45.735]  Alex Jones and the GCN Radio Network.
[02:29:51.351 --> 02:29:52.651]  This is your radio talking.
[02:29:52.651 --> 02:29:56.392]  Have you noticed how every type of gadget these days requires some specific type of battery?
[02:29:56.392 --> 02:29:58.393]  It doesn't matter what kind of gadget you're using.
[02:29:58.393 --> 02:30:00.534]  We all take different sizes and types of batteries.
[02:30:00.534 --> 02:30:02.634]  That's where BatteryStation.com comes in.
[02:30:02.634 --> 02:30:03.895]  More like battery heaven.
[02:30:03.895 --> 02:30:08.356]  BatteryStation.com has every type of battery you can think of at extreme low prices.
[02:30:08.556 --> 02:30:08.876]  I think so.
[02:30:27.094 --> 02:30:27.554]  I think so.
[02:30:49.397 --> 02:30:52.498]  Have you ever thought about what's in your shampoo, soap, or detergent?
[02:30:52.498 --> 02:30:58.019]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[02:30:58.019 --> 02:31:03.740]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[02:31:03.740 --> 02:31:05.220]  Hi, this is Alex Jones.
[02:31:05.220 --> 02:31:14.222]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membranes.
[02:31:14.542 --> 02:31:16.364]  Now compare a Calben Pure Soap.
[02:31:16.364 --> 02:31:20.589]  All natural, earth friendly, no harsh chemicals, no animal testing.
[02:31:20.589 --> 02:31:25.595]  They're safe and you save 85% of the money you're spending on cleaning products now.
[02:31:25.595 --> 02:31:27.698]  Start saving over $1,000 a year for your family of four.
[02:31:29.480 --> 02:31:30.520]  Keep it natural.
[02:31:30.520 --> 02:31:38.923]  Call Calvin Pure Soap for a free catalog at 1-800-340-7091 or log on to 5starsoap.com.
[02:31:38.923 --> 02:31:43.085]  Try Calvin Pure Soaps and I'll bet you'll never use any other cleaning products again.
[02:31:43.085 --> 02:31:44.145]  Call 1-800-340-7091 for all your cleaning needs.
[02:31:50.117 --> 02:31:56.200]  Did you know the accumulation of acidic waste in the body is the single largest cause of disease such as cancer or diabetes?
[02:31:56.200 --> 02:32:02.142]  Acidic waste is created by the types of food we eat, what we drink, the environment, and our high-stress lifestyles.
[02:32:02.142 --> 02:32:06.304]  It's these choices that cause decreased energy, weight gain, and eventually disease.
[02:32:06.304 --> 02:32:11.466]  The easiest way to reduce disease-causing acidic waste is by drinking alkaline ionized water.
[02:32:11.466 --> 02:32:18.970]  At SnyderHealth.com, we offer a full line of alkaline water ionizers from Jupiter Science, the leader in water ionization technology for over 25 years.
[02:32:19.650 --> 02:32:20.090]  I think so.
[02:32:53.102 --> 02:32:58.246]  We are armed!
[02:32:58.246 --> 02:33:08.474]  All right, let's dispense with the pleasantries.
[02:33:08.474 --> 02:33:12.617]  And let's come back and go to your calls.
[02:33:12.617 --> 02:33:14.558]  Rocco in North Carolina, you're on the air.
[02:33:14.558 --> 02:33:15.159]  Thanks for holding.
[02:33:15.159 --> 02:33:15.919]  Hello.
[02:33:15.919 --> 02:33:17.380]  Yes, sir.
[02:33:17.380 --> 02:33:17.780]  Hi, Alex.
[02:33:18.891 --> 02:33:22.154]  My question was about WorldNetDaily and Joseph Farrar.
[02:33:22.154 --> 02:33:28.078]  At first, I didn't believe when you said certain people were agents, but it appears you're right about Savage.
[02:33:28.078 --> 02:33:31.060]  What's your take on him?
[02:33:31.060 --> 02:33:35.724]  Well, I mean, Savage is saying George Bush is fighting the New World Order.
[02:33:35.724 --> 02:33:39.507]  I'm giving you my example of why Savage is a fake conservative.
[02:33:39.507 --> 02:33:41.969]  Look, I'm not going to get into a bashing contest with Farrar.
[02:33:41.969 --> 02:33:43.070]  They've done a lot of good.
[02:33:43.954 --> 02:33:50.197]  They were there at the start of the web, and really taught me a lot, and published a lot of stories I put together, and photos I published.
[02:33:50.197 --> 02:33:54.539]  And then when Bush got in and 9-11 happened, they really shifted.
[02:33:54.539 --> 02:33:57.240]  And you can see their numbers.
[02:33:57.240 --> 02:33:59.181]  They destroyed themselves to a great extent.
[02:33:59.181 --> 02:34:01.742]  You know, they're still a big force.
[02:34:01.742 --> 02:34:04.323]  But really, it's sad.
[02:34:04.323 --> 02:34:06.104]  And I don't think it's as fair as an agent.
[02:34:06.104 --> 02:34:10.286]  I know Terry Reid, the former CIA officer who exposed government drug dealing by Clinton and Bush,
[02:34:11.161 --> 02:34:16.645]  Runs their shipping department out of Kansas City and listens to the show.
[02:34:16.645 --> 02:34:20.608]  So I know people inside the organization are patriots.
[02:34:20.608 --> 02:34:25.751]  I just think that Farah is Lebanese Christian.
[02:34:25.751 --> 02:34:28.733]  And boy, they hate Arabs like nothing you've ever seen.
[02:34:28.733 --> 02:34:30.074]  Muslim Arabs.
[02:34:30.074 --> 02:34:33.156]  And so I just think it's Joseph Farah is a Lebanese Christian.
[02:34:33.156 --> 02:34:35.278]  And I think he genuinely believes the stuff he puts out.
[02:34:36.147 --> 02:34:45.914]  Yeah, with 9-11, yeah, they've completely blocked out any debate, and I think that's part of the reason why DV Kid doesn't write for them anymore.
[02:34:45.914 --> 02:34:53.139]  Yeah, I think WorldNetDaily, still, it's a lot better than the New York Times, a lot better than the Washington Post.
[02:34:53.139 --> 02:34:59.243]  I mean, some articles about them grabbing homeschool kids, or the Second Amendment, dead on.
[02:34:59.243 --> 02:35:01.945]  I mean, they've got tons of, they fight the North American Union.
[02:35:03.116 --> 02:35:04.037]  And they're getting better.
[02:35:04.037 --> 02:35:11.101]  I mean, I think they drank the Kool-Aid in 2001 and they stopped drinking it about a year ago to a certain extent.
[02:35:11.101 --> 02:35:11.702]  Thanks.
[02:35:11.702 --> 02:35:16.124]  Alex, do you have any plans of doing a documentary just on media manipulation?
[02:35:16.124 --> 02:35:17.886]  I would love to, yes, and I've meant to.
[02:35:17.886 --> 02:35:19.547]  I just can't.
[02:35:19.547 --> 02:35:24.970]  I can't do it all, but that is on the front burner to try to do something like that.
[02:35:24.970 --> 02:35:26.151]  I appreciate your call.
[02:35:26.151 --> 02:35:27.071]  Really good questions.
[02:35:27.071 --> 02:35:30.634]  Rocco, not only asks great questions, he's got a cool name.
[02:35:30.634 --> 02:35:31.014]  Rocco.
[02:35:34.063 --> 02:35:36.665]  Let's go ahead and talk to John in Tennessee.
[02:35:36.665 --> 02:35:37.705]  John, you're on the air.
[02:35:37.705 --> 02:35:38.686]  Welcome.
[02:35:38.686 --> 02:35:39.206]  Hey, Alex.
[02:35:39.206 --> 02:35:45.349]  Last time I talked to you, I'm a Marine and the gentleman from Lakota Nation was on.
[02:35:45.349 --> 02:35:50.792]  We talked about the guy who I think killed the puppy and was doing some stuff like that.
[02:35:50.792 --> 02:36:02.958]  We spoke about how a lot of these Marines and soldiers and guys coming back who are fighting, and I've seen it myself, we've been trained, we've been led to some stuff that
[02:36:04.660 --> 02:36:07.621]  That's pro-martial law, but I don't want to talk about that today.
[02:36:07.621 --> 02:36:31.128]  What I want to talk about is to these people, to these intelligence officers, listen, to these sergeants, to these staff sergeants, stuff, and say, you know, to the guys that call in and threaten you, or call you on the phone, I know guys like this, and I want you to tell them they're jokes, that they're worthless as clown shoes, you know, they're pointless, they're getting trinkets like little whores,
[02:36:32.154 --> 02:36:34.716]  It just really upsets me that they're going to lose.
[02:36:34.716 --> 02:36:38.658]  The meek will inherit the earth.
[02:36:38.658 --> 02:36:44.961]  I've been really down with all the economic news lately, but just hearing Jesse Ventura calling got me going.
[02:36:44.961 --> 02:36:49.083]  I had a question for you about the scientific dictatorship.
[02:36:49.083 --> 02:36:53.226]  You said you read it, and I just really think Endgame's really comparable to that.
[02:36:53.226 --> 02:36:56.748]  The ascendancy of the scientific dictatorship, I'd recommend that people read it.
[02:36:56.748 --> 02:36:59.189]  And I was wondering if you've ever had the Collins brothers on.
[02:37:00.018 --> 02:37:00.758]  Who wrote it?
[02:37:00.758 --> 02:37:01.759]  Or if you plan to have them on?
[02:37:01.759 --> 02:37:03.699]  No, I need to have them on.
[02:37:03.699 --> 02:37:04.539]  That's a good idea.
[02:37:04.539 --> 02:37:05.460]  The Collins Brothers.
[02:37:05.460 --> 02:37:08.861]  The ascendancy of the scientific dictatorship.
[02:37:08.861 --> 02:37:10.381]  We'll try to do that.
[02:37:10.381 --> 02:37:21.225]  But I just want to say, you have more spirit of the Marine Corps, like Chesky Puller, Smedley Butler, than all these guys who are down with the New World Order and as a disabled veteran who's dying.
[02:37:21.225 --> 02:37:27.126]  I just want to tell you, you know, when you have everything to lose, you have nothing to lose.
[02:37:27.126 --> 02:37:28.087]  So let's stand up.
[02:37:28.087 --> 02:37:28.907]  Let's fight this.
[02:37:29.793 --> 02:37:32.194]  The Feds, the New World Order, they have nothing against us.
[02:37:32.194 --> 02:37:35.256]  Well, God bless you, my friend, and I really appreciate your spirit.
[02:37:35.256 --> 02:37:42.099]  Listen, I don't claim to be the toughest guy around, and I don't claim to be able to march with a 100-pound pack through the desert, so I'm not a tough guy.
[02:37:42.099 --> 02:37:49.763]  But I know this, if you're trying to bring me down, and it doesn't matter, I mean, if you got me, I'm going to be biting your heels.
[02:37:49.763 --> 02:37:52.044]  I mean, it's really that simple.
[02:37:52.044 --> 02:37:54.146]  And to me, it's not being a tough guy.
[02:37:54.146 --> 02:37:55.246]  It's who I am.
[02:37:55.246 --> 02:37:58.748]  I am going to fight you, and I'm not going to give in to you, because I can't.
[02:37:59.895 --> 02:38:02.215]  I mean, it's not even a question of courage.
[02:38:02.215 --> 02:38:03.636]  These people are killers.
[02:38:03.636 --> 02:38:06.736]  They're scum, they're filth, they're trash.
[02:38:06.736 --> 02:38:10.037]  And I look at the little people, the children, the women.
[02:38:10.037 --> 02:38:12.898]  We have to fight this evil for them.
[02:38:12.898 --> 02:38:14.858]  That's what it is to be a man.
[02:38:14.858 --> 02:38:17.999]  And I appreciate you, sir, but, you know, I act like a fool sometimes.
[02:38:17.999 --> 02:38:18.739]  I yell and scream.
[02:38:18.739 --> 02:38:20.619]  I am a nut.
[02:38:20.619 --> 02:38:21.159]  I'm a nut.
[02:38:21.159 --> 02:38:21.979]  That's part of me.
[02:38:21.979 --> 02:38:23.900]  But I also am intelligent at other levels.
[02:38:23.900 --> 02:38:25.560]  I'm a multifaceted person like everybody.
[02:38:26.286 --> 02:38:27.228]  I'm an intellectual.
[02:38:27.228 --> 02:38:28.430]  I research things.
[02:38:28.430 --> 02:38:30.533]  I study science.
[02:38:30.533 --> 02:38:35.000]  But then I get on air and I start thinking about it and I just go crazy.
[02:38:35.000 --> 02:38:36.783]  Because at my core, that's who I am.
[02:38:36.783 --> 02:38:39.067]  I'm just a wild dog, basically.
[02:38:43.894 --> 02:38:56.759]  I just know there's a bunch of scientific freaks running everything, and they think we're all a bunch of idiots who deserve to be slaves, and I don't want to be a slave, and I don't want my family being hurt, and I don't want your family being hurt, and I know that none of us are safe until we bring down this new world order.
[02:38:56.759 --> 02:38:58.760]  That's all I know!
[02:38:58.760 --> 02:39:02.501]  I know I didn't ask for this fight.
[02:39:02.501 --> 02:39:03.582]  We're not looking for a fight.
[02:39:03.582 --> 02:39:06.042]  I don't want a fight.
[02:39:06.042 --> 02:39:07.083]  I want to go just live my life.
[02:39:08.044 --> 02:39:08.845]  They don't stop!
[02:39:08.845 --> 02:39:12.047]  They draw first blood on us over and over and over again.
[02:39:12.047 --> 02:39:17.770]  They keep pushing us, and shoving us, and asking for it, and they're gonna get it!
[02:39:17.770 --> 02:39:18.411]  And they know that.
[02:39:18.411 --> 02:39:21.533]  That's why they're trying to get their control grid in place.
[02:39:21.533 --> 02:39:23.034]  And they got so many well-meaning people.
[02:39:23.034 --> 02:39:28.157]  I mean, these guys with the, turn them into a glass parking lot, terrorist hunting licenses on their cars.
[02:39:28.157 --> 02:39:30.839]  If you meet that guy, he's the nicest guy in the world.
[02:39:30.839 --> 02:39:33.801]  He'll come over and help you paint your house.
[02:39:33.801 --> 02:39:35.442]  He'll water your yard for you.
[02:39:35.442 --> 02:39:36.783]  He's a fun guy to go fishing with.
[02:39:37.583 --> 02:39:44.028]  But he is weak-minded when it comes to being able to face that he's been used.
[02:39:44.028 --> 02:39:48.911]  He's got the courage to run up a hillside towards a foxhole.
[02:39:48.911 --> 02:39:56.176]  But does he have the moral courage to admit the larger issues?
[02:39:56.176 --> 02:39:59.258]  Let's go ahead and take another call here.
[02:39:59.258 --> 02:40:01.600]  Dan in North Carolina, you're on the air.
[02:40:01.600 --> 02:40:02.661]  Hey Alex, how's it going?
[02:40:02.661 --> 02:40:02.841]  Good.
[02:40:03.737 --> 02:40:06.438]  Hey, um, you've definitely become a hero of mine the past month.
[02:40:06.438 --> 02:40:26.507]  I'm actually surprised that you haven't been assassinated yet, but I had a question about, um, uh, when Jesse Ventura was on earlier, he said that he was surprised that, uh, Obama has been assassinated, or he will be assassinated, but isn't Obama also a part of the CFR, so isn't he trying to, uh, further the, uh, the New World Order himself?
[02:40:26.507 --> 02:40:32.169]  Yes, but he's saying he's anti-war, and I think Ventura's saying that if he really tries to get us out of that war,
[02:40:33.689 --> 02:40:37.852]  With the hundreds of billions every few months and no-bid contracts, they'll kill him in a minute.
[02:40:37.852 --> 02:40:47.958]  See, it's not about being patriotic, it's not about fighting Al-Qaeda, it's about a bunch of old dirtbags making money while our patriotic men go off and die.
[02:40:47.958 --> 02:40:51.680]  Absolutely, yeah, and I think that will be there for as long as they want us there.
[02:40:51.680 --> 02:40:56.963]  Well, I know this, there are a lot of racists who are going to do everything they can to kill Obama.
[02:40:56.963 --> 02:40:59.785]  So if he becomes president, he better have so much security.
[02:40:59.785 --> 02:41:01.606]  And there's a lot of nutty black groups, too.
[02:41:02.512 --> 02:41:08.676]  You know, the government will probably hire a black group to kill him like they did Malcolm X. I mean, there's just no end to it.
[02:41:08.676 --> 02:41:09.416]  I appreciate your call.
[02:41:09.416 --> 02:41:10.337]  We've got to move quick here.
[02:41:10.337 --> 02:41:14.039]  Rachel, in Pennsylvania, you're on the air.
[02:41:14.039 --> 02:41:14.619]  Big guy.
[02:41:14.619 --> 02:41:16.020]  How are you, big guy?
[02:41:16.020 --> 02:41:16.620]  Big guy.
[02:41:16.620 --> 02:41:17.261]  Big potbelly.
[02:41:17.261 --> 02:41:18.822]  You were absolutely right.
[02:41:18.822 --> 02:41:20.342]  I was at the store.
[02:41:20.342 --> 02:41:20.983]  They were doing...
[02:41:21.607 --> 02:41:32.736]  In the middle of doing their inventory, they were not only messing around with the food, but now they got certain things in there that is no longer in stock, can't get it, won't get it.
[02:41:32.736 --> 02:41:42.324]  You were right, and we're right in the middle of the Depression, and I told people, and I told my family, and I'm hoping that they're listening to you, because you're absolutely right.
[02:41:42.324 --> 02:41:44.686]  Keep up the good work, and I'm ready!
[02:41:44.686 --> 02:41:45.546]  Well, thank you, Rachel.
[02:41:45.546 --> 02:41:47.668]  Let me just be clear.
