[00:00:06.863 --> 00:00:10.267]  Excuse me?
[02:30:40.225 --> 02:30:41.645]  I've lost 37 pounds in two months.
[02:30:43.746 --> 02:30:46.530]  Simply getting the vitamins and minerals I need.
[02:30:46.530 --> 02:30:47.812]  Check it out for yourself.
[02:30:47.812 --> 02:30:48.693]  It's incredible.
[02:30:48.693 --> 02:30:57.905]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[02:30:57.905 --> 02:30:59.748]  That's Infowarsteam.com.
[02:31:01.351 --> 02:31:06.813]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[02:31:06.813 --> 02:31:15.695]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[02:31:15.695 --> 02:31:23.538]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[02:31:23.538 --> 02:31:30.920]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[02:31:31.420 --> 02:31:35.382]  I personally store and use their high-quality products.
[02:31:35.382 --> 02:31:39.585]  It tastes great, and it's easy to store for up to 25 years.
[02:31:39.585 --> 02:31:46.729]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[02:31:46.729 --> 02:31:53.933]  Visit mypatriotsupply.com forward slash alex today with the new world order making rapid advances on every front.
[02:31:53.933 --> 02:31:57.976]  It is essential to prepare with My Patriot Supply today.
[02:32:00.467 --> 02:32:03.950]  Alex Jones here with a very important announcement for truth seekers.
[02:32:03.950 --> 02:32:09.874]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[02:32:09.874 --> 02:32:16.480]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[02:32:16.480 --> 02:32:22.164]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[02:32:22.164 --> 02:32:25.827]  This film exposes the fraud that Obama is like nothing I've seen.
[02:32:25.987 --> 02:32:29.791]  If you want to know who Obama's real daddy is, this is the film for you.
[02:32:29.791 --> 02:32:34.395]  Don't forget, your purchase supports our broadcast and our growing media network.
[02:32:34.395 --> 02:32:36.897]  You'll also find it at Infowarshop.com.
[02:32:36.897 --> 02:32:40.761]  Don't dare call a conspiracy by Gary Allen, the book that woke me up.
[02:32:40.761 --> 02:32:43.603]  We're also carrying Behind the Green Mask, UN Agenda 21.
[02:32:45.185 --> 02:32:48.127]  This book is coffin nails to the globalist takeover.
[02:32:48.127 --> 02:32:49.408]  The greater good.
[02:32:49.408 --> 02:32:54.973]  The most professional and up-to-date film I've ever seen exposing the scourge that is vaccines.
[02:32:54.973 --> 02:32:59.216]  These titles and a lot more are all available at InfoWarshot.com
[02:33:09.298 --> 02:33:14.201]  Defending the Republic from enemies foreign and domestic.
[02:33:14.201 --> 02:33:29.571]  It's Alex Jones.
[02:33:29.571 --> 02:33:35.195]  You know you heard it here first.
[02:33:36.758 --> 02:33:48.869]  From Gerald Cilente, Max Keiser, Mark Faber, Jim Rogers, Ron Paul, who's a great economist in his own right, and Peter Schiff, the list goes on and on.
[02:33:48.869 --> 02:33:51.332]  You know, you've heard it broken down over and over again.
[02:33:51.332 --> 02:34:00.220]  At the middle of next year, every number they look at, there's no way to stop massive acceleration in dollar devaluation.
[02:34:01.314 --> 02:34:07.340]  And we've been warning you of this for several years, but it's been building towards a crescendo.
[02:34:07.340 --> 02:34:10.223]  2014 is going to be like nothing we've ever seen.
[02:34:10.223 --> 02:34:13.346]  The Christmas season will keep things going for a while.
[02:34:13.346 --> 02:34:16.770]  And again, even though this is a fiat fraudulent system, I don't want to see it come down.
[02:34:18.362 --> 02:34:23.824]  Because we'll see the very people that have engineered it, grandstanding that they're going to fix everything.
[02:34:23.824 --> 02:34:26.525]  And then using the crisis to get even more power.
[02:34:26.525 --> 02:34:33.008]  That's why FEMA ordered the police to stand down, shutdown aid coming in from the other states and counties and cities.
[02:34:33.008 --> 02:34:37.690]  Well, so they would then get double the funding the next year out of their screw-up.
[02:34:39.022 --> 02:34:43.746]  The old system in any government is if the government screws up, you remove it, you fire whoever screwed up.
[02:34:43.746 --> 02:34:45.768]  That way there's an incentive to not screw up.
[02:34:45.768 --> 02:34:49.351]  Now you get rewarded when the terrorists get through and attack you.
[02:34:49.351 --> 02:34:52.874]  Because you're really behind it and want to take power.
[02:34:52.874 --> 02:34:54.876]  You're really behind Al Qaeda, if you're the globalist.
[02:34:55.839 --> 02:35:05.909]  And so, they're like passing the hand grenade around, politically, of derivatives, and of just thousands of times fake debt that we could ever pay back.
[02:35:05.909 --> 02:35:09.453]  1.5 quadrillion is a very, very conservative number.
[02:35:09.453 --> 02:35:11.275]  Our real debt's 17 trillion, to give you an idea.
[02:35:11.775 --> 02:35:14.097]  It's all about, oh, you owe money.
[02:35:14.097 --> 02:35:16.359]  That's why you've got to bail out the banks.
[02:35:16.359 --> 02:35:23.944]  Even in 2008, they had to admit, no, it's derivatives, and it'll bring down the whole economy if we don't bail out these mainly foreign and offshore banks.
[02:35:23.944 --> 02:35:31.190]  Since then, though, they started creeping in going, yeah, you lazy Americans, you owe, you know, $10 trillion, and Obama's going to fix it.
[02:35:31.190 --> 02:35:32.471]  Now it's $17 trillion.
[02:35:32.471 --> 02:35:33.772]  Yeah, he cut the deficit in half.
[02:35:33.772 --> 02:35:36.154]  That's why he increased it by $7 trillion.
[02:35:36.154 --> 02:35:37.835]  And it's a big debt, isn't it?
[02:35:37.835 --> 02:35:39.196]  Yeah, you owe it all.
[02:35:41.581 --> 02:35:46.443]  Meanwhile, $48 trillion of tax money has been given to these foreign banks.
[02:35:46.443 --> 02:35:50.925]  They got so much money, they won't loan it because they don't even need your money anymore.
[02:35:50.925 --> 02:35:56.528]  They don't even do fractional reserve banking anymore, where a bank has a dollar and loans out ten.
[02:35:56.528 --> 02:36:02.650]  In fact, under this system, they've gone into the regional and local banks that are actually keeping America going.
[02:36:02.650 --> 02:36:08.193]  I'm not romanticizing them, but they are angels compared to the private fellow reserve holders, the six big banks, really five now.
[02:36:09.144 --> 02:36:13.806]  And they're going in and the feds aren't letting local banks fractional reserve anymore.
[02:36:13.806 --> 02:36:17.547]  They're going, you're not allowed to loan out $10 for every dollar you got.
[02:36:17.547 --> 02:36:19.428]  They're like, that's how we've always done it.
[02:36:19.428 --> 02:36:21.109]  That's how we operate.
[02:36:21.109 --> 02:36:21.929]  Nope.
[02:36:21.929 --> 02:36:24.330]  But you've got unlimited trillions.
[02:36:24.330 --> 02:36:26.070]  That's the way it works, suckers.
[02:36:26.070 --> 02:36:30.172]  And you're going to go under or sell out to us.
[02:36:30.172 --> 02:36:34.514]  And you think the dumb public's ever going to figure that out?
[02:36:34.514 --> 02:36:37.435]  And the public doesn't understand what I'm talking about.
[02:36:38.191 --> 02:36:41.613]  The mainline public doesn't know what fractional reserve banking is.
[02:36:41.613 --> 02:36:44.395]  They don't know what derivatives and credit default swaps are.
[02:36:44.395 --> 02:36:46.716]  They don't know what any of this stuff is.
[02:36:46.716 --> 02:36:49.438]  They have no idea what technocracy is.
[02:36:49.438 --> 02:36:54.701]  They have no idea what we're going under or how predatory it is.
[02:36:54.701 --> 02:36:56.902]  They're busy worried about Kim Kardashian.
[02:36:56.902 --> 02:37:01.985]  Have you seen the new Kim Kardashian card?
[02:37:01.985 --> 02:37:02.886]  The new Christmas card?
[02:37:04.568 --> 02:37:13.956]  They put her out as the image of the sex symbol, and they tell women, this is what you must look like to be successful, and this is what you must do to be successful.
[02:37:13.956 --> 02:37:25.607]  Totally manufactured by the system, totally put out there to then sell you with the commercials all their fraud, and it shows Illuminati symbolism all over it with the all-seeing eyes.
[02:37:27.116 --> 02:37:33.759]  And the little pyramids everywhere and they're, they're goddesses because they're into hip-hop.
[02:37:33.759 --> 02:37:49.868]  Meanwhile, ladies and gentlemen, people believe the top of the pyramid is hip-hop and is Kyan West or any of these other people when the New World Order is literally laughing at Madonna, laughing at Kim Kardashian, laughing.
[02:37:49.868 --> 02:37:51.949]  These people mean nothing.
[02:37:53.230 --> 02:37:53.970]  Nothing.
[02:37:53.970 --> 02:37:56.591]  They are literally pop nothings.
[02:37:56.591 --> 02:37:59.652]  The minute they tried to do good, they would be destroyed.
[02:37:59.652 --> 02:38:09.935]  They have been chosen because they vapidly love the Illuminati, love Satanism, love the occult, and actually believe that they're part of it.
[02:38:09.935 --> 02:38:14.497]  They are the worm on the end of the hook for the little fish.
[02:38:14.497 --> 02:38:14.777]  That's it.
[02:38:18.599 --> 02:38:24.307]  Absolutely empty people whose lives you know are going to end badly.
[02:38:24.307 --> 02:38:29.274]  All these people that sell out to evil lead cursed lives.
[02:38:29.274 --> 02:38:32.479]  And of course, they're just one level of it.
[02:38:32.479 --> 02:38:33.740]  You've got all the other
[02:38:36.294 --> 02:38:48.557]  Pop music singers who say that their sexual organs are possessed by demons and they're demon-possessed and they wear people's teeth around their necks and little tweenie girls learn about how they need to worship Satan.
[02:38:48.557 --> 02:38:55.098]  So the big old pickup line to pick up, you know, teenage girls is, have sex with me and I'll put you in the Illuminati.
[02:38:55.098 --> 02:38:58.739]  I mean, just absolutely loving all of this.
[02:39:02.742 --> 02:39:10.884]  Before the Antichrist could rise up and tell people, Kim Kardashian says sacrifice your babies, and young girls would take their child and strangle them.
[02:39:10.884 --> 02:39:20.847]  I'm telling you folks, this is the type of just mindlessness, literally believing the hype, believing that they'll be fulfilled by the vapid system.
[02:39:23.681 --> 02:39:29.224]  I want to go to your phone calls, but let me let me hurry through some of the other news here.
[02:39:29.224 --> 02:39:34.447]  I didn't finish up with what's happening with the 15 signs that the stock market's about to implode.
[02:39:35.458 --> 02:39:39.019]  Mark Hauber recently told CNBC that we are in a gigantic speculative bubble.
[02:39:39.019 --> 02:39:39.540]  That's a quote.
[02:39:39.540 --> 02:39:47.143]  In the United States, Google searches with the term stock bubble are at the highest level we've seen since November 2007, right before the implosion.
[02:39:47.143 --> 02:39:50.384]  Price-to-earnings ratios are very high right now.
[02:39:50.384 --> 02:39:57.367]  According to CNBC, Pinterest is currently valued at $3 billion, even though it has never earned a profit.
[02:39:57.367 --> 02:40:01.649]  Number nine, Twitter is a seven-year-old company and has never made a profit.
[02:40:02.702 --> 02:40:09.543]  It actually lost $64.6 million last quarter, but according to the financial markets, it is currently worth $22 billion.
[02:40:09.543 --> 02:40:19.686]  Right now, Facebook is trading at a valuation that is equivalent to approximately 100 years of earnings, and is currently supposed to be worth $1.15 billion.
[02:40:19.686 --> 02:40:21.766]  And it's really a CIA front, I would add.
[02:40:21.766 --> 02:40:22.466]  Number 11.
[02:40:22.466 --> 02:40:29.788]  Howard Marks of Oaktree Capital recently stated that he believes the markets are riskier than at any time since the depths of the 2008 crisis.
[02:40:31.724 --> 02:40:32.745]  Number 12.
[02:40:32.745 --> 02:40:39.531]  As Graham Summers recently noted, retail investors are buying stocks at a level not seen since the peak of the dot-com bubble in 2000.
[02:40:39.531 --> 02:40:48.379]  David Stockman, a former director of the Office of Management and Budget under President Ronald Reagan, believes that the financial bubble is going to end very badly.
[02:40:48.379 --> 02:40:49.280]  14.
[02:40:49.280 --> 02:40:50.661]  Bob Janjuna of
[02:40:53.342 --> 02:41:00.389]  Namuru's Securities believes that this year could be, quote, 25-50% sell-off in global stock market over the next couple years.
[02:41:00.389 --> 02:41:06.676]  And that'd be okay if they won't use the fear of the event to get a bunch of other garbage passed.
[02:41:07.537 --> 02:41:08.718]  The very people that engineered this.
[02:41:08.718 --> 02:41:11.159]  According to Tyler Durgan of Zero Hedge, the U.S.
[02:41:11.159 --> 02:41:15.001]  stock market is repeating a pattern that we have seen many times before.
[02:41:15.001 --> 02:41:31.449]  According to him, we are experiencing a well-defined syndrome, speculative market peaks including exhaustively 29, 72, 87, 2000, 07, 11, before a market loss of 20% that was truncated by investor faith in a new round of monetary easing.
[02:41:31.449 --> 02:41:37.252]  That's right folks, they can't pump this up forever and it will finally go into a terminal spiral and all the
[02:41:37.412 --> 02:41:40.654]  Indicators are lining up for that to happen.
[02:41:40.654 --> 02:41:44.756]  They'll try to get us into a big war to distract during that whole situation.
[02:41:44.756 --> 02:41:45.977]  Now there's no way to cover all this.
[02:41:45.977 --> 02:41:47.598]  My stacks are all confused.
[02:41:47.598 --> 02:41:49.118]  Let me just start reading headlines here.
[02:41:49.118 --> 02:41:50.219]  Some of it old, some of it new.
[02:41:50.219 --> 02:41:53.180]  That report's up on InfoWars.com.
[02:41:54.423 --> 02:41:57.784]  Reporter tells MSNBC Obama administration most hostile to media in U.S.
[02:41:57.784 --> 02:41:58.944]  history.
[02:41:58.944 --> 02:42:02.604]  DHS Googling travelers before they enter the U.S.
[02:42:02.604 --> 02:42:05.225]  Amazon unveils plans for deliveries by drone.
[02:42:05.225 --> 02:42:15.467]  Let's go ahead and play that report that John Bowne just filed for the InfoWars Nightly News, but I'm going to air it here and premiere it here instead where he breaks it down.
[02:42:15.467 --> 02:42:23.308]  And now Paul Watson has another article out on InfoWars.com pointing out that experts are saying this is going to cause all sorts of air crashes everywhere.
[02:42:24.108 --> 02:42:30.991]  Their answer will be simply not letting you have any radio control devices, only Amazon can.
[02:42:30.991 --> 02:42:35.674]  It's also come out that Amazon is really headquartered with the NSA and the CIA as well.
[02:42:35.674 --> 02:42:45.819]  Of course, it's all weaponized culture, weaponized companies to shut down all other competition militarily through monopolies and through unfair trade practices.
[02:42:45.819 --> 02:42:47.780]  Let's go ahead and go to that clip.
[02:42:48.582 --> 02:42:52.664]  Amazon to fill our skies with drones within five years.
[02:42:52.664 --> 02:42:53.524]  What's not to love?
[02:42:53.524 --> 02:42:58.607]  You order the groceries online and we deliver them to your door.
[02:42:58.607 --> 02:42:59.487]  That's right.
[02:42:59.487 --> 02:43:11.133]  Amazon CEO Jeff Bezos wants to feed America's need for instant gratification by accelerating the slippery slope of conditioning to accept drones as a way of life.
[02:43:12.168 --> 02:43:20.912]  He envisions a future where Amazon drones are whizzing by each other to get products to people in a half hour that may have taken days or weeks.
[02:43:20.912 --> 02:43:23.013]  But at what cost?
[02:43:23.013 --> 02:43:29.776]  If we can make this model work, it would be great because it extends the range of products that we can sell.
[02:43:29.776 --> 02:43:35.599]  Google has been painstakingly recording our privacy to populate their Google Maps.
[02:43:35.599 --> 02:43:38.761]  But the corporate-ocracy run NSA needs more data.
[02:43:39.301 --> 02:43:48.988]  Who's to say that Amazon doesn't open the door for more intrusive visits from Google, recording our family members, pets, and firearms?
[02:43:48.988 --> 02:44:02.999]  Publication Homeland Security today obtained a copy of the test plan for the program, which also says sensor platforms are being tested that can distinguish between an unarmed and armed personnel.
[02:44:02.999 --> 02:44:05.701]  The Washington Times reported Michael Huerta,
[02:44:06.141 --> 02:44:10.823]  The chief of the Federal Aviation Administration predicted that U.S.
[02:44:10.823 --> 02:44:17.886]  airspace could be crowded with as many as 7,500 commercial drones within the next five years.
[02:44:17.886 --> 02:44:24.289]  But Huerta warns we need to be responsive to the public concerns about privacy.
[02:44:24.289 --> 02:44:31.432]  Given the revelations provided by Edward Snowden concerning the all-out war waged on our privacy by the NSA,
[02:44:31.912 --> 02:44:37.018]  All we can expect is more intrusion into our private lives.
[02:44:37.018 --> 02:44:44.626]  NSA, and the intelligence community in general, is focused on getting intelligence wherever it can, by any means possible.
[02:44:44.626 --> 02:44:49.672]  It believes, on the grounds of sort of a self-certification, that they serve the national interest.
[02:44:53.851 --> 02:44:54.411]  That's right.
[02:44:54.411 --> 02:44:55.692]  Excellent report there.
[02:44:55.692 --> 02:44:57.733]  And again, all the technology.
[02:44:57.733 --> 02:44:59.834]  Everything is about ending the individual.
[02:44:59.834 --> 02:45:00.874]  Ending your privacy.
[02:45:00.874 --> 02:45:02.355]  Stealing all your data.
[02:45:02.355 --> 02:45:04.216]  Stealing your inventions.
[02:45:04.216 --> 02:45:05.436]  Weaponizing.
[02:45:05.436 --> 02:45:09.739]  Last week they came out with Homeland Security drones that face scan you with weapons to kill you.
[02:45:09.739 --> 02:45:10.259]  Small ones.
[02:45:10.899 --> 02:45:14.441]  And they're so cheap now, they're just going to boil them out there.
[02:45:14.441 --> 02:45:19.583]  You try to go protest, the cops come attack you, because the government has a 6% approval rating.
[02:45:19.583 --> 02:45:22.385]  It's rogue, it's been hijacked, it's illegal.
[02:45:22.385 --> 02:45:31.069]  And I want to tell all the dumb enforcers out there, most of you aren't, but those that are in select groups that hate the American people and think you're going to have a war with us and all this, you're idiots.
[02:45:31.069 --> 02:45:33.170]  This is a war that's meant to destroy you as well.
[02:45:35.040 --> 02:45:52.810]  Even if you're criminals and love evil, you should have some type of self-preservation in you to realize that this is an anti-human agenda with a massive Manhattan Project times a thousand level total re-engineering of civilization.
[02:45:52.810 --> 02:45:55.872]  Towards forced population reduction, kill grid.
[02:45:55.872 --> 02:45:57.853]  Alright, let's just keep going through headlines here.
[02:45:57.853 --> 02:46:03.957]  Look at this, migraines link to plastic cups and bottles, gender-bending chemicals, and packaging may trigger the attacks.
[02:46:05.393 --> 02:46:09.656]  Yeah, and again, jumping off a 50-story building might make you break your legs.
[02:46:09.656 --> 02:46:25.727]  And they've got all these new big, giant studies out on bisphenol A, making men women, women hyper-feminine, so your breasts are like 80 years old when you're 30, with all the cysts and everything, men getting breast, little girls going into puberty at age 5, having babies at age 7.
[02:46:25.727 --> 02:46:28.829]  I mean, it's just hardcore chemical warfare.
[02:46:28.829 --> 02:46:29.610]  And by the way, they had
[02:46:29.690 --> 02:46:31.934]  They specifically chose these plastics.
[02:46:31.934 --> 02:46:35.240]  I have the White House Science Czar and others on record to jack you up.
[02:46:35.240 --> 02:46:37.103]  They have this added.
[02:46:37.103 --> 02:46:39.508]  It's in all the printer ink, the money.
[02:46:39.508 --> 02:46:41.591]  You're under total chemical bombardment.
[02:46:41.591 --> 02:46:42.854]  And that's why you can't get upset.
[02:46:45.214 --> 02:46:46.095]  Unbelievable.
[02:46:46.095 --> 02:46:48.837]  Migraines linked to plastic cups and bottles.
[02:46:48.837 --> 02:46:52.299]  And it goes, drinking water from plastic cups and bottles could be giving millions of Britons headaches.
[02:46:52.299 --> 02:46:56.843]  New research shows controversial gender-bending chemicals and synthetic packaging may trigger migraines.
[02:46:56.843 --> 02:47:01.866]  Bisphenol A. I've been telling you this for 15 years and I'm attacked.
[02:47:01.866 --> 02:47:06.150]  By the way, the Pentagon wanted to spray this on Iraqis as part of a, quote, gay bomb.
[02:47:06.809 --> 02:47:24.667]  Because when they take the basic chemical and spray it on men, it then triggers the area of the brain that accesses scents through the nose, I guess that's the olfactory nerve, and then you start smelling men's pheromones like it's a woman and wanting to have sex with them.
[02:47:24.667 --> 02:47:28.191]  By the way, people won't believe that Google Pentagon plan gay bomb.
[02:47:28.191 --> 02:47:30.133]  Well, this is the gay bomb, ladies and gentlemen.
[02:47:31.365 --> 02:47:36.206]  I mean, dogs that are given it begin humping on each other and everything else.
[02:47:36.206 --> 02:47:37.566]  Two male dogs.
[02:47:37.566 --> 02:47:41.727]  And they go, how dare you be against gay people?
[02:47:41.727 --> 02:47:43.528]  I'm against breast cancer and headaches, you know.
[02:47:43.528 --> 02:47:48.389]  I'm not against somebody in Roman times that was naturally attracted to another man.
[02:47:48.389 --> 02:47:53.850]  The point is, this is being done to jack us over so that we don't have kids, you idiots.
[02:47:53.850 --> 02:47:54.370]  There it is.
[02:47:54.370 --> 02:47:56.451]  I'm talking to MSNBC.
[02:47:56.451 --> 02:47:57.031]  Oh, there it is.
[02:47:57.031 --> 02:47:57.151]  U.S.
[02:47:57.151 --> 02:47:58.771]  military pondered Love Not War.
[02:47:58.771 --> 02:47:59.032]  The U.S.
[02:47:59.032 --> 02:48:00.832]  military investigated building a gay bomb.
[02:48:01.462 --> 02:48:04.464]  Which would make enemy soldiers sexually irresistible to each other.
[02:48:04.464 --> 02:48:07.846]  Government papers say, hey you like the gay bomb folks?
[02:48:07.846 --> 02:48:11.869]  And then all the TV things and all of it to convince you this is what you want.
[02:48:11.869 --> 02:48:13.290]  This is what you do.
[02:48:13.290 --> 02:48:14.231]  This is what happens.
[02:48:17.588 --> 02:48:19.989]  But it's always a side issue about the gay bomb thing.
[02:48:19.989 --> 02:48:28.371]  They think their viewers, and this has been on CNN, Nightline, you know, everything has attacked me on this gay bomb stuff, and they never show their viewers that I'm showing you documents.
[02:48:28.371 --> 02:48:33.573]  They just say, he believes the government puts chemicals in things to make you gay.
[02:48:33.573 --> 02:48:39.215]  It makes the fish from the runoff have both sexual organs and the frogs.
[02:48:39.215 --> 02:48:43.576]  In fact, there's many more statistically hermaphrodites now at birth.
[02:48:45.199 --> 02:48:47.211]  And they're like, that's fine, that's the new way.
[02:48:47.211 --> 02:48:48.337]  Don't be against them.
[02:48:49.398 --> 02:48:54.182]  And I liken it to The Last Man Alive on Earth, where he finds the cure to the zombies.
[02:48:54.182 --> 02:48:56.144]  And there's a subgroup of zombies that aren't crazy.
[02:48:56.144 --> 02:48:58.005]  They're actually like vampires, undead.
[02:48:58.005 --> 02:49:00.227]  And he goes to them and he goes, you know, I have the cure.
[02:49:00.227 --> 02:49:02.489]  Or I guess Omega Man's a remake where it happens.
[02:49:02.489 --> 02:49:03.330]  He goes, I have it!
[02:49:03.330 --> 02:49:04.671]  And they go, we don't want it!
[02:49:04.671 --> 02:49:05.231]  Yeah!
[02:49:05.231 --> 02:49:07.133]  Just throw the steak right under him.
[02:49:07.133 --> 02:49:07.853]  He's like, ugh!
[02:49:07.853 --> 02:49:09.034]  I mean, that's what it is.
[02:49:09.034 --> 02:49:17.761]  I'm like, they're putting chemical weapons in to give us breast cancer and all these other estrogen-type triggered cancers in all these different glands of the body.
[02:49:18.522 --> 02:49:19.683]  This is really deadly.
[02:49:19.683 --> 02:49:20.563]  Please be aware of it.
[02:49:20.563 --> 02:49:21.744]  They're like, shut up!
[02:49:21.744 --> 02:49:23.065]  Shut up, you gay basher!
[02:49:23.065 --> 02:49:25.847]  I'm like, I have nothing against gay people.
[02:49:25.847 --> 02:49:26.447]  I could care less.
[02:49:26.447 --> 02:49:27.428]  I'm not thinking about it.
[02:49:27.428 --> 02:49:28.909]  This is a chemical warfare attack.
[02:49:28.909 --> 02:49:31.271]  They're like, shut up, racist!
[02:49:31.271 --> 02:49:32.631]  I think Obamacare is a scam.
[02:49:32.631 --> 02:49:33.132]  I read the bill.
[02:49:33.132 --> 02:49:35.413]  It's going to double and triple prices written by interest companies.
[02:49:35.413 --> 02:49:37.094]  Shut up, racist!
[02:49:37.094 --> 02:49:38.836]  Was it racist or was I right?
[02:49:38.836 --> 02:49:40.477]  Are there air forces centered?
[02:49:40.477 --> 02:49:42.298]  Gay bomb.
[02:49:42.298 --> 02:49:43.259]  Against enemies.
[02:49:46.863 --> 02:49:48.265]  And how you wreck the military?
[02:49:48.265 --> 02:49:49.867]  You put women in combat.
[02:49:49.867 --> 02:50:00.019]  You know, when a woman calls up, even on air, and I'm married, but when a woman calls up on air and is giggling and talking to me, I immediately just start thinking about, you know, her voice instead of what I'm even talking about on air.
[02:50:00.019 --> 02:50:03.663]  Can you imagine in heavy combat with a bunch of women in there with you?
[02:50:04.525 --> 02:50:17.249]  I mean, I will guarantee you, ladies and gentlemen, that even though they've given us all the gay bomb juice, still, I find the shape of women, the look of women, the smell of women, the eyes of women delightful.
[02:50:17.249 --> 02:50:18.729]  And that's because I'm bad!
[02:50:18.729 --> 02:50:20.710]  I'm the terrorist!
[02:50:20.710 --> 02:50:21.750]  I'm the evil one!
[02:50:21.750 --> 02:50:23.731]  I mean, they're putting it in the water to hurt us.
[02:50:23.731 --> 02:50:25.272]  They're putting it in all the printed goods.
[02:50:25.272 --> 02:50:26.412]  They're putting it in the money.
[02:50:27.659 --> 02:50:30.160]  And they know, and they brag and write books about it.
[02:50:30.160 --> 02:50:31.901]  It's all funny to them.
[02:50:31.901 --> 02:50:32.821]  Oh, here's more.
[02:50:32.821 --> 02:50:34.381]  Get ready to pay more online.
[02:50:34.381 --> 02:50:40.524]  Supremes refused their internet case where they said they could have internet taxes, so it looks like that's going to go forward.
[02:50:40.524 --> 02:50:41.704]  Transgene escape.
[02:50:41.704 --> 02:50:44.005]  GMO spreading uncontrollably around the world.
[02:50:44.005 --> 02:50:47.626]  Jumping into other crops and other plants and other animals and humans.
[02:50:47.626 --> 02:50:48.306]  Total death.
[02:50:48.306 --> 02:50:49.187]  That's alright, they love us.
[02:50:50.147 --> 02:50:52.930]  Australia's spy agency offered to share info with other allies.
[02:50:52.930 --> 02:50:53.810]  That's how they all do it.
[02:50:53.810 --> 02:50:55.151]  It's all one global government.
[02:50:55.151 --> 02:50:58.894]  They're just doling out ancient news I put out in the mid-90s.
[02:50:58.894 --> 02:51:00.876]  More on how our government armed the Mexican drug cartels.
[02:51:00.876 --> 02:51:01.757]  My name's Bruno.
[02:51:01.757 --> 02:51:03.118]  I'm 52 years old.
[02:51:03.118 --> 02:51:06.761]  I've tried different protein powders over the years, and they've all tasted pretty bad.
[02:51:06.761 --> 02:51:09.023]  I tried One World Way and found it to be delicious.
[02:51:09.023 --> 02:51:14.987]  After 10 weeks on One World Way, my wife commented, you have more muscles and you're leaner than when you were 20 years old.
[02:51:14.987 --> 02:51:16.549]  My body has changed dramatically.
[02:51:17.089 --> 02:51:18.010]  I'm a cyclist.
[02:51:18.010 --> 02:51:21.031]  Normally I'll ride two days on and take two days off.
[02:51:21.031 --> 02:51:31.156]  After being on One World Way, I rode 10 days in a row in over 100 degree heat and then I take another two servings of One World Way and then work out at the gym for another hour and a half.
[02:51:31.156 --> 02:51:33.337]  I just couldn't believe these results.
[02:51:33.337 --> 02:51:37.539]  My normal muscle tightness and soreness after working out are virtually gone.
[02:51:37.539 --> 02:51:39.039]  Don't take my word for it.
[02:51:39.039 --> 02:51:41.060]  One World Way comes in single servings.
[02:51:41.060 --> 02:51:41.961]  Just give it a try.
[02:51:42.560 --> 02:51:45.704]  For a health and taste sensation you'll love, call 888-988-3325.
[02:51:45.704 --> 02:51:46.625]  That's 888-988-3325.
[02:51:46.625 --> 02:51:47.125]  That's 888-988-3325.
[02:51:47.125 --> 02:51:48.306]  Or visit OneWorldWay.com.
[02:51:48.306 --> 02:51:49.207]  That's OneWorld, W-H-E-Y.com.
[02:52:00.660 --> 02:52:07.127]  According to the FBI, close to 400,000 burglaries take place in the United States between November and December each year.
[02:52:07.127 --> 02:52:10.570]  Seems burglars shop for the holidays too, for easy targets.
[02:52:10.570 --> 02:52:13.974]  Here are a few things that you can do to lower the risk of a break-in.
[02:52:13.974 --> 02:52:15.175]  Lock doors and windows.
[02:52:15.175 --> 02:52:17.698]  Don't have newspapers and mail accumulate in front of your house.
[02:52:17.918 --> 02:52:22.179]  Don't announce your travel plans on social media and plug in fake TV.
[02:52:22.179 --> 02:52:23.439]  Burglars love the dark.
[02:52:23.439 --> 02:52:26.980]  Fake TV is a bit like a light on a timer but more convincing.
[02:52:26.980 --> 02:52:31.241]  Plugs into any outlet and simulates the colors and movement of a real TV.
[02:52:31.241 --> 02:52:34.862]  Burglars will see light and movement and likely move on to easier targets.
[02:52:34.862 --> 02:52:39.683]  Fake TV costs less than a month of most alarm monitoring plans and makes a great Christmas gift.
[02:52:40.063 --> 02:52:43.026]  Or it's perfect if you're traveling over the holidays or anytime.
[02:52:43.026 --> 02:52:47.850]  So before you leave your house looking like an empty, easy target, order Fake TV today.
[02:52:47.850 --> 02:52:49.572]  Call 877-5FAKE-TV or go to Faketv.com.
[02:52:49.572 --> 02:52:51.534]  That's 877-532-5388 or go to Faketv.com.
[02:52:51.534 --> 02:52:53.095]  Fake TV, the burglar deterrent.
[02:53:00.222 --> 02:53:10.909]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
