[00:00:00.169 --> 00:00:01.671]  Serious tax problem.
[01:10:59.083 --> 01:11:01.384]  We pay for it.
[01:11:01.384 --> 01:11:06.487]  The private banks and oil companies get the land, get the oil, get the weapons sales, get to set up the domestic police state.
[01:11:07.446 --> 01:11:13.190]  They get to dissolve the borders, set up the North American Union, and kill the country.
[01:11:13.190 --> 01:11:15.211]  And that's what they're doing!
[01:11:15.211 --> 01:11:21.575]  Iran isn't dissolving our borders and trying to legalize 30 million illegals right now with a guest worker program.
[01:11:21.575 --> 01:11:26.018]  Iran doesn't have HBO shows on where they started screaming, La Raza, La Raza!
[01:11:26.018 --> 01:11:27.418]  We're taking over America!
[01:11:27.418 --> 01:11:29.940]  We run the country!
[01:11:29.940 --> 01:11:30.761]  That means the race.
[01:11:30.761 --> 01:11:31.461]  We run the country.
[01:11:32.702 --> 01:11:36.163]  And again, 70% of Hispanics now in major polls are against that.
[01:11:36.163 --> 01:11:42.805]  But the media, white boy media, wants to divide Hispanics from the rest of America and make them be for the North American Union.
[01:11:42.805 --> 01:11:45.326]  Hell, Mexico is totally run by Chase Manhattan and Citibank.
[01:11:45.326 --> 01:11:46.327]  Go research it.
[01:11:46.327 --> 01:11:48.687]  They're being used as a weapon to destroy this country.
[01:11:48.687 --> 01:11:50.248]  Drive down the wages.
[01:11:50.248 --> 01:11:51.828]  We're in the North American Union.
[01:11:51.828 --> 01:11:55.410]  So don't sit up there in their stuffed suits.
[01:11:55.410 --> 01:11:59.351]  Now, if Lou Dobbs wanted to be for the war, which he really isn't for the war,
[01:12:00.313 --> 01:12:17.676]  Then I would say, hey, maybe Lou Dobbs is, you know... I mean, if the whole government had that attitude, the media had that attitude, where we're defending the border, we're going to have sovereignty, we're going to have low taxes, we're not going to be foreign controlled, and we're going to go off and have a war, I would, at least at a primitive level, be more like, yeah, I'm part of the country, let's go be an empire.
[01:12:17.676 --> 01:12:19.256]  Which I'm not for.
[01:12:19.256 --> 01:12:22.257]  I'm saying, at least that's more honest.
[01:12:22.257 --> 01:12:27.858]  But when you're for this, yeah, let's turn them into a glass parking lot and take their oil, which neocon followers will tell you.
[01:12:28.399 --> 01:12:29.920]  I mean, I've been at these neocon protests.
[01:12:29.920 --> 01:12:32.982]  They'll tell you, yeah, let's kill all the Arabs, and yeah, I want their oil.
[01:12:32.982 --> 01:12:39.066]  But I go, yeah, you're just paying for a war to go take oil that's then given to multinational corporations so they can jack up your oil prices.
[01:12:39.066 --> 01:12:45.510]  I mean, they tell these stupid neocon followers that we're over there to get cheap oil.
[01:12:45.510 --> 01:12:47.311]  And they go, well, I want cheap oil.
[01:12:47.311 --> 01:12:47.971]  I've had them tell me.
[01:12:47.971 --> 01:12:48.952]  And I go, no, no, no, no.
[01:12:48.952 --> 01:12:50.233]  Here's a Dutch Rochelle.
[01:12:50.233 --> 01:12:52.554]  Here's an Exxon Mobil internal document.
[01:12:53.760 --> 01:12:54.840]  This came out in a lawsuit.
[01:12:54.840 --> 01:12:56.281]  Here, it's even in the Associated Press.
[01:12:56.281 --> 01:12:57.081]  Here, read it.
[01:12:57.081 --> 01:13:06.784]  They say that they wanted Iraq to be attacked in 1991 because Saddam was selling too much oil and driving down the prices, where people were paying 90 cents a gallon.
[01:13:06.784 --> 01:13:08.525]  And then a year after that war, you were paying $1.50 a gallon.
[01:13:08.525 --> 01:13:11.446]  And now you're paying, on average, what?
[01:13:11.446 --> 01:13:12.126]  $2.60 something?
[01:13:12.126 --> 01:13:14.447]  About to be $3.00 again?
[01:13:14.447 --> 01:13:15.867]  See?
[01:13:15.867 --> 01:13:17.028]  And then the good old boys sit there.
[01:13:17.028 --> 01:13:18.508]  They don't have any real logic.
[01:13:18.508 --> 01:13:20.189]  They get a few little ideas in their heads, and they go,
[01:13:20.919 --> 01:13:24.901]  Well, not much oil's flowing out of Iraq now, less is flowing than was.
[01:13:24.901 --> 01:13:27.642]  See, it ain't about the oil.
[01:13:27.642 --> 01:13:30.263]  It's about artificial scarcity, you dunce.
[01:13:30.263 --> 01:13:34.825]  Yes, it's about shutting the spigot off, because there's too much of it.
[01:13:34.825 --> 01:13:40.427]  Why do you think the oil companies lobbied to have almost the entire Gulf of Mexico laid off limits?
[01:13:40.427 --> 01:13:43.209]  Because there's too much of it.
[01:13:43.209 --> 01:13:44.109]  Don't you understand that?
[01:13:46.972 --> 01:13:48.052]  And I'm going to be frank with you.
[01:13:48.052 --> 01:13:53.613]  I've got family that's making money because of what George Bush is doing.
[01:13:53.613 --> 01:13:59.094]  I've got family that's made nice sums because of the war and the increase in oil prices.
[01:13:59.094 --> 01:14:00.555]  They're drilling again in Texas.
[01:14:00.555 --> 01:14:02.595]  Gas wells, oil, stuff like that.
[01:14:02.595 --> 01:14:03.915]  I don't see a red sin of it.
[01:14:03.915 --> 01:14:08.196]  But the point is, I don't want that money, and I have family that doesn't even particularly like what's happening.
[01:14:08.196 --> 01:14:12.997]  So don't tell me... I mean, I guess my family's one of the one-half of one percent
[01:14:13.675 --> 01:14:17.138]  Who actually are profiting from this evil empire.
[01:14:17.138 --> 01:14:20.220]  And I'm here telling you it's bad, folks.
[01:14:20.220 --> 01:14:26.104]  I got a family that's a petroleum geologist, right down to Roughnecks, a family that's run some of the biggest refineries in Houston.
[01:14:26.104 --> 01:14:27.305]  Believe me.
[01:14:27.305 --> 01:14:28.786]  In the oil business.
[01:14:28.786 --> 01:14:29.847]  At every angle of it.
[01:14:29.847 --> 01:14:33.129]  And let me tell you, folks, they don't want more oil flowing out of the Middle East.
[01:14:33.129 --> 01:14:34.811]  There's too much of it.
[01:14:34.811 --> 01:14:41.716]  Sweet crude coming right... It's like gasoline coming out of the ground, folks.
[01:14:41.716 --> 01:14:41.896]  So...
[01:14:43.231 --> 01:14:45.673]  That's the bottom line here.
[01:14:45.673 --> 01:14:49.535]  That's the bottom line of what's going on in this world.
[01:14:49.535 --> 01:15:04.105]  And the British admit, the former head of their maritime administration says they rewrote those lines, and didn't even announce those lines, and then told their troops, hey, this is our lines on your GPS, go ahead and go across on your rubber boaty and go over there and search some people.
[01:15:04.105 --> 01:15:07.027]  And the Iranians came right across and grabbed them.
[01:15:07.027 --> 01:15:12.291]  They're so stupid to take the bait, but it wouldn't have mattered if they wouldn't have took the bait, the British would have started sending them all up in their harbors.
[01:15:14.580 --> 01:15:19.862]  Hell, it's admitted that Special Forces troops are all over Iran, staging terror attacks.
[01:15:19.862 --> 01:15:34.008]  By the way, I'm no fan of the Mullahs and the things they do and the things they're involved in, but I demand that if you're going to be for this war, you have a little bit of a history lesson about the Persians, the Iranians.
[01:15:34.008 --> 01:15:36.149]  I think you need to know a little bit about these people.
[01:15:36.149 --> 01:15:41.191]  Okay, they had an elected leader who was pro-America, trained in the West, Mohammad Mossadegh, who was secular.
[01:15:42.734 --> 01:15:56.682]  He kicked the Communists out of his country, and he told British Petroleum, then Anglo Oil, that we're going to keep 20-25% of our oil revenue for our people.
[01:15:56.682 --> 01:16:08.548]  And the British said, no, we took this country over 100 years ago, as well as Afghanistan, go read your history, and you're going to be a puppet, or you're going to die!
[01:16:08.548 --> 01:16:11.930]  And the CIA, led by Kermit Roosevelt, and Norman Schwarzkopf's father,
[01:16:13.835 --> 01:16:30.760]  General Schwarzkopf went in there with a 12-man team and 50 million dollars and they staged terror attacks all over the country and printed up millions of handbills saying Mozadek did it and they went and arrested him and they took his cabinet and they publicly cut their heads off and put him on house arrest for the rest of his life.
[01:16:30.760 --> 01:16:36.021]  Then they put the Shah in who tortured to death over 200,000 people.
[01:16:36.021 --> 01:16:37.822]  Now, did Iran overthrow the U.S.
[01:16:37.822 --> 01:16:41.243]  in 53 and cut our leader's heads off on television?
[01:16:41.243 --> 01:16:41.723]  No, they didn't.
[01:16:43.075 --> 01:16:46.760]  And that's only one-tenth of what the globalists have done to Iran.
[01:16:46.760 --> 01:16:56.151]  I'm going to tell you more of what they've done when we get back and go straight to your calls and get into the big Rosie O'Donnell 9-11 controversy that we broke a week before it went national.
[01:16:56.151 --> 01:16:57.613]  Infowars.com is the website.
[01:16:57.613 --> 01:16:58.114]  We'll be right back.
[01:17:11.767 --> 01:17:17.596]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:17:17.596 --> 01:17:25.247]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:17:25.945 --> 01:17:33.388]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:17:33.388 --> 01:17:45.112]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:17:45.112 --> 01:17:49.073]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:17:49.073 --> 01:17:51.334]  It's an anthology of government crimes.
[01:17:51.334 --> 01:17:55.195]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:17:55.794 --> 01:18:10.525]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll-free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[01:18:10.525 --> 01:18:15.248]  Hi, this is Ted Anderson, here for the 2007 Red Book.
[01:18:15.248 --> 01:18:20.272]  The commodity markets like gold, silver, copper, aluminum and oil have exploded over the last year.
[01:18:20.272 --> 01:18:23.054]  This is a glaring testimony of how quickly the U.S.
[01:18:23.054 --> 01:18:24.135]  dollar can be devalued.
[01:18:25.487 --> 01:18:31.009]  Many have turned to precious metals to provide a safe haven while increasing the potential profits.
[01:18:31.009 --> 01:18:39.272]  Though accumulating precious metals has been a proven method for the storage of wealth, it is important that you understand the market you are getting into.
[01:18:39.272 --> 01:18:43.253]  Midas Resources is offering the Red Book and Silver Dollar for only $27.95.
[01:18:43.253 --> 01:18:48.935]  The Red Book is the number one best-selling guide to gold and silver coins.
[01:18:48.935 --> 01:18:50.256]  Call for your copy today.
[01:18:50.256 --> 01:18:50.436]  It's 800-686-2237.
[01:18:53.704 --> 01:19:00.056]  If you've already accumulated or plan to get into the precious metals market, you simply must have the Red Book in your library.
[01:19:00.056 --> 01:19:00.316]  Call 800-686-2237.
[01:19:00.316 --> 01:19:00.657]  That's 1-800-686-2237.
[01:19:10.655 --> 01:19:12.736]  Hi, Steve Shank, Fearless Task Force.
[01:19:12.736 --> 01:19:16.077]  The J. Michael Stevens Group is shipping a lot of storable food.
[01:19:16.077 --> 01:19:18.899]  It's smart that you're getting going at your food supplies.
[01:19:18.899 --> 01:19:27.682]  One week after the report came out that the world had eaten more food than it produced last year, the country turned into a deep freeze, wiping out a huge part of the new crop.
[01:19:27.682 --> 01:19:28.763]  An example?
[01:19:28.763 --> 01:19:32.484]  In 24 hours, clementine oranges doubled in price.
[01:19:32.484 --> 01:19:35.626]  If you intend to start or finish your supply, call immediately.
[01:19:35.626 --> 01:19:38.867]  When you call, tell them how many adults and how many years of food you need.
[01:19:39.662 --> 01:19:45.486]  When there are shortages, missing items will be substituted, maintaining the quantity of food necessary.
[01:19:45.486 --> 01:19:47.187]  Money is not the problem.
[01:19:47.187 --> 01:19:48.708]  Availability is.
[01:19:48.708 --> 01:19:50.809]  Be careful when food supplies get short.
[01:19:50.809 --> 01:19:55.111]  With no future, many retailers ship real trash to supply you.
[01:19:55.111 --> 01:19:57.273]  For safe food you can trust, call 800-409-5633.
[01:19:57.273 --> 01:19:58.153]  On the web, efoodsdirect.com.
[01:19:58.153 --> 01:19:58.193]  800-409-5633.
[01:20:09.346 --> 01:20:12.729]  We understand that decisions related to health can be overwhelming.
[01:20:12.729 --> 01:20:19.974]  That is why at ResearchedHerbs.com we take pride in offering you herbs whose safety and effectiveness have been proven time and time again.
[01:20:19.974 --> 01:20:33.645]  For example, did you know that LIV52, the top-selling natural herbal supplement for liver diseases since 1930, is backed by over 300 research studies and clinical trials and prescribed by more than 200,000 health professionals worldwide?
[01:20:33.645 --> 01:20:37.048]  In fact, the effectiveness of all the herbs featured on ResearchedHerbs.com
[01:20:37.568 --> 01:20:37.948]  I think so.
[01:21:11.465 --> 01:21:14.107]  You're listening to GCN.
[01:21:14.107 --> 01:21:19.550]  The Genesis Communications Radio Network.
[01:21:19.550 --> 01:21:24.773]  Crushing through the lies and disinformation.
[01:21:24.773 --> 01:21:33.918]  It's Alex Jones.
[01:21:33.918 --> 01:21:34.979]  All right.
[01:21:34.979 --> 01:21:40.582]  Coming up in the next segment, I'm gonna play... Mr. Bonaduce.
[01:21:41.630 --> 01:21:48.895]  I don't know how he's now a political expert for Scarborough country and not MSNBC but also Fox as well.
[01:21:48.895 --> 01:22:01.202]  He says Rosie O'Donnell should be hung for treason for questioning the provocation with the British commandos on the rubber boating.
[01:22:01.202 --> 01:22:05.025]  Ladies and gentlemen, even if you disagree with Rosie O'Donnell, it is her right
[01:22:06.098 --> 01:22:07.139]  To come out and say that.
[01:22:07.139 --> 01:22:08.300]  And by the way, she didn't say that.
[01:22:08.300 --> 01:22:10.762]  She said, could it be Gulf of Tonkin?
[01:22:10.762 --> 01:22:13.464]  They staged things before.
[01:22:13.464 --> 01:22:15.446]  They could be staging them again.
[01:22:15.446 --> 01:22:17.468]  I said months ago, I said, this is how they'll kick the war off.
[01:22:17.468 --> 01:22:19.329]  They're going to stick all those fleets up there.
[01:22:19.329 --> 01:22:20.630]  They're going to have provocations.
[01:22:20.630 --> 01:22:22.072]  It's going to get kicked off.
[01:22:22.072 --> 01:22:25.374]  You know what happened in 1988 at the end of the Iran-Iraq War?
[01:22:25.374 --> 01:22:25.955]  They were mad.
[01:22:26.838 --> 01:22:27.279]  The U.S.
[01:22:27.279 --> 01:22:38.474]  had given the sarin nerve gas and had given the biological weapons to Saddam, their CIA asset, who they trained at the age of 18 in 1958, and who they put in as they had a battle security in 69.
[01:22:38.474 --> 01:22:40.777]  They helped stage a coup in 79, put the U.S.
[01:22:40.777 --> 01:22:42.519]  government asset Saddam Hussein in.
[01:22:42.519 --> 01:22:43.901]  Oh, that's encyclopedia, by the way.
[01:22:44.561 --> 01:22:51.203]  And they put him in, and he nerve-gassed them and attacked them, and our advisors were there with the weather reports and how to spray it and how to lay it down.
[01:22:51.203 --> 01:22:53.204]  Then they use it on the news to demonize him.
[01:22:53.204 --> 01:22:54.305]  Man, that is rich.
[01:22:54.305 --> 01:23:06.589]  It's like if the mafia orders a street thug, one of their soldiers, to go kill somebody, bust a cap in them, and then imagine that guy gets hauled into court and the federal judge is the mob boss.
[01:23:08.850 --> 01:23:13.273]  You're going to prison for killing, and he's like, but you gave the order!
[01:23:13.273 --> 01:23:15.014]  I'm not defending Saddam!
[01:23:15.014 --> 01:23:16.215]  You see how I'm not?
[01:23:16.215 --> 01:23:20.717]  He's bad, and so is our government, setting the whole thing up, because it's not our government.
[01:23:20.717 --> 01:23:23.199]  It's a pack of crooks.
[01:23:23.199 --> 01:23:34.846]  But they were real mad because the Iranians had lost over a million people, but they were winning against Saddam's, what, he lost 300,000 or so, and the 30-plus billion in weapons that our government gave him.
[01:23:36.468 --> 01:23:43.031]  And so they want to start a fight, so they shot down two different, not one, but one had 290 people on it, a big Airbus.
[01:23:43.031 --> 01:23:46.994]  They shot down two Iranian aircraft right over the Gulf.
[01:23:46.994 --> 01:23:48.814]  I mean, these are high-flying jumbo jets, man.
[01:23:48.814 --> 01:23:50.956]  They just missile them right out of the sky.
[01:23:50.956 --> 01:23:53.497]  I remember being a kid watching that, you know.
[01:23:54.139 --> 01:23:58.121]  Teenager, I guess, and just, it was just, that's good, they deserve it all.
[01:23:58.121 --> 01:24:01.062]  I mean, those women and children just in a plane?
[01:24:01.062 --> 01:24:02.503]  And then that didn't work.
[01:24:02.503 --> 01:24:06.845]  So, in 1988, they just, a huge sneak attack.
[01:24:06.845 --> 01:24:17.250]  Operation Praying Mantis blew up their battleships, their missile cruisers, blew up their oil wells, just, I mean, you're like, what, you're not for America?
[01:24:17.250 --> 01:24:20.212]  That's not America doing that, Operation Praying Mantis.
[01:24:21.098 --> 01:24:33.747]  The same people that did that are the same ones that are devaluing your dollar, and getting rid of your borders, and setting up a police state, and getting federal rulings that can take your private property or private interest.
[01:24:33.747 --> 01:24:34.988]  You understand, folks?
[01:24:34.988 --> 01:24:37.250]  You understand it's not that simple.
[01:24:37.250 --> 01:24:37.970]  Here's an example.
[01:24:37.970 --> 01:24:39.992]  Hitler was evil.
[01:24:39.992 --> 01:24:41.873]  Hitler was evil.
[01:24:41.873 --> 01:24:45.596]  But, Hitler fought evil.
[01:24:45.596 --> 01:24:46.577]  You're going, what do you mean?
[01:24:47.870 --> 01:24:52.512]  Well, how do you think Hitler convinced his population to go along with him?
[01:24:52.512 --> 01:24:56.073]  He said he was fighting the Soviets, fighting communism.
[01:24:56.073 --> 01:25:01.435]  They'd already killed at least 25 million people before Hitler got started killing his millions.
[01:25:01.435 --> 01:25:08.178]  And so Hitler could point his finger at an evil, see, and say, give up your rights, follow me, don't criticize me.
[01:25:08.178 --> 01:25:08.598]  And that's it.
[01:25:08.598 --> 01:25:15.401]  At first you could criticize Hitler when he got elected in 1933 and then he firebombed his own building to get martial law, just like they staged 9-11.
[01:25:16.989 --> 01:25:19.914]  The President's grandfather, of course, was the head Nazi agent in the U.S.
[01:25:19.914 --> 01:25:20.855]  New York Times.
[01:25:20.855 --> 01:25:22.417]  If you don't believe me, just go Google it.
[01:25:22.417 --> 01:25:26.383]  The point is, see, that's how this works.
[01:25:26.383 --> 01:25:30.830]  See, Iran is run by evil people, but we're run by evil people.
[01:25:31.681 --> 01:25:32.141]  Interesting.
[01:25:32.141 --> 01:25:33.682]  See, that's how they confuse you.
[01:25:33.682 --> 01:25:34.803]  That's how they trick you.
[01:25:34.803 --> 01:25:38.825]  I want to play this Rosie O'Donnell clip first, then we'll go to break, come back, take calls, and play the second one.
[01:25:38.825 --> 01:25:46.909]  This is the first clip where they're introing the show, then we'll come back and play Gary Bonaduce, who's attacked me savagely, too, as well.
[01:25:46.909 --> 01:25:51.571]  Just a real little... just a nasty little creature.
[01:25:51.571 --> 01:25:53.332]  First got a lot of attention going after John Connor.
[01:25:53.332 --> 01:25:55.373]  He's on the same network I'm on.
[01:25:55.373 --> 01:25:55.653]  Here it is.
[01:25:57.308 --> 01:26:03.091]  In America, we are fed propaganda, and if you want to know what's happening in the world, go outside of the U.S.
[01:26:03.091 --> 01:26:05.712]  media, because it's owned by four corporations.
[01:26:05.712 --> 01:26:07.152]  One of them is this one.
[01:26:07.152 --> 01:26:07.933]  And you know what?
[01:26:07.933 --> 01:26:13.855]  Go outside of the country to find out what's going on in our own country, because it's frightening.
[01:26:13.855 --> 01:26:14.935]  It's frightening!
[01:26:14.935 --> 01:26:16.336]  You know, she's at it again.
[01:26:16.336 --> 01:26:18.337]  While Rosie O'Donnell says the U.S.
[01:26:18.337 --> 01:26:20.618]  media is feeding the American people propaganda,
[01:26:21.238 --> 01:26:31.922]  She has no problem serving up her own brand of crazy on her blog, writing today that the British troops were taken hostage by Iran and it was their own fault.
[01:26:31.922 --> 01:26:34.683]  The British did it on purpose into Iranian waters as U.S.
[01:26:34.683 --> 01:26:36.904]  military builds up on the Iranian border.
[01:26:36.904 --> 01:26:39.445]  We will be in Iran before the summer is planned.
[01:26:39.445 --> 01:26:40.505]  She's kooky.
[01:26:40.505 --> 01:26:47.408]  And, for the first time today, she took her 9-11 conspiracy theories from the blogosphere to national television.
[01:26:49.449 --> 01:26:53.273]  I do believe that it is the first time in history that fire has ever melted steel.
[01:26:53.273 --> 01:26:59.618]  I do believe that it defies physics for the World Trade Center Tower 7, Building 7, which collapsed in on itself.
[01:26:59.618 --> 01:27:03.642]  It is impossible for a building to fall the way it fell without explosives being involved.
[01:27:03.642 --> 01:27:05.003]  World Trade Center 7.
[01:27:05.003 --> 01:27:07.866]  World Trader 1 and 2 got hit by planes.
[01:27:07.866 --> 01:27:12.430]  7, miraculously, the first time in history, steel was melted by fire.
[01:27:12.430 --> 01:27:14.132]  It is physically impossible.
[01:27:15.422 --> 01:27:16.703]  So is Rosie crazy?
[01:27:16.703 --> 01:27:18.183]  That's a historical question, by the way.
[01:27:18.183 --> 01:27:19.784]  Let's just stop right there.
[01:27:19.784 --> 01:27:20.544]  She's crazy.
[01:27:20.544 --> 01:27:23.645]  The Associated Press, British papers as well, reported U.S.
[01:27:23.645 --> 01:27:28.827]  troops are massing on the eastern Iraqi border, on the western border of Iran.
[01:27:28.827 --> 01:27:29.608]  That was in the news.
[01:27:29.608 --> 01:27:33.569]  She was linking in her blog to other people's stories.
[01:27:33.569 --> 01:27:34.710]  Then she's crazy with 7.
[01:27:34.710 --> 01:27:35.190]  Let me see.
[01:27:35.954 --> 01:27:40.296]  I've interviewed, I don't know, six, seven firefighters, three or four police.
[01:27:40.296 --> 01:27:47.458]  I've played clips of dozens of other ones on other interviews and on videos and on national TV going, yeah, that was all molten steel.
[01:27:47.458 --> 01:27:48.319]  Gypsum can't do that.
[01:27:48.319 --> 01:27:49.559]  And we don't know how it happened.
[01:27:49.559 --> 01:27:52.120]  And they said they were going to blow the building up and it had bombs.
[01:27:52.120 --> 01:27:53.261]  And we've got all these reports.
[01:27:53.261 --> 01:27:57.702]  We got the BBC reporting 22 minutes before it fell that Building 7 had fallen.
[01:27:57.702 --> 01:28:00.523]  Larry Silverstein says, yeah, we gave the order to pull it.
[01:28:00.523 --> 01:28:04.125]  Demolition term for destroy it.
[01:28:04.125 --> 01:28:04.325]  And then
[01:28:05.316 --> 01:28:08.037]  They call her crazy.
[01:28:08.037 --> 01:28:13.600]  I mean, you know, they ignored it when the German defense minister went public a few months after and said it was an inside job.
[01:28:13.600 --> 01:28:19.943]  They ignored it when members of the Bush administration, their chief economist for the Department of Labor, went public.
[01:28:20.826 --> 01:28:21.607]  Morgan Reynolds.
[01:28:21.607 --> 01:28:32.152]  They ignored it when all of these CIA agents, like Bill Christensen, who was the head of the European desk, the head of the Western Europe desk of the CIA.
[01:28:32.152 --> 01:28:33.993]  Folks, you know how powerful that position is?
[01:28:33.993 --> 01:28:35.434]  I've interviewed him three times.
[01:28:35.434 --> 01:28:37.915]  Bill Christensen says, total inside job.
[01:28:37.915 --> 01:28:39.976]  Bill Christensen!
[01:28:39.976 --> 01:28:40.536]  Okay?
[01:28:40.536 --> 01:28:42.597]  He worked for Ronald Reagan.
[01:28:42.597 --> 01:28:44.078]  You know who else worked for Ronald Reagan?
[01:28:45.333 --> 01:28:49.854]  They had a threat assessment who gave the morning briefing to Ronald Reagan and George Bush Sr.
[01:28:49.854 --> 01:28:51.095]  and Ray McGovern.
[01:28:51.095 --> 01:28:52.895]  I mean, there's hundreds of them.
[01:28:52.895 --> 01:28:56.736]  Just type in hundreds of former government officials and go public on 9-11 into Google.
[01:28:56.736 --> 01:28:57.837]  Hundreds!
[01:28:57.837 --> 01:29:00.137]  I have the video of the molten steel.
[01:29:00.137 --> 01:29:04.159]  I have the video of the blast points at Seven Falls.
[01:29:04.159 --> 01:29:04.679]  I've got this
[01:29:06.565 --> 01:29:08.867]  Extra pieces, Hollywood debunking pieces.
[01:29:08.867 --> 01:29:14.411]  They go, look, popular mechanics, yeah, you know, you know, uh, Hearst Publishing in the encyclopedia next to yellow journalism.
[01:29:14.411 --> 01:29:18.554]  You know, people make the joke, in the encyclopedia next to the word ugly, there's a picture of you.
[01:29:18.554 --> 01:29:25.960]  In the, in the encyclopedia next to the term yellow journalism, literally, there is popular mechanics.
[01:29:25.960 --> 01:29:27.001]  Ha ha ha!
[01:29:27.001 --> 01:29:29.983]  I mean, Hearst Publishing, you know, Rosebud, all that stuff.
[01:29:29.983 --> 01:29:30.644]  Do you know about it?
[01:29:32.083 --> 01:29:36.610]  I mean, hell, they blackballed forever Orson Welles for making Citizen Kane.
[01:29:36.610 --> 01:29:40.375]  Well, we're making the final cut.
[01:29:41.016 --> 01:29:42.637]  I have a loose change for theaters.
[01:29:42.637 --> 01:29:44.758]  I wonder how blackballed that will get me.
[01:29:44.758 --> 01:29:46.158]  I'm not going to get blackballed.
[01:29:46.158 --> 01:29:47.839]  We're going to beat you guys.
[01:29:47.839 --> 01:29:48.760]  We're going to expose you.
[01:29:48.760 --> 01:29:50.040]  We're going to defend the Republic.
[01:29:50.040 --> 01:29:53.422]  We're going to save this nation from the New World Order with God's help.
[01:29:53.422 --> 01:29:56.103]  PleasantPlanet.com and InfoWars.com are the websites.
[01:29:56.103 --> 01:29:57.403]  Tons of news, more clips.
[01:29:57.403 --> 01:29:58.504]  Your call, straight ahead!
[01:30:08.706 --> 01:30:14.209]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[01:30:14.209 --> 01:30:16.530]  Your source for free solar electricity.
[01:30:16.530 --> 01:30:23.773]  This portable system is the size of a book when folded and small enough to fit into a briefcase, handbag, or glove compartment.
[01:30:23.773 --> 01:30:35.298]  The Berkey Solar Charger has been designed to power the Berkey lights, LED lamps, as well as other applications such as mobile phones, radios, digital cameras, and PDAs when electricity is not available.
[01:30:35.678 --> 01:30:43.342]  It's multi-voltage capabilities, multiple adapters, and rechargeable batteries provide for flexible source of auxiliary backup power.
[01:30:43.342 --> 01:30:48.464]  Simply place the Berkey Solar Charger in the sun, plug in your application, and you have power.
[01:30:48.464 --> 01:30:53.766]  Disconnect your application, the system automatically begins charging its own rechargeable batteries.
[01:30:53.766 --> 01:30:59.069]  Get the incredible Berkey Solar Charger for only $75 by calling New Millennium at 888-803-4438.
[01:31:02.330 --> 01:31:04.171]  And tell them Alex Jones sent you.
[01:31:04.171 --> 01:31:09.514]  That's toll free, 888-803-4438.
[01:31:09.514 --> 01:31:11.395]  Government is best, which governs least.
[01:31:11.395 --> 01:31:12.876]  Wake up and smell the fascism.
[01:31:12.876 --> 01:31:16.077]  Being in government means never having to say you're sorry.
[01:31:16.077 --> 01:31:18.799]  What part of unconstitutional do you not understand, George?
[01:31:19.366 --> 01:31:26.654]  In today's world full of tyranny and injustice, sometimes it seems the only thing we still have is our freedom of speech.
[01:31:26.654 --> 01:31:34.723]  Exercise your freedom of speech by purchasing your choice of hundreds of different Liberty Stickers from humorous to serious at LibertyStickers.com
[01:31:35.263 --> 01:31:39.128]  LibertyStickers.com can even customize your own bumper stickers.
[01:31:39.128 --> 01:31:41.630]  It's time to stand up for what you believe.
[01:31:41.630 --> 01:31:42.932]  Invest in your freedom.
[01:31:42.932 --> 01:31:48.038]  Get your stickers at LibertyStickers.com for your family, friends, and community.
[01:31:48.038 --> 01:31:50.020]  Go to LibertyStickers.com or call 877-873-9626.
[01:31:53.704 --> 01:31:53.985]  That's 877-873-9626.
[01:31:53.985 --> 01:31:55.327]  And express your freedom of speech today.
[01:31:55.327 --> 01:31:55.567]  Call 877-873-9626.
[01:31:55.567 --> 01:31:55.767]  That's 877-873-9626.
[01:32:08.812 --> 01:32:12.033]  Do you owe back taxes to the IRS or to the state?
[01:32:12.033 --> 01:32:13.994]  You are not alone.
[01:32:13.994 --> 01:32:18.196]  Nationwide tax relief is here and we can get you a fresh start.
[01:32:18.196 --> 01:32:23.738]  I'm Richard Boggs, founder and CEO of one of the largest tax resolution firms in the country.
[01:32:23.738 --> 01:32:33.682]  If you're suffering from wage garnishments, bank levies, an audit, or unfiled tax returns, my staff of expert tax attorneys will step in, step up, and settle your tax debt.
[01:32:34.182 --> 01:32:40.246]  Do not fall for the scams that promise everyone some fast, pennies-on-the-dollar compromise.
[01:32:40.246 --> 01:32:46.129]  If you owe more than $20,000 in any IRS or state taxes, you've got a serious tax problem.
[01:32:46.129 --> 01:32:47.390]  So get serious.
[01:32:47.390 --> 01:32:48.731]  Call Nationwide Tax Relief.
[01:32:49.151 --> 01:32:51.414]  We're honest and we'll treat you like family.
[01:32:51.414 --> 01:32:55.259]  Call us for your free confidential consultation.
