[00:00.000 --> 00:17.000]  Resistance to Tyrants is obedience to God, it's Alex Jones.
[01:17:42.000 --> 01:17:45.000]  It's time for us to take our bodies back in our own hands.
[01:17:45.000 --> 01:17:57.000]  And it starts at infowarslife.com with Anthroplex.
[01:18:16.000 --> 01:18:20.000]  One out of three or four people is dealing with some kind of health challenge
[01:18:20.000 --> 01:18:24.000]  and everyone knows at least one person with a degenerative disease.
[01:18:24.000 --> 01:18:26.000]  If you are dealing with a health challenge or if you're healthy
[01:18:26.000 --> 01:18:28.000]  and want to maintain your vigor and longevity
[01:18:28.000 --> 01:18:32.000]  and you're looking for a convenient, easy way to incorporate nutritional raw materials
[01:18:32.000 --> 01:18:36.000]  into your day-to-day lives to guarantee that your body is getting the fundamental nutrients,
[01:18:36.000 --> 01:18:41.000]  the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work,
[01:18:41.000 --> 01:18:45.000]  you need to check out infowarsteam.com.
[01:18:45.000 --> 01:18:47.000]  Give your body the gift of good nutrition.
[01:18:47.000 --> 01:18:49.000]  Head over to infowarsteam.com.
[01:18:49.000 --> 01:18:51.000]  Your body will be very grateful.
[01:18:51.000 --> 01:19:12.000]  On the web at infowarsteam.com. That's infowarsteam.com.
[01:19:21.000 --> 01:19:28.000]  It removes up to 99.999% of impurities including bacteria, viruses, fluoride,
[01:19:28.000 --> 01:19:32.000]  disinfectants, volatile organic contaminants, and hormones.
[01:19:32.000 --> 01:19:34.000]  Filter capacity up to 5,000 gallons.
[01:19:34.000 --> 01:19:36.000]  Stainless fuel construction.
[01:19:36.000 --> 01:19:37.000]  Easy assembly.
[01:19:37.000 --> 01:19:38.000]  Low maintenance.
[01:19:38.000 --> 01:19:40.000]  Replacement filters are simple to install.
[01:19:40.000 --> 01:19:44.000]  And now, as part of an exclusive limited time introductory offer,
[01:19:44.000 --> 01:19:47.000]  you can save $20 off the retail price and get free shipping.
[01:19:47.000 --> 01:19:49.000]  This is a limited time offer.
[01:19:49.000 --> 01:19:53.000]  So order your unit today and receive free shipping and $20 off.
[01:19:53.000 --> 01:20:02.000]  Go to infowarsteam.com or call 888-253-3139.
[01:20:02.000 --> 01:20:13.000]  You're listening to the Alex Jones Show.
[01:20:13.000 --> 01:20:18.000]  Defending the Republic from enemies, foreign, and domestic.
[01:20:18.000 --> 01:20:23.000]  Alex Jones.
[01:20:23.000 --> 01:20:24.000]  It's right.
[01:20:24.000 --> 01:20:26.000]  It's the Alex Jones Show Memorial Day weekend.
[01:20:26.000 --> 01:20:30.000]  I'm Anthony Gucciardi and I'm here with former Staff Sergeant Joe Biggs.
[01:20:30.000 --> 01:20:32.000]  He's live in D.C.
[01:20:32.000 --> 01:20:38.000]  We're talking about these disturbing reports about just defacing war memorials,
[01:20:38.000 --> 01:20:44.000]  women caregivers trying to, one of these, a caregiver tried to kill a World War II veteran
[01:20:44.000 --> 01:20:47.000]  who was 91 years old with an oxygen tank over a money dispute.
[01:20:47.000 --> 01:20:49.000]  There's some really disturbing news on Memorial Day.
[01:20:49.000 --> 01:20:53.000]  There is some good news, obviously, as well about some war stories
[01:20:53.000 --> 01:20:56.000]  and some surviving stories and stuff like that.
[01:20:56.000 --> 01:21:00.000]  But we're talking about the state of affairs that we have to be in at this point
[01:21:00.000 --> 01:21:03.000]  where it's cool to deface war memorials.
[01:21:03.000 --> 01:21:05.000]  And it's not about whether you agree with the wars or not.
[01:21:05.000 --> 01:21:08.000]  I don't even agree with a lot of the politics behind the wars.
[01:21:08.000 --> 01:21:16.000]  It's about the truth of it's not about the politicians and the war issues.
[01:21:16.000 --> 01:21:21.000]  It's about those who actually died fighting for something greater than themselves.
[01:21:21.000 --> 01:21:24.000]  And Joe, you were getting into earlier before we hit the break.
[01:21:24.000 --> 01:21:28.000]  What happened today when you were outside of, I guess it was a war memorial
[01:21:28.000 --> 01:21:31.000]  and talking about some things and someone started heckling you?
[01:21:31.000 --> 01:21:32.000]  What happened?
[01:21:32.000 --> 01:21:34.000]  Well, before we go into that, I want to speak a little bit on what you were just saying.
[01:21:34.000 --> 01:21:40.000]  The fact that we have veterans, you know, and we can't support all these wars
[01:21:40.000 --> 01:21:42.000]  but we can support those people.
[01:21:42.000 --> 01:21:47.000]  And I find it funny that we have to praise someone like, you know, Caitlyn Jenner
[01:21:47.000 --> 01:21:50.000]  because, you know, this guy put on a dress and marches around.
[01:21:50.000 --> 01:21:54.000]  It's okay to praise this person or it's okay to praise the Kardashians
[01:21:54.000 --> 01:21:58.000]  but it's not okay to praise someone who sees something important,
[01:21:58.000 --> 01:22:01.000]  who sees their country and is willing to lay their life down on the line for that.
[01:22:01.000 --> 01:22:03.000]  So I find that ridiculous.
[01:22:03.000 --> 01:22:05.000]  Our priorities are completely out of line.
[01:22:05.000 --> 01:22:07.000]  Americans need to shape up.
[01:22:07.000 --> 01:22:09.000]  We need to find out what it is we want.
[01:22:09.000 --> 01:22:11.000]  We need to understand what it means to be an American.
[01:22:11.000 --> 01:22:16.000]  We need to have some patriotism again because right now I see it slowly going away.
[01:22:16.000 --> 01:22:19.000]  Today, I saw a lot of it but when I go across the country,
[01:22:19.000 --> 01:22:22.000]  I see a lot of that fading away and it breaks my heart.
[01:22:22.000 --> 01:22:24.000]  But about last night, I was in front of the Vietnam Memorial
[01:22:24.000 --> 01:22:28.000]  and I was actually talking about three things, God, country, and family.
[01:22:28.000 --> 01:22:31.000]  Some of the three most important things that we have here,
[01:22:31.000 --> 01:22:33.000]  the fact that our country was built off freedom of religion,
[01:22:33.000 --> 01:22:37.000]  you know, the fact that this is a Christian country and that is being attacked day in and day out.
[01:22:37.000 --> 01:22:39.000]  You can't even say prayers in school.
[01:22:39.000 --> 01:22:44.000]  You know, I've talked to kids who say they're not allowed to say a prayer before class or anything like that
[01:22:44.000 --> 01:22:47.000]  because it could be offensive to other things like that.
[01:22:47.000 --> 01:22:50.000]  And then you have the country, the fact that we have men and women who are willing to join the military
[01:22:50.000 --> 01:22:53.000]  and stand up because they see something worth fighting for,
[01:22:53.000 --> 01:22:55.000]  something that's bigger than their own lives,
[01:22:55.000 --> 01:22:58.000]  and that we have a family now or we have these veterans who are being attacked.
[01:22:58.000 --> 01:23:00.000]  We have 22 suicides a day.
[01:23:00.000 --> 01:23:02.000]  We have homeless veterans all over the country.
[01:23:02.000 --> 01:23:04.000]  We have a president that goes out and plays golf.
[01:23:04.000 --> 01:23:07.000]  He didn't even, this is his hometown now.
[01:23:07.000 --> 01:23:09.000]  Where do you do today?
[01:23:09.000 --> 01:23:11.000]  Nothing. But Trump came out here.
[01:23:11.000 --> 01:23:13.000]  And then we have the family.
[01:23:13.000 --> 01:23:16.000]  The family that is being attacked, the fact that we can't say him or her
[01:23:16.000 --> 01:23:18.000]  or we can't call somebody what they are,
[01:23:18.000 --> 01:23:22.000]  and we have to have this, you know, argument over what bathrooms people can use.
[01:23:22.000 --> 01:23:26.000]  These three core things that Americans stand for are being attacked right now.
[01:23:26.000 --> 01:23:29.000]  And that's what I was talking about last night in front of the Vietnam Memorial,
[01:23:29.000 --> 01:23:32.000]  and this guy came up heckling, you know, heckling me and he was like, oh, that's BS.
[01:23:32.000 --> 01:23:34.000]  You know, blah, blah, blah, blah.
[01:23:34.000 --> 01:23:37.000]  He could, you know, get the f out of here and go back to communist China.
[01:23:37.000 --> 01:23:39.000]  If you wanted to, if you had a problem with how this is.
[01:23:39.000 --> 01:23:42.000]  And he goes, he's like, well, I have freedom of speech.
[01:23:42.000 --> 01:23:45.000]  And I was like, well, I have freedom of speech too, guys.
[01:23:45.000 --> 01:23:47.000]  So that means I can say what I want.
[01:23:47.000 --> 01:23:49.000]  But the fact that you're offended by it doesn't bother me.
[01:23:49.000 --> 01:23:51.000]  I'm glad it offends you. You should be offended.
[01:23:51.000 --> 01:23:55.000]  I should bathe you in the American flag and try to baptize you in freedom.
[01:23:55.000 --> 01:23:57.000]  Because that's what I should have done last night.
[01:23:57.000 --> 01:23:59.000]  Quite frankly.
[01:23:59.000 --> 01:24:01.000]  And in the background, there was tons of people.
[01:24:01.000 --> 01:24:03.000]  There was tours being brought on.
[01:24:03.000 --> 01:24:07.000]  And people started clapping and yelling and shaking my hand and all that, you know,
[01:24:07.000 --> 01:24:09.000]  and basically were like, you know, that guy's a douchebag.
[01:24:09.000 --> 01:24:11.000]  Get him the hell out of here. You know, that's ridiculous.
[01:24:11.000 --> 01:24:14.000]  So the guy like that, why are you even at the Vietnam Memorial?
[01:24:14.000 --> 01:24:16.000]  If you hate America so much, if you don't like what I was saying,
[01:24:16.000 --> 01:24:19.000]  that we should have these things, that we should protect these things,
[01:24:19.000 --> 01:24:21.000]  the foundations of what America was built on.
[01:24:21.000 --> 01:24:24.000]  If you don't like that, then go somewhere else.
[01:24:24.000 --> 01:24:27.000]  Because I'm not going to let you disrespect this memorial,
[01:24:27.000 --> 01:24:31.000]  this place where these names are that mean more than that guy ever will.
[01:24:31.000 --> 01:24:33.000]  Well, you know, it's funny.
[01:24:33.000 --> 01:24:38.000]  The idea of courage, or our concept of courage as a planet really,
[01:24:38.000 --> 01:24:44.000]  has changed from, yeah, people deciding to give up their lives in World War II in Vietnam,
[01:24:44.000 --> 01:24:46.000]  again, not about the politics of it,
[01:24:46.000 --> 01:24:49.000]  but them deciding to do it for something they believed in.
[01:24:49.000 --> 01:24:51.000]  That's courage.
[01:24:51.000 --> 01:24:54.000]  Caitlin Jenner, that's a different level of courage, right?
[01:24:54.000 --> 01:24:59.000]  So our concept of courage has now warped to where it's almost like the inverse of everything.
[01:24:59.000 --> 01:25:02.000]  And so, I feel like it's a facade at some level too,
[01:25:02.000 --> 01:25:05.000]  where everyone doesn't even believe in the political correctness,
[01:25:05.000 --> 01:25:08.000]  just like when they said the Washington Redskins,
[01:25:08.000 --> 01:25:10.000]  the actual Native Americans, they did a vote,
[01:25:10.000 --> 01:25:14.000]  and like 96% said that the name, the Redskins, didn't offend them.
[01:25:14.000 --> 01:25:17.000]  So I think a lot of it is a facade,
[01:25:17.000 --> 01:25:22.000]  and a lot of it is pushed when there's no actual base for it, right?
[01:25:22.000 --> 01:25:24.000]  So a lot of people, I think, get it,
[01:25:24.000 --> 01:25:26.000]  especially people listening to this program and others,
[01:25:26.000 --> 01:25:29.000]  and they realize it's all just BS, and it's not even about sides, okay?
[01:25:29.000 --> 01:25:31.000]  It's not even about sides.
[01:25:31.000 --> 01:25:33.000]  Who cares, in my view?
[01:25:33.000 --> 01:25:35.000]  Great, let them all have gender-neutral bathrooms.
[01:25:35.000 --> 01:25:38.000]  Who cares? It's just this weird issue where it's like, you're bad
[01:25:38.000 --> 01:25:41.000]  if you don't 100% lay down and support everything,
[01:25:41.000 --> 01:25:46.000]  you're terrible, how dare you even praise the veterans who gave up their lives
[01:25:46.000 --> 01:25:47.000]  and lost limbs.
[01:25:47.000 --> 01:25:49.000]  But there's an attack on the American man.
[01:25:49.000 --> 01:25:51.000]  There's a pacification of the American man.
[01:25:51.000 --> 01:25:54.000]  You know, I was having a conversation with a guy here in D.C. last night
[01:25:54.000 --> 01:25:57.000]  when Weber and I were having dinner, and the guy goes,
[01:25:57.000 --> 01:25:59.000]  man, he goes, you guys live in Austin?
[01:25:59.000 --> 01:26:00.000]  He goes, wow.
[01:26:00.000 --> 01:26:02.000]  He goes, he said, every time I go into Austin,
[01:26:02.000 --> 01:26:05.000]  I see nothing but the most feminine men in the world, you know,
[01:26:05.000 --> 01:26:08.000]  that are pushovers, that are wearing these tight jeans,
[01:26:08.000 --> 01:26:11.000]  and, you know, they don't do anything because it's manly.
[01:26:11.000 --> 01:26:13.000]  They do it because it's a fad.
[01:26:13.000 --> 01:26:16.000]  It's a fashion statement to have a beard now for some reason.
[01:26:16.000 --> 01:26:18.000]  I do it because, you know, when I was in the military so long,
[01:26:18.000 --> 01:26:20.000]  quite frankly, I got tired of shaving.
[01:26:20.000 --> 01:26:23.000]  When I got out, I made a promise, I wasn't going to shave anymore.
[01:26:23.000 --> 01:26:25.000]  So I'm keeping that promise, you know?
[01:26:25.000 --> 01:26:29.000]  But there's an attack on our families and the male.
[01:26:29.000 --> 01:26:33.000]  And it's ridiculous because when you have men who are pusified,
[01:26:33.000 --> 01:26:36.000]  when their kids step out of line, what's going to happen?
[01:26:36.000 --> 01:26:37.000]  Nothing.
[01:26:37.000 --> 01:26:39.000]  They allow them to do whatever they want.
[01:26:39.000 --> 01:26:42.000]  These kids are being taught in schools that have no respect for America,
[01:26:42.000 --> 01:26:45.000]  that have no respect for veterans, that have no respect for their elders,
[01:26:45.000 --> 01:26:48.000]  that have zero respect for anything at all,
[01:26:48.000 --> 01:26:51.000]  and to be entitled to be given everything,
[01:26:51.000 --> 01:26:53.000]  a hard day in their life,
[01:26:53.000 --> 01:26:57.000]  but just to sit there and bitch and moan and have everything given to them.
[01:26:57.000 --> 01:27:00.000]  That's the attack, and that's what's happening with our family incrementally.
[01:27:00.000 --> 01:27:01.000]  It's ridiculous.
[01:27:01.000 --> 01:27:03.000]  And Bernie Sanders, all that he does,
[01:27:03.000 --> 01:27:05.000]  he further encourages that kind of action.
[01:27:05.000 --> 01:27:08.000]  The pacification of our leadership, our family,
[01:27:08.000 --> 01:27:10.000]  to allow these kids to run around and do whatever they want.
[01:27:10.000 --> 01:27:12.000]  You know, if I did something stupid as a child,
[01:27:12.000 --> 01:27:14.000]  my dad jerked a knot in my tail, but guess what?
[01:27:14.000 --> 01:27:15.000]  Did that make me a bad person?
[01:27:15.000 --> 01:27:16.000]  Negative.
[01:27:16.000 --> 01:27:18.000]  That made me a better person because I realized, I realized,
[01:27:18.000 --> 01:27:20.000]  hey, that's the wrong thing to do.
[01:27:20.000 --> 01:27:22.000]  Or if I said something to him and said it out of line,
[01:27:22.000 --> 01:27:24.000]  or to an older gentleman, to an elder,
[01:27:24.000 --> 01:27:25.000]  and I said something wrong,
[01:27:25.000 --> 01:27:27.000]  he'd smack me upside the back of the head and say,
[01:27:27.000 --> 01:27:29.000]  you know what, that's not right, that's disrespectful.
[01:27:29.000 --> 01:27:32.000]  That's not happening anymore because we've got parents right now
[01:27:32.000 --> 01:27:35.000]  that are just too scared to do anything because they turn on MSNBC,
[01:27:35.000 --> 01:27:37.000]  and they're being told that they can't, you know,
[01:27:37.000 --> 01:27:40.000]  discipline their child or they can't do this and that.
[01:27:40.000 --> 01:27:42.000]  This is just an attack on Vietnam immorals.
[01:27:42.000 --> 01:27:44.000]  This is an attack on the American way of life.
[01:27:44.000 --> 01:27:45.000]  You know what I think it is?
[01:27:45.000 --> 01:27:50.000]  It's that, number one, there is a so-called moral crisis
[01:27:50.000 --> 01:27:52.000]  in the world right now in the United States
[01:27:52.000 --> 01:27:54.000]  where, yeah, you have kids that have been given everything
[01:27:54.000 --> 01:27:56.000]  that are entitled, they grow up,
[01:27:56.000 --> 01:27:58.000]  and they don't want to do anything, they don't want to work,
[01:27:58.000 --> 01:28:00.000]  they just want everything given to them.
[01:28:00.000 --> 01:28:02.000]  At the same time, you know, definitely,
[01:28:02.000 --> 01:28:04.000]  even at a biological level,
[01:28:04.000 --> 01:28:08.000]  there are things attacking the structure of men.
[01:28:08.000 --> 01:28:12.000]  Also at the same time, I feel like it's not about, like,
[01:28:12.000 --> 01:28:14.000]  fake macho man stuff, though, like, you know,
[01:28:14.000 --> 01:28:17.000]  we need to just, you know, I'm so cool, like, I'm awesome.
[01:28:17.000 --> 01:28:20.000]  It's actually, you know, it's deciding to be a real man,
[01:28:20.000 --> 01:28:22.000]  right, because a true alpha male isn't someone
[01:28:22.000 --> 01:28:24.000]  that just goes out and acts cool, and you know this,
[01:28:24.000 --> 01:28:26.000]  you know what I'm talking about, isn't someone
[01:28:26.000 --> 01:28:29.000]  that just goes out and acts cool and acts tough and acts real
[01:28:29.000 --> 01:28:31.000]  and someone that actually cares.
[01:28:31.000 --> 01:28:33.000]  It's kind of the exemplification of some of these veterans
[01:28:33.000 --> 01:28:35.000]  who did give their lives up and did die
[01:28:35.000 --> 01:28:38.000]  and didn't have their name glorified throughout the halls.
[01:28:38.000 --> 01:28:40.000]  They gave their lives up for something they believed in.
[01:28:40.000 --> 01:28:43.000]  That is true alpha male, leading the pack actually caring
[01:28:43.000 --> 01:28:45.000]  and giving your life up for a mission.
[01:28:45.000 --> 01:28:47.000]  Anyway, Joe Biggs, thank you so much.
[01:28:47.000 --> 01:28:49.000]  We may speak with you again in the next segment.
[01:28:49.000 --> 01:28:51.000]  If you have time, if not, thank you for joining us.
[01:28:51.000 --> 01:29:14.000]  This is The Outstanding Show. A lot more to come.
[01:29:21.000 --> 01:29:24.000]  To energize the body's natural processes that are blocked
[01:29:24.000 --> 01:29:27.000]  by estrogen mimickers and other toxic elements
[01:29:27.000 --> 01:29:28.000]  in the food chain.
[01:29:28.000 --> 01:29:30.000]  Super male vitality from InfoWarsLife.com
[01:29:30.000 --> 01:29:33.000]  has sold out multiple times in the last three months.
[01:29:33.000 --> 01:29:36.000]  To fix that problem, we have now produced the biggest
[01:29:36.000 --> 01:29:38.000]  and most concentrated, high quality batch
[01:29:38.000 --> 01:29:41.000]  of super male vitality in the product's history.
[01:29:41.000 --> 01:29:43.000]  Our new, ultra-strength formula is even stronger.
[01:29:43.000 --> 01:29:45.000]  Check out the third-party reviews
[01:29:45.000 --> 01:29:48.000]  and informational videos at InfoWarsLife.com.
[01:29:48.000 --> 01:29:51.000]  Now it's time to get your body in balance and fight back.
[01:29:51.000 --> 01:29:53.000]  I'm Alex Jones for Super Male Vitality
[01:29:53.000 --> 01:29:58.000]  and InfoWarsLife.com, and I salute you, our supporters.
[01:29:58.000 --> 01:30:03.000]  Introducing Vitamin Mineral Fusion from InfoWarsLife.com.
[01:30:03.000 --> 01:30:05.000]  We have worked for years with our chemists and scientists
[01:30:05.000 --> 01:30:08.000]  to create the most powerful and affordable,
[01:30:08.000 --> 01:30:10.000]  great-tasting multivitamin formula available.
[01:30:10.000 --> 01:30:13.000]  The all-new Vitamin Mineral Fusion Drink Mix
[01:30:13.000 --> 01:30:17.000]  at InfoWarsLife.com is loaded with a full month supply
[01:30:17.000 --> 01:30:20.000]  of essential vitamins, minerals, and amino acids
[01:30:20.000 --> 01:30:22.000]  that your body absolutely needs.
[01:30:22.000 --> 01:30:24.000]  In the history of InfoWarsLife,
[01:30:24.000 --> 01:30:26.000]  we've brought out a lot of amazing products
[01:30:26.000 --> 01:30:29.000]  like Survival Shield X2, Super Male Vitality,
[01:30:29.000 --> 01:30:30.000]  and so many others.
[01:30:30.000 --> 01:30:34.000]  But I am most proud of the product we're now launching today
[01:30:34.000 --> 01:30:36.000]  with its unique delivery system and proprietary
[01:30:36.000 --> 01:30:39.000]  manufacturing process designed for maximized effects.
[01:30:39.000 --> 01:30:42.000]  This formula is the platinum standard
[01:30:42.000 --> 01:30:44.000]  of multivitamin mineral products.
[01:30:44.000 --> 01:30:47.000]  The ingredients in Vitamin Mineral Fusion
[01:30:47.000 --> 01:30:51.000]  are either plant-derived or of the highest quality lab standard.
[01:30:51.000 --> 01:30:54.000]  That means it's clean, that means it's pure.
[01:30:54.000 --> 01:30:57.000]  At InfoWarsLife.com and Vitamin Mineral Fusion,
[01:30:57.000 --> 01:30:59.000]  take action now before we sell out.
[01:30:59.000 --> 01:31:00.000]  Shower filters.
[01:31:00.000 --> 01:31:02.000]  We're introducing the best yet,
[01:31:02.000 --> 01:31:06.000]  the brand-new ProPure ProMax high-performance shower filter.
[01:31:06.000 --> 01:31:09.000]  It removes and reduces over 200 contaminants
[01:31:09.000 --> 01:31:11.000]  while preserving a strong, powerful flow.
[01:31:11.000 --> 01:31:14.000]  Your stage filtration process helps protect the largest organ
[01:31:14.000 --> 01:31:17.000]  in your body, your skin, from the unhealthy contaminants
[01:31:17.000 --> 01:31:18.000]  in the water.
[01:31:18.000 --> 01:31:20.000]  You can find more details on this amazing new filter
[01:31:20.000 --> 01:31:22.000]  and free shipping at InfoWarsStore.com
[01:31:22.000 --> 01:31:27.000]  or call 888-253-3139 to order your ProMax shower filter
[01:31:27.000 --> 01:31:28.000]  from ProPure today.
[01:31:28.000 --> 01:31:32.000]  When cells become toxic, they die early and aging sets in.
[01:31:32.000 --> 01:31:35.000]  No one has put together a formula that focuses directly
[01:31:35.000 --> 01:31:37.000]  on brain health, nerve growth factors,
[01:31:37.000 --> 01:31:40.000]  and optimizing your cellular energy at the same time.
[01:31:40.000 --> 01:31:43.000]  Just one of the key compounds, BiopQQ,
[01:31:43.000 --> 01:31:45.000]  is backed by major clinical studies.
[01:31:45.000 --> 01:31:48.000]  You want the best that's out there at the lowest price anywhere?
[01:31:48.000 --> 01:31:50.000]  We now have the synergistic solution.
[01:31:50.000 --> 01:31:53.000]  Secure your DNA force today at InfoWarsLife.com
[01:31:53.000 --> 01:31:58.000]  or call toll-free 888-253-3139.
[01:31:58.000 --> 01:32:01.000]  Over the years, there have been a lot of powerful advancements
[01:32:01.000 --> 01:32:03.000]  in the field of science and nutraceuticals.
[01:32:03.000 --> 01:32:06.000]  Young Jevity integrates years of scientific research
[01:32:06.000 --> 01:32:10.000]  into creating fantastic products like Beyond Tangy Tangerine,
[01:32:10.000 --> 01:32:12.000]  plant-derived minerals, and much more.
[01:32:12.000 --> 01:32:16.000]  Young Jevity also offers you an ingenious way to augment your income,
[01:32:16.000 --> 01:32:17.000]  and the best part?
[01:32:17.000 --> 01:32:20.000]  You'll be helping your friends and family along the way.
[01:32:20.000 --> 01:32:22.000]  Visit InfoWarsTeam.com today.
[01:32:22.000 --> 01:32:23.000]  Become a member.
[01:32:23.000 --> 01:32:25.000]  It discounts on the amazing products
[01:32:25.000 --> 01:32:27.000]  and free shipping when you sign up for auto-ship,
[01:32:27.000 --> 01:32:30.000]  and you're able to promote the products to friends and family
[01:32:30.000 --> 01:32:31.000]  and neighbors in your community
[01:32:31.000 --> 01:32:34.000]  and make money while helping people at the same time.
[01:32:34.000 --> 01:32:35.000]  Another win-win.
[01:32:35.000 --> 01:32:39.000]  That's why I'm a member of the Young Jevity team at InfoWarsTeam.com,
[01:32:39.000 --> 01:32:40.000]  and you can be too.
[01:32:40.000 --> 01:32:41.000]  It's simple.
[01:32:41.000 --> 01:32:44.000]  Just go to InfoWarsTeam.com today.
[01:32:44.000 --> 01:32:46.000]  Complete a short sign-up, and you're part of the team.
[01:32:46.000 --> 01:32:49.000]  That's InfoWarsTeam.com or InfoWarsHealth.com.
[01:32:49.000 --> 01:32:51.000]  So many people call into my radio show and tell me
[01:32:51.000 --> 01:32:54.000]  how Young Jevity and the products at InfoWarsTeam.com
[01:32:54.000 --> 01:32:55.000]  have changed their lives.
[01:32:55.000 --> 01:33:06.000]  Check it out for yourself today.
[01:33:25.000 --> 01:33:32.000]  The device that eavesdrops on the voices in your head.
[01:33:32.000 --> 01:33:37.000]  Mind-reaching machine could soon turn your secret thoughts into speech.
[01:33:37.000 --> 01:33:41.000]  Scientists want to reproduce speech from brain recordings
[01:33:41.000 --> 01:33:43.000]  in real times from the Daily Mail.
[01:33:43.000 --> 01:33:46.000]  Just one of the pieces we're going to be going over in a second here.
[01:33:46.000 --> 01:33:49.000]  In addition to protein jab to stop heart attacks,
[01:33:49.000 --> 01:33:52.000]  injection brings hope for sufferers.
[01:33:52.000 --> 01:33:55.000]  Lots more and some crazy ISIS news.
[01:33:55.000 --> 01:33:59.000]  But first, Biggs did want to pop in and make one final point
[01:33:59.000 --> 01:34:02.000]  before he leaves us in DC about everything that's going on.
[01:34:02.000 --> 01:34:03.000]  Biggs, what's on your mind?
[01:34:03.000 --> 01:34:05.000]  Well, I just want to say something to all the women out there
[01:34:05.000 --> 01:34:07.000]  that are watching as well.
[01:34:07.000 --> 01:34:09.000]  If you have a boyfriend who doesn't know how to shoot a gun
[01:34:09.000 --> 01:34:12.000]  or know what a firing pin is, you actually have a girlfriend.
[01:34:12.000 --> 01:34:14.000]  And that's further proof as to what I was saying
[01:34:14.000 --> 01:34:17.000]  about the pacification of the American man.
[01:34:17.000 --> 01:34:20.000]  So everybody needs a highly, I want to highly encourage everyone
[01:34:20.000 --> 01:34:24.000]  who got there and use that second amendment and go out and shoot guns
[01:34:24.000 --> 01:34:27.000]  and have the ability to learn how to protect yourself
[01:34:27.000 --> 01:34:29.000]  and so you can protect your family.
[01:34:29.000 --> 01:34:31.000]  And maybe you can save your family's life
[01:34:31.000 --> 01:34:33.000]  and those kids can grow up and be awesome
[01:34:33.000 --> 01:34:36.000]  and not push over social justice warriors.
[01:34:36.000 --> 01:34:38.000]  Those are the main things.
[01:34:38.000 --> 01:34:39.000]  There you go.
[01:34:39.000 --> 01:34:42.000]  That's a message from Joe Biggs over there.
[01:34:42.000 --> 01:34:44.000]  You know, by that standard too, I must say,
[01:34:44.000 --> 01:34:46.000]  I was a city slicker.
[01:34:46.000 --> 01:34:50.000]  I might as well, I guess, have been a complete pansy in your book
[01:34:50.000 --> 01:34:53.000]  because I never fired a gun ever until I got to,
[01:34:53.000 --> 01:34:56.000]  I did fire it once or twice, until I got to Austin, Texas, though.
[01:34:56.000 --> 01:35:00.000]  Then I realized, man, I probably should know how to use this thing.
[01:35:00.000 --> 01:35:02.000]  Not because I'm a crazy killer.
[01:35:02.000 --> 01:35:04.000]  Yeah, not because I'm a crazy killer person,
[01:35:04.000 --> 01:35:06.000]  but because, gee, everyone else has one
[01:35:06.000 --> 01:35:09.000]  and it's a great way to defend your house, right?
[01:35:09.000 --> 01:35:10.000]  It builds character too.
[01:35:10.000 --> 01:35:12.000]  It teaches you all kinds of great things.
[01:35:12.000 --> 01:35:15.000]  It's fun and after you use it, you have to break it apart.
[01:35:15.000 --> 01:35:17.000]  You know, when I was a kid, though.
[01:35:17.000 --> 01:35:18.000]  You've got to take care of it.
[01:35:18.000 --> 01:35:19.000]  Everybody.
[01:35:19.000 --> 01:35:20.000]  Yeah, exactly.
[01:35:20.000 --> 01:35:22.000]  It's a learning tool.
[01:35:22.000 --> 01:35:25.000]  In Philadelphia, where I grew up, if you had a gun,
[01:35:25.000 --> 01:35:27.000]  whew, you might as well have been a gangbanger.
[01:35:27.000 --> 01:35:30.000]  Like, you are just a crazy person.
[01:35:30.000 --> 01:35:31.000]  Like, you are insane.
[01:35:31.000 --> 01:35:33.000]  It's illegal, basically.
[01:35:33.000 --> 01:35:35.000]  You have to get permits and stuff to have it in downtown Philadelphia.
[01:35:35.000 --> 01:35:37.000]  So a gun was like, ooh, a gun.
[01:35:37.000 --> 01:35:40.000]  But then when I broke that facade,
[01:35:40.000 --> 01:35:42.000]  I was like, what's the big deal about?
[01:35:42.000 --> 01:35:44.000]  You know, I go back to, I just visited last week
[01:35:44.000 --> 01:35:47.000]  and you see people talk about, like, you have a gun.
[01:35:47.000 --> 01:35:50.000]  And they think everyone in Texas is like a crazy
[01:35:50.000 --> 01:35:52.000]  hog-hunting hillbilly, right?
[01:35:52.000 --> 01:35:55.000]  Like, I'm some hog-hunting hillbilly now that I own a firearm.
[01:35:55.000 --> 01:35:56.000]  It's pretty funny.
[01:35:56.000 --> 01:35:57.000]  It's worse than D.C.
[01:35:57.000 --> 01:35:58.000]  Oh, I know this.
[01:35:58.000 --> 01:35:59.000]  I've been up there several times, too.
[01:35:59.000 --> 01:36:02.000]  ISIS came to quite a few states
[01:36:02.000 --> 01:36:04.000]  and ISIS came to Texas and lost.
[01:36:04.000 --> 01:36:06.000]  ISIS went to Commiforna
[01:36:06.000 --> 01:36:08.000]  and actually pulled out some things that they wanted to.
[01:36:08.000 --> 01:36:10.000]  So that's a lesson learned right there.
[01:36:10.000 --> 01:36:11.000]  You know what?
[01:36:11.000 --> 01:36:12.000]  Stop being soft targets.
[01:36:12.000 --> 01:36:13.000]  Let's stop making people soft targets.
