[00:00.000 --> 00:06.000]  Waging War on Corruption.
[01:17:05.580 --> 01:17:10.860]  info wars life is proud to bring you a powerhouse bone broth formula to help
[01:17:10.860 --> 01:17:15.580]  push you to your limits this incredible formula will help you get the most out
[01:17:15.580 --> 01:17:19.660]  of your workout with the power of ultra-high-quality bone broth one of the
[01:17:19.660 --> 01:17:23.220]  most popular health trends on the planet built with more than seven
[01:17:23.220 --> 01:17:27.100]  different superfoods and crucial compounds ultimate bone broth will help
[01:17:27.100 --> 01:17:31.060]  support your healthy muscles digestion tendons and ligaments while also
[01:17:31.060 --> 01:17:35.980]  supporting your body's fight against free radicals this incredible chicken bone
[01:17:35.980 --> 01:17:40.540]  broth formula contains time-tested ingredients such as turmeric chaga
[01:17:40.540 --> 01:17:45.740]  mushroom goji berry powder bee pollen and alfalfa herb powder to support your body
[01:17:45.740 --> 01:17:50.740]  it's time to experience what ultimate bone broth can do for you get a bottle of
[01:17:50.740 --> 01:17:56.980]  the all-new version of a fan favorite product today at info wars store.com
[01:17:56.980 --> 01:18:01.020]  info wars life is bringing you a breakthrough in modern medicine
[01:18:01.020 --> 01:18:06.300]  introducing pollen block we have found an extraordinary new natural way to
[01:18:06.300 --> 01:18:10.660]  alleviate seasonal distress symptoms including promoting clear nasal and
[01:18:10.660 --> 01:18:16.340]  sinus passageways eye comfort and respiratory function in the 1960s
[01:18:16.340 --> 01:18:20.260]  researchers in France noticed that people who ate certain quail eggs
[01:18:20.260 --> 01:18:24.940]  experienced less seasonal immune and inflammatory responses they began
[01:18:24.940 --> 01:18:29.460]  studying this effect in published trials and decades later we now have the fruit
[01:18:29.460 --> 01:18:34.180]  of this research a fast-acting chewable tablet that helps alleviate seasonal
[01:18:34.180 --> 01:18:38.740]  distress symptoms pollen block is natural and effective it is not an
[01:18:38.740 --> 01:18:42.820]  antihistamine in fact current research has found that it actually acts by
[01:18:42.820 --> 01:18:47.260]  blocking the activity of triptase which is an enzyme that amplifies immune and
[01:18:47.260 --> 01:18:51.900]  inflammatory responses in the body go outside and enjoy the air you breathe
[01:18:51.900 --> 01:18:57.220]  head to infowarslife.com and grab a pack of our pollen block chewable tablets
[01:18:57.220 --> 01:19:01.060]  we've taken thousands of years of known research and put it together with our
[01:19:01.060 --> 01:19:06.100]  own four years of seeking and testing to find the very best systems that God gave
[01:19:06.100 --> 01:19:10.140]  us your mother nature to detoxify the body that's why I'm introducing Z shield
[01:19:10.140 --> 01:19:15.620]  toxic metal and chemical defense support it's made in the USA it's filled with
[01:19:15.620 --> 01:19:19.740]  known compounds from nature that are absolutely associated with detoxifying
[01:19:19.740 --> 01:19:24.380]  the body and it supports the info war it is a classical 360 win this is the
[01:19:24.380 --> 01:19:28.100]  formula that I personally have been taking for over a year and now we believe
[01:19:28.100 --> 01:19:32.540]  we have come as close to perfection when it comes to a detoxifier as you can
[01:19:32.540 --> 01:19:36.260]  possibly get you want to yourself you want to your family and you owe it to the
[01:19:36.260 --> 01:19:40.620]  future of this country in the world that Patriots stay as healthy and as clean
[01:19:40.620 --> 01:19:45.940]  and as focused as you can be because we need you the remnant of America to
[01:19:45.940 --> 01:19:49.620]  reignite those brush fires the next level and to be healthy and as focused as
[01:19:49.620 --> 01:19:53.020]  you can be thanks to your support and your prayers together we're changing the
[01:19:53.020 --> 01:19:58.860]  world now it's time to change our bodies with z-field infowarslife.com
[01:20:00.340 --> 01:20:05.820]  you're listening to the Alex Jones show
[01:20:11.540 --> 01:20:18.100]  waging war on corruption it's Alex Jones coming to you live from the front
[01:20:18.100 --> 01:20:33.540]  lines of the info war so in the West and the Christian ethos we believe in
[01:20:33.540 --> 01:20:41.460]  empowering the weak but doesn't mean we believe in holding back strong and so we
[01:20:41.460 --> 01:20:48.020]  believe in letting people have their own freedom that's free will and I
[01:20:48.020 --> 01:20:51.180]  played this video earlier but I'll play it one more time because it's so
[01:20:51.180 --> 01:20:57.100]  illustrative transgender woman threatens to take it outside when
[01:20:57.100 --> 01:21:03.260]  GameStop employee uses the serwards like a six foot four two hundred and fifty
[01:21:03.260 --> 01:21:11.620]  pound person yelling and screaming and kicking over products and getting in
[01:21:11.620 --> 01:21:20.580]  everybody's face because they supposedly have used the wrong pronoun I mean I'm
[01:21:20.580 --> 01:21:23.300]  still trying to figure out all this transgender stuff and I can't figure out
[01:21:23.300 --> 01:21:28.740]  the pronouns and all the rules in California you're arrested if you use
[01:21:28.740 --> 01:21:32.740]  the wrong gender name I mean if I want to call a woman a man a man a woman I
[01:21:32.740 --> 01:21:36.820]  should be able to I want to call a cat a dog I want to call a storm cloud and
[01:21:36.820 --> 01:21:43.020]  Easter Bunny I should be able to but now it's into the hundreds and hundreds of
[01:21:43.020 --> 01:21:48.580]  pronouns why Germany I saw CNN reported yesterday Germany's added a third
[01:21:48.580 --> 01:21:54.020]  gender and I want to look at the article and this person has a mutation and has
[01:21:54.020 --> 01:21:58.820]  both genitals which happens in you know one half a million people and now with
[01:21:58.820 --> 01:22:01.420]  all the chemicals it happens with more and I'm you're right you're like yeah
[01:22:01.420 --> 01:22:09.220]  there actually are genders where people got both male genitals but they rarely
[01:22:09.220 --> 01:22:13.420]  have even though it's rare to have this a uterus and testicles in fact that's
[01:22:13.420 --> 01:22:19.140]  almost never found so scientists go with whether you have a uterus and and and
[01:22:19.140 --> 01:22:25.020]  ovaries or whether you have testicles but the point is is that a man that six
[01:22:25.020 --> 01:22:31.400]  foot four and got male genitals marches into a GameStop in Albuquerque and you
[01:22:31.400 --> 01:22:38.020]  Mexico and he sits back and he says why you called me sir I'm gonna take you
[01:22:38.020 --> 01:22:46.300]  outside he's the bully he's the bad guy you know this liberal looks like a total
[01:22:46.300 --> 01:22:50.420]  liberal pretty man this is like listen I just said you guys that's just a term
[01:22:50.420 --> 01:23:01.420]  shut up you said sir and that's just illustrative of how the left uses our
[01:23:01.420 --> 01:23:08.260]  openness as an open society and the fact that we have deference and we have
[01:23:08.260 --> 01:23:16.180]  tolerance and we have hospitality and because me let me tell you something you
[01:23:16.180 --> 01:23:21.440]  go to China gay people homosexuals are killed in China are put in forced
[01:23:21.440 --> 01:23:27.600]  labor you you do any of that they arrest you but here where it's all openly
[01:23:27.600 --> 01:23:32.400]  accepted well we better let drag queens talk to two-year-olds in preschool and
[01:23:32.400 --> 01:23:35.640]  tell them they're another sex their own parents would be perverts if they did
[01:23:35.640 --> 01:23:40.120]  that if someone at a park did it they'd be arrested but if you're two-year-old
[01:23:40.120 --> 01:23:43.680]  you're three-year-old your four-year-old your five-year-old is talked to by some
[01:23:43.680 --> 01:23:49.800]  person in a dragon outfit or a vampire outfit literally telling them about
[01:23:49.800 --> 01:23:55.800]  their sex well it's okay because we're all open and we're nice here this is all
[01:23:55.800 --> 01:24:05.640]  the giant white flag that the system runs up so I was gonna play a bunch of
[01:24:05.640 --> 01:24:10.960]  clips here and you know I've just gotten lost in the in the fog here what was the
[01:24:10.960 --> 01:24:14.600]  clip we're about to play I've got so much to cover but the talk of my ear what
[01:24:14.600 --> 01:24:20.800]  was it I was about to hit oh yeah oh yeah Emma
[01:24:20.800 --> 01:24:27.800]  Vigeland Vigeland I don't pay a lot of attention to media period I try to
[01:24:27.800 --> 01:24:31.000]  cover what's happening legislatively but I remember when I got kicked off
[01:24:31.000 --> 01:24:35.160]  YouTube Facebook Twitter five months ago like a million years ago she was like
[01:24:35.160 --> 01:24:38.600]  well Jones has been taken off the internet but it's really a right-wing
[01:24:38.600 --> 01:24:45.000]  plot take everybody off total made-up crap but then I saw this new video like
[01:24:45.000 --> 01:24:48.460]  a week ago and I forgot about it but I told the producer make me cover it
[01:24:48.460 --> 01:24:54.440]  because she works for the anti-christian genocidal group I mean that's that's
[01:24:54.440 --> 01:24:58.280]  what young Turks means she may not know it she works for the George Soros
[01:24:58.280 --> 01:25:06.280]  Qatar dictatorship funded young Turks so I saw this video that said Alex Jones
[01:25:06.280 --> 01:25:10.800]  in info wars admits they're fake can we put the name of the video on screen for
[01:25:10.800 --> 01:25:15.120]  folks I'm paraphrasing I'm going for memory so she she does this whole video
[01:25:15.120 --> 01:25:22.000]  and then she never shows text she never shows a video she never shows an audio
[01:25:22.000 --> 01:25:32.200]  she goes well Jones's lawyers admit he's fake and then she never shows where
[01:25:32.200 --> 01:25:37.400]  they said it or Roger Stone admits he published fake news and info wars none
[01:25:37.400 --> 01:25:48.320]  of that's even true but Roger Stone got sued separately from me by a man named
[01:25:48.320 --> 01:25:55.720]  Kwok whose stone had said had been indicted in China which I believe he
[01:25:55.720 --> 01:25:59.280]  has been but I had nothing to do with it and then as part of the settlement of
[01:25:59.280 --> 01:26:02.520]  the lawsuit that I guess it's Steve Bannon him engineered he just had to say
[01:26:02.520 --> 01:26:07.080]  that that was incorrect but the other information was accurate so that turns
[01:26:07.080 --> 01:26:12.560]  into Jones admits info wars is fake yeah there's a headline it was in
[01:26:12.560 --> 01:26:15.920]  thousands of publications
[01:26:17.000 --> 01:26:20.720]  meanwhile that was separate from info wars that wasn't even info war
[01:26:20.720 --> 01:26:25.280]  statements but it doesn't matter it's that headline info wars admits they're
[01:26:25.280 --> 01:26:29.760]  fake did she call me for comment no did she have me on the show no in fact I've
[01:26:29.760 --> 01:26:34.920]  been challenging her for a week to come on the show because the young turds are
[01:26:34.920 --> 01:26:39.280]  exposed as Qatar dictatorship operatives and Hillary Clinton but boys
[01:26:39.280 --> 01:26:44.560]  because that they've hired all these little internet people like her that
[01:26:44.560 --> 01:26:47.920]  could have been big on their own that even six months ago we're saying it's
[01:26:47.920 --> 01:26:54.800]  wrong to censor Alex Jones but now she works for sink Booger and he knows how
[01:26:54.800 --> 01:26:59.440]  to run an operation and so now when we come back from break I'm gonna put the
[01:26:59.440 --> 01:27:06.600]  clip which is not about me it's about lies where she says Jones admits they
[01:27:06.600 --> 01:27:11.800]  published fake news you know what really happened now like two and a half years
[01:27:11.800 --> 01:27:17.920]  ago was my ex-wife got lovers I have the kids full-time mainstream media says I
[01:27:17.920 --> 01:27:24.840]  don't that's again farther deception they get up on the news and they say
[01:27:24.840 --> 01:27:28.400]  Jones says he's an actor where's the clip where's the transcript oh they
[01:27:28.400 --> 01:27:33.120]  don't show that my lawyer Randall Wilhite whose name is on the family law code
[01:27:33.120 --> 01:27:38.800]  UT professor best family law guy in Texas they're trying to introduce 10-year-old
[01:27:38.800 --> 01:27:44.640]  video of me dressed up in Joker white paint saying drink your fluoride kids get
[01:27:44.640 --> 01:27:49.760]  sterile it's good it's telling kids fluorides bad and showing Harvard
[01:27:49.760 --> 01:27:54.400]  studies I'm not actually saying fluorides good anybody can tell that they
[01:27:54.400 --> 01:28:01.040]  need two percent of the time I do satire and then they run with it and my
[01:28:01.040 --> 01:28:05.960]  lawyer gets up and he goes this is an admissible mr. Jones is like when Jack
[01:28:05.960 --> 01:28:10.040]  Nicholson plays the Joker and Batman mr. Jones is being an actor to illustrate
[01:28:10.040 --> 01:28:16.800]  satire that turns into Jones admits everything he says is fake now now
[01:28:16.800 --> 01:28:20.760]  who's the fake news it's corporate media so here she is posing as the super
[01:28:20.760 --> 01:28:26.280]  liberal trendy super sexy awesome saying that and then she goes further
[01:28:26.280 --> 01:28:34.440]  after I'm banned from YouTube so I can't respond and says that Roger Stone
[01:28:34.440 --> 01:28:41.560]  admits it's all fake but she doesn't show you any text or any articles because
[01:28:41.560 --> 01:28:48.200]  the real fake person is the young Turks and their minions young Turks killed
[01:28:48.200 --> 01:28:52.680]  over a million and a half Christians the head of the young Turks denies it of
[01:28:52.680 --> 01:28:55.280]  course he does
[01:28:56.320 --> 01:29:01.520]  for those of us that are the tip of the spear we're being targeted to take out
[01:29:01.520 --> 01:29:05.960]  the leadership that's the globalist only hope so when you support info wars when
[01:29:05.960 --> 01:29:09.200]  you spread our articles and videos when you buy products at info or store.com
[01:29:09.200 --> 01:29:13.000]  you are literally not just supporting info wars and free speech and standing
[01:29:13.000 --> 01:29:16.520]  in defiance against Soros and Hillary and the rest these people but you are
[01:29:16.520 --> 01:29:21.280]  standing for your own future and your own best shot of having an early warning
[01:29:21.280 --> 01:29:24.800]  system in America to stand against these individuals when you order products in
[01:29:24.800 --> 01:29:28.440]  four store.com you fund not just an American Revolution but a global
[01:29:28.440 --> 01:29:31.840]  revolution against tyranny and we have the biggest specials ever running
[01:29:31.840 --> 01:29:35.880]  throughout to the end of the year as part of a total store clearance every
[01:29:35.880 --> 01:29:40.200]  order gets a free t-shirt every order gets free shipping every order gets 50
[01:29:40.200 --> 01:29:45.080]  to 75% off in total clearance and that funding allows us to go into the new
[01:29:45.080 --> 01:29:49.600]  year on sure footing to fund ourselves throughout the first part of the year to
[01:29:49.600 --> 01:29:53.240]  not just fight but to expand we're on the March the Empire's on the run I
[01:29:53.240 --> 01:29:59.560]  salute you all now please take action at m4store.com our grandparents a great
[01:29:59.560 --> 01:30:03.040]  grandparents knew that they can't food during the falls they have it during the
[01:30:03.040 --> 01:30:09.040]  winter and that's what I'm talking about at m4store.com with info or select it's
[01:30:09.040 --> 01:30:14.280]  the full spectrum of my patriot supply on the top most respected companies out
[01:30:14.280 --> 01:30:19.920]  there but because I private label it I'm able to go below cost on contracts that
[01:30:19.920 --> 01:30:24.000]  all their other distributors aren't able to do but I want to be a market leader
[01:30:24.000 --> 01:30:28.240]  and I want you to have swarable food so it's a total win-win we have those
[01:30:28.240 --> 01:30:33.800]  incredible sell prices back m4store.com on m4 select swarable foods they've got
[01:30:33.800 --> 01:30:37.800]  special diet foods they've got three month supplies your supplies weak
[01:30:37.800 --> 01:30:41.800]  emergency supplies they've got so many great products there if you got a three
[01:30:41.800 --> 01:30:45.840]  year supply if stuff happens you can feed your whole block it's up to us to be
[01:30:45.840 --> 01:30:50.480]  self-sufficient you're buying war bonds bringing great products and together with
[01:30:50.480 --> 01:30:55.640]  God's help we are unstoppable m4store.com m4 select high-quality swarble foods
[01:30:55.640 --> 01:31:00.200]  powered by my patriot supply the globalists are trying to set up a
[01:31:00.200 --> 01:31:04.320]  private corporate world government that's above the law if there's any
[01:31:04.320 --> 01:31:08.880]  opposition if there's any independent media they can call the fact that the
[01:31:08.880 --> 01:31:14.040]  emperor has no clothes they can call BS it's game over but if you look at
[01:31:14.040 --> 01:31:18.000]  everybody else like Michael Savage and Rush Limbaugh and Tucker Carlson and
[01:31:18.000 --> 01:31:21.280]  Sean Hannity they are all beholded to the networks they're on that can be
[01:31:21.280 --> 01:31:27.200]  targeted there's only two groups in the US info wars and Matt Rudge of Rudge
[01:31:27.200 --> 01:31:31.480]  report.com that are truly independent and of course there are two of the
[01:31:31.480 --> 01:31:36.080]  dominant media forces in the world it really is amazing that's why as we
[01:31:36.080 --> 01:31:40.200]  close out 2018 I want to just remind the listeners of the amazing fight we're all
[01:31:40.200 --> 01:31:43.560]  in and how far we've come together just remind you that you are the power you're
[01:31:43.560 --> 01:31:49.000]  the strength you're the will of info wars so please spread the links info
[01:31:49.000 --> 01:31:52.920]  wars.com news wars.com prismpana.com because if you don't spread the
[01:31:52.920 --> 01:31:56.880]  articles the video is no one else will we're all in each other's hands God
[01:31:56.880 --> 01:31:59.720]  bless you all and thank you
[01:32:00.040 --> 01:32:05.200]  one of the most incredible cups of coffee can be found in the high mountains of
[01:32:05.200 --> 01:32:09.180]  southern Mexico where the Chiapas farmers have spent years perfecting their
[01:32:09.180 --> 01:32:14.200]  techniques. Based on hundreds of years of traditional techniques and perfect
[01:32:14.200 --> 01:32:18.800]  conditions we've sourced only the best to provide you with our immune support
[01:32:18.800 --> 01:32:23.160]  and wake up America Patriot Blend coffee. Ancient Mayan knowledge is paired
[01:32:23.160 --> 01:32:27.120]  with the natural fertility of the land to generate the world's finest coffee
[01:32:27.120 --> 01:32:31.720]  beans. Carefully harvested and free of toxic chemicals used in big agricultural
[01:32:31.720 --> 01:32:37.200]  productions Patriot Blend coffees have a smooth bold flavor with great depth to
[01:32:37.200 --> 01:32:40.840]  give you just what you need in the morning. You can even choose to start your
[01:32:40.840 --> 01:32:44.720]  morning healthier with the immune support blend infused with a powerful
[01:32:44.720 --> 01:32:48.360]  blend to support your immune response and stamina. It's time to take care of
[01:32:48.360 --> 01:32:52.280]  your morning routine. Get a bag of Patriot Blend coffee to support the show
[01:32:52.280 --> 01:32:58.080]  while enhancing your morning routine at infowarstore.com
[01:32:58.080 --> 01:33:05.720]  You're listening to the Alex Jones show.
[01:33:05.720 --> 01:33:31.680]  It's the final Sunday broadcast of 2018 I'll be back live tomorrow 11 a.m. central
[01:33:31.680 --> 01:33:36.680]  and at 8 a.m. central Owen Schroder is going to host the David Knight show as
[01:33:36.680 --> 01:33:43.240]  David Knight goes into surgery under the knife. Right about 8 a.m. so please tune
[01:33:43.240 --> 01:33:49.680]  in tomorrow. What a treasure man. Love David he's such an amazing person so smart.
[01:33:49.680 --> 01:33:59.480]  So smart. Such a good guy such a treasure. So that's coming up tomorrow 8 a.m.
[01:33:59.480 --> 01:34:05.440]  central. Okay you know I almost don't want to even give this young Turk George
[01:34:05.440 --> 01:34:11.880]  Soros funded creature any attention but she wants it she needs to get it. She's
[01:34:11.880 --> 01:34:17.760]  a fraud and in the spectrum of folks I'm thinking about so and I've seen a few as
[01:34:17.760 --> 01:34:22.760]  everybody knows I have to for my good name she's definitely in the running but
[01:34:22.760 --> 01:34:26.760]  they're not getting money from Gulf War dictators they're you know picking up
[01:34:26.760 --> 01:34:31.400]  every every person they can on the internet and this young lady puts out
[01:34:31.400 --> 01:34:35.880]  constant videos lying about us but never has this on never shows a clip she'll
[01:34:35.880 --> 01:34:44.600]  just show some fake news headline her name is Emma Vigland and she says that
[01:34:44.600 --> 01:34:50.760]  and I'm gonna get the huge news on Kevin Spacey she says I admit I'm fake I'm a
[01:34:50.760 --> 01:34:57.480]  fraud Roger Stonemitz is a fraud that's it came over it's like saying she had
[01:34:57.480 --> 01:35:01.040]  met she's a child molester whether she kidnaps kids and you know cuts their
[01:35:01.040 --> 01:35:05.080]  livers out she didn't say that she didn't do that but doesn't matter if I if I was
[01:35:05.080 --> 01:35:11.080]  gonna say she was doing that I would show it but see she's a fraud she works
[01:35:11.080 --> 01:35:16.040]  for the Armenian Genocide Club now I mean that's what young Turk stand for
[01:35:16.040 --> 01:35:20.920]  they they say it never happened these are some the they get Gulf War state
[01:35:20.920 --> 01:35:28.240]  dictator money that's who they are and so she's there saying that I'm this
[01:35:28.240 --> 01:35:36.600]  existential fraud and that I admit I'm a fraud but not showing you again when I
[01:35:36.600 --> 01:35:40.360]  dress up like a Joker I'm playing the part not when I'm on the air it's very
[01:35:40.360 --> 01:35:45.320]  clear when Roger Stone settles a lawsuit over one specific fact that he
[01:35:45.320 --> 01:35:50.080]  admits isn't exactly right how does it become me that admits I'm a fraud and
[01:35:50.080 --> 01:35:53.920]  I'm a criminal mainstream news does retractions and corrections every day
[01:35:53.920 --> 01:35:58.880]  but they think you're stupid so they make this huge event and this woman sits
[01:35:58.880 --> 01:36:04.720]  there and engages in fraud in my view against you and your family so let's
[01:36:04.720 --> 01:36:08.960]  go ahead and go to her young Turk report you know they sheep dip it they don't
[01:36:08.960 --> 01:36:14.800]  tell you they run the show but they do so here's here she is go ahead we hear a
[01:36:14.800 --> 01:36:18.600]  lot of talk of fake news from the president and from his followers I'm
[01:36:18.600 --> 01:36:24.040]  not gonna give you a question you are fake news and the fake news refused to
[01:36:24.040 --> 01:36:28.760]  call it right I want you all to know that we are fighting the fake news it's
[01:36:28.760 --> 01:36:34.960]  fake phony fake fake news and we solve a lot of problems but what blows my mind
[01:36:34.960 --> 01:36:38.520]  is that it's complete projection right wing news is the fakest of them all
[01:36:38.520 --> 01:36:43.120]  studies have shown that Fox News viewers are consistently the most about
[01:36:43.120 --> 01:36:48.840]  world events studies pause studies have shown she's just reading some George
[01:36:48.840 --> 01:36:58.160]  Soros deal I'm a libertarian but she's just saying all this this is Mrs.
[01:36:58.160 --> 01:37:02.720]  Antifree speech on the young turds network so let's go back to turd gobbler
[01:37:02.720 --> 01:37:06.280]  go ahead we're literally being brainwashed to the point that researchers
[01:37:06.280 --> 01:37:10.520]  have dubbed the results the Fox News effect you know what I actually don't
[01:37:10.520 --> 01:37:14.800]  care what the New York Post says your times your time your times Washington
[01:37:14.800 --> 01:37:21.640]  Post CNN MSNBC CBS ABC because they're all fake the only channel I watch is
[01:37:21.640 --> 01:37:28.280]  Fox and it's on 24-7 I haven't had my dogs watching Fox but while Fox News is
[01:37:28.280 --> 01:37:32.120]  the propaganda arm of the Republican Party and is incredibly effective in
[01:37:32.120 --> 01:37:36.040]  its reach it's mostly targeted towards old people I mean the median Fox viewer
[01:37:36.040 --> 01:37:40.720]  is 65 years old young conservatives are gravitating towards news that's even
[01:37:40.720 --> 01:37:44.920]  faker believe it or not in the sense of it's unfettered unrestrained and
[01:37:44.920 --> 01:37:49.360]  unshackled to any and all journalistic standards and no propaganda source is
[01:37:49.360 --> 01:38:07.520]  more notorious in its lies than Alex Jones's info wars but Alex Jones's
[01:38:07.520 --> 01:38:11.920]  info wars has spread mass disinformation incredibly effectively and has
[01:38:11.920 --> 01:38:16.200]  actually gotten people to buy in even having Donald Trump the president of the
[01:38:16.200 --> 01:38:20.240]  United States on their program info wars has spread that the government
[01:38:20.240 --> 01:38:26.760]  controls the weather that Bill Gates is trying to commit genocide they admit
[01:38:26.760 --> 01:38:30.200]  giant weather modification programs it's all over the news Bill Gates says we
[01:38:30.200 --> 01:38:34.280]  should reduce the human population to zero growth on a damn Ted talk lady I
[01:38:34.280 --> 01:38:38.920]  mean that's what's so frustrating about this continue
[01:38:38.920 --> 01:38:46.360]  yeah they've pulled up Bill Gates instantly can we play her go ahead was
[01:38:46.360 --> 01:38:51.800]  running a child sex ring out of a pizza parlor which I was again show me where
[01:38:51.800 --> 01:38:56.680]  I say it's the child sex ring in the parlor I was covering AP Reuters about
[01:38:56.680 --> 01:39:01.000]  the UN and child sex rings but back it up we're gonna play in a minute back up
[01:39:01.000 --> 01:39:07.440]  back it up 20 seconds again she doesn't show you anything she keeps saying what
[01:39:07.440 --> 01:39:13.880]  I've said is Jeffrey Epstein running airplanes with kidnapped kids yes did the
[01:39:13.880 --> 01:39:19.840]  AP report on giant child kidnapping rings in Haiti by the UN yes was Hillary's
[01:39:19.840 --> 01:39:24.440]  main job out of college representing pedophiles yes is it in the wiki leaks
[01:39:24.440 --> 01:39:29.600]  even as Podesta admits about kids and hot tubs with them yes and that's all she's
[01:39:29.600 --> 01:39:33.980]  got is a sick rearguard apologist a new face because nobody listens to sink
[01:39:33.980 --> 01:39:38.880]  ogre and she's just there to say but showing nothing we really said just
[01:39:38.880 --> 01:39:43.920]  lying to you that's an accomplice to all the evil ladies and gentlemen right
[01:39:43.920 --> 01:39:47.920]  there on screen continue it's actually gotten people to buy in even having
[01:39:47.920 --> 01:39:53.000]  Donald Trump the president of the United States on their program info wars has
[01:39:53.000 --> 01:39:56.360]  spread that the government controls the weather that Bill Gates is trying to
[01:39:56.360 --> 01:40:00.920]  commit genocide on minorities that Hillary Clinton was running a child sex
[01:40:00.920 --> 01:40:08.520]  ring out of a pizza parlor which we covered the fact that poor people whether
[01:40:08.520 --> 01:40:13.120]  they be black, white or Hispanic part of a UN a eugenics program had syphilis
[01:40:13.120 --> 01:40:17.720]  tested on them that's declassified lady I know you went to college you're a
[01:40:17.720 --> 01:40:21.080]  trendy and everything and the government's God but the government did
[01:40:21.080 --> 01:40:25.080]  give hundreds of thousands syphilis you dumb tart call this a ski experiment you
[01:40:25.080 --> 01:40:30.260]  dumb idiot that's only one facet of it God almighty you make me shake go back
[01:40:30.260 --> 01:40:35.160]  to her right-wing terrorist to shoot up the place but perhaps most notoriously
[01:40:35.160 --> 01:40:39.000]  info wars has spread the idea that the parents of the victims of the Sandy
[01:40:39.000 --> 01:40:44.000]  Hook massacre where children were slaughtered are actors playing a hit
[01:40:44.000 --> 01:40:48.200]  pause again there's another headline the general internet did not buy anomalies
[01:40:48.200 --> 01:40:51.560]  years into it I said I thought it happened but she just keeps reupping
[01:40:51.560 --> 01:40:54.520]  because they think well if we say he's against children that'll make us look
[01:40:54.520 --> 01:40:58.760]  good continue those parents have had to change their addresses because of
[01:40:58.760 --> 01:41:03.160]  harassment but after all of that after all of the earth that info wars has
[01:41:03.160 --> 01:41:07.480]  scorched now that there's lawsuits and fear of their precious money being
[01:41:07.480 --> 01:41:11.800]  taken away Roger Stone top Republican strategist who worked with info wars
[01:41:11.800 --> 01:41:16.760]  and also worked for Donald Trump has admitted that info wars lies knowingly
[01:41:16.760 --> 01:41:20.840]  former Trump campaign adviser Roger Stone settled a defamation suit seeking
[01:41:20.840 --> 01:41:24.560]  $100 million in damages on Monday for publishing false and misleading
[01:41:24.560 --> 01:41:28.920]  statements on info wars calm a far-right website known for promoting
[01:41:28.920 --> 01:41:33.080]  conspiracy that's Wall Street Journal you don't seem in quotes around that
[01:41:33.080 --> 01:41:37.280]  those are just words they took out none of that was even said and this is real
[01:41:37.280 --> 01:41:42.360]  fraud continue yeah that $100 million figure probably changed his tune and
[01:41:42.360 --> 01:41:46.240]  this isn't the first time an info wars operative has admitted it's all an act
[01:41:46.240 --> 01:41:50.200]  through the legal troubles Alex Jones's lawyer said he was just playing a
[01:41:50.200 --> 01:41:54.480]  character in his custody battle with his ex-wife so who's the fake news now
[01:41:54.480 --> 01:41:58.480]  Roger Stone has admitted in court that he is a liar
[01:41:58.480 --> 01:42:03.280]  Alex Jones has admitted in court that he's an actor playing nodded tart and yet
[01:42:03.280 --> 01:42:07.200]  it won't matter to Trump supporters or info wars fans why because these
[01:42:07.200 --> 01:42:10.760]  Republican propaganda artists have been so effective in muddying the waters
[01:42:10.760 --> 01:42:14.560]  that no one knows what is truth anymore and ironically the same people who
[01:42:14.560 --> 01:42:19.320]  scream facts over feelings to those who possess empathy are the same ones who
[01:42:19.320 --> 01:42:24.920]  follow proven admitted liars why because it makes them feel good facts over
[01:42:24.920 --> 01:42:30.060]  feeling well somebody's in love with the young turd leader God Almighty is she
[01:42:30.060 --> 01:42:34.840]  ready to sell out the system you got a job with George Soros sweetheart you
[01:42:34.840 --> 01:42:38.160]  might want to actually show some video or audio clips dumbass because we're on
[01:42:38.160 --> 01:42:43.280]  TV and radio it's all right here but you're funded by a guy that said the
[01:42:43.280 --> 01:42:47.480]  best time of his life was rounding up Jews and blowing their heads off George
[01:42:47.480 --> 01:42:52.040]  Soros on 60 minutes wow you're on the wrong side of history lady what a piece
[01:42:52.040 --> 01:42:56.800]  of crap let's come back one of the top pedophiles of the Clinton operation
[01:42:56.800 --> 01:43:02.520]  nourish a probiotic friendly environment in your gut with prebiotic fiber by
[01:43:02.520 --> 01:43:08.360]  info wars life help the good bacteria thrive and support overall digestive
[01:43:08.360 --> 01:43:13.560]  health with our specially formulated prebiotic fiber a mixture of clinically
[01:43:13.560 --> 01:43:19.400]  studied and organic acacia fruit and flax fiber prebiotic fiber is soluble
[01:43:19.400 --> 01:43:23.920]  fiber that ferments in the gut to help feed good bacteria which helps you
[01:43:23.920 --> 01:43:29.280]  digest food absorb nutrients and even support your immune system info wars
[01:43:29.280 --> 01:43:33.840]  life's cutting-edge formula only brings you the highest quality organic and
[01:43:33.840 --> 01:43:38.800]  clinically studied ingredients cheap prebiotic fibers are used up only at the
[01:43:38.800 --> 01:43:44.400]  beginning of the colon but our premium organic acacia fiber is slowly digested
[01:43:44.400 --> 01:43:50.080]  by the good bacteria throughout the entire colon for maximum prebiotic effect
[01:43:50.080 --> 01:43:58.800]  head to info wars life comm or call 1-888-253-3139 stress is a natural part
[01:43:58.800 --> 01:44:04.440]  of life where family friends and everyday accidents can put a lot of strain on the
[01:44:04.440 --> 01:44:10.000]  body and your mood don't let life weigh you down happy's is a powerful mood and
